GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
2_MACS_peak_16869_lociStitched	chr3(.):74874143-74880866	0.1161
1_MACS_peak_16871_lociStitched	chr3(.):75149976-75152116	0.258
1_MACS_peak_16872_lociStitched	chr3(.):75290203-75291627	0.1689
1_MACS_peak_16873_lociStitched	chr3(.):75421294-75422751	0.1447
2_MACS_peak_16874_lociStitched	chr3(.):75481243-75485674	0.1779
1_MACS_peak_16876_lociStitched	chr3(.):75550655-75553408	0.2963
1_MACS_peak_16877_lociStitched	chr3(.):75628848-75629984	0.1709
1_MACS_peak_16878_lociStitched	chr3(.):75670030-75672660	0.2113
1_MACS_peak_16879_lociStitched	chr3(.):75689684-75693040	0.5222
1_MACS_peak_16880_lociStitched	chr3(.):75707482-75708520	0.1912
1_MACS_peak_16881_lociStitched	chr3(.):75833951-75835196	0.2617
1_MACS_peak_16882_lociStitched	chr3(.):76717738-76718545	0.0684
1_MACS_peak_16883_lociStitched	chr3(.):78314847-78316650	0.2222
1_MACS_peak_16884_lociStitched	chr3(.):78936354-78937498	0.1373
2_MACS_peak_16885_lociStitched	chr3(.):79063847-79069515	0.2104
1_MACS_peak_16887_lociStitched	chr3(.):79583205-79584416	0.2241
1_MACS_peak_16888_lociStitched	chr3(.):80945973-80947274	0.2387
1_MACS_peak_16889_lociStitched	chr3(.):81534332-81535385	0.1569
1_MACS_peak_16890_lociStitched	chr3(.):81809455-81811698	0.2259
1_MACS_peak_16891_lociStitched	chr3(.):82785452-82786668	0.1124
1_MACS_peak_16892_lociStitched	chr3(.):82990616-82991662	0.1593
1_MACS_peak_16893_lociStitched	chr3(.):83279308-83281310	0.1399
1_MACS_peak_16894_lociStitched	chr3(.):83982981-83985137	0.1035
1_MACS_peak_16895_lociStitched	chr3(.):84649888-84651213	0.0856
1_MACS_peak_16896_lociStitched	chr3(.):87275536-87277449	0.2262
1_MACS_peak_16897_lociStitched	chr3(.):87410451-87411492	0.1803
1_MACS_peak_16898_lociStitched	chr3(.):88080523-88081795	0.2971
1_MACS_peak_16899_lociStitched	chr3(.):88106645-88109683	0.2608
1_MACS_peak_16900_lociStitched	chr3(.):88198024-88200719	0.1975
2_MACS_peak_16901_lociStitched	chr3(.):88482281-88490737	0.1377
1_MACS_peak_16903_lociStitched	chr3(.):88700423-88701947	0.2121
1_MACS_peak_16904_lociStitched	chr3(.):93596718-93597975	0.2063
2_MACS_peak_16905_lociStitched	chr3(.):93692020-93699914	0.1715
1_MACS_peak_16907_lociStitched	chr3(.):93780593-93783018	0.3018
1_MACS_peak_16908_lociStitched	chr3(.):94611482-94613305	0.1877
1_MACS_peak_16909_lociStitched	chr3(.):95061594-95063203	0.2414
3_MACS_peak_16910_lociStitched	chr3(.):95069982-95077567	0.1923
1_MACS_peak_16913_lociStitched	chr3(.):95105907-95107306	0.1804
1_MACS_peak_16914_lociStitched	chr3(.):95746045-95747131	0.1317
1_MACS_peak_16915_lociStitched	chr3(.):96437365-96440164	0.1778
1_MACS_peak_16916_lociStitched	chr3(.):96531285-96532346	0.203
1_MACS_peak_16917_lociStitched	chr3(.):97482548-97484255	0.2875
1_MACS_peak_16918_lociStitched	chr3(.):97539457-97541923	0.2023
1_MACS_peak_16919_lociStitched	chr3(.):97613408-97615281	0.1595
3_MACS_peak_16920_lociStitched	chr3(.):97689843-97701179	0.1445
2_MACS_peak_16923_lociStitched	chr3(.):97722043-97728375	0.1213
1_MACS_peak_16925_lociStitched	chr3(.):98124497-98125696	0.169
2_MACS_peak_16926_lociStitched	chr3(.):98164456-98168047	0.18
1_MACS_peak_16928_lociStitched	chr3(.):98240284-98242222	0.2899
1_MACS_peak_16929_lociStitched	chr3(.):98258590-98260091	0.1768
1_MACS_peak_16930_lociStitched	chr3(.):98273831-98276870	0.2412
1_MACS_peak_16931_lociStitched	chr3(.):98311524-98313196	0.2277
1_MACS_peak_16932_lociStitched	chr3(.):98330795-98333238	0.2668
1_MACS_peak_16933_lociStitched	chr3(.):98360525-98362672	0.181
1_MACS_peak_16934_lociStitched	chr3(.):98369697-98370835	0.1725
1_MACS_peak_16935_lociStitched	chr3(.):98437098-98438345	0.1626
1_MACS_peak_16936_lociStitched	chr3(.):98448866-98455197	0.2084
1_MACS_peak_16937_lociStitched	chr3(.):98462072-98464971	0.226
2_MACS_peak_16938_lociStitched	chr3(.):98476711-98497254	0.2186
1_MACS_peak_16940_lociStitched	chr3(.):98619603-98621734	0.1926
2_MACS_peak_16941_lociStitched	chr3(.):99261150-99265544	0.1222
1_MACS_peak_16943_lociStitched	chr3(.):99325435-99326501	0.1865
1_MACS_peak_16944_lociStitched	chr3(.):99342768-99346080	0.2616
1_MACS_peak_16945_lociStitched	chr3(.):99535862-99537596	0.3307
1_MACS_peak_16946_lociStitched	chr3(.):99765885-99767296	0.2815
1_MACS_peak_16947_lociStitched	chr3(.):99822735-99823825	0.1603
1_MACS_peak_16948_lociStitched	chr3(.):99928584-99929994	0.2284
1_MACS_peak_16949_lociStitched	chr3(.):99979308-99980831	0.2042
1_MACS_peak_16950_lociStitched	chr3(.):100053217-100054572	0.2377
1_MACS_peak_16951_lociStitched	chr3(.):100118411-100121522	0.2576
1_MACS_peak_16952_lociStitched	chr3(.):100184535-100185731	0.1985
1_MACS_peak_16953_lociStitched	chr3(.):100214435-100216690	0.2847
1_MACS_peak_16954_lociStitched	chr3(.):100256032-100257378	0.2269
1_MACS_peak_16955_lociStitched	chr3(.):100321189-100323149	0.2095
1_MACS_peak_16956_lociStitched	chr3(.):100427393-100430032	0.2677
1_MACS_peak_16957_lociStitched	chr3(.):100478775-100480518	0.2949
1_MACS_peak_16958_lociStitched	chr3(.):101070443-101071630	0.2031
1_MACS_peak_16959_lociStitched	chr3(.):101096199-101097138	0.1097
2_MACS_peak_16960_lociStitched	chr3(.):101230867-101238430	0.1434
1_MACS_peak_16962_lociStitched	chr3(.):101279604-101281571	0.2215
1_MACS_peak_16963_lociStitched	chr3(.):101291495-101294543	0.2398
1_MACS_peak_16964_lociStitched	chr3(.):101394394-101397521	0.1993
1_MACS_peak_16965_lociStitched	chr3(.):101404225-101406536	0.2377
1_MACS_peak_16966_lociStitched	chr3(.):101419243-101421276	0.2388
2_MACS_peak_16967_lociStitched	chr3(.):101438669-101445344	0.1818
4_MACS_peak_16969_lociStitched	chr3(.):101487542-101513511	0.1727
3_MACS_peak_16973_lociStitched	chr3(.):101521597-101529422	0.1446
1_MACS_peak_16976_lociStitched	chr3(.):101545290-101547847	0.2264
1_MACS_peak_16977_lociStitched	chr3(.):101567276-101570535	0.1966
1_MACS_peak_16978_lociStitched	chr3(.):101655005-101656354	0.1766
1_MACS_peak_16979_lociStitched	chr3(.):101756655-101758217	0.1938
1_MACS_peak_16980_lociStitched	chr3(.):101776071-101779015	0.2418
1_MACS_peak_16981_lociStitched	chr3(.):101867352-101868378	0.1424
1_MACS_peak_16982_lociStitched	chr3(.):102328024-102329887	0.1673
1_MACS_peak_16983_lociStitched	chr3(.):103998266-103999283	0.2061
1_MACS_peak_16984_lociStitched	chr3(.):104009705-104012803	0.2149
1_MACS_peak_16985_lociStitched	chr3(.):104192631-104193557	0.1505
2_MACS_peak_16986_lociStitched	chr3(.):104237548-104247017	0.1957
1_MACS_peak_16988_lociStitched	chr3(.):105084800-105089326	0.2606
1_MACS_peak_16989_lociStitched	chr3(.):105471454-105472337	0.0922
1_MACS_peak_16990_lociStitched	chr3(.):105586982-105589052	0.2214
1_MACS_peak_16991_lociStitched	chr3(.):106958911-106960569	0.2578
1_MACS_peak_16992_lociStitched	chr3(.):106982122-106983039	0.2051
1_MACS_peak_16993_lociStitched	chr3(.):107149628-107151416	0.2398
1_MACS_peak_16994_lociStitched	chr3(.):107240039-107244899	0.1718
1_MACS_peak_16995_lociStitched	chr3(.):107393542-107394990	0.2484
1_MACS_peak_16996_lociStitched	chr3(.):107416223-107417395	0.0978
1_MACS_peak_16997_lociStitched	chr3(.):107807356-107810707	0.2129
1_MACS_peak_16998_lociStitched	chr3(.):107818596-107821864	0.2229
1_MACS_peak_16999_lociStitched	chr3(.):107842577-107845986	0.2924
1_MACS_peak_17000_lociStitched	chr3(.):107940184-107942288	0.3302
1_MACS_peak_17001_lociStitched	chr3(.):108011341-108012945	0.1778
1_MACS_peak_17002_lociStitched	chr3(.):108106496-108108747	0.2467
1_MACS_peak_17003_lociStitched	chr3(.):108307109-108309551	0.2525
1_MACS_peak_17004_lociStitched	chr3(.):108483362-108484465	0.1416
1_MACS_peak_17005_lociStitched	chr3(.):108540785-108542670	0.1702
1_MACS_peak_17006_lociStitched	chr3(.):108787678-108792909	0.2738
1_MACS_peak_17007_lociStitched	chr3(.):109105565-109107027	0.1431
1_MACS_peak_17008_lociStitched	chr3(.):109326964-109328185	0.1613
1_MACS_peak_17009_lociStitched	chr3(.):109525336-109526395	0.0698
1_MACS_peak_17010_lociStitched	chr3(.):109570631-109571605	0.1437
1_MACS_peak_17011_lociStitched	chr3(.):109593617-109594842	0.1442
1_MACS_peak_17012_lociStitched	chr3(.):109636895-109638609	0.1486
1_MACS_peak_17013_lociStitched	chr3(.):110341832-110343277	0.1699
1_MACS_peak_17014_lociStitched	chr3(.):110430475-110431962	0.1206
2_MACS_peak_17015_lociStitched	chr3(.):110451324-110456182	0.1454
1_MACS_peak_17017_lociStitched	chr3(.):110464119-110465163	0.1132
1_MACS_peak_17018_lociStitched	chr3(.):110717454-110718507	0.1596
1_MACS_peak_17019_lociStitched	chr3(.):110756635-110757626	0.196
1_MACS_peak_17020_lociStitched	chr3(.):110789417-110791855	0.1769
1_MACS_peak_17021_lociStitched	chr3(.):111029598-111031323	0.3269
2_MACS_peak_17022_lociStitched	chr3(.):111392443-111403060	0.2234
1_MACS_peak_17024_lociStitched	chr3(.):111456484-111457526	0.2252
1_MACS_peak_17025_lociStitched	chr3(.):111578148-111579875	0.2674
1_MACS_peak_17026_lociStitched	chr3(.):111697338-111699050	0.2778
1_MACS_peak_17027_lociStitched	chr3(.):111793240-111794913	0.2682
2_MACS_peak_17028_lociStitched	chr3(.):111804606-111812142	0.2054
1_MACS_peak_17030_lociStitched	chr3(.):111828205-111828989	0.1172
3_MACS_peak_17031_lociStitched	chr3(.):111838362-111854550	0.1913
3_MACS_peak_17034_lociStitched	chr3(.):112012029-112023741	0.1655
1_MACS_peak_17037_lociStitched	chr3(.):112034112-112035565	0.1594
1_MACS_peak_17038_lociStitched	chr3(.):112082568-112084203	0.2039
2_MACS_peak_17039_lociStitched	chr3(.):112139942-112145920	0.1484
1_MACS_peak_17041_lociStitched	chr3(.):112178318-112180346	0.239
1_MACS_peak_17042_lociStitched	chr3(.):112232371-112234074	0.1324
1_MACS_peak_17043_lociStitched	chr3(.):112279154-112282512	0.2616
1_MACS_peak_17044_lociStitched	chr3(.):112492339-112493721	0.307
1_MACS_peak_17045_lociStitched	chr3(.):112532114-112533456	0.2221
1_MACS_peak_17046_lociStitched	chr3(.):112626607-112628338	0.1819
1_MACS_peak_17047_lociStitched	chr3(.):112676835-112681480	0.1986
1_MACS_peak_17048_lociStitched	chr3(.):112691025-112695527	0.1907
1_MACS_peak_17049_lociStitched	chr3(.):112708958-112710890	0.2959
1_MACS_peak_17050_lociStitched	chr3(.):112723863-112725173	0.1666
1_MACS_peak_17051_lociStitched	chr3(.):112737263-112739147	0.1842
1_MACS_peak_17052_lociStitched	chr3(.):112994384-112996080	0.1961
1_MACS_peak_17053_lociStitched	chr3(.):113232749-113234949	0.2228
1_MACS_peak_17054_lociStitched	chr3(.):113250038-113253132	0.2965
1_MACS_peak_17055_lociStitched	chr3(.):113264120-113266576	0.2118
1_MACS_peak_17056_lociStitched	chr3(.):113325022-113326993	0.2442
1_MACS_peak_17057_lociStitched	chr3(.):113414245-113417227	0.2348
2_MACS_peak_17058_lociStitched	chr3(.):113455197-113468786	0.2147
1_MACS_peak_17060_lociStitched	chr3(.):113615539-113617203	0.1807
1_MACS_peak_17061_lociStitched	chr3(.):113631301-113632457	0.2798
1_MACS_peak_17062_lociStitched	chr3(.):113665760-113668053	0.208
1_MACS_peak_17063_lociStitched	chr3(.):113774502-113776581	0.287
1_MACS_peak_17064_lociStitched	chr3(.):114008989-114013803	0.2461
1_MACS_peak_17065_lociStitched	chr3(.):114050943-114052228	0.12
1_MACS_peak_17066_lociStitched	chr3(.):114465080-114465899	0.154
1_MACS_peak_17067_lociStitched	chr3(.):114864621-114867640	0.1899
1_MACS_peak_17068_lociStitched	chr3(.):114904755-114906906	0.2012
1_MACS_peak_17069_lociStitched	chr3(.):114930880-114932560	0.1649
1_MACS_peak_17070_lociStitched	chr3(.):115376528-115378609	0.2147
1_MACS_peak_17071_lociStitched	chr3(.):115502504-115504190	0.2608
1_MACS_peak_17072_lociStitched	chr3(.):117205358-117206475	0.2014
2_MACS_peak_17073_lociStitched	chr3(.):117318356-117322864	0.1618
2_MACS_peak_17075_lociStitched	chr3(.):117347000-117352875	0.1604
1_MACS_peak_17077_lociStitched	chr3(.):118632970-118633640	0.0362
1_MACS_peak_17078_lociStitched	chr3(.):118725562-118726542	0.091
1_MACS_peak_17079_lociStitched	chr3(.):118752828-118754152	0.2522
1_MACS_peak_17080_lociStitched	chr3(.):118959051-118960529	0.1929
1_MACS_peak_17081_lociStitched	chr3(.):119011086-119015493	0.1986
1_MACS_peak_17082_lociStitched	chr3(.):119040720-119043418	0.205
2_MACS_peak_17083_lociStitched	chr3(.):119181530-119188624	0.1966
1_MACS_peak_17085_lociStitched	chr3(.):119216470-119218317	0.1797
1_MACS_peak_17086_lociStitched	chr3(.):119226660-119227792	0.1869
1_MACS_peak_17087_lociStitched	chr3(.):119281097-119282389	0.1774
1_MACS_peak_17088_lociStitched	chr3(.):119297943-119299215	0.1659
2_MACS_peak_17089_lociStitched	chr3(.):119355625-119362879	0.2313
1_MACS_peak_17091_lociStitched	chr3(.):119394854-119397408	0.2534
1_MACS_peak_17092_lociStitched	chr3(.):119418693-119420214	0.2395
1_MACS_peak_17093_lociStitched	chr3(.):119498402-119499401	0.105
1_MACS_peak_17094_lociStitched	chr3(.):119662864-119663736	0.2193
1_MACS_peak_17095_lociStitched	chr3(.):119810405-119815715	0.2497
1_MACS_peak_17096_lociStitched	chr3(.):119865709-119868168	0.2611
1_MACS_peak_17097_lociStitched	chr3(.):120066737-120070451	0.2181
1_MACS_peak_17098_lociStitched	chr3(.):120135610-120137057	0.2607
1_MACS_peak_17099_lociStitched	chr3(.):120276870-120278201	0.2418
1_MACS_peak_17100_lociStitched	chr3(.):120314381-120317161	0.3261
1_MACS_peak_17101_lociStitched	chr3(.):120460329-120462377	0.2832
1_MACS_peak_17102_lociStitched	chr3(.):120504277-120505482	0.1724
1_MACS_peak_17103_lociStitched	chr3(.):120626675-120628459	0.2179
2_MACS_peak_17104_lociStitched	chr3(.):121263734-121269026	0.2194
1_MACS_peak_17106_lociStitched	chr3(.):121310036-121313732	0.2575
2_MACS_peak_17107_lociStitched	chr3(.):121373082-121381595	0.1985
1_MACS_peak_17109_lociStitched	chr3(.):121409439-121410911	0.1606
1_MACS_peak_17110_lociStitched	chr3(.):121442320-121444364	0.2018
1_MACS_peak_17111_lociStitched	chr3(.):121467322-121469763	0.3473
1_MACS_peak_17112_lociStitched	chr3(.):121511206-121516786	0.1899
1_MACS_peak_17113_lociStitched	chr3(.):121526739-121529670	0.1554
1_MACS_peak_17114_lociStitched	chr3(.):121552827-121555715	0.227
3_MACS_peak_17115_lociStitched	chr3(.):121710881-121724213	0.173
4_MACS_peak_17118_lociStitched	chr3(.):121739952-121755423	0.175
1_MACS_peak_17122_lociStitched	chr3(.):121792962-121798590	0.2468
1_MACS_peak_17123_lociStitched	chr3(.):121809849-121811871	0.2151
1_MACS_peak_17124_lociStitched	chr3(.):121964495-121965614	0.1914
1_MACS_peak_17125_lociStitched	chr3(.):122101257-122103937	0.3077
1_MACS_peak_17126_lociStitched	chr3(.):122133455-122136304	0.2571
1_MACS_peak_17127_lociStitched	chr3(.):122201460-122202735	0.2147
1_MACS_peak_17128_lociStitched	chr3(.):122232325-122234233	0.211
1_MACS_peak_17129_lociStitched	chr3(.):122282555-122284118	0.2079
1_MACS_peak_17130_lociStitched	chr3(.):122328392-122329415	0.2767
1_MACS_peak_17131_lociStitched	chr3(.):122397741-122400410	0.2186
1_MACS_peak_17132_lociStitched	chr3(.):122477518-122478440	0.1897
1_MACS_peak_17133_lociStitched	chr3(.):122491932-122494362	0.3002
1_MACS_peak_17134_lociStitched	chr3(.):122511932-122514999	0.225
2_MACS_peak_17135_lociStitched	chr3(.):122540748-122545144	0.1313
1_MACS_peak_17137_lociStitched	chr3(.):122785608-122787020	0.3193
1_MACS_peak_17138_lociStitched	chr3(.):122919733-122921871	0.2309
1_MACS_peak_17139_lociStitched	chr3(.):123245285-123246918	0.1441
1_MACS_peak_17140_lociStitched	chr3(.):123258693-123259810	0.0992
1_MACS_peak_17141_lociStitched	chr3(.):123302778-123305201	0.2527
1_MACS_peak_17142_lociStitched	chr3(.):123475656-123476885	0.2885
1_MACS_peak_17143_lociStitched	chr3(.):123588729-123589754	0.1814
1_MACS_peak_17144_lociStitched	chr3(.):123678831-123680752	0.2352
1_MACS_peak_17145_lociStitched	chr3(.):123710439-123711376	0.2335
1_MACS_peak_17146_lociStitched	chr3(.):124091753-124093724	0.1614
1_MACS_peak_17147_lociStitched	chr3(.):124338363-124340050	0.133
1_MACS_peak_17148_lociStitched	chr3(.):124448531-124450145	0.2785
2_MACS_peak_17149_lociStitched	chr3(.):124479962-124493199	0.1304
2_MACS_peak_17151_lociStitched	chr3(.):124501756-124512126	0.198
1_MACS_peak_17153_lociStitched	chr3(.):124553411-124555847	0.2354
1_MACS_peak_17154_lociStitched	chr3(.):124604440-124607082	0.153
1_MACS_peak_17155_lociStitched	chr3(.):124619576-124620723	0.2706
1_MACS_peak_17156_lociStitched	chr3(.):124714149-124715139	0.226
1_MACS_peak_17157_lociStitched	chr3(.):125029129-125030410	0.2338
1_MACS_peak_17158_lociStitched	chr3(.):125092974-125095320	0.2352
1_MACS_peak_17159_lociStitched	chr3(.):125237912-125239713	0.2538
2_MACS_peak_17160_lociStitched	chr3(.):125307814-125315553	0.1698
1_MACS_peak_17162_lociStitched	chr3(.):125365833-125367490	0.2025
2_MACS_peak_17163_lociStitched	chr3(.):125481432-125486746	0.1718
1_MACS_peak_17165_lociStitched	chr3(.):125496995-125499813	0.2033
3_MACS_peak_17166_lociStitched	chr3(.):125548772-125560388	0.2058
1_MACS_peak_17169_lociStitched	chr3(.):125633534-125639022	0.2376
1_MACS_peak_17170_lociStitched	chr3(.):125649966-125651220	0.2471
1_MACS_peak_17171_lociStitched	chr3(.):125708796-125710220	0.0847
1_MACS_peak_17172_lociStitched	chr3(.):125801911-125803962	0.1537
2_MACS_peak_17173_lociStitched	chr3(.):126074336-126077608	0.1657
2_MACS_peak_17175_lociStitched	chr3(.):126107492-126110077	0.2026
1_MACS_peak_17177_lociStitched	chr3(.):126117120-126119425	0.2224
2_MACS_peak_17178_lociStitched	chr3(.):126193503-126195709	0.1215
1_MACS_peak_17180_lociStitched	chr3(.):126212112-126213739	0.1523
1_MACS_peak_17181_lociStitched	chr3(.):126373150-126374314	0.1493
2_MACS_peak_17182_lociStitched	chr3(.):126629099-126636825	0.2343
1_MACS_peak_17184_lociStitched	chr3(.):126700381-126702032	0.1619
1_MACS_peak_17185_lociStitched	chr3(.):127266358-127267420	0.2006
2_MACS_peak_17186_lociStitched	chr3(.):127308055-127318190	0.1708
1_MACS_peak_17188_lociStitched	chr3(.):127390503-127392871	0.1387
1_MACS_peak_17189_lociStitched	chr3(.):127452982-127456466	0.1692
1_MACS_peak_17190_lociStitched	chr3(.):127468402-127470570	0.182
1_MACS_peak_17191_lociStitched	chr3(.):127572087-127573259	0.2038
1_MACS_peak_17192_lociStitched	chr3(.):127770080-127772660	0.2265
1_MACS_peak_17193_lociStitched	chr3(.):127832413-127834124	0.25
1_MACS_peak_17194_lociStitched	chr3(.):127841918-127843509	0.2546
1_MACS_peak_17195_lociStitched	chr3(.):127871861-127873427	0.2446
1_MACS_peak_17196_lociStitched	chr3(.):127936463-127937644	0.1722
1_MACS_peak_17197_lociStitched	chr3(.):128335694-128337873	0.318
1_MACS_peak_17198_lociStitched	chr3(.):128368131-128370509	0.1794
2_MACS_peak_17199_lociStitched	chr3(.):128393201-128400789	0.1603
1_MACS_peak_17201_lociStitched	chr3(.):128444244-128446218	0.1894
2_MACS_peak_17202_lociStitched	chr3(.):128518194-128523486	0.1738
1_MACS_peak_17204_lociStitched	chr3(.):128564498-128565539	0.2369
1_MACS_peak_17205_lociStitched	chr3(.):128597210-128599478	0.2467
1_MACS_peak_17206_lociStitched	chr3(.):128772024-128773209	0.2205
1_MACS_peak_17207_lociStitched	chr3(.):128821851-128825797	0.2463
1_MACS_peak_17208_lociStitched	chr3(.):128837136-128841420	0.1821
1_MACS_peak_17209_lociStitched	chr3(.):128878944-128882134	0.2168
3_MACS_peak_17210_lociStitched	chr3(.):128900731-128915538	0.1387
1_MACS_peak_17213_lociStitched	chr3(.):128951756-128953733	0.3087
1_MACS_peak_17214_lociStitched	chr3(.):128967434-128969524	0.276
3_MACS_peak_17215_lociStitched	chr3(.):128994242-129002775	0.157
3_MACS_peak_17218_lociStitched	chr3(.):129026511-129048368	0.179
1_MACS_peak_17221_lociStitched	chr3(.):129117420-129119086	0.2883
1_MACS_peak_17222_lociStitched	chr3(.):129157606-129160664	0.2503
1_MACS_peak_17223_lociStitched	chr3(.):129294863-129296682	0.0933
1_MACS_peak_17224_lociStitched	chr3(.):129345356-129347591	0.2233
1_MACS_peak_17225_lociStitched	chr3(.):129608328-129613419	0.1906
1_MACS_peak_17226_lociStitched	chr3(.):129811971-129814295	0.1826
2_MACS_peak_17227_lociStitched	chr3(.):129827706-129831949	0.1762
2_MACS_peak_17229_lociStitched	chr3(.):129893072-129900795	0.2917
1_MACS_peak_17231_lociStitched	chr3(.):130464749-130467679	0.2266
3_MACS_peak_17232_lociStitched	chr3(.):130557410-130574041	0.1889
1_MACS_peak_17235_lociStitched	chr3(.):130611343-130614217	0.2739
1_MACS_peak_17236_lociStitched	chr3(.):130744747-130746403	0.2328
1_MACS_peak_17237_lociStitched	chr3(.):130766101-130767723	0.2537
1_MACS_peak_17238_lociStitched	chr3(.):130794240-130795488	0.2251
1_MACS_peak_17239_lociStitched	chr3(.):131080031-131081560	0.2439
1_MACS_peak_17240_lociStitched	chr3(.):131089831-131090972	0.2266
1_MACS_peak_17241_lociStitched	chr3(.):131099405-131101525	0.3074
1_MACS_peak_17242_lociStitched	chr3(.):131220742-131222456	0.1939
1_MACS_peak_17243_lociStitched	chr3(.):132135400-132139891	0.2177
1_MACS_peak_17244_lociStitched	chr3(.):132166354-132168362	0.2043
1_MACS_peak_17245_lociStitched	chr3(.):132227150-132229790	0.1947
1_MACS_peak_17246_lociStitched	chr3(.):132240606-132241825	0.2766
1_MACS_peak_17247_lociStitched	chr3(.):132254702-132256036	0.2173
1_MACS_peak_17248_lociStitched	chr3(.):132267671-132270797	0.2014
2_MACS_peak_17249_lociStitched	chr3(.):132281342-132289689	0.1599
1_MACS_peak_17251_lociStitched	chr3(.):132343182-132345993	0.1399
1_MACS_peak_17252_lociStitched	chr3(.):132377687-132380441	0.2494
2_MACS_peak_17253_lociStitched	chr3(.):132440217-132442589	0.1724
1_MACS_peak_17255_lociStitched	chr3(.):132756796-132757786	0.1343
1_MACS_peak_17256_lociStitched	chr3(.):132856051-132857896	0.2401
1_MACS_peak_17257_lociStitched	chr3(.):133143661-133144650	0.1321
3_MACS_peak_17258_lociStitched	chr3(.):133159962-133169247	0.2113
3_MACS_peak_17261_lociStitched	chr3(.):133178967-133201183	0.2399
1_MACS_peak_17264_lociStitched	chr3(.):133208475-133213034	0.205
1_MACS_peak_17265_lociStitched	chr3(.):133223325-133226812	0.2004
2_MACS_peak_17266_lociStitched	chr3(.):133266311-133269896	0.1274
1_MACS_peak_17268_lociStitched	chr3(.):133290363-133298306	0.2571
1_MACS_peak_17269_lociStitched	chr3(.):133338313-133340304	0.2355
1_MACS_peak_17270_lociStitched	chr3(.):133379678-133381930	0.1807
1_MACS_peak_17271_lociStitched	chr3(.):133524261-133525769	0.1914
1_MACS_peak_17272_lociStitched	chr3(.):133968807-133969818	0.1115
1_MACS_peak_17273_lociStitched	chr3(.):134203090-134206985	0.2825
1_MACS_peak_17274_lociStitched	chr3(.):134369034-134370878	0.1593
1_MACS_peak_17275_lociStitched	chr3(.):134571005-134573044	0.2026
1_MACS_peak_17276_lociStitched	chr3(.):134785648-134786690	0.1829
1_MACS_peak_17277_lociStitched	chr3(.):135684233-135685589	0.1776
1_MACS_peak_17278_lociStitched	chr3(.):135910081-135917514	0.2116
1_MACS_peak_17279_lociStitched	chr3(.):135968488-135970807	0.3281
2_MACS_peak_17280_lociStitched	chr3(.):135996220-136001522	0.1219
1_MACS_peak_17282_lociStitched	chr3(.):136061864-136063344	0.1803
1_MACS_peak_17283_lociStitched	chr3(.):136103805-136105023	0.2469
1_MACS_peak_17284_lociStitched	chr3(.):136468595-136473266	0.2203
1_MACS_peak_17285_lociStitched	chr3(.):136505205-136506820	0.1372
1_MACS_peak_17286_lociStitched	chr3(.):136579714-136582556	0.2402
1_MACS_peak_17287_lociStitched	chr3(.):136968038-136969189	0.1462
1_MACS_peak_17288_lociStitched	chr3(.):137800781-137802323	0.292
1_MACS_peak_17289_lociStitched	chr3(.):137892851-137894298	0.1738
1_MACS_peak_17290_lociStitched	chr3(.):137905345-137907676	0.2543
1_MACS_peak_17291_lociStitched	chr3(.):138134880-138135977	0.1598
1_MACS_peak_17292_lociStitched	chr3(.):138296378-138297776	0.1456
2_MACS_peak_17293_lociStitched	chr3(.):138312121-138317307	0.1945
1_MACS_peak_17295_lociStitched	chr3(.):138326823-138328794	0.1797
1_MACS_peak_17296_lociStitched	chr3(.):138405346-138406519	0.1572
1_MACS_peak_17297_lociStitched	chr3(.):138458476-138459563	0.1583
1_MACS_peak_17298_lociStitched	chr3(.):138499433-138500510	0.0697
1_MACS_peak_17299_lociStitched	chr3(.):138509580-138510775	0.2215
1_MACS_peak_17300_lociStitched	chr3(.):138552245-138554713	0.2327
1_MACS_peak_17301_lociStitched	chr3(.):138633810-138635327	0.3053
1_MACS_peak_17302_lociStitched	chr3(.):138892055-138893292	0.1574
2_MACS_peak_17303_lociStitched	chr3(.):138917192-138922007	0.2116
1_MACS_peak_17305_lociStitched	chr3(.):138969798-138971022	0.1838
1_MACS_peak_17306_lociStitched	chr3(.):139062473-139063759	0.293
1_MACS_peak_17307_lociStitched	chr3(.):139107489-139109736	0.1864
1_MACS_peak_17308_lociStitched	chr3(.):139395569-139396904	0.2666
1_MACS_peak_17309_lociStitched	chr3(.):140472398-140476913	0.214
1_MACS_peak_17310_lociStitched	chr3(.):140483740-140484974	0.1292
1_MACS_peak_17311_lociStitched	chr3(.):140561547-140565813	0.2101
2_MACS_peak_17312_lociStitched	chr3(.):140578283-140583047	0.1122
1_MACS_peak_17314_lociStitched	chr3(.):140659987-140662509	0.2666
1_MACS_peak_17315_lociStitched	chr3(.):140949725-140951331	0.1821
2_MACS_peak_17316_lociStitched	chr3(.):141022253-141031834	0.1968
1_MACS_peak_17318_lociStitched	chr3(.):141055340-141057076	0.2751
6_MACS_peak_17319_lociStitched	chr3(.):141079096-141160745	0.2153
2_MACS_peak_17325_lociStitched	chr3(.):141168805-141175914	0.232
2_MACS_peak_17327_lociStitched	chr3(.):141205458-141208701	0.1418
1_MACS_peak_17329_lociStitched	chr3(.):141216976-141218792	0.2566
