GENE_ID	locusLine	bin_1_06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13.bam
1_MACS_peak_16715_lociStitched	chr20(.):5127082-5129089	0.4895
1_MACS_peak_16716_lociStitched	chr20(.):5170420-5175100	1.198
4_MACS_peak_16717_lociStitched	chr20(.):5570389-5592606	1.0774
1_MACS_peak_16721_lociStitched	chr20(.):5613926-5615431	1.0182
2_MACS_peak_16722_lociStitched	chr20(.):5622584-5628296	0.8932
1_MACS_peak_16724_lociStitched	chr20(.):5730331-5731966	0.8594
1_MACS_peak_16725_lociStitched	chr20(.):5750502-5752252	0.6427
1_MACS_peak_16726_lociStitched	chr20(.):5777983-5779228	0.4895
1_MACS_peak_16727_lociStitched	chr20(.):5899229-5901384	0.5314
1_MACS_peak_16728_lociStitched	chr20(.):5930203-5932413	1.2488
1_MACS_peak_16729_lociStitched	chr20(.):5985851-5987841	0.8826
1_MACS_peak_16730_lociStitched	chr20(.):6002414-6003775	0.6031
1_MACS_peak_16731_lociStitched	chr20(.):6082663-6084431	0.5284
1_MACS_peak_16732_lociStitched	chr20(.):6102503-6105010	1.7372
1_MACS_peak_16733_lociStitched	chr20(.):6140491-6142938	0.7976
1_MACS_peak_16734_lociStitched	chr20(.):6245266-6246822	0.4668
1_MACS_peak_16735_lociStitched	chr20(.):6555846-6557735	1.0571
1_MACS_peak_16736_lociStitched	chr20(.):6748041-6749299	0.623
1_MACS_peak_16737_lociStitched	chr20(.):6956559-6957668	0.5243
1_MACS_peak_16738_lociStitched	chr20(.):7117596-7119552	0.5725
1_MACS_peak_16739_lociStitched	chr20(.):7484885-7487549	0.9009
1_MACS_peak_16740_lociStitched	chr20(.):7667666-7669576	0.6558
1_MACS_peak_16741_lociStitched	chr20(.):7745496-7746511	0.4646
1_MACS_peak_16742_lociStitched	chr20(.):7999073-8001957	1.7438
1_MACS_peak_16743_lociStitched	chr20(.):8094679-8096420	1.0955
1_MACS_peak_16744_lociStitched	chr20(.):8112839-8113710	0.596
1_MACS_peak_16745_lociStitched	chr20(.):8136135-8138536	0.8368
1_MACS_peak_16746_lociStitched	chr20(.):8193510-8195505	0.7187
2_MACS_peak_16747_lociStitched	chr20(.):8379743-8390107	0.336
1_MACS_peak_16749_lociStitched	chr20(.):8460491-8462153	0.8825
1_MACS_peak_16750_lociStitched	chr20(.):8504503-8505741	0.7036
1_MACS_peak_16751_lociStitched	chr20(.):8581165-8581705	0.881
1_MACS_peak_16752_lociStitched	chr20(.):8785938-8787682	0.7002
2_MACS_peak_16753_lociStitched	chr20(.):9368098-9374503	0.4343
2_MACS_peak_16755_lociStitched	chr20(.):9391023-9402031	0.5965
2_MACS_peak_16757_lociStitched	chr20(.):9421946-9429401	0.4374
1_MACS_peak_16759_lociStitched	chr20(.):9437433-9440312	0.9124
2_MACS_peak_16760_lociStitched	chr20(.):9458753-9464433	0.6864
1_MACS_peak_16762_lociStitched	chr20(.):9479902-9481677	0.5161
1_MACS_peak_16763_lociStitched	chr20(.):9489713-9498885	2.1428
1_MACS_peak_16764_lociStitched	chr20(.):9583050-9584403	0.5069
1_MACS_peak_16765_lociStitched	chr20(.):9595929-9598369	1.1416
1_MACS_peak_16766_lociStitched	chr20(.):9657333-9658827	0.4845
1_MACS_peak_16767_lociStitched	chr20(.):9685245-9687976	1.1839
1_MACS_peak_16768_lociStitched	chr20(.):9869518-9870740	0.6758
1_MACS_peak_16769_lociStitched	chr20(.):10015230-10016671	1.1151
1_MACS_peak_16770_lociStitched	chr20(.):10109635-10111025	0.6592
1_MACS_peak_16771_lociStitched	chr20(.):10152599-10153800	0.571
1_MACS_peak_16772_lociStitched	chr20(.):10413700-10417004	3.1641
1_MACS_peak_16773_lociStitched	chr20(.):10427031-10428926	0.8356
1_MACS_peak_16774_lociStitched	chr20(.):10455900-10458020	0.4725
1_MACS_peak_16775_lociStitched	chr20(.):10491252-10493354	1.2485
1_MACS_peak_16776_lociStitched	chr20(.):10650103-10656482	1.5373
1_MACS_peak_16777_lociStitched	chr20(.):11110594-11112482	0.5647
1_MACS_peak_16778_lociStitched	chr20(.):11285372-11287004	0.5057
1_MACS_peak_16779_lociStitched	chr20(.):11871322-11873497	0.7551
1_MACS_peak_16780_lociStitched	chr20(.):11897792-11900653	1.3052
4_MACS_peak_16781_lociStitched	chr20(.):11954494-11976397	0.4314
1_MACS_peak_16785_lociStitched	chr20(.):12003202-12004969	0.5159
2_MACS_peak_16786_lociStitched	chr20(.):12032491-12038296	1.1553
2_MACS_peak_16788_lociStitched	chr20(.):12090437-12095500	0.926
2_MACS_peak_16790_lociStitched	chr20(.):12146574-12154774	0.4538
1_MACS_peak_16792_lociStitched	chr20(.):12394925-12396959	0.8539
1_MACS_peak_16793_lociStitched	chr20(.):12629554-12631302	0.6225
1_MACS_peak_16794_lociStitched	chr20(.):12988901-12991594	1.396
1_MACS_peak_16795_lociStitched	chr20(.):13119736-13120936	0.4018
1_MACS_peak_16796_lociStitched	chr20(.):13227379-13229131	0.5631
2_MACS_peak_16797_lociStitched	chr20(.):13372216-13377882	0.7228
1_MACS_peak_16799_lociStitched	chr20(.):13618651-13620495	0.6345
1_MACS_peak_16800_lociStitched	chr20(.):13764746-13766848	1.7179
1_MACS_peak_16801_lociStitched	chr20(.):14200321-14201336	0.4384
1_MACS_peak_16802_lociStitched	chr20(.):14384399-14386658	0.6484
1_MACS_peak_16803_lociStitched	chr20(.):14447294-14448752	1.0619
1_MACS_peak_16804_lociStitched	chr20(.):14859660-14861482	0.9363
1_MACS_peak_16805_lociStitched	chr20(.):15142213-15144134	0.5425
1_MACS_peak_16806_lociStitched	chr20(.):15902788-15904141	0.5958
1_MACS_peak_16807_lociStitched	chr20(.):15964975-15968452	2.6318
1_MACS_peak_16808_lociStitched	chr20(.):15987005-15989205	0.7023
1_MACS_peak_16809_lociStitched	chr20(.):16061490-16063168	0.7579
2_MACS_peak_16810_lociStitched	chr20(.):16553115-16556827	0.7108
1_MACS_peak_16812_lociStitched	chr20(.):16709739-16711708	1.5452
1_MACS_peak_16813_lociStitched	chr20(.):17440187-17441283	0.5243
1_MACS_peak_16814_lociStitched	chr20(.):17484974-17486689	0.8586
1_MACS_peak_16815_lociStitched	chr20(.):17550097-17551963	1.0417
1_MACS_peak_16816_lociStitched	chr20(.):17660451-17663994	0.9338
1_MACS_peak_16817_lociStitched	chr20(.):17687512-17690593	1.0799
1_MACS_peak_16818_lociStitched	chr20(.):17762291-17764728	1.2348
1_MACS_peak_16819_lociStitched	chr20(.):17806090-17807298	0.5674
2_MACS_peak_16820_lociStitched	chr20(.):17826235-17840369	1.5074
2_MACS_peak_16822_lociStitched	chr20(.):17875236-17885796	0.5629
1_MACS_peak_16824_lociStitched	chr20(.):17945632-17952506	3.0875
1_MACS_peak_16825_lociStitched	chr20(.):17983716-17985449	0.7605
1_MACS_peak_16826_lociStitched	chr20(.):18036291-18039046	1.4969
1_MACS_peak_16827_lociStitched	chr20(.):18117558-18119965	2.1664
1_MACS_peak_16828_lociStitched	chr20(.):18130557-18131529	0.4922
1_MACS_peak_16829_lociStitched	chr20(.):18267861-18270031	2.166
1_MACS_peak_16830_lociStitched	chr20(.):18392860-18394764	0.5351
1_MACS_peak_16831_lociStitched	chr20(.):18447189-18448831	1.451
1_MACS_peak_16832_lociStitched	chr20(.):18476993-18478474	0.777
1_MACS_peak_16833_lociStitched	chr20(.):18487221-18489672	3.4279
1_MACS_peak_16834_lociStitched	chr20(.):18547136-18548988	1.2786
1_MACS_peak_16835_lociStitched	chr20(.):18567845-18569470	0.6969
1_MACS_peak_16836_lociStitched	chr20(.):18730345-18732476	0.6215
1_MACS_peak_16837_lociStitched	chr20(.):18774221-18775622	1.617
1_MACS_peak_16838_lociStitched	chr20(.):19055254-19056660	0.6032
1_MACS_peak_16839_lociStitched	chr20(.):19240674-19242398	1.3173
1_MACS_peak_16840_lociStitched	chr20(.):19297650-19299069	0.677
1_MACS_peak_16841_lociStitched	chr20(.):19327980-19329926	0.9605
1_MACS_peak_16842_lociStitched	chr20(.):19582858-19584401	0.5071
1_MACS_peak_16843_lociStitched	chr20(.):19638146-19639591	1.1665
1_MACS_peak_16844_lociStitched	chr20(.):19737613-19739259	0.8879
1_MACS_peak_16845_lociStitched	chr20(.):19758309-19762744	1.5258
1_MACS_peak_16846_lociStitched	chr20(.):19794683-19797386	0.743
1_MACS_peak_16847_lociStitched	chr20(.):19932620-19934399	0.5531
1_MACS_peak_16848_lociStitched	chr20(.):19997275-19999000	0.719
1_MACS_peak_16849_lociStitched	chr20(.):20032012-20034198	1.1774
2_MACS_peak_16850_lociStitched	chr20(.):20187358-20191921	0.605
1_MACS_peak_16852_lociStitched	chr20(.):20211954-20214944	0.9223
1_MACS_peak_16853_lociStitched	chr20(.):20314169-20316329	1.0474
1_MACS_peak_16854_lociStitched	chr20(.):20692645-20694410	1.1587
1_MACS_peak_16855_lociStitched	chr20(.):21080233-21082428	0.7993
1_MACS_peak_16856_lociStitched	chr20(.):21105728-21107669	0.858
1_MACS_peak_16857_lociStitched	chr20(.):21252320-21254050	0.6821
1_MACS_peak_16858_lociStitched	chr20(.):21282856-21285080	1.5363
1_MACS_peak_16859_lociStitched	chr20(.):21528542-21530073	0.6813
1_MACS_peak_16860_lociStitched	chr20(.):21539516-21540743	0.5053
1_MACS_peak_16861_lociStitched	chr20(.):21598993-21600423	0.7614
1_MACS_peak_16862_lociStitched	chr20(.):22028610-22029674	0.4933
1_MACS_peak_16863_lociStitched	chr20(.):22040100-22042585	0.7658
1_MACS_peak_16864_lociStitched	chr20(.):22079129-22081142	0.5849
1_MACS_peak_16865_lociStitched	chr20(.):22221626-22222614	0.418
1_MACS_peak_16866_lociStitched	chr20(.):22295823-22297112	0.6304
1_MACS_peak_16867_lociStitched	chr20(.):22383707-22385253	0.7116
1_MACS_peak_16868_lociStitched	chr20(.):22901595-22902711	0.5168
1_MACS_peak_16869_lociStitched	chr20(.):23127856-23131927	0.6033
1_MACS_peak_16870_lociStitched	chr20(.):23140286-23142621	0.5213
3_MACS_peak_16871_lociStitched	chr20(.):23329700-23344188	1.0451
1_MACS_peak_16874_lociStitched	chr20(.):23400175-23402552	1.08
1_MACS_peak_16875_lociStitched	chr20(.):23617480-23619060	1.2142
1_MACS_peak_16876_lociStitched	chr20(.):23811513-23815816	0.77
1_MACS_peak_16877_lociStitched	chr20(.):23982077-23983979	1.0462
1_MACS_peak_16878_lociStitched	chr20(.):24006977-24009054	1.238
1_MACS_peak_16879_lociStitched	chr20(.):24045893-24047703	0.735
1_MACS_peak_16880_lociStitched	chr20(.):24127495-24130488	1.6888
1_MACS_peak_16881_lociStitched	chr20(.):24297036-24299213	0.8122
2_MACS_peak_16882_lociStitched	chr20(.):24441661-24452607	0.637
1_MACS_peak_16884_lociStitched	chr20(.):24539653-24543171	1.7005
3_MACS_peak_16885_lociStitched	chr20(.):24752936-24766886	0.761
2_MACS_peak_16888_lociStitched	chr20(.):24818989-24826198	2.1107
1_MACS_peak_16890_lociStitched	chr20(.):24898151-24899918	0.8061
1_MACS_peak_16891_lociStitched	chr20(.):24911740-24913214	0.534
1_MACS_peak_16892_lociStitched	chr20(.):24972254-24974481	1.8686
1_MACS_peak_16893_lociStitched	chr20(.):24994943-24999196	0.9165
1_MACS_peak_16894_lociStitched	chr20(.):25016082-25018009	0.7237
2_MACS_peak_16895_lociStitched	chr20(.):25033538-25039854	1.2913
1_MACS_peak_16897_lociStitched	chr20(.):25175197-25178669	1.6888
1_MACS_peak_16898_lociStitched	chr20(.):25226819-25230152	1.1379
6_MACS_peak_16899_lociStitched	chr20(.):25261610-25302983	2.0674
1_MACS_peak_16905_lociStitched	chr20(.):25321674-25323915	0.64
1_MACS_peak_16906_lociStitched	chr20(.):25369805-25372810	1.2846
1_MACS_peak_16907_lociStitched	chr20(.):25387588-25389498	2.6232
1_MACS_peak_16908_lociStitched	chr20(.):25519895-25520997	0.471
1_MACS_peak_16909_lociStitched	chr20(.):25603580-25605918	2.9185
1_MACS_peak_16910_lociStitched	chr20(.):25666307-25667530	0.5043
1_MACS_peak_16911_lociStitched	chr20(.):25676242-25678150	2.1677
1_MACS_peak_16912_lociStitched	chr20(.):25730897-25732194	0.694
1_MACS_peak_16913_lociStitched	chr20(.):25833850-25835374	1.2659
1_MACS_peak_16915_lociStitched	chr20(.):29523713-29524612	0.4267
1_MACS_peak_16916_lociStitched	chr20(.):29610696-29613099	1.6488
1_MACS_peak_16917_lociStitched	chr20(.):30101456-30105528	1.3179
1_MACS_peak_16918_lociStitched	chr20(.):30134303-30136172	1.0904
4_MACS_peak_16919_lociStitched	chr20(.):30147415-30162129	0.7404
1_MACS_peak_16923_lociStitched	chr20(.):30248922-30250924	0.8255
3_MACS_peak_16924_lociStitched	chr20(.):30262032-30312413	2.4561
1_MACS_peak_16927_lociStitched	chr20(.):30326106-30328959	2.1959
1_MACS_peak_16928_lociStitched	chr20(.):30410695-30412581	0.6283
1_MACS_peak_16929_lociStitched	chr20(.):30423025-30425604	0.697
1_MACS_peak_16930_lociStitched	chr20(.):30467421-30468640	1.1748
1_MACS_peak_16931_lociStitched	chr20(.):30538833-30540332	1.1991
1_MACS_peak_16932_lociStitched	chr20(.):30696743-30698668	3.8311
1_MACS_peak_16933_lociStitched	chr20(.):30767057-30768513	0.5966
1_MACS_peak_16934_lociStitched	chr20(.):30794495-30796730	1.2482
2_MACS_peak_16935_lociStitched	chr20(.):30864599-30874816	0.3377
1_MACS_peak_16937_lociStitched	chr20(.):30919860-30922183	0.7257
1_MACS_peak_16938_lociStitched	chr20(.):30944861-30947779	2.1439
1_MACS_peak_16939_lociStitched	chr20(.):30956410-30957985	0.8324
1_MACS_peak_16940_lociStitched	chr20(.):31071479-31074011	0.7064
1_MACS_peak_16941_lociStitched	chr20(.):31085055-31086127	0.387
1_MACS_peak_16942_lociStitched	chr20(.):31096426-31098620	0.8645
2_MACS_peak_16943_lociStitched	chr20(.):31123209-31128383	0.5302
3_MACS_peak_16945_lociStitched	chr20(.):31254764-31270522	0.9739
1_MACS_peak_16948_lociStitched	chr20(.):31289624-31292017	1.5239
1_MACS_peak_16949_lociStitched	chr20(.):31330021-31332593	1.112
1_MACS_peak_16950_lociStitched	chr20(.):31349301-31351532	0.682
1_MACS_peak_16951_lociStitched	chr20(.):31406807-31408818	1.1049
1_MACS_peak_16952_lociStitched	chr20(.):31559089-31561016	0.75
1_MACS_peak_16953_lociStitched	chr20(.):31959677-31961683	0.7488
1_MACS_peak_16954_lociStitched	chr20(.):31988376-31990124	0.5995
1_MACS_peak_16955_lociStitched	chr20(.):32030672-32032665	0.8216
1_MACS_peak_16956_lociStitched	chr20(.):32077008-32079286	1.0071
1_MACS_peak_16957_lociStitched	chr20(.):32141382-32144135	2.4279
1_MACS_peak_16958_lociStitched	chr20(.):32155987-32156997	0.4125
1_MACS_peak_16959_lociStitched	chr20(.):32190073-32191580	0.6118
1_MACS_peak_16960_lociStitched	chr20(.):32235113-32236570	0.7329
3_MACS_peak_16961_lociStitched	chr20(.):32250383-32263088	0.8389
1_MACS_peak_16964_lociStitched	chr20(.):32272394-32275222	0.9457
1_MACS_peak_16965_lociStitched	chr20(.):32307084-32309052	0.8157
1_MACS_peak_16966_lociStitched	chr20(.):32318803-32322160	2.7499
4_MACS_peak_16967_lociStitched	chr20(.):32360424-32381311	0.866
5_MACS_peak_16971_lociStitched	chr20(.):32398669-32452441	1.7629
2_MACS_peak_16976_lociStitched	chr20(.):32460527-32473866	3.9179
3_MACS_peak_16978_lociStitched	chr20(.):32498153-32507008	0.5196
1_MACS_peak_16981_lociStitched	chr20(.):32550876-32552783	0.5525
1_MACS_peak_16982_lociStitched	chr20(.):32579888-32583901	2.1951
2_MACS_peak_16983_lociStitched	chr20(.):32603509-32611384	0.466
1_MACS_peak_16985_lociStitched	chr20(.):32697848-32701283	2.1238
1_MACS_peak_16986_lociStitched	chr20(.):32803112-32804808	0.8575
2_MACS_peak_16987_lociStitched	chr20(.):32828260-32838120	0.2612
1_MACS_peak_16989_lociStitched	chr20(.):32889802-32891948	1.47
1_MACS_peak_16990_lociStitched	chr20(.):32925271-32927043	1.1
1_MACS_peak_16991_lociStitched	chr20(.):32950652-32952252	1.4503
3_MACS_peak_16992_lociStitched	chr20(.):32990762-33005636	0.9804
1_MACS_peak_16995_lociStitched	chr20(.):33058940-33061108	0.5894
1_MACS_peak_16996_lociStitched	chr20(.):33102709-33105443	2.0515
1_MACS_peak_16997_lociStitched	chr20(.):33263906-33266074	0.9067
2_MACS_peak_16998_lociStitched	chr20(.):33291120-33298756	0.7821
1_MACS_peak_17000_lociStitched	chr20(.):33358762-33360600	0.7615
1_MACS_peak_17001_lociStitched	chr20(.):33411919-33414259	1.3785
2_MACS_peak_17002_lociStitched	chr20(.):33459882-33465354	0.6003
1_MACS_peak_17004_lociStitched	chr20(.):33527266-33529068	0.7486
2_MACS_peak_17005_lociStitched	chr20(.):33538954-33544523	0.8022
1_MACS_peak_17007_lociStitched	chr20(.):33679308-33681120	1.0421
1_MACS_peak_17008_lociStitched	chr20(.):33733992-33736369	1.7109
2_MACS_peak_17009_lociStitched	chr20(.):33864564-33873280	0.3844
1_MACS_peak_17011_lociStitched	chr20(.):33999273-34000572	0.6211
1_MACS_peak_17012_lociStitched	chr20(.):34041883-34043932	3.5189
1_MACS_peak_17013_lociStitched	chr20(.):34078009-34079868	1.2186
1_MACS_peak_17014_lociStitched	chr20(.):34129044-34130585	0.9392
2_MACS_peak_17015_lociStitched	chr20(.):34198686-34205187	0.6401
1_MACS_peak_17017_lociStitched	chr20(.):34251295-34253687	2.1878
1_MACS_peak_17018_lociStitched	chr20(.):34286346-34288469	1.3784
1_MACS_peak_17019_lociStitched	chr20(.):34328572-34333094	3.5991
2_MACS_peak_17020_lociStitched	chr20(.):34355235-34361419	0.7565
1_MACS_peak_17022_lociStitched	chr20(.):34406295-34408204	0.7441
1_MACS_peak_17023_lociStitched	chr20(.):34540513-34543847	3.0249
3_MACS_peak_17024_lociStitched	chr20(.):34637370-34653932	0.7631
2_MACS_peak_17027_lociStitched	chr20(.):34677156-34690980	1.1615
3_MACS_peak_17029_lociStitched	chr20(.):34726145-34735365	0.8321
1_MACS_peak_17032_lociStitched	chr20(.):34742565-34743324	0.4005
1_MACS_peak_17033_lociStitched	chr20(.):34823865-34825367	0.8566
1_MACS_peak_17034_lociStitched	chr20(.):35088701-35091009	0.9802
1_MACS_peak_17035_lociStitched	chr20(.):35100209-35101815	0.9599
1_MACS_peak_17036_lociStitched	chr20(.):35120180-35123114	0.6499
1_MACS_peak_17037_lociStitched	chr20(.):35201071-35203796	1.5872
1_MACS_peak_17038_lociStitched	chr20(.):35223269-35225274	1.2665
1_MACS_peak_17039_lociStitched	chr20(.):35232508-35236211	2.4715
1_MACS_peak_17040_lociStitched	chr20(.):35373507-35375551	1.8229
1_MACS_peak_17041_lociStitched	chr20(.):35385360-35386765	0.5953
1_MACS_peak_17042_lociStitched	chr20(.):35400971-35403158	3.2511
4_MACS_peak_17043_lociStitched	chr20(.):35447502-35472775	0.3644
1_MACS_peak_17047_lociStitched	chr20(.):35491222-35493138	0.6804
1_MACS_peak_17048_lociStitched	chr20(.):35503216-35505334	1.235
1_MACS_peak_17049_lociStitched	chr20(.):35514910-35516271	0.6146
3_MACS_peak_17050_lociStitched	chr20(.):35574689-35584224	0.5682
1_MACS_peak_17053_lociStitched	chr20(.):35597637-35598452	0.3863
2_MACS_peak_17054_lociStitched	chr20(.):35636223-35644227	0.1942
1_MACS_peak_17056_lociStitched	chr20(.):35671982-35673133	0.4349
1_MACS_peak_17057_lociStitched	chr20(.):35699328-35702467	0.8814
1_MACS_peak_17058_lociStitched	chr20(.):35722628-35725443	4.7443
1_MACS_peak_17059_lociStitched	chr20(.):35805823-35808790	3.5408
1_MACS_peak_17060_lociStitched	chr20(.):35904728-35906058	0.915
2_MACS_peak_17061_lociStitched	chr20(.):35917209-35927690	0.4303
1_MACS_peak_17063_lociStitched	chr20(.):35936119-35938482	1.5818
1_MACS_peak_17064_lociStitched	chr20(.):35964266-35966068	0.5059
1_MACS_peak_17065_lociStitched	chr20(.):35973509-35974877	0.7347
1_MACS_peak_17066_lociStitched	chr20(.):36002899-36004983	0.6569
1_MACS_peak_17067_lociStitched	chr20(.):36012309-36013682	0.5419
1_MACS_peak_17068_lociStitched	chr20(.):36122346-36123327	0.5012
1_MACS_peak_17069_lociStitched	chr20(.):36155396-36157350	4.1529
1_MACS_peak_17070_lociStitched	chr20(.):36432443-36433856	0.439
1_MACS_peak_17071_lociStitched	chr20(.):36617529-36620571	0.9826
1_MACS_peak_17072_lociStitched	chr20(.):36660625-36663537	2.3736
1_MACS_peak_17073_lociStitched	chr20(.):36688558-36690660	0.5168
1_MACS_peak_17074_lociStitched	chr20(.):36772095-36773099	0.6125
1_MACS_peak_17075_lociStitched	chr20(.):36854106-36856301	0.5289
1_MACS_peak_17076_lociStitched	chr20(.):36952701-36953519	0.4709
1_MACS_peak_17077_lociStitched	chr20(.):37062265-37064395	1.3373
2_MACS_peak_17078_lociStitched	chr20(.):37074815-37083719	0.3866
1_MACS_peak_17080_lociStitched	chr20(.):37100501-37102521	0.8031
1_MACS_peak_17081_lociStitched	chr20(.):37274519-37275511	0.486
2_MACS_peak_17082_lociStitched	chr20(.):37376293-37385148	0.3957
1_MACS_peak_17084_lociStitched	chr20(.):37433013-37437364	1.6722
2_MACS_peak_17085_lociStitched	chr20(.):37465017-37473225	0.9735
5_MACS_peak_17087_lociStitched	chr20(.):37486776-37523545	2.4998
1_MACS_peak_17092_lociStitched	chr20(.):37554565-37556496	1.0336
1_MACS_peak_17093_lociStitched	chr20(.):37589776-37592026	1.6178
1_MACS_peak_17094_lociStitched	chr20(.):37677982-37679331	0.7497
1_MACS_peak_17095_lociStitched	chr20(.):37986134-37987797	0.4715
1_MACS_peak_17096_lociStitched	chr20(.):38614626-38615809	0.4293
1_MACS_peak_17097_lociStitched	chr20(.):39303675-39305919	0.9763
1_MACS_peak_17098_lociStitched	chr20(.):39317539-39319191	2.0232
1_MACS_peak_17099_lociStitched	chr20(.):39384940-39386935	0.6157
4_MACS_peak_17100_lociStitched	chr20(.):39608203-39621565	0.7286
3_MACS_peak_17104_lociStitched	chr20(.):39631391-39642465	0.9176
1_MACS_peak_17107_lociStitched	chr20(.):39656515-39659190	1.6435
1_MACS_peak_17108_lociStitched	chr20(.):39674837-39678822	0.7304
1_MACS_peak_17109_lociStitched	chr20(.):39765059-39767584	1.376
1_MACS_peak_17110_lociStitched	chr20(.):39784302-39788205	1.1449
1_MACS_peak_17111_lociStitched	chr20(.):39841575-39843107	0.6593
1_MACS_peak_17112_lociStitched	chr20(.):39875450-39877851	1.1803
1_MACS_peak_17113_lociStitched	chr20(.):39944932-39947183	0.7795
1_MACS_peak_17114_lociStitched	chr20(.):39957479-39959152	0.7509
1_MACS_peak_17115_lociStitched	chr20(.):39997662-39998946	0.4462
1_MACS_peak_17116_lociStitched	chr20(.):40035375-40038261	1.3761
1_MACS_peak_17117_lociStitched	chr20(.):40245974-40247493	0.4282
2_MACS_peak_17118_lociStitched	chr20(.):40292605-40299403	0.5221
1_MACS_peak_17120_lociStitched	chr20(.):40320601-40324163	2.763
1_MACS_peak_17121_lociStitched	chr20(.):40402342-40403830	0.4875
2_MACS_peak_17122_lociStitched	chr20(.):40709726-40727485	2.2472
1_MACS_peak_17124_lociStitched	chr20(.):40753106-40755323	0.9613
1_MACS_peak_17125_lociStitched	chr20(.):40819716-40822669	0.8885
1_MACS_peak_17126_lociStitched	chr20(.):40898987-40900369	0.4704
1_MACS_peak_17127_lociStitched	chr20(.):41159862-41161074	0.4179
1_MACS_peak_17128_lociStitched	chr20(.):41248698-41250301	0.9116
1_MACS_peak_17129_lociStitched	chr20(.):42085268-42087535	2.8262
1_MACS_peak_17130_lociStitched	chr20(.):42142013-42144132	0.5491
1_MACS_peak_17131_lociStitched	chr20(.):42218471-42220433	1.6619
1_MACS_peak_17132_lociStitched	chr20(.):42284626-42287260	2.763
1_MACS_peak_17133_lociStitched	chr20(.):42294839-42296856	0.9241
1_MACS_peak_17134_lociStitched	chr20(.):42308258-42312442	5.4147
1_MACS_peak_17135_lociStitched	chr20(.):42377886-42382581	4.1637
1_MACS_peak_17136_lociStitched	chr20(.):42471775-42474866	0.5388
1_MACS_peak_17137_lociStitched	chr20(.):42511709-42514386	0.9733
4_MACS_peak_17138_lociStitched	chr20(.):42538959-42552730	0.4426
7_MACS_peak_17142_lociStitched	chr20(.):42564654-42593773	0.9961
1_MACS_peak_17149_lociStitched	chr20(.):42615859-42620309	0.9651
1_MACS_peak_17150_lociStitched	chr20(.):42628443-42632830	2.1633
1_MACS_peak_17151_lociStitched	chr20(.):42684201-42686011	0.6843
2_MACS_peak_17152_lociStitched	chr20(.):42695558-42710419	2.876
1_MACS_peak_17154_lociStitched	chr20(.):42718202-42719983	0.7662
1_MACS_peak_17155_lociStitched	chr20(.):42838025-42841012	1.9994
1_MACS_peak_17156_lociStitched	chr20(.):42938298-42940313	1.0452
2_MACS_peak_17157_lociStitched	chr20(.):42948021-42956273	0.239
1_MACS_peak_17159_lociStitched	chr20(.):42980205-42981525	0.549
1_MACS_peak_17160_lociStitched	chr20(.):43103767-43105395	1.4551
1_MACS_peak_17161_lociStitched	chr20(.):43117711-43119675	0.7502
1_MACS_peak_17162_lociStitched	chr20(.):43149541-43151578	1.4239
1_MACS_peak_17163_lociStitched	chr20(.):43159768-43161298	1.1694
1_MACS_peak_17164_lociStitched	chr20(.):43188624-43189985	0.6737
1_MACS_peak_17165_lociStitched	chr20(.):43226650-43227947	0.5867
1_MACS_peak_17166_lociStitched	chr20(.):43238176-43239725	0.7165
2_MACS_peak_17167_lociStitched	chr20(.):43270067-43282286	2.025
1_MACS_peak_17169_lociStitched	chr20(.):43299513-43301365	0.7289
1_MACS_peak_17170_lociStitched	chr20(.):43513351-43515502	1.1739
1_MACS_peak_17171_lociStitched	chr20(.):43537854-43539566	0.5874
3_MACS_peak_17172_lociStitched	chr20(.):43587218-43609443	1.1552
1_MACS_peak_17175_lociStitched	chr20(.):43618369-43622868	0.9556
2_MACS_peak_17176_lociStitched	chr20(.):43660806-43664044	0.5049
2_MACS_peak_17178_lociStitched	chr20(.):43678273-43693204	0.7247
1_MACS_peak_17180_lociStitched	chr20(.):43921633-43923028	0.9934
1_MACS_peak_17181_lociStitched	chr20(.):43949060-43950401	0.4667
1_MACS_peak_17182_lociStitched	chr20(.):43975943-43977877	1.0141
2_MACS_peak_17183_lociStitched	chr20(.):43990784-43998219	0.9124
1_MACS_peak_17185_lociStitched	chr20(.):44015320-44017248	0.6944
1_MACS_peak_17186_lociStitched	chr20(.):44043866-44045622	1.1927
2_MACS_peak_17187_lociStitched	chr20(.):44060128-44065932	0.4617
1_MACS_peak_17189_lociStitched	chr20(.):44098641-44100148	0.7267
1_MACS_peak_17190_lociStitched	chr20(.):44135006-44137129	0.5368
1_MACS_peak_17191_lociStitched	chr20(.):44363546-44364635	0.3942
1_MACS_peak_17192_lociStitched	chr20(.):44419866-44421674	1.2817
1_MACS_peak_17193_lociStitched	chr20(.):44440304-44442477	2.402
1_MACS_peak_17194_lociStitched	chr20(.):44462031-44462853	0.3733
1_MACS_peak_17195_lociStitched	chr20(.):44485044-44487055	1.131
1_MACS_peak_17196_lociStitched	chr20(.):44518989-44521232	1.2246
1_MACS_peak_17197_lociStitched	chr20(.):44561932-44564806	2.6168
1_MACS_peak_17198_lociStitched	chr20(.):44598938-44602018	5.0463
1_MACS_peak_17199_lociStitched	chr20(.):44717511-44719298	2.4118
