GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_14509_lociStitched	chr19(.):53868419-53869500	0.0964
1_MACS_peak_14510_lociStitched	chr19(.):53897712-53899210	0.122
1_MACS_peak_14511_lociStitched	chr19(.):53934792-53936020	0.1439
1_MACS_peak_14512_lociStitched	chr19(.):54023922-54024533	0.0766
1_MACS_peak_14513_lociStitched	chr19(.):54605184-54606752	0.1892
1_MACS_peak_14514_lociStitched	chr19(.):54617561-54620154	0.2459
1_MACS_peak_14515_lociStitched	chr19(.):54640028-54642426	0.2328
1_MACS_peak_14516_lociStitched	chr19(.):54662340-54664516	0.2693
2_MACS_peak_14517_lociStitched	chr19(.):54671361-54677341	0.0995
1_MACS_peak_14519_lociStitched	chr19(.):54692685-54695979	0.2131
1_MACS_peak_14520_lociStitched	chr19(.):54703503-54705822	0.2597
1_MACS_peak_14521_lociStitched	chr19(.):54751219-54753105	0.1201
1_MACS_peak_14522_lociStitched	chr19(.):54769841-54770601	0.1684
1_MACS_peak_14523_lociStitched	chr19(.):54870703-54871783	0.2008
3_MACS_peak_14524_lociStitched	chr19(.):54881467-54890652	0.1371
1_MACS_peak_14527_lociStitched	chr19(.):54899347-54900809	0.221
1_MACS_peak_14528_lociStitched	chr19(.):54959068-54961181	0.2145
1_MACS_peak_14529_lociStitched	chr19(.):54973592-54976539	0.2347
1_MACS_peak_14530_lociStitched	chr19(.):54992245-54993074	0.1389
1_MACS_peak_14531_lociStitched	chr19(.):55020096-55021591	0.1687
1_MACS_peak_14532_lociStitched	chr19(.):55393943-55395228	0.1954
1_MACS_peak_14533_lociStitched	chr19(.):55448707-55451548	0.2385
1_MACS_peak_14534_lociStitched	chr19(.):55469469-55472068	0.164
3_MACS_peak_14535_lociStitched	chr19(.):55478209-55485321	0.1463
1_MACS_peak_14538_lociStitched	chr19(.):55496837-55497752	0.1473
1_MACS_peak_14539_lociStitched	chr19(.):55516919-55517922	0.3326
2_MACS_peak_14540_lociStitched	chr19(.):55573143-55583360	0.1822
1_MACS_peak_14542_lociStitched	chr19(.):55590940-55592434	0.1033
2_MACS_peak_14543_lociStitched	chr19(.):55627263-55629932	0.1951
1_MACS_peak_14545_lociStitched	chr19(.):55644543-55645672	0.1116
1_MACS_peak_14546_lociStitched	chr19(.):55652428-55653672	0.0889
2_MACS_peak_14547_lociStitched	chr19(.):55671627-55678684	0.1129
1_MACS_peak_14549_lociStitched	chr19(.):55690195-55692031	0.0905
1_MACS_peak_14550_lociStitched	chr19(.):55718077-55719085	0.0915
2_MACS_peak_14551_lociStitched	chr19(.):55764360-55771979	0.2392
2_MACS_peak_14553_lociStitched	chr19(.):55786857-55792994	0.2558
1_MACS_peak_14555_lociStitched	chr19(.):55802876-55803812	0.1664
2_MACS_peak_14556_lociStitched	chr19(.):55812768-55820363	0.175
1_MACS_peak_14558_lociStitched	chr19(.):55849181-55852953	0.2899
1_MACS_peak_14559_lociStitched	chr19(.):55895269-55898695	0.2187
1_MACS_peak_14560_lociStitched	chr19(.):55917978-55920359	0.2367
1_MACS_peak_14561_lociStitched	chr19(.):55948554-55949379	0.1091
1_MACS_peak_14562_lociStitched	chr19(.):55972148-55974081	0.235
1_MACS_peak_14563_lociStitched	chr19(.):55986799-55989420	0.2182
1_MACS_peak_14564_lociStitched	chr19(.):56013845-56015985	0.2012
1_MACS_peak_14565_lociStitched	chr19(.):56028016-56029184	0.1741
1_MACS_peak_14566_lociStitched	chr19(.):56091929-56092927	0.119
2_MACS_peak_14567_lociStitched	chr19(.):56110096-56118344	0.166
1_MACS_peak_14569_lociStitched	chr19(.):56135691-56136719	0.1529
8_MACS_peak_14570_lociStitched	chr19(.):56142856-56167531	0.1616
2_MACS_peak_14578_lociStitched	chr19(.):56185627-56190668	0.2165
1_MACS_peak_14580_lociStitched	chr19(.):56330011-56332037	0.3696
1_MACS_peak_14581_lociStitched	chr19(.):56349015-56350277	0.2054
1_MACS_peak_14582_lociStitched	chr19(.):56577428-56578728	0.251
1_MACS_peak_14583_lociStitched	chr19(.):56591633-56592973	0.1129
1_MACS_peak_14584_lociStitched	chr19(.):56602766-56603920	0.1347
1_MACS_peak_14585_lociStitched	chr19(.):56622588-56624277	0.1698
1_MACS_peak_14586_lociStitched	chr19(.):56631161-56633728	0.1444
2_MACS_peak_14587_lociStitched	chr19(.):56647262-56652934	0.1681
1_MACS_peak_14589_lociStitched	chr19(.):56763876-56764600	0.0867
2_MACS_peak_14590_lociStitched	chr19(.):56820734-56827323	0.1641
1_MACS_peak_14592_lociStitched	chr19(.):56904310-56905582	0.3024
1_MACS_peak_14593_lociStitched	chr19(.):56914705-56916268	0.2482
1_MACS_peak_14594_lociStitched	chr19(.):57106175-57107248	0.1921
1_MACS_peak_14595_lociStitched	chr19(.):57149249-57149993	0.1283
1_MACS_peak_14596_lociStitched	chr19(.):57751102-57753015	0.2265
2_MACS_peak_14597_lociStitched	chr19(.):57790733-57795475	0.2326
1_MACS_peak_14599_lociStitched	chr19(.):57831255-57833025	0.2316
1_MACS_peak_14600_lociStitched	chr19(.):57862005-57863563	0.2544
1_MACS_peak_14601_lociStitched	chr19(.):57874080-57875718	0.2529
1_MACS_peak_14602_lociStitched	chr19(.):57900790-57902118	0.2488
1_MACS_peak_14603_lociStitched	chr19(.):57922120-57923245	0.3105
1_MACS_peak_14604_lociStitched	chr19(.):57946166-57947546	0.2549
1_MACS_peak_14605_lociStitched	chr19(.):57988170-57989470	0.3152
1_MACS_peak_14606_lociStitched	chr19(.):57998636-57999808	0.257
1_MACS_peak_14607_lociStitched	chr19(.):58010716-58012064	0.2232
1_MACS_peak_14608_lociStitched	chr19(.):58070302-58071705	0.2314
1_MACS_peak_14609_lociStitched	chr19(.):58089507-58090856	0.237
1_MACS_peak_14610_lociStitched	chr19(.):58110676-58112150	0.1788
1_MACS_peak_14611_lociStitched	chr19(.):58125180-58126520	0.194
1_MACS_peak_14612_lociStitched	chr19(.):58143919-58145248	0.1571
1_MACS_peak_14613_lociStitched	chr19(.):58192465-58194102	0.181
1_MACS_peak_14614_lociStitched	chr19(.):58238128-58239815	0.2099
1_MACS_peak_14615_lociStitched	chr19(.):58257669-58259033	0.1773
2_MACS_peak_14616_lociStitched	chr19(.):58280359-58287065	0.1528
2_MACS_peak_14618_lociStitched	chr19(.):58325497-58331810	0.1424
1_MACS_peak_14620_lociStitched	chr19(.):58360803-58361934	0.2083
1_MACS_peak_14621_lociStitched	chr19(.):58427113-58428646	0.1324
1_MACS_peak_14622_lociStitched	chr19(.):58513592-58514817	0.0374
2_MACS_peak_14623_lociStitched	chr19(.):58661366-58667083	0.1024
1_MACS_peak_14625_lociStitched	chr19(.):58693304-58695873	0.1941
1_MACS_peak_14626_lociStitched	chr19(.):58739448-58740821	0.0889
1_MACS_peak_14627_lociStitched	chr19(.):58789455-58791068	0.1619
1_MACS_peak_14628_lociStitched	chr19(.):58816105-58817811	0.2808
1_MACS_peak_14629_lociStitched	chr19(.):58837784-58839276	0.2584
1_MACS_peak_14630_lociStitched	chr19(.):58873493-58874834	0.123
2_MACS_peak_14631_lociStitched	chr19(.):58891068-58899577	0.1621
1_MACS_peak_14633_lociStitched	chr19(.):58918978-58920948	0.1753
1_MACS_peak_14634_lociStitched	chr19(.):58962262-58963970	0.1352
1_MACS_peak_14635_lociStitched	chr19(.):58977693-58979552	0.1662
1_MACS_peak_14636_lociStitched	chr19(.):58986479-58988233	0.2597
1_MACS_peak_14637_lociStitched	chr19(.):59010402-59011463	0.1779
1_MACS_peak_14638_lociStitched	chr19(.):59030127-59032009	0.2637
2_MACS_peak_14639_lociStitched	chr19(.):59054436-59056825	0.1714
2_MACS_peak_14641_lociStitched	chr19(.):59065473-59071704	0.1835
2_MACS_peak_14643_lociStitched	chr19(.):59083604-59087795	0.2673
1_MACS_peak_14645_lociStitched	chr19(.):59116831-59118282	0.2302
1_MACS_peak_14646_lociStitched	chr2(.):11260-12268	0.1428
2_MACS_peak_14647_lociStitched	chr2(.):18597-24734	0.1217
1_MACS_peak_14649_lociStitched	chr2(.):191495-193644	0.1358
1_MACS_peak_14650_lociStitched	chr2(.):263174-265694	0.1887
1_MACS_peak_14651_lociStitched	chr2(.):317686-318644	0.068
1_MACS_peak_14652_lociStitched	chr2(.):393675-394736	0.1308
1_MACS_peak_14653_lociStitched	chr2(.):440808-442164	0.245
1_MACS_peak_14654_lociStitched	chr2(.):636619-637500	0.0462
1_MACS_peak_14655_lociStitched	chr2(.):646796-647491	0.0967
1_MACS_peak_14656_lociStitched	chr2(.):675806-677984	0.234
1_MACS_peak_14657_lociStitched	chr2(.):726747-727681	0.1731
1_MACS_peak_14658_lociStitched	chr2(.):905165-906165	0.1131
1_MACS_peak_14659_lociStitched	chr2(.):1544159-1544786	0.0375
1_MACS_peak_14660_lociStitched	chr2(.):1660310-1662137	0.1001
1_MACS_peak_14661_lociStitched	chr2(.):1821007-1821905	0.0994
1_MACS_peak_14662_lociStitched	chr2(.):2124484-2125413	0.0895
1_MACS_peak_14663_lociStitched	chr2(.):2616863-2617973	0.1563
1_MACS_peak_14664_lociStitched	chr2(.):2875124-2875647	0.1233
1_MACS_peak_14665_lociStitched	chr2(.):3154497-3155986	0.2112
1_MACS_peak_14666_lociStitched	chr2(.):3184241-3185062	0.1774
1_MACS_peak_14667_lociStitched	chr2(.):3381107-3384183	0.1719
1_MACS_peak_14668_lociStitched	chr2(.):3430565-3431909	0.2126
1_MACS_peak_14669_lociStitched	chr2(.):3484053-3485113	0.2724
1_MACS_peak_14670_lociStitched	chr2(.):3522029-3524104	0.2173
1_MACS_peak_14671_lociStitched	chr2(.):3605191-3607044	0.1807
1_MACS_peak_14672_lociStitched	chr2(.):3621864-3623946	0.1737
1_MACS_peak_14673_lociStitched	chr2(.):3656210-3657679	0.1291
1_MACS_peak_14674_lociStitched	chr2(.):3698479-3700220	0.0906
1_MACS_peak_14675_lociStitched	chr2(.):3714498-3715304	0.0755
1_MACS_peak_14676_lociStitched	chr2(.):3952219-3953418	0.1759
1_MACS_peak_14677_lociStitched	chr2(.):5835531-5837866	0.1098
1_MACS_peak_14678_lociStitched	chr2(.):6064345-6065379	0.1954
1_MACS_peak_14679_lociStitched	chr2(.):6081885-6083052	0.1321
1_MACS_peak_14680_lociStitched	chr2(.):6354648-6355101	0.0918
1_MACS_peak_14681_lociStitched	chr2(.):6485535-6486380	0.35
1_MACS_peak_14682_lociStitched	chr2(.):6492157-6493579	0.1386
1_MACS_peak_14683_lociStitched	chr2(.):6973111-6973715	0.0795
1_MACS_peak_14684_lociStitched	chr2(.):7004802-7006886	0.1401
1_MACS_peak_14685_lociStitched	chr2(.):7017351-7018508	0.1671
1_MACS_peak_14686_lociStitched	chr2(.):7049693-7050448	0.1431
1_MACS_peak_14687_lociStitched	chr2(.):7057962-7058709	0.1594
1_MACS_peak_14688_lociStitched	chr2(.):7084893-7085993	0.1966
1_MACS_peak_14689_lociStitched	chr2(.):7236793-7238375	0.1535
1_MACS_peak_14690_lociStitched	chr2(.):7805425-7806707	0.2114
1_MACS_peak_14691_lociStitched	chr2(.):7842653-7843795	0.1592
1_MACS_peak_14692_lociStitched	chr2(.):8171652-8172929	0.1917
1_MACS_peak_14693_lociStitched	chr2(.):8256446-8257529	0.3229
1_MACS_peak_14694_lociStitched	chr2(.):8369527-8370354	0.1219
1_MACS_peak_14695_lociStitched	chr2(.):8417683-8418819	0.2153
1_MACS_peak_14696_lociStitched	chr2(.):8441646-8444490	0.25
1_MACS_peak_14697_lociStitched	chr2(.):8548870-8549638	0.2715
1_MACS_peak_14698_lociStitched	chr2(.):8572892-8573935	0.1688
1_MACS_peak_14699_lociStitched	chr2(.):8595730-8596933	0.1674
3_MACS_peak_14700_lociStitched	chr2(.):8617382-8629136	0.1583
3_MACS_peak_14703_lociStitched	chr2(.):8654422-8666458	0.1674
1_MACS_peak_14706_lociStitched	chr2(.):8682962-8685598	0.1618
1_MACS_peak_14707_lociStitched	chr2(.):8745553-8747871	0.2579
4_MACS_peak_14708_lociStitched	chr2(.):8817952-8826596	0.1896
1_MACS_peak_14712_lociStitched	chr2(.):8976857-8978068	0.1951
1_MACS_peak_14713_lociStitched	chr2(.):9142997-9144944	0.1181
1_MACS_peak_14714_lociStitched	chr2(.):9282516-9283464	0.1572
1_MACS_peak_14715_lociStitched	chr2(.):9347140-9348573	0.1311
1_MACS_peak_14716_lociStitched	chr2(.):9446422-9448113	0.1741
1_MACS_peak_14717_lociStitched	chr2(.):9562163-9564444	0.2
1_MACS_peak_14718_lociStitched	chr2(.):9613734-9615665	0.1748
1_MACS_peak_14719_lociStitched	chr2(.):9694965-9696699	0.2173
1_MACS_peak_14720_lociStitched	chr2(.):9747619-9749151	0.2383
1_MACS_peak_14721_lociStitched	chr2(.):9769851-9772127	0.2754
1_MACS_peak_14722_lociStitched	chr2(.):9788576-9789629	0.1731
1_MACS_peak_14723_lociStitched	chr2(.):9832637-9834162	0.2008
1_MACS_peak_14724_lociStitched	chr2(.):9953626-9954501	0.1038
1_MACS_peak_14725_lociStitched	chr2(.):9982853-9984740	0.2397
1_MACS_peak_14726_lociStitched	chr2(.):10054453-10055307	0.1676
1_MACS_peak_14727_lociStitched	chr2(.):10090570-10092759	0.0964
2_MACS_peak_14728_lociStitched	chr2(.):10182455-10185373	0.146
2_MACS_peak_14730_lociStitched	chr2(.):10259751-10264775	0.272
1_MACS_peak_14732_lociStitched	chr2(.):10282244-10283204	0.1782
1_MACS_peak_14733_lociStitched	chr2(.):10441531-10445327	0.1403
1_MACS_peak_14734_lociStitched	chr2(.):10464325-10466870	0.1767
3_MACS_peak_14735_lociStitched	chr2(.):10515063-10524108	0.1982
1_MACS_peak_14738_lociStitched	chr2(.):10547734-10551486	0.2352
4_MACS_peak_14739_lociStitched	chr2(.):10574825-10589744	0.1803
1_MACS_peak_14743_lociStitched	chr2(.):10829383-10831335	0.2106
1_MACS_peak_14744_lociStitched	chr2(.):10860723-10862745	0.1479
2_MACS_peak_14745_lociStitched	chr2(.):10930460-10933736	0.2495
1_MACS_peak_14747_lociStitched	chr2(.):10951044-10953896	0.2089
1_MACS_peak_14748_lociStitched	chr2(.):11003773-11005667	0.1623
1_MACS_peak_14749_lociStitched	chr2(.):11243427-11245724	0.2395
3_MACS_peak_14750_lociStitched	chr2(.):11264233-11273894	0.1327
3_MACS_peak_14753_lociStitched	chr2(.):11293829-11301761	0.14
1_MACS_peak_14756_lociStitched	chr2(.):11415599-11416240	0.0411
1_MACS_peak_14757_lociStitched	chr2(.):11483495-11485968	0.118
2_MACS_peak_14758_lociStitched	chr2(.):11513142-11519431	0.1928
1_MACS_peak_14760_lociStitched	chr2(.):11604780-11607225	0.178
1_MACS_peak_14761_lociStitched	chr2(.):11638400-11639467	0.2477
1_MACS_peak_14762_lociStitched	chr2(.):11645809-11646835	0.2517
2_MACS_peak_14763_lociStitched	chr2(.):11821817-11829056	0.1449
2_MACS_peak_14765_lociStitched	chr2(.):11883624-11896392	0.2395
2_MACS_peak_14767_lociStitched	chr2(.):11918985-11925731	0.1384
1_MACS_peak_14769_lociStitched	chr2(.):11969295-11971027	0.2027
1_MACS_peak_14770_lociStitched	chr2(.):12552754-12553725	0.1943
1_MACS_peak_14771_lociStitched	chr2(.):12570841-12571751	0.0799
1_MACS_peak_14772_lociStitched	chr2(.):12641492-12642151	0.1584
1_MACS_peak_14773_lociStitched	chr2(.):12727890-12728883	0.2809
1_MACS_peak_14774_lociStitched	chr2(.):12855731-12859137	0.1175
1_MACS_peak_14775_lociStitched	chr2(.):12867654-12869352	0.1656
1_MACS_peak_14776_lociStitched	chr2(.):14283458-14284257	0.2101
1_MACS_peak_14777_lociStitched	chr2(.):14446075-14446932	0.1956
1_MACS_peak_14778_lociStitched	chr2(.):15043688-15044532	0.1304
1_MACS_peak_14779_lociStitched	chr2(.):15084046-15085592	0.1709
1_MACS_peak_14780_lociStitched	chr2(.):15281942-15283025	0.2207
1_MACS_peak_14781_lociStitched	chr2(.):15679945-15680647	0.1013
1_MACS_peak_14782_lociStitched	chr2(.):15700609-15702075	0.2575
1_MACS_peak_14783_lociStitched	chr2(.):15730843-15732888	0.2058
1_MACS_peak_14784_lociStitched	chr2(.):15870461-15871125	0.0851
1_MACS_peak_14785_lociStitched	chr2(.):16053043-16054137	0.2278
1_MACS_peak_14786_lociStitched	chr2(.):16079554-16081377	0.1561
1_MACS_peak_14787_lociStitched	chr2(.):16152997-16154599	0.1118
1_MACS_peak_14788_lociStitched	chr2(.):16195814-16197165	0.1816
1_MACS_peak_14789_lociStitched	chr2(.):16462968-16463772	0.1106
1_MACS_peak_14790_lociStitched	chr2(.):16689163-16690067	0.1623
1_MACS_peak_14791_lociStitched	chr2(.):16789744-16790687	0.1929
1_MACS_peak_14792_lociStitched	chr2(.):17556101-17557201	0.2666
1_MACS_peak_14793_lociStitched	chr2(.):17699169-17700111	0.1525
2_MACS_peak_14794_lociStitched	chr2(.):17719716-17722279	0.1634
1_MACS_peak_14796_lociStitched	chr2(.):17934134-17936273	0.1655
1_MACS_peak_14797_lociStitched	chr2(.):18011430-18012372	0.1262
1_MACS_peak_14798_lociStitched	chr2(.):18032963-18033591	0.2487
1_MACS_peak_14799_lociStitched	chr2(.):18059051-18061358	0.1758
1_MACS_peak_14800_lociStitched	chr2(.):18093150-18094156	0.1993
1_MACS_peak_14801_lociStitched	chr2(.):18740735-18742449	0.1712
1_MACS_peak_14802_lociStitched	chr2(.):19084910-19085644	0.1618
4_MACS_peak_14803_lociStitched	chr2(.):19547053-19558480	0.132
2_MACS_peak_14807_lociStitched	chr2(.):19754044-19760300	0.1352
2_MACS_peak_14809_lociStitched	chr2(.):20062861-20069004	0.1369
1_MACS_peak_14811_lociStitched	chr2(.):20100222-20102364	0.2855
1_MACS_peak_14812_lociStitched	chr2(.):20189324-20190466	0.1462
1_MACS_peak_14813_lociStitched	chr2(.):20249841-20252371	0.3072
1_MACS_peak_14814_lociStitched	chr2(.):20304254-20305310	0.1421
2_MACS_peak_14815_lociStitched	chr2(.):20328544-20336124	0.1696
3_MACS_peak_14817_lociStitched	chr2(.):20390814-20398705	0.1437
3_MACS_peak_14820_lociStitched	chr2(.):20405776-20426269	0.2247
1_MACS_peak_14823_lociStitched	chr2(.):20549731-20551779	0.2126
1_MACS_peak_14824_lociStitched	chr2(.):20610962-20611951	0.1932
2_MACS_peak_14825_lociStitched	chr2(.):20618559-20626050	0.181
1_MACS_peak_14827_lociStitched	chr2(.):20645938-20648818	0.2073
2_MACS_peak_14828_lociStitched	chr2(.):20705978-20710561	0.2441
1_MACS_peak_14830_lociStitched	chr2(.):20775722-20777506	0.2463
1_MACS_peak_14831_lociStitched	chr2(.):20794664-20796528	0.3076
1_MACS_peak_14832_lociStitched	chr2(.):20813723-20815231	0.2231
2_MACS_peak_14833_lociStitched	chr2(.):20832659-20836228	0.1332
1_MACS_peak_14835_lociStitched	chr2(.):20841758-20842770	0.1859
1_MACS_peak_14836_lociStitched	chr2(.):20849890-20851798	0.2021
1_MACS_peak_14837_lociStitched	chr2(.):20865950-20866860	0.0851
1_MACS_peak_14838_lociStitched	chr2(.):20875320-20878067	0.2706
1_MACS_peak_14839_lociStitched	chr2(.):21021588-21023554	0.1789
1_MACS_peak_14840_lociStitched	chr2(.):21330497-21331396	0.1711
1_MACS_peak_14841_lociStitched	chr2(.):21644877-21645587	0.0599
1_MACS_peak_14842_lociStitched	chr2(.):23574173-23574922	0.1198
1_MACS_peak_14843_lociStitched	chr2(.):23603247-23604242	0.2212
1_MACS_peak_14844_lociStitched	chr2(.):24148472-24151609	0.2298
1_MACS_peak_14845_lociStitched	chr2(.):24162689-24164243	0.1508
2_MACS_peak_14846_lociStitched	chr2(.):24269802-24272981	0.1838
1_MACS_peak_14848_lociStitched	chr2(.):24298538-24300590	0.242
1_MACS_peak_14849_lociStitched	chr2(.):24306311-24308527	0.2759
1_MACS_peak_14850_lociStitched	chr2(.):24345564-24347246	0.1814
1_MACS_peak_14851_lociStitched	chr2(.):24386991-24387941	0.1124
1_MACS_peak_14852_lociStitched	chr2(.):24582549-24584254	0.1797
2_MACS_peak_14853_lociStitched	chr2(.):24713239-24714711	0.1217
1_MACS_peak_14855_lociStitched	chr2(.):25015290-25017046	0.3229
2_MACS_peak_14856_lociStitched	chr2(.):25141514-25144506	0.1432
1_MACS_peak_14858_lociStitched	chr2(.):25153322-25154319	0.2099
1_MACS_peak_14859_lociStitched	chr2(.):25193247-25195798	0.2239
1_MACS_peak_14860_lociStitched	chr2(.):25263754-25266085	0.1797
1_MACS_peak_14861_lociStitched	chr2(.):25351589-25352237	0.0776
1_MACS_peak_14862_lociStitched	chr2(.):25432481-25434052	0.3002
2_MACS_peak_14863_lociStitched	chr2(.):25448936-25452245	0.1294
2_MACS_peak_14865_lociStitched	chr2(.):25499631-25502844	0.1743
2_MACS_peak_14867_lociStitched	chr2(.):25517331-25525425	0.1846
1_MACS_peak_14869_lociStitched	chr2(.):25565003-25565953	0.1527
1_MACS_peak_14870_lociStitched	chr2(.):25584194-25586354	0.2155
2_MACS_peak_14871_lociStitched	chr2(.):25599037-25604333	0.2034
1_MACS_peak_14873_lociStitched	chr2(.):25624798-25626969	0.2475
1_MACS_peak_14874_lociStitched	chr2(.):25633716-25634889	0.124
2_MACS_peak_14875_lociStitched	chr2(.):25640876-25644696	0.3074
1_MACS_peak_14877_lociStitched	chr2(.):25682992-25684268	0.2937
1_MACS_peak_14878_lociStitched	chr2(.):25814454-25815297	0.1296
2_MACS_peak_14879_lociStitched	chr2(.):25895365-25897267	0.137
1_MACS_peak_14881_lociStitched	chr2(.):25910743-25911863	0.0849
2_MACS_peak_14882_lociStitched	chr2(.):25965580-25973213	0.204
1_MACS_peak_14884_lociStitched	chr2(.):26100182-26102143	0.2303
1_MACS_peak_14885_lociStitched	chr2(.):26152358-26153768	0.181
1_MACS_peak_14886_lociStitched	chr2(.):26204526-26206315	0.1652
1_MACS_peak_14887_lociStitched	chr2(.):26240762-26241690	0.2014
1_MACS_peak_14888_lociStitched	chr2(.):26255302-26257922	0.2524
1_MACS_peak_14889_lociStitched	chr2(.):26266915-26268007	0.15
1_MACS_peak_14890_lociStitched	chr2(.):26393446-26394141	0.0624
2_MACS_peak_14891_lociStitched	chr2(.):26401405-26408141	0.113
2_MACS_peak_14893_lociStitched	chr2(.):26463884-26468675	0.2187
1_MACS_peak_14895_lociStitched	chr2(.):26538698-26539750	0.1287
1_MACS_peak_14896_lociStitched	chr2(.):26567906-26570116	0.2636
1_MACS_peak_14897_lociStitched	chr2(.):26634747-26636101	0.2022
1_MACS_peak_14898_lociStitched	chr2(.):26725728-26727247	0.1866
1_MACS_peak_14899_lociStitched	chr2(.):26814496-26815556	0.218
1_MACS_peak_14900_lociStitched	chr2(.):26986405-26987980	0.1754
1_MACS_peak_14901_lociStitched	chr2(.):27008064-27010538	0.1828
1_MACS_peak_14902_lociStitched	chr2(.):27069073-27069859	0.1562
1_MACS_peak_14903_lociStitched	chr2(.):27184334-27185332	0.1279
1_MACS_peak_14904_lociStitched	chr2(.):27192639-27194509	0.161
1_MACS_peak_14905_lociStitched	chr2(.):27254699-27256761	0.1622
1_MACS_peak_14906_lociStitched	chr2(.):27272536-27275413	0.2747
6_MACS_peak_14907_lociStitched	chr2(.):27293585-27310653	0.1697
1_MACS_peak_14913_lociStitched	chr2(.):27318723-27319688	0.1636
1_MACS_peak_14914_lociStitched	chr2(.):27346018-27347260	0.266
1_MACS_peak_14915_lociStitched	chr2(.):27356028-27358427	0.2315
5_MACS_peak_14916_lociStitched	chr2(.):27375244-27393403	0.1763
1_MACS_peak_14921_lociStitched	chr2(.):27419733-27420642	0.1942
2_MACS_peak_14922_lociStitched	chr2(.):27433451-27441200	0.1767
1_MACS_peak_14924_lociStitched	chr2(.):27472701-27473784	0.1173
1_MACS_peak_14925_lociStitched	chr2(.):27486914-27488530	0.1357
1_MACS_peak_14926_lociStitched	chr2(.):27502303-27503268	0.1156
1_MACS_peak_14927_lociStitched	chr2(.):27525705-27526657	0.2747
1_MACS_peak_14928_lociStitched	chr2(.):27544914-27546738	0.2904
1_MACS_peak_14929_lociStitched	chr2(.):27578776-27580743	0.3185
1_MACS_peak_14930_lociStitched	chr2(.):27592410-27594830	0.183
1_MACS_peak_14931_lociStitched	chr2(.):27602542-27604621	0.2166
1_MACS_peak_14932_lociStitched	chr2(.):27630911-27633193	0.1945
2_MACS_peak_14933_lociStitched	chr2(.):27650854-27653738	0.1828
1_MACS_peak_14935_lociStitched	chr2(.):27712153-27713173	0.228
1_MACS_peak_14936_lociStitched	chr2(.):27805008-27806476	0.2532
1_MACS_peak_14937_lociStitched	chr2(.):27850984-27852477	0.2898
1_MACS_peak_14938_lociStitched	chr2(.):27885885-27887465	0.2436
1_MACS_peak_14939_lociStitched	chr2(.):27938012-27938869	0.1307
1_MACS_peak_14940_lociStitched	chr2(.):27993679-27995334	0.2077
1_MACS_peak_14941_lociStitched	chr2(.):28112686-28114628	0.2639
1_MACS_peak_14942_lociStitched	chr2(.):28581179-28583227	0.2724
1_MACS_peak_14943_lociStitched	chr2(.):28612696-28616943	0.1703
1_MACS_peak_14944_lociStitched	chr2(.):28675086-28676040	0.1663
1_MACS_peak_14945_lociStitched	chr2(.):28707196-28708170	0.2323
1_MACS_peak_14946_lociStitched	chr2(.):28748334-28748986	0.1014
1_MACS_peak_14947_lociStitched	chr2(.):28767325-28769508	0.2672
1_MACS_peak_14948_lociStitched	chr2(.):28789135-28790665	0.1788
1_MACS_peak_14949_lociStitched	chr2(.):28809432-28810732	0.2208
1_MACS_peak_14950_lociStitched	chr2(.):28816901-28818364	0.3532
1_MACS_peak_14951_lociStitched	chr2(.):28847773-28848619	0.0854
1_MACS_peak_14952_lociStitched	chr2(.):28903777-28904653	0.1476
1_MACS_peak_14953_lociStitched	chr2(.):28973811-28975605	0.2762
1_MACS_peak_14954_lociStitched	chr2(.):29092383-29094583	0.2764
1_MACS_peak_14955_lociStitched	chr2(.):29116608-29118795	0.2061
1_MACS_peak_14956_lociStitched	chr2(.):29338579-29339414	0.1404
2_MACS_peak_14957_lociStitched	chr2(.):29537743-29540556	0.0907
1_MACS_peak_14959_lociStitched	chr2(.):30142836-30144746	0.1136
2_MACS_peak_14960_lociStitched	chr2(.):30368806-30371339	0.2401
2_MACS_peak_14962_lociStitched	chr2(.):30447265-30456014	0.0935
1_MACS_peak_14964_lociStitched	chr2(.):30559332-30561152	0.2777
1_MACS_peak_14965_lociStitched	chr2(.):30669476-30671179	0.2011
1_MACS_peak_14966_lociStitched	chr2(.):30853832-30854632	0.0708
1_MACS_peak_14967_lociStitched	chr2(.):30936708-30937874	0.2161
1_MACS_peak_14968_lociStitched	chr2(.):31360228-31362216	0.1572
1_MACS_peak_14969_lociStitched	chr2(.):31372900-31374055	0.218
2_MACS_peak_14970_lociStitched	chr2(.):31439293-31442883	0.2664
1_MACS_peak_14972_lociStitched	chr2(.):31456319-31457777	0.1127
1_MACS_peak_14973_lociStitched	chr2(.):31619671-31620591	0.1454
1_MACS_peak_14974_lociStitched	chr2(.):32037069-32037775	0.2369
2_MACS_peak_14975_lociStitched	chr2(.):32234112-32236738	0.1767
1_MACS_peak_14977_lociStitched	chr2(.):32264340-32265425	0.2355
1_MACS_peak_14978_lociStitched	chr2(.):32287923-32289543	0.2323
1_MACS_peak_14979_lociStitched	chr2(.):32389981-32391633	0.2291
1_MACS_peak_14980_lociStitched	chr2(.):32502624-32503642	0.1919
1_MACS_peak_14981_lociStitched	chr2(.):32581411-32583095	0.2098
1_MACS_peak_14982_lociStitched	chr2(.):32852383-32853897	0.2088
