GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
NM_005135	chr15(.):34517196-34616021	0.1154
NM_001042497	chr15(.):34517196-34634045	0.1219
NM_001042494	chr15(.):34517196-34634961	0.1222
NM_001211	chr15(.):40448209-40518337	0.1279
NM_019600	chr15(.):52868517-52975820	0.1289
NM_001004439	chr15(.):68589041-68729492	0.0979
NM_016166	chr15(.):68341571-68485404	0.1194
NM_172217	chr15(.):81512639-81610104	0.1272
NM_001172128	chr15(.):81484218-81610104	0.121
NM_007011	chr15(.):89626380-89750591	0.1253
NM_018671	chr15(.):91473214-91502323	0.1279
NM_001039675	chr15(.):91468409-91502323	0.1299
NR_027992	chr15(.):20869796-20966480	0.0747
NR_027053	chr15(.):21927513-21945739	0.2093
NR_024387	chr15(.):22009419-22021878	0.1202
NM_015995	chr15(.):31614082-31675102	0.1436
NM_175741	chr15(.):34633065-34654931	0.1025
NM_181077	chr15(.):34666269-34687001	0.1001
NM_018648	chr15(.):34628916-34640362	0.1376
NM_153613	chr15(.):34646088-34664395	0.1067
NR_036050	chr15(.):34669269-34679351	0.0946
NR_036050	chr15(.):34815490-34825572	0.0904
NM_003134	chr15(.):40322890-40336389	0.139
NM_001003942	chr15(.):40375091-40403287	0.1635
NM_033503	chr15(.):40375091-40403639	0.1632
NM_001003940	chr15(.):40375091-40406075	0.1609
NM_001080791	chr15(.):40840297-40862252	0.1593
NM_152260	chr15(.):40856536-40871661	0.1281
NR_002208	chr15(.):40819082-40829749	0.0944
NM_198524	chr15(.):56652643-56743072	0.1215
NM_017882	chr15(.):68494329-68527080	0.127
NM_033429	chr15(.):68478042-68503448	0.1307
NM_015322	chr15(.):68565140-68588640	0.1673
NM_001127190	chr15(.):75069424-75100539	0.1691
NM_000761	chr15(.):75036183-75053941	0.0914
NM_000499	chr15(.):75006882-75022877	0.1071
NM_001099436	chr15(.):75123458-75140552	0.107
NM_021819	chr15(.):75100193-75123099	0.0928
NM_001030005	chr15(.):75113950-75129136	0.0949
NM_021823	chr15(.):75310926-75348067	0.1445
NM_138967	chr15(.):75282875-75318836	0.1212
NM_004513	chr15(.):81584253-81610104	0.1705
NM_181900	chr15(.):81600006-81621524	0.1537
NM_002168	chr15(.):90622211-90650708	0.1388
NM_198925	chr15(.):90739561-90777892	0.1109
NM_001013657	chr15(.):90772486-90790312	0.1168
NM_020210	chr15(.):90723151-90777892	0.1203
NM_006384	chr15(.):90768476-90782279	0.1166
NM_001143785	chr15(.):91422664-91444006	0.1019
NM_198527	chr15(.):91469154-91480774	0.1743
NM_001143784	chr15(.):91423275-91444006	0.1032
NM_006122	chr15(.):91442419-91470815	0.1096
NM_002005	chr15(.):91422687-91444006	0.102
NM_001017919	chr15(.):91493105-91511355	0.1339
NR_033769	chr15(.):93333713-93345338	0.1033
NM_016373	chr16(.):78128550-79251564	0.0517
NM_015914	chr16(.):11767942-11841648	0.1828
NM_013302	chr16(.):22212591-22305066	0.1104
NM_000336	chr16(.):23308590-23397620	0.1258
NM_025134	chr16(.):53083944-53366414	0.1063
NM_000078	chr16(.):56990834-57022756	0.1141
NM_001191022	chr16(.):67591309-67678088	0.1173
NM_012320	chr16(.):68274246-68299961	0.1628
NM_002661	chr16(.):81807929-81996899	0.0651
NM_175931	chr16(.):88936262-89012608	0.0408
NM_005187	chr16(.):88936262-89048504	0.0485
NM_003498	chr16(.):11757288-11778015	0.167
NM_014153	chr16(.):11839441-11896114	0.1208
NM_001130007	chr16(.):11956984-12015519	0.1199
NM_001130006	chr16(.):11956984-12014825	0.1203
NM_001192	chr16(.):12053963-12066925	0.2284
NM_032167	chr16(.):12065601-12152141	0.1219
NM_001039182	chr16(.):29459913-29471285	0.1982
NM_001017389	chr16(.):29462126-29481280	0.1888
NM_003166	chr16(.):29462126-29481301	0.1899
NM_178044	chr16(.):29460821-29474545	0.1982
NR_002454	chr16(.):29455665-29466236	0.1809
NR_002556	chr16(.):29471288-29483899	0.1816
NR_037608	chr16(.):29461411-29481301	0.1897
NM_001017390	chr16(.):29466206-29481301	0.1665
NR_024370	chr16(.):29870003-29884374	0.1015
NM_002383	chr16(.):29812854-29827504	0.1222
NR_015396	chr16(.):29870154-29884374	0.1002
NM_145239	chr16(.):29818408-29832202	0.1329
NM_007317	chr16(.):29797057-29821706	0.1411
NM_006319	chr16(.):29864677-29879578	0.1047
NM_024516	chr16(.):29822527-29838816	0.152
NM_152338	chr16(.):29784560-29796840	0.0999
NM_005115	chr16(.):29826714-29864360	0.1148
NM_001039182	chr16(.):30199255-30210627	0.1907
NM_178044	chr16(.):30200163-30213887	0.1944
NM_003166	chr16(.):30201468-30220650	0.1883
NM_001017389	chr16(.):30201468-30220620	0.1883
NM_001193333	chr16(.):30189730-30205396	0.1604
NR_002454	chr16(.):30195004-30205575	0.1937
NR_037608	chr16(.):30200753-30220650	0.1869
NR_002556	chr16(.):30210637-30223248	0.18
NR_002555	chr16(.):30229349-30261932	0.1474
NM_001017390	chr16(.):30205548-30220650	0.1742
NM_138447	chr16(.):30609699-30626682	0.1173
NM_024031	chr16(.):30657240-30672734	0.1492
NM_001105079	chr16(.):30670777-30687131	0.101
NR_002966	chr16(.):30716857-30726986	0.0989
NM_006662	chr16(.):30705461-30756450	0.1099
NM_153337	chr16(.):50695210-50720264	0.1255
NM_182854	chr16(.):50701885-50720264	0.1269
NM_001042412	chr16(.):50771028-50840846	0.1165
NM_001042355	chr16(.):50770960-50840846	0.1164
NM_022162	chr16(.):50726049-50771987	0.1113
NM_001126108	chr16(.):56894118-56954762	0.1288
NM_001010989	chr16(.):56960747-56982793	0.1739
NM_032206	chr16(.):57018409-57122436	0.1084
NM_001172643	chr16(.):66536905-66589194	0.1482
NM_001172644	chr16(.):66536905-66589315	0.148
NM_052999	chr16(.):66595349-66618038	0.105
NM_181641	chr16(.):66581471-66604971	0.1502
NM_181271	chr16(.):66595293-66618038	0.1048
NM_001040138	chr16(.):66581465-66605154	0.1505
NM_001193524	chr16(.):67566364-67585691	0.1494
NM_001193523	chr16(.):67558539-67585691	0.1458
NM_001193522	chr16(.):67557719-67585691	0.1462
NM_024519	chr16(.):67557716-67585691	0.1462
NM_024939	chr16(.):68257449-68275136	0.1348
NM_001184824	chr16(.):68339876-68396169	0.1281
NM_003983	chr16(.):68293422-68340722	0.1448
NM_032178	chr16(.):68329517-68349868	0.1374
NM_001031804	chr16(.):79622744-79639622	0.0761
NM_020889	chr17(.):27234161-27283508	0.133
NM_005022	chr17(.):4843946-4856825	0.1585
NM_153357	chr17(.):6939948-6952242	0.1126
NM_018182	chr17(.):27077995-27174841	0.107
NM_000267	chr17(.):29416944-29709695	0.1132
NM_002544	chr17(.):29616667-29629380	0.1002
NM_015194	chr17(.):30814627-31208902	0.1146
NM_183232	chr17(.):37916198-38025441	0.1451
NM_030802	chr17(.):47782686-47846518	0.1391
NM_017763	chr17(.):56426037-56499931	0.1138
NM_001433	chr17(.):62115389-62212502	0.1599
NR_036488	chr17(.):70394462-70593943	0.1138
NM_004252	chr17(.):72739762-72770499	0.1302
NM_052916	chr17(.):74133533-74241390	0.1099
NM_001113492	chr17(.):75278972-75501678	0.1059
NM_006640	chr17(.):75310596-75501678	0.1076
NM_001113491	chr17(.):75272491-75501678	0.1061
NM_001081461	chr17(.):74703913-74727881	0.1293
NM_001163075	chr17(.):76137433-76167364	0.1178
NM_017456	chr17(.):76665129-76783376	0.1419
NM_024648	chr17(.):80342085-80381513	0.1003
NM_000080	chr17(.):4796063-4811369	0.0986
NM_001145536	chr17(.):4797947-4811227	0.1037
NM_001165417	chr17(.):4835425-4848462	0.1548
NM_000173	chr17(.):4830591-4843325	0.1155
NM_015528	chr17(.):4838629-4853517	0.1668
NM_006612	chr17(.):4896242-4936694	0.0988
NM_015099	chr17(.):4866286-4895960	0.1301
NM_001171168	chr17(.):4866286-4895665	0.1312
NM_053013	chr17(.):4849383-4865426	0.1168
NM_001167985	chr17(.):4886424-4905905	0.1214
NM_004890	chr17(.):4857520-4876132	0.1186
NM_001004333	chr17(.):6910797-6922851	0.1329
NM_001142799	chr17(.):6913072-6925839	0.1363
NM_201566	chr17(.):6934393-6948440	0.1108
NR_029712	chr17(.):6915933-6926020	0.1423
NM_181844	chr17(.):6921368-6937961	0.093
NM_000697	chr17(.):6894383-6919055	0.1137
NR_030178	chr17(.):6916229-6926341	0.1371
NM_001143775	chr17(.):7141905-7159995	0.1496
NM_001185023	chr17(.):7158221-7171264	0.0861
NM_001185022	chr17(.):7158221-7171512	0.086
NM_001128827	chr17(.):7088209-7125928	0.1105
NM_000018	chr17(.):7118152-7133585	0.1291
NM_004422	chr17(.):7123660-7142863	0.131
NM_007278	chr17(.):7138737-7150753	0.1525
NM_024297	chr17(.):7133346-7147825	0.1672
NM_001365	chr17(.):7088209-7128369	0.1098
NM_203415	chr17(.):7150371-7168259	0.1091
NM_015362	chr17(.):7150550-7168259	0.1095
NM_001042	chr17(.):7180053-7196367	0.1013
NM_015343	chr17(.):7141905-7160259	0.1487
NR_029896	chr17(.):7121615-7131698	0.1275
NM_012452	chr17(.):16837397-16880402	0.1533
NR_000010	chr17(.):27044599-27054671	0.1679
NR_000009	chr17(.):27045698-27055772	0.1938
NM_031934	chr17(.):27036298-27049908	0.1298
NM_001142625	chr17(.):27036298-27050286	0.1306
NM_000984	chr17(.):27041999-27056374	0.1715
NM_138463	chr17(.):27046365-27058230	0.1826
NR_000014	chr17(.):27045446-27055509	0.187
NR_000013	chr17(.):27042567-27052634	0.1578
NM_004295	chr17(.):27066022-27082976	0.1276
NM_152465	chr17(.):27025533-27043872	0.1138
NR_024579	chr17(.):27036298-27050251	0.1303
NM_001160407	chr17(.):27046365-27058949	0.1778
NM_178170	chr17(.):27050831-27074784	0.1286
NR_029970	chr17(.):27183386-27193458	0.1048
NM_005702	chr17(.):27177042-27193072	0.1218
NM_004475	chr17(.):27201356-27229715	0.1412
NM_144683	chr17(.):27219798-27235089	0.1695
NR_029685	chr17(.):27183550-27193636	0.1038
NM_006495	chr17(.):29625787-29646130	0.1679
NM_014210	chr17(.):29638427-29653767	0.1888
NM_002981	chr17(.):32682398-32695252	0.158
NM_005408	chr17(.):32678470-32690629	0.122
NM_005623	chr17(.):32641065-32653421	0.1296
NM_002983	chr17(.):34410602-34422506	0.1926
NM_002988	chr17(.):34386642-34403841	0.1191
NM_002984	chr17(.):34426219-34438014	0.1743
NM_021006	chr17(.):34517267-34529156	0.2399
NM_001001418	chr17(.):34576084-34597027	0.2375
NM_001001435	chr17(.):34533467-34545274	0.228
NM_001001437	chr17(.):34517267-34529147	0.24
NM_001001417	chr17(.):34488060-34508988	0.2154
NM_021006	chr17(.):34618841-34630730	0.2204
NM_001001437	chr17(.):34618841-34630721	0.2204
NM_001001435	chr17(.):34635033-34646840	0.2338
NM_001001418	chr17(.):34741118-34813091	0.191
NM_001130677	chr17(.):36822958-36836187	0.1177
NM_005937	chr17(.):36856872-36891056	0.1154
NM_007144	chr17(.):36885149-36909558	0.1173
NM_002795	chr17(.):36904001-36925478	0.1228
NM_001136498	chr17(.):36881509-36896858	0.1001
NM_005310	chr17(.):37889186-37908538	0.0974
NM_001030002	chr17(.):37889589-37908538	0.0977
NM_032339	chr17(.):37880408-37891788	0.1069
NM_018530	chr17(.):38055847-38078793	0.1041
NM_001042471	chr17(.):38055847-38079903	0.1027
NM_198844	chr17(.):38019454-38039149	0.1484
NM_001145301	chr17(.):38469472-38518895	0.1253
NM_152219	chr17(.):38511904-38525945	0.1016
NM_000964	chr17(.):38460422-38518895	0.1286
NM_001024809	chr17(.):38493270-38518895	0.1015
NM_001254	chr17(.):38439145-38464413	0.1409
NM_152343	chr17(.):43326759-43344479	0.1107
NM_005892	chr17(.):43294291-43329683	0.1485
NR_024434	chr17(.):43320302-43350997	0.108
NR_024435	chr17(.):43334557-43350997	0.1102
NM_005827	chr17(.):47773689-47790282	0.1333
NM_001199155	chr17(.):47860980-47911458	0.1257
NM_000250	chr17(.):56342216-56363296	0.1015
NM_004758	chr17(.):56373593-56411152	0.1318
NM_003168	chr17(.):56417538-56434563	0.1422
NR_029683	chr17(.):56403592-56413679	0.228
NR_004380	chr17(.):62218437-62228517	0.1382
NR_002995	chr17(.):62218698-62228831	0.1371
NR_033876	chr17(.):70589179-70641611	0.1061
NM_001163989	chr17(.):72727958-72748474	0.1373
NM_001006638	chr17(.):72728355-72748474	0.139
NM_139018	chr17(.):72685451-72714108	0.1026
NM_175738	chr17(.):72662255-72748474	0.1132
NR_037409	chr17(.):72739751-72749838	0.1479
NM_017728	chr17(.):72767621-72840922	0.0957
NM_015654	chr17(.):72761685-72777470	0.1038
NM_032134	chr17(.):74265129-74308761	0.0997
NM_182565	chr17(.):74256285-74272379	0.1273
NM_001008529	chr17(.):74670650-74712056	0.0939
NM_003016	chr17(.):74725198-74738493	0.1538
NM_015167	chr17(.):74709524-74727881	0.1421
NR_030366	chr17(.):74727531-74737630	0.1644
NM_001080510	chr17(.):74717949-74734962	0.1649
NM_024311	chr17(.):74728782-74780338	0.1127
NR_027058	chr17(.):75079724-75096068	0.1819
NR_003013	chr17(.):75080388-75090575	0.1823
NM_001143998	chr17(.):75132004-75218181	0.1526
NM_001144001	chr17(.):75176294-75218181	0.1532
NM_001113495	chr17(.):75466324-75501678	0.101
NM_001113493	chr17(.):75364271-75501678	0.1025
NM_001113496	chr17(.):75441612-75501678	0.0993
NM_001113494	chr17(.):75367164-75501678	0.1015
NR_036200	chr17(.):75388065-75398136	0.0803
NM_152468	chr17(.):76121858-76144049	0.1461
NM_007267	chr17(.):76103998-76133488	0.1373
NM_001127198	chr17(.):76103998-76129861	0.1355
NM_001145529	chr17(.):76222390-76242068	0.0919
NM_001010982	chr17(.):76178436-76208782	0.0986
NM_001012270	chr17(.):76205276-76226716	0.1023
NM_003258	chr17(.):76165159-76188285	0.133
NM_004710	chr17(.):76159670-76174009	0.136
NR_002219	chr17(.):76205320-76225783	0.1029
NM_001145526	chr17(.):76178442-76208782	0.0986
NR_027083	chr17(.):76178397-76198641	0.1091
NM_001100407	chr17(.):80395462-80413707	0.1226
NM_001193655	chr17(.):80395462-80412602	0.1217
NM_001038618	chr17(.):80411059-80451143	0.1173
NM_001083608	chr17(.):80411539-80451143	0.118
NM_173620	chr17(.):80371251-80405516	0.0986
NR_036519	chr17(.):80402590-80413707	0.1479
NM_000633	chr18(.):60785578-60991613	0.1307
NM_001083625	chr18(.):9131757-9290206	0.1341
NM_015461	chr18(.):22636887-22937214	0.1035
NM_003199	chr18(.):52884561-53260860	0.1096
NM_021074	chr18(.):9097627-9139343	0.1823
NM_005904	chr18(.):46441222-46482081	0.1696
NM_001190823	chr18(.):46441222-46474177	0.1764
NM_001190822	chr18(.):46441222-46480703	0.1714
NM_030973	chr19(.):50316535-50345237	0.1076
NM_001039846	chr19(.):2091867-2104583	0.1801
NM_019112	chr19(.):1035101-1070570	0.1696
NM_001164605	chr19(.):35640844-35665788	0.1196
NM_018028	chr19(.):39828107-39880537	0.1133
NM_014164	chr19(.):35640624-35665788	0.1197
NR_028406	chr19(.):35640671-35665788	0.1198
NM_020695	chr19(.):1810244-1853452	0.1443
NM_052847	chr19(.):2506217-2707746	0.1535
NM_032855	chr19(.):16239837-16274377	0.1554
NM_006387	chr19(.):16623699-16658263	0.0969
NM_001492	chr19(.):18974360-19011953	0.0889
NM_001398	chr19(.):39301061-39327497	0.1038
NM_006801	chr19(.):48880826-48899810	0.145
NM_152359	chr19(.):50189406-50221988	0.0817
NM_001136052	chr19(.):50189400-50221988	0.0817
NM_001161440	chr19(.):55687614-55725874	0.0965
NM_024100	chr19(.):979327-999569	0.1431
NM_004368	chr19(.):1021297-1044064	0.1893
NM_033420	chr19(.):1004649-1026141	0.1509
NM_138690	chr19(.):995436-1014723	0.1218
NM_012292	chr19(.):1062173-1091627	0.161
NM_001280	chr19(.):1264266-1278171	0.1936
NM_017914	chr19(.):1270519-1284243	0.1714
NM_177401	chr19(.):1243551-1264142	0.1373
NM_001001975	chr19(.):1236748-1249824	0.1526
NM_001405	chr19(.):1281167-1304944	0.1134
NM_152769	chr19(.):1224946-1242990	0.1142
NR_027271	chr19(.):1262469-1275259	0.1626
NR_023313	chr19(.):1264266-1279809	0.1852
NM_138813	chr19(.):1777073-1817270	0.1298
NM_001178002	chr19(.):1777073-1817199	0.1298
NR_031730	chr19(.):1811157-1821237	0.1564
NR_034114	chr19(.):1817087-1829542	0.1378
NM_031918	chr19(.):1847397-1868564	0.1571
NM_138422	chr19(.):1900416-1918446	0.1611
NM_001130111	chr19(.):1871974-1890518	0.1518
NM_079834	chr19(.):1900372-1931012	0.1587
NM_017572	chr19(.):2032469-2056243	0.166
NM_017797	chr19(.):1980446-2020702	0.1436
NM_130807	chr19(.):2066034-2101269	0.221
NM_004152	chr19(.):2264519-2278487	0.1977
NM_018049	chr19(.):2228154-2241328	0.1779
NM_000479	chr19(.):2244112-2257072	0.14
NM_198532	chr19(.):2269630-2287181	0.1533
NR_031596	chr19(.):2229060-2239148	0.1784
NM_007165	chr19(.):2231815-2253678	0.1481
NM_144616	chr19(.):2247249-2261422	0.1742
NM_001101391	chr19(.):2284773-2313156	0.1259
NR_036207	chr19(.):2245637-2255717	0.1248
NM_032737	chr19(.):2423163-2461958	0.1495
NM_012458	chr19(.):2420621-2432875	0.151
NM_015675	chr19(.):2471122-2483257	0.1949
NM_001195800	chr19(.):11195037-11249505	0.1214
NM_023072	chr19(.):13901273-13948044	0.0998
NR_029613	chr19(.):13980512-13990622	0.1012
NR_036515	chr19(.):13940329-13952103	0.1264
NM_001098622	chr19(.):13982949-13996571	0.1196
NR_030179	chr19(.):13980688-13990825	0.1044
NR_029497	chr19(.):13942100-13952173	0.1371
NR_029495	chr19(.):13942400-13952473	0.1428
NR_029501	chr19(.):13942253-13952331	0.1407
NM_005370	chr19(.):16217489-16249445	0.1445
NM_001145160	chr19(.):16173316-16218813	0.1288
NR_024335	chr19(.):16139522-16157918	0.0885
NR_024336	chr19(.):16140288-16157918	0.0903
NM_003290	chr19(.):16182134-16218813	0.1232
NM_032493	chr19(.):16303664-16351156	0.1088
NM_054113	chr19(.):16267178-16289286	0.1185
NM_014077	chr19(.):16291234-16307857	0.1201
NM_024881	chr19(.):16655647-16688193	0.1016
NM_004831	chr19(.):16680717-16744015	0.1366
NM_001145724	chr19(.):19035009-19054858	0.1029
NM_001145722	chr19(.):19035009-19056113	0.1007
NM_001145721	chr19(.):19035009-19056161	0.1007
NR_027297	chr19(.):19035009-19055444	0.1022
NM_007263	chr19(.):19005322-19035199	0.103
NM_004838	chr19(.):19035009-19057041	0.1041
NM_019070	chr19(.):19025483-19044442	0.1129
NM_015925	chr19(.):35734558-35763867	0.1054
NM_152481	chr19(.):35710703-35724628	0.0901
NM_006149	chr19(.):39287310-39308740	0.0965
NM_012237	chr19(.):39364194-39395463	0.1203
NM_001005335	chr19(.):39322027-39347979	0.1276
NM_001001716	chr19(.):39385614-39404534	0.101
NM_001533	chr19(.):39322027-39345617	0.1287
NM_001193286	chr19(.):39364194-39395502	0.1202
NR_034146	chr19(.):39364194-39389795	0.1166
NM_001195833	chr19(.):39353471-39373919	0.1071
NM_003407	chr19(.):39892486-39905045	0.1832
NM_003169	chr19(.):39931287-39972308	0.1146
NM_001130825	chr19(.):39931185-39972308	0.1148
NM_019088	chr19(.):39871269-39886679	0.1376
NM_017592	chr19(.):39876962-39896203	0.177
NM_001020	chr19(.):39918846-39931618	0.1312
NM_022835	chr19(.):39898749-39924055	0.1198
NM_001142579	chr19(.):40570058-40601845	0.1224
NM_001010880	chr19(.):40573898-40601810	0.125
NM_002446	chr19(.):40692650-40726482	0.0886
NM_001098506	chr19(.):42077530-42098197	0.1057
NM_178511	chr19(.):47773141-47783980	0.1113
NM_001127240	chr19(.):47719080-47741023	0.1256
NM_014417	chr19(.):47719078-47739451	0.1245
NM_015603	chr19(.):47754730-47780210	0.1217
NR_036159	chr19(.):47725200-47735276	0.1358
NR_036158	chr19(.):47725198-47735278	0.1357
NM_144577	chr19(.):48794708-48828332	0.1047
NM_018273	chr19(.):48830615-48872186	0.1236
NM_012451	chr19(.):48862650-48884634	0.123
NM_001425	chr19(.):48823628-48838810	0.1872
NM_153608	chr19(.):48769653-48795863	0.0853
NM_031485	chr19(.):48944029-48962164	0.1019
NM_000836	chr19(.):48893131-48953188	0.1005
NM_001197122	chr19(.):50157825-50174132	0.1284
NM_001040668	chr19(.):50163398-50182173	0.1547
NR_033397	chr19(.):50175495-50196704	0.1231
NM_001101340	chr19(.):50186941-50199247	0.0834
NM_021228	chr19(.):50140381-50166906	0.1053
NM_006270	chr19(.):50133551-50148400	0.119
NM_001098632	chr19(.):50367296-50385644	0.1599
NM_032375	chr19(.):50367296-50385578	0.16
NM_001098633	chr19(.):50367296-50385612	0.16
NM_017432	chr19(.):50349415-50368999	0.1071
NM_001168222	chr19(.):50375681-50397007	0.1299
NM_007254	chr19(.):50359459-50375822	0.1147
NM_152899	chr19(.):50387913-50405147	0.1074
NM_012068	chr19(.):50426958-50442193	0.1186
NM_032430	chr19(.):55790533-55828903	0.1078
NM_173804	chr19(.):55733001-55745632	0.0796
NM_001130106	chr19(.):55768590-55796751	0.1319
NM_014931	chr19(.):55736146-55775038	0.11
NM_032836	chr19(.):56097736-56115893	0.1087
NM_007279	chr19(.):56160415-56191082	0.1202
NM_207115	chr19(.):56147391-56159836	0.1222
NM_153219	chr19(.):56106729-56119504	0.1319
NM_203374	chr19(.):56127106-56140941	0.1014
NM_016535	chr19(.):56149985-56161989	0.1069
NM_013301	chr19(.):56153953-56169526	0.1332
NM_001163423	chr19(.):56148462-56159836	0.1217
NM_016202	chr19(.):56148417-56159836	0.1215
NM_001130072	chr19(.):56181560-56212133	0.0921
NM_001130071	chr19(.):56182990-56212133	0.091
NM_001195605	chr19(.):56119958-56134907	0.0749
NM_052865	chr20(.):17944761-17976762	0.1326
NM_001042472	chr20(.):25275849-25376477	0.125
NM_015600	chr20(.):25270378-25376477	0.1257
NM_001191	chr20(.):30247260-30315656	0.183
NM_031483	chr20(.):32946061-33104197	0.1225
NM_015568	chr20(.):37429347-37556667	0.1372
NM_032883	chr20(.):42539781-42703254	0.1202
NM_001098798	chr20(.):42569535-42703254	0.1188
NM_001098797	chr20(.):42538491-42703254	0.1203
NM_000022	chr20(.):43243162-43285376	0.1302
NM_006282	chr20(.):43590119-43713593	0.1335
NM_183048	chr20(.):45833380-45990474	0.1174
NM_001193339	chr20(.):45181461-45285100	0.0976
NM_001011554	chr20(.):45181461-45318124	0.1002
NM_183425	chr20(.):55961462-55989386	0.1301
NM_080618	chr20(.):56067223-56105154	0.1164
NM_002531	chr20(.):61335188-61399123	0.0816
NM_019593	chr20(.):5520079-5596672	0.1309
NM_012261	chr20(.):9490270-9516171	0.1488
NR_003045	chr20(.):17938352-17948589	0.1638
NM_152227	chr20(.):17917243-17954490	0.1488
NM_014426	chr20(.):17917243-17954154	0.1477
NM_002862	chr20(.):25223705-25283648	0.1262
NM_032609	chr20(.):30220690-30237800	0.0943
NM_012112	chr20(.):30321903-30394603	0.1161
NM_182584	chr20(.):31214426-31244783	0.0998
NM_176812	chr20(.):32394109-32447173	0.1762
NR_030374	chr20(.):33049129-33059223	0.124
NM_030919	chr20(.):37549954-37586703	0.1127
NR_034104	chr20(.):43280091-43305380	0.1243
NM_006809	chr20(.):43565770-43594114	0.1297
NM_001124756	chr20(.):43533702-43572962	0.1073
NM_080721	chr20(.):45164584-45184213	0.1345
NM_018102	chr20(.):45124706-45147194	0.1027
NR_024594	chr20(.):45942245-45954498	0.1018
NM_006526	chr20(.):52178609-52204636	0.14
NR_002189	chr20(.):52486039-52497248	0.1509
NM_003657	chr20(.):52555078-52692304	0.1188
NM_001015885	chr20(.):55921617-55958519	0.1192
NM_003610	chr20(.):55921144-55958519	0.1195
NM_001190472	chr20(.):55928495-55939878	0.1129
NR_024470	chr20(.):61289378-61302973	0.0841
NM_016354	chr20(.):61268796-61308647	0.1077
NM_001083113	chr20(.):62333793-62372494	0.117
NM_181485	chr20(.):62334379-62372494	0.1173
NM_017806	chr20(.):62362977-62375460	0.1045
NM_003224	chr20(.):62324994-62344355	0.0952
NM_032945	chr20(.):62321287-62335035	0.0898
NM_020062	chr20(.):62366210-62380403	0.0823
NM_003823	chr20(.):62323020-62335035	0.0896
NM_000874	chr21(.):34597230-34640062	0.2022
NM_207585	chr21(.):34597230-34641820	0.2075
NM_006198	chr21(.):41234346-41306322	0.1805
NM_003683	chr21(.):45204417-45228983	0.1576
NM_001100421	chr21(.):19156283-19196703	0.1361
NM_000629	chr21(.):34692213-34737128	0.2024
NM_000628	chr21(.):34633671-34674520	0.1851
NM_000100	chr21(.):45188830-45201259	0.1842
NR_026961	chr21(.):45220638-45237448	0.1195
NM_005049	chr21(.):45522207-45556063	0.1511
NM_198155	chr21(.):45548493-45570605	0.1969
NM_002473	chr22(.):36672322-36789063	0.1298
NM_004327	chr22(.):23517551-23665224	0.1139
NM_014433	chr22(.):23396592-23489241	0.1164
NM_001887	chr22(.):26990361-27018991	0.1491
NM_007194	chr22(.):29078730-29142822	0.1059
NM_001195071	chr22(.):38610297-38673670	0.114
NM_001195072	chr22(.):38610297-38674040	0.1142
NM_001003406	chr22(.):39961757-40090740	0.0904
NR_030755	chr22(.):23160269-23170365	0.0894
NM_001178126	chr22(.):23224959-23243013	0.1669
NM_004914	chr22(.):23482512-23511531	0.1372
NM_001024938	chr22(.):24194058-24232725	0.1087
NM_002415	chr22(.):24231564-24242409	0.1215
NM_001024939	chr22(.):24195040-24232725	0.1086
NM_001007468	chr22(.):24124149-24181705	0.1134
NM_001002862	chr22(.):24171689-24186199	0.1245
NM_000675	chr22(.):24818529-24843325	0.1426
NR_028484	chr22(.):24820177-24895783	0.1194
NM_001008566	chr22(.):26916713-26966370	0.1163
NM_003595	chr22(.):26916713-26991089	0.1312
NR_031615	chr22(.):26946177-26956289	0.1504
NR_003491	chr22(.):27048445-27077440	0.134
NM_001886	chr22(.):27012927-27031636	0.1161
NM_172002	chr22(.):29133042-29158496	0.1331
NM_173510	chr22(.):29163661-29190283	0.1311
NM_001079539	chr22(.):29185547-29201560	0.1866
NM_145640	chr22(.):36531370-36561977	0.1362
NM_145642	chr22(.):36531370-36567225	0.1355
NM_030643	chr22(.):36580175-36605879	0.1009
NM_031910	chr22(.):37571205-37589330	0.0984
NM_001051	chr22(.):37597244-37613353	0.1203
NM_013385	chr22(.):37673494-37716389	0.1108
NM_002872	chr22(.):37616309-37645305	0.1525
NM_152221	chr22(.):38681696-38718413	0.1168
NR_002821	chr22(.):38735669-38799931	0.1378
NM_001894	chr22(.):38681696-38719089	0.1158
NM_004981	chr22(.):38817332-38845033	0.0953
NM_004286	chr22(.):39096806-39134592	0.1303
NM_005740	chr22(.):39169512-39195161	0.1114
NM_014876	chr22(.):39076547-39101459	0.1273
NM_015374	chr22(.):39125734-39156947	0.1383
NM_001006666	chr22(.):39431672-39445428	0.1082
NM_004900	chr22(.):39373404-39393783	0.1221
NM_152426	chr22(.):39412117-39434256	0.1317
NM_014508	chr22(.):39405264-39419825	0.1498
NM_021822	chr22(.):39468009-39488748	0.1309
NM_181773	chr22(.):39488228-39505072	0.1062
NM_006116	chr22(.):39790758-39832887	0.125
NM_153497	chr22(.):39790758-39838132	0.1322
NM_194326	chr22(.):39920097-39933860	0.134
NM_002409	chr22(.):39848324-39893199	0.1236
NM_019008	chr22(.):39893283-39919137	0.1431
NM_182810	chr22(.):39911568-39923691	0.1694
NM_001098270	chr22(.):39878228-39893199	0.1079
