#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper
1_MACS_peak_18596_lociStitched	chr2	220141864	220145816	1	3953	22020.544	612	1
1_MACS_peak_7465_lociStitched	chr12	120553660	120560724	1	7065	21995.8832	613	1
1_MACS_peak_4954_lociStitched	chr11	23588806	23600139	1	11334	21973.5537	614	1
1_MACS_peak_13281_lociStitched	chr17	56083081	56085882	1	2802	21932.6703	615	1
3_MACS_peak_24537_lociStitched	chr5	32276122	32285003	3	8685	21888.1126	616	1
3_MACS_peak_12952_lociStitched	chr17	40826879	40833975	3	6652	21820.2	617	1
1_MACS_peak_10216_lociStitched	chr15	72765259	72768382	1	3124	21816.0288	618	1
1_MACS_peak_33665_lociStitched	chrX	153625328	153628974	1	3647	21789.5898	619	1
1_MACS_peak_6875_lociStitched	chr12	62995438	62998558	1	3121	21780.408	620	1
1_MACS_peak_9285_lociStitched	chr14	98167397	98174514	1	7118	21772.3264	621	1
1_MACS_peak_3507_lociStitched	chr10	22969803	22975145	1	5343	21760.1028	622	1
1_MACS_peak_27448_lociStitched	chr6	119667174	119672404	1	5231	21756.277	623	1
1_MACS_peak_16317_lociStitched	chr2	8516395	8521859	1	5465	21736.3384	624	1
5_MACS_peak_31779_lociStitched	chr9	94705173	94715164	5	9314	21732.4232	625	1
1_MACS_peak_9332_lociStitched	chr14	100870928	100877075	1	6148	21731.4891	626	1
1_MACS_peak_9878_lociStitched	chr15	52310462	52314901	1	4440	21668.9785	627	1
1_MACS_peak_26590_lociStitched	chr6	31937871	31941446	1	3576	21641.2625	628	1
2_MACS_peak_24192_lociStitched	chr4	185200769	185207205	2	6412	21623.0292	629	1
1_MACS_peak_2037_lociStitched	chr1	160230547	160233991	1	3445	21617.2992	630	1
1_MACS_peak_17358_lociStitched	chr2	89151470	89159140	1	7671	21592.584	631	1
2_MACS_peak_9344_lociStitched	chr14	102288774	102293958	2	4924	21591.8784	632	1
1_MACS_peak_13813_lociStitched	chr17	80254033	80257338	1	3306	21572.7265	633	1
2_MACS_peak_20378_lociStitched	chr22	24183479	24191870	2	7997	21571.5828	634	1
1_MACS_peak_18635_lociStitched	chr2	227699301	227704787	1	5487	21569.8548	635	1
2_MACS_peak_31283_lociStitched	chr9	6679980	6683737	2	3701	21546.395	636	1
1_MACS_peak_2931_lociStitched	chr1	228673178	228679430	1	6253	21541.266	637	1
1_MACS_peak_9658_lociStitched	chr15	39914839	39919940	1	5102	21531.8311	638	1
3_MACS_peak_16463_lociStitched	chr2	20548242	20552648	3	4311	21510.9732	639	1
6_MACS_peak_20614_lociStitched	chr22	37610115	37620730	6	9652	21510.236	640	1
2_MACS_peak_6845_lociStitched	chr12	57912755	57917759	2	4756	21509.694	641	1
3_MACS_peak_26427_lociStitched	chr6	27106204	27115740	3	9156	21493.1904	642	1
1_MACS_peak_2652_lociStitched	chr1	207995188	208000689	1	5502	21463.8018	643	1
3_MACS_peak_21409_lociStitched	chr3	45582554	45589517	3	6843	21449.5215	644	1
1_MACS_peak_1680_lociStitched	chr1	145208210	145212408	1	4199	21431.6296	645	1
3_MACS_peak_24401_lociStitched	chr5	10695298	10702379	3	6633	21429.2303	646	1
2_MACS_peak_17292_lociStitched	chr2	87353862	87362131	2	7912	21396.0375	647	1
2_MACS_peak_28261_lociStitched	chr7	22760222	22768125	2	7414	21395.0016	648	1
3_MACS_peak_18555_lociStitched	chr2	216973218	216980345	3	6698	21347.5031	649	1
1_MACS_peak_32951_lociStitched	chrX	41189362	41195722	1	6361	21337.8	650	1
1_MACS_peak_29121_lociStitched	chr7	102064113	102068533	1	4421	21321.196	651	1
3_MACS_peak_15888_lociStitched	chr19	49375033	49381135	3	5929	21319.1676	652	1
2_MACS_peak_31742_lociStitched	chr9	93701708	93708402	2	6692	21304.3244	653	1
5_MACS_peak_13557_lociStitched	chr17	73308976	73320114	5	10139	21303.6526	654	1
3_MACS_peak_29107_lociStitched	chr7	101926518	101936091	3	9367	21298.0104	655	1
1_MACS_peak_30151_lociStitched	chr8	37736263	37741428	1	5166	21294.7785	656	1
2_MACS_peak_22528_lociStitched	chr3	169489323	169492305	2	2980	21270.9042	657	1
1_MACS_peak_2254_lociStitched	chr1	174967115	174970917	1	3803	21269.9088	658	1
2_MACS_peak_2173_lociStitched	chr1	167188652	167192731	2	4001	21266.6823	659	1
3_MACS_peak_6944_lociStitched	chr12	68838956	68847035	3	7915	21256.6569	660	1
1_MACS_peak_3328_lociStitched	chr10	7529309	7536238	1	6930	21254.0146	661	1
2_MACS_peak_33662_lociStitched	chrX	153605536	153609253	2	3249	21214.0341	662	1
2_MACS_peak_25905_lociStitched	chr5	173246376	173252429	2	6027	21207.8961	663	1
1_MACS_peak_32207_lociStitched	chr9	126439162	126443623	1	4462	21197.3337	664	1
1_MACS_peak_14195_lociStitched	chr18	46308304	46314894	1	6591	21180.919	665	1
1_MACS_peak_9855_lociStitched	chr15	51198632	51201757	1	3126	21177.1875	666	1
2_MACS_peak_10982_lociStitched	chr16	11057258	11062528	2	5250	21164.32	667	1
2_MACS_peak_13817_lociStitched	chr17	80307217	80312040	2	4599	21161.3948	668	1
2_MACS_peak_29220_lociStitched	chr7	106807444	106811409	2	3917	21145.7415	669	1
2_MACS_peak_27290_lociStitched	chr6	106610364	106618979	2	8182	21139.487	670	1
1_MACS_peak_31966_lociStitched	chr9	107751549	107756593	1	5045	21138.8996	671	1
3_MACS_peak_26874_lociStitched	chr6	45703256	45710738	3	7178	21126.9234	672	1
1_MACS_peak_2035_lociStitched	chr1	160173175	160176420	1	3246	21126.897	673	1
2_MACS_peak_44_lociStitched	chr1	1708431	1713296	2	4805	21124.803	674	1
4_MACS_peak_32301_lociStitched	chr9	130737575	130747451	4	9596	21118.8384	675	1
1_MACS_peak_15952_lociStitched	chr19	50378787	50382385	1	3599	21092.9152	676	1
2_MACS_peak_25063_lociStitched	chr5	95060107	95068449	2	7906	21049.3686	677	1
1_MACS_peak_20018_lociStitched	chr21	43428916	43432148	1	3233	21048.0768	678	1
1_MACS_peak_1907_lociStitched	chr1	154944965	154949507	1	4543	21037.6356	679	1
1_MACS_peak_3270_lociStitched	chr10	3915053	3920097	1	5045	21019.8612	680	1
2_MACS_peak_21242_lociStitched	chr3	23954485	23959989	2	5467	21017.5744	681	1
1_MACS_peak_20476_lociStitched	chr22	29662463	29666175	1	3713	21014.3744	682	1
1_MACS_peak_3836_lociStitched	chr10	73485202	73489328	1	4127	20993.5006	683	1
2_MACS_peak_30675_lociStitched	chr8	101961787	101966366	2	4484	20977.3148	684	1
2_MACS_peak_18183_lociStitched	chr2	182168555	182174673	2	6076	20976.7866	685	1
5_MACS_peak_1327_lociStitched	chr1	93421307	93429216	5	7409	20965.9681	686	1
1_MACS_peak_28435_lociStitched	chr7	33972683	33977787	1	5105	20933.0352	687	1
1_MACS_peak_10059_lociStitched	chr15	65173132	65177863	1	4732	20921.9013	688	1
3_MACS_peak_13389_lociStitched	chr17	62164525	62173654	3	8450	20901.7584	689	1
1_MACS_peak_10162_lociStitched	chr15	70270712	70274794	1	4083	20891.676	690	1
3_MACS_peak_21690_lociStitched	chr3	61554533	61563871	3	8630	20878.8342	691	1
2_MACS_peak_28576_lociStitched	chr7	44923683	44926983	2	3265	20878.11	692	1
2_MACS_peak_20793_lociStitched	chr22	42227004	42231197	2	4161	20873.1733	693	1
2_MACS_peak_6186_lociStitched	chr12	4224272	4230086	2	5789	20824.5852	694	1
1_MACS_peak_5584_lociStitched	chr11	70823266	70828083	1	4818	20801.7328	695	1
4_MACS_peak_1205_lociStitched	chr1	75042892	75053086	4	9626	20789.6436	696	1
4_MACS_peak_25858_lociStitched	chr5	171600436	171607957	4	6749	20776.0104	697	1
2_MACS_peak_26034_lociStitched	chr5	179510943	179518717	2	7713	20763.5766	698	1
1_MACS_peak_18353_lociStitched	chr2	201726356	201730103	1	3748	20731.0269	699	1
1_MACS_peak_16497_lociStitched	chr2	24148418	24151400	1	2983	20695.3782	700	1
1_MACS_peak_14140_lociStitched	chr18	42299451	42307650	1	8200	20695.0959	701	1
3_MACS_peak_22271_lociStitched	chr3	136466619	136473377	3	6632	20681.5074	702	1
2_MACS_peak_3101_lociStitched	chr1	235489803	235494476	2	4628	20678.025	703	1
1_MACS_peak_1940_lociStitched	chr1	155657142	155659690	1	2549	20640.8384	704	1
1_MACS_peak_10613_lociStitched	chr15	93361055	93364619	1	3565	20605.266	705	1
1_MACS_peak_29226_lociStitched	chr7	107382861	107385597	1	2737	20604.5424	706	1
1_MACS_peak_25441_lociStitched	chr5	137088450	137091600	1	3151	20603.835	707	1
1_MACS_peak_22377_lociStitched	chr3	150262467	150265827	1	3361	20600.832	708	1
3_MACS_peak_25683_lociStitched	chr5	151149451	151154690	3	4886	20579.8398	709	1
2_MACS_peak_22047_lociStitched	chr3	119811801	119815595	2	3787	20570.3092	710	1
1_MACS_peak_22881_lociStitched	chr3	197119783	197123119	1	3337	20556.432	711	1
2_MACS_peak_22888_lociStitched	chr3	197380640	197387186	2	6518	20551.167	712	1
2_MACS_peak_14367_lociStitched	chr18	60803973	60810933	2	6562	20547.312	713	1
1_MACS_peak_3147_lociStitched	chr1	243749657	243754631	1	4975	20546.5992	714	1
2_MACS_peak_3800_lociStitched	chr10	70846374	70851480	2	4881	20535.8214	715	1
2_MACS_peak_23861_lociStitched	chr4	129730417	129734861	2	4377	20517.948	716	1
1_MACS_peak_29569_lociStitched	chr7	142504645	142509113	1	4469	20506.7796	717	1
3_MACS_peak_454_lociStitched	chr1	25069930	25077363	3	7029	20500.214	718	1
1_MACS_peak_14893_lociStitched	chr19	11490621	11494621	1	4001	20498.8	719	1
4_MACS_peak_26371_lociStitched	chr6	26121225	26127941	4	6321	20496.5604	720	1
1_MACS_peak_19413_lociStitched	chr20	43269969	43277351	1	7383	20468.8096	721	1
3_MACS_peak_4376_lociStitched	chr10	112576305	112585244	3	8762	20412.2065	722	1
2_MACS_peak_2529_lociStitched	chr1	203289259	203297888	2	8559	20408.4479	723	1
1_MACS_peak_10194_lociStitched	chr15	70782431	70787847	1	5417	20406.9464	724	1
1_MACS_peak_25401_lociStitched	chr5	133560451	133563626	1	3176	20406.36	725	1
2_MACS_peak_5491_lociStitched	chr11	67054019	67057648	2	3511	20388.0849	726	1
1_MACS_peak_9520_lociStitched	chr15	23658954	23663914	1	4961	20387.088	727	1
3_MACS_peak_27125_lociStitched	chr6	87860974	87866546	3	5360	20381.2616	728	1
3_MACS_peak_16728_lociStitched	chr2	37877504	37884648	3	6900	20363.2576	729	1
1_MACS_peak_26016_lociStitched	chr5	179124165	179127807	1	3643	20341.2984	730	1
2_MACS_peak_13476_lociStitched	chr17	66286100	66290101	2	3953	20335.8827	731	1
2_MACS_peak_2660_lociStitched	chr1	209275202	209283879	2	8531	20315.4601	732	1
2_MACS_peak_4603_lociStitched	chr11	267516	272398	2	4534	20309.12	733	1
2_MACS_peak_26990_lociStitched	chr6	56816882	56821640	2	4614	20295.249	734	1
1_MACS_peak_2279_lociStitched	chr1	178693505	178698452	1	4948	20276.7636	735	1
1_MACS_peak_9709_lociStitched	chr15	41407219	41409743	1	2525	20270.7488	736	1
1_MACS_peak_27179_lociStitched	chr6	90992781	90997227	1	4447	20238.192	737	1
1_MACS_peak_135_lociStitched	chr1	8936214	8940072	1	3859	20219.778	738	1
1_MACS_peak_2060_lociStitched	chr1	160763967	160768701	1	4735	20202.8184	739	1
1_MACS_peak_26932_lociStitched	chr6	52398137	52403696	1	5560	20198.0706	740	1
3_MACS_peak_14717_lociStitched	chr19	6735623	6740465	3	4719	20170.3194	741	1
3_MACS_peak_1902_lociStitched	chr1	154923388	154930116	3	6585	20165.8344	742	1
1_MACS_peak_23907_lociStitched	chr4	140220395	140224455	1	4061	20159.93	743	1
1_MACS_peak_11329_lociStitched	chr16	30074583	30078580	1	3998	20156.0716	744	1
2_MACS_peak_13047_lociStitched	chr17	43388190	43395523	2	7081	20145.9509	745	1
1_MACS_peak_2050_lociStitched	chr1	160641293	160646317	1	5025	20134.1824	746	1
1_MACS_peak_13652_lociStitched	chr17	75203379	75209787	1	6409	20105.7408	747	1
3_MACS_peak_28169_lociStitched	chr7	8007176	8016875	3	9607	20104.0872	748	1
3_MACS_peak_14572_lociStitched	chr19	2594863	2601523	3	6228	20099.214	749	1
1_MACS_peak_17650_lociStitched	chr2	112586699	112593856	1	7158	20099.0031	750	1
1_MACS_peak_20822_lociStitched	chr22	42931939	42936524	1	4586	20064.4185	751	1
1_MACS_peak_13708_lociStitched	chr17	76835274	76838324	1	3051	20059.24	752	1
1_MACS_peak_1938_lociStitched	chr1	155531046	155534221	1	3176	20039.33	753	1
1_MACS_peak_8635_lociStitched	chr14	50098257	50102916	1	4660	20026.2456	754	1
1_MACS_peak_17631_lociStitched	chr2	112302685	112310195	1	7511	20026.166	755	1
2_MACS_peak_6464_lociStitched	chr12	31475768	31479880	2	3901	20020.0944	756	1
3_MACS_peak_26718_lociStitched	chr6	36643551	36651636	3	7961	20001.4815	757	1
1_MACS_peak_1971_lociStitched	chr1	156425724	156428445	1	2722	19987.6497	758	1
1_MACS_peak_22376_lociStitched	chr3	150125048	150128838	1	3791	19967.615	759	1
3_MACS_peak_22796_lociStitched	chr3	193851344	193856316	3	4853	19967.552	760	1
1_MACS_peak_5407_lociStitched	chr11	65353469	65358482	1	5014	19967.2803	761	1
2_MACS_peak_20658_lociStitched	chr22	38572125	38578548	2	6407	19966.5378	762	1
3_MACS_peak_9295_lociStitched	chr14	98663057	98672416	3	8867	19964.6188	763	1
1_MACS_peak_28401_lociStitched	chr7	30633178	30637105	1	3928	19964.0826	764	1
1_MACS_peak_2476_lociStitched	chr1	200986804	200992725	1	5922	19952.5858	765	1
3_MACS_peak_14581_lociStitched	chr19	2696850	2703403	3	6348	19930.9495	766	1
1_MACS_peak_24055_lociStitched	chr4	154835846	154839381	1	3536	19930.6835	767	1
2_MACS_peak_9864_lociStitched	chr15	51639108	51644551	2	5242	19927.9116	768	1
4_MACS_peak_17090_lociStitched	chr2	69870177	69876596	4	6319	19924.576	769	1
1_MACS_peak_16794_lociStitched	chr2	42328090	42330979	1	2890	19921.6773	770	1
1_MACS_peak_16480_lociStitched	chr2	20793246	20797748	1	4503	19915.0472	771	1
2_MACS_peak_28573_lociStitched	chr7	44885542	44889270	2	3670	19912.3664	772	1
1_MACS_peak_26346_lociStitched	chr6	24718886	24722574	1	3689	19890.1216	773	1
2_MACS_peak_32918_lociStitched	chrX	40032156	40037123	2	4890	19882.901	774	1
2_MACS_peak_3191_lociStitched	chr1	247373156	247380808	2	7580	19873.7744	775	1
1_MACS_peak_16399_lociStitched	chr2	11637228	11641885	1	4658	19869.5562	776	1
1_MACS_peak_32230_lociStitched	chr9	127702069	127705165	1	3097	19865.1744	777	1
1_MACS_peak_25303_lociStitched	chr5	126111691	126116069	1	4379	19864.7372	778	1
1_MACS_peak_20087_lociStitched	chr21	44855735	44862126	1	6392	19855.5588	779	1
1_MACS_peak_147_lociStitched	chr1	9238631	9243636	1	5006	19855.3355	780	1
4_MACS_peak_14146_lociStitched	chr18	42336237	42342697	4	6285	19838.66	781	1
1_MACS_peak_31976_lociStitched	chr9	108005832	108010335	1	4504	19827.1593	782	1
2_MACS_peak_18250_lociStitched	chr2	191744309	191749855	2	5516	19821.9586	783	1
1_MACS_peak_16813_lociStitched	chr2	43357095	43363587	1	6493	19812.9348	784	1
4_MACS_peak_27613_lociStitched	chr6	137108190	137115305	4	6710	19804.6025	785	1
1_MACS_peak_20744_lociStitched	chr22	39914816	39919058	1	4243	19776.204	786	1
1_MACS_peak_14559_lociStitched	chr19	2268796	2271888	1	3093	19772.4124	787	1
1_MACS_peak_13735_lociStitched	chr17	77965591	77968906	1	3316	19749.444	788	1
3_MACS_peak_25457_lociStitched	chr5	137908904	137912349	3	3441	19748.4625	789	1
1_MACS_peak_11840_lociStitched	chr16	75141795	75146143	1	4349	19744.268	790	1
3_MACS_peak_32922_lociStitched	chrX	40169230	40179360	3	9806	19741.344	791	1
1_MACS_peak_301_lociStitched	chr1	16991484	16994637	1	3154	19739.3565	792	1
2_MACS_peak_11837_lociStitched	chr16	75129647	75134492	2	4605	19731.747	793	1
1_MACS_peak_934_lociStitched	chr1	46151082	46155131	1	4050	19727.1329	794	1
1_MACS_peak_30846_lociStitched	chr8	124046560	124052368	1	5809	19669.9536	795	1
1_MACS_peak_9673_lociStitched	chr15	40387603	40392844	1	5242	19666.3284	796	1
2_MACS_peak_1943_lociStitched	chr1	155826093	155831593	2	5203	19643.25	797	1
1_MACS_peak_28402_lociStitched	chr7	30668675	30675990	1	7316	19642.238	798	1
1_MACS_peak_19925_lociStitched	chr21	36397442	36401989	1	4548	19633.0366	799	1
1_MACS_peak_1815_lociStitched	chr1	151041877	151044383	1	2507	19625.9896	800	1
2_MACS_peak_26072_lociStitched	chr6	303686	309883	2	6138	19623.4202	801	1
1_MACS_peak_32159_lociStitched	chr9	123637246	123641216	1	3971	19613.785	802	1
2_MACS_peak_27378_lociStitched	chr6	113949263	113954724	2	5328	19576.5928	803	1
1_MACS_peak_10142_lociStitched	chr15	68519625	68523733	1	4109	19533.9508	804	1
2_MACS_peak_13183_lociStitched	chr17	48274050	48278417	2	4055	19520.0533	805	1
1_MACS_peak_22702_lociStitched	chr3	185653384	185656552	1	3169	19512.6624	806	1
1_MACS_peak_5234_lociStitched	chr11	61558646	61561759	1	3114	19486.4461	807	1
2_MACS_peak_16065_lociStitched	chr19	54039431	54043846	2	4297	19448.958	808	1
3_MACS_peak_24189_lociStitched	chr4	185184291	185191727	3	7113	19441.422	809	1
4_MACS_peak_27949_lociStitched	chr6	164122906	164131896	4	8242	19439.077	810	1
1_MACS_peak_20215_lociStitched	chr22	18538141	18542321	1	4181	19437.418	811	1
1_MACS_peak_3798_lociStitched	chr10	70714742	70718204	1	3463	19434.6294	812	1
1_MACS_peak_16185_lociStitched	chr19	57790094	57795549	1	5456	19423.073	813	1
1_MACS_peak_9968_lociStitched	chr15	59224106	59227207	1	3102	19419.3923	814	1
2_MACS_peak_14587_lociStitched	chr19	2781979	2786763	2	4593	19413.472	815	1
2_MACS_peak_24552_lociStitched	chr5	32582495	32587607	2	5112	19405.6632	816	1
1_MACS_peak_29481_lociStitched	chr7	134831256	134835507	1	4252	19399.4385	817	1
2_MACS_peak_8643_lociStitched	chr14	50358414	50364186	2	5618	19398.5376	818	1
1_MACS_peak_23990_lociStitched	chr4	148651324	148654531	1	3208	19381.8252	819	1
1_MACS_peak_20356_lociStitched	chr22	23477722	23483112	1	5391	19376.511	820	1
2_MACS_peak_597_lociStitched	chr1	28570509	28577284	2	6680	19364.9825	821	1
1_MACS_peak_13326_lociStitched	chr17	57921032	57926976	1	5945	19356.636	822	1
1_MACS_peak_29066_lociStitched	chr7	100025574	100028751	1	3178	19350.4716	823	1
1_MACS_peak_10585_lociStitched	chr15	91497608	91500737	1	3130	19348.7973	824	1
1_MACS_peak_21422_lociStitched	chr3	45694666	45701591	1	6926	19347.7575	825	1
1_MACS_peak_15963_lociStitched	chr19	50430566	50433689	1	3124	19344.4866	826	1
1_MACS_peak_10095_lociStitched	chr15	66795906	66798734	1	2829	19343.8028	827	1
1_MACS_peak_32081_lociStitched	chr9	116036883	116039584	1	2702	19314.851	828	1
3_MACS_peak_15086_lociStitched	chr19	16434680	16440241	3	5493	19308.9042	829	1
1_MACS_peak_30915_lociStitched	chr8	126616635	126622187	1	5553	19307.08	830	1
2_MACS_peak_24035_lociStitched	chr4	154033332	154039013	2	5674	19298.9251	831	1
1_MACS_peak_16972_lociStitched	chr2	61762871	61766955	1	4085	19297.7168	832	1
2_MACS_peak_28424_lociStitched	chr7	32929057	32932937	2	3828	19290.972	833	1
2_MACS_peak_31351_lociStitched	chr9	21990790	21996782	2	5932	19288.8472	834	1
4_MACS_peak_24271_lociStitched	chr4	186506959	186514719	4	7061	19264.976	835	1
1_MACS_peak_22537_lociStitched	chr3	169973281	169977354	1	4074	19233.1133	836	1
3_MACS_peak_27905_lociStitched	chr6	159288219	159292635	3	4279	19188.8448	837	1
1_MACS_peak_25099_lociStitched	chr5	98262637	98266239	1	3603	19182.8112	838	1
1_MACS_peak_16874_lociStitched	chr2	47629537	47636347	1	6811	19172.193	839	1
2_MACS_peak_26299_lociStitched	chr6	16759389	16764513	2	5098	19168.884	840	1
1_MACS_peak_3378_lociStitched	chr10	12083090	12087053	1	3964	19167.8421	841	1
1_MACS_peak_9953_lociStitched	chr15	58646415	58651047	1	4633	19158.8784	842	1
2_MACS_peak_29060_lociStitched	chr7	99961963	99967743	2	5738	19158.388	843	1
3_MACS_peak_15635_lociStitched	chr19	42771686	42776422	3	4686	19157.5936	844	1
2_MACS_peak_5286_lociStitched	chr11	62605954	62610618	2	4341	19147.5856	845	1
3_MACS_peak_15181_lociStitched	chr19	18389681	18394052	3	4050	19139.2977	846	1
2_MACS_peak_3104_lociStitched	chr1	235666240	235669387	2	3131	19126.5219	847	1
1_MACS_peak_32516_lociStitched	chr9	139095702	139101355	1	5654	19117.8807	848	1
3_MACS_peak_27388_lociStitched	chr6	114175628	114180927	3	5078	19110.8435	849	1
2_MACS_peak_19400_lociStitched	chr20	42836970	42841113	2	4026	19108.3446	850	1
2_MACS_peak_17603_lociStitched	chr2	111971938	111978758	2	6777	19104.866	851	1
2_MACS_peak_31620_lociStitched	chr9	74976593	74981650	2	4916	19096.7491	852	1
3_MACS_peak_33484_lociStitched	chrX	129304541	129310942	3	5755	19083.9414	853	1
2_MACS_peak_28450_lociStitched	chr7	35683836	35688662	2	4638	19076.6954	854	1
1_MACS_peak_4032_lociStitched	chr10	89620814	89625643	1	4830	19067.3065	855	1
1_MACS_peak_6527_lociStitched	chr12	40009711	40016498	1	6788	19061.2895	856	1
1_MACS_peak_28502_lociStitched	chr7	39987700	39991886	1	4187	19055.5092	857	1
3_MACS_peak_21069_lociStitched	chr3	9436675	9441881	3	5080	19045.6304	858	1
1_MACS_peak_9193_lociStitched	chr14	91974923	91977858	1	2936	19044.3345	859	1
2_MACS_peak_14521_lociStitched	chr19	1647846	1653731	2	5800	19037.975	860	1
1_MACS_peak_31687_lociStitched	chr9	88896091	88899954	1	3864	19026.0476	861	1
2_MACS_peak_9919_lociStitched	chr15	55695071	55701190	2	6025	19023.971	862	1
1_MACS_peak_29408_lociStitched	chr7	130642307	130647614	1	5308	19020.8187	863	1
1_MACS_peak_305_lociStitched	chr1	17065812	17068711	1	2900	19012.2218	864	1
2_MACS_peak_17331_lociStitched	chr2	88002948	88010475	2	7489	19008.6858	865	1
1_MACS_peak_3789_lociStitched	chr10	70090534	70093543	1	3010	19003.3395	866	1
5_MACS_peak_16068_lociStitched	chr19	54055319	54060765	5	4699	19003.2724	867	1
1_MACS_peak_11763_lociStitched	chr16	70555689	70559526	1	3838	18986.6271	868	1
1_MACS_peak_11275_lociStitched	chr16	28833413	28837513	1	4101	18964.14	869	1
2_MACS_peak_3057_lociStitched	chr1	234656837	234661416	2	4398	18951.1073	870	1
2_MACS_peak_7493_lociStitched	chr12	121284273	121290099	2	5790	18924.0132	871	1
1_MACS_peak_17959_lociStitched	chr2	158324033	158328606	1	4574	18909.8123	872	1
3_MACS_peak_27542_lociStitched	chr6	134495196	134500294	3	4957	18901.8546	873	1
3_MACS_peak_14743_lociStitched	chr19	7400938	7406719	3	5700	18901.5576	874	1
1_MACS_peak_23908_lociStitched	chr4	140372899	140376263	1	3365	18901.3068	875	1
1_MACS_peak_3753_lociStitched	chr10	60025394	60029889	1	4496	18885.7425	876	1
4_MACS_peak_29207_lociStitched	chr7	105983568	105991170	4	6936	18849.9192	877	1
2_MACS_peak_22652_lociStitched	chr3	183241761	183247174	2	5403	18849.6899	878	1
1_MACS_peak_14556_lociStitched	chr19	2235003	2238256	1	3254	18842.6772	879	1
2_MACS_peak_15090_lociStitched	chr19	16448831	16454789	2	5644	18832.0464	880	1
1_MACS_peak_22396_lociStitched	chr3	151985687	151989781	1	4095	18816.024	881	1
1_MACS_peak_17307_lociStitched	chr2	87536736	87543726	1	6991	18806.595	882	1
1_MACS_peak_5473_lociStitched	chr11	66793919	66799617	1	5699	18800.551	883	1
3_MACS_peak_31653_lociStitched	chr9	82182431	82188887	3	6037	18794.7072	884	1
1_MACS_peak_32368_lociStitched	chr9	132249864	132253397	1	3534	18780.3681	885	1
1_MACS_peak_31055_lociStitched	chr8	134579306	134585815	1	6510	18740.0619	886	1
2_MACS_peak_27140_lociStitched	chr6	89789089	89793128	2	4039	18739.7483	887	1
2_MACS_peak_450_lociStitched	chr1	24967722	24971075	2	3146	18731.8698	888	1
1_MACS_peak_10109_lociStitched	chr15	67425308	67428860	1	3553	18723.6576	889	1
2_MACS_peak_30885_lociStitched	chr8	126161287	126168298	2	6731	18718.6689	890	1
2_MACS_peak_33640_lociStitched	chrX	153189400	153194807	2	5257	18703.8944	891	1
1_MACS_peak_3729_lociStitched	chr10	52381421	52386013	1	4593	18640.3056	892	1
1_MACS_peak_16162_lociStitched	chr19	56328109	56334318	1	6210	18632.5881	893	1
1_MACS_peak_14563_lociStitched	chr19	2426142	2428457	1	2316	18610.0535	894	1
1_MACS_peak_28166_lociStitched	chr7	7958308	7964533	1	6226	18607.77	895	1
2_MACS_peak_4257_lociStitched	chr10	104401195	104406816	2	5604	18604.9479	896	1
1_MACS_peak_13862_lociStitched	chr18	709996	713247	1	3252	18587.2674	897	1
1_MACS_peak_32181_lociStitched	chr9	125025972	125028644	1	2673	18574.9424	898	1
1_MACS_peak_32093_lociStitched	chr9	116171554	116174462	1	2909	18569.034	899	1
5_MACS_peak_27321_lociStitched	chr6	108878436	108887094	5	8575	18563.6178	900	1
3_MACS_peak_23448_lociStitched	chr4	77117099	77123877	3	6679	18546.6414	901	1
3_MACS_peak_5385_lociStitched	chr11	65204978	65216943	3	11282	18537.3745	902	1
1_MACS_peak_9711_lociStitched	chr15	41574727	41577457	1	2731	18535.608	903	1
1_MACS_peak_29533_lociStitched	chr7	139908920	139915443	1	6524	18518.797	904	1
1_MACS_peak_30743_lociStitched	chr8	105632421	105637940	1	5520	18516.245	905	1
1_MACS_peak_9744_lociStitched	chr15	42564525	42568716	1	4192	18512.0661	906	1
2_MACS_peak_363_lociStitched	chr1	22349792	22353619	2	3717	18493.2121	907	1
3_MACS_peak_32128_lociStitched	chr9	117348974	117355514	3	6397	18468.96	908	1
2_MACS_peak_24202_lociStitched	chr4	185301707	185308760	2	6687	18456.2904	909	1
1_MACS_peak_8588_lociStitched	chr14	35871379	35875395	1	4017	18448.2992	910	1
2_MACS_peak_14666_lociStitched	chr19	5621638	5624632	2	2972	18434.3574	911	1
2_MACS_peak_13629_lociStitched	chr17	74730264	74734612	2	4222	18420.302	912	1
1_MACS_peak_5786_lociStitched	chr11	95521750	95525100	1	3351	18418.97	913	1
1_MACS_peak_3412_lociStitched	chr10	13340929	13345012	1	4084	18418.8213	914	1
3_MACS_peak_20404_lociStitched	chr22	24794648	24800134	3	4648	18417.0506	915	1
1_MACS_peak_25380_lociStitched	chr5	132385914	132389016	1	3103	18398.5824	916	1
1_MACS_peak_10119_lociStitched	chr15	67853653	67858848	1	5196	18393.417	917	1
3_MACS_peak_10232_lociStitched	chr15	73545280	73552796	3	7226	18392.4036	918	1
2_MACS_peak_19920_lociStitched	chr21	36259722	36262997	2	3265	18391.4175	919	1
