#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch
1_MACS_peak_22563_lociStitched	chr3	171895730	171901986	1	6257	15506.1216	612	1
1_MACS_peak_2931_lociStitched	chr1	228673178	228679430	1	6253	21541.266	613	1
1_MACS_peak_10645_lociStitched	chr15	99493012	99499261	1	6250	31920.5169	614	1
3_MACS_peak_32635_lociStitched	chrX	1325092	1331721	3	6239	12259.0097	615	1
3_MACS_peak_14572_lociStitched	chr19	2594863	2601523	3	6228	20099.214	616	1
1_MACS_peak_30741_lociStitched	chr8	105596419	105602645	1	6227	25558.3526	617	1
1_MACS_peak_28166_lociStitched	chr7	7958308	7964533	1	6226	18607.77	618	1
3_MACS_peak_30328_lociStitched	chr8	65941859	65948389	3	6225	22632.327	619	1
1_MACS_peak_9801_lociStitched	chr15	45001724	45007940	1	6217	31031.5152	620	1
2_MACS_peak_17344_lociStitched	chr2	88922623	88928975	2	6216	22041.44	621	1
1_MACS_peak_16162_lociStitched	chr19	56328109	56334318	1	6210	18632.5881	622	1
2_MACS_peak_19108_lociStitched	chr20	25276017	25282603	2	6208	12304.6238	623	1
1_MACS_peak_9255_lociStitched	chr14	95981000	95987204	1	6205	15642.7656	624	1
1_MACS_peak_10592_lociStitched	chr15	92395090	92401292	1	6203	14592.0656	625	1
2_MACS_peak_31103_lociStitched	chr8	141596842	141603171	2	6192	13675.0703	626	1
1_MACS_peak_23671_lociStitched	chr4	106550875	106557057	1	6183	12006.0622	627	1
2_MACS_peak_20320_lociStitched	chr22	23159667	23165944	2	6183	13905.4381	628	1
1_MACS_peak_14828_lociStitched	chr19	10328486	10334666	1	6181	34892.898	629	1
4_MACS_peak_26534_lociStitched	chr6	30683931	30690331	4	6168	22648.32	630	1
2_MACS_peak_28916_lociStitched	chr7	90402329	90408521	2	6166	14293.6128	631	1
3_MACS_peak_2137_lociStitched	chr1	164528303	164535093	3	6160	7930.041	632	1
2_MACS_peak_7501_lociStitched	chr12	121566090	121572367	2	6155	15740.8329	633	1
3_MACS_peak_27558_lociStitched	chr6	134634145	134640467	3	6152	14304.7894	634	1
1_MACS_peak_31506_lociStitched	chr9	37526978	37533128	1	6151	24737.145	635	1
1_MACS_peak_9332_lociStitched	chr14	100870928	100877075	1	6148	21731.4891	636	1
1_MACS_peak_16479_lociStitched	chr2	20774166	20780310	1	6145	24513.9456	637	1
3_MACS_peak_14847_lociStitched	chr19	10521817	10528257	3	6141	28977.424	638	1
2_MACS_peak_26072_lociStitched	chr6	303686	309883	2	6138	19623.4202	639	1
2_MACS_peak_20203_lociStitched	chr22	18259111	18265417	2	6130	15808.5114	640	1
1_MACS_peak_6906_lociStitched	chr12	66625006	66631131	1	6126	14565.25	641	1
1_MACS_peak_13259_lociStitched	chr17	55431756	55437876	1	6121	27347.22	642	1
2_MACS_peak_3134_lociStitched	chr1	241801825	241808057	2	6115	26673.5832	643	1
2_MACS_peak_24359_lociStitched	chr5	6492398	6498564	2	6108	24238.546	644	1
2_MACS_peak_8652_lociStitched	chr14	50464756	50470855	2	6097	29393.5206	645	1
2_MACS_peak_8571_lociStitched	chr14	35179042	35185152	2	6095	14547.91	646	1
3_MACS_peak_13395_lociStitched	chr17	62194513	62200902	3	6090	14652.5326	647	1
2_MACS_peak_6935_lociStitched	chr12	68764886	68771110	2	6086	28783.5104	648	1
2_MACS_peak_18183_lociStitched	chr2	182168555	182174673	2	6076	20976.7866	649	1
1_MACS_peak_2951_lociStitched	chr1	229473474	229479547	1	6074	17534.5729	650	1
2_MACS_peak_17106_lociStitched	chr2	70310892	70317000	2	6074	41214.9516	651	1
1_MACS_peak_3852_lociStitched	chr10	74018425	74024492	1	6068	24201.263	652	1
1_MACS_peak_3565_lociStitched	chr10	30721871	30727930	1	6060	13887.8339	653	1
5_MACS_peak_26225_lociStitched	chr6	12007672	12014010	5	6055	28780.2242	654	1
3_MACS_peak_32204_lociStitched	chr9	126097606	126103808	3	6050	38968.4064	655	1
4_MACS_peak_11517_lociStitched	chr16	54959359	54965679	4	6049	12935.776	656	1
3_MACS_peak_31653_lociStitched	chr9	82182431	82188887	3	6037	18794.7072	657	1
1_MACS_peak_22730_lociStitched	chr3	186780305	186786334	1	6030	37828.9605	658	1
2_MACS_peak_25905_lociStitched	chr5	173246376	173252429	2	6027	21207.8961	659	1
2_MACS_peak_26870_lociStitched	chr6	45674097	45680582	2	6026	22720.846	660	1
2_MACS_peak_9919_lociStitched	chr15	55695071	55701190	2	6025	19023.971	661	1
1_MACS_peak_14285_lociStitched	chr18	55096515	55102537	1	6023	13269.477	662	1
1_MACS_peak_1766_lociStitched	chr1	149855399	149861420	1	6022	38058.741	663	1
1_MACS_peak_24730_lociStitched	chr5	56468469	56474480	1	6012	25006.3611	664	1
2_MACS_peak_3223_lociStitched	chr10	703043	709144	2	6011	16241.4721	665	1
3_MACS_peak_20608_lociStitched	chr22	37557403	37563479	3	6008	24447.3936	666	1
2_MACS_peak_26381_lociStitched	chr6	26194948	26201038	2	6008	17695.104	667	1
3_MACS_peak_18327_lociStitched	chr2	200576435	200582593	3	6007	13800.078	668	1
1_MACS_peak_30943_lociStitched	chr8	128309795	128315794	1	6000	10677.6201	669	1
4_MACS_peak_4517_lociStitched	chr10	128109675	128115920	4	5997	11402.121	670	1
2_MACS_peak_30816_lociStitched	chr8	119573636	119579674	2	5995	28933.4922	671	1
3_MACS_peak_7398_lociStitched	chr12	113361068	113367185	3	5993	15566.5416	672	1
1_MACS_peak_20707_lociStitched	chr22	39377576	39383563	1	5988	15755.3892	673	1
2_MACS_peak_4461_lociStitched	chr10	123871584	123877694	2	5984	17064.619	674	1
2_MACS_peak_7090_lociStitched	chr12	94564711	94570712	2	5971	14550.0246	675	1
2_MACS_peak_607_lociStitched	chr1	28831242	28837253	2	5968	16391.3959	676	1
4_MACS_peak_19514_lociStitched	chr20	48283948	48290123	4	5967	12412.985	677	1
3_MACS_peak_23952_lociStitched	chr4	146098128	146104657	3	5960	31910.4875	678	1
1_MACS_peak_17834_lociStitched	chr2	136813147	136819104	1	5958	17651.1867	679	1
1_MACS_peak_15623_lociStitched	chr19	42616649	42622597	1	5949	30368.7036	680	1
2_MACS_peak_3348_lociStitched	chr10	11204196	11210174	2	5947	10918.2192	681	1
1_MACS_peak_13326_lociStitched	chr17	57921032	57926976	1	5945	19356.636	682	1
2_MACS_peak_1763_lociStitched	chr1	149819919	149825958	2	5945	27508.2489	683	1
2_MACS_peak_26084_lociStitched	chr6	389032	395204	2	5943	13561.1184	684	1
2_MACS_peak_11766_lociStitched	chr16	70768605	70774864	2	5941	35876.588	685	1
1_MACS_peak_4514_lociStitched	chr10	128082648	128088583	1	5936	16210.859	686	1
3_MACS_peak_23401_lociStitched	chr4	71542245	71548262	3	5936	12015.3473	687	1
3_MACS_peak_29438_lociStitched	chr7	132114265	132120489	3	5935	9042.2272	688	1
2_MACS_peak_31351_lociStitched	chr9	21990790	21996782	2	5932	19288.8472	689	1
2_MACS_peak_13165_lociStitched	chr17	47836686	47842713	2	5929	11715.8853	690	1
3_MACS_peak_15888_lociStitched	chr19	49375033	49381135	3	5929	21319.1676	691	1
6_MACS_peak_8383_lociStitched	chr14	21731778	21738702	6	5927	13278.1548	692	1
3_MACS_peak_6481_lociStitched	chr12	32047002	32053477	3	5926	29780.4675	693	1
1_MACS_peak_2476_lociStitched	chr1	200986804	200992725	1	5922	19952.5858	694	1
1_MACS_peak_1991_lociStitched	chr1	156762539	156768459	1	5921	25566.112	695	1
4_MACS_peak_31735_lociStitched	chr9	93682866	93689403	4	5918	15314.2299	696	1
2_MACS_peak_10670_lociStitched	chr15	101458285	101464199	2	5915	18199.7436	697	1
2_MACS_peak_9521_lociStitched	chr15	23664941	23670903	2	5913	17958.1402	698	1
1_MACS_peak_146_lociStitched	chr1	9220603	9226508	1	5906	37613.669	699	1
3_MACS_peak_31759_lociStitched	chr9	94181627	94187671	3	5902	14907.526	700	1
2_MACS_peak_17749_lociStitched	chr2	128584934	128591036	2	5902	34392.0924	701	1
1_MACS_peak_30168_lociStitched	chr8	38238977	38244872	1	5896	25408.629	702	1
2_MACS_peak_9452_lociStitched	chr14	106062751	106068846	2	5884	8059.4185	703	1
2_MACS_peak_22656_lociStitched	chr3	183268359	183274257	2	5882	16236.0144	704	1
3_MACS_peak_31930_lociStitched	chr9	102580553	102586714	3	5870	29433.5614	705	1
2_MACS_peak_27490_lociStitched	chr6	130003217	130009270	2	5860	13981.2194	706	1
1_MACS_peak_25873_lociStitched	chr5	172260150	172266002	1	5853	23861.53	707	1
4_MACS_peak_28799_lociStitched	chr7	74071085	74077479	4	5845	18360.371	708	1
1_MACS_peak_25439_lociStitched	chr5	137069948	137075785	1	5838	10184.3976	709	1
1_MACS_peak_28643_lociStitched	chr7	50512817	50518650	1	5834	13837.0426	710	1
1_MACS_peak_23066_lociStitched	chr4	6941076	6946906	1	5831	16332.162	711	1
1_MACS_peak_28628_lociStitched	chr7	48123954	48129779	1	5826	37374.365	712	1
1_MACS_peak_13212_lociStitched	chr17	48992033	48997856	1	5824	24561.414	713	1
2_MACS_peak_25132_lociStitched	chr5	103520348	103526270	2	5824	14328.8712	714	1
1_MACS_peak_11899_lociStitched	chr16	81748126	81753947	1	5822	23085.5039	715	1
2_MACS_peak_7532_lociStitched	chr12	122237093	122242978	2	5821	33562.155	716	1
2_MACS_peak_33634_lociStitched	chrX	152988000	152994001	2	5815	16119.8862	717	1
3_MACS_peak_7978_lociStitched	chr13	49549200	49555070	3	5812	11627.883	718	1
2_MACS_peak_13262_lociStitched	chr17	55498655	55504606	2	5812	8688.46	719	1
1_MACS_peak_20509_lociStitched	chr22	31514022	31519832	1	5811	12125.47	720	1
1_MACS_peak_30846_lociStitched	chr8	124046560	124052368	1	5809	19669.9536	721	1
2_MACS_peak_14521_lociStitched	chr19	1647846	1653731	2	5800	19037.975	722	1
3_MACS_peak_27550_lociStitched	chr6	134566163	134572212	3	5800	16449.0457	723	1
2_MACS_peak_32193_lociStitched	chr9	125995158	126001158	2	5794	11227.2	724	1
2_MACS_peak_1761_lociStitched	chr1	149810839	149816767	2	5792	28763.2488	725	1
2_MACS_peak_7493_lociStitched	chr12	121284273	121290099	2	5790	18924.0132	726	1
2_MACS_peak_6186_lociStitched	chr12	4224272	4230086	2	5789	20824.5852	727	1
3_MACS_peak_32432_lociStitched	chr9	135224943	135231297	3	5789	13335.7752	728	1
2_MACS_peak_30332_lociStitched	chr8	65970374	65976187	2	5788	25863.7809	729	1
2_MACS_peak_15699_lociStitched	chr19	45223318	45229139	2	5788	14501.8573	730	1
1_MACS_peak_8881_lociStitched	chr14	69258461	69264247	1	5787	22837.9206	731	1
1_MACS_peak_14308_lociStitched	chr18	56291864	56297645	1	5782	13502.6817	732	1
1_MACS_peak_10222_lociStitched	chr15	73074132	73079912	1	5781	27896.014	733	1
5_MACS_peak_15813_lociStitched	chr19	47742411	47748474	5	5779	14096.475	734	1
5_MACS_peak_18656_lociStitched	chr2	230731442	230737907	5	5770	11900.772	735	1
1_MACS_peak_11046_lociStitched	chr16	14446533	14452294	1	5762	13101.0901	736	1
1_MACS_peak_7397_lociStitched	chr12	113343207	113348967	1	5761	16900.416	737	1
3_MACS_peak_33484_lociStitched	chrX	129304541	129310942	3	5755	19083.9414	738	1
1_MACS_peak_21436_lociStitched	chr3	46148301	46154054	1	5754	15959.3973	739	1
1_MACS_peak_354_lociStitched	chr1	22105099	22110848	1	5750	34892.9806	740	1
3_MACS_peak_10619_lociStitched	chr15	93424184	93430041	3	5750	28640.73	741	1
3_MACS_peak_20291_lociStitched	chr22	22113222	22119350	3	5744	10898.648	742	1
1_MACS_peak_19518_lociStitched	chr20	48290833	48296574	1	5742	18297.7152	743	1
2_MACS_peak_29846_lociStitched	chr8	11054390	11060130	2	5741	17175.228	744	1
1_MACS_peak_5684_lociStitched	chr11	77145435	77151173	1	5739	16557.5728	745	1
2_MACS_peak_29060_lociStitched	chr7	99961963	99967743	2	5738	19158.388	746	1
1_MACS_peak_25682_lociStitched	chr5	151133186	151138901	1	5716	14526.387	747	1
1_MACS_peak_13320_lociStitched	chr17	57860824	57866535	1	5712	33083.823	748	1
1_MACS_peak_21521_lociStitched	chr3	49054935	49060643	1	5709	25547.8664	749	1
1_MACS_peak_7490_lociStitched	chr12	121234350	121240053	1	5704	12224.9508	750	1
3_MACS_peak_27628_lociStitched	chr6	138186881	138192841	3	5703	13602.508	751	1
3_MACS_peak_14743_lociStitched	chr19	7400938	7406719	3	5700	18901.5576	752	1
3_MACS_peak_32881_lociStitched	chrX	38660012	38665990	3	5700	10044.8334	753	1
1_MACS_peak_5473_lociStitched	chr11	66793919	66799617	1	5699	18800.551	754	1
3_MACS_peak_26112_lociStitched	chr6	3022515	3028370	3	5698	11863.9865	755	1
1_MACS_peak_31218_lociStitched	chr9	624479	630171	1	5693	15506.7156	756	1
1_MACS_peak_3032_lociStitched	chr1	233748219	233753911	1	5693	27540.742	757	1
5_MACS_peak_7255_lociStitched	chr12	107419464	107425470	5	5687	13126.7136	758	1
2_MACS_peak_24035_lociStitched	chr4	154033332	154039013	2	5674	19298.9251	759	1
3_MACS_peak_14830_lociStitched	chr19	10352443	10358165	3	5673	17704.4402	760	1
3_MACS_peak_15868_lociStitched	chr19	49136380	49142409	3	5673	16429.025	761	1
2_MACS_peak_28920_lociStitched	chr7	90558080	90563929	2	5672	12018.5252	762	1
4_MACS_peak_17492_lociStitched	chr2	103216472	103222862	4	5657	11528.199	763	1
1_MACS_peak_32516_lociStitched	chr9	139095702	139101355	1	5654	19117.8807	764	1
1_MACS_peak_16325_lociStitched	chr2	8651718	8657371	1	5654	25210.6841	765	1
1_MACS_peak_2972_lociStitched	chr1	230244649	230250300	1	5652	13855.6869	766	1
2_MACS_peak_582_lociStitched	chr1	28198279	28203958	2	5647	25784.3637	767	1
2_MACS_peak_15090_lociStitched	chr19	16448831	16454789	2	5644	18832.0464	768	1
1_MACS_peak_22534_lociStitched	chr3	169771347	169776987	1	5641	36116.868	769	1
3_MACS_peak_27689_lociStitched	chr6	143204182	143209975	3	5639	15690.9198	770	1
3_MACS_peak_32106_lociStitched	chr9	117029697	117035561	3	5637	12788.2112	771	1
4_MACS_peak_24219_lociStitched	chr4	185392391	185398471	4	5635	13045.856	772	1
2_MACS_peak_4810_lociStitched	chr11	10335493	10341343	2	5629	14474.655	773	1
2_MACS_peak_16438_lociStitched	chr2	18284425	18290143	2	5628	10565.1486	774	1
1_MACS_peak_12819_lociStitched	chr17	37023220	37028845	1	5626	10419.75	775	1
2_MACS_peak_22255_lociStitched	chr3	133290912	133296671	2	5624	14117.6126	776	1
2_MACS_peak_14852_lociStitched	chr19	10534079	10539713	2	5618	14331.7692	777	1
2_MACS_peak_8643_lociStitched	chr14	50358414	50364186	2	5618	19398.5376	778	1
3_MACS_peak_12888_lociStitched	chr17	38478251	38483936	3	5616	9999.915	779	1
1_MACS_peak_15788_lociStitched	chr19	47217112	47222726	1	5615	14082.719	780	1
3_MACS_peak_27576_lociStitched	chr6	135190161	135195929	3	5609	26594.5176	781	1
2_MACS_peak_4257_lociStitched	chr10	104401195	104406816	2	5604	18604.9479	782	1
2_MACS_peak_4487_lociStitched	chr10	125863033	125869105	2	5600	28677.4488	783	1
2_MACS_peak_795_lociStitched	chr1	40362964	40368608	2	5599	12991.9236	784	1
1_MACS_peak_13556_lociStitched	chr17	73289446	73295038	1	5593	24374.4096	785	1
2_MACS_peak_25470_lociStitched	chr5	138723626	138729319	2	5593	11618.8437	786	1
4_MACS_peak_1546_lociStitched	chr1	117098175	117104239	4	5591	9738.784	787	1
2_MACS_peak_22898_lociStitched	chr3	197473670	197479292	2	5590	30345.8694	788	1
1_MACS_peak_23796_lociStitched	chr4	122017458	122023044	1	5587	15482.7162	789	1
3_MACS_peak_24384_lociStitched	chr5	7868599	7874380	3	5587	10074.5487	790	1
1_MACS_peak_11191_lociStitched	chr16	23344558	23350141	1	5584	22310.7846	791	1
2_MACS_peak_15068_lociStitched	chr19	16186062	16191654	2	5583	30826.4592	792	1
3_MACS_peak_5620_lociStitched	chr11	72861506	72867461	3	5578	17802.4725	793	1
2_MACS_peak_6840_lociStitched	chr12	57844903	57850495	2	5577	14525.22	794	1
2_MACS_peak_16381_lociStitched	chr2	10259752	10265545	2	5574	28046.8095	795	1
1_MACS_peak_26021_lociStitched	chr5	179244634	179250204	1	5571	33764.783	796	1
2_MACS_peak_28360_lociStitched	chr7	28851982	28857628	2	5571	16140.7848	797	1
1_MACS_peak_4388_lociStitched	chr10	112630597	112636166	1	5570	22692.5612	798	1
5_MACS_peak_19267_lociStitched	chr20	34729105	34735185	5	5569	15554.464	799	1
1_MACS_peak_29072_lociStitched	chr7	100140004	100145571	1	5568	9730.0026	800	1
1_MACS_peak_4361_lociStitched	chr10	112179303	112184866	1	5564	13827.3928	801	1
2_MACS_peak_15895_lociStitched	chr19	49465148	49470723	2	5564	23359.8075	802	1
1_MACS_peak_14937_lociStitched	chr19	12720708	12726270	1	5563	27149.7906	803	1
1_MACS_peak_26932_lociStitched	chr6	52398137	52403696	1	5560	20198.0706	804	1
1_MACS_peak_5914_lociStitched	chr11	115076424	115081982	1	5559	15337.301	805	1
1_MACS_peak_25897_lociStitched	chr5	173160222	173165779	1	5558	11018.9753	806	1
4_MACS_peak_15076_lociStitched	chr19	16249896	16256398	4	5558	11240.6576	807	1
1_MACS_peak_1995_lociStitched	chr1	156782891	156788447	1	5557	17508.6228	808	1
1_MACS_peak_30915_lociStitched	chr8	126616635	126622187	1	5553	19307.08	809	1
2_MACS_peak_13324_lociStitched	chr17	57913454	57919064	2	5551	15185.709	810	1
3_MACS_peak_30069_lociStitched	chr8	28347209	28352816	3	5546	10625.8257	811	1
2_MACS_peak_23273_lociStitched	chr4	40306500	40312057	2	5545	15348.9897	812	1
2_MACS_peak_23034_lociStitched	chr4	5552697	5558302	2	5535	15157.041	813	1
3_MACS_peak_29131_lociStitched	chr7	102152351	102158244	3	5528	15040.1146	814	1
2_MACS_peak_19012_lociStitched	chr20	10650353	10655983	2	5526	11123.191	815	1
2_MACS_peak_27039_lociStitched	chr6	74228793	74234370	2	5521	27352.3965	816	1
2_MACS_peak_20047_lociStitched	chr21	43884730	43890554	2	5521	9469.2416	817	1
1_MACS_peak_30743_lociStitched	chr8	105632421	105637940	1	5520	18516.245	818	1
2_MACS_peak_18250_lociStitched	chr2	191744309	191749855	2	5516	19821.9586	819	1
1_MACS_peak_32415_lociStitched	chr9	134529574	134535088	1	5515	12543.2472	820	1
1_MACS_peak_30238_lociStitched	chr8	54930087	54935599	1	5513	9743.5624	821	1
2_MACS_peak_434_lociStitched	chr1	24714931	24720542	2	5511	9915.7592	822	1
2_MACS_peak_5626_lociStitched	chr11	72951790	72957314	2	5506	16938.2412	823	1
1_MACS_peak_2652_lociStitched	chr1	207995188	208000689	1	5502	21463.8018	824	1
2_MACS_peak_31419_lociStitched	chr9	33452501	33458110	2	5499	9450.6041	825	1
2_MACS_peak_24990_lociStitched	chr5	87967456	87972956	2	5493	31502.9	826	1
3_MACS_peak_15086_lociStitched	chr19	16434680	16440241	3	5493	19308.9042	827	1
3_MACS_peak_15638_lociStitched	chr19	42783379	42789234	3	5493	11835.297	828	1
2_MACS_peak_5962_lociStitched	chr11	118738228	118744048	2	5490	16962.39	829	1
4_MACS_peak_24806_lociStitched	chr5	66499140	66505241	4	5489	10080.0722	830	1
3_MACS_peak_443_lociStitched	chr1	24881970	24887579	3	5488	31211.2805	831	1
3_MACS_peak_28443_lociStitched	chr7	35061178	35067029	3	5488	17937.9958	832	1
1_MACS_peak_18635_lociStitched	chr2	227699301	227704787	1	5487	21569.8548	833	1
1_MACS_peak_32260_lociStitched	chr9	129765682	129771160	1	5479	22723.8396	834	1
1_MACS_peak_23791_lociStitched	chr4	121775243	121780719	1	5477	16004.1576	835	1
2_MACS_peak_5630_lociStitched	chr11	72979789	72985343	2	5477	12002.194	836	1
2_MACS_peak_19870_lociStitched	chr21	34607104	34613063	2	5477	18124.2985	837	1
3_MACS_peak_28290_lociStitched	chr7	25001957	25007866	3	5474	7776.8349	838	1
1_MACS_peak_19039_lociStitched	chr20	17945799	17951269	1	5471	22222.422	839	1
2_MACS_peak_21242_lociStitched	chr3	23954485	23959989	2	5467	21017.5744	840	1
1_MACS_peak_16317_lociStitched	chr2	8516395	8521859	1	5465	21736.3384	841	1
1_MACS_peak_32110_lociStitched	chr9	117043316	117048778	1	5463	15775.3484	842	1
1_MACS_peak_16185_lociStitched	chr19	57790094	57795549	1	5456	19423.073	843	1
2_MACS_peak_7219_lociStitched	chr12	104849922	104855514	2	5454	9135.0912	844	1
2_MACS_peak_26064_lociStitched	chr5	180668638	180674502	2	5453	16595.7064	845	1
2_MACS_peak_2144_lociStitched	chr1	164580016	164585793	2	5447	14546.486	846	1
1_MACS_peak_9596_lociStitched	chr15	31749937	31755369	1	5433	15882.0816	847	1
1_MACS_peak_29203_lociStitched	chr7	105816580	105822008	1	5429	23478.2712	848	1
1_MACS_peak_28254_lociStitched	chr7	22600873	22606297	1	5425	13177.0656	849	1
1_MACS_peak_26817_lociStitched	chr6	43594169	43599589	1	5421	17261.616	850	1
2_MACS_peak_6952_lociStitched	chr12	68872739	68878370	2	5421	24616.4796	851	1
1_MACS_peak_19790_lociStitched	chr21	15822863	15828280	1	5418	17033.2148	852	1
1_MACS_peak_10194_lociStitched	chr15	70782431	70787847	1	5417	20406.9464	853	1
2_MACS_peak_10090_lociStitched	chr15	66678224	66683797	2	5416	14322.61	854	1
2_MACS_peak_2561_lociStitched	chr1	205252936	205258377	2	5410	16293.0745	855	1
2_MACS_peak_22652_lociStitched	chr3	183241761	183247174	2	5403	18849.6899	856	1
2_MACS_peak_30665_lociStitched	chr8	101523228	101528627	2	5398	10685.7008	857	1
3_MACS_peak_13695_lociStitched	chr17	76710415	76716106	3	5393	12661.9059	858	1
1_MACS_peak_20356_lociStitched	chr22	23477722	23483112	1	5391	19376.511	859	1
3_MACS_peak_13267_lociStitched	chr17	55539354	55544963	3	5385	10004.2124	860	1
3_MACS_peak_12029_lociStitched	chr16	88846515	88852199	3	5379	8699.9304	861	1
1_MACS_peak_21412_lociStitched	chr3	45592607	45597980	1	5374	17712.0945	862	1
3_MACS_peak_6653_lociStitched	chr12	50613440	50618845	3	5370	11650.4775	863	1
2_MACS_peak_28603_lociStitched	chr7	47533565	47539320	2	5370	26227.2615	864	1
1_MACS_peak_32285_lociStitched	chr9	130537627	130542995	1	5369	17027.8328	865	1
1_MACS_peak_20778_lociStitched	chr22	41839818	41845186	1	5369	22856.4072	866	1
1_MACS_peak_28785_lociStitched	chr7	73261995	73267361	1	5367	14268.194	867	1
2_MACS_peak_9011_lociStitched	chr14	75741066	75746921	2	5366	24334.551	868	1
3_MACS_peak_8101_lociStitched	chr13	77899331	77905219	3	5365	15449.5232	869	1
3_MACS_peak_27125_lociStitched	chr6	87860974	87866546	3	5360	20381.2616	870	1
2_MACS_peak_7112_lociStitched	chr12	95209008	95214679	2	5357	12677.5205	871	1
1_MACS_peak_15277_lociStitched	chr19	22057116	22062466	1	5351	12603.53	872	1
3_MACS_peak_7655_lociStitched	chr12	129304119	129309661	3	5350	14823.7416	873	1
2_MACS_peak_11538_lociStitched	chr16	56892592	56897960	2	5346	13406.58	874	1
1_MACS_peak_391_lociStitched	chr1	23916397	23921740	1	5344	28351.0266	875	1
1_MACS_peak_3507_lociStitched	chr10	22969803	22975145	1	5343	21760.1028	876	1
2_MACS_peak_26715_lociStitched	chr6	36632205	36637640	2	5341	12068.961	877	1
1_MACS_peak_6477_lociStitched	chr12	31901245	31906577	1	5333	13520.3524	878	1
4_MACS_peak_28530_lociStitched	chr7	43621654	43627433	4	5329	11055.227	879	1
2_MACS_peak_27378_lociStitched	chr6	113949263	113954724	2	5328	19576.5928	880	1
1_MACS_peak_28534_lociStitched	chr7	43686017	43691338	1	5322	9605.4692	881	1
2_MACS_peak_25277_lociStitched	chr5	124268153	124273749	2	5322	18314.5888	882	1
2_MACS_peak_2149_lociStitched	chr1	164603051	164608568	2	5318	7147.2735	883	1
1_MACS_peak_8271_lociStitched	chr13	110694601	110699916	1	5316	24799.79	884	1
2_MACS_peak_30789_lociStitched	chr8	118341303	118346624	2	5314	17749.7918	885	1
3_MACS_peak_15502_lociStitched	chr19	39338693	39344167	3	5309	25215.981	886	1
1_MACS_peak_29408_lociStitched	chr7	130642307	130647614	1	5308	19020.8187	887	1
2_MACS_peak_12606_lociStitched	chr17	27502337	27508055	2	5308	12031.2438	888	1
2_MACS_peak_28730_lociStitched	chr7	66142766	66148111	2	5303	17369.112	889	1
2_MACS_peak_7430_lociStitched	chr12	117358787	117364279	2	5302	10190.406	890	1
2_MACS_peak_13450_lociStitched	chr17	65672228	65677831	2	5301	15541.6014	891	1
6_MACS_peak_28342_lociStitched	chr7	28190073	28196127	6	5295	6667.8756	892	1
5_MACS_peak_26086_lociStitched	chr6	395720	401619	5	5291	6796.8278	893	1
4_MACS_peak_10946_lociStitched	chr16	9052764	9058577	4	5290	10334.3514	894	1
3_MACS_peak_23679_lociStitched	chr4	108638650	108644067	3	5287	14312.7974	895	1
2_MACS_peak_25189_lociStitched	chr5	111089216	111094504	2	5284	11716.6216	896	1
1_MACS_peak_1463_lociStitched	chr1	111413778	111419058	1	5281	10941.744	897	1
3_MACS_peak_17580_lociStitched	chr2	111627185	111632781	3	5281	10570.844	898	1
1_MACS_peak_30169_lociStitched	chr8	38588467	38593744	1	5278	15937.0677	899	1
1_MACS_peak_9750_lociStitched	chr15	42896705	42901980	1	5276	11066.95	900	1
3_MACS_peak_10249_lociStitched	chr15	74691827	74697115	3	5273	10089.504	901	1
3_MACS_peak_6963_lociStitched	chr12	69200342	69205858	3	5273	24991.8928	902	1
1_MACS_peak_16718_lociStitched	chr2	37614576	37619847	1	5272	25196.4342	903	1
1_MACS_peak_29862_lociStitched	chr8	11386569	11391837	1	5269	14154.5892	904	1
2_MACS_peak_18448_lociStitched	chr2	204732620	204737935	2	5265	15026.0365	905	1
4_MACS_peak_6383_lociStitched	chr12	25204167	25209670	4	5261	7334.3984	906	1
2_MACS_peak_22431_lociStitched	chr3	156199180	156204685	2	5259	22969.062	907	1
2_MACS_peak_33640_lociStitched	chrX	153189400	153194807	2	5257	18703.8944	908	1
2_MACS_peak_26525_lociStitched	chr6	30581261	30586558	2	5254	23327.4583	909	1
3_MACS_peak_31410_lociStitched	chr9	33288208	33293627	3	5253	27262.4471	910	1
1_MACS_peak_22897_lociStitched	chr3	197459851	197465102	1	5252	30347.6294	911	1
2_MACS_peak_10982_lociStitched	chr16	11057258	11062528	2	5250	21164.32	912	1
2_MACS_peak_9674_lociStitched	chr15	40396917	40402173	2	5248	10374.8184	913	1
1_MACS_peak_24630_lociStitched	chr5	42990620	42995866	1	5247	22025.331	914	1
1_MACS_peak_32483_lociStitched	chr9	138359922	138365167	1	5246	13929.1465	915	1
1_MACS_peak_9673_lociStitched	chr15	40387603	40392844	1	5242	19666.3284	916	1
2_MACS_peak_9864_lociStitched	chr15	51639108	51644551	2	5242	19927.9116	917	1
1_MACS_peak_11546_lociStitched	chr16	56948271	56953502	1	5232	27754.1167	918	1
1_MACS_peak_27448_lociStitched	chr6	119667174	119672404	1	5231	21756.277	919	1
3_MACS_peak_4333_lociStitched	chr10	111967290	111972545	3	5229	16364.5955	920	1
