REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_4487_lociStitched	chr10	125863033	125869105	2	5600	28677.4488	359	1		CHST15	CHST15	CHST15	0.4762	359	1
3_MACS_peak_10619_lociStitched	chr15	93424184	93430041	3	5750	28640.73	360	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	4.6236	360	1
4_MACS_peak_26909_lociStitched	chr6	52034685	52048609	4	13422	28407.7448	361	1		MIR206,MIR133B,IL17A	IL17A	IL17A	0.5705	361	1
1_MACS_peak_14015_lociStitched	chr18	20770777	20779059	1	8283	28387.3832	362	1	CABLES1		CABLES1	CABLES1	1.2453	362	1
1_MACS_peak_391_lociStitched	chr1	23916397	23921740	1	5344	28351.0266	363	1		MDS2,ID3	ID3	ID3	1.7641	363	1
3_MACS_peak_31043_lociStitched	chr8	134508839	134518583	3	9481	28342.3728	364	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5637	364	1
1_MACS_peak_23741_lociStitched	chr4	113205441	113211957	1	6517	28280.0916	365	1	TIFA	ALPK1	TIFA	TIFA	1.7264	365	1
4_MACS_peak_20830_lociStitched	chr22	43058103	43068072	4	9457	28260.1212	366	1		RNU12,POLDIP3,ATP5L2,CYB5R3,A4GALT	CYB5R3	RNU12	1.5251	366	1
1_MACS_peak_2343_lociStitched	chr1	184459247	184465832	1	6586	28198.287	367	1	C1orf21		C1orf21	C1orf21	0.273	367	1
2_MACS_peak_16743_lociStitched	chr2	38821851	38831616	2	9639	28120.2705	368	1	HNRPLL		HNRPLL	HNRPLL	0.755	368	1
7_MACS_peak_18018_lociStitched	chr2	165608502	165619274	7	10322	28079.3724	369	1	COBLL1		SNORA70F	SNORA70F	NONE	369	1
1_MACS_peak_14672_lociStitched	chr19	5717403	5721229	1	3827	28056.058	370	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	RPL36	1.7127	370	1
2_MACS_peak_16381_lociStitched	chr2	10259752	10265545	2	5574	28046.8095	371	1	RRM2	C2orf48,CYS1	RRM2	RRM2	1.61	371	1
1_MACS_peak_23933_lociStitched	chr4	144256659	144261520	1	4862	28027.5538	372	1	GAB1		GAB1	GAB1	0.9182	372	1
3_MACS_peak_22250_lociStitched	chr3	133189831	133199984	3	9582	28016.1882	373	1	BFSP2		BFSP2	BFSP2	0.6711	373	1
1_MACS_peak_31061_lociStitched	chr8	134695969	134703303	1	7335	28010.7462	374	1			ST3GAL1	ST3GAL1	0.5637	374	1
1_MACS_peak_17624_lociStitched	chr2	112248972	112253794	1	4823	27993.6388	375	1	LOC541471		LOC541471	LOC541471	2.1904	375	1
1_MACS_peak_17836_lociStitched	chr2	136870989	136877505	1	6517	27984.9168	376	1	CXCR4		CXCR4	CXCR4	2.4643	376	1
1_MACS_peak_10222_lociStitched	chr15	73074132	73079912	1	5781	27896.014	377	1	ADPGK		ADPGK	ADPGK	0.7346	377	1
4_MACS_peak_2925_lociStitched	chr1	228643939	228654103	4	9804	27869.688	378	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	HIST3H2BB	2.0054	378	1
2_MACS_peak_16818_lociStitched	chr2	43452194	43456618	2	4338	27861.4672	379	1	LOC100129726,ZFP36L2		LOC100129726	LOC100129726	2.5293	379	1
2_MACS_peak_10304_lociStitched	chr15	75742549	75749020	2	6387	27829.8297	380	1	SIN3A		SIN3A	SIN3A	0.439	380	1
1_MACS_peak_11546_lociStitched	chr16	56948271	56953502	1	5232	27754.1167	381	1	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.8202	381	1
1_MACS_peak_17253_lociStitched	chr2	86220369	86229014	1	8646	27704.6315	382	1		LOC90784	LOC90784	LOC90784	1.245	382	1
1_MACS_peak_22758_lociStitched	chr3	190651506	190658370	1	6865	27699.672	383	1			SNAR-I	SNAR-I	NONE	383	1
1_MACS_peak_29234_lociStitched	chr7	108208059	108211753	1	3695	27637.3998	384	1	DNAJB9,THAP5	PNPLA8	THAP5	THAP5	1.6948	384	1
2_MACS_peak_15527_lociStitched	chr19	39919358	39927604	2	8153	27615.0294	385	1	RPS16	MED29,ZFP36,PLEKHG2,SUPT5H,TIMM50,PAF1	RPS16	ZFP36	5.2043	385	1
2_MACS_peak_9174_lociStitched	chr14	91811917	91818913	2	6831	27602.718	386	1	CCDC88C		CCDC88C	CCDC88C	1.4847	386	1
1_MACS_peak_19889_lociStitched	chr21	34913128	34916764	1	3637	27554.6988	387	1	SON,GART	DNAJC28,DONSON	GART	GART	0.6243	387	1
10_MACS_peak_23571_lociStitched	chr4	90207972	90226719	10	17533	27548.7165	388	1	GPRIN3		GPRIN3	GPRIN3	0.4789	388	1
1_MACS_peak_3032_lociStitched	chr1	233748219	233753911	1	5693	27540.742	389	1	KCNK1		KCNK1	KCNK1	3.3278	389	1
2_MACS_peak_1763_lociStitched	chr1	149819919	149825958	2	5945	27508.2489	390	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	3.7487	390	1
1_MACS_peak_17455_lociStitched	chr2	99074942	99083955	1	9014	27493.2552	391	1	INPP4A		INPP4A	INPP4A	0.9107	391	1
2_MACS_peak_27039_lociStitched	chr6	74228793	74234370	2	5521	27352.3965	392	1	EEF1A1		EEF1A1	EEF1A1	2.0111	392	1
1_MACS_peak_13259_lociStitched	chr17	55431756	55437876	1	6121	27347.22	393	1	MSI2		MSI2	MSI2	0.4942	393	1
1_MACS_peak_15800_lociStitched	chr19	47614098	47617806	1	3709	27304.2288	394	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.5196	394	1
1_MACS_peak_13830_lociStitched	chr17	80451030	80457919	1	6890	27301.107	395	1		NARF,FOXK2,C17orf62	FOXK2	C17orf62	1.1613	395	1
3_MACS_peak_31410_lociStitched	chr9	33288208	33293627	3	5253	27262.4471	396	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.5918	396	1
1_MACS_peak_23647_lociStitched	chr4	103746071	103750892	1	4822	27172.1202	397	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.7278	397	1
1_MACS_peak_14937_lociStitched	chr19	12720708	12726270	1	5563	27149.7906	398	1	ZNF791,ZNF490		ZNF791	ZNF791	1.022	398	1
3_MACS_peak_3035_lociStitched	chr1	233758206	233766822	3	8106	27134.3688	399	1	KCNK1		KCNK1	KCNK1	3.3278	399	1
3_MACS_peak_4532_lociStitched	chr10	128154799	128166510	3	11703	27117.9916	400	1	C10orf90		C10orf90	C10orf90	1.0299	400	1
1_MACS_peak_13163_lociStitched	chr17	47821575	47827922	1	6348	27085.1878	401	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.3662	401	1
2_MACS_peak_10472_lociStitched	chr15	85519027	85526061	2	6920	27059.798	402	1	PDE8A		PDE8A	PDE8A	0.2955	402	1
1_MACS_peak_16608_lociStitched	chr2	28765714	28770653	1	4940	27003.9825	403	1	PLB1		PLB1	PLB1	0.7215	403	1
1_MACS_peak_32119_lociStitched	chr9	117245486	117251791	1	6306	26986.0305	404	1	DFNB31		DFNB31	DFNB31	1.0813	404	1
1_MACS_peak_22224_lociStitched	chr3	130566196	130574507	1	8312	26957.5596	405	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.285	405	1
2_MACS_peak_13481_lociStitched	chr17	66452223	66459367	2	6812	26936.452	406	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.6604	406	1
3_MACS_peak_2596_lociStitched	chr1	206269429	206276193	3	6594	26924.102	407	1	C1orf186	AVPR1B,CTSE	C1orf186	C1orf186	1.1314	407	1
1_MACS_peak_13704_lociStitched	chr17	76741096	76749005	1	7910	26898.509	408	1	CYTH1		CYTH1	CYTH1	0.7195	408	1
1_MACS_peak_1874_lociStitched	chr1	154191423	154195095	1	3673	26894.8296	409	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	C1orf43	C1orf43	1.3909	409	1
3_MACS_peak_4356_lociStitched	chr10	112150789	112161725	3	10348	26856.6288	410	1			SMNDC1	SMNDC1	0.3575	410	1
1_MACS_peak_104_lociStitched	chr1	6660346	6665490	1	5145	26839.3344	411	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	1.289	411	1
1_MACS_peak_1659_lociStitched	chr1	144532303	144536791	1	4489	26804.58	412	1			C1orf152	C1orf152	NONE	412	1
3_MACS_peak_27381_lociStitched	chr6	113962967	113973805	3	10764	26779.6142	413	1			MARCKS	MARCKS	1.2466	413	1
1_MACS_peak_18583_lociStitched	chr2	219756521	219763138	1	6618	26761.1331	414	1	WNT10A	WNT6	WNT10A	WNT10A	2.0502	414	1
2_MACS_peak_3134_lociStitched	chr1	241801825	241808057	2	6115	26673.5832	415	1	OPN3	WDR64,CHML	OPN3	CHML	0.8039	415	1
1_MACS_peak_27696_lociStitched	chr6	143264769	143269792	1	5024	26657.061	416	1	HIVEP2		HIVEP2	HIVEP2	0.4334	416	1
3_MACS_peak_27576_lociStitched	chr6	135190161	135195929	3	5609	26594.5176	417	1			ALDH8A1	ALDH8A1	NONE	417	1
2_MACS_peak_28327_lociStitched	chr7	26191138	26199837	2	8691	26520.6413	418	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	2.1103	418	1
3_MACS_peak_8968_lociStitched	chr14	74224508	74231886	3	7230	26481.1176	419	1	C14orf43	PNMA1	C14orf43	C14orf43	0.7508	419	1
2_MACS_peak_21420_lociStitched	chr3	45651259	45660477	2	9218	26423.397	420	1	LIMD1		LIMD1	LIMD1	0.8718	420	1
1_MACS_peak_378_lociStitched	chr1	23850345	23858845	1	8501	26422.25	421	1	E2F2	ASAP3,ID3	E2F2	ID3	1.7641	421	1
1_MACS_peak_16523_lociStitched	chr2	25193370	25196138	1	2769	26374.3344	422	1	LOC729723,DNAJC27		DNAJC27	DNAJC27	0.7692	422	1
1_MACS_peak_3670_lociStitched	chr10	45913505	45918602	1	5098	26280.132	423	1	ALOX5		ALOX5	ALOX5	0.5441	423	1
1_MACS_peak_16624_lociStitched	chr2	28973132	28976934	1	3803	26240.2634	424	1	PPP1CB		PPP1CB	PPP1CB	0.5145	424	1
2_MACS_peak_28603_lociStitched	chr7	47533565	47539320	2	5370	26227.2615	425	1	TNS3		TNS3	TNS3	0.4397	425	1
2_MACS_peak_2601_lociStitched	chr1	206286930	206294935	2	7899	26225.981	426	1	C1orf186	CTSE	C1orf186	C1orf186	1.1314	426	1
3_MACS_peak_6134_lociStitched	chr12	282753	290789	3	7780	26177.27	427	1	IQSEC3	LOC574538,SLC6A12	LOC574538	LOC574538	0.1402	427	1
1_MACS_peak_268_lociStitched	chr1	16159215	16163468	1	4254	26159.3524	428	1	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.1524	428	1
2_MACS_peak_9386_lociStitched	chr14	103574022	103581654	2	7450	26125.0992	429	1	C14orf73	TNFAIP2	C14orf73	C14orf73	1.5188	429	1
1_MACS_peak_20688_lociStitched	chr22	38899929	38903674	1	3746	26117.2555	430	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.8876	430	1
1_MACS_peak_9846_lociStitched	chr15	50644993	50648696	1	3704	26102.8173	431	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	FLJ10038	1.7566	431	1
1_MACS_peak_13712_lociStitched	chr17	76884058	76889176	1	5119	26058.297	432	1	TIMP2	USP36	TIMP2	TIMP2	0.6823	432	1
5_MACS_peak_5557_lociStitched	chr11	69453116	69467770	5	14262	26032.831	433	1	CCND1	ORAOV1	CCND1	CCND1	1.2992	433	1
2_MACS_peak_14462_lociStitched	chr19	659008	664073	2	4844	26015.3595	434	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	1.1083	434	1
2_MACS_peak_25270_lociStitched	chr5	124077337	124085725	2	8382	26006.1552	435	1	ZNF608		ZNF608	ZNF608	0.4964	435	1
5_MACS_peak_6813_lociStitched	chr12	57076495	57084250	5	7584	25966.842	436	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	1.1398	436	1
2_MACS_peak_30332_lociStitched	chr8	65970374	65976187	2	5788	25863.7809	437	1			CYP7B1	CYP7B1	NONE	437	1
3_MACS_peak_13221_lociStitched	chr17	49195950	49200378	3	4344	25815.6828	438	1	SPAG9	NME1-NME2,NME1,NME2	SPAG9	NME1	1.1683	438	1
2_MACS_peak_582_lociStitched	chr1	28198279	28203958	2	5647	25784.3637	439	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	C1orf38	1.4505	439	1
1_MACS_peak_2283_lociStitched	chr1	179048989	179053675	1	4687	25666.6278	440	1	TOR3A		TOR3A	TOR3A	1.2859	440	1
1_MACS_peak_1991_lociStitched	chr1	156762539	156768459	1	5921	25566.112	441	1	PRCC	NTRK1,HDGF,SH2D2A	NTRK1	HDGF	1.9428	441	1
1_MACS_peak_20318_lociStitched	chr22	23145090	23155464	1	10375	25562.5734	442	1		MIR650	MIR650	MIR650	1.3371	442	1
1_MACS_peak_30741_lociStitched	chr8	105596419	105602645	1	6227	25558.3526	443	1	LRP12		LRP12	LRP12	0.3474	443	1
1_MACS_peak_21521_lociStitched	chr3	49054935	49060643	1	5709	25547.8664	444	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	2.0855	444	1
1_MACS_peak_13124_lociStitched	chr17	46123702	46127836	1	4135	25528.6902	445	1	NFE2L1	MIR152,COPZ2	NFE2L1	NFE2L1	1.9656	445	1
2_MACS_peak_3646_lociStitched	chr10	43899520	43906188	2	6646	25474.4272	446	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	1.3447	446	1
2_MACS_peak_22654_lociStitched	chr3	183249557	183256794	2	7110	25461.2134	447	1	KLHL6		KLHL6	KLHL6	1.361	447	1
3_MACS_peak_20083_lociStitched	chr21	44844738	44852109	3	6980	25441.7436	448	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.2575	448	1
3_MACS_peak_19697_lociStitched	chr20	61277740	61285080	3	7160	25432.366	449	1	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.8824	449	1
1_MACS_peak_32053_lociStitched	chr9	114792140	114801099	1	8960	25409.5158	450	1	MIR3134		UGCG	UGCG	NONE	450	1
1_MACS_peak_30168_lociStitched	chr8	38238977	38244872	1	5896	25408.629	451	1	LETM2,WHSC1L1		LETM2	LETM2	0.8389	451	1
2_MACS_peak_32023_lociStitched	chr9	112908633	112916251	2	7603	25356.513	452	1	PALM2-AKAP2,AKAP2		AKAP2	AKAP2	0.6057	452	1
2_MACS_peak_3699_lociStitched	chr10	50250298	50257630	2	7315	25323.2616	453	1	C10orf72		MIR4294	MIR4294	NONE	453	1
1_MACS_peak_25160_lociStitched	chr5	108743379	108750140	1	6762	25259.7721	454	1	PJA2		PJA2	PJA2	0.3546	454	1
1_MACS_peak_4246_lociStitched	chr10	104152920	104157007	1	4088	25258.4774	455	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.6324	455	1
3_MACS_peak_15502_lociStitched	chr19	39338693	39344167	3	5309	25215.981	456	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.2477	456	1
2_MACS_peak_50_lociStitched	chr1	1837280	1841484	2	4155	25213.9104	457	1		CALML6,GNB1,TMEM52	CALML6	CALML6	0.2251	457	1
1_MACS_peak_16325_lociStitched	chr2	8651718	8657371	1	5654	25210.6841	458	1			ID2	ID2	NONE	458	1
1_MACS_peak_28375_lociStitched	chr7	29718774	29726468	1	7695	25202.4664	459	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	1.1582	459	1
1_MACS_peak_16718_lociStitched	chr2	37614576	37619847	1	5272	25196.4342	460	1		QPCT	QPCT	QPCT	5.8314	460	1
2_MACS_peak_26411_lociStitched	chr6	26532317	26539859	2	7451	25160.112	461	1	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	1.3291	461	1
2_MACS_peak_10499_lociStitched	chr15	89163721	89168779	2	4994	25095.267	462	1	AEN	MIR1179,MIR7-2,ISG20	AEN	AEN	1.8126	462	1
2_MACS_peak_2554_lociStitched	chr1	204530967	204537679	2	6589	25075.3608	463	1		MDM4	MDM4	MDM4	0.7286	463	1
4_MACS_peak_12399_lociStitched	chr17	16888267	16895374	4	6919	25018.7721	464	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.6931	464	1
1_MACS_peak_28294_lociStitched	chr7	25018231	25022688	1	4458	25007.3356	465	1	OSBPL3		OSBPL3	OSBPL3	0.3749	465	1
1_MACS_peak_24730_lociStitched	chr5	56468469	56474480	1	6012	25006.3611	466	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3181	466	1
4_MACS_peak_32898_lociStitched	chrX	39712468	39721037	4	8070	25006.0558	467	1			BCOR	BCOR	0.3733	467	1
3_MACS_peak_6963_lociStitched	chr12	69200342	69205858	3	5273	24991.8928	468	1	MDM2		MDM2	MDM2	0.6662	468	1
3_MACS_peak_30296_lociStitched	chr8	61822662	61829923	3	6792	24990.1837	469	1			LOC100130298	LOC100130298	NONE	469	1
1_MACS_peak_1779_lociStitched	chr1	150205696	150209713	1	4018	24943.5615	470	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	C1orf54	1.5016	470	1
1_MACS_peak_1747_lociStitched	chr1	149222030	149225928	1	3899	24845.4622	471	1			LOC388692	LOC388692	NONE	471	1
1_MACS_peak_16601_lociStitched	chr2	28112331	28115457	1	3127	24822.9408	472	1	BRE,RBKS,LOC100302650		LOC100302650	LOC100302650	2.2635	472	1
3_MACS_peak_23147_lociStitched	chr4	15002011	15008452	3	6414	24819.1053	473	1	CPEB2		CPEB2	CPEB2	0.4122	473	1
2_MACS_peak_28415_lociStitched	chr7	32766621	32774497	2	7863	24803.0992	474	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	2.3034	474	1
1_MACS_peak_8271_lociStitched	chr13	110694601	110699916	1	5316	24799.79	475	1			IRS2	IRS2	NONE	475	1
2_MACS_peak_9810_lociStitched	chr15	45489672	45496365	2	6348	24761.4228	476	1	SHF	SLC28A2	SHF	SHF	0.7721	476	1
1_MACS_peak_31506_lociStitched	chr9	37526978	37533128	1	6151	24737.145	477	1	FBXO10	POLR1E	POLR1E	POLR1E	0.5056	477	1
1_MACS_peak_14258_lociStitched	chr18	51794675	51799653	1	4979	24676.4438	478	1	POLI	SNORA37,MBD2	POLI	POLI	1.1556	478	1
1_MACS_peak_13581_lociStitched	chr17	73778550	73782775	1	4226	24655.8325	479	1	UNK	GALK1,H3F3B	UNK	H3F3B	1.481	479	1
2_MACS_peak_17691_lociStitched	chr2	114642473	114649810	2	7168	24650.8526	480	1	ACTR3		ACTR3	ACTR3	0.3609	480	1
2_MACS_peak_29397_lociStitched	chr7	130584694	130591785	2	7061	24617.8247	481	1	LOC646329	MIR29A,MIR29B1	LOC646329	LOC646329	1.1866	481	1
2_MACS_peak_6952_lociStitched	chr12	68872739	68878370	2	5421	24616.4796	482	1			RAP1B	RAP1B	NONE	482	1
1_MACS_peak_2471_lociStitched	chr1	200834088	200840858	1	6771	24597.441	483	1		GPR25,C1orf106	GPR25	GPR25	1.3369	483	1
4_MACS_peak_3084_lociStitched	chr1	235144335	235153219	4	8300	24596.2424	484	1			SNORA14B	SNORA14B	NONE	484	1
2_MACS_peak_22893_lociStitched	chr3	197437515	197442723	2	4786	24589.572	485	1	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.9696	485	1
1_MACS_peak_14858_lociStitched	chr19	10612065	10614652	1	2588	24584.5197	486	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	1.064	486	1
2_MACS_peak_14013_lociStitched	chr18	20711815	20719087	2	7203	24566.2704	487	1	CABLES1	CABLES1	CABLES1	CABLES1	1.2453	487	1
1_MACS_peak_13212_lociStitched	chr17	48992033	48997856	1	5824	24561.414	488	1			TOB1	TOB1	2.8089	488	1
1_MACS_peak_16479_lociStitched	chr2	20774166	20780310	1	6145	24513.9456	489	1			HS1BP3	HS1BP3	NONE	489	1
4_MACS_peak_3512_lociStitched	chr10	23727223	23739156	4	11502	24509.1887	490	1	OTUD1		OTUD1	OTUD1	1.597	490	1
1_MACS_peak_22967_lociStitched	chr4	2412455	2416730	1	4276	24456.42	491	1	ZFYVE28	LOC402160,ZFYVE28	ZFYVE28	ZFYVE28	0.2909	491	1
2_MACS_peak_31663_lociStitched	chr9	86319098	86324306	2	5129	24456.2472	492	1	UBQLN1		UBQLN1	UBQLN1	0.5409	492	1
3_MACS_peak_23244_lociStitched	chr4	38307179	38316775	3	9128	24451.5676	493	1			PTTG2	PTTG2	NONE	493	1
3_MACS_peak_20608_lociStitched	chr22	37557403	37563479	3	6008	24447.3936	494	1		IL2RB,C1QTNF6,SSTR3	IL2RB	SSTR3	0.6166	494	1
3_MACS_peak_22488_lociStitched	chr3	164168249	164180342	3	11997	24445.9995	495	1			SI	SI	NONE	495	1
1_MACS_peak_27005_lociStitched	chr6	64280968	64284480	1	3513	24414.0192	496	1	PTP4A1		PTP4A1	PTP4A1	1.2132	496	1
1_MACS_peak_26458_lociStitched	chr6	27803584	27808115	1	4532	24400.3412	497	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H2AK	2.4508	497	1
1_MACS_peak_10082_lociStitched	chr15	66082758	66086697	1	3940	24375.7137	498	1	DENND4A		DENND4A	DENND4A	0.252	498	1
1_MACS_peak_13556_lociStitched	chr17	73289446	73295038	1	5593	24374.4096	499	1		MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	MIF4GD	1.319	499	1
1_MACS_peak_10152_lociStitched	chr15	69758380	69762754	1	4375	24337.3734	500	1		RPLP1	RPLP1	RPLP1	1.4352	500	1
2_MACS_peak_9011_lociStitched	chr14	75741066	75746921	2	5366	24334.551	501	1	FOS		FOS	FOS	1.9264	501	1
1_MACS_peak_18575_lociStitched	chr2	219431985	219436381	1	4397	24334.4976	502	1	RQCD1,USP37	PLCD4	RQCD1	RQCD1	0.8242	502	1
2_MACS_peak_28899_lociStitched	chr7	87549123	87557909	2	8730	24330.1912	503	1		DBF4,ADAM22,SLC25A40	ADAM22	DBF4	0.3029	503	1
4_MACS_peak_7132_lociStitched	chr12	96587091	96594485	4	6871	24304.078	504	1	ELK3		ELK3	ELK3	0.4656	504	1
2_MACS_peak_5991_lociStitched	chr11	119185718	119193529	2	7731	24269.5581	505	1	MCAM	RNF26,C1QTNF5,USP2	MCAM	MCAM	1.3013	505	1
1_MACS_peak_1950_lociStitched	chr1	155945560	155954592	1	9033	24250.92	506	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	3.438	506	1
2_MACS_peak_24359_lociStitched	chr5	6492398	6498564	2	6108	24238.546	507	1	UBE2QL1		UBE2QL1	UBE2QL1	2.303	507	1
2_MACS_peak_19668_lociStitched	chr20	58674811	58682865	2	7883	24237.7076	508	1		C20orf197	C20orf197	C20orf197	0.0981	508	1
1_MACS_peak_3852_lociStitched	chr10	74018425	74024492	1	6068	24201.263	509	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.4219	509	1
1_MACS_peak_15582_lociStitched	chr19	41801648	41806435	1	4788	24191.1045	510	1	HNRNPUL1	CCDC97	CCDC97	CCDC97	0.5486	510	1
3_MACS_peak_30641_lociStitched	chr8	101316372	101323759	3	7215	24185.038	511	1	RNF19A	RNF19A	RNF19A	RNF19A	0.6709	511	1
2_MACS_peak_3211_lociStitched	chr10	554582	562302	2	7684	24183.672	512	1	DIP2C		C10orf108	C10orf108	NONE	512	1
3_MACS_peak_26424_lociStitched	chr6	27094223	27102847	3	8365	24176.5216	513	1	HIST1H2AG,HIST1H2BJ	HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BK	HIST1H2BJ	HIST1H2BJ	2.2258	513	1
3_MACS_peak_25327_lociStitched	chr5	130709388	130719013	3	9325	24158.75	514	1	CDC42SE2		CDC42SE2	CDC42SE2	0.3184	514	1
1_MACS_peak_25346_lociStitched	chr5	131745333	131751738	1	6406	24094.9695	515	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	1.6167	515	1
1_MACS_peak_9894_lociStitched	chr15	52754660	52759452	1	4793	24061.1112	516	1	MYO5A		MYO5A	MYO5A	0.4069	516	1
1_MACS_peak_26789_lociStitched	chr6	42748625	42752373	1	3749	24055.0388	517	1		KIAA0240,TBCC	TBCC	TBCC	1.3667	517	1
3_MACS_peak_15001_lociStitched	chr19	13952366	13959210	3	6291	24053.9224	518	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.7911	518	1
9_MACS_peak_24463_lociStitched	chr5	24263954	24280809	9	15655	24050.3995	519	1			CDH10	CDH10	NONE	519	1
3_MACS_peak_17360_lociStitched	chr2	89442053	89453914	3	11604	23931.9397	520	1			ANKRD36BP2	ANKRD36BP2	NONE	520	1
3_MACS_peak_17310_lociStitched	chr2	87550573	87558053	3	7120	23916.552	521	1			NCRNA00152	NCRNA00152	3.7422	521	1
1_MACS_peak_18632_lociStitched	chr2	227653812	227660906	1	7095	23911.0364	522	1	IRS1	RHBDD1	IRS1	IRS1	0.7387	522	1
3_MACS_peak_19935_lociStitched	chr21	36587913	36596454	3	8244	23897.718	523	1			RUNX1	RUNX1	0.5502	523	1
1_MACS_peak_25873_lociStitched	chr5	172260150	172266002	1	5853	23861.53	524	1	ERGIC1		ERGIC1	ERGIC1	0.3329	524	1
2_MACS_peak_10210_lociStitched	chr15	72518181	72525017	2	6750	23852.8548	525	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.7164	525	1
1_MACS_peak_20739_lociStitched	chr22	39840799	39845908	1	5110	23798.2329	526	1		TAB1,MGAT3	MGAT3	MGAT3	0.3065	526	1
1_MACS_peak_13343_lociStitched	chr17	58676079	58679878	1	3800	23777.5611	527	1	PPM1D		PPM1D	PPM1D	0.4239	527	1
2_MACS_peak_14557_lociStitched	chr19	2254935	2262083	2	6885	23698.4792	528	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	MIR1227	1.9732	528	1
8_MACS_peak_33602_lociStitched	chrX	151080239	151089486	8	8711	23620.5368	529	1	MAGEA4	MIR452	MAGEA4	MAGEA4	1.1107	529	1
1_MACS_peak_9106_lociStitched	chr14	89768721	89773223	1	4503	23611.6394	530	1	FOXN3		FOXN3	FOXN3	0.3061	530	1
1_MACS_peak_16324_lociStitched	chr2	8626551	8630758	1	4208	23551.2067	531	1			C2orf46	C2orf46	0.1399	531	1
1_MACS_peak_1490_lociStitched	chr1	113160333	113163671	1	3339	23544.2492	532	1	CAPZA1,ST7L		ST7L	ST7L	0.2689	532	1
