#U266 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266.H3K27ac_ROSE/U266_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266.jin.bam
#Using cutoff of 17655.7392 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuperStretch
2_MACS_peak_6165_lociStitched	chr12	1701759	1703940	2	1846	1935.4194	9756	0
1_MACS_peak_26576_lociStitched	chr6	31773721	31775355	1	1635	5216.0548	9757	0
1_MACS_peak_29982_lociStitched	chr8	24207236	24209089	1	1854	1651.3936	9758	0
1_MACS_peak_5242_lociStitched	chr11	61738574	61740366	1	1793	3136.1792	9759	0
3_MACS_peak_2502_lociStitched	chr1	202309880	202311843	3	1733	4074.0102	9760	0
1_MACS_peak_4499_lociStitched	chr10	126384548	126386348	1	1801	2984.94	9761	0
1_MACS_peak_2852_lociStitched	chr1	225964961	225966537	1	1577	5751.1392	9762	0
1_MACS_peak_2827_lociStitched	chr1	224453826	224455654	1	1829	2374.3892	9763	0
1_MACS_peak_8600_lociStitched	chr14	39571692	39573418	1	1727	4150.167	9764	0
2_MACS_peak_8266_lociStitched	chr13	110438468	110440298	2	1739	3984.276	9765	0
1_MACS_peak_13234_lociStitched	chr17	53114406	53116245	1	1840	2073.4725	9766	0
1_MACS_peak_11676_lociStitched	chr16	68227262	68229073	1	1812	2744.9327	9767	0
2_MACS_peak_2387_lociStitched	chr1	192577405	192579232	2	1825	2450.007	9768	0
3_MACS_peak_10880_lociStitched	chr16	3563121	3565199	3	1830	2324.4508	9769	0
2_MACS_peak_31693_lociStitched	chr9	89885017	89886954	2	1840	2055.9318	9770	0
1_MACS_peak_9743_lociStitched	chr15	42499506	42501150	1	1645	5092.4544	9771	0
1_MACS_peak_1442_lociStitched	chr1	110576569	110578280	1	1712	4324.8947	9772	0
1_MACS_peak_25877_lociStitched	chr5	172385505	172387291	1	1787	3208.9062	9773	0
1_MACS_peak_12685_lociStitched	chr17	31302365	31304109	1	1745	3873.0752	9774	0
1_MACS_peak_12633_lociStitched	chr17	28926971	28928677	1	1707	4378.6196	9775	0
2_MACS_peak_16214_lociStitched	chr19	58322775	58324660	2	1819	2557.0025	9776	0
1_MACS_peak_814_lociStitched	chr1	40849575	40851417	1	1843	1927.4688	9777	0
1_MACS_peak_16595_lociStitched	chr2	27851195	27852846	1	1652	5000.7139	9778	0
1_MACS_peak_32621_lociStitched	chrX	346849	348582	1	1734	4016.4008	9779	0
1_MACS_peak_1222_lociStitched	chr1	75840435	75842058	1	1624	5282.0535	9780	0
2_MACS_peak_17757_lociStitched	chr2	128848078	128849880	2	1778	3337.4842	9781	0
1_MACS_peak_31000_lociStitched	chr8	132915661	132917385	1	1725	4129.6696	9782	0
2_MACS_peak_25903_lociStitched	chr5	173239936	173241807	2	1841	1955.9434	9783	0
1_MACS_peak_28071_lociStitched	chr7	2732600	2734396	1	1797	2989.6216	9784	0
2_MACS_peak_22144_lociStitched	chr3	126193659	126195715	2	1807	2784.852	9785	0
3_MACS_peak_31524_lociStitched	chr9	42340735	42342873	3	1843	1882.2952	9786	0
1_MACS_peak_18402_lociStitched	chr2	203829768	203831582	1	1815	2610.5274	9787	0
1_MACS_peak_7503_lociStitched	chr12	121647386	121649039	1	1654	4966.2732	9788	0
1_MACS_peak_2065_lociStitched	chr1	161007802	161009524	1	1723	4147.437	9789	0
1_MACS_peak_32638_lociStitched	chrX	1333262	1335085	1	1824	2390.4999	9790	0
1_MACS_peak_26003_lociStitched	chr5	177658435	177660192	1	1758	3641.0311	9791	0
1_MACS_peak_10359_lociStitched	chr15	78857102	78858918	1	1817	2550.7536	9792	0
1_MACS_peak_1672_lociStitched	chr1	145096008	145097666	1	1659	4904.1982	9793	0
1_MACS_peak_19637_lociStitched	chr20	56880991	56882823	1	1833	2151.1344	9794	0
2_MACS_peak_20758_lociStitched	chr22	41031884	41033677	2	1755	3683.1806	9795	0
2_MACS_peak_13520_lociStitched	chr17	72732698	72734636	2	1847	1722.882	9796	0
2_MACS_peak_15979_lociStitched	chr19	50886900	50888664	2	1755	3678.9984	9797	0
2_MACS_peak_9418_lociStitched	chr14	105218387	105220331	2	1666	4821.5088	9798	0
2_MACS_peak_14230_lociStitched	chr18	48404849	48406701	2	1775	3354.3424	9799	0
2_MACS_peak_27153_lociStitched	chr6	90084856	90086729	2	1793	3032.0124	9800	0
3_MACS_peak_9220_lociStitched	chr14	93581014	93583003	3	1804	2815.2306	9801	0
2_MACS_peak_13177_lociStitched	chr17	48238154	48239915	2	1754	3685.2447	9802	0
2_MACS_peak_21013_lociStitched	chr3	3707259	3709116	2	1814	2589.0294	9803	0
2_MACS_peak_15481_lociStitched	chr19	38826436	38828228	2	1760	3586.5088	9804	0
1_MACS_peak_29119_lociStitched	chr7	102035917	102037658	1	1742	3856.6632	9805	0
1_MACS_peak_23348_lociStitched	chr4	56261209	56262953	1	1745	3812.384	9806	0
1_MACS_peak_22736_lociStitched	chr3	186856200	186857799	1	1600	5480.4126	9807	0
2_MACS_peak_11361_lociStitched	chr16	30537528	30539400	2	1784	3181.6512	9808	0
1_MACS_peak_13139_lociStitched	chr17	47021449	47022934	1	1486	6423.219	9809	0
1_MACS_peak_21171_lociStitched	chr3	15246935	15248563	1	1629	5193.4828	9810	0
1_MACS_peak_5570_lociStitched	chr11	70049276	70050891	1	1616	5320.779	9811	0
1_MACS_peak_5362_lociStitched	chr11	64838802	64840530	1	1729	4023.9936	9812	0
2_MACS_peak_27661_lociStitched	chr6	139690357	139692199	2	1741	3854.5692	9813	0
2_MACS_peak_17499_lociStitched	chr2	105945333	105947200	2	1694	4470.9049	9814	0
2_MACS_peak_9660_lociStitched	chr15	40074087	40075918	2	1746	3776.9868	9815	0
2_MACS_peak_11915_lociStitched	chr16	81869237	81871154	2	1834	2045.2473	9816	0
1_MACS_peak_25960_lociStitched	chr5	176432853	176434492	1	1640	5070.7382	9817	0
2_MACS_peak_10055_lociStitched	chr15	65149008	65151022	2	1806	2724.1364	9818	0
1_MACS_peak_17144_lociStitched	chr2	73297393	73299055	1	1663	4823.7888	9819	0
2_MACS_peak_26667_lociStitched	chr6	34215632	34217465	2	1788	3078.5235	9820	0
1_MACS_peak_27137_lociStitched	chr6	88634406	88636216	1	1811	2612.373	9821	0
1_MACS_peak_4386_lociStitched	chr10	112623692	112625468	1	1777	3273.3456	9822	0
1_MACS_peak_1841_lociStitched	chr1	151881226	151882716	1	1491	6369.452	9823	0
2_MACS_peak_32601_lociStitched	chr9	140512324	140514365	2	1636	5106.3779	9824	0
1_MACS_peak_5366_lociStitched	chr11	64863133	64864808	1	1676	4671.24	9825	0
1_MACS_peak_6634_lociStitched	chr12	49716050	49717840	1	1791	3011.675	9826	0
2_MACS_peak_20445_lociStitched	chr22	27010314	27012347	2	1817	2461.963	9827	0
1_MACS_peak_2189_lociStitched	chr1	167690372	167692119	1	1748	3731.4173	9828	0
2_MACS_peak_6958_lociStitched	chr12	69079855	69081591	2	1730	3989.5016	9829	0
1_MACS_peak_13297_lociStitched	chr17	56684741	56686583	1	1843	1733.322	9830	0
2_MACS_peak_32235_lociStitched	chr9	128023327	128024927	2	1592	5525.76	9831	0
2_MACS_peak_21583_lociStitched	chr3	52028755	52030438	2	1647	4976.4627	9832	0
2_MACS_peak_33213_lociStitched	chrX	70400940	70402715	2	1770	3362.56	9833	0
1_MACS_peak_10470_lociStitched	chr15	85472440	85474210	1	1771	3345.477	9834	0
2_MACS_peak_15234_lociStitched	chr19	19515831	19517831	2	1770	3361.8	9835	0
2_MACS_peak_23157_lociStitched	chr4	17512622	17514368	2	1705	4300.2234	9836	0
2_MACS_peak_11171_lociStitched	chr16	22018519	22020396	2	1703	4322.5433	9837	0
1_MACS_peak_20245_lociStitched	chr22	19594168	19595982	1	1815	2456.7002	9838	0
2_MACS_peak_32715_lociStitched	chrX	13016800	13018640	2	1832	2008.36	9839	0
1_MACS_peak_9759_lociStitched	chr15	43414626	43416400	1	1775	3254.0482	9840	0
2_MACS_peak_22627_lociStitched	chr3	182110382	182112596	2	1836	1879.2432	9841	0
3_MACS_peak_7166_lociStitched	chr12	99333768	99335916	3	1841	1711.0968	9842	0
1_MACS_peak_19688_lociStitched	chr20	60821133	60822906	1	1774	3265.3341	9843	0
2_MACS_peak_23700_lociStitched	chr4	109734693	109736622	2	1818	2368.4262	9844	0
2_MACS_peak_28176_lociStitched	chr7	8343290	8345053	2	1760	3497.6157	9845	0
1_MACS_peak_17676_lociStitched	chr2	113521333	113523121	1	1789	2989.7148	9846	0
1_MACS_peak_29025_lociStitched	chr7	98971745	98973538	1	1794	2885.2956	9847	0
1_MACS_peak_21676_lociStitched	chr3	58291788	58293240	1	1453	6611.3916	9848	0
1_MACS_peak_25434_lociStitched	chr5	135467846	135469597	1	1752	3610.2118	9849	0
1_MACS_peak_21111_lociStitched	chr3	12648812	12650622	1	1811	2512.099	9850	0
2_MACS_peak_9925_lociStitched	chr15	56534813	56536601	2	1742	3760.5216	9851	0
2_MACS_peak_7683_lociStitched	chr12	132627887	132629740	2	1736	3846.828	9852	0
1_MACS_peak_4921_lociStitched	chr11	19453963	19455754	1	1792	2910.1959	9853	0
1_MACS_peak_22593_lociStitched	chr3	177068976	177070764	1	1789	2968.08	9854	0
1_MACS_peak_30291_lociStitched	chr8	61788927	61790593	1	1667	4720.7776	9855	0
1_MACS_peak_2143_lociStitched	chr1	164570802	164572594	1	1793	2885.12	9856	0
1_MACS_peak_16892_lociStitched	chr2	53994184	53995863	1	1680	4566.5442	9857	0
1_MACS_peak_13749_lociStitched	chr17	78427832	78429448	1	1617	5241.9808	9858	0
2_MACS_peak_24068_lociStitched	chr4	159689366	159691097	2	1715	4126.1847	9859	0
1_MACS_peak_19299_lociStitched	chr20	35936362	35938145	1	1784	3050.713	9860	0
1_MACS_peak_13989_lociStitched	chr18	12990450	12992148	1	1699	4332.447	9861	0
2_MACS_peak_5069_lociStitched	chr11	36214111	36216048	2	1816	2371.2754	9862	0
1_MACS_peak_10772_lociStitched	chr16	1542597	1544201	1	1605	5356.0768	9863	0
1_MACS_peak_30964_lociStitched	chr8	129233709	129235452	1	1744	3714.6816	9864	0
1_MACS_peak_13640_lociStitched	chr17	74964518	74966295	1	1778	3157.1959	9865	0
2_MACS_peak_9160_lociStitched	chr14	91593568	91595509	2	1831	1958.6631	9866	0
1_MACS_peak_30312_lociStitched	chr8	62626233	62627921	1	1689	4448.2176	9867	0
2_MACS_peak_19588_lociStitched	chr20	52482535	52484466	2	1813	2428.2325	9868	0
1_MACS_peak_33657_lociStitched	chrX	153512108	153513940	1	1833	1870.8384	9869	0
2_MACS_peak_33104_lociStitched	chrX	52925193	52927003	2	1773	3225.239	9870	0
2_MACS_peak_17439_lociStitched	chr2	97756994	97758852	2	1817	2312.6526	9871	0
2_MACS_peak_22570_lociStitched	chr3	172467863	172469627	2	1730	3890.6784	9872	0
1_MACS_peak_31659_lociStitched	chr9	86237500	86239083	1	1584	5531.002	9873	0
1_MACS_peak_5269_lociStitched	chr11	62419755	62421449	1	1695	4348.498	9874	0
2_MACS_peak_21464_lociStitched	chr3	47017540	47019207	2	1633	5049.6764	9875	0
1_MACS_peak_4081_lociStitched	chr10	93991959	93993779	1	1821	2177.266	9876	0
2_MACS_peak_12523_lociStitched	chr17	20284738	20286567	2	1819	2214.3703	9877	0
2_MACS_peak_185_lociStitched	chr1	10092199	10094092	2	1687	4433.0274	9878	0
2_MACS_peak_30289_lociStitched	chr8	61719846	61721684	2	1832	1821.6418	9879	0
1_MACS_peak_1939_lociStitched	chr1	155579239	155580848	1	1610	5265.6134	9880	0
1_MACS_peak_15246_lociStitched	chr19	20162318	20164093	1	1776	3122.4025	9881	0
3_MACS_peak_21965_lociStitched	chr3	111792513	111794431	3	1836	1679.4008	9882	0
1_MACS_peak_17665_lociStitched	chr2	113145000	113146815	1	1816	2266.572	9883	0
1_MACS_peak_21174_lociStitched	chr3	15468286	15469905	1	1620	5160.0768	9884	0
2_MACS_peak_32452_lociStitched	chr9	135995895	135997865	2	1772	3182.929	9885	0
1_MACS_peak_5765_lociStitched	chr11	89955200	89956898	1	1699	4269.2814	9886	0
2_MACS_peak_28762_lociStitched	chr7	72755081	72756886	2	1769	3235.1015	9887	0
1_MACS_peak_27471_lociStitched	chr6	126277201	126278794	1	1594	5407.4385	9888	0
1_MACS_peak_32402_lociStitched	chr9	134127430	134129178	1	1749	3558.5784	9889	0
1_MACS_peak_10545_lociStitched	chr15	90721384	90723135	1	1752	3503.9261	9890	0
2_MACS_peak_11477_lociStitched	chr16	48491402	48493338	2	1833	1713.7472	9891	0
1_MACS_peak_23717_lociStitched	chr4	110623330	110625049	1	1720	3971.0619	9892	0
2_MACS_peak_14314_lociStitched	chr18	56338005	56339829	2	1765	3275.7216	9893	0
2_MACS_peak_8157_lociStitched	chr13	88323241	88325076	2	1830	1802.704	9894	0
2_MACS_peak_7699_lociStitched	chr13	19755293	19757151	2	1779	3022.037	9895	0
1_MACS_peak_21531_lociStitched	chr3	49395064	49396823	1	1760	3354.413	9896	0
2_MACS_peak_30541_lociStitched	chr8	91996778	91998467	2	1622	5114.292	9897	0
1_MACS_peak_699_lociStitched	chr1	36183665	36185299	1	1635	4978.9614	9898	0
2_MACS_peak_5553_lociStitched	chr11	69055333	69057117	2	1776	3066.8744	9899	0
2_MACS_peak_21822_lociStitched	chr3	72870409	72872297	2	1817	2165.7248	9900	0
1_MACS_peak_30436_lociStitched	chr8	74963497	74965300	1	1804	2487.4188	9901	0
1_MACS_peak_14161_lociStitched	chr18	43266636	43268418	1	1783	2930.3208	9902	0
1_MACS_peak_5240_lociStitched	chr11	61716529	61718261	1	1733	3769.0052	9903	0
1_MACS_peak_25665_lociStitched	chr5	150575421	150577219	1	1799	2598.2898	9904	0
2_MACS_peak_15617_lociStitched	chr19	42454739	42456614	2	1795	2679.9375	9905	0
1_MACS_peak_9982_lociStitched	chr15	60799213	60801027	1	1815	2207.0938	9906	0
1_MACS_peak_18009_lociStitched	chr2	163199914	163201641	1	1728	3833.2492	9907	0
1_MACS_peak_16216_lociStitched	chr19	58325221	58326870	1	1650	4802.7125	9908	0
2_MACS_peak_10157_lociStitched	chr15	70011244	70013064	2	1761	3310.398	9909	0
1_MACS_peak_3774_lociStitched	chr10	65224500	65226243	1	1744	3584.6538	9910	0
2_MACS_peak_14861_lociStitched	chr19	10678922	10680847	2	1588	5428.115	9911	0
1_MACS_peak_1228_lociStitched	chr1	78070375	78072176	1	1802	2501.589	9912	0
1_MACS_peak_14022_lociStitched	chr18	20846308	20848115	1	1808	2358.4964	9913	0
2_MACS_peak_29625_lociStitched	chr7	150019178	150020954	2	1716	3989.784	9914	0
1_MACS_peak_4144_lociStitched	chr10	97849167	97850704	1	1538	5867.3438	9915	0
2_MACS_peak_26179_lociStitched	chr6	7187999	7189863	2	1807	2377.7184	9916	0
1_MACS_peak_29612_lociStitched	chr7	148958521	148960292	1	1772	3105.8027	9917	0
1_MACS_peak_24777_lociStitched	chr5	64063689	64065350	1	1662	4659.6033	9918	0
2_MACS_peak_5511_lociStitched	chr11	67367151	67368965	2	1806	2397.0196	9919	0
1_MACS_peak_24838_lociStitched	chr5	69139578	69141326	1	1749	3491.1056	9920	0
1_MACS_peak_32349_lociStitched	chr9	131788801	131790486	1	1686	4369.542	9921	0
3_MACS_peak_670_lociStitched	chr1	33429218	33431135	3	1776	3021.192	9922	0
1_MACS_peak_3530_lociStitched	chr10	26985700	26987492	1	1793	2679.3984	9923	0
2_MACS_peak_14452_lociStitched	chr19	488202	489881	2	1651	4774.5723	9924	0
2_MACS_peak_9072_lociStitched	chr14	81392264	81394154	2	1814	2170.098	9925	0
1_MACS_peak_1925_lociStitched	chr1	155177953	155179590	1	1638	4912.1459	9926	0
1_MACS_peak_12795_lociStitched	chr17	36452153	36453739	1	1587	5420.155	9927	0
3_MACS_peak_20634_lociStitched	chr22	38053702	38055681	3	1782	2887.9547	9928	0
1_MACS_peak_17925_lociStitched	chr2	153031456	153033012	1	1557	5687.958	9929	0
2_MACS_peak_33261_lociStitched	chrX	77150263	77152037	2	1706	4099.3592	9930	0
1_MACS_peak_5006_lociStitched	chr11	32850331	32852067	1	1737	3658.62	9931	0
2_MACS_peak_10522_lociStitched	chr15	90118052	90119917	2	1785	2822.3045	9932	0
2_MACS_peak_1149_lociStitched	chr1	66277073	66279003	2	1783	2860.839	9933	0
2_MACS_peak_27722_lociStitched	chr6	144906865	144908839	2	1813	2173.5714	9934	0
1_MACS_peak_28322_lociStitched	chr7	26087226	26089016	1	1791	2688.043	9935	0
1_MACS_peak_13537_lociStitched	chr17	72977482	72979181	1	1700	4168.8363	9936	0
1_MACS_peak_4337_lociStitched	chr10	111981179	111982933	1	1755	3362.0672	9937	0
1_MACS_peak_33111_lociStitched	chrX	52987119	52988888	1	1770	3100.3494	9938	0
2_MACS_peak_11638_lociStitched	chr16	67312473	67314231	2	1713	3994.0002	9939	0
1_MACS_peak_31399_lociStitched	chr9	33075701	33077326	1	1626	5022.875	9940	0
2_MACS_peak_8535_lociStitched	chr14	32727565	32729530	2	1817	2050.4775	9941	0
2_MACS_peak_14457_lociStitched	chr19	571706	573464	2	1705	4100.3592	9942	0
2_MACS_peak_31640_lociStitched	chr9	79008523	79010275	2	1745	3520.8192	9943	0
1_MACS_peak_9021_lociStitched	chr14	75987890	75989562	1	1673	4499.6864	9944	0
1_MACS_peak_22685_lociStitched	chr3	184428511	184429951	1	1441	6582.96	9945	0
2_MACS_peak_30192_lociStitched	chr8	42009556	42011540	2	1738	3626.752	9946	0
2_MACS_peak_13774_lociStitched	chr17	79650132	79652076	2	1781	2883.7296	9947	0
3_MACS_peak_6508_lociStitched	chr12	33037899	33039941	3	1816	2071.609	9948	0
1_MACS_peak_25202_lociStitched	chr5	112311540	112313213	1	1674	4484.1419	9949	0
1_MACS_peak_14484_lociStitched	chr19	1103890	1105424	1	1535	5862.181	9950	0
1_MACS_peak_1721_lociStitched	chr1	147082135	147083912	1	1778	2935.2486	9951	0
2_MACS_peak_14049_lociStitched	chr18	26962846	26964966	2	1780	2895.708	9952	0
1_MACS_peak_23153_lociStitched	chr4	15682413	15684011	1	1599	5285.0654	9953	0
2_MACS_peak_17966_lociStitched	chr2	159790201	159792067	2	1814	2111.379	9954	0
1_MACS_peak_14092_lociStitched	chr18	33646424	33648059	1	1636	4906.7985	9955	0
1_MACS_peak_13791_lociStitched	chr17	79934673	79936295	1	1623	5041.0138	9956	0
3_MACS_peak_28183_lociStitched	chr7	12105364	12107372	3	1819	1955.5912	9957	0
2_MACS_peak_30076_lociStitched	chr8	28746846	28748903	2	1785	2776.5386	9958	0
2_MACS_peak_15070_lociStitched	chr19	16221706	16223639	2	1629	4972.8358	9959	0
2_MACS_peak_614_lociStitched	chr1	28974182	28976041	2	1642	4832.8423	9960	0
2_MACS_peak_8692_lociStitched	chr14	53416687	53418631	2	1819	1936.4184	9961	0
1_MACS_peak_22363_lociStitched	chr3	148708777	148710442	1	1666	4559.9355	9962	0
2_MACS_peak_23280_lociStitched	chr4	40577727	40579723	2	1804	2341.1084	9963	0
1_MACS_peak_20233_lociStitched	chr22	19158444	19160045	1	1602	5241.3538	9964	0
2_MACS_peak_15206_lociStitched	chr19	18942147	18944086	2	1785	2765.014	9965	0
1_MACS_peak_28299_lociStitched	chr7	25132291	25134080	1	1790	2653.087	9966	0
1_MACS_peak_298_lociStitched	chr1	16939172	16940813	1	1642	4822.7349	9967	0
1_MACS_peak_28781_lociStitched	chr7	73205230	73206980	1	1751	3379.95	9968	0
1_MACS_peak_16456_lociStitched	chr2	20388348	20390093	1	1746	3458.7645	9969	0
2_MACS_peak_13841_lociStitched	chr17	80673582	80675376	2	1688	4277.9724	9970	0
1_MACS_peak_183_lociStitched	chr1	10002509	10004123	1	1615	5096.5278	9971	0
4_MACS_peak_24409_lociStitched	chr5	11251031	11253249	4	1823	1764.8626	9972	0
2_MACS_peak_15389_lociStitched	chr19	35984726	35986515	2	1776	2914.4599	9973	0
1_MACS_peak_13357_lociStitched	chr17	60004261	60005901	1	1641	4817.008	9974	0
1_MACS_peak_29030_lociStitched	chr7	99035585	99037286	1	1702	4082.9103	9975	0
1_MACS_peak_484_lociStitched	chr1	25888060	25889869	1	1810	2131.3638	9976	0
2_MACS_peak_17699_lociStitched	chr2	118770710	118772391	2	1644	4781.9407	9977	0
2_MACS_peak_20438_lociStitched	chr22	26985133	26986905	2	1714	3916.8288	9978	0
1_MACS_peak_7442_lociStitched	chr12	117598708	117600524	1	1817	1918.4224	9979	0
2_MACS_peak_19190_lociStitched	chr20	32307313	32309133	2	1731	3659.11	9980	0
1_MACS_peak_29190_lociStitched	chr7	105161659	105163345	1	1687	4265.4114	9981	0
1_MACS_peak_7483_lociStitched	chr12	120971760	120973433	1	1674	4425.9215	9982	0
2_MACS_peak_19167_lociStitched	chr20	31349068	31351025	2	1756	3254.2953	9983	0
1_MACS_peak_9120_lociStitched	chr14	90146777	90148578	1	1802	2311.2233	9984	0
3_MACS_peak_33593_lociStitched	chrX	150066323	150068236	3	1804	2257.34	9985	0
1_MACS_peak_22618_lociStitched	chr3	180319320	180320978	1	1659	4596.4734	9986	0
2_MACS_peak_18851_lociStitched	chr2	242382215	242384168	2	1805	2225.4435	9987	0
1_MACS_peak_2371_lociStitched	chr1	186389247	186391044	1	1798	2396.6589	9988	0
1_MACS_peak_24944_lociStitched	chr5	79702822	79704514	1	1693	4177.8864	9989	0
1_MACS_peak_32370_lociStitched	chr9	132341660	132343438	1	1779	2809.7734	9990	0
2_MACS_peak_8199_lociStitched	chr13	99163654	99165542	2	1812	2022.992	9991	0
1_MACS_peak_4427_lociStitched	chr10	120937326	120938852	1	1527	5874.4896	9992	0
1_MACS_peak_30697_lociStitched	chr8	103612335	103614084	1	1750	3332.1948	9993	0
1_MACS_peak_15747_lociStitched	chr19	46077807	46079596	1	1790	2561.6691	9994	0
3_MACS_peak_32543_lociStitched	chr9	139660478	139662557	3	1800	2322.8667	9995	0
1_MACS_peak_30678_lociStitched	chr8	102063247	102064997	1	1751	3310.125	9996	0
2_MACS_peak_23404_lociStitched	chr4	71553113	71554875	2	1746	3392.2024	9997	0
1_MACS_peak_835_lociStitched	chr1	41818633	41820421	1	1789	2576.1504	9998	0
2_MACS_peak_29522_lociStitched	chr7	139598472	139600476	2	1807	2135.0616	9999	0
1_MACS_peak_18246_lociStitched	chr2	191183800	191185593	1	1794	2460.1753	10000	0
1_MACS_peak_19460_lociStitched	chr20	44991969	44993475	1	1507	6025.9578	10001	0
1_MACS_peak_21734_lociStitched	chr3	69062048	69063716	1	1669	4455.7284	10002	0
1_MACS_peak_6858_lociStitched	chr12	58144801	58146248	1	1448	6468.5241	10003	0
2_MACS_peak_15516_lociStitched	chr19	39521066	39523017	2	1782	2711.6949	10004	0
2_MACS_peak_33581_lociStitched	chrX	149861277	149863238	2	1793	2463.4082	10005	0
1_MACS_peak_26568_lociStitched	chr6	31627319	31629117	1	1799	2316.5432	10006	0
1_MACS_peak_18842_lociStitched	chr2	242040845	242042491	1	1647	4699.33	10007	0
2_MACS_peak_885_lociStitched	chr1	44114884	44116752	2	1746	3365.202	10008	0
1_MACS_peak_16466_lociStitched	chr2	20614252	20615987	1	1736	3526.561	10009	0
2_MACS_peak_16101_lociStitched	chr19	54974622	54976388	2	1750	3296.4156	10010	0
1_MACS_peak_17130_lociStitched	chr2	70993765	70995431	1	1667	4463.8804	10011	0
1_MACS_peak_30446_lociStitched	chr8	76057532	76059311	1	1780	2727.207	10012	0
1_MACS_peak_18123_lociStitched	chr2	176458719	176460435	1	1717	3799.7388	10013	0
2_MACS_peak_6431_lociStitched	chr12	27166528	27168428	2	1779	2737.71	10014	0
1_MACS_peak_27176_lociStitched	chr6	90927578	90929306	1	1729	3614.976	10015	0
1_MACS_peak_29387_lociStitched	chr7	130005701	130007497	1	1797	2322.0484	10016	0
1_MACS_peak_8229_lociStitched	chr13	103425114	103426732	1	1619	4982.4692	10017	0
2_MACS_peak_29739_lociStitched	chr8	1991681	1993581	2	1815	1805.76	10018	0
3_MACS_peak_26808_lociStitched	chr6	43336320	43338291	3	1721	3722.6277	10019	0
3_MACS_peak_32738_lociStitched	chrX	15352885	15354979	3	1794	2377.3182	10020	0
1_MACS_peak_2941_lociStitched	chr1	228940109	228941809	1	1701	3998.57	10021	0
2_MACS_peak_15455_lociStitched	chr19	37861178	37862918	2	1724	3669.834	10022	0
2_MACS_peak_29115_lociStitched	chr7	102003649	102005404	2	1672	4371.5295	10023	0
1_MACS_peak_14580_lociStitched	chr19	2680214	2682004	1	1791	2435.116	10024	0
1_MACS_peak_33372_lociStitched	chrX	114795064	114796838	1	1775	2784.293	10025	0
2_MACS_peak_13545_lociStitched	chr17	73149583	73151476	2	1739	3434.0913	10026	0
2_MACS_peak_32153_lociStitched	chr9	123516808	123518660	2	1753	3198.404	10027	0
2_MACS_peak_27050_lociStitched	chr6	75993642	75995456	2	1697	4049.5736	10028	0
2_MACS_peak_26629_lociStitched	chr6	33216240	33218081	2	1700	4008.2252	10029	0
1_MACS_peak_33287_lociStitched	chrX	85301160	85302929	1	1770	2879.7551	10030	0
1_MACS_peak_33333_lociStitched	chrX	103400441	103402167	1	1727	3617.0056	10031	0
1_MACS_peak_19309_lociStitched	chr20	37100647	37102395	1	1749	3260.1948	10032	0
1_MACS_peak_31448_lociStitched	chr9	35102232	35103949	1	1718	3750.0997	10033	0
1_MACS_peak_11948_lociStitched	chr16	84547794	84549531	1	1738	3441.3444	10034	0
1_MACS_peak_32182_lociStitched	chr9	125226147	125227912	1	1766	2946.844	10035	0
1_MACS_peak_10834_lociStitched	chr16	2953750	2955495	1	1746	3305.03	10036	0
2_MACS_peak_10743_lociStitched	chr16	729349	731202	2	1772	2825.825	10037	0
1_MACS_peak_24117_lociStitched	chr4	166136071	166137884	1	1814	1780.7286	10038	0
2_MACS_peak_10858_lociStitched	chr16	3199800	3201629	2	1748	3267.1427	10039	0
2_MACS_peak_8521_lociStitched	chr14	31733798	31735722	2	1817	1675.6116	10040	0
3_MACS_peak_33176_lociStitched	chrX	63424750	63426726	3	1791	2409.1392	10041	0
1_MACS_peak_18100_lociStitched	chr2	175259571	175261238	1	1668	4401.5468	10042	0
1_MACS_peak_4962_lociStitched	chr11	26617954	26619593	1	1640	4723.1063	10043	0
3_MACS_peak_6239_lociStitched	chr12	6976181	6978053	3	1784	2554.7184	10044	0
1_MACS_peak_27626_lociStitched	chr6	138131934	138133725	1	1792	2368.0602	10045	0
1_MACS_peak_2029_lociStitched	chr1	160000681	160002366	1	1686	4162.7925	10046	0
2_MACS_peak_31186_lociStitched	chr8	145673123	145674907	2	1774	2752.8904	10047	0
2_MACS_peak_12273_lociStitched	chr17	7306932	7308834	2	1781	2603.2674	10048	0
2_MACS_peak_15987_lociStitched	chr19	51013860	51015591	2	1718	3717.4956	10049	0
2_MACS_peak_10002_lociStitched	chr15	63413554	63415314	2	1759	3040.752	10050	0
1_MACS_peak_6478_lociStitched	chr12	31909118	31910896	1	1779	2642.2858	10051	0
1_MACS_peak_20960_lociStitched	chr22	50359814	50361601	1	1788	2437.2893	10052	0
2_MACS_peak_23443_lociStitched	chr4	76649091	76650871	2	1752	3162.526	10053	0
1_MACS_peak_648_lociStitched	chr1	32537704	32539444	1	1741	3349.326	10054	0
1_MACS_peak_8965_lociStitched	chr14	74179510	74181109	1	1600	5123.5158	10055	0
2_MACS_peak_32939_lociStitched	chrX	40505667	40507493	2	1779	2627.614	10056	0
2_MACS_peak_31017_lociStitched	chr8	134078315	134080158	2	1776	2691.3329	10057	0
