REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_21738_lociStitched	chr3	69130248	69137816	1	7569	13063.1248	361	1	ARL6IP5	MIR3136,TMF1,UBA3,LMOD3	ARL6IP5	ARL6IP5	0.7396	361	1
4_MACS_peak_20075_lociStitched	chr21	44770194	44777979	4	7557	54687.2895	362	1			SIK1	SIK1	1.2575	362	1
2_MACS_peak_2294_lociStitched	chr1	179845980	179853916	2	7549	39656.192	363	1	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.8677	363	1
3_MACS_peak_21424_lociStitched	chr3	45729137	45736981	3	7542	14738.0916	364	1	SACM1L,LOC644714		SACM1L	SACM1L	0.3417	364	1
1_MACS_peak_17631_lociStitched	chr2	112302685	112310195	1	7511	20026.166	365	1		LOC541471	LOC541471	LOC541471	2.1904	365	1
2_MACS_peak_17331_lociStitched	chr2	88002948	88010475	2	7489	19008.6858	366	1			RGPD2	RGPD2	NONE	366	1
4_MACS_peak_12309_lociStitched	chr17	8053984	8062251	4	7486	16907.6684	367	1	PER1	MIR3676,ALOXE3,HES7,VAMP2,TMEM107,C17orf59	PER1	VAMP2	1.2265	367	1
2_MACS_peak_13398_lociStitched	chr17	62202586	62210135	2	7485	16225.0657	368	1	ERN1	SNORD104,SNORA76	ERN1	SNORA76	1.5783	368	1
1_MACS_peak_5181_lociStitched	chr11	58340416	58347896	1	7481	32455.72	369	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.6025	369	1
2_MACS_peak_9523_lociStitched	chr15	23676382	23684199	2	7477	15866.1649	370	1			MKRN3	MKRN3	NONE	370	1
1_MACS_peak_23238_lociStitched	chr4	38129301	38136775	1	7475	28845.903	371	1	TBC1D1		PTTG2	PTTG2	NONE	371	1
3_MACS_peak_21441_lociStitched	chr3	46320099	46327587	3	7458	13722.5088	372	1		CCR3	CCR3	CCR3	0.0646	372	1
7_MACS_peak_6398_lociStitched	chr12	25481175	25489141	7	7458	16362.164	373	1			KRAS	KRAS	NONE	373	1
1_MACS_peak_27931_lociStitched	chr6	160397902	160405357	1	7456	23469.831	374	1	IGF2R		IGF2R	IGF2R	0.3107	374	1
2_MACS_peak_26411_lociStitched	chr6	26532317	26539859	2	7451	25160.112	375	1	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	1.3291	375	1
2_MACS_peak_9386_lociStitched	chr14	103574022	103581654	2	7450	26125.0992	376	1	C14orf73	TNFAIP2	C14orf73	C14orf73	1.5188	376	1
1_MACS_peak_16301_lociStitched	chr2	5835093	5842537	1	7445	47492.72	377	1	SOX11		SOX11	SOX11	2.6434	377	1
2_MACS_peak_24657_lociStitched	chr5	53824438	53831882	2	7415	15603.3684	378	1	SNX18		SNX18	SNX18	1.4648	378	1
2_MACS_peak_28261_lociStitched	chr7	22760222	22768125	2	7414	21395.0016	379	1	IL6		IL6	IL6	1.2031	379	1
5_MACS_peak_1327_lociStitched	chr1	93421307	93429216	5	7409	20965.9681	380	1	FAM69A		FAM69A	FAM69A	0.2862	380	1
1_MACS_peak_19413_lociStitched	chr20	43269969	43277351	1	7383	20468.8096	381	1	ADA	LOC79015	ADA	ADA	0.6389	381	1
2_MACS_peak_15615_lociStitched	chr19	42446733	42454162	2	7356	31573.25	382	1		RABAC1,ATP1A3	RABAC1	RABAC1	0.7171	382	1
1_MACS_peak_31061_lociStitched	chr8	134695969	134703303	1	7335	28010.7462	383	1			ST3GAL1	ST3GAL1	0.5637	383	1
3_MACS_peak_31224_lociStitched	chr9	711389	718941	3	7322	9651.456	384	1	KANK1		KANK1	KANK1	0.2783	384	1
2_MACS_peak_4940_lociStitched	chr11	22685477	22692955	2	7321	17096.2036	385	1	GAS2	GAS2,FANCF	GAS2	FANCF	0.4395	385	1
1_MACS_peak_22794_lociStitched	chr3	193815334	193822651	1	7318	40978.8585	386	1		HES1	HES1	HES1	2.3117	386	1
3_MACS_peak_21024_lociStitched	chr3	4870076	4877603	3	7317	17817.1617	387	1	ITPR1		EGOT	EGOT	NONE	387	1
1_MACS_peak_28402_lociStitched	chr7	30668675	30675990	1	7316	19642.238	388	1	GARS	CRHR2	GARS	GARS	0.916	388	1
2_MACS_peak_3699_lociStitched	chr10	50250298	50257630	2	7315	25323.2616	389	1	C10orf72		MIR4294	MIR4294	NONE	389	1
1_MACS_peak_8532_lociStitched	chr14	32669258	32676558	1	7301	30632.99	390	1			AKAP6	AKAP6	NONE	390	1
4_MACS_peak_4379_lociStitched	chr10	112599098	112606525	4	7301	33034.5533	391	1	RBM20	PDCD4,LOC282997	LOC282997	LOC282997	2.248	391	1
1_MACS_peak_14949_lociStitched	chr19	12898765	12906053	1	7289	52198.8424	392	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	4.5614	392	1
4_MACS_peak_24526_lociStitched	chr5	32206011	32213605	4	7287	30945.55	393	1		GOLPH3	GOLPH3	GOLPH3	0.379	393	1
2_MACS_peak_13422_lociStitched	chr17	62979489	62986789	2	7274	42391.1	394	1		AMZ2P1	AMZ2P1	AMZ2P1	1.4511	394	1
4_MACS_peak_22777_lociStitched	chr3	192576370	192583848	4	7266	10112.4994	395	1	C3orf59		C3orf59	C3orf59	1.6132	395	1
1_MACS_peak_1896_lociStitched	chr1	154828237	154835496	1	7260	40990.1212	396	1	KCNN3		KCNN3	KCNN3	0.5148	396	1
2_MACS_peak_19938_lociStitched	chr21	36597838	36605179	2	7258	35076.7662	397	1			RUNX1	RUNX1	0.5502	397	1
1_MACS_peak_9892_lociStitched	chr15	52669667	52676919	1	7253	33372.9788	398	1	MYO5A		MYO5C	MYO5C	NONE	398	1
6_MACS_peak_20680_lociStitched	chr22	38787904	38795778	6	7252	13866.114	399	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.4182	399	1
1_MACS_peak_12843_lociStitched	chr17	37909388	37916635	1	7248	40739.7352	400	1		GRB7,C17orf37	GRB7	C17orf37	0.465	400	1
5_MACS_peak_30944_lociStitched	chr8	128316974	128324383	5	7245	12376.7345	401	1			POU5F1B	POU5F1B	NONE	401	1
3_MACS_peak_8968_lociStitched	chr14	74224508	74231886	3	7230	26481.1176	402	1	C14orf43	PNMA1	C14orf43	C14orf43	0.7508	402	1
3_MACS_peak_10232_lociStitched	chr15	73545280	73552796	3	7226	18392.4036	403	1	NEO1		HCN4	HCN4	NONE	403	1
3_MACS_peak_30641_lociStitched	chr8	101316372	101323759	3	7215	24185.038	404	1	RNF19A	RNF19A	RNF19A	RNF19A	0.6709	404	1
1_MACS_peak_27288_lociStitched	chr6	106588382	106595586	1	7205	14305.7032	405	1		PRDM1	PRDM1	PRDM1	1.4078	405	1
2_MACS_peak_14013_lociStitched	chr18	20711815	20719087	2	7203	24566.2704	406	1	CABLES1	CABLES1	CABLES1	CABLES1	1.2453	406	1
4_MACS_peak_13928_lociStitched	chr18	9135168	9142537	4	7189	17723.9188	407	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.6501	407	1
3_MACS_peak_26874_lociStitched	chr6	45703256	45710738	3	7178	21126.9234	408	1			CLIC5	CLIC5	NONE	408	1
2_MACS_peak_17691_lociStitched	chr2	114642473	114649810	2	7168	24650.8526	409	1	ACTR3		ACTR3	ACTR3	0.3609	409	1
3_MACS_peak_19697_lociStitched	chr20	61277740	61285080	3	7160	25432.366	410	1	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.8824	410	1
1_MACS_peak_32418_lociStitched	chr9	134548606	134555764	1	7159	31249.6806	411	1	RAPGEF1		RAPGEF1	RAPGEF1	0.4763	411	1
1_MACS_peak_17650_lociStitched	chr2	112586699	112593856	1	7158	20099.0031	412	1	ANAPC1		ANAPC1	ANAPC1	0.3415	412	1
3_MACS_peak_18712_lociStitched	chr2	232570229	232577578	3	7150	47002.7342	413	1	PTMA	MIR1244-1	PTMA	PTMA	3.2831	413	1
1_MACS_peak_18105_lociStitched	chr2	175456411	175463553	1	7143	34298.7408	414	1	WIPF1		WIPF1	WIPF1	0.4541	414	1
3_MACS_peak_17310_lociStitched	chr2	87550573	87558053	3	7120	23916.552	415	1			NCRNA00152	NCRNA00152	3.7422	415	1
1_MACS_peak_9285_lociStitched	chr14	98167397	98174514	1	7118	21772.3264	416	1		LOC100129345	LOC100129345	LOC100129345	0.1068	416	1
3_MACS_peak_24189_lociStitched	chr4	185184291	185191727	3	7113	19441.422	417	1		ENPP6	ENPP6	ENPP6	0.0355	417	1
2_MACS_peak_22654_lociStitched	chr3	183249557	183256794	2	7110	25461.2134	418	1	KLHL6		KLHL6	KLHL6	1.361	418	1
3_MACS_peak_5803_lociStitched	chr11	102186638	102194050	3	7106	16223.3856	419	1	BIRC3	BIRC2	BIRC3	BIRC3	0.6071	419	1
1_MACS_peak_18632_lociStitched	chr2	227653812	227660906	1	7095	23911.0364	420	1	IRS1	RHBDD1	IRS1	IRS1	0.7387	420	1
2_MACS_peak_22806_lociStitched	chr3	194205693	194212791	2	7091	52772.2104	421	1	FLJ34208	ATP13A3	FLJ34208	FLJ34208	4.747	421	1
1_MACS_peak_15107_lociStitched	chr19	16694044	16701126	1	7083	37015.4894	422	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2832	422	1
2_MACS_peak_13047_lociStitched	chr17	43388190	43395523	2	7081	20145.9509	423	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.4511	423	1
2_MACS_peak_25339_lociStitched	chr5	131434583	131441961	2	7080	39186.0336	424	1		IL3,CSF2	CSF2	CSF2	0.3385	424	1
2_MACS_peak_26239_lociStitched	chr6	13271828	13279193	2	7073	22841.0745	425	1	PHACTR1	TBC1D7	TBC1D7	TBC1D7	0.7327	425	1
1_MACS_peak_7465_lociStitched	chr12	120553660	120560724	1	7065	21995.8832	426	1	RAB35		RAB35	RAB35	0.8027	426	1
2_MACS_peak_29397_lociStitched	chr7	130584694	130591785	2	7061	24617.8247	427	1	LOC646329	MIR29A,MIR29B1	LOC646329	LOC646329	1.1866	427	1
4_MACS_peak_24271_lociStitched	chr4	186506959	186514719	4	7061	19264.976	428	1	SORBS2		PDLIM3	PDLIM3	NONE	428	1
2_MACS_peak_3865_lociStitched	chr10	74076116	74083322	2	7053	36093.4128	429	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.4219	429	1
5_MACS_peak_32906_lociStitched	chrX	39953344	39960611	5	7050	10677.4031	430	1	BCOR		BCOR	BCOR	0.3733	430	1
4_MACS_peak_7348_lociStitched	chr12	111105365	111112797	4	7044	17876.1896	431	1	HVCN1		HVCN1	HVCN1	0.7555	431	1
1_MACS_peak_9352_lociStitched	chr14	102339694	102346731	1	7038	38023.0221	432	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8184	432	1
4_MACS_peak_3258_lociStitched	chr10	3822033	3829207	4	7035	32342.5442	433	1	KLF6		KLF6	KLF6	1.8243	433	1
4_MACS_peak_8843_lociStitched	chr14	65671424	65678727	4	7031	10706.9283	434	1			MAX	MAX	NONE	434	1
1_MACS_peak_534_lociStitched	chr1	27018615	27025644	1	7030	22658.6844	435	1	ARID1A		ARID1A	ARID1A	0.4352	435	1
3_MACS_peak_25038_lociStitched	chr5	90673649	90680806	3	7029	33443.2296	436	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.7314	436	1
3_MACS_peak_454_lociStitched	chr1	25069930	25077363	3	7029	20500.214	437	1	CLIC4		CLIC4	CLIC4	0.2712	437	1
1_MACS_peak_889_lociStitched	chr1	44296544	44303564	1	7021	30154.41	438	1	ST3GAL3		ARTN	ARTN	NONE	438	1
1_MACS_peak_140_lociStitched	chr1	9136031	9143033	1	7003	22348.2834	439	1	SLC2A5	SLC2A7,SLC2A5,GPR157	SLC2A5	SLC2A5	0.5969	439	1
1_MACS_peak_17307_lociStitched	chr2	87536736	87543726	1	6991	18806.595	440	1			NCRNA00152	NCRNA00152	3.7422	440	1
3_MACS_peak_20083_lociStitched	chr21	44844738	44852109	3	6980	25441.7436	441	1	SIK1	C21orf125,C21orf84	SIK1	SIK1	1.2575	441	1
4_MACS_peak_14268_lociStitched	chr18	52983799	52991158	4	6975	9584.3616	442	1	TCF4		TCF4	TCF4	0.1287	442	1
1_MACS_peak_18978_lociStitched	chr20	5125428	5132401	1	6974	13476.7171	443	1	CDS2	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA	1.5868	443	1
4_MACS_peak_6306_lociStitched	chr12	10248381	10255572	4	6962	11043.9378	444	1	CLEC1A	CLEC7A	CLEC1A	CLEC1A	0.6617	444	1
2_MACS_peak_7190_lociStitched	chr12	102871785	102878911	2	6940	14662.4576	445	1	IGF1		IGF1	IGF1	0.2442	445	1
3_MACS_peak_19318_lociStitched	chr20	37487191	37494547	3	6937	15471.8748	446	1	PPP1R16B		PPP1R16B	PPP1R16B	0.8922	446	1
4_MACS_peak_29207_lociStitched	chr7	105983568	105991170	4	6936	18849.9192	447	1			NAMPT	NAMPT	0.8488	447	1
1_MACS_peak_32137_lociStitched	chr9	117456092	117463021	1	6930	30664.2895	448	1		LOC100505478	LOC100505478	LOC100505478	0.2257	448	1
1_MACS_peak_3328_lociStitched	chr10	7529309	7536238	1	6930	21254.0146	449	1			SFMBT2	SFMBT2	NONE	449	1
1_MACS_peak_22442_lociStitched	chr3	156805009	156811935	1	6927	34239.3736	450	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	2.1044	450	1
1_MACS_peak_21422_lociStitched	chr3	45694666	45701591	1	6926	19347.7575	451	1	LIMD1	SACM1L,LOC644714	LOC644714	LOC644714	0.6359	451	1
1_MACS_peak_19363_lociStitched	chr20	42306915	42313839	1	6925	40894.5288	452	1	MYBL2	GTSF1L	MYBL2	MYBL2	1.0677	452	1
3_MACS_peak_30660_lociStitched	chr8	101501866	101509237	3	6923	16656.9858	453	1			ANKRD46	ANKRD46	0.1902	453	1
2_MACS_peak_10472_lociStitched	chr15	85519027	85526061	2	6920	27059.798	454	1	PDE8A		PDE8A	PDE8A	0.2955	454	1
4_MACS_peak_12399_lociStitched	chr17	16888267	16895374	4	6919	25018.7721	455	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.6931	455	1
1_MACS_peak_15496_lociStitched	chr19	39171666	39178582	1	6917	30342.5668	456	1	ACTN4		ACTN4	ACTN4	0.5331	456	1
3_MACS_peak_16728_lociStitched	chr2	37877504	37884648	3	6900	20363.2576	457	1	CDC42EP3		CDC42EP3	CDC42EP3	0.9576	457	1
3_MACS_peak_11000_lociStitched	chr16	11664988	11672125	3	6897	16340.1615	458	1	LITAF		LITAF	LITAF	0.588	458	1
4_MACS_peak_24023_lociStitched	chr4	153699616	153706845	4	6892	14971.9819	459	1	ARFIP1,TIGD4		ARFIP1	ARFIP1	0.2643	459	1
1_MACS_peak_13830_lociStitched	chr17	80451030	80457919	1	6890	27301.107	460	1		NARF,FOXK2,C17orf62	FOXK2	C17orf62	1.1613	460	1
1_MACS_peak_9075_lociStitched	chr14	81421173	81428061	1	6889	31271.52	461	1	TSHR	C14orf145	TSHR	TSHR	0.2588	461	1
4_MACS_peak_24443_lociStitched	chr5	20299549	20307014	4	6888	10980.2685	462	1			CDH18	CDH18	NONE	462	1
2_MACS_peak_14557_lociStitched	chr19	2254935	2262083	2	6885	23698.4792	463	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	MIR1227	1.9732	463	1
2_MACS_peak_26982_lociStitched	chr6	56702949	56709911	2	6884	16763.7998	464	1			BEND6	BEND6	0.3077	464	1
3_MACS_peak_23541_lociStitched	chr4	87855298	87862408	3	6877	12928.824	465	1	AFF1	C4orf36	AFF1	AFF1	0.1519	465	1
4_MACS_peak_7132_lociStitched	chr12	96587091	96594485	4	6871	24304.078	466	1	ELK3		ELK3	ELK3	0.4656	466	1
2_MACS_peak_20079_lociStitched	chr21	44778658	44785975	2	6869	36199.3941	467	1			SIK1	SIK1	1.2575	467	1
1_MACS_peak_22758_lociStitched	chr3	190651506	190658370	1	6865	27699.672	468	1			SNAR-I	SNAR-I	NONE	468	1
1_MACS_peak_2619_lociStitched	chr1	206727673	206734532	1	6860	22100.3839	469	1	RASSF5		RASSF5	RASSF5	0.7265	469	1
2_MACS_peak_30651_lociStitched	chr8	101445537	101452498	2	6858	16698.7429	470	1			ANKRD46	ANKRD46	0.1902	470	1
3_MACS_peak_10174_lociStitched	chr15	70486682	70494071	3	6855	38702.1042	471	1			TLE3	TLE3	0.6798	471	1
3_MACS_peak_19391_lociStitched	chr20	42694687	42702089	3	6849	32671.6878	472	1	TOX2		JPH2	JPH2	NONE	472	1
3_MACS_peak_21409_lociStitched	chr3	45582554	45589517	3	6843	21449.5215	473	1	LARS2	LIMD1	LIMD1	LIMD1	0.8718	473	1
1_MACS_peak_17244_lociStitched	chr2	86084227	86091064	1	6838	16909.9521	474	1	ST3GAL5		ST3GAL5	ST3GAL5	0.9422	474	1
1_MACS_peak_26215_lociStitched	chr6	11729472	11736308	1	6837	16420.7556	475	1	C6orf105		C6orf105	C6orf105	0.5006	475	1
2_MACS_peak_9174_lociStitched	chr14	91811917	91818913	2	6831	27602.718	476	1	CCDC88C		CCDC88C	CCDC88C	1.4847	476	1
1_MACS_peak_21444_lociStitched	chr3	46330167	46336978	1	6812	15940.4644	477	1		CCR3	CCR3	CCR3	0.0646	477	1
2_MACS_peak_13481_lociStitched	chr17	66452223	66459367	2	6812	26936.452	478	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.6604	478	1
1_MACS_peak_16874_lociStitched	chr2	47629537	47636347	1	6811	19172.193	479	1	MSH2	EPCAM,MIR559	MSH2	MSH2	0.2951	479	1
1_MACS_peak_16754_lociStitched	chr2	38946478	38953283	1	6806	28748.403	480	1	GALM	SRSF7	SRSF7	SRSF7	1.142	480	1
2_MACS_peak_14337_lociStitched	chr18	57538181	57545016	2	6803	15918.0315	481	1		PMAIP1	PMAIP1	PMAIP1	0.6009	481	1
3_MACS_peak_30296_lociStitched	chr8	61822662	61829923	3	6792	24990.1837	482	1			LOC100130298	LOC100130298	NONE	482	1
1_MACS_peak_6527_lociStitched	chr12	40009711	40016498	1	6788	19061.2895	483	1	ABCD2	C12orf40	ABCD2	ABCD2	0.2957	483	1
1_MACS_peak_9804_lociStitched	chr15	45016565	45023347	1	6783	38880.5278	484	1		B2M,TRIM69,PATL2	TRIM69	B2M	2.1381	484	1
2_MACS_peak_14625_lociStitched	chr19	3983645	3990434	2	6782	30041.325	485	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.8077	485	1
2_MACS_peak_17603_lociStitched	chr2	111971938	111978758	2	6777	19104.866	486	1			BCL2L11	BCL2L11	0.433	486	1
1_MACS_peak_29111_lociStitched	chr7	101945861	101952635	1	6775	22323.717	487	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.9785	487	1
1_MACS_peak_2471_lociStitched	chr1	200834088	200840858	1	6771	24597.441	488	1		GPR25,C1orf106	GPR25	GPR25	1.3369	488	1
1_MACS_peak_14983_lociStitched	chr19	13260484	13267253	1	6770	35894.6532	489	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	2.5456	489	1
1_MACS_peak_10285_lociStitched	chr15	75334326	75341090	1	6765	36267.8916	490	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.3638	490	1
1_MACS_peak_25160_lociStitched	chr5	108743379	108750140	1	6762	25259.7721	491	1	PJA2		PJA2	PJA2	0.3546	491	1
2_MACS_peak_10210_lociStitched	chr15	72518181	72525017	2	6750	23852.8548	492	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.7164	492	1
5_MACS_peak_18504_lociStitched	chr2	210413292	210421228	5	6750	14054.656	493	1	MAP2	MAP2	MAP2	MAP2	0.3184	493	1
4_MACS_peak_25858_lociStitched	chr5	171600436	171607957	4	6749	20776.0104	494	1	STK10	EFCAB9	STK10	STK10	0.3615	494	1
2_MACS_peak_28259_lociStitched	chr7	22733642	22740738	2	6747	14448.1656	495	1		IL6	IL6	IL6	1.2031	495	1
1_MACS_peak_19466_lociStitched	chr20	45177828	45184573	1	6746	17949.794	496	1	C20orf123	ZNF334	C20orf123	C20orf123	1.3836	496	1
1_MACS_peak_18980_lociStitched	chr20	5172265	5179010	1	6746	22607.891	497	1			CDS2	CDS2	0.7071	497	1
3_MACS_peak_3573_lociStitched	chr10	30814645	30821583	3	6744	14824.4246	498	1			MAP3K8	MAP3K8	0.5013	498	1
1_MACS_peak_13471_lociStitched	chr17	66229877	66236613	1	6737	43828.4576	499	1		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	1.2526	499	1
3_MACS_peak_28662_lociStitched	chr7	55634451	55641636	3	6733	23477.706	500	1	VOPP1		VOPP1	VOPP1	1.7655	500	1
2_MACS_peak_30885_lociStitched	chr8	126161287	126168298	2	6731	18718.6689	501	1	NSMCE2		NSMCE2	NSMCE2	0.7267	501	1
1_MACS_peak_28221_lociStitched	chr7	20255823	20262551	1	6729	43745.456	502	1	MACC1		MACC1	MACC1	0.5943	502	1
2_MACS_peak_6983_lociStitched	chr12	72079116	72085865	2	6728	15266.9129	503	1	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.8496	503	1
1_MACS_peak_7094_lociStitched	chr12	94597862	94604588	1	6727	34779.4734	504	1	PLXNC1		PLXNC1	PLXNC1	0.5304	504	1
2_MACS_peak_19806_lociStitched	chr21	19152011	19158747	2	6724	16388.0144	505	1		C21orf91	C21orf91	C21orf91	0.5174	505	1
4_MACS_peak_6684_lociStitched	chr12	52425769	52432901	4	6722	15814.4968	506	1		GRASP,NR4A1,C12orf44	NR4A1	NR4A1	1.2518	506	1
3_MACS_peak_16650_lociStitched	chr2	31437000	31443876	3	6720	13619.9808	507	1	CAPN14	EHD3	CAPN14	CAPN14	0.4648	507	1
1_MACS_peak_13447_lociStitched	chr17	65642445	65649160	1	6716	29603.0775	508	1	PITPNC1		NOL11	NOL11	0.2118	508	1
2_MACS_peak_28226_lociStitched	chr7	20431210	20438108	2	6712	17353.9884	509	1	ITGB8		ITGB8	ITGB8	0.7137	509	1
4_MACS_peak_27613_lociStitched	chr6	137108190	137115305	4	6710	19804.6025	510	1	MAP3K5	PEX7	MAP3K5	MAP3K5	0.2845	510	1
1_MACS_peak_10514_lociStitched	chr15	89654396	89661099	1	6704	28861.7774	511	1	ABHD2		ABHD2	ABHD2	0.4923	511	1
1_MACS_peak_30644_lociStitched	chr8	101336622	101343321	1	6700	22635.921	512	1		RNF19A	RNF19A	RNF19A	0.6709	512	1
1_MACS_peak_22784_lociStitched	chr3	192630181	192636879	1	6699	37545.639	513	1	C3orf59		C3orf59	C3orf59	1.6132	513	1
3_MACS_peak_18555_lociStitched	chr2	216973218	216980345	3	6698	21347.5031	514	1	XRCC5	TMEM169,PECR	XRCC5	XRCC5	0.2506	514	1
2_MACS_peak_13270_lociStitched	chr17	55552480	55559494	2	6697	34190.4444	515	1	MSI2		MSI2	MSI2	0.4942	515	1
1_MACS_peak_31769_lociStitched	chr9	94571209	94577900	1	6692	33317.8345	516	1	ROR2		ROR2	ROR2	0.4723	516	1
2_MACS_peak_31742_lociStitched	chr9	93701708	93708402	2	6692	21304.3244	517	1			SYK	SYK	NONE	517	1
1_MACS_peak_25898_lociStitched	chr5	173167846	173174536	1	6691	40091.163	518	1			BOD1	BOD1	NONE	518	1
2_MACS_peak_24202_lociStitched	chr4	185301707	185308760	2	6687	18456.2904	519	1			IRF2	IRF2	0.7203	519	1
2_MACS_peak_597_lociStitched	chr1	28570509	28577284	2	6680	19364.9825	520	1		ATPIF1,SESN2,DNAJC8	ATPIF1	ATPIF1	0.9308	520	1
3_MACS_peak_23448_lociStitched	chr4	77117099	77123877	3	6679	18546.6414	521	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.5174	521	1
1_MACS_peak_3252_lociStitched	chr10	3663791	3670461	1	6671	22342.499	522	1			KLF6	KLF6	1.8243	522	1
1_MACS_peak_17638_lociStitched	chr2	112415697	112422366	1	6670	17586.8199	523	1			LOC541471	LOC541471	2.1904	523	1
3_MACS_peak_9171_lociStitched	chr14	91794256	91801602	3	6656	15476.5528	524	1	CCDC88C		GPR68	GPR68	NONE	524	1
3_MACS_peak_12952_lociStitched	chr17	40826879	40833975	3	6652	21820.2	525	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	1.2352	525	1
2_MACS_peak_1987_lociStitched	chr1	156715825	156722526	2	6650	22347.835	526	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.9428	526	1
4_MACS_peak_13566_lociStitched	chr17	73451732	73458806	4	6650	34801.9578	527	1	KIAA0195	MIR3678,GRB2,CASKIN2	KIAA0195	KIAA0195	0.7535	527	1
2_MACS_peak_3646_lociStitched	chr10	43899520	43906188	2	6646	25474.4272	528	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	1.3447	528	1
1_MACS_peak_28660_lociStitched	chr7	55611630	55618265	1	6636	17414.8845	529	1	VOPP1		VOPP1	VOPP1	1.7655	529	1
1_MACS_peak_32554_lociStitched	chr9	139775619	139782252	1	6634	17947.5714	530	1	TRAF2	C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	TRAF2	0.9177	530	1
3_MACS_peak_24401_lociStitched	chr5	10695298	10702379	3	6633	21429.2303	531	1	DAP		DAP	DAP	0.3657	531	1
3_MACS_peak_22271_lociStitched	chr3	136466619	136473377	3	6632	20681.5074	532	1	STAG1		STAG1	STAG1	0.0976	532	1
1_MACS_peak_32228_lociStitched	chr9	127629778	127636405	1	6628	32347.0497	533	1	ARPC5L	WDR38,RPL35	ARPC5L	ARPC5L	1.9719	533	1
1_MACS_peak_240_lociStitched	chr1	14025796	14032414	1	6619	36614.7468	534	1	PRDM2	PRDM2	PRDM2	PRDM2	0.4884	534	1
1_MACS_peak_18583_lociStitched	chr2	219756521	219763138	1	6618	26761.1331	535	1	WNT10A	WNT6	WNT10A	WNT10A	2.0502	535	1
2_MACS_peak_23302_lociStitched	chr4	48194792	48201438	2	6617	16523.9498	536	1	TEC		TXK	TXK	NONE	536	1
3_MACS_peak_28690_lociStitched	chr7	64014557	64021308	3	6611	14127.8177	537	1	ZNF680	LOC641746	ZNF680	ZNF680	0.4896	537	1
3_MACS_peak_2596_lociStitched	chr1	206269429	206276193	3	6594	26924.102	538	1	C1orf186	AVPR1B,CTSE	C1orf186	C1orf186	1.1314	538	1
1_MACS_peak_14195_lociStitched	chr18	46308304	46314894	1	6591	21180.919	539	1	KIAA0427		SMAD7	SMAD7	NONE	539	1
2_MACS_peak_2554_lociStitched	chr1	204530967	204537679	2	6589	25075.3608	540	1		MDM4	MDM4	MDM4	0.7286	540	1
1_MACS_peak_2343_lociStitched	chr1	184459247	184465832	1	6586	28198.287	541	1	C1orf21		C1orf21	C1orf21	0.273	541	1
3_MACS_peak_1902_lociStitched	chr1	154923388	154930116	3	6585	20165.8344	542	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	PBXIP1	2.575	542	1
3_MACS_peak_5404_lociStitched	chr11	65339373	65346011	3	6582	17561.4928	543	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	SSSCA1	1.7766	543	1
