REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_3191_lociStitched	chr1	247373156	247380808	2	7580	19873.7744	443	1		VN1R5,ZNF124,MIR3916	MIR3916	443	1
2_MACS_peak_28261_lociStitched	chr7	22760222	22768125	2	7414	21395.0016	444	1	IL6		IL6	444	1
2_MACS_peak_7532_lociStitched	chr12	122237093	122242978	2	5821	33562.155	445	1	SETD1B,LOC338799	RHOF	LOC338799	445	1
2_MACS_peak_13481_lociStitched	chr17	66452223	66459367	2	6812	26936.452	446	1	WIPI1	PRKAR1A,MIR635	WIPI1	446	1
3_MACS_peak_20083_lociStitched	chr21	44844738	44852109	3	6980	25441.7436	447	1	SIK1	C21orf125,C21orf84	SIK1	447	1
1_MACS_peak_17631_lociStitched	chr2	112302685	112310195	1	7511	20026.166	448	1		LOC541471	LOC541471	448	1
2_MACS_peak_29397_lociStitched	chr7	130584694	130591785	2	7061	24617.8247	449	1	LOC646329	MIR29A,MIR29B1	LOC646329	449	1
1_MACS_peak_9801_lociStitched	chr15	45001724	45007940	1	6217	31031.5152	450	1	B2M	TRIM69,SPG11,PATL2	B2M	450	1
5_MACS_peak_1327_lociStitched	chr1	93421307	93429216	5	7409	20965.9681	451	1	FAM69A		FAM69A	451	1
3_MACS_peak_17310_lociStitched	chr2	87550573	87558053	3	7120	23916.552	452	1			NCRNA00152	452	1
1_MACS_peak_2343_lociStitched	chr1	184459247	184465832	1	6586	28198.287	455	1	C1orf21		C1orf21	455	1
1_MACS_peak_18632_lociStitched	chr2	227653812	227660906	1	7095	23911.0364	456	1	IRS1	RHBDD1	IRS1	456	1
1_MACS_peak_19413_lociStitched	chr20	43269969	43277351	1	7383	20468.8096	457	1	ADA	LOC79015	ADA	457	1
1_MACS_peak_23741_lociStitched	chr4	113205441	113211957	1	6517	28280.0916	458	1	TIFA	ALPK1	TIFA	458	1
4_MACS_peak_12399_lociStitched	chr17	16888267	16895374	4	6919	25018.7721	459	1		TNFRSF13B	TNFRSF13B	459	1
2_MACS_peak_17331_lociStitched	chr2	88002948	88010475	2	7489	19008.6858	461	1			RGPD2	461	1
3_MACS_peak_23952_lociStitched	chr4	146098128	146104657	3	5960	31910.4875	462	1	OTUD4	OTUD4	OTUD4	462	1
1_MACS_peak_17836_lociStitched	chr2	136870989	136877505	1	6517	27984.9168	464	1	CXCR4		CXCR4	464	1
1_MACS_peak_13320_lociStitched	chr17	57860824	57866535	1	5712	33083.823	465	1	TMEM49		MIR21	465	1
1_MACS_peak_26021_lociStitched	chr5	179244634	179250204	1	5571	33764.783	467	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	467	1
1_MACS_peak_28329_lociStitched	chr7	26237914	26242824	1	4911	36877.046	468	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	468	1
2_MACS_peak_26239_lociStitched	chr6	13271828	13279193	2	7073	22841.0745	469	1	PHACTR1	TBC1D7	TBC1D7	469	1
1_MACS_peak_18583_lociStitched	chr2	219756521	219763138	1	6618	26761.1331	470	1	WNT10A	WNT6	WNT10A	470	1
3_MACS_peak_2596_lociStitched	chr1	206269429	206276193	3	6594	26924.102	471	1	C1orf186	AVPR1B,CTSE	C1orf186	471	1
4_MACS_peak_7132_lociStitched	chr12	96587091	96594485	4	6871	24304.078	472	1	ELK3		ELK3	472	1
1_MACS_peak_25160_lociStitched	chr5	108743379	108750140	1	6762	25259.7721	473	1	PJA2		PJA2	473	1
3_MACS_peak_30296_lociStitched	chr8	61822662	61829923	3	6792	24990.1837	474	1			LOC100130298	474	1
1_MACS_peak_28402_lociStitched	chr7	30668675	30675990	1	7316	19642.238	475	1	GARS	CRHR2	GARS	475	1
1_MACS_peak_9285_lociStitched	chr14	98167397	98174514	1	7118	21772.3264	476	1		LOC100129345	LOC100129345	476	1
3_MACS_peak_26874_lociStitched	chr6	45703256	45710738	3	7178	21126.9234	477	1			CLIC5	477	1
1_MACS_peak_534_lociStitched	chr1	27018615	27025644	1	7030	22658.6844	478	1	ARID1A		ARID1A	478	1
1_MACS_peak_7465_lociStitched	chr12	120553660	120560724	1	7065	21995.8832	479	1	RAB35		RAB35	479	1
2_MACS_peak_10304_lociStitched	chr15	75742549	75749020	2	6387	27829.8297	480	1	SIN3A		SIN3A	480	1
2_MACS_peak_14557_lociStitched	chr19	2254935	2262083	2	6885	23698.4792	482	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	482	1
1_MACS_peak_2471_lociStitched	chr1	200834088	200840858	1	6771	24597.441	483	1		GPR25,C1orf106	GPR25	483	1
1_MACS_peak_140_lociStitched	chr1	9136031	9143033	1	7003	22348.2834	484	1	SLC2A5	SLC2A7,SLC2A5,GPR157	SLC2A5	484	1
2_MACS_peak_3646_lociStitched	chr10	43899520	43906188	2	6646	25474.4272	485	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	485	1
1_MACS_peak_15623_lociStitched	chr19	42616649	42622597	1	5949	30368.7036	487	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	487	1
2_MACS_peak_8652_lociStitched	chr14	50464756	50470855	2	6097	29393.5206	488	1	C14orf182		C14orf182	488	1
3_MACS_peak_14847_lociStitched	chr19	10521817	10528257	3	6141	28977.424	490	1		PDE4A,TYK2,MIR1181,CDC37	PDE4A	490	1
1_MACS_peak_17650_lociStitched	chr2	112586699	112593856	1	7158	20099.0031	491	1	ANAPC1		ANAPC1	491	1
3_MACS_peak_21024_lociStitched	chr3	4870076	4877603	3	7317	17817.1617	494	1	ITPR1		EGOT	494	1
2_MACS_peak_10210_lociStitched	chr15	72518181	72525017	2	6750	23852.8548	496	1	PKM2	GRAMD2,PARP6	PKM2	496	1
1_MACS_peak_13163_lociStitched	chr17	47821575	47827922	1	6348	27085.1878	497	1	FAM117A	MYST2,SLC35B1	FAM117A	497	1
2_MACS_peak_2554_lociStitched	chr1	204530967	204537679	2	6589	25075.3608	498	1		MDM4	MDM4	498	1
2_MACS_peak_6935_lociStitched	chr12	68764886	68771110	2	6086	28783.5104	499	1		MDM1	MDM1	499	1
3_MACS_peak_6481_lociStitched	chr12	32047002	32053477	3	5926	29780.4675	500	1			C12orf35	500	1
2_MACS_peak_13047_lociStitched	chr17	43388190	43395523	2	7081	20145.9509	501	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	501	1
3_MACS_peak_10232_lociStitched	chr15	73545280	73552796	3	7226	18392.4036	502	1	NEO1		HCN4	502	1
3_MACS_peak_28662_lociStitched	chr7	55634451	55641636	3	6733	23477.706	506	1	VOPP1		VOPP1	506	1
5_MACS_peak_26225_lociStitched	chr6	12007672	12014010	5	6055	28780.2242	507	1	HIVEP1		HIVEP1	507	1
3_MACS_peak_454_lociStitched	chr1	25069930	25077363	3	7029	20500.214	508	1	CLIC4		CLIC4	508	1
1_MACS_peak_32119_lociStitched	chr9	117245486	117251791	1	6306	26986.0305	509	1	DFNB31		DFNB31	509	1
3_MACS_peak_24189_lociStitched	chr4	185184291	185191727	3	7113	19441.422	511	1		ENPP6	ENPP6	511	1
1_MACS_peak_2619_lociStitched	chr1	206727673	206734532	1	6860	22100.3839	512	1	RASSF5		RASSF5	512	1
1_MACS_peak_3328_lociStitched	chr10	7529309	7536238	1	6930	21254.0146	513	1			SFMBT2	513	1
2_MACS_peak_30816_lociStitched	chr8	119573636	119579674	2	5995	28933.4922	514	1	SAMD12		SAMD12	514	1
3_MACS_peak_31930_lociStitched	chr9	102580553	102586714	3	5870	29433.5614	516	1	NR4A3	NR4A3	NR4A3	516	1
4_MACS_peak_13928_lociStitched	chr18	9135168	9142537	4	7189	17723.9188	518	1	ANKRD12	NDUFV2	ANKRD12	518	1
1_MACS_peak_18980_lociStitched	chr20	5172265	5179010	1	6746	22607.891	519	1			CDS2	519	1
1_MACS_peak_29111_lociStitched	chr7	101945861	101952635	1	6775	22323.717	520	1	SH2B2	MIR4285,SPDYE6	MIR4285	520	1
4_MACS_peak_24271_lociStitched	chr4	186506959	186514719	4	7061	19264.976	521	1	SORBS2		PDLIM3	521	1
2_MACS_peak_24990_lociStitched	chr5	87967456	87972956	2	5493	31502.9	522	1	LOC645323	MIR9-2	LOC645323	522	1
3_MACS_peak_21409_lociStitched	chr3	45582554	45589517	3	6843	21449.5215	523	1	LARS2	LIMD1	LIMD1	523	1
1_MACS_peak_30644_lociStitched	chr8	101336622	101343321	1	6700	22635.921	524	1		RNF19A	RNF19A	524	1
2_MACS_peak_15068_lociStitched	chr19	16186062	16191654	2	5583	30826.4592	525	1	TPM4	FLJ25328,RAB8A	TPM4	525	1
1_MACS_peak_13259_lociStitched	chr17	55431756	55437876	1	6121	27347.22	526	1	MSI2		MSI2	526	1
3_MACS_peak_443_lociStitched	chr1	24881970	24887579	3	5488	31211.2805	527	1	C1orf130		C1orf130	527	1
3_MACS_peak_16728_lociStitched	chr2	37877504	37884648	3	6900	20363.2576	528	1	CDC42EP3		CDC42EP3	528	1
3_MACS_peak_23147_lociStitched	chr4	15002011	15008452	3	6414	24819.1053	529	1	CPEB2		CPEB2	529	1
1_MACS_peak_3252_lociStitched	chr10	3663791	3670461	1	6671	22342.499	530	1			KLF6	530	1
2_MACS_peak_22898_lociStitched	chr3	197473670	197479292	2	5590	30345.8694	531	1	FYTTD1,KIAA0226	LRCH3,KIAA0226	FYTTD1	531	1
1_MACS_peak_17307_lociStitched	chr2	87536736	87543726	1	6991	18806.595	532	1			NCRNA00152	532	1
3_MACS_peak_6560_lociStitched	chr12	46119655	46126442	3	6573	23127.3812	533	1	ARID2,LOC400027		ARID2	533	1
2_MACS_peak_1987_lociStitched	chr1	156715825	156722526	2	6650	22347.835	534	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	534	1
1_MACS_peak_21422_lociStitched	chr3	45694666	45701591	1	6926	19347.7575	535	1	LIMD1	SACM1L,LOC644714	LOC644714	535	1
2_MACS_peak_3134_lociStitched	chr1	241801825	241808057	2	6115	26673.5832	536	1	OPN3	WDR64,CHML	OPN3	536	1
4_MACS_peak_7348_lociStitched	chr12	111105365	111112797	4	7044	17876.1896	537	1	HVCN1		HVCN1	537	1
2_MACS_peak_9810_lociStitched	chr15	45489672	45496365	2	6348	24761.4228	538	1	SHF	SLC28A2	SHF	538	1
2_MACS_peak_1761_lociStitched	chr1	149810839	149816767	2	5792	28763.2488	539	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	539	1
1_MACS_peak_22832_lociStitched	chr3	195356621	195363175	1	6555	22878.0478	540	1		SDHAP2,APOD	SDHAP2	540	1
1_MACS_peak_28223_lociStitched	chr7	20367950	20372908	1	4959	33315.7768	541	1	ITGB8		ITGB8	541	1
4_MACS_peak_29207_lociStitched	chr7	105983568	105991170	4	6936	18849.9192	542	1			NAMPT	542	1
1_MACS_peak_30741_lociStitched	chr8	105596419	105602645	1	6227	25558.3526	543	1	LRP12		LRP12	543	1
1_MACS_peak_25346_lociStitched	chr5	131745333	131751738	1	6406	24094.9695	544	1	C5orf56	SLC22A5,MIR3936	C5orf56	544	1
3_MACS_peak_12952_lociStitched	chr17	40826879	40833975	3	6652	21820.2	545	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	545	1
3_MACS_peak_18555_lociStitched	chr2	216973218	216980345	3	6698	21347.5031	546	1	XRCC5	TMEM169,PECR	XRCC5	546	1
1_MACS_peak_22594_lociStitched	chr3	177074681	177079790	1	5110	32472.804	547	1			TBL1XR1	547	1
4_MACS_peak_25858_lociStitched	chr5	171600436	171607957	4	6749	20776.0104	548	1	STK10	EFCAB9	STK10	548	1
2_MACS_peak_1763_lociStitched	chr1	149819919	149825958	2	5945	27508.2489	549	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	549	1
2_MACS_peak_31742_lociStitched	chr9	93701708	93708402	2	6692	21304.3244	550	1			SYK	550	1
2_MACS_peak_2116_lociStitched	chr1	162120921	162127799	2	6485	23115.5824	551	1	NOS1AP		NOS1AP	551	1
3_MACS_peak_10619_lociStitched	chr15	93424184	93430041	3	5750	28640.73	553	1	LOC100507217	CHD2,MIR3175	LOC100507217	553	1
3_MACS_peak_24401_lociStitched	chr5	10695298	10702379	3	6633	21429.2303	555	1	DAP		DAP	555	1
1_MACS_peak_9190_lociStitched	chr14	91879173	91885677	1	6505	22467.4176	557	1	CCDC88C		CCDC88C	557	1
2_MACS_peak_16604_lociStitched	chr2	28612162	28617408	2	5189	31535.8044	558	1	FOSL2		FOSL2	558	1
1_MACS_peak_16874_lociStitched	chr2	47629537	47636347	1	6811	19172.193	559	1	MSH2	EPCAM,MIR559	MSH2	559	1
1_MACS_peak_10222_lociStitched	chr15	73074132	73079912	1	5781	27896.014	560	1	ADPGK		ADPGK	560	1
3_MACS_peak_15001_lociStitched	chr19	13952366	13959210	3	6291	24053.9224	561	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	561	1
1_MACS_peak_14195_lociStitched	chr18	46308304	46314894	1	6591	21180.919	562	1	KIAA0427		SMAD7	562	1
1_MACS_peak_6527_lociStitched	chr12	40009711	40016498	1	6788	19061.2895	563	1	ABCD2	C12orf40	ABCD2	563	1
3_MACS_peak_22271_lociStitched	chr3	136466619	136473377	3	6632	20681.5074	564	1	STAG1		STAG1	564	1
2_MACS_peak_17603_lociStitched	chr2	111971938	111978758	2	6777	19104.866	565	1			BCL2L11	565	1
4_MACS_peak_27613_lociStitched	chr6	137108190	137115305	4	6710	19804.6025	566	1	MAP3K5	PEX7	MAP3K5	566	1
2_MACS_peak_4487_lociStitched	chr10	125863033	125869105	2	5600	28677.4488	568	1		CHST15	CHST15	568	1
2_MACS_peak_13316_lociStitched	chr17	57694041	57698729	2	4688	33479.8208	569	1	CLTC		CLTC	569	1
1_MACS_peak_31506_lociStitched	chr9	37526978	37533128	1	6151	24737.145	570	1	FBXO10	POLR1E	POLR1E	570	1
2_MACS_peak_22464_lociStitched	chr3	160116312	160122984	2	6437	22272.4704	571	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	571	1
2_MACS_peak_32555_lociStitched	chr9	139792312	139798674	2	6323	23150.6818	572	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	572	1
1_MACS_peak_16479_lociStitched	chr2	20774166	20780310	1	6145	24513.9456	574	1			HS1BP3	574	1
1_MACS_peak_22897_lociStitched	chr3	197459851	197465102	1	5252	30347.6294	576	1	KIAA0226	FYTTD1	KIAA0226	576	1
2_MACS_peak_597_lociStitched	chr1	28570509	28577284	2	6680	19364.9825	577	1		ATPIF1,SESN2,DNAJC8	ATPIF1	577	1
2_MACS_peak_30885_lociStitched	chr8	126161287	126168298	2	6731	18718.6689	578	1	NSMCE2		NSMCE2	578	1
2_MACS_peak_14367_lociStitched	chr18	60803973	60810933	2	6562	20547.312	579	1	BCL2		BCL2	579	1
1_MACS_peak_3032_lociStitched	chr1	233748219	233753911	1	5693	27540.742	581	1	KCNK1		KCNK1	581	1
3_MACS_peak_1902_lociStitched	chr1	154923388	154930116	3	6585	20165.8344	582	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	582	1
2_MACS_peak_13175_lociStitched	chr17	48227445	48233883	2	6358	22326.984	583	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	583	1
2_MACS_peak_24192_lociStitched	chr4	185200769	185207205	2	6412	21623.0292	587	1			ENPP6	587	1
1_MACS_peak_24730_lociStitched	chr5	56468469	56474480	1	6012	25006.3611	588	1	GPBP1	GPBP1	GPBP1	588	1
2_MACS_peak_22888_lociStitched	chr3	197380640	197387186	2	6518	20551.167	590	1		LOC220729,MIR922	MIR922	590	1
2_MACS_peak_24359_lociStitched	chr5	6492398	6498564	2	6108	24238.546	591	1	UBE2QL1		UBE2QL1	591	1
2_MACS_peak_16381_lociStitched	chr2	10259752	10265545	2	5574	28046.8095	592	1	RRM2	C2orf48,CYS1	RRM2	592	1
1_MACS_peak_19466_lociStitched	chr20	45177828	45184573	1	6746	17949.794	594	1	C20orf123	ZNF334	C20orf123	594	1
1_MACS_peak_1991_lociStitched	chr1	156762539	156768459	1	5921	25566.112	595	1	PRCC	NTRK1,HDGF,SH2D2A	NTRK1	595	1
2_MACS_peak_24202_lociStitched	chr4	185301707	185308760	2	6687	18456.2904	596	1			IRF2	596	1
3_MACS_peak_23448_lociStitched	chr4	77117099	77123877	3	6679	18546.6414	597	1	SCARB2	FAM47E,NUP54	SCARB2	597	1
1_MACS_peak_3852_lociStitched	chr10	74018425	74024492	1	6068	24201.263	599	1		ANAPC16,DDIT4,ASCC1	DDIT4	599	1
1_MACS_peak_30168_lociStitched	chr8	38238977	38244872	1	5896	25408.629	600	1	LETM2,WHSC1L1		LETM2	600	1
3_MACS_peak_20608_lociStitched	chr22	37557403	37563479	3	6008	24447.3936	602	1		IL2RB,C1QTNF6,SSTR3	IL2RB	602	1
3_MACS_peak_30328_lociStitched	chr8	65941859	65948389	3	6225	22632.327	603	1			CYP7B1	603	1
1_MACS_peak_29205_lociStitched	chr7	105922399	105927358	1	4960	31022.5122	604	1	NAMPT		NAMPT	604	1
1_MACS_peak_32951_lociStitched	chrX	41189362	41195722	1	6361	21337.8	605	1	DDX3X		DDX3X	605	1
1_MACS_peak_16813_lociStitched	chr2	43357095	43363587	1	6493	19812.9348	608	1			ZFP36L2	608	1
2_MACS_peak_30332_lociStitched	chr8	65970374	65976187	2	5788	25863.7809	609	1			CYP7B1	609	1
4_MACS_peak_26534_lociStitched	chr6	30683931	30690331	4	6168	22648.32	614	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	614	1
1_MACS_peak_32554_lociStitched	chr9	139775619	139782252	1	6634	17947.5714	615	1	TRAF2	C9orf172,PHPT1,MAMDC4,EDF1	TRAF2	615	1
1_MACS_peak_14937_lociStitched	chr19	12720708	12726270	1	5563	27149.7906	616	1	ZNF791,ZNF490		ZNF791	616	1
2_MACS_peak_27039_lociStitched	chr6	74228793	74234370	2	5521	27352.3965	617	1	EEF1A1		EEF1A1	617	1
2_MACS_peak_17344_lociStitched	chr2	88922623	88928975	2	6216	22041.44	618	1	EIF2AK3		EIF2AK3	618	1
1_MACS_peak_13652_lociStitched	chr17	75203379	75209787	1	6409	20105.7408	619	1	SEC14L1		SEC14L1	619	1
1_MACS_peak_391_lociStitched	chr1	23916397	23921740	1	5344	28351.0266	620	1		MDS2,ID3	ID3	620	1
1_MACS_peak_2931_lociStitched	chr1	228673178	228679430	1	6253	21541.266	621	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	621	1
3_MACS_peak_27576_lociStitched	chr6	135190161	135195929	3	5609	26594.5176	623	1			ALDH8A1	623	1
2_MACS_peak_20658_lociStitched	chr22	38572125	38578548	2	6407	19966.5378	625	1	PLA2G6	MAFF	PLA2G6	625	1
1_MACS_peak_31055_lociStitched	chr8	134579306	134585815	1	6510	18740.0619	626	1	ST3GAL1		ST3GAL1	626	1
1_MACS_peak_29533_lociStitched	chr7	139908920	139915443	1	6524	18518.797	627	1		LOC100134229,JHDM1D	LOC100134229	627	1
1_MACS_peak_22430_lociStitched	chr3	156132679	156137778	1	5100	29506.3833	629	1	KCNAB1		KCNAB1	629	1
1_MACS_peak_20087_lociStitched	chr21	44855735	44862126	1	6392	19855.5588	630	1		C21orf125,SIK1,C21orf84	C21orf125	630	1
4_MACS_peak_26371_lociStitched	chr6	26121225	26127941	4	6321	20496.5604	631	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	631	1
1_MACS_peak_21521_lociStitched	chr3	49054935	49060643	1	5709	25547.8664	633	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	633	1
1_MACS_peak_13212_lociStitched	chr17	48992033	48997856	1	5824	24561.414	636	1			TOB1	636	1
3_MACS_peak_14581_lociStitched	chr19	2696850	2703403	3	6348	19930.9495	637	1	GNG7	DIRAS1,SLC39A3	GNG7	637	1
2_MACS_peak_582_lociStitched	chr1	28198279	28203958	2	5647	25784.3637	638	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	638	1
1_MACS_peak_9332_lociStitched	chr14	100870928	100877075	1	6148	21731.4891	639	1	WDR25	WARS	WDR25	639	1
2_MACS_peak_26870_lociStitched	chr6	45674097	45680582	2	6026	22720.846	642	1			RUNX2	642	1
4_MACS_peak_17090_lociStitched	chr2	69870177	69876596	4	6319	19924.576	645	1	AAK1		AAK1	645	1
1_MACS_peak_25873_lociStitched	chr5	172260150	172266002	1	5853	23861.53	648	1	ERGIC1		ERGIC1	648	1
1_MACS_peak_28565_lociStitched	chr7	44675581	44680688	1	5108	28731.4713	650	1	OGDH		OGDH	650	1
1_MACS_peak_16325_lociStitched	chr2	8651718	8657371	1	5654	25210.6841	651	1			ID2	651	1
4_MACS_peak_14146_lociStitched	chr18	42336237	42342697	4	6285	19838.66	653	1	SETBP1		SETBP1	653	1
3_MACS_peak_32128_lociStitched	chr9	117348974	117355514	3	6397	18468.96	657	1	ATP6V1G1	C9orf91	ATP6V1G1	657	1
1_MACS_peak_11546_lociStitched	chr16	56948271	56953502	1	5232	27754.1167	659	1	SLC12A3	HERPUD1,CETP	HERPUD1	659	1
3_MACS_peak_14572_lociStitched	chr19	2594863	2601523	3	6228	20099.214	661	1	GNG7		GNG7	661	1
1_MACS_peak_13207_lociStitched	chr17	48941914	48946343	1	4430	31879.0562	662	1		WFIKKN2,TOB1	TOB1	662	1
1_MACS_peak_29175_lociStitched	chr7	104620985	104625629	1	4645	30867.7392	663	1		MLL5,LOC100216545	LOC100216545	663	1
3_MACS_peak_31410_lociStitched	chr9	33288208	33293627	3	5253	27262.4471	668	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	668	1
2_MACS_peak_18183_lociStitched	chr2	182168555	182174673	2	6076	20976.7866	671	1			ITGA4	671	1
1_MACS_peak_11899_lociStitched	chr16	81748126	81753947	1	5822	23085.5039	673	1			PLCG2	673	1
1_MACS_peak_384_lociStitched	chr1	23880328	23886682	1	6355	18005.3298	674	1	ID3	E2F2	ID3	674	1
2_MACS_peak_25905_lociStitched	chr5	173246376	173252429	2	6027	21207.8961	675	1			CPEB4	675	1
2_MACS_peak_28603_lociStitched	chr7	47533565	47539320	2	5370	26227.2615	676	1	TNS3		TNS3	676	1
2_MACS_peak_15580_lociStitched	chr19	41767309	41772190	2	4842	29218.6422	677	1	AXL,HNRNPUL1	CCDC97	HNRNPUL1	677	1
1_MACS_peak_13556_lociStitched	chr17	73289446	73295038	1	5593	24374.4096	679	1		MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	679	1
1_MACS_peak_8881_lociStitched	chr14	69258461	69264247	1	5787	22837.9206	682	1	ZFP36L1,C14orf181		ZFP36L1	682	1
2_MACS_peak_26072_lociStitched	chr6	303686	309883	2	6138	19623.4202	683	1	DUSP22		DUSP22	683	1
3_MACS_peak_33645_lociStitched	chrX	153234608	153239636	3	4821	29059.8288	684	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	684	1
1_MACS_peak_28166_lociStitched	chr7	7958308	7964533	1	6226	18607.77	687	1		GLCCI1	GLCCI1	687	1
1_MACS_peak_16162_lociStitched	chr19	56328109	56334318	1	6210	18632.5881	688	1	NLRP11	NLRP4	NLRP4	688	1
3_MACS_peak_15888_lociStitched	chr19	49375033	49381135	3	5929	21319.1676	689	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	689	1
1_MACS_peak_104_lociStitched	chr1	6660346	6665490	1	5145	26839.3344	691	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	691	1
1_MACS_peak_17944_lociStitched	chr2	157187900	157192565	1	4666	29301.3315	692	1	NR4A2		NR4A2	692	1
2_MACS_peak_6952_lociStitched	chr12	68872739	68878370	2	5421	24616.4796	694	1			RAP1B	694	1
1_MACS_peak_23933_lociStitched	chr4	144256659	144261520	1	4862	28027.5538	695	1	GAB1		GAB1	695	1
3_MACS_peak_15502_lociStitched	chr19	39338693	39344167	3	5309	25215.981	696	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	696	1
2_MACS_peak_15895_lociStitched	chr19	49465148	49470723	2	5564	23359.8075	697	1	FTL	DHDH,BAX,RUVBL2,GYS1,LHB	FTL	697	1
1_MACS_peak_17624_lociStitched	chr2	112248972	112253794	1	4823	27993.6388	699	1	LOC541471		LOC541471	699	1
1_MACS_peak_16718_lociStitched	chr2	37614576	37619847	1	5272	25196.4342	700	1		QPCT	QPCT	700	1
2_MACS_peak_9919_lociStitched	chr15	55695071	55701190	2	6025	19023.971	701	1	FLJ27352,CCPG1	MIR628	CCPG1	701	1
1_MACS_peak_3670_lociStitched	chr10	45913505	45918602	1	5098	26280.132	703	1	ALOX5		ALOX5	703	1
1_MACS_peak_2476_lociStitched	chr1	200986804	200992725	1	5922	19952.5858	704	1	KIF21B		KIF21B	704	1
1_MACS_peak_8271_lociStitched	chr13	110694601	110699916	1	5316	24799.79	705	1			IRS2	705	1
3_MACS_peak_31653_lociStitched	chr9	82182431	82188887	3	6037	18794.7072	706	1	TLE4		TLE4	706	1
1_MACS_peak_27696_lociStitched	chr6	143264769	143269792	1	5024	26657.061	707	1	HIVEP2		HIVEP2	707	1
1_MACS_peak_13712_lociStitched	chr17	76884058	76889176	1	5119	26058.297	708	1	TIMP2	USP36	TIMP2	708	1
3_MACS_peak_6963_lociStitched	chr12	69200342	69205858	3	5273	24991.8928	709	1	MDM2		MDM2	709	1
2_MACS_peak_9011_lociStitched	chr14	75741066	75746921	2	5366	24334.551	710	1	FOS		FOS	710	1
1_MACS_peak_16608_lociStitched	chr2	28765714	28770653	1	4940	27003.9825	712	1	PLB1		PLB1	712	1
1_MACS_peak_4388_lociStitched	chr10	112630597	112636166	1	5570	22692.5612	713	1	PDCD4,LOC282997	SHOC2,NCRNA00081	PDCD4	713	1
2_MACS_peak_6186_lociStitched	chr12	4224272	4230086	2	5789	20824.5852	714	1			CCND2	714	1
1_MACS_peak_13326_lociStitched	chr17	57921032	57926976	1	5945	19356.636	715	1		MIR21,RPS6KB1,TUBD1	MIR21	715	1
2_MACS_peak_31351_lociStitched	chr9	21990790	21996782	2	5932	19288.8472	716	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	716	1
1_MACS_peak_11191_lociStitched	chr16	23344558	23350141	1	5584	22310.7846	717	1	SCNN1B		SCNN1B	717	1
1_MACS_peak_29203_lociStitched	chr7	105816580	105822008	1	5429	23478.2712	718	1			SYPL1	718	1
1_MACS_peak_23647_lociStitched	chr4	103746071	103750892	1	4822	27172.1202	724	1	UBE2D3	CISD2	UBE2D3	724	1
1_MACS_peak_32260_lociStitched	chr9	129765682	129771160	1	5479	22723.8396	726	1	RALGPS1		RALGPS1	726	1
