#23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_ROSE/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam
#Using cutoff of 18040.59 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuper
7_MACS_peak_19372_lociStitched	chr20	57357795	57382401	7	22903	25880.5908	2256.3702	530	1
15_MACS_peak_26356_lociStitched	chr7	154678714	154707848	15	24759	27246.1168	3761.1994	531	1
7_MACS_peak_2789_lociStitched	chr1	29558939	29581549	7	20548	25816.098	2342.396	532	1
5_MACS_peak_19030_lociStitched	chr20	48956272	48980968	5	23402	26224.6824	2775.8304	533	1
10_MACS_peak_28651_lociStitched	chr9	133390893	133417175	10	23016	25900.911	2488.9054	534	1
5_MACS_peak_4778_lociStitched	chr10	102880870	102897731	5	15853	25279.6973	1922.154	535	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	536	1
7_MACS_peak_13354_lociStitched	chr17	77870174	77893236	7	21304	25469.6728	2246.2388	537	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	538	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	539	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	540	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	541	1
6_MACS_peak_788_lociStitched	chr1	5799159	5821175	6	20210	24950.7328	1816.32	542	1
5_MACS_peak_7729_lociStitched	chr12	54584727	54605481	5	20382	25685.1504	2581.7976	543	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	544	1
12_MACS_peak_11242_lociStitched	chr17	6995421	7020252	12	20743	25638.0075	2624.6367	545	1
1_MACS_peak_13781_lociStitched	chr19	591048	603584	1	12537	24896.496	1911.74	546	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	547	1
9_MACS_peak_29623_lociStitched	chr9	140224741	140248937	9	19751	25021.0836	2131.6676	548	1
7_MACS_peak_13410_lociStitched	chr17	78147872	78169879	7	20737	25231.0255	2471.3861	549	1
2_MACS_peak_1689_lociStitched	chr1	17195119	17206173	2	10591	25408.7244	2662.9086	550	1
13_MACS_peak_20178_lociStitched	chr21	44478357	44503855	13	21556	25577.0438	2950.1186	551	1
3_MACS_peak_1617_lociStitched	chr1	16383407	16400127	3	16091	24583.416	1961.256	552	1
2_MACS_peak_4807_lociStitched	chr10	104165309	104178311	2	12971	23905.4772	1388.6136	553	1
1_MACS_peak_3768_lociStitched	chr1	156584856	156597178	1	12323	24769.6844	2278.3378	554	1
8_MACS_peak_13177_lociStitched	chr17	76603430	76626893	8	21399	24959.9394	2564.5059	555	1
7_MACS_peak_23880_lociStitched	chr4	8849213	8872206	7	22001	24218.5269	1827.9435	556	1
1_MACS_peak_22884_lociStitched	chr3	183944301	183955892	1	11592	24081.4616	1701.5588	557	1
3_MACS_peak_11327_lociStitched	chr17	7614674	7630645	3	15512	23977.2623	1611.4739	558	1
4_MACS_peak_6352_lociStitched	chr11	69687820	69710332	4	21250	24004.5456	1647.8784	559	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	560	1
3_MACS_peak_29603_lociStitched	chr9	140119657	140131044	3	11009	23371.8175	1099.9842	561	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	562	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	563	1
4_MACS_peak_9494_lociStitched	chr16	3054932	3071416	4	15981	23898.5032	1722.578	564	1
2_MACS_peak_13340_lociStitched	chr17	77813506	77826259	2	12664	23344.3665	1170.7254	565	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	566	1
7_MACS_peak_12171_lociStitched	chr17	43865361	43889334	7	22242	24557.9412	2423.6703	567	1
1_MACS_peak_27992_lociStitched	chr8	144500867	144511964	1	11098	23038.4817	917.7219	568	1
9_MACS_peak_18365_lociStitched	chr2	241613357	241639685	9	24474	23044.8984	939.9096	569	1
9_MACS_peak_13270_lociStitched	chr17	77522838	77545559	9	20554	23693.4588	1599.5584	570	1
3_MACS_peak_5280_lociStitched	chr11	403802	420168	3	15249	23419.746	1373.1074	571	1
7_MACS_peak_23840_lociStitched	chr4	8689466	8712535	7	20571	23772.6045	1760.1647	572	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	573	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	574	1
15_MACS_peak_1197_lociStitched	chr1	8383171	8409096	15	22095	24390.24	2486.2075	575	1
10_MACS_peak_28608_lociStitched	chr9	133223056	133247901	10	21323	23953.0645	2059.6505	576	1
5_MACS_peak_16202_lociStitched	chr19	39986703	40008671	5	20961	24489.9264	2605.4048	577	1
5_MACS_peak_2654_lociStitched	chr1	23120210	23145171	5	23812	24371.9204	2491.1078	578	1
3_MACS_peak_29232_lociStitched	chr9	137819849	137843046	3	22030	23779.2447	1971.745	579	1
4_MACS_peak_28761_lociStitched	chr9	134999384	135019870	4	20246	23976.8144	2206.3422	580	1
11_MACS_peak_12892_lociStitched	chr17	72964461	72989554	11	21600	24628.7795	2960.974	581	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	582	1
4_MACS_peak_9274_lociStitched	chr16	318126	334715	4	16209	22793.286	1194.408	583	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	584	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	585	1
13_MACS_peak_918_lociStitched	chr1	7100541	7125493	13	21546	23791.732	2427.8296	586	1
11_MACS_peak_28062_lociStitched	chr8	145756107	145780312	11	20162	23217.436	1861.3645	587	1
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552	588	1
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4176	589	1
7_MACS_peak_17078_lociStitched	chr19	49649284	49672280	7	21834	24033.1196	2722.7264	590	1
8_MACS_peak_19884_lociStitched	chr20	62383655	62405308	8	19752	23296.4627	1996.4066	591	1
4_MACS_peak_75_lociStitched	chr1	1171830	1184890	4	12125	22356.108	1070.92	592	1
4_MACS_peak_11819_lociStitched	chr17	35287287	35300213	4	12751	22444.7064	1165.9252	593	1
3_MACS_peak_9846_lociStitched	chr16	30030647	30043938	3	12212	23042.6067	1773.0194	594	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	595	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	596	1
8_MACS_peak_24928_lociStitched	chr6	33780970	33803100	8	20829	23194.453	2053.664	597	1
9_MACS_peak_16819_lociStitched	chr19	47956543	47978210	9	21194	23296.3584	2162.3666	598	1
4_MACS_peak_25449_lociStitched	chr7	2513419	2530932	4	16177	22656.5681	1539.3927	599	1
8_MACS_peak_21784_lociStitched	chr22	45093480	45116282	8	21525	23130.3488	2015.6968	600	1
3_MACS_peak_13777_lociStitched	chr19	544198	559849	3	15478	23083.6599	1975.1562	601	1
3_MACS_peak_20244_lociStitched	chr21	45665943	45681374	3	15295	23475.1803	2374.8309	602	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	603	1
2_MACS_peak_9403_lociStitched	chr16	1961524	1976008	2	14177	22690.6344	1604.8272	604	1
4_MACS_peak_24990_lociStitched	chr6	33988366	34008828	4	19636	22995.1956	1939.7976	605	1
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261	3011.0999	606	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	607	1
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569	608	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	609	1
9_MACS_peak_27204_lociStitched	chr8	7869772	7892357	9	20282	23517.7605	2640.1865	610	1
10_MACS_peak_14199_lociStitched	chr19	5275395	5299527	10	21744	23644.5336	2806.5516	611	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	612	1
4_MACS_peak_25392_lociStitched	chr7	1586860	1602982	4	15409	22306.3992	1499.346	613	1
9_MACS_peak_7545_lociStitched	chr12	52694512	52718062	9	21285	23373.375	2574.015	614	1
3_MACS_peak_27296_lociStitched	chr8	21979968	21992131	3	11606	21836.2339	1065.4788	615	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	616	1
1_MACS_peak_1663_lociStitched	chr1	16854918	16864690	1	9773	23199.7052	2462.544	617	1
5_MACS_peak_21996_lociStitched	chr22	46020699	46041781	5	19528	22880.2946	2152.4722	618	1
1_MACS_peak_10972_lociStitched	chr17	1026335	1039176	1	12842	21915.7347	1271.259	619	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	620	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	621	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	622	1
2_MACS_peak_5384_lociStitched	chr11	1558833	1571554	2	12477	21936.0924	1322.984	623	1
3_MACS_peak_4037_lociStitched	chr1	205010007	205026171	3	14963	22789.6236	2185.3728	624	1
7_MACS_peak_13732_lociStitched	chr19	356011	376684	7	19985	23062.7988	2466.2889	625	1
5_MACS_peak_27286_lociStitched	chr8	21897691	21915079	5	15426	22216.6476	1629.2556	626	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	627	1
10_MACS_peak_29374_lociStitched	chr9	138255731	138279595	10	21851	22246.0208	1660.9344	628	1
2_MACS_peak_9282_lociStitched	chr16	605693	615503	2	9334	21361.275	776.952	629	1
3_MACS_peak_20149_lociStitched	chr21	44033063	44048531	3	14904	22926.6696	2366.604	630	1
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.2946	631	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	632	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	633	1
10_MACS_peak_21770_lociStitched	chr22	45059032	45082227	10	20275	22288.0755	1913.5875	634	1
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378	635	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	636	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	637	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	638	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	639	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	640	1
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531	641	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	642	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	643	1
8_MACS_peak_27730_lociStitched	chr8	143199216	143221077	8	20455	21524.3406	1449.3843	644	1
11_MACS_peak_15201_lociStitched	chr19	15294880	15317380	11	20299	21744	1696.5	645	1
5_MACS_peak_7410_lociStitched	chr12	49370793	49383609	5	11522	21743.6256	1701.9648	646	1
2_MACS_peak_5891_lociStitched	chr11	64057584	64068839	2	11250	21307.966	1294.325	647	1
13_MACS_peak_29447_lociStitched	chr9	138546356	138570411	13	21173	21921.3215	1914.778	648	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	649	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	650	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	651	1
8_MACS_peak_29783_lociStitched	chrX	152740210	152762137	8	20243	20909.5872	1056.8814	652	1
4_MACS_peak_17522_lociStitched	chr19	55873245	55887955	4	14423	21086.785	1247.408	653	1
4_MACS_peak_9631_lociStitched	chr16	4363121	4379362	4	15201	21306.5679	1539.6468	654	1
5_MACS_peak_27312_lociStitched	chr8	22546157	22562108	5	14033	21774.7101	2097.5565	655	1
7_MACS_peak_20436_lociStitched	chr21	47024461	47045866	7	20164	22530.903	2870.4105	656	1
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	657	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	658	1
4_MACS_peak_28172_lociStitched	chr9	37023982	37038187	4	12681	21325.9665	1703.1795	659	1
4_MACS_peak_15483_lociStitched	chr19	17977708	17994456	4	16218	21276.6592	1714.9952	660	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	661	1
6_MACS_peak_18256_lociStitched	chr2	220416603	220434810	6	15895	21134.6856	1644.0921	662	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	663	1
5_MACS_peak_14066_lociStitched	chr19	3469089	3485611	5	14293	21827.2142	2379.168	664	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	665	1
12_MACS_peak_28810_lociStitched	chr9	135347663	135370230	12	20489	21607.9025	2188.999	666	1
6_MACS_peak_13885_lociStitched	chr19	2714650	2729446	6	13733	21214.5048	1796.2344	667	1
4_MACS_peak_818_lociStitched	chr1	5892412	5913155	4	20145	20954.5786	1545.3535	668	1
2_MACS_peak_18265_lociStitched	chr2	220491051	220507137	2	15428	20805.6324	1412.3508	669	1
6_MACS_peak_24967_lociStitched	chr6	33909800	33931973	6	21601	21487.8543	2110.8696	670	1
3_MACS_peak_3738_lociStitched	chr1	155158248	155173654	3	15392	22133.8002	2759.2146	671	1
4_MACS_peak_29_lociStitched	chr1	829208	843905	4	14013	21044.6343	1688.6853	672	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	673	1
4_MACS_peak_3848_lociStitched	chr1	161425923	161443892	4	16011	26441.3835	7196.5845	674	1
11_MACS_peak_10259_lociStitched	chr16	85284953	85308649	11	20102	20229.2752	1071.0592	675	1
13_MACS_peak_4905_lociStitched	chr10	126753602	126777481	13	20911	21584.2281	2445.2096	676	1
3_MACS_peak_20091_lociStitched	chr21	43565690	43580517	3	14595	21353.8454	2216.6365	677	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	678	1
18_MACS_peak_12731_lociStitched	chr17	72235013	72259992	18	19720	21072.2844	1968.3452	679	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	680	1
2_MACS_peak_22722_lociStitched	chr3	50564647	50579359	2	14567	20465.8632	1443.2472	681	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	682	1
4_MACS_peak_3757_lociStitched	chr1	156354090	156367667	4	12880	21166.543	2173.6777	683	1
7_MACS_peak_9263_lociStitched	chr16	207710	223414	7	14419	20300.5608	1320.7064	684	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	685	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	686	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	687	1
2_MACS_peak_6985_lociStitched	chr11	119209527	119222033	2	12433	20262.2212	1411.9274	688	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	689	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	690	1
1_MACS_peak_19922_lociStitched	chr20	62711414	62724814	1	13401	20425.62	1640.16	691	1
2_MACS_peak_14887_lociStitched	chr19	12943470	12958584	2	15038	21020.5512	2247.4518	692	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	693	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	694	1
8_MACS_peak_28051_lociStitched	chr8	145558146	145575518	8	16229	20408.6256	1705.9304	695	1
4_MACS_peak_23128_lociStitched	chr4	3440128	3454902	4	13360	19987.7446	1308.9764	696	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	697	1
2_MACS_peak_20613_lociStitched	chr22	20135346	20149405	2	13072	19793.6661	1157.0557	698	1
2_MACS_peak_18574_lociStitched	chr20	3650483	3663580	2	13094	19805.2834	1202.3046	699	1
3_MACS_peak_20750_lociStitched	chr22	23723020	23737626	3	14303	19945.9536	1419.7032	700	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	701	1
3_MACS_peak_11289_lociStitched	chr17	7163845	7179365	3	14612	20104.608	1718.064	702	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	703	1
2_MACS_peak_28718_lociStitched	chr9	133980245	133996352	2	16087	19953.3516	1615.5321	704	1
4_MACS_peak_22891_lociStitched	chr3	184092945	184107608	4	13919	20627.9084	2306.4899	705	1
1_MACS_peak_9385_lociStitched	chr16	1381805	1392016	1	10212	19281.4313	968.0028	706	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	707	1
5_MACS_peak_25295_lociStitched	chr7	1016438	1029214	5	12292	19105.2304	836.828	708	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	709	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	710	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	711	1
8_MACS_peak_24168_lociStitched	chr5	1399524	1421359	8	19769	20110.035	1978.251	712	1
11_MACS_peak_16495_lociStitched	chr19	43859790	43883406	11	20227	20439.648	2316.7296	713	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	714	1
3_MACS_peak_4054_lociStitched	chr1	205489924	205504917	3	14129	20838.7707	2718.2309	715	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	716	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	717	1
4_MACS_peak_22005_lociStitched	chr22	46271905	46285698	4	13374	19288.1312	1227.577	718	1
