REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
9_MACS_peak_171_lociStitched	chr1	2088058	2117209	9	27509	33896.7828	2556.5427	330	PRKCZ,C1orf86	SKI,LOC100128003,C1orf86	LOC100128003	330	1
8_MACS_peak_21356_lociStitched	chr22	38835269	38865086	8	28155	34644.3723	3309.687	331	KDELR3,KCNJ4	LOC400927,DDX17	KCNJ4	331	1
5_MACS_peak_17125_lociStitched	chr19	50011417	50041664	5	28794	34787.0747	3469.3309	332	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	332	1
6_MACS_peak_20328_lociStitched	chr21	46137997	46162761	6	22950	34201.5604	2904.8172	333		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	333	1
2_MACS_peak_19868_lociStitched	chr20	62169932	62188491	2	18520	33073.9939	1781.664	334	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	334	1
5_MACS_peak_19860_lociStitched	chr20	62124281	62152097	5	26866	34158.048	2878.956	335	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	335	1
3_MACS_peak_13188_lociStitched	chr17	77015729	77035734	3	19954	33584.394	2418.6045	336	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	336	1
8_MACS_peak_13435_lociStitched	chr17	78478095	78509383	8	29374	34363.6104	3225.7928	337		RPTOR,NPTX1	RPTOR	337	1
3_MACS_peak_3725_lociStitched	chr1	155088731	155104713	3	15825	33864.2598	2796.85	338	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	338	1
4_MACS_peak_21460_lociStitched	chr22	42718947	42745567	4	25484	33341.55	2302.63	339			LOC388906	339	1
3_MACS_peak_27491_lociStitched	chr8	142332806	142356785	3	23918	33309.2289	2311.5756	340	LOC731779	GPR20	LOC731779	340	1
8_MACS_peak_29800_lociStitched	chrX	152796210	152827719	8	29778	32684.2857	1707.7878	341	ATP2B3	BGN,FAM58A	ATP2B3	341	1
6_MACS_peak_8952_lociStitched	chr15	74586934	74614576	6	27036	33891.8562	2946.6372	342	CCDC33	CYP11A1	CCDC33	342	1
11_MACS_peak_15417_lociStitched	chr19	17633247	17665308	11	29621	34289.2395	3366.405	343	FAM129C	PGLS,GLT25D1	FAM129C	343	1
3_MACS_peak_22979_lociStitched	chr3	195528401	195553315	3	23300	34373.8458	3555.2278	344	MUC4		MUC4	344	1
4_MACS_peak_9341_lociStitched	chr16	1020515	1043357	4	22107	32093.01	1295.1414	345	SOX8,LMF1		SOX8	345	1
7_MACS_peak_21269_lociStitched	chr22	37518064	37546617	7	27746	33823.8838	3117.9876	346	IL2RB	TMPRSS6,C1QTNF6	IL2RB	346	1
2_MACS_peak_29204_lociStitched	chr9	137656685	137679929	2	23199	32541.6	1845.5736	347	COL5A1		MIR3689B	347	1
17_MACS_peak_6401_lociStitched	chr11	69930286	69964073	17	30612	33303.8459	2615.1138	348	ANO1		ANO1	348	1
7_MACS_peak_13569_lociStitched	chr17	81061411	81089473	7	25977	33346.0746	2671.5024	349		METRNL	METRNL	349	1
2_MACS_peak_11827_lociStitched	chr17	36333536	36350358	2	16695	36527.2908	5862.467	350	TBC1D3,TBC1D3F		TBC1D3	350	1
5_MACS_peak_29193_lociStitched	chr9	137607577	137634960	5	26956	32284.557	1645.7183	351	COL5A1		COL5A1	351	1
27_MACS_peak_16401_lociStitched	chr19	42286092	42326604	27	33682	35144.16	4626.4704	352	CEACAM3	CEACAM6,DMRTC2,RPS19,LYPD4	CEACAM3	352	1
5_MACS_peak_28982_lociStitched	chr9	136345077	136367276	5	21617	32443.8385	2164.4025	353		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	353	1
4_MACS_peak_10999_lociStitched	chr17	1192966	1220339	4	26476	33802.9177	3574.9138	354	TUSC5	BHLHA9	TUSC5	354	1
2_MACS_peak_5343_lociStitched	chr11	1212738	1232489	2	19607	32146.7276	1931.6478	355		MUC5B	MUC5B	355	1
15_MACS_peak_23504_lociStitched	chr4	7458638	7495206	15	30461	32669.8512	2461.0264	356	SORCS2,MIR4274	PSAPL1	MIR4274	356	1
6_MACS_peak_20427_lociStitched	chr21	46987788	47010649	6	21403	33308.477	3106.8099	357		SLC19A1	SLC19A1	357	1
4_MACS_peak_25985_lociStitched	chr7	100805637	100825432	4	19740	31840.2575	1688.5135	358	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	358	1
4_MACS_peak_20324_lociStitched	chr21	46114416	46135888	4	21094	32285.2992	2233.088	359	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	359	1
7_MACS_peak_23277_lociStitched	chr4	6326117	6356734	7	27156	33005.126	2982.0958	360	PPP2R2C		PPP2R2C	360	1
6_MACS_peak_433_lociStitched	chr1	3665967	3691196	6	23889	32515.1352	2540.5603	361	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	361	1
9_MACS_peak_19806_lociStitched	chr20	61711143	61740128	9	25213	32387.839	2449.2325	362	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	362	1
11_MACS_peak_14022_lociStitched	chr19	3255724	3285290	11	26113	33513.061	3678.0104	363	CELF5		CELF5	363	1
8_MACS_peak_88_lociStitched	chr1	1356108	1382010	8	23991	31955.2974	2126.5542	364	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	VWA1	364	1
4_MACS_peak_28709_lociStitched	chr9	133934895	133958996	4	23669	32227.8572	2525.7848	365	LAMC3	AIF1L,NUP214	AIF1L	365	1
2_MACS_peak_2433_lociStitched	chr1	21040887	21059517	2	18504	31393.413	1704.645	366	KIF17,SH2D5		KIF17	366	1
6_MACS_peak_20073_lociStitched	chr21	43152601	43177645	6	23876	32992.9656	3476.1072	367	RIPK4	NCRNA00112,C21orf129	RIPK4	367	1
8_MACS_peak_25911_lociStitched	chr7	100381618	100412096	8	28941	32739.4676	3236.7636	368	ZAN,EPHB4	SLC12A9	EPHB4	368	1
6_MACS_peak_25895_lociStitched	chr7	100312579	100338026	6	24321	32266.796	2766.0889	369	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	369	1
5_MACS_peak_7713_lociStitched	chr12	54412974	54435434	5	21878	31466.46	1974.234	370	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	370	1
9_MACS_peak_22402_lociStitched	chr3	12903950	12933730	9	27245	33439.962	3996.476	371		SNORA7A,RPL32	RPL32	371	1
7_MACS_peak_21464_lociStitched	chr22	42746596	42773225	7	23078	31936.1597	2772.0789	372			NFAM1	372	1
3_MACS_peak_391_lociStitched	chr1	3262735	3287291	3	24209	30741.6564	1625.6072	373	PRDM16		ARHGEF16	373	1
1_MACS_peak_14084_lociStitched	chr19	3727894	3747279	1	19386	31746.8145	2762.3625	374	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	374	1
9_MACS_peak_16841_lociStitched	chr19	48210768	48240517	9	27600	31697.5595	2894.5777	375	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	375	1
8_MACS_peak_23761_lociStitched	chr4	8262055	8289941	8	27040	30903.2652	2110.9702	376	HTRA3		HTRA3	376	1
9_MACS_peak_23166_lociStitched	chr4	3639037	3666717	9	25628	30752.48	2067.696	377		LOC100133461	LOC100133461	377	1
4_MACS_peak_10917_lociStitched	chr17	700224	723694	4	22715	30961.624	2302.407	378	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	378	1
3_MACS_peak_14278_lociStitched	chr19	5541321	5566827	3	24543	31984.524	3328.533	379	PLAC2		PLAC2	379	1
7_MACS_peak_29102_lociStitched	chr9	137163155	137190247	7	25006	30979.702	2338.0396	380		RXRA	RXRA	380	1
12_MACS_peak_16946_lociStitched	chr19	48778500	48810453	12	28520	32199.0381	3639.4467	381	ZNF114,CCDC114	EMP3,CARD8	ZNF114	381	1
14_MACS_peak_13039_lociStitched	chr17	75773790	75805638	14	27762	31695.1296	3149.7672	382			FLJ45079	382	1
15_MACS_peak_27920_lociStitched	chr8	144206817	144240468	15	28462	31463.685	3028.59	383	LY6H		LY6H	383	1
11_MACS_peak_21625_lociStitched	chr22	44275202	44305448	11	27062	31461.8892	3051.8214	384	PNPLA5	PNPLA3,SAMM50,SULT4A1	PNPLA5	384	1
5_MACS_peak_19658_lociStitched	chr20	60371501	60398351	5	25884	30394.2	2043.285	385	CDH4		MIR1257	385	1
14_MACS_peak_16982_lociStitched	chr19	49043056	49074133	14	26357	31456.1394	3129.4539	386	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	386	1
7_MACS_peak_29032_lociStitched	chr9	136563827	136587225	7	22570	30298.0702	1991.1698	387	SARDH		SARDH	387	1
6_MACS_peak_27477_lociStitched	chr8	142064738	142090428	6	24881	31416.301	3136.749	388		DENND3	DENND3	388	1
1_MACS_peak_26244_lociStitched	chr7	151077349	151094636	1	17288	30584.1604	2314.7293	389	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	389	1
7_MACS_peak_29186_lociStitched	chr9	137579031	137605060	7	23735	30386.2546	2149.9954	390	COL5A1		COL5A1	390	1
12_MACS_peak_5938_lociStitched	chr11	64284785	64316299	12	29291	31473.0318	3249.0934	391		SLC22A11,SLC22A12	SLC22A11	391	1
15_MACS_peak_2681_lociStitched	chr1	23215413	23248475	15	28673	31759.3572	3587.227	392	EPHB2	MIR4253	MIR4253	392	1
8_MACS_peak_26413_lociStitched	chr7	155164063	155189596	8	23735	31101.7473	2961.828	393			EN2	393	1
10_MACS_peak_2644_lociStitched	chr1	23086939	23118871	10	28452	31210.3368	3132.5292	394	EPHB2		EPHB2	394	1
2_MACS_peak_20334_lociStitched	chr21	46163971	46183657	2	19650	30708.1914	2633.9868	395		KRTAP10-12,C21orf29,UBE2G2	C21orf29	395	1
3_MACS_peak_20070_lociStitched	chr21	43130184	43151457	3	20760	31039.4343	2965.4562	396	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	396	1
4_MACS_peak_22327_lociStitched	chr22	51035467	51054253	4	17999	29689.3944	1638.1392	397	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	397	1
5_MACS_peak_12265_lociStitched	chr17	46798938	46821458	5	20759	30847.896	2799.236	398	NCRNA00253,PRAC,MIR3185,HOXB13		HOXB13	398	1
6_MACS_peak_20464_lociStitched	chr21	47358538	47381785	6	21529	31157.9541	3124.3968	399	PCBP3	COL6A1	COL6A1	399	1
4_MACS_peak_11292_lociStitched	chr17	7181962	7204050	4	20310	30799.5072	2838.308	400	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	400	1
2_MACS_peak_25379_lociStitched	chr7	1456038	1478801	2	22574	29805.8722	1900.7105	401	MICALL2		MICALL2	401	1
7_MACS_peak_14602_lociStitched	chr19	8202455	8226603	7	22609	30655.886	2781.8496	402	FBN3	LASS4	FBN3	402	1
1_MACS_peak_9103_lociStitched	chr15	78179934	78201982	1	22049	30360.096	2487.0144	403		LOC645752	LOC645752	403	1
4_MACS_peak_190_lociStitched	chr1	2298823	2316866	4	17542	29552.6297	1800.6914	404	MORN1	RER1,LOC100129534,PEX10	MORN1	404	1
14_MACS_peak_17220_lociStitched	chr19	50930541	50962343	14	28677	31067.3738	3358.2912	405	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	405	1
4_MACS_peak_13865_lociStitched	chr19	2297970	2317023	4	18613	30477.1788	2802.6963	406	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	406	1
9_MACS_peak_1320_lociStitched	chr1	9677941	9705344	9	25534	30729.7242	3055.4345	407		TMEM201,PIK3CD,C1orf200	PIK3CD	407	1
3_MACS_peak_2470_lociStitched	chr1	21881738	21904676	3	22403	29837.7504	2165.3472	408	ALPL		ALPL	408	1
10_MACS_peak_22136_lociStitched	chr22	49278464	49307565	10	25701	30494.9379	2828.6172	409			FAM19A5	409	1
3_MACS_peak_5325_lociStitched	chr11	1071043	1089570	3	18061	29083.6846	1430.2844	410	MUC2	MUC6	MUC2	410	1
6_MACS_peak_2481_lociStitched	chr1	21943452	21970764	6	25793	30130.5984	2496.3168	411	RAP1GAP		RAP1GAP	411	1
9_MACS_peak_27070_lociStitched	chr8	1889816	1916710	9	24326	30193.8938	2649.059	412	ARHGEF10	KBTBD11	KBTBD11	412	1
1_MACS_peak_11826_lociStitched	chr17	36283282	36297853	1	14572	32177.1393	4658.3487	413	TBC1D3,TBC1D3F	LOC284100	TBC1D3	413	1
15_MACS_peak_23445_lociStitched	chr4	7286020	7316915	15	28297	29835.3015	2338.7515	414	SORCS2		SORCS2	414	1
8_MACS_peak_10988_lociStitched	chr17	1150134	1177933	8	25359	30328.709	2846.6176	415	BHLHA9	TUSC5	BHLHA9	415	1
10_MACS_peak_1746_lociStitched	chr1	17535090	17563166	10	26887	30105.8948	2633.5288	416	PADI1	PADI3	PADI1	416	1
1_MACS_peak_11926_lociStitched	chr17	39765643	39787038	1	21396	29614.959	2156.616	417	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	417	1
10_MACS_peak_29816_lociStitched	chrX	152887275	152915284	10	25874	28824.0619	1442.4635	418	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	418	1
13_MACS_peak_28544_lociStitched	chr9	132521137	132551989	13	26540	30892.1076	3544.8948	419		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	419	1
2_MACS_peak_12922_lociStitched	chr17	73604693	73620043	2	15296	29040.665	1728.41	420	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	420	1
7_MACS_peak_21583_lociStitched	chr22	43800318	43826747	7	23608	29262.1888	1955.746	421	MPPED1		MPPED1	421	1
5_MACS_peak_20493_lociStitched	chr21	47468870	47492962	5	21915	30418.5592	3153.6428	422		COL6A2	COL6A2	422	1
4_MACS_peak_7285_lociStitched	chr12	3235149	3260926	4	24062	30285.3973	3064.8853	423	TSPAN9		TSPAN9	423	1
3_MACS_peak_24530_lociStitched	chr5	176298493	176316449	3	17399	28891.204	1702.2288	424	UNC5A,HK3		HK3	424	1
7_MACS_peak_16547_lociStitched	chr19	45365584	45392023	7	24176	29846.9871	2680.9146	425	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	425	1
7_MACS_peak_23391_lociStitched	chr4	7144947	7172185	7	25471	29577.7442	2416.0106	426		SORCS2,FLJ36777	SORCS2	426	1
3_MACS_peak_5276_lociStitched	chr11	377182	397601	3	19591	28621.3123	1508.9641	427	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	427	1
5_MACS_peak_13124_lociStitched	chr17	76353027	76372569	5	18803	29357.9466	2296.185	428	SOCS3	PGS1	SOCS3	428	1
9_MACS_peak_19692_lociStitched	chr20	60469531	60494471	9	22784	29232.174	2249.588	429	CDH4	MIR1257	MIR1257	429	1
9_MACS_peak_5359_lociStitched	chr11	1378941	1407018	9	25674	29539.8117	2644.8534	430		LOC255512,BRSK2,TOLLIP	BRSK2	430	1
5_MACS_peak_17000_lociStitched	chr19	49089200	49111527	5	21162	29136.735	2266.1905	431	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	431	1
6_MACS_peak_18243_lociStitched	chr2	220298474	220319285	6	19287	28484.0157	1677.3666	432	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	432	1
2_MACS_peak_21986_lociStitched	chr22	45969016	45989909	2	20711	28679.8211	1884.5486	433	FBLN1		FBLN1	433	1
10_MACS_peak_9669_lociStitched	chr16	5044784	5073856	10	25671	29406.328	2642.6448	434	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	434	1
4_MACS_peak_99_lociStitched	chr1	1512531	1537374	4	23686	29473.7352	2896.6938	435		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	435	1
1_MACS_peak_208_lociStitched	chr1	2415868	2436389	1	20522	27900.3516	1331.8129	436	PLCH2	PANK4,HES5,LOC115110	PLCH2	436	1
7_MACS_peak_8037_lociStitched	chr13	113728503	113753953	7	23392	28537.085	2051.27	437	MCF2L	F7,F10	F7	437	1
3_MACS_peak_29665_lociStitched	chr9	140774973	140789230	3	12868	28985.9067	2542.0231	438	CACNA1B	MIR602	CACNA1B	438	1
5_MACS_peak_4301_lociStitched	chr10	11743675	11764349	5	18662	29636.179	3196.2004	439		ECHDC3	ECHDC3	439	1
10_MACS_peak_21149_lociStitched	chr22	36969541	36997396	10	25795	29250.5355	2810.5695	440	CACNG2	EIF3D	EIF3D	440	1
16_MACS_peak_14662_lociStitched	chr19	8594031	8629950	16	30417	30480.8634	4076.8065	441	MYO1F	PRAM1,ZNF414,ADAMTS10	MYO1F	441	1
4_MACS_peak_5260_lociStitched	chr11	314092	339027	4	23525	29338.521	2977.239	442	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	442	1
10_MACS_peak_21863_lociStitched	chr22	45320004	45348746	10	26808	28963.3134	2667.2576	443	PHF21B		PHF21B	443	1
9_MACS_peak_15928_lociStitched	chr19	35818152	35843823	9	24274	28538.4507	2264.1822	444	CD22,FFAR1	HAMP,MAG,FFAR3	CD22	444	1
3_MACS_peak_7377_lociStitched	chr12	6928789	6943280	3	14103	27892.2768	1630.2375	445	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	445	1
3_MACS_peak_27299_lociStitched	chr8	22003190	22022263	3	18319	28392.0678	2166.6928	446	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	446	1
17_MACS_peak_16657_lociStitched	chr19	46461372	46493807	17	27396	29875.8785	3681.3725	447	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	447	1
5_MACS_peak_4786_lociStitched	chr10	102974277	102993961	5	18876	28161.8988	1988.084	448	FLJ41350,LBX1		LBX1	448	1
2_MACS_peak_13463_lociStitched	chr17	79096321	79111413	2	14996	27274.2624	1136.4276	449	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	449	1
6_MACS_peak_14520_lociStitched	chr19	7750806	7777520	6	25624	29641.8544	3574.3332	450	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	450	1
2_MACS_peak_11761_lociStitched	chr17	34741860	34759240	2	17177	30797.36	4736.05	451	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	451	1
10_MACS_peak_281_lociStitched	chr1	2788851	2812727	10	22254	27438.2992	1492.25	452			ACTRT2	452	1
2_MACS_peak_13167_lociStitched	chr17	76551135	76573785	2	22228	28113.18	2192.52	453	DNAH17		DNAH17	453	1
4_MACS_peak_12255_lociStitched	chr17	46691141	46710007	4	18054	28161.2782	2250.7138	454	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	454	1
1_MACS_peak_15529_lociStitched	chr19	18318868	18338993	1	20126	27824.825	1998.4125	455	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	455	1
2_MACS_peak_13397_lociStitched	chr17	78055190	78075276	2	19995	27997.8754	2179.331	456	CCDC40	GAA,TBC1D16,EIF4A3	GAA	456	1
6_MACS_peak_5574_lociStitched	chr11	2933176	2951801	6	17354	27460.7	1646.45	457	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	457	1
6_MACS_peak_13513_lociStitched	chr17	79906727	79927470	6	18812	27791.4714	1980.9565	458	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	458	1
5_MACS_peak_14624_lociStitched	chr19	8267075	8294982	5	26432	29648.3968	3842.7939	459	LASS4		LASS4	459	1
10_MACS_peak_1421_lociStitched	chr1	11368328	11396016	10	25425	28646.0048	2854.6328	460		UBIAD1,MTOR	UBIAD1	460	1
4_MACS_peak_1756_lociStitched	chr1	17564860	17589037	4	23239	28139.6103	2466.054	461	PADI1,PADI3	PADI4	PADI3	461	1
11_MACS_peak_11584_lociStitched	chr17	19097527	19129186	11	29461	29028.1371	3384.3471	462		EPN2	EPN2	462	1
4_MACS_peak_24998_lociStitched	chr6	34041166	34064381	4	22851	27923.002	2298.285	463	GRM4		GRM4	463	1
7_MACS_peak_25281_lociStitched	chr7	952221	976764	7	22742	27517.6116	1946.2599	464	ADAP1	GET4,CYP2W1,COX19	ADAP1	464	1
5_MACS_peak_13399_lociStitched	chr17	78078625	78101017	5	20745	27580.2264	2021.9976	465	GAA	EIF4A3	GAA	465	1
8_MACS_peak_13308_lociStitched	chr17	77675683	77702368	8	23531	28499.58	2948.6925	466		ENPP7,CBX2	ENPP7	466	1
12_MACS_peak_9021_lociStitched	chr15	77903941	77931699	12	22740	28207.6796	2695.3018	467	LINGO1		LINGO1	467	1
2_MACS_peak_2422_lociStitched	chr1	20996841	21016841	2	19322	27976	2512	468	KIF17	PINK1,DDOST,SH2D5	DDOST	468	1
4_MACS_peak_3952_lociStitched	chr1	202150511	202166628	4	15113	27958.1599	2499.7467	469	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	469	1
15_MACS_peak_23430_lociStitched	chr4	7253096	7284974	15	25395	28164.213	2741.508	470	SORCS2		SORCS2	470	1
4_MACS_peak_14644_lociStitched	chr19	8391888	8410366	4	17991	28007.1046	2594.3112	471	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	471	1
4_MACS_peak_22674_lociStitched	chr3	50301452	50317972	4	15281	27406.68	1993.964	472	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	472	1
1_MACS_peak_3717_lociStitched	chr1	155050472	155057211	1	6740	26810.4376	1417.2117	473	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	473	1
2_MACS_peak_20342_lociStitched	chr21	46251508	46267048	2	15076	27513.57	2136.75	474		UBE2G2,SUMO3,PTTG1IP	SUMO3	474	1
3_MACS_peak_5583_lociStitched	chr11	3209730	3227135	3	16745	26993.4145	1639.551	475		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	475	1
9_MACS_peak_11556_lociStitched	chr17	18971511	19003065	9	29553	28890.8424	3552.9804	476		GRAPL,GRAP	GRAP	476	1
2_MACS_peak_11763_lociStitched	chr17	34793069	34808580	2	15498	29714.4227	4403.5729	477	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	477	1
11_MACS_peak_25320_lociStitched	chr7	1277905	1305115	11	25012	26837.223	1556.412	478		UNCX	UNCX	478	1
8_MACS_peak_10954_lociStitched	chr17	855488	882348	8	25556	28256.72	3040.552	479	NXN	TIMM22,MIR3183	NXN	479	1
3_MACS_peak_9193_lociStitched	chr15	89897723	89916588	3	18191	27142.962	1937.4355	480	MIR9-3	LOC254559,POLG	MIR9-3	480	1
2_MACS_peak_13784_lociStitched	chr19	665069	680006	2	14718	27198.7833	2026.9509	481	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	481	1
26_MACS_peak_27175_lociStitched	chr8	7585160	7630157	26	36317	28321.1118	3235.2843	482	FAM90A8,FAM90A18,FAM90A9,FAM90A10	FAM90A19	FAM90A9	482	1
10_MACS_peak_22706_lociStitched	chr3	50518495	50544498	10	22679	27490.3716	2439.0814	483	CACNA2D2		CACNA2D2	483	1
5_MACS_peak_209_lociStitched	chr1	2458099	2475450	5	16234	26715.3347	1681.3119	484	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	484	1
11_MACS_peak_1784_lociStitched	chr1	17661972	17690628	11	25401	28094.3424	3066.192	485	PADI4	PADI6	PADI6	485	1
10_MACS_peak_15978_lociStitched	chr19	36286382	36314525	10	25380	27729.2979	2749.5711	486	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,HSPB6,NPHS1	PRODH2	486	1
13_MACS_peak_11571_lociStitched	chr17	19055755	19087359	13	29458	28519.4496	3577.5728	487	GRAPL		GRAPL	487	1
14_MACS_peak_6259_lociStitched	chr11	69282948	69311888	14	26570	27417.756	2483.052	488			CCND1	488	1
14_MACS_peak_4821_lociStitched	chr10	114729368	114757001	14	24510	28003.2822	3144.6354	489	TCF7L2		TCF7L2	489	1
4_MACS_peak_22743_lociStitched	chr3	52531836	52552687	4	19957	26995.7897	2285.2696	490	STAB1	NISCH,C3orf78,TNNC1,NT5DC2	STAB1	490	1
3_MACS_peak_11757_lociStitched	chr17	34489615	34506319	3	15820	29123.424	4431.5712	491	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	491	1
11_MACS_peak_11337_lociStitched	chr17	7660591	7687339	11	24537	27232.1388	2559.7836	492	DNAH2	RPL29P2	RPL29P2	492	1
3_MACS_peak_3790_lociStitched	chr1	156887017	156900899	3	13753	27182.3442	2597.3222	493	C1orf92	PEAR1,MIR765	C1orf92	493	1
4_MACS_peak_9201_lociStitched	chr15	91193953	91213167	4	18596	27328.0722	2811.0082	494		BLM	BLM	494	1
4_MACS_peak_12240_lociStitched	chr17	45921977	45939105	4	16898	26433.6424	1957.7304	495	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	495	1
3_MACS_peak_4523_lociStitched	chr10	73043492	73063346	3	18825	26252.9442	1794.8016	496	UNC5B	SLC29A3	SLC29A3	496	1
7_MACS_peak_15532_lociStitched	chr19	18345500	18371798	7	25668	27481.41	3053.1978	497	PDE4C,LOC729966,KIAA1683	MPV17L2,MIR3188,RAB3A,PDE4C,JUND	PDE4C	497	1
8_MACS_peak_28912_lociStitched	chr9	136026974	136052988	8	24127	26937.497	2518.1552	498	GBGT1	RALGDS,OBP2B	GBGT1	498	1
1_MACS_peak_11760_lociStitched	chr17	34577110	34592273	1	15164	28941.6181	4524.6392	499	TBC1D3C	CCL4L1	TBC1D3C	499	1
8_MACS_peak_29366_lociStitched	chr9	138227171	138252652	8	23941	26507.8843	2097.0863	500			KIAA0649	500	1
10_MACS_peak_7459_lociStitched	chr12	52222778	52247267	10	22298	26727.2946	2324.0061	501		ANKRD33,FIGNL2	FIGNL2	501	1
15_MACS_peak_12856_lociStitched	chr17	72620274	72649299	15	23290	27733.3875	3361.095	502		C17orf77,RAB37,CD300LD,CD300E	CD300E	502	1
10_MACS_peak_29402_lociStitched	chr9	138339379	138367064	10	25298	26774.1635	2419.669	503		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	503	1
3_MACS_peak_13814_lociStitched	chr19	1230916	1240852	3	9832	25696.4832	1351.296	504	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	504	1
