REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
14_MACS_peak_13039_lociStitched	chr17	75773790	75805638	14	27762	31695.1296	3149.7672	291			FLJ45079	FLJ45079	0.7528999999999999	291	1
7_MACS_peak_21269_lociStitched	chr22	37518064	37546617	7	27746	33823.8838	3117.9876	292	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.3316999999999999	292	1
3_MACS_peak_24852_lociStitched	chr6	31957295	31985310	3	27671	63493.196	3765.216	293	C4B,C4A,CYP21A2,STK19,TNXA,TNXB	CFB,SKIV2L,STK19,MIR1236,RDBP,DOM3Z	CYP21A2	CYP21A2	2.6572	293	1
9_MACS_peak_16841_lociStitched	chr19	48210768	48240517	9	27600	31697.5595	2894.5777	294	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.7875000000000001	294	1
7_MACS_peak_19923_lociStitched	chr20	62726692	62756507	7	27591	45694.469	3470.466	295	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	NPBWR2	1.8505	295	1
6_MACS_peak_29086_lociStitched	chr9	137105576	137133939	6	27519	41083.8055	2130.0613	296			RNU6ATAC	RNU6ATAC	NONE	296	1
9_MACS_peak_171_lociStitched	chr1	2088058	2117209	9	27509	33896.7828	2556.5427	297	PRKCZ,C1orf86	SKI,LOC100128003,C1orf86	LOC100128003	C1orf86	0.7542	297	1
17_MACS_peak_16657_lociStitched	chr19	46461372	46493807	17	27396	29875.8785	3681.3725	298	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	NANOS2	0.7231000000000001	298	1
4_MACS_peak_2473_lociStitched	chr1	21906423	21934090	4	27282	45755.6846	2631.1317	299	RAP1GAP		RAP1GAP	RAP1GAP	0.9639	299	1
9_MACS_peak_22402_lociStitched	chr3	12903950	12933730	9	27245	33439.962	3996.476	300		SNORA7A,RPL32	RPL32	NONE	NONE	300	1
7_MACS_peak_9302_lociStitched	chr16	858570	886894	7	27211	38653.7628	2747.428	301	PRR25	MSLN,MIR662,CHTF18,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	1.2755	301	1
10_MACS_peak_22264_lociStitched	chr22	50426081	50458260	10	27210	36555.344	2851.0594	302	IL17REL,TTLL8		IL17REL	IL17REL	1.0772000000000002	302	1
5_MACS_peak_21375_lociStitched	chr22	39221506	39249577	5	27160	36138.6054	2776.2219	303	NPTXR	DNAL4,CBX6	NPTXR	NPTXR	1.0245	303	1
7_MACS_peak_23277_lociStitched	chr4	6326117	6356734	7	27156	33005.126	2982.0958	304	PPP2R2C		PPP2R2C	PPP2R2C	0.6969	304	1
11_MACS_peak_21625_lociStitched	chr22	44275202	44305448	11	27062	31461.8892	3051.8214	305	PNPLA5	PNPLA3,SAMM50,SULT4A1	PNPLA5	SULT4A1	0.9455	305	1
8_MACS_peak_23761_lociStitched	chr4	8262055	8289941	8	27040	30903.2652	2110.9702	306	HTRA3		HTRA3	HTRA3	0.7666	306	1
6_MACS_peak_8952_lociStitched	chr15	74586934	74614576	6	27036	33891.8562	2946.6372	307	CCDC33	CYP11A1	CCDC33	CCDC33	0.8873000000000001	307	1
3_MACS_peak_4169_lociStitched	chr1	228743923	228771141	3	27016	33342.05	12784.2946	308		DUSP5P	DUSP5P	DUSP5P	0.44730000000000003	308	1
3_MACS_peak_28382_lociStitched	chr9	129442100	129469265	3	27004	41896.5795	3159.2895	309	LMX1B		LMX1B	LMX1B	1.3586999999999998	309	1
5_MACS_peak_29193_lociStitched	chr9	137607577	137634960	5	26956	32284.557	1645.7183	310	COL5A1		COL5A1	COL5A1	0.8695	310	1
10_MACS_peak_1746_lociStitched	chr1	17535090	17563166	10	26887	30105.8948	2633.5288	311	PADI1	PADI3	PADI1	PADI1	0.9656	311	1
5_MACS_peak_19860_lociStitched	chr20	62124281	62152097	5	26866	34158.048	2878.956	312	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	KCNQ2	1.5183	312	1
10_MACS_peak_21863_lociStitched	chr22	45320004	45348746	10	26808	28963.3134	2667.2576	313	PHF21B		PHF21B	PHF21B	0.7335	313	1
2_MACS_peak_3764_lociStitched	chr1	156388432	156415155	2	26702	48563.7079	4978.4949	314	C1orf61,MIR9-1	RHBG	C1orf61	C1orf61	1.0912	314	1
6_MACS_peak_12946_lociStitched	chr17	74514693	74542460	6	26666	37538.2073	2848.8942	315	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	PRCD	PRCD	1.1094000000000002	315	1
14_MACS_peak_6259_lociStitched	chr11	69282948	69311888	14	26570	27417.756	2483.052	316			CCND1	CCND1	NONE	316	1
13_MACS_peak_28544_lociStitched	chr9	132521137	132551989	13	26540	30892.1076	3544.8948	317		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	PTGES	1.3106	317	1
5_MACS_peak_14515_lociStitched	chr19	7718761	7745652	5	26481	37421.5156	4453.1496	318	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.2730000000000001	318	1
4_MACS_peak_10999_lociStitched	chr17	1192966	1220339	4	26476	33802.9177	3574.9138	319	TUSC5	BHLHA9	TUSC5	TUSC5	1.085	319	1
5_MACS_peak_14624_lociStitched	chr19	8267075	8294982	5	26432	29648.3968	3842.7939	320	LASS4		LASS4	LASS4	0.7264	320	1
6_MACS_peak_20108_lociStitched	chr21	43717368	43744120	6	26377	44392.2688	4416.7552	321	TFF3	TFF2,TFF1	TFF3	TFF3	1.8089	321	1
14_MACS_peak_16982_lociStitched	chr19	49043056	49074133	14	26357	31456.1394	3129.4539	322	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	SULT2B1	0.954	322	1
1_MACS_peak_1680_lociStitched	chr1	17083035	17109337	1	26303	38542.9508	6012.6372	323	MST1P9	ESPNP	MST1P9	ESPNP	2.9754	323	1
11_MACS_peak_10825_lociStitched	chr17	1184	30086	11	26259	26896.2012	2673.435	324	DOC2B		DOC2B	DOC2B	0.7755	324	1
3_MACS_peak_18253_lociStitched	chr2	220374236	220401240	3	26200	43044.376	2870.5252	325	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	SPEG	1.2874999999999999	325	1
7_MACS_peak_20556_lociStitched	chr22	18935195	18963178	7	26197	34469.4594	2725.5442	326	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	DGCR10	0.7673	326	1
4_MACS_peak_14074_lociStitched	chr19	3581562	3608356	4	26140	37238.3012	3721.6866	327	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.3329	327	1
11_MACS_peak_14022_lociStitched	chr19	3255724	3285290	11	26113	33513.061	3678.0104	328	CELF5		CELF5	CELF5	0.8988	328	1
3_MACS_peak_29029_lociStitched	chr9	136535388	136561968	3	26110	36289.674	2461.308	329	SARDH	DBH	DBH	DBH	1.1079	329	1
7_MACS_peak_13569_lociStitched	chr17	81061411	81089473	7	25977	33346.0746	2671.5024	330		METRNL	METRNL	METRNL	0.8734999999999999	330	1
5_MACS_peak_19658_lociStitched	chr20	60371501	60398351	5	25884	30394.2	2043.285	331	CDH4		MIR1257	MIR1257	0.40159999999999996	331	1
10_MACS_peak_29816_lociStitched	chrX	152887275	152915284	10	25874	28824.0619	1442.4635	332	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	DUSP9	0.7291	332	1
10_MACS_peak_21149_lociStitched	chr22	36969541	36997396	10	25795	29250.5355	2810.5695	333	CACNG2	EIF3D	EIF3D	NONE	NONE	333	1
6_MACS_peak_2481_lociStitched	chr1	21943452	21970764	6	25793	30130.5984	2496.3168	334	RAP1GAP		RAP1GAP	RAP1GAP	0.9639	334	1
6_MACS_peak_13551_lociStitched	chr17	81010699	81037399	6	25781	36995.52	2581.89	335		METRNL,B3GNTL1	METRNL	METRNL	0.8734999999999999	335	1
3_MACS_peak_11130_lociStitched	chr17	4478840	4504940	3	25705	40167.9	2372.49	336	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	SMTNL2	1.2158	336	1
10_MACS_peak_22136_lociStitched	chr22	49278464	49307565	10	25701	30494.9379	2828.6172	337			FAM19A5	FAM19A5	NONE	337	1
9_MACS_peak_5359_lociStitched	chr11	1378941	1407018	9	25674	29539.8117	2644.8534	338		LOC255512,BRSK2,TOLLIP	BRSK2	BRSK2	0.8307	338	1
10_MACS_peak_9669_lociStitched	chr16	5044784	5073856	10	25671	29406.328	2642.6448	339	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.3941	339	1
7_MACS_peak_15532_lociStitched	chr19	18345500	18371798	7	25668	27481.41	3053.1978	340	PDE4C,LOC729966,KIAA1683	MPV17L2,MIR3188,RAB3A,PDE4C,JUND	PDE4C	PDE4C	0.949	340	1
9_MACS_peak_23166_lociStitched	chr4	3639037	3666717	9	25628	30752.48	2067.696	341		LOC100133461	LOC100133461	LOC100133461	0.9544	341	1
6_MACS_peak_14520_lociStitched	chr19	7750806	7777520	6	25624	29641.8544	3574.3332	342	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4G,CD209	FCER2	RETN	1.2730000000000001	342	1
8_MACS_peak_10954_lociStitched	chr17	855488	882348	8	25556	28256.72	3040.552	343	NXN	TIMM22,MIR3183	NXN	NXN	0.9817	343	1
9_MACS_peak_1320_lociStitched	chr1	9677941	9705344	9	25534	30729.7242	3055.4345	344		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.101	344	1
4_MACS_peak_24994_lociStitched	chr6	34012759	34038610	4	25521	34529.1807	2820.3441	345	GRM4	MIR1275	MIR1275	MIR1275	0.49179999999999996	345	1
4_MACS_peak_21460_lociStitched	chr22	42718947	42745567	4	25484	33341.55	2302.63	346			LOC388906	NONE	NONE	346	1
7_MACS_peak_23391_lociStitched	chr4	7144947	7172185	7	25471	29577.7442	2416.0106	347		SORCS2,FLJ36777	SORCS2	FLJ36777	0.728	347	1
10_MACS_peak_1421_lociStitched	chr1	11368328	11396016	10	25425	28646.0048	2854.6328	348		UBIAD1,MTOR	UBIAD1	NONE	NONE	348	1
6_MACS_peak_12488_lociStitched	chr17	61552216	61578511	6	25412	34819.839	2424.399	349	ACE	KCNH6,DCAF7,CYB561	ACE	ACE	1.0966	349	1
11_MACS_peak_1784_lociStitched	chr1	17661972	17690628	11	25401	28094.3424	3066.192	350	PADI4	PADI6	PADI6	PADI6	0.6951	350	1
15_MACS_peak_23430_lociStitched	chr4	7253096	7284974	15	25395	28164.213	2741.508	351	SORCS2		SORCS2	SORCS2	0.6199	351	1
10_MACS_peak_15978_lociStitched	chr19	36286382	36314525	10	25380	27729.2979	2749.5711	352	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,HSPB6,NPHS1	PRODH2	KIRREL2	1.0728	352	1
8_MACS_peak_10988_lociStitched	chr17	1150134	1177933	8	25359	30328.709	2846.6176	353	BHLHA9	TUSC5	BHLHA9	TUSC5	1.085	353	1
10_MACS_peak_29402_lociStitched	chr9	138339379	138367064	10	25298	26774.1635	2419.669	354		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.5976	354	1
9_MACS_peak_19806_lociStitched	chr20	61711143	61740128	9	25213	32387.839	2449.2325	355	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	NCRNA00029	1.1601	355	1
7_MACS_peak_28625_lociStitched	chr9	133288687	133315378	7	25204	34076.3997	2658.4236	356		ASS1	ASS1	ASS1	0.507	356	1
7_MACS_peak_11307_lociStitched	chr17	7308137	7335615	7	25045	38378.5226	2687.3484	357	NLGN2,SPEM1,C17orf74	TMEM95,TNK1,TMEM102,FGF11,CHRNB1,AMAC1L3,PLSCR3,C17orf61,ZBTB4	SPEM1	SPEM1	1.3401999999999998	357	1
3_MACS_peak_25078_lociStitched	chr6	41603057	41628437	3	25043	38311.11	2636.982	358	MDFI		MDFI	MDFI	1.3526	358	1
11_MACS_peak_25320_lociStitched	chr7	1277905	1305115	11	25012	26837.223	1556.412	359		UNCX	UNCX	UNCX	0.5704	359	1
7_MACS_peak_29102_lociStitched	chr9	137163155	137190247	7	25006	30979.702	2338.0396	360		RXRA	RXRA	RXRA	0.06829999999999999	360	1
3_MACS_peak_14899_lociStitched	chr19	13102862	13128809	3	24988	43092.7776	2426.0445	361	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	NFIX	0.7110000000000001	361	1
6_MACS_peak_27477_lociStitched	chr8	142064738	142090428	6	24881	31416.301	3136.749	362		DENND3	DENND3	NONE	NONE	362	1
10_MACS_peak_12846_lociStitched	chr17	72590317	72617334	10	24787	26949.4575	2944.853	363	C17orf77,CD300E	RAB37,CD300C,CD300LD	CD300LD	CD300C	0.9020000000000001	363	1
11_MACS_peak_28250_lociStitched	chr9	115823370	115852501	11	24768	24231.1658	4081.2531	364		NCRNA00256A,ZNF883,ZFP37,NCRNA00256B	ZFP37	NCRNA00256B	0.22899999999999998	364	1
15_MACS_peak_26356_lociStitched	chr7	154678714	154707848	15	24759	27246.1168	3761.1994	365	DPP6	LOC100132707	LOC100132707	LOC100132707	0.009299999999999975	365	1
11_MACS_peak_27149_lociStitched	chr8	7415932	7444332	11	24684	27187.32	3311.44	366	FAM90A7		FAM90A7	FAM90A7	0.5216	366	1
7_MACS_peak_14494_lociStitched	chr19	7542826	7568296	7	24581	27762.3	3991.149	367	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.7353	367	1
3_MACS_peak_14278_lociStitched	chr19	5541321	5566827	3	24543	31984.524	3328.533	368	PLAC2		PLAC2	PLAC2	0.8519	368	1
11_MACS_peak_11337_lociStitched	chr17	7660591	7687339	11	24537	27232.1388	2559.7836	369	DNAH2	RPL29P2	RPL29P2	RPL29P2	0.6139	369	1
14_MACS_peak_4821_lociStitched	chr10	114729368	114757001	14	24510	28003.2822	3144.6354	370	TCF7L2		TCF7L2	TCF7L2	0.21280000000000002	370	1
9_MACS_peak_18365_lociStitched	chr2	241613357	241639685	9	24474	23044.8984	939.9096	371	AQP12A,AQP12B	GPR35	AQP12B	AQP12B	0.7203	371	1
6_MACS_peak_19791_lociStitched	chr20	61646027	61671461	6	24405	33817.0464	2172.0636	372	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	BHLHE23	1.3034000000000001	372	1
9_MACS_peak_27070_lociStitched	chr8	1889816	1916710	9	24326	30193.8938	2649.059	373	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.5806	373	1
6_MACS_peak_25895_lociStitched	chr7	100312579	100338026	6	24321	32266.796	2766.0889	374	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	ZAN	0.9311999999999999	374	1
9_MACS_peak_15928_lociStitched	chr19	35818152	35843823	9	24274	28538.4507	2264.1822	375	CD22,FFAR1	HAMP,MAG,FFAR3	CD22	CD22	0.9447	375	1
6_MACS_peak_839_lociStitched	chr1	6298589	6323213	6	24269	37957.896	2459.9376	376	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.5408000000000002	376	1
6_MACS_peak_1795_lociStitched	chr1	17692318	17717540	6	24254	27035.4618	2822.3418	377	PADI6	RCC2	PADI6	PADI6	0.6951	377	1
3_MACS_peak_391_lociStitched	chr1	3262735	3287291	3	24209	30741.6564	1625.6072	378	PRDM16		ARHGEF16	ARHGEF16	1.3191	378	1
7_MACS_peak_16547_lociStitched	chr19	45365584	45392023	7	24176	29846.9871	2680.9146	379	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.8261999999999999	379	1
8_MACS_peak_28912_lociStitched	chr9	136026974	136052988	8	24127	26937.497	2518.1552	380	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	1.1238	380	1
11_MACS_peak_14166_lociStitched	chr19	5170893	5197331	11	24093	24891.377	3574.4176	381			PTPRS	PTPRS	0.8786	381	1
7_MACS_peak_5377_lociStitched	chr11	1454300	1480070	7	24068	33640.158	1662.165	382	BRSK2	MOB2	MOB2	MOB2	0.7772	382	1
4_MACS_peak_7285_lociStitched	chr12	3235149	3260926	4	24062	30285.3973	3064.8853	383	TSPAN9		TSPAN9	TSPAN9	0.7316	383	1
8_MACS_peak_88_lociStitched	chr1	1356108	1382010	8	23991	31955.2974	2126.5542	384	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	VWA1	VWA1	1.2103000000000002	384	1
8_MACS_peak_273_lociStitched	chr1	2761251	2786922	8	23983	25642.7619	1776.4332	385			ACTRT2	ACTRT2	0.9167	385	1
8_MACS_peak_29366_lociStitched	chr9	138227171	138252652	8	23941	26507.8843	2097.0863	386			KIAA0649	KIAA0649	0.1181	386	1
3_MACS_peak_27491_lociStitched	chr8	142332806	142356785	3	23918	33309.2289	2311.5756	387	LOC731779	GPR20	LOC731779	GPR20	1.506	387	1
6_MACS_peak_433_lociStitched	chr1	3665967	3691196	6	23889	32515.1352	2540.5603	388	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	CCDC27	1.07	388	1
3_MACS_peak_829_lociStitched	chr1	6210642	6234609	3	23886	37968.5214	2123.4762	389	CHD5	RNF207,RPL22	CHD5	CHD5	1.135	389	1
6_MACS_peak_20073_lociStitched	chr21	43152601	43177645	6	23876	32992.9656	3476.1072	390	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.3628	390	1
4_MACS_peak_71_lociStitched	chr1	1125911	1149987	4	23815	39855.4104	1887.5584	391	TTLL10,TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	2.2786	391	1
5_MACS_peak_2654_lociStitched	chr1	23120210	23145171	5	23812	24371.9204	2491.1078	392	EPHB2	MIR4253	MIR4253	MIR4253	0.8017	392	1
7_MACS_peak_8021_lociStitched	chr13	113667432	113693605	7	23809	34574.533	2719.3747	393	MCF2L	LOC100289410	MCF2L	MCF2L	1.1109	393	1
8_MACS_peak_26413_lociStitched	chr7	155164063	155189596	8	23735	31101.7473	2961.828	394			EN2	EN2	NONE	394	1
7_MACS_peak_29186_lociStitched	chr9	137579031	137605060	7	23735	30386.2546	2149.9954	395	COL5A1		COL5A1	COL5A1	0.8695	395	1
4_MACS_peak_2585_lociStitched	chr1	22906958	22931356	4	23692	33693.638	2056.7514	396	EPHA8	C1QA,C1QC,C1QB	EPHA8	EPHA8	1.0792	396	1
4_MACS_peak_99_lociStitched	chr1	1512531	1537374	4	23686	29473.7352	2896.6938	397		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.45559999999999995	397	1
4_MACS_peak_28709_lociStitched	chr9	133934895	133958996	4	23669	32227.8572	2525.7848	398	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.8362	398	1
7_MACS_peak_21583_lociStitched	chr22	43800318	43826747	7	23608	29262.1888	1955.746	399	MPPED1		MPPED1	MPPED1	0.6284	399	1
9_MACS_peak_19774_lociStitched	chr20	61445732	61470719	9	23587	36008.7657	2481.2091	400	COL9A3	C20orf20,OGFR,DPH3P1,TCFL5	COL9A3	COL9A3	1.0157	400	1
8_MACS_peak_13308_lociStitched	chr17	77675683	77702368	8	23531	28499.58	2948.6925	401		ENPP7,CBX2	ENPP7	CBX2	1.4867000000000001	401	1
4_MACS_peak_5260_lociStitched	chr11	314092	339027	4	23525	29338.521	2977.239	402	IFITM1,IFITM3	NLRP6,ATHL1,IFITM2,B4GALNT4,IFITM5	IFITM3	B4GALNT4	1.1233	402	1
5_MACS_peak_22681_lociStitched	chr3	50415535	50439836	5	23498	26765.1214	2532.1642	403	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.1112	403	1
13_MACS_peak_1760_lociStitched	chr1	17590394	17617578	13	23425	23715.3216	2386.7552	404	PADI3	PADI4	PADI3	PADI3	0.8543999999999999	404	1
5_MACS_peak_19030_lociStitched	chr20	48956272	48980968	5	23402	26224.6824	2775.8304	405		LOC284751	LOC284751	LOC284751	0.8360000000000001	405	1
7_MACS_peak_8037_lociStitched	chr13	113728503	113753953	7	23392	28537.085	2051.27	406	MCF2L	F7,F10	F7	F7	0.6376999999999999	406	1
3_MACS_peak_25664_lociStitched	chr7	44256761	44281413	3	23341	42154.92	2630.3684	407	CAMK2B	YKT6,GCK	YKT6	GCK	0.10579999999999999	407	1
3_MACS_peak_22979_lociStitched	chr3	195528401	195553315	3	23300	34373.8458	3555.2278	408	MUC4		MUC4	MUC4	0.6539999999999999	408	1
15_MACS_peak_12856_lociStitched	chr17	72620274	72649299	15	23290	27733.3875	3361.095	409		C17orf77,RAB37,CD300LD,CD300E	CD300E	CD300E	0.8306	409	1
4_MACS_peak_1756_lociStitched	chr1	17564860	17589037	4	23239	28139.6103	2466.054	410	PADI1,PADI3	PADI4	PADI3	PADI3	0.8543999999999999	410	1
2_MACS_peak_29204_lociStitched	chr9	137656685	137679929	2	23199	32541.6	1845.5736	411	COL5A1		MIR3689B	MIR3689B	0.0674	411	1
5_MACS_peak_19917_lociStitched	chr20	62668614	62693295	5	23192	35594.9382	2512.5258	412	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	NPBWR2	1.8505	412	1
4_MACS_peak_27984_lociStitched	chr8	144466478	144490237	4	23156	35374.7751	2121.6787	413		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	MAFA	1.5697	413	1
7_MACS_peak_21464_lociStitched	chr22	42746596	42773225	7	23078	31936.1597	2772.0789	414			NFAM1	NFAM1	1.0076	414	1
10_MACS_peak_28651_lociStitched	chr9	133390893	133417175	10	23016	25900.911	2488.9054	415		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.1182	415	1
6_MACS_peak_20328_lociStitched	chr21	46137997	46162761	6	22950	34201.5604	2904.8172	416		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.3086	416	1
12_MACS_peak_4552_lociStitched	chr10	73281149	73307962	12	22935	24051.261	3011.0999	417	CDH23		CDH23	CDH23	0.40709999999999996	417	1
2_MACS_peak_5562_lociStitched	chr11	2426069	2449274	2	22934	52162.5195	2257.8465	418	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	TRPM5	1.7508	418	1
7_MACS_peak_19372_lociStitched	chr20	57357795	57382401	7	22903	25880.5908	2256.3702	419		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR298	0.41509999999999997	419	1
4_MACS_peak_24998_lociStitched	chr6	34041166	34064381	4	22851	27923.002	2298.285	420	GRM4		GRM4	GRM4	1.0152999999999999	420	1
14_MACS_peak_2562_lociStitched	chr1	22708491	22735617	14	22805	23095.0764	2720.7378	421		ZBTB40	ZBTB40	NONE	NONE	421	1
9_MACS_peak_19692_lociStitched	chr20	60469531	60494471	9	22784	29232.174	2249.588	422	CDH4	MIR1257	MIR1257	MIR1257	0.40159999999999996	422	1
7_MACS_peak_25281_lociStitched	chr7	952221	976764	7	22742	27517.6116	1946.2599	423	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	1.1269	423	1
12_MACS_peak_9021_lociStitched	chr15	77903941	77931699	12	22740	28207.6796	2695.3018	424	LINGO1		LINGO1	LINGO1	0.8497	424	1
4_MACS_peak_10917_lociStitched	chr17	700224	723694	4	22715	30961.624	2302.407	425	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.0218	425	1
10_MACS_peak_22706_lociStitched	chr3	50518495	50544498	10	22679	27490.3716	2439.0814	426	CACNA2D2		CACNA2D2	CACNA2D2	0.8688	426	1
3_MACS_peak_9394_lociStitched	chr16	1567659	1590656	3	22650	38262.4086	1968.5432	427	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	1.0832000000000002	427	1
7_MACS_peak_14602_lociStitched	chr19	8202455	8226603	7	22609	30655.886	2781.8496	428	FBN3	LASS4	FBN3	FBN3	0.8192999999999999	428	1
2_MACS_peak_25379_lociStitched	chr7	1456038	1478801	2	22574	29805.8722	1900.7105	429	MICALL2		MICALL2	MICALL2	0.46179999999999993	429	1
7_MACS_peak_29032_lociStitched	chr9	136563827	136587225	7	22570	30298.0702	1991.1698	430	SARDH		SARDH	SARDH	1.1371	430	1
12_MACS_peak_26070_lociStitched	chr7	101137615	101165092	12	22477	23665.9401	2739.4569	431	EMID2		MYL10	MYL10	NONE	431	1
3_MACS_peak_2470_lociStitched	chr1	21881738	21904676	3	22403	29837.7504	2165.3472	432	ALPL		ALPL	ALPL	0.823	432	1
10_MACS_peak_7459_lociStitched	chr12	52222778	52247267	10	22298	26727.2946	2324.0061	433		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.5602	433	1
4_MACS_peak_15571_lociStitched	chr19	18705823	18729262	4	22285	41067.4719	2238.4245	434	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	CRLF1	1.1115	434	1
4_MACS_peak_8759_lociStitched	chr15	42152282	42175417	4	22284	34519.7335	2246.4085	435	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.5203	435	1
5_MACS_peak_16445_lociStitched	chr19	42422363	42446143	5	22274	35567.746	2836.954	436		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.10090000000000002	436	1
4_MACS_peak_15523_lociStitched	chr19	18145567	18169193	4	22257	26576.8874	2414.5772	437		ARRDC2,MAST3,IL12RB1	ARRDC2	ARRDC2	1.1506999999999998	437	1
10_MACS_peak_281_lociStitched	chr1	2788851	2812727	10	22254	27438.2992	1492.25	438			ACTRT2	ACTRT2	0.9167	438	1
7_MACS_peak_12171_lociStitched	chr17	43865361	43889334	7	22242	24557.9412	2423.6703	439	CRHR1	IMP5	CRHR1	CRHR1	0.9263999999999999	439	1
2_MACS_peak_13167_lociStitched	chr17	76551135	76573785	2	22228	28113.18	2192.52	440	DNAH17		DNAH17	DNAH17	0.8136	440	1
5_MACS_peak_28822_lociStitched	chr9	135371735	135394386	5	22200	26673.8176	2545.9724	441	C9orf171		BARHL1	BARHL1	NONE	441	1
3_MACS_peak_5418_lociStitched	chr11	1702173	1724825	3	22177	34505.7916	2258.4044	442	KRTAP5-6,MOB2,FAM99B	FAM99A,LOC402778	KRTAP5-6	FAM99A	1.5948	442	1
4_MACS_peak_9341_lociStitched	chr16	1020515	1043357	4	22107	32093.01	1295.1414	443	SOX8,LMF1		SOX8	SOX8	1.464	443	1
15_MACS_peak_1197_lociStitched	chr1	8383171	8409096	15	22095	24390.24	2486.2075	444	SLC45A1		SLC45A1	SLC45A1	0.7855	444	1
1_MACS_peak_9103_lociStitched	chr15	78179934	78201982	1	22049	30360.096	2487.0144	445		LOC645752	LOC645752	LOC645752	0.34430000000000005	445	1
7_MACS_peak_6083_lociStitched	chr11	66313463	66337432	7	22037	26373.0907	2459.2194	446	ACTN3,ZDHHC24,CTSF	BBS1,CCS,RBM14,CCDC87	CTSF	CTSF	0.9641	446	1
