REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05.bam	37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
1_MACS_peak_16807_lociStitched	chr19	47897713	47899081	1	1369	1137.0816	106.43039999999999
1_MACS_peak_11629_lociStitched	chr17	20434694	20436061	1	1368	1015.9544	100.33780000000002
1_MACS_peak_18623_lociStitched	chr20	30175109	30176476	1	1368	1656.1205	37.865899999999996
1_MACS_peak_26571_lociStitched	chr7	155952471	155953838	1	1368	972.3471000000001	170.1915
2_MACS_peak_15376_lociStitched	chr19	17370102	17371467	2	1189	935.571	131.313
2_MACS_peak_17658_lociStitched	chr2	581347	582712	2	980	662.4345	114.93299999999999
2_MACS_peak_19464_lociStitched	chr20	58007633	58008998	2	1015	740.376	95.00399999999999
1_MACS_peak_20928_lociStitched	chr22	27554780	27556145	1	1366	1001.2275000000001	160.3875
1_MACS_peak_24748_lociStitched	chr6	2902776	2904141	1	1366	1524.978	137.4555
1_MACS_peak_25028_lociStitched	chr6	35465299	35466664	1	1366	1815.723	174.447
2_MACS_peak_23698_lociStitched	chr4	8089171	8090535	2	1096	905.1504	57.4244
1_MACS_peak_6192_lociStitched	chr11	68636300	68637663	1	1364	1045.421	115.1735
1_MACS_peak_6988_lociStitched	chr11	119225872	119227234	1	1363	1002.9768	90.8454
1_MACS_peak_7958_lociStitched	chr13	100631292	100632654	1	1363	1136.1804	113.046
1_MACS_peak_2964_lociStitched	chr1	30350154	30351514	1	1361	983.96	130.968
2_MACS_peak_10447_lociStitched	chr16	86023108	86024468	2	1225	917.728	48.824000000000005
1_MACS_peak_19085_lociStitched	chr20	55201577	55202937	1	1361	1241.68	102.0
2_MACS_peak_3043_lociStitched	chr1	30676726	30678085	2	1074	1051.0506	105.7302
1_MACS_peak_12260_lociStitched	chr17	46718618	46719977	1	1360	1295.3988000000002	97.848
2_MACS_peak_18727_lociStitched	chr20	31770571	31771930	2	1109	861.4701	134.4051
2_MACS_peak_8176_lociStitched	chr14	100206759	100208117	2	1072	849.7006	94.24520000000001
1_MACS_peak_17954_lociStitched	chr2	96050691	96052048	1	1358	985.3177	54.415699999999994
2_MACS_peak_19588_lociStitched	chr20	60131529	60132886	2	1154	1013.4076	111.9525
2_MACS_peak_20849_lociStitched	chr22	25293132	25294489	2	881	738.8865	120.50160000000001
1_MACS_peak_22774_lociStitched	chr3	123752539	123753896	1	1358	1389.1609	118.8732
1_MACS_peak_23731_lociStitched	chr4	8179521	8180878	1	1358	985.182	147.7773
1_MACS_peak_29854_lociStitched	chrX	153089645	153091002	1	1358	1159.9636	70.97109999999999
1_MACS_peak_8685_lociStitched	chr14	107252687	107254043	1	1357	1534.1784	102.64920000000001
2_MACS_peak_8970_lociStitched	chr15	75108676	75110031	2	1356	913.1345000000001	173.44
1_MACS_peak_23996_lociStitched	chr4	140200251	140201606	1	1356	1417.601	205.2825
2_MACS_peak_29228_lociStitched	chr9	137813651	137815006	2	1012	895.1129999999999	66.2595
1_MACS_peak_9985_lociStitched	chr16	56685412	56686766	1	1355	1192.874	133.91060000000002
1_MACS_peak_18481_lociStitched	chr2	242129190	242130544	1	1355	1173.6472	60.1176
1_MACS_peak_19999_lociStitched	chr21	36425497	36426851	1	1355	1164.7108	230.7216
1_MACS_peak_20996_lociStitched	chr22	28034370	28035724	1	1355	1045.0172	148.94
2_MACS_peak_26207_lociStitched	chr7	149410165	149411519	2	1345	996.8148	198.0902
1_MACS_peak_3121_lociStitched	chr1	30950899	30952252	1	1354	1040.5923	96.6042
1_MACS_peak_6118_lociStitched	chr11	66742686	66744039	1	1354	1018.4031	142.4709
1_MACS_peak_9898_lociStitched	chr16	31495957	31497310	1	1354	1149.5088	152.48309999999998
2_MACS_peak_5073_lociStitched	chr10	134686009	134687361	2	1265	996.424	143.988
2_MACS_peak_12572_lociStitched	chr17	71471988	71473340	2	881	735.488	64.0848
1_MACS_peak_24218_lociStitched	chr5	1833812	1835163	1	1352	1072.694	106.59389999999999
1_MACS_peak_1194_lociStitched	chr1	8354387	8355737	1	1351	1106.865	114.75000000000001
1_MACS_peak_4839_lociStitched	chr10	118500566	118501916	1	1351	1716.93	131.22
1_MACS_peak_13921_lociStitched	chr19	2949644	2950994	1	1351	1159.38	295.10999999999996
1_MACS_peak_18980_lociStitched	chr20	48129079	48130429	1	1351	1363.77	137.565
2_MACS_peak_24185_lociStitched	chr5	1549091	1550440	2	1211	809.6697999999999	146.3665
1_MACS_peak_11494_lociStitched	chr17	16725256	16726603	1	1348	1039.3452	179.42040000000003
1_MACS_peak_25139_lociStitched	chr6	106808468	106809815	1	1348	1480.2183	150.3252
1_MACS_peak_26195_lociStitched	chr7	142552694	142554041	1	1348	1750.9653	319.1043
1_MACS_peak_27418_lociStitched	chr8	86739156	86740503	1	1348	930.3729	464.715
2_MACS_peak_12261_lociStitched	chr17	46723132	46724478	2	1244	904.1081999999999	87.8938
2_MACS_peak_18011_lociStitched	chr2	114324218	114325564	2	1306	1013.538	249.2792
1_MACS_peak_22556_lociStitched	chr3	33259453	33260799	1	1347	1161.0596	116.96740000000001
1_MACS_peak_4713_lociStitched	chr10	102435536	102436881	1	1346	920.249	107.73450000000001
1_MACS_peak_7616_lociStitched	chr12	53068813	53070158	1	1346	1026.3695	89.17349999999999
2_MACS_peak_15835_lociStitched	chr19	34404157	34405502	2	1149	951.0495	101.27850000000001
1_MACS_peak_4953_lociStitched	chr10	130279326	130280670	1	1345	1125.6000000000001	67.3344
1_MACS_peak_21083_lociStitched	chr22	30920914	30922258	1	1345	1307.1744	179.28959999999998
2_MACS_peak_496_lociStitched	chr1	4183869	4185212	2	1155	1232.4711	80.58
1_MACS_peak_20552_lociStitched	chr22	18918714	18920057	1	1344	1105.6919	160.8914
2_MACS_peak_25530_lociStitched	chr7	4942116	4943458	2	1261	1170.4923999999999	175.80200000000002
2_MACS_peak_27486_lociStitched	chr8	142318856	142320198	2	1333	1069.9766	177.2782
1_MACS_peak_4156_lociStitched	chr1	228459396	228460737	1	1342	946.3437	66.9159
2_MACS_peak_10823_lociStitched	chr16	90240098	90241439	2	1119	679.8870000000001	164.0043
1_MACS_peak_24774_lociStitched	chr6	10837020	10838361	1	1342	1160.3673	251.8398
2_MACS_peak_6548_lociStitched	chr11	70519345	70520685	2	1170	735.5260000000001	98.624
1_MACS_peak_12424_lociStitched	chr17	56007187	56008525	1	1339	1364.4924	195.34799999999998
1_MACS_peak_28274_lociStitched	chr9	117018011	117019349	1	1339	962.691	106.371
1_MACS_peak_18274_lociStitched	chr2	223651551	223652887	1	1337	975.0128	138.27599999999998
1_MACS_peak_22199_lociStitched	chr22	49593331	49594667	1	1337	1004.672	68.136
1_MACS_peak_7374_lociStitched	chr12	6874167	6875502	1	1336	1129.4099999999999	168.74400000000003
2_MACS_peak_4160_lociStitched	chr1	228479061	228480395	2	925	728.0971999999999	179.5564
1_MACS_peak_7380_lociStitched	chr12	8170909	8172243	1	1335	1489.6778	168.2174
1_MACS_peak_12534_lociStitched	chr17	65991120	65992454	1	1335	1107.7536	156.2114
1_MACS_peak_19971_lociStitched	chr21	9885279	9886613	1	1335	905.5192	211.1722
1_MACS_peak_26069_lociStitched	chr7	101133426	101134760	1	1335	991.2954	90.1784
1_MACS_peak_3559_lociStitched	chr1	48190615	48191948	1	1334	1152.9117	107.03989999999999
1_MACS_peak_3985_lociStitched	chr1	202628459	202629792	1	1334	1161.9761	170.8906
2_MACS_peak_16430_lociStitched	chr19	42333860	42335193	2	1153	951.762	169.4243
1_MACS_peak_3427_lociStitched	chr1	37599059	37600391	1	1333	1004.9939999999999	123.47640000000001
1_MACS_peak_6670_lociStitched	chr11	71015673	71017005	1	1333	874.5912	126.54
1_MACS_peak_22574_lociStitched	chr3	45265547	45266879	1	1333	1002.1967999999999	154.1124
1_MACS_peak_23929_lociStitched	chr4	13548337	13549669	1	1333	1127.4048	94.8384
1_MACS_peak_28693_lociStitched	chr9	133831888	133833219	1	1332	995.9873	60.427400000000006
2_MACS_peak_3195_lociStitched	chr1	31375804	31377134	2	1135	884.45	192.983
1_MACS_peak_4422_lociStitched	chr10	71483731	71485061	1	1331	1110.2839999999999	171.57
1_MACS_peak_8541_lociStitched	chr14	105137266	105138595	1	1330	1291.9208999999998	90.23910000000001
2_MACS_peak_11484_lociStitched	chr17	15165294	15166623	2	1257	977.7453	106.0542
1_MACS_peak_20003_lociStitched	chr21	37669062	37670391	1	1330	1047.1191000000001	231.91049999999998
1_MACS_peak_7171_lociStitched	chr11	134709088	134710415	1	1328	1086.9457	141.0601
1_MACS_peak_9075_lociStitched	chr15	78046792	78048119	1	1328	1157.0113000000001	57.4591
1_MACS_peak_11455_lociStitched	chr17	9631056	9632383	1	1328	979.9895	98.5961
1_MACS_peak_24330_lociStitched	chr5	115908624	115909951	1	1328	1376.8952000000002	89.0417
1_MACS_peak_3983_lociStitched	chr1	202619027	202620353	1	1327	1142.6142	184.4466
2_MACS_peak_7872_lociStitched	chr12	132101691	132103017	2	1247	1085.7287999999999	97.32840000000002
2_MACS_peak_15697_lociStitched	chr19	30349121	30350447	2	1196	1082.2812000000001	136.4454
2_MACS_peak_6594_lociStitched	chr11	70725493	70726818	2	1130	865.49	133.6925
1_MACS_peak_14876_lociStitched	chr19	11592222	11593547	1	1326	1244.97	263.41
1_MACS_peak_9189_lociStitched	chr15	89399413	89400737	1	1325	1225.362	126.44200000000001
1_MACS_peak_18097_lociStitched	chr2	133016146	133017469	1	1324	3194.6481	812.4543
1_MACS_peak_3933_lociStitched	chr1	201383579	201384901	1	1323	988.4594000000001	216.9402
1_MACS_peak_6357_lociStitched	chr11	69717022	69718344	1	1323	925.7966	69.2728
2_MACS_peak_10139_lociStitched	chr16	84860062	84861383	2	870	888.5046	40.1584
1_MACS_peak_22938_lociStitched	chr3	187653703	187655024	1	1322	1165.7825	332.2315
1_MACS_peak_24440_lociStitched	chr5	172724247	172725567	1	1321	1226.148	85.932
1_MACS_peak_26011_lociStitched	chr7	100948624	100949944	1	1321	1306.536	161.56799999999998
1_MACS_peak_27401_lociStitched	chr8	67873945	67875265	1	1321	1203.8400000000001	116.55600000000001
1_MACS_peak_15018_lociStitched	chr19	14141389	14142708	1	1320	1107.6962	195.4758
1_MACS_peak_25267_lociStitched	chr7	150051	151369	1	1319	1085.7684	73.4126
2_MACS_peak_4936_lociStitched	chr10	126841336	126842653	2	1295	1019.6214	97.19460000000001
2_MACS_peak_9839_lociStitched	chr16	29902767	29904084	2	862	772.8156	124.4565
1_MACS_peak_18299_lociStitched	chr2	233364987	233366304	1	1318	1161.3306	71.2497
1_MACS_peak_10381_lociStitched	chr16	85564357	85565673	1	1317	1140.8404	87.51400000000001
2_MACS_peak_11963_lociStitched	chr17	41461674	41462990	2	1124	951.2048	143.5756
2_MACS_peak_16280_lociStitched	chr19	41414954	41416270	2	1168	970.0236	120.2824
1_MACS_peak_18022_lociStitched	chr2	119913796	119915112	1	1317	1251.6476	88.83000000000001
1_MACS_peak_20026_lociStitched	chr21	40454842	40456158	1	1317	1074.6456	119.6244
2_MACS_peak_7214_lociStitched	chr12	307815	309130	2	1255	899.5915000000001	103.35900000000001
2_MACS_peak_27201_lociStitched	chr8	7829537	7830852	2	926	1109.4655	213.6875
2_MACS_peak_19125_lociStitched	chr20	55879494	55880807	2	998	789.9008	64.73089999999999
2_MACS_peak_25740_lociStitched	chr7	73052455	73053768	2	1198	1025.453	166.3571
1_MACS_peak_26400_lociStitched	chr7	155068228	155069541	1	1314	1279.5185000000001	139.70319999999998
2_MACS_peak_9935_lociStitched	chr16	49731388	49732699	2	1252	1003.0461	68.9586
1_MACS_peak_13199_lociStitched	chr17	77070850	77072161	1	1312	1194.8454	129.0024
1_MACS_peak_3654_lociStitched	chr1	147520620	147521930	1	1311	886.084	161.523
1_MACS_peak_9827_lociStitched	chr16	29477731	29479041	1	1311	1325.1960000000001	194.273
1_MACS_peak_10048_lociStitched	chr16	68560258	68561568	1	1311	964.4219999999999	129.821
1_MACS_peak_16489_lociStitched	chr19	43069525	43070835	1	1311	813.51	153.794
1_MACS_peak_16609_lociStitched	chr19	46156711	46158021	1	1311	1212.274	137.41899999999998
1_MACS_peak_19083_lociStitched	chr20	52789411	52790721	1	1311	1333.449	134.92999999999998
1_MACS_peak_27485_lociStitched	chr8	142214982	142216292	1	1311	1226.2910000000002	164.405
1_MACS_peak_1433_lociStitched	chr1	11409789	11411098	1	1310	1137.521	145.5608
1_MACS_peak_2958_lociStitched	chr1	30304492	30305801	1	1310	1098.7746	121.3443
2_MACS_peak_17895_lociStitched	chr2	72359177	72360486	2	1295	1049.2944	98.4368
1_MACS_peak_18122_lociStitched	chr2	170218063	170219371	1	1309	1222.98	241.84920000000002
2_MACS_peak_20891_lociStitched	chr22	26218768	26220076	2	1301	949.7388	100.716
2_MACS_peak_24884_lociStitched	chr6	32225090	32226398	2	1115	959.0255999999999	174.3564
1_MACS_peak_28438_lociStitched	chr9	131959779	131961087	1	1309	1141.6224	85.2816
1_MACS_peak_29872_lociStitched	chrX	153448240	153449548	1	1309	899.9039999999999	60.822
1_MACS_peak_7391_lociStitched	chr12	22486777	22488084	1	1308	1214.7258	109.5266
1_MACS_peak_24390_lociStitched	chr5	141262250	141263557	1	1308	1398.49	124.8185
1_MACS_peak_27421_lociStitched	chr8	86762707	86764013	1	1307	924.7786	360.8478
2_MACS_peak_4451_lociStitched	chr10	71619800	71621105	2	1089	907.6275	105.05250000000001
2_MACS_peak_6792_lociStitched	chr11	75904303	75905608	2	1271	802.836	93.177
2_MACS_peak_7397_lociStitched	chr12	31271255	31272560	2	1138	819.9314999999999	147.3345
1_MACS_peak_9978_lociStitched	chr16	56623060	56624364	1	1305	1416.4048	130.0088
1_MACS_peak_11298_lociStitched	chr17	7264792	7266096	1	1305	927.6656	139.39759999999998
2_MACS_peak_13616_lociStitched	chr18	12906070	12907374	2	1181	920.4936	144.744
1_MACS_peak_22872_lociStitched	chr3	161089801	161091105	1	1305	1357.0728	354.42719999999997
2_MACS_peak_24161_lociStitched	chr5	1357526	1358830	2	840	858.1624	65.3304
2_MACS_peak_25723_lociStitched	chr7	72777055	72778359	2	1187	939.7928	114.1
1_MACS_peak_17878_lociStitched	chr2	69533014	69534317	1	1304	1346.7808	134.3393
2_MACS_peak_21213_lociStitched	chr22	37115438	37116741	2	1216	949.887	163.2659
1_MACS_peak_17095_lociStitched	chr19	49696537	49697839	1	1303	1252.2636	101.556
1_MACS_peak_1238_lociStitched	chr1	9138372	9139673	1	1302	1160.7522	142.71970000000002
2_MACS_peak_1474_lociStitched	chr1	11547636	11548936	2	1285	831.61	124.41
1_MACS_peak_6726_lociStitched	chr11	71955318	71956617	1	1300	871.8888000000001	173.1567
2_MACS_peak_7007_lociStitched	chr11	119386010	119387309	2	1282	1197.5481	111.06450000000001
2_MACS_peak_16479_lociStitched	chr19	42765990	42767289	2	1063	831.1002000000001	97.68480000000001
2_MACS_peak_16614_lociStitched	chr19	46166961	46168259	2	1282	1173.2622000000001	133.3046
2_MACS_peak_22204_lociStitched	chr22	49686284	49687582	2	1153	846.4258	79.9568
1_MACS_peak_7159_lociStitched	chr11	134274381	134275677	1	1297	1166.1408000000001	70.8912
1_MACS_peak_16851_lociStitched	chr19	48245636	48246932	1	1297	1096.8048000000001	205.416
1_MACS_peak_17609_lociStitched	chr19	56546517	56547813	1	1297	946.8576	136.3392
2_MACS_peak_20338_lociStitched	chr21	46242921	46244217	2	1192	1107.1727999999998	124.67519999999999
1_MACS_peak_18616_lociStitched	chr20	25064212	25065507	1	1296	1104.635	83.139
1_MACS_peak_11726_lociStitched	chr17	28562573	28563867	1	1295	1223.9946	103.39059999999999
1_MACS_peak_28391_lociStitched	chr9	130588000	130589294	1	1295	1033.906	126.165
1_MACS_peak_24133_lociStitched	chr5	1116423	1117716	1	1294	983.4558000000001	128.3949
1_MACS_peak_2599_lociStitched	chr1	22963361	22964653	1	1293	1044.0652	70.5432
1_MACS_peak_8111_lociStitched	chr14	23450083	23451375	1	1293	956.5967999999999	104.652
1_MACS_peak_17519_lociStitched	chr19	55847432	55848724	1	1293	1033.6000000000001	104.5228
1_MACS_peak_18542_lociStitched	chr20	921390	922682	1	1293	840.3168	161.3708
1_MACS_peak_28289_lociStitched	chr9	124328348	124329640	1	1293	1107.6316	96.89999999999999
1_MACS_peak_3646_lociStitched	chr1	145990072	145991363	1	1292	969.2828000000001	297.0591
1_MACS_peak_4002_lociStitched	chr1	203138949	203140240	1	1292	1393.1181	126.3889
1_MACS_peak_27451_lociStitched	chr8	125739221	125740512	1	1292	1014.726	145.6248
1_MACS_peak_3818_lociStitched	chr1	158093698	158094988	1	1291	1128.2340000000002	251.80800000000002
1_MACS_peak_13640_lociStitched	chr18	45934137	45935427	1	1291	1397.1989999999998	57.147
1_MACS_peak_14530_lociStitched	chr19	7799013	7800302	1	1290	1223.3899000000001	157.6447
1_MACS_peak_29722_lociStitched	chr9	141000426	141001715	1	1290	917.2524	55.1692
1_MACS_peak_18624_lociStitched	chr20	30193345	30194633	1	1289	1366.4392	209.1712
2_MACS_peak_10781_lociStitched	chr16	89137491	89138778	2	880	849.9348	58.3011
1_MACS_peak_14378_lociStitched	chr19	6179421	6180708	1	1288	835.1343	174.64589999999998
1_MACS_peak_15222_lociStitched	chr19	15554559	15555846	1	1288	960.102	133.4619
2_MACS_peak_4282_lociStitched	chr10	5540729	5542015	2	1287	1036.516	88.34819999999999
1_MACS_peak_8707_lociStitched	chr15	30118291	30119577	1	1287	1193.6652000000001	167.05139999999997
1_MACS_peak_17626_lociStitched	chr19	56727962	56729248	1	1287	1071.6238	86.6764
2_MACS_peak_20667_lociStitched	chr22	21048423	21049708	2	1263	673.2115	164.22299999999998
1_MACS_peak_4082_lociStitched	chr1	207669188	207670471	1	1284	1635.5683999999999	257.3698
1_MACS_peak_18280_lociStitched	chr2	232706451	232707734	1	1284	985.4723	365.9116
1_MACS_peak_25575_lociStitched	chr7	5589687	5590970	1	1284	1047.3129000000001	91.9911
2_MACS_peak_4105_lociStitched	chr1	223365339	223366621	2	1266	1096.4946	217.94000000000003
1_MACS_peak_7119_lociStitched	chr11	133799895	133801177	1	1283	1028.6768	78.5866
1_MACS_peak_9238_lociStitched	chr15	101974303	101975585	1	1283	993.6782000000001	153.58360000000002
1_MACS_peak_14796_lociStitched	chr19	10183573	10184855	1	1283	1010.216	81.0224
1_MACS_peak_5599_lociStitched	chr11	6545647	6546928	1	1282	857.1171	216.2328
1_MACS_peak_16294_lociStitched	chr19	41524519	41525800	1	1282	1028.5149	111.9594
1_MACS_peak_23362_lociStitched	chr4	6687997	6689278	1	1282	993.6716999999999	98.7651
1_MACS_peak_4646_lociStitched	chr10	94490398	94491678	1	1281	1298.944	111.87200000000001
1_MACS_peak_16165_lociStitched	chr19	39558101	39559380	1	1280	1139.4611	184.0481
1_MACS_peak_23935_lociStitched	chr4	30008273	30009552	1	1280	1048.2684	154.6311
1_MACS_peak_4087_lociStitched	chr1	211915244	211916522	1	1279	925.0164	189.2718
2_MACS_peak_19340_lociStitched	chr20	57171836	57173114	2	1279	1000.6740000000001	146.8422
1_MACS_peak_8224_lociStitched	chr14	101072908	101074185	1	1278	994.783	78.40780000000001
1_MACS_peak_12509_lociStitched	chr17	61994972	61996249	1	1278	1086.9823999999999	107.7788
1_MACS_peak_15687_lociStitched	chr19	30263205	30264482	1	1278	888.9197	130.3817
1_MACS_peak_10037_lociStitched	chr16	67282860	67284136	1	1277	1751.5652	173.536
2_MACS_peak_14622_lociStitched	chr19	8263343	8264619	2	1158	942.7088	161.66920000000002
1_MACS_peak_4206_lociStitched	chr1	236325618	236326893	1	1276	1002.2775	136.17000000000002
1_MACS_peak_12711_lociStitched	chr17	72126376	72127651	1	1276	898.62	60.307500000000005
1_MACS_peak_14421_lociStitched	chr19	6551016	6552291	1	1276	952.5525	138.465
1_MACS_peak_16051_lociStitched	chr19	38730921	38732196	1	1276	820.3349999999999	148.7925
1_MACS_peak_3891_lociStitched	chr1	182758231	182759505	1	1275	1217.1796	327.29060000000004
2_MACS_peak_6533_lociStitched	chr11	70469183	70470457	2	1007	819.3094	107.5256
2_MACS_peak_10859_lociStitched	chr17	116448	117722	2	934	697.6424	128.9288
1_MACS_peak_11450_lociStitched	chr17	9549050	9550324	1	1275	869.8872	104.08579999999999
1_MACS_peak_25031_lociStitched	chr6	35754418	35755692	1	1275	1564.0898	208.55380000000002
2_MACS_peak_2257_lociStitched	chr1	20288800	20290073	2	1105	910.5769	133.1558
1_MACS_peak_6011_lociStitched	chr11	64756337	64757609	1	1273	1099.1352	94.764
1_MACS_peak_18111_lociStitched	chr2	145273286	145274558	1	1273	1322.88	70.2144
2_MACS_peak_27717_lociStitched	chr8	143171144	143172416	2	1085	782.7887999999999	121.98479999999999
2_MACS_peak_2341_lociStitched	chr1	20671796	20673067	2	1085	956.9359000000001	138.2848
1_MACS_peak_3858_lociStitched	chr1	166134299	166135570	1	1272	1214.5676	208.8253
2_MACS_peak_12914_lociStitched	chr17	73100741	73102012	2	1265	996.7182	130.4046
2_MACS_peak_14276_lociStitched	chr19	5538749	5540020	2	1179	981.5933	91.51199999999999
1_MACS_peak_17914_lociStitched	chr2	75426849	75428120	1	1272	1102.0841	130.91299999999998
1_MACS_peak_6821_lociStitched	chr11	107462004	107463274	1	1271	895.3499999999999	140.081
1_MACS_peak_9649_lociStitched	chr16	4970510	4971780	1	1271	1066.927	128.524
1_MACS_peak_3301_lociStitched	chr1	37025719	37026988	1	1270	1209.9915	129.1842
2_MACS_peak_4380_lociStitched	chr10	50827602	50828871	2	1203	966.9780000000001	98.60130000000001
1_MACS_peak_8154_lociStitched	chr14	75078119	75079388	1	1270	1098.7002	24.6186
1_MACS_peak_26619_lociStitched	chr7	157229463	157230732	1	1270	992.2311000000001	161.163
2_MACS_peak_11716_lociStitched	chr17	27317953	27319221	2	1158	880.8796	150.38479999999998
1_MACS_peak_22135_lociStitched	chr22	49266847	49268115	1	1269	1037.4776	118.43119999999999
1_MACS_peak_27417_lociStitched	chr8	86736168	86737436	1	1269	1027.5872	297.346
2_MACS_peak_29747_lociStitched	chrX	9746264	9747532	2	853	688.524	57.4404
1_MACS_peak_5747_lociStitched	chr11	58939998	58941265	1	1268	1052.3702	160.909
1_MACS_peak_5871_lociStitched	chr11	63536414	63537681	1	1268	1382.6770999999999	142.9176
2_MACS_peak_19281_lociStitched	chr20	56731005	56732272	2	1077	727.2579999999999	94.13810000000001
1_MACS_peak_17297_lociStitched	chr19	51261447	51262713	1	1267	1112.9406	107.7366
1_MACS_peak_24412_lociStitched	chr5	158527563	158528829	1	1267	1150.794	173.31539999999998
1_MACS_peak_7453_lociStitched	chr12	52208456	52209721	1	1266	821.8705000000001	116.0005
2_MACS_peak_15734_lociStitched	chr19	32450249	32451513	2	877	696.0848	79.5056
2_MACS_peak_3431_lociStitched	chr1	37708954	37710217	2	1246	1098.5574	125.54220000000001
2_MACS_peak_5226_lociStitched	chr10	135294485	135295748	2	1159	1086.18	64.7919
1_MACS_peak_17655_lociStitched	chr2	562833	564096	1	1264	1044.6272999999999	167.8527
1_MACS_peak_20259_lociStitched	chr21	45810518	45811781	1	1264	1145.4147	135.3936
2_MACS_peak_1573_lociStitched	chr1	12689973	12691235	2	878	726.0286000000001	122.2878
2_MACS_peak_20055_lociStitched	chr21	43070706	43071968	2	997	972.8758	126.3262
1_MACS_peak_28203_lociStitched	chr9	69787541	69788803	1	1263	904.4754	292.4054
1_MACS_peak_7060_lociStitched	chr11	119932910	119934171	1	1262	1314.5925	110.0853
1_MACS_peak_13817_lociStitched	chr19	1267084	1268345	1	1262	1143.2226	280.6986
1_MACS_peak_20225_lociStitched	chr21	45273881	45275142	1	1262	1104.3838	191.672
1_MACS_peak_25720_lociStitched	chr7	64974150	64975411	1	1262	1435.5224	109.0765
1_MACS_peak_3585_lociStitched	chr1	61546410	61547670	1	1261	944.874	191.01600000000002
1_MACS_peak_13262_lociStitched	chr17	77502171	77503431	1	1261	796.698	30.744000000000003
1_MACS_peak_26257_lociStitched	chr7	151385864	151387124	1	1261	1171.8	189.252
1_MACS_peak_3881_lociStitched	chr1	179782053	179783312	1	1260	1169.611	127.66260000000001
1_MACS_peak_4450_lociStitched	chr10	71609490	71610748	1	1259	878.9646	150.8342
1_MACS_peak_18171_lociStitched	chr2	200334583	200335841	1	1259	1121.6327999999999	72.5866
1_MACS_peak_18879_lociStitched	chr20	43437479	43438736	1	1258	883.2939	99.303
1_MACS_peak_23987_lociStitched	chr4	113441495	113442752	1	1258	1009.9995	132.9906
1_MACS_peak_24700_lociStitched	chr5	180108075	180109332	1	1258	1017.5415	185.78459999999998
1_MACS_peak_26099_lociStitched	chr7	101226624	101227881	1	1258	1127.4033	140.90970000000002
2_MACS_peak_25770_lociStitched	chr7	73333594	73334850	2	1007	880.0792	77.872
1_MACS_peak_18455_lociStitched	chr2	241864766	241866021	1	1256	1099.5055	55.094500000000004
2_MACS_peak_5933_lociStitched	chr11	64269138	64270392	2	1017	858.3629999999999	111.35520000000001
2_MACS_peak_23360_lociStitched	chr4	6660061	6661315	2	1232	900.372	57.4332
1_MACS_peak_7504_lociStitched	chr12	52539489	52540742	1	1254	921.8321000000001	97.734
2_MACS_peak_13970_lociStitched	chr19	3067276	3068529	2	1147	910.4298	136.32639999999998
1_MACS_peak_2250_lociStitched	chr1	19986542	19987794	1	1253	1035.9048	87.8904
1_MACS_peak_11823_lociStitched	chr17	35303206	35304458	1	1253	1122.1676	132.58679999999998
1_MACS_peak_2776_lociStitched	chr1	27717610	27718861	1	1252	1071.9819	236.5641
1_MACS_peak_4042_lociStitched	chr1	205312611	205313862	1	1252	1316.1771	184.52249999999998
1_MACS_peak_5594_lociStitched	chr11	3429996	3431247	1	1252	894.5900999999999	255.8295
2_MACS_peak_9439_lociStitched	chr16	2363595	2364846	2	1190	930.2436	88.4457
1_MACS_peak_12502_lociStitched	chr17	61775827	61777077	1	1251	1047.625	147.0
1_MACS_peak_22398_lociStitched	chr3	12891901	12893151	1	1251	1076.75	200.75
2_MACS_peak_25160_lociStitched	chr6	137365156	137366406	2	1042	868.25	137.75
1_MACS_peak_26179_lociStitched	chr7	139914530	139915780	1	1251	1003.375	316.75
1_MACS_peak_3693_lociStitched	chr1	152161265	152162514	1	1250	1816.7954	343.8497
1_MACS_peak_18123_lociStitched	chr2	170624165	170625414	1	1250	1610.0858999999998	198.71589999999998
2_MACS_peak_27869_lociStitched	chr8	143915444	143916692	2	1047	928.7615999999999	45.9264
1_MACS_peak_28213_lociStitched	chr9	87284707	87285955	1	1249	1578.3455999999999	222.6432
1_MACS_peak_3885_lociStitched	chr1	180228090	180229337	1	1248	1012.8134	142.6568
1_MACS_peak_4079_lociStitched	chr1	206856237	206857484	1	1248	1055.9596	241.16979999999998
2_MACS_peak_22547_lociStitched	chr3	24536201	24537448	2	1143	1045.3601	109.2372
1_MACS_peak_27918_lociStitched	chr8	144192247	144193494	1	1248	913.3028	51.8752
2_MACS_peak_10785_lociStitched	chr16	89146831	89148077	2	800	821.9861999999999	123.1048
2_MACS_peak_11189_lociStitched	chr17	6440069	6441315	2	1019	695.0187999999999	51.086000000000006
1_MACS_peak_6562_lociStitched	chr11	70588843	70590088	1	1246	1107.3029999999999	104.20649999999999
1_MACS_peak_13863_lociStitched	chr19	2285979	2287224	1	1246	1009.3215	140.8095
1_MACS_peak_9577_lociStitched	chr16	4015612	4016856	1	1245	967.832	29.9804
1_MACS_peak_24558_lociStitched	chr5	177501742	177502986	1	1245	1019.8312	242.7044
