#23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_ROSE/23_0F29_0229Kronos_MM1S-KB-1hr-1_H3K27me3_hs-dm_i05_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam
#Using cutoff of 18040.59 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X23_0F29_0229Kronos_MM1S.KB.1hr.1_H3K27me3_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isStretch
11_MACS_peak_28942_lociStitched	chr9	136117069	136140049	11	19452	21725.292	2091.18	530	1
1_MACS_peak_14084_lociStitched	chr19	3727894	3747279	1	19386	31746.8145	2762.3625	531	1
4_MACS_peak_9324_lociStitched	chr16	954890	974789	4	19375	22304.7891	1683.4554	532	1
10_MACS_peak_8942_lociStitched	chr15	74556542	74580572	10	19359	23352.354	2544.777	533	1
10_MACS_peak_19936_lociStitched	chr20	62790473	62811684	10	19341	19987.1253	1864.4469	534	1
2_MACS_peak_2422_lociStitched	chr1	20996841	21016841	2	19322	27976	2512	535	1
6_MACS_peak_18243_lociStitched	chr2	220298474	220319285	6	19287	28484.0157	1677.3666	536	1
1_MACS_peak_9493_lociStitched	chr16	3033705	3052905	1	19201	37332.48	1929.6	537	1
11_MACS_peak_8648_lociStitched	chr14	106080984	106101865	11	19194	21565.8968	2090.1881	538	1
6_MACS_peak_19686_lociStitched	chr20	60442169	60463342	6	19188	25485.9401	1655.7286	539	1
7_MACS_peak_3160_lociStitched	chr1	31164850	31185837	7	19168	21060.4545	2333.7544	540	1
14_MACS_peak_21908_lociStitched	chr22	45435765	45458465	14	19168	18348.41	2008.95	541	1
9_MACS_peak_15854_lociStitched	chr19	35520471	35543110	9	19145	24391.2586	2087.3158	542	1
6_MACS_peak_29593_lociStitched	chr9	140022122	140042506	6	19086	26248.4768	1924.2496	543	1
9_MACS_peak_5801_lociStitched	chr11	61384090	61405247	9	19043	20687.3146	2375.9311	544	1
2_MACS_peak_9388_lociStitched	chr16	1475615	1494740	2	19020	36836.6625	1434.375	545	1
11_MACS_peak_1329_lociStitched	chr1	9707909	9729850	11	19001	23009.5267	2071.2304	546	1
5_MACS_peak_20079_lociStitched	chr21	43178790	43198598	5	18986	24680.768	2507.6928	547	1
5_MACS_peak_10727_lociStitched	chr16	88489766	88508892	5	18945	21074.9394	709.5746	548	1
5_MACS_peak_4786_lociStitched	chr10	102974277	102993961	5	18876	28161.8988	1988.084	549	1
6_MACS_peak_2591_lociStitched	chr1	22937375	22957993	6	18871	20246.876	2043.2438	550	1
3_MACS_peak_4523_lociStitched	chr10	73043492	73063346	3	18825	26252.9442	1794.8016	551	1
6_MACS_peak_13513_lociStitched	chr17	79906727	79927470	6	18812	27791.4714	1980.9565	552	1
5_MACS_peak_13124_lociStitched	chr17	76353027	76372569	5	18803	29357.9466	2296.185	553	1
10_MACS_peak_14936_lociStitched	chr19	13296431	13317450	10	18798	17744.2398	2118.7152	554	1
7_MACS_peak_8958_lociStitched	chr15	74615760	74636325	7	18796	19929.5415	2149.0425	555	1
6_MACS_peak_28936_lociStitched	chr9	136095785	136115527	6	18786	23319.2504	1753.0896	556	1
4_MACS_peak_29039_lociStitched	chr9	136590137	136609370	4	18776	23781.6045	2211.795	557	1
3_MACS_peak_25480_lociStitched	chr7	2713762	2733272	3	18769	23897.799	1691.517	558	1
2_MACS_peak_11847_lociStitched	chr17	36749177	36768193	2	18717	23509.4808	2251.4944	559	1
5_MACS_peak_970_lociStitched	chr1	7279535	7298952	5	18710	20684.9301	1848.4984	560	1
1_MACS_peak_4423_lociStitched	chr10	71486331	71505011	1	18681	24082.256	2092.16	561	1
5_MACS_peak_4301_lociStitched	chr10	11743675	11764349	5	18662	29636.179	3196.2004	562	1
4_MACS_peak_13865_lociStitched	chr19	2297970	2317023	4	18613	30477.1788	2802.6963	563	1
4_MACS_peak_9201_lociStitched	chr15	91193953	91213167	4	18596	27328.0722	2811.0082	564	1
3_MACS_peak_20250_lociStitched	chr21	45699110	45717743	3	18594	40728.0114	2442.7863	565	1
5_MACS_peak_12181_lociStitched	chr17	43896371	43915999	5	18573	24894.1924	1945.1348	566	1
7_MACS_peak_12803_lociStitched	chr17	72413439	72433577	7	18529	21894.0336	1745.9646	567	1
2_MACS_peak_19868_lociStitched	chr20	62169932	62188491	2	18520	33073.9939	1781.664	568	1
2_MACS_peak_2433_lociStitched	chr1	21040887	21059517	2	18504	31393.413	1704.645	569	1
4_MACS_peak_20705_lociStitched	chr22	21557733	21577709	4	18503	21324.38	3290.0472	570	1
4_MACS_peak_5951_lociStitched	chr11	64321105	64340261	4	18490	25255.2704	2059.27	571	1
11_MACS_peak_28797_lociStitched	chr9	135321143	135342737	11	18462	17774.0214	2159.4	572	1
5_MACS_peak_14079_lociStitched	chr19	3707686	3726664	5	18433	26459.1276	3180.7128	573	1
8_MACS_peak_28732_lociStitched	chr9	134653046	134673651	8	18432	19980.6685	2058.4395	574	1
5_MACS_peak_14010_lociStitched	chr19	3214186	3235012	5	18414	24864.1614	2655.315	575	1
6_MACS_peak_3097_lociStitched	chr1	30841908	30862234	6	18387	20260.9568	2120.0018	576	1
5_MACS_peak_9425_lociStitched	chr16	2232853	2252014	5	18384	34028.0199	1858.617	577	1
4_MACS_peak_11354_lociStitched	chr17	7717649	7737083	4	18340	24484.8966	2882.0622	578	1
7_MACS_peak_28508_lociStitched	chr9	132306707	132325868	7	18325	20563.5852	1919.9322	579	1
3_MACS_peak_27299_lociStitched	chr8	22003190	22022263	3	18319	28392.0678	2166.6928	580	1
5_MACS_peak_16382_lociStitched	chr19	42207391	42226564	5	18242	20254.3572	2145.4587	581	1
3_MACS_peak_9193_lociStitched	chr15	89897723	89916588	3	18191	27142.962	1937.4355	582	1
3_MACS_peak_866_lociStitched	chr1	6554366	6572668	3	18160	36270.9036	2071.7864	583	1
7_MACS_peak_17045_lociStitched	chr19	49262522	49282916	7	18104	22084.6626	1914.9966	584	1
7_MACS_peak_13316_lociStitched	chr17	77703735	77722908	7	18101	23793.693	1800.3447	585	1
2_MACS_peak_29470_lociStitched	chr9	138625873	138644092	2	18084	24318.7212	1131.3999	586	1
8_MACS_peak_25309_lociStitched	chr7	1247917	1268050	8	18075	20906.1072	1389.177	587	1
6_MACS_peak_10870_lociStitched	chr17	145434	164897	6	18070	22271.5109	1979.3871	588	1
3_MACS_peak_5325_lociStitched	chr11	1071043	1089570	3	18061	29083.6846	1430.2844	589	1
4_MACS_peak_12255_lociStitched	chr17	46691141	46710007	4	18054	28161.2782	2250.7138	590	1
8_MACS_peak_25919_lociStitched	chr7	100414785	100434462	8	18047	22449.4893	1835.8641	591	1
4_MACS_peak_28042_lociStitched	chr8	145093618	145111870	4	18041	24616.4724	1399.9284	592	1
3_MACS_peak_29000_lociStitched	chr9	136434365	136452744	3	18033	25537.6205	1475.8337	593	1
4_MACS_peak_22327_lociStitched	chr22	51035467	51054253	4	17999	29689.3944	1638.1392	594	1
4_MACS_peak_14644_lociStitched	chr19	8391888	8410366	4	17991	28007.1046	2594.3112	595	1
6_MACS_peak_4407_lociStitched	chr10	71409561	71428388	6	17976	18685.7975	1961.7734	596	1
7_MACS_peak_27560_lociStitched	chr8	142603200	142621829	7	17873	17684.5097	1279.8123	597	1
6_MACS_peak_18218_lociStitched	chr2	219878662	219897679	6	17861	21633.7392	2186.955	598	1
2_MACS_peak_28747_lociStitched	chr9	134706332	134724504	2	17812	22518.7424	1884.4364	599	1
5_MACS_peak_20127_lociStitched	chr21	43841130	43860277	5	17811	20288.1612	3348.8103	600	1
6_MACS_peak_2608_lociStitched	chr1	22986501	23004991	6	17765	17689.383	1760.248	601	1
1_MACS_peak_22622_lociStitched	chr3	48615798	48633523	1	17726	26041.57	1926.7075	602	1
3_MACS_peak_8928_lociStitched	chr15	74509876	74527817	3	17669	19239.9284	1729.5124	603	1
8_MACS_peak_29613_lociStitched	chr9	140199698	140218756	8	17668	25539.6258	1438.879	604	1
11_MACS_peak_6573_lociStitched	chr11	70658052	70681808	11	17661	19924.1572	1765.0708	605	1
4_MACS_peak_28861_lociStitched	chr9	135615001	135633428	4	17649	21115.4993	1829.8011	606	1
6_MACS_peak_28964_lociStitched	chr9	136174131	136194138	6	17636	20953.3311	1950.6825	607	1
7_MACS_peak_5431_lociStitched	chr11	1748108	1767116	7	17591	20072.448	1974.9312	608	1
5_MACS_peak_17600_lociStitched	chr19	56267952	56286419	5	17579	21139.1749	3187.4042	609	1
4_MACS_peak_190_lociStitched	chr1	2298823	2316866	4	17542	29552.6297	1800.6914	610	1
7_MACS_peak_9806_lociStitched	chr16	29262083	29280457	7	17538	18328.065	1308.2288	611	1
9_MACS_peak_2424_lociStitched	chr1	21018160	21039078	9	17487	20108.4734	2221.4916	612	1
3_MACS_peak_8091_lociStitched	chr13	114048819	114066694	3	17479	26381.7125	2096.7375	613	1
3_MACS_peak_24530_lociStitched	chr5	176298493	176316449	3	17399	28891.204	1702.2288	614	1
3_MACS_peak_13505_lociStitched	chr17	79758993	79777479	3	17382	38548.8558	1807.9308	615	1
6_MACS_peak_5574_lociStitched	chr11	2933176	2951801	6	17354	27460.7	1646.45	616	1
5_MACS_peak_18078_lociStitched	chr2	128379970	128398311	5	17348	20875.7262	1940.4778	617	1
9_MACS_peak_25383_lociStitched	chr7	1548772	1567993	9	17344	18805.8264	1654.9281	618	1
4_MACS_peak_24542_lociStitched	chr5	176885007	176903088	4	17304	25931.7702	2021.4558	619	1
6_MACS_peak_14033_lociStitched	chr19	3287769	3306078	6	17299	22287.5457	2385.6627	620	1
1_MACS_peak_26244_lociStitched	chr7	151077349	151094636	1	17288	30584.1604	2314.7293	621	1
7_MACS_peak_21406_lociStitched	chr22	40009315	40029043	7	17261	23425.0272	2213.4816	622	1
9_MACS_peak_13134_lociStitched	chr17	76445074	76465068	9	17239	21675.4954	1471.5584	623	1
7_MACS_peak_24921_lociStitched	chr6	33760296	33778399	7	17208	19200.0418	1826.5927	624	1
5_MACS_peak_24190_lociStitched	chr5	1652286	1670407	5	17191	22662.1226	1766.7975	625	1
10_MACS_peak_21557_lociStitched	chr22	43685940	43705831	10	17188	16923.2628	1983.1327	626	1
2_MACS_peak_11761_lociStitched	chr17	34741860	34759240	2	17177	30797.36	4736.05	627	1
8_MACS_peak_27612_lociStitched	chr8	142732008	142751156	8	17114	18449.098	1506.9476	628	1
5_MACS_peak_28740_lociStitched	chr9	134678499	134696999	5	17101	22000.2	1922.15	629	1
5_MACS_peak_20144_lociStitched	chr21	44011484	44030408	5	17094	22250.8392	3156.5232	630	1
7_MACS_peak_23102_lociStitched	chr4	2057674	2076436	7	17087	18473.0652	1322.721	631	1
16_MACS_peak_1884_lociStitched	chr1	18088306	18109030	16	17059	16214.4576	1890.0288	632	1
6_MACS_peak_14562_lociStitched	chr19	7949759	7968402	6	17032	23840.6684	2746.1139	633	1
12_MACS_peak_21881_lociStitched	chr22	45384627	45405207	12	16997	18678.408	1817.214	634	1
4_MACS_peak_14598_lociStitched	chr19	8183711	8201380	4	16993	23160.5252	2402.984	635	1
7_MACS_peak_216_lociStitched	chr1	2496025	2515155	7	16987	20270.148	1907.261	636	1
6_MACS_peak_15554_lociStitched	chr19	18492546	18510199	6	16978	18728.0677	2174.8496	637	1
3_MACS_peak_9129_lociStitched	chr15	79055009	79072231	3	16965	21980.4386	1431.1482	638	1
6_MACS_peak_13083_lociStitched	chr17	75910058	75928157	6	16953	19436.5161	1960.1217	639	1
9_MACS_peak_21709_lociStitched	chr22	44832503	44851029	9	16925	18388.9076	1463.554	640	1
3_MACS_peak_12406_lociStitched	chr17	48633732	48650880	3	16906	24986.3508	1917.1464	641	1
4_MACS_peak_21688_lociStitched	chr22	44775575	44793342	4	16903	19495.7291	1527.962	642	1
4_MACS_peak_12240_lociStitched	chr17	45921977	45939105	4	16898	26433.6424	1957.7304	643	1
5_MACS_peak_13157_lociStitched	chr17	76516992	76535068	5	16894	20140.2792	1733.4884	644	1
6_MACS_peak_107_lociStitched	chr1	1843879	1861902	6	16893	21897.945	1683.3482	645	1
6_MACS_peak_20394_lociStitched	chr21	46662123	46680496	6	16881	22534.4845	2664.085	646	1
3_MACS_peak_13069_lociStitched	chr17	75848492	75865804	3	16876	19924.3808	2338.8512	647	1
3_MACS_peak_15011_lociStitched	chr19	13973665	13990871	3	16874	21634.8244	1691.3498	648	1
4_MACS_peak_29466_lociStitched	chr9	138606943	138624638	4	16835	19089.366	1272.2705	649	1
3_MACS_peak_14478_lociStitched	chr19	7016864	7033911	3	16788	22268.4961	3445.1987	650	1
2_MACS_peak_25304_lociStitched	chr7	1218646	1235611	2	16760	20510.685	1749.0915	651	1
3_MACS_peak_5583_lociStitched	chr11	3209730	3227135	3	16745	26993.4145	1639.551	652	1
5_MACS_peak_21029_lociStitched	chr22	30105030	30123796	5	16741	21913.0582	1366.1648	653	1
11_MACS_peak_8506_lociStitched	chr14	105037088	105057745	11	16725	17517.136	758.1119	654	1
2_MACS_peak_14155_lociStitched	chr19	4772390	4789121	2	16721	18865.8756	2226.8961	655	1
2_MACS_peak_11827_lociStitched	chr17	36333536	36350358	2	16695	36527.2908	5862.467	656	1
2_MACS_peak_29640_lociStitched	chr9	140317846	140334592	2	16668	35531.6628	1513.8384	657	1
10_MACS_peak_2198_lociStitched	chr1	19136204	19155695	10	16624	17329.4481	2030.9622	658	1
3_MACS_peak_25904_lociStitched	chr7	100350475	100367328	3	16613	20644.925	1518.4553	659	1
7_MACS_peak_18949_lociStitched	chr20	44930411	44948583	7	16604	20607.048	1746.3292	660	1
6_MACS_peak_12244_lociStitched	chr17	45941706	45959608	6	16576	19318.0482	1931.6258	661	1
2_MACS_peak_29131_lociStitched	chr9	137372483	137389127	2	16572	21895.182	1309.8828	662	1
1_MACS_peak_14481_lociStitched	chr19	7036662	7053220	1	16559	21520.4326	3694.0898	663	1
3_MACS_peak_22063_lociStitched	chr22	46844972	46862680	3	16496	17268.8416	1480.3888	664	1
3_MACS_peak_25857_lociStitched	chr7	99757641	99775021	3	16468	25034.152	1856.184	665	1
9_MACS_peak_6856_lociStitched	chr11	117367865	117387504	9	16456	16752.067	1632.0009	666	1
5_MACS_peak_2625_lociStitched	chr1	23033905	23051851	5	16441	20614.5702	1762.2972	667	1
2_MACS_peak_25950_lociStitched	chr7	100633187	100650162	2	16427	43756.4575	3355.9575	668	1
7_MACS_peak_19701_lociStitched	chr20	60497086	60516653	7	16419	19365.4599	1786.4671	669	1
4_MACS_peak_4064_lociStitched	chr1	205626754	205644780	4	16415	21103.0382	3242.8774	670	1
6_MACS_peak_22716_lociStitched	chr3	50545768	50562932	6	16409	18271.078	1724.982	671	1
6_MACS_peak_16573_lociStitched	chr19	45733666	45750724	6	16355	18620.5128	1629.039	672	1
3_MACS_peak_27807_lociStitched	chr8	143611694	143628772	3	16354	20838.5756	1205.7068	673	1
3_MACS_peak_14527_lociStitched	chr19	7781230	7797746	3	16300	16912.384	2005.0424	674	1
6_MACS_peak_14570_lociStitched	chr19	8085424	8103905	6	16293	18002.3421	2326.7579	675	1
