GENE_ID	locusLine	bin_1_LP-1.jin.bam
NM_030919	chr20(.):37549954-37586703	0.1868
NM_001008901	chr20(.):42349800-42360642	0.3722
NR_034104	chr20(.):43280091-43305380	0.3702
NM_006809	chr20(.):43565770-43594114	0.2823
NM_006526	chr20(.):52178609-52204636	0.709
NM_001015885	chr20(.):55921617-55958519	0.1846
NM_003610	chr20(.):55921144-55958519	0.1835
NM_001190472	chr20(.):55928495-55939878	0.1032
NM_080426	chr20(.):57461425-57491250	0.7728
NR_003259	chr20(.):57459179-57491247	0.7297
NM_001077489	chr20(.):57461424-57491250	0.7727
NM_001077490	chr20(.):57423035-57491250	0.4261
NM_001077488	chr20(.):57461768-57491250	0.7778
NM_016592	chr20(.):57409794-57491250	0.3727
NM_173644	chr20(.):58625979-58653008	0.1952
NM_001083113	chr20(.):62333793-62372494	1.0619
NM_181485	chr20(.):62334379-62372494	1.0757
NM_017806	chr20(.):62362977-62375460	1.5371
NM_003224	chr20(.):62324994-62344355	0.5485
NM_032945	chr20(.):62321287-62335035	0.216
NM_020062	chr20(.):62366210-62380403	1.2432
NM_003823	chr20(.):62323020-62335035	0.2245
NM_001100421	chr21(.):19156283-19196703	0.5644
NM_004327	chr22(.):23517551-23665224	0.1472
NM_014433	chr22(.):23396592-23489241	0.2235
NM_024821	chr22(.):42191677-42227303	0.3112
NM_001178126	chr22(.):23224959-23243013	1.3872
NM_004914	chr22(.):23482512-23511531	0.4062
NM_001024938	chr22(.):24194058-24232725	0.1703
NM_002415	chr22(.):24231564-24242409	0.5563
NM_001024939	chr22(.):24195040-24232725	0.1723
NM_001002862	chr22(.):24171689-24186199	0.4354
NM_173510	chr22(.):29163661-29190283	0.3338
NM_001079539	chr22(.):29185547-29201560	1.3456
NM_001184726	chr22(.):30998069-31028047	0.3977
NM_004861	chr22(.):30945623-30965876	0.0869
NM_001001479	chr22(.):31026792-31048862	0.2085
NM_014303	chr22(.):30967611-30992894	0.1665
NR_036550	chr22(.):30967614-31008000	0.3562
NM_031910	chr22(.):37571205-37589330	0.1025
NM_001051	chr22(.):37597244-37613353	0.947
NM_013385	chr22(.):37673494-37716389	0.1046
NM_002872	chr22(.):37616309-37645305	0.7806
NM_025045	chr22(.):38475895-38511676	0.1896
NM_001039584	chr22(.):38448261-38476708	0.5794
NM_013356	chr22(.):38469143-38484170	0.2004
NR_002821	chr22(.):38735669-38799931	0.4375
NM_004981	chr22(.):38817332-38845033	0.0962
NM_001006666	chr22(.):39431672-39445428	0.4612
NM_152426	chr22(.):39412117-39434256	0.6094
NM_014508	chr22(.):39405264-39419825	0.7716
NM_021822	chr22(.):39468009-39488748	0.592
NM_181773	chr22(.):39488228-39505072	0.3358
NM_016272	chr22(.):41824491-41848027	0.5295
NM_032758	chr22(.):41850720-41869708	0.3133
NM_001098	chr22(.):41860128-41929993	0.1646
NM_004599	chr22(.):42224105-42307375	0.2398
NM_001135101	chr22(.):50307282-50326186	0.2938
NM_024105	chr22(.):50291853-50317106	0.1921
NM_001001852	chr22(.):50349142-50362720	0.8001
