GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
NM_018091	chr8(.):27945583-28053669	0.1168
NM_018660	chr8(.):28198101-28248977	0.1239
NM_025115	chr8(.):33351235-33375656	0.119
NM_001102401	chr8(.):33351235-33375703	0.1188
NM_024025	chr8(.):33443853-33462439	0.1254
NM_018310	chr8(.):37696397-37712431	0.1384
NM_152413	chr8(.):37786799-37802647	0.1097
NM_144652	chr8(.):38239019-38271061	0.1266
NM_017778	chr8(.):38168934-38244790	0.1085
NM_001024381	chr8(.):38841326-38859041	0.1395
NM_153692	chr8(.):38826667-38851181	0.098
NM_057749	chr8(.):95887452-95912482	0.0621
NM_148174	chr8(.):103833535-103881397	0.0632
NM_025195	chr8(.):126437562-126455644	0.1604
NM_014957	chr8(.):142133719-142210900	0.1154
NM_201378	chr8(.):144984320-145052697	0.115
NM_032789	chr8(.):145046319-145065635	0.1513
NM_000445	chr8(.):144984320-145055913	0.1175
NM_201381	chr8(.):144984320-145023905	0.1159
NM_201382	chr8(.):144984320-145023110	0.1163
NM_201383	chr8(.):144984320-145021692	0.1166
NM_201379	chr8(.):144984320-145033088	0.1146
NM_001009184	chr8(.):145059225-145072583	0.1213
NM_201384	chr8(.):144984320-145018758	0.1195
NR_030383	chr8(.):145014358-145024447	0.1164
NM_201380	chr8(.):144984320-145030044	0.1173
NM_001129888	chr8(.):145684199-145696031	0.1469
NM_183057	chr8(.):145643999-145658927	0.1229
NM_032687	chr8(.):145684199-145695849	0.146
NM_017767	chr8(.):145632797-145646917	0.1258
NM_003923	chr8(.):145694114-145706718	0.1429
NM_032902	chr8(.):145717108-145732504	0.1052
NM_138496	chr8(.):145670314-145695418	0.1286
NM_005309	chr8(.):145724464-145737555	0.1368
NM_130849	chr8(.):145632797-145647273	0.1245
NM_145754	chr8(.):145686737-145704499	0.1513
NM_138431	chr8(.):145729551-145741589	0.1436
NM_004260	chr8(.):145731666-145748210	0.1461
NM_013432	chr8(.):145649162-145674812	0.1179
NM_014665	chr8(.):145738362-145755559	0.1164
NM_025251	chr8(.):145749562-145843888	0.0934
NM_138367	chr8(.):145941293-145985970	0.1006
NM_030580	chr8(.):145993500-146017725	0.1267
NM_033301	chr8(.):146010153-146022729	0.1653
NM_000973	chr8(.):146010153-146022805	0.1648
NM_003416	chr8(.):146047902-146073606	0.1211
NM_213605	chr8(.):146019260-146039529	0.1251
NM_000170	chr9(.):6527463-6650692	0.1123
NM_001206	chr9(.):72994512-73034573	0.1096
NM_080546	chr9(.):108001928-108158682	0.1168
NM_053016	chr9(.):112537576-112718756	0.1155
NM_001037293	chr9(.):112398067-112718756	0.1111
NM_007203	chr9(.):112537576-112939791	0.1228
NM_001004065	chr9(.):112805877-112939791	0.1343
NM_005047	chr9(.):123573331-123610206	0.12
NM_001006618	chr9(.):128278748-128474513	0.1083
NM_001006617	chr9(.):128194672-128474513	0.1062
NM_175039	chr9(.):130665164-130684305	0.1591
NM_015033	chr9(.):132644465-132810473	0.1095
NM_198679	chr9(.):134447156-134590229	0.1221
NM_005312	chr9(.):134447156-134617925	0.1266
NM_016219	chr9(.):139976416-140008639	0.1248
NM_001170	chr9(.):33379947-33407517	0.1353
NM_139235	chr9(.):33456350-33478941	0.1364
NM_004925	chr9(.):33436159-33452590	0.1364
NM_003995	chr9(.):35787405-35814728	0.1591
NM_001042590	chr9(.):35824512-35859844	0.1563
NM_032593	chr9(.):35807956-35820042	0.1746
NM_001012446	chr9(.):35812013-35833744	0.1786
NM_001042589	chr9(.):35824228-35859844	0.157
NM_016446	chr9(.):35824221-35852232	0.1719
NM_001004487	chr9(.):35864459-35875398	0.1145
NM_001039592	chr9(.):35804806-35817259	0.1725
NR_024006	chr9(.):35855270-35870515	0.1113
NM_005893	chr9(.):36164388-36176331	0.1209
NM_022343	chr9(.):36131741-36168903	0.1416
NM_007096	chr9(.):36185852-36217059	0.144
NM_005384	chr9(.):94166326-94191144	0.1245
NM_015250	chr9(.):95468644-95532083	0.1406
NR_026868	chr9(.):95566892-95605739	0.1052
NM_032310	chr9(.):95853449-95880565	0.135
NM_145006	chr9(.):95815988-95852415	0.1178
NM_001083603	chr9(.):98200263-98284247	0.1096
NM_001083606	chr9(.):98200263-98274699	0.1118
NM_001083607	chr9(.):98200263-98274481	0.1116
NM_001083605	chr9(.):98200263-98275322	0.1113
NM_000264	chr9(.):98200263-98275831	0.1112
NM_033087	chr9(.):101973706-101989246	0.1546
NM_006808	chr9(.):101979569-101997901	0.1539
NM_173200	chr9(.):102584008-102634173	0.1226
NM_006981	chr9(.):102579136-102634173	0.1272
NM_173199	chr9(.):102579136-102601341	0.1331
NM_001012993	chr9(.):112956845-112975413	0.1185
NM_001136562	chr9(.):112882780-112939791	0.1419
NM_030767	chr9(.):117091432-117161685	0.1403
NM_001244	chr9(.):117660123-117697770	0.1366
NM_005658	chr9(.):123659670-123694173	0.1357
NM_015651	chr9(.):123612930-123644606	0.1654
NM_001190945	chr9(.):123659670-123696451	0.1393
NM_001190947	chr9(.):123659670-123681850	0.1306
NR_024408	chr9(.):123600319-123621651	0.1332
NM_001045476	chr9(.):127610754-127625160	0.1664
NM_030978	chr9(.):127626483-127644696	0.139
NM_007209	chr9(.):127615157-127629240	0.1658
NM_005489	chr9(.):130495595-130538621	0.1139
NM_001142532	chr9(.):130495595-130529697	0.1119
NM_001142533	chr9(.):130495595-130522583	0.1066
NM_001142531	chr9(.):130495595-130529719	0.1119
NM_001142534	chr9(.):130495595-130522561	0.1067
NM_170600	chr9(.):130495595-130546048	0.1207
NM_001085347	chr9(.):130488802-130502604	0.1272
NM_001018078	chr9(.):130560507-130581556	0.1191
NM_001261	chr9(.):130543304-130558052	0.1393
NM_004957	chr9(.):130560153-130581556	0.1213
NM_013443	chr9(.):130642600-130666871	0.1107
NM_000476	chr9(.):130623758-130645022	0.1021
NR_036055	chr9(.):130543196-130553286	0.1495
NM_001035254	chr9(.):130697860-130747812	0.1445
NM_003863	chr9(.):130692373-130705763	0.1633
NM_203305	chr9(.):130697860-130717993	0.1443
NM_001135219	chr9(.):130678807-130698076	0.1583
NM_173492	chr9(.):130678807-130694770	0.1694
NR_024425	chr9(.):130885807-130897913	0.1642
NR_027812	chr9(.):130877971-130895712	0.1368
NM_001006641	chr9(.):130825478-130876524	0.1384
NM_197956	chr9(.):130818511-130834599	0.1336
NM_001006643	chr9(.):130855835-130876524	0.1127
NM_001006642	chr9(.):130849127-130876524	0.1141
NM_052901	chr9(.):130855816-130876524	0.1128
NM_025072	chr9(.):130877971-130895474	0.1359
NR_033374	chr9(.):130868449-130886013	0.1122
NM_016520	chr9(.):132584563-132602572	0.1205
NM_006676	chr9(.):132592695-132649107	0.1109
NM_001008563	chr9(.):132592756-132649107	0.111
NM_032728	chr9(.):134160080-134189649	0.1127
NM_033387	chr9(.):134128464-134156906	0.1578
NM_017617	chr9(.):139383895-139445238	0.0925
NM_015392	chr9(.):139928908-139945676	0.0954
NM_001246	chr9(.):139937552-139953505	0.0984
NR_027447	chr9(.):139974397-139986269	0.1285
NM_207511	chr9(.):139916915-139936234	0.1105
NM_001606	chr9(.):139896685-139927740	0.1117
NM_207309	chr9(.):139966952-139983990	0.1193
NM_004479	chr9(.):139919625-139932292	0.1287
NM_178448	chr9(.):139951578-139970028	0.1053
NM_212533	chr9(.):139896685-139928374	0.1102
NM_000832	chr9(.):140028608-140068214	0.0955
NM_013379	chr9(.):139999991-140014195	0.1084
NM_015691	chrX(.):9978794-10117518	0.0668
NM_001123384	chrX(.):39905498-40041582	0.0596
NM_024859	chrX(.):49014180-49028836	0.0822
NM_144495	chrX(.):48750194-48765420	0.0691
NM_001167990	chrX(.):48750212-48765420	0.0691
NM_001099680	chrX(.):49015269-49028836	0.0861
NM_001032384	chrX(.):48750538-48765420	0.0691
NM_001167992	chrX(.):48750774-48765420	0.0696
NM_001104544	chrX(.):119387504-119450391	0.0693
NM_005334	chrX(.):153208007-153241819	0.0721
NM_001830	chrX(.):10119984-10210699	0.0539
NM_138636	chrX(.):12919738-12946288	0.0607
NM_016562	chrX(.):12880201-12913480	0.0798
NR_030727	chrX(.):12915935-12966419	0.0658
NM_017745	chrX(.):39905498-39961719	0.0679
NM_001167947	chrX(.):48745729-48760426	0.0847
NM_001042498	chrX(.):48755888-48774235	0.0861
NM_001136158	chrX(.):48774302-48819893	0.0906
NM_001136159	chrX(.):48774302-48820648	0.0894
NM_006875	chrX(.):48765458-48781413	0.0977
NM_004979	chrX(.):48813638-48833251	0.0692
NM_005660	chrX(.):48755458-48773917	0.0852
NM_001032289	chrX(.):48755889-48773933	0.0854
NM_015698	chrX(.):48964021-48985079	0.0643
NM_002668	chrX(.):49023183-49036468	0.0912
NM_003179	chrX(.):49039264-49061661	0.0844
NM_006150	chrX(.):49026905-49047776	0.083
NM_003399	chrX(.):128867945-128908525	0.0738
NM_018990	chrX(.):128908891-128934176	0.0901
NM_003491	chrX(.):153190376-153205468	0.0846
NM_001666	chrX(.):153167829-153196714	0.072
NM_002910	chrX(.):153195721-153215232	0.0634
NM_001025243	chrX(.):153270956-153290342	0.0829
NM_003492	chrX(.):153232990-153253646	0.0823
NR_031757	chrX(.):153280370-153290440	0.0784
NR_036175	chrX(.):153241548-153251627	0.0772
NR_036174	chrX(.):153241547-153251628	0.0772
NM_001110556	chrX(.):153571899-153608006	0.0642
NM_000117	chrX(.):153602596-153614883	0.0711
NM_006730	chrX(.):153624578-153642575	0.0671
NM_001183	chrX(.):153651977-153669862	0.0821
NM_001009934	chrX(.):153624578-153645427	0.066
NR_000011	chrX(.):153623621-153633756	0.0738
NM_000116	chrX(.):153634876-153655063	0.0621
NR_026898	chrX(.):153621570-153635680	0.063
NM_004699	chrX(.):153667484-153684002	0.0685
NM_001493	chrX(.):153660258-153676814	0.0696
NM_015892	chr10(.):125762181-125856930	0.1451
NM_014863	chr10(.):125774168-125856930	0.151
NM_031453	chr10(.):14555558-14821896	0.1209
NM_001083591	chr10(.):11201992-11383672	0.153
NM_001025077	chr10(.):11042258-11383672	0.135
NM_006561	chr10(.):11054892-11383672	0.1365
NM_024948	chr10(.):15815174-15907519	0.1156
NM_001081	chr10(.):16860964-17176816	0.0928
NM_000698	chr10(.):45864628-45946563	0.1187
NM_032199	chr10(.):63656012-63861707	0.1196
NM_001198798	chr10(.):73851273-73980751	0.1025
NM_001198799	chr10(.):73851273-73981183	0.1024
NM_020338	chr10(.):80823791-81081285	0.1191
NM_145868	chr10(.):81909879-81970328	0.1347
NM_007373	chr10(.):112674300-112778425	0.1066
NM_004406	chr10(.):124315180-124408252	0.0897
NM_014661	chr10(.):126302862-126437930	0.1179
NR_027653	chr10(.):3813187-3832473	0.122
NM_178150	chr10(.):5927213-5984556	0.1303
NM_032807	chr10(.):5931348-5984556	0.1307
NM_019046	chr10(.):5898688-5936860	0.1198
NM_001009941	chr10(.):5915049-5936860	0.1315
NM_001098207	chr10(.):43876064-43897794	0.1226
NM_004966	chr10(.):43876064-43909656	0.1344
NM_173160	chr10(.):43862091-43876783	0.0957
NM_001098204	chr10(.):43876064-43909696	0.1345
NM_001098208	chr10(.):43876064-43897279	0.1232
NM_001098205	chr10(.):43876064-43909332	0.1347
NM_001098206	chr10(.):43876064-43908299	0.1343
NR_026693	chr10(.):43927573-43983007	0.106
NM_014431	chr10(.):72233563-72333206	0.1397
NM_001042465	chr10(.):73571054-73616082	0.1232
NM_001171935	chr10(.):73566639-73580704	0.1106
NM_173473	chr10(.):73970805-74000618	0.1083
NM_019058	chr10(.):74028676-74040797	0.1435
NM_017626	chr10(.):74087587-74119907	0.1268
NM_057157	chr10(.):94828231-94842641	0.1545
NM_183374	chr10(.):94816020-94833454	0.1122
NM_000783	chr10(.):94828646-94842641	0.1529
NM_020992	chr10(.):96992329-97055781	0.1315
NM_030912	chr10(.):104399251-104423076	0.1471
NM_001083913	chr10(.):104498726-104581021	0.1397
NM_017787	chr10(.):104530887-104581021	0.1463
NR_024552	chr10(.):105201542-105217162	0.1325
NM_001129742	chr10(.):105227560-105243997	0.1331
NM_001001412	chr10(.):105208143-105223648	0.1416
NM_004210	chr10(.):105248734-105357309	0.1352
NM_005871	chr10(.):112047797-112069707	0.119
NM_004419	chr10(.):112252624-112276302	0.1777
NM_145341	chr10(.):112626595-112664764	0.1264
NM_001195307	chr10(.):112653487-112684124	0.1202
NM_001195306	chr10(.):112653487-112683694	0.1189
NR_026932	chr10(.):112623647-112635662	0.1595
NM_212554	chr10(.):126442405-126485439	0.0958
NM_207127	chr10(.):135187740-135210198	0.1267
NM_138384	chr10(.):135202620-135239174	0.1079
NM_145202	chr10(.):135155843-135171187	0.0946
NM_001012508	chr10(.):135229169-135243121	0.0798
NM_001098483	chr10(.):135163794-135176529	0.0953
NM_004092	chr10(.):135170986-135191908	0.1079
NM_015722	chr10(.):135133927-135155475	0.0876
NR_037509	chr10(.):135180059-135190167	0.0937
NR_024469	chr11(.):67080309-67164158	0.1347
NM_001111018	chr11(.):19367270-20148147	0.1136
NM_006819	chr11(.):63948586-63977020	0.1423
NM_002335	chr11(.):68075107-68221743	0.1063
NM_001098517	chr11(.):115039344-115380241	0.1172
NM_002855	chr11(.):119526702-119604435	0.1342
NM_203285	chr11(.):119503807-119604435	0.1285
NM_181798	chr11(.):2477683-2875340	0.1047
NM_000218	chr11(.):2461220-2875340	0.1048
NM_030962	chr11(.):9795213-10320754	0.0969
NM_001143830	chr11(.):22683159-22839547	0.1105
NM_177553	chr11(.):22684653-22839547	0.1098
NM_005256	chr11(.):22691318-22839547	0.1078
NM_004811	chr11(.):58289343-58348390	0.1232
NM_001143995	chr11(.):58289343-58350639	0.1226
NM_002556	chr11(.):59336870-59388617	0.1207
NM_206893	chr11(.):60547820-60573778	0.103
NM_024092	chr11(.):60676370-60695915	0.1643
NM_024060	chr11(.):62196015-62319332	0.1153
NM_005438	chr11(.):65654691-65672997	0.168
NM_001077241	chr11(.):65137662-65155142	0.1305
NR_002819	chr11(.):65260232-65278939	0.2007
NM_012308	chr11(.):66881739-67030550	0.1232
NM_030930	chr11(.):67753574-67776593	0.1554
NM_014824	chr11(.):72542789-72858143	0.1092
NM_176796	chr11(.):72970569-73013850	0.1486
NM_176798	chr11(.):72975938-73013850	0.1541
NM_004154	chr11(.):72978246-73014664	0.155
NM_080491	chr11(.):77921335-78133868	0.1142
NM_014488	chr11(.):82687477-82787884	0.1375
NM_198489	chr11(.):118863851-118891455	0.1293
NM_015313	chr11(.):120202617-120365645	0.1067
NM_024556	chr11(.):126076618-126137879	0.1119
NR_033839	chr11(.):126206611-126230482	0.1082
NM_002017	chr11(.):128558812-128688162	0.1384
NM_001167681	chr11(.):128557388-128688162	0.1386
NM_002939	chr11(.):489511-511821	0.1109
NM_203389	chr11(.):489511-512273	0.1121
NR_029623	chr11(.):563088-573198	0.109
NM_003475	chr11(.):556449-569025	0.1209
NM_021920	chr11(.):621312-632173	0.0926
NR_026967	chr11(.):568807-580885	0.1368
NM_001130442	chr11(.):527241-540550	0.1198
NM_021924	chr11(.):611564-630067	0.1084
NM_004031	chr11(.):607554-620728	0.1106
NM_001143993	chr11(.):555970-569025	0.1187
NM_004029	chr11(.):607554-620999	0.1091
NM_020901	chr11(.):571482-617222	0.1193
NM_173573	chr11(.):549849-565779	0.1165
NM_198075	chr11(.):532521-559916	0.1096
NM_182612	chr11(.):762222-782487	0.1228
NM_006755	chr11(.):742431-770024	0.1203
NR_002585	chr11(.):806680-816814	0.1691
NM_001025239	chr11(.):837823-872116	0.1011
NM_001025234	chr11(.):839080-872116	0.0996
NM_145886	chr11(.):794178-810250	0.1374
NM_016564	chr11(.):782109-795126	0.1059
NM_021128	chr11(.):834720-847529	0.1336
NM_139029	chr11(.):827951-843835	0.1467
NM_173584	chr11(.):822584-836991	0.1267
NM_024698	chr11(.):785474-801263	0.121
NM_001004	chr11(.):804935-817876	0.1597
NM_001025237	chr11(.):839445-872116	0.1001
NM_020376	chr11(.):813900-830571	0.1117
NM_001191060	chr11(.):785474-802995	0.1145
NM_001191061	chr11(.):785474-803269	0.1135
NM_001025235	chr11(.):837940-872116	0.1008
NM_001124	chr11(.):10321641-10333923	0.1786
NM_022725	chr11(.):22639078-22652387	0.1235
NM_000610	chr11(.):35155416-35258949	0.1445
NM_000614	chr11(.):58385145-58398205	0.1269
NR_024091	chr11(.):58341586-58398205	0.1174
NM_053023	chr11(.):58341586-58394023	0.116
NM_001004711	chr11(.):59277385-59288330	0.1021
NM_001004706	chr11(.):59266048-59276984	0.1006
NR_036120	chr11(.):59357549-59367631	0.1184
NM_004778	chr11(.):60613397-60628444	0.1098
NM_207341	chr11(.):60630014-60648164	0.14
NM_024098	chr11(.):60604428-60623561	0.1619
NM_014502	chr11(.):60653019-60679061	0.157
NM_016582	chr11(.):60699554-60724257	0.1181
NM_178031	chr11(.):60686912-60709631	0.1048
NM_022830	chr11(.):62337516-62364109	0.1349
NM_004739	chr11(.):62355674-62374303	0.1598
NM_001404	chr11(.):62322072-62346460	0.1526
NM_001620	chr11(.):62278373-62319332	0.1354
NM_004470	chr11(.):64003412-64016607	0.165
NM_000932	chr11(.):64013994-64041924	0.1434
NM_005528	chr11(.):63992752-64006753	0.1683
NM_001160390	chr11(.):63986270-63998726	0.146
NM_032344	chr11(.):63988737-64002488	0.1626
NM_004322	chr11(.):64032299-64057176	0.1435
NM_178443	chr11(.):63969151-63996363	0.1353
NM_057092	chr11(.):64004587-64016607	0.1712
NM_033310	chr11(.):64053792-64072503	0.1072
NM_003377	chr11(.):63997265-64011259	0.1715
NM_020155	chr11(.):64048581-64061972	0.1186
NM_001135208	chr11(.):64003603-64016607	0.1652
NM_001039496	chr11(.):64062862-64077239	0.1353
NM_001170726	chr11(.):64046810-64061972	0.1164
NM_001160393	chr11(.):63986270-63998341	0.1429
NM_001170881	chr11(.):64047284-64061972	0.1151
NM_001177358	chr11(.):64047282-64061972	0.115
NM_138689	chr11(.):64006950-64019413	0.1733
NM_000244	chr11(.):64565985-64583188	0.114
NM_130803	chr11(.):64565985-64583766	0.1157
NM_004579	chr11(.):64551608-64575713	0.109
NM_017525	chr11(.):64586661-64617041	0.1063
NM_130800	chr11(.):64565985-64583035	0.114
NM_130802	chr11(.):64565985-64583213	0.114
NR_029829	chr11(.):64653826-64663911	0.1236
NM_006795	chr11(.):64615207-64651191	0.1461
NR_029578	chr11(.):64653608-64663718	0.1249
NR_028272	chr11(.):65185268-65199003	0.3001
NR_030343	chr11(.):65206928-65217028	0.1237
NM_031904	chr11(.):65149040-65185995	0.145
NM_032223	chr11(.):65378782-65409910	0.1349
NM_001098785	chr11(.):65334819-65346669	0.2037
NM_021070	chr11(.):65301029-65330699	0.1352
NM_033455	chr11(.):65355325-65368467	0.1444
NM_001099409	chr11(.):65338508-65365116	0.15
NM_002419	chr11(.):65360225-65386720	0.1353
NM_001048218	chr11(.):65287547-65311182	0.1324
NM_006396	chr11(.):65332942-65344239	0.2149
NM_006747	chr11(.):65400577-65423391	0.1275
NM_198897	chr11(.):65646210-65661010	0.1802
NM_001335	chr11(.):65642283-65656212	0.1573
NM_025128	chr11(.):65622871-65638914	0.155
NM_005507	chr11(.):65617284-65630804	0.1721
NM_016938	chr11(.):65628911-65645340	0.1188
NM_006848	chr11(.):65652874-65664106	0.1821
NM_006442	chr11(.):65681727-65694048	0.1275
NM_152762	chr11(.):65708114-65732434	0.1399
NM_001135635	chr11(.):65679282-65691531	0.1301
NM_014578	chr11(.):66819288-66844488	0.1265
NM_207354	chr11(.):67051761-67074955	0.1195
NM_017857	chr11(.):67065918-67085078	0.1017
NR_030767	chr11(.):67051815-67074955	0.1197
NM_001619	chr11(.):67028904-67059029	0.157
NM_001161473	chr11(.):67771047-67801743	0.1569
NM_006053	chr11(.):67805446-67823366	0.1273
NM_006019	chr11(.):67801482-67823366	0.1276
NM_002496	chr11(.):67793083-67809114	0.1537
NM_000694	chr11(.):67772789-67801743	0.1583
NM_022338	chr11(.):68023802-68044469	0.1616
NM_002564	chr11(.):72924343-72952395	0.1252
NM_176071	chr11(.):72924501-72952395	0.1252
NM_032871	chr11(.):73082712-73113519	0.134
NM_152222	chr11(.):73082404-73113519	0.1336
NM_014786	chr11(.):73014662-73085425	0.1276
NR_033347	chr11(.):82747505-82757640	0.1079
NM_006235	chr11(.):111217980-111255157	0.1537
NR_026691	chr11(.):117852105-117877199	0.1552
NM_007180	chr11(.):118523941-118555381	0.1273
NR_003040	chr11(.):118868670-118879303	0.1074
NM_181721	chr11(.):118837416-118856995	0.105
NM_000190	chr11(.):118950586-118969259	0.1724
NM_001028	chr11(.):118881421-118894057	0.1459
NM_002105	chr11(.):118959584-118971177	0.1705
NM_016146	chr11(.):118884240-118899385	0.1474
NM_001024382	chr11(.):118953696-118969259	0.1814
NM_001164278	chr11(.):118890060-118906616	0.1415
NM_001130991	chr11(.):118909895-118932925	0.1519
NM_015517	chr11(.):118987287-119010765	0.1431
NM_006389	chr11(.):118909895-118932916	0.152
NM_014807	chr11(.):118973092-118992827	0.1556
NM_021729	chr11(.):118933492-118957688	0.1553
NM_001382	chr11(.):118962212-118977785	0.1935
NM_001164280	chr11(.):118890060-118905278	0.1455
NR_037429	chr11(.):118884653-118894722	0.1523
NM_001142505	chr11(.):119015298-119038374	0.1299
NM_022169	chr11(.):119014749-119038374	0.128
NM_203286	chr11(.):119540098-119604435	0.1379
NM_001198675	chr11(.):120190837-120209388	0.1424
NM_032795	chr11(.):126066988-126086587	0.1545
NM_017547	chr11(.):126134054-126153027	0.1346
NM_014026	chr11(.):126168646-126220644	0.1363
NM_148910	chr11(.):126147981-126168071	0.1199
NM_001177842	chr11(.):126127813-126143877	0.1392
NM_006278	chr11(.):126221095-126289533	0.0985
NM_003658	chr11(.):129240880-129327174	0.1249
NM_014325	chr12(.):109033886-109130295	0.1332
NR_024374	chr12(.):9431252-9471684	0.1145
NM_173591	chr12(.):80598232-80777870	0.0996
NM_020375	chr12(.):4425358-4474190	0.1052
NM_007273	chr12(.):7069516-7084891	0.1651
NR_015382	chr12(.):6543166-6565683	0.1391
NM_001144831	chr12(.):7069514-7084916	0.1655
NM_001987	chr12(.):11797787-12053325	0.1222
NM_031289	chr12(.):13232041-13253709	0.1336
NM_006143	chr12(.):12808994-12854121	0.1161
NM_001080555	chr12(.):13232041-13261619	0.1362
NM_152321	chr12(.):15061975-15096463	0.103
NM_004572	chr12(.):32938679-33054780	0.1125
NM_175736	chr12(.):50026723-50106197	0.137
NM_001033873	chr12(.):51634132-51668994	0.1099
NM_001031628	chr12(.):51634132-51669202	0.1095
NM_001128914	chr12(.):53840885-53879946	0.1727
NM_000966	chr12(.):53599352-53631036	0.1501
NM_001042728	chr12(.):53599352-53619150	0.1542
NM_001982	chr12(.):56468891-56502128	0.1302
NM_013449	chr12(.):56984379-57035163	0.1228
NM_006576	chr12(.):58186159-58214852	0.1254
NM_001172697	chr12(.):58171527-58201639	0.1278
NM_005761	chr12(.):94537498-94704225	0.1372
NM_014706	chr12(.):108910990-108960165	0.1469
NM_018984	chr12(.):109171465-109256359	0.1244
NM_003959	chr12(.):123315038-123352507	0.0574
NM_001082959	chr12(.):125257173-125353519	0.0548
NM_001759	chr12(.):4377901-4419522	0.1459
NM_014231	chr12(.):6566403-6584843	0.1581
NM_001242	chr12(.):6549050-6565884	0.1521
NM_014865	chr12(.):6598297-6646132	0.1394
NM_016497	chr12(.):6596315-6607471	0.1604
NR_004387	chr12(.):6614387-6624717	0.1131
NM_018009	chr12(.):6556176-6576488	0.1566
NR_027483	chr12(.):6972277-6985110	0.1646
NM_001975	chr12(.):7018613-7037859	0.1512
NM_002831	chr12(.):7055433-7075479	0.2028
NM_001159287	chr12(.):6971583-6985110	0.16
NR_029779	chr12(.):7067861-7077929	0.1674
NM_080548	chr12(.):7050739-7075479	0.203
NM_001146316	chr12(.):6975099-6987449	0.1706
NM_000365	chr12(.):6971692-6985110	0.1606
NM_001007026	chr12(.):7028625-7056484	0.1723
NM_006992	chr12(.):7008896-7028406	0.1206
NM_001940	chr12(.):7032479-7056484	0.1648
NM_032641	chr12(.):6975099-6987521	0.1733
NR_003010	chr12(.):7071499-7081769	0.1584
NR_033796	chr12(.):6988845-6999902	0.1124
NR_002803	chr12(.):6988144-6998768	0.1091
NM_138425	chr12(.):7048202-7060165	0.1992
NR_029682	chr12(.):7068259-7078354	0.1646
NM_005768	chr12(.):7080346-7130842	0.1186
NM_006331	chr12(.):7074943-7090165	0.1621
NR_036466	chr12(.):9387598-9400645	0.1078
NR_036052	chr12(.):9387065-9397147	0.1005
NR_033399	chr12(.):9565286-9605768	0.1526
NR_036052	chr12(.):12259885-12269967	0.1065
NM_004064	chr12(.):12865301-12880305	0.161
NR_030344	chr12(.):12912582-12922677	0.0903
NM_001130415	chr12(.):12873850-12949399	0.1163
NM_020853	chr12(.):13192314-13241383	0.121
NM_006205	chr12(.):15120955-15139799	0.1005
NM_001175	chr12(.):15089949-15119562	0.1606
NM_030762	chr12(.):26267958-26283003	0.1698
NM_018976	chr12(.):46746970-46771645	0.1262
NM_001098532	chr12(.):48123452-48157181	0.1306
NM_017842	chr12(.):48161966-48181536	0.1267
NM_006105	chr12(.):48123452-48157244	0.1304
NM_001098531	chr12(.):48123452-48157889	0.13
NM_001098416	chr12(.):48171506-48218763	0.1468
NM_000376	chr12(.):48230319-48303814	0.1419
NM_001031698	chr12(.):50019326-50043449	0.1403
NM_012272	chr12(.):50012402-50043449	0.1388
NM_001971	chr12(.):51717226-51745463	0.1224
NM_016293	chr12(.):51669821-51722938	0.1197
NM_181711	chr12(.):52395747-52414671	0.1196
NM_002135	chr12(.):52440190-52458287	0.1228
NM_021934	chr12(.):52458757-52476279	0.1373
NM_001004304	chr12(.):53569534-53589654	0.163
NM_000889	chr12(.):53580106-53606000	0.2243
NM_015989	chr12(.):53546446-53579430	0.1169
NM_001170790	chr12(.):53640369-53653190	0.1214
NM_032889	chr12(.):53640875-53653190	0.1216
NM_001164691	chr12(.):53812638-53830318	0.0998
NM_001005354	chr12(.):53830432-53845427	0.13
NM_134324	chr12(.):53890376-53905215	0.17
NM_006301	chr12(.):53869275-53898444	0.1715
NM_134323	chr12(.):53889704-53905215	0.1702
NM_003717	chr12(.):53895473-53906422	0.1459
NM_032786	chr12(.):56507029-56521278	0.2089
NM_006191	chr12(.):56493102-56512694	0.175
NM_079423	chr12(.):56547099-56560366	0.1609
NM_002475	chr12(.):56541334-56556771	0.1649
NM_001035267	chr12(.):56505373-56516616	0.2072
NM_015292	chr12(.):56516985-56543460	0.145
NR_003046	chr12(.):57032463-57042538	0.1734
NM_001686	chr12(.):57026958-57044852	0.1662
NM_005594	chr12(.):57101210-57124066	0.1621
NR_002737	chr12(.):57033810-57043885	0.1752
NM_001113203	chr12(.):57101210-57124326	0.1613
NM_006601	chr12(.):57052124-57087078	0.1296
NM_020142	chr12(.):57623685-57639475	0.1578
NM_001166357	chr12(.):57619142-57633718	0.1532
NR_029416	chr12(.):57618827-57633718	0.1549
NR_029417	chr12(.):57618355-57633718	0.1563
NR_029415	chr12(.):57619110-57633718	0.1536
NM_007224	chr12(.):57605577-57625232	0.1538
NM_145064	chr12(.):57632241-57649969	0.1236
NR_031597	chr12(.):57583286-57593359	0.1369
NM_138396	chr12(.):58143899-58158689	0.1572
NM_023033	chr12(.):58157350-58170914	0.157
NM_014770	chr12(.):58113993-58140940	0.1283
NM_000785	chr12(.):58151116-58165976	0.1467
NM_015433	chr12(.):58161382-58181324	0.1512
NM_001017956	chr12(.):58082737-58120340	0.1181
NM_005981	chr12(.):58133783-58147026	0.1944
NR_027032	chr12(.):58115022-58127139	0.1203
NM_000075	chr12(.):58137002-58151164	0.1733
