GENE	IRF4H3K27ac_32_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_32_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
C19orf47	830.382	1943.8888	1113.5068	0.700684590703979	1.22709861587404
PLD3	830.382	1943.8888	1113.5068	0.700684590703979	1.22709861587404
CPD	601.8495	1715.5214	1113.6719	0.740287797693498	1.51117244943295
LRRC67	0	1113.9611	1113.9611	1	8
C5orf20	0	1113.9826	1113.9826	1	8
TIFAB	0	1113.9826	1113.9826	1	8
USP40	352.191	1466.7893	1114.5983	0.806379981135585	2.0582316992962
MIR491	0	1114.6311	1114.6311	1	8
NAPRT1	463.6008	1578.4647	1114.8639	0.772974569131108	1.76756703629055
FOXE1	0	1114.9735	1114.9735	1	8
SGMS2	0	1115.2231	1115.2231	1	8
CORO2A	0	1115.5618	1115.5618	1	8
CPA6	0	1116.1174	1116.1174	1	8
PTMS	0	1116.2837	1116.2837	1	8
PPIP5K2	0	1116.5104	1116.5104	1	8
C3orf16	0	1116.5212	1116.5212	1	8
PTTG3P	0	1117.314	1117.314	1	8
SYT9	0	1117.4628	1117.4628	1	8
WDR62	1141.0566	2258.5717	1117.5151	0.664358424125367	0.98504035828705
C10orf81	0	1117.5183	1117.5183	1	8
LOC728606	0	1118.168	1118.168	1	8
LRMP	1763.4	2881.8522	1118.4522	0.620386596017327	0.7086365818642
PIN4	592.4884	1710.9616	1118.4732	0.742782174564241	1.52994856735811
SLC35D2	0	1118.6736	1118.6736	1	8
NCRNA00254	0	1118.7443	1118.7443	1	8
CELA2B	0	1119.1485	1119.1485	1	8
AICDA	0	1119.5712	1119.5712	1	8
MFAP5	0	1119.5712	1119.5712	1	8
RIMKLB	0	1119.5712	1119.5712	1	8
CTBS	459.8592	1579.8568	1119.9976	0.774547436996131	1.78052968827308
TXNDC15	777.1632	1897.1611	1119.9979	0.7093982954872	1.28755269876321
LSG1	2105	3225.2968	1120.2968	0.605087656657318	0.615611693813485
NECAP2	1192.016	2312.3508	1120.3348	0.659848392582649	0.955956680797491
CLUL1	0	1122.5278	1122.5278	1	8
CARD16	716.5592	1839.365	1122.8058	0.719647710992368	1.36004998802857
DPYD	612.919	1736.0039	1123.0849	0.739063806649422	1.50200185586294
PPP2CB	600.325	1723.6224	1123.2974	0.741678748839152	1.52162809870423
LOC550643	451.5388	1575.72	1124.1812	0.777266326331892	1.80308932904387
HNRNPM	1404.1678	2528.8191	1124.6513	0.642976741163313	0.848748486971192
KCNJ10	0	1125.8364	1125.8364	1	8
KCNJ9	0	1125.8364	1125.8364	1	8
LOC646862	0	1126.0911	1126.0911	1	8
SAP30	1029.8	2155.9448	1126.1448	0.67674749088502	1.06595606509392
ATXN3L	0	1127.1829	1127.1829	1	8
RFPL4B	0	1127.3346	1127.3346	1	8
ATP1B1	899.925	2027.2792	1127.3542	0.692565007934875	1.17166811570267
EEA1	1083.8	2211.4234	1127.6234	0.671099689326071	1.02887671832734
AGPAT6	774.694	1902.3742	1127.6802	0.710618504227871	1.29610258333275
SMARCD1	808.8448	1936.9238	1128.079	0.705421352695198	1.25983238634675
DHRS1	359.1526	1488.0809	1128.9283	0.805572711841789	2.0507840964407
C3orf49	0	1129.2694	1129.2694	1	8
SRSF10	1089.6448	2219.1035	1129.4587	0.670677639637926	1.0261190319583
ATP6AP2	568.0125	1697.544	1129.5315	0.749283454197677	1.57945438537677
NECAP1	1619.2	2749.2896	1130.0896	0.629345575184613	0.763777687871185
TCTN3	528.8388	1659.288	1130.4492	0.758314371909343	1.64966438041568
GLB1	1007.2386	2137.9063	1130.6677	0.67974810953861	1.08579314706077
TMPPE	1007.2386	2137.9063	1130.6677	0.67974810953861	1.08579314706077
LSM12	344.547	1475.541	1130.994	0.810697614620831	2.09847130771927
SPAG7	1495.9286	2627.0583	1131.1297	0.637173574332725	0.812406899609433
C6orf168	0	1131.2601	1131.2601	1	8
GSTT2	0	1132.3065	1132.3065	1	8
GSTT2B	0	1132.3065	1132.3065	1	8
ISLR2	0	1132.308	1132.308	1	8
LOC283731	0	1132.308	1132.308	1	8
DEFB122	0	1132.4275	1132.4275	1	8
DEFB123	0	1132.4275	1132.4275	1	8
PI4KA	1196.6166	2329.2513	1132.6347	0.660617858088217	0.960905316549133
UCP1	0	1133.154	1133.154	1	8
ASB13	0	1133.4243	1133.4243	1	8
NOTCH1	973.2	2107.3341	1134.1341	0.684080757294652	1.11461083399751
MIR4279	0	1134.4608	1134.4608	1	8
EBI3	0	1134.4653	1134.4653	1	8
FLJ35390	775.8868	1912.2259	1136.3391	0.711363738581347	1.30133487838134
ADAM29	0	1136.3919	1136.3919	1	8
HMGCS2	0	1136.8127	1136.8127	1	8
REG4	0	1136.8127	1136.8127	1	8
ZBTB25	916.8782	2055.3291	1138.4509	0.691516066190942	1.16456741616493
TROVE2	2524.2256	3663.4778	1139.2522	0.592057757648823	0.53737301780791
HRH3	0	1139.4888	1139.4888	1	8
POLD2	746.5934	1886.155	1139.5616	0.716420528448522	1.33705357817204
LOC340508	0	1139.5845	1139.5845	1	8
C11orf46	1135.925	2275.5744	1139.6494	0.667030573125705	1.00236317270572
MIR1913	0	1139.9838	1139.9838	1	8
C14orf21	347.8777	1488.0809	1140.2032	0.810519855948821	2.09680085518941
PEMT	1575.8106	2716.3177	1140.5071	0.632860322465198	0.785558082133932
CPA3	0	1140.6382	1140.6382	1	8
CPB1	0	1140.6382	1140.6382	1	8
SUSD1	0	1140.9673	1140.9673	1	8
CASP2	1217.2489	2358.2395	1140.9906	0.659557306912253	0.954086047274378
CCDC56	819.9016	1961.2866	1141.385	0.705197368520404	1.25827768884338
CNTD1	819.9016	1961.2866	1141.385	0.705197368520404	1.25827768884338
DPAGT1	1791	2933.1125	1142.1125	0.620881170801923	0.71166706963171
RGAG1	0	1142.2168	1142.2168	1	8
PLEKHG4	694.5278	1836.8459	1142.3181	0.725632055037942	1.40312625083158
OTUD4	1307.8	2450.2788	1142.4788	0.652003039425357	0.905803984297389
DPP6	0	1142.9369	1142.9369	1	8
XRCC1	758.6796	1901.9253	1143.2457	0.714846950781756	1.3258979330468
FBXO42	882.4673	2025.9414	1143.4741	0.696580710957164	1.19897771990391
C1orf65	0	1143.564	1143.564	1	8
FAM131A	677.7968	1821.618	1143.8212	0.728817801671015	1.42629572166746
NXT2	147.928	1291.8075	1143.8795	0.897253349660406	3.12642404283966
LYZL6	0	1144.0727	1144.0727	1	8
RDM1	0	1144.0727	1144.0727	1	8
SNORA70C	0	1144.1052	1144.1052	1	8
SLC20A2	822.2751	1966.66	1144.3849	0.705165208039441	1.25805451604954
KCNF1	0	1144.78	1144.78	1	8
TTC29	0	1144.9064	1144.9064	1	8
PSMG4	727.376	1872.2938	1144.9178	0.720204465967178	1.36403361061232
HSPBAP1	2171.1405	3316.1208	1144.9803	0.604330761503922	0.611043473015197
ZNF648	0	1145.3456	1145.3456	1	8
PEX7	879.1848	2024.6393	1145.4545	0.697232074077765	1.20342655804818
MYH16	0	1146.3119	1146.3119	1	8
DENND4C	0	1146.9532	1146.9532	1	8
C3orf33	928.8895	2076.042	1147.1525	0.690878311202768	1.16025674086747
GRPR	0	1148.1624	1148.1624	1	8
SLC25A24	497.5278	1646.0998	1148.572	0.767903809411672	1.72620276090962
TSPAN7	0	1148.658	1148.658	1	8
TPSB2	0	1148.7752	1148.7752	1	8
TPSG1	0	1148.7752	1148.7752	1	8
TALDO1	998.4	2147.322	1148.922	0.682616582139172	1.10484870631843
SMOC1	0	1149.8771	1149.8771	1	8
NAV3	0	1150.079	1150.079	1	8
MBL1P	0	1150.3252	1150.3252	1	8
ARHGAP39	0	1150.7095	1150.7095	1	8
C16orf11	0	1152.1103	1152.1103	1	8
NFKB2	2425.7928	3578.072	1152.2792	0.595961454694983	0.560726091028138
C9orf53	0	1152.5827	1152.5827	1	8
CDKN2A	0	1152.5827	1152.5827	1	8
ILF3	1746.3132	2899.2551	1152.9419	0.624090512241527	0.731369950528316
SNORA64	105.3995	1258.3905	1152.991	0.922715740693215	3.57763975636514
ASPN	0	1153.1284	1153.1284	1	8
EPHB1	0	1153.4532	1153.4532	1	8
SNORD68	392.1734	1545.6561	1153.4827	0.797622339839496	1.97865577315454
DIP2A	1147.5154	2301.2685	1153.7531	0.667269555509117	1.00391580434341
RETNLB	0	1154.102	1154.102	1	8
HRNR	0	1156.278	1156.278	1	8
TMEM194A	1045.2	2201.7916	1156.5916	0.678102031431187	1.07489889422947
C11orf21	0	1156.608	1156.608	1	8
TSPAN32	0	1156.608	1156.608	1	8
C16orf73	0	1156.9294	1156.9294	1	8
IRF2BP1	1396.8548	2553.8107	1156.9559	0.646425444016964	0.870469526373723
SNORD18C	0	1156.9633	1156.9633	1	8
FARS2	1410.3014	2567.2875	1156.9861	0.64543811956032	0.864241347939012
SH2D3C	3229.2	4386.714	1157.514	0.57599311126675	0.4419638534174
SNORA63	944.5671	2102.6484	1158.0813	0.690022874982094	1.15448243481502
IL1A	0	1158.3612	1158.3612	1	8
C1orf141	0	1158.8236	1158.8236	1	8
STMN2	0	1158.8624	1158.8624	1	8
APRT	380.43	1539.3911	1158.9611	0.801840911114062	2.01665688745364
PSME2	506.2422	1665.2688	1159.0266	0.766870994436593	1.71785538962904
CRNKL1	0	1159.2566	1159.2566	1	8
ACAD8	599.564	1759.2973	1159.7333	0.745824818101853	1.55301363510364
THYN1	599.564	1759.2973	1159.7333	0.745824818101853	1.55301363510364
PLCB1	529.713	1689.8187	1160.1057	0.761340196222473	1.67358564839832
LOC340094	0	1160.5821	1160.5821	1	8
LFNG	0	1160.6154	1160.6154	1	8
OR10G4	0	1161.092	1161.092	1	8
OR10G7	0	1161.092	1161.092	1	8
OR10G8	0	1161.092	1161.092	1	8
OR10G9	0	1161.092	1161.092	1	8
OR10S1	0	1161.092	1161.092	1	8
VWA5A	0	1161.092	1161.092	1	8
EI24	843.0496	2004.1667	1161.1171	0.70390391485185	1.24931309382548
MN1	0	1161.6465	1161.6465	1	8
GBGT1	0	1161.7988	1161.7988	1	8
OBP2B	0	1161.7988	1161.7988	1	8
TRPM2	0	1162.2586	1162.2586	1	8
MIR1538	1079.2175	2241.5642	1162.3467	0.675011007197492	1.05452017225567
UBE2L3	798.7135	1961.0793	1162.3658	0.710589323952146	1.29589787115321
ANKRD45	0	1162.4226	1162.4226	1	8
LOC730159	0	1162.4226	1162.4226	1	8
CELF6	0	1162.9684	1162.9684	1	8
GRAMD2	0	1162.9684	1162.9684	1	8
TCEAL1	525.7356	1688.9528	1163.2172	0.762614189878811	1.68371967578454
STH	0	1163.6703	1163.6703	1	8
CCDC158	0	1164.4994	1164.4994	1	8
OASL	560.3199	1725.5435	1165.2236	0.754876035024665	1.62272820725846
C9orf169	8.3835	1173.7902	1165.4067	0.992908402546935	7.12940617712599
SDCCAG1	583.3866	1749.2899	1165.9033	0.749906770184378	1.58424524483837
SVIL	301.8838	1467.871	1165.9872	0.829420550236677	2.28165994162392
SNORD12	0	1166.015	1166.015	1	8
C14orf176	0	1166.1617	1166.1617	1	8
NDRG2	0	1166.1617	1166.1617	1	8
OR5AU1	0	1166.1617	1166.1617	1	8
RNASE13	0	1166.1617	1166.1617	1	8
RNASE7	0	1166.1617	1166.1617	1	8
RNASE8	0	1166.1617	1166.1617	1	8
TPPP2	0	1166.1617	1166.1617	1	8
WFIKKN1	0	1166.3999	1166.3999	1	8
GJB1	0	1166.4336	1166.4336	1	8
TES	1898.581	3065.2942	1166.7132	0.617520400190561	0.691103996560353
SULT1C4	0	1166.7333	1166.7333	1	8
WHAMM	1206.4	2373.2597	1166.8597	0.662984724497695	0.976161646038047
CCT5	1576.9688	2743.8923	1166.9235	0.635033674190545	0.799069738681425
PSKH1	763.543	1930.8233	1167.2803	0.716614997745481	1.33843482973872
NDUFS6	1013.1137	2180.907	1167.7933	0.682809287992404	1.10613215632483
ZNF768	1084.2271	2252.2287	1168.0016	0.675036276518334	1.05468635937413
DOCK11	389.649	1558.097	1168.448	0.799948761286123	1.99953803288835
PDE1A	0	1168.7619	1168.7619	1	8
ATP5F1	409.1231	1577.9548	1168.8317	0.794108172608633	1.94744897800639
WDR77	409.1231	1577.9548	1168.8317	0.794108172608633	1.94744897800639
DNAJC11	676.9785	1846.3903	1169.4118	0.731716386443393	1.44752562849647
MXD4	689.8	1859.2409	1169.4409	0.729388414285546	1.43046367702315
FOXO4	140.768	1310.3238	1169.5558	0.90299166462108	3.21853205008546
PRKAB2	2322.8	3492.4511	1169.6511	0.600567549009191	0.588374976544093
SNX14	1410	2580.7617	1170.7617	0.646683990176612	0.872101770710087
OSR1	0	1170.829	1170.829	1	8
PDIK1L	1265.0072	2437.3896	1172.3824	0.658327492072163	0.946191278111727
C4orf39	547.7218	1720.4908	1172.769	0.758522724016259	1.65130496990049
ZRSR2	569	1741.9835	1172.9835	0.753784481801796	1.61423040120565
OR2W1	0	1173.6959	1173.6959	1	8
FAM166A	0	1173.7902	1173.7902	1	8
LOC643596	0	1173.7902	1173.7902	1	8
RNF208	0	1173.7902	1173.7902	1	8
SLC34A3	0	1173.7902	1173.7902	1	8
MNAT1	380.5144	1554.4017	1173.8873	0.803343204390102	2.03033642734986
C20orf201	0	1173.9039	1173.9039	1	8
NPBWR2	0	1173.9039	1173.9039	1	8
OPRL1	0	1173.9039	1173.9039	1	8
MLXIP	481.7435	1655.9245	1174.181	0.77464063643185	1.78129979031711
SPATA4	979.4304	2153.6253	1174.1949	0.687388130380191	1.13675238254258
GLE1	1068.8	2243.3553	1174.5553	0.677309816964198	1.06966621795621
DPEP2	0	1174.5592	1174.5592	1	8
SIKE1	603.8976	1778.5293	1174.6317	0.746519987664679	1.55830889739665
LOC650293	0	1174.7997	1174.7997	1	8
ADH1B	0	1175.0739	1175.0739	1	8
ADH1C	0	1175.0739	1175.0739	1	8
ADH7	0	1175.0739	1175.0739	1	8
C12orf56	0	1175.2585	1175.2585	1	8
EXOC2	788.6838	1964.344	1175.6602	0.713521309156413	1.31652868518573
MARCH10	0	1175.7573	1175.7573	1	8
MIR548W	0	1175.7573	1175.7573	1	8
MRC2	0	1175.7573	1175.7573	1	8
GPR161	0	1176.7788	1176.7788	1	8
PYCR1	492.793	1669.7423	1176.9493	0.772122563733411	1.76057179308951
BTF3P11	0	1177.0838	1177.0838	1	8
GPR18	0	1177.4513	1177.4513	1	8
GPR183	0	1177.4513	1177.4513	1	8
SPI1	341.2066	1518.9507	1177.7441	0.816571103959864	2.15435758733938
CLDN23	0	1178.0118	1178.0118	1	8
GPR82	0	1178.3978	1178.3978	1	8
TTC7B	0	1178.4146	1178.4146	1	8
RAB31	0	1178.4153	1178.4153	1	8
FAM120A	1241.9658	2420.7495	1178.7837	0.660916642906971	0.962828349849911
C12orf36	0	1179.3808	1179.3808	1	8
ANKRD24	1201.9514	2381.4537	1179.5023	0.664578420117781	0.986463937292065
TSPAN11	0	1179.672	1179.672	1	8
TNNC2	0	1179.8452	1179.8452	1	8
PRR23B	0	1179.8946	1179.8946	1	8
PRR23C	0	1179.8946	1179.8946	1	8
ZCCHC2	945	2124.9695	1179.9695	0.692179352270438	1.16905589973833
KNG1	0	1180.1093	1180.1093	1	8
SLC31A2	358.1362	1538.5304	1180.3942	0.811175986333075	2.10297269321481
CAST	1162.3034	2343.094	1180.7906	0.668424641383028	1.01142812376696
LOC100131635	0	1181.0942	1181.0942	1	8
RTP2	0	1181.0942	1181.0942	1	8
SST	0	1181.0942	1181.0942	1	8
DSCR6	0	1181.842	1181.842	1	8
ADAMTS12	0	1182.8332	1182.8332	1	8
PITPNM3	0	1182.9113	1182.9113	1	8
SLC13A5	0	1182.9113	1182.9113	1	8
KBTBD4	1229.066	2412.3839	1183.3179	0.662478948289251	0.972897122422102
NDUFS3	1229.066	2412.3839	1183.3179	0.662478948289251	0.972897122422102
TEX15	0	1183.378	1183.378	1	8
PPM1E	0	1183.8094	1183.8094	1	8
FITM1	0	1183.9465	1183.9465	1	8
EID3	0	1184.0382	1184.0382	1	8
PPP1R1C	0	1184.5304	1184.5304	1	8
FLJ39609	0	1184.7331	1184.7331	1	8
SAMD11	0	1184.7331	1184.7331	1	8
C3orf25	0	1185.2105	1185.2105	1	8
OGT	1088.6	2274.0496	1185.4496	0.676267191205411	1.06278978046597
MRPL28	0	1185.4716	1185.4716	1	8
GPR87	0	1185.5096	1185.5096	1	8
P2RY12	0	1185.5096	1185.5096	1	8
P2RY13	0	1185.5096	1185.5096	1	8
P2RY14	0	1185.5096	1185.5096	1	8
KPNA1	881.484	2067.2637	1185.7797	0.701064963950629	1.22971614233418
MUSTN1	0	1186.2366	1186.2366	1	8
TSIX	0	1186.5941	1186.5941	1	8
XIST	0	1186.5941	1186.5941	1	8
NUDT13	867.8824	2054.7698	1186.8874	0.70304971628167	1.24340530229686
LOC388630	0	1186.9048	1186.9048	1	8
LEPREL1	0	1188.8176	1188.8176	1	8
LOC728855	1560.1728	2749.0219	1188.8491	0.63794330295635	0.817212573625864
CCDC55	842.042	2030.9582	1188.9162	0.70691195914292	1.27019644720955
MIR423	842.042	2030.9582	1188.9162	0.70691195914292	1.27019644720955
GLRA3	586.747	1776.1359	1189.3889	0.751681727435583	1.59793150740675
RSPH10B2	0	1190.1531	1190.1531	1	8
C17orf76	0	1190.172	1190.172	1	8
TAP1	1650.3354	2840.8241	1190.4887	0.632536898322137	0.783550249335383
SPAG9	1369.4	2560.0198	1190.6198	0.65150071264974	0.902611050983895
SYT8	0	1190.6967	1190.6967	1	8
TNNI2	0	1190.6967	1190.6967	1	8
DRD3	0	1190.7376	1190.7376	1	8
PYCARD	751.433	1942.2704	1190.8374	0.721040928262555	1.37002768458974
BECN1	883.9337	2074.894	1190.9603	0.701255433021666	1.23102756691341
PPHLN1	1218.464	2409.7789	1191.3149	0.664172429028938	0.983837156893193
ZCRB1	1218.464	2409.7789	1191.3149	0.664172429028938	0.983837156893193
NCRNA00226	0	1191.3571	1191.3571	1	8
TMEM14C	1382.2143	2573.6895	1191.4752	0.650594561981007	0.896856701599323
SDHD	1383.7728	2575.6221	1191.8493	0.650509020961764	0.896313846070012
TIMM8B	1383.7728	2575.6221	1191.8493	0.650509020961764	0.896313846070012
MIR548F5	0	1191.9309	1191.9309	1	8
NCEH1	1584.674	2776.9272	1192.2532	0.636676090422939	0.809303277042023
RRAS	2085.9971	3278.5104	1192.5133	0.611148441865353	0.652303319154462
RCN2	591.9729	1784.8994	1192.9265	0.750944592185285	1.59223972660666
SH3D19	0	1193.1985	1193.1985	1	8
CLEC2A	0	1193.4405	1193.4405	1	8
KLRF2	0	1193.4405	1193.4405	1	8
ARHGEF10	0	1193.6292	1193.6292	1	8
MIR596	0	1193.6292	1193.6292	1	8
RER1	945.034	2139.2933	1194.2593	0.693601259503166	1.17869615150046
TCF25	536	1730.4185	1194.4185	0.763503518877913	1.69081608863186
UBL5	1389.6121	2584.1159	1194.5038	0.650300146361301	0.894988556262954
VPS29	687.9926	1883.3505	1195.3579	0.732438428772885	1.45283656437876
TJAP1	653.0642	1849.0825	1196.0183	0.738998436822269	1.50151286535269
APP	928.116	2124.2688	1196.1528	0.695937419161568	1.19458929687004
UBE2Z	853.794	2050.5507	1196.7567	0.706028695560827	1.26405148557774
C12orf41	1230.9803	2427.7865	1196.8062	0.663553222358965	0.979833882470309
CCDC89	0	1196.998	1196.998	1	8
MIR3184	832.6228	2030.9582	1198.3354	0.709237210332098	1.28642557727745
ZNF391	1217.7456	2416.1244	1198.3788	0.664890158426141	0.988481966821025
SNORA22	0	1198.5099	1198.5099	1	8
GBP5	0	1198.7962	1198.7962	1	8
C10orf137	1302.3075	2501.7886	1199.4811	0.657656519245137	0.941889750636972
FLJ37035	1302.3075	2501.7886	1199.4811	0.657656519245137	0.941889750636972
C20orf165	0	1200.3252	1200.3252	1	8
LOC728622	0	1200.7692	1200.7692	1	8
HNRNPC	1894	3094.7935	1200.7935	0.620349088411858	0.708406818062981
HSD17B8	908.1372	2109.1065	1200.9693	0.699017616641307	1.21564976702519
CAB39	504.552	1705.7565	1201.2045	0.771727792749293	1.75733684513267
C17orf87	0	1201.5004	1201.5004	1	8
C19orf45	0	1201.5378	1201.5378	1	8
TRIM61	518.9184	1720.4908	1201.5724	0.768278883555538	1.72924058004686
ZBTB40	1399.0725	2600.8909	1201.8184	0.650228674592373	0.894535158621237
GPR27	0	1201.8496	1201.8496	1	8
ITGA5	0	1202.7078	1202.7078	1	8
ZNF385A	0	1202.7078	1202.7078	1	8
CCDC90B	1343.805	2547.3307	1203.5257	0.654649669503945	0.922662462234721
RAD9B	679.6238	1883.3505	1203.7267	0.734830037117423	1.47049323617931
NUS1	935.508	2139.6677	1204.1597	0.695787138276359	1.19356486116298
CYP2U1	997	2201.5723	1204.5723	0.688298432397479	1.14286881366144
ZNF703	940.4	2145.1446	1204.7446	0.695223980881689	1.18972845614882
PDZD9	0	1204.9208	1204.9208	1	8
MRPS26	915	2120.1829	1205.1829	0.698535465523346	1.21234507738348
UVRAG	1602.2	2808.026	1205.826	0.636707960090934	0.809502045622981
NCRNA00174	0	1205.8788	1205.8788	1	8
BUD13	934.6	2140.6937	1206.0937	0.696094067373142	1.19565744093547
PLA2G2C	0	1206.2673	1206.2673	1	8
PLA2G2D	0	1206.2673	1206.2673	1	8
PLA2G2F	0	1206.2673	1206.2673	1	8
PLA2G5	0	1206.2673	1206.2673	1	8
PLEKHA3	958.9938	2165.2657	1206.2719	0.693049248950031	1.17495067588245
ADAMTS10	0	1206.4432	1206.4432	1	8
MYO1F	0	1206.4432	1206.4432	1	8
ATP10A	0	1206.7942	1206.7942	1	8
NRN1	799.1388	2006.6305	1207.4917	0.715180146849565	1.3282569766022
SHC4	0	1207.529	1207.529	1	8
TBC1D1	763.3566	1971.2836	1207.927	0.720856659680495	1.36870627479545
ATP10B	0	1208.9437	1208.9437	1	8
OAS3	10.1898	1219.6742	1209.4844	0.991714693657185	6.9032262802554
LYPLA1	657.6192	1867.1541	1209.5349	0.739533367213603	1.50551667501394
ZNF273	749.424	1958.9687	1209.5447	0.723295665359015	1.38624026146055
FGF2	601.866	1811.564	1209.698	0.75061800010773	1.58972155017421
APH1A	2628.4725	3838.2354	1209.7629	0.593537772132865	0.546218554110148
GRAMD1B	0	1210.0305	1210.0305	1	8
HMGB3P1	0	1210.3029	1210.3029	1	8
NME5	0	1211.8173	1211.8173	1	8
YDJC	1115.5209	2327.4282	1211.9073	0.67599843401693	1.06101911839479
LRRC10	0	1212.4	1212.4	1	8
LACTB	794.377	2006.9116	1212.5346	0.716424434097936	1.33708131308403
CPZ	0	1212.8369	1212.8369	1	8
GPR78	0	1212.8369	1212.8369	1	8
STK32A	0	1212.8925	1212.8925	1	8
TMEM202	0	1213.4583	1213.4583	1	8
AFAP1-AS1	279.0775	1493.0605	1213.983	0.842519318472941	2.41953490566805
LGALS9C	0	1214.0759	1214.0759	1	8
STAP1	792.8053	2007.2286	1214.4233	0.716858678032434	1.34016641998747
TMED6	0	1214.6439	1214.6439	1	8
TTC23	982.3225	2198.3037	1215.9812	0.691154370796543	1.16212206185152
MED16	1599.0364	2815.1048	1216.0684	0.637746884943327	0.815985851303707
PADI6	0	1216.2852	1216.2852	1	8
UPK3B	0	1216.5138	1216.5138	1	8
SNX21	0	1217.0868	1217.0868	1	8
BAZ2B	931.2168	2149.2928	1218.076	0.697706898884522	1.20667304460868
TAF1L	0	1218.1918	1218.1918	1	8
DSCAML1	0	1218.2205	1218.2205	1	8
FXYD2	0	1218.2205	1218.2205	1	8
FXYD6	0	1218.2205	1218.2205	1	8
LOC100128573	0	1218.4008	1218.4008	1	8
PEX11G	0	1218.4008	1218.4008	1	8
CDKL4	0	1218.9222	1218.9222	1	8
TTPAL	690.392	1909.3207	1218.9287	0.734435270482004	1.46757179375965
SCTR	0	1219.0296	1219.0296	1	8
GTPBP4	937.6	2156.6602	1219.0602	0.696987344503219	1.20175441076204
XPO7	657.4	1877.2577	1219.8577	0.740635589570931	1.51378334777096
C10orf57	957.6942	2177.5622	1219.868	0.694540389105019	1.18507695896577
KDSR	1371.8	2592.0839	1220.2839	0.653925282725864	0.918042255031885
MYC	1188.2	2408.7861	1220.5861	0.669667892239005	1.01952859441802
COTL1	0	1220.6077	1220.6077	1	8
KLHL36	0	1220.6077	1220.6077	1	8
LRP12	298.8441	1519.4871	1220.643	0.83564924805778	2.34611946144344
NAAA	791.997	2013.079	1221.082	0.717655778310463	1.34583691892935
DTHD1	0	1221.1115	1221.1115	1	8
SLN	0	1221.6336	1221.6336	1	8
TMEM57	917.9082	2140.2022	1222.294	0.699844649166361	1.22132532260992
C3orf70	900.9003	2123.7941	1222.8938	0.702151628938117	1.2372045437393
MIR1248	879.4957	2102.6484	1223.1527	0.705079409140558	1.25745919685884
LOC220930	1476.5652	2699.849	1223.2838	0.646451446314879	0.870633658674274
NAT10	1716.4	2939.9565	1223.5565	0.631385612334451	0.776409002706731
ATP6V1H	1066.8204	2290.4738	1223.6534	0.682238035618088	1.10232874258956
PARL	1416.6856	2642.8316	1226.146	0.651021160841491	0.899564878456113
DACT3	0	1226.4074	1226.4074	1	8
GNG8	0	1226.4074	1226.4074	1	8
PTGIR	0	1226.4074	1226.4074	1	8
ATG9A	1179.6531	2406.9217	1227.2686	0.671092012356748	1.02882654066343
FCGBP	0	1227.4345	1227.4345	1	8
ANKZF1	1179.2974	2406.9217	1227.6243	0.671158574778658	1.0292616211197
BAHD1	119.4057	1347.3439	1227.9382	0.918591626000784	3.4961745230597
RXFP3	0	1228.1356	1228.1356	1	8
SLC32A1	0	1228.206	1228.206	1	8
DPP7	0	1228.3319	1228.3319	1	8
CNN1	0	1228.3777	1228.3777	1	8
REEP4	2066.8444	3296.7844	1229.94	0.614655585412622	0.67362976086512
C11orf57	1345.5691	2575.6221	1230.053	0.656846853068527	0.936704453455724
PIH1D2	1345.5691	2575.6221	1230.053	0.656846853068527	0.936704453455724
C22orf42	0	1231.0352	1231.0352	1	8
RFPL2	0	1231.0352	1231.0352	1	8
CLUAP1	708.7406	1941.0393	1232.2987	0.732528501706878	1.45349972754408
PICK1	881.8249	2114.136	1232.3111	0.705662079902311	1.26150406678668
GRM5	0	1232.442	1232.442	1	8
IL12RB1	841.08	2073.6679	1232.5879	0.71143988130157	1.30186992837107
LOC401321	1359.4272	2592.149	1232.7218	0.65597849283534	0.931149754265337
C12orf44	1910.2	3143.1488	1232.9488	0.621993241392718	0.718486874571913
KRTAP5-7	0	1233.552	1233.552	1	8
OPN3	1184.2913	2418.009	1233.7177	0.67124026278431	1.02979563025375
LOC146880	0	1233.9988	1233.9988	1	8
KCNK2	0	1234.3104	1234.3104	1	8
SH2D4B	0	1235.5933	1235.5933	1	8
FLJ25758	0	1235.6456	1235.6456	1	8
MBD3L4	0	1235.6456	1235.6456	1	8
MBD3L5	0	1235.6456	1235.6456	1	8
UGT2B28	0	1236.0568	1236.0568	1	8
KHDRBS2	824.5488	2061.114	1236.5652	0.714260169275495	1.32174751679878
ABRA	0	1236.7968	1236.7968	1	8
CBWD5	1392.594	2629.8602	1237.2662	0.653794939417831	0.917211397066374
UBLCP1	1288.492	2527.6084	1239.1164	0.662353747296586	0.97208938562926
FAM89A	0	1239.2675	1239.2675	1	8
MIR1182	0	1239.2675	1239.2675	1	8
UCHL5	2423.746	3663.4778	1239.7318	0.601830640759421	0.595975355838235
FHDC1	0	1240.5761	1240.5761	1	8
YPEL5	1301	2542.1269	1241.1269	0.661473577674471	0.966415087732912
SETX	1017.3752	2258.7287	1241.3535	0.68945575871388	1.15065916446731
ZNF280C	630.8055	1872.586	1241.7805	0.748019636561041	1.56976483295202
