REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_23022_lociStitched	chr6	26794993	26796850	1	1858	1760.2503	275.0217
1_MACS_peak_25891_lociStitched	chr7	157902773	157904630	1	1858	5809.2531	379.3851
1_MACS_peak_7122_lociStitched	chr13	21871612	21873468	1	1857	1254.6560000000002	207.31519999999998
1_MACS_peak_11036_lociStitched	chr17	26645283	26647139	1	1857	2860.2816	404.0512
1_MACS_peak_11650_lociStitched	chr17	56016445	56018301	1	1857	2009.3056	397.5552
1_MACS_peak_12534_lociStitched	chr18	54317663	54319519	1	1857	4324.665599999999	447.8528
1_MACS_peak_22576_lociStitched	chr5	175842458	175844314	1	1857	2215.8784	281.18399999999997
1_MACS_peak_28034_lociStitched	chr9	125986679	125988535	1	1857	1210.112	416.672
1_MACS_peak_5122_lociStitched	chr11	85511048	85512903	1	1856	2428.3804999999998	287.896
1_MACS_peak_10460_lociStitched	chr16	75497168	75499023	1	1856	2859.4825	299.5825
1_MACS_peak_11680_lociStitched	chr17	57501182	57503037	1	1856	1652.434	341.32
1_MACS_peak_15424_lociStitched	chr2	171057664	171059519	1	1856	2752.449	403.4625
1_MACS_peak_16253_lociStitched	chr20	5985909	5987764	1	1856	3682.917	297.171
1_MACS_peak_18865_lociStitched	chr3	111577952	111579807	1	1856	1830.5140000000001	343.546
1_MACS_peak_24470_lociStitched	chr7	6676103	6677958	1	1856	1830.143	156.3765
1_MACS_peak_24988_lociStitched	chr7	67710533	67712388	1	1856	2293.151	334.642
1_MACS_peak_28163_lociStitched	chr9	131982629	131984484	1	1856	2170.9064999999996	377.49249999999995
1_MACS_peak_928_lociStitched	chr1	60279523	60281377	1	1855	2525.5188000000003	292.005
1_MACS_peak_2052_lociStitched	chr1	181030943	181032797	1	1855	3257.4779999999996	638.3322
1_MACS_peak_6831_lociStitched	chr12	111019677	111021531	1	1855	1799.4924	170.0118
1_MACS_peak_7114_lociStitched	chr13	21346822	21348676	1	1855	4831.3386	177.6132
1_MACS_peak_9920_lociStitched	chr16	21667919	21669773	1	1855	1149.2946	286.443
1_MACS_peak_13389_lociStitched	chr19	38523639	38525493	1	1855	2954.3489999999997	394.902
1_MACS_peak_14014_lociStitched	chr2	20775693	20777547	1	1855	4368.5802	345.02939999999995
1_MACS_peak_15609_lociStitched	chr2	191022056	191023910	1	1855	2549.4354	380.2554
1_MACS_peak_18932_lociStitched	chr3	118752592	118754446	1	1855	2047.9284	417.3354
1_MACS_peak_21863_lociStitched	chr5	96231387	96233241	1	1855	2589.6672	343.917
1_MACS_peak_23052_lociStitched	chr6	27869973	27871827	1	1855	2310.8256	343.17539999999997
1_MACS_peak_29124_lociStitched	chrX	130857823	130859677	1	1855	2439.1224	173.1636
1_MACS_peak_551_lociStitched	chr1	35449749	35451602	1	1854	2821.3777999999998	256.4552
1_MACS_peak_6292_lociStitched	chr12	56842024	56843877	1	1854	8899.032500000001	305.3744
1_MACS_peak_8598_lociStitched	chr15	31696939	31698792	1	1854	2055.3476	366.5234
1_MACS_peak_9960_lociStitched	chr16	23651726	23653579	1	1854	4300.442400000001	370.2294
1_MACS_peak_17795_lociStitched	chr22	41612887	41614740	1	1854	2160.9685999999997	317.6042
1_MACS_peak_21854_lociStitched	chr5	95774655	95776508	1	1854	2976.2886000000003	321.86609999999996
1_MACS_peak_22185_lociStitched	chr5	138608819	138610672	1	1854	1993.4574000000002	443.7935
1_MACS_peak_23376_lociStitched	chr6	44094375	44096228	1	1854	1235.3951	247.5608
1_MACS_peak_24431_lociStitched	chr7	5084764	5086617	1	1854	2582.1555	330.38989999999995
1_MACS_peak_24614_lociStitched	chr7	24113655	24115508	1	1854	4903.223300000001	348.17870000000005
1_MACS_peak_25413_lociStitched	chr7	105751730	105753583	1	1854	4677.3426	595.9248
1_MACS_peak_26142_lociStitched	chr8	26239849	26241702	1	1854	2287.7138	373.3795
1_MACS_peak_27536_lociStitched	chr9	71509951	71511804	1	1854	1867.6387	322.0514
1_MACS_peak_27670_lociStitched	chr9	92444149	92446002	1	1854	1926.7494000000002	310.74809999999997
1_MACS_peak_29000_lociStitched	chrX	108682930	108684783	1	1854	1345.8338999999999	94.3177
1_MACS_peak_895_lociStitched	chr1	55621336	55623188	1	1853	1753.2884	302.61679999999996
1_MACS_peak_6019_lociStitched	chr12	33786652	33788504	1	1853	1825.5164	416.3296
1_MACS_peak_7242_lociStitched	chr13	37392745	37394597	1	1853	2300.184	178.3476
1_MACS_peak_12269_lociStitched	chr18	19191683	19193535	1	1853	5760.0904	368.548
1_MACS_peak_12461_lociStitched	chr18	46985886	46987738	1	1853	3019.686	338.1752
1_MACS_peak_13509_lociStitched	chr19	42805707	42807559	1	1853	1836.4432000000002	345.9536
1_MACS_peak_15330_lociStitched	chr2	160237305	160239157	1	1853	1628.8339999999998	340.02720000000005
1_MACS_peak_17545_lociStitched	chr22	30986754	30988606	1	1853	6217.164000000001	348.176
1_MACS_peak_19339_lociStitched	chr3	156381870	156383722	1	1853	2555.2044	528.746
1_MACS_peak_21747_lociStitched	chr5	81794856	81796708	1	1853	2019.9764	253.3536
1_MACS_peak_25864_lociStitched	chr7	154719204	154721056	1	1853	2098.8716	617.2715999999999
1_MACS_peak_271_lociStitched	chr1	21348169	21350020	1	1852	3972.2459999999996	328.36740000000003
1_MACS_peak_1039_lociStitched	chr1	75198315	75200166	1	1852	5154.8499	356.8728
1_MACS_peak_20973_lociStitched	chr4	167582639	167584490	1	1852	2360.2101	251.3658
1_MACS_peak_24253_lociStitched	chr6	155053822	155055673	1	1852	4460.91	146.41410000000002
1_MACS_peak_25627_lociStitched	chr7	129041068	129042919	1	1852	973.4409	414.2538
1_MACS_peak_5183_lociStitched	chr11	95656332	95658182	1	1851	3937.54	252.525
1_MACS_peak_6838_lociStitched	chr12	111084614	111086464	1	1851	2101.7850000000003	147.445
1_MACS_peak_7445_lociStitched	chr13	74289236	74291086	1	1851	2746.325	318.015
1_MACS_peak_7723_lociStitched	chr14	21978506	21980356	1	1851	2541.5299999999997	170.2
1_MACS_peak_22556_lociStitched	chr5	173381012	173382862	1	1851	1675.175	251.60000000000002
1_MACS_peak_8818_lociStitched	chr15	45458271	45460120	1	1850	7141.392699999999	338.7368
1_MACS_peak_13236_lociStitched	chr19	19753413	19755262	1	1850	2919.9408	290.10810000000004
1_MACS_peak_15462_lociStitched	chr2	174218534	174220383	1	1850	4932.392400000001	280.4933
1_MACS_peak_16613_lociStitched	chr20	39304072	39305921	1	1850	1342.1891	187.48860000000002
1_MACS_peak_17990_lociStitched	chr3	4872171	4874020	1	1850	4441.6678	285.1158
1_MACS_peak_18847_lociStitched	chr3	108540812	108542661	1	1850	2082.8985000000002	341.51030000000003
1_MACS_peak_22836_lociStitched	chr6	13228903	13230752	1	1850	2602.2826	449.8617
1_MACS_peak_27864_lociStitched	chr9	109244399	109246248	1	1850	2025.0248	242.21900000000002
1_MACS_peak_548_lociStitched	chr1	34826437	34828285	1	1849	1484.3136	302.148
1_MACS_peak_2729_lociStitched	chr1	236686767	236688615	1	1849	3716.8824	443.3352
1_MACS_peak_4657_lociStitched	chr11	60265570	60267418	1	1849	2580.1776	338.73839999999996
1_MACS_peak_7859_lociStitched	chr14	36294863	36296711	1	1849	2330.5128000000004	212.33520000000001
1_MACS_peak_12549_lociStitched	chr18	55500062	55501910	1	1849	4642.5456	422.26800000000003
1_MACS_peak_15309_lociStitched	chr2	157256141	157257989	1	1849	2226.1007999999997	351.3048
1_MACS_peak_16977_lociStitched	chr21	15961532	15963380	1	1849	3118.5	257.6112
1_MACS_peak_17603_lociStitched	chr22	35695237	35697085	1	1849	3895.3992	346.1304
1_MACS_peak_19536_lociStitched	chr3	178253862	178255710	1	1849	3112.4015999999997	550.5192
1_MACS_peak_24936_lociStitched	chr7	56031496	56033344	1	1849	2536.5648	217.6944
1_MACS_peak_7077_lociStitched	chr12	133286469	133288316	1	1848	1491.4525	106.0178
1_MACS_peak_8855_lociStitched	chr15	49102256	49104103	1	1848	2807.0706	326.5496
1_MACS_peak_10650_lociStitched	chr17	654453	656300	1	1848	3773.4210000000003	370.6929
1_MACS_peak_11811_lociStitched	chr17	66015508	66017355	1	1848	5519.9442	328.2119
1_MACS_peak_19860_lociStitched	chr4	4146902	4148749	1	1848	1535.9652	282.591
1_MACS_peak_19923_lociStitched	chr4	9533364	9535211	1	1848	2779.3655999999996	224.41049999999998
1_MACS_peak_21528_lociStitched	chr5	57389132	57390979	1	1848	2056.4498	383.0678
1_MACS_peak_1049_lociStitched	chr1	77683986	77685832	1	1847	2638.4878	334.3106
1_MACS_peak_5088_lociStitched	chr11	82501518	82503364	1	1847	1850.4304	369.9384
1_MACS_peak_7185_lociStitched	chr13	30880422	30882268	1	1847	2677.8075999999996	133.0966
1_MACS_peak_8227_lociStitched	chr14	81635775	81637621	1	1847	5248.5472	239.05700000000002
1_MACS_peak_8950_lociStitched	chr15	57178705	57180551	1	1847	4511.8086	361.0776
1_MACS_peak_13064_lociStitched	chr19	13132724	13134570	1	1847	2757.3702	253.4558
1_MACS_peak_14133_lociStitched	chr2	31360018	31361864	1	1847	1456.1247999999998	266.74699999999996
1_MACS_peak_15765_lociStitched	chr2	204348315	204350161	1	1847	1676.5372	382.4912
1_MACS_peak_26454_lociStitched	chr8	65542201	65544047	1	1847	2304.3618	365.1388
1_MACS_peak_26990_lociStitched	chr8	134261023	134262869	1	1847	2204.6778	331.35699999999997
1_MACS_peak_27823_lociStitched	chr9	102820287	102822133	1	1847	1554.3319999999999	333.9414
1_MACS_peak_947_lociStitched	chr1	63832443	63834288	1	1846	4414.9005	306.08549999999997
1_MACS_peak_1103_lociStitched	chr1	86173120	86174965	1	1846	3447.0135	396.306
1_MACS_peak_2111_lociStitched	chr1	185014131	185015976	1	1846	2790.009	367.893
1_MACS_peak_2678_lociStitched	chr1	232053830	232055675	1	1846	1383.381	445.014
1_MACS_peak_2821_lociStitched	chr1	249218287	249220132	1	1846	2370.825	492.7995
1_MACS_peak_24629_lociStitched	chr7	25218966	25220811	1	1846	2682.0765	388.3725
1_MACS_peak_26230_lociStitched	chr8	30823150	30824995	1	1846	1817.325	280.25550000000004
1_MACS_peak_26456_lociStitched	chr8	66545413	66547258	1	1846	3316.572	402.3945
1_MACS_peak_26856_lociStitched	chr8	124077104	124078949	1	1846	1821.0149999999999	458.1135
1_MACS_peak_84_lociStitched	chr1	6549846	6551690	1	1845	2545.2732	314.40200000000004
1_MACS_peak_1912_lociStitched	chr1	166458445	166460289	1	1845	5217.7824	597.6404
1_MACS_peak_7742_lociStitched	chr14	23235013	23236857	1	1845	4637.1068	201.918
1_MACS_peak_14970_lociStitched	chr2	110782526	110784370	1	1845	1407.3408	312.7424
1_MACS_peak_24093_lociStitched	chr6	137423158	137425002	1	1845	2491.9816	408.0772
1_MACS_peak_3668_lociStitched	chr10	92957703	92959546	1	1844	1980.4878	408.96169999999995
1_MACS_peak_3714_lociStitched	chr10	96942582	96944425	1	1844	4896.4824	269.078
1_MACS_peak_12720_lociStitched	chr19	1076189	1078032	1	1844	2949.5372	416.51800000000003
1_MACS_peak_15109_lociStitched	chr2	122512409	122514252	1	1844	2419.3061	346.6683
1_MACS_peak_15233_lociStitched	chr2	140499397	140501240	1	1844	1503.3351	330.2656
1_MACS_peak_22768_lociStitched	chr6	7235899	7237742	1	1844	2167.1837	246.2248
1_MACS_peak_27874_lociStitched	chr9	110123481	110125324	1	1844	2007.2113	324.368
1_MACS_peak_28647_lociStitched	chrX	47517385	47519228	1	1844	5204.8163	183.0099
1_MACS_peak_28751_lociStitched	chrX	55934192	55936035	1	1844	3440.1438000000003	211.0235
1_MACS_peak_1542_lociStitched	chr1	149203870	149205712	1	1843	3378.228	799.428
1_MACS_peak_3723_lociStitched	chr10	97517426	97519268	1	1843	2078.3286000000003	327.6918
1_MACS_peak_3731_lociStitched	chr10	98016925	98018767	1	1843	3423.1728000000003	233.74980000000002
1_MACS_peak_9662_lociStitched	chr16	2953752	2955594	1	1843	3285.0228	347.9538
1_MACS_peak_10891_lociStitched	chr17	16283584	16285426	1	1843	5293.7238	223.0662
1_MACS_peak_15036_lociStitched	chr2	113145057	113146899	1	1843	1340.4234000000001	230.6184
1_MACS_peak_17139_lociStitched	chr21	36599006	36600848	1	1843	3067.1142	550.2054
1_MACS_peak_18092_lociStitched	chr3	14782010	14783852	1	1843	3924.3810000000003	372.084
1_MACS_peak_25800_lociStitched	chr7	149018149	149019991	1	1843	1848.8154	449.07959999999997
1_MACS_peak_16569_lociStitched	chr20	35491381	35493222	1	1842	2289.4676	161.6398
1_MACS_peak_19608_lociStitched	chr3	183601525	183603366	1	1842	4322.668	529.1034
1_MACS_peak_20316_lociStitched	chr4	75022981	75024822	1	1842	3321.3481	304.3173
1_MACS_peak_22129_lociStitched	chr5	133435225	133437066	1	1842	2575.0067	392.6853
1_MACS_peak_24144_lociStitched	chr6	139539924	139541765	1	1842	3427.5737999999997	369.3046
1_MACS_peak_24383_lociStitched	chr7	765541	767382	1	1842	2023.8112999999998	298.7943
1_MACS_peak_24597_lociStitched	chr7	22861358	22863199	1	1842	3537.8496999999998	436.8693
1_MACS_peak_28395_lociStitched	chrX	10088982	10090823	1	1842	2145.1332	262.3425
1_MACS_peak_29183_lociStitched	chrX	136435164	136437005	1	1842	1861.8033000000003	132.1838
1_MACS_peak_1843_lociStitched	chr1	161359070	161360910	1	1841	2188.128	499.56000000000006
1_MACS_peak_1973_lociStitched	chr1	172411966	172413806	1	1841	3659.576	531.024
1_MACS_peak_5181_lociStitched	chr11	95448279	95450119	1	1841	2466.52	369.656
1_MACS_peak_7008_lociStitched	chr12	123942146	123943986	1	1841	7444.455999999999	200.56
1_MACS_peak_8217_lociStitched	chr14	78226520	78228360	1	1841	2551.1600000000003	179.03199999999998
1_MACS_peak_9851_lociStitched	chr16	15981486	15983326	1	1841	3666.384	491.09600000000006
1_MACS_peak_11637_lociStitched	chr17	55445381	55447221	1	1841	1795.104	352.912
1_MACS_peak_13604_lociStitched	chr19	46405241	46407081	1	1841	2739.2079999999996	376.832
1_MACS_peak_15163_lociStitched	chr2	131484284	131486124	1	1841	1643.304	213.992
1_MACS_peak_15766_lociStitched	chr2	204399007	204400847	1	1841	1914.704	186.76000000000002
1_MACS_peak_15867_lociStitched	chr2	216945669	216947509	1	1841	2773.0640000000003	324.024
1_MACS_peak_21169_lociStitched	chr5	783903	785743	1	1841	1453.048	220.616
1_MACS_peak_21377_lociStitched	chr5	36744158	36745998	1	1841	1658.944	463.68
1_MACS_peak_23636_lociStitched	chr6	86170238	86172078	1	1841	1756.28	380.144
1_MACS_peak_25079_lociStitched	chr7	75114399	75116239	1	1841	2635.248	278.576
1_MACS_peak_4261_lociStitched	chr11	9405714	9407553	1	1840	4383.6243	376.0755
2_MACS_peak_4856_lociStitched	chr11	66494558	66496397	2	1636	957.1995	118.98329999999999
1_MACS_peak_7691_lociStitched	chr14	20800394	20802233	1	1840	1481.1306	157.4184
1_MACS_peak_9456_lociStitched	chr15	91005769	91007608	1	1840	1194.4305	240.3573
1_MACS_peak_9657_lociStitched	chr16	2770246	2772085	1	1840	2052.324	289.2747
1_MACS_peak_10928_lociStitched	chr17	17654952	17656791	1	1840	1950.8111999999999	302.51550000000003
1_MACS_peak_11026_lociStitched	chr17	25782701	25784540	1	1840	1021.9322999999999	284.67719999999997
1_MACS_peak_12011_lociStitched	chr17	76373863	76375702	1	1840	2591.3349	385.4544
1_MACS_peak_13887_lociStitched	chr2	6063706	6065545	1	1840	1285.6449	314.46900000000005
1_MACS_peak_24224_lociStitched	chr6	150038193	150040032	1	1840	3517.8231	135.5343
1_MACS_peak_25822_lociStitched	chr7	150382020	150383859	1	1840	2997.0182999999997	531.6549
1_MACS_peak_25970_lociStitched	chr8	10980863	10982702	1	1840	1943.0874	237.7827
1_MACS_peak_26829_lociStitched	chr8	120844253	120846092	1	1840	3845.349	269.5974
1_MACS_peak_27917_lociStitched	chr9	114773890	114775729	1	1840	2664.1593000000003	345.54810000000003
1_MACS_peak_28070_lociStitched	chr9	128468472	128470311	1	1840	2676.2967	362.09909999999996
1_MACS_peak_5140_lociStitched	chr11	86748019	86749857	1	1839	2445.8266	418.3288
1_MACS_peak_6185_lociStitched	chr12	51519900	51521738	1	1839	1607.1471999999999	288.566
1_MACS_peak_11235_lociStitched	chr17	36002303	36004141	1	1839	2803.3176	390.9426
1_MACS_peak_20122_lociStitched	chr4	40318098	40319936	1	1839	2321.394	325.6936
1_MACS_peak_22920_lociStitched	chr6	20533996	20535834	1	1839	4550.888	424.94559999999996
1_MACS_peak_23199_lociStitched	chr6	33421246	33423084	1	1839	2962.1207999999997	391.67780000000005
1_MACS_peak_28369_lociStitched	chrX	7065119	7066957	1	1839	2849.2676	154.392
1_MACS_peak_4745_lociStitched	chr11	63932780	63934617	1	1838	2477.0108	293.0015
1_MACS_peak_6635_lociStitched	chr12	95014682	95016519	1	1838	2344.5631	296.3081
1_MACS_peak_8654_lociStitched	chr15	35350031	35351868	1	1838	2704.9825	203.7233
1_MACS_peak_8671_lociStitched	chr15	38421420	38423257	1	1838	2186.0299999999997	403.4052
1_MACS_peak_9905_lociStitched	chr16	20885118	20886955	1	1838	1626.1124	340.3961
1_MACS_peak_13549_lociStitched	chr19	45204928	45206765	1	1838	2963.6321	309.7182
1_MACS_peak_15513_lociStitched	chr2	179058502	179060339	1	1838	1479.3361	282.898
1_MACS_peak_18660_lociStitched	chr3	70707369	70709206	1	1838	2648.5866	246.7091
1_MACS_peak_20237_lociStitched	chr4	60436249	60438086	1	1838	1491.0928999999999	280.6936
1_MACS_peak_20563_lociStitched	chr4	103939860	103941697	1	1838	3830.8797999999997	397.89419999999996
1_MACS_peak_20832_lociStitched	chr4	145555474	145557311	1	1838	1879.8021	341.3146
1_MACS_peak_23593_lociStitched	chr6	80323714	80325551	1	1838	2411.9809999999998	362.44010000000003
1_MACS_peak_24493_lociStitched	chr7	7812682	7814519	1	1838	2226.444	337.6406
1_MACS_peak_2252_lociStitched	chr1	202895205	202897041	1	1837	7025.6376	511.50960000000003
1_MACS_peak_6453_lociStitched	chr12	71224507	71226343	1	1837	1760.724	305.694
1_MACS_peak_7373_lociStitched	chr13	50726121	50727957	1	1837	1996.2828	137.51639999999998
1_MACS_peak_7964_lociStitched	chr14	54954720	54956556	1	1837	2449.7748	134.5788
1_MACS_peak_8417_lociStitched	chr14	103285047	103286883	1	1837	2648.2464	164.1384
1_MACS_peak_13324_lociStitched	chr19	34760207	34762043	1	1837	3830.4468	402.6348
1_MACS_peak_14863_lociStitched	chr2	99656494	99658330	1	1837	2003.076	194.24880000000002
1_MACS_peak_16225_lociStitched	chr20	4699981	4701817	1	1837	7588.9224	360.5904
1_MACS_peak_16318_lociStitched	chr20	13618642	13620478	1	1837	1718.3124	375.462
1_MACS_peak_17047_lociStitched	chr21	30256552	30258388	1	1837	5768.7119999999995	477.36
1_MACS_peak_1142_lociStitched	chr1	89989566	89991401	1	1836	3369.427	274.3325
1_MACS_peak_2110_lociStitched	chr1	184942257	184944092	1	1836	2440.55	347.916
1_MACS_peak_3452_lociStitched	chr10	73647855	73649690	1	1836	2553.953	325.896
1_MACS_peak_4720_lociStitched	chr11	62528331	62530166	1	1836	2779.2909999999997	345.714
1_MACS_peak_6424_lociStitched	chr12	68725254	68727089	1	1836	2573.9545000000003	471.962
1_MACS_peak_7911_lociStitched	chr14	50486953	50488788	1	1836	1192.1995000000002	157.62650000000002
1_MACS_peak_12129_lociStitched	chr18	158006	159841	1	1836	5225.713	370.67
1_MACS_peak_16676_lociStitched	chr20	43537635	43539470	1	1836	1777.381	309.748
1_MACS_peak_17799_lociStitched	chr22	41776782	41778617	1	1836	3011.0515	281.856
1_MACS_peak_23812_lociStitched	chr6	108394975	108396810	1	1836	2674.1455	418.013
1_MACS_peak_25156_lociStitched	chr7	84653996	84655831	1	1836	3388.3275	258.18449999999996
1_MACS_peak_27243_lociStitched	chr9	14692318	14694153	1	1836	2016.1145	157.62650000000002
1_MACS_peak_28946_lociStitched	chrX	100352185	100354020	1	1836	1946.201	265.708
1_MACS_peak_1220_lociStitched	chr1	100730957	100732791	1	1835	3913.9394	185.9676
1_MACS_peak_2749_lociStitched	chr1	240627825	240629659	1	1835	2564.2988	474.63919999999996
2_MACS_peak_8131_lociStitched	chr14	71275441	71277275	2	1819	932.4055999999999	130.76420000000002
1_MACS_peak_14034_lociStitched	chr2	24345466	24347300	1	1835	4035.7169999999996	277.6676
1_MACS_peak_18033_lociStitched	chr3	10156655	10158489	1	1835	3946.2178	468.22020000000003
1_MACS_peak_20210_lociStitched	chr4	56211813	56213647	1	1835	4373.723199999999	294.9072
1_MACS_peak_23352_lociStitched	chr6	43149102	43150936	1	1835	2577.5036	331.954
1_MACS_peak_24310_lociStitched	chr6	159420099	159421933	1	1835	3035.6368	204.67440000000002
1_MACS_peak_25245_lociStitched	chr7	96338138	96339972	1	1835	4494.217	318.74920000000003
1_MACS_peak_178_lociStitched	chr1	14056529	14058362	1	1834	4679.2824	314.1762
1_MACS_peak_2397_lociStitched	chr1	209957071	209958904	1	1834	5675.1512999999995	560.3481
1_MACS_peak_3375_lociStitched	chr10	67189824	67191657	1	1834	1895.8719	275.1333
1_MACS_peak_8820_lociStitched	chr15	45570652	45572485	1	1834	2845.3659000000002	479.1462
1_MACS_peak_12402_lociStitched	chr18	39534486	39536319	1	1834	1746.4823999999999	332.1396
1_MACS_peak_12926_lociStitched	chr19	8454166	8455999	1	1834	9240.3363	631.8351
1_MACS_peak_16557_lociStitched	chr20	35100127	35101960	1	1834	1988.9883	314.9094
1_MACS_peak_16737_lociStitched	chr20	46456339	46458172	1	1834	2022.8988	334.8891
1_MACS_peak_17461_lociStitched	chr22	24502134	24503967	1	1834	1423.6911	266.88480000000004
1_MACS_peak_19867_lociStitched	chr4	4690670	4692503	1	1834	2054.6097	429.1053
1_MACS_peak_21128_lociStitched	chr4	187081562	187083395	1	1834	2314.8957	289.98060000000004
1_MACS_peak_21365_lociStitched	chr5	35617019	35618852	1	1834	3101.4359999999997	480.79589999999996
1_MACS_peak_23614_lociStitched	chr6	83072865	83074698	1	1834	2819.7039	338.7384
1_MACS_peak_26610_lociStitched	chr8	86131879	86133712	1	1834	1501.0437	153.0555
1_MACS_peak_28115_lociStitched	chr9	130717116	130718949	1	1834	3488.7489	482.44559999999996
1_MACS_peak_29295_lociStitched	chrX	154611065	154612898	1	1834	1591.2273	79.73549999999999
1_MACS_peak_6410_lociStitched	chr12	67135541	67137373	1	1833	1102.1312	319.5008
1_MACS_peak_7574_lociStitched	chr13	100740497	100742329	1	1833	2345.8759999999997	465.5112
1_MACS_peak_9974_lociStitched	chr16	25883068	25884900	1	1833	1734.3544	313.8216
1_MACS_peak_14171_lociStitched	chr2	35339792	35341624	1	1833	1058.1632	280.296
1_MACS_peak_15571_lociStitched	chr2	186489443	186491275	1	1833	2902.9872	250.80079999999998
1_MACS_peak_17837_lociStitched	chr22	43111985	43113817	1	1833	2084.6328	400.4752
1_MACS_peak_24934_lociStitched	chr7	55954390	55956222	1	1833	4582.7480000000005	242.3736
1_MACS_peak_7053_lociStitched	chr12	129054132	129055963	1	1832	2200.862	183.6493
1_MACS_peak_14294_lociStitched	chr2	46118072	46119903	1	1832	2413.2580000000003	426.62300000000005
1_MACS_peak_14738_lociStitched	chr2	86563752	86565583	1	1832	956.6975	240.4103
1_MACS_peak_24607_lociStitched	chr7	23338284	23340115	1	1832	2748.1479	363.6366
1_MACS_peak_28926_lociStitched	chrX	93997630	93999461	1	1832	1359.1513	165.8886
1_MACS_peak_137_lociStitched	chr1	10458298	10460128	1	1831	2977.959	308.721
1_MACS_peak_1399_lociStitched	chr1	120254146	120255976	1	1831	1690.3709999999999	176.046
1_MACS_peak_11278_lociStitched	chr17	37843543	37845373	1	1831	6251.097000000001	415.593
1_MACS_peak_13458_lociStitched	chr19	40970233	40972063	1	1831	1425.2040000000002	446.70300000000003
1_MACS_peak_15270_lociStitched	chr2	151213971	151215801	1	1831	3323.829	348.798
1_MACS_peak_17214_lociStitched	chr21	43607445	43609275	1	1831	2912.2619999999997	446.52
1_MACS_peak_18037_lociStitched	chr3	10239886	10241716	1	1831	1849.581	334.89
1_MACS_peak_20140_lociStitched	chr4	41991633	41993463	1	1831	3207.075	406.80899999999997
1_MACS_peak_22786_lociStitched	chr6	8434769	8436599	1	1831	3716.547	291.519
1_MACS_peak_26266_lociStitched	chr8	37642890	37644720	1	1831	2744.085	290.055
1_MACS_peak_26628_lociStitched	chr8	90913766	90915596	1	1831	2292.807	157.38
1_MACS_peak_29275_lociStitched	chrX	153685661	153687491	1	1831	1768.695	122.976
1_MACS_peak_2153_lociStitched	chr1	192710492	192712321	1	1830	1858.4469	409.51309999999995
1_MACS_peak_5044_lociStitched	chr11	77122036	77123865	1	1830	2222.4179	312.39320000000004
1_MACS_peak_5130_lociStitched	chr11	85861840	85863669	1	1830	2140.1128999999996	330.1345
1_MACS_peak_5710_lociStitched	chr12	8218240	8220069	1	1830	1750.3529999999998	286.0556
1_MACS_peak_10707_lociStitched	chr17	2717144	2718973	1	1830	5280.323	481.02700000000004
1_MACS_peak_16907_lociStitched	chr20	60757169	60758998	1	1830	4192.9825	355.0089
1_MACS_peak_19628_lociStitched	chr3	184529261	184531090	1	1830	3455.8955	554.7357000000001
1_MACS_peak_22112_lociStitched	chr5	131892074	131893903	1	1830	4312.2333	379.7004
1_MACS_peak_23953_lociStitched	chr6	122815792	122817621	1	1830	1773.2155	246.36629999999997
1_MACS_peak_900_lociStitched	chr1	57043838	57045666	1	1829	1090.0364000000002	276.7592
1_MACS_peak_10807_lociStitched	chr17	7297037	7298865	1	1829	3247.2592	233.25279999999998
1_MACS_peak_12695_lociStitched	chr18	77747507	77749335	1	1829	4066.9344	200.5316
1_MACS_peak_13075_lociStitched	chr19	13874585	13876413	1	1829	1688.7064	328.6744
1_MACS_peak_20470_lociStitched	chr4	88928398	88930226	1	1829	2215.536	198.70360000000002
1_MACS_peak_23062_lociStitched	chr6	28219035	28220863	1	1829	2367.2599999999998	315.8784
1_MACS_peak_23711_lociStitched	chr6	92342462	92344290	1	1829	3160.4292	310.5772
1_MACS_peak_23975_lociStitched	chr6	126277423	126279251	1	1829	5319.4800000000005	294.308
1_MACS_peak_24499_lociStitched	chr7	7959340	7961168	1	1829	1726.7288	264.69440000000003
1_MACS_peak_29294_lociStitched	chrX	154562855	154564683	1	1829	1146.7043999999999	271.45799999999997
1_MACS_peak_1573_lociStitched	chr1	150185299	150187126	1	1828	2701.9503	343.1106
1_MACS_peak_2244_lociStitched	chr1	202515142	202516969	1	1828	1550.2095000000002	532.9359000000001
1_MACS_peak_3557_lociStitched	chr10	80782094	80783921	1	1828	4081.8833999999997	479.0394
1_MACS_peak_11410_lociStitched	chr17	42218546	42220373	1	1828	3106.4481	285.3774
1_MACS_peak_17090_lociStitched	chr21	34450665	34452492	1	1828	4366.7127	565.4565
1_MACS_peak_17386_lociStitched	chr22	22019641	22021468	1	1828	5101.3494	322.1001
1_MACS_peak_27573_lociStitched	chr9	75387218	75389045	1	1828	1192.3002	225.2691
1_MACS_peak_27653_lociStitched	chr9	90936875	90938702	1	1828	1506.7269	249.9336
1_MACS_peak_3128_lociStitched	chr10	30573622	30575448	1	1827	2272.6396	382.1818
1_MACS_peak_6549_lociStitched	chr12	89337646	89339472	1	1827	2052.2414	407.7458
1_MACS_peak_7504_lociStitched	chr13	84306344	84308170	1	1827	1465.7302	337.9926
