REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_5423_lociStitched	chr11	120195400	120216440	5	10177	18609.88	3406.376	313	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.04870000000000001	313	1
2_MACS_peak_6079_lociStitched	chr12	46119309	46132345	2	10151	37388.5516	2007.544	314	ARID2,LOC400027		ARID2	ARID2	0.17	314	1
3_MACS_peak_22351_lociStitched	chr5	150459337	150476027	3	10150	28374.669	2566.922	315	TNIP1	ANXA6	TNIP1	ANXA6	0.47339999999999993	315	1
3_MACS_peak_26575_lociStitched	chr8	81073474	81084611	3	10117	18476.283	2063.6861	316	TPD52		TPD52	TPD52	0.4592	316	1
2_MACS_peak_1835_lociStitched	chr1	161144500	161157460	2	10114	49985.424	3367.008	317	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	UFC1	1.8744000000000003	317	1
5_MACS_peak_28210_lociStitched	chr9	134595170	134615298	5	10111	22291.76	3164.1216	318	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.23929999999999996	318	1
3_MACS_peak_20754_lociStitched	chr4	129724194	129741536	3	10104	32446.882	2507.6532	319	PHF17		PHF17	PHF17	0.4592	319	1
2_MACS_peak_29063_lociStitched	chrX	119434904	119445632	2	10097	31647.6	1113.5664	320	FAM70A		FAM70A	FAM70A	0.5019	320	1
3_MACS_peak_16549_lociStitched	chr20	34677577	34690216	3	10053	16036.3632	2061.4209	321		EPB41L1,LOC647979	EPB41L1	LOC647979	0.6317	321	1
5_MACS_peak_400_lociStitched	chr1	27147074	27167113	5	10037	19826.5866	3009.8578	322	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	2.0489	322	1
2_MACS_peak_17092_lociStitched	chr21	34600693	34613056	2	10012	49381.5309	2953.5207	323	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.3081	323	1
3_MACS_peak_22973_lociStitched	chr6	26020335	26034776	3	10003	33117.5453	2878.0913	324	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.8192000000000002	324	1
4_MACS_peak_24319_lociStitched	chr6	160389162	160405103	4	10002	16181.7091	1300.7856	325	IGF2R		IGF2R	IGF2R	0.1084	325	1
4_MACS_peak_21078_lociStitched	chr4	185366839	185381506	4	9993	33189.9543	2622.4596	326	IRF2		IRF2	IRF2	2.1147	326	1
6_MACS_peak_18391_lociStitched	chr3	46421551	46438638	6	9976	13027.1288	2626.2719	327		CCR2,CCR5,CCRL2	CCR5	CCR2	0.7991	327	1
5_MACS_peak_12970_lociStitched	chr19	10522125	10539300	5	9976	15428.3025	2796.09	328	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	MIR1181	0.1695	328	1
3_MACS_peak_13698_lociStitched	chr19	50166203	50182954	3	9931	31664.4153	2802.4423	329	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	RRAS	0.7979999999999999	329	1
2_MACS_peak_6456_lociStitched	chr12	72078935	72089186	2	9929	24066.2727	1866.7071	330	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.7705	330	1
4_MACS_peak_23138_lociStitched	chr6	31618835	31634966	4	9925	34128.3567	2966.4909	331	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	1.1231	331	1
3_MACS_peak_14243_lociStitched	chr2	42323504	42334605	3	9894	52804.1267	2307.8979	332		PKDCC	PKDCC	NONE	NONE	332	1
3_MACS_peak_6966_lociStitched	chr12	122227652	122244378	3	9888	39864.7484	1162.457	333	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0447	333	1
1_MACS_peak_2269_lociStitched	chr1	203288277	203298137	1	9861	110735.688	3214.36	334		BTG2,LOC730227,FMOD	BTG2	LOC730227	4.5132	334	1
3_MACS_peak_8636_lociStitched	chr15	34619307	34635870	3	9856	34818.7386	2688.1749	335	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6467	335	1
1_MACS_peak_16287_lociStitched	chr20	9489948	9499800	1	9853	31815.0636	1675.8252	336	C20orf103		C20orf103	C20orf103	1.183	336	1
2_MACS_peak_6189_lociStitched	chr12	51712003	51722025	2	9818	42418.115	1883.1338	337	BIN2	SMAGP,CELA1	BIN2	CELA1	0.7673	337	1
2_MACS_peak_23445_lociStitched	chr6	52430701	52443093	2	9817	26263.6048	2473.4432	338	TRAM2		TRAM2	TRAM2	1.5027000000000001	338	1
2_MACS_peak_20273_lociStitched	chr4	69431903	69443244	2	9815	55895.2526	2009.6252	339	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.5356	339	1
4_MACS_peak_4058_lociStitched	chr10	126407293	126424273	4	9778	22766.784	2446.818	340	FAM53B		FAM53B	FAM53B	0.22860000000000003	340	1
2_MACS_peak_8586_lociStitched	chr15	31546717	31560780	2	9759	71499.1046	2673.3763	341			KLF13	KLF13	1.2856999999999998	341	1
4_MACS_peak_6339_lociStitched	chr12	58134964	58151050	4	9759	18164.3112	2596.2804	342	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.9603	342	1
4_MACS_peak_4778_lociStitched	chr11	64845494	64865048	4	9750	28578.171	3032.8254	343	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.7724000000000002	343	1
3_MACS_peak_2104_lociStitched	chr1	184711457	184725760	3	9744	28807.6723	3381.2292	344	EDEM3		EDEM3	EDEM3	0.3123	344	1
3_MACS_peak_395_lociStitched	chr1	27059639	27072390	3	9737	18589.6829	1890.9733	345	ARID1A	PIGV	ARID1A	PIGV	1.1603999999999999	345	1
4_MACS_peak_11997_lociStitched	chr17	76137462	76152393	4	9729	34684.713	2341.1808	346	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.6871	346	1
4_MACS_peak_733_lociStitched	chr1	44289750	44305762	4	9721	15237.0192	2416.2108	347	ST3GAL3		ARTN	ARTN	NONE	347	1
5_MACS_peak_21332_lociStitched	chr5	32276109	32296105	5	9718	14833.0328	3323.3352	348	MTMR12		MTMR12	MTMR12	0.1436	348	1
4_MACS_peak_18633_lociStitched	chr3	66533135	66551775	4	9698	12503.712	2881.744	349	LRIG1		LRIG1	LRIG1	0.0432	349	1
2_MACS_peak_22012_lociStitched	chr5	121647283	121660465	2	9673	13499.6862	1726.842	350	SNCAIP		SNCAIP	SNCAIP	0.03429999999999998	350	1
1_MACS_peak_23000_lociStitched	chr6	26358033	26367692	1	9660	56336.1175	1885.4368	351	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.8760999999999999	351	1
3_MACS_peak_27376_lociStitched	chr9	35066320	35080822	3	9651	26255.871	2391.3798	352	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.8722	352	1
1_MACS_peak_21179_lociStitched	chr5	1311864	1321497	1	9634	103312.9617	1931.4165	353	CLPTM1L	TERT	TERT	NONE	NONE	353	1
2_MACS_peak_15013_lociStitched	chr2	112455692	112465757	2	9630	80946.756	2159.949	354			ANAPC1	ANAPC1	NONE	354	1
4_MACS_peak_10816_lociStitched	chr17	7474988	7488519	4	9615	25396.3339	2302.9762	355	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	0.9615	355	1
3_MACS_peak_13079_lociStitched	chr19	13943863	13959270	3	9614	33346.9108	2468.2014	356	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.7097	356	1
2_MACS_peak_7186_lociStitched	chr13	30943758	30957835	2	9605	20856.4832	1241.5914	357	LOC100188949		LOC100188949	LOC100188949	0.4139	357	1
5_MACS_peak_17943_lociStitched	chr22	50962417	50983068	5	9597	28054.3835	2690.8253	358	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.0258	358	1
2_MACS_peak_15300_lociStitched	chr2	153914528	153929071	2	9579	34033.5286	2600.2884	359			ARL6IP6	ARL6IP6	NONE	359	1
4_MACS_peak_5807_lociStitched	chr12	13242363	13255990	4	9574	25640.5632	2219.8383	360	GSG1	KIAA1467	GSG1	GSG1	0.5902000000000001	360	1
1_MACS_peak_15871_lociStitched	chr2	217079372	217088940	1	9569	45210.7136	1917.4272	361			XRCC5	XRCC5	NONE	361	1
1_MACS_peak_22567_lociStitched	chr5	175076956	175086521	1	9566	14074.8975	1705.4395	362	HRH2	HRH2	HRH2	HRH2	0.19619999999999999	362	1
5_MACS_peak_11485_lociStitched	chr17	45681623	45702747	5	9550	8827.7196	3001.7204	363	NPEPPS	KPNB1	KPNB1	KPNB1	0.3862	363	1
3_MACS_peak_7328_lociStitched	chr13	46269213	46280842	3	9540	37893.0965	954.7409	364	SPERT		SPERT	SPERT	1.593	364	1
4_MACS_peak_4907_lociStitched	chr11	67644773	67661710	4	9532	41807.2908	2935.1821	365			LOC645332	LOC645332	NONE	365	1
5_MACS_peak_3748_lociStitched	chr10	99159293	99187227	5	9526	16210.1002	3810.1976	366	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	EXOSC1	0.22069999999999998	366	1
1_MACS_peak_20825_lociStitched	chr4	144272684	144282202	1	9519	43448.7182	1856.01	367	GAB1		GAB1	GAB1	0.42180000000000006	367	1
2_MACS_peak_5454_lociStitched	chr11	122929046	122941957	2	9489	41616.0263	2490.5319	368	HSPA8	LOC341056	HSPA8	HSPA8	2.4471	368	1
3_MACS_peak_11453_lociStitched	chr17	43517002	43531669	3	9479	23143.0593	2518.3239	369	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	0.6333	369	1
2_MACS_peak_9786_lociStitched	chr16	11668810	11681869	2	9470	15992.0514	2203.0533	370	LITAF		LITAF	LITAF	0.25470000000000004	370	1
3_MACS_peak_23191_lociStitched	chr6	33279362	33292758	3	9468	32205.3236	2251.8676	371	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.5131999999999999	371	1
2_MACS_peak_4663_lociStitched	chr11	60602730	60613334	2	9461	28969.0676	2325.4572	372	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.3555	372	1
3_MACS_peak_17738_lociStitched	chr22	39539723	39549640	3	9451	20630.3351	1524.2429	373	CBX7	APOBEC3H	CBX7	CBX7	0.5906	373	1
4_MACS_peak_16391_lociStitched	chr20	23329777	23347919	4	9449	27180.3444	2833.7804	374	NXT1,GZF1		GZF1	GZF1	0.38980000000000004	374	1
3_MACS_peak_13482_lociStitched	chr19	42027254	42043731	3	9446	18515.2049	2637.9677	375		CEACAM21	CEACAM21	NONE	NONE	375	1
3_MACS_peak_23046_lociStitched	chr6	27790979	27808062	3	9433	47656.4451	2799.9037	376	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.0705999999999998	376	1
2_MACS_peak_11551_lociStitched	chr17	47816208	47827762	2	9426	27875.1804	2028.8824	377	FAM117A	MYST2,SLC35B1	FAM117A	SLC35B1	0.7361	377	1
3_MACS_peak_13219_lociStitched	chr19	19050316	19061327	3	9423	16721.3046	1744.1424	378	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.4576	378	1
2_MACS_peak_20380_lociStitched	chr4	78735895	78749457	2	9422	30111.7086	2405.8988	379	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.20329999999999998	379	1
2_MACS_peak_19680_lociStitched	chr3	186779676	186792547	2	9416	72044.1354	3935.9518	380	ST6GAL1		ST6GAL1	ST6GAL1	0.8932	380	1
2_MACS_peak_15961_lociStitched	chr2	227655641	227666787	2	9408	19319.3618	1628.4306	381	IRS1	RHBDD1	IRS1	IRS1	0.2222	381	1
4_MACS_peak_3839_lociStitched	chr10	104531586	104543103	4	9393	35134.9119	2184.7749	382	C10orf26		C10orf26	C10orf26	0.5389999999999999	382	1
2_MACS_peak_16935_lociStitched	chr20	62358210	62371003	2	9393	25291.761	2113.4036	383	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	0.9332	383	1
1_MACS_peak_4811_lociStitched	chr11	65336068	65345453	1	9386	21660.58	1796.289	384	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.6945	384	1
2_MACS_peak_18379_lociStitched	chr3	46245706	46257205	2	9373	73928.2209	2717.2137	385	CCR1	CCR3	CCR1	CCR1	3.6179	385	1
4_MACS_peak_23200_lociStitched	chr6	33537693	33558670	4	9367	28725.9038	2953.5616	386	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	1.3142	386	1
3_MACS_peak_17431_lociStitched	chr22	23477906	23488781	3	9366	36896.7	2033.625	387	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3573	387	1
2_MACS_peak_9176_lociStitched	chr15	74831684	74846038	2	9349	26593.6558	2448.7924	388	ARID3B		ARID3B	ARID3B	0.3823	388	1
2_MACS_peak_2626_lociStitched	chr1	228268808	228279403	2	9344	24575.1025	2822.508	389	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.0447	389	1
3_MACS_peak_13119_lociStitched	chr19	16180510	16198103	3	9338	40166.5783	2684.6918	390	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.6089	390	1
3_MACS_peak_1367_lociStitched	chr1	117099103	117114592	3	9335	13473.8811	1293.3315	391	CD58		CD58	CD58	0.26940000000000003	391	1
3_MACS_peak_5499_lociStitched	chr11	126172992	126189509	3	9310	27581.7383	3019.3076	392	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.45959999999999995	392	1
3_MACS_peak_14783_lociStitched	chr2	89049851	89066819	3	9309	50878.548	2821.7784	393	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.008500000000000008	393	1
4_MACS_peak_14946_lociStitched	chr2	109829413	109843011	4	9307	30897.3756	2417.7244	394	SH3RF3		MIR4265	MIR4265	NONE	394	1
4_MACS_peak_7732_lociStitched	chr14	23024024	23040213	4	9303	12858.9227	1316.1657	395	DAD1	ABHD4	DAD1	ABHD4	0.4145	395	1
3_MACS_peak_27346_lociStitched	chr9	33445229	33459411	3	9289	22125.3382	2557.0146	396	AQP3	AQP7,NOL6	AQP3	AQP3	0.5705	396	1
2_MACS_peak_28116_lociStitched	chr9	130731540	130744387	2	9265	24652.1083	2315.0294	397	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.7396	397	1
2_MACS_peak_8936_lociStitched	chr15	55568754	55583366	2	9255	21253.154	2314.5408	398	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.16130000000000003	398	1
6_MACS_peak_9580_lociStitched	chr16	430720	452912	6	9254	14695.5424	2631.9712	399	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	NME4	0.6973	399	1
2_MACS_peak_17435_lociStitched	chr22	23517199	23526547	2	9249	22317.4152	1990.1892	400	BCR	RAB36,RTDR1	BCR	RAB36	0.5584	400	1
2_MACS_peak_20120_lociStitched	chr4	40302617	40312571	2	9246	27558.6444	2141.1054	401		CHRNA9	CHRNA9	NONE	NONE	401	1
4_MACS_peak_14647_lociStitched	chr2	74681335	74700807	4	9226	28403.8064	2996.7408	402	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	MOGS	1.0078	402	1
3_MACS_peak_10796_lociStitched	chr17	7136529	7147433	3	9225	28826.9048	1945.2736	403	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.8578	403	1
2_MACS_peak_21065_lociStitched	chr4	185201069	185211048	2	9223	93216.8327	2324.1091	404			ENPP6	ENPP6	NONE	404	1
1_MACS_peak_12591_lociStitched	chr18	60822032	60831250	1	9219	101368.5024	2204.9456	405	BCL2		BCL2	BCL2	0.6936	405	1
3_MACS_peak_8837_lociStitched	chr15	46994700	47008629	3	9210	26717.2149	2025.2766	406			SEMA6D	SEMA6D	NONE	406	1
3_MACS_peak_16830_lociStitched	chr20	52545948	52559922	3	9207	23406.45	2175.7518	407			SUMO1P1	SUMO1P1	0.8853	407	1
2_MACS_peak_11995_lociStitched	chr17	76116472	76129353	2	9189	34311.1197	1923.1333	408	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.6871	408	1
2_MACS_peak_15087_lociStitched	chr2	120060102	120071835	2	9187	15787.9248	1896.0528	409	C2orf76		C2orf76	C2orf76	0.232	409	1
4_MACS_peak_22247_lociStitched	chr5	141385783	141396943	4	9184	20593.548	2167.272	410	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	0.8379000000000001	410	1
2_MACS_peak_13122_lociStitched	chr19	16221472	16231888	2	9176	31683.3888	1750.9296	411	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.6089	411	1
3_MACS_peak_22371_lociStitched	chr5	151124976	151138886	3	9163	25223.003	2441.205	412	ATOX1	G3BP1	ATOX1	ATOX1	0.8838000000000001	412	1
3_MACS_peak_19873_lociStitched	chr4	5705315	5715520	3	9124	23875.618	1794.039	413	EVC,EVC2		EVC2	EVC2	0.10759999999999999	413	1
2_MACS_peak_23109_lociStitched	chr6	30649018	30659459	2	9120	34391.6099	1972.3049	414	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	2.1187	414	1
1_MACS_peak_19519_lociStitched	chr3	176911815	176920931	1	9117	61036.178	2701.0708	415	TBL1XR1		TBL1XR1	TBL1XR1	0.41159999999999997	415	1
3_MACS_peak_23336_lociStitched	chr6	42737786	42752443	3	9117	47176.4859	2314.3403	416		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.7982	416	1
4_MACS_peak_603_lociStitched	chr1	38140852	38159085	4	9112	19166.5296	3021.2081	417	CDCA8,C1orf109	RSPO1	C1orf109	C1orf109	0.6968000000000001	417	1
3_MACS_peak_8033_lociStitched	chr14	63937134	63951942	3	9104	10331.5416	1046.9256	418	PPP2R5E		PPP2R5E	PPP2R5E	0.056900000000000006	418	1
5_MACS_peak_1706_lociStitched	chr1	155210173	155233174	5	9104	21298.926	5340.8322	419	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.8841	419	1
1_MACS_peak_1472_lociStitched	chr1	145448912	145458011	1	9100	48392.1216	3152.8035	420	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.2652	420	1
3_MACS_peak_15886_lociStitched	chr2	219148360	219160584	3	9098	23165.7024	2119.6416	421	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.863	421	1
2_MACS_peak_22561_lociStitched	chr5	173696529	173709914	2	9095	40535.134	2353.083	422			HMP19	HMP19	NONE	422	1
4_MACS_peak_3458_lociStitched	chr10	74006940	74024315	4	9085	31212.45	2896.4125	423		ANAPC16,DDIT4,ASCC1	DDIT4	ANAPC16	0.1895	423	1
3_MACS_peak_18404_lociStitched	chr3	46578006	46589714	3	9074	76898.144	2170.6632	424	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.2579	424	1
4_MACS_peak_6790_lociStitched	chr12	109161940	109180995	4	9062	32831.765	3041.178	425	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.49039999999999995	425	1
1_MACS_peak_4500_lociStitched	chr11	35159729	35168782	1	9054	31331.5277	2179.0571	426	CD44		CD44	CD44	0.44799999999999995	426	1
5_MACS_peak_10419_lociStitched	chr16	70827039	70850339	5	9029	15634.3	3369.18	427	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.1299	427	1
1_MACS_peak_24113_lociStitched	chr6	138186978	138196005	1	9028	39795.5295	1781.0271	428	TNFAIP3		TNFAIP3	TNFAIP3	1.533	428	1
2_MACS_peak_10606_lociStitched	chr16	89033616	89046128	2	9023	37255.7312	1247.4464	429	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3179	429	1
2_MACS_peak_20128_lociStitched	chr4	40622602	40634262	2	9013	27272.74	2203.74	430	RBM47		RBM47	RBM47	0.1591	430	1
2_MACS_peak_10734_lociStitched	chr17	4267974	4281060	2	9010	22116.6486	1999.5408	431	UBE2G1		UBE2G1	UBE2G1	0.028899999999999995	431	1
2_MACS_peak_20458_lociStitched	chr4	87854814	87869243	2	9007	24601.445	2484.6738	432	AFF1	C4orf36	AFF1	AFF1	0.2696	432	1
2_MACS_peak_3921_lociStitched	chr10	112172869	112185494	2	9006	25378.775	2317.95	433			DUSP5	DUSP5	1.4135	433	1
1_MACS_peak_22815_lociStitched	chr6	11827713	11836703	1	8991	77102.735	1940.042	434		C6orf105	C6orf105	C6orf105	0.3501	434	1
2_MACS_peak_20087_lociStitched	chr4	38124140	38136238	2	8990	45751.0066	2120.7794	435	TBC1D1		PTTG2	PTTG2	NONE	435	1
3_MACS_peak_9546_lociStitched	chr15	101458008	101472259	3	8982	20978.8971	2084.9213	436	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.11750000000000001	436	1
2_MACS_peak_6089_lociStitched	chr12	46776197	46785819	2	8966	29014.1788	1988.8674	437		SLC38A2	SLC38A2	SLC38A2	0.5537	437	1
2_MACS_peak_16868_lociStitched	chr20	56047690	56058206	2	8953	41183.8108	1835.042	438		CTCFL	CTCFL	NONE	NONE	438	1
1_MACS_peak_298_lociStitched	chr1	23849905	23858847	1	8943	69822.7128	2046.8238	439	E2F2	ASAP3,ID3	E2F2	E2F2	1.9703	439	1
1_MACS_peak_3345_lociStitched	chr10	63656352	63665274	1	8923	21849.0858	1613.9898	440	ARID5B		ARID5B	ARID5B	0.3198	440	1
2_MACS_peak_18454_lociStitched	chr3	49054537	49067695	2	8914	30610.7712	2267.1234	441	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.8808999999999998	441	1
2_MACS_peak_17640_lociStitched	chr22	36772593	36785231	2	8912	27784.643	2171.2084	442	MYH9		MYH9	MYH9	0.5835	442	1
1_MACS_peak_22231_lociStitched	chr5	140886056	140894960	1	8905	13394.2872	1450.4616	443	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	PCDHGC5	0.3314	443	1
4_MACS_peak_4221_lociStitched	chr11	6623694	6641269	4	8897	15766.5325	2868.24	444	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	TAF10	0.6068	444	1
2_MACS_peak_19020_lociStitched	chr3	124501910	124511928	2	8891	28131.5458	1701.0564	445	ITGB5		UMPS	UMPS	NONE	445	1
3_MACS_peak_10065_lociStitched	chr16	30379161	30394789	3	8886	21899.5164	2386.3956	446	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.3176	446	1
1_MACS_peak_9443_lociStitched	chr15	90637848	90646727	1	8880	33805.9046	1778.4637	447	IDH2		IDH2	IDH2	1.1502000000000001	447	1
1_MACS_peak_3926_lociStitched	chr10	112256127	112264995	1	8869	33351.6612	1788.6756	448	DUSP5		DUSP5	DUSP5	1.4135	448	1
3_MACS_peak_11560_lociStitched	chr17	48225148	48239323	3	8851	18119.9025	1927.8	449	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.4803	449	1
4_MACS_peak_4767_lociStitched	chr11	64611347	64634270	4	8851	22691.4777	3248.1891	450	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.15349999999999997	450	1
3_MACS_peak_10699_lociStitched	chr17	2294309	2306285	3	8835	21684.9432	2164.0632	451	MNT	LOC284009	MNT	MNT	0.7264999999999999	451	1
2_MACS_peak_10411_lociStitched	chr16	70461344	70474237	2	8835	16105.9356	2096.4018	452	ST3GAL2	FUK	ST3GAL2	ST3GAL2	0.3974	452	1
3_MACS_peak_19439_lociStitched	chr3	169657084	169668412	3	8830	44769.3888	3082.3488	453	LOC100128164	SAMD7,SEC62	LOC100128164	LOC100128164	1.5434	453	1
2_MACS_peak_14575_lociStitched	chr2	70310096	70323302	2	8830	94276.3134	2480.0868	454	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	7.6251	454	1
3_MACS_peak_29047_lociStitched	chrX	118815347	118827847	3	8826	17600	855	455	SEPT6	MIR766	SEPT6	SEPT6	0.3383	455	1
3_MACS_peak_19924_lociStitched	chr4	9599081	9610864	3	8817	31935.4649	2064.3816	456		MIR548I2	MIR548I2	NONE	NONE	456	1
3_MACS_peak_27762_lociStitched	chr9	98267334	98279536	3	8817	19899.0216	1495.9652	457	PTCH1		PTCH1	PTCH1	0.4921	457	1
3_MACS_peak_456_lociStitched	chr1	28903055	28914470	3	8815	15970.7265	2125.473	458	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	0.9608000000000001	458	1
3_MACS_peak_12104_lociStitched	chr17	80405765	80424040	3	8809	38838.03	3331.5325	459	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.33619999999999994	459	1
3_MACS_peak_14091_lociStitched	chr2	27374927	27389294	3	8795	25916.6313	2323.1439	460	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	1.2382	460	1
3_MACS_peak_11298_lociStitched	chr17	38251412	38261468	3	8787	15325.344	2069.5248	461	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	MSL1	0.7346	461	1
3_MACS_peak_2569_lociStitched	chr1	226034578	226045428	3	8785	22445.395	2786.28	462	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	1.3655	462	1
