#15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_ROSE/15_0EX1_0229Kronos_MM1S-KB-3hr-1_H3K27Ac_hs-dm_i25_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam
#Using cutoff of 26071.572 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
1_MACS_peak_22048_lociStitched	chr5	126083098	126084719	1	1622	3387.0795	251.9034	14890	0
1_MACS_peak_19719_lociStitched	chr3	193589568	193591189	1	1622	1276.2133	413.355	14891	0
1_MACS_peak_14840_lociStitched	chr2	97533584	97535205	1	1622	2020.7386	176.0406	14892	0
1_MACS_peak_14636_lociStitched	chr2	74346685	74348306	1	1622	5655.5069	310.2594	14893	0
1_MACS_peak_14412_lociStitched	chr2	59566007	59567628	1	1622	1295.0169	298.7503	14894	0
1_MACS_peak_8566_lociStitched	chr15	30762592	30764213	1	1622	1530.8724	170.3671	14895	0
1_MACS_peak_8519_lociStitched	chr15	23625274	23626895	1	1622	1063.8623	205.5428	14896	0
1_MACS_peak_1409_lociStitched	chr1	120674061	120675682	1	1622	1896.8942	340.7342	14897	0
1_MACS_peak_146_lociStitched	chr1	11158937	11160558	1	1622	4428.2478	263.0883	14898	0
1_MACS_peak_24689_lociStitched	chr7	30517556	30519176	1	1621	3209.058	376.326	14899	0
1_MACS_peak_16479_lociStitched	chr20	31988388	31990008	1	1621	1969.92	392.688	14900	0
1_MACS_peak_11700_lociStitched	chr17	58546561	58548181	1	1621	1696.95	386.37	14901	0
1_MACS_peak_11124_lociStitched	chr17	30547737	30549357	1	1621	2177.28	283.338	14902	0
1_MACS_peak_10125_lociStitched	chr16	32780514	32782134	1	1621	836.73	223.398	14903	0
1_MACS_peak_7927_lociStitched	chr14	51296804	51298424	1	1621	801.414	79.38	14904	0
1_MACS_peak_1955_lociStitched	chr1	169804459	169806079	1	1621	904.608	256.77	14905	0
1_MACS_peak_27813_lociStitched	chr9	101948848	101950467	1	1620	1292.6096	356.3419	14906	0
1_MACS_peak_25731_lociStitched	chr7	140876088	140877707	1	1620	2188.0785	429.8445	14907	0
1_MACS_peak_24448_lociStitched	chr7	5897510	5899129	1	1620	2561.7437	341.609	14908	0
1_MACS_peak_24447_lociStitched	chr7	5861831	5863450	1	1620	3891.2665	291.9057	14909	0
1_MACS_peak_24424_lociStitched	chr7	4680756	4682375	1	1620	1664.0082	244.3071	14910	0
1_MACS_peak_22569_lociStitched	chr5	175394383	175396002	1	1620	2636.8653	374.3128	14911	0
1_MACS_peak_19740_lociStitched	chr3	194489424	194491043	1	1620	1849.2218	437.7776	14912	0
1_MACS_peak_17791_lociStitched	chr22	41464541	41466160	1	1620	6027.3751	247.3832	14913	0
1_MACS_peak_17601_lociStitched	chr22	35626390	35628009	1	1620	1972.9134	373.989	14914	0
1_MACS_peak_14600_lociStitched	chr2	70993817	70995436	1	1620	1477.3375	289.4772	14915	0
1_MACS_peak_9237_lociStitched	chr15	76725643	76727262	1	1620	1334.3798	266.3255	14916	0
1_MACS_peak_6310_lociStitched	chr12	57384645	57386264	1	1620	1203.4027	283.0012	14917	0
1_MACS_peak_2180_lociStitched	chr1	197730353	197731972	1	1620	1602.0005	287.3725	14918	0
1_MACS_peak_28232_lociStitched	chr9	136202243	136203861	1	1619	1442.1234	268.4262	14919	0
1_MACS_peak_26247_lociStitched	chr8	35401381	35402999	1	1619	1725.4352	295.7704	14920	0
1_MACS_peak_21617_lociStitched	chr5	68762780	68764398	1	1619	1319.6408	272.1476	14921	0
1_MACS_peak_16266_lociStitched	chr20	8094738	8096356	1	1619	2875.186	247.3922	14922	0
1_MACS_peak_14610_lociStitched	chr2	71503017	71504635	1	1619	1882.2194	312.5976	14923	0
1_MACS_peak_12849_lociStitched	chr19	4969283	4970901	1	1619	1155.8992	290.1074	14924	0
1_MACS_peak_5918_lociStitched	chr12	27059182	27060800	1	1619	1410.5724	360.814	14925	0
1_MACS_peak_3385_lociStitched	chr10	69608800	69610418	1	1619	3645.5158	238.0078	14926	0
1_MACS_peak_29036_lociStitched	chrX	117670194	117671811	1	1618	1942.3404	229.9374	14927	0
1_MACS_peak_28335_lociStitched	chrX	1612244	1613861	1	1618	1259.9664	93.786	14928	0
1_MACS_peak_27065_lociStitched	chr8	144766044	144767661	1	1618	2108.4063	223.7928	14929	0
1_MACS_peak_23705_lociStitched	chr6	91078062	91079679	1	1618	1236.6816	308.2002	14930	0
1_MACS_peak_22301_lociStitched	chr5	146832652	146834269	1	1618	938.5068	210.6951	14931	0
1_MACS_peak_21460_lociStitched	chr5	52777320	52778937	1	1618	1133.3553	263.7327	14932	0
1_MACS_peak_17960_lociStitched	chr3	599113	600730	1	1618	1309.2849	84.084	14933	0
1_MACS_peak_17154_lociStitched	chr21	37669896	37671513	1	1618	1542.9414	371.7483	14934	0
1_MACS_peak_12282_lociStitched	chr18	20670763	20672380	1	1618	2238.8982	250.1499	14935	0
1_MACS_peak_4762_lociStitched	chr11	64125850	64127467	1	1618	2156.2695	213.9291	14936	0
1_MACS_peak_1963_lociStitched	chr1	170900800	170902417	1	1618	2405.2875	361.7229	14937	0
1_MACS_peak_26672_lociStitched	chr8	96112094	96113710	1	1617	1512.0912	213.7968	14938	0
1_MACS_peak_18795_lociStitched	chr3	100255989	100257605	1	1617	1404.4656	338.2288	14939	0
1_MACS_peak_16485_lociStitched	chr20	32234824	32236440	1	1617	1456.1776	316.4128	14940	0
1_MACS_peak_16215_lociStitched	chr20	4062466	4064082	1	1617	3406.3664	241.2688	14941	0
1_MACS_peak_12693_lociStitched	chr18	77710877	77712493	1	1617	906.0912	174.528	14942	0
1_MACS_peak_11861_lociStitched	chr17	71286816	71288432	1	1617	2098.2144	260.3376	14943	0
1_MACS_peak_7844_lociStitched	chr14	35134532	35136148	1	1617	921.4432	133.4816	14944	0
1_MACS_peak_7161_lociStitched	chr13	27131034	27132650	1	1617	864.2368	180.6688	14945	0
1_MACS_peak_4473_lociStitched	chr11	33721821	33723437	1	1617	1324.6352	228.8256	14946	0
1_MACS_peak_3021_lociStitched	chr10	18045344	18046960	1	1617	1004.9904	138.3296	14947	0
1_MACS_peak_2996_lociStitched	chr10	15163988	15165604	1	1617	1893.6288	214.928	14948	0
1_MACS_peak_2502_lociStitched	chr1	220186107	220187723	1	1617	1336.1088	376.0432	14949	0
1_MACS_peak_24098_lociStitched	chr6	137726092	137727707	1	1616	1752.1135	370.481	14950	0
1_MACS_peak_21212_lociStitched	chr5	5752327	5753942	1	1616	1436.704	307.3345	14951	0
1_MACS_peak_19730_lociStitched	chr3	193920919	193922534	1	1616	1130.177	359.3375	14952	0
1_MACS_peak_19460_lociStitched	chr3	170972417	170974032	1	1616	1641.3245	213.9875	14953	0
1_MACS_peak_17628_lociStitched	chr22	36447911	36449526	1	1616	3715.3075	233.206	14954	0
1_MACS_peak_17327_lociStitched	chr22	18506041	18507656	1	1616	1340.2885	246.9335	14955	0
1_MACS_peak_14442_lociStitched	chr2	62132132	62133747	1	1616	1751.1445	298.9365	14956	0
1_MACS_peak_8275_lociStitched	chr14	90729776	90731391	1	1616	1144.712	188.309	14957	0
1_MACS_peak_6836_lociStitched	chr12	111064713	111066328	1	1616	1401.9815	87.0485	14958	0
1_MACS_peak_27687_lociStitched	chr9	93782206	93783820	1	1615	1021.0164	272.2818	14959	0
1_MACS_peak_27085_lociStitched	chr8	145264831	145266445	1	1615	1202.43	260.4996	14960	0
1_MACS_peak_22924_lociStitched	chr6	21437995	21439609	1	1615	1790.4102	411.2472	14961	0
1_MACS_peak_19858_lociStitched	chr4	4095492	4097106	1	1615	1145.94	294.3936	14962	0
1_MACS_peak_12124_lociStitched	chr17	81008740	81010354	1	1615	1674.0408	229.188	14963	0
1_MACS_peak_6806_lociStitched	chr12	110010586	110012200	1	1615	2016.0474	121.3728	14964	0
1_MACS_peak_24351_lociStitched	chr6	166832413	166834026	1	1614	1635.582	179.8495	14965	0
1_MACS_peak_19495_lociStitched	chr3	175033846	175035459	1	1614	1036.9977	274.0487	14966	0
1_MACS_peak_8670_lociStitched	chr15	38411419	38413032	1	1614	1971.086	323.2452	14967	0
1_MACS_peak_8151_lociStitched	chr14	73480308	73481921	1	1614	1222.3314	131.7821	14968	0
1_MACS_peak_28052_lociStitched	chr9	127197891	127199503	1	1613	1142.908	204.4016	14969	0
1_MACS_peak_27048_lociStitched	chr8	144348983	144350595	1	1613	1694.5344	176.1916	14970	0
1_MACS_peak_21668_lociStitched	chr5	74532068	74533680	1	1613	2416.2268	282.7448	14971	0
1_MACS_peak_21030_lociStitched	chr4	177278096	177279708	1	1613	1529.788	271.7832	14972	0
1_MACS_peak_16298_lociStitched	chr20	10491558	10493170	1	1613	2075.9336	288.0644	14973	0
1_MACS_peak_16267_lociStitched	chr20	8112056	8113668	1	1613	1333.4464	164.5852	14974	0
1_MACS_peak_13380_lociStitched	chr19	37861144	37862756	1	1613	2839.538	404.2896	14975	0
1_MACS_peak_10018_lociStitched	chr16	28995594	28997206	1	1613	2007.1012	189.7324	14976	0
1_MACS_peak_9388_lociStitched	chr15	88423609	88425221	1	1613	1240.1116	202.1448	14977	0
1_MACS_peak_5617_lociStitched	chr12	2172657	2174269	1	1613	3821.7296	386.074	14978	0
1_MACS_peak_3598_lociStitched	chr10	83483269	83484881	1	1613	1369.7164	334.0064	14979	0
1_MACS_peak_28709_lociStitched	chrX	51138450	51140061	1	1612	2021.3217	170.6049	14980	0
1_MACS_peak_28416_lociStitched	chrX	12809054	12810665	1	1612	1186.8237	72.6561	14981	0
1_MACS_peak_26452_lociStitched	chr8	65480731	65482342	1	1612	958.3839	233.4339	14982	0
1_MACS_peak_22093_lociStitched	chr5	131355197	131356808	1	1612	1456.344	357.4809	14983	0
1_MACS_peak_21990_lociStitched	chr5	118323400	118325011	1	1612	4596.0219	320.9112	14984	0
1_MACS_peak_17185_lociStitched	chr21	41014786	41016397	1	1612	1628.2377	350.3925	14985	0
1_MACS_peak_14713_lociStitched	chr2	85855002	85856613	1	1612	2109.1212	231.3396	14986	0
1_MACS_peak_12965_lociStitched	chr19	10425706	10427317	1	1612	1845.5616	227.4732	14987	0
1_MACS_peak_6950_lociStitched	chr12	121664451	121666062	1	1612	2990.4993	160.6167	14988	0
1_MACS_peak_4544_lociStitched	chr11	44883224	44884835	1	1612	1213.4052	367.1469	14989	0
1_MACS_peak_28861_lociStitched	chrX	73163484	73165094	1	1611	2178.008	124.292	14990	0
1_MACS_peak_25069_lociStitched	chr7	74866768	74868378	1	1611	1398.446	264.201	14991	0
1_MACS_peak_19487_lociStitched	chr3	173583074	173584684	1	1611	1560.251	396.06	14992	0
1_MACS_peak_7917_lociStitched	chr14	50582435	50584045	1	1611	1686.958	133.147	14993	0
1_MACS_peak_7660_lociStitched	chr13	114610321	114611931	1	1611	2105.558	245.686	14994	0
1_MACS_peak_5103_lociStitched	chr11	82827748	82829358	1	1611	1467.032	256.312	14995	0
1_MACS_peak_3577_lociStitched	chr10	81869421	81871031	1	1611	4502.687	354.361	14996	0
1_MACS_peak_26004_lociStitched	chr8	12583423	12585032	1	1610	1545.1227	229.1216	14997	0
1_MACS_peak_19399_lociStitched	chr3	161089097	161090706	1	1610	915.6819	386.6427	14998	0
1_MACS_peak_17905_lociStitched	chr22	48269410	48271019	1	1610	1132.5751	258.2445	14999	0
1_MACS_peak_10613_lociStitched	chr16	89283242	89284851	1	1610	2165.714	139.6612	15000	0
1_MACS_peak_9538_lociStitched	chr15	100272870	100274479	1	1610	1233.9421	238.7756	15001	0
1_MACS_peak_8680_lociStitched	chr15	38715844	38717453	1	1610	2111.1689	232.0178	15002	0
1_MACS_peak_6833_lociStitched	chr12	111042963	111044572	1	1610	1752.3619	167.8187	15003	0
1_MACS_peak_6313_lociStitched	chr12	57457507	57459116	1	1610	1870.9452	285.9193	15004	0
1_MACS_peak_3783_lociStitched	chr10	102026594	102028203	1	1610	2765.0665	322.7654	15005	0
1_MACS_peak_720_lociStitched	chr1	43686474	43688083	1	1610	2195.6414	299.5958	15006	0
1_MACS_peak_28322_lociStitched	chrX	959441	961049	1	1609	2011.608	87.7968	15007	0
1_MACS_peak_28219_lociStitched	chr9	135256924	135258532	1	1609	2050.5216	294.9072	15008	0
1_MACS_peak_26095_lociStitched	chr8	22525627	22527235	1	1609	2516.6808	375.1464	15009	0
1_MACS_peak_25432_lociStitched	chr7	106684372	106685980	1	1609	1232.3712	281.5608	15010	0
1_MACS_peak_22811_lociStitched	chr6	11714059	11715667	1	1609	1889.8824	261.1392	15011	0
1_MACS_peak_22057_lociStitched	chr5	126333411	126335019	1	1609	2227.2408	294.4248	15012	0
1_MACS_peak_21480_lociStitched	chr5	54716202	54717810	1	1609	1336.5696	345.8808	15013	0
1_MACS_peak_20919_lociStitched	chr4	156387440	156389048	1	1609	1407.1608	250.5264	15014	0
1_MACS_peak_20298_lociStitched	chr4	73711491	73713099	1	1609	1741.6248	307.2888	15015	0
1_MACS_peak_15198_lociStitched	chr2	134926640	134928248	1	1609	1556.8656	337.3584	15016	0
1_MACS_peak_12586_lociStitched	chr18	60707347	60708955	1	1609	2373.5688	387.3672	15017	0
1_MACS_peak_10263_lociStitched	chr16	57879786	57881394	1	1609	1659.9384	255.5112	15018	0
1_MACS_peak_10198_lociStitched	chr16	51022169	51023777	1	1609	1238.3208	204.0552	15019	0
1_MACS_peak_9024_lociStitched	chr15	63960368	63961976	1	1609	1146.0216	187.0104	15020	0
1_MACS_peak_27488_lociStitched	chr9	67010064	67011671	1	1608	1556.2188	276.404	15021	0
1_MACS_peak_27335_lociStitched	chr9	33075746	33077353	1	1608	3079.8155	364.9497	15022	0
1_MACS_peak_24933_lociStitched	chr7	55664821	55666428	1	1608	733.1134	333.6132	15023	0
1_MACS_peak_21960_lociStitched	chr5	112357808	112359415	1	1608	1697.6348	318.3467	15024	0
1_MACS_peak_19945_lociStitched	chr4	11429722	11431329	1	1608	1542.8807	243.2998	15025	0
1_MACS_peak_15362_lociStitched	chr2	163199916	163201523	1	1608	2296.403	247.7994	15026	0
1_MACS_peak_10390_lociStitched	chr16	69457970	69459577	1	1608	2885.3685	439.9966	15027	0
1_MACS_peak_9239_lociStitched	chr15	77196594	77198201	1	1608	2206.7324	385.3586	15028	0
1_MACS_peak_4967_lociStitched	chr11	71780138	71781745	1	1608	1492.0995	257.7628	15029	0
1_MACS_peak_2208_lociStitched	chr1	200677749	200679356	1	1608	1360.3255	382.1446	15030	0
1_MACS_peak_595_lociStitched	chr1	37888873	37890480	1	1608	1308.7408	305.8121	15031	0
1_MACS_peak_27935_lociStitched	chr9	116101685	116103291	1	1607	2232.8218	364.562	15032	0
1_MACS_peak_26199_lociStitched	chr8	29347454	29349060	1	1607	1199.0396	212.6344	15033	0
1_MACS_peak_21552_lociStitched	chr5	60601863	60603469	1	1607	1785.2296	376.4464	15034	0
1_MACS_peak_17243_lociStitched	chr21	45031495	45033101	1	1607	1784.7478	334.5298	15035	0
1_MACS_peak_14109_lociStitched	chr2	27993849	27995455	1	1607	4677.9568	282.0136	15036	0
1_MACS_peak_6879_lociStitched	chr12	116762234	116763840	1	1607	1416.0102	154.4972	15037	0
1_MACS_peak_6826_lociStitched	chr12	110887230	110888836	1	1607	1973.9346	153.373	15038	0
1_MACS_peak_6120_lociStitched	chr12	48512579	48514185	1	1607	1592.6702	407.4422	15039	0
1_MACS_peak_3132_lociStitched	chr10	30744347	30745953	1	1607	1400.9138	248.6088	15040	0
2_MACS_peak_10554_lociStitched	chr16	84627655	84634601	2	1607	1058.5704	414.6762	15041	0
1_MACS_peak_29284_lociStitched	chrX	154011396	154013001	1	1606	1386.078	129.042	15042	0
1_MACS_peak_24612_lociStitched	chr7	23636701	23638306	1	1606	2938.9155	277.8255	15043	0
1_MACS_peak_24560_lociStitched	chr7	20104493	20106098	1	1606	1353.1755	252.948	15044	0
1_MACS_peak_17253_lociStitched	chr21	45358086	45359691	1	1606	2673.7695	505.254	15045	0
1_MACS_peak_14903_lociStitched	chr2	106307843	106309448	1	1606	2315.5335	213.144	15046	0
1_MACS_peak_10551_lociStitched	chr16	84537511	84539116	1	1606	1106.487	197.094	15047	0
1_MACS_peak_10399_lociStitched	chr16	70027656	70029261	1	1606	876.972	380.064	15048	0
1_MACS_peak_10182_lociStitched	chr16	50242806	50244411	1	1606	1067.1645	210.255	15049	0
1_MACS_peak_8122_lociStitched	chr14	70374303	70375908	1	1606	1215.306	137.388	15050	0
1_MACS_peak_3725_lociStitched	chr10	97666662	97668267	1	1606	3071.8095	329.1855	15051	0
1_MACS_peak_3541_lociStitched	chr10	79363136	79364741	1	1606	1956.6555	260.1705	15052	0
1_MACS_peak_29118_lociStitched	chrX	129473059	129474663	1	1605	2190.262	158.796	15053	0
1_MACS_peak_27455_lociStitched	chr9	40791200	40792804	1	1605	2247.6852	331.7072	15054	0
1_MACS_peak_26709_lociStitched	chr8	101523699	101525303	1	1605	2388.1956	109.2324	15055	0
1_MACS_peak_23841_lociStitched	chr6	109186471	109188075	1	1605	1572.5616	229.2116	15056	0
1_MACS_peak_23644_lociStitched	chr6	87710706	87712310	1	1605	1275.3404	352.2384	15057	0
1_MACS_peak_22153_lociStitched	chr5	134388436	134390040	1	1605	1433.4948	316.4692	15058	0
1_MACS_peak_21542_lociStitched	chr5	58981104	58982708	1	1605	1644.2604	203.708	15059	0
1_MACS_peak_20523_lociStitched	chr4	100009338	100010942	1	1605	1260.1024	285.9932	15060	0
1_MACS_peak_17779_lociStitched	chr22	40765965	40767569	1	1605	2283.9356	222.956	15061	0
1_MACS_peak_16077_lociStitched	chr2	236477892	236479496	1	1605	1620.842	85.814	15062	0
1_MACS_peak_15047_lociStitched	chr2	113830487	113832091	1	1605	963.6832	174.836	15063	0
1_MACS_peak_14512_lociStitched	chr2	65291532	65293136	1	1605	1535.1884	362.1832	15064	0
1_MACS_peak_11333_lociStitched	chr17	39991623	39993227	1	1605	1650.1952	214.936	15065	0
1_MACS_peak_10986_lociStitched	chr17	19769912	19771516	1	1605	2033.5512	145.0016	15066	0
1_MACS_peak_8181_lociStitched	chr14	75359876	75361480	1	1605	826.862	167.9388	15067	0
1_MACS_peak_1361_lociStitched	chr1	116960279	116961883	1	1605	2316.978	150.1344	15068	0
2_MACS_peak_7730_lociStitched	chr14	22564515	22568043	2	1605	986.076	258.9552	15069	0
1_MACS_peak_28689_lociStitched	chrX	48979285	48980888	1	1604	1449.9135	215.2829	15070	0
1_MACS_peak_28109_lociStitched	chr9	130660946	130662549	1	1604	1101.1007	204.8634	15071	0
1_MACS_peak_27741_lociStitched	chr9	96328557	96330160	1	1604	4249.3927	278.6014	15072	0
1_MACS_peak_26723_lociStitched	chr8	102344372	102345975	1	1604	1552.3452	152.9262	15073	0
1_MACS_peak_23298_lociStitched	chr6	39081859	39083462	1	1604	6773.1559	365.0031	15074	0
1_MACS_peak_21702_lociStitched	chr5	76925767	76927370	1	1604	2836.0276	234.6792	15075	0
1_MACS_peak_20442_lociStitched	chr4	84405437	84407040	1	1604	2043.3441	328.1341	15076	0
1_MACS_peak_16581_lociStitched	chr20	35917394	35918997	1	1604	3750.8597	301.5243	15077	0
1_MACS_peak_15448_lociStitched	chr2	173291531	173293134	1	1604	1291.6974	190.9173	15078	0
1_MACS_peak_9723_lociStitched	chr16	5082914	5084517	1	1604	1374.7328	291.2651	15079	0
1_MACS_peak_8913_lociStitched	chr15	52700699	52702302	1	1604	1565.3295	333.5843	15080	0
1_MACS_peak_6349_lociStitched	chr12	58258337	58259940	1	1604	2301.7477	233.8777	15081	0
1_MACS_peak_1678_lociStitched	chr1	154556416	154558019	1	1604	1147.4274	344.1641	15082	0
1_MACS_peak_23558_lociStitched	chr6	75981232	75982834	1	1603	1426.2606	298.6128	15083	0
1_MACS_peak_22017_lociStitched	chr5	122371439	122373041	1	1603	1114.8318	200.0898	15084	0
1_MACS_peak_19324_lociStitched	chr3	154842299	154843901	1	1603	2404.7622	276.5052	15085	0
1_MACS_peak_18853_lociStitched	chr3	110341716	110343318	1	1603	2640.7368	226.683	15086	0
1_MACS_peak_16362_lociStitched	chr20	19327995	19329597	1	1603	2277.243	363.0132	15087	0
1_MACS_peak_15840_lociStitched	chr2	212287082	212288684	1	1603	1056.0384	334.818	15088	0
1_MACS_peak_9854_lociStitched	chr16	16100796	16102398	1	1603	2424.4668	217.872	15089	0
1_MACS_peak_7011_lociStitched	chr12	124117566	124119168	1	1603	1503.6372	183.5892	15090	0
1_MACS_peak_6896_lociStitched	chr12	117535951	117537553	1	1603	739.6434	94.9986	15091	0
1_MACS_peak_5803_lociStitched	chr12	13145094	13146696	1	1603	1061.1648	199.2888	15092	0
1_MACS_peak_2658_lociStitched	chr1	230268382	230269984	1	1603	1211.2722	293.6466	15093	0
1_MACS_peak_1552_lociStitched	chr1	149604941	149606543	1	1603	4239.3726	268.1748	15094	0
1_MACS_peak_1360_lociStitched	chr1	116915616	116917218	1	1603	1082.3112	69.0462	15095	0
1_MACS_peak_20879_lociStitched	chr4	151246455	151248056	1	1602	1070.9089	355.5821	15096	0
1_MACS_peak_20322_lociStitched	chr4	75479968	75481569	1	1602	2059.8466	167.9449	15097	0
1_MACS_peak_15802_lociStitched	chr2	207321274	207322875	1	1602	1119.099	332.5277	15098	0
1_MACS_peak_14054_lociStitched	chr2	25653729	25655330	1	1602	1747.6516	340.8529	15099	0
1_MACS_peak_12943_lociStitched	chr19	9694182	9695783	1	1602	3930.455	265.766	15100	0
1_MACS_peak_10063_lociStitched	chr16	30354050	30355651	1	1602	1963.3063	301.7885	15101	0
1_MACS_peak_7894_lociStitched	chr14	49669713	49671314	1	1602	1173.2128	123.5972	15102	0
1_MACS_peak_29123_lociStitched	chrX	130844409	130846009	1	1601	1714.72	190.24	15103	0
1_MACS_peak_28021_lociStitched	chr9	124854381	124855981	1	1601	2072.16	180.48	15104	0
1_MACS_peak_26682_lociStitched	chr8	98642823	98644423	1	1601	1029.28	154.4	15105	0
1_MACS_peak_21908_lociStitched	chr5	106811887	106813487	1	1601	1035.2	184	15106	0
1_MACS_peak_19204_lociStitched	chr3	141055364	141056964	1	1601	1957.76	362.72	15107	0
1_MACS_peak_17723_lociStitched	chr22	39398564	39400164	1	1601	1883.36	243.84	15108	0
1_MACS_peak_15447_lociStitched	chr2	172864083	172865683	1	1601	2329.76	310.72	15109	0
1_MACS_peak_12819_lociStitched	chr19	3687578	3689178	1	1601	1689.44	290.56	15110	0
1_MACS_peak_11315_lociStitched	chr17	38754335	38755935	1	1601	1819.68	319.52	15111	0
1_MACS_peak_27766_lociStitched	chr9	98899113	98900712	1	1600	2755.8765	256.9593	15112	0
1_MACS_peak_27249_lociStitched	chr9	16178966	16180565	1	1600	1588.1268	124.8819	15113	0
1_MACS_peak_27046_lociStitched	chr8	143819978	143821577	1	1600	2285.1309	186.4434	15114	0
1_MACS_peak_26436_lociStitched	chr8	61838768	61840367	1	1600	1247.6997	337.8687	15115	0
1_MACS_peak_26373_lociStitched	chr8	54383303	54384902	1	1600	1598.6802	190.9206	15116	0
1_MACS_peak_25053_lociStitched	chr7	74202456	74204055	1	1600	1370.343	287.9799	15117	0
1_MACS_peak_22399_lociStitched	chr5	154813449	154815048	1	1600	2333.4207	234.5733	15118	0
1_MACS_peak_20320_lociStitched	chr4	75310194	75311793	1	1600	1709.1711	153.1842	15119	0
1_MACS_peak_17008_lociStitched	chr21	20271205	20272804	1	1600	2195.1072	199.5552	15120	0
1_MACS_peak_14873_lociStitched	chr2	101575246	101576845	1	1600	1504.4991	293.7363	15121	0
1_MACS_peak_13732_lociStitched	chr19	52772412	52774011	1	1600	3219.4266	280.6245	15122	0
1_MACS_peak_13296_lociStitched	chr19	30155611	30157210	1	1600	1240.3443	153.1842	15123	0
1_MACS_peak_8983_lociStitched	chr15	60288796	60290395	1	1600	3079.5141	318.8406	15124	0
1_MACS_peak_5868_lociStitched	chr12	22198786	22200385	1	1600	3442.647	257.439	15125	0
1_MACS_peak_4426_lociStitched	chr11	26099313	26100912	1	1600	1772.1717	271.1904	15126	0
1_MACS_peak_28560_lociStitched	chrX	38528121	38529719	1	1599	1497.9652	189.8424	15127	0
1_MACS_peak_23805_lociStitched	chr6	107978443	107980041	1	1599	2303.3572	293.5526	15128	0
1_MACS_peak_18182_lociStitched	chr3	26615622	26617220	1	1599	1231.5786	292.5938	15129	0
1_MACS_peak_17550_lociStitched	chr22	31101421	31103019	1	1599	1120.8372	347.2454	15130	0
1_MACS_peak_13598_lociStitched	chr19	46312207	46313805	1	1599	3209.9026	215.5702	15131	0
1_MACS_peak_10088_lociStitched	chr16	30797633	30799231	1	1599	1102.3004	206.941	15132	0
1_MACS_peak_5603_lociStitched	chr12	1282838	1284436	1	1599	1672.4668	288.2792	15133	0
1_MACS_peak_4076_lociStitched	chr10	129572649	129574247	1	1599	1635.8726	283.1656	15134	0
1_MACS_peak_3076_lociStitched	chr10	24713117	24714715	1	1599	2121.5048	333.0232	15135	0
1_MACS_peak_28909_lociStitched	chrX	83441844	83443441	1	1598	1291.4939	86.5574	15136	0
1_MACS_peak_27665_lociStitched	chr9	92156813	92158410	1	1598	2107.7206	375.295	15137	0
1_MACS_peak_25810_lociStitched	chr7	149535062	149536659	1	1598	4099.0199	511.5191	15138	0
1_MACS_peak_24416_lociStitched	chr7	2811981	2813578	1	1598	1502.2979	195.3131	15139	0
1_MACS_peak_16560_lociStitched	chr20	35223481	35225078	1	1598	3544.5415	439.175	15140	0
1_MACS_peak_16355_lociStitched	chr20	18567893	18569490	1	1598	1331.898	282.3496	15141	0
1_MACS_peak_13719_lociStitched	chr19	51013760	51015357	1	1598	1551.1661	252.326	15142	0
1_MACS_peak_8197_lociStitched	chr14	76617870	76619467	1	1598	1920.5522	154.1105	15143	0
1_MACS_peak_6378_lociStitched	chr12	64237267	64238864	1	1598	1055.2976	228.371	15144	0
1_MACS_peak_3324_lociStitched	chr10	60094410	60096007	1	1598	1519.8649	318.2821	15145	0
1_MACS_peak_2560_lociStitched	chr1	224970333	224971930	1	1598	1123.8089	447.4794	15146	0
1_MACS_peak_1633_lociStitched	chr1	152431957	152433554	1	1598	1505.4919	615.9629	15147	0
1_MACS_peak_1438_lociStitched	chr1	144310678	144312275	1	1598	1856.6722	125.0451	15148	0
1_MACS_peak_607_lociStitched	chr1	38204209	38205806	1	1598	1488.5637	297.042	15149	0
1_MACS_peak_28658_lociStitched	chrX	48226548	48228144	1	1597	1908.018	146.034	15150	0
1_MACS_peak_24083_lociStitched	chr6	136870359	136871955	1	1597	2046.2316	220.248	15151	0
1_MACS_peak_21007_lociStitched	chr4	174185112	174186708	1	1597	1264.6704	339.15	15152	0
1_MACS_peak_19230_lociStitched	chr3	142442524	142444120	1	1597	1373.6772	218.8116	15153	0
1_MACS_peak_17129_lociStitched	chr21	35925941	35927537	1	1597	1466.724	459.4884	15154	0
1_MACS_peak_14478_lociStitched	chr2	64509930	64511526	1	1597	1942.9704	405.8628	15155	0
1_MACS_peak_12438_lociStitched	chr18	44153576	44155172	1	1597	1460.0208	241.9536	15156	0
1_MACS_peak_9149_lociStitched	chr15	72928622	72930218	1	1597	2442.1992	265.734	15157	0
