REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X15_0EX1_0229Kronos_MM1S.KB.3hr.1_H3K27Ac_hs.dm_i25.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_14501_lociStitched	chr2	65140108	65147226	1	7119	39112.6982	1469.867	323	LOC400958		LOC400958	LOC400958	1.8847	323	1
2_MACS_peak_26995_lociStitched	chr8	134576767	134585850	2	8012	39097.7735	1457.8215	324	ST3GAL1		ST3GAL1	ST3GAL1	0.48889999999999995	324	1
2_MACS_peak_3349_lociStitched	chr10	63803250	63814740	2	10318	39998.988	2420.943	325	ARID5B		ARID5B	ARID5B	0.3198	325	1
3_MACS_peak_13119_lociStitched	chr19	16180510	16198103	3	9338	40166.5783	2684.6918	326	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.6089	326	1
5_MACS_peak_23151_lociStitched	chr6	31781591	31805665	5	17406	41171.3548	3931.2842	327	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	1.7086000000000001	327	1
2_MACS_peak_23549_lociStitched	chr6	74220311	74234445	2	11837	39910.1758	2682.6332	328	EEF1A1	MTO1	EEF1A1	EEF1A1	2.4301	328	1
4_MACS_peak_20308_lociStitched	chr4	74454088	74475605	4	11512	40583.2137	3371.7139	329	RASSF6		RASSF6	RASSF6	0.6641999999999999	329	1
1_MACS_peak_1818_lociStitched	chr1	160707988	160714960	1	6973	39173.5764	2106.9384	330	SLAMF7	CD48	SLAMF7	CD48	1.4799	330	1
4_MACS_peak_16677_lociStitched	chr20	43583452	43609245	4	14877	41279.1172	4261.0036	331	STK4,TOMM34	PABPC1L	STK4	STK4	0.4073	331	1
2_MACS_peak_27012_lociStitched	chr8	137189245	137201581	2	10517	39411.0528	2446.2288	332			KHDRBS3	KHDRBS3	NONE	332	1
3_MACS_peak_7328_lociStitched	chr13	46269213	46280842	3	9540	37893.0965	954.7409	333	SPERT		SPERT	SPERT	1.593	333	1
5_MACS_peak_10475_lociStitched	chr16	78768031	78804986	5	34547	40343.7735	3603.1125	334	WWOX		WWOX	WWOX	0.023700000000000006	334	1
1_MACS_peak_14154_lociStitched	chr2	33699786	33705415	1	5630	37887.1103	1269.3395	335	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.441	335	1
1_MACS_peak_17706_lociStitched	chr22	38900183	38903723	1	3541	37411.782	809.244	336	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	1.0987	336	1
1_MACS_peak_16673_lociStitched	chr20	43270375	43282249	1	11875	38959.7814	2360.5512	337	ADA	LOC79015	ADA	ADA	0.8551	337	1
1_MACS_peak_6421_lociStitched	chr12	68381107	68387282	1	6176	37866.9525	1307.2475	338			IFNG	IFNG	NONE	338	1
3_MACS_peak_12017_lociStitched	chr17	76763330	76779668	3	13883	38869.7358	2347.7706	339	CYTH1		CYTH1	CYTH1	0.9618999999999999	339	1
3_MACS_peak_17100_lociStitched	chr21	34695963	34712300	3	8224	40360.5585	3976.4258	340	IFNAR1		IFNAR1	IFNAR1	0.8332	340	1
2_MACS_peak_16243_lociStitched	chr20	5570533	5592457	2	19243	39980.6064	3613.0752	341	GPCPD1		GPCPD1	GPCPD1	0.45459999999999995	341	1
3_MACS_peak_17248_lociStitched	chr21	45194917	45210674	3	11194	39788.0007	3524.8409	342	RRP1,CSTB	LOC284837	CSTB	CSTB	0.9762	342	1
2_MACS_peak_25612_lociStitched	chr7	128572543	128582305	2	6990	38625.3054	2461.9764	343	IRF5	KCP	IRF5	IRF5	1.7106999999999999	343	1
2_MACS_peak_23830_lociStitched	chr6	108986317	108998732	2	12001	37992.383	1862.25	344	FOXO3		NCRNA00222	NCRNA00222	NONE	344	1
2_MACS_peak_16344_lociStitched	chr20	17939683	17952796	2	8733	38811.8574	2692.0989	345	C20orf72,SNX5,SNORD17		SNORD17	SNORD17	0.43379999999999996	345	1
1_MACS_peak_2020_lociStitched	chr1	178546229	178552088	1	5860	38004.9894	1966.8663	346		C1orf220	C1orf220	C1orf220	0.23709999999999998	346	1
2_MACS_peak_10606_lociStitched	chr16	89033616	89046128	2	9023	37255.7312	1247.4464	347	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3179	347	1
1_MACS_peak_25185_lociStitched	chr7	90337272	90345424	1	8153	37411.1584	1515.4568	348	CDK14		CDK14	CDK14	0.1466	348	1
1_MACS_peak_6435_lociStitched	chr12	69200229	69207304	1	7076	37180.54	1328.685	349	MDM2		MDM2	MDM2	0.776	349	1
1_MACS_peak_16647_lociStitched	chr20	42307964	42312324	1	4361	36601.328	865.46	350	MYBL2	GTSF1L	MYBL2	MYBL2	0.6387	350	1
7_MACS_peak_18381_lociStitched	chr3	46320118	46347130	7	16702	40518	4805.4348	351		CCR3,CCR2	CCR3	CCR2	0.7991	351	1
1_MACS_peak_11289_lociStitched	chr17	38016406	38025015	1	8610	37337.233	1631.4055	352	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.9121999999999999	352	1
1_MACS_peak_4127_lociStitched	chr11	267191	270730	1	3540	36538.0516	850.7756	353		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	PSMD13	0.18330000000000002	353	1
3_MACS_peak_19435_lociStitched	chr3	169481392	169492746	3	6794	38062.0142	2484.2552	354	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	2.7318	354	1
2_MACS_peak_16497_lociStitched	chr20	32443536	32452014	2	6293	36943.7328	1392.9354	355		CHMP4B	CHMP4B	CHMP4B	2.1534	355	1
1_MACS_peak_11815_lociStitched	chr17	66230202	66236402	1	6201	36748.64	1235.66	356		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.7036	356	1
3_MACS_peak_12104_lociStitched	chr17	80405765	80424040	3	8809	38838.03	3331.5325	357	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.33619999999999994	357	1
2_MACS_peak_6079_lociStitched	chr12	46119309	46132345	2	10151	37388.5516	2007.544	358	ARID2,LOC400027		ARID2	ARID2	0.17	358	1
1_MACS_peak_9106_lociStitched	chr15	69108752	69114992	1	6241	36224.448	973.44	359	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.7022999999999999	359	1
1_MACS_peak_6301_lociStitched	chr12	57076477	57083804	1	7328	36760.2917	1518.8871	360	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.0627	360	1
1_MACS_peak_21082_lociStitched	chr4	185392184	185397177	1	4994	36282.1338	1112.4404	361	IRF2		IRF2	IRF2	2.1147	361	1
4_MACS_peak_15901_lociStitched	chr2	219743211	219763279	4	14833	38701.138	3568.0904	362	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.5	362	1
1_MACS_peak_2310_lociStitched	chr1	205252206	205258606	1	6401	37234.56	2185.6	363		NUAK2	NUAK2	NUAK2	0.2432	363	1
3_MACS_peak_27696_lociStitched	chr9	94180874	94195997	3	13495	37576.1181	2530.0779	364	NFIL3		NFIL3	NFIL3	1.1189999999999998	364	1
1_MACS_peak_25682_lociStitched	chr7	134853154	134857393	1	4240	36127.3014	1103.4117	365	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	2.4268	365	1
8_MACS_peak_8352_lociStitched	chr14	95945726	95986054	8	22976	38069.632	3085.092	366		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	0.3016	366	1
1_MACS_peak_27688_lociStitched	chr9	93795560	93799504	1	3945	35823.7464	860.5808	367		LOC100129316	LOC100129316	NONE	NONE	367	1
3_MACS_peak_17431_lociStitched	chr22	23477906	23488781	3	9366	36896.7	2033.625	368	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3573	368	1
2_MACS_peak_2026_lociStitched	chr1	179048922	179058947	2	6630	37256.91	2461.1375	369	TOR3A		TOR3A	TOR3A	1.4503	369	1
3_MACS_peak_1832_lociStitched	chr1	161122721	161137525	3	7565	38610.3124	3881.6088	370	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.653	370	1
4_MACS_peak_17760_lociStitched	chr22	39910832	39929676	4	12668	37725.688	3103.6068	371	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.7829000000000002	371	1
3_MACS_peak_11850_lociStitched	chr17	70582378	70601721	3	13216	37711.1128	3104.5515	372	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.1997	372	1
2_MACS_peak_23788_lociStitched	chr6	106588246	106595684	2	7047	36293.721	1739.7482	373		PRDM1	PRDM1	PRDM1	5.164000000000001	373	1
1_MACS_peak_23105_lociStitched	chr6	30582102	30586890	1	4789	35469.9828	1117.5192	374	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	1.2646	374	1
1_MACS_peak_22993_lociStitched	chr6	26269539	26275495	1	5957	35684.7784	1359.1592	375	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	3.2742	375	1
1_MACS_peak_1999_lociStitched	chr1	174967014	174971010	1	3997	35765.7984	1447.7508	376	CACYBP	MRPS14	CACYBP	CACYBP	1.4681	376	1
4_MACS_peak_13652_lociStitched	chr19	48880363	48902368	4	12248	37327.0815	3071.898	377	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.7509000000000001	377	1
1_MACS_peak_7661_lociStitched	chr13	114789350	114794636	1	5287	35334.267	1109.5314	378	RASA3		RASA3	RASA3	0.9867000000000001	378	1
1_MACS_peak_17113_lociStitched	chr21	34912977	34917168	1	4192	35444.5443	1359.9795	379	SON,GART	DNAJC28,DONSON	GART	GART	0.6442	379	1
1_MACS_peak_273_lociStitched	chr1	21615726	21622791	1	7066	35353.9665	1339.524	380	ECE1	ECE1	ECE1	ECE1	0.24939999999999996	380	1
1_MACS_peak_11972_lociStitched	chr17	75203719	75209965	1	6247	35264.2914	1251.0738	381	SEC14L1		SEC14L1	SEC14L1	1.65	381	1
1_MACS_peak_14326_lociStitched	chr2	47535316	47539580	1	4265	34836.4536	855.3584	382			EPCAM	EPCAM	NONE	382	1
1_MACS_peak_12747_lociStitched	chr19	1647755	1654011	1	6257	35178.1136	1240.5648	383	TCF3	UQCR11	TCF3	UQCR11	0.9186	383	1
4_MACS_peak_4915_lociStitched	chr11	67760524	67778364	4	12243	36434.632	2576.096	384	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.1051000000000002	384	1
1_MACS_peak_21787_lociStitched	chr5	88565735	88569904	1	4170	34690.6659	866.7351	385			MEF2C	MEF2C	0.7895	385	1
2_MACS_peak_8520_lociStitched	chr15	23660181	23669632	2	7432	35566.9483	1757.886	386			MKRN3	MKRN3	NONE	386	1
1_MACS_peak_26821_lociStitched	chr8	118450446	118457456	1	7011	34937.84	1284.232	387			MED30	MED30	NONE	387	1
2_MACS_peak_20284_lociStitched	chr4	71542260	71555189	2	8759	35731.8773	2085.4477	388	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	1.1677	388	1
2_MACS_peak_8957_lociStitched	chr15	58583613	58591203	2	7299	35097.678	1487.64	389			LIPC	LIPC	NONE	389	1
1_MACS_peak_16872_lociStitched	chr20	56192115	56197221	1	5107	34525.7508	1023.2424	390	ZBP1		ZBP1	ZBP1	1.8938000000000001	390	1
1_MACS_peak_17714_lociStitched	chr22	39146178	39153223	1	7046	34631.811	1180.742	391	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.1189	391	1
3_MACS_peak_2213_lociStitched	chr1	200851003	200863411	3	6809	36273.5472	2858.8032	392	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.9559	392	1
1_MACS_peak_24880_lociStitched	chr7	47708300	47711534	1	3235	34246.1196	834.6954	393		C7orf65	C7orf65	NONE	NONE	393	1
8_MACS_peak_1178_lociStitched	chr1	93408897	93442051	8	21007	36151.1216	2774.9898	394	FAM69A		FAM69A	FAM69A	0.2376	394	1
4_MACS_peak_24286_lociStitched	chr6	157976656	157999868	4	13262	35279.9188	1935.8808	395	ZDHHC14	MIR3692	MIR3692	NONE	NONE	395	1
1_MACS_peak_12888_lociStitched	chr19	6799096	6804038	1	4943	34764.0048	1420.3308	396	VAV1	SH2D3A	VAV1	VAV1	0.5638000000000001	396	1
3_MACS_peak_28120_lociStitched	chr9	130828831	130845722	3	14045	35743.0451	2442.4386	397	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	0.6535	397	1
1_MACS_peak_19757_lociStitched	chr3	195631971	195637470	1	5500	34835.6151	1558.9665	398	TNK2	TNK2	TNK2	TNK2	0.6720999999999999	398	1
1_MACS_peak_19726_lociStitched	chr3	193817946	193823096	1	5151	35083.345	1830.31	399		HES1	HES1	HES1	0.9153	399	1
2_MACS_peak_19820_lociStitched	chr4	1712244	1725153	2	8131	35179.6068	1927.3137	400	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	2.1498	400	1
1_MACS_peak_1686_lociStitched	chr1	154830882	154834453	1	3572	34508.3585	1300.9153	401	KCNN3		KCNN3	KCNN3	0.36960000000000004	401	1
1_MACS_peak_22094_lociStitched	chr5	131435320	131441274	1	5955	34586.1906	1392.0452	402		IL3,CSF2	CSF2	NONE	NONE	402	1
1_MACS_peak_2487_lociStitched	chr1	218336136	218339934	1	3799	33945.3846	848.853	403			RRP15	RRP15	NONE	403	1
1_MACS_peak_17190_lociStitched	chr21	41303125	41308979	1	5855	34748.7586	1707.6118	404			PCP4	PCP4	NONE	404	1
4_MACS_peak_3839_lociStitched	chr10	104531586	104543103	4	9393	35134.9119	2184.7749	405	C10orf26		C10orf26	C10orf26	0.5389999999999999	405	1
1_MACS_peak_27684_lociStitched	chr9	93683997	93688367	1	4371	33849.583	933.869	406			SYK	SYK	NONE	406	1
1_MACS_peak_19731_lociStitched	chr3	194022889	194026810	1	3922	34137.7944	1236.2913	407	LOC100131551	CPN2	LOC100131551	LOC100131551	1.595	407	1
2_MACS_peak_14508_lociStitched	chr2	65255046	65261185	2	6029	33841.8514	987.1512	408		SLC1A4,CEP68	CEP68	SLC1A4	0.6154	408	1
2_MACS_peak_22108_lociStitched	chr5	131822520	131837772	2	12367	35773.566	2955.8376	409	IRF1	IL5	IRF1	IRF1	0.6644000000000001	409	1
1_MACS_peak_21792_lociStitched	chr5	88635247	88641013	1	5767	34075.9068	1276.0158	410			MEF2C	MEF2C	0.7895	410	1
3_MACS_peak_21341_lociStitched	chr5	32530519	32543884	3	11536	35391.8565	2634.2415	411		SUB1	SUB1	SUB1	1.5549	411	1
2_MACS_peak_28178_lociStitched	chr9	132646078	132657623	2	7816	34862.4365	2106.9625	412	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2828	412	1
1_MACS_peak_17192_lociStitched	chr21	41383209	41389837	1	6629	34877.1988	2160.0652	413	DSCAM		PCP4	PCP4	NONE	413	1
1_MACS_peak_27434_lociStitched	chr9	37527789	37532995	1	5207	33971.2324	1261.4138	414	FBXO10	POLR1E	POLR1E	POLR1E	0.08670000000000001	414	1
1_MACS_peak_15633_lociStitched	chr2	192539066	192546467	1	7402	34174.8576	1529.7867	415	OBFC2A		OBFC2A	OBFC2A	1.6078	415	1
5_MACS_peak_12776_lociStitched	chr19	2254564	2274510	5	13464	36967.9164	4428.012	416	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.027	416	1
1_MACS_peak_22201_lociStitched	chr5	139046729	139052094	1	5366	33737.266	1248.972	417	CXXC5		CXXC5	CXXC5	0.7972	417	1
1_MACS_peak_1431_lociStitched	chr1	143741878	143746159	1	4282	33774.5214	1287.2967	418	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.37	418	1
4_MACS_peak_21487_lociStitched	chr5	55272669	55292079	4	15708	35830.86	3344.343	419	IL6ST		IL6ST	IL6ST	0.47309999999999997	419	1
1_MACS_peak_11683_lociStitched	chr17	57695163	57698927	1	3765	33137.5032	706.1264	420	CLTC		CLTC	CLTC	0.34520000000000006	420	1
2_MACS_peak_23109_lociStitched	chr6	30649018	30659459	2	9120	34391.6099	1972.3049	421	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	2.1187	421	1
5_MACS_peak_5770_lociStitched	chr12	11901698	11920075	5	12307	35555.8196	3164.5194	422	ETV6		ETV6	ETV6	0.253	422	1
2_MACS_peak_11995_lociStitched	chr17	76116472	76129353	2	9189	34311.1197	1923.1333	423	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.6871	423	1
4_MACS_peak_11997_lociStitched	chr17	76137462	76152393	4	9729	34684.713	2341.1808	424	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.6871	424	1
2_MACS_peak_17231_lociStitched	chr21	44725907	44734290	2	6743	34097.8525	1792.2854	425			SIK1	SIK1	NONE	425	1
5_MACS_peak_11869_lociStitched	chr17	72733569	72756908	5	18385	36063.4228	3759.9129	426	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.8725	426	1
3_MACS_peak_2078_lociStitched	chr1	183438581	183451089	3	8714	36038.0496	3762.4064	427	SMG7		SMG7	SMG7	0.3152	427	1
1_MACS_peak_4979_lociStitched	chr11	72523268	72527452	1	4185	33179.5384	908.3464	428	ATG16L2	STARD10	ATG16L2	ATG16L2	1.5837999999999999	428	1
5_MACS_peak_29094_lociStitched	chrX	128902444	128921512	5	14266	34284.264	2013.5808	429	XPNPEP2,SASH3		SASH3	SASH3	0.8296	429	1
2_MACS_peak_11915_lociStitched	chr17	73774145	73782423	2	6454	33787.4848	1517.3574	430	UNK,H3F3B	GALK1	UNK	UNK	0.5438	430	1
1_MACS_peak_13485_lociStitched	chr19	42051596	42062512	1	10917	34352.652	2134.078	431		CEACAM21	CEACAM21	NONE	NONE	431	1
1_MACS_peak_2414_lociStitched	chr1	211430873	211435070	1	4198	33356.9166	1163.4084	432	RCOR3		RCOR3	RCOR3	0.49739999999999995	432	1
2_MACS_peak_21956_lociStitched	chr5	112256150	112266826	2	8102	34052.1696	1881.1112	433	REEP5	DCP2	REEP5	REEP5	0.2495	433	1
3_MACS_peak_8636_lociStitched	chr15	34619307	34635870	3	9856	34818.7386	2688.1749	434	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6467	434	1
1_MACS_peak_1471_lociStitched	chr1	145434129	145441420	1	7292	34271.3455	2144.2831	435	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.2652	435	1
2_MACS_peak_1682_lociStitched	chr1	154755963	154765665	2	6334	34561.4346	2444.904	436	KCNN3		KCNN3	KCNN3	0.36960000000000004	436	1
1_MACS_peak_6683_lociStitched	chr12	98908028	98913440	1	5413	32937.9732	859.4256	437	TMPO,LOC100128191		LOC100128191	LOC100128191	2.4114	437	1
2_MACS_peak_6702_lociStitched	chr12	102129309	102140088	2	7297	33770.607	1704.1599	438	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	1.2036000000000002	438	1
1_MACS_peak_9443_lociStitched	chr15	90637848	90646727	1	8880	33805.9046	1778.4637	439	IDH2		IDH2	IDH2	1.1502000000000001	439	1
1_MACS_peak_15465_lociStitched	chr2	174826551	174831677	1	5127	32715.6698	790.9418	440	SP3		SP3	SP3	0.4256	440	1
4_MACS_peak_17493_lociStitched	chr22	26974711	26992181	4	12940	34905.06	3018.816	441	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0823	441	1
2_MACS_peak_11049_lociStitched	chr17	27046045	27056626	2	7943	33991.4625	2145.8268	442	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.5371	442	1
1_MACS_peak_12492_lociStitched	chr18	48677563	48681712	1	4150	32640.5979	864.6516	443		MEX3C	MEX3C	MEX3C	0.4496	443	1
2_MACS_peak_26144_lociStitched	chr8	26428246	26437527	2	8012	33499.7695	1814.4355	444	DPYSL2		DPYSL2	DPYSL2	0.1773	444	1
2_MACS_peak_11772_lociStitched	chr17	62979958	62986077	2	5802	32858.4181	1189.5336	445		AMZ2P1	AMZ2P1	AMZ2P1	0.6792	445	1
1_MACS_peak_21886_lociStitched	chr5	100234424	100241654	1	7231	33314.394	1683.144	446	ST8SIA4		ST8SIA4	ST8SIA4	0.4104	446	1
6_MACS_peak_24117_lociStitched	chr6	138246983	138279664	6	15635	37096.2031	5513.2847	447			TNFAIP3	TNFAIP3	1.533	447	1
1_MACS_peak_3926_lociStitched	chr10	112256127	112264995	1	8869	33351.6612	1788.6756	448	DUSP5		DUSP5	DUSP5	1.4135	448	1
2_MACS_peak_7030_lociStitched	chr12	125397311	125413072	2	10995	33345.5477	1790.4496	449	UBC	SCARB1	UBC	UBC	1.9696	449	1
1_MACS_peak_23111_lociStitched	chr6	30684081	30691997	1	7917	33243.242	1759.7268	450	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	2.1187	450	1
4_MACS_peak_666_lociStitched	chr1	40838968	40858305	4	14046	34866.5447	3385.9087	451	SMAP2	SMAP2	SMAP2	SMAP2	0.51	451	1
3_MACS_peak_5537_lociStitched	chr11	129233640	129249776	3	10860	34074.3912	2626.9408	452	BARX2		BARX2	BARX2	0.5162	452	1
1_MACS_peak_1816_lociStitched	chr1	160676476	160685073	1	8598	34326.1016	2886.0129	453	CD48	SLAMF7	CD48	CD48	1.4799	453	1
2_MACS_peak_15300_lociStitched	chr2	153914528	153929071	2	9579	34033.5286	2600.2884	454			ARL6IP6	ARL6IP6	NONE	454	1
2_MACS_peak_2090_lociStitched	chr1	183877972	183885632	2	6416	33406.026	1988.536	455	RGL1		GLT25D2	GLT25D2	NONE	455	1
2_MACS_peak_10082_lociStitched	chr16	30661288	30673099	2	7889	33473.5551	2077.5549	456	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	2.0168	456	1
5_MACS_peak_12752_lociStitched	chr19	1847172	1865563	5	10365	34604.5056	3303.0236	457	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.4705	457	1
1_MACS_peak_26989_lociStitched	chr8	134245343	134248803	1	3461	32140.632	868.46	458		WISP1	WISP1	WISP1	0.41150000000000003	458	1
5_MACS_peak_22354_lociStitched	chr5	150513115	150537960	5	14755	35406.6095	4154.084	459	ANXA6		ANXA6	ANXA6	0.47339999999999993	459	1
1_MACS_peak_215_lociStitched	chr1	16159998	16163448	1	3451	31885.245	681.72	460	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.09019999999999999	460	1
1_MACS_peak_27685_lociStitched	chr9	93703079	93707185	1	4107	32108.92	917.2804	461			SYK	SYK	NONE	461	1
4_MACS_peak_23138_lociStitched	chr6	31618835	31634966	4	9925	34128.3567	2966.4909	462	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	1.1231	462	1
2_MACS_peak_11955_lociStitched	chr17	74721262	74735055	2	8401	33288.0262	2257.9141	463	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.8112000000000001	463	1
1_MACS_peak_26941_lociStitched	chr8	129668027	129673258	1	5232	32325.4876	1302.519	464			MIR1208	MIR1208	NONE	464	1
1_MACS_peak_3657_lociStitched	chr10	91646109	91650757	1	4649	31822.9968	828.2736	465			KIF20B	KIF20B	NONE	465	1
4_MACS_peak_13647_lociStitched	chr19	48824257	48837947	4	10309	33394.017	2461.462	466	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.0385	466	1
1_MACS_peak_25541_lociStitched	chr7	121944388	121951674	1	7287	32459.8586	1554.1038	467	LOC154860,FEZF1		FEZF1	FEZF1	1.0279999999999998	467	1
3_MACS_peak_13079_lociStitched	chr19	13943863	13959270	3	9614	33346.9108	2468.2014	468	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.7097	468	1
1_MACS_peak_13925_lociStitched	chr2	10259703	10266937	1	7235	32327.2992	1456.9276	469	RRM2	C2orf48,CYS1	RRM2	RRM2	1.7037	469	1
2_MACS_peak_9827_lociStitched	chr16	14491943	14501817	2	5542	32750.0832	1911.6064	470			MIR365-1	MIR365-1	NONE	470	1
3_MACS_peak_16915_lociStitched	chr20	61273031	61291001	3	10792	33156.447	2415.168	471	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.7679	471	1
1_MACS_peak_12022_lociStitched	chr17	76884535	76889313	1	4779	31907.0062	1202.6226	472	TIMP2	USP36	TIMP2	TIMP2	0.41939999999999994	472	1
3_MACS_peak_17730_lociStitched	chr22	39459166	39474350	3	11113	33164.8928	2496.2496	473	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.718	473	1
1_MACS_peak_16606_lociStitched	chr20	37518584	37523422	1	4839	31457.1598	824.879	474	PPP1R16B	FAM83D	FAM83D	FAM83D	0.05130000000000001	474	1
4_MACS_peak_21078_lociStitched	chr4	185366839	185381506	4	9993	33189.9543	2622.4596	475	IRF2		IRF2	IRF2	2.1147	475	1
2_MACS_peak_29063_lociStitched	chrX	119434904	119445632	2	10097	31647.6	1113.5664	476	FAM70A		FAM70A	FAM70A	0.5019	476	1
1_MACS_peak_18952_lociStitched	chr3	119810315	119815670	1	5356	31704.813	1179.7065	477	GSK3B		GSK3B	GSK3B	0.0595	477	1
3_MACS_peak_28002_lociStitched	chr9	123630299	123641351	3	8563	32418.8316	1899.8388	478	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.9466000000000001	478	1
1_MACS_peak_1598_lociStitched	chr1	151041937	151044578	1	2642	31427.3718	927.2551	479	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	2.3662	479	1
5_MACS_peak_15731_lociStitched	chr2	202081199	202101919	5	15091	34140.344	3650.864	480	CASP10,CASP8	CASP8	CASP8	CASP8	1.3231	480	1
2_MACS_peak_6179_lociStitched	chr12	51312277	51323276	2	10780	32554.8402	2065.6122	481	METTL7A	HIGD1C	METTL7A	METTL7A	1.6356000000000002	481	1
1_MACS_peak_15005_lociStitched	chr2	112249967	112253522	1	3556	31380.696	892.305	482	LOC541471		LOC541471	LOC541471	0.41370000000000007	482	1
2_MACS_peak_3833_lociStitched	chr10	104401094	104412951	2	10415	31955.8007	1612.552	483	TRIM8		TRIM8	TRIM8	1.389	483	1
1_MACS_peak_13471_lociStitched	chr19	41767757	41772256	1	4500	31367.4779	1043.768	484	HNRNPUL1	AXL,CCDC97	HNRNPUL1	CCDC97	0.9971000000000001	484	1
