GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
NM_001145771	chr16(.):57657418-57703944	0.2297
NM_005682	chr16(.):57648909-57703944	0.335
NM_015914	chr16(.):11767942-11841648	1.3696
NM_013302	chr16(.):22212591-22305066	0.1514
NM_000336	chr16(.):23308590-23397620	0.7115
NM_000078	chr16(.):56990834-57022756	0.2031
NM_001130100	chr16(.):57787128-57841439	0.1809
NM_001130099	chr16(.):57787128-57836929	0.1846
NM_004691	chr16(.):67466916-67520089	0.1691
NM_001191022	chr16(.):67591309-67678088	0.2338
NM_012320	chr16(.):68274246-68299961	1.1577
NM_032821	chr16(.):70836288-71269569	0.1535
NM_018052	chr16(.):70716341-70840061	0.3364
NM_014761	chr16(.):71924445-71967906	0.1893
NM_001030007	chr16(.):71757904-71847976	0.1771
NM_002661	chr16(.):81807929-81996899	0.2264
NM_003498	chr16(.):11757288-11778015	1.3215
NM_001130007	chr16(.):11956984-12015519	0.1346
NM_001130006	chr16(.):11956984-12014825	0.1359
NM_001192	chr16(.):12053963-12066925	2.2349
NM_032167	chr16(.):12065601-12152141	0.1722
NM_014298	chr16(.):29685440-29714314	0.1545
NR_024370	chr16(.):29870003-29884374	0.2745
NM_002383	chr16(.):29812854-29827504	0.9742
NR_015396	chr16(.):29870154-29884374	0.2774
NM_145239	chr16(.):29818408-29832202	0.9552
NM_007317	chr16(.):29797057-29821706	0.533
NM_006319	chr16(.):29864677-29879578	0.2723
NM_024516	chr16(.):29822527-29838816	0.713
NM_175900	chr16(.):29748785-29762340	0.7403
NM_152338	chr16(.):29784560-29796840	0.0959
NM_005115	chr16(.):29826714-29864360	0.2783
NM_153337	chr16(.):50695210-50720264	0.6036
NM_182854	chr16(.):50701885-50720264	0.7867
NM_001042412	chr16(.):50771028-50840846	0.1241
NM_001042355	chr16(.):50770960-50840846	0.1241
NM_022162	chr16(.):50726049-50771987	0.2419
NM_001126108	chr16(.):56894118-56954762	1.0568
NM_001010989	chr16(.):56960747-56982793	1.9455
NR_029680	chr16(.):56887429-56897513	0.7859
NM_032206	chr16(.):57018409-57122436	0.2044
NM_153837	chr16(.):57571600-57616100	0.3282
NM_170776	chr16(.):57697156-57728290	0.0887
NM_001145774	chr16(.):57668206-57703944	0.2037
NM_001172643	chr16(.):66536905-66589194	1.2818
NM_001172644	chr16(.):66536905-66589315	1.2794
NM_052999	chr16(.):66595349-66618038	0.0942
NM_181641	chr16(.):66581471-66604971	0.5817
NM_181271	chr16(.):66595293-66618038	0.0943
NM_001040138	chr16(.):66581465-66605154	0.5775
NM_001193524	chr16(.):67566364-67585691	0.9668
NM_001193523	chr16(.):67558539-67585691	0.8835
NM_001193522	chr16(.):67557719-67585691	0.8632
NM_001138	chr16(.):67511473-67522716	0.5383
NM_024519	chr16(.):67557716-67585691	0.8631
NM_024939	chr16(.):68257449-68275136	0.3604
NM_001184824	chr16(.):68339876-68396169	0.2557
NM_003983	chr16(.):68293422-68340722	0.6002
NM_032178	chr16(.):68329517-68349868	0.2109
NM_006927	chr16(.):70408337-70477991	0.6544
NM_145059	chr16(.):70483497-70519177	0.2311
NR_034083	chr16(.):70783962-70812154	0.0917
NR_024612	chr16(.):71874898-71924174	0.5636
NM_001137675	chr16(.):71874898-71896231	0.9394
NM_017530	chr16(.):71888587-71922412	0.2723
NM_021962	chr17(.):901758-1088131	0.292
NM_001159746	chr17(.):901758-1095616	0.2844
NM_003342	chr17(.):4167511-4274969	0.1375
NM_003204	chr17(.):46120685-46143907	0.949
NM_020761	chr17(.):78513624-78945173	0.1803
NM_001092	chr17(.):901758-1017324	0.3045
NM_002558	chr17(.):3794884-3824960	1.0747
NM_005022	chr17(.):4843946-4856825	1.3557
NM_153357	chr17(.):6939948-6952242	0.2269
NM_015670	chr17(.):7460318-7480287	0.6851
NM_020877	chr17(.):7618038-7742058	0.1159
NM_201433	chr17(.):9808925-10106868	0.1671
NM_201432	chr17(.):9808925-9945064	0.1865
NM_001130831	chr17(.):9808925-9934623	0.1957
NM_001033553	chr17(.):19985334-20223067	0.1825
NM_001033555	chr17(.):20054401-20223067	0.2193
NM_000267	chr17(.):29416944-29709695	0.1588
NM_002544	chr17(.):29616667-29629380	0.0791
NM_183232	chr17(.):37916198-38025441	0.6306
NR_027774	chr17(.):43508265-43573146	0.4897
NM_003726	chr17(.):46205801-46512594	0.1153
NM_030802	chr17(.):47782686-47846518	0.5496
NM_017763	chr17(.):56426037-56499931	0.1998
NM_198393	chr17(.):56629038-56774416	0.2504
NM_001433	chr17(.):62115389-62212502	1.0195
NR_036488	chr17(.):70394462-70593943	0.2646
NM_004252	chr17(.):72739762-72770499	0.6729
NM_001113492	chr17(.):75278972-75501678	0.3253
NM_006640	chr17(.):75310596-75501678	0.3675
NM_001113491	chr17(.):75272491-75501678	0.3226
NM_001163075	chr17(.):76137433-76167364	1.1236
NM_017456	chr17(.):76665129-76783376	0.945
NM_024648	chr17(.):80342085-80381513	0.2816
NM_172206	chr17(.):3758616-3799037	0.1717
NM_172207	chr17(.):3763450-3801337	0.1842
NM_174957	chr17(.):3822168-3872736	0.2255
NM_000080	chr17(.):4796063-4811369	0.1046
NM_001145536	chr17(.):4797947-4811227	0.1153
NM_001165417	chr17(.):4835425-4848462	0.5143
NM_000173	chr17(.):4830591-4843325	0.1939
NM_015528	chr17(.):4838629-4853517	1.1968
NM_006612	chr17(.):4896242-4936694	0.1464
NM_015099	chr17(.):4866286-4895960	0.361
NM_001171168	chr17(.):4866286-4895665	0.3643
NM_053013	chr17(.):4849383-4865426	0.9252
NM_001167985	chr17(.):4886424-4905905	0.3545
NM_004890	chr17(.):4857520-4876132	0.3654
NM_001004333	chr17(.):6910797-6922851	1.8534
NM_001142799	chr17(.):6913072-6925839	1.9047
NM_201566	chr17(.):6934393-6948440	0.3098
NR_029712	chr17(.):6915933-6926020	2.0354
NM_181844	chr17(.):6921368-6937961	0.3603
NM_000697	chr17(.):6894383-6919055	0.7946
NR_030178	chr17(.):6916229-6926341	1.9054
NM_182906	chr17(.):6972855-6988600	0.0509
NM_003809	chr17(.):7447374-7466207	0.4852
NM_001198623	chr17(.):7456608-7469925	0.5296
NM_001040059	chr17(.):7477805-7490429	0.9296
NM_001146281	chr17(.):7528452-7541700	0.1642
NM_006942	chr17(.):7486497-7498488	0.537
NR_002918	chr17(.):7473030-7483165	1.0082
NM_133491	chr17(.):7524555-7536194	0.18
NR_002604	chr17(.):7475128-7485276	1.1486
NM_001251	chr17(.):7477804-7490429	0.9295
NM_004860	chr17(.):7489547-7523215	0.1147
NR_002912	chr17(.):7476272-7486409	0.9774
NM_001416	chr17(.):7471056-7487324	0.9895
NR_027463	chr17(.):7512381-7541700	0.1819
NR_027462	chr17(.):7526286-7541700	0.157
NR_024603	chr17(.):7481964-7496527	0.7329
NR_003000	chr17(.):7804440-7814578	0.0593
NM_001005273	chr17(.):7787168-7821075	0.1554
NM_001080424	chr17(.):7738234-7763118	1.0088
NM_144607	chr17(.):7756063-7770600	0.4171
NM_032356	chr17(.):7755002-7766172	0.5525
NM_001005271	chr17(.):7783122-7821075	0.1509
NM_203411	chr17(.):7753383-7764417	0.6265
NM_021628	chr17(.):7994217-8026860	0.1859
NM_002616	chr17(.):8038787-8060753	0.705
NM_032580	chr17(.):8018907-8032410	0.4404
NM_001165960	chr17(.):7994217-8027234	0.1909
NM_032354	chr17(.):8071296-8084714	0.532
NM_017622	chr17(.):8086650-8098564	0.9578
NM_014232	chr17(.):8057464-8071293	1.2432
NM_004217	chr17(.):8103048-8118883	0.4405
NR_037447	chr17(.):8085492-8095577	1.0305
NM_012452	chr17(.):16837397-16880402	1.0409
NR_024007	chr17(.):17674999-17687843	0.1032
NM_004176	chr17(.):17709662-17745325	0.7085
NR_030361	chr17(.):17712149-17722245	0.1263
NM_001102664	chr17(.):19135689-19245028	0.4072
NM_015681	chr17(.):19241482-19271046	0.149
NR_031591	chr17(.):19242818-19252887	0.0869
NR_023380	chr17(.):20219486-20310504	0.1282
NM_006495	chr17(.):29625787-29646130	0.8815
NM_014210	chr17(.):29638427-29653767	1.4581
NM_002981	chr17(.):32682398-32695252	1.4723
NM_005408	chr17(.):32678470-32690629	0.3505
NM_005623	chr17(.):32641065-32653421	0.0991
NM_002983	chr17(.):34410602-34422506	2.8305
NM_002988	chr17(.):34386642-34403841	0.1928
NM_002984	chr17(.):34426219-34438014	1.8121
NM_021006	chr17(.):34517267-34529156	3.8827
NM_001001418	chr17(.):34576084-34597027	0.3446
NM_001001435	chr17(.):34533467-34545274	2.5155
NM_001001437	chr17(.):34517267-34529147	3.8836
NM_001001417	chr17(.):34488060-34508988	0.3716
NM_021006	chr17(.):34618841-34630730	3.4271
NM_001001437	chr17(.):34618841-34630721	3.425
NM_001001435	chr17(.):34635033-34646840	2.4905
NM_001001418	chr17(.):34741118-34813091	0.2138
NM_005310	chr17(.):37889186-37908538	0.2673
NM_001030002	chr17(.):37889589-37908538	0.2711
NM_032339	chr17(.):37880408-37891788	0.2709
NM_021724	chr17(.):38244036-38261973	1.2087
NM_001190919	chr17(.):38213445-38255120	0.3779
NM_001190918	chr17(.):38214067-38255120	0.3835
NM_014815	chr17(.):38170349-38215889	0.0985
NM_007359	chr17(.):38291506-38333431	0.1816
NM_001012241	chr17(.):38273789-38298045	0.4249
NM_001145301	chr17(.):38469472-38518895	0.9822
NM_152219	chr17(.):38511904-38525945	0.125
NM_000964	chr17(.):38460422-38518895	0.9641
NM_001024809	chr17(.):38493270-38518895	0.1114
NM_001254	chr17(.):38439145-38464413	0.2383
NM_152343	chr17(.):43326759-43344479	0.1088
NM_005892	chr17(.):43294291-43329683	1.187
NR_024434	chr17(.):43320302-43350997	0.2179
NR_024435	chr17(.):43334557-43350997	0.0699
NM_174919	chr17(.):43501717-43515282	0.6734
NM_199282	chr17(.):43466267-43508012	0.2365
NM_001159330	chr17(.):43466267-43488449	0.242
NR_036199	chr17(.):43547728-43557801	0.0393
NR_029687	chr17(.):46109526-46119613	0.1233
NM_016429	chr17(.):46098532-46120152	0.1959
NM_152244	chr17(.):46179919-46205105	0.195
NM_006807	chr17(.):46142413-46183560	0.1713
NM_001127228	chr17(.):46142413-46183883	0.1705
NM_002144	chr17(.):46601806-46613272	0.1489
NM_002145	chr17(.):46615018-46627393	0.1029
NM_005827	chr17(.):47773689-47790282	0.3788
NM_001199155	chr17(.):47860980-47911458	0.1906
NM_032595	chr17(.):48206100-48232877	0.5463
NM_174920	chr17(.):48185034-48212167	0.1544
NM_000023	chr17(.):48238365-48258293	0.5216
NM_000088	chr17(.):48256456-48284000	0.2335
NR_024193	chr17(.):48243788-48254837	0.606
NM_000250	chr17(.):56342216-56363296	0.0955
NM_004758	chr17(.):56373593-56411152	0.6811
NM_003168	chr17(.):56417538-56434563	1.087
NR_029683	chr17(.):56403592-56413679	2.6931
NR_004380	chr17(.):62218437-62228517	0.5063
NR_002995	chr17(.):62218698-62228831	0.5051
NR_036199	chr17(.):62813147-62823220	0.0482
NR_033876	chr17(.):70589179-70641611	0.4118
NM_001163989	chr17(.):72727958-72748474	0.7979
NM_001006638	chr17(.):72728355-72748474	0.8109
NM_139018	chr17(.):72685451-72714108	0.1558
NM_175738	chr17(.):72662255-72748474	0.322
NR_037409	chr17(.):72739751-72749838	0.8696
NM_017728	chr17(.):72767621-72840922	0.0991
NM_015654	chr17(.):72761685-72777470	0.2147
NM_173547	chr17(.):73880040-73898054	0.3139
NM_033452	chr17(.):73865244-73879656	1.5572
NM_012478	chr17(.):73836779-73856501	0.5002
NM_199242	chr17(.):73818307-73845798	0.122
NM_032478	chr17(.):73889723-73906181	0.5385
NR_027058	chr17(.):75079724-75096068	1.7449
NR_003013	chr17(.):75080388-75090575	2.0281
NM_001143998	chr17(.):75132004-75218181	0.909
NM_001144001	chr17(.):75176294-75218181	0.6682
NM_001113493	chr17(.):75364271-75501678	0.3252
NM_001113494	chr17(.):75367164-75501678	0.3195
NM_152468	chr17(.):76121858-76144049	1.0222
NM_007267	chr17(.):76103998-76133488	0.6178
NM_001127198	chr17(.):76103998-76129861	0.6747
NM_001145529	chr17(.):76222390-76242068	0.099
NM_001010982	chr17(.):76178436-76208782	0.1093
NM_001012270	chr17(.):76205276-76226716	0.1405
NM_003258	chr17(.):76165159-76188285	0.71
NM_004710	chr17(.):76159670-76174009	1.263
NR_002219	chr17(.):76205320-76225783	0.143
NM_001145526	chr17(.):76178442-76208782	0.1093
NR_027083	chr17(.):76178397-76198641	0.1401
NM_001100407	chr17(.):80395462-80413707	0.8066
NM_001193655	chr17(.):80395462-80412602	0.8548
NM_001038618	chr17(.):80411059-80451143	0.3757
NM_001083608	chr17(.):80411539-80451143	0.3787
NM_173620	chr17(.):80371251-80405516	0.1928
NR_036519	chr17(.):80402590-80413707	1.2606
NM_000633	chr18(.):60785578-60991613	0.5701
NM_001083625	chr18(.):9131757-9290206	0.3242
NM_144662	chr18(.):23708815-23778319	0.3569
NM_005640	chr18(.):23801408-23976650	0.1034
NM_001130110	chr18(.):42255137-42462379	0.4832
NM_015559	chr18(.):42255862-42653475	0.3435
NM_021074	chr18(.):9097627-9139343	1.5841
NM_005904	chr18(.):46441222-46482081	1.159
NM_001190823	chr18(.):46441222-46474177	1.1707
NM_001190822	chr18(.):46441222-46480703	1.1906
NM_001039846	chr19(.):2091867-2104583	1.2416
NM_019112	chr19(.):1035101-1070570	0.6232
NM_003331	chr19(.):10456203-10496248	0.1102
NM_001164605	chr19(.):35640844-35665788	0.2699
NM_018028	chr19(.):39828107-39880537	0.1252
NM_014164	chr19(.):35640624-35665788	0.2689
NR_028406	chr19(.):35640671-35665788	0.2691
NM_020695	chr19(.):1810244-1853452	0.3206
NM_052847	chr19(.):2506217-2707746	0.6546
NM_015318	chr19(.):7454998-7542371	0.1088
NM_024038	chr19(.):12836453-12850529	0.6158
NM_014975	chr19(.):12944258-12990766	0.0895
NM_032855	chr19(.):16239837-16274377	1.43
NM_021235	chr19(.):16467407-16587762	0.5495
NM_006387	chr19(.):16623699-16658263	0.1687
NM_001492	chr19(.):18974360-19011953	0.0693
NM_001001563	chr19(.):39966051-39986528	0.1972
NM_007040	chr19(.):41765119-41818811	0.8508
NM_144732	chr19(.):41763390-41818811	0.8277
NM_001031749	chr19(.):44295078-44311613	0.0642
NM_006801	chr19(.):48880826-48899810	1.3061
NM_024100	chr19(.):979327-999569	0.4906
NM_004368	chr19(.):1021297-1044064	0.9542
NM_033420	chr19(.):1004649-1026141	0.6842
NM_138690	chr19(.):995436-1014723	0.2034
NM_012292	chr19(.):1062173-1091627	0.524
NM_001280	chr19(.):1264266-1278171	1.5277
NM_017914	chr19(.):1270519-1284243	1.0112
NM_177401	chr19(.):1243551-1264142	1.0319
NM_001001975	chr19(.):1236748-1249824	0.8438
NM_001405	chr19(.):1281167-1304944	0.0948
NM_152769	chr19(.):1224946-1242990	0.2819
NR_027271	chr19(.):1262469-1275259	0.7998
NR_023313	chr19(.):1264266-1279809	1.38
NM_001136139	chr19(.):1604291-1655286	0.4316
NM_003200	chr19(.):1604291-1657326	0.426
NM_006830	chr19(.):1592153-1610483	0.5246
NM_138813	chr19(.):1777073-1817270	0.112
NM_001178002	chr19(.):1777073-1817199	0.112
NR_031730	chr19(.):1811157-1821237	0.1612
NR_034114	chr19(.):1817087-1829542	0.0869
NM_031918	chr19(.):1847397-1868564	1.2899
NM_138422	chr19(.):1900416-1918446	0.3845
NM_001130111	chr19(.):1871974-1890518	0.4635
NM_079834	chr19(.):1900372-1931012	0.3603
NM_017572	chr19(.):2032469-2056243	0.7956
NM_017797	chr19(.):1980446-2020702	0.1029
NM_130807	chr19(.):2066034-2101269	2.1741
NM_004152	chr19(.):2264519-2278487	0.8351
NM_018049	chr19(.):2228154-2241328	0.8993
NM_000479	chr19(.):2244112-2257072	0.916
NM_198532	chr19(.):2269630-2287181	0.4991
NR_031596	chr19(.):2229060-2239148	1.0769
NM_007165	chr19(.):2231815-2253678	0.6061
NM_144616	chr19(.):2247249-2261422	1.8134
NM_001101391	chr19(.):2284773-2313156	0.2759
NR_036207	chr19(.):2245637-2255717	0.2932
NM_032737	chr19(.):2423163-2461958	0.5777
NM_012458	chr19(.):2420621-2432875	0.8129
NM_015675	chr19(.):2471122-2483257	1.0952
NM_001379	chr19(.):10239021-10310755	0.1944
NM_004230	chr19(.):10327108-10346948	1.1719
NR_036206	chr19(.):10336088-10346161	0.804
NM_001544	chr19(.):10392649-10404198	0.203
NM_015956	chr19(.):10357639-10375721	0.2964
NM_000201	chr19(.):10376516-10402291	0.2379
NM_007065	chr19(.):10496808-10519271	0.2362
NM_001111307	chr19(.):10526332-10585307	0.3871
NM_001111309	chr19(.):10538110-10585307	0.1427
NM_001111308	chr19(.):10536520-10585307	0.1583
NR_031592	chr19(.):10509133-10519214	0.4325
NM_006202	chr19(.):10558632-10585307	0.0764
NM_001195800	chr19(.):11195037-11249505	0.4663
NM_001080997	chr19(.):12931296-12946207	0.0838
NM_013312	chr19(.):12868816-12891434	0.2689
NM_004317	chr19(.):12843305-12864137	0.4318
NM_181738	chr19(.):12906426-12917694	0.3589
NM_017682	chr19(.):12858406-12874271	0.08
NM_002229	chr19(.):12897309-12909125	1.3861
NM_031429	chr19(.):12931295-12951230	0.0939
NM_006397	chr19(.):12912427-12929462	0.1992
NM_005809	chr19(.):12902633-12917694	0.7842
NM_023072	chr19(.):13901273-13948044	0.206
NR_029613	chr19(.):13980512-13990622	0.1193
NR_036515	chr19(.):13940329-13952103	0.9694
NM_001098622	chr19(.):13982949-13996571	0.5417
NR_030179	chr19(.):13980688-13990825	0.1302
NR_029497	chr19(.):13942100-13952173	1.1424
NR_029495	chr19(.):13942400-13952473	1.2117
NR_029501	chr19(.):13942253-13952331	1.1773
NM_005370	chr19(.):16217489-16249445	0.9821
NM_001145160	chr19(.):16173316-16218813	0.6558
NR_024335	chr19(.):16139522-16157918	0.0939
NR_024336	chr19(.):16140288-16157918	0.0949
NM_003290	chr19(.):16182134-16218813	0.6322
NM_032493	chr19(.):16303664-16351156	0.0795
NM_054113	chr19(.):16267178-16289286	0.5371
NM_014077	chr19(.):16291234-16307857	0.2026
NM_016270	chr19(.):16430650-16443339	1.5707
NM_032207	chr19(.):16602204-16637163	0.0894
NM_145046	chr19(.):16584874-16612003	0.1017
NM_024881	chr19(.):16655647-16688193	0.1784
NM_004831	chr19(.):16680717-16744015	1.2589
NM_001145724	chr19(.):19035009-19054858	0.2904
NM_001145722	chr19(.):19035009-19056113	0.3528
NM_001145721	chr19(.):19035009-19056161	0.3551
NR_027297	chr19(.):19035009-19055444	0.314
NM_007263	chr19(.):19005322-19035199	0.2084
NM_004838	chr19(.):19035009-19057041	0.3827
NM_019070	chr19(.):19025483-19044442	0.3051
NM_015925	chr19(.):35734558-35763867	0.4991
NM_152481	chr19(.):35710703-35724628	0.0905
NM_003407	chr19(.):39892486-39905045	3.1475
NM_003169	chr19(.):39931287-39972308	0.3217
NM_001130825	chr19(.):39931185-39972308	0.3243
NM_019088	chr19(.):39871269-39886679	0.5676
NM_017592	chr19(.):39876962-39896203	2.0226
NM_001020	chr19(.):39918846-39931618	0.9691
NM_022835	chr19(.):39898749-39924055	0.6763
NM_203486	chr19(.):39984556-40004121	0.0861
NM_052848	chr19(.):41811093-41835788	0.7568
NM_000660	chr19(.):41831811-41864831	0.38
NM_001098506	chr19(.):42077530-42098197	0.1081
NM_019612	chr19(.):44215213-44229169	0.0756
NM_019108	chr19(.):44230300-44264142	0.3461
NM_002250	chr19(.):44265684-44290409	0.847
NM_178511	chr19(.):47773141-47783980	0.8213
NM_001127240	chr19(.):47719080-47741023	1.0792
NM_014417	chr19(.):47719078-47739451	1.1468
NM_015603	chr19(.):47754730-47780210	0.8042
NR_036159	chr19(.):47725200-47735276	2.1255
NR_036158	chr19(.):47725198-47735278	2.1248
NM_144577	chr19(.):48794708-48828332	0.3397
NM_018273	chr19(.):48830615-48872186	0.5789
NM_012451	chr19(.):48862650-48884634	0.8915
NM_001425	chr19(.):48823628-48838810	1.444
NM_153608	chr19(.):48769653-48795863	0.0711
NM_031485	chr19(.):48944029-48962164	0.3374
NM_000836	chr19(.):48893131-48953188	0.3929
NM_032836	chr19(.):56097736-56115893	0.47
NM_007279	chr19(.):56160415-56191082	0.7074
NM_207115	chr19(.):56147391-56159836	0.5367
NM_153219	chr19(.):56106729-56119504	0.8689
NM_203374	chr19(.):56127106-56140941	0.1627
NM_016535	chr19(.):56149985-56161989	0.5469
NM_013301	chr19(.):56153953-56169526	1.1441
NM_001163423	chr19(.):56148462-56159836	0.5668
NM_016202	chr19(.):56148417-56159836	0.5646
NM_001130072	chr19(.):56181560-56212133	0.2759
NM_001130071	chr19(.):56182990-56212133	0.2854
NM_001195605	chr19(.):56119958-56134907	0.0564
NM_007050	chr20(.):40696391-41823557	0.0877
NM_001042472	chr20(.):25275849-25376477	0.6624
NM_015600	chr20(.):25270378-25376477	0.6949
NM_001191	chr20(.):30247260-30315656	1.4907
NM_031483	chr20(.):32946061-33104197	0.2734
NM_177996	chr20(.):34695347-34825721	0.1919
NM_015568	chr20(.):37429347-37556667	0.6443
NM_032883	chr20(.):42539781-42703254	0.6809
NM_001098798	chr20(.):42569535-42703254	0.7313
NM_001098797	chr20(.):42538491-42703254	0.6812
NM_000022	chr20(.):43243162-43285376	0.8096
NM_006282	chr20(.):43590119-43713593	0.4105
NM_001193339	chr20(.):45181461-45285100	0.2141
NM_001011554	chr20(.):45181461-45318124	0.2033
NM_183425	chr20(.):55961462-55989386	1.0034
NM_080618	chr20(.):56067223-56105154	0.2405
NM_002531	chr20(.):61335188-61399123	0.0895
NM_019593	chr20(.):5520079-5596672	0.3478
NM_013248	chr20(.):23326372-23340408	0.7473
NM_022482	chr20(.):23340020-23358683	0.4951
NM_002862	chr20(.):25223705-25283648	0.8011
NM_032609	chr20(.):30220690-30237800	0.0903
NM_012112	chr20(.):30321903-30394603	0.094
NM_182584	chr20(.):31214426-31244783	0.1136
NM_176812	chr20(.):32394109-32447173	1.0296
NR_030374	chr20(.):33049129-33059223	0.0952
NR_027451	chr20(.):34628539-34643882	0.4053
NM_030919	chr20(.):37549954-37586703	0.111
NR_034104	chr20(.):43280091-43305380	0.3068
NM_006809	chr20(.):43565770-43594114	0.1956
NM_001124756	chr20(.):43533702-43572962	0.0767
NM_080721	chr20(.):45164584-45184213	1.3223
NM_018102	chr20(.):45124706-45147194	0.0529
NM_006526	chr20(.):52178609-52204636	0.6811
NR_002189	chr20(.):52486039-52497248	0.5402
NM_003657	chr20(.):52555078-52692304	0.3123
NM_001015885	chr20(.):55921617-55958519	0.2008
NM_003610	chr20(.):55921144-55958519	0.2006
NM_001190472	chr20(.):55928495-55939878	0.0829
NR_024470	chr20(.):61289378-61302973	0.1949
NM_016354	chr20(.):61268796-61308647	0.9732
NM_000874	chr21(.):34597230-34640062	0.6626
NM_207585	chr21(.):34597230-34641820	0.6854
NM_001146078	chr21(.):37827919-37919898	0.3927
NM_001146077	chr21(.):37827919-37953867	0.3191
NM_006198	chr21(.):41234346-41306322	0.3327
NM_016818	chr21(.):43634266-43722354	0.5869
NM_207174	chr21(.):43635007-43722354	0.59
NM_207629	chr21(.):43631186-43722354	0.5728
NM_207627	chr21(.):43614798-43722354	0.5231
NM_207628	chr21(.):43614921-43722354	0.5233
NM_003683	chr21(.):45204417-45228983	0.2887
NM_001100421	chr21(.):19156283-19196703	0.5428
NM_138983	chr21(.):34437449-34449728	0.7132
NM_005806	chr21(.):34393238-34406500	0.2839
NM_000629	chr21(.):34692213-34737128	0.7156
NM_000628	chr21(.):34633671-34674520	0.4446
NM_000394	chr21(.):44584140-44597913	2.0427
NM_173354	chr21(.):44829397-44852002	1.1206
NR_026960	chr21(.):44864903-44878771	0.2503
NR_026863	chr21(.):44876973-44903103	0.1317
NM_000100	chr21(.):45188830-45201259	0.7678
NR_026961	chr21(.):45220638-45237448	0.1253
NM_005049	chr21(.):45522207-45556063	0.2436
NM_198155	chr21(.):45548493-45570605	1.4477
NM_004327	chr22(.):23517551-23665224	0.2407
NM_014433	chr22(.):23396592-23489241	0.4586
NM_001887	chr22(.):26990361-27018991	1.382
NM_007194	chr22(.):29078730-29142822	0.0922
NM_000967	chr22(.):39703886-39720670	0.72
NM_001003406	chr22(.):39961757-40090740	0.0755
NM_024821	chr22(.):42191677-42227303	0.2896
NM_138433	chr22(.):50981461-50994452	0.1737
NM_007128	chr22(.):22594199-22604926	0.2115
NR_030755	chr22(.):23160269-23170365	0.6038
NM_001178126	chr22(.):23224959-23243013	3.93
NM_004914	chr22(.):23482512-23511531	0.9006
NM_001024938	chr22(.):24194058-24232725	0.1304
NM_002415	chr22(.):24231564-24242409	0.6939
NM_001024939	chr22(.):24195040-24232725	0.1312
NM_001007468	chr22(.):24124149-24181705	0.2767
NM_001002862	chr22(.):24171689-24186199	0.9844
NM_000675	chr22(.):24818529-24843325	1.559
NR_028484	chr22(.):24820177-24895783	0.588
NM_001008566	chr22(.):26916713-26966370	0.2117
NM_003595	chr22(.):26916713-26991089	0.4844
NR_031615	chr22(.):26946177-26956289	0.4374
NR_003491	chr22(.):27048445-27077440	0.5535
NM_001886	chr22(.):27012927-27031636	0.566
NM_172002	chr22(.):29133042-29158496	0.2769
NM_173510	chr22(.):29163661-29190283	0.5439
NM_001079539	chr22(.):29185547-29201560	2.47
NM_031910	chr22(.):37571205-37589330	0.1032
NM_001051	chr22(.):37597244-37613353	0.4823
NM_013385	chr22(.):37673494-37716389	0.1983
NM_002872	chr22(.):37616309-37645305	1.0557
NR_002821	chr22(.):38735669-38799931	0.6033
NM_004981	chr22(.):38817332-38845033	0.0844
NM_001006666	chr22(.):39431672-39445428	0.4159
NM_004900	chr22(.):39373404-39393783	1.0609
NM_001193289	chr22(.):39348526-39393783	0.9101
NM_152426	chr22(.):39412117-39434256	0.4272
NM_014508	chr22(.):39405264-39419825	0.7616
NM_021822	chr22(.):39468009-39488748	0.6017
NM_181773	chr22(.):39488228-39505072	0.3544
NR_000028	chr22(.):39704823-39714916	0.4697
NR_000027	chr22(.):39706217-39716312	1.0419
NR_000026	chr22(.):39707846-39717901	1.1225
NM_002608	chr22(.):39614684-39645957	0.463
NM_033016	chr22(.):39614684-39641914	0.4748
NR_002439	chr22(.):39710056-39720118	1.1073
NM_006116	chr22(.):39790758-39832887	0.4134
NM_153497	chr22(.):39790758-39838132	0.545
NM_194326	chr22(.):39920097-39933860	0.798
NM_002409	chr22(.):39848324-39893199	0.3563
NM_019008	chr22(.):39893283-39919137	0.7682
NM_182810	chr22(.):39911568-39923691	1.2098
NM_001098270	chr22(.):39878228-39893199	0.1605
NM_152513	chr22(.):42090517-42200459	0.3247
NM_001169111	chr22(.):50956996-50969033	0.9165
NM_024866	chr22(.):50915011-50929866	0.2311
NM_002972	chr22(.):50878430-50918464	0.2864
NM_001185011	chr22(.):50941644-50968209	0.549
NM_001113756	chr22(.):50959181-50973258	1.168
NM_001113755	chr22(.):50959181-50973514	1.1573
NM_001169109	chr22(.):50956996-50969868	1.129
NM_001169110	chr22(.):50956996-50969574	1.0405
NM_001014440	chr22(.):50963837-50976008	1.3124
NM_005138	chr22(.):50956996-50969034	0.9178
NM_017584	chr22(.):50920212-50933750	0.1766
NM_033200	chr22(.):50936375-50951135	0.3314
NM_001145134	chr22(.):51002289-51022096	0.2262
NR_021492	chr22(.):51016454-51027355	0.3696
NM_004377	chr22(.):51002289-51021894	0.2239
NM_001123225	chr22(.):50984540-51006328	0.1176
NM_001145137	chr22(.):51002289-51021506	0.2142
NM_005198	chr22(.):51012386-51026428	0.3044
