GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
NM_000633	chr18(.):60785578-60991613	0.587
NM_001083625	chr18(.):9131757-9290206	0.2162
NM_021074	chr18(.):9097627-9139343	1.0575
NM_005904	chr18(.):46441222-46482081	1.2805
NM_001190823	chr18(.):46441222-46474177	1.1619
NM_001190822	chr18(.):46441222-46480703	1.3227
NM_001039846	chr19(.):2091867-2104583	1.2858
NM_019112	chr19(.):1035101-1070570	0.557
NM_001164605	chr19(.):35640844-35665788	0.3351
NM_018028	chr19(.):39828107-39880537	0.1085
NM_014164	chr19(.):35640624-35665788	0.3335
NR_028406	chr19(.):35640671-35665788	0.3338
NM_020695	chr19(.):1810244-1853452	0.4493
NM_052847	chr19(.):2506217-2707746	1.0654
NM_024038	chr19(.):12836453-12850529	1.0747
NM_014975	chr19(.):12944258-12990766	0.0805
NM_032855	chr19(.):16239837-16274377	1.3162
NM_021235	chr19(.):16467407-16587762	0.3599
NM_006387	chr19(.):16623699-16658263	0.2069
NM_001492	chr19(.):18974360-19011953	0.0681
NM_001398	chr19(.):39301061-39327497	0.1169
NM_001031749	chr19(.):44295078-44311613	0.0959
NM_006801	chr19(.):48880826-48899810	1.4613
NM_024100	chr19(.):979327-999569	0.3841
NM_004368	chr19(.):1021297-1044064	0.8385
NM_033420	chr19(.):1004649-1026141	0.5959
NM_138690	chr19(.):995436-1014723	0.1509
NM_012292	chr19(.):1062173-1091627	0.4542
NM_001280	chr19(.):1264266-1278171	1.4113
NM_017914	chr19(.):1270519-1284243	0.9779
NM_177401	chr19(.):1243551-1264142	0.6371
NM_001001975	chr19(.):1236748-1249824	0.6594
NM_001405	chr19(.):1281167-1304944	0.1113
NM_152769	chr19(.):1224946-1242990	0.2278
NR_027271	chr19(.):1262469-1275259	0.634
NR_023313	chr19(.):1264266-1279809	1.2765
NM_001136139	chr19(.):1604291-1655286	0.6938
NM_003200	chr19(.):1604291-1657326	0.673
NM_006830	chr19(.):1592153-1610483	0.611
NM_138813	chr19(.):1777073-1817270	0.1316
NM_001178002	chr19(.):1777073-1817199	0.1319
NR_031730	chr19(.):1811157-1821237	0.1945
NR_034114	chr19(.):1817087-1829542	0.091
NM_031918	chr19(.):1847397-1868564	1.4596
NM_138422	chr19(.):1900416-1918446	0.2804
NM_001130111	chr19(.):1871974-1890518	0.4151
NM_079834	chr19(.):1900372-1931012	0.2523
NM_017572	chr19(.):2032469-2056243	0.4942
NM_017797	chr19(.):1980446-2020702	0.1071
NM_130807	chr19(.):2066034-2101269	2.0844
NM_004152	chr19(.):2264519-2278487	0.623
NM_018049	chr19(.):2228154-2241328	1.408
NM_000479	chr19(.):2244112-2257072	0.7743
NM_198532	chr19(.):2269630-2287181	0.449
NR_031596	chr19(.):2229060-2239148	1.7063
NM_007165	chr19(.):2231815-2253678	0.8936
NM_144616	chr19(.):2247249-2261422	1.1791
NM_001101391	chr19(.):2284773-2313156	0.2527
NR_036207	chr19(.):2245637-2255717	0.2435
NM_032737	chr19(.):2423163-2461958	0.6376
NM_012458	chr19(.):2420621-2432875	0.9878
NM_015675	chr19(.):2471122-2483257	1.3699
NM_001379	chr19(.):10239021-10310755	0.2175
NM_004230	chr19(.):10327108-10346948	0.844
NR_036206	chr19(.):10336088-10346161	0.5513
NM_001544	chr19(.):10392649-10404198	0.1438
NM_015956	chr19(.):10357639-10375721	0.2003
NM_000201	chr19(.):10376516-10402291	0.1681
NM_001080997	chr19(.):12931296-12946207	0.0966
NM_013312	chr19(.):12868816-12891434	0.2017
NM_004317	chr19(.):12843305-12864137	0.7367
NM_181738	chr19(.):12906426-12917694	0.3896
NM_017682	chr19(.):12858406-12874271	0.0827
NM_002229	chr19(.):12897309-12909125	0.9461
NM_031429	chr19(.):12931295-12951230	0.1018
NM_006397	chr19(.):12912427-12929462	0.2465
NM_005809	chr19(.):12902633-12917694	0.7268
NM_023072	chr19(.):13901273-13948044	0.1471
NR_029613	chr19(.):13980512-13990622	0.0966
NR_036515	chr19(.):13940329-13952103	0.8308
NM_001098622	chr19(.):13982949-13996571	0.3085
NR_030179	chr19(.):13980688-13990825	0.1039
NR_029497	chr19(.):13942100-13952173	0.9728
NR_029495	chr19(.):13942400-13952473	1.0428
NR_029501	chr19(.):13942253-13952331	1.0104
NM_005370	chr19(.):16217489-16249445	0.8909
NM_001145160	chr19(.):16173316-16218813	0.5861
NR_024335	chr19(.):16139522-16157918	0.0997
NR_024336	chr19(.):16140288-16157918	0.1036
NM_003290	chr19(.):16182134-16218813	0.5911
NM_032493	chr19(.):16303664-16351156	0.0927
NM_054113	chr19(.):16267178-16289286	0.3508
NM_014077	chr19(.):16291234-16307857	0.2186
NM_032207	chr19(.):16602204-16637163	0.082
NM_145046	chr19(.):16584874-16612003	0.0881
NM_024881	chr19(.):16655647-16688193	0.1382
NM_004831	chr19(.):16680717-16744015	1.0187
NM_001145724	chr19(.):19035009-19054858	0.3244
NM_001145722	chr19(.):19035009-19056113	0.348
NM_001145721	chr19(.):19035009-19056161	0.3485
NR_027297	chr19(.):19035009-19055444	0.3358
NM_007263	chr19(.):19005322-19035199	0.2621
NM_004838	chr19(.):19035009-19057041	0.3702
NM_019070	chr19(.):19025483-19044442	0.3915
NM_015925	chr19(.):35734558-35763867	0.8491
NM_152481	chr19(.):35710703-35724628	0.0927
NM_006149	chr19(.):39287310-39308740	0.0514
NM_012237	chr19(.):39364194-39395463	0.2617
NM_001005335	chr19(.):39322027-39347979	0.8656
NM_001001716	chr19(.):39385614-39404534	0.2265
NM_001533	chr19(.):39322027-39345617	0.8981
NM_001193286	chr19(.):39364194-39395502	0.2614
NR_034146	chr19(.):39364194-39389795	0.1963
NM_001195833	chr19(.):39353471-39373919	0.2427
NM_003407	chr19(.):39892486-39905045	3.9689
NM_003169	chr19(.):39931287-39972308	0.2454
NM_001130825	chr19(.):39931185-39972308	0.247
NM_019088	chr19(.):39871269-39886679	0.4918
NM_017592	chr19(.):39876962-39896203	2.4253
NM_001020	chr19(.):39918846-39931618	0.6598
NM_022835	chr19(.):39898749-39924055	0.6358
NM_001098506	chr19(.):42077530-42098197	0.1004
NM_019612	chr19(.):44215213-44229169	0.0903
NM_019108	chr19(.):44230300-44264142	0.3027
NM_002250	chr19(.):44265684-44290409	0.5229
NM_178511	chr19(.):47773141-47783980	0.735
NM_001127240	chr19(.):47719080-47741023	0.7762
NM_014417	chr19(.):47719078-47739451	0.8321
NM_015603	chr19(.):47754730-47780210	0.6525
NR_036159	chr19(.):47725200-47735276	1.5274
NR_036158	chr19(.):47725198-47735278	1.5269
NM_018273	chr19(.):48830615-48872186	0.4552
NM_012451	chr19(.):48862650-48884634	1.0009
NM_031485	chr19(.):48944029-48962164	0.2724
NM_000836	chr19(.):48893131-48953188	0.3506
NM_032836	chr19(.):56097736-56115893	0.6509
NM_007279	chr19(.):56160415-56191082	0.6227
NM_207115	chr19(.):56147391-56159836	0.4126
NM_153219	chr19(.):56106729-56119504	1.0845
NM_203374	chr19(.):56127106-56140941	0.1545
NM_016535	chr19(.):56149985-56161989	0.4409
NM_013301	chr19(.):56153953-56169526	1.0845
NM_001163423	chr19(.):56148462-56159836	0.4463
NM_016202	chr19(.):56148417-56159836	0.4448
NM_001130072	chr19(.):56181560-56212133	0.1927
NM_001130071	chr19(.):56182990-56212133	0.1977
NM_001195605	chr19(.):56119958-56134907	0.0416
NM_007050	chr20(.):40696391-41823557	0.1163
NM_001042472	chr20(.):25275849-25376477	0.7994
NM_015600	chr20(.):25270378-25376477	0.8145
NM_001191	chr20(.):30247260-30315656	1.2104
NM_015568	chr20(.):37429347-37556667	0.7328
NM_032883	chr20(.):42539781-42703254	0.6829
NM_001098798	chr20(.):42569535-42703254	0.7678
NM_001098797	chr20(.):42538491-42703254	0.6806
NM_000022	chr20(.):43243162-43285376	0.5805
NM_183048	chr20(.):45833380-45990474	0.2131
NM_001136021	chr20(.):50002764-50184168	0.1896
NM_012340	chr20(.):50002764-50164258	0.2042
NR_036162	chr20(.):50064441-50074514	0.0609
NM_183425	chr20(.):55961462-55989386	1.0006
NM_080618	chr20(.):56067223-56105154	0.1785
NM_002531	chr20(.):61335188-61399123	0.1045
NM_013248	chr20(.):23326372-23340408	0.8738
NM_022482	chr20(.):23340020-23358683	0.4144
NM_002862	chr20(.):25223705-25283648	0.8946
NM_032609	chr20(.):30220690-30237800	0.0938
NM_012112	chr20(.):30321903-30394603	0.0864
NM_176812	chr20(.):32394109-32447173	0.9704
NM_030919	chr20(.):37549954-37586703	0.1268
NR_034104	chr20(.):43280091-43305380	0.1976
NR_024594	chr20(.):45942245-45954498	0.0661
NM_001015885	chr20(.):55921617-55958519	0.1789
NM_003610	chr20(.):55921144-55958519	0.1789
NM_001190472	chr20(.):55928495-55939878	0.0873
NR_024470	chr20(.):61289378-61302973	0.1314
NM_016354	chr20(.):61268796-61308647	0.9781
NM_001033515	chr21(.):9902193-9973585	0.4376
NM_001146078	chr21(.):37827919-37919898	0.4401
NM_001146077	chr21(.):37827919-37953867	0.3624
NM_006198	chr21(.):41234346-41306322	0.4059
NM_016818	chr21(.):43634266-43722354	0.5955
NM_173568	chr21(.):43486425-43568105	0.3982
NM_207174	chr21(.):43635007-43722354	0.5997
NM_207629	chr21(.):43631186-43722354	0.5803
NM_207627	chr21(.):43614798-43722354	0.5262
NM_207628	chr21(.):43614921-43722354	0.5266
NM_001199527	chr21(.):43478067-43568105	0.7938
NM_003683	chr21(.):45204417-45228983	0.3056
NM_001100421	chr21(.):19156283-19196703	0.6681
NM_000629	chr21(.):34692213-34737128	0.5316
NM_005534	chr21(.):34770201-34814828	0.3421
NR_027243	chr21(.):43517243-43533644	0.5275
NM_000394	chr21(.):44584140-44597913	1.7757
NM_000100	chr21(.):45188830-45201259	0.985
NR_026961	chr21(.):45220638-45237448	0.1308
NM_005049	chr21(.):45522207-45556063	0.2742
NM_198155	chr21(.):45548493-45570605	1.4736
NM_000383	chr21(.):45700762-45723102	0.5123
NM_175867	chr21(.):45661222-45687099	0.9389
NM_015259	chr21(.):45641721-45665834	1.0769
NM_000658	chr21(.):45705273-45723110	0.6017
NM_004327	chr22(.):23517551-23665224	0.1935
NM_014433	chr22(.):23396592-23489241	0.3564
NM_001887	chr22(.):26990361-27018991	1.0185
NM_007194	chr22(.):29078730-29142822	0.1084
NM_001002880	chr22(.):39047657-39074855	0.66
NM_001003406	chr22(.):39961757-40090740	0.1003
NM_138433	chr22(.):50981461-50994452	0.1408
NR_030755	chr22(.):23160269-23170365	0.6548
NM_001178126	chr22(.):23224959-23243013	5.9496
NM_004914	chr22(.):23482512-23511531	0.6232
NM_001024938	chr22(.):24194058-24232725	0.1474
NM_002415	chr22(.):24231564-24242409	0.5827
NM_001024939	chr22(.):24195040-24232725	0.1486
NM_001007468	chr22(.):24124149-24181705	0.3599
NM_001002862	chr22(.):24171689-24186199	1.3465
NM_000675	chr22(.):24818529-24843325	0.9405
NR_028484	chr22(.):24820177-24895783	0.3853
NM_001008566	chr22(.):26916713-26966370	0.1435
NM_003595	chr22(.):26916713-26991089	0.346
NR_031615	chr22(.):26946177-26956289	0.2686
NR_003491	chr22(.):27048445-27077440	0.5045
NM_001886	chr22(.):27012927-27031636	0.4303
NM_172002	chr22(.):29133042-29158496	0.2417
NM_173510	chr22(.):29163661-29190283	0.6327
NM_001079539	chr22(.):29185547-29201560	3.0439
NM_031910	chr22(.):37571205-37589330	0.1018
NM_001051	chr22(.):37597244-37613353	0.3272
NM_013385	chr22(.):37673494-37716389	0.1531
NM_002872	chr22(.):37616309-37645305	0.8245
NR_002821	chr22(.):38735669-38799931	0.3944
NM_004981	chr22(.):38817332-38845033	0.087
NM_001013647	chr22(.):38969124-39057634	0.262
NM_004286	chr22(.):39096806-39134592	0.6657
NM_020243	chr22(.):39072953-39085766	0.1834
NM_014876	chr22(.):39076547-39101459	0.9793
NM_015374	chr22(.):39125734-39156947	0.6489
NM_001006666	chr22(.):39431672-39445428	0.4623
NM_004900	chr22(.):39373404-39393783	0.8774
NM_001193289	chr22(.):39348526-39393783	0.7352
NM_152426	chr22(.):39412117-39434256	0.3206
NM_014508	chr22(.):39405264-39419825	0.5693
NM_021822	chr22(.):39468009-39488748	0.6849
NM_181773	chr22(.):39488228-39505072	0.328
NR_000028	chr22(.):39704823-39714916	0.2856
NR_000027	chr22(.):39706217-39716312	0.859
NR_000026	chr22(.):39707846-39717901	0.9047
NM_002608	chr22(.):39614684-39645957	0.3741
NM_033016	chr22(.):39614684-39641914	0.3987
NM_006116	chr22(.):39790758-39832887	0.3092
NM_153497	chr22(.):39790758-39838132	0.4052
NM_194326	chr22(.):39920097-39933860	0.5979
NM_002409	chr22(.):39848324-39893199	0.2691
NM_019008	chr22(.):39893283-39919137	0.7414
NM_182810	chr22(.):39911568-39923691	1.2481
NM_001098270	chr22(.):39878228-39893199	0.1144
NM_001169111	chr22(.):50956996-50969033	1.0095
NM_024866	chr22(.):50915011-50929866	0.2209
NM_002972	chr22(.):50878430-50918464	0.3057
NM_001185011	chr22(.):50941644-50968209	0.6904
NM_001113756	chr22(.):50959181-50973258	1.0633
NM_001113755	chr22(.):50959181-50973514	1.0473
NM_001169109	chr22(.):50956996-50969868	1.107
NM_001169110	chr22(.):50956996-50969574	1.0756
NM_001014440	chr22(.):50963837-50976008	1.0686
NM_005138	chr22(.):50956996-50969034	1.0096
NM_017584	chr22(.):50920212-50933750	0.1625
NM_033200	chr22(.):50936375-50951135	0.5219
NM_001145134	chr22(.):51002289-51022096	0.3234
NR_021492	chr22(.):51016454-51027355	0.5545
NM_004377	chr22(.):51002289-51021894	0.3191
NM_001123225	chr22(.):50984540-51006328	0.0998
NM_001145137	chr22(.):51002289-51021506	0.294
NM_005198	chr22(.):51012386-51026428	0.4443
