REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_15644_lociStitched	chr18	20807373	20823873	5	12753	18135.15	334	1	CABLES1		CABLES1	CABLES1	0.5348	334	1
3_MACS_peak_8352_lociStitched	chr12	122227168	122243314	3	12729	36895.2246	335	1	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.4552	335	1
3_MACS_peak_15867_lociStitched	chr18	49917326	49930106	3	12714	26214.336	336	1	DCC		DCC	DCC	0.0876	336	1
4_MACS_peak_10264_lociStitched	chr14	102275506	102294295	4	12714	18676.266	337	1	PPP2R5C		PPP2R5C	PPP2R5C	0.3692	337	1
5_MACS_peak_18312_lociStitched	chr2	8617060	8630829	5	12712	23211.7802	338	1			C2orf46	C2orf46	NONE	338	1
2_MACS_peak_15095_lociStitched	chr17	73307363	73320255	2	12710	23178.5268	339	1	GRB2	MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	MIF4GD	1.0599	339	1
2_MACS_peak_30441_lociStitched	chr6	159453395	159466166	2	12682	18600.9615	340	1	TAGAP	RSPH3	TAGAP	TAGAP	0.9747	340	1
8_MACS_peak_11396_lociStitched	chr15	77279628	77296923	8	12649	15003.4125	341	1	PSTPIP1		PSTPIP1	PSTPIP1	0.527	341	1
3_MACS_peak_15659_lociStitched	chr18	21151951	21167755	3	12648	21619.872	342	1	NPC1		NPC1	NPC1	0.4317	342	1
8_MACS_peak_31076_lociStitched	chr7	38384228	38408464	8	12643	17631.69	343	1			TARP	TARP	NONE	343	1
5_MACS_peak_27184_lociStitched	chr5	55436941	55452957	5	12640	21684.0624	344	1	ANKRD55		ANKRD55	ANKRD55	0.2437	344	1
3_MACS_peak_1010_lociStitched	chr1	40355978	40368735	3	12631	17649.3095	345	1	MYCL1	TRIT1	MYCL1	MYCL1	1.0892	345	1
5_MACS_peak_12201_lociStitched	chr16	11821525	11838149	5	12629	17227.4512	346	1	TXNDC11		TXNDC11	TXNDC11	0.557	346	1
6_MACS_peak_29110_lociStitched	chr6	31788659	31809926	6	12629	25665.0156	347	1	HSPA1B,C6orf48,SNORD48,SNORD52	HSPA1A,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	C6orf48	C6orf48	0.9426	347	1
5_MACS_peak_4431_lociStitched	chr10	80826275	80841632	5	12625	21289.4091	348	1	ZMIZ1,LOC283050		ZMIZ1	ZMIZ1	0.5999	348	1
5_MACS_peak_33409_lociStitched	chr8	101309444	101323753	5	12604	21482.1017	349	1	RNF19A		RNF19A	RNF19A	0.5322	349	1
3_MACS_peak_11008_lociStitched	chr15	60938722	60954261	3	12592	15588.7248	350	1	RORA	RORA	RORA	RORA	1.2407	350	1
2_MACS_peak_19660_lociStitched	chr2	112455591	112469143	2	12583	30399.8464	351	1			ANAPC1	ANAPC1	NONE	351	1
3_MACS_peak_23850_lociStitched	chr3	45694349	45710035	3	12565	17213.8164	352	1	LIMD1	SACM1L,LOC644714	LOC644714	LOC644714	0.4872	352	1
3_MACS_peak_1558_lociStitched	chr1	93415996	93429232	3	12563	19335.1488	353	1	FAM69A		FAM69A	FAM69A	0.2195	353	1
6_MACS_peak_2830_lociStitched	chr1	200846895	200863204	6	12557	22299.2957	354	1	C1orf106	GPR25,C1orf106	C1orf106	GPR25	1.0166	354	1
1_MACS_peak_7636_lociStitched	chr12	57844993	57857500	1	12508	32653.2756	355	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	2.5378	355	1
5_MACS_peak_22175_lociStitched	chr21	43804549	43821181	5	12498	29566.7064	356	1	TMPRSS3	UBASH3A,TFF2,TFF1	TMPRSS3	TMPRSS3	0.9682	356	1
4_MACS_peak_3006_lociStitched	chr1	206724941	206739981	4	12497	29364.096	357	1	RASSF5	LGTN	RASSF5	RASSF5	0.6625	357	1
3_MACS_peak_34191_lociStitched	chr9	33443755	33459825	3	12491	31291.504	358	1	AQP3	AQP7,NOL6	AQP3	AQP3	0.7137	358	1
3_MACS_peak_22992_lociStitched	chr22	38782346	38795837	3	12484	21066.1965	359	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.4268	359	1
3_MACS_peak_30830_lociStitched	chr7	22757212	22771382	3	12464	29582.709	360	1	IL6		IL6	IL6	1.5888	360	1
4_MACS_peak_14528_lociStitched	chr17	44253366	44272451	4	12449	23907.7795	361	1	LOC644246,KIAA1267		KIAA1267	KIAA1267	0.3033	361	1
2_MACS_peak_15152_lociStitched	chr17	74257498	74270039	2	12401	35855.9731	362	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	2.287	362	1
3_MACS_peak_31212_lociStitched	chr7	47510682	47527208	3	12335	32042.2614	363	1	TNS3		TNS3	TNS3	0.4551	363	1
4_MACS_peak_2234_lociStitched	chr1	154817497	154837411	4	12315	30440.5404	364	1	KCNN3		KCNN3	KCNN3	0.3835	364	1
3_MACS_peak_7483_lociStitched	chr12	53591488	53607221	3	12309	19139.1945	365	1	ITGB7,RARG	ZNF740,MFSD5,CSAD	ITGB7	ITGB7	0.7962	365	1
6_MACS_peak_20384_lociStitched	chr2	201920273	201941210	6	12305	16014.7113	366	1	NDUFB3,FAM126B	CFLAR	FAM126B	CFLAR	1.042	366	1
2_MACS_peak_23415_lociStitched	chr3	5014631	5029390	2	12289	30100.9805	367	1	BHLHE40		BHLHE40	BHLHE40	1.9074	367	1
4_MACS_peak_29855_lociStitched	chr6	106576727	106595351	4	12283	15701.8944	368	1		PRDM1	PRDM1	PRDM1	0.9675	368	1
1_MACS_peak_31662_lociStitched	chr7	97909589	97921846	1	12258	30615.5346	369	1	BRI3,BAIAP2L1	TECPR1	BRI3	BRI3	1.6022	369	1
4_MACS_peak_18565_lociStitched	chr2	27292641	27310673	4	12235	22630.16	370	1	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.9514	370	1
2_MACS_peak_20620_lociStitched	chr2	227653810	227666689	2	12220	27734.9265	371	1	IRS1	RHBDD1	IRS1	IRS1	0.5336	371	1
1_MACS_peak_20756_lociStitched	chr2	236402273	236414489	1	12217	14863.2072	372	1	AGAP1		AGAP1	AGAP1	0.0937	372	1
2_MACS_peak_29586_lociStitched	chr6	56702897	56717576	2	12211	21697.0299	373	1			BEND6	BEND6	NONE	373	1
5_MACS_peak_16220_lociStitched	chr19	2455365	2480287	5	12211	32889.5634	374	1	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.6305	374	1
4_MACS_peak_29049_lociStitched	chr6	30646832	30660416	4	12198	22702.9392	375	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1869	375	1
5_MACS_peak_20694_lociStitched	chr2	232526339	232546974	5	12141	28552.6495	376	1		PTMA,MIR1244-1	PTMA	PTMA	1.8252	376	1
1_MACS_peak_494_lociStitched	chr1	23849111	23861209	1	12099	30903.1312	377	1	E2F2	ASAP3,ID3	E2F2	ID3	1.4225	377	1
6_MACS_peak_26772_lociStitched	chr4	186172994	186189505	6	12059	11546.1423	378	1	SNX25	KIAA1430	SNX25	SNX25	0.1751	378	1
4_MACS_peak_17509_lociStitched	chr19	42036132	42049109	4	12029	16234.227	379	1		CEACAM21	CEACAM21	CEACAM21	0.1174	379	1
9_MACS_peak_5985_lociStitched	chr11	64835560	64858350	9	11996	16208.248	380	1	ZFPL1,CDCA5	SNX15,SAC3D1,C11orf2,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	CDCA5	ZNHIT2	1.0978	380	1
2_MACS_peak_18678_lociStitched	chr2	33712603	33724650	2	11992	22695.3433	381	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.4532	381	1
7_MACS_peak_15145_lociStitched	chr17	74221913	74244017	7	11978	23836.9536	382	1	RNF157	FAM100B	RNF157	FAM100B	2.287	382	1
5_MACS_peak_33421_lociStitched	chr8	101440459	101456662	5	11967	18879.7356	383	1			ANKRD46	ANKRD46	NONE	383	1
3_MACS_peak_9416_lociStitched	chr14	33402890	33415353	3	11957	31656.02	384	1	NPAS3		NPAS3	NPAS3	0.1411	384	1
2_MACS_peak_34467_lociStitched	chr9	86312491	86324445	2	11951	23018.6224	385	1	UBQLN1		UBQLN1	UBQLN1	0.5	385	1
6_MACS_peak_7055_lociStitched	chr12	10241075	10255753	6	11909	12849.1212	386	1	CLEC1A	CLEC7A	CLEC1A	CLEC1A	0.4051	386	1
5_MACS_peak_22930_lociStitched	chr22	38019708	38037396	5	11871	17866.6488	387	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	LGALS1	0.6241	387	1
3_MACS_peak_9498_lociStitched	chr14	50085850	50103187	3	11798	24533.5887	388	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29	MGAT2	MGAT2	1.0226	388	1
2_MACS_peak_28358_lociStitched	chr5	173209066	173223506	2	11795	31587.5	389	1			CPEB4	CPEB4	0.9058	389	1
3_MACS_peak_26270_lociStitched	chr4	113200007	113212618	3	11793	23513.2095	390	1	TIFA	AP1AR,ALPK1	TIFA	TIFA	1.2075	390	1
3_MACS_peak_16197_lociStitched	chr19	2082998	2099342	3	11782	23698.8	391	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MKNK2	1.1129	391	1
1_MACS_peak_3916_lociStitched	chr10	23727151	23738923	1	11773	21269.6496	392	1	OTUD1		OTUD1	OTUD1	1.4787	392	1
7_MACS_peak_27860_lociStitched	chr5	133872306	133892129	7	11753	12668.8793	393	1	PHF15		PHF15	PHF15	0.5498	393	1
6_MACS_peak_25970_lociStitched	chr4	71521905	71534007	6	11737	8875.6068	394	1	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.4823	394	1
7_MACS_peak_32274_lociStitched	chr7	142237297	142256293	7	11735	13354.188	395	1			MTRNR2L6	MTRNR2L6	NONE	395	1
6_MACS_peak_21453_lociStitched	chr20	42305653	42321234	6	11730	22579.9852	396	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.7919	396	1
4_MACS_peak_10027_lociStitched	chr14	89891377	89903287	4	11726	16894.335	397	1	FOXN3	LOC400236,FOXN3	LOC400236	LOC400236	0.8768	397	1
1_MACS_peak_20364_lociStitched	chr2	201237690	201249397	1	11708	14216.9808	398	1	SPATS2L		SPATS2L	SPATS2L	0.2314	398	1
3_MACS_peak_33414_lociStitched	chr8	101336579	101351880	3	11677	16486.8275	399	1		RNF19A	RNF19A	RNF19A	0.5322	399	1
3_MACS_peak_34975_lociStitched	chr9	126079330	126092244	3	11666	16239.355	400	1		CRB2,STRBP	CRB2	STRBP	0.3148	400	1
3_MACS_peak_1720_lociStitched	chr1	111169208	111181337	3	11662	31124.2269	401	1		KCNA2,KCNA3	KCNA2	KCNA3	1.3282	401	1
2_MACS_peak_21215_lociStitched	chr20	31251313	31262984	2	11652	27488.7063	402	1		C20orf203	C20orf203	C20orf203	0.1803	402	1
5_MACS_peak_16445_lociStitched	chr19	7178754	7199214	5	11648	20531.61	403	1	INSR		INSR	INSR	0.4804	403	1
4_MACS_peak_22406_lociStitched	chr22	18547294	18562977	4	11638	15356.7936	404	1	PEX26	FLJ41941,TUBA8,MICAL3	PEX26	PEX26	0.9103	404	1
1_MACS_peak_2348_lociStitched	chr1	156626888	156638518	1	11631	43796.254	405	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	1.3505	405	1
5_MACS_peak_27038_lociStitched	chr5	32205754	32219601	5	11618	23226.9578	406	1		GOLPH3	GOLPH3	GOLPH3	0.3405	406	1
1_MACS_peak_35199_lociStitched	chr9	132646154	132657742	1	11589	25714.9308	407	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.5062	407	1
3_MACS_peak_21864_lociStitched	chr20	62357765	62372964	3	11575	27589.2248	408	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.3388	408	1
5_MACS_peak_12608_lociStitched	chr16	30562407	30584356	5	11566	23134.246	409	1	ZNF764,ZNF688	ZNF768,ZNF747,ZNF785,ZNF689	ZNF764	ZNF747	1.0916	409	1
1_MACS_peak_2646_lociStitched	chr1	178540979	178552527	1	11549	43117.9224	410	1		C1orf220	C1orf220	C1orf220	0.8402	410	1
3_MACS_peak_3348_lociStitched	chr1	228665931	228680047	3	11534	37723.5984	411	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	1.8193	411	1
2_MACS_peak_33432_lociStitched	chr8	101501192	101513254	2	11527	21156.748	412	1			ANKRD46	ANKRD46	NONE	412	1
2_MACS_peak_2420_lociStitched	chr1	160674947	160687747	2	11514	29605.12	413	1	CD48	SLAMF7	CD48	CD48	1.0618	413	1
3_MACS_peak_2836_lociStitched	chr1	200984181	200996215	3	11474	30064.5422	414	1	KIF21B		KIF21B	KIF21B	0.5777	414	1
5_MACS_peak_18842_lociStitched	chr2	46789198	46803066	5	11467	13248.1004	415	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.5765	415	1
6_MACS_peak_21926_lociStitched	chr21	19147286	19167488	6	11439	17107.0536	416	1	C21orf91		C21orf91	C21orf91	0.4608	416	1
1_MACS_peak_3864_lociStitched	chr10	15826265	15837693	1	11429	24201.0756	417	1	FAM188A		ITGA8	ITGA8	NONE	417	1
4_MACS_peak_31180_lociStitched	chr7	45034378	45047938	4	11422	19811.16	418	1	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	SNORA9	0.6911	418	1
4_MACS_peak_34929_lociStitched	chr9	123686818	123703419	4	11422	22099.2512	419	1	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.8092	419	1
4_MACS_peak_4302_lociStitched	chr10	74006965	74024634	4	11394	25137.6863	420	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.611	420	1
6_MACS_peak_35623_lociStitched	chrX	19816349	19832677	6	11386	11132.4304	421	1	SH3KBP1		SH3KBP1	SH3KBP1	0.2274	421	1
4_MACS_peak_14566_lociStitched	chr17	45725632	45742007	4	11351	23234.4875	422	1	KPNB1	TBKBP1	KPNB1	KPNB1	0.6256	422	1
2_MACS_peak_8167_lociStitched	chr12	113337678	113349075	2	11345	17469.3216	423	1	OAS1	OAS3	OAS1	OAS1	0.739	423	1
4_MACS_peak_22614_lociStitched	chr22	24177367	24192240	4	11339	28410.4046	424	1	DERL3	SMARCB1,SLC2A11,MIF	DERL3	MIF	0.8835	424	1
1_MACS_peak_27046_lociStitched	chr5	32273886	32285220	1	11335	19119.3246	425	1	MTMR12		MTMR12	MTMR12	0.5201	425	1
6_MACS_peak_5084_lociStitched	chr10	128147068	128166199	6	11322	13322.8284	426	1	C10orf90		C10orf90	C10orf90	0.3967	426	1
10_MACS_peak_12538_lociStitched	chr16	29605186	29625567	10	11296	16398.5526	427	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	0.7386	427	1
5_MACS_peak_20404_lociStitched	chr2	202112782	202128031	5	11276	17850.4794	428	1	CASP8		CASP8	CASP8	0.4931	428	1
4_MACS_peak_15325_lociStitched	chr17	78225957	78238841	4	11255	21627.0824	429	1	SLC26A11,RNF213	SGSH	RNF213	SGSH	0.3732	429	1
4_MACS_peak_4038_lociStitched	chr10	38434004	38446520	4	11234	13473.474	430	1		LOC100129055	LOC100129055	LOC100129055	0.056	430	1
4_MACS_peak_8394_lociStitched	chr12	123410805	123423828	4	11234	15690.1104	431	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	1.228	431	1
6_MACS_peak_4133_lociStitched	chr10	50276715	50290040	6	11232	16327.1225	432	1	C10orf72		C10orf72	C10orf72	0.4883	432	1
4_MACS_peak_23476_lociStitched	chr3	10225499	10241852	4	11228	13788.8496	433	1	IRAK2	VHL,TATDN2	IRAK2	IRAK2	0.4014	433	1
5_MACS_peak_25714_lociStitched	chr4	14868887	14886167	5	11226	12545.28	434	1			CPEB2	CPEB2	0.385	434	1
4_MACS_peak_34559_lociStitched	chr9	94569723	94581302	4	11205	21921.3628	435	1	ROR2		ROR2	ROR2	0.4384	435	1
2_MACS_peak_21504_lociStitched	chr20	43269902	43282005	2	11200	22222.3183	436	1	ADA	LOC79015	ADA	ADA	0.6382	436	1
4_MACS_peak_17786_lociStitched	chr19	48823075	48837832	4	11187	23425.2618	437	1	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	EMP3	1.5341	437	1
5_MACS_peak_505_lociStitched	chr1	23937136	23955979	5	11167	20968.4904	438	1	MDS2		MDS2	MDS2	0.3836	438	1
2_MACS_peak_34571_lociStitched	chr9	94704951	94717575	2	11163	25746.648	439	1	ROR2		ROR2	ROR2	0.4384	439	1
3_MACS_peak_3344_lociStitched	chr1	228643026	228654207	3	11153	17409.9351	440	1	HIST3H2BB,HIST3H2A	RNF187,TRIM11,TRIM17,HIST3H3	HIST3H2BB	RNF187	1.8193	440	1
4_MACS_peak_11738_lociStitched	chr15	93360682	93384277	4	11140	27700.53	441	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	1.132	441	1
8_MACS_peak_22577_lociStitched	chr22	23470289	23488441	8	11132	22544.784	442	1	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.381	442	1
3_MACS_peak_17615_lociStitched	chr19	45244834	45260258	3	11131	24644.4672	443	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.1643	443	1
2_MACS_peak_35244_lociStitched	chr9	134542715	134555468	2	11108	22386.6162	444	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3605	444	1
3_MACS_peak_24266_lociStitched	chr3	72022059	72035862	3	11101	19923.2502	445	1			PROK2	PROK2	0.7286	445	1
2_MACS_peak_15641_lociStitched	chr18	20711534	20724466	2	11086	22184.846	446	1	CABLES1	CABLES1	CABLES1	CABLES1	0.5348	446	1
3_MACS_peak_28414_lociStitched	chr5	176727156	176740801	3	11079	17263.654	447	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	1.0885	447	1
3_MACS_peak_10153_lociStitched	chr14	94419695	94431040	3	11047	23059.847	448	1	ASB2	FAM181A,C14orf48,C14orf86	ASB2	ASB2	0.675	448	1
2_MACS_peak_33384_lociStitched	chr8	98654866	98666106	2	11022	21448.168	449	1	MTDH		MTDH	MTDH	0.3138	449	1
3_MACS_peak_30114_lociStitched	chr6	134489118	134500287	3	10952	22535.6913	450	1	SGK1		SGK1	SGK1	0.4378	450	1
3_MACS_peak_8260_lociStitched	chr12	120628508	120640616	3	10943	17577.1836	451	1	GCN1L1,RPLP0	PXN	GCN1L1	GCN1L1	0.3776	451	1
5_MACS_peak_3058_lociStitched	chr1	209296754	209308746	5	10933	17908.8528	452	1			LOC642587	LOC642587	NONE	452	1
3_MACS_peak_11262_lociStitched	chr15	72514565	72531270	3	10903	31161.507	453	1	PKM2	GRAMD2,PARP6	PKM2	PKM2	0.7498	453	1
3_MACS_peak_32162_lociStitched	chr7	134844132	134857782	3	10891	21091.98	454	1	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.3542	454	1
7_MACS_peak_15788_lociStitched	chr18	43622829	43644794	7	10889	12524.443	455	1	PSTPIP2	HAUS1,ATP5A1	PSTPIP2	ATP5A1	0.348	455	1
3_MACS_peak_11831_lociStitched	chr15	101729902	101743718	3	10888	20402.0872	456	1	CHSY1		CHSY1	CHSY1	0.5783	456	1
1_MACS_peak_22216_lociStitched	chr21	44725204	44736078	1	10875	49677.869	457	1			SIK1	SIK1	1.0404	457	1
4_MACS_peak_15847_lociStitched	chr18	47832473	47848120	4	10871	19236.4218	458	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.6339	458	1
5_MACS_peak_15719_lociStitched	chr18	35009551	35031324	5	10871	18271.9016	459	1	CELF4		CELF4	CELF4	0.1743	459	1
3_MACS_peak_11703_lociStitched	chr15	91464834	91479598	3	10828	27458.0872	460	1	MAN2A2,UNC45A,HDDC3	FES,RCCD1	UNC45A	UNC45A	0.9997	460	1
5_MACS_peak_16622_lociStitched	chr19	10974763	10991345	5	10810	24751.9514	461	1	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	TMED1	0.564	461	1
7_MACS_peak_13664_lociStitched	chr17	8088847	8104172	7	10804	11648.5325	462	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	0.6872	462	1
4_MACS_peak_16885_lociStitched	chr19	16221458	16237617	4	10801	21271.7076	463	1	RAB8A	TPM4,HSH2D,CIB3	RAB8A	RAB8A	0.8416	463	1
6_MACS_peak_20996_lociStitched	chr20	5123859	5139629	6	10797	19054.891	464	1	CDS2	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA	0.6577	464	1
5_MACS_peak_28806_lociStitched	chr6	20400992	20418651	5	10790	20791.7066	465	1	E2F3		E2F3	E2F3	0.2508	465	1
5_MACS_peak_35316_lociStitched	chr9	138354871	138373998	5	10774	23019.3445	466	1	KIAA0649	MRPS2,LCN1,C9orf116	KIAA0649	MRPS2	0.9516	466	1
3_MACS_peak_25003_lociStitched	chr3	164168237	164179567	3	10773	17631.746	467	1			SI	SI	NONE	467	1
1_MACS_peak_2241_lociStitched	chr1	154907726	154918490	1	10765	35903.322	468	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	MIR4258	2.0044	468	1
4_MACS_peak_3596_lociStitched	chr1	246935457	246953668	4	10765	18822.8896	469	1	LOC149134	SCCPDH	LOC149134	LOC149134	0.7514	469	1
6_MACS_peak_31219_lociStitched	chr7	47613783	47630687	6	10764	20217.184	470	1		TNS3	TNS3	TNS3	0.4551	470	1
5_MACS_peak_34545_lociStitched	chr9	94179828	94195988	5	10758	18449.872	471	1	NFIL3		NFIL3	NFIL3	0.6552	471	1
3_MACS_peak_25806_lociStitched	chr4	38307281	38322241	3	10750	16873.384	472	1			KLF3	KLF3	NONE	472	1
2_MACS_peak_2647_lociStitched	chr1	178567769	178578999	2	10711	32306.464	473	1			C1orf220	C1orf220	0.8402	473	1
2_MACS_peak_4884_lociStitched	chr10	112215104	112226003	2	10709	24096.5991	474	1		DUSP5	DUSP5	DUSP5	0.9096	474	1
4_MACS_peak_27047_lociStitched	chr5	32290009	32302012	4	10709	13223.7051	475	1	MTMR12		MTMR12	MTMR12	0.5201	475	1
1_MACS_peak_7606_lociStitched	chr12	57074015	57084720	1	10706	22963.2955	476	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	1.1238	476	1
2_MACS_peak_20208_lociStitched	chr2	182168523	182179799	2	10690	17218.452	477	1			ITGA4	ITGA4	NONE	477	1
3_MACS_peak_630_lociStitched	chr1	26602139	26617791	3	10680	20028.2992	478	1	CCDC21,SH3BGRL3,UBXN11	CD52	SH3BGRL3	CD52	1.2427	478	1
5_MACS_peak_12192_lociStitched	chr16	11761723	11784312	5	10667	14578.9406	479	1	SNN,TXNDC11		SNN	SNN	0.5885	479	1
3_MACS_peak_33673_lociStitched	chr8	126438601	126450994	3	10661	27382.3335	480	1	TRIB1		TRIB1	TRIB1	1.5616	480	1
2_MACS_peak_19279_lociStitched	chr2	86242146	86253479	2	10652	16940.5684	481	1	LOC90784,POLR1A		LOC90784	LOC90784	1.2796	481	1
3_MACS_peak_16657_lociStitched	chr19	11484291	11495735	3	10634	24368.8536	482	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	1.4054	482	1
4_MACS_peak_32933_lociStitched	chr8	39796242	39812173	4	10628	10498.529	483	1	IDO2	IDO1	IDO2	IDO2	0.2299	483	1
6_MACS_peak_2273_lociStitched	chr1	155210289	155232850	6	10613	22757.2807	484	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.979	484	1
1_MACS_peak_29961_lociStitched	chr6	113963297	113973895	1	10599	15859.907	485	1			MARCKS	MARCKS	NONE	485	1
3_MACS_peak_31311_lociStitched	chr7	64011005	64024061	3	10567	14908.6464	486	1	ZNF680	LOC641746	ZNF680	ZNF680	0.3755	486	1
4_MACS_peak_36534_lociStitched	chrX	153188415	153201773	4	10553	29913.9052	487	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.6812	487	1
2_MACS_peak_16571_lociStitched	chr19	10328517	10342962	2	10548	43628.2335	488	1	MIR4322,S1PR2	MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	1.3344	488	1
3_MACS_peak_3400_lociStitched	chr1	230239106	230251104	3	10538	15227.8616	489	1	GALNT2		GALNT2	GALNT2	0.2934	489	1
2_MACS_peak_24664_lociStitched	chr3	128994837	129005403	2	10523	19437.2136	490	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	2.6737	490	1
3_MACS_peak_24698_lociStitched	chr3	130557745	130574967	3	10503	15349.9686	491	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.1808	491	1
2_MACS_peak_33799_lociStitched	chr8	134695871	134707740	2	10502	17268.2081	492	1			ST3GAL1	ST3GAL1	0.5184	492	1
1_MACS_peak_22161_lociStitched	chr21	43476609	43487106	1	10498	38636.3079	493	1	UMODL1	C21orf121,UMODL1,ZNF295,C21orf128	UMODL1	UMODL1	0.8416	493	1
3_MACS_peak_10472_lociStitched	chr15	23659417	23671125	3	10493	19853.2556	494	1			MKRN3	MKRN3	NONE	494	1
2_MACS_peak_927_lociStitched	chr1	37932988	37946135	2	10485	20765.6865	495	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.0111	495	1
3_MACS_peak_2320_lociStitched	chr1	156115509	156128441	3	10464	14152.7808	496	1	SEMA4A	LMNA,SLC25A44	SEMA4A	SLC25A44	0.5237	496	1
4_MACS_peak_3679_lociStitched	chr10	3818136	3829343	4	10457	23666.9426	497	1	KLF6		KLF6	KLF6	1.2717	497	1
6_MACS_peak_6446_lociStitched	chr11	89973206	89990966	6	10445	9775.104	498	1		CHORDC1	CHORDC1	CHORDC1	0.1828	498	1
3_MACS_peak_14818_lociStitched	chr17	57914336	57927068	3	10440	15429.9108	499	1	TMEM49,MIR21	RPS6KB1,TUBD1	MIR21	MIR21	1.0384	499	1
5_MACS_peak_17471_lociStitched	chr19	41106947	41121347	5	10413	15698.88	500	1	LTBP4	SHKBP1	LTBP4	LTBP4	0.453	500	1
3_MACS_peak_24853_lociStitched	chr3	146256843	146272816	3	10412	13680.8745	501	1	PLSCR1	PLSCR2	PLSCR1	PLSCR1	0.2746	501	1
4_MACS_peak_28716_lociStitched	chr6	13268346	13280851	4	10401	18666.2135	502	1	PHACTR1	TBC1D7	TBC1D7	TBC1D7	0.6151	502	1
3_MACS_peak_7907_lociStitched	chr12	96791454	96802694	3	10398	19169.82	503	1	CDK17		CDK17	CDK17	0.1857	503	1
5_MACS_peak_12814_lociStitched	chr16	56892118	56905643	5	10398	13886.1175	504	1	MIR138-2,SLC12A3		SLC12A3	SLC12A3	0.531	504	1
3_MACS_peak_25050_lociStitched	chr3	169755012	169766202	3	10390	27327.099	505	1	GPR160		GPR160	GPR160	0.8154	505	1
3_MACS_peak_25094_lociStitched	chr3	171892632	171908332	3	10389	14070.34	506	1	FNDC3B		FNDC3B	FNDC3B	0.4707	506	1
