REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam
1_MACS_peak_13620_lociStitched	chr17	7358324	7360454	1	2131	3045.261
2_MACS_peak_14555_lociStitched	chr17	45306879	45309009	2	2122	1595.796
1_MACS_peak_23956_lociStitched	chr3	49156902	49159032	1	2131	3648.051
1_MACS_peak_28075_lociStitched	chr5	146566455	146568585	1	2131	2738.754
2_MACS_peak_33367_lociStitched	chr8	96145320	96147450	2	2037	4967.16
2_MACS_peak_1879_lociStitched	chr1	120217810	120219939	2	987	787.9429
1_MACS_peak_2528_lociStitched	chr1	167468204	167470333	1	2130	2033.4079
1_MACS_peak_5420_lociStitched	chr11	12701379	12703508	1	2130	2237.5789999999997
1_MACS_peak_7401_lociStitched	chr12	49960850	49962979	1	2130	4650.374699999999
1_MACS_peak_12844_lociStitched	chr16	57278085	57280214	1	2130	3538.8237999999997
1_MACS_peak_20579_lociStitched	chr2	220070591	220072720	1	2130	3680.8281
1_MACS_peak_20825_lociStitched	chr2	242210647	242212776	1	2130	4587.995
1_MACS_peak_23623_lociStitched	chr3	19987726	19989855	1	2130	4701.4707
1_MACS_peak_24110_lociStitched	chr3	57260932	57263061	1	2130	4068.9448
1_MACS_peak_27480_lociStitched	chr5	90587768	90589897	1	2130	2023.4016000000001
2_MACS_peak_31798_lociStitched	chr7	102118208	102120337	2	2096	3428.5416
1_MACS_peak_32148_lociStitched	chr7	134000335	134002464	1	2130	4925.4415
1_MACS_peak_35239_lociStitched	chr9	134405105	134407234	1	2130	4151.55
1_MACS_peak_5508_lociStitched	chr11	19353259	19355387	1	2129	1980.5295999999998
1_MACS_peak_5569_lociStitched	chr11	32604719	32606847	1	2129	3176.04
1_MACS_peak_10859_lociStitched	chr15	50715642	50717770	1	2129	3705.6992
2_MACS_peak_11855_lociStitched	chr16	102483	104611	2	2120	3215.408
2_MACS_peak_30337_lociStitched	chr6	152963318	152965446	2	2124	2020.3232
1_MACS_peak_2555_lociStitched	chr1	169074600	169076727	1	2128	3170.7189
1_MACS_peak_4233_lociStitched	chr10	70938873	70941000	1	2128	3795.6315
1_MACS_peak_21847_lociStitched	chr20	61903386	61905513	1	2128	2799.3447
1_MACS_peak_22680_lociStitched	chr22	26137353	26139480	1	2128	2166.1367999999998
1_MACS_peak_29594_lociStitched	chr6	56910820	56912947	1	2128	3484.2387
1_MACS_peak_10498_lociStitched	chr15	29091786	29093912	1	2127	2322.8676
1_MACS_peak_11079_lociStitched	chr15	64994071	64996197	1	2127	5444.8986
2_MACS_peak_13448_lociStitched	chr17	1531324	1533450	2	2111	1999.503
1_MACS_peak_19367_lociStitched	chr2	88990092	88992218	1	2127	2786.9734
1_MACS_peak_30405_lociStitched	chr6	158402280	158404406	1	2127	3454.5374
1_MACS_peak_7648_lociStitched	chr12	58025501	58027626	1	2126	5271.4875
1_MACS_peak_12875_lociStitched	chr16	58162169	58164294	1	2126	3286.3125
1_MACS_peak_13186_lociStitched	chr16	81109643	81111768	1	2126	3522.1875
1_MACS_peak_18720_lociStitched	chr2	38151488	38153613	1	2126	6447.674999999999
1_MACS_peak_27564_lociStitched	chr5	100187732	100189857	1	2126	1937.7875000000001
1_MACS_peak_31013_lociStitched	chr7	33168209	33170334	1	2126	3870.9
1_MACS_peak_31242_lociStitched	chr7	48030577	48032702	1	2126	4517.962500000001
1_MACS_peak_2851_lociStitched	chr1	201797386	201799510	1	2125	3974.8536
1_MACS_peak_9849_lociStitched	chr14	73524337	73526461	1	2125	3729.744
2_MACS_peak_11124_lociStitched	chr15	66647871	66649995	2	2122	4869.482400000001
2_MACS_peak_12458_lociStitched	chr16	25041769	25043893	2	2097	2001.4452
1_MACS_peak_19237_lociStitched	chr2	85580566	85582690	1	2125	3215.9484
2_MACS_peak_26310_lociStitched	chr4	120374884	120377008	2	2038	3415.6044
1_MACS_peak_28178_lociStitched	chr5	153689999	153692123	1	2125	2264.184
1_MACS_peak_30505_lociStitched	chr6	167243085	167245209	1	2125	2253.3516
1_MACS_peak_33807_lociStitched	chr8	134828276	134830400	1	2125	2375.694
1_MACS_peak_34350_lociStitched	chr9	66457232	66459356	1	2125	5637.733200000001
2_MACS_peak_4377_lociStitched	chr10	76554463	76556586	2	2020	2526.5823
1_MACS_peak_9232_lociStitched	chr14	21538142	21540265	1	2124	1659.7614
1_MACS_peak_13312_lociStitched	chr16	87798455	87800578	1	2124	4518.1686
2_MACS_peak_23490_lociStitched	chr3	11683621	11685744	2	2048	1310.9525
2_MACS_peak_29652_lociStitched	chr6	75993502	75995625	2	2094	3098.5185
1_MACS_peak_31273_lociStitched	chr7	55432803	55434926	1	2124	5990.469099999999
1_MACS_peak_33068_lociStitched	chr8	57904920	57907043	1	2124	3262.4141
1_MACS_peak_3671_lociStitched	chr10	3510079	3512201	1	2123	2056.4302
1_MACS_peak_5921_lociStitched	chr11	63534949	63537071	1	2123	2518.1774
1_MACS_peak_11506_lociStitched	chr15	82553785	82555907	1	2123	3339.6036000000004
1_MACS_peak_18595_lociStitched	chr2	27993718	27995840	1	2123	5060.969999999999
2_MACS_peak_20616_lociStitched	chr2	227619567	227621689	2	1982	1617.8128
2_MACS_peak_20775_lociStitched	chr2	238968688	238970810	2	2077	3828.5124
1_MACS_peak_20928_lociStitched	chr20	3025789	3027911	1	2123	5192.9584
1_MACS_peak_27444_lociStitched	chr5	87563658	87565780	1	2123	3306.9248000000002
1_MACS_peak_29563_lociStitched	chr6	53199210	53201332	1	2123	2856.212
1_MACS_peak_35044_lociStitched	chr9	129595238	129597360	1	2123	1945.4496
1_MACS_peak_7866_lociStitched	chr12	94852648	94854769	1	2122	4623.3558
2_MACS_peak_11611_lociStitched	chr15	86336831	86338952	2	2106	3639.2118
1_MACS_peak_14538_lociStitched	chr17	44449271	44451392	1	2122	7961.3856000000005
2_MACS_peak_17136_lociStitched	chr19	23098453	23100574	2	1369	833.1288
2_MACS_peak_17428_lociStitched	chr19	40323400	40325521	2	2069	2338.1904
1_MACS_peak_13198_lociStitched	chr16	81649322	81651442	1	2121	3459.2039999999997
1_MACS_peak_14791_lociStitched	chr17	56769411	56771531	1	2121	3798.828
3_MACS_peak_34379_lociStitched	chr9	69354375	69356495	3	2008	1168.968
1_MACS_peak_34691_lociStitched	chr9	100458333	100460453	1	2121	3816.636
2_MACS_peak_6875_lociStitched	chr12	1057612	1059731	2	2093	2511.6507
1_MACS_peak_7977_lociStitched	chr12	104349626	104351745	1	2120	4084.7963
1_MACS_peak_12368_lociStitched	chr16	21433388	21435507	1	2120	1786.7407999999998
1_MACS_peak_29256_lociStitched	chr6	35464167	35466286	1	2120	3175.9572
1_MACS_peak_33811_lociStitched	chr8	135612950	135615069	1	2120	3763.1321000000003
1_MACS_peak_36424_lociStitched	chrX	134908862	134910981	1	2120	2609.7604
1_MACS_peak_27502_lociStitched	chr5	94966756	94968874	1	2119	2429.7696
1_MACS_peak_6703_lociStitched	chr11	119076190	119078307	1	2118	2825.5599
1_MACS_peak_29363_lociStitched	chr6	42531624	42533741	1	2118	3409.2168
1_MACS_peak_1154_lociStitched	chr1	45264682	45266798	1	2117	4684.4008
2_MACS_peak_3479_lociStitched	chr1	234680008	234682124	2	1076	757.9512000000001
1_MACS_peak_11192_lociStitched	chr15	69452042	69454158	1	2117	3690.5156
1_MACS_peak_16687_lociStitched	chr19	12097928	12100044	1	2117	5034.1756000000005
1_MACS_peak_17593_lociStitched	chr19	44554639	44556755	1	2117	3425.1692000000003
2_MACS_peak_21519_lociStitched	chr20	43663223	43665339	2	776	615.5444
1_MACS_peak_24831_lociStitched	chr3	142296454	142298570	1	2117	3244.886
1_MACS_peak_32197_lociStitched	chr7	138915236	138917352	1	2117	4773.696
1_MACS_peak_32575_lociStitched	chr8	8095041	8097157	1	2117	2798.6216
1_MACS_peak_173_lociStitched	chr1	9188117	9190232	1	2116	2617.3125
1_MACS_peak_5840_lociStitched	chr11	61657804	61659919	1	2116	2847.0015000000003
1_MACS_peak_7973_lociStitched	chr12	104234004	104236119	1	2116	3837.879
1_MACS_peak_29372_lociStitched	chr6	42846614	42848729	1	2116	4411.6785
1_MACS_peak_21284_lociStitched	chr20	33263868	33265982	1	2115	2972.9182
1_MACS_peak_29215_lociStitched	chr6	34392535	34394649	1	2115	2899.9851999999996
1_MACS_peak_33285_lociStitched	chr8	82643147	82645261	1	2115	3247.9496
1_MACS_peak_35945_lociStitched	chrX	52986722	52988836	1	2115	1797.1114
1_MACS_peak_36508_lociStitched	chrX	151921096	151923210	1	2115	2484.3728
1_MACS_peak_16937_lociStitched	chr19	17336016	17338129	1	2114	3755.0123
1_MACS_peak_20894_lociStitched	chr20	1098448	1100561	1	2114	2788.1034999999997
2_MACS_peak_36113_lociStitched	chrX	77165508	77167621	2	2112	1459.2377999999999
1_MACS_peak_6108_lociStitched	chr11	66511533	66513645	1	2113	4634.995199999999
1_MACS_peak_9488_lociStitched	chr14	45552489	45554601	1	2113	2945.6064
1_MACS_peak_9909_lociStitched	chr14	75715448	75717560	1	2113	1778.7263999999998
1_MACS_peak_17153_lociStitched	chr19	30205566	30207678	1	2113	5018.3232
1_MACS_peak_23997_lociStitched	chr3	50328681	50330793	1	2113	3701.2799999999997
1_MACS_peak_31621_lociStitched	chr7	94138320	94140432	1	2113	6574.2336
1_MACS_peak_34210_lociStitched	chr9	34125386	34127498	1	2113	4497.0816
2_MACS_peak_1608_lociStitched	chr1	100597644	100599755	2	2077	2779.5537
1_MACS_peak_3386_lociStitched	chr1	229576079	229578190	1	2112	2435.6718
1_MACS_peak_18192_lociStitched	chr19	58426904	58429015	1	2112	2851.961
2_MACS_peak_24183_lociStitched	chr3	64447281	64449392	2	1716	1143.1064999999999
1_MACS_peak_28873_lociStitched	chr6	26273088	26275199	1	2112	4310.0287
1_MACS_peak_30989_lociStitched	chr7	30809980	30812091	1	2112	5298.3989
1_MACS_peak_36337_lociStitched	chrX	123512798	123514909	1	2112	1815.46
2_MACS_peak_1746_lociStitched	chr1	111990855	111992965	2	2085	3274.2980000000002
1_MACS_peak_5240_lociStitched	chr11	1967967	1970077	1	2111	3215.851
1_MACS_peak_7287_lociStitched	chr12	42692525	42694635	1	2111	2367.842
1_MACS_peak_7388_lociStitched	chr12	49581532	49583642	1	2111	3098.324
1_MACS_peak_7586_lociStitched	chr12	56650976	56653086	1	2111	4918.621
2_MACS_peak_8826_lociStitched	chr13	47240837	47242947	2	1876	1163.243
1_MACS_peak_11618_lociStitched	chr15	89009748	89011858	1	2111	5662.396000000001
1_MACS_peak_15104_lociStitched	chr17	73520508	73522618	1	2111	3135.46
1_MACS_peak_15220_lociStitched	chr17	76108366	76110476	1	2111	1187.7189999999998
1_MACS_peak_16028_lociStitched	chr18	71814441	71816551	1	2111	2506.68
2_MACS_peak_16159_lociStitched	chr19	1489508	1491618	2	1974	2915.3869999999997
1_MACS_peak_24121_lociStitched	chr3	58222544	58224654	1	2111	3692.5
1_MACS_peak_34399_lociStitched	chr9	71394102	71396212	1	2111	3380.009
1_MACS_peak_35975_lociStitched	chrX	54665087	54667197	1	2111	1777.4640000000002
1_MACS_peak_4701_lociStitched	chr10	102085940	102088049	1	2110	3104.2371
1_MACS_peak_11450_lociStitched	chr15	78857022	78859131	1	2110	5053.3749
3_MACS_peak_12702_lociStitched	chr16	33261555	33263664	3	1805	1850.2257
3_MACS_peak_17041_lociStitched	chr19	18746627	18748736	3	1979	2602.2951
1_MACS_peak_22512_lociStitched	chr22	22019550	22021659	1	2110	4636.6365000000005
2_MACS_peak_22876_lociStitched	chr22	36924170	36926279	2	2045	3309.0209999999997
2_MACS_peak_25994_lociStitched	chr4	73934093	73936202	2	2003	1946.1852
1_MACS_peak_26418_lociStitched	chr4	133265167	133267276	1	2110	3482.5917
1_MACS_peak_31424_lociStitched	chr7	73497414	73499523	1	2110	3435.7719
1_MACS_peak_35671_lociStitched	chrX	23924835	23926944	1	2110	2199.687
2_MACS_peak_1733_lociStitched	chr1	111505432	111507540	2	2073	4017.4264
1_MACS_peak_2654_lociStitched	chr1	178941676	178943784	1	2109	3983.6983999999998
1_MACS_peak_4517_lociStitched	chr10	89264014	89266122	1	2109	3409.69
1_MACS_peak_7151_lociStitched	chr12	25538234	25540342	1	2109	2570.9168
1_MACS_peak_23808_lociStitched	chr3	44085984	44088092	1	2109	1676.0708
1_MACS_peak_24922_lociStitched	chr3	154040693	154042801	1	2109	4358.0792
1_MACS_peak_34134_lociStitched	chr9	22008085	22010193	1	2109	3958.1915999999997
1_MACS_peak_18397_lociStitched	chr2	11605171	11607278	1	2108	6654.538100000001
2_MACS_peak_33785_lociStitched	chr8	134461886	134463993	2	1150	698.8919
1_MACS_peak_34149_lociStitched	chr9	27572397	27574504	1	2108	4100.0113
1_MACS_peak_35454_lociStitched	chr9	140656151	140658258	1	2108	2296.8407
1_MACS_peak_757_lociStitched	chr1	29062679	29064785	1	2107	2655.0342
2_MACS_peak_7023_lociStitched	chr12	8394741	8396847	2	2092	1866.3372
1_MACS_peak_9729_lociStitched	chr14	65748429	65750535	1	2107	2009.124
1_MACS_peak_11384_lociStitched	chr15	76195118	76197224	1	2107	6463.9458
1_MACS_peak_12269_lociStitched	chr16	15186851	15188957	1	2107	3283.8858
1_MACS_peak_18657_lociStitched	chr2	32287886	32289992	1	2107	5598.5904
2_MACS_peak_35405_lociStitched	chr9	140044170	140046276	2	1554	1171.5678
2_MACS_peak_9954_lociStitched	chr14	77563396	77565501	2	2006	3318.5325
1_MACS_peak_10678_lociStitched	chr15	41046254	41048359	1	2106	5215.9795
1_MACS_peak_23734_lociStitched	chr3	39148032	39150137	1	2106	4260.52
1_MACS_peak_33833_lociStitched	chr8	138486596	138488701	1	2106	1699.577
1_MACS_peak_1673_lociStitched	chr1	109825090	109827194	1	2105	4471.631200000001
1_MACS_peak_1806_lociStitched	chr1	116207471	116209575	1	2105	1800.1824000000001
1_MACS_peak_6753_lociStitched	chr11	124668914	124671018	1	2105	3089.5135999999998
2_MACS_peak_8541_lociStitched	chr12	133065746	133067850	2	2064	2628.9480000000003
2_MACS_peak_25131_lociStitched	chr3	177237067	177239171	2	2087	1482.0576
1_MACS_peak_29638_lociStitched	chr6	74180419	74182523	1	2105	1874.8744
1_MACS_peak_8108_lociStitched	chr12	110938534	110940637	1	2104	4176.7683
1_MACS_peak_8928_lociStitched	chr13	62782388	62784491	1	2104	2384.3813999999998
1_MACS_peak_11968_lociStitched	chr16	2509179	2511282	1	2104	2579.9604
1_MACS_peak_32425_lociStitched	chr7	151286934	151289037	1	2104	1935.6012
1_MACS_peak_33640_lociStitched	chr8	126102741	126104844	1	2104	3661.5333
1_MACS_peak_4992_lociStitched	chr10	121410119	121412221	1	2103	5850.0762
1_MACS_peak_7252_lociStitched	chr12	32907384	32909486	1	2103	3841.1947999999998
1_MACS_peak_8438_lociStitched	chr12	124936975	124939077	1	2103	4076.1984
2_MACS_peak_13575_lociStitched	chr17	6346554	6348656	2	2066	1878.3472
1_MACS_peak_14042_lociStitched	chr17	29875727	29877829	1	2103	4610.9472
1_MACS_peak_14328_lociStitched	chr17	40073944	40076046	1	2103	3745.9742
1_MACS_peak_22022_lociStitched	chr21	34959743	34961845	1	2103	6512.4164
2_MACS_peak_24821_lociStitched	chr3	141456509	141458611	2	2081	3666.5186
1_MACS_peak_1952_lociStitched	chr1	144964934	144967035	1	2102	1238.5395
1_MACS_peak_15402_lociStitched	chr17	80008865	80010966	1	2102	3839.5775
1_MACS_peak_22505_lociStitched	chr22	21921533	21923634	1	2102	4093.7985
1_MACS_peak_24514_lociStitched	chr3	121552713	121554814	1	2102	3560.9849000000004
2_MACS_peak_27294_lociStitched	chr5	68462193	68464294	2	2091	2149.7432000000003
1_MACS_peak_27306_lociStitched	chr5	68787975	68790076	1	2102	2501.8708
1_MACS_peak_969_lociStitched	chr1	39555042	39557142	1	2101	3180.0299999999997
1_MACS_peak_3105_lociStitched	chr1	211779080	211781180	1	2101	3421.74
1_MACS_peak_4655_lociStitched	chr10	99204934	99207034	1	2101	3200.19
1_MACS_peak_22426_lociStitched	chr22	19209507	19211607	1	2101	1949.85
1_MACS_peak_25368_lociStitched	chr3	194990974	194993074	1	2101	4384.38
3_MACS_peak_29326_lociStitched	chr6	37933411	37935511	3	2001	998.13
1_MACS_peak_2943_lociStitched	chr1	205179580	205181679	1	2100	4054.6383
1_MACS_peak_3399_lociStitched	chr1	230219406	230221505	1	2100	2042.1171
1_MACS_peak_6003_lociStitched	chr11	64947917	64950016	1	2100	5100.9898
1_MACS_peak_12030_lociStitched	chr16	3207860	3209959	1	2100	4952.3805999999995
1_MACS_peak_30651_lociStitched	chr7	5552285	5554384	1	2100	3784.7068999999997
1_MACS_peak_31110_lociStitched	chr7	42984461	42986560	1	2100	2867.0240999999996
2_MACS_peak_35271_lociStitched	chr9	135905006	135907105	2	2069	4324.3598
2_MACS_peak_36209_lociStitched	chrX	107333723	107335822	2	2077	1824.6607
2_MACS_peak_36703_lociStitched	chrY	15016071	15018170	2	2042	1976.8382
1_MACS_peak_3785_lociStitched	chr10	11489576	11491674	1	2099	2074.0828
1_MACS_peak_8957_lociStitched	chr13	77565544	77567642	1	2099	4530.8408
1_MACS_peak_22115_lociStitched	chr21	38603529	38605627	1	2099	1883.3746
1_MACS_peak_33339_lociStitched	chr8	94928298	94930396	1	2099	3323.4418
1_MACS_peak_33364_lociStitched	chr8	96036196	96038294	1	2099	3551.7042
1_MACS_peak_34276_lociStitched	chr9	36572213	36574311	1	2099	3328.0574
1_MACS_peak_4193_lociStitched	chr10	64892440	64894537	1	2098	4179.1113
1_MACS_peak_5106_lociStitched	chr10	133774714	133776811	1	2098	1446.3009
1_MACS_peak_5660_lociStitched	chr11	45167552	45169649	1	2098	6028.6653
1_MACS_peak_10703_lociStitched	chr15	41522536	41524633	1	2098	4733.7678000000005
1_MACS_peak_11988_lociStitched	chr16	2770177	2772274	1	2098	4045.7421
1_MACS_peak_12208_lociStitched	chr16	11944203	11946300	1	2098	4318.142400000001
2_MACS_peak_15512_lociStitched	chr18	3012051	3014148	2	1987	4748.6565
1_MACS_peak_18203_lociStitched	chr19	58789213	58791310	1	2098	3655.0710000000004
1_MACS_peak_27253_lociStitched	chr5	64858040	64860137	1	2098	2955.5117999999998
1_MACS_peak_29153_lociStitched	chr6	32861466	32863563	1	2098	4083.0687000000003
1_MACS_peak_29992_lociStitched	chr6	116891637	116893734	1	2098	3222.0405
1_MACS_peak_31642_lociStitched	chr7	95950073	95952170	1	2098	5301.8451000000005
1_MACS_peak_34168_lociStitched	chr9	32571728	32573825	1	2098	2418.2604
1_MACS_peak_449_lociStitched	chr1	21501769	21503865	1	2097	3699.6495999999997
1_MACS_peak_3421_lociStitched	chr1	231174636	231176732	1	2097	4851.191999999999
1_MACS_peak_11043_lociStitched	chr15	63587606	63589702	1	2097	2216.1007999999997
1_MACS_peak_28741_lociStitched	chr6	13762331	13764427	1	2097	2114.6544
2_MACS_peak_31401_lociStitched	chr7	72970628	72972724	2	2071	5256.768
1_MACS_peak_34470_lociStitched	chr9	86535191	86537287	1	2097	6254.464
1_MACS_peak_7945_lociStitched	chr12	100660016	100662111	1	2096	4428.83
1_MACS_peak_15571_lociStitched	chr18	9791367	9793462	1	2096	2849.4095
1_MACS_peak_22077_lociStitched	chr21	37431595	37433690	1	2096	6084.5085
1_MACS_peak_30300_lociStitched	chr6	149886804	149888899	1	2096	4095.7250000000004
1_MACS_peak_127_lociStitched	chr1	6452559	6454653	1	2095	4235.9526
1_MACS_peak_832_lociStitched	chr1	32859014	32861108	1	2095	2868.5705999999996
1_MACS_peak_4188_lociStitched	chr10	64492438	64494532	1	2095	2185.2984
1_MACS_peak_4683_lociStitched	chr10	100205337	100207431	1	2095	4579.1592
1_MACS_peak_7556_lociStitched	chr12	56109122	56111216	1	2095	3609.6372
1_MACS_peak_20786_lociStitched	chr2	239334575	239336669	1	2095	5090.514
2_MACS_peak_787_lociStitched	chr1	31768483	31770576	2	2045	3225.5222999999996
1_MACS_peak_2308_lociStitched	chr1	155989216	155991309	1	2094	4893.6433
1_MACS_peak_4018_lociStitched	chr10	34954747	34956840	1	2094	1680.2604
1_MACS_peak_5067_lociStitched	chr10	127510880	127512973	1	2094	5119.6873
2_MACS_peak_12625_lociStitched	chr16	30772451	30774544	2	2073	2212.7196
1_MACS_peak_15764_lociStitched	chr18	42488665	42490758	1	2094	2298.114
1_MACS_peak_18825_lociStitched	chr2	44417981	44420074	1	2094	1760.4223
2_MACS_peak_19325_lociStitched	chr2	87454949	87457042	2	1420	946.8732
1_MACS_peak_22689_lociStitched	chr22	26878751	26880844	1	2094	3727.2144
1_MACS_peak_27890_lociStitched	chr5	135467751	135469844	1	2094	3182.6158
1_MACS_peak_34378_lociStitched	chr9	69267272	69269365	1	2094	1617.8890000000001
2_MACS_peak_7615_lociStitched	chr12	57471445	57473537	2	1880	3281.7204
1_MACS_peak_16100_lociStitched	chr19	891964	894056	1	2093	8151.2688
1_MACS_peak_20718_lociStitched	chr2	233414492	233416584	1	2093	4546.7528
1_MACS_peak_34627_lociStitched	chr9	97766032	97768124	1	2093	5055.1088
1_MACS_peak_10598_lociStitched	chr15	35837152	35839243	1	2092	7528.0182
1_MACS_peak_11068_lociStitched	chr15	64646927	64649018	1	2092	3873.9957
2_MACS_peak_18499_lociStitched	chr2	24298429	24300520	2	1894	3424.4307
1_MACS_peak_22379_lociStitched	chr22	17784301	17786392	1	2092	2697.1809000000003
1_MACS_peak_25110_lociStitched	chr3	172467683	172469774	1	2092	4710.6048
1_MACS_peak_28802_lociStitched	chr6	20266589	20268680	1	2092	2940.3642
1_MACS_peak_35841_lociStitched	chrX	47341278	47343369	1	2092	2878.8888
2_MACS_peak_617_lociStitched	chr1	26323272	26325362	2	1953	2471.0069999999996
2_MACS_peak_3583_lociStitched	chr1	246243149	246245239	2	1480	950.95
1_MACS_peak_8500_lociStitched	chr12	131355824	131357914	1	2091	6134.568
1_MACS_peak_10480_lociStitched	chr15	23809877	23811967	1	2091	4211.141
2_MACS_peak_15703_lociStitched	chr18	33160534	33162624	2	2007	4300.384
1_MACS_peak_16000_lociStitched	chr18	60951448	60953538	1	2091	2486.264
1_MACS_peak_21016_lociStitched	chr20	7999131	8001221	1	2091	4027.4300000000003
2_MACS_peak_23563_lociStitched	chr3	13492487	13494577	2	2054	2728.913
1_MACS_peak_25231_lociStitched	chr3	185215379	185217469	1	2091	5035.437
1_MACS_peak_25454_lociStitched	chr3	197806482	197808572	1	2091	8753.547
2_MACS_peak_25762_lociStitched	chr4	25378138	25380228	2	2034	2636.953
2_MACS_peak_32041_lociStitched	chr7	128502136	128504226	2	2078	3745.907
1_MACS_peak_33620_lociStitched	chr8	124528335	124530425	1	2091	2062.412
1_MACS_peak_3669_lociStitched	chr10	3406861	3408950	1	2090	2693.1387999999997
1_MACS_peak_9532_lociStitched	chr14	51133578	51135667	1	2090	3544.6152
1_MACS_peak_15655_lociStitched	chr18	21082385	21084474	1	2090	3712.5708
2_MACS_peak_23264_lociStitched	chr22	46431169	46433258	2	1792	1786.3038999999999
1_MACS_peak_30968_lociStitched	chr7	30173902	30175991	1	2090	3739.5189
1_MACS_peak_2038_lociStitched	chr1	148927741	148929829	1	2089	2644.0344
1_MACS_peak_21918_lociStitched	chr21	17101688	17103776	1	2089	3878.2511999999997
1_MACS_peak_28649_lociStitched	chr6	7312059	7314147	1	2089	3829.3920000000003
1_MACS_peak_35386_lociStitched	chr9	139759316	139761404	1	2089	4834.1376
2_MACS_peak_2239_lociStitched	chr1	154849070	154851157	2	1218	855.8787000000001
1_MACS_peak_4007_lociStitched	chr10	32634778	32636865	1	2088	5359.624699999999
1_MACS_peak_13437_lociStitched	chr17	1302131	1304218	1	2088	3246.9546
1_MACS_peak_16543_lociStitched	chr19	9730884	9732971	1	2088	6743.097
1_MACS_peak_18383_lociStitched	chr2	10829137	10831224	1	2088	5560.8115
1_MACS_peak_30025_lociStitched	chr6	119398624	119400711	1	2088	4050.0322
1_MACS_peak_7896_lociStitched	chr12	96428206	96430292	1	2087	3249.5708
1_MACS_peak_16072_lociStitched	chr19	69785	71871	1	2087	6451.789400000001
1_MACS_peak_21693_lociStitched	chr20	50788430	50790516	1	2087	1516.9391999999998
1_MACS_peak_26838_lociStitched	chr5	1522829	1524915	1	2087	4621.1158000000005
2_MACS_peak_31697_lociStitched	chr7	99678359	99680445	2	2080	3080.3961999999997
2_MACS_peak_32992_lociStitched	chr8	42009520	42011606	2	1986	3125.871
2_MACS_peak_33618_lociStitched	chr8	124428088	124430174	2	1937	3597.7241999999997
2_MACS_peak_35235_lociStitched	chr9	134247850	134249936	2	2045	2923.9462
1_MACS_peak_2146_lociStitched	chr1	151583730	151585815	1	2086	5659.107
1_MACS_peak_8336_lociStitched	chr12	122016917	122019002	1	2086	4120.1685
2_MACS_peak_16917_lociStitched	chr19	16682131	16684216	2	2075	3283.6665
1_MACS_peak_18531_lociStitched	chr2	25814429	25816514	1	2086	2308.3035
1_MACS_peak_28855_lociStitched	chr6	26103327	26105412	1	2086	1966.155
1_MACS_peak_29450_lociStitched	chr6	44354372	44356457	1	2086	3801.372
1_MACS_peak_31926_lociStitched	chr7	112429014	112431099	1	2086	5763.774
1_MACS_peak_3297_lociStitched	chr1	226925590	226927674	1	2085	3222.4892
1_MACS_peak_11242_lociStitched	chr15	70960812	70962896	1	2085	2001.2652
1_MACS_peak_11318_lociStitched	chr15	74945545	74947629	1	2085	1422.5384
1_MACS_peak_13124_lociStitched	chr16	74639667	74641751	1	2085	4239.689600000001
1_MACS_peak_19123_lociStitched	chr2	70519735	70521819	1	2085	3665.1308
1_MACS_peak_20566_lociStitched	chr2	219523132	219525216	1	2085	3014.9228000000003
1_MACS_peak_21791_lociStitched	chr20	58514620	58516704	1	2085	4975.3416
2_MACS_peak_29124_lociStitched	chr6	31925970	31928054	2	2082	2792.9768
1_MACS_peak_32658_lociStitched	chr8	12050791	12052875	1	2085	2886.1316
1_MACS_peak_32994_lociStitched	chr8	42127942	42130026	1	2085	3648.4588
1_MACS_peak_1284_lociStitched	chr1	53685181	53687264	1	2084	4071.6401
1_MACS_peak_11653_lociStitched	chr15	90436256	90438339	1	2084	5944.4654
1_MACS_peak_18087_lociStitched	chr19	55590951	55593034	1	2084	3906.2499
1_MACS_peak_27565_lociStitched	chr5	100224897	100226980	1	2084	1414.9819
2_MACS_peak_6024_lociStitched	chr11	65291741	65293823	2	2011	3817.3469999999998
1_MACS_peak_13162_lociStitched	chr16	75655663	75657745	1	2083	2892.3144
2_MACS_peak_16397_lociStitched	chr19	6198368	6200450	2	1953	2919.5886
2_MACS_peak_23093_lociStitched	chr22	41031703	41033785	2	1974	4060.3163999999997
1_MACS_peak_26044_lociStitched	chr4	77870457	77872539	1	2083	1704.117
2_MACS_peak_9886_lociStitched	chr14	74959272	74961353	2	1917	4257.726
1_MACS_peak_10849_lociStitched	chr15	49446794	49448875	1	2082	3872.3248
1_MACS_peak_18814_lociStitched	chr2	43785646	43787727	1	2082	1924.3007
1_MACS_peak_24034_lociStitched	chr3	52016024	52018105	1	2082	3255.9326
1_MACS_peak_31407_lociStitched	chr7	73096752	73098833	1	2082	2896.9601
1_MACS_peak_598_lociStitched	chr1	25592857	25594937	1	2081	3835.1040000000003
2_MACS_peak_3926_lociStitched	chr10	24939965	24942045	2	2074	1413.984
2_MACS_peak_5523_lociStitched	chr11	22645946	22648026	2	2056	2663.8559999999998
1_MACS_peak_13376_lociStitched	chr16	89573802	89575882	1	2081	5358.912
1_MACS_peak_22121_lociStitched	chr21	38779535	38781615	1	2081	1961.6480000000001
2_MACS_peak_24789_lociStitched	chr3	138508778	138510858	2	1895	1511.744
