#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuperStretch
2_MACS_peak_2828_lociStitched	chr1	200830754	200841904	2	9554	18013.94	630	1
3_MACS_peak_29524_lociStitched	chr6	52358263	52370530	3	9866	16940.727	631	1
3_MACS_peak_27679_lociStitched	chr5	118603846	118614556	3	9853	16897.167	633	1
4_MACS_peak_20276_lociStitched	chr2	191875617	191889098	4	9820	16937.5284	635	1
4_MACS_peak_36566_lociStitched	chrX	153595923	153609222	4	8807	19988.397	637	1
2_MACS_peak_22844_lociStitched	chr22	36552249	36564770	2	10256	15181.7125	638	1
1_MACS_peak_3057_lociStitched	chr1	209274966	209284354	1	9389	18198.638	639	1
3_MACS_peak_14110_lociStitched	chr17	33406487	33417376	3	9963	16234.4101	640	1
2_MACS_peak_27508_lociStitched	chr5	95059748	95069918	2	9857	16591.338	641	1
3_MACS_peak_2320_lociStitched	chr1	156115509	156128441	3	10464	14152.7808	642	1
1_MACS_peak_5776_lociStitched	chr11	58340370	58349120	1	8751	19954.375	643	1
6_MACS_peak_22351_lociStitched	chr22	17081492	17099700	6	9949	16174.1664	644	1
4_MACS_peak_29174_lociStitched	chr6	33278782	33292190	4	8899	19527.4112	645	1
3_MACS_peak_23866_lociStitched	chr3	46247050	46257264	3	9851	16496.6314	646	1
2_MACS_peak_14625_lociStitched	chr17	47433418	47443828	2	8263	21111.48	647	1
2_MACS_peak_5681_lociStitched	chr11	46137311	46149351	2	8641	20128.472	648	1
3_MACS_peak_13954_lociStitched	chr17	27045973	27056628	3	8776	19769.287	649	1
3_MACS_peak_7775_lociStitched	chr12	72079057	72089758	3	10057	15512.1696	650	1
3_MACS_peak_25094_lociStitched	chr3	171892632	171908332	3	10389	14070.34	652	1
2_MACS_peak_12318_lociStitched	chr16	17552966	17565424	2	9523	17388.8764	653	1
2_MACS_peak_22785_lociStitched	chr22	31884408	31893760	2	8793	19578.412	654	1
1_MACS_peak_1723_lociStitched	chr1	111211083	111220683	1	9601	17112.96	655	1
1_MACS_peak_11712_lociStitched	chr15	92394952	92402178	1	7227	23117.4192	656	1
3_MACS_peak_14961_lociStitched	chr17	65667511	65677793	3	9987	15648.1758	657	1
2_MACS_peak_18319_lociStitched	chr2	8675723	8687550	2	8538	20193.4198	658	1
5_MACS_peak_12814_lociStitched	chr16	56892118	56905643	5	10398	13886.1175	659	1
1_MACS_peak_30369_lociStitched	chr6	156711459	156720147	1	8689	19743.48	660	1
3_MACS_peak_31165_lociStitched	chr7	44787282	44795605	3	8145	21097.1404	661	1
4_MACS_peak_9347_lociStitched	chr14	24604372	24617854	4	8884	19190.2788	662	1
2_MACS_peak_3929_lociStitched	chr10	25006113	25017146	2	9021	18742.8604	663	1
3_MACS_peak_15826_lociStitched	chr18	46448409	46462716	3	9358	17672.0064	666	1
2_MACS_peak_27807_lociStitched	chr5	131824763	131837597	2	10300	14080.1814	667	1
3_MACS_peak_11084_lociStitched	chr15	65127554	65140246	3	8728	19475.874	668	1
2_MACS_peak_16770_lociStitched	chr19	13260229	13267677	2	7428	22507.1112	669	1
4_MACS_peak_16981_lociStitched	chr19	17957100	17972580	4	8969	18789.624	670	1
1_MACS_peak_13313_lociStitched	chr16	87806837	87815071	1	8235	20715.0972	671	1
3_MACS_peak_25837_lociStitched	chr4	40301529	40312060	3	9790	16027.1289	672	1
4_MACS_peak_27531_lociStitched	chr5	95285493	95298725	4	9246	17880.4016	673	1
1_MACS_peak_10937_lociStitched	chr15	55693990	55701629	1	7640	21998.0283	674	1
4_MACS_peak_32500_lociStitched	chr8	2030673	2042041	4	9418	17196.3736	675	1
6_MACS_peak_15356_lociStitched	chr17	79476733	79487276	6	9108	18160.3175	676	1
4_MACS_peak_12930_lociStitched	chr16	67269477	67283560	4	9364	17340.3979	677	1
1_MACS_peak_25075_lociStitched	chr3	171756810	171764982	1	8173	20576.2788	678	1
3_MACS_peak_12533_lociStitched	chr16	29463491	29473826	3	8965	18446.9415	679	1
4_MACS_peak_2896_lociStitched	chr1	203236424	203248570	4	9382	17097.9242	680	1
1_MACS_peak_26203_lociStitched	chr4	105407627	105417090	1	9464	16804.3954	681	1
5_MACS_peak_16152_lociStitched	chr19	1437620	1456703	5	8119	20611.5483	682	1
4_MACS_peak_16109_lociStitched	chr19	1017397	1029852	4	8624	19294.0405	683	1
3_MACS_peak_13353_lociStitched	chr16	89179892	89195821	3	9321	17209.6916	684	1
2_MACS_peak_7310_lociStitched	chr12	46118628	46127278	2	8493	19576.68	686	1
1_MACS_peak_34898_lociStitched	chr9	117349026	117357148	1	8123	20494.2426	687	1
4_MACS_peak_13983_lociStitched	chr17	27498953	27512820	4	8231	20202.8323	688	1
4_MACS_peak_29190_lociStitched	chr6	33537923	33558839	4	9090	17780.6916	689	1
3_MACS_peak_16919_lociStitched	chr19	16693633	16706023	3	8431	19633.194	690	1
3_MACS_peak_19895_lociStitched	chr2	137136104	137153058	3	9071	17815.2632	691	1
3_MACS_peak_13547_lociStitched	chr17	4842056	4855050	3	9460	16541.362	692	1
1_MACS_peak_16423_lociStitched	chr19	6587026	6594237	1	7212	22378.6174	693	1
1_MACS_peak_4905_lociStitched	chr10	112576273	112585863	1	9591	15984.612	694	1
4_MACS_peak_12235_lociStitched	chr16	14394767	14408372	4	9425	16535.517	695	1
6_MACS_peak_15295_lociStitched	chr17	77769913	77787956	6	9051	17685.7486	696	1
2_MACS_peak_29418_lociStitched	chr6	43737230	43744507	2	7057	22429.1694	697	1
2_MACS_peak_24771_lociStitched	chr3	136465373	136473710	2	8326	19553.5998	698	1
1_MACS_peak_35388_lociStitched	chr9	139791225	139799811	1	8587	18725.2074	699	1
2_MACS_peak_34418_lociStitched	chr9	73026570	73036766	2	7888	20492.9404	700	1
4_MACS_peak_21479_lociStitched	chr20	42578164	42594056	4	9801	14647.6564	701	1
3_MACS_peak_28865_lociStitched	chr6	26194818	26207314	3	9443	16011.1248	702	1
3_MACS_peak_10304_lociStitched	chr14	103240769	103253662	3	9284	16415.3676	705	1
2_MACS_peak_18274_lociStitched	chr2	3651409	3659054	2	7534	21104.787	707	1
3_MACS_peak_7227_lociStitched	chr12	31901403	31913574	3	9124	16854.4008	708	1
2_MACS_peak_23195_lociStitched	chr22	43108037	43117516	2	8174	19569.3955	709	1
4_MACS_peak_16567_lociStitched	chr19	10303347	10317784	4	9036	17106.4013	710	1
2_MACS_peak_11824_lociStitched	chr15	101659827	101668985	2	7414	21278.613	711	1
1_MACS_peak_22898_lociStitched	chr22	37557191	37564711	1	7521	21049.232	712	1
5_MACS_peak_17926_lociStitched	chr19	50393078	50407873	5	9069	16894.4105	713	1
2_MACS_peak_7825_lociStitched	chr12	89738233	89748841	2	8296	19144.2576	714	1
4_MACS_peak_28849_lociStitched	chr6	26020759	26034357	4	9633	14862.614	715	1
4_MACS_peak_16148_lociStitched	chr19	1400332	1416120	4	7745	20458.0904	716	1
2_MACS_peak_15432_lociStitched	chr17	80405918	80417745	2	8088	19634.0027	717	1
3_MACS_peak_6360_lociStitched	chr11	77145327	77156503	3	9380	15597.2256	718	1
2_MACS_peak_35001_lociStitched	chr9	127047073	127055593	2	8019	19592.592	720	1
3_MACS_peak_5013_lociStitched	chr10	123673424	123688912	3	8271	18943.3728	721	1
2_MACS_peak_9514_lociStitched	chr14	50460157	50471420	2	7168	21418.8471	722	1
2_MACS_peak_25125_lociStitched	chr3	177068975	177079687	2	7668	20298.1688	723	1
2_MACS_peak_34635_lociStitched	chr9	98266429	98274427	2	7804	19955.8098	724	1
3_MACS_peak_3804_lociStitched	chr10	12445712	12455662	3	9111	16184.67	725	1
4_MACS_peak_11878_lociStitched	chr16	685301	700314	4	8351	18505.0238	726	1
2_MACS_peak_17719_lociStitched	chr19	47285448	47292454	2	6960	21635.2286	728	1
3_MACS_peak_903_lociStitched	chr1	36613945	36627075	3	7960	19373.315	730	1
2_MACS_peak_25634_lociStitched	chr4	6939747	6947967	2	8057	19099.17	731	1
3_MACS_peak_18699_lociStitched	chr2	37614634	37625368	3	8549	17729.3478	732	1
4_MACS_peak_497_lociStitched	chr1	23876839	23889117	4	8538	17755.2158	734	1
2_MACS_peak_13343_lociStitched	chr16	88845971	88858144	2	8026	19149.3463	735	1
2_MACS_peak_31731_lociStitched	chr7	100025580	100035061	2	7227	20934.048	736	1
4_MACS_peak_19007_lociStitched	chr2	64863224	64882175	4	8939	16436.2023	737	1
4_MACS_peak_12592_lociStitched	chr16	30379020	30394439	4	8950	16391.9389	738	1
1_MACS_peak_10626_lociStitched	chr15	39914192	39922397	1	8206	18595.812	739	1
6_MACS_peak_7658_lociStitched	chr12	58224536	58241354	6	8822	16796.1366	740	1
3_MACS_peak_26213_lociStitched	chr4	106550248	106560194	3	9502	14357.051	741	1
3_MACS_peak_21585_lociStitched	chr20	45885422	45896540	3	9311	15021.5298	742	1
2_MACS_peak_19022_lociStitched	chr2	65158417	65167684	2	8446	17748.1584	744	1
2_MACS_peak_560_lociStitched	chr1	24710351	24720921	2	9468	14273.728	745	1
4_MACS_peak_19454_lociStitched	chr2	97192468	97205821	4	8399	17872.9905	746	1
2_MACS_peak_605_lociStitched	chr1	25869562	25879165	2	8784	16659.2844	747	1
3_MACS_peak_31256_lociStitched	chr7	50343095	50357876	3	9114	15515.6157	748	1
5_MACS_peak_7737_lociStitched	chr12	68833825	68850109	5	9423	14305.494	749	1
2_MACS_peak_1973_lociStitched	chr1	145394952	145403860	2	8158	18314.848	750	1
3_MACS_peak_26387_lociStitched	chr4	129730328	129741331	3	8359	17682.9213	751	1
2_MACS_peak_18346_lociStitched	chr2	9687307	9697223	2	8345	17720.8836	753	1
3_MACS_peak_33158_lociStitched	chr8	67417451	67427209	3	8651	16803.276	754	1
5_MACS_peak_24072_lociStitched	chr3	53194281	53209909	5	9480	13755.7656	755	1
3_MACS_peak_21006_lociStitched	chr20	5570245	5580093	3	9438	13905.376	756	1
2_MACS_peak_15200_lociStitched	chr17	75203118	75211932	2	8798	16243.3206	757	1
1_MACS_peak_19281_lociStitched	chr2	86259983	86268039	1	8057	18424.8776	758	1
3_MACS_peak_15301_lociStitched	chr17	77809414	77824336	3	7978	18606.2418	761	1
6_MACS_peak_14341_lociStitched	chr17	40259353	40273923	6	9340	14240.718	762	1
3_MACS_peak_30851_lociStitched	chr7	23501370	23514824	3	8925	15648.3474	769	1
2_MACS_peak_29406_lociStitched	chr6	43593893	43604711	2	7666	19267.9398	771	1
5_MACS_peak_17906_lociStitched	chr19	50175003	50186385	5	8469	17076.4146	772	1
2_MACS_peak_176_lociStitched	chr1	9219503	9227162	2	7293	20098.7478	773	1
3_MACS_peak_31053_lociStitched	chr7	37240849	37253400	3	9016	15268.2915	774	1
3_MACS_peak_34862_lociStitched	chr9	116162655	116174463	3	8063	18191.4048	775	1
2_MACS_peak_30596_lociStitched	chr7	2728047	2739955	2	8984	15319.642	777	1
3_MACS_peak_9449_lociStitched	chr14	35866460	35876036	3	7735	19007.4024	778	1
3_MACS_peak_36376_lociStitched	chrX	129298771	129311265	3	9078	14952.8192	779	1
2_MACS_peak_4477_lociStitched	chr10	81954303	81966127	2	8949	15411.4016	780	1
1_MACS_peak_31215_lociStitched	chr7	47533266	47540437	1	7172	20268.8315	781	1
4_MACS_peak_25531_lociStitched	chr4	2410592	2421354	4	7797	18786.1472	783	1
2_MACS_peak_14756_lociStitched	chr17	55553392	55565584	2	8433	17034.6624	784	1
3_MACS_peak_12730_lociStitched	chr16	46916806	46926214	3	8967	15238.1376	785	1
2_MACS_peak_32794_lociStitched	chr8	26428356	26437460	2	9090	14741.1968	786	1
3_MACS_peak_2417_lociStitched	chr1	160641376	160653498	3	7907	18414.5302	787	1
3_MACS_peak_22852_lociStitched	chr22	36746996	36757571	3	9222	14176.845	788	1
3_MACS_peak_24571_lociStitched	chr3	124858821	124875344	3	8889	15366.39	789	1
2_MACS_peak_20810_lociStitched	chr2	241517145	241527700	2	8058	17930.834	790	1
1_MACS_peak_35387_lociStitched	chr9	139774844	139782342	1	7499	19297.6026	792	1
3_MACS_peak_32632_lociStitched	chr8	11386735	11397469	3	9092	14553.1572	794	1
5_MACS_peak_33095_lociStitched	chr8	61813106	61829842	5	9166	14227.2736	795	1
2_MACS_peak_14959_lociStitched	chr17	65642105	65649746	2	7628	18927.5211	796	1
2_MACS_peak_30644_lociStitched	chr7	5269473	5281156	2	8729	15767.3768	797	1
4_MACS_peak_22003_lociStitched	chr21	34631797	34642967	4	9148	14230.58	798	1
4_MACS_peak_34457_lociStitched	chr9	82179739	82188994	4	8415	16737.6675	800	1
3_MACS_peak_16640_lociStitched	chr19	11196064	11207571	3	8667	15937.195	801	1
2_MACS_peak_10546_lociStitched	chr15	31635315	31646756	2	7702	18702.6027	802	1
1_MACS_peak_28533_lociStitched	chr5	180667926	180675988	1	8063	17740.431	804	1
4_MACS_peak_13132_lociStitched	chr16	74895819	74910077	4	9086	14404.8574	806	1
5_MACS_peak_33268_lociStitched	chr8	81068125	81084597	5	9245	13749.1784	807	1
3_MACS_peak_11707_lociStitched	chr15	91529299	91538975	3	8679	15693.5044	810	1
1_MACS_peak_12953_lociStitched	chr16	67594078	67601785	1	7708	18488.3223	811	1
3_MACS_peak_23042_lociStitched	chr22	39485484	39496077	3	8715	15491.2032	812	1
2_MACS_peak_30190_lociStitched	chr6	138186968	138195890	2	8825	15096.024	813	1
3_MACS_peak_34080_lociStitched	chr9	14314304	14323485	3	8670	15582.9113	814	1
1_MACS_peak_20133_lociStitched	chr2	174824630	174831537	1	6908	20227.8402	815	1
2_MACS_peak_26462_lociStitched	chr4	141070953	141078886	2	7916	17812.7582	816	1
2_MACS_peak_34184_lociStitched	chr9	33288894	33299089	2	8638	15562.6675	819	1
2_MACS_peak_4872_lociStitched	chr10	112112922	112122290	2	7417	18986.1256	821	1
2_MACS_peak_31728_lociStitched	chr7	99962033	99971700	2	8906	14555.6019	822	1
4_MACS_peak_35011_lociStitched	chr9	127527446	127539759	4	8539	15823.4363	823	1
3_MACS_peak_662_lociStitched	chr1	27152483	27167513	3	8996	14155.254	825	1
4_MACS_peak_23332_lociStitched	chr22	50353022	50364819	4	8764	14977.4712	827	1
3_MACS_peak_13301_lociStitched	chr16	87415884	87427538	3	8191	16792.2486	828	1
2_MACS_peak_7592_lociStitched	chr12	56726293	56734001	2	7307	18989.4288	834	1
2_MACS_peak_1507_lociStitched	chr1	87793147	87802706	2	8336	16211.1081	835	1
5_MACS_peak_8128_lociStitched	chr12	111834569	111848639	5	7522	18452.805	836	1
1_MACS_peak_31448_lociStitched	chr7	74070748	74078099	1	7352	18852.3746	837	1
1_MACS_peak_11538_lociStitched	chr15	83473435	83480601	1	7167	19271.5238	838	1
4_MACS_peak_1923_lociStitched	chr1	143911574	143919972	4	8212	16494.5118	839	1
5_MACS_peak_21190_lociStitched	chr20	30944856	30958337	5	8426	15819.9535	840	1
3_MACS_peak_28525_lociStitched	chr5	180609100	180619919	3	8506	15554.4763	841	1
4_MACS_peak_17884_lociStitched	chr19	49953816	49964882	4	8002	17069.305	842	1
2_MACS_peak_10177_lociStitched	chr14	95980323	95991597	2	7272	18834.3444	845	1
2_MACS_peak_27947_lociStitched	chr5	139041922	139052788	2	7464	18270.0924	849	1
3_MACS_peak_12618_lociStitched	chr16	30661059	30672849	3	7358	18485.541	850	1
1_MACS_peak_11622_lociStitched	chr15	89177412	89184909	1	7498	18001.7964	855	1
1_MACS_peak_24260_lociStitched	chr3	71826540	71835016	1	8477	15111.8604	857	1
3_MACS_peak_19019_lociStitched	chr2	65140465	65151796	3	8663	14435.694	858	1
4_MACS_peak_13993_lociStitched	chr17	27914967	27929097	4	8499	14956.605	861	1
2_MACS_peak_9510_lociStitched	chr14	50357823	50370716	2	8433	15126.0676	865	1
3_MACS_peak_6012_lociStitched	chr11	65148121	65157841	3	7876	16819.488	866	1
1_MACS_peak_30823_lociStitched	chr7	22598991	22606603	1	7613	17428.4352	869	1
1_MACS_peak_1124_lociStitched	chr1	44296280	44303576	1	7297	18150.9888	871	1
3_MACS_peak_3824_lociStitched	chr10	13377538	13391950	3	7584	17343.4008	876	1
2_MACS_peak_580_lociStitched	chr1	25069574	25077689	2	7991	16183.7445	877	1
3_MACS_peak_14603_lociStitched	chr17	46172948	46186581	3	7819	16673.159	878	1
1_MACS_peak_19727_lociStitched	chr2	114642690	114650239	1	7550	17375.5333	879	1
3_MACS_peak_7985_lociStitched	chr12	104849910	104862025	3	8151	15624.7155	880	1
3_MACS_peak_14709_lociStitched	chr17	49195162	49210702	3	7497	17484.054	881	1
2_MACS_peak_15935_lociStitched	chr18	56291664	56302114	2	8445	14541.175	882	1
2_MACS_peak_30125_lociStitched	chr6	134629055	134640377	2	8505	14311.008	883	1
3_MACS_peak_34859_lociStitched	chr9	116132093	116143809	3	7507	17359.5972	884	1
2_MACS_peak_16247_lociStitched	chr19	2695213	2703384	2	7256	17967.2119	885	1
3_MACS_peak_12782_lociStitched	chr16	53123757	53134961	3	8133	15471.6036	887	1
2_MACS_peak_16191_lociStitched	chr19	2031350	2043231	2	7569	17086.0661	889	1
1_MACS_peak_452_lociStitched	chr1	21615647	21622658	1	7012	18422.8047	891	1
2_MACS_peak_20271_lociStitched	chr2	191744063	191752083	2	7783	16435.386	892	1
3_MACS_peak_35058_lociStitched	chr9	130149232	130161134	3	7492	17212.6724	894	1
5_MACS_peak_2257_lociStitched	chr1	155049677	155067182	5	8370	14536.152	895	1
3_MACS_peak_2706_lociStitched	chr1	182579827	182592493	3	7428	17351.1534	897	1
2_MACS_peak_11492_lociStitched	chr15	81584911	81595794	2	8513	13997.7146	898	1
3_MACS_peak_5846_lociStitched	chr11	61731132	61741844	3	7868	16060.5016	899	1
3_MACS_peak_3274_lociStitched	chr1	226308651	226316930	3	6994	18280.8599	902	1
4_MACS_peak_34854_lociStitched	chr9	116101631	116115781	4	7488	16984.245	903	1
2_MACS_peak_5907_lociStitched	chr11	62646869	62655012	2	7123	17903.1998	904	1
3_MACS_peak_4419_lociStitched	chr10	80731919	80742115	3	7574	16738.7732	905	1
2_MACS_peak_6183_lociStitched	chr11	68032323	68042293	2	7656	16461.467	906	1
6_MACS_peak_22081_lociStitched	chr21	37484154	37507516	6	7684	16355.7362	907	1
2_MACS_peak_58_lociStitched	chr1	1707181	1715311	2	7311	17309.583	908	1
3_MACS_peak_21056_lociStitched	chr20	17945507	17954686	3	8290	14363.2992	909	1
1_MACS_peak_21140_lociStitched	chr20	25275465	25283311	1	7847	15773.5984	910	1
2_MACS_peak_10958_lociStitched	chr15	58583636	58592248	2	8077	14837.6148	913	1
4_MACS_peak_29639_lociStitched	chr6	74224962	74234391	4	7400	16832.6508	914	1
2_MACS_peak_11196_lociStitched	chr15	69754140	69763056	2	6934	17989.8132	915	1
1_MACS_peak_1945_lociStitched	chr1	144532566	144539959	1	7394	16839.7754	916	1
3_MACS_peak_7601_lociStitched	chr12	57022118	57031378	3	8159	14509.494	918	1
3_MACS_peak_16378_lociStitched	chr19	5679167	5692761	3	7271	17103.9708	920	1
2_MACS_peak_9164_lociStitched	chr13	113341245	113349065	2	7331	16909.968	922	1
2_MACS_peak_1977_lociStitched	chr1	145449161	145457878	2	8304	13880.9508	924	1
3_MACS_peak_6026_lociStitched	chr11	65307079	65322191	3	7814	15461.0872	926	1
1_MACS_peak_27566_lociStitched	chr5	100234304	100241774	1	7471	16392.915	929	1
3_MACS_peak_29149_lociStitched	chr6	32805423	32814632	3	7933	14991.3311	931	1
1_MACS_peak_297_lociStitched	chr1	14025797	14033216	1	7420	16499.856	932	1
3_MACS_peak_16811_lociStitched	chr19	14182138	14193357	3	6976	17611.5862	934	1
3_MACS_peak_183_lociStitched	chr1	9334780	9347247	3	7766	15467.8069	935	1
4_MACS_peak_30177_lociStitched	chr6	137104548	137115358	4	7599	15739.36	945	1
3_MACS_peak_17652_lociStitched	chr19	45922120	45932734	3	8134	13861.884	954	1
2_MACS_peak_22968_lociStitched	chr22	38568488	38578492	2	7543	15752.2984	955	1
2_MACS_peak_28542_lociStitched	chr6	220629	229950	2	7947	14486.6982	956	1
4_MACS_peak_16820_lociStitched	chr19	14237246	14249205	4	7879	14655.7545	958	1
2_MACS_peak_34132_lociStitched	chr9	21986323	21996909	2	7913	14491.1754	959	1
2_MACS_peak_23015_lociStitched	chr22	39145746	39153584	2	7371	16099.252	960	1
2_MACS_peak_28530_lociStitched	chr5	180642897	180652580	2	7816	14703.6355	964	1
2_MACS_peak_15879_lociStitched	chr18	51789285	51799435	2	7323	16142.56	966	1
2_MACS_peak_30227_lociStitched	chr6	139690231	139697825	2	7574	15320.1356	970	1
3_MACS_peak_12589_lociStitched	chr16	30352996	30368422	3	7466	15626.538	972	1
3_MACS_peak_28338_lociStitched	chr5	172751695	172759198	3	7282	16105.1895	974	1
3_MACS_peak_2671_lociStitched	chr1	179845739	179853614	3	7026	16713.9	981	1
3_MACS_peak_28893_lociStitched	chr6	26532272	26540301	3	7941	13943.1614	985	1
2_MACS_peak_11061_lociStitched	chr15	64381372	64389894	2	7302	15796.3792	990	1
5_MACS_peak_16460_lociStitched	chr19	7400922	7414157	5	7698	14610.1165	991	1
1_MACS_peak_15643_lociStitched	chr18	20771100	20778946	1	7847	14109.4618	992	1
2_MACS_peak_14901_lociStitched	chr17	62222151	62230088	2	7881	13981.0255	993	1
3_MACS_peak_10376_lociStitched	chr14	105482104	105491711	3	7504	15149.2783	996	1
5_MACS_peak_16946_lociStitched	chr19	17412753	17421633	5	7594	14823.384	999	1
3_MACS_peak_8117_lociStitched	chr12	111105087	111115961	3	7839	14020.9356	1000	1
2_MACS_peak_30136_lociStitched	chr6	135187327	135196797	2	7509	14946.501	1005	1
1_MACS_peak_32101_lociStitched	chr7	130639983	130647505	1	7523	14882.277	1006	1
3_MACS_peak_25550_lociStitched	chr4	2787079	2801409	3	7665	14347.196	1007	1
2_MACS_peak_24969_lociStitched	chr3	160116183	160123490	2	7214	15684.4755	1008	1
2_MACS_peak_18095_lociStitched	chr19	55764440	55771868	2	7352	15280.1388	1009	1
4_MACS_peak_35166_lociStitched	chr9	131929038	131941165	4	7662	14246.7996	1013	1
1_MACS_peak_30829_lociStitched	chr7	22733644	22741333	1	7690	14134.6887	1014	1
3_MACS_peak_13148_lociStitched	chr16	75139017	75151092	3	7608	14342.685	1019	1
1_MACS_peak_10915_lociStitched	chr15	52669740	52676862	1	7123	15649.1706	1022	1
3_MACS_peak_33048_lociStitched	chr8	54926531	54935772	3	7614	14156.2879	1023	1
2_MACS_peak_2070_lociStitched	chr1	149907747	149915691	2	7032	15830.8032	1024	1
3_MACS_peak_15489_lociStitched	chr18	689369	702755	3	7544	14257.4286	1029	1
2_MACS_peak_17095_lociStitched	chr19	19771468	19781001	2	6996	15805.714	1034	1
1_MACS_peak_16205_lociStitched	chr19	2234826	2241799	1	6974	15567.9198	1046	1
3_MACS_peak_9081_lociStitched	chr13	103243691	103252326	3	7534	13836.724	1050	1
6_MACS_peak_5995_lociStitched	chr11	64877930	64890930	6	7532	13785.2	1051	1
2_MACS_peak_4520_lociStitched	chr10	89620499	89627433	2	6925	15569.6036	1052	1
2_MACS_peak_25305_lociStitched	chr3	190651787	190660114	2	7199	14721.3033	1057	1
2_MACS_peak_3381_lociStitched	chr1	229471888	229480167	2	7119	14954.3577	1058	1
6_MACS_peak_17450_lociStitched	chr19	40916514	40932711	6	6907	15497.2896	1059	1
2_MACS_peak_26162_lociStitched	chr4	99577964	99586284	2	7443	13880.256	1063	1
2_MACS_peak_12796_lociStitched	chr16	54958854	54966269	2	7005	15185.1785	1065	1
5_MACS_peak_23010_lociStitched	chr22	39092711	39103670	5	7075	14828.6229	1069	1
2_MACS_peak_169_lociStitched	chr1	8933052	8940595	2	7322	14028.4714	1074	1
3_MACS_peak_22899_lociStitched	chr22	37588968	37598528	3	7115	14658.348	1075	1
1_MACS_peak_10819_lociStitched	chr15	45489429	45496584	1	7156	14501.754	1077	1
3_MACS_peak_9136_lociStitched	chr13	111357339	111368937	3	7022	14836.1616	1079	1
3_MACS_peak_11132_lociStitched	chr15	66788774	66798657	3	7181	14294.7712	1082	1
2_MACS_peak_5018_lociStitched	chr10	123871168	123878369	2	7115	14457.4477	1084	1
2_MACS_peak_24736_lociStitched	chr3	133290820	133298138	2	7164	14120.081	1089	1
3_MACS_peak_2979_lociStitched	chr1	206132454	206139884	3	6916	14599.207	1104	1
