#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper
1_MACS_peak_31448_lociStitched	chr7	74070748	74078099	1	7352	18852.3746	612	1
5_MACS_peak_15270_lociStitched	chr17	76769792	76781616	5	10069	18835.632	613	1
2_MACS_peak_10177_lociStitched	chr14	95980323	95991597	2	7272	18834.3444	614	1
4_MACS_peak_3596_lociStitched	chr1	246935457	246953668	4	10765	18822.8896	615	1
4_MACS_peak_16981_lociStitched	chr19	17957100	17972580	4	8969	18789.624	616	1
4_MACS_peak_25531_lociStitched	chr4	2410592	2421354	4	7797	18786.1472	617	1
8_MACS_peak_984_lociStitched	chr1	40023991	40049752	8	15237	18766.8885	618	1
1_MACS_peak_11276_lociStitched	chr15	73074150	73080654	1	6505	18763.3896	619	1
2_MACS_peak_3929_lociStitched	chr10	25006113	25017146	2	9021	18742.8604	620	1
4_MACS_peak_25404_lociStitched	chr3	195999720	196015695	4	9426	18738.675	621	1
3_MACS_peak_35893_lociStitched	chrX	48790698	48806369	3	15434	18728.4121	622	1
5_MACS_peak_17519_lociStitched	chr19	42363134	42381593	5	12888	18726.6555	623	1
1_MACS_peak_35388_lociStitched	chr9	139791225	139799811	1	8587	18725.2074	624	1
2_MACS_peak_10546_lociStitched	chr15	31635315	31646756	2	7702	18702.6027	625	1
3_MACS_peak_951_lociStitched	chr1	38464800	38479678	3	10162	18676.3534	626	1
4_MACS_peak_10264_lociStitched	chr14	102275506	102294295	4	12714	18676.266	627	1
7_MACS_peak_22855_lociStitched	chr22	36768894	36785187	7	10158	18666.8901	628	1
4_MACS_peak_28716_lociStitched	chr6	13268346	13280851	4	10401	18666.2135	629	1
1_MACS_peak_3572_lociStitched	chr1	245023018	245029170	1	6153	18655.94	630	1
2_MACS_peak_22155_lociStitched	chr21	43426600	43431990	2	3865	18625.145	631	1
1_MACS_peak_16884_lociStitched	chr19	16186325	16192226	1	5902	18619.4253	632	1
3_MACS_peak_15301_lociStitched	chr17	77809414	77824336	3	7978	18606.2418	633	1
2_MACS_peak_30441_lociStitched	chr6	159453395	159466166	2	12682	18600.9615	634	1
1_MACS_peak_10626_lociStitched	chr15	39914192	39922397	1	8206	18595.812	635	1
2_MACS_peak_2065_lociStitched	chr1	149855109	149861472	2	6322	18589.5045	636	1
4_MACS_peak_26880_lociStitched	chr5	6708707	6723778	4	9735	18556.9223	637	1
1_MACS_peak_30981_lociStitched	chr7	30632839	30638809	1	5971	18530.283	638	1
3_MACS_peak_33265_lociStitched	chr8	81045954	81061362	3	13873	18509.6304	639	1
4_MACS_peak_11878_lociStitched	chr16	685301	700314	4	8351	18505.0238	640	1
3_MACS_peak_28959_lociStitched	chr6	27791024	27808238	3	10086	18491.2788	641	1
1_MACS_peak_12953_lociStitched	chr16	67594078	67601785	1	7708	18488.3223	642	1
3_MACS_peak_12618_lociStitched	chr16	30661059	30672849	3	7358	18485.541	643	1
1_MACS_peak_4306_lociStitched	chr10	74030480	74037001	1	6522	18473.993	644	1
5_MACS_peak_8128_lociStitched	chr12	111834569	111848639	5	7522	18452.805	645	1
5_MACS_peak_34545_lociStitched	chr9	94179828	94195988	5	10758	18449.872	646	1
3_MACS_peak_12533_lociStitched	chr16	29463491	29473826	3	8965	18446.9415	647	1
1_MACS_peak_26439_lociStitched	chr4	140126938	140136692	1	9755	18445.7894	648	1
4_MACS_peak_22147_lociStitched	chr21	43283824	43300410	4	6642	18443.632	649	1
1_MACS_peak_19281_lociStitched	chr2	86259983	86268039	1	8057	18424.8776	650	1
1_MACS_peak_452_lociStitched	chr1	21615647	21622658	1	7012	18422.8047	651	1
3_MACS_peak_2417_lociStitched	chr1	160641376	160653498	3	7907	18414.5302	652	1
6_MACS_peak_34005_lociStitched	chr9	746624	764823	6	13347	18408.2885	653	1
1_MACS_peak_31095_lociStitched	chr7	39987399	39992852	1	5454	18397.3314	654	1
2_MACS_peak_1973_lociStitched	chr1	145394952	145403860	2	8158	18314.848	655	1
1_MACS_peak_11746_lociStitched	chr15	93442882	93452448	1	9567	18312.1938	656	1
2_MACS_peak_25328_lociStitched	chr3	192630456	192636789	2	6242	18296.037	657	1
3_MACS_peak_3274_lociStitched	chr1	226308651	226316930	3	6994	18280.8599	658	1
4_MACS_peak_15903_lociStitched	chr18	55089370	55109212	4	13331	18274.482	659	1
5_MACS_peak_15719_lociStitched	chr18	35009551	35031324	5	10871	18271.9016	660	1
2_MACS_peak_27947_lociStitched	chr5	139041922	139052788	2	7464	18270.0924	661	1
4_MACS_peak_30970_lociStitched	chr7	30323188	30329591	4	5788	18244.7082	662	1
1_MACS_peak_853_lociStitched	chr1	33279424	33286124	1	6701	18201.89	663	1
1_MACS_peak_3057_lociStitched	chr1	209274966	209284354	1	9389	18198.638	664	1
3_MACS_peak_34862_lociStitched	chr9	116162655	116174463	3	8063	18191.4048	665	1
4_MACS_peak_14491_lociStitched	chr17	43379127	43395577	4	10229	18172.315	666	1
6_MACS_peak_11424_lociStitched	chr15	78336379	78362640	6	15513	18167.3598	667	1
6_MACS_peak_15356_lociStitched	chr17	79476733	79487276	6	9108	18160.3175	668	1
1_MACS_peak_14984_lociStitched	chr17	66230241	66236854	1	6614	18156.6528	669	1
1_MACS_peak_1124_lociStitched	chr1	44296280	44303576	1	7297	18150.9888	670	1
5_MACS_peak_15644_lociStitched	chr18	20807373	20823873	5	12753	18135.15	671	1
8_MACS_peak_10421_lociStitched	chr14	106452740	106473342	8	14688	18125.6396	672	1
2_MACS_peak_28185_lociStitched	chr5	154133161	154141740	2	6296	18070.8056	673	1
1_MACS_peak_12512_lociStitched	chr16	28833149	28837926	1	4778	18061.3593	674	1
4_MACS_peak_11050_lociStitched	chr15	63788751	63798958	4	6665	18031.6862	675	1
3_MACS_peak_33606_lociStitched	chr8	124046095	124058033	3	10357	18028.7676	676	1
2_MACS_peak_2828_lociStitched	chr1	200830754	200841904	2	9554	18013.94	677	1
1_MACS_peak_11622_lociStitched	chr15	89177412	89184909	1	7498	18001.7964	678	1
1_MACS_peak_3571_lociStitched	chr1	244996177	245001286	1	5110	17999.5179	679	1
2_MACS_peak_11196_lociStitched	chr15	69754140	69763056	2	6934	17989.8132	680	1
3_MACS_peak_30964_lociStitched	chr7	30059641	30073499	3	9586	17982.1408	681	1
2_MACS_peak_16247_lociStitched	chr19	2695213	2703384	2	7256	17967.2119	682	1
2_MACS_peak_20810_lociStitched	chr2	241517145	241527700	2	8058	17930.834	683	1
5_MACS_peak_3058_lociStitched	chr1	209296754	209308746	5	10933	17908.8528	684	1
2_MACS_peak_5907_lociStitched	chr11	62646869	62655012	2	7123	17903.1998	685	1
2_MACS_peak_23118_lociStitched	chr22	41839740	41845228	2	5437	17891.9776	686	1
4_MACS_peak_27531_lociStitched	chr5	95285493	95298725	4	9246	17880.4016	687	1
4_MACS_peak_19454_lociStitched	chr2	97192468	97205821	4	8399	17872.9905	688	1
5_MACS_peak_22930_lociStitched	chr22	38019708	38037396	5	11871	17866.6488	689	1
5_MACS_peak_20404_lociStitched	chr2	202112782	202128031	5	11276	17850.4794	690	1
3_MACS_peak_19895_lociStitched	chr2	137136104	137153058	3	9071	17815.2632	691	1
2_MACS_peak_26462_lociStitched	chr4	141070953	141078886	2	7916	17812.7582	692	1
4_MACS_peak_29190_lociStitched	chr6	33537923	33558839	4	9090	17780.6916	693	1
3_MACS_peak_4130_lociStitched	chr10	50251655	50267782	3	9951	17776.7921	694	1
4_MACS_peak_497_lociStitched	chr1	23876839	23889117	4	8538	17755.2158	695	1
2_MACS_peak_19022_lociStitched	chr2	65158417	65167684	2	8446	17748.1584	696	1
1_MACS_peak_28533_lociStitched	chr5	180667926	180675988	1	8063	17740.431	697	1
3_MACS_peak_18699_lociStitched	chr2	37614634	37625368	3	8549	17729.3478	698	1
2_MACS_peak_18346_lociStitched	chr2	9687307	9697223	2	8345	17720.8836	699	1
6_MACS_peak_19376_lociStitched	chr2	89442070	89459891	6	14453	17703.3814	700	1
6_MACS_peak_15295_lociStitched	chr17	77769913	77787956	6	9051	17685.7486	701	1
3_MACS_peak_26387_lociStitched	chr4	129730328	129741331	3	8359	17682.9213	702	1
3_MACS_peak_15826_lociStitched	chr18	46448409	46462716	3	9358	17672.0064	703	1
1_MACS_peak_2650_lociStitched	chr1	178693432	178698994	1	5563	17663.7996	704	1
3_MACS_peak_1010_lociStitched	chr1	40355978	40368735	3	12631	17649.3095	705	1
2_MACS_peak_19648_lociStitched	chr2	112283041	112294424	2	9950	17640.2351	706	1
3_MACS_peak_25003_lociStitched	chr3	164168237	164179567	3	10773	17631.746	707	1
8_MACS_peak_31076_lociStitched	chr7	38384228	38408464	8	12643	17631.69	708	1
2_MACS_peak_16428_lociStitched	chr19	6735453	6740845	2	5350	17617.8208	709	1
1_MACS_peak_14441_lociStitched	chr17	42243959	42250366	1	6408	17616.0465	710	1
3_MACS_peak_16811_lociStitched	chr19	14182138	14193357	3	6976	17611.5862	711	1
2_MACS_peak_22008_lociStitched	chr21	34696287	34705675	2	6012	17594.9896	712	1
3_MACS_peak_31738_lociStitched	chr7	100135812	100146297	3	9862	17593.83	713	1
3_MACS_peak_8260_lociStitched	chr12	120628508	120640616	3	10943	17577.1836	714	1
3_MACS_peak_14709_lociStitched	chr17	49195162	49210702	3	7497	17484.054	715	1
2_MACS_peak_8167_lociStitched	chr12	113337678	113349075	2	11345	17469.3216	716	1
1_MACS_peak_30823_lociStitched	chr7	22598991	22606603	1	7613	17428.4352	717	1
3_MACS_peak_3344_lociStitched	chr1	228643026	228654207	3	11153	17409.9351	718	1
2_MACS_peak_12318_lociStitched	chr16	17552966	17565424	2	9523	17388.8764	719	1
1_MACS_peak_19727_lociStitched	chr2	114642690	114650239	1	7550	17375.5333	720	1
3_MACS_peak_34859_lociStitched	chr9	116132093	116143809	3	7507	17359.5972	721	1
3_MACS_peak_2706_lociStitched	chr1	182579827	182592493	3	7428	17351.1534	722	1
3_MACS_peak_3824_lociStitched	chr10	13377538	13391950	3	7584	17343.4008	723	1
4_MACS_peak_12930_lociStitched	chr16	67269477	67283560	4	9364	17340.3979	724	1
7_MACS_peak_4436_lociStitched	chr10	80851169	80868808	7	15433	17328.5536	725	1
2_MACS_peak_58_lociStitched	chr1	1707181	1715311	2	7311	17309.583	726	1
2_MACS_peak_31887_lociStitched	chr7	105921513	105927299	2	5689	17292.0396	727	1
2_MACS_peak_33799_lociStitched	chr8	134695871	134707740	2	10502	17268.2081	728	1
3_MACS_peak_28414_lociStitched	chr5	176727156	176740801	3	11079	17263.654	729	1
4_MACS_peak_7155_lociStitched	chr12	26266048	26280177	4	13740	17261.3993	730	1
1_MACS_peak_16090_lociStitched	chr19	658984	664217	1	5234	17245.3515	731	1
5_MACS_peak_12201_lociStitched	chr16	11821525	11838149	5	12629	17227.4512	732	1
2_MACS_peak_20208_lociStitched	chr2	182168523	182179799	2	10690	17218.452	733	1
3_MACS_peak_23850_lociStitched	chr3	45694349	45710035	3	12565	17213.8164	734	1
3_MACS_peak_35058_lociStitched	chr9	130149232	130161134	3	7492	17212.6724	735	1
1_MACS_peak_25061_lociStitched	chr3	170072401	170076750	1	4350	17211.6024	736	1
3_MACS_peak_13353_lociStitched	chr16	89179892	89195821	3	9321	17209.6916	737	1
1_MACS_peak_18374_lociStitched	chr2	10259641	10266386	1	6746	17201.099	738	1
4_MACS_peak_32500_lociStitched	chr8	2030673	2042041	4	9418	17196.3736	739	1
2_MACS_peak_3257_lociStitched	chr1	226124124	226133521	2	6819	17194.6306	740	1
2_MACS_peak_14814_lociStitched	chr17	57694433	57700096	2	5026	17168.5171	741	1
2_MACS_peak_18758_lociStitched	chr2	39346363	39352656	2	5404	17152.2008	742	1
5_MACS_peak_15550_lociStitched	chr18	9135022	9148197	5	10252	17116.96	743	1
1_MACS_peak_1723_lociStitched	chr1	111211083	111220683	1	9601	17112.96	744	1
6_MACS_peak_21926_lociStitched	chr21	19147286	19167488	6	11439	17107.0536	745	1
4_MACS_peak_16567_lociStitched	chr19	10303347	10317784	4	9036	17106.4013	746	1
3_MACS_peak_16378_lociStitched	chr19	5679167	5692761	3	7271	17103.9708	747	1
4_MACS_peak_2896_lociStitched	chr1	203236424	203248570	4	9382	17097.9242	748	1
1_MACS_peak_11490_lociStitched	chr15	81291606	81295136	1	3531	17096.849	749	1
2_MACS_peak_16191_lociStitched	chr19	2031350	2043231	2	7569	17086.0661	750	1
5_MACS_peak_17906_lociStitched	chr19	50175003	50186385	5	8469	17076.4146	751	1
4_MACS_peak_17884_lociStitched	chr19	49953816	49964882	4	8002	17069.305	752	1
1_MACS_peak_11183_lociStitched	chr15	68568934	68575116	1	6183	17048.7196	753	1
2_MACS_peak_14756_lociStitched	chr17	55553392	55565584	2	8433	17034.6624	754	1
2_MACS_peak_11744_lociStitched	chr15	93424137	93429818	2	5543	16996.4158	755	1
4_MACS_peak_34854_lociStitched	chr9	116101631	116115781	4	7488	16984.245	756	1
2_MACS_peak_21568_lociStitched	chr20	45172317	45184892	2	10012	16967.4475	757	1
3_MACS_peak_29524_lociStitched	chr6	52358263	52370530	3	9866	16940.727	758	1
2_MACS_peak_19279_lociStitched	chr2	86242146	86253479	2	10652	16940.5684	759	1
4_MACS_peak_20276_lociStitched	chr2	191875617	191889098	4	9820	16937.5284	760	1
2_MACS_peak_9164_lociStitched	chr13	113341245	113349065	2	7331	16909.968	761	1
2_MACS_peak_31169_lociStitched	chr7	44830050	44838730	2	5725	16899.96	762	1
3_MACS_peak_27679_lociStitched	chr5	118603846	118614556	3	9853	16897.167	763	1
5_MACS_peak_18356_lociStitched	chr2	9888694	9910224	5	10378	16894.591	764	1
5_MACS_peak_17926_lociStitched	chr19	50393078	50407873	5	9069	16894.4105	765	1
4_MACS_peak_10027_lociStitched	chr14	89891377	89903287	4	11726	16894.335	766	1
1_MACS_peak_10545_lociStitched	chr15	31617139	31622438	1	5300	16885.7934	767	1
1_MACS_peak_27859_lociStitched	chr5	133859499	133864922	1	5424	16882.3413	768	1
3_MACS_peak_25806_lociStitched	chr4	38307281	38322241	3	10750	16873.384	769	1
3_MACS_peak_7227_lociStitched	chr12	31901403	31913574	3	9124	16854.4008	770	1
1_MACS_peak_1945_lociStitched	chr1	144532566	144539959	1	7394	16839.7754	771	1
4_MACS_peak_29639_lociStitched	chr6	74224962	74234391	4	7400	16832.6508	772	1
3_MACS_peak_6012_lociStitched	chr11	65148121	65157841	3	7876	16819.488	773	1
1_MACS_peak_26203_lociStitched	chr4	105407627	105417090	1	9464	16804.3954	774	1
3_MACS_peak_33158_lociStitched	chr8	67417451	67427209	3	8651	16803.276	775	1
3_MACS_peak_25386_lociStitched	chr3	195632544	195642645	3	6222	16800.9933	776	1
6_MACS_peak_7658_lociStitched	chr12	58224536	58241354	6	8822	16796.1366	777	1
3_MACS_peak_13301_lociStitched	chr16	87415884	87427538	3	8191	16792.2486	778	1
1_MACS_peak_32077_lociStitched	chr7	129588645	129593507	1	4863	16785.5688	779	1
2_MACS_peak_2545_lociStitched	chr1	167682490	167692441	2	6529	16748.5281	780	1
3_MACS_peak_4419_lociStitched	chr10	80731919	80742115	3	7574	16738.7732	781	1
4_MACS_peak_34457_lociStitched	chr9	82179739	82188994	4	8415	16737.6675	782	1
3_MACS_peak_2671_lociStitched	chr1	179845739	179853614	3	7026	16713.9	783	1
1_MACS_peak_16401_lociStitched	chr19	6357269	6363213	1	5945	16690.1576	784	1
2_MACS_peak_25603_lociStitched	chr4	5708904	5716010	2	6884	16689.8622	785	1
1_MACS_peak_16459_lociStitched	chr19	7292107	7296304	1	4198	16684.3341	786	1
3_MACS_peak_14603_lociStitched	chr17	46172948	46186581	3	7819	16673.159	787	1
1_MACS_peak_10272_lociStitched	chr14	102340705	102346895	1	6191	16667.813	788	1
2_MACS_peak_605_lociStitched	chr1	25869562	25879165	2	8784	16659.2844	789	1
1_MACS_peak_33443_lociStitched	chr8	101961825	101966413	1	4589	16615.442	790	1
2_MACS_peak_27508_lociStitched	chr5	95059748	95069918	2	9857	16591.338	791	1
7_MACS_peak_5077_lociStitched	chr10	128109526	128129724	7	13493	16588.6174	792	1
1_MACS_peak_34986_lociStitched	chr9	126438251	126443899	1	5649	16574.6208	793	1
1_MACS_peak_11577_lociStitched	chr15	85289835	85294739	1	4905	16557.8656	794	1
3_MACS_peak_13547_lociStitched	chr17	4842056	4855050	3	9460	16541.362	795	1
2_MACS_peak_30032_lociStitched	chr6	119665972	119672598	2	5914	16536.5082	796	1
4_MACS_peak_12235_lociStitched	chr16	14394767	14408372	4	9425	16535.517	797	1
1_MACS_peak_297_lociStitched	chr1	14025797	14033216	1	7420	16499.856	798	1
3_MACS_peak_23866_lociStitched	chr3	46247050	46257264	3	9851	16496.6314	799	1
4_MACS_peak_1923_lociStitched	chr1	143911574	143919972	4	8212	16494.5118	800	1
1_MACS_peak_26522_lociStitched	chr4	148651306	148655590	1	4285	16491.6864	801	1
1_MACS_peak_16579_lociStitched	chr19	10379943	10384129	1	4187	16487.3982	802	1
3_MACS_peak_33414_lociStitched	chr8	101336579	101351880	3	11677	16486.8275	803	1
2_MACS_peak_6183_lociStitched	chr11	68032323	68042293	2	7656	16461.467	804	1
4_MACS_peak_19007_lociStitched	chr2	64863224	64882175	4	8939	16436.2023	805	1
2_MACS_peak_20271_lociStitched	chr2	191744063	191752083	2	7783	16435.386	806	1
1_MACS_peak_2208_lociStitched	chr1	154296810	154302058	1	5249	16433.0624	807	1
2_MACS_peak_35274_lociStitched	chr9	135932096	135938610	2	6449	16427.0052	808	1
3_MACS_peak_10304_lociStitched	chr14	103240769	103253662	3	9284	16415.3676	809	1
10_MACS_peak_12538_lociStitched	chr16	29605186	29625567	10	11296	16398.5526	810	1
1_MACS_peak_27566_lociStitched	chr5	100234304	100241774	1	7471	16392.915	811	1
4_MACS_peak_12592_lociStitched	chr16	30379020	30394439	4	8950	16391.9389	812	1
1_MACS_peak_2084_lociStitched	chr1	150204792	150209669	1	4878	16389.6462	813	1
4_MACS_peak_30781_lociStitched	chr7	18534173	18549707	4	10081	16366.6224	814	1
5_MACS_peak_1167_lociStitched	chr1	45803167	45820349	5	10069	16365.855	815	1
1_MACS_peak_17717_lociStitched	chr19	47216636	47222808	1	6173	16359.5032	816	1
6_MACS_peak_22081_lociStitched	chr21	37484154	37507516	6	7684	16355.7362	817	1
1_MACS_peak_1003_lociStitched	chr1	40238609	40244181	1	5573	16334.318	818	1
6_MACS_peak_4133_lociStitched	chr10	50276715	50290040	6	11232	16327.1225	819	1
4_MACS_peak_25439_lociStitched	chr3	197378472	197392842	4	6887	16318.572	820	1
1_MACS_peak_18601_lociStitched	chr2	28612578	28617519	1	4942	16270.713	821	1
2_MACS_peak_15200_lociStitched	chr17	75203118	75211932	2	8798	16243.3206	822	1
3_MACS_peak_34975_lociStitched	chr9	126079330	126092244	3	11666	16239.355	823	1
1_MACS_peak_22255_lociStitched	chr21	45283968	45287764	1	3797	16237.0104	824	1
3_MACS_peak_14110_lociStitched	chr17	33406487	33417376	3	9963	16234.4101	825	1
4_MACS_peak_17509_lociStitched	chr19	42036132	42049109	4	12029	16234.227	826	1
1_MACS_peak_17842_lociStitched	chr19	49375124	49381357	1	6234	16227.6155	827	1
2_MACS_peak_1507_lociStitched	chr1	87793147	87802706	2	8336	16211.1081	828	1
9_MACS_peak_5985_lociStitched	chr11	64835560	64858350	9	11996	16208.248	829	1
3_MACS_peak_3804_lociStitched	chr10	12445712	12455662	3	9111	16184.67	830	1
2_MACS_peak_580_lociStitched	chr1	25069574	25077689	2	7991	16183.7445	831	1
3_MACS_peak_25378_lociStitched	chr3	195351010	195363727	3	6204	16181.1108	832	1
6_MACS_peak_22351_lociStitched	chr22	17081492	17099700	6	9949	16174.1664	833	1
5_MACS_peak_15413_lociStitched	chr17	80241211	80257003	5	6645	16164.6912	834	1
2_MACS_peak_15879_lociStitched	chr18	51789285	51799435	2	7323	16142.56	835	1
10_MACS_peak_14154_lociStitched	chr17	34516276	34540004	10	16281	16139.7856	836	1
3_MACS_peak_28338_lociStitched	chr5	172751695	172759198	3	7282	16105.1895	837	1
2_MACS_peak_23015_lociStitched	chr22	39145746	39153584	2	7371	16099.252	838	1
6_MACS_peak_26020_lociStitched	chr4	77116560	77136212	6	12963	16093.0228	839	1
3_MACS_peak_5846_lociStitched	chr11	61731132	61741844	3	7868	16060.5016	840	1
2_MACS_peak_16630_lociStitched	chr19	11070403	11076106	2	5703	16035.6954	841	1
1_MACS_peak_17553_lociStitched	chr19	42783248	42790070	1	6823	16028.9712	842	1
3_MACS_peak_25837_lociStitched	chr4	40301529	40312060	3	9790	16027.1289	843	1
6_MACS_peak_20384_lociStitched	chr2	201920273	201941210	6	12305	16014.7113	844	1
1_MACS_peak_22158_lociStitched	chr21	43448476	43454197	1	5722	16011.9348	845	1
3_MACS_peak_28865_lociStitched	chr6	26194818	26207314	3	9443	16011.1248	846	1
1_MACS_peak_34978_lociStitched	chr9	126098991	126103509	1	4519	15993.2682	847	1
1_MACS_peak_4905_lociStitched	chr10	112576273	112585863	1	9591	15984.612	848	1
4_MACS_peak_7870_lociStitched	chr12	95032889	95047166	4	10251	15955.9752	849	1
2_MACS_peak_3876_lociStitched	chr10	17268671	17275467	2	6570	15937.2996	850	1
3_MACS_peak_16640_lociStitched	chr19	11196064	11207571	3	8667	15937.195	851	1
1_MACS_peak_28708_lociStitched	chr6	12007229	12014030	1	6802	15870.1335	852	1
1_MACS_peak_29961_lociStitched	chr6	113963297	113973895	1	10599	15859.907	853	1
2_MACS_peak_33358_lociStitched	chr8	95897309	95909943	2	10198	15851.8798	854	1
2_MACS_peak_2070_lociStitched	chr1	149907747	149915691	2	7032	15830.8032	855	1
4_MACS_peak_35011_lociStitched	chr9	127527446	127539759	4	8539	15823.4363	856	1
5_MACS_peak_21190_lociStitched	chr20	30944856	30958337	5	8426	15819.9535	857	1
2_MACS_peak_16179_lociStitched	chr19	1847154	1856805	2	6491	15816.0588	858	1
2_MACS_peak_17095_lociStitched	chr19	19771468	19781001	2	6996	15805.714	859	1
2_MACS_peak_11061_lociStitched	chr15	64381372	64389894	2	7302	15796.3792	860	1
4_MACS_peak_19332_lociStitched	chr2	87550846	87569329	4	12837	15782.6337	861	1
1_MACS_peak_21140_lociStitched	chr20	25275465	25283311	1	7847	15773.5984	862	1
2_MACS_peak_22199_lociStitched	chr21	44393483	44396831	2	3236	15770.754	863	1
1_MACS_peak_33994_lociStitched	chr9	623993	630323	1	6331	15767.397	864	1
2_MACS_peak_30644_lociStitched	chr7	5269473	5281156	2	8729	15767.3768	865	1
1_MACS_peak_3132_lociStitched	chr1	212779660	212783589	1	3930	15765.8983	866	1
8_MACS_peak_30169_lociStitched	chr6	137071866	137097002	8	14395	15765.2992	867	1
1_MACS_peak_10917_lociStitched	chr15	52754525	52760115	1	5591	15763.241	868	1
2_MACS_peak_22968_lociStitched	chr22	38568488	38578492	2	7543	15752.2984	869	1
4_MACS_peak_30177_lociStitched	chr6	137104548	137115358	4	7599	15739.36	870	1
1_MACS_peak_16166_lociStitched	chr19	1589655	1593857	1	4203	15720.5224	871	1
4_MACS_peak_29855_lociStitched	chr6	106576727	106595351	4	12283	15701.8944	872	1
5_MACS_peak_17471_lociStitched	chr19	41106947	41121347	5	10413	15698.88	873	1
3_MACS_peak_11707_lociStitched	chr15	91529299	91538975	3	8679	15693.5044	874	1
2_MACS_peak_24884_lociStitched	chr3	150125139	150131248	2	6004	15692.1883	875	1
4_MACS_peak_8394_lociStitched	chr12	123410805	123423828	4	11234	15690.1104	876	1
2_MACS_peak_24969_lociStitched	chr3	160116183	160123490	2	7214	15684.4755	877	1
2_MACS_peak_3511_lociStitched	chr1	235489420	235494875	2	5391	15678.2155	878	1
2_MACS_peak_2522_lociStitched	chr1	167188480	167192646	2	4085	15658.7442	879	1
2_MACS_peak_23170_lociStitched	chr22	42832803	42841249	2	6881	15652.1272	880	1
1_MACS_peak_10915_lociStitched	chr15	52669740	52676862	1	7123	15649.1706	881	1
3_MACS_peak_30851_lociStitched	chr7	23501370	23514824	3	8925	15648.3474	882	1
3_MACS_peak_14961_lociStitched	chr17	65667511	65677793	3	9987	15648.1758	883	1
1_MACS_peak_20724_lociStitched	chr2	233923733	233929213	1	5481	15633.344	884	1
3_MACS_peak_12589_lociStitched	chr16	30352996	30368422	3	7466	15626.538	885	1
3_MACS_peak_7985_lociStitched	chr12	104849910	104862025	3	8151	15624.7155	886	1
2_MACS_peak_25447_lociStitched	chr3	197473500	197479385	2	5683	15612.905	887	1
1_MACS_peak_27119_lociStitched	chr5	42989936	42996036	1	6101	15609.29	888	1
3_MACS_peak_6360_lociStitched	chr11	77145327	77156503	3	9380	15597.2256	889	1
1_MACS_peak_14235_lociStitched	chr17	37023006	37029013	1	6008	15590.5678	890	1
3_MACS_peak_11008_lociStitched	chr15	60938722	60954261	3	12592	15588.7248	891	1
3_MACS_peak_34080_lociStitched	chr9	14314304	14323485	3	8670	15582.9113	892	1
1_MACS_peak_11770_lociStitched	chr15	99493138	99499377	1	6240	15574.4157	893	1
2_MACS_peak_4520_lociStitched	chr10	89620499	89627433	2	6925	15569.6036	894	1
1_MACS_peak_16205_lociStitched	chr19	2234826	2241799	1	6974	15567.9198	895	1
2_MACS_peak_34184_lociStitched	chr9	33288894	33299089	2	8638	15562.6675	896	1
3_MACS_peak_28525_lociStitched	chr5	180609100	180619919	3	8506	15554.4763	897	1
1_MACS_peak_30471_lociStitched	chr6	163833984	163838088	1	4105	15539.3856	898	1
1_MACS_peak_26506_lociStitched	chr4	146856245	146860420	1	4176	15523.485	899	1
3_MACS_peak_31256_lociStitched	chr7	50343095	50357876	3	9114	15515.6157	900	1
3_MACS_peak_7775_lociStitched	chr12	72079057	72089758	3	10057	15512.1696	901	1
6_MACS_peak_17450_lociStitched	chr19	40916514	40932711	6	6907	15497.2896	902	1
1_MACS_peak_10898_lociStitched	chr15	52310661	52315302	1	4642	15493.5144	903	1
3_MACS_peak_23042_lociStitched	chr22	39485484	39496077	3	8715	15491.2032	904	1
3_MACS_peak_12782_lociStitched	chr16	53123757	53134961	3	8133	15471.6036	905	1
3_MACS_peak_183_lociStitched	chr1	9334780	9347247	3	7766	15467.8069	906	1
3_MACS_peak_6026_lociStitched	chr11	65307079	65322191	3	7814	15461.0872	907	1
2_MACS_peak_2263_lociStitched	chr1	155106924	155113463	2	5641	15452.9648	908	1
3_MACS_peak_14818_lociStitched	chr17	57914336	57927068	3	10440	15429.9108	909	1
3_MACS_peak_3476_lociStitched	chr1	234650906	234660430	3	6262	15416.4988	910	1
2_MACS_peak_4477_lociStitched	chr10	81954303	81966127	2	8949	15411.4016	911	1
2_MACS_peak_14932_lociStitched	chr17	62979626	62986050	2	6375	15390.6192	912	1
2_MACS_peak_31202_lociStitched	chr7	47339612	47346068	2	6457	15367.8624	913	1
3_MACS_peak_24571_lociStitched	chr3	124858821	124875344	3	8889	15366.39	914	1
4_MACS_peak_22406_lociStitched	chr22	18547294	18562977	4	11638	15356.7936	915	1
3_MACS_peak_24698_lociStitched	chr3	130557745	130574967	3	10503	15349.9686	916	1
2_MACS_peak_30227_lociStitched	chr6	139690231	139697825	2	7574	15320.1356	917	1
2_MACS_peak_30596_lociStitched	chr7	2728047	2739955	2	8984	15319.642	918	1
2_MACS_peak_17513_lociStitched	chr19	42054963	42061786	2	6640	15313.5412	919	1
