REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_26483_lociStitched	chr4	144274883	144284107	1	9225	25056.0736	333	1	GAB1		GAB1	GAB1	0.5484	333	1
2_MACS_peak_34818_lociStitched	chr9	114237322	114247517	2	6477	24893.1315	334	1	KIAA0368	ZNF483	KIAA0368	KIAA0368	0.2921	334	1
2_MACS_peak_7084_lociStitched	chr12	12866182	12881589	2	14516	24873.0608	335	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	1.6345	335	1
1_MACS_peak_1969_lociStitched	chr1	145208012	145212866	1	4855	24867.042	336	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.554	336	1
3_MACS_peak_15189_lociStitched	chr17	75079321	75095254	3	12953	24849.1068	337	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.541	337	1
5_MACS_peak_30454_lociStitched	chr6	160388841	160410942	5	15182	24828.2634	338	1	IGF2R		IGF2R	IGF2R	0.2533	338	1
1_MACS_peak_23187_lociStitched	chr22	43057511	43071000	1	13490	24826.5045	339	1		RNU12,POLDIP3,ATP5L2,CYB5R3,A4GALT	CYB5R3	RNU12	0.8786	339	1
7_MACS_peak_16889_lociStitched	chr19	16244294	16272490	7	20186	24778.6448	340	1	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	0.7471	340	1
5_MACS_peak_16622_lociStitched	chr19	10974763	10991345	5	10810	24751.9514	341	1	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	TMED1	0.564	341	1
5_MACS_peak_15382_lociStitched	chr17	79816169	79830947	5	9234	24748.7166	342	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	P4HB	DYSFIP1	1.0953	342	1
2_MACS_peak_18317_lociStitched	chr2	8651694	8667176	2	13558	24747.977	343	1			ID2	ID2	NONE	343	1
10_MACS_peak_11947_lociStitched	chr16	2178204	2207097	10	14607	24743.9652	344	1	RAB26,TRAF7,PKD1,MIR3180-5,SNORD60	MLST8,MIR1225,CASKIN1	RAB26	RAB26	0.7387	344	1
1_MACS_peak_21977_lociStitched	chr21	32924479	32932921	1	8443	24737.5926	345	1	TIAM1		TIAM1	TIAM1	0.2409	345	1
2_MACS_peak_395_lociStitched	chr1	17221418	17234144	2	8527	24671.8962	346	1		CROCC	CROCC	CROCC	0.1492	346	1
3_MACS_peak_17615_lociStitched	chr19	45244834	45260258	3	11131	24644.4672	347	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.1643	347	1
1_MACS_peak_7607_lociStitched	chr12	57105145	57120091	1	14947	24565.2456	348	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	1.1238	348	1
4_MACS_peak_11904_lociStitched	chr16	1341047	1361980	4	13007	24541.8492	349	1	UBE2I	TPSD1,BAIAP3,GNPTG,C16orf42	UBE2I	UBE2I	0.5267	349	1
4_MACS_peak_12242_lociStitched	chr16	14486577	14502457	4	13690	24537.776	350	1			MIR365-1	MIR365-1	0.8282	350	1
3_MACS_peak_9498_lociStitched	chr14	50085850	50103187	3	11798	24533.5887	351	1	MGAT2,RPL36AL,C14orf104	PPIL5,RPS29	MGAT2	MGAT2	1.0226	351	1
6_MACS_peak_15175_lociStitched	chr17	74720875	74734902	6	10338	24523.4041	352	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	1.323	352	1
2_MACS_peak_23066_lociStitched	chr22	39856815	39871025	2	13132	24418.464	353	1	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.737	353	1
3_MACS_peak_16657_lociStitched	chr19	11484291	11495735	3	10634	24368.8536	354	1	C19orf39,EPOR	CCDC159,LPPR2,RAB3D,TMEM205,RGL3	C19orf39	C19orf39	1.4054	354	1
3_MACS_peak_35747_lociStitched	chrX	39953042	39969447	3	12784	24359.7845	355	1	BCOR		BCOR	BCOR	0.364	355	1
4_MACS_peak_20001_lociStitched	chr2	159840059	159859235	4	12895	24359.2728	356	1	TANC1		TANC1	TANC1	0.2846	356	1
1_MACS_peak_3864_lociStitched	chr10	15826265	15837693	1	11429	24201.0756	357	1	FAM188A		ITGA8	ITGA8	NONE	357	1
2_MACS_peak_11371_lociStitched	chr15	75741879	75749389	2	7425	24182.2	358	1	SIN3A		SIN3A	SIN3A	0.4255	358	1
4_MACS_peak_16573_lociStitched	chr19	10352212	10363965	4	9712	24105.403	359	1	MRPL4	MIR4322,ICAM1,ICAM4,ICAM5,DNMT1,S1PR2	MRPL4	S1PR2	2.2556	359	1
2_MACS_peak_4884_lociStitched	chr10	112215104	112226003	2	10709	24096.5991	360	1		DUSP5	DUSP5	DUSP5	0.9096	360	1
3_MACS_peak_29369_lociStitched	chr6	42737792	42752280	3	9231	24042.836	361	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9289	361	1
2_MACS_peak_188_lociStitched	chr1	9372958	9383311	2	9801	23931.9948	362	1	SPSB1		SPSB1	SPSB1	0.6265	362	1
4_MACS_peak_14528_lociStitched	chr17	44253366	44272451	4	12449	23907.7795	363	1	LOC644246,KIAA1267		KIAA1267	KIAA1267	0.3033	363	1
3_MACS_peak_10106_lociStitched	chr14	91872085	91885880	3	12958	23886.0425	364	1	CCDC88C		CCDC88C	CCDC88C	0.9814	364	1
1_MACS_peak_18677_lociStitched	chr2	33699575	33706418	1	6844	23868.384	365	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.4532	365	1
8_MACS_peak_195_lociStitched	chr1	9460131	9489830	8	13873	23863.1465	366	1			SPSB1	SPSB1	0.6265	366	1
4_MACS_peak_36526_lociStitched	chrX	152973708	152994638	4	13516	23847.642	367	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	BCAP31	BCAP31	0.7484	367	1
7_MACS_peak_15145_lociStitched	chr17	74221913	74244017	7	11978	23836.9536	368	1	RNF157	FAM100B	RNF157	FAM100B	2.287	368	1
4_MACS_peak_34899_lociStitched	chr9	117371678	117382123	4	7851	23816.689	369	1	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	1.0687	369	1
4_MACS_peak_2242_lociStitched	chr1	154923573	154936127	4	9830	23809.9164	370	1	PBXIP1,PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK	PBXIP1	ZBTB7B	2.246	370	1
2_MACS_peak_22118_lociStitched	chr21	38737614	38743215	2	5103	23804.8101	371	1	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.2836	371	1
4_MACS_peak_327_lociStitched	chr1	15726364	15744603	4	13329	23783.656	372	1	EFHD2	CTRC,CELA2A	EFHD2	EFHD2	0.6171	372	1
6_MACS_peak_6567_lociStitched	chr11	111229676	111251197	6	18733	23763.4882	373	1	POU2AF1		POU2AF1	POU2AF1	0.6903	373	1
3_MACS_peak_16197_lociStitched	chr19	2082998	2099342	3	11782	23698.8	374	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MKNK2	1.1129	374	1
3_MACS_peak_22103_lociStitched	chr21	37905554	37916940	3	9328	23678.3256	375	1	CLDN14		CLDN14	CLDN14	0.4041	375	1
4_MACS_peak_3679_lociStitched	chr10	3818136	3829343	4	10457	23666.9426	376	1	KLF6		KLF6	KLF6	1.2717	376	1
2_MACS_peak_19046_lociStitched	chr2	65656258	65665280	2	8104	23652.9774	377	1	SPRED2		SPRED2	SPRED2	0.3715	377	1
1_MACS_peak_28486_lociStitched	chr5	179244384	179252111	1	7728	23648.4835	378	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.996	378	1
2_MACS_peak_25722_lociStitched	chr4	15002531	15010232	2	7533	23620.5072	379	1	CPEB2		CPEB2	CPEB2	0.385	379	1
2_MACS_peak_22171_lociStitched	chr21	43647616	43660010	2	9685	23606.8518	380	1	ABCG1		ABCG1	ABCG1	0.4244	380	1
1_MACS_peak_2906_lociStitched	chr1	203288803	203297981	1	9179	23591.1312	381	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.8689	381	1
3_MACS_peak_26270_lociStitched	chr4	113200007	113212618	3	11793	23513.2095	382	1	TIFA	AP1AR,ALPK1	TIFA	TIFA	1.2075	382	1
2_MACS_peak_26452_lociStitched	chr4	140475590	140482485	2	6275	23502.297	383	1	SETD7		SETD7	SETD7	0.5309	383	1
3_MACS_peak_633_lociStitched	chr1	26632248	26649006	3	13725	23493.0402	384	1	CD52,UBXN11,AIM1L	SH3BGRL3	CD52	CD52	1.2427	384	1
5_MACS_peak_27526_lociStitched	chr5	95250221	95270425	5	14802	23436.64	385	1	ELL2		ELL2	ELL2	0.5795	385	1
4_MACS_peak_17786_lociStitched	chr19	48823075	48837832	4	11187	23425.2618	386	1	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	EMP3	1.5341	386	1
3_MACS_peak_15435_lociStitched	chr17	80450817	80465341	3	10312	23417.0452	387	1		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.7913	387	1
10_MACS_peak_21459_lociStitched	chr20	42336740	42365593	10	17905	23414.2095	388	1	MYBL2,GTSF1L		GTSF1L	GTSF1L	0.5654	388	1
2_MACS_peak_21574_lociStitched	chr20	45522474	45532315	2	9627	23392.057	389	1	EYA2		EYA2	EYA2	0.1842	389	1
1_MACS_peak_16312_lociStitched	chr19	3983135	3990805	1	7671	23381.995	390	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.4556	390	1
3_MACS_peak_16746_lociStitched	chr19	13043157	13058256	3	13119	23362.6827	391	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.3021	391	1
2_MACS_peak_36541_lociStitched	chrX	153230650	153239499	2	8740	23330.3885	392	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	NAA10	1.7995	392	1
7_MACS_peak_23364_lociStitched	chr22	50963007	50984714	7	14290	23308.9766	393	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.2697	393	1
3_MACS_peak_23951_lociStitched	chr3	49054525	49067382	3	9007	23298.1697	394	1	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.6098	394	1
3_MACS_peak_11835_lociStitched	chr15	101790441	101807042	3	8514	23282.9025	395	1	CHSY1	SELS,SNRPA1	CHSY1	SNRPA1	0.6646	395	1
4_MACS_peak_14566_lociStitched	chr17	45725632	45742007	4	11351	23234.4875	396	1	KPNB1	TBKBP1	KPNB1	KPNB1	0.6256	396	1
2_MACS_peak_2246_lociStitched	chr1	154941662	154950230	2	8301	23233.8456	397	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	ZBTB7B	2.246	397	1
5_MACS_peak_27038_lociStitched	chr5	32205754	32219601	5	11618	23226.9578	398	1		GOLPH3	GOLPH3	GOLPH3	0.3405	398	1
5_MACS_peak_18312_lociStitched	chr2	8617060	8630829	5	12712	23211.7802	399	1			C2orf46	C2orf46	NONE	399	1
2_MACS_peak_15095_lociStitched	chr17	73307363	73320255	2	12710	23178.5268	400	1	GRB2	MRPS7,LOC100287042,GGA3,MIF4GD,SLC25A19	SLC25A19	MIF4GD	1.0599	400	1
3_MACS_peak_15539_lociStitched	chr18	9015708	9026142	3	10033	23167.6536	401	1			NDUFV2	NDUFV2	0.5579	401	1
3_MACS_peak_31575_lociStitched	chr7	87548887	87565039	3	14616	23139.3552	402	1	ADAM22	DBF4,SLC25A40	ADAM22	DBF4	0.2746	402	1
6_MACS_peak_16590_lociStitched	chr19	10511782	10528040	6	10260	23138.3856	403	1	CDC37,MIR1181	PDE4A,TYK2	CDC37	CDC37	0.5378	403	1
5_MACS_peak_12608_lociStitched	chr16	30562407	30584356	5	11566	23134.246	404	1	ZNF764,ZNF688	ZNF768,ZNF747,ZNF785,ZNF689	ZNF764	ZNF747	1.0916	404	1
1_MACS_peak_11712_lociStitched	chr15	92394952	92402178	1	7227	23117.4192	405	1	SLCO3A1		SLCO3A1	SLCO3A1	0.2635	405	1
4_MACS_peak_16114_lociStitched	chr19	1066381	1082837	4	8024	23114.0976	406	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E,SBNO2	HMHA1	CNN2	1.1362	406	1
3_MACS_peak_10153_lociStitched	chr14	94419695	94431040	3	11047	23059.847	407	1	ASB2	FAM181A,C14orf48,C14orf86	ASB2	ASB2	0.675	407	1
8_MACS_peak_17066_lociStitched	chr19	19264556	19286651	8	15168	23049.504	408	1	MEF2B,LOC729991-MEF2B	RFXANK,NCAN,TMEM161A,NR2C2AP	MEF2B	MEF2B	0.717	408	1
3_MACS_peak_18401_lociStitched	chr2	11638001	11649005	3	10040	23025.87	409	1		GREB1,E2F6	GREB1	E2F6	0.3208	409	1
5_MACS_peak_35316_lociStitched	chr9	138354871	138373998	5	10774	23019.3445	410	1	KIAA0649	MRPS2,LCN1,C9orf116	KIAA0649	MRPS2	0.9516	410	1
2_MACS_peak_34467_lociStitched	chr9	86312491	86324445	2	11951	23018.6224	411	1	UBQLN1		UBQLN1	UBQLN1	0.5	411	1
1_MACS_peak_7606_lociStitched	chr12	57074015	57084720	1	10706	22963.2955	412	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	1.1238	412	1
2_MACS_peak_17848_lociStitched	chr19	49464982	49474493	2	8439	22934.8254	413	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	2.0149	413	1
1_MACS_peak_33595_lociStitched	chr8	121820159	121825328	1	5170	22876.4433	414	1	SNTB1		SNTB1	SNTB1	0.1718	414	1
6_MACS_peak_2273_lociStitched	chr1	155210289	155232850	6	10613	22757.2807	415	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.979	415	1
4_MACS_peak_23423_lociStitched	chr3	5227204	5242093	4	13255	22716.1473	416	1	EDEM1		EDEM1	EDEM1	0.615	416	1
4_MACS_peak_29049_lociStitched	chr6	30646832	30660416	4	12198	22702.9392	417	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.1869	417	1
4_MACS_peak_34922_lociStitched	chr9	123630186	123641281	4	8155	22699.2605	418	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.8092	418	1
2_MACS_peak_18678_lociStitched	chr2	33712603	33724650	2	11992	22695.3433	419	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.4532	419	1
1_MACS_peak_9521_lociStitched	chr14	50526251	50534677	1	8427	22634.7638	420	1		C14orf183,C14orf138	C14orf183	C14orf183	1.2232	420	1
4_MACS_peak_4095_lociStitched	chr10	45913345	45930806	4	9948	22631.2021	421	1	ALOX5		ALOX5	ALOX5	0.4051	421	1
4_MACS_peak_18565_lociStitched	chr2	27292641	27310673	4	12235	22630.16	422	1	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.9514	422	1
2_MACS_peak_18072_lociStitched	chr19	55165128	55178708	2	9936	22599.836	423	1	LILRB4	LILRB1,LILRP2	LILRB4	LILRB4	1.2767	423	1
6_MACS_peak_21453_lociStitched	chr20	42305653	42321234	6	11730	22579.9852	424	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.7919	424	1
2_MACS_peak_26434_lociStitched	chr4	140092945	140100578	2	6283	22550.9352	425	1		ELF2	ELF2	ELF2	0.2016	425	1
8_MACS_peak_22577_lociStitched	chr22	23470289	23488441	8	11132	22544.784	426	1	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.381	426	1
3_MACS_peak_30114_lociStitched	chr6	134489118	134500287	3	10952	22535.6913	427	1	SGK1		SGK1	SGK1	0.4378	427	1
2_MACS_peak_16104_lociStitched	chr19	921387	927987	2	5593	22527.12	428	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	1.4961	428	1
2_MACS_peak_16770_lociStitched	chr19	13260229	13267677	2	7428	22507.1112	429	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.6404	429	1
3_MACS_peak_25195_lociStitched	chr3	183265615	183279010	3	8038	22480.8285	430	1	KLHL6		KLHL6	KLHL6	1.1147	430	1
3_MACS_peak_12183_lociStitched	chr16	11665630	11682148	3	13437	22452.9174	431	1	LITAF		LITAF	LITAF	0.5323	431	1
2_MACS_peak_29418_lociStitched	chr6	43737230	43744507	2	7057	22429.1694	432	1	VEGFA		VEGFA	VEGFA	0.9531	432	1
2_MACS_peak_35244_lociStitched	chr9	134542715	134555468	2	11108	22386.6162	433	1	RAPGEF1		RAPGEF1	RAPGEF1	0.3605	433	1
1_MACS_peak_16423_lociStitched	chr19	6587026	6594237	1	7212	22378.6174	434	1	CD70		CD70	CD70	1.5686	434	1
4_MACS_peak_14376_lociStitched	chr17	40758699	40773761	4	10368	22348.9956	435	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	PSMC3IP	1.0222	435	1
6_MACS_peak_2830_lociStitched	chr1	200846895	200863204	6	12557	22299.2957	436	1	C1orf106	GPR25,C1orf106	C1orf106	GPR25	1.0166	436	1
3_MACS_peak_31843_lociStitched	chr7	104576534	104586741	3	9596	22266.5705	437	1		LOC723809	LOC723809	LOC723809	0.5162	437	1
2_MACS_peak_21504_lociStitched	chr20	43269902	43282005	2	11200	22222.3183	438	1	ADA	LOC79015	ADA	ADA	0.6382	438	1
3_MACS_peak_14995_lociStitched	chr17	66451178	66463036	3	9884	22217.1488	439	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	0.6084	439	1
3_MACS_peak_20447_lociStitched	chr2	204568683	204586600	3	17231	22215.2883	440	1	CD28		CD28	CD28	0.6256	440	1
2_MACS_peak_15641_lociStitched	chr18	20711534	20724466	2	11086	22184.846	441	1	CABLES1	CABLES1	CABLES1	CABLES1	0.5311	441	1
1_MACS_peak_10962_lociStitched	chr15	58620951	58626509	1	5559	22138.6256	442	1			LIPC	LIPC	NONE	442	1
3_MACS_peak_34512_lociStitched	chr9	91924316	91935328	3	9368	22136.3224	443	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.415	443	1
3_MACS_peak_29100_lociStitched	chr6	31696519	31709055	3	9451	22133.5616	444	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.4117	444	1
4_MACS_peak_34929_lociStitched	chr9	123686818	123703419	4	11422	22099.2512	445	1	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.8092	445	1
5_MACS_peak_36545_lociStitched	chrX	153266733	153286943	5	10292	22081.446	446	1	IRAK1,MIR718	TMEM187,MIR3202-1,HCFC1,MIR3202-2	IRAK1	TMEM187	1.6812	446	1
4_MACS_peak_2114_lociStitched	chr1	150945705	150956068	4	8930	22069.0448	447	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	LASS2	0.8457	447	1
8_MACS_peak_4801_lociStitched	chr10	105224475	105245745	8	14750	22025.085	448	1	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	CALHM3	1.1394	448	1
1_MACS_peak_10937_lociStitched	chr15	55693990	55701629	1	7640	21998.0283	449	1	FLJ27352,CCPG1	MIR628	CCPG1	CCPG1	0.444	449	1
5_MACS_peak_26137_lociStitched	chr4	90203768	90229579	5	23414	21990.972	450	1	GPRIN3		GPRIN3	GPRIN3	0.3355	450	1
2_MACS_peak_7900_lociStitched	chr12	96586830	96596857	2	9856	21988.2083	451	1	ELK3		ELK3	ELK3	0.4896	451	1
2_MACS_peak_7640_lociStitched	chr12	57909525	57918289	2	8687	21951.1908	452	1	MARS,MBD6,DDIT3	KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.6521	452	1
4_MACS_peak_34559_lociStitched	chr9	94569723	94581302	4	11205	21921.3628	453	1	ROR2		ROR2	ROR2	0.4384	453	1
3_MACS_peak_17382_lociStitched	chr19	39338170	39349061	3	8124	21891.9991	454	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.9684	454	1
4_MACS_peak_5864_lociStitched	chr11	62306223	62326537	4	14780	21882.2408	455	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.8045	455	1
4_MACS_peak_5286_lociStitched	chr11	3874213	3893775	4	12894	21876.1846	456	1	STIM1	PGAP2,RHOG	STIM1	RHOG	0.3588	456	1
3_MACS_peak_30380_lociStitched	chr6	157097532	157104188	3	6507	21811.712	457	1	ARID1B		ARID1B	ARID1B	0.1516	457	1
1_MACS_peak_9522_lociStitched	chr14	50546704	50555184	1	8481	21789.36	458	1	C14orf183	C14orf138	C14orf183	C14orf183	1.2232	458	1
2_MACS_peak_18666_lociStitched	chr2	33165773	33174224	2	8364	21730.0563	459	1	LOC100271832,LTBP1		LTBP1	LTBP1	0.1654	459	1
2_MACS_peak_29586_lociStitched	chr6	56702897	56717576	2	12211	21697.0299	460	1			BEND6	BEND6	NONE	460	1
1_MACS_peak_33361_lociStitched	chr8	95952670	95963026	1	10357	21689.6064	461	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7324	461	1
5_MACS_peak_27184_lociStitched	chr5	55436941	55452957	5	12640	21684.0624	462	1	ANKRD55		ANKRD55	ANKRD55	0.2437	462	1
4_MACS_peak_21637_lociStitched	chr20	48284391	48305092	4	14658	21659.4563	463	1	B4GALT5		B4GALT5	B4GALT5	0.4541	463	1
2_MACS_peak_17719_lociStitched	chr19	47285448	47292454	2	6960	21635.2286	464	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.0016	464	1
4_MACS_peak_15325_lociStitched	chr17	78225957	78238841	4	11255	21627.0824	465	1	SLC26A11,RNF213	SGSH	RNF213	SGSH	0.3732	465	1
3_MACS_peak_15659_lociStitched	chr18	21151951	21167755	3	12648	21619.872	466	1	NPC1		NPC1	NPC1	0.4317	466	1
4_MACS_peak_26445_lociStitched	chr4	140215623	140227157	4	9474	21563.9664	467	1	NAA15,NDUFC1	C4orf49	NDUFC1	NDUFC1	1.0216	467	1
5_MACS_peak_33409_lociStitched	chr8	101309444	101323753	5	12604	21482.1017	468	1	RNF19A		RNF19A	RNF19A	0.5322	468	1
2_MACS_peak_33384_lociStitched	chr8	98654866	98666106	2	11022	21448.168	469	1	MTDH		MTDH	MTDH	0.3138	469	1
4_MACS_peak_2203_lociStitched	chr1	154179772	154195155	4	10068	21434.6722	470	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	TPM3	0.5798	470	1
2_MACS_peak_9514_lociStitched	chr14	50460157	50471420	2	7168	21418.8471	471	1	C14orf182		C14orf182	C14orf182	0.6748	471	1
1_MACS_peak_2404_lociStitched	chr1	160173080	160181439	1	8360	21406.5631	472	1	PEA15	ATP1A4,CASQ1	PEA15	PEA15	1.1912	472	1
1_MACS_peak_24889_lociStitched	chr3	150314885	150323995	1	9111	21371.149	473	1	SELT		SELT	SELT	0.6398	473	1
3_MACS_peak_11063_lociStitched	chr15	64443099	64457518	3	9349	21367.5161	474	1	SNX22,PPIB		PPIB	PPIB	1.2582	474	1
2_MACS_peak_14445_lociStitched	chr17	42294023	42305168	2	6809	21339.3315	475	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.1748	475	1
8_MACS_peak_12400_lociStitched	chr16	22195213	22218978	8	14241	21324.3345	476	1	EEF2K		EEF2K	EEF2K	0.125	476	1
2_MACS_peak_12898_lociStitched	chr16	66549041	66559788	2	9453	21296.2552	477	1	TK2	CKLF,CMTM1	TK2	TK2	0.7235	477	1
5_MACS_peak_4431_lociStitched	chr10	80826275	80841632	5	12625	21289.4091	478	1	ZMIZ1,LOC283050		ZMIZ1	ZMIZ1	0.5999	478	1
1_MACS_peak_19105_lociStitched	chr2	70310871	70317070	1	6200	21279.9272	479	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.8296	479	1
2_MACS_peak_11824_lociStitched	chr15	101659827	101668985	2	7414	21278.613	480	1			CHSY1	CHSY1	0.5783	480	1
4_MACS_peak_16885_lociStitched	chr19	16221458	16237617	4	10801	21271.7076	481	1	RAB8A	TPM4,HSH2D,CIB3	RAB8A	RAB8A	0.8416	481	1
1_MACS_peak_3916_lociStitched	chr10	23727151	23738923	1	11773	21269.6496	482	1	OTUD1		OTUD1	OTUD1	1.4787	482	1
3_MACS_peak_33788_lociStitched	chr8	134508424	134522531	3	13649	21239.4992	483	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5184	483	1
5_MACS_peak_27802_lociStitched	chr5	131791043	131815940	5	15599	21227.1822	484	1	C5orf56	IRF1	IRF1	IRF1	0.5379	484	1
2_MACS_peak_15124_lociStitched	chr17	73868327	73875729	2	6536	21205.2496	485	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.5398	485	1
2_MACS_peak_33432_lociStitched	chr8	101501192	101513254	2	11527	21156.748	486	1			ANKRD46	ANKRD46	NONE	486	1
2_MACS_peak_14625_lociStitched	chr17	47433418	47443828	2	8263	21111.48	487	1	ZNF652	PHB	ZNF652	ZNF652	0.4824	487	1
2_MACS_peak_18274_lociStitched	chr2	3651409	3659054	2	7534	21104.787	488	1	COLEC11	RPS7,ALLC,RNASEH1	COLEC11	RPS7	0.5264	488	1
3_MACS_peak_31165_lociStitched	chr7	44787282	44795605	3	8145	21097.1404	489	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	PPIA	1.0762	489	1
3_MACS_peak_32162_lociStitched	chr7	134844132	134857782	3	10891	21091.98	490	1	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.3542	490	1
1_MACS_peak_34697_lociStitched	chr9	100744494	100748827	1	4334	21077.4452	491	1	ANP32B	HEMGN	ANP32B	ANP32B	0.6277	491	1
3_MACS_peak_22992_lociStitched	chr22	38782346	38795837	3	12484	21066.1965	492	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.4268	492	1
3_MACS_peak_19980_lociStitched	chr2	158288915	158302222	3	13062	21059.6582	493	1	CYTIP		CYTIP	CYTIP	0.6144	493	1
2_MACS_peak_15310_lociStitched	chr17	77961015	77969270	2	5565	21057.6795	494	1	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.3432	494	1
1_MACS_peak_22898_lociStitched	chr22	37557191	37564711	1	7521	21049.232	495	1		IL2RB,C1QTNF6,SSTR3	IL2RB	SSTR3	0.4595	495	1
2_MACS_peak_35158_lociStitched	chr9	131782079	131792061	2	8563	21049.0434	496	1	SH3GLB2	FAM73B	SH3GLB2	SH3GLB2	0.8593	496	1
2_MACS_peak_22060_lociStitched	chr21	36413956	36424571	2	9673	20972.0555	497	1	RUNX1	C21orf96	RUNX1	C21orf96	0.9032	497	1
5_MACS_peak_505_lociStitched	chr1	23937136	23955979	5	11167	20968.4904	498	1	MDS2		MDS2	MDS2	0.3836	498	1
