#U266_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/U266_H3K27ac_ROSE/U266_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by U266_jia.bam
#Using cutoff of 13745.6739 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	U266_jia.bam	enhancerRank	isStretch
3_MACS_peak_26213_lociStitched	chr4	106550248	106560194	3	9502	14357.051	612	1
7_MACS_peak_28964_lociStitched	chr6	27857942	27871786	7	9490	13597.5768	613	1
5_MACS_peak_24072_lociStitched	chr3	53194281	53209909	5	9480	13755.7656	614	1
4_MACS_peak_26445_lociStitched	chr4	140215623	140227157	4	9474	21563.9664	615	1
3_MACS_peak_8031_lociStitched	chr12	108933811	108944264	3	9473	12858.2353	616	1
2_MACS_peak_560_lociStitched	chr1	24710351	24720921	2	9468	14273.728	617	1
1_MACS_peak_26203_lociStitched	chr4	105407627	105417090	1	9464	16804.3954	618	1
4_MACS_peak_7993_lociStitched	chr12	104961775	104978908	4	9464	13036.4997	619	1
3_MACS_peak_13547_lociStitched	chr17	4842056	4855050	3	9460	16541.362	620	1
1_MACS_peak_21003_lociStitched	chr20	5170276	5179729	1	9454	19824.8316	621	1
2_MACS_peak_12898_lociStitched	chr16	66549041	66559788	2	9453	21296.2552	622	1
3_MACS_peak_29100_lociStitched	chr6	31696519	31709055	3	9451	22133.5616	623	1
3_MACS_peak_27017_lociStitched	chr5	27458036	27474402	3	9447	12037.193	624	1
2_MACS_peak_30497_lociStitched	chr6	167039295	167049044	2	9444	20287.669	625	1
3_MACS_peak_28865_lociStitched	chr6	26194818	26207314	3	9443	16011.1248	626	1
1_MACS_peak_30905_lociStitched	chr7	26190927	26200367	1	9441	28612.64	627	1
3_MACS_peak_21006_lociStitched	chr20	5570245	5580093	3	9438	13905.376	628	1
3_MACS_peak_35756_lociStitched	chrX	40169170	40179489	3	9437	10530.5395	629	1
2_MACS_peak_14383_lociStitched	chr17	40825560	40835032	2	9432	31670.5792	630	1
2_MACS_peak_34946_lociStitched	chr9	124497052	124507640	2	9432	11533.5084	631	1
5_MACS_peak_29887_lociStitched	chr6	108878389	108887984	5	9428	13741.959	632	1
4_MACS_peak_25404_lociStitched	chr3	195999720	196015695	4	9426	18738.675	633	1
4_MACS_peak_12235_lociStitched	chr16	14394767	14408372	4	9425	16535.517	634	1
3_MACS_peak_23521_lociStitched	chr3	13050410	13060284	3	9423	10083.3288	635	1
5_MACS_peak_7737_lociStitched	chr12	68833825	68850109	5	9423	14305.494	636	1
4_MACS_peak_32500_lociStitched	chr8	2030673	2042041	4	9418	17196.3736	637	1
3_MACS_peak_18637_lociStitched	chr2	31429667	31443474	3	9393	19180.6844	638	1
1_MACS_peak_3057_lociStitched	chr1	209274966	209284354	1	9389	18198.638	639	1
2_MACS_peak_11205_lociStitched	chr15	70387313	70396720	2	9386	29321.619	640	1
4_MACS_peak_2896_lociStitched	chr1	203236424	203248570	4	9382	17097.9242	641	1
3_MACS_peak_6360_lociStitched	chr11	77145327	77156503	3	9380	15597.2256	642	1
3_MACS_peak_34512_lociStitched	chr9	91924316	91935328	3	9368	22136.3224	643	1
1_MACS_peak_15988_lociStitched	chr18	60821347	60830711	1	9365	28393.5208	644	1
4_MACS_peak_12930_lociStitched	chr16	67269477	67283560	4	9364	17340.3979	645	1
3_MACS_peak_15826_lociStitched	chr18	46448409	46462716	3	9358	17672.0064	646	1
3_MACS_peak_11063_lociStitched	chr15	64443099	64457518	3	9349	21367.5161	647	1
5_MACS_peak_15989_lociStitched	chr18	60846238	60865791	5	9347	11833.4756	648	1
2_MACS_peak_30909_lociStitched	chr7	26233632	26243465	2	9343	26027.951	649	1
6_MACS_peak_14341_lociStitched	chr17	40259353	40273923	6	9340	14240.718	650	1
3_MACS_peak_3228_lociStitched	chr1	224920103	224934759	3	9339	11471.2512	651	1
4_MACS_peak_27009_lociStitched	chr5	26876570	26886166	4	9335	7125.9896	652	1
3_MACS_peak_15231_lociStitched	chr17	76164005	76177130	3	9332	19003.6875	653	1
4_MACS_peak_17922_lociStitched	chr19	50369369	50382699	4	9329	20634.84	654	1
3_MACS_peak_22103_lociStitched	chr21	37905554	37916940	3	9328	23678.3256	655	1
3_MACS_peak_24230_lociStitched	chr3	71175431	71184939	3	9324	8422.1864	656	1
3_MACS_peak_13353_lociStitched	chr16	89179892	89195821	3	9321	17209.6916	657	1
4_MACS_peak_9769_lociStitched	chr14	69362991	69378305	4	9320	12185.3498	658	1
5_MACS_peak_29304_lociStitched	chr6	37065500	37079082	5	9314	12981.6756	659	1
6_MACS_peak_14592_lociStitched	chr17	46088529	46104567	6	9313	12673.2276	660	1
3_MACS_peak_21585_lociStitched	chr20	45885422	45896540	3	9311	15021.5298	661	1
4_MACS_peak_22184_lociStitched	chr21	43880275	43892619	4	9308	11934.1792	662	1
3_MACS_peak_10304_lociStitched	chr14	103240769	103253662	3	9284	16415.3676	663	1
6_MACS_peak_22646_lociStitched	chr22	24795376	24808917	6	9281	8506.4562	664	1
4_MACS_peak_12313_lociStitched	chr16	17496936	17511946	4	9257	12884.584	665	1
4_MACS_peak_27531_lociStitched	chr5	95285493	95298725	4	9246	17880.4016	666	1
5_MACS_peak_33268_lociStitched	chr8	81068125	81084597	5	9245	13749.1784	667	1
5_MACS_peak_15382_lociStitched	chr17	79816169	79830947	5	9234	24748.7166	668	1
3_MACS_peak_29369_lociStitched	chr6	42737792	42752280	3	9231	24042.836	669	1
1_MACS_peak_26483_lociStitched	chr4	144274883	144284107	1	9225	25056.0736	670	1
3_MACS_peak_22852_lociStitched	chr22	36746996	36757571	3	9222	14176.845	671	1
2_MACS_peak_18644_lociStitched	chr2	31473547	31487054	2	9196	13527.2605	672	1
2_MACS_peak_25265_lociStitched	chr3	186756192	186766498	2	9183	9577.3658	673	1
1_MACS_peak_2906_lociStitched	chr1	203288803	203297981	1	9179	23591.1312	674	1
5_MACS_peak_33095_lociStitched	chr8	61813106	61829842	5	9166	14227.2736	675	1
2_MACS_peak_6627_lociStitched	chr11	115086860	115097254	2	9157	12362.6236	676	1
4_MACS_peak_22003_lociStitched	chr21	34631797	34642967	4	9148	14230.58	677	1
3_MACS_peak_7227_lociStitched	chr12	31901403	31913574	3	9124	16854.4008	678	1
3_MACS_peak_31256_lociStitched	chr7	50343095	50357876	3	9114	15515.6157	679	1
1_MACS_peak_24889_lociStitched	chr3	150314885	150323995	1	9111	21371.149	680	1
3_MACS_peak_3804_lociStitched	chr10	12445712	12455662	3	9111	16184.67	681	1
6_MACS_peak_15356_lociStitched	chr17	79476733	79487276	6	9108	18160.3175	682	1
3_MACS_peak_32632_lociStitched	chr8	11386735	11397469	3	9092	14553.1572	683	1
4_MACS_peak_7372_lociStitched	chr12	49359385	49374144	4	9091	12244.0664	684	1
2_MACS_peak_32794_lociStitched	chr8	26428356	26437460	2	9090	14741.1968	685	1
4_MACS_peak_29190_lociStitched	chr6	33537923	33558839	4	9090	17780.6916	686	1
4_MACS_peak_25639_lociStitched	chr4	6987726	7001843	4	9086	13292.5672	687	1
4_MACS_peak_13132_lociStitched	chr16	74895819	74910077	4	9086	14404.8574	688	1
3_MACS_peak_36376_lociStitched	chrX	129298771	129311265	3	9078	14952.8192	689	1
3_MACS_peak_19895_lociStitched	chr2	137136104	137153058	3	9071	17815.2632	690	1
5_MACS_peak_17926_lociStitched	chr19	50393078	50407873	5	9069	16894.4105	691	1
6_MACS_peak_15295_lociStitched	chr17	77769913	77787956	6	9051	17685.7486	692	1
4_MACS_peak_16567_lociStitched	chr19	10303347	10317784	4	9036	17106.4013	693	1
3_MACS_peak_21514_lociStitched	chr20	43587589	43601873	3	9028	13369.824	694	1
2_MACS_peak_3929_lociStitched	chr10	25006113	25017146	2	9021	18742.8604	695	1
3_MACS_peak_31053_lociStitched	chr7	37240849	37253400	3	9016	15268.2915	696	1
3_MACS_peak_23951_lociStitched	chr3	49054525	49067382	3	9007	23298.1697	697	1
3_MACS_peak_662_lociStitched	chr1	27152483	27167513	3	8996	14155.254	698	1
2_MACS_peak_30596_lociStitched	chr7	2728047	2739955	2	8984	15319.642	699	1
4_MACS_peak_32243_lociStitched	chr7	142000618	142013867	4	8976	12337.4688	700	1
4_MACS_peak_16981_lociStitched	chr19	17957100	17972580	4	8969	18789.624	701	1
3_MACS_peak_12730_lociStitched	chr16	46916806	46926214	3	8967	15238.1376	702	1
3_MACS_peak_12533_lociStitched	chr16	29463491	29473826	3	8965	18446.9415	703	1
1_MACS_peak_11350_lociStitched	chr15	75334079	75343037	1	8959	43795.662	704	1
5_MACS_peak_24160_lociStitched	chr3	64199819	64212195	5	8954	8633.4976	705	1
4_MACS_peak_12592_lociStitched	chr16	30379020	30394439	4	8950	16391.9389	706	1
2_MACS_peak_4477_lociStitched	chr10	81954303	81966127	2	8949	15411.4016	707	1
5_MACS_peak_28879_lociStitched	chr6	26355473	26367166	5	8941	12893.8711	708	1
4_MACS_peak_19007_lociStitched	chr2	64863224	64882175	4	8939	16436.2023	709	1
4_MACS_peak_2114_lociStitched	chr1	150945705	150956068	4	8930	22069.0448	710	1
3_MACS_peak_30851_lociStitched	chr7	23501370	23514824	3	8925	15648.3474	711	1
2_MACS_peak_14226_lociStitched	chr17	36852048	36863497	2	8908	31335.913	712	1
2_MACS_peak_31728_lociStitched	chr7	99962033	99971700	2	8906	14555.6019	713	1
5_MACS_peak_23624_lociStitched	chr3	20080317	20097415	5	8901	13615.1374	714	1
4_MACS_peak_29174_lociStitched	chr6	33278782	33292190	4	8899	19527.4112	715	1
3_MACS_peak_24571_lociStitched	chr3	124858821	124875344	3	8889	15366.39	716	1
4_MACS_peak_9347_lociStitched	chr14	24604372	24617854	4	8884	19190.2788	717	1
1_MACS_peak_11181_lociStitched	chr15	68515340	68524216	1	8877	25877.0904	718	1
2_MACS_peak_14891_lociStitched	chr17	62131712	62141747	2	8876	9961.7445	719	1
4_MACS_peak_33904_lociStitched	chr8	145002006	145018364	4	8876	10433.1324	720	1
3_MACS_peak_5550_lociStitched	chr11	27375844	27385602	3	8873	8982.239	721	1
4_MACS_peak_32578_lociStitched	chr8	8180281	8193447	4	8851	13214.7142	722	1
5_MACS_peak_29552_lociStitched	chr6	53100943	53117348	5	8847	8607.7035	723	1
2_MACS_peak_33708_lociStitched	chr8	129278208	129287528	2	8838	13724.632	724	1
3_MACS_peak_13585_lociStitched	chr17	6914858	6927046	3	8836	11878.4248	725	1
2_MACS_peak_30190_lociStitched	chr6	138186968	138195890	2	8825	15096.024	726	1
6_MACS_peak_7658_lociStitched	chr12	58224536	58241354	6	8822	16796.1366	727	1
7_MACS_peak_587_lociStitched	chr1	25343813	25359758	7	8819	11440.5375	728	1
4_MACS_peak_36566_lociStitched	chrX	153595923	153609222	4	8807	19988.397	729	1
2_MACS_peak_15200_lociStitched	chr17	75203118	75211932	2	8798	16243.3206	730	1
2_MACS_peak_22785_lociStitched	chr22	31884408	31893760	2	8793	19578.412	731	1
2_MACS_peak_605_lociStitched	chr1	25869562	25879165	2	8784	16659.2844	732	1
4_MACS_peak_25010_lociStitched	chr3	164343267	164356735	4	8781	11653.8604	733	1
5_MACS_peak_11141_lociStitched	chr15	67366845	67385123	5	8779	11613.8412	734	1
3_MACS_peak_13954_lociStitched	chr17	27045973	27056628	3	8776	19769.287	735	1
7_MACS_peak_19548_lociStitched	chr2	107113203	107124919	7	8765	7227.6004	736	1
4_MACS_peak_23332_lociStitched	chr22	50353022	50364819	4	8764	14977.4712	737	1
1_MACS_peak_5776_lociStitched	chr11	58340370	58349120	1	8751	19954.375	738	1
5_MACS_peak_10286_lociStitched	chr14	102770885	102786976	5	8745	13107.7286	739	1
2_MACS_peak_36541_lociStitched	chrX	153230650	153239499	2	8740	23330.3885	740	1
3_MACS_peak_33679_lociStitched	chr8	126648176	126661351	3	8732	12458.28	741	1
2_MACS_peak_30644_lociStitched	chr7	5269473	5281156	2	8729	15767.3768	742	1
3_MACS_peak_11084_lociStitched	chr15	65127554	65140246	3	8728	19475.874	743	1
4_MACS_peak_30274_lociStitched	chr6	144662789	144676759	4	8724	10918.952	744	1
5_MACS_peak_13888_lociStitched	chr17	20935783	20947973	5	8721	10986.847	745	1
2_MACS_peak_26561_lociStitched	chr4	153698751	153707580	2	8718	11545.6833	746	1
3_MACS_peak_23042_lociStitched	chr22	39485484	39496077	3	8715	15491.2032	747	1
3_MACS_peak_16193_lociStitched	chr19	2049014	2062837	3	8697	28397.9712	748	1
1_MACS_peak_30369_lociStitched	chr6	156711459	156720147	1	8689	19743.48	749	1
2_MACS_peak_7640_lociStitched	chr12	57909525	57918289	2	8687	21951.1908	750	1
5_MACS_peak_18903_lociStitched	chr2	54794969	54807890	5	8686	9247.5597	751	1
5_MACS_peak_36489_lociStitched	chrX	150039076	150050266	5	8681	8089.251	752	1
3_MACS_peak_11707_lociStitched	chr15	91529299	91538975	3	8679	15693.5044	753	1
3_MACS_peak_35551_lociStitched	chrX	12988714	12997520	3	8673	10919.44	754	1
3_MACS_peak_34080_lociStitched	chr9	14314304	14323485	3	8670	15582.9113	755	1
3_MACS_peak_16640_lociStitched	chr19	11196064	11207571	3	8667	15937.195	756	1
3_MACS_peak_19019_lociStitched	chr2	65140465	65151796	3	8663	14435.694	757	1
3_MACS_peak_36634_lociStitched	chrY	1274981	1285150	3	8657	9683.9387	758	1
3_MACS_peak_33158_lociStitched	chr8	67417451	67427209	3	8651	16803.276	759	1
2_MACS_peak_5681_lociStitched	chr11	46137311	46149351	2	8641	20128.472	760	1
2_MACS_peak_34184_lociStitched	chr9	33288894	33299089	2	8638	15562.6675	761	1
2_MACS_peak_24893_lociStitched	chr3	150473508	150485329	2	8628	26883.3182	762	1
4_MACS_peak_16109_lociStitched	chr19	1017397	1029852	4	8624	19294.0405	763	1
4_MACS_peak_32628_lociStitched	chr8	11354648	11366922	4	8603	10016.8114	764	1
6_MACS_peak_28621_lociStitched	chr6	4932408	4949071	6	8594	10001.1326	765	1
3_MACS_peak_18915_lociStitched	chr2	55192668	55205684	3	8589	9734.6664	766	1
1_MACS_peak_35388_lociStitched	chr9	139791225	139799811	1	8587	18725.2074	767	1
1_MACS_peak_29859_lociStitched	chr6	106610313	106618883	1	8571	12985.264	768	1
2_MACS_peak_35158_lociStitched	chr9	131782079	131792061	2	8563	21049.0434	769	1
4_MACS_peak_514_lociStitched	chr1	24054953	24071805	4	8550	12918.7432	770	1
3_MACS_peak_18699_lociStitched	chr2	37614634	37625368	3	8549	17729.3478	771	1
4_MACS_peak_35011_lociStitched	chr9	127527446	127539759	4	8539	15823.4363	772	1
2_MACS_peak_18319_lociStitched	chr2	8675723	8687550	2	8538	20193.4198	773	1
4_MACS_peak_497_lociStitched	chr1	23876839	23889117	4	8538	17755.2158	774	1
2_MACS_peak_395_lociStitched	chr1	17221418	17234144	2	8527	24671.8962	775	1
3_MACS_peak_11835_lociStitched	chr15	101790441	101807042	3	8514	23282.9025	776	1
2_MACS_peak_11492_lociStitched	chr15	81584911	81595794	2	8513	13997.7146	777	1
3_MACS_peak_28525_lociStitched	chr5	180609100	180619919	3	8506	15554.4763	778	1
2_MACS_peak_30125_lociStitched	chr6	134629055	134640377	2	8505	14311.008	779	1
4_MACS_peak_13993_lociStitched	chr17	27914967	27929097	4	8499	14956.605	780	1
2_MACS_peak_7310_lociStitched	chr12	46118628	46127278	2	8493	19576.68	781	1
1_MACS_peak_9522_lociStitched	chr14	50546704	50555184	1	8481	21789.36	782	1
1_MACS_peak_24260_lociStitched	chr3	71826540	71835016	1	8477	15111.8604	783	1
3_MACS_peak_15781_lociStitched	chr18	43538686	43548091	3	8472	12060.972	784	1
3_MACS_peak_27208_lociStitched	chr5	56468443	56477520	3	8471	12729.5848	785	1
5_MACS_peak_17906_lociStitched	chr19	50175003	50186385	5	8469	17076.4146	786	1
4_MACS_peak_3323_lociStitched	chr1	228268872	228279312	4	8463	13575.132	787	1
3_MACS_peak_5837_lociStitched	chr11	61594070	61604140	3	8454	12101.119	788	1
2_MACS_peak_19022_lociStitched	chr2	65158417	65167684	2	8446	17748.1584	789	1
2_MACS_peak_15935_lociStitched	chr18	56291664	56302114	2	8445	14541.175	790	1
1_MACS_peak_21977_lociStitched	chr21	32924479	32932921	1	8443	24737.5926	791	1
2_MACS_peak_17848_lociStitched	chr19	49464982	49474493	2	8439	22934.8254	792	1
2_MACS_peak_14756_lociStitched	chr17	55553392	55565584	2	8433	17034.6624	793	1
2_MACS_peak_9510_lociStitched	chr14	50357823	50370716	2	8433	15126.0676	794	1
3_MACS_peak_16919_lociStitched	chr19	16693633	16706023	3	8431	19633.194	795	1
1_MACS_peak_9521_lociStitched	chr14	50526251	50534677	1	8427	22634.7638	796	1
5_MACS_peak_21190_lociStitched	chr20	30944856	30958337	5	8426	15819.9535	797	1
4_MACS_peak_34457_lociStitched	chr9	82179739	82188994	4	8415	16737.6675	798	1
3_MACS_peak_29119_lociStitched	chr6	31864174	31877387	3	8410	12594.6316	799	1
4_MACS_peak_26816_lociStitched	chr5	544231	559294	4	8405	12062.4504	800	1
4_MACS_peak_19454_lociStitched	chr2	97192468	97205821	4	8399	17872.9905	801	1
2_MACS_peak_27777_lociStitched	chr5	130709493	130719246	2	8397	12435.075	802	1
6_MACS_peak_32525_lociStitched	chr8	2786299	2798383	6	8395	6162.84	803	1
4_MACS_peak_12380_lociStitched	chr16	21619302	21631848	4	8385	8345.5992	804	1
5_MACS_peak_2257_lociStitched	chr1	155049677	155067182	5	8370	14536.152	805	1
4_MACS_peak_7505_lociStitched	chr12	53854718	53869628	4	8367	8289.96	806	1
2_MACS_peak_14123_lociStitched	chr17	33860516	33868969	2	8366	12107.2319	807	1
2_MACS_peak_18666_lociStitched	chr2	33165773	33174224	2	8364	21730.0563	808	1
1_MACS_peak_2404_lociStitched	chr1	160173080	160181439	1	8360	21406.5631	809	1
3_MACS_peak_26387_lociStitched	chr4	129730328	129741331	3	8359	17682.9213	810	1
7_MACS_peak_4422_lociStitched	chr10	80751143	80768587	7	8358	10032.0444	811	1
2_MACS_peak_12143_lociStitched	chr16	10830321	10838925	2	8357	13200.2568	812	1
4_MACS_peak_11878_lociStitched	chr16	685301	700314	4	8351	18505.0238	813	1
2_MACS_peak_19288_lociStitched	chr2	86421102	86431505	2	8346	13351.2102	814	1
2_MACS_peak_18346_lociStitched	chr2	9687307	9697223	2	8345	17720.8836	815	1
3_MACS_peak_30119_lociStitched	chr6	134556739	134571899	3	8341	11097.12	816	1
2_MACS_peak_1507_lociStitched	chr1	87793147	87802706	2	8336	16211.1081	817	1
5_MACS_peak_29463_lociStitched	chr6	45382892	45394601	5	8332	13574.2437	818	1
2_MACS_peak_24771_lociStitched	chr3	136465373	136473710	2	8326	19553.5998	819	1
2_MACS_peak_29156_lociStitched	chr6	32934613	32943036	2	8322	28051.1169	820	1
5_MACS_peak_9241_lociStitched	chr14	21730071	21738873	5	8320	8874.1764	821	1
2_MACS_peak_4406_lociStitched	chr10	79587157	79598161	2	8312	12504.9456	822	1
2_MACS_peak_33141_lociStitched	chr8	66857813	66866169	2	8311	13152.344	823	1
2_MACS_peak_1977_lociStitched	chr1	145449161	145457878	2	8304	13880.9508	824	1
2_MACS_peak_2246_lociStitched	chr1	154941662	154950230	2	8301	23233.8456	825	1
3_MACS_peak_15037_lociStitched	chr17	71809421	71821178	3	8299	12730.4796	826	1
2_MACS_peak_7825_lociStitched	chr12	89738233	89748841	2	8296	19144.2576	827	1
4_MACS_peak_20416_lociStitched	chr2	203124094	203136703	4	8294	10712.6064	828	1
6_MACS_peak_6877_lociStitched	chr12	1098999	1109072	6	8293	9171.4665	829	1
3_MACS_peak_21056_lociStitched	chr20	17945507	17954686	3	8290	14363.2992	830	1
2_MACS_peak_20769_lociStitched	chr2	238599775	238612336	2	8287	13452.831	831	1
2_MACS_peak_31803_lociStitched	chr7	102147800	102158801	2	8286	30548.6769	832	1
3_MACS_peak_5013_lociStitched	chr10	123673424	123688912	3	8271	18943.3728	833	1
2_MACS_peak_14625_lociStitched	chr17	47433418	47443828	2	8263	21111.48	834	1
3_MACS_peak_11697_lociStitched	chr15	91393858	91403372	3	8255	10469.2056	835	1
4_MACS_peak_6124_lociStitched	chr11	66839729	66850024	4	8240	8978.2695	836	1
1_MACS_peak_13313_lociStitched	chr16	87806837	87815071	1	8235	20715.0972	837	1
2_MACS_peak_21795_lociStitched	chr20	58675537	58685178	2	8232	13189.8521	838	1
4_MACS_peak_13983_lociStitched	chr17	27498953	27512820	4	8231	20202.8323	839	1
4_MACS_peak_3248_lociStitched	chr1	226035232	226045808	4	8222	11241.2304	840	1
2_MACS_peak_11736_lociStitched	chr15	93346145	93355993	2	8216	25893.3464	841	1
1_MACS_peak_10322_lociStitched	chr14	103780098	103788310	1	8213	27381.2716	842	1
4_MACS_peak_1923_lociStitched	chr1	143911574	143919972	4	8212	16494.5118	843	1
3_MACS_peak_35476_lociStitched	chrX	1324936	1335128	3	8212	9545.8272	844	1
5_MACS_peak_8519_lociStitched	chr12	132331909	132348340	5	8208	10624.2846	845	1
3_MACS_peak_36399_lociStitched	chrX	131614237	131624659	3	8207	8679.4416	846	1
1_MACS_peak_10626_lociStitched	chr15	39914192	39922397	1	8206	18595.812	847	1
3_MACS_peak_3364_lociStitched	chr1	228939138	228948096	3	8195	12589.5732	848	1
3_MACS_peak_13301_lociStitched	chr16	87415884	87427538	3	8191	16792.2486	849	1
2_MACS_peak_23195_lociStitched	chr22	43108037	43117516	2	8174	19569.3955	850	1
1_MACS_peak_25075_lociStitched	chr3	171756810	171764982	1	8173	20576.2788	851	1
1_MACS_peak_28247_lociStitched	chr5	160168932	160177102	1	8171	11581.792	852	1
3_MACS_peak_32740_lociStitched	chr8	22829810	22840903	3	8171	11294.8926	853	1
3_MACS_peak_7601_lociStitched	chr12	57022118	57031378	3	8159	14509.494	854	1
2_MACS_peak_1973_lociStitched	chr1	145394952	145403860	2	8158	18314.848	855	1
4_MACS_peak_34922_lociStitched	chr9	123630186	123641281	4	8155	22699.2605	856	1
3_MACS_peak_7985_lociStitched	chr12	104849910	104862025	3	8151	15624.7155	857	1
3_MACS_peak_31165_lociStitched	chr7	44787282	44795605	3	8145	21097.1404	858	1
3_MACS_peak_14572_lociStitched	chr17	45790811	45799232	3	8135	6866.4834	859	1
2_MACS_peak_34674_lociStitched	chr9	99994018	100002220	2	8134	13611.219	860	1
3_MACS_peak_17652_lociStitched	chr19	45922120	45932734	3	8134	13861.884	861	1
3_MACS_peak_12782_lociStitched	chr16	53123757	53134961	3	8133	15471.6036	862	1
4_MACS_peak_21551_lociStitched	chr20	44572755	44581900	4	8125	12212.233	863	1
3_MACS_peak_17382_lociStitched	chr19	39338170	39349061	3	8124	21891.9991	864	1
1_MACS_peak_34898_lociStitched	chr9	117349026	117357148	1	8123	20494.2426	865	1
2_MACS_peak_2411_lociStitched	chr1	160397759	160409194	2	8122	13430.4075	866	1
5_MACS_peak_16152_lociStitched	chr19	1437620	1456703	5	8119	20611.5483	867	1
3_MACS_peak_15813_lociStitched	chr18	46302700	46317758	3	8115	13582.316	868	1
2_MACS_peak_19046_lociStitched	chr2	65656258	65665280	2	8104	23652.9774	869	1
2_MACS_peak_31811_lociStitched	chr7	102246845	102257829	2	8100	31246.1848	870	1
2_MACS_peak_15432_lociStitched	chr17	80405918	80417745	2	8088	19634.0027	871	1
2_MACS_peak_35140_lociStitched	chr9	131445329	131454005	2	8080	29355.246	872	1
2_MACS_peak_10958_lociStitched	chr15	58583636	58592248	2	8077	14837.6148	873	1
1_MACS_peak_28533_lociStitched	chr5	180667926	180675988	1	8063	17740.431	874	1
3_MACS_peak_34862_lociStitched	chr9	116162655	116174463	3	8063	18191.4048	875	1
2_MACS_peak_20810_lociStitched	chr2	241517145	241527700	2	8058	17930.834	876	1
1_MACS_peak_19281_lociStitched	chr2	86259983	86268039	1	8057	18424.8776	877	1
2_MACS_peak_25634_lociStitched	chr4	6939747	6947967	2	8057	19099.17	878	1
4_MACS_peak_15120_lociStitched	chr17	73850265	73862673	4	8040	12432.816	879	1
3_MACS_peak_12832_lociStitched	chr16	57073890	57084448	3	8039	12429.9334	880	1
3_MACS_peak_25195_lociStitched	chr3	183265615	183279010	3	8038	22480.8285	881	1
3_MACS_peak_28956_lociStitched	chr6	27774850	27783085	3	8029	10393.3935	882	1
2_MACS_peak_13343_lociStitched	chr16	88845971	88858144	2	8026	19149.3463	883	1
2_MACS_peak_26227_lociStitched	chr4	108950444	108959423	2	8025	11550.5856	884	1
4_MACS_peak_16114_lociStitched	chr19	1066381	1082837	4	8024	23114.0976	885	1
2_MACS_peak_35001_lociStitched	chr9	127047073	127055593	2	8019	19592.592	886	1
4_MACS_peak_17884_lociStitched	chr19	49953816	49964882	4	8002	17069.305	887	1
2_MACS_peak_580_lociStitched	chr1	25069574	25077689	2	7991	16183.7445	888	1
3_MACS_peak_5525_lociStitched	chr11	22685775	22697268	3	7988	10651.7124	889	1
3_MACS_peak_12247_lociStitched	chr16	14585494	14597778	3	7988	7634.506	890	1
6_MACS_peak_16413_lociStitched	chr19	6527682	6539320	6	7985	10349.6734	891	1
5_MACS_peak_12149_lociStitched	chr16	10962254	10975762	5	7980	9565.0148	892	1
3_MACS_peak_15301_lociStitched	chr17	77809414	77824336	3	7978	18606.2418	893	1
1_MACS_peak_11633_lociStitched	chr15	89654580	89662546	1	7967	13613.894	894	1
3_MACS_peak_903_lociStitched	chr1	36613945	36627075	3	7960	19373.315	895	1
2_MACS_peak_28542_lociStitched	chr6	220629	229950	2	7947	14486.6982	896	1
3_MACS_peak_28893_lociStitched	chr6	26532272	26540301	3	7941	13943.1614	897	1
2_MACS_peak_29084_lociStitched	chr6	31459857	31467903	2	7939	13617.855	898	1
3_MACS_peak_29149_lociStitched	chr6	32805423	32814632	3	7933	14991.3311	899	1
2_MACS_peak_26462_lociStitched	chr4	141070953	141078886	2	7916	17812.7582	900	1
2_MACS_peak_34132_lociStitched	chr9	21986323	21996909	2	7913	14491.1754	901	1
3_MACS_peak_20701_lociStitched	chr2	232570308	232578705	3	7907	26189.4033	902	1
3_MACS_peak_2417_lociStitched	chr1	160641376	160653498	3	7907	18414.5302	903	1
1_MACS_peak_9422_lociStitched	chr14	33503750	33511644	1	7895	12791.4376	904	1
4_MACS_peak_9016_lociStitched	chr13	97909791	97920443	4	7889	6893.9744	905	1
3_MACS_peak_11404_lociStitched	chr15	77305138	77316923	3	7889	11926.42	906	1
2_MACS_peak_34418_lociStitched	chr9	73026570	73036766	2	7888	20492.9404	907	1
1_MACS_peak_32105_lociStitched	chr7	130788697	130796581	1	7885	27831.3084	908	1
2_MACS_peak_14901_lociStitched	chr17	62222151	62230088	2	7881	13981.0255	909	1
4_MACS_peak_16820_lociStitched	chr19	14237246	14249205	4	7879	14655.7545	910	1
3_MACS_peak_2100_lociStitched	chr1	150562243	150573681	3	7878	10463.4824	911	1
3_MACS_peak_6012_lociStitched	chr11	65148121	65157841	3	7876	16819.488	912	1
5_MACS_peak_21777_lociStitched	chr20	57461311	57470799	5	7875	13134.2384	913	1
4_MACS_peak_6173_lociStitched	chr11	67761439	67778255	4	7871	11335.6656	914	1
3_MACS_peak_5846_lociStitched	chr11	61731132	61741844	3	7868	16060.5016	915	1
7_MACS_peak_32549_lociStitched	chr8	3033902	3045177	7	7859	6036.635	916	1
3_MACS_peak_408_lociStitched	chr1	17906189	17915941	3	7854	7638.7416	917	1
4_MACS_peak_34899_lociStitched	chr9	117371678	117382123	4	7851	23816.689	918	1
1_MACS_peak_21140_lociStitched	chr20	25275465	25283311	1	7847	15773.5984	919	1
