GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_032789	chr8(.):145046319-145065635	0.3616
NM_000445	chr8(.):144984320-145055913	0.4021
NM_201381	chr8(.):144984320-145023905	0.4547
NM_201382	chr8(.):144984320-145023110	0.4219
NM_201383	chr8(.):144984320-145021692	0.4048
NM_201379	chr8(.):144984320-145033088	0.4976
NM_001009184	chr8(.):145059225-145072583	0.2346
NM_201384	chr8(.):144984320-145018758	0.431
NR_030383	chr8(.):145014358-145024447	0.8913
NM_201380	chr8(.):144984320-145030044	0.5179
NR_003529	chr9(.):21989789-22126093	0.2617
NM_000170	chr9(.):6527463-6650692	0.1515
NM_001206	chr9(.):72994512-73034573	0.491
NM_007005	chr9(.):82181877-82346656	0.1562
NM_001142287	chr9(.):91970705-92099611	0.2394
NM_006378	chr9(.):91987151-92099611	0.2641
NM_007203	chr9(.):112537576-112939791	0.2138
NM_001004065	chr9(.):112805877-112939791	0.4514
NM_017790	chr9(.):116221008-116309371	0.1594
NM_144488	chr9(.):116202010-116365018	0.1575
NM_015404	chr9(.):117159359-117272736	0.5032
NM_001083885	chr9(.):117159359-117270495	0.5113
NM_005047	chr9(.):123573331-123610206	0.1978
NM_001171137	chr9(.):125878907-126035855	0.1334
NM_018387	chr9(.):125878907-126035843	0.1334
NM_013355	chr9(.):131459801-131488199	0.2348
NM_015033	chr9(.):132644465-132810473	0.3749
NM_019892	chr9(.):139318072-139339256	0.22
NM_004936	chr9(.):21997901-22014312	0.115
NR_024274	chr9(.):21962137-21972753	0.0351
NM_058197	chr9(.):21962750-21979826	0.0303
NM_000077	chr9(.):21962750-21980132	0.03
NM_058195	chr9(.):21962750-21999490	0.7832
NM_001170	chr9(.):33379947-33407517	0.1364
NM_139235	chr9(.):33456350-33478941	0.4784
NM_004925	chr9(.):33436159-33452590	0.382
NM_024617	chr9(.):88897647-88974402	0.3241
NR_033912	chr9(.):93820575-93842414	0.2149
NM_032310	chr9(.):95853449-95880565	0.597
NM_004148	chr9(.):95878770-95901570	0.2492
NM_145006	chr9(.):95815988-95852415	0.266
NM_001083603	chr9(.):98200263-98284247	0.6011
NM_001083606	chr9(.):98200263-98274699	0.6445
NM_001083607	chr9(.):98200263-98274481	0.6458
NM_001083605	chr9(.):98200263-98275322	0.6396
NM_000264	chr9(.):98200263-98275831	0.6355
NM_001012993	chr9(.):112956845-112975413	0.1356
NM_001136562	chr9(.):112882780-112939791	0.6141
NM_130795	chr9(.):116258706-116365018	0.1992
NM_134427	chr9(.):116322360-116365018	0.1991
NM_000608	chr9(.):117087068-117100536	0.0989
NM_030767	chr9(.):117091432-117161685	1.1044
NM_000607	chr9(.):117080302-117093759	0.0827
NM_004888	chr9(.):117344993-117366152	0.6106
NM_153045	chr9(.):117368705-117413703	0.3378
NM_005658	chr9(.):123659670-123694173	0.3411
NM_015651	chr9(.):123612930-123644606	1.1783
NM_001190945	chr9(.):123659670-123696451	0.3501
NM_001190947	chr9(.):123659670-123681850	0.1694
NM_001009936	chr9(.):123626852-123644606	2.0444
NR_024408	chr9(.):123600319-123621651	0.3305
NM_173689	chr9(.):126113447-126146032	0.0811
NM_005489	chr9(.):130495595-130538621	0.2767
NM_001142532	chr9(.):130495595-130529697	0.3024
NM_001142533	chr9(.):130495595-130522583	0.3575
NM_001142531	chr9(.):130495595-130529719	0.3031
NM_001142534	chr9(.):130495595-130522561	0.3577
NM_170600	chr9(.):130495595-130546048	0.4298
NM_001085347	chr9(.):130488802-130502604	0.6295
NM_001018078	chr9(.):130560507-130581556	0.4051
NM_001261	chr9(.):130543304-130558052	1.3143
NM_004957	chr9(.):130560153-130581556	0.4008
NR_036055	chr9(.):130543196-130553286	1.8691
NM_001122821	chr9(.):131440933-131463675	1.0281
NM_052844	chr9(.):131390939-131424129	0.3434
NM_003011	chr9(.):131446508-131463675	1.1348
NM_032799	chr9(.):131478148-131491408	0.2844
NM_016520	chr9(.):132584563-132602572	0.458
NM_006676	chr9(.):132592695-132649107	0.3783
NM_001008563	chr9(.):132592756-132649107	0.3788
NM_032728	chr9(.):134160080-134189649	0.0831
NM_033387	chr9(.):134128464-134156906	1.1333
NM_001039708	chr9(.):139291373-139310054	1.045
NM_001080849	chr9(.):139251351-139263241	0.6053
NM_052813	chr9(.):139253407-139273133	0.378
NM_001145639	chr9(.):139242508-139259057	0.4409
NM_015160	chr9(.):139300115-139323213	0.5586
NM_003086	chr9(.):139265028-139297889	0.1488
NM_015691	chrX(.):9978794-10117518	0.2832
NM_001123384	chrX(.):39905498-40041582	0.8977
NM_024859	chrX(.):49014180-49028836	0.9763
NM_144495	chrX(.):48750194-48765420	0.4104
NM_001167990	chrX(.):48750212-48765420	0.4102
NM_001099680	chrX(.):49015269-49028836	1.0508
NM_001032384	chrX(.):48750538-48765420	0.4173
NM_001167992	chrX(.):48750774-48765420	0.424
NM_001104544	chrX(.):119387504-119450391	0.2073
NM_015129	chrX(.):118745908-118832333	0.2027
NM_145800	chrX(.):118744687-118832333	0.2008
NM_005629	chrX(.):152948751-152967048	0.1294
NM_001142806	chrX(.):152949965-152967048	0.1329
NM_005334	chrX(.):153208007-153241819	2.09
NM_012080	chrX(.):6961960-7071231	0.3665
NM_001178135	chrX(.):6970626-7071231	0.3935
NM_001830	chrX(.):10119984-10210699	0.0494
NM_017745	chrX(.):39905498-39961719	0.4635
NR_029636	chrX(.):45601420-45611530	0.0462
NR_029635	chrX(.):45600584-45610694	0.0409
NM_001167947	chrX(.):48745729-48760426	0.5073
NM_001042498	chrX(.):48755888-48774235	0.3941
NM_001136158	chrX(.):48774302-48819893	1.2449
NM_001136159	chrX(.):48774302-48820648	1.2265
NM_006875	chrX(.):48765458-48781413	1.5143
NM_004979	chrX(.):48813638-48833251	0.51
NM_005660	chrX(.):48755458-48773917	0.3912
NM_001032289	chrX(.):48755889-48773933	0.355
NM_015698	chrX(.):48964021-48985079	0.0984
NM_002668	chrX(.):49023183-49036468	0.8277
NM_003179	chrX(.):49039264-49061661	0.1864
NM_006150	chrX(.):49026905-49047776	0.3901
NR_030413	chrX(.):118775700-118785811	0.0983
NM_006777	chrX(.):119379606-119397251	0.1603
NM_001184742	chrX(.):119379609-119397251	0.1604
NM_003399	chrX(.):128867945-128908525	0.6064
NM_018990	chrX(.):128908891-128934176	1.0364
NM_002362	chrX(.):151079708-151098642	0.8265
NM_001011548	chrX(.):151076360-151098642	0.7023
NM_001011549	chrX(.):151080396-151098642	0.8577
NM_001011550	chrX(.):151081759-151098642	0.9232
NR_029973	chrX(.):151123099-151133184	0.039
NM_001039582	chrX(.):152930187-152944816	0.063
NM_001135740	chrX(.):152930187-152943743	0.0648
NM_005393	chrX(.):153024650-153049801	0.164
NM_005745	chrX(.):152960946-152994838	0.6905
NR_024450	chrX(.):152960946-152995201	0.6852
NM_001139441	chrX(.):152960946-152994582	0.6946
NM_000033	chrX(.):152985322-153015216	0.6995
NM_001139457	chrX(.):152960946-152994549	0.6952
NM_000054	chrX(.):153165528-153177620	0.1041
NM_000425	chrX(.):153121970-153146399	0.045
NM_003491	chrX(.):153190376-153205468	4.977
NM_001666	chrX(.):153167829-153196714	2.0335
NM_002910	chrX(.):153195721-153215232	1.4441
NR_027419	chrX(.):153162984-153177620	0.096
NM_001025243	chrX(.):153270956-153290342	1.5847
NM_003492	chrX(.):153232990-153253646	4.4951
NR_031757	chrX(.):153280370-153290440	2.4208
NR_036175	chrX(.):153241548-153251627	2.7878
NR_036174	chrX(.):153241547-153251628	2.788
NM_001110556	chrX(.):153571899-153608006	0.7849
NM_000117	chrX(.):153602596-153614883	1.6806
NM_014235	chrX(.):153707055-153719932	1.7009
NM_006730	chrX(.):153624578-153642575	2.2593
NM_001183	chrX(.):153651977-153669862	0.6191
NM_001009934	chrX(.):153624578-153645427	1.9592
NR_000011	chrX(.):153623621-153633756	2.9533
NM_001171133	chrX(.):153728326-153749566	0.4228
NM_006014	chrX(.):153700240-153712596	0.5839
NM_000116	chrX(.):153634876-153655063	0.5686
NR_026898	chrX(.):153621570-153635680	2.1355
NM_019848	chrX(.):153710649-153724002	1.2315
NM_004699	chrX(.):153667484-153684002	0.2665
NM_001493	chrX(.):153660258-153676814	0.7179
NM_017514	chrX(.):153681622-153706985	0.2671
NM_015892	chr10(.):125762181-125856930	0.9494
NM_014863	chr10(.):125774168-125856930	1.0749
NM_001098500	chr10(.):23978674-24841772	0.0627
NM_022124	chr10(.):73151690-73580704	0.1727
NM_001171930	chr10(.):73151690-73497481	0.1504
NM_018363	chr10(.):90028620-90348082	0.153
NM_001031709	chr10(.):90038858-90348082	0.1102
NM_001083591	chr10(.):11201992-11383672	0.3622
NM_001025077	chr10(.):11042258-11383672	0.2401
NM_006561	chr10(.):11054892-11383672	0.2482
NM_080599	chr10(.):11957021-12090023	0.243
NM_015542	chr10(.):11957020-12089808	0.2433
NM_024948	chr10(.):15815174-15907519	0.2433
NM_172242	chr10(.):22629398-22711539	0.4046
NM_022365	chr10(.):22040476-22297650	0.1502
NM_019590	chr10(.):24492719-24841772	0.0972
NM_022153	chr10(.):73502313-73538337	0.5228
NM_001198798	chr10(.):73851273-73980751	0.1088
NM_001198799	chr10(.):73851273-73981183	0.1086
NM_020338	chr10(.):80823791-81081285	0.3754
NM_145868	chr10(.):81909879-81970328	0.3204
NM_000314	chr10(.):89618194-89733532	0.3569
NM_032810	chr10(.):89507874-89582917	0.0998
NM_017824	chr10(.):94045919-94118721	0.1747
NM_014912	chr10(.):93803396-94055875	0.2814
NM_001178137	chr10(.):93803396-94008036	0.2899
NM_024928	chr10(.):105632317-105683045	0.3024
NM_014720	chr10(.):105722469-105792342	0.1426
NM_001167604	chr10(.):111619523-111688311	0.367
NM_178150	chr10(.):5927213-5984556	0.7845
NM_032807	chr10(.):5931348-5984556	0.8089
NM_019046	chr10(.):5898688-5936860	0.6449
NM_001009941	chr10(.):5915049-5936860	1.0596
NM_018706	chr10(.):12105933-12170224	0.2081
NM_005180	chr10(.):22605005-22625414	2.3065
NM_012071	chr10(.):22600298-22614237	3.5755
NM_001164375	chr10(.):73466457-73484578	0.1391
NM_001168390	chr10(.):73466457-73502581	1.0771
NM_173473	chr10(.):73970805-74000618	0.2397
NM_019058	chr10(.):74028676-74040797	1.4874
NM_017626	chr10(.):74087587-74119907	1.5453
NR_028492	chr10(.):89573069-89610369	0.1603
NM_001126049	chr10(.):89613917-89628194	2.421
NM_198044	chr10(.):99200929-99222127	0.2159
NM_198046	chr10(.):99200946-99222127	0.2161
NM_016046	chr10(.):99190665-99210768	0.2115
NM_001145114	chr10(.):99111457-99166127	0.1421
NM_002629	chr10(.):99181026-99198198	0.7281
NM_024747	chr10(.):103820146-103832793	0.4354
NM_004741	chr10(.):103906932-103928627	0.4659
NM_015062	chr10(.):103887786-103915090	0.798
NM_001113407	chr10(.):103862324-103885210	0.6257
NM_003893	chr10(.):103862324-103879723	0.5278
NM_030912	chr10(.):104399251-104423076	1.5751
NM_005871	chr10(.):112047797-112069707	0.3354
NM_004419	chr10(.):112252624-112276302	1.1303
NM_006819	chr11(.):63948586-63977020	0.7959
NM_002335	chr11(.):68075107-68221743	0.1592
NM_002599	chr11(.):72282184-72390494	0.1022
NM_001146209	chr11(.):72282184-72385108	0.1038
NM_175566	chr11(.):98886870-100232473	0.0688
NM_001098517	chr11(.):115039344-115380241	0.5827
NM_002855	chr11(.):119526702-119604435	0.7377
NM_203285	chr11(.):119503807-119604435	0.5932
NM_032873	chr11(.):122521397-122690187	0.9785
NM_014619	chr11(.):120526027-120861969	0.1646
NM_181798	chr11(.):2477683-2875340	0.134
NM_000218	chr11(.):2461220-2875340	0.1361
NM_014818	chr11(.):8628583-8685383	0.0796
NM_030962	chr11(.):9795213-10320754	0.0435
NM_175058	chr11(.):16804206-17040963	0.2156
NM_002645	chr11(.):17103123-17196354	0.2445
NM_024092	chr11(.):60676370-60695915	0.7503
NM_024060	chr11(.):62196015-62319332	0.1629
NM_004585	chr11(.):63299272-63318930	0.7387
NM_003273	chr11(.):64874340-64888707	0.8134
NM_018026	chr11(.):65832823-66017213	0.2169
NM_001077241	chr11(.):65137662-65155142	1.0765
NR_002819	chr11(.):65260232-65278939	1.9754
NM_030930	chr11(.):67753574-67776593	0.4601
NM_053056	chr11(.):69450872-69474242	0.8884
NM_014824	chr11(.):72542789-72858143	0.0903
NM_176796	chr11(.):72970569-73013850	0.7691
NM_176798	chr11(.):72975938-73013850	0.864
NM_004154	chr11(.):72978246-73014664	0.8921
NM_006656	chr11(.):74694949-74723743	0.0817
NM_182969	chr11(.):74546954-74665232	0.1484
NM_014488	chr11(.):82687477-82787884	0.4637
NM_181351	chr11(.):112826994-113154158	0.2337
NM_001076682	chr11(.):112826994-113140919	0.2137
NM_006006	chr11(.):113925430-114126397	0.4283
NM_001018011	chr11(.):113926287-114126397	0.4295
NR_034160	chr11(.):119247487-119374944	0.2267
NM_198489	chr11(.):118863851-118891455	0.9181
NM_015313	chr11(.):120202617-120365645	0.4047
NM_024769	chr11(.):122938032-123071007	0.3402
NM_032531	chr11(.):126288395-126875766	0.2668
NR_033839	chr11(.):126206611-126230482	1.1949
NM_001161707	chr11(.):126295836-126875766	0.2654
NM_002017	chr11(.):128558812-128688162	0.8386
NM_001167681	chr11(.):128557388-128688162	0.8316
NM_016526	chr11(.):197923-212422	1.0825
NM_012239	chr11(.):210029-241362	0.3754
NM_002817	chr11(.):231807-257984	0.236
NM_001097610	chr11(.):188079-199500	0.5643
NM_021932	chr11(.):203529-220110	0.958
NM_053280	chr11(.):191760-205258	0.2536
NM_182612	chr11(.):762222-782487	0.5943
NR_002585	chr11(.):806680-816814	1.9226
NM_001025239	chr11(.):837823-872116	0.3953
NM_001025234	chr11(.):839080-872116	0.4062
NM_145886	chr11(.):794178-810250	1.5863
NM_016564	chr11(.):782109-795126	0.3694
NM_021128	chr11(.):834720-847529	0.9295
NM_139029	chr11(.):827951-843835	0.8836
NM_173584	chr11(.):822584-836991	0.2206
NM_024698	chr11(.):785474-801263	0.7692
NM_001004	chr11(.):804935-817876	1.6997
NM_001025237	chr11(.):839445-872116	0.4104
NM_020376	chr11(.):813900-830571	0.4956
NM_001191060	chr11(.):785474-802995	0.7011
NM_001191061	chr11(.):785474-803269	0.6932
NM_001025235	chr11(.):837940-872116	0.3966
NM_138567	chr11(.):1850673-1863750	0.2758
NM_002339	chr11(.):1869199-1918493	0.8748
NM_001145829	chr11(.):1855718-1867910	0.3279
NM_001013253	chr11(.):1884902-1918493	0.0928
NM_001145841	chr11(.):1856431-1867910	0.3458
NM_001013255	chr11(.):1887153-1918493	0.0919
NM_003282	chr11(.):1855232-1867910	0.3177
NM_001013254	chr11(.):1887098-1918493	0.0918
NR_036185	chr11(.):1875693-1885766	0.3777
NM_002555	chr11(.):2918511-2951476	0.4984
NM_001122631	chr11(.):2899447-2911995	0.2167
NM_003311	chr11(.):2944502-2955650	0.9091
NR_024627	chr11(.):2886262-2898336	0.0504
NM_007105	chr11(.):2904326-2930175	0.5709
NM_183233	chr11(.):2915950-2951476	0.4808
NR_002580	chr11(.):8700773-8710903	2.3998
NR_002977	chr11(.):8701985-8712116	2.4103
NM_000990	chr11(.):8698994-8716419	1.4228
NM_001124	chr11(.):10321641-10333923	1.167
NM_000610	chr11(.):35155416-35258949	0.3115
NM_004778	chr11(.):60613397-60628444	0.1094
NM_207341	chr11(.):60630014-60648164	0.3023
NM_024098	chr11(.):60604428-60623561	0.8483
NM_014502	chr11(.):60653019-60679061	0.4689
NM_016582	chr11(.):60699554-60724257	0.0912
NM_178031	chr11(.):60686912-60709631	0.1087
NM_022830	chr11(.):62337516-62364109	0.6209
NM_004739	chr11(.):62355674-62374303	1.0577
NM_001404	chr11(.):62322072-62346460	0.9015
NM_001620	chr11(.):62278373-62319332	0.2164
NM_001142538	chr11(.):63270458-63289246	0.1604
NM_001142535	chr11(.):63268523-63289246	0.159
NM_054108	chr11(.):63223875-63263680	0.051
NM_017878	chr11(.):63315241-63335855	0.556
NM_004470	chr11(.):64003412-64016607	1.9455
NM_000932	chr11(.):64013994-64041924	0.6445
NM_005528	chr11(.):63992752-64006753	0.9258
NM_001160390	chr11(.):63986270-63998726	0.5953
NM_032344	chr11(.):63988737-64002488	0.6385
NM_004322	chr11(.):64032299-64057176	0.8313
NM_178443	chr11(.):63969151-63996363	0.5411
NM_057092	chr11(.):64004587-64016607	2.1181
NM_033310	chr11(.):64053792-64072503	0.6231
NM_003377	chr11(.):63997265-64011259	1.7077
NM_020155	chr11(.):64048581-64061972	0.5803
NM_001135208	chr11(.):64003603-64016607	1.9715
NM_001039496	chr11(.):64062862-64077239	1.324
NM_001170726	chr11(.):64046810-64061972	0.5232
NM_001160393	chr11(.):63986270-63998341	0.5563
NM_001170881	chr11(.):64047284-64061972	0.5373
NM_001177358	chr11(.):64047282-64061972	0.5372
NM_138689	chr11(.):64006950-64019413	1.8335
NM_000244	chr11(.):64565985-64583188	0.1877
NM_130803	chr11(.):64565985-64583766	0.1827
NM_004579	chr11(.):64551608-64575713	0.1037
NM_017525	chr11(.):64586661-64617041	0.1378
NM_130800	chr11(.):64565985-64583035	0.189
NM_130802	chr11(.):64565985-64583213	0.1874
NR_029829	chr11(.):64653826-64663911	0.122
NM_006795	chr11(.):64615207-64651191	1.9815
NR_029578	chr11(.):64653608-64663718	0.1223
NM_080668	chr11(.):64839926-64856615	0.7087
NM_006782	chr11(.):64846693-64860874	0.9136
NM_013265	chr11(.):64858682-64884180	0.3966
NR_037567	chr11(.):64884654-64899841	0.9004
NM_172230	chr11(.):64889750-64907003	1.149
NM_001997	chr11(.):64883098-64894672	1.3936
NM_004927	chr11(.):64884715-64899841	0.8612
NM_014205	chr11(.):64878874-64890170	1.5935
NM_001008778	chr11(.):64932706-64945688	0.0865
NM_006268	chr11(.):65096345-65125451	0.2521
NM_145719	chr11(.):65117281-65130082	0.2174
NR_028272	chr11(.):65185268-65199003	5.9254
NR_030343	chr11(.):65206928-65217028	0.6211
NM_031904	chr11(.):65149040-65185995	0.9048
NM_032223	chr11(.):65378782-65409910	0.3528
NM_001098785	chr11(.):65334819-65346669	1.5136
NM_021070	chr11(.):65301029-65330699	0.4047
NM_033455	chr11(.):65355325-65368467	0.9196
NM_001099409	chr11(.):65338508-65365116	1.3165
NM_002419	chr11(.):65360225-65386720	0.3328
NM_001048218	chr11(.):65287547-65311182	0.474
NM_006396	chr11(.):65332942-65344239	1.3763
NM_001143985	chr11(.):65764549-65776617	0.6446
NM_001323	chr11(.):65774461-65785976	0.0792
NM_053054	chr11(.):65779222-65798988	0.3599
NM_032325	chr11(.):65759016-65774578	0.5105
NM_006842	chr11(.):65814815-65841382	0.6788
NM_033036	chr11(.):65803235-65821651	0.5719
NM_020441	chr11(.):67200517-67215983	1.2196
NM_145200	chr11(.):67217817-67234245	0.5738
NM_001078651	chr11(.):67226818-67241731	0.8014
NM_001166222	chr11(.):67178148-67198078	0.9189
NM_206997	chr11(.):67213771-67225200	0.075
NM_005608	chr11(.):67197980-67210153	1.3785
NM_003952	chr11(.):67190934-67207879	1.2947
NM_198517	chr11(.):67166411-67182560	1.3492
NM_004584	chr11(.):67154422-67170883	0.7464
NM_002708	chr11(.):67160651-67174376	0.7252
NM_001166212	chr11(.):67126638-67146648	0.1324
NM_013246	chr11(.):67126638-67146206	0.132
NM_021173	chr11(.):67114018-67126052	0.6133
NM_001018070	chr11(.):67200517-67216263	1.2005
NM_003977	chr11(.):67245504-67263579	0.2153
NM_001161473	chr11(.):67771047-67801743	0.462
NM_006053	chr11(.):67805446-67823366	0.3726
NM_006019	chr11(.):67801482-67823366	0.3193
NM_002496	chr11(.):67793083-67809114	0.782
NM_000694	chr11(.):67772789-67801743	0.3732
NM_022338	chr11(.):68023802-68044469	1.0653
NM_001098515	chr11(.):68766861-68785850	0.1038
NM_139075	chr11(.):68811349-68863072	0.4505
NM_138768	chr11(.):69056621-69069754	2.3153
NM_153451	chr11(.):69475331-69495165	0.2753
NM_001040118	chr11(.):72391113-72468434	0.2836
NM_001135190	chr11(.):72391113-72438403	0.3969
NM_032871	chr11(.):73082712-73113519	0.4414
NM_152222	chr11(.):73082404-73113519	0.4394
NM_014786	chr11(.):73014662-73085425	0.2668
NM_014752	chr11(.):74655291-74695076	0.3647
NR_033347	chr11(.):82747505-82757640	0.0992
NM_020179	chr11(.):93206638-93281546	0.4271
NM_006235	chr11(.):111217980-111255157	1.5259
NR_034101	chr11(.):113135253-113149623	0.4347
NM_017868	chr11(.):113180250-113242114	0.1358
NR_026691	chr11(.):117852105-117877199	1.0972
NM_007180	chr11(.):118523941-118555381	0.1348
NR_003040	chr11(.):118868670-118879303	0.2829
NM_181721	chr11(.):118837416-118856995	0.0725
NM_000190	chr11(.):118950586-118969259	1.9176
NM_001028	chr11(.):118881421-118894057	1.854
NM_002105	chr11(.):118959584-118971177	2.0722
NM_016146	chr11(.):118884240-118899385	1.7207
NM_001024382	chr11(.):118953696-118969259	2.2698
NM_001164278	chr11(.):118890060-118906616	1.4225
NM_001130991	chr11(.):118909895-118932925	0.7732
NM_015517	chr11(.):118987287-119010765	0.2537
NM_006389	chr11(.):118909895-118932916	0.7735
NM_014807	chr11(.):118973092-118992827	0.9452
NM_021729	chr11(.):118933492-118957688	0.7227
NM_001382	chr11(.):118962212-118977785	2.7822
NM_001164280	chr11(.):118890060-118905278	1.5417
NR_037429	chr11(.):118884653-118894722	2.3993
NM_001142505	chr11(.):119015298-119038374	0.1489
NM_022169	chr11(.):119014749-119038374	0.1482
NM_004205	chr11(.):119220924-119257436	0.6713
NM_015645	chr11(.):119204651-119222383	0.6973
NM_032015	chr11(.):119200236-119213022	0.8981
NM_171997	chr11(.):119220924-119239892	0.6587
NM_006500	chr11(.):119174233-119192840	0.7684
NM_203286	chr11(.):119540098-119604435	0.8656
NM_001198675	chr11(.):120190837-120209388	2.3783
NR_027288	chr11(.):122883273-122895319	0.0938
NM_006597	chr11(.):122923199-122937844	5.237
NM_001145290	chr11(.):124928012-124965412	1.5773
NM_001080546	chr11(.):124961398-124978205	0.1178
NM_017547	chr11(.):126134054-126153027	0.9475
NM_014026	chr11(.):126168646-126220644	1.1798
NM_148910	chr11(.):126147981-126168071	0.4747
NM_001177842	chr11(.):126127813-126143877	1.0231
NM_006278	chr11(.):126221095-126289533	0.5767
NM_152641	chr12(.):46118619-46306819	0.2308
NM_002392	chr12(.):69196970-69244212	0.7851
NM_006836	chr12(.):120560013-120637513	0.4284
NM_020375	chr12(.):4425358-4474190	0.083
NM_007273	chr12(.):7069516-7084891	0.8448
NM_001144831	chr12(.):7069514-7084916	0.8439
NM_006143	chr12(.):12808994-12854121	0.1738
NM_144973	chr12(.):31530156-31748952	0.1339
NM_018169	chr12(.):32107352-32151043	0.3224
NM_004572	chr12(.):32938679-33054780	0.1413
NM_001033873	chr12(.):51634132-51668994	0.0961
NM_001031628	chr12(.):51634132-51669202	0.0962
NM_000966	chr12(.):53599352-53631036	0.8979
NM_001042728	chr12(.):53599352-53619150	1.2896
NM_013449	chr12(.):56984379-57035163	0.3253
NM_020698	chr12(.):94955899-95049324	0.2765
NM_003299	chr12(.):104319188-104346703	0.6759
NM_014706	chr12(.):108910990-108960165	0.2658
NM_018984	chr12(.):109171465-109256359	0.4413
NM_015267	chr12(.):111466827-111793358	0.1159
NM_014868	chr12(.):120967131-121020397	0.5193
NM_014938	chr12(.):122511759-122633967	0.1316
NM_001080825	chr12(.):122145657-122224974	0.2244
NM_003959	chr12(.):123315038-123352507	0.2239
NM_001082959	chr12(.):125257173-125353519	0.1502
NM_006312	chr12(.):124803960-125057010	0.2752
NM_198827	chr12(.):131433451-131631008	0.2725
NM_015409	chr12(.):132429507-132570005	0.1389
NM_003565	chr12(.):132374278-132412707	0.5031
NM_001759	chr12(.):4377901-4419522	0.5323
NM_001975	chr12(.):7018613-7037859	0.2174
NM_002831	chr12(.):7055433-7075479	2.3406
NR_029779	chr12(.):7067861-7077929	1.613
NM_080548	chr12(.):7050739-7075479	2.0727
NM_001007026	chr12(.):7028625-7056484	0.5687
NM_006992	chr12(.):7008896-7028406	0.1181
NM_001940	chr12(.):7032479-7056484	0.6513
NR_003010	chr12(.):7071499-7081769	0.7247
NM_138425	chr12(.):7048202-7060165	0.5952
NR_029682	chr12(.):7068259-7078354	1.3878
NM_005768	chr12(.):7080346-7130842	0.0943
NM_006331	chr12(.):7074943-7090165	0.4546
NR_036052	chr12(.):9387065-9397147	0.0239
NR_026672	chr12(.):9902163-9918497	0.0881
NM_172004	chr12(.):9870090-9890860	1.204
NR_036052	chr12(.):12259885-12269967	0.0512
NM_004064	chr12(.):12865301-12880305	3.4933
NR_030344	chr12(.):12912582-12922677	0.039
NM_001130415	chr12(.):12873850-12949399	0.4277
NR_028408	chr12(.):46114502-46126704	3.0784
NM_001098532	chr12(.):48123452-48157181	0.357
NM_017842	chr12(.):48161966-48181536	0.3078
NM_006105	chr12(.):48123452-48157244	0.3569
NM_001098531	chr12(.):48123452-48157889	0.3516
NM_001098416	chr12(.):48171506-48218763	0.961
NM_001971	chr12(.):51717226-51745463	0.7729
NM_016293	chr12(.):51669821-51722938	0.5492
NM_001004304	chr12(.):53569534-53589654	0.6015
NM_000889	chr12(.):53580106-53606000	2.5079
NM_015989	chr12(.):53546446-53579430	0.305
NM_001170790	chr12(.):53640369-53653190	0.2
NM_032889	chr12(.):53640875-53653190	0.2077
NM_012291	chr12(.):53657082-53692427	0.1664
NM_000946	chr12(.):57120363-57151146	0.2386
NR_003046	chr12(.):57032463-57042538	0.7018
NM_001686	chr12(.):57026958-57044852	0.6532
NM_005594	chr12(.):57101210-57124066	0.8454
NR_002737	chr12(.):57033810-57043885	0.6889
NM_001113203	chr12(.):57101210-57124326	0.8359
NM_006601	chr12(.):57052124-57087078	1.3439
NM_003725	chr12(.):57152107-57186574	0.0449
NM_001946	chr12(.):89736836-89751296	3.1876
NM_001032284	chr12(.):98904350-98949157	0.7462
NM_003276	chr12(.):98904350-98934412	1.0974
NR_027157	chr12(.):98901750-98915004	2.4286
NM_001111283	chr12(.):102784644-102879378	0.1328
NM_001111284	chr12(.):102784644-102877429	0.0943
NM_001111285	chr12(.):102806453-102879378	0.1615
NR_027249	chr12(.):104232526-104328989	0.2619
NR_037425	chr12(.):104319202-104329333	1.7298
NM_003211	chr12(.):104354592-104387656	0.228
NM_001135570	chr12(.):104338980-104355993	0.2338
NM_007076	chr12(.):108904050-108918380	0.3705
NM_213595	chr12(.):108951293-108968160	0.7602
NM_181724	chr12(.):108978621-108996894	0.063
NM_003006	chr12(.):109010679-109032670	1.6303
NM_001917	chr12(.):109268856-109299710	0.0655
NM_001161331	chr12(.):109180694-109226327	0.2614
NM_001161330	chr12(.):109180694-109256359	0.4501
NM_001002	chr12(.):120629502-120644014	2.5894
NM_025157	chr12(.):120643249-120692957	0.0924
NM_003746	chr12(.):120928858-120941298	0.1798
NM_032314	chr12(.):120936081-120971964	0.1896
NM_198202	chr12(.):121011847-121024201	0.2121
NM_015918	chr12(.):121011847-121024197	0.2122
NM_173855	chr12(.):122084292-122112560	0.3283
NM_019034	chr12(.):122210659-122236594	0.4961
NR_002809	chr12(.):122228172-122246390	3.7533
NM_015048	chr12(.):122237637-122275562	1.6593
NM_016638	chr12(.):123459879-123472460	0.9996
NM_024623	chr12(.):123454353-123469588	1.3654
NM_019624	chr12(.):123408538-123456056	0.9789
NM_024667	chr12(.):123344874-123385712	2.5692
NM_203444	chr12(.):123408538-123464752	1.0523
NM_021009	chr12(.):125391191-125404587	2.8169
NM_194356	chr12(.):131269146-131328811	0.1195
NM_006325	chr12(.):131351616-131365826	2.7239
NM_025215	chr12(.):132408812-132433406	0.6114
NM_001002019	chr12(.):132408797-132433406	0.6133
