#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper
1_MACS_peak_20090_lociStitched	chr22	29662884	29665593	1	2710	8915.5899	613	1
1_MACS_peak_13230_lociStitched	chr17	66286219	66289227	1	3009	8910.2976	614	1
2_MACS_peak_21890_lociStitched	chr3	128821463	128825581	2	4108	8905.5868	615	1
2_MACS_peak_17011_lociStitched	chr2	111504411	111507761	2	3265	8881.185	616	1
2_MACS_peak_8496_lociStitched	chr13	114581773	114586277	2	4204	8877.8344	617	1
2_MACS_peak_2536_lociStitched	chr1	197774840	197778944	2	3881	8862.9984	618	1
3_MACS_peak_14040_lociStitched	chr18	46465553	46472961	3	6678	8854.0416	619	1
3_MACS_peak_23584_lociStitched	chr4	108953699	108959086	3	5299	8852.9958	620	1
4_MACS_peak_9575_lociStitched	chr15	41304213	41311005	4	6331	8847.2592	621	1
2_MACS_peak_23186_lociStitched	chr4	57622665	57626749	2	3951	8846.7608	622	1
3_MACS_peak_13736_lociStitched	chr18	9102075	9108195	3	5690	8842.788	623	1
1_MACS_peak_33123_lociStitched	chrX	153235969	153239269	1	3301	8841.03	624	1
2_MACS_peak_28814_lociStitched	chr7	100025716	100028235	2	2468	8840.6824	625	1
1_MACS_peak_8875_lociStitched	chr14	69258790	69263291	1	4502	8838.1636	626	1
3_MACS_peak_6048_lociStitched	chr11	115126361	115131936	3	5352	8834.145	627	1
1_MACS_peak_22123_lociStitched	chr3	151985468	151988426	1	2959	8830.2216	628	1
1_MACS_peak_19731_lociStitched	chr21	45283445	45287615	1	4171	8828.307	629	1
2_MACS_peak_16416_lociStitched	chr2	65140526	65146567	2	6036	8793.2796	630	1
1_MACS_peak_29491_lociStitched	chr7	154793905	154795972	1	2068	8787.0237	631	1
2_MACS_peak_22273_lociStitched	chr3	169657039	169660622	2	3495	8786.9492	632	1
2_MACS_peak_32855_lociStitched	chrX	109167143	109172335	2	5153	8782.268	633	1
1_MACS_peak_5644_lociStitched	chr11	71419217	71423706	1	4490	8778.2395	634	1
1_MACS_peak_25292_lociStitched	chr5	138748827	138752709	1	3883	8774.0964	635	1
1_MACS_peak_21551_lociStitched	chr3	98450293	98453848	1	3556	8773.029	636	1
4_MACS_peak_29433_lociStitched	chr7	150017516	150021158	4	3557	8771.0286	637	1
1_MACS_peak_29502_lociStitched	chr7	155436353	155438108	1	1756	8768.5065	638	1
1_MACS_peak_21068_lociStitched	chr3	45605880	45611515	1	5636	8765.806	639	1
2_MACS_peak_3713_lociStitched	chr10	45914157	45918061	2	3675	8762.1376	640	1
1_MACS_peak_10987_lociStitched	chr16	21528626	21532355	1	3730	8742.6405	641	1
2_MACS_peak_19276_lociStitched	chr20	56192627	56196916	2	4253	8737.5508	642	1
2_MACS_peak_12795_lociStitched	chr17	43516175	43521388	2	5089	8710.4017	643	1
1_MACS_peak_31295_lociStitched	chr9	73033193	73036256	1	3064	8709.3342	644	1
3_MACS_peak_25165_lociStitched	chr5	130712862	130719062	3	5643	8706.66	645	1
3_MACS_peak_23317_lociStitched	chr4	77608462	77613858	3	5254	8692.956	646	1
2_MACS_peak_32465_lociStitched	chrX	40032904	40036824	2	3882	8690.64	647	1
2_MACS_peak_22341_lociStitched	chr3	174866185	174869742	2	3546	8687.2611	648	1
2_MACS_peak_14341_lociStitched	chr19	923598	927452	2	3853	8681.5204	649	1
1_MACS_peak_20716_lociStitched	chr3	10435311	10439160	1	3850	8681.4195	650	1
2_MACS_peak_14864_lociStitched	chr19	16434774	16439342	2	4371	8680.1136	651	1
3_MACS_peak_1316_lociStitched	chr1	87793493	87798421	3	4742	8669.8304	652	1
1_MACS_peak_28897_lociStitched	chr7	102154462	102158284	1	3823	8666.7672	653	1
2_MACS_peak_328_lociStitched	chr1	17230200	17233398	2	3172	8666.2602	654	1
2_MACS_peak_5209_lociStitched	chr11	47787369	47790147	2	2686	8663.193	655	1
1_MACS_peak_22919_lociStitched	chr4	15002882	15007066	1	4185	8661.2984	656	1
2_MACS_peak_24020_lociStitched	chr4	185186156	185191501	2	4909	8659.969	657	1
1_MACS_peak_6244_lociStitched	chr11	126057416	126060609	1	3194	8658.1388	658	1
2_MACS_peak_25424_lociStitched	chr5	148210374	148216031	2	5613	8655.7757	659	1
2_MACS_peak_10696_lociStitched	chr16	4320968	4324081	2	3069	8644.4897	660	1
2_MACS_peak_31637_lociStitched	chr9	104187669	104192762	2	4820	8639.7652	661	1
4_MACS_peak_3706_lociStitched	chr10	45454292	45460249	4	5507	8633.4801	662	1
2_MACS_peak_2300_lociStitched	chr1	171219991	171222860	2	2839	8623.3533	663	1
1_MACS_peak_12086_lociStitched	chr17	8149354	8153188	1	3835	8620.749	664	1
2_MACS_peak_26566_lociStitched	chr6	37136654	37140083	2	3163	8616.0483	665	1
1_MACS_peak_22637_lociStitched	chr3	195807546	195810100	1	2555	8607.2354	666	1
2_MACS_peak_6297_lociStitched	chr11	129242899	129247033	2	3916	8604.0942	667	1
1_MACS_peak_5669_lociStitched	chr11	72523802	72526943	1	3142	8603.5131	668	1
2_MACS_peak_2777_lociStitched	chr1	207996082	208000641	2	4555	8597.3622	669	1
1_MACS_peak_12803_lociStitched	chr17	43660903	43664203	1	3301	8597.16	670	1
2_MACS_peak_19696_lociStitched	chr21	44526748	44531029	2	4072	8590.6827	671	1
2_MACS_peak_28686_lociStitched	chr7	90559453	90563993	2	4536	8578.33	672	1
1_MACS_peak_11572_lociStitched	chr16	70555759	70559379	1	3621	8568.178	673	1
2_MACS_peak_3166_lociStitched	chr1	235490051	235493070	2	2846	8567.922	674	1
1_MACS_peak_22463_lociStitched	chr3	183269412	183274296	1	4885	8564.094	675	1
1_MACS_peak_20218_lociStitched	chr22	36726512	36729772	1	3261	8560.76	676	1
1_MACS_peak_14395_lociStitched	chr19	1847342	1849291	1	1950	8558.2539	677	1
1_MACS_peak_14571_lociStitched	chr19	6799563	6803618	1	4056	8554.428	678	1
5_MACS_peak_9974_lociStitched	chr15	68569323	68574796	5	5103	8553.7517	679	1
2_MACS_peak_27515_lociStitched	chr6	138246903	138250854	2	3901	8549.1738	680	1
4_MACS_peak_23190_lociStitched	chr4	57840665	57845796	4	4823	8544.6543	681	1
1_MACS_peak_29561_lociStitched	chr8	2037474	2041319	1	3846	8542.052	682	1
1_MACS_peak_2846_lociStitched	chr1	211699372	211702163	1	2792	8538.5063	683	1
3_MACS_peak_11386_lociStitched	chr16	57640489	57645097	3	4165	8535.8592	684	1
1_MACS_peak_32065_lociStitched	chr9	134529466	134534346	1	4881	8533.656	685	1
1_MACS_peak_2343_lociStitched	chr1	174967788	174970024	1	2237	8529.222	686	1
2_MACS_peak_19664_lociStitched	chr21	43284423	43289682	2	4955	8526.4167	687	1
2_MACS_peak_13623_lociStitched	chr17	80406039	80409105	2	3052	8520.414	688	1
1_MACS_peak_21071_lociStitched	chr3	45634441	45639425	1	4985	8476.7872	689	1
1_MACS_peak_3000_lociStitched	chr1	226297163	226300743	1	3581	8474.576	690	1
2_MACS_peak_8480_lociStitched	chr13	113862266	113864778	2	2475	8472.7248	691	1
1_MACS_peak_18957_lociStitched	chr20	42378450	42381927	1	3478	8456.4117	692	1
1_MACS_peak_7653_lociStitched	chr12	109176602	109180903	1	4302	8450.1747	693	1
4_MACS_peak_6113_lociStitched	chr11	118738856	118744005	4	4650	8447.4494	694	1
3_MACS_peak_26869_lociStitched	chr6	74229288	74233733	3	4230	8446.389	695	1
1_MACS_peak_26491_lociStitched	chr6	34623277	34627183	1	3907	8445.1626	696	1
2_MACS_peak_3029_lociStitched	chr1	227126026	227128724	2	2522	8426.1238	697	1
2_MACS_peak_18580_lociStitched	chr20	17834849	17839414	2	4546	8426.077	698	1
1_MACS_peak_28071_lociStitched	chr7	26049218	26052507	1	3290	8401.7505	699	1
2_MACS_peak_12475_lociStitched	chr17	34426135	34432330	2	5990	8397.942	700	1
2_MACS_peak_16423_lociStitched	chr2	65214804	65218031	2	3187	8397.6221	701	1
1_MACS_peak_25761_lociStitched	chr5	176726700	176731705	1	5006	8388.8805	702	1
1_MACS_peak_27264_lociStitched	chr6	111803142	111805909	1	2768	8388.7139	703	1
3_MACS_peak_15461_lociStitched	chr19	49375551	49379769	3	4135	8387.9148	704	1
2_MACS_peak_6306_lociStitched	chr11	129871407	129874345	2	2902	8383.583	705	1
5_MACS_peak_26029_lociStitched	chr6	12008411	12013531	5	4830	8371.2	706	1
1_MACS_peak_16343_lociStitched	chr2	61763409	61766670	1	3262	8370.0087	707	1
5_MACS_peak_26547_lociStitched	chr6	36719632	36725858	5	5698	8366.4988	708	1
2_MACS_peak_20427_lociStitched	chr22	41486973	41489213	2	2166	8365.28	709	1
1_MACS_peak_19707_lociStitched	chr21	44780299	44783094	1	2796	8364.5965	710	1
1_MACS_peak_23749_lociStitched	chr4	140097044	140100076	1	3033	8351.9472	711	1
1_MACS_peak_27814_lociStitched	chr7	2443145	2447106	1	3962	8334.3401	712	1
2_MACS_peak_25668_lociStitched	chr5	172260735	172265944	2	5104	8328.1492	713	1
1_MACS_peak_11109_lociStitched	chr16	28833977	28836209	1	2233	8326.476	714	1
1_MACS_peak_22559_lociStitched	chr3	187085093	187087389	1	2297	8316.5712	715	1
2_MACS_peak_6880_lociStitched	chr12	46383171	46386240	2	2937	8313.6141	716	1
2_MACS_peak_30498_lociStitched	chr8	120885892	120889657	2	3666	8309.7315	717	1
1_MACS_peak_6886_lociStitched	chr12	46764727	46767667	1	2941	8298.738	718	1
3_MACS_peak_427_lociStitched	chr1	24528422	24533356	3	4473	8296.0276	719	1
3_MACS_peak_24439_lociStitched	chr5	43038190	43043508	3	4796	8295.5482	720	1
3_MACS_peak_13454_lociStitched	chr17	75366091	75369990	3	3774	8295.1225	721	1
2_MACS_peak_28284_lociStitched	chr7	44675517	44680240	2	4679	8290.7542	722	1
4_MACS_peak_21919_lociStitched	chr3	129607849	129612625	4	4459	8279.6736	723	1
2_MACS_peak_8462_lociStitched	chr13	111564349	111568403	2	4035	8276.6464	724	1
2_MACS_peak_6883_lociStitched	chr12	46608315	46614064	2	5711	8275.6855	725	1
1_MACS_peak_19644_lociStitched	chr21	41338153	41343578	1	5426	8270.955	726	1
6_MACS_peak_10819_lociStitched	chr16	11712442	11719233	6	5693	8267.3634	727	1
1_MACS_peak_22171_lociStitched	chr3	156391364	156394105	1	2742	8266.3078	728	1
3_MACS_peak_4426_lociStitched	chr10	112171948	112177568	3	5269	8265.896	729	1
2_MACS_peak_31700_lociStitched	chr9	112908461	112915328	2	6692	8258.2542	730	1
3_MACS_peak_21893_lociStitched	chr3	128837269	128841117	3	3722	8257.808	731	1
5_MACS_peak_13969_lociStitched	chr18	42300416	42307217	5	6438	8252.3334	732	1
3_MACS_peak_9748_lociStitched	chr15	52754521	52759402	3	4536	8251.3305	733	1
3_MACS_peak_26118_lociStitched	chr6	16759686	16763870	3	4171	8244.1536	734	1
2_MACS_peak_3185_lociStitched	chr1	240075105	240079571	2	4405	8239.3234	735	1
1_MACS_peak_7246_lociStitched	chr12	68381532	68385653	1	4122	8238.7032	736	1
1_MACS_peak_1908_lociStitched	chr1	154192371	154194564	1	2194	8236.0308	737	1
2_MACS_peak_11143_lociStitched	chr16	29815884	29819768	2	3593	8232.5264	738	1
2_MACS_peak_13351_lociStitched	chr17	73778675	73782207	2	3500	8231.6792	739	1
1_MACS_peak_15387_lociStitched	chr19	47217012	47221630	1	4619	8227.8906	740	1
4_MACS_peak_19421_lociStitched	chr21	19152377	19158194	4	5148	8227.5648	741	1
1_MACS_peak_3002_lociStitched	chr1	226314320	226316881	1	2562	8225.4198	742	1
1_MACS_peak_20687_lociStitched	chr3	9437500	9440562	1	3063	8219.6328	743	1
4_MACS_peak_2118_lociStitched	chr1	160676949	160683400	4	6185	8218.574	744	1
3_MACS_peak_14733_lociStitched	chr19	12721152	12725715	3	4461	8217.963	745	1
3_MACS_peak_2575_lociStitched	chr1	200987956	200992772	3	4625	8209.3536	746	1
2_MACS_peak_30057_lociStitched	chr8	52810288	52813478	2	3167	8209.146	747	1
3_MACS_peak_21555_lociStitched	chr3	98479816	98484687	3	4608	8204.7124	748	1
1_MACS_peak_13550_lociStitched	chr17	78882469	78886854	1	4386	8203.8965	749	1
3_MACS_peak_14452_lociStitched	chr19	2594930	2600157	3	4685	8202.2084	750	1
1_MACS_peak_4055_lociStitched	chr10	81001733	81006241	1	4509	8200.052	751	1
3_MACS_peak_13405_lociStitched	chr17	74731509	74734657	3	3015	8197.7068	752	1
2_MACS_peak_22713_lociStitched	chr4	1712949	1715750	2	2790	8182.8414	753	1
1_MACS_peak_19605_lociStitched	chr21	37906392	37909794	1	3403	8181.4698	754	1
2_MACS_peak_7460_lociStitched	chr12	94583265	94588392	2	5093	8179.6158	755	1
3_MACS_peak_19677_lociStitched	chr21	43535371	43539941	3	4319	8178.472	756	1
3_MACS_peak_2022_lociStitched	chr1	156194400	156199273	3	4764	8176.4067	757	1
2_MACS_peak_31153_lociStitched	chr9	37528112	37532816	2	4518	8172.2592	758	1
1_MACS_peak_22104_lociStitched	chr3	150125155	150128818	1	3664	8166.6585	759	1
6_MACS_peak_8439_lociStitched	chr13	110437667	110442097	6	4003	8132.594	760	1
3_MACS_peak_18964_lociStitched	chr20	42569136	42573873	3	4427	8130.1131	761	1
3_MACS_peak_29923_lociStitched	chr8	33410557	33414196	3	3607	8127.7065	762	1
4_MACS_peak_14117_lociStitched	chr18	52931519	52938163	4	5800	8125.612	763	1
3_MACS_peak_9418_lociStitched	chr15	31617360	31622064	3	4539	8113.9296	764	1
2_MACS_peak_26944_lociStitched	chr6	86351511	86354423	2	2766	8112.2496	765	1
4_MACS_peak_13861_lociStitched	chr18	20803986	20809967	4	5651	8110.8341	766	1
1_MACS_peak_2292_lociStitched	chr1	169862147	169864102	1	1956	8101.7155	767	1
3_MACS_peak_31702_lociStitched	chr9	112915854	112921318	3	5312	8099.2872	768	1
2_MACS_peak_2712_lociStitched	chr1	206135247	206139296	2	3679	8097.1902	769	1
1_MACS_peak_21819_lociStitched	chr3	124487835	124493590	1	5756	8085.775	770	1
2_MACS_peak_21897_lociStitched	chr3	128901034	128903578	2	2502	8075.4192	771	1
1_MACS_peak_22454_lociStitched	chr3	183202146	183205210	1	3065	8073.64	772	1
3_MACS_peak_18911_lociStitched	chr20	37518877	37523246	3	4251	8062.1157	773	1
2_MACS_peak_14728_lociStitched	chr19	12591989	12595995	2	3974	8059.6714	774	1
1_MACS_peak_6451_lociStitched	chr12	6641146	6645169	1	4024	8055.6552	775	1
1_MACS_peak_22160_lociStitched	chr3	155587714	155589795	1	2082	8053.47	776	1
2_MACS_peak_30028_lociStitched	chr8	42945638	42949813	2	4139	8048.9825	777	1
1_MACS_peak_4443_lociStitched	chr10	112326549	112328884	1	2336	8044.075	778	1
1_MACS_peak_23842_lociStitched	chr4	148651715	148654454	1	2740	8042.2518	779	1
4_MACS_peak_32619_lociStitched	chrX	56789084	56794997	4	5490	8036.3583	780	1
2_MACS_peak_1628_lociStitched	chr1	120622542	120625743	2	3121	8035.1502	781	1
1_MACS_peak_2178_lociStitched	chr1	161774114	161778848	1	4735	8026.497	782	1
2_MACS_peak_6767_lociStitched	chr12	31476481	31479672	2	3130	8026.0032	783	1
1_MACS_peak_12907_lociStitched	chr17	47816061	47819830	1	3770	8024.9548	784	1
1_MACS_peak_7183_lociStitched	chr12	62995563	62997816	1	2254	8024.5101	785	1
2_MACS_peak_24088_lociStitched	chr4	186227932	186233240	2	5207	8023.042	786	1
2_MACS_peak_18955_lociStitched	chr20	42309213	42312085	2	2842	8022.0704	787	1
3_MACS_peak_31507_lociStitched	chr9	95523437	95528391	3	4814	8022.0122	788	1
3_MACS_peak_20297_lociStitched	chr22	38638590	38642307	3	3694	8013.1086	789	1
1_MACS_peak_19701_lociStitched	chr21	44725848	44728819	1	2972	8003.874	790	1
1_MACS_peak_2665_lociStitched	chr1	204484520	204487087	1	2568	8001.339	791	1
1_MACS_peak_1699_lociStitched	chr1	145002604	145006085	1	3482	7993.7684	792	1
1_MACS_peak_31807_lociStitched	chr9	123637622	123640684	1	3063	7991.82	793	1
1_MACS_peak_19612_lociStitched	chr21	38638711	38640744	1	2034	7986.0306	794	1
1_MACS_peak_24346_lociStitched	chr5	32173221	32175282	1	2062	7983.2835	795	1
5_MACS_peak_27976_lociStitched	chr7	20256050	20261497	5	4765	7979.3103	796	1
1_MACS_peak_14661_lociStitched	chr19	10612551	10614571	1	2021	7976.374	797	1
3_MACS_peak_22621_lociStitched	chr3	195269090	195273764	3	4573	7969.17	798	1
2_MACS_peak_9430_lociStitched	chr15	31651495	31655190	2	3633	7967.898	799	1
1_MACS_peak_14436_lociStitched	chr19	2426433	2428053	1	1621	7963.434	800	1
1_MACS_peak_2954_lociStitched	chr1	224369517	224372039	1	2523	7961.954	801	1
4_MACS_peak_21431_lociStitched	chr3	69140040	69146004	4	5493	7958.3616	802	1
4_MACS_peak_22492_lociStitched	chr3	184779058	184783671	4	4430	7956.9637	803	1
1_MACS_peak_25023_lociStitched	chr5	112262945	112266743	1	3799	7955.2908	804	1
2_MACS_peak_7458_lociStitched	chr12	94564754	94568781	2	4026	7949.298	805	1
3_MACS_peak_9982_lociStitched	chr15	68588943	68593304	3	4209	7947.4864	806	1
1_MACS_peak_14371_lociStitched	chr19	1274814	1277270	1	2457	7944.6688	807	1
2_MACS_peak_21746_lociStitched	chr3	119812138	119815375	2	3186	7941.0084	808	1
3_MACS_peak_14417_lociStitched	chr19	2093421	2098074	3	4359	7937.5527	809	1
2_MACS_peak_2539_lociStitched	chr1	198125410	198129048	2	3461	7932.2952	810	1
1_MACS_peak_4331_lociStitched	chr10	104153743	104156625	1	2883	7923.1944	811	1
1_MACS_peak_28932_lociStitched	chr7	104621908	104625579	1	3672	7921.2838	812	1
2_MACS_peak_7170_lociStitched	chr12	58289940	58294456	2	4428	7921.064	813	1
2_MACS_peak_13488_lociStitched	chr17	76247148	76250778	2	3520	7921.023	814	1
1_MACS_peak_3059_lociStitched	chr1	228673882	228675949	1	2068	7916.8167	815	1
2_MACS_peak_31175_lociStitched	chr9	42250602	42256376	2	5570	7905.7608	816	1
1_MACS_peak_25236_lociStitched	chr5	133859723	133863453	1	3731	7905.362	817	1
2_MACS_peak_2033_lociStitched	chr1	156457448	156462141	2	4596	7896.4418	818	1
1_MACS_peak_16645_lociStitched	chr2	85764738	85767285	1	2548	7892.3889	819	1
1_MACS_peak_3680_lociStitched	chr10	43891163	43894330	1	3168	7892.164	820	1
2_MACS_peak_4564_lociStitched	chr10	125837224	125841976	2	4397	7884.9936	821	1
4_MACS_peak_469_lociStitched	chr1	25874058	25878474	4	3607	7884.3264	822	1
2_MACS_peak_22269_lociStitched	chr3	169489443	169491818	2	2367	7872.65	823	1
2_MACS_peak_26563_lociStitched	chr6	37121424	37125571	2	3959	7871.8354	824	1
4_MACS_peak_28379_lociStitched	chr7	52774600	52781458	4	6309	7870.2408	825	1
2_MACS_peak_20043_lociStitched	chr22	27010083	27014923	2	4832	7866.452	826	1
1_MACS_peak_2237_lociStitched	chr1	165796577	165798821	1	2245	7861.854	827	1
2_MACS_peak_6687_lociStitched	chr12	26274122	26279772	2	5264	7850.675	828	1
4_MACS_peak_12597_lociStitched	chr17	38019533	38024689	4	4839	7839.698	829	1
4_MACS_peak_17131_lociStitched	chr2	114643705	114648600	4	4608	7834.4475	830	1
6_MACS_peak_29642_lociStitched	chr8	11386930	11392737	6	5449	7833.643	831	1
1_MACS_peak_27556_lociStitched	chr6	139694013	139697411	1	3399	7829.6716	832	1
2_MACS_peak_1671_lociStitched	chr1	143912189	143916313	2	3644	7828.1768	833	1
2_MACS_peak_13225_lociStitched	chr17	66230581	66235819	2	4856	7826.6196	834	1
3_MACS_peak_17867_lociStitched	chr2	204568883	204573018	3	3785	7825.901	835	1
2_MACS_peak_24508_lociStitched	chr5	55287285	55291661	2	4371	7823.4128	836	1
1_MACS_peak_20451_lociStitched	chr22	42228070	42230286	1	2217	7822.9232	837	1
1_MACS_peak_24838_lociStitched	chr5	87969664	87972278	1	2615	7820.0424	838	1
2_MACS_peak_9414_lociStitched	chr15	31546550	31550274	2	3711	7820.0276	839	1
5_MACS_peak_13974_lociStitched	chr18	42336245	42341694	5	4971	7813.3211	840	1
4_MACS_peak_6873_lociStitched	chr12	46122139	46125589	4	3318	7808.385	841	1
1_MACS_peak_8223_lociStitched	chr13	50697749	50700634	1	2886	7800.7515	842	1
2_MACS_peak_18532_lociStitched	chr20	10651354	10655682	2	4121	7798.1904	843	1
1_MACS_peak_29447_lociStitched	chr7	150129553	150133780	1	4228	7794.1653	844	1
1_MACS_peak_31858_lociStitched	chr9	127047293	127049865	1	2573	7780.8144	845	1
1_MACS_peak_21111_lociStitched	chr3	46390015	46394238	1	4224	7779.6106	846	1
2_MACS_peak_32641_lociStitched	chrX	58148833	58154223	2	5319	7778.848	847	1
2_MACS_peak_7149_lociStitched	chr12	57913546	57917439	2	3660	7778.214	848	1
1_MACS_peak_18668_lociStitched	chr20	25037135	25039640	1	2506	7773.2655	849	1
1_MACS_peak_24855_lociStitched	chr5	88565542	88569605	1	4064	7769.6749	850	1
1_MACS_peak_14645_lociStitched	chr19	10330611	10334458	1	3848	7769.4012	851	1
1_MACS_peak_22671_lociStitched	chr3	197281788	197283421	1	1634	7768.5076	852	1
2_MACS_peak_12038_lociStitched	chr17	7209968	7212496	2	2336	7768.0384	853	1
1_MACS_peak_2968_lociStitched	chr1	225614372	225617059	1	2688	7764.0865	854	1
3_MACS_peak_25537_lociStitched	chr5	154133839	154137157	3	3154	7754.4978	855	1
1_MACS_peak_22479_lociStitched	chr3	184032307	184033980	1	1674	7742.644	856	1
1_MACS_peak_23375_lociStitched	chr4	83293334	83296565	1	3232	7741.7991	857	1
3_MACS_peak_2707_lociStitched	chr1	206097088	206102918	3	5523	7734.078	858	1
2_MACS_peak_1645_lociStitched	chr1	120835732	120839831	2	3620	7731.9437	859	1
2_MACS_peak_21907_lociStitched	chr3	129032043	129036860	2	4604	7731.285	860	1
1_MACS_peak_22464_lociStitched	chr3	183352773	183355278	1	2506	7728.1755	861	1
1_MACS_peak_5681_lociStitched	chr11	72980389	72984612	1	4224	7727.2454	862	1
1_MACS_peak_29355_lociStitched	chr7	141255796	141259463	1	3668	7722.702	863	1
2_MACS_peak_17022_lociStitched	chr2	111806408	111810220	2	3720	7718.5376	864	1
2_MACS_peak_19574_lociStitched	chr21	36236637	36240624	2	3956	7717.6359	865	1
3_MACS_peak_18600_lociStitched	chr20	19758540	19762367	3	3621	7717.5282	866	1
3_MACS_peak_665_lociStitched	chr1	33282190	33285415	3	3147	7715.49	867	1
1_MACS_peak_17896_lociStitched	chr2	207138934	207142690	1	3757	7695.6684	868	1
3_MACS_peak_8516_lociStitched	chr13	115024122	115030226	3	5626	7694.7024	869	1
1_MACS_peak_9424_lociStitched	chr15	31636190	31640469	1	4280	7683.3724	870	1
2_MACS_peak_31382_lociStitched	chr9	88965828	88970028	2	4201	7678.02	871	1
2_MACS_peak_1095_lociStitched	chr1	59248062	59251454	2	3328	7677.792	872	1
2_MACS_peak_30879_lociStitched	chr9	624814	630256	2	4972	7673.22	873	1
1_MACS_peak_19735_lociStitched	chr21	45431339	45433998	1	2660	7671.7468	874	1
3_MACS_peak_31319_lociStitched	chr9	77700646	77704436	3	3625	7667.928	875	1
2_MACS_peak_33032_lociStitched	chrX	135111196	135115554	2	3985	7661.7998	876	1
2_MACS_peak_14443_lociStitched	chr19	2474617	2479709	2	4923	7657.3496	877	1
1_MACS_peak_31808_lociStitched	chr9	123653253	123657092	1	3840	7655.7338	878	1
2_MACS_peak_22718_lociStitched	chr4	1871284	1874276	2	2689	7649.6464	879	1
1_MACS_peak_16425_lociStitched	chr2	65256886	65260462	1	3577	7646.5608	880	1
4_MACS_peak_18967_lociStitched	chr20	42576123	42581108	4	4645	7645.993	881	1
3_MACS_peak_21602_lociStitched	chr3	101495547	101499489	3	3733	7641.9612	882	1
2_MACS_peak_27360_lociStitched	chr6	126067698	126071845	2	4118	7639.6034	883	1
3_MACS_peak_29495_lociStitched	chr7	155088399	155091744	3	3153	7629.945	884	1
3_MACS_peak_18105_lociStitched	chr2	230997261	231001784	3	4090	7628.4918	885	1
1_MACS_peak_17904_lociStitched	chr2	208005883	208009922	1	4040	7628.0554	886	1
1_MACS_peak_13548_lociStitched	chr17	78873547	78876759	1	3213	7619.5064	887	1
4_MACS_peak_15257_lociStitched	chr19	42039390	42043734	4	4229	7594.1808	888	1
1_MACS_peak_31573_lociStitched	chr9	99179153	99181831	1	2679	7589.1842	889	1
2_MACS_peak_21641_lociStitched	chr3	108787704	108792618	2	4833	7586.2332	890	1
1_MACS_peak_22214_lociStitched	chr3	158902224	158905910	1	3687	7577.3102	891	1
1_MACS_peak_29179_lociStitched	chr7	128577459	128581938	1	4480	7572.6453	892	1
2_MACS_peak_25443_lociStitched	chr5	149155966	149161377	2	5397	7572.1534	893	1
3_MACS_peak_3421_lociStitched	chr10	14597380	14602398	3	4971	7571.6602	894	1
1_MACS_peak_25667_lociStitched	chr5	172197142	172199758	1	2617	7568.3496	895	1
4_MACS_peak_19291_lociStitched	chr20	57463868	57468152	4	4117	7566.8292	896	1
2_MACS_peak_23376_lociStitched	chr4	83349985	83352404	2	2411	7565.9063	897	1
1_MACS_peak_29261_lociStitched	chr7	134853908	134856967	1	3060	7560.6244	898	1
3_MACS_peak_4988_lociStitched	chr11	21432096	21437648	3	5186	7556.272	899	1
3_MACS_peak_23801_lociStitched	chr4	144338186	144343316	3	4710	7555.464	900	1
2_MACS_peak_2123_lociStitched	chr1	160708923	160714574	2	5616	7555.387	901	1
1_MACS_peak_19668_lociStitched	chr21	43345694	43349673	1	3980	7554.5294	902	1
3_MACS_peak_10296_lociStitched	chr15	86232143	86237573	3	5252	7540.641	903	1
1_MACS_peak_11942_lociStitched	chr17	4268596	4270713	1	2118	7532.286	904	1
2_MACS_peak_18578_lociStitched	chr20	17826454	17831233	2	4623	7519.7565	905	1
2_MACS_peak_6201_lociStitched	chr11	122931726	122935195	2	3123	7519.4044	906	1
3_MACS_peak_26315_lociStitched	chr6	27858737	27863466	3	4335	7516.7455	907	1
3_MACS_peak_6300_lociStitched	chr11	129285696	129290068	3	4341	7515.9052	908	1
1_MACS_peak_22429_lociStitched	chr3	182430548	182435073	1	4526	7514.6675	909	1
2_MACS_peak_12206_lociStitched	chr17	19207575	19211562	2	3943	7512.7041	910	1
1_MACS_peak_22686_lociStitched	chr3	197806624	197808754	1	2131	7512.297	911	1
1_MACS_peak_5590_lociStitched	chr11	67775281	67778223	1	2943	7511.2202	912	1
6_MACS_peak_30511_lociStitched	chr8	120934890	120941295	6	5646	7506.66	913	1
1_MACS_peak_17269_lociStitched	chr2	134876186	134879451	1	3266	7504.929	914	1
1_MACS_peak_23764_lociStitched	chr4	140476295	140478856	1	2562	7504.4983	915	1
1_MACS_peak_22521_lociStitched	chr3	185654317	185656460	1	2144	7502.4287	916	1
2_MACS_peak_9776_lociStitched	chr15	53020439	53024587	2	4061	7497.51	917	1
1_MACS_peak_3027_lociStitched	chr1	227069445	227074415	1	4971	7489.293	918	1
2_MACS_peak_23040_lociStitched	chr4	38310709	38316252	2	5199	7484.1586	919	1
3_MACS_peak_24030_lociStitched	chr4	185264313	185269709	3	4759	7483.1728	920	1
