REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
2_MACS_peak_19623_lociStitched	chr21	39639336	39644758	2	5278	10649.3502	409	1	KCNJ15		KCNJ15	409	1
3_MACS_peak_14873_lociStitched	chr19	16544801	16550666	3	5196	10643.2155	410	1	EPS15L1		EPS15L1	410	1
5_MACS_peak_13963_lociStitched	chr18	42289006	42296854	5	7338	10616.7744	411	1	SETBP1		SETBP1	411	1
2_MACS_peak_11575_lociStitched	chr16	70669135	70674357	2	5143	10601.1822	412	1	IL34	MTSS1L	IL34	412	1
1_MACS_peak_1710_lociStitched	chr1	145194138	145197627	1	3490	10596.4419	413	1		NOTCH2NL	NOTCH2NL	413	1
2_MACS_peak_24889_lociStitched	chr5	90675138	90680696	2	5514	10584.6552	414	1	LOC100129716,ARRDC3		ARRDC3	414	1
1_MACS_peak_22312_lociStitched	chr3	171756952	171759228	1	2277	10576.7996	415	1	FNDC3B		FNDC3B	415	1
4_MACS_peak_4849_lociStitched	chr11	10334290	10341271	4	6234	10575.5169	416	1		ADM,SBF2	ADM	416	1
3_MACS_peak_2338_lociStitched	chr1	174933527	174939578	3	5821	10575.3327	417	1		CACYBP	CACYBP	417	1
2_MACS_peak_3682_lociStitched	chr10	43901108	43905527	2	4389	10564.0614	418	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	418	1
1_MACS_peak_2117_lociStitched	chr1	160641397	160646293	1	4897	10559.6928	419	1		SLAMF1,CD48	SLAMF1	419	1
2_MACS_peak_22596_lociStitched	chr3	193851431	193855608	2	4137	10545.2542	420	1	HES1		HES1	420	1
1_MACS_peak_3001_lociStitched	chr1	226308797	226311324	1	2528	10542.8967	421	1			LOC440926	421	1
2_MACS_peak_17402_lociStitched	chr2	158295777	158302005	2	6209	10533.4164	422	1	CYTIP		CYTIP	422	1
2_MACS_peak_18247_lociStitched	chr2	236407359	236412222	2	4670	10529.8539	423	1	AGAP1		AGAP1	423	1
2_MACS_peak_6440_lociStitched	chr12	6468392	6473504	2	5077	10523.5632	424	1	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	424	1
2_MACS_peak_26543_lociStitched	chr6	36559114	36563057	2	3900	10506.1235	425	1	SRSF3	STK38,MIR3925	SRSF3	425	1
3_MACS_peak_32655_lociStitched	chrX	58231149	58238840	3	7629	10495.1386	426	1			ZXDA	426	1
3_MACS_peak_10126_lociStitched	chr15	75743251	75748675	3	4951	10485.6768	427	1	SIN3A		SIN3A	427	1
2_MACS_peak_30269_lociStitched	chr8	81011429	81017465	2	6023	10475.478	428	1	TPD52	TPD52	TPD52	428	1
2_MACS_peak_18946_lociStitched	chr20	40720350	40724855	2	4436	10470.521	429	1	PTPRT		CHD6	429	1
1_MACS_peak_25382_lociStitched	chr5	142781792	142785608	1	3817	10460.4192	430	1	NR3C1		NR3C1	430	1
1_MACS_peak_2526_lociStitched	chr1	194797438	194801732	1	4295	10455.0312	431	1				431	1
2_MACS_peak_9904_lociStitched	chr15	65183823	65188533	2	4665	10441.599	432	1		PLEKHO2,ANKDD1A	ANKDD1A	432	1
2_MACS_peak_14434_lociStitched	chr19	2393201	2397034	2	3585	10434.5759	433	1	TMPRSS9	TIMM13	TMPRSS9	433	1
1_MACS_peak_31468_lociStitched	chr9	93923871	93927736	1	3866	10426.997	434	1			LOC100129316	434	1
1_MACS_peak_22679_lociStitched	chr3	197460659	197464551	1	3893	10409.5432	435	1	KIAA0226	FYTTD1	KIAA0226	435	1
1_MACS_peak_29304_lociStitched	chr7	139043183	139045764	1	2582	10391.6222	436	1	LUC7L2	C7orf55	LUC7L2	436	1
2_MACS_peak_25710_lociStitched	chr5	173697301	173702343	2	4952	10378.957	437	1			HMP19	437	1
5_MACS_peak_27116_lociStitched	chr6	106531250	106539436	5	8007	10346.2854	438	1	PRDM1	PRDM1	PRDM1	438	1
1_MACS_peak_22590_lociStitched	chr3	193800427	193803700	1	3274	10345.953	439	1			HES1	439	1
3_MACS_peak_25681_lociStitched	chr5	173169028	173174027	3	4409	10341.4313	440	1			BOD1	440	1
4_MACS_peak_23033_lociStitched	chr4	38129514	38135624	4	6017	10333.232	441	1	TBC1D1		PTTG2	441	1
2_MACS_peak_27309_lociStitched	chr6	117865455	117871622	2	6142	10275.4554	442	1	DCBLD1		GOPC	442	1
4_MACS_peak_1598_lociStitched	chr1	118171210	118177842	4	6313	10273.6312	443	1		FAM46C	FAM46C	443	1
1_MACS_peak_13516_lociStitched	chr17	76884928	76889208	1	4281	10255.308	444	1	TIMP2	USP36	TIMP2	444	1
1_MACS_peak_2833_lociStitched	chr1	211431347	211434313	1	2967	10254.945	445	1	RCOR3		RCOR3	445	1
2_MACS_peak_2997_lociStitched	chr1	226249182	226252039	2	2846	10252.0588	446	1	LOC440926,H3F3A		LOC440926	446	1
1_MACS_peak_13359_lociStitched	chr17	73871273	73875169	1	3897	10248.8176	447	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	447	1
2_MACS_peak_7509_lociStitched	chr12	98908397	98912929	2	4399	10248.6648	448	1	TMPO,LOC100128191		LOC100128191	448	1
2_MACS_peak_20324_lociStitched	chr22	39099854	39103122	2	3141	10247.1408	449	1	GTPBP1	CBY1,TOMM22,LOC646851,JOSD1,SUN2	GTPBP1	449	1
6_MACS_peak_23233_lociStitched	chr4	71528931	71536796	6	7055	10237.8705	450	1	IGJ	ENAM,UTP3,RUFY3	IGJ	450	1
4_MACS_peak_18675_lociStitched	chr20	25274428	25281151	4	6429	10229.0445	451	1	PYGB,ABHD12		PYGB	451	1
2_MACS_peak_17005_lociStitched	chr2	111432095	111437233	2	5019	10217.9406	452	1	BUB1		BUB1	452	1
1_MACS_peak_28886_lociStitched	chr7	102071634	102075526	1	3893	10210.2728	453	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	453	1
5_MACS_peak_30517_lociStitched	chr8	120942382	120948746	5	5513	10209.1288	454	1	DEPDC6		DEPDC6	454	1
1_MACS_peak_4338_lociStitched	chr10	104402035	104406857	1	4823	10199.9766	455	1	TRIM8		TRIM8	455	1
5_MACS_peak_28329_lociStitched	chr7	47516478	47522585	5	5673	10177.9262	456	1	TNS3		TNS3	456	1
4_MACS_peak_23045_lociStitched	chr4	38664609	38669633	4	4880	10165.0592	457	1	KLF3,FLJ13197		FLJ13197	457	1
1_MACS_peak_23303_lociStitched	chr4	77117696	77122410	1	4715	10122.3722	458	1	SCARB2	NUP54	SCARB2	458	1
1_MACS_peak_16245_lociStitched	chr2	47546291	47550801	1	4511	10120.44	459	1		EPCAM	EPCAM	459	1
1_MACS_peak_29865_lociStitched	chr8	28347809	28352829	1	5021	10120.32	460	1	FZD3	FBXO16,MIR4288	FZD3	460	1
3_MACS_peak_5990_lociStitched	chr11	111284537	111290920	3	6186	10106.8422	461	1		POU2AF1	POU2AF1	461	1
1_MACS_peak_19671_lociStitched	chr21	43450235	43453791	1	3557	10101.1736	462	1		C21orf121,UMODL1,ZNF295	C21orf121	462	1
1_MACS_peak_20260_lociStitched	chr22	37624541	37628528	1	3988	10097.0775	463	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	463	1
1_MACS_peak_19537_lociStitched	chr21	34696440	34699087	1	2648	10091.4228	464	1	IFNAR1		IFNAR1	464	1
1_MACS_peak_17555_lociStitched	chr2	175457848	175463614	1	5767	10089.9234	465	1	WIPF1		WIPF1	465	1
4_MACS_peak_3948_lociStitched	chr10	74018480	74024175	4	5037	10087.5535	466	1		ANAPC16,DDIT4,ASCC1	DDIT4	466	1
2_MACS_peak_7010_lociStitched	chr12	51712248	51718530	2	6057	10083.8664	467	1	BIN2	SMAGP,CELA1	BIN2	467	1
3_MACS_peak_22702_lociStitched	chr4	1208039	1213876	3	5392	10081.0827	468	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	468	1
1_MACS_peak_1931_lociStitched	chr1	154830839	154834219	1	3381	10077.132	469	1	KCNN3		KCNN3	469	1
1_MACS_peak_5674_lociStitched	chr11	72862350	72866476	1	4127	10074.4542	470	1		FCHSD2	FCHSD2	470	1
1_MACS_peak_20757_lociStitched	chr3	13460128	13463320	1	3193	10071.3984	471	1	NUP210		NUP210	471	1
1_MACS_peak_26753_lociStitched	chr6	52399515	52403637	1	4123	10062.2142	472	1	TRAM2		TRAM2	472	1
1_MACS_peak_22178_lociStitched	chr3	156804974	156808542	1	3569	10058.9056	473	1	LOC100498859,LOC339894		LOC100498859	473	1
1_MACS_peak_24991_lociStitched	chr5	109190758	109195647	1	4890	10050.8062	474	1	MAN2A1	LOC100289673	LOC100289673	474	1
1_MACS_peak_29750_lociStitched	chr8	22297700	22302302	1	4603	10032.36	475	1	PPP3CC		PPP3CC	475	1
1_MACS_peak_29169_lociStitched	chr7	128170423	128172720	1	2298	10017.6764	476	1			METTL2B	476	1
2_MACS_peak_2717_lociStitched	chr1	206287038	206291700	2	4662	10012.1112	477	1	C1orf186	CTSE	C1orf186	477	1
5_MACS_peak_29253_lociStitched	chr7	134675984	134682318	5	6256	9989.9848	478	1	AGBL3		AGBL3	478	1
1_MACS_peak_6255_lociStitched	chr11	126334370	126337521	1	3152	9974.1754	479	1	KIRREL3		ST3GAL4	479	1
2_MACS_peak_21559_lociStitched	chr3	98487602	98492466	2	4773	9964.8768	480	1	ST3GAL6		ST3GAL6	480	1
2_MACS_peak_19577_lociStitched	chr21	36258554	36262514	2	3938	9950.688	481	1	RUNX1		RUNX1	481	1
1_MACS_peak_19627_lociStitched	chr21	40684486	40686517	1	2032	9941.9481	482	1	BRWD1,NCRNA00257	HMGN1	BRWD1	482	1
2_MACS_peak_5665_lociStitched	chr11	72427669	72434158	2	6350	9938.5524	483	1	ARAP1	PDE2A	ARAP1	483	1
1_MACS_peak_16164_lociStitched	chr2	43444499	43449826	1	5328	9933.2569	484	1	ZFP36L2	LOC100129726	ZFP36L2	484	1
2_MACS_peak_15851_lociStitched	chr2	20420869	20426155	2	5101	9931.3368	485	1	SDC1		SDC1	485	1
1_MACS_peak_5986_lociStitched	chr11	111246816	111251321	1	4506	9928.119	486	1	POU2AF1		POU2AF1	486	1
1_MACS_peak_30927_lociStitched	chr9	5626132	5630254	1	4123	9898.5708	487	1	KIAA1432	KIAA1432	KIAA1432	487	1
2_MACS_peak_28078_lociStitched	chr7	26238920	26242484	2	3396	9895.8024	488	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	488	1
2_MACS_peak_28764_lociStitched	chr7	98475749	98480727	2	4807	9865.4004	489	1	TRRAP,MIR3609	TMEM130	MIR3609	489	1
3_MACS_peak_28061_lociStitched	chr7	25987040	25991878	3	4620	9864.1982	490	1	MIR148A		MIR148A	490	1
1_MACS_peak_11362_lociStitched	chr16	56963739	56967233	1	3495	9861.1162	491	1	HERPUD1	CETP	HERPUD1	491	1
7_MACS_peak_13743_lociStitched	chr18	9135009	9140974	7	5446	9858.952	492	1	ANKRD12	NDUFV2	ANKRD12	492	1
2_MACS_peak_11508_lociStitched	chr16	68284185	68288218	2	4027	9842.9398	493	1	PLA2G15	SLC7A6,ESRP2	PLA2G15	493	1
4_MACS_peak_29819_lociStitched	chr8	27217309	27225866	4	7397	9839.6943	494	1	PTK2B	TRIM35	PTK2B	494	1
1_MACS_peak_21985_lociStitched	chr3	135913665	135916462	1	2798	9828.9377	495	1	MSL2	MSL2	MSL2	495	1
6_MACS_peak_24844_lociStitched	chr5	88118257	88127249	6	8117	9821.9616	496	1	MEF2C		MEF2C	496	1
1_MACS_peak_24610_lociStitched	chr5	61985391	61990662	1	5272	9806.6955	497	1			LRRC70	497	1
1_MACS_peak_1711_lociStitched	chr1	145208377	145210615	1	2239	9803.3352	498	1	NOTCH2NL		NOTCH2NL	498	1
1_MACS_peak_22295_lociStitched	chr3	169897476	169899707	1	2232	9783.6043	499	1	PHC3	PRKCI	PHC3	499	1
3_MACS_peak_30597_lociStitched	chr8	126441384	126447789	3	6226	9777.2325	500	1	TRIB1		TRIB1	500	1
1_MACS_peak_16037_lociStitched	chr2	33700209	33705054	1	4846	9772.8495	501	1	RASGRP3	RASGRP3	RASGRP3	501	1
1_MACS_peak_19750_lociStitched	chr21	45717301	45721119	1	3819	9772.5528	502	1	AIRE,PFKL	DNMT3L,C21orf2	PFKL	502	1
1_MACS_peak_4569_lociStitched	chr10	125863709	125868005	1	4297	9769.104	503	1		CHST15	CHST15	503	1
1_MACS_peak_24555_lociStitched	chr5	56110158	56113445	1	3288	9756.8021	504	1	MAP3K1		MAP3K1	504	1
3_MACS_peak_26224_lociStitched	chr6	26195248	26200827	3	5541	9754.3236	505	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	505	1
3_MACS_peak_16154_lociStitched	chr2	43357272	43362731	3	5103	9750.3199	506	1			ZFP36L2	506	1
2_MACS_peak_12908_lociStitched	chr17	47822686	47827411	2	4618	9727.83	507	1	FAM117A	MYST2,SLC35B1	FAM117A	507	1
2_MACS_peak_21858_lociStitched	chr3	126629068	126633135	2	4040	9722.5702	508	1	CHCHD6		PLXNA1	508	1
1_MACS_peak_23730_lociStitched	chr4	129730395	129734365	1	3971	9710.223	509	1	PHF17		PHF17	509	1
1_MACS_peak_22300_lociStitched	chr3	170072526	170076283	1	3758	9709.5908	510	1	SKIL	SKIL	SKIL	510	1
1_MACS_peak_9709_lociStitched	chr15	50645862	50648201	1	2340	9697.2601	511	1	LOC100129387,GABPB1,FLJ10038		FLJ10038	511	1
1_MACS_peak_31844_lociStitched	chr9	126099991	126103316	1	3326	9690.0475	512	1		CRB2	CRB2	512	1
1_MACS_peak_6277_lociStitched	chr11	128562561	128566061	1	3501	9684.5	513	1	FLI1		FLI1	513	1
3_MACS_peak_17717_lociStitched	chr2	197039061	197044574	3	5332	9681.9306	514	1		STK17B	STK17B	514	1
3_MACS_peak_21284_lociStitched	chr3	52738719	52745302	3	6527	9680.9598	515	1	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	515	1
1_MACS_peak_1357_lociStitched	chr1	92948252	92953042	1	4791	9678.674	516	1	GFI1		GFI1	516	1
3_MACS_peak_14667_lociStitched	chr19	10762131	10765950	3	3586	9678.4917	517	1	ILF3,LOC147727	SLC44A2,QTRT1	LOC147727	517	1
2_MACS_peak_13512_lociStitched	chr17	76775503	76779509	2	3840	9676.493	518	1	CYTH1		CYTH1	518	1
4_MACS_peak_23320_lociStitched	chr4	77614827	77620465	4	5316	9671.989	519	1	SHROOM3		ANKRD56	519	1
2_MACS_peak_19549_lociStitched	chr21	34913322	34916339	2	3015	9668.8816	520	1	SON,GART	DNAJC28,DONSON	GART	520	1
1_MACS_peak_28716_lociStitched	chr7	92461390	92466002	1	4613	9668.1356	521	1	CDK6		CDK6	521	1
2_MACS_peak_24413_lociStitched	chr5	39073496	39077310	2	3730	9668.1086	522	1	RICTOR		RICTOR	522	1
1_MACS_peak_2106_lociStitched	chr1	160230715	160233621	1	2907	9653.4414	523	1	DCAF8	PEX19	DCAF8	523	1
1_MACS_peak_1773_lociStitched	chr1	149222239	149225289	1	3051	9629.46	524	1			LOC388692	524	1
1_MACS_peak_4350_lociStitched	chr10	104539118	104543780	1	4663	9627.4962	525	1	C10orf26		C10orf26	525	1
2_MACS_peak_17317_lociStitched	chr2	137138036	137142396	2	4355	9611.62	526	1			CXCR4	526	1
1_MACS_peak_29187_lociStitched	chr7	128761297	128764443	1	3147	9592.7832	527	1		LOC407835,TSPAN33	LOC407835	527	1
2_MACS_peak_7388_lociStitched	chr12	89744233	89749070	2	4683	9589.8362	528	1	DUSP6		DUSP6	528	1
2_MACS_peak_26139_lociStitched	chr6	20401175	20404982	2	3553	9585.6453	529	1	E2F3		E2F3	529	1
1_MACS_peak_16913_lociStitched	chr2	106411740	106416359	1	4620	9583.9631	530	1	NCK2		NCK2	530	1
2_MACS_peak_14376_lociStitched	chr19	1406817	1409565	2	2683	9571.8336	531	1	DAZAP1	NDUFS7,RPS15,APC2,GAMT	DAZAP1	531	1
2_MACS_peak_25195_lociStitched	chr5	131798426	131803933	2	5482	9571.166	532	1		IRF1	IRF1	532	1
3_MACS_peak_12700_lociStitched	chr17	40827078	40832487	3	4991	9562.0302	533	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	533	1
2_MACS_peak_17588_lociStitched	chr2	178127739	178130453	2	2715	9540.7956	534	1	NFE2L2	MIR3128	NFE2L2	534	1
2_MACS_peak_23529_lociStitched	chr4	103747235	103750424	2	3185	9528.732	535	1	UBE2D3	CISD2	UBE2D3	535	1
2_MACS_peak_2635_lociStitched	chr1	203272736	203278374	2	5248	9525.401	536	1	BTG2,LOC730227	FMOD	BTG2	536	1
3_MACS_peak_21568_lociStitched	chr3	99341807	99346803	3	4625	9516.3808	537	1	MIR548G	COL8A1	COL8A1	537	1
1_MACS_peak_2420_lociStitched	chr1	183439507	183442298	1	2792	9507.5415	538	1	SMG7		SMG7	538	1
2_MACS_peak_1129_lociStitched	chr1	62901216	62903988	2	2690	9500.4756	539	1	USP1		USP1	539	1
1_MACS_peak_5620_lociStitched	chr11	69061498	69066695	1	5198	9490.2417	540	1	MYEOV		MYEOV	540	1
3_MACS_peak_6760_lociStitched	chr12	31247869	31254344	3	5612	9487.17	541	1	DDX11		DDX11	541	1
1_MACS_peak_14081_lociStitched	chr18	48677485	48681456	1	3972	9481.5567	542	1		MEX3C	MEX3C	542	1
2_MACS_peak_2143_lociStitched	chr1	161144635	161147859	2	3202	9479.5272	543	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	543	1
1_MACS_peak_18583_lociStitched	chr20	17948133	17951032	1	2900	9471.033	544	1	C20orf72,SNX5	SNORD17	SNX5	544	1
2_MACS_peak_15982_lociStitched	chr2	28612905	28616980	2	4033	9466.6325	545	1	FOSL2		FOSL2	545	1
1_MACS_peak_29035_lociStitched	chr7	114561920	114564538	1	2619	9454.1216	546	1	MDFIC		MDFIC	546	1
2_MACS_peak_7854_lociStitched	chr12	122237656	122242755	2	4667	9452.5262	547	1	SETD1B,LOC338799	RHOF	LOC338799	547	1
1_MACS_peak_19265_lociStitched	chr20	56054266	56058323	1	4058	9451.9986	548	1		CTCFL	CTCFL	548	1
1_MACS_peak_24289_lociStitched	chr5	14211716	14216051	1	4336	9436.428	549	1	TRIO		TRIO	549	1
4_MACS_peak_23408_lociStitched	chr4	87855390	87862114	4	6567	9414.2724	550	1	AFF1	C4orf36	AFF1	550	1
3_MACS_peak_25130_lociStitched	chr5	126111971	126115913	3	3720	9397.728	551	1	LMNB1		LMNB1	551	1
5_MACS_peak_23389_lociStitched	chr4	84138042	84144032	5	5590	9388.726	552	1			COQ2	552	1
2_MACS_peak_30749_lociStitched	chr8	142126606	142131577	2	4778	9365.364	553	1		DENND3	DENND3	553	1
2_MACS_peak_1871_lociStitched	chr1	152006718	152012208	2	5430	9364.293	554	1	S100A11	S100A10,TCHHL1	S100A11	554	1
2_MACS_peak_3765_lociStitched	chr10	52381578	52385922	2	4332	9355.6728	555	1	SGMS1		SGMS1	555	1
2_MACS_peak_17202_lociStitched	chr2	128585817	128589883	2	4048	9354.2396	556	1		WDR33,POLR2D	WDR33	556	1
5_MACS_peak_32649_lociStitched	chrX	58216820	58225229	5	7861	9342.399	557	1			ZXDA	557	1
2_MACS_peak_7555_lociStitched	chr12	104321067	104325059	2	3851	9334.4936	558	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	558	1
1_MACS_peak_3621_lociStitched	chr10	32634975	32636842	1	1868	9320.6241	559	1	EPC1		EPC1	559	1
6_MACS_peak_10323_lociStitched	chr15	89176700	89183924	6	6778	9308.124	560	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	560	1
3_MACS_peak_13408_lociStitched	chr17	74776336	74781740	3	4834	9297.582	561	1		MFSD11,MIR636,SRSF2	MFSD11	561	1
7_MACS_peak_27189_lociStitched	chr6	108936181	108944274	7	6991	9295.6198	562	1	FOXO3		FOXO3	562	1
6_MACS_peak_24147_lociStitched	chr5	217792	224844	6	5837	9294.536	563	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	563	1
3_MACS_peak_14423_lociStitched	chr19	2235192	2239352	3	3769	9294.272	564	1	SF3A2,PLEKHJ1	AMH,MIR4321,OAZ1,MIR1227,JSRP1,C19orf35	SF3A2	564	1
3_MACS_peak_16834_lociStitched	chr2	99086370	99092389	3	5777	9287.317	565	1	INPP4A		INPP4A	565	1
2_MACS_peak_22638_lociStitched	chr3	195820570	195825242	2	4347	9287.0016	566	1		LOC401109,TFRC	TFRC	566	1
4_MACS_peak_14851_lociStitched	chr19	16264442	16270166	4	5206	9276.3144	567	1	HSH2D	RAB8A,FAM32A,AP1M1,CIB3	CIB3	567	1
1_MACS_peak_19841_lociStitched	chr22	19417460	19420650	1	3191	9261.846	568	1	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	568	1
3_MACS_peak_10459_lociStitched	chr15	99190184	99193344	3	3035	9245.212	569	1	IGF1R		IGF1R	569	1
1_MACS_peak_29167_lociStitched	chr7	128145169	128148950	1	3782	9237.7392	570	1		C7orf68,METTL2B	METTL2B	570	1
2_MACS_peak_19240_lociStitched	chr20	55126446	55131872	2	5399	9236.6798	571	1		C20orf106,C20orf107,GCNT7	C20orf107	571	1
2_MACS_peak_31258_lociStitched	chr9	71250946	71257286	2	6304	9230.406	572	1			PIP5K1B	572	1
4_MACS_peak_10217_lociStitched	chr15	81585601	81592653	4	6646	9230.3628	573	1	IL16	STARD5	IL16	573	1
1_MACS_peak_451_lociStitched	chr1	25071725	25076819	1	5095	9226.2528	574	1	CLIC4		CLIC4	574	1
4_MACS_peak_16078_lociStitched	chr2	37600639	37606015	4	4921	9218.7648	575	1		QPCT	QPCT	575	1
1_MACS_peak_3102_lociStitched	chr1	230280939	230287124	1	6186	9213.7945	576	1	GALNT2		GALNT2	576	1
4_MACS_peak_17693_lociStitched	chr2	192539423	192544513	4	4852	9205.774	577	1	OBFC2A		OBFC2A	577	1
1_MACS_peak_14354_lociStitched	chr19	1066736	1070091	1	3356	9172.2345	578	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	578	1
4_MACS_peak_2445_lociStitched	chr1	184710949	184717433	4	6308	9170.3212	579	1	EDEM3		EDEM3	579	1
4_MACS_peak_7270_lociStitched	chr12	69200508	69205748	4	4357	9155.852	580	1	MDM2		MDM2	580	1
1_MACS_peak_3914_lociStitched	chr10	72237551	72241589	1	4039	9136.3788	581	1	KIAA1274	NODAL	KIAA1274	581	1
1_MACS_peak_22314_lociStitched	chr3	171801650	171806891	1	5242	9134.0148	582	1	FNDC3B		FNDC3B	582	1
3_MACS_peak_13476_lociStitched	chr17	76123423	76128869	3	5427	9124.2284	583	1	TMC8,TMC6	C17orf99,SYNGR2	TMC8	583	1
1_MACS_peak_12751_lociStitched	chr17	42294478	42299381	1	4904	9113.2061	584	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	584	1
3_MACS_peak_10803_lociStitched	chr16	11402178	11407224	3	4925	9113.076	585	1		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	585	1
2_MACS_peak_28984_lociStitched	chr7	106807905	106810822	2	2704	9110.0827	586	1	HBP1		HBP1	586	1
1_MACS_peak_102_lociStitched	chr1	6660585	6664579	1	3995	9104.7224	587	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	587	1
2_MACS_peak_6108_lociStitched	chr11	118659788	118663124	2	3336	9098.2728	588	1	DDX6		DDX6	588	1
2_MACS_peak_20570_lociStitched	chr22	48492249	48496018	2	3764	9093.8432	589	1			MIR3201	589	1
1_MACS_peak_30937_lociStitched	chr9	6411718	6414507	1	2790	9090.7455	590	1	UHRF2		UHRF2	590	1
1_MACS_peak_1982_lociStitched	chr1	155657424	155659672	1	2249	9087.0904	591	1	DAP3,YY1AP1	YY1AP1	YY1AP1	591	1
1_MACS_peak_23073_lociStitched	chr4	40056962	40059666	1	2705	9078.4096	592	1	N4BP2,LOC344967		N4BP2	592	1
3_MACS_peak_25722_lociStitched	chr5	175076493	175083124	3	6435	9075.8497	593	1		HRH2	HRH2	593	1
1_MACS_peak_22182_lociStitched	chr3	156851745	156855441	1	3697	9072.5712	594	1		LOC100498859,LOC339894,CCNL1	LOC339894	594	1
3_MACS_peak_29808_lociStitched	chr8	26432191	26436804	3	4450	9065.9289	595	1	DPYSL2		DPYSL2	595	1
2_MACS_peak_4670_lociStitched	chr11	267539	271030	2	3460	9042.0391	596	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	596	1
3_MACS_peak_20752_lociStitched	chr3	13372145	13376890	3	4502	9028.786	597	1	NUP210		NUP210	597	1
1_MACS_peak_3023_lociStitched	chr1	226924765	226928628	1	3864	9023.5817	598	1	ITPKB		ITPKB	598	1
2_MACS_peak_2274_lociStitched	chr1	167904255	167907151	2	2813	9021.6192	599	1	DCAF6,BRP44	ADCY10	DCAF6	599	1
5_MACS_peak_32454_lociStitched	chrX	39953464	39959972	5	6065	9020.088	600	1	BCOR		BCOR	600	1
2_MACS_peak_8313_lociStitched	chr13	78689263	78694833	2	5435	9013.374	601	1			EDNRB	601	1
5_MACS_peak_32663_lociStitched	chrX	58270850	58278852	5	7264	9010.252	602	1			ZXDA	602	1
5_MACS_peak_19050_lociStitched	chr20	45178999	45184827	5	5353	9006.5912	603	1	C20orf123	ZNF334	C20orf123	603	1
3_MACS_peak_19661_lociStitched	chr21	43251531	43255325	3	3618	9003.9208	604	1	PRDM15		PRDM15	604	1
1_MACS_peak_3169_lociStitched	chr1	235666485	235669285	1	2801	9002.0	605	1	B3GALNT2		B3GALNT2	605	1
2_MACS_peak_790_lociStitched	chr1	39973774	39977953	2	3861	8994.4617	606	1	BMP8A	PPIEL	BMP8A	606	1
3_MACS_peak_10750_lociStitched	chr16	9053796	9058588	3	4440	8991.7088	607	1	USP7		USP7	607	1
1_MACS_peak_14170_lociStitched	chr18	56751830	56756522	1	4693	8981.4264	608	1		LOC390858	LOC390858	608	1
1_MACS_peak_22281_lociStitched	chr3	169760633	169765112	1	4480	8980.395	609	1	GPR160		GPR160	609	1
2_MACS_peak_24804_lociStitched	chr5	81146536	81151870	2	5238	8963.2536	610	1			SSBP2	610	1
2_MACS_peak_1978_lociStitched	chr1	155531265	155534420	2	3066	8956.414	611	1	LOC645676,ASH1L	MSTO1	ASH1L	611	1
2_MACS_peak_12249_lociStitched	chr17	20943668	20947864	2	4119	8932.4448	612	1	USP22		USP22	612	1
1_MACS_peak_20090_lociStitched	chr22	29662884	29665593	1	2710	8915.5899	613	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	613	1
1_MACS_peak_13230_lociStitched	chr17	66286219	66289227	1	3009	8910.2976	614	1	ARSG,SLC16A6	AMZ2	SLC16A6	614	1
2_MACS_peak_21890_lociStitched	chr3	128821463	128825581	2	4108	8905.5868	615	1	RAB43	GP9	RAB43	615	1
2_MACS_peak_17011_lociStitched	chr2	111504411	111507761	2	3265	8881.185	616	1	ACOXL		ACOXL	616	1
