#MM Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MM.1S.H3K27ac_ROSE/MM_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MM.1S.jin.bam
#Using cutoff of 6466.383 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isStretch
2_MACS_peak_31153_lociStitched	chr9	37528112	37532816	2	4518	8172.2592	612	1
2_MACS_peak_30278_lociStitched	chr8	81056523	81061145	2	4513	6179.614	613	1
1_MACS_peak_16245_lociStitched	chr2	47546291	47550801	1	4511	10120.44	614	1
1_MACS_peak_4055_lociStitched	chr10	81001733	81006241	1	4509	8200.052	615	1
3_MACS_peak_5885_lociStitched	chr11	96071611	96076414	3	4507	5483.1048	616	1
1_MACS_peak_5986_lociStitched	chr11	111246816	111251321	1	4506	9928.119	617	1
1_MACS_peak_8875_lociStitched	chr14	69258790	69263291	1	4502	8838.1636	618	1
3_MACS_peak_20752_lociStitched	chr3	13372145	13376890	3	4502	9028.786	619	1
2_MACS_peak_254_lociStitched	chr1	14362875	14367394	2	4499	6430.0851	620	1
2_MACS_peak_14837_lociStitched	chr19	16186567	16191162	2	4499	10759.652	621	1
1_MACS_peak_5644_lociStitched	chr11	71419217	71423706	1	4490	8778.2395	622	1
5_MACS_peak_32203_lociStitched	chr9	140573076	140577953	5	4489	4601.9372	623	1
1_MACS_peak_29179_lociStitched	chr7	128577459	128581938	1	4480	7572.6453	624	1
1_MACS_peak_22281_lociStitched	chr3	169760633	169765112	1	4480	8980.395	625	1
2_MACS_peak_26750_lociStitched	chr6	52392665	52397141	2	4475	6624.0324	626	1
2_MACS_peak_25661_lociStitched	chr5	171611225	171615776	2	4473	6787.8165	627	1
3_MACS_peak_427_lociStitched	chr1	24528422	24533356	3	4473	8296.0276	628	1
1_MACS_peak_18217_lociStitched	chr2	234873606	234878075	1	4470	10983.9082	629	1
5_MACS_peak_29834_lociStitched	chr8	27277206	27282095	5	4468	6336.144	630	1
3_MACS_peak_9372_lociStitched	chr15	29212784	29217370	3	4462	5276.193	631	1
3_MACS_peak_14733_lociStitched	chr19	12721152	12725715	3	4461	8217.963	632	1
4_MACS_peak_21919_lociStitched	chr3	129607849	129612625	4	4459	8279.6736	633	1
3_MACS_peak_31685_lociStitched	chr9	112678380	112682878	3	4458	11648.9204	634	1
1_MACS_peak_28884_lociStitched	chr7	102064056	102068509	1	4454	13032.1498	635	1
1_MACS_peak_31471_lociStitched	chr9	93952900	93957352	1	4453	11736.3624	636	1
3_MACS_peak_29808_lociStitched	chr8	26432191	26436804	3	4450	9065.9289	637	1
3_MACS_peak_19722_lociStitched	chr21	45136183	45140678	3	4443	14872.6065	638	1
2_MACS_peak_45_lociStitched	chr1	1708577	1713250	2	4441	10879.6786	639	1
3_MACS_peak_10750_lociStitched	chr16	9053796	9058588	3	4440	8991.7088	640	1
2_MACS_peak_18946_lociStitched	chr20	40720350	40724855	2	4436	10470.521	641	1
1_MACS_peak_20212_lociStitched	chr22	36555507	36559939	1	4433	6637.3632	642	1
4_MACS_peak_22492_lociStitched	chr3	184779058	184783671	4	4430	7956.9637	643	1
5_MACS_peak_13985_lociStitched	chr18	42488488	42493570	5	4429	6029.793	644	1
2_MACS_peak_7170_lociStitched	chr12	58289940	58294456	2	4428	7921.064	645	1
2_MACS_peak_16165_lociStitched	chr2	43451240	43455759	2	4428	14018.3899	646	1
3_MACS_peak_18964_lociStitched	chr20	42569136	42573873	3	4427	8130.1131	647	1
2_MACS_peak_2087_lociStitched	chr1	158978666	158983143	2	4425	5975.4519	648	1
2_MACS_peak_15168_lociStitched	chr19	39339381	39344122	2	4418	11709.7959	649	1
2_MACS_peak_5429_lociStitched	chr11	65273976	65278449	2	4416	6000.9768	650	1
3_MACS_peak_864_lociStitched	chr1	42265690	42270414	3	4409	6704.3008	651	1
3_MACS_peak_25681_lociStitched	chr5	173169028	173174027	3	4409	10341.4313	652	1
2_MACS_peak_3185_lociStitched	chr1	240075105	240079571	2	4405	8239.3234	653	1
1_MACS_peak_25850_lociStitched	chr6	303929	308329	1	4401	12296.24	654	1
2_MACS_peak_7509_lociStitched	chr12	98908397	98912929	2	4399	10248.6648	655	1
2_MACS_peak_28409_lociStitched	chr7	55623036	55627453	2	4397	4672.7443	656	1
2_MACS_peak_4564_lociStitched	chr10	125837224	125841976	2	4397	7884.9936	657	1
3_MACS_peak_28251_lociStitched	chr7	43686044	43690814	3	4394	7258.509	658	1
1_MACS_peak_4566_lociStitched	chr10	125843412	125847804	1	4393	5786.46	659	1
2_MACS_peak_25456_lociStitched	chr5	149717785	149722289	2	4391	6603.7648	660	1
2_MACS_peak_3682_lociStitched	chr10	43901108	43905527	2	4389	10564.0614	661	1
2_MACS_peak_31767_lociStitched	chr9	117264039	117268448	2	4387	5419.5428	662	1
1_MACS_peak_13550_lociStitched	chr17	78882469	78886854	1	4386	8203.8965	663	1
3_MACS_peak_20679_lociStitched	chr3	8698019	8702817	3	4379	7451.294	664	1
4_MACS_peak_6267_lociStitched	chr11	128337524	128342719	4	4374	6752.461	665	1
2_MACS_peak_24508_lociStitched	chr5	55287285	55291661	2	4371	7823.4128	666	1
2_MACS_peak_14864_lociStitched	chr19	16434774	16439342	2	4371	8680.1136	667	1
3_MACS_peak_14417_lociStitched	chr19	2093421	2098074	3	4359	7937.5527	668	1
4_MACS_peak_7270_lociStitched	chr12	69200508	69205748	4	4357	9155.852	669	1
2_MACS_peak_17317_lociStitched	chr2	137138036	137142396	2	4355	9611.62	670	1
2_MACS_peak_22638_lociStitched	chr3	195820570	195825242	2	4347	9287.0016	671	1
1_MACS_peak_16799_lociStitched	chr2	97201416	97205757	1	4342	14511.0948	672	1
3_MACS_peak_6300_lociStitched	chr11	129285696	129290068	3	4341	7515.9052	673	1
1_MACS_peak_7086_lociStitched	chr12	56320170	56324508	1	4339	6828.8796	674	1
1_MACS_peak_24289_lociStitched	chr5	14211716	14216051	1	4336	9436.428	675	1
3_MACS_peak_26315_lociStitched	chr6	27858737	27863466	3	4335	7516.7455	676	1
2_MACS_peak_3765_lociStitched	chr10	52381578	52385922	2	4332	9355.6728	677	1
3_MACS_peak_29402_lociStitched	chr7	148408304	148412979	3	4332	5933.51	678	1
3_MACS_peak_19677_lociStitched	chr21	43535371	43539941	3	4319	8178.472	679	1
5_MACS_peak_276_lociStitched	chr1	15502052	15506783	5	4319	5432.1342	680	1
2_MACS_peak_23751_lociStitched	chr4	140128186	140132564	2	4317	6268.4204	681	1
4_MACS_peak_20183_lociStitched	chr22	35704001	35708472	4	4315	5960.2901	682	1
1_MACS_peak_9782_lociStitched	chr15	54873182	54877487	1	4306	6262.914	683	1
1_MACS_peak_10688_lociStitched	chr16	3672463	3676764	1	4302	7149.5523	684	1
1_MACS_peak_7653_lociStitched	chr12	109176602	109180903	1	4302	8450.1747	685	1
2_MACS_peak_29371_lociStitched	chr7	142188551	142192862	2	4299	7094.1816	686	1
1_MACS_peak_4569_lociStitched	chr10	125863709	125868005	1	4297	9769.104	687	1
1_MACS_peak_2526_lociStitched	chr1	194797438	194801732	1	4295	10455.0312	688	1
1_MACS_peak_13516_lociStitched	chr17	76884928	76889208	1	4281	10255.308	689	1
1_MACS_peak_9424_lociStitched	chr15	31636190	31640469	1	4280	7683.3724	690	1
5_MACS_peak_5440_lociStitched	chr11	65339442	65344225	5	4271	5269.9094	691	1
4_MACS_peak_11510_lociStitched	chr16	68288741	68293752	4	4266	7129.6508	692	1
5_MACS_peak_31482_lociStitched	chr9	94667263	94672121	5	4257	4877.9178	693	1
2_MACS_peak_31759_lociStitched	chr9	117147123	117151465	2	4254	7346.664	694	1
2_MACS_peak_19276_lociStitched	chr20	56192627	56196916	2	4253	8737.5508	695	1
3_MACS_peak_18911_lociStitched	chr20	37518877	37523246	3	4251	8062.1157	696	1
4_MACS_peak_6995_lociStitched	chr12	51315201	51319838	4	4250	5083.5431	697	1
1_MACS_peak_8501_lociStitched	chr13	114789735	114793983	1	4249	7214.8032	698	1
3_MACS_peak_9452_lociStitched	chr15	33297506	33301915	3	4245	4647.086	699	1
4_MACS_peak_30501_lociStitched	chr8	120918922	120923639	4	4243	7404.7466	700	1
3_MACS_peak_22860_lociStitched	chr4	9602988	9607772	3	4240	6938.7136	701	1
1_MACS_peak_2379_lociStitched	chr1	179970776	179975011	1	4236	7129.6225	702	1
3_MACS_peak_26869_lociStitched	chr6	74229288	74233733	3	4230	8446.389	703	1
4_MACS_peak_15257_lociStitched	chr19	42039390	42043734	4	4229	7594.1808	704	1
1_MACS_peak_29447_lociStitched	chr7	150129553	150133780	1	4228	7794.1653	705	1
4_MACS_peak_32643_lociStitched	chrX	58155073	58159778	4	4228	6173.901	706	1
1_MACS_peak_21111_lociStitched	chr3	46390015	46394238	1	4224	7779.6106	707	1
1_MACS_peak_5681_lociStitched	chr11	72980389	72984612	1	4224	7727.2454	708	1
4_MACS_peak_32549_lociStitched	chrX	48774049	48778546	4	4218	5579.8776	709	1
3_MACS_peak_22347_lociStitched	chr3	175064109	175068559	3	4215	4867.41	710	1
2_MACS_peak_18780_lociStitched	chr20	32444156	32448835	2	4215	10758.4247	711	1
2_MACS_peak_31934_lociStitched	chr9	130731522	130736123	2	4214	7475.2447	712	1
2_MACS_peak_3372_lociStitched	chr10	11285778	11290461	2	4214	6809.082	713	1
2_MACS_peak_13859_lociStitched	chr18	20771209	20775559	2	4212	6110.445	714	1
4_MACS_peak_8543_lociStitched	chr14	21148596	21152898	4	4209	5476.446	715	1
3_MACS_peak_9982_lociStitched	chr15	68588943	68593304	3	4209	7947.4864	716	1
3_MACS_peak_31419_lociStitched	chr9	92167118	92171496	3	4206	5582.8256	717	1
3_MACS_peak_27324_lociStitched	chr6	119761844	119766117	3	4204	6530.4259	718	1
2_MACS_peak_8496_lociStitched	chr13	114581773	114586277	2	4204	8877.8344	719	1
2_MACS_peak_31382_lociStitched	chr9	88965828	88970028	2	4201	7678.02	720	1
2_MACS_peak_510_lociStitched	chr1	27026280	27030477	2	4190	5740.6566	721	1
5_MACS_peak_5646_lociStitched	chr11	71497471	71502256	5	4190	6052.068	722	1
1_MACS_peak_22919_lociStitched	chr4	15002882	15007066	1	4185	8661.2984	723	1
3_MACS_peak_26062_lociStitched	chr6	13523888	13528261	3	4181	5781.5433	724	1
5_MACS_peak_27579_lociStitched	chr6	143163286	143167790	5	4177	5615.5872	725	1
3_MACS_peak_10109_lociStitched	chr15	75299635	75304313	3	4177	7385.1586	726	1
2_MACS_peak_17628_lociStitched	chr2	182175523	182179761	2	4176	5210.621	727	1
2_MACS_peak_13990_lociStitched	chr18	42682984	42687301	2	4173	5564.613	728	1
1_MACS_peak_19731_lociStitched	chr21	45283445	45287615	1	4171	8828.307	729	1
3_MACS_peak_26118_lociStitched	chr6	16759686	16763870	3	4171	8244.1536	730	1
2_MACS_peak_32060_lociStitched	chr9	134374539	134379098	2	4171	6406.3068	731	1
1_MACS_peak_24725_lociStitched	chr5	75696822	75700991	1	4170	11735.3181	732	1
1_MACS_peak_20029_lociStitched	chr22	26896881	26901050	1	4170	7386.2173	733	1
3_MACS_peak_9751_lociStitched	chr15	52771886	52776420	3	4170	4645.9898	734	1
2_MACS_peak_27590_lociStitched	chr6	143264889	143269103	2	4166	7304.1262	735	1
3_MACS_peak_11386_lociStitched	chr16	57640489	57645097	3	4165	8535.8592	736	1
2_MACS_peak_29156_lociStitched	chr7	127747196	127751858	2	4165	5821.9056	737	1
1_MACS_peak_6312_lociStitched	chr11	130048495	130052655	1	4161	6243.744	738	1
1_MACS_peak_25849_lociStitched	chr6	295638	299797	1	4160	4840.6601	739	1
3_MACS_peak_8458_lociStitched	chr13	111364160	111368811	3	4160	5857.0043	740	1
5_MACS_peak_32050_lociStitched	chr9	134148406	134153227	5	4156	4969.0047	741	1
1_MACS_peak_29201_lociStitched	chr7	129588773	129592925	1	4153	17723.6424	742	1
2_MACS_peak_13426_lociStitched	chr17	75102635	75106830	2	4146	5870.9025	743	1
3_MACS_peak_24192_lociStitched	chr5	1341356	1345723	3	4145	6784.1345	744	1
4_MACS_peak_25507_lociStitched	chr5	151134254	151138663	4	4145	5328.7174	745	1
4_MACS_peak_27683_lociStitched	chr6	157981261	157985592	4	4141	6673.2048	746	1
2_MACS_peak_30028_lociStitched	chr8	42945638	42949813	2	4139	8048.9825	747	1
3_MACS_peak_22854_lociStitched	chr4	9495403	9499752	3	4139	7228.4729	748	1
2_MACS_peak_22596_lociStitched	chr3	193851431	193855608	2	4137	10545.2542	749	1
3_MACS_peak_15461_lociStitched	chr19	49375551	49379769	3	4135	8387.9148	750	1
4_MACS_peak_13865_lociStitched	chr18	20819399	20823837	4	4128	7111.0074	751	1
1_MACS_peak_5674_lociStitched	chr11	72862350	72866476	1	4127	10074.4542	752	1
1_MACS_peak_29438_lociStitched	chr7	150064010	150068135	1	4126	17865.375	753	1
1_MACS_peak_30927_lociStitched	chr9	5626132	5630254	1	4123	9898.5708	754	1
1_MACS_peak_26753_lociStitched	chr6	52399515	52403637	1	4123	10062.2142	755	1
1_MACS_peak_7246_lociStitched	chr12	68381532	68385653	1	4122	8238.7032	756	1
2_MACS_peak_18532_lociStitched	chr20	10651354	10655682	2	4121	7798.1904	757	1
3_MACS_peak_26359_lociStitched	chr6	30582307	30586622	3	4120	7273.364	758	1
2_MACS_peak_12249_lociStitched	chr17	20943668	20947864	2	4119	8932.4448	759	1
2_MACS_peak_27360_lociStitched	chr6	126067698	126071845	2	4118	7639.6034	760	1
4_MACS_peak_19291_lociStitched	chr20	57463868	57468152	4	4117	7566.8292	761	1
1_MACS_peak_1791_lociStitched	chr1	149811522	149815637	1	4116	11952.8405	762	1
3_MACS_peak_13740_lociStitched	chr18	9113245	9117711	3	4116	5357.4136	763	1
3_MACS_peak_14070_lociStitched	chr18	47837433	47841997	3	4116	7176.4336	764	1
2_MACS_peak_21890_lociStitched	chr3	128821463	128825581	2	4108	8905.5868	765	1
3_MACS_peak_9633_lociStitched	chr15	44598858	44603009	3	4103	5944.6471	766	1
2_MACS_peak_6528_lociStitched	chr12	9800000	9804364	2	4103	6366.2032	767	1
2_MACS_peak_15750_lociStitched	chr2	10259876	10264021	2	4100	11410.356	768	1
3_MACS_peak_25018_lociStitched	chr5	112213002	112217296	3	4100	7379.6684	769	1
4_MACS_peak_24061_lociStitched	chr4	185566670	185571337	4	4100	6331.2522	770	1
3_MACS_peak_15102_lociStitched	chr19	35701791	35706062	3	4098	7381.1422	771	1
4_MACS_peak_156_lociStitched	chr1	9485206	9489701	4	4096	6146.463	772	1
5_MACS_peak_23427_lociStitched	chr4	89018363	89022865	5	4096	6083.1024	773	1
3_MACS_peak_31649_lociStitched	chr9	108019525	108023829	3	4094	5789.7408	774	1
3_MACS_peak_18105_lociStitched	chr2	230997261	231001784	3	4090	7628.4918	775	1
2_MACS_peak_7454_lociStitched	chr12	94541553	94545869	2	4087	7202.9724	776	1
2_MACS_peak_24125_lociStitched	chr4	187644250	187648386	2	4085	6359.9272	777	1
3_MACS_peak_13290_lociStitched	chr17	72736942	72741547	3	4080	5619.942	778	1
4_MACS_peak_14488_lociStitched	chr19	3984111	3988503	4	4077	7214.7384	779	1
3_MACS_peak_2175_lociStitched	chr1	161768703	161773113	3	4075	4625.649	780	1
2_MACS_peak_4205_lociStitched	chr10	94831401	94835478	2	4074	7051.5792	781	1
2_MACS_peak_19696_lociStitched	chr21	44526748	44531029	2	4072	8590.6827	782	1
3_MACS_peak_18804_lociStitched	chr20	33001392	33005585	3	4068	6954.5098	783	1
2_MACS_peak_21711_lociStitched	chr3	114009375	114013469	2	4065	5748.3854	784	1
1_MACS_peak_24855_lociStitched	chr5	88565542	88569605	1	4064	7769.6749	785	1
1_MACS_peak_22601_lociStitched	chr3	194022634	194026694	1	4061	13358.618	786	1
2_MACS_peak_9776_lociStitched	chr15	53020439	53024587	2	4061	7497.51	787	1
4_MACS_peak_30273_lociStitched	chr8	81048826	81053367	4	4061	5418.3212	788	1
1_MACS_peak_19265_lociStitched	chr20	56054266	56058323	1	4058	9451.9986	789	1
4_MACS_peak_26599_lociStitched	chr6	41222246	41226681	4	4058	6658.2655	790	1
1_MACS_peak_14571_lociStitched	chr19	6799563	6803618	1	4056	8554.428	791	1
3_MACS_peak_30585_lociStitched	chr8	126295613	126299799	3	4054	5452.6836	792	1
3_MACS_peak_16729_lociStitched	chr2	88923638	88928043	3	4054	6748.9005	793	1
2_MACS_peak_17202_lociStitched	chr2	128585817	128589883	2	4048	9354.2396	794	1
2_MACS_peak_11307_lociStitched	chr16	50716769	50721120	2	4047	6114.8954	795	1
2_MACS_peak_7502_lociStitched	chr12	96893406	96897538	2	4046	7421.8984	796	1
2_MACS_peak_4723_lociStitched	chr11	1871151	1875249	2	4043	6166.2606	797	1
1_MACS_peak_17904_lociStitched	chr2	208005883	208009922	1	4040	7628.0554	798	1
2_MACS_peak_21858_lociStitched	chr3	126629068	126633135	2	4040	9722.5702	799	1
1_MACS_peak_3914_lociStitched	chr10	72237551	72241589	1	4039	9136.3788	800	1
2_MACS_peak_8462_lociStitched	chr13	111564349	111568403	2	4035	8276.6464	801	1
1_MACS_peak_31461_lociStitched	chr9	93795500	93799533	1	4034	12386.9562	802	1
3_MACS_peak_16075_lociStitched	chr2	37581213	37585586	3	4034	5810.8424	803	1
2_MACS_peak_15982_lociStitched	chr2	28612905	28616980	2	4033	9466.6325	804	1
2_MACS_peak_21065_lociStitched	chr3	45592995	45597250	2	4032	7095.2125	805	1
2_MACS_peak_11508_lociStitched	chr16	68284185	68288218	2	4027	9842.9398	806	1
5_MACS_peak_29275_lociStitched	chr7	137433837	137438385	5	4027	5445.3204	807	1
2_MACS_peak_7458_lociStitched	chr12	94564754	94568781	2	4026	7949.298	808	1
2_MACS_peak_20166_lociStitched	chr22	33962654	33966679	2	4025	7377.02	809	1
2_MACS_peak_7413_lociStitched	chr12	92755553	92759991	2	4025	7208.6434	810	1
1_MACS_peak_6451_lociStitched	chr12	6641146	6645169	1	4024	8055.6552	811	1
1_MACS_peak_2762_lociStitched	chr1	207094106	207098127	1	4022	15714.8722	812	1
3_MACS_peak_9965_lociStitched	chr15	68479023	68483381	3	4021	5047.4356	813	1
1_MACS_peak_9127_lociStitched	chr14	94475033	94479051	1	4019	4404.9334	814	1
4_MACS_peak_2746_lociStitched	chr1	206887260	206891429	4	4006	6449.0261	815	1
2_MACS_peak_17027_lociStitched	chr2	111877118	111881192	2	4005	11750.6382	816	1
5_MACS_peak_11332_lociStitched	chr16	54961428	54965655	5	4004	5356.8771	817	1
1_MACS_peak_22222_lociStitched	chr3	160116628	160120630	1	4003	15898.7454	818	1
6_MACS_peak_8439_lociStitched	chr13	110437667	110442097	6	4003	8132.594	819	1
4_MACS_peak_31990_lociStitched	chr9	131936517	131940982	4	3999	4853.9015	820	1
1_MACS_peak_16515_lociStitched	chr2	70311921	70315918	1	3998	14699.3672	821	1
1_MACS_peak_3326_lociStitched	chr10	5945004	5948999	1	3996	6884.5835	822	1
1_MACS_peak_102_lociStitched	chr1	6660585	6664579	1	3995	9104.7224	823	1
2_MACS_peak_4135_lociStitched	chr10	90144375	90148450	2	3994	6612.5025	824	1
1_MACS_peak_20260_lociStitched	chr22	37624541	37628528	1	3988	10097.0775	825	1
2_MACS_peak_33032_lociStitched	chrX	135111196	135115554	2	3985	7661.7998	826	1
1_MACS_peak_19668_lociStitched	chr21	43345694	43349673	1	3980	7554.5294	827	1
3_MACS_peak_25460_lociStitched	chr5	149789683	149793732	3	3980	6323.7282	828	1
2_MACS_peak_16998_lociStitched	chr2	111127632	111131625	2	3979	5878.8939	829	1
1_MACS_peak_6502_lociStitched	chr12	8470861	8474837	1	3977	6256.6336	830	1
2_MACS_peak_14728_lociStitched	chr19	12591989	12595995	2	3974	8059.6714	831	1
3_MACS_peak_17185_lociStitched	chr2	127413610	127417907	3	3974	5888.6088	832	1
2_MACS_peak_31529_lociStitched	chr9	96030002	96034041	2	3973	6824.6983	833	1
2_MACS_peak_3295_lociStitched	chr10	3824683	3828858	2	3973	10967.3075	834	1
1_MACS_peak_14081_lociStitched	chr18	48677485	48681456	1	3972	9481.5567	835	1
4_MACS_peak_23201_lociStitched	chr4	65170246	65174351	4	3972	5331.1635	836	1
1_MACS_peak_23730_lociStitched	chr4	129730395	129734365	1	3971	9710.223	837	1
3_MACS_peak_29990_lociStitched	chr8	38756187	38760356	3	3971	6216.8128	838	1
3_MACS_peak_30282_lociStitched	chr8	81079941	81084227	3	3971	6031.6878	839	1
1_MACS_peak_8511_lociStitched	chr13	114912000	114915969	1	3970	6609.1788	840	1
3_MACS_peak_18478_lociStitched	chr20	5170482	5174938	3	3969	4808.4696	841	1
2_MACS_peak_21838_lociStitched	chr3	125552517	125556912	2	3965	6559.5375	842	1
1_MACS_peak_27814_lociStitched	chr7	2443145	2447106	1	3962	8334.3401	843	1
4_MACS_peak_9087_lociStitched	chr14	91880961	91885257	4	3962	5923.3248	844	1
2_MACS_peak_26563_lociStitched	chr6	37121424	37125571	2	3959	7871.8354	845	1
2_MACS_peak_3013_lociStitched	chr1	226592944	226596941	2	3957	10703.5663	846	1
1_MACS_peak_29288_lociStitched	chr7	137707868	137711823	1	3956	6719.545	847	1
2_MACS_peak_19574_lociStitched	chr21	36236637	36240624	2	3956	7717.6359	848	1
2_MACS_peak_23186_lociStitched	chr4	57622665	57626749	2	3951	8846.7608	849	1
2_MACS_peak_13483_lociStitched	chr17	76167261	76171374	2	3951	6266.5668	850	1
1_MACS_peak_22219_lociStitched	chr3	159727115	159731062	1	3948	6472.2906	851	1
3_MACS_peak_30508_lociStitched	chr8	120930198	120934381	3	3947	5836.5399	852	1
2_MACS_peak_3045_lociStitched	chr1	228275667	228279661	2	3946	6071.6788	853	1
2_MACS_peak_12206_lociStitched	chr17	19207575	19211562	2	3943	7512.7041	854	1
3_MACS_peak_24144_lociStitched	chr5	188367	192788	3	3943	11849.6063	855	1
1_MACS_peak_2367_lociStitched	chr1	179049559	179053500	1	3942	13581.4742	856	1
2_MACS_peak_19577_lociStitched	chr21	36258554	36262514	2	3938	9950.688	857	1
3_MACS_peak_8717_lociStitched	chr14	50466645	50470723	3	3938	5246.7548	858	1
3_MACS_peak_1792_lociStitched	chr1	149821500	149825466	3	3936	12164.9118	859	1
4_MACS_peak_23663_lociStitched	chr4	121684467	121689081	4	3933	6374.7024	860	1
1_MACS_peak_31920_lociStitched	chr9	130538431	130542356	1	3926	6791.4275	861	1
3_MACS_peak_20884_lociStitched	chr3	27135567	27139559	3	3919	5233.9112	862	1
3_MACS_peak_2984_lociStitched	chr1	226083711	226087785	3	3919	7243.1646	863	1
2_MACS_peak_15906_lociStitched	chr2	25641154	25645071	2	3917	5591.9092	864	1
2_MACS_peak_23779_lociStitched	chr4	141662867	141666800	2	3917	5392.5363	865	1
3_MACS_peak_24293_lociStitched	chr5	14594320	14598445	3	3916	5107.575	866	1
2_MACS_peak_6297_lociStitched	chr11	129242899	129247033	2	3916	8604.0942	867	1
3_MACS_peak_30341_lociStitched	chr8	95958712	95962818	3	3915	4933.7696	868	1
3_MACS_peak_21468_lociStitched	chr3	71770917	71775030	3	3913	7383.2463	869	1
3_MACS_peak_26237_lociStitched	chr6	26271040	26275056	3	3911	7391.8496	870	1
3_MACS_peak_22130_lociStitched	chr3	152049952	152053942	3	3909	5270.79	871	1
1_MACS_peak_26491_lociStitched	chr6	34623277	34627183	1	3907	8445.1626	872	1
3_MACS_peak_9785_lociStitched	chr15	55569422	55574011	3	3906	6076.7538	873	1
2_MACS_peak_1163_lociStitched	chr1	66741277	66745341	2	3905	5504.688	874	1
2_MACS_peak_27515_lociStitched	chr6	138246903	138250854	2	3901	8549.1738	875	1
2_MACS_peak_26543_lociStitched	chr6	36559114	36563057	2	3900	10506.1235	876	1
1_MACS_peak_13359_lociStitched	chr17	73871273	73875169	1	3897	10248.8176	877	1
2_MACS_peak_27033_lociStitched	chr6	90992928	90996825	2	3897	6305.7357	878	1
4_MACS_peak_20113_lociStitched	chr22	31001946	31006320	4	3897	4940.8704	879	1
3_MACS_peak_4376_lociStitched	chr10	105257283	105261377	3	3896	6934.8266	880	1
1_MACS_peak_19066_lociStitched	chr20	46043004	46046897	1	3894	6894.8923	881	1
1_MACS_peak_28886_lociStitched	chr7	102071634	102075526	1	3893	10210.2728	882	1
1_MACS_peak_22679_lociStitched	chr3	197460659	197464551	1	3893	10409.5432	883	1
2_MACS_peak_13829_lociStitched	chr18	13610459	13614431	2	3893	6570.8796	884	1
4_MACS_peak_5097_lociStitched	chr11	35185471	35189731	4	3891	6029.178	885	1
1_MACS_peak_25292_lociStitched	chr5	138748827	138752709	1	3883	8774.0964	886	1
1_MACS_peak_2075_lociStitched	chr1	157479065	157482947	1	3883	5354.4426	887	1
2_MACS_peak_32465_lociStitched	chrX	40032904	40036824	2	3882	8690.64	888	1
2_MACS_peak_2536_lociStitched	chr1	197774840	197778944	2	3881	8862.9984	889	1
2_MACS_peak_32288_lociStitched	chrX	10077816	10081726	2	3879	6845.628	890	1
3_MACS_peak_659_lociStitched	chr1	33091757	33095729	3	3878	6639.9924	891	1
3_MACS_peak_3606_lociStitched	chr10	31607072	31611183	3	3878	6820.149	892	1
1_MACS_peak_25698_lociStitched	chr5	173333742	173337616	1	3875	4955.6208	893	1
1_MACS_peak_19702_lociStitched	chr21	44730846	44734715	1	3870	6109.151	894	1
3_MACS_peak_1838_lociStitched	chr1	151028128	151032306	3	3869	5458.9748	895	1
3_MACS_peak_7258_lociStitched	chr12	68874188	68878216	3	3867	6903.1864	896	1
1_MACS_peak_31468_lociStitched	chr9	93923871	93927736	1	3866	10426.997	897	1
2_MACS_peak_2038_lociStitched	chr1	156468591	156472884	2	3866	10733.7879	898	1
1_MACS_peak_3023_lociStitched	chr1	226924765	226928628	1	3864	9023.5817	899	1
1_MACS_peak_6266_lociStitched	chr11	128275064	128278924	1	3861	7296.558	900	1
3_MACS_peak_21404_lociStitched	chr3	66538730	66542596	3	3861	4366.2604	901	1
2_MACS_peak_790_lociStitched	chr1	39973774	39977953	2	3861	8994.4617	902	1
3_MACS_peak_18943_lociStitched	chr20	40710350	40714541	3	3861	5388.7878	903	1
2_MACS_peak_12232_lociStitched	chr17	20204941	20208918	2	3858	6181.4511	904	1
2_MACS_peak_7641_lociStitched	chr12	109057254	109061271	2	3856	4738.0515	905	1
1_MACS_peak_27007_lociStitched	chr6	90006149	90010001	1	3853	7346.5344	906	1
2_MACS_peak_14341_lociStitched	chr19	923598	927452	2	3853	8681.5204	907	1
2_MACS_peak_7555_lociStitched	chr12	104321067	104325059	2	3851	9334.4936	908	1
1_MACS_peak_20716_lociStitched	chr3	10435311	10439160	1	3850	8681.4195	909	1
1_MACS_peak_14645_lociStitched	chr19	10330611	10334458	1	3848	7769.4012	910	1
1_MACS_peak_29561_lociStitched	chr8	2037474	2041319	1	3846	8542.052	911	1
2_MACS_peak_4827_lociStitched	chr11	8806981	8811173	2	3844	4832.5376	912	1
3_MACS_peak_3569_lociStitched	chr10	27528738	27532717	3	3842	4438.1766	913	1
4_MACS_peak_7341_lociStitched	chr12	79461293	79465767	4	3842	4987.1678	914	1
1_MACS_peak_31808_lociStitched	chr9	123653253	123657092	1	3840	7655.7338	915	1
2_MACS_peak_28870_lociStitched	chr7	101929260	101933157	2	3840	7249.1994	916	1
2_MACS_peak_13512_lociStitched	chr17	76775503	76779509	2	3840	9676.493	917	1
1_MACS_peak_22181_lociStitched	chr3	156820679	156824517	1	3839	7430.368	918	1
2_MACS_peak_14266_lociStitched	chr18	72919920	72924236	2	3839	6357.468	919	1
