REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM.1S.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_5782_lociStitched	chr11	82677959	82683644	2	5302	11679.264	359	1			C11orf82	C11orf82	NONE	359	1
5_MACS_peak_28329_lociStitched	chr7	47516478	47522585	5	5673	10177.9262	360	1	TNS3		TNS3	TNS3	0.1795	360	1
2_MACS_peak_5995_lociStitched	chr11	111306882	111312440	2	5130	12145.8974	361	1			POU2AF1	POU2AF1	0.7978	361	1
2_MACS_peak_16165_lociStitched	chr2	43451240	43455759	2	4428	14018.3899	362	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.7918	362	1
6_MACS_peak_24147_lociStitched	chr5	217792	224844	6	5837	9294.536	363	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	0.972	363	1
2_MACS_peak_1694_lociStitched	chr1	144962995	144968310	2	5255	11598.9245	364	1	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.4761	364	1
2_MACS_peak_12475_lociStitched	chr17	34426135	34432330	2	5990	8397.942	365	1	CCL4	CCL18,CCL3	CCL4	CCL3	1.4931	365	1
2_MACS_peak_24889_lociStitched	chr5	90675138	90680696	2	5514	10584.6552	366	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.5081	366	1
3_MACS_peak_3042_lociStitched	chr1	228269211	228274045	3	4669	13224.8572	367	1	ARF1	MIR3620,C1orf35,MRPL55	ARF1	ARF1	1.0575	367	1
2_MACS_peak_31459_lociStitched	chr9	93732905	93738170	2	5222	11540.88	368	1			LOC100129316	LOC100129316	0.1523	368	1
2_MACS_peak_1796_lociStitched	chr1	149856079	149860960	2	4667	13218.2361	369	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	1.4174	369	1
3_MACS_peak_16834_lociStitched	chr2	99086370	99092389	3	5777	9287.317	370	1	INPP4A		INPP4A	INPP4A	0.7446	370	1
2_MACS_peak_32157_lociStitched	chr9	139792675	139798150	2	5274	11322.8475	371	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.4859	371	1
2_MACS_peak_16242_lociStitched	chr2	47535494	47540170	2	4639	13255.0572	372	1			EPCAM	EPCAM	0.0761	372	1
1_MACS_peak_16515_lociStitched	chr2	70311921	70315918	1	3998	14699.3672	373	1	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.489	373	1
2_MACS_peak_14171_lociStitched	chr18	56806566	56811899	2	5233	11285.6946	374	1	SEC11C		SEC11C	SEC11C	0.4694	374	1
5_MACS_peak_30517_lociStitched	chr8	120942382	120948746	5	5513	10209.1288	375	1	DEPDC6		DEPDC6	DEPDC6	0.3783	375	1
1_MACS_peak_22458_lociStitched	chr3	183241751	183246566	1	4816	12596.04	376	1	KLHL6		KLHL6	KLHL6	1.0482	376	1
2_MACS_peak_29878_lociStitched	chr8	29204646	29209977	2	5306	10900.8288	377	1	DUSP4		DUSP4	DUSP4	0.6294	377	1
1_MACS_peak_16420_lociStitched	chr2	65163529	65168588	1	5060	11723.7266	378	1		SLC1A4,LOC400958	LOC400958	LOC400958	0.481	378	1
3_MACS_peak_13960_lociStitched	chr18	42259012	42264177	3	4974	11990.5475	379	1	SETBP1		SETBP1	SETBP1	0.3747	379	1
1_MACS_peak_25848_lociStitched	chr6	291100	294496	1	3397	15552.6612	380	1	DUSP22		DUSP22	DUSP22	1.3715	380	1
3_MACS_peak_6760_lociStitched	chr12	31247869	31254344	3	5612	9487.17	381	1	DDX11		DDX11	DDX11	0.5309	381	1
1_MACS_peak_6479_lociStitched	chr12	7066524	7071488	1	4965	11898.2116	382	1	PTPN6	ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	MIR200C	MIR200C	1.088	382	1
3_MACS_peak_26224_lociStitched	chr6	26195248	26200827	3	5541	9754.3236	383	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H3D	0.9263	383	1
5_MACS_peak_23389_lociStitched	chr4	84138042	84144032	5	5590	9388.726	384	1			COQ2	COQ2	NONE	384	1
2_MACS_peak_19623_lociStitched	chr21	39639336	39644758	2	5278	10649.3502	385	1	KCNJ15		KCNJ15	KCNJ15	0.3294	385	1
3_MACS_peak_13736_lociStitched	chr18	9102075	9108195	3	5690	8842.788	386	1	NDUFV2	ANKRD12	NDUFV2	NDUFV2	0.7611	386	1
1_MACS_peak_28925_lociStitched	chr7	104582261	104587190	1	4930	11772.9165	387	1		LOC723809	LOC723809	LOC723809	0.2	387	1
2_MACS_peak_2982_lociStitched	chr1	226066101	226071187	2	5025	11458.2494	388	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	LEFTY1	0.7278	388	1
2_MACS_peak_3347_lociStitched	chr10	6967335	6972379	2	5040	11396.4136	389	1			LOC439949	LOC439949	NONE	389	1
7_MACS_peak_13743_lociStitched	chr18	9135009	9140974	7	5446	9858.952	390	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.7611	390	1
3_MACS_peak_22702_lociStitched	chr4	1208039	1213876	3	5392	10081.0827	391	1	CTBP1	C4orf42,SPON2,LOC100130872-SPON2	SPON2	C4orf42	0.6262	391	1
4_MACS_peak_14117_lociStitched	chr18	52931519	52938163	4	5800	8125.612	392	1	TCF4		CCDC68	CCDC68	NONE	392	1
3_MACS_peak_29036_lociStitched	chr7	114568043	114573753	3	5193	10766.776	393	1	MDFIC	MDFIC	MDFIC	MDFIC	0.3954	393	1
1_MACS_peak_1910_lociStitched	chr1	154297232	154301840	1	4609	12618.5472	394	1	AQP10,ATP8B2		ATP8B2	ATP8B2	0.7288	394	1
1_MACS_peak_28884_lociStitched	chr7	102064056	102068509	1	4454	13032.1498	395	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	0.9855	395	1
2_MACS_peak_25195_lociStitched	chr5	131798426	131803933	2	5482	9571.166	396	1		IRF1	IRF1	IRF1	0.5927	396	1
3_MACS_peak_14873_lociStitched	chr19	16544801	16550666	3	5196	10643.2155	397	1	EPS15L1		EPS15L1	EPS15L1	0.4208	397	1
1_MACS_peak_21068_lociStitched	chr3	45605880	45611515	1	5636	8765.806	398	1		LIMD1	LIMD1	LIMD1	0.3625	398	1
3_MACS_peak_25165_lociStitched	chr5	130712862	130719062	3	5643	8706.66	399	1	CDC42SE2		CDC42SE2	CDC42SE2	0.2501	399	1
2_MACS_peak_13386_lociStitched	chr17	74257649	74262769	2	4667	12330.496	400	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	0.9252	400	1
1_MACS_peak_21819_lociStitched	chr3	124487835	124493590	1	5756	8085.775	401	1	ITGB5	UMPS	UMPS	UMPS	0.1347	401	1
5_MACS_peak_26547_lociStitched	chr6	36719632	36725858	5	5698	8366.4988	402	1	CPNE5		CDKN1A	CDKN1A	NONE	402	1
2_MACS_peak_6883_lociStitched	chr12	46608315	46614064	2	5711	8275.6855	403	1	SLC38A1		SLC38A1	SLC38A1	0.2362	403	1
3_MACS_peak_5426_lociStitched	chr11	65263642	65268553	3	4892	11534.4657	404	1	MALAT1	SCYL1	MALAT1	MALAT1	1.154	404	1
6_MACS_peak_10819_lociStitched	chr16	11712442	11719233	6	5693	8267.3634	405	1		SNN,LITAF	LITAF	SNN	0.6284	405	1
1_MACS_peak_16164_lociStitched	chr2	43444499	43449826	1	5328	9933.2569	406	1	ZFP36L2	LOC100129726	ZFP36L2	ZFP36L2	1.7918	406	1
2_MACS_peak_25424_lociStitched	chr5	148210374	148216031	2	5613	8655.7757	407	1		ADRB2	ADRB2	ADRB2	0.6624	407	1
2_MACS_peak_11575_lociStitched	chr16	70669135	70674357	2	5143	10601.1822	408	1	IL34	MTSS1L	IL34	IL34	0.2808	408	1
2_MACS_peak_1871_lociStitched	chr1	152006718	152012208	2	5430	9364.293	409	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.7769	409	1
2_MACS_peak_13441_lociStitched	chr17	75204564	75209696	2	4982	11031.234	410	1	SEC14L1		SEC14L1	SEC14L1	0.7207	410	1
3_MACS_peak_17717_lociStitched	chr2	197039061	197044574	3	5332	9681.9306	411	1		STK17B	STK17B	STK17B	0.4077	411	1
4_MACS_peak_13861_lociStitched	chr18	20803986	20809967	4	5651	8110.8341	412	1	CABLES1		CABLES1	CABLES1	0.3831	412	1
4_MACS_peak_23320_lociStitched	chr4	77614827	77620465	4	5316	9671.989	413	1	SHROOM3		ANKRD56	ANKRD56	NONE	413	1
1_MACS_peak_24610_lociStitched	chr5	61985391	61990662	1	5272	9806.6955	414	1			LRRC70	LRRC70	NONE	414	1
3_MACS_peak_13476_lociStitched	chr17	76123423	76128869	3	5427	9124.2284	415	1	TMC8,TMC6	C17orf99,SYNGR2	TMC8	SYNGR2	0.9537	415	1
2_MACS_peak_19240_lociStitched	chr20	55126446	55131872	2	5399	9236.6798	416	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf107	0.1011	416	1
2_MACS_peak_6440_lociStitched	chr12	6468392	6473504	2	5077	10523.5632	417	1	SCNN1A	PLEKHG6,LTBR,TNFRSF1A	SCNN1A	SCNN1A	0.4481	417	1
1_MACS_peak_11515_lociStitched	chr16	68305260	68311003	1	5744	7418.8074	418	1	SLC7A6	PLA2G15,PRMT7,ESRP2,SLC7A6OS	SLC7A6	PLA2G15	1.095	418	1
2_MACS_peak_8313_lociStitched	chr13	78689263	78694833	2	5435	9013.374	419	1			EDNRB	EDNRB	NONE	419	1
1_MACS_peak_2266_lociStitched	chr1	167596484	167601180	1	4697	11732.4864	420	1	RCSD1		RCSD1	RCSD1	0.3244	420	1
4_MACS_peak_3706_lociStitched	chr10	45454292	45460249	4	5507	8633.4801	421	1	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	RASSF4	0.3749	421	1
1_MACS_peak_22601_lociStitched	chr3	194022634	194026694	1	4061	13358.618	422	1	LOC100131551	CPN2	LOC100131551	LOC100131551	0.9586	422	1
2_MACS_peak_1674_lociStitched	chr1	143948518	143954459	2	5784	6981.2691	423	1	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.4033	423	1
1_MACS_peak_2367_lociStitched	chr1	179049559	179053500	1	3942	13581.4742	424	1	TOR3A		TOR3A	TOR3A	0.7416	424	1
1_MACS_peak_2431_lociStitched	chr1	183878807	183883409	1	4603	11803.6698	425	1	RGL1		GLT25D2	GLT25D2	NONE	425	1
2_MACS_peak_2635_lociStitched	chr1	203272736	203278374	2	5248	9525.401	426	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.2859	426	1
3_MACS_peak_8516_lociStitched	chr13	115024122	115030226	3	5626	7694.7024	427	1	CDC16	UPF3A,ZNF828	UPF3A	UPF3A	0.5113	427	1
5_MACS_peak_19000_lociStitched	chr20	43594567	43601086	5	5726	7073.7669	428	1	STK4	TOMM34	STK4	STK4	0.323	428	1
5_MACS_peak_19050_lociStitched	chr20	45178999	45184827	5	5353	9006.5912	429	1	C20orf123	ZNF334	C20orf123	C20orf123	0.7048	429	1
6_MACS_peak_30511_lociStitched	chr8	120934890	120941295	6	5646	7506.66	430	1	DEPDC6		DEPDC6	DEPDC6	0.3783	430	1
1_MACS_peak_25850_lociStitched	chr6	303929	308329	1	4401	12296.24	431	1	DUSP22		DUSP22	DUSP22	1.3715	431	1
2_MACS_peak_31175_lociStitched	chr9	42250602	42256376	2	5570	7905.7608	432	1			FAM95B1	FAM95B1	NONE	432	1
2_MACS_peak_21128_lociStitched	chr3	46578374	46583546	2	4812	11018.4288	433	1	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.3912	433	1
2_MACS_peak_2123_lociStitched	chr1	160708923	160714574	2	5616	7555.387	434	1	SLAMF7	CD48	SLAMF7	CD48	0.5687	434	1
2_MACS_peak_15851_lociStitched	chr2	20420869	20426155	2	5101	9931.3368	435	1	SDC1		SDC1	SDC1	1.3684	435	1
3_MACS_peak_10126_lociStitched	chr15	75743251	75748675	3	4951	10485.6768	436	1	SIN3A		SIN3A	SIN3A	0.2091	436	1
1_MACS_peak_19328_lociStitched	chr20	60911381	60916173	1	4793	11015.3704	437	1	LAMA5	ADRM1,RPS21	LAMA5	ADRM1	0.4918	437	1
2_MACS_peak_17005_lociStitched	chr2	111432095	111437233	2	5019	10217.9406	438	1	BUB1		BUB1	BUB1	0.376	438	1
3_MACS_peak_6048_lociStitched	chr11	115126361	115131936	3	5352	8834.145	439	1	CADM1		CADM1	CADM1	0.2624	439	1
1_MACS_peak_5620_lociStitched	chr11	69061498	69066695	1	5198	9490.2417	440	1	MYEOV		MYEOV	MYEOV	0.8385	440	1
4_MACS_peak_3948_lociStitched	chr10	74018480	74024175	4	5037	10087.5535	441	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.2662	441	1
2_MACS_peak_25710_lociStitched	chr5	173697301	173702343	2	4952	10378.957	442	1			HMP19	HMP19	NONE	442	1
1_MACS_peak_29865_lociStitched	chr8	28347809	28352829	1	5021	10120.32	443	1	FZD3	FBXO16,MIR4288	FZD3	FBXO16	0.2619	443	1
1_MACS_peak_2117_lociStitched	chr1	160641397	160646293	1	4897	10559.6928	444	1		SLAMF1,CD48	SLAMF1	CD48	0.5687	444	1
4_MACS_peak_32619_lociStitched	chrX	56789084	56794997	4	5490	8036.3583	445	1	LOC550643	LOC442454	LOC442454	LOC442454	0.0353	445	1
3_MACS_peak_16154_lociStitched	chr2	43357272	43362731	3	5103	9750.3199	446	1			ZFP36L2	ZFP36L2	1.7918	446	1
4_MACS_peak_21431_lociStitched	chr3	69140040	69146004	4	5493	7958.3616	447	1	ARL6IP5	MIR3136,TMF1,UBA3,LMOD3	ARL6IP5	ARL6IP5	0.6908	447	1
1_MACS_peak_12021_lociStitched	chr17	6915445	6920171	1	4727	11063.566	448	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	1.181	448	1
1_MACS_peak_22314_lociStitched	chr3	171801650	171806891	1	5242	9134.0148	449	1	FNDC3B		FNDC3B	FNDC3B	0.3866	449	1
1_MACS_peak_19644_lociStitched	chr21	41338153	41343578	1	5426	8270.955	450	1			PCP4	PCP4	NONE	450	1
4_MACS_peak_14851_lociStitched	chr19	16264442	16270166	4	5206	9276.3144	451	1	HSH2D	RAB8A,FAM32A,AP1M1,CIB3	CIB3	RAB8A	0.5523	451	1
3_MACS_peak_23584_lociStitched	chr4	108953699	108959086	3	5299	8852.9958	452	1	HADH		HADH	HADH	0.3953	452	1
2_MACS_peak_22232_lociStitched	chr3	161486424	161491168	2	4728	11034.0696	453	1			OTOL1	OTOL1	NONE	453	1
3_MACS_peak_2707_lociStitched	chr1	206097088	206102918	3	5523	7734.078	454	1		FAM72A	FAM72A	FAM72A	0.4141	454	1
1_MACS_peak_29378_lociStitched	chr7	142504106	142508644	1	4539	11602.3046	455	1		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	PRSS1	0.197	455	1
2_MACS_peak_24804_lociStitched	chr5	81146536	81151870	2	5238	8963.2536	456	1			SSBP2	SSBP2	NONE	456	1
1_MACS_peak_31471_lociStitched	chr9	93952900	93957352	1	4453	11736.3624	457	1			LOC100129316	LOC100129316	0.1523	457	1
6_MACS_peak_29642_lociStitched	chr8	11386930	11392737	6	5449	7833.643	458	1	BLK		BLK	BLK	0.3623	458	1
3_MACS_peak_31685_lociStitched	chr9	112678380	112682878	3	4458	11648.9204	459	1	PALM2,PALM2-AKAP2		AKAP2	AKAP2	0.4385	459	1
2_MACS_peak_15168_lociStitched	chr19	39339381	39344122	2	4418	11709.7959	460	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.6168	460	1
3_MACS_peak_23317_lociStitched	chr4	77608462	77613858	3	5254	8692.956	461	1	SHROOM3		ANKRD56	ANKRD56	NONE	461	1
3_MACS_peak_11936_lociStitched	chr17	4002639	4007441	3	4696	10848.6784	462	1	ZZEF1	CYB5D2	ZZEF1	CYB5D2	0.2942	462	1
4_MACS_peak_23045_lociStitched	chr4	38664609	38669633	4	4880	10165.0592	463	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.2491	463	1
1_MACS_peak_24991_lociStitched	chr5	109190758	109195647	1	4890	10050.8062	465	1	MAN2A1	LOC100289673	LOC100289673	LOC100289673	0.117	465	1
1_MACS_peak_1719_lociStitched	chr1	145434485	145439172	1	4688	10744.0101	466	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	0.9443	466	1
1_MACS_peak_451_lociStitched	chr1	25071725	25076819	1	5095	9226.2528	467	1	CLIC4		CLIC4	CLIC4	0.1958	467	1
4_MACS_peak_24734_lociStitched	chr5	76031686	76038110	4	5520	7085.0296	468	1		NCRUPAR,F2R	F2R	F2R	0.3409	468	1
4_MACS_peak_6104_lociStitched	chr11	118562286	118568475	4	5453	7443.5103	469	1		TREH	TREH	TREH	0.117	469	1
1_MACS_peak_4338_lociStitched	chr10	104402035	104406857	1	4823	10199.9766	470	1	TRIM8		TRIM8	TRIM8	0.644	470	1
3_MACS_peak_12700_lociStitched	chr17	40827078	40832487	3	4991	9562.0302	471	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	0.6611	471	1
3_MACS_peak_13141_lociStitched	chr17	62176904	62182802	3	5453	7361.2938	472	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.7322	472	1
3_MACS_peak_31702_lociStitched	chr9	112915854	112921318	3	5312	8099.2872	473	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4385	473	1
3_MACS_peak_4426_lociStitched	chr10	112171948	112177568	3	5269	8265.896	474	1			DUSP5	DUSP5	0.5998	474	1
2_MACS_peak_32855_lociStitched	chrX	109167143	109172335	2	5153	8782.268	475	1			TMEM164	TMEM164	NONE	475	1
2_MACS_peak_25443_lociStitched	chr5	149155966	149161377	2	5397	7572.1534	476	1	PPARGC1B		PPARGC1B	PPARGC1B	0.2038	476	1
2_MACS_peak_6960_lociStitched	chr12	49759968	49764743	2	4568	10932.3625	477	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.1945	477	1
1_MACS_peak_31461_lociStitched	chr9	93795500	93799533	1	4034	12386.9562	478	1		LOC100129316	LOC100129316	LOC100129316	0.1523	478	1
2_MACS_peak_18247_lociStitched	chr2	236407359	236412222	2	4670	10529.8539	479	1	AGAP1		AGAP1	AGAP1	0.1257	479	1
2_MACS_peak_32641_lociStitched	chrX	58148833	58154223	2	5319	7778.848	480	1			ZXDA	ZXDA	NONE	480	1
2_MACS_peak_9904_lociStitched	chr15	65183823	65188533	2	4665	10441.599	481	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.1756	481	1
1_MACS_peak_16037_lociStitched	chr2	33700209	33705054	1	4846	9772.8495	482	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2937	482	1
2_MACS_peak_28764_lociStitched	chr7	98475749	98480727	2	4807	9865.4004	483	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	1.0583	483	1
2_MACS_peak_12795_lociStitched	chr17	43516175	43521388	2	5089	8710.4017	484	1	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	0.5212	484	1
1_MACS_peak_18217_lociStitched	chr2	234873606	234878075	1	4470	10983.9082	485	1	TRPM8		TRPM8	TRPM8	0.2186	485	1
2_MACS_peak_21559_lociStitched	chr3	98487602	98492466	2	4773	9964.8768	486	1	ST3GAL6		ST3GAL6	ST3GAL6	0.6621	486	1
2_MACS_peak_6687_lociStitched	chr12	26274122	26279772	2	5264	7850.675	487	1	BHLHE41		BHLHE41	BHLHE41	0.756	487	1
1_MACS_peak_1791_lociStitched	chr1	149811522	149815637	1	4116	11952.8405	488	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2AC	1.4174	488	1
1_MACS_peak_15399_lociStitched	chr19	47614174	47617630	1	3457	13440.0384	489	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.3061	489	1
1_MACS_peak_23303_lociStitched	chr4	77117696	77122410	1	4715	10122.3722	490	1	SCARB2	NUP54	SCARB2	SCARB2	0.3903	490	1
5_MACS_peak_9974_lociStitched	chr15	68569323	68574796	5	5103	8553.7517	491	1	FEM1B	CLN6	FEM1B	FEM1B	0.6655	491	1
2_MACS_peak_24088_lociStitched	chr4	186227932	186233240	2	5207	8023.042	492	1	SNX25		LRP2BP	LRP2BP	NONE	492	1
3_MACS_peak_14330_lociStitched	chr19	659907	663876	3	3763	12744.459	493	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.5923	493	1
1_MACS_peak_24725_lociStitched	chr5	75696822	75700991	1	4170	11735.3181	494	1	IQGAP2		IQGAP2	IQGAP2	0.1748	494	1
2_MACS_peak_14837_lociStitched	chr19	16186567	16191162	2	4499	10759.652	495	1	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.5523	495	1
4_MACS_peak_19421_lociStitched	chr21	19152377	19158194	4	5148	8227.5648	496	1		C21orf91	C21orf91	C21orf91	0.3648	496	1
4_MACS_peak_16078_lociStitched	chr2	37600639	37606015	4	4921	9218.7648	497	1		QPCT	QPCT	QPCT	0.9479	497	1
2_MACS_peak_45_lociStitched	chr1	1708577	1713250	2	4441	10879.6786	498	1	NADK	SLC35E2,NADK	NADK	SLC35E2	0.4884	498	1
1_MACS_peak_1357_lociStitched	chr1	92948252	92953042	1	4791	9678.674	499	1	GFI1		GFI1	GFI1	0.5753	499	1
4_MACS_peak_12787_lociStitched	chr17	43388866	43395256	4	5278	7469.91	500	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.2459	500	1
3_MACS_peak_10803_lociStitched	chr16	11402178	11407224	3	4925	9113.076	501	1		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	C16orf75	0.2256	501	1
2_MACS_peak_25668_lociStitched	chr5	172260735	172265944	2	5104	8328.1492	502	1	ERGIC1		ERGIC1	ERGIC1	0.1531	502	1
3_MACS_peak_10296_lociStitched	chr15	86232143	86237573	3	5252	7540.641	503	1	AKAP13		AKAP13	AKAP13	0.1264	503	1
3_MACS_peak_29006_lociStitched	chr7	110719856	110725303	3	5365	6902.9831	504	1	IMMP2L	LRRN3	LRRN3	LRRN3	0.1629	504	1
1_MACS_peak_12751_lociStitched	chr17	42294478	42299381	1	4904	9113.2061	505	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.6486	505	1
3_MACS_peak_1792_lociStitched	chr1	149821500	149825466	3	3936	12164.9118	506	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	1.4174	506	1
2_MACS_peak_2717_lociStitched	chr1	206287038	206291700	2	4662	10012.1112	507	1	C1orf186	CTSE	C1orf186	C1orf186	0.3261	507	1
2_MACS_peak_508_lociStitched	chr1	27021413	27025422	2	3795	12484.4269	508	1	ARID1A		ARID1A	ARID1A	0.452	508	1
1_MACS_peak_2906_lociStitched	chr1	218336050	218339538	1	3489	13141.3888	509	1			RRP15	RRP15	NONE	509	1
3_MACS_peak_13408_lociStitched	chr17	74776336	74781740	3	4834	9297.582	510	1		MFSD11,MIR636,SRSF2	MFSD11	MIR636	0.9651	510	1
2_MACS_peak_7460_lociStitched	chr12	94583265	94588392	2	5093	8179.6158	511	1	PLXNC1		PLXNC1	PLXNC1	0.3858	511	1
4_MACS_peak_17693_lociStitched	chr2	192539423	192544513	4	4852	9205.774	512	1	OBFC2A		OBFC2A	OBFC2A	0.5802	512	1
1_MACS_peak_29750_lociStitched	chr8	22297700	22302302	1	4603	10032.36	514	1	PPP3CC		PPP3CC	PPP3CC	0.191	514	1
3_MACS_peak_4988_lociStitched	chr11	21432096	21437648	3	5186	7556.272	515	1	NELL1		NELL1	NELL1	0.0757	515	1
2_MACS_peak_23040_lociStitched	chr4	38310709	38316252	2	5199	7484.1586	516	1			PTTG2	PTTG2	NONE	516	1
2_MACS_peak_30749_lociStitched	chr8	142126606	142131577	2	4778	9365.364	517	1		DENND3	DENND3	DENND3	0.2182	517	1
1_MACS_peak_25761_lociStitched	chr5	176726700	176731705	1	5006	8388.8805	518	1	NSD1,PRELID1,RAB24	MXD3,LMAN2	RAB24	RAB24	0.9464	518	1
1_MACS_peak_21071_lociStitched	chr3	45634441	45639425	1	4985	8476.7872	519	1	LIMD1		LIMD1	LIMD1	0.3625	519	1
2_MACS_peak_17027_lociStitched	chr2	111877118	111881192	2	4005	11750.6382	520	1	BCL2L11		BCL2L11	BCL2L11	0.3437	520	1
3_MACS_peak_28061_lociStitched	chr7	25987040	25991878	3	4620	9864.1982	521	1	MIR148A		MIR148A	MIR148A	1.1739	521	1
2_MACS_peak_19664_lociStitched	chr21	43284423	43289682	2	4955	8526.4167	522	1	PRDM15		PRDM15	PRDM15	0.475	522	1
2_MACS_peak_18946_lociStitched	chr20	40720350	40724855	2	4436	10470.521	523	1	PTPRT		CHD6	CHD6	NONE	523	1
2_MACS_peak_7388_lociStitched	chr12	89744233	89749070	2	4683	9589.8362	524	1	DUSP6		DUSP6	DUSP6	1.0476	524	1
3_MACS_peak_24144_lociStitched	chr5	188367	192788	3	3943	11849.6063	525	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	0.972	525	1
2_MACS_peak_24020_lociStitched	chr4	185186156	185191501	2	4909	8659.969	526	1		ENPP6	ENPP6	ENPP6	0.0698	526	1
2_MACS_peak_3682_lociStitched	chr10	43901108	43905527	2	4389	10564.0614	527	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.7011	527	1
2_MACS_peak_15750_lociStitched	chr2	10259876	10264021	2	4100	11410.356	528	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.7072	528	1
1_MACS_peak_4350_lociStitched	chr10	104539118	104543780	1	4663	9627.4962	529	1	C10orf26		C10orf26	C10orf26	0.5323	529	1
1_MACS_peak_2652_lociStitched	chr1	203732014	203735676	1	3663	12481.927	530	1	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	0.7998	530	1
3_MACS_peak_30674_lociStitched	chr8	133962012	133967732	3	5282	6725.576	531	1	TG		TG	TG	0.1484	531	1
1_MACS_peak_16245_lociStitched	chr2	47546291	47550801	1	4511	10120.44	532	1		EPCAM	EPCAM	EPCAM	0.0761	532	1
2_MACS_peak_12908_lociStitched	chr17	47822686	47827411	2	4618	9727.83	533	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.4634	533	1
1_MACS_peak_28716_lociStitched	chr7	92461390	92466002	1	4613	9668.1356	534	1	CDK6		CDK6	CDK6	0.3079	534	1
