GENE_ID	locusLine	bin_1_31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45.bam
NM_001195263	chr10(.):102762439-102795914	0.2382
NM_024326	chr10(.):104174570-104187893	0.5656
NM_002779	chr10(.):104157375-104183901	0.5396
NM_024040	chr10(.):104178001-104197423	0.5705
NM_002502	chr10(.):104150431-104167281	0.7349
NM_001077494	chr10(.):104149338-104167281	0.6949
NM_001077493	chr10(.):104149228-104167281	0.6909
NR_030169	chr10(.):104191268-104201341	0.4126
NM_024886	chr10(.):104204593-104216300	0.3768
NM_030912	chr10(.):104399251-104423076	0.6118
NM_001083913	chr10(.):104498726-104581021	0.3115
NM_017787	chr10(.):104530887-104581021	0.3628
NR_024552	chr10(.):105201542-105217162	0.3231
NM_001129742	chr10(.):105227560-105243997	0.4018
NM_001001412	chr10(.):105208143-105223648	0.3465
NM_004210	chr10(.):105248734-105357309	0.3196
NM_005871	chr10(.):112047797-112069707	0.1537
NM_004419	chr10(.):112252624-112276302	0.6031
NM_014468	chr10(.):135046407-135060433	0.2102
NM_001109	chr10(.):135070919-135095407	0.5391
NM_145806	chr10(.):135117422-135131666	0.4171
NM_006659	chr10(.):135088137-135127644	0.4165
NM_003577	chr10(.):135038777-135050062	0.1297
NR_030170	chr10(.):135056014-135066124	0.2336
NM_207127	chr10(.):135187740-135210198	0.4753
NM_138384	chr10(.):135202620-135239174	0.2878
NM_145202	chr10(.):135155843-135171187	0.1691
NM_001012508	chr10(.):135229169-135243121	0.1497
NM_001098483	chr10(.):135163794-135176529	0.1936
NM_004092	chr10(.):135170986-135191908	0.2072
NR_037509	chr10(.):135180059-135190167	0.1925
NM_001127388	chr10(.):135475370-135490275	0.4338
NM_001127388	chr10(.):135478680-135496883	0.5035
NM_001080998	chr10(.):135433602-135445299	0.117
NM_033178	chr10(.):135475368-135490275	0.4338
NM_033178	chr10(.):135478677-135493584	0.5016
NM_001127388	chr10(.):135485278-135500193	0.5289
NM_001127386	chr10(.):135475367-135490275	0.4338
NM_001127386	chr10(.):135478677-135496883	0.5035
NM_012147	chr10(.):135488659-135503492	0.8999
NM_012147	chr10(.):135478741-135493584	0.5021
NM_012147	chr10(.):135475431-135490275	0.4354
NR_024469	chr11(.):67080309-67164158	0.3553
NM_006819	chr11(.):63948586-63977020	0.4743
NM_002335	chr11(.):68075107-68221743	0.2148
NM_002855	chr11(.):119526702-119604435	0.3506
NM_203285	chr11(.):119503807-119604435	0.3063
NM_181798	chr11(.):2477683-2875340	0.1904
NM_000218	chr11(.):2461220-2875340	0.1926
NM_030962	chr11(.):9795213-10320754	0.0766
NM_002556	chr11(.):59336870-59388617	0.1458
NM_024092	chr11(.):60676370-60695915	0.6492
NM_001012662	chr11(.):62618483-62661355	0.3872
NM_001013251	chr11(.):62643343-62661355	0.4687
NM_001012661	chr11(.):62618517-62661353	0.3868
NM_024060	chr11(.):62196015-62319332	0.2467
NR_037193	chr11(.):62644170-62661355	0.4801
NM_014067	chr11(.):63761029-63938585	0.1857
NM_003273	chr11(.):64874340-64888707	0.6474
NM_005438	chr11(.):65654691-65672997	0.6431
NM_001077241	chr11(.):65137662-65155142	0.4952
NR_002819	chr11(.):65260232-65278939	0.9672
NM_030930	chr11(.):67753574-67776593	0.7248
NM_001876	chr11(.):68517350-68614399	0.2559
NM_001031847	chr11(.):68517087-68614399	0.2559
NM_006645	chr11(.):72460773-72509750	0.2509
NM_014824	chr11(.):72542789-72858143	0.1115
NR_033839	chr11(.):126206611-126230482	0.2204
NM_002017	chr11(.):128558812-128688162	0.2997
NM_001167681	chr11(.):128557388-128688162	0.299
NM_182612	chr11(.):762222-782487	0.3033
NM_006755	chr11(.):742431-770024	0.2962
NR_002585	chr11(.):806680-816814	0.6481
NM_001025239	chr11(.):837823-872116	0.304
NM_001025234	chr11(.):839080-872116	0.3078
NM_145886	chr11(.):794178-810250	0.7202
NM_016564	chr11(.):782109-795126	0.3389
NM_021128	chr11(.):834720-847529	0.4244
NM_139029	chr11(.):827951-843835	0.5037
NM_173584	chr11(.):822584-836991	0.459
NM_024698	chr11(.):785474-801263	0.4848
NM_001004	chr11(.):804935-817876	0.6507
NM_001025237	chr11(.):839445-872116	0.3081
NM_020376	chr11(.):813900-830571	0.4525
NM_001191060	chr11(.):785474-802995	0.46
NM_001191061	chr11(.):785474-803269	0.4567
NM_001025235	chr11(.):837940-872116	0.3033
NM_002555	chr11(.):2918511-2951476	0.2903
NM_001122631	chr11(.):2899447-2911995	0.3403
NM_003311	chr11(.):2944502-2955650	0.5779
NR_024627	chr11(.):2886262-2898336	0.1455
NM_007105	chr11(.):2904326-2930175	0.4055
NM_183233	chr11(.):2915950-2951476	0.2851
NM_006284	chr11(.):6627072-6638445	0.3534
NM_000391	chr11(.):6628996-6645692	0.3533
NM_003737	chr11(.):6637557-6682074	0.1898
NM_001014794	chr11(.):6619963-6637099	0.4404
NM_001014795	chr11(.):6620206-6637099	0.4461
NM_015324	chr11(.):6616151-6629811	0.3856
NM_001124	chr11(.):10321641-10333923	1.1548
NM_001004711	chr11(.):59277385-59288330	0.0874
NM_001004706	chr11(.):59266048-59276984	0.0678
NR_036120	chr11(.):59357549-59367631	0.0994
NM_004778	chr11(.):60613397-60628444	0.2278
NM_207341	chr11(.):60630014-60648164	0.3438
NM_024098	chr11(.):60604428-60623561	0.5553
NM_014502	chr11(.):60653019-60679061	0.4212
NM_016582	chr11(.):60699554-60724257	0.2393
NM_178031	chr11(.):60686912-60709631	0.2196
NM_022830	chr11(.):62337516-62364109	0.4294
NM_012200	chr11(.):62377767-62394448	0.5459
NM_153265	chr11(.):62364690-62385237	0.5959
NM_004739	chr11(.):62355674-62374303	0.6696
NM_000327	chr11(.):62375212-62387592	0.4586
NM_001404	chr11(.):62322072-62346460	0.4969
NM_001620	chr11(.):62278373-62319332	0.305
NM_203422	chr11(.):62448875-62462371	0.1929
NM_015853	chr11(.):62438971-62451527	0.5992
NM_001130702	chr11(.):62452746-62482046	0.3251
NM_032667	chr11(.):62452746-62478787	0.3316
NM_001043229	chr11(.):62427778-62439923	0.741
NM_001085372	chr11(.):62434125-62446162	0.5236
NM_173810	chr11(.):62490951-62511108	0.4085
NM_001122955	chr11(.):62452746-62480200	0.3228
NM_198335	chr11(.):62387299-62419104	0.3196
NM_024099	chr11(.):62425288-62444241	0.5802
NM_012202	chr11(.):62470113-62481678	0.5379
NR_004390	chr11(.):62427893-62438042	0.5506
NM_001079559	chr11(.):62477219-62499821	0.45
NM_030628	chr11(.):62409319-62425774	0.475
NR_002565	chr11(.):62618036-62628103	0.5119
NM_199337	chr11(.):62549873-62562872	0.5181
NM_003164	chr11(.):62569368-62604560	0.3552
NM_018093	chr11(.):62595382-62612628	0.781
NR_003098	chr11(.):62614459-62628360	0.4481
NR_002561	chr11(.):62616134-62626204	0.5433
NR_002560	chr11(.):62615797-62625865	0.5448
NR_002559	chr11(.):62616375-62626440	0.5406
NR_000008	chr11(.):62615381-62625507	0.5459
NR_002564	chr11(.):62617763-62627838	0.5177
NR_002563	chr11(.):62617483-62627555	0.5203
NR_002562	chr11(.):62617092-62627167	0.5258
NM_001081491	chr11(.):62554597-62577964	0.4136
NM_001080501	chr11(.):62552786-62564486	0.548
NM_004470	chr11(.):64003412-64016607	0.7225
NM_000932	chr11(.):64013994-64041924	0.5235
NM_005528	chr11(.):63992752-64006753	0.5612
NM_001160390	chr11(.):63986270-63998726	0.4959
NM_032344	chr11(.):63988737-64002488	0.5295
NM_004322	chr11(.):64032299-64057176	0.5477
NM_178443	chr11(.):63969151-63996363	0.3592
NM_057092	chr11(.):64004587-64016607	0.7604
NM_012094	chr11(.):64080568-64094283	0.5397
NM_033310	chr11(.):64053792-64072503	0.4069
NM_003377	chr11(.):63997265-64011259	0.7044
NM_020155	chr11(.):64048581-64061972	0.4453
NM_001135208	chr11(.):64003603-64016607	0.7264
NM_001039496	chr11(.):64062862-64077239	0.5805
NM_016404	chr11(.):64079164-64090033	0.6473
NM_001170726	chr11(.):64046810-64061972	0.4211
NM_001160393	chr11(.):63986270-63998341	0.4821
NM_001170881	chr11(.):64047284-64061972	0.4297
NM_001177358	chr11(.):64047282-64061972	0.4296
NM_004451	chr11(.):64068043-64089210	0.6678
NM_138689	chr11(.):64006950-64019413	0.7983
NM_032251	chr11(.):64102689-64130006	0.3479
NM_000244	chr11(.):64565985-64583188	0.3644
NM_130803	chr11(.):64565985-64583766	0.3575
NM_004579	chr11(.):64551608-64575713	0.2293
NM_017525	chr11(.):64586661-64617041	0.2813
NM_130800	chr11(.):64565985-64583035	0.3658
NM_130802	chr11(.):64565985-64583213	0.364
NR_029829	chr11(.):64653826-64663911	0.3234
NM_006795	chr11(.):64615207-64651191	0.5213
NR_029578	chr11(.):64653608-64663718	0.3219
NM_013299	chr11(.):64803375-64817300	0.3711
NM_005468	chr11(.):64807294-64831009	0.3856
NM_080668	chr11(.):64839926-64856615	0.4254
NM_006782	chr11(.):64846693-64860874	0.6062
NM_013265	chr11(.):64858682-64884180	0.4399
NR_037567	chr11(.):64884654-64899841	0.5212
NM_172230	chr11(.):64889750-64907003	0.5358
NM_001997	chr11(.):64883098-64894672	0.678
NM_004927	chr11(.):64884715-64899841	0.5155
NM_014205	chr11(.):64878874-64890170	0.8467
NM_001008778	chr11(.):64932706-64945688	0.1589
NM_006268	chr11(.):65096345-65125451	0.2546
NM_145719	chr11(.):65117281-65130082	0.3213
NR_028272	chr11(.):65185268-65199003	1.5331
NR_030343	chr11(.):65206928-65217028	0.6673
NM_031904	chr11(.):65149040-65185995	0.4646
NM_032223	chr11(.):65378782-65409910	0.3694
NM_001098785	chr11(.):65334819-65346669	0.8321
NM_021070	chr11(.):65301029-65330699	0.4787
NM_033455	chr11(.):65355325-65368467	0.529
NM_001099409	chr11(.):65338508-65365116	0.5667
NM_002419	chr11(.):65360225-65386720	0.3428
NM_001048218	chr11(.):65287547-65311182	0.3849
NM_006396	chr11(.):65332942-65344239	0.8321
NM_198897	chr11(.):65646210-65661010	0.5856
NM_001335	chr11(.):65642283-65656212	0.4294
NM_025128	chr11(.):65622871-65638914	0.6496
NM_005507	chr11(.):65617284-65630804	0.7313
NM_152760	chr11(.):65596409-65626172	0.3207
NM_016938	chr11(.):65628911-65645340	0.3761
NM_006848	chr11(.):65652874-65664106	0.7439
NM_006442	chr11(.):65681727-65694048	0.5335
NM_152762	chr11(.):65708114-65732434	0.3078
NM_001135635	chr11(.):65679282-65691531	0.5523
NM_017857	chr11(.):67065918-67085078	0.2582
NM_198517	chr11(.):67166411-67182560	0.4908
NM_004584	chr11(.):67154422-67170883	0.5179
NM_002708	chr11(.):67160651-67174376	0.4173
NM_001166212	chr11(.):67126638-67146648	0.2854
NM_013246	chr11(.):67126638-67146206	0.2864
NM_021173	chr11(.):67114018-67126052	0.7086
NM_000852	chr11(.):67346065-67359124	0.6172
NM_007103	chr11(.):67369322-67385012	0.5327
NM_181843	chr11(.):67390408-67402401	0.5583
NR_033791	chr11(.):67375994-67388135	0.516
NM_001161473	chr11(.):67771047-67801743	0.5397
NM_006053	chr11(.):67805446-67823366	0.4737
NM_006019	chr11(.):67801482-67823366	0.4275
NM_002496	chr11(.):67793083-67809114	0.6034
NM_000694	chr11(.):67772789-67801743	0.5172
NM_022338	chr11(.):68023802-68044469	0.5333
NM_138768	chr11(.):69056621-69069754	0.8419
NM_033388	chr11(.):72520450-72545680	0.5778
NM_032871	chr11(.):73082712-73113519	0.3412
NM_152222	chr11(.):73082404-73113519	0.3412
NM_014786	chr11(.):73014662-73085425	0.2619
NR_026691	chr11(.):117852105-117877199	0.4063
NM_007180	chr11(.):118523941-118555381	0.1703
NM_032966	chr11(.):118759100-118771971	0.3228
NM_001716	chr11(.):118749540-118771971	0.2751
NM_006760	chr11(.):118822007-118834269	0.1952
NM_182557	chr11(.):118761850-118786613	0.3036
NM_181721	chr11(.):118837416-118856995	0.1498
NM_000190	chr11(.):118950586-118969259	0.4319
NM_002105	chr11(.):118959584-118971177	0.4573
NM_001024382	chr11(.):118953696-118969259	0.4889
NM_001130991	chr11(.):118909895-118932925	0.359
NM_015517	chr11(.):118987287-119010765	0.2067
NM_006389	chr11(.):118909895-118932916	0.3591
NM_014807	chr11(.):118973092-118992827	0.3952
NM_021729	chr11(.):118933492-118957688	0.3481
NM_001382	chr11(.):118962212-118977785	0.6397
NM_001142505	chr11(.):119015298-119038374	0.2163
NM_022169	chr11(.):119014749-119038374	0.2155
NM_203286	chr11(.):119540098-119604435	0.3831
NM_017547	chr11(.):126134054-126153027	0.3035
NM_014026	chr11(.):126168646-126220644	0.318
NM_148910	chr11(.):126147981-126168071	0.2382
NM_001177842	chr11(.):126127813-126143877	0.2864
NM_006278	chr11(.):126221095-126289533	0.1645
NM_014325	chr12(.):109033886-109130295	0.2101
NM_020375	chr12(.):4425358-4474190	0.1371
NM_007273	chr12(.):7069516-7084891	0.6348
NM_001144831	chr12(.):7069514-7084916	0.6354
NM_014262	chr12(.):6932571-6954018	0.3078
NM_006143	chr12(.):12808994-12854121	0.1492
NM_000966	chr12(.):53599352-53631036	0.511
NM_001042728	chr12(.):53599352-53619150	0.6166
NM_013449	chr12(.):56984379-57035163	0.3132
NM_001172697	chr12(.):58171527-58201639	0.1815
NM_005761	chr12(.):94537498-94704225	0.2193
NM_002595	chr12(.):96667038-96799366	0.1171
NM_014706	chr12(.):108910990-108960165	0.2739
NM_018984	chr12(.):109171465-109256359	0.2878
NM_001759	chr12(.):4377901-4419522	0.606
NM_001193457	chr12(.):6643693-6670249	0.3909
NM_006170	chr12(.):6661036-6682480	0.3418
NM_002046	chr12(.):6638656-6652536	0.8603
NM_014865	chr12(.):6598297-6646132	0.3587
NM_016497	chr12(.):6596315-6607471	0.3451
NR_004387	chr12(.):6614387-6624717	0.1271
NR_003012	chr12(.):6685638-6695775	0.157
NM_014449	chr12(.):6925962-6941583	0.2615
NR_027483	chr12(.):6972277-6985110	0.6266
NM_001975	chr12(.):7018613-7037859	0.6111
NM_002831	chr12(.):7055433-7075479	1.1327
NM_001159287	chr12(.):6971583-6985110	0.6006
NR_029779	chr12(.):7067861-7077929	0.8929
NM_031299	chr12(.):6952971-6965456	0.4727
NM_080548	chr12(.):7050739-7075479	1.1324
NM_001146316	chr12(.):6975099-6987449	0.6371
NM_001098536	chr12(.):6956284-6980795	0.4267
NM_000365	chr12(.):6971692-6985110	0.6048
NM_001007026	chr12(.):7028625-7056484	0.6998
NM_006992	chr12(.):7008896-7028406	0.3721
NM_001940	chr12(.):7032479-7056484	0.665
NM_032641	chr12(.):6975099-6987521	0.6341
NR_003010	chr12(.):7071499-7081769	0.6526
NR_033796	chr12(.):6988845-6999902	0.1458
NM_002075	chr12(.):6944374-6961557	0.3838
NR_002803	chr12(.):6988144-6998768	0.117
NM_138425	chr12(.):7048202-7060165	0.818
NR_029682	chr12(.):7068259-7078354	0.8443
NM_003481	chr12(.):6956290-6980795	0.4268
NM_005768	chr12(.):7080346-7130842	0.1615
NM_006331	chr12(.):7074943-7090165	0.4358
NR_036052	chr12(.):9387065-9397147	0.0884
NR_036052	chr12(.):12259885-12269967	0.1138
NM_004064	chr12(.):12865301-12880305	1.0034
NR_030344	chr12(.):12912582-12922677	0.0981
NM_001130415	chr12(.):12873850-12949399	0.2273
NM_030762	chr12(.):26267958-26283003	0.6665
NM_001098532	chr12(.):48123452-48157181	0.3546
NM_017842	chr12(.):48161966-48181536	0.3088
NM_006105	chr12(.):48123452-48157244	0.3545
NM_001098531	chr12(.):48123452-48157889	0.3533
NM_001098416	chr12(.):48171506-48218763	0.4685
NM_001971	chr12(.):51717226-51745463	0.3345
NM_016293	chr12(.):51669821-51722938	0.2789
NM_001004304	chr12(.):53569534-53589654	0.5606
NM_000889	chr12(.):53580106-53606000	1.0866
NM_015989	chr12(.):53546446-53579430	0.2444
NM_001170790	chr12(.):53640369-53653190	0.2563
NM_032889	chr12(.):53640875-53653190	0.2491
NM_015665	chr12(.):53696239-53720412	0.4087
NM_021640	chr12(.):53688469-53705965	0.3637
NM_002624	chr12(.):53684234-53698234	0.4332
NM_152860	chr12(.):53715359-53734537	0.3887
NM_001173467	chr12(.):53715359-53735004	0.3851
NM_001164691	chr12(.):53812638-53830318	0.2168
NM_003109	chr12(.):53769427-53815226	0.23
NM_138473	chr12(.):53768978-53815226	0.2304
NR_003046	chr12(.):57032463-57042538	0.4062
NM_001686	chr12(.):57026958-57044852	0.5533
NM_005594	chr12(.):57101210-57124066	0.4005
NR_002737	chr12(.):57033810-57043885	0.4006
NM_001113203	chr12(.):57101210-57124326	0.3972
NM_006601	chr12(.):57052124-57087078	0.4423
NM_020142	chr12(.):57623685-57639475	0.76
NM_001166357	chr12(.):57619142-57633718	0.5324
NR_029416	chr12(.):57618827-57633718	0.5286
NR_029417	chr12(.):57618355-57633718	0.5247
NR_029415	chr12(.):57619110-57633718	0.5326
NM_007224	chr12(.):57605577-57625232	0.3929
NM_145064	chr12(.):57632241-57649969	0.536
NR_031597	chr12(.):57583286-57593359	0.2392
NM_138396	chr12(.):58143899-58158689	0.4772
NM_023033	chr12(.):58157350-58170914	0.5898
NM_014770	chr12(.):58113993-58140940	0.318
NM_000785	chr12(.):58151116-58165976	0.4302
NM_015433	chr12(.):58161382-58181324	0.4391
NM_001017956	chr12(.):58082737-58120340	0.1725
NM_005981	chr12(.):58133783-58147026	0.5937
NR_027032	chr12(.):58115022-58127139	0.2847
NM_000075	chr12(.):58137002-58151164	0.6093
NM_001122772	chr12(.):58113993-58137029	0.277
NM_001946	chr12(.):89736836-89751296	0.7446
NM_007076	chr12(.):108904050-108918380	0.3879
NM_213595	chr12(.):108951293-108968160	0.6015
NM_181724	chr12(.):108978621-108996894	0.1999
NM_003006	chr12(.):109010679-109032670	1.1055
NM_001161331	chr12(.):109180694-109226327	0.2004
NM_019034	chr12(.):122210659-122236594	0.2528
NR_002809	chr12(.):122228172-122246390	0.423
NM_015048	chr12(.):122237637-122275562	0.1722
NM_024667	chr12(.):123344874-123385712	0.3738
NM_000820	chr13(.):114518521-114572046	0.5486
NM_007368	chr13(.):114742193-114903095	0.3913
NM_004800	chr13(.):100148727-100220276	0.1661
NM_198217	chr13(.):111360082-111378421	0.4929
NM_024537	chr13(.):111288756-111363480	0.2072
NM_198218	chr13(.):111360609-111378421	0.5061
NM_198219	chr13(.):111360624-111378421	0.5065
NM_005537	chr13(.):111362358-111378421	0.5425
NM_001143945	chr13(.):114518521-114544017	0.4139
NM_001143946	chr13(.):114518521-114541714	0.4211
NR_024609	chr13(.):114581609-114631485	0.2452
NM_001080414	chr14(.):91732666-91889133	0.3078
NM_024496	chr14(.):77485885-77500034	0.4592
NM_001311	chr14(.):105948256-105960124	0.7861
NM_001134877	chr14(.):105951519-105970585	0.5904
NM_001134876	chr14(.):105952585-105970585	0.6122
NM_001312	chr14(.):105936130-105951500	0.2058
NM_025268	chr14(.):105987952-106001539	0.3464
NM_001198983	chr14(.):105951191-105970585	0.5828
NM_015492	chr15(.):75489220-75509510	0.5831
NR_031680	chr15(.):69111302-69494862	0.1071
NM_001211	chr15(.):40448209-40518337	0.1314
NM_006537	chr15(.):63791809-63888663	0.1547
NM_006305	chr15(.):69065874-69118261	0.274
NM_020908	chr15(.):70335542-70395256	0.3646
NM_006465	chr15(.):74828547-74895472	0.2772
NM_172217	chr15(.):81512639-81610104	0.2383
NM_001172128	chr15(.):81484218-81610104	0.201
NM_018671	chr15(.):91473214-91502323	0.5277
NM_001039675	chr15(.):91468409-91502323	0.4906
NR_028067	chr15(.):22408461-22419395	0.0866
NM_015995	chr15(.):31614082-31675102	0.5529
NM_003134	chr15(.):40322890-40336389	0.2089
NM_001003942	chr15(.):40375091-40403287	0.613
NM_033503	chr15(.):40375091-40403639	0.6096
NM_001003940	chr15(.):40375091-40406075	0.5913
NM_001142776	chr15(.):41240635-41253717	0.4802
NM_020857	chr15(.):41181627-41201173	0.5114
NM_019074	chr15(.):41216530-41236258	0.4838
NM_001145112	chr15(.):44952929-44974086	0.385
NM_182985	chr15(.):45023559-45065025	0.1011
NM_004048	chr15(.):44998684-45015357	0.4397
NR_026808	chr15(.):69091159-69104440	0.1285
NR_036197	chr15(.):69089188-69099264	0.1076
NR_030714	chr15(.):70366710-70376807	0.2052
NM_003992	chr15(.):74895712-74927542	0.4687
NM_001130028	chr15(.):74902334-74927542	0.5343
NM_001127190	chr15(.):75069424-75100539	0.7558
NM_000761	chr15(.):75036183-75053941	0.1556
NM_000499	chr15(.):75006882-75022877	0.2436
NM_021819	chr15(.):75100193-75123099	0.2378
NM_001030005	chr15(.):75113950-75129136	0.201
NM_021823	chr15(.):75310926-75348067	0.5615
NM_138967	chr15(.):75282875-75318836	0.3486
NM_015477	chr15(.):75656719-75748926	0.236
NM_001145358	chr15(.):75656719-75749087	0.236
NM_001145357	chr15(.):75656719-75753124	0.2332
NM_004513	chr15(.):81584253-81610104	0.5783
NM_181900	chr15(.):81600006-81621524	0.3864
NM_022767	chr15(.):89159526-89180512	0.4074
NR_029606	chr15(.):89150055-89160165	0.1264
NM_002201	chr15(.):89177038-89203879	0.5952
NR_031590	chr15(.):89146337-89156428	0.1321
NM_002168	chr15(.):90622211-90650708	0.5296
NM_198925	chr15(.):90739561-90777892	0.3139
NM_001013657	chr15(.):90772486-90790312	0.3638
NM_020210	chr15(.):90723151-90777892	0.3857
NM_006384	chr15(.):90768476-90782279	0.4228
NM_001143785	chr15(.):91422664-91444006	0.2638
NM_198527	chr15(.):91469154-91480774	0.8036
NM_001143784	chr15(.):91423275-91444006	0.2668
NM_006122	chr15(.):91442419-91470815	0.275
NM_002005	chr15(.):91422687-91444006	0.2635
NM_001017919	chr15(.):91493105-91511355	0.3747
NM_001114	chr16(.):50316822-50357043	0.1816
NM_152652	chr16(.):30402056-30415715	0.4616
NM_003502	chr16(.):332439-407676	0.2021
NM_022493	chr16(.):774768-795997	0.4388
NM_018032	chr16(.):233969-284449	0.2079
NM_002434	chr16(.):123168-140843	0.4118
NM_201412	chr16(.):233973-284449	0.2079
NM_001172666	chr16(.):635076-684273	0.262
NM_021168	chr16(.):635172-684273	0.2623
NM_001172663	chr16(.):634356-684273	0.2604
NM_001172664	chr16(.):634668-684273	0.26
NM_001015054	chr16(.):122017-140843	0.4258
NM_014700	chr16(.):470667-577481	0.1949
NM_001009606	chr16(.):1956464-1973231	0.2291
NM_024507	chr16(.):3009216-3023381	0.6049
NM_002613	chr16(.):2582969-2658189	0.2649
NM_018992	chr16(.):2727494-2764031	0.3482
NM_015914	chr16(.):11767942-11841648	0.6011
NR_027155	chr16(.):21453003-21518552	0.2077
NM_013302	chr16(.):22212591-22305066	0.1921
NM_000078	chr16(.):56990834-57022756	0.2848
NM_001018159	chr16(.):66831780-66869879	0.1774
NM_004691	chr16(.):67466916-67520089	0.2203
NM_001191022	chr16(.):67591309-67678088	0.2128
NM_012320	chr16(.):68274246-68299961	0.7077
NM_001030007	chr16(.):71757904-71847976	0.1747
NM_002661	chr16(.):81807929-81996899	0.12
NM_175931	chr16(.):88936262-89012608	0.104
NM_005187	chr16(.):88936262-89048504	0.173
NM_016310	chr16(.):91978-108632	0.3565
NM_024571	chr16(.):98828-112669	0.4258
NM_022450	chr16(.):103057-127629	0.3914
NM_005331	chr16(.):225332-236178	0.2731
NM_183337	chr16(.):313309-330914	0.1876
NM_006849	chr16(.):328117-342209	0.163
NM_001176	chr16(.):325605-338003	0.1637
NM_032039	chr16(.):279800-321119	0.2603
NM_021259	chr16(.):415775-436950	0.3013
NM_005009	chr16(.):442191-455754	0.4824
NM_020664	chr16(.):446857-467487	0.3097
NR_024453	chr16(.):427240-447960	0.3729
NM_006428	chr16(.):412383-425569	0.2685
NM_032259	chr16(.):729701-745400	0.5261
NM_001031737	chr16(.):767581-781473	0.5867
NM_001040162	chr16(.):679428-691347	0.4851
NM_138418	chr16(.):686848-703474	0.5423
NM_023933	chr16(.):766157-777590	0.6012
NM_032304	chr16(.):772265-784715	0.4067
NM_138769	chr16(.):713132-729171	0.3319
NM_005861	chr16(.):725114-737768	0.4242
NM_003961	chr16(.):721074-733267	0.3243
NM_053284	chr16(.):676011-689116	0.4456
NM_207112	chr16(.):771957-784715	0.409
NM_145294	chr16(.):694362-722829	0.3948
NM_153350	chr16(.):737499-760825	0.2962
NM_001005920	chr16(.):726666-739439	0.4448
NM_024042	chr16(.):760172-772480	0.5345
NM_005823	chr16(.):805764-823865	0.1619
NM_013404	chr16(.):806072-823865	0.1626
NR_030384	chr16(.):815182-825277	0.1718
NM_001177355	chr16(.):805765-823865	0.1619
NM_005262	chr16(.):2029149-2042750	0.455
NM_144603	chr16(.):2023917-2036440	0.3256
NM_172168	chr16(.):2024040-2036184	0.3299
NM_002952	chr16(.):2007061-2019827	0.6513
NR_002327	chr16(.):2007334-2017467	0.7691
NR_002326	chr16(.):2007973-2018107	0.7611
NM_178167	chr16(.):2042767-2064763	0.3572
NM_004548	chr16(.):2004516-2016976	0.6567
NM_001099456	chr16(.):2064520-2075756	0.3304
NM_016332	chr16(.):1983233-1998294	0.282
NM_005061	chr16(.):1989579-2009679	0.3386
NM_006453	chr16(.):2017063-2033751	0.4514
NR_003142	chr16(.):2009996-2020505	0.5772
NR_003020	chr16(.):2010184-2020311	0.5835
NM_004209	chr16(.):2034945-2049276	0.3495
NM_174903	chr16(.):2011874-2023976	0.7876
NM_025108	chr16(.):2505114-2519964	0.3413
NM_001199107	chr16(.):2520146-2560734	0.2544
NM_006181	chr16(.):2516499-2529146	0.352
NM_015944	chr16(.):2565362-2584732	0.4694
NM_001145815	chr16(.):2565362-2585955	0.4531
NM_001048212	chr16(.):2575035-2586409	0.5058
NR_036139	chr16(.):2576922-2587006	0.5456
NM_001198569	chr16(.):2558726-2575224	0.4346
NM_001694	chr16(.):2558870-2575224	0.4351
NR_024492	chr16(.):2683982-2701130	0.2243
NM_031948	chr16(.):2757422-2775552	0.3598
NM_022119	chr16(.):2897727-2913171	0.1961
NM_001142499	chr16(.):2928195-2954383	0.2779
NM_032296	chr16(.):2956979-3006209	0.2644
NM_020912	chr16(.):2956979-2995158	0.2653
NM_020982	chr16(.):3057456-3069506	0.2724
NM_152341	chr16(.):3014341-3028485	0.5164
NM_016639	chr16(.):3065312-3077383	0.457
NM_021195	chr16(.):3059712-3073188	0.3249
NR_033861	chr16(.):3034054-3049510	0.2097
NM_004203	chr16(.):3017791-3035540	0.5687
NM_004220	chr16(.):3180056-3197805	0.2978
NM_001134655	chr16(.):3180133-3197805	0.2951
NM_012360	chr16(.):3249246-3260185	0.1357
NR_002169	chr16(.):3260561-3271546	0.1509
NR_024167	chr16(.):3155460-3170599	0.2864
NM_001042428	chr16(.):3157562-3175518	0.3198
NM_003498	chr16(.):11757288-11778015	0.7742
NM_001130007	chr16(.):11956984-12015519	0.1828
NM_001130006	chr16(.):11956984-12014825	0.1821
NM_001192	chr16(.):12053963-12066925	0.7499
NM_032167	chr16(.):12065601-12152141	0.2184
NR_002594	chr16(.):21524229-21536765	0.9858
NM_001039182	chr16(.):29459913-29471285	0.7437
NM_001017389	chr16(.):29462126-29481280	0.738
NM_003166	chr16(.):29462126-29481301	0.7396
NM_178044	chr16(.):29460821-29474545	0.7562
NR_002454	chr16(.):29455665-29466236	0.5836
NR_002556	chr16(.):29471288-29483899	0.6906
NR_037608	chr16(.):29461411-29481301	0.7238
NM_001017390	chr16(.):29466206-29481301	0.5975
NR_024370	chr16(.):29870003-29884374	0.3409
NM_002383	chr16(.):29812854-29827504	0.8246
NR_015396	chr16(.):29870154-29884374	0.3432
NM_145239	chr16(.):29818408-29832202	0.8554
NM_007317	chr16(.):29797057-29821706	0.5429
NM_006319	chr16(.):29864677-29879578	0.3123
