REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
2_MACS_peak_17981_lociStitched	chr19	48492727	48493733	2	981	789.9112	79.474
2_MACS_peak_2843_lociStitched	chr1	20662642	20663647	2	933	787.719	87.23400000000001
2_MACS_peak_7190_lociStitched	chr11	69673483	69674487	2	658	555.1116	86.2436
1_MACS_peak_24463_lociStitched	chr4	2052792	2053796	1	1005	801.3928	38.8548
2_MACS_peak_16070_lociStitched	chr19	15091949	15092951	2	728	626.3502	41.4828
1_MACS_peak_19337_lociStitched	chr2	232707567	232708569	1	1003	666.2298000000001	197.59439999999998
2_MACS_peak_23512_lociStitched	chr22	49511672	49512674	2	760	691.881	33.4668
2_MACS_peak_718_lociStitched	chr1	3367031	3368032	2	759	790.5898	71.87180000000001
1_MACS_peak_4251_lociStitched	chr1	145978878	145979879	1	1002	778.9782	144.6445
1_MACS_peak_11131_lociStitched	chr16	90004844	90005845	1	1002	750.3496	25.525499999999997
2_MACS_peak_12102_lociStitched	chr17	26563247	26564248	2	683	613.0124000000001	34.034
1_MACS_peak_8499_lociStitched	chr12	57858146	57859146	1	1001	761.7	103.0
1_MACS_peak_11055_lociStitched	chr16	88612223	88613223	1	1001	823.5	39.5
1_MACS_peak_18912_lociStitched	chr2	26876069	26877069	1	1001	848.6	71.6
2_MACS_peak_19722_lociStitched	chr20	34999216	35000216	2	920	737.9	91.89999999999999
1_MACS_peak_5532_lociStitched	chr10	133953959	133954958	1	1000	901.8972	120.0798
2_MACS_peak_23065_lociStitched	chr22	45086951	45087950	2	903	737.0622	82.917
2_MACS_peak_5434_lociStitched	chr10	122731159	122732157	2	720	755.3862	96.7062
1_MACS_peak_4091_lociStitched	chr1	37766236	37767233	1	998	723.5229	48.753299999999996
1_MACS_peak_8805_lociStitched	chr14	74724958	74725955	1	998	878.1576	87.4369
2_MACS_peak_2909_lociStitched	chr1	20806809	20807805	2	878	761.2428	48.9036
2_MACS_peak_18439_lociStitched	chr19	54725162	54726158	2	638	472.8012	36.055200000000006
2_MACS_peak_20305_lociStitched	chr20	57895266	57896262	2	910	813.8316000000001	65.43719999999999
1_MACS_peak_28470_lociStitched	chr8	1702871	1703867	1	997	903.87	105.4764
1_MACS_peak_8824_lociStitched	chr14	77736611	77737606	1	996	746.9465	33.7305
1_MACS_peak_27894_lociStitched	chr7	155144174	155145169	1	996	779.9805	116.813
2_MACS_peak_28413_lociStitched	chr8	253389	254383	2	821	577.3152	65.2064
2_MACS_peak_24355_lociStitched	chr3	195480238	195481231	2	961	804.5286	44.684999999999995
1_MACS_peak_5197_lociStitched	chr10	94822359	94823351	1	993	960.9504000000001	162.2912
2_MACS_peak_10957_lociStitched	chr16	87914246	87915238	2	973	668.6080000000001	63.488
1_MACS_peak_24317_lociStitched	chr3	187459991	187460982	1	992	935.2067	192.94770000000003
1_MACS_peak_1092_lociStitched	chr1	6470867	6471857	1	991	811.305	91.08
2_MACS_peak_7571_lociStitched	chr11	72365453	72366443	2	797	700.4250000000001	93.06
1_MACS_peak_10899_lociStitched	chr16	87551719	87552709	1	991	887.6339999999999	8.514
2_MACS_peak_29986_lociStitched	chr9	131475745	131476735	2	973	913.275	74.646
1_MACS_peak_4543_lociStitched	chr1	201388163	201389152	1	990	844.3093	156.7565
1_MACS_peak_12956_lociStitched	chr17	59485249	59486238	1	990	808.1119	77.4387
2_MACS_peak_18518_lociStitched	chr19	55060469	55061458	2	768	638.6962000000001	60.2301
2_MACS_peak_25732_lociStitched	chr5	72745457	72746446	2	963	648.3883999999999	83.8672
1_MACS_peak_4367_lociStitched	chr1	156601095	156602083	1	989	784.2743999999999	216.0756
1_MACS_peak_12152_lociStitched	chr17	33614976	33615964	1	989	833.378	122.31439999999999
1_MACS_peak_18959_lociStitched	chr2	47090248	47091234	1	987	892.0341999999999	93.9658
1_MACS_peak_7795_lociStitched	chr11	119381697	119382682	1	986	1132.6515	62.1535
2_MACS_peak_17974_lociStitched	chr19	48470345	48471330	2	858	678.1725	110.2215
1_MACS_peak_4880_lociStitched	chr10	21785748	21786732	1	985	700.5096	61.5
1_MACS_peak_25379_lociStitched	chr4	8889460	8890444	1	985	908.5272	11.7096
1_MACS_peak_14397_lociStitched	chr19	81103	82086	1	984	718.573	150.8905
2_MACS_peak_25429_lociStitched	chr4	20255180	20256163	2	965	830.0452	81.1958
2_MACS_peak_1273_lociStitched	chr1	7392437	7393419	2	876	754.5688	47.234199999999994
2_MACS_peak_5090_lociStitched	chr10	73257507	73258489	2	940	974.3403999999999	145.827
1_MACS_peak_29763_lociStitched	chr9	36780516	36781498	1	983	746.2218	43.797200000000004
1_MACS_peak_9648_lociStitched	chr15	90039347	90040328	1	982	961.2819	159.31439999999998
1_MACS_peak_29560_lociStitched	chr8	144628037	144629018	1	982	726.5286	110.7549
1_MACS_peak_2810_lociStitched	chr1	20578921	20579901	1	981	721.28	121.128
1_MACS_peak_5673_lociStitched	chr10	134847709	134848689	1	981	850.444	49.294
2_MACS_peak_7860_lociStitched	chr11	120001514	120002493	2	818	828.3319	54.921899999999994
2_MACS_peak_9581_lociStitched	chr15	78556643	78557622	2	840	723.3831	87.5226
2_MACS_peak_13475_lociStitched	chr17	75536858	75537837	2	858	814.7238000000001	58.8379
2_MACS_peak_18299_lociStitched	chr19	50246726	50247705	2	762	708.3065	106.1236
1_MACS_peak_20116_lociStitched	chr20	56472367	56473346	1	980	799.3535	54.6282
1_MACS_peak_26435_lociStitched	chr6	34522199	34523177	1	979	1118.6363999999999	82.3476
2_MACS_peak_29536_lociStitched	chr8	144442437	144443415	2	741	594.4284	25.5258
2_MACS_peak_7467_lociStitched	chr11	70915629	70916606	2	727	600.0734	66.5337
2_MACS_peak_8400_lociStitched	chr12	53293279	53294256	2	890	823.2202	33.901900000000005
1_MACS_peak_21147_lociStitched	chr21	43827023	43828000	1	978	871.1909	78.7462
2_MACS_peak_22995_lociStitched	chr22	44950297	44951274	2	907	833.4787	40.057
1_MACS_peak_23093_lociStitched	chr22	45161413	45162390	1	978	876.0759	58.5223
1_MACS_peak_24139_lociStitched	chr3	51987536	51988513	1	978	948.2762	112.355
1_MACS_peak_27224_lociStitched	chr7	75867441	75868418	1	978	883.7941999999999	74.3497
1_MACS_peak_9615_lociStitched	chr15	82905265	82906241	1	977	671.8784	42.5536
2_MACS_peak_26053_lociStitched	chr5	180540778	180541754	2	912	696.5712	101.8944
1_MACS_peak_29427_lociStitched	chr8	143902078	143903054	1	977	861.7104	55.2416
1_MACS_peak_10109_lociStitched	chr16	3172634	3173609	1	976	955.0125	85.215
2_MACS_peak_11562_lociStitched	chr17	5039761	5040736	2	735	679.4775	58.012499999999996
2_MACS_peak_18781_lociStitched	chr2	595271	596246	2	764	594.8475	63.6675
1_MACS_peak_27718_lociStitched	chr7	150709685	150710660	1	976	1260.675	221.715
1_MACS_peak_4803_lociStitched	chr1	236445863	236446837	1	975	892.7683999999999	215.5462
1_MACS_peak_6811_lociStitched	chr11	65790323	65791297	1	975	1008.8692000000001	175.6122
1_MACS_peak_9275_lociStitched	chr15	73629048	73630022	1	975	1017.343	51.4272
1_MACS_peak_4259_lociStitched	chr1	147789536	147790508	1	973	845.7372	74.1636
1_MACS_peak_5726_lociStitched	chr10	135023936	135024908	1	973	672.3324	55.6956
1_MACS_peak_10350_lociStitched	chr16	28516457	28517429	1	973	907.362	68.9148
1_MACS_peak_12649_lociStitched	chr17	44872403	44873375	1	973	754.9523999999999	29.646
2_MACS_peak_15729_lociStitched	chr19	11324779	11325751	2	715	774.2952	72.2196
1_MACS_peak_2030_lociStitched	chr1	16907572	16908543	1	972	1205.5936	374.9031
1_MACS_peak_6351_lociStitched	chr11	44749724	44750695	1	972	787.1897	102.926
1_MACS_peak_16068_lociStitched	chr19	14875615	14876586	1	972	755.438	54.1818
1_MACS_peak_23788_lociStitched	chr3	13623226	13624196	1	971	783.5659999999999	75.369
2_MACS_peak_17497_lociStitched	chr19	45296378	45297347	2	844	684.6954	131.1057
2_MACS_peak_790_lociStitched	chr1	3999940	4000908	2	912	815.3464	65.43679999999999
2_MACS_peak_25229_lociStitched	chr4	8333433	8334401	2	662	610.9048	41.14
2_MACS_peak_29764_lociStitched	chr9	36819219	36820187	2	815	655.2392	45.012
1_MACS_peak_4279_lociStitched	chr1	151106359	151107326	1	968	790.2324	131.8988
2_MACS_peak_4845_lociStitched	chr10	1593554	1594521	2	644	593.7379999999999	62.081399999999995
1_MACS_peak_28853_lociStitched	chr8	24813689	24814656	1	968	756.2907	51.7345
2_MACS_peak_29526_lociStitched	chr8	144342585	144343552	2	924	839.356	26.4958
2_MACS_peak_15924_lociStitched	chr19	13477919	13478885	2	760	561.1494	68.39280000000001
1_MACS_peak_20565_lociStitched	chr20	60942794	60943760	1	967	1005.8957999999999	127.8018
1_MACS_peak_21290_lociStitched	chr21	45687320	45688286	1	967	761.8842	286.902
1_MACS_peak_1688_lociStitched	chr1	10998539	10999504	1	966	794.6775	113.677
2_MACS_peak_16646_lociStitched	chr19	33698839	33699804	2	691	511.54650000000004	111.45750000000001
2_MACS_peak_19475_lociStitched	chr2	242963267	242964232	2	893	678.6845000000001	16.984
2_MACS_peak_24436_lociStitched	chr4	1627592	1628557	2	600	482.5965	65.3305
1_MACS_peak_12372_lociStitched	chr17	41392440	41393404	1	965	882.7348	199.066
2_MACS_peak_22089_lociStitched	chr22	30624289	30625253	2	821	698.5144	104.97959999999999
2_MACS_peak_7491_lociStitched	chr11	71034317	71035280	2	895	630.1872	76.8474
2_MACS_peak_10663_lociStitched	chr16	84917763	84918726	2	694	602.3565	67.41000000000001
2_MACS_peak_16232_lociStitched	chr19	17067640	17068603	2	949	815.0832	101.30760000000001
1_MACS_peak_11227_lociStitched	chr17	244033	244995	1	963	709.475	97.162
1_MACS_peak_22565_lociStitched	chr22	41764724	41765686	1	963	773.5442	88.31160000000001
2_MACS_peak_23453_lociStitched	chr22	46934182	46935144	2	902	712.1686	68.0134
2_MACS_peak_29045_lociStitched	chr8	142413199	142414161	2	715	673.9772	110.3414
1_MACS_peak_29126_lociStitched	chr8	142623911	142624873	1	963	670.6102000000001	48.9658
1_MACS_peak_2056_lociStitched	chr1	17114409	17115369	1	961	855.7439999999999	235.00799999999998
2_MACS_peak_18701_lociStitched	chr19	56100763	56101723	2	765	735.264	60.0
1_MACS_peak_27853_lociStitched	chr7	155014204	155015164	1	961	739.776	69.216
2_MACS_peak_3600_lociStitched	chr1	30055313	30056272	2	767	627.5696	62.2391
1_MACS_peak_5431_lociStitched	chr10	118926155	118927114	1	960	811.9853	111.1481
1_MACS_peak_8479_lociStitched	chr12	56474204	56475163	1	960	842.961	124.38230000000001
1_MACS_peak_31789_lociStitched	chr9	140356569	140357528	1	960	818.6024	107.3121
1_MACS_peak_4609_lociStitched	chr1	203309348	203310306	1	959	1049.7764000000002	313.4576
1_MACS_peak_6609_lociStitched	chr11	64038153	64039111	1	959	1216.8516	260.38439999999997
1_MACS_peak_11235_lociStitched	chr17	269789	270747	1	959	808.8394000000001	94.842
2_MACS_peak_30046_lociStitched	chr9	132217550	132218508	2	777	778.2792000000001	91.01
1_MACS_peak_4194_lociStitched	chr1	53527835	53528792	1	958	904.365	32.9208
1_MACS_peak_1933_lociStitched	chr1	15734966	15735922	1	957	931.6220000000001	167.5868
2_MACS_peak_7454_lociStitched	chr11	70849973	70850929	2	766	504.28999999999996	57.455600000000004
2_MACS_peak_16012_lociStitched	chr19	14372512	14373468	2	858	653.0436000000001	112.4256
2_MACS_peak_12281_lociStitched	chr17	37767834	37768788	2	729	596.727	97.21260000000001
2_MACS_peak_29861_lociStitched	chr9	124981269	124982223	2	892	914.1228000000001	42.8346
1_MACS_peak_1431_lociStitched	chr1	8002156	8003109	1	954	1095.8546999999999	92.9175
1_MACS_peak_1457_lociStitched	chr1	8291748	8292701	1	954	821.2001	68.1395
2_MACS_peak_12666_lociStitched	chr17	45794752	45795705	2	937	689.5908000000001	114.5506
2_MACS_peak_16740_lociStitched	chr19	35559504	35560456	2	747	628.1296000000001	85.96560000000001
2_MACS_peak_7474_lociStitched	chr11	70956621	70957571	2	828	693.785	50.635
1_MACS_peak_13623_lociStitched	chr17	76471081	76472031	1	951	879.51	142.5
1_MACS_peak_28403_lociStitched	chr7	158910421	158911371	1	951	692.265	83.695
1_MACS_peak_4928_lociStitched	chr10	71175921	71176870	1	950	767.8359	56.3706
1_MACS_peak_26199_lociStitched	chr6	31900426	31901375	1	950	682.7106	118.8148
2_MACS_peak_28968_lociStitched	chr8	139175847	139176796	2	802	845.2743	113.7851
1_MACS_peak_29503_lociStitched	chr8	144279141	144280090	1	950	793.8385000000001	27.805699999999998
1_MACS_peak_5450_lociStitched	chr10	125341821	125342767	1	947	803.0594	116.1688
2_MACS_peak_17250_lociStitched	chr19	41646384	41647330	2	856	759.165	77.1936
1_MACS_peak_26113_lociStitched	chr6	10422258	10423203	1	946	896.238	106.12349999999999
1_MACS_peak_27307_lociStitched	chr7	100269076	100270021	1	946	753.4485	97.902
2_MACS_peak_2447_lociStitched	chr1	18357410	18358354	2	687	673.1664	66.4576
2_MACS_peak_19107_lociStitched	chr2	127809476	127810420	2	855	700.2592	25.488
1_MACS_peak_27815_lociStitched	chr7	154627215	154628159	1	945	684.3056	108.3712
1_MACS_peak_8361_lociStitched	chr12	52972773	52973716	1	944	880.6677	34.2309
2_MACS_peak_16526_lociStitched	chr19	18694331	18695274	2	796	714.5111	71.9509
1_MACS_peak_18438_lociStitched	chr19	54721242	54722185	1	944	769.5823	43.1894
2_MACS_peak_28217_lociStitched	chr7	157543953	157544896	2	627	477.06370000000004	27.8185
1_MACS_peak_6278_lociStitched	chr11	8289136	8290078	1	943	799.1928	52.752
1_MACS_peak_6328_lociStitched	chr11	35936027	35936968	1	942	839.3720000000001	128.2583
2_MACS_peak_9228_lociStitched	chr15	65607069	65608010	2	692	568.8345	96.1702
2_MACS_peak_22954_lociStitched	chr22	44813941	44814882	2	903	869.8604	51.002199999999995
1_MACS_peak_24179_lociStitched	chr3	122745381	122746322	1	942	970.2651	92.78259999999999
1_MACS_peak_907_lociStitched	chr1	4716323	4717263	1	941	791.198	83.28399999999999
2_MACS_peak_10387_lociStitched	chr16	29248700	29249640	2	826	475.452	84.976
1_MACS_peak_22074_lociStitched	chr22	29070906	29071846	1	941	868.372	133.856
1_MACS_peak_28305_lociStitched	chr7	158065137	158066077	1	941	832.652	60.81799999999999
1_MACS_peak_20043_lociStitched	chr20	55923113	55924052	1	940	909.0459	101.5059
1_MACS_peak_6951_lociStitched	chr11	67283363	67284301	1	939	704.438	154.2072
2_MACS_peak_7927_lociStitched	chr11	134709328	134710266	2	912	668.9816	28.2338
2_MACS_peak_15710_lociStitched	chr19	10174896	10175834	2	788	622.2692	76.8222
1_MACS_peak_22575_lociStitched	chr22	42368263	42369200	1	938	879.7493	117.125
2_MACS_peak_28829_lociStitched	chr8	22578444	22579381	2	866	699.5642	95.19919999999999
1_MACS_peak_6350_lociStitched	chr11	44747477	44748413	1	937	887.9832	99.0288
1_MACS_peak_12358_lociStitched	chr17	40201493	40202429	1	937	865.4256	165.672
1_MACS_peak_20985_lociStitched	chr21	9954531	9955467	1	937	1090.6272	497.1096
1_MACS_peak_22232_lociStitched	chr22	37045554	37046489	1	936	812.4215	105.468
2_MACS_peak_31431_lociStitched	chr9	138366189	138367124	2	848	717.893	65.824
1_MACS_peak_3844_lociStitched	chr1	31291715	31292649	1	935	786.7082	111.2394
2_MACS_peak_7041_lociStitched	chr11	68895407	68896341	2	707	682.0068	98.91059999999999
1_MACS_peak_7590_lociStitched	chr11	74991172	74992106	1	935	725.4377999999999	140.1934
1_MACS_peak_26529_lociStitched	chr6	44259518	44260452	1	935	933.2528	81.6316
2_MACS_peak_31897_lociStitched	chrX	71524745	71525679	2	845	734.0306	39.508199999999995
1_MACS_peak_17068_lociStitched	chr19	39443195	39444128	1	934	827.8509	158.42340000000002
1_MACS_peak_2412_lociStitched	chr1	18145422	18146354	1	933	917.3675999999999	70.0864
1_MACS_peak_4252_lociStitched	chr1	146551258	146552190	1	933	699.8388	162.8204
1_MACS_peak_17487_lociStitched	chr19	44130774	44131706	1	933	707.8539999999999	76.5172
1_MACS_peak_18972_lociStitched	chr2	69533068	69534000	1	933	860.5156000000001	112.5856
1_MACS_peak_19354_lociStitched	chr2	233384976	233385908	1	933	996.4011999999999	36.7208
2_MACS_peak_24622_lociStitched	chr4	3789969	3790901	2	898	623.4148	44.4564
1_MACS_peak_15376_lociStitched	chr19	7197427	7198358	1	932	953.344	228.37429999999998
2_MACS_peak_21885_lociStitched	chr22	21402539	21403470	2	920	671.1579	71.96629999999999
1_MACS_peak_26542_lociStitched	chr6	106808683	106809614	1	932	949.8062	125.21950000000001
1_MACS_peak_27040_lociStitched	chr7	25908107	25909038	1	932	755.1341	100.8273
1_MACS_peak_30698_lociStitched	chr9	136092162	136093093	1	932	816.6732	97.66189999999999
2_MACS_peak_6317_lociStitched	chr11	33882440	33883370	2	931	831.606	148.614
1_MACS_peak_19613_lociStitched	chr20	30597353	30598283	1	931	802.497	135.222
1_MACS_peak_24046_lociStitched	chr3	50434201	50435130	1	930	752.5829	125.415
1_MACS_peak_22735_lociStitched	chr22	43782557	43783485	1	929	894.9632	134.9312
1_MACS_peak_23051_lociStitched	chr22	45063090	45064018	1	929	672.8	51.596799999999995
1_MACS_peak_27738_lociStitched	chr7	151003900	151004828	1	929	815.9904	139.664
1_MACS_peak_4291_lociStitched	chr1	152161314	152162240	1	927	1058.7884	244.464
1_MACS_peak_19191_lociStitched	chr2	175206401	175207327	1	927	1043.7872	137.4184
2_MACS_peak_20532_lociStitched	chr20	60658095	60659021	2	855	703.0192	48.2446
1_MACS_peak_25481_lociStitched	chr4	90031288	90032214	1	927	779.1364	112.972
1_MACS_peak_27070_lociStitched	chr7	28193266	28194191	1	926	903.725	104.9875
2_MACS_peak_28375_lociStitched	chr7	158346991	158347916	2	704	567.025	98.6975
2_MACS_peak_7239_lociStitched	chr11	69908872	69909796	2	787	538.3224	78.2628
1_MACS_peak_7493_lociStitched	chr11	71036464	71037387	1	924	798.0258	60.456500000000005
1_MACS_peak_8521_lociStitched	chr12	96182756	96183679	1	924	680.7125000000001	94.146
2_MACS_peak_30641_lociStitched	chr9	135888512	135889435	2	902	658.0067	65.4407
1_MACS_peak_8229_lociStitched	chr12	52222271	52223193	1	923	688.6418	40.6602
2_MACS_peak_20543_lociStitched	chr20	60675222	60676144	2	847	729.1175999999999	54.2136
1_MACS_peak_25730_lociStitched	chr5	72459811	72460733	1	923	549.6042	181.2652
1_MACS_peak_13016_lociStitched	chr17	71320919	71321840	1	922	777.4160999999999	17.0385
2_MACS_peak_13248_lociStitched	chr17	72490225	72491146	2	621	503.87910000000005	62.9043
1_MACS_peak_14370_lociStitched	chr18	47087518	47088439	1	922	728.2347	152.1492
1_MACS_peak_9665_lociStitched	chr15	93615412	93616332	1	921	740.968	80.13199999999999
1_MACS_peak_11603_lociStitched	chr17	6587637	6588557	1	921	948.888	67.528
2_MACS_peak_22164_lociStitched	chr22	32667135	32668055	2	896	742.624	59.708
1_MACS_peak_29802_lociStitched	chr9	87284956	87285875	1	920	844.0096	127.92479999999999
1_MACS_peak_30572_lociStitched	chr9	135588261	135589180	1	920	693.4774	68.006
1_MACS_peak_23_lociStitched	chr1	825818	826736	1	919	1004.292	145.3194
1_MACS_peak_18234_lociStitched	chr19	49898061	49898979	1	919	706.6764000000001	78.2136
1_MACS_peak_19568_lociStitched	chr20	25844782	25845700	1	919	755.8812	102.4488
1_MACS_peak_23126_lociStitched	chr22	45283564	45284482	1	919	763.1334	19.0944
1_MACS_peak_23494_lociStitched	chr22	49311857	49312775	1	919	788.7456	124.0218
1_MACS_peak_25627_lociStitched	chr5	1388339	1389257	1	919	716.958	125.3988
1_MACS_peak_27622_lociStitched	chr7	117926299	117927217	1	919	861.2676	218.3922
1_MACS_peak_625_lociStitched	chr1	3175447	3176364	1	918	924.336	34.0207
1_MACS_peak_8922_lociStitched	chr14	104686526	104687442	1	917	827.8808	0.1832
2_MACS_peak_10850_lociStitched	chr16	85869207	85870123	2	835	643.7648	25.464799999999997
2_MACS_peak_12500_lociStitched	chr17	42326970	42327886	2	766	709.0756	70.8068
1_MACS_peak_22046_lociStitched	chr22	26737913	26738829	1	917	775.4856	61.6468
1_MACS_peak_13076_lociStitched	chr17	71639076	71639991	1	916	796.233	117.30300000000001
1_MACS_peak_16710_lociStitched	chr19	34287804	34288719	1	916	804.468	7.411499999999999
1_MACS_peak_23666_lociStitched	chr22	51002106	51003021	1	916	700.4325	134.9625
1_MACS_peak_24178_lociStitched	chr3	122640704	122641619	1	916	743.346	73.017
1_MACS_peak_2057_lociStitched	chr1	17116421	17117335	1	915	772.0558	121.1964
1_MACS_peak_4183_lociStitched	chr1	47572119	47573033	1	915	720.689	180.24079999999998
1_MACS_peak_12605_lociStitched	chr17	43848318	43849232	1	915	789.239	36.8342
1_MACS_peak_8_lociStitched	chr1	92589	93502	1	914	672.7897	102.256
1_MACS_peak_3423_lociStitched	chr1	25378908	25379820	1	913	971.28	86.184
1_MACS_peak_4881_lociStitched	chr10	21788267	21789179	1	913	798.912	55.2672
1_MACS_peak_20035_lociStitched	chr20	55787278	55788190	1	913	862.1136	34.656
1_MACS_peak_24249_lociStitched	chr3	168866178	168867090	1	913	908.9904	114.36480000000002
2_MACS_peak_3048_lociStitched	chr1	22262325	22263236	2	910	626.8591	103.48960000000001
2_MACS_peak_8699_lociStitched	chr13	113728419	113729330	2	710	434.3648	71.3313
1_MACS_peak_16691_lociStitched	chr19	33793922	33794833	1	912	723.0607	47.4631
2_MACS_peak_17257_lociStitched	chr19	41672011	41672922	2	785	679.6971	47.2809
1_MACS_peak_24444_lociStitched	chr4	1677081	1677992	1	912	863.6279999999999	35.4379
2_MACS_peak_28562_lociStitched	chr8	1926217	1927128	2	772	696.8239	131.9128
1_MACS_peak_4358_lociStitched	chr1	156387025	156387935	1	911	797.433	136.31799999999998
1_MACS_peak_5199_lociStitched	chr10	98272333	98273243	1	911	871.234	85.085
1_MACS_peak_5601_lociStitched	chr10	134674771	134675681	1	911	713.349	1.9109999999999998
1_MACS_peak_5688_lociStitched	chr10	134904903	134905813	1	911	809.172	20.657
1_MACS_peak_26559_lociStitched	chr6	137549357	137550267	1	911	759.395	199.563
1_MACS_peak_31903_lociStitched	chrX	152677111	152678021	1	911	782.327	32.669000000000004
2_MACS_peak_13068_lociStitched	chr17	71546856	71547764	2	747	542.4392	57.839600000000004
1_MACS_peak_19616_lociStitched	chr20	30604811	30605719	1	909	779.3363999999999	107.3256
1_MACS_peak_26557_lociStitched	chr6	137242817	137243725	1	909	728.8516	44.6736
1_MACS_peak_5626_lociStitched	chr10	134754742	134755649	1	908	815.7558	73.9205
1_MACS_peak_15190_lociStitched	chr19	5803163	5804070	1	908	661.4751	163.4414
2_MACS_peak_17129_lociStitched	chr19	39762326	39763233	2	752	586.6476	85.89290000000001
1_MACS_peak_28286_lociStitched	chr7	157950924	157951831	1	908	624.016	57.41309999999999
1_MACS_peak_9264_lociStitched	chr15	72489256	72490162	1	907	759.1374	84.9828
1_MACS_peak_12077_lociStitched	chr17	21326867	21327773	1	907	752.886	124.03139999999999
1_MACS_peak_19083_lociStitched	chr2	114298647	114299553	1	907	661.2894	145.2318
2_MACS_peak_1502_lociStitched	chr1	9141651	9142556	2	870	618.9295	80.545
2_MACS_peak_8614_lociStitched	chr13	112771492	112772397	2	905	717.3935	17.375999999999998
1_MACS_peak_14607_lociStitched	chr19	2387700	2388605	1	906	724.543	165.7055
1_MACS_peak_4300_lociStitched	chr1	153657117	153658021	1	905	786.6608	159.55599999999998
2_MACS_peak_18522_lociStitched	chr19	55106992	55107896	2	671	707.6512	56.138400000000004
1_MACS_peak_18769_lociStitched	chr2	545898	546802	1	905	657.9312	85.428
1_MACS_peak_21269_lociStitched	chr21	45574764	45575668	1	905	1316.0432	539.5072
2_MACS_peak_24813_lociStitched	chr4	6777544	6778448	2	733	549.9032	72.5912
1_MACS_peak_25431_lociStitched	chr4	30008576	30009480	1	905	752.3992000000001	170.856
1_MACS_peak_4033_lociStitched	chr1	37377052	37377955	1	904	658.287	76.8453
1_MACS_peak_23878_lociStitched	chr3	14643228	14644131	1	904	940.8357000000001	53.7285
1_MACS_peak_1578_lociStitched	chr1	9733505	9734407	1	903	867.8141999999999	88.2156
1_MACS_peak_7714_lociStitched	chr11	117650932	117651834	1	903	683.716	104.3614
2_MACS_peak_8962_lociStitched	chr14	105105395	105106297	2	664	521.8972	39.056599999999996
2_MACS_peak_15725_lociStitched	chr19	10713652	10714554	2	750	708.521	57.45740000000001
1_MACS_peak_25588_lociStitched	chr5	1003995	1004897	1	903	689.6691999999999	90.4706
1_MACS_peak_25800_lociStitched	chr5	149589834	149590736	1	903	673.6136	112.2088
1_MACS_peak_27983_lociStitched	chr7	155383762	155384664	1	903	811.0784	103.9104
2_MACS_peak_5079_lociStitched	chr10	73216680	73217581	2	809	751.5241	66.3136
2_MACS_peak_10863_lociStitched	chr16	85986425	85987326	2	783	529.3375	17.0289
1_MACS_peak_23045_lociStitched	chr22	45041105	45042006	1	902	815.0446	8.4694
2_MACS_peak_509_lociStitched	chr1	2970366	2971266	2	751	587.97	57.6
1_MACS_peak_4064_lociStitched	chr1	37512522	37513422	1	901	725.13	51.75
1_MACS_peak_23256_lociStitched	chr22	45854888	45855788	1	901	578.7	65.25
2_MACS_peak_1170_lociStitched	chr1	7106435	7107334	2	738	645.7517	81.809
1_MACS_peak_8632_lociStitched	chr13	112986259	112987158	1	900	759.3853	81.8989
2_MACS_peak_20349_lociStitched	chr20	58141188	58142087	2	863	585.7883999999999	68.59370000000001
1_MACS_peak_28754_lociStitched	chr8	11810865	11811764	1	900	685.038	81.3595
1_MACS_peak_31673_lociStitched	chr9	139622902	139623801	1	900	743.6528000000001	135.749
1_MACS_peak_15574_lociStitched	chr19	8312433	8313331	1	899	763.2102	125.18119999999999
1_MACS_peak_4157_lociStitched	chr1	45190499	45191396	1	898	699.5703000000001	85.8429
1_MACS_peak_25988_lociStitched	chr5	177701677	177702574	1	898	657.6804	54.1788
2_MACS_peak_29754_lociStitched	chr9	35690869	35691766	2	663	453.2541	83.1519
1_MACS_peak_31321_lociStitched	chr9	138163967	138164864	1	898	773.5728	25.474800000000002
1_MACS_peak_7589_lociStitched	chr11	74988833	74989729	1	897	715.3664	98.2912
2_MACS_peak_15112_lociStitched	chr19	5428403	5429299	2	842	672.8064	88.1664
1_MACS_peak_17049_lociStitched	chr19	39260848	39261744	1	897	678.272	141.2096
1_MACS_peak_9223_lociStitched	chr15	62359139	62360034	1	896	831.0074999999999	115.455
2_MACS_peak_19091_lociStitched	chr2	119614492	119615387	2	667	732.3785	100.5085
1_MACS_peak_26657_lociStitched	chr7	955056	955951	1	896	722.802	113.30699999999999
2_MACS_peak_27945_lociStitched	chr7	155286825	155287720	2	723	727.8140000000001	74.28500000000001
1_MACS_peak_5848_lociStitched	chr11	729422	730316	1	895	578.9544	68.6592
2_MACS_peak_8959_lociStitched	chr14	105100139	105101033	2	734	558.0348	15.0192
1_MACS_peak_20353_lociStitched	chr20	58150973	58151867	1	895	1016.3886	49.2594
1_MACS_peak_25579_lociStitched	chr5	754031	754924	1	894	659.3911999999999	109.74969999999999
1_MACS_peak_3937_lociStitched	chr1	35369526	35370418	1	893	831.2547999999999	78.2284
1_MACS_peak_15191_lociStitched	chr19	5805443	5806335	1	893	717.9707999999999	94.6412
