REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_30764_lociStitched	chr9	136344705	136366307	5	20571	27976.7502	2047.8696	292		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	TMEM8C	1.1018999999999999	292	1
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.8395	1847.407	293		ASS1	ASS1	ASS1	0.4336	293	1
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752	294	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.0886	294	1
17_MACS_peak_19957_lociStitched	chr20	48956594	48981234	17	20511	23270.016	2491.104	295		LOC284751	LOC284751	LOC284751	0.7374	295	1
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03	296	TUSC5	BHLHA9	TUSC5	TUSC5	0.9779	296	1
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7609	297		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	PTGES	1.137	297	1
21_MACS_peak_1842_lociStitched	chr1	11666364	11692821	21	20419	23237.1831	2243.5536	298		FBXO44,FBXO6,FBXO2,MAD2L2	FBXO44	FBXO2	0.25989999999999996	298	1
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.5896	1584.6858	299	WNT7B	LOC730668	WNT7B	WNT7B	0.9853999999999999	299	1
27_MACS_peak_1305_lociStitched	chr1	7509283	7538104	27	20392	23085.621	1622.6223	300	CAMTA1		VAMP3	VAMP3	NONE	300	1
4_MACS_peak_46_lociStitched	chr1	955545	976219	4	20382	31296.3012	1589.8306	301	AGRN	ISG15,C1orf170,HES4	AGRN	HES4	1.3624999999999998	301	1
2_MACS_peak_16529_lociStitched	chr19	18708569	18729427	2	20355	33437.4598	1952.3088	302	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	CRLF1	0.9564000000000001	302	1
16_MACS_peak_22893_lociStitched	chr22	44700325	44725890	16	20346	22589.234	2017.0785	303	KIAA1644		KIAA1644	KIAA1644	0.6472	303	1
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665	304		LOC645752	LOC645752	LOC645752	0.2914	304	1
18_MACS_peak_22192_lociStitched	chr22	36969520	36995005	18	20278	23390.133	2303.844	305	CACNG2	EIF3D	EIF3D	NONE	NONE	305	1
14_MACS_peak_31559_lociStitched	chr9	138899241	138924930	14	20224	24977.4147	1764.8343	306	NACC2	UBAC1	UBAC1	UBAC1	0.08310000000000001	306	1
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994	307	UBASH3A	TFF1,TMPRSS3	UBASH3A	TFF1	1.4358	307	1
5_MACS_peak_64_lociStitched	chr1	1052569	1073654	5	20162	32449.815	2051.5705	308		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	1.6553	308	1
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221	309	PRDM16		ARHGEF16	ARHGEF16	0.9044	309	1
14_MACS_peak_18128_lociStitched	chr19	49252758	49278001	14	20104	24379.6894	2875.1777	310	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	FGF21	0.8249	310	1
15_MACS_peak_9331_lociStitched	chr15	74466780	74491693	15	19984	22822.7993	2015.4617	311	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	CCDC33	0.7268	311	1
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243	312	MUC4		MUC4	MUC4	0.5942	312	1
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413	313	PAX7		PAX7	PAX7	0.7666999999999999	313	1
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706	314	NR5A1	GPR144	NR5A1	NR5A1	0.8392000000000001	314	1
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374	315		FLJ45079	FLJ45079	FLJ45079	0.8101	315	1
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5	316	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.4015	316	1
18_MACS_peak_1716_lociStitched	chr1	11368081	11391974	18	19792	21773.6909	2011.7906	317		UBIAD1,MTOR	UBIAD1	NONE	NONE	317	1
5_MACS_peak_8439_lociStitched	chr12	54413484	54434070	5	19790	28344.8634	1828.0368	318	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	HOXC9	1.6139	318	1
17_MACS_peak_10254_lociStitched	chr16	5049162	5073598	17	19746	21449.9208	2211.458	319	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.39549999999999996	319	1
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597	320	RTN4RL1	DPH1,OVCA2	RTN4RL1	RTN4RL1	1.1097000000000001	320	1
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416	321	NTNG2		NTNG2	NTNG2	1.0408000000000002	321	1
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954	322		DNAH17	DNAH17	DNAH17	0.7581	322	1
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878	323		PDE9A	PDE9A	PDE9A	1.3517	323	1
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085	324	COL20A1,CHRNA4	MIR4326	CHRNA4	CHRNA4	0.8872	324	1
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878	325	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	0.8912	325	1
5_MACS_peak_31739_lociStitched	chr9	140049485	140070615	5	19618	31082.23	1884.796	326	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	MIR3621	1.7446000000000002	326	1
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351	327	CCDC40	GAA,TBC1D16,EIF4A3	GAA	TBC1D16	1.0408	327	1
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.784	328		FCN2,FCN1	FCN1	FCN2	0.8345	328	1
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.2465	1621.017	329		LOC100133461	LOC100133461	LOC100133461	0.7371000000000001	329	1
18_MACS_peak_22868_lociStitched	chr22	44662365	44687932	18	19528	22833.8877	1418.9685	330	KIAA1644		KIAA1644	KIAA1644	0.6472	330	1
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694	331	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.5579000000000001	331	1
13_MACS_peak_354_lociStitched	chr1	2520059	2544554	13	19484	23610.7305	1709.751	332	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	C1orf93	0.7352	332	1
7_MACS_peak_9732_lociStitched	chr16	741201	762053	7	19466	28275.312	1647.308	333	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.0886	333	1
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448	334	PADI2		PADI2	PADI2	0.8822	334	1
6_MACS_peak_1081_lociStitched	chr1	6299087	6319952	6	19435	26982.618	1806.909	335	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.2605	335	1
3_MACS_peak_20902_lociStitched	chr20	62729406	62749150	3	19432	28767.008	1820.3968	336	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	NPBWR2	1.3565	336	1
6_MACS_peak_13695_lociStitched	chr17	77015563	77035807	6	19427	30029.9496	2062.8636	337	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	C1QTNF1	1.2095	337	1
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605	1866.15	338	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.2216	338	1
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128	339	ACE	KCNH6,CYB561	ACE	ACE	0.8768	339	1
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.24	2243.44	340			CBX4	CBX4	0.7077	340	1
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.35	2143.4632	341	PTPRS		PTPRS	PTPRS	0.7034	341	1
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.1495	1696.149	342	CASZ1		CASZ1	CASZ1	1.1432	342	1
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512	343	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	C1orf187	1.0435999999999999	343	1
14_MACS_peak_18006_lociStitched	chr19	48777910	48803056	14	19271	23677.4736	2509.5708	344	ZNF114,CCDC114	EMP3,CARD8	ZNF114	ZNF114	0.7322	344	1
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.315	345	VENTX,MIR202	UTF1,ADAM8	MIR202	MIR202	1.1638000000000002	345	1
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.3188	2455.71	346		SLC19A1	SLC19A1	SLC19A1	0.05089999999999999	346	1
2_MACS_peak_10071_lociStitched	chr16	3033845	3053079	2	19208	31303.335	2033.0338	347	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	1.5923	347	1
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196	348	PADI1,PADI3	PADI4	PADI3	PADI4	0.7177	348	1
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194	349	ASGR2	SLC16A11,CLEC10A	ASGR2	ASGR2	0.8357	349	1
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128	350	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	CCDC27	0.8695	350	1
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454	351	RFPL4A	NLRP9	RFPL4A	RFPL4A	1.0636	351	1
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.3272	1910.1939	352	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.1715	352	1
5_MACS_peak_5854_lociStitched	chr11	843032	863852	5	19059	28046.622	1919.604	353	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	TSPAN4	0.7862	353	1
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.2664	2175.9048	354	CCDC33	CCDC33,CYP11A1	CCDC33	CCDC33	0.7268	354	1
5_MACS_peak_27439_lociStitched	chr7	100805783	100825822	5	19041	28665.7895	2286.4499	355	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	SERPINE1	0.9534000000000001	355	1
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408	356		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	MIR3186	1.5771	356	1
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232	357	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	0.7357	357	1
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836	358	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	DKFZP434K028	1.1539000000000001	358	1
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.358	359			LOC388906	LOC388906	0.018200000000000008	359	1
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895	360	FBLN2	LOC285375	LOC285375	LOC285375	0.2773	360	1
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0114	361	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	LOC55908	0.7856000000000001	361	1
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437	362	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.4908	362	1
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52	363			MIR548I3	MIR548I3	NONE	363	1
8_MACS_peak_20887_lociStitched	chr20	62670458	62692381	8	18623	27758.9026	1913.8779	364	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	NPBWR2	1.3565	364	1
4_MACS_peak_13599_lociStitched	chr17	76352970	76372462	4	18555	28746.8016	2146.0692	365	SOCS3	PGS1	SOCS3	SOCS3	1.0588	365	1
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393	366	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	SPEG	1.0997	366	1
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968	367	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.2852	367	1
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864	368		CLDN15,FIS1,RABL5	RABL5	RABL5	0.11610000000000001	368	1
8_MACS_peak_9650_lociStitched	chr15	91192343	91213812	8	18357	28319.7579	3188.1465	369		BLM	BLM	NONE	NONE	369	1
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888	370	MEOX1		MEOX1	MEOX1	0.7737	370	1
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.9822	1955.0106	371	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.006199999999999997	371	1
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.3586	1507.4823	372	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	BHLHE23	1.0737999999999999	372	1
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196	373		CBX4	CBX4	CBX4	0.7077	373	1
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458	374		METRNL	METRNL	METRNL	0.7202999999999999	374	1
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219	375		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.0037	375	1
17_MACS_peak_22747_lociStitched	chr22	43813411	43837307	17	18209	21377.3616	1710.9536	376	MPPED1		MPPED1	MPPED1	0.4728	376	1
3_MACS_peak_20825_lociStitched	chr20	62170189	62188597	3	18152	28795.6344	1618.0632	377	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.2726	377	1
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032	378	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	0.9365999999999999	378	1
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.1928	2096.5505	379		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	0.8734000000000001	379	1
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152	380	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.0916	380	1
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.5828	1582.947	381	SYT8	TNNI2,LSP1,MIR4298	SYT8	SYT8	1.1126999999999998	381	1
5_MACS_peak_21293_lociStitched	chr21	45699018	45717514	5	18106	31986.9824	2095.5968	382	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.2563	382	1
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.234	2049.844	383	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.0396	383	1
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.7496	1936.996	384	CCDC40	GAA,TBC1D16	CCDC40	TBC1D16	1.0408	384	1
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5176	385	CELF5	NFIC	NFIC	NFIC	1.102	385	1
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194	386	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	1.1943	386	1
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766	387		MUC5B	MUC5B	MUC5B	0.685	387	1
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695	388	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	CHRNA4	0.8872	388	1
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448	389	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.0804	389	1
7_MACS_peak_9987_lociStitched	chr16	2232473	2252989	7	18025	27241.1448	2014.6712	390	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	CASKIN1	0.8324	390	1
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.488	2392.4992	391	KDELR3,KCNJ4	LOC400927,KCNJ4,DDX17	KCNJ4	KCNJ4	0.675	391	1
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575	392			PTK2	PTK2	0.0833	392	1
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375	393		IGF2AS,MIR483,IGF2	MIR483	MIR483	1.0830000000000002	393	1
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365	394	NRXN2	SLC22A12	NRXN2	NRXN2	0.8759	394	1
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.1478	2320.0532	395		UBE2G2,SUMO3,PTTG1IP	SUMO3	SUMO3	0.06310000000000002	395	1
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658	396	FBLN1		FBLN1	FBLN1	0.7396999999999999	396	1
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.2478	2960.133	397		C17orf77,RAB37,CD300LD,CD300E	CD300E	CD300E	0.8014	397	1
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6152	398	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	DLL3	0.9231999999999999	398	1
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477	399	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	CRYBA2	1.4205	399	1
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159	400	MCF2L,LOC100289410	MCF2L	MCF2L	MCF2L	0.9082	400	1
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537	401	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	0.7833	401	1
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188	402		BRSK2	BRSK2	BRSK2	0.6139	402	1
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.52	403	GBGT1	RALGDS,OBP2B	GBGT1	OBP2B	0.9406	403	1
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333	404	FLJ41350,LBX1		LBX1	LBX1	0.9968	404	1
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989	405		RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CLEC4G,CD209	FCER2	RETN	1.1497	405	1
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9	406		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	TJP3	0.9080999999999999	406	1
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451	407	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	NPTX1	1.3586	407	1
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.7453	2024.7807	408	GPR142	KIF19,GPRC5C,BTBD17	GPR142	BTBD17	0.853	408	1
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.5466	2376.2848	409	FAM90A7		FAM90A7	FAM90A7	0.48710000000000003	409	1
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632	410		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	0.934	410	1
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.0948	1824.9222	411	CCDC40,TBC1D16	GAA	CCDC40	GAA	0.9292	411	1
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703	412		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.5035999999999999	412	1
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302	413	COL5A1		MIR3689B	MIR3689B	0.07009999999999998	413	1
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.4125	2758.1925	414	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	CLEC4GP1	0.8912	414	1
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297	415	NACC2		NACC2	NACC2	0.9003	415	1
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.792	416	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	0.7215	416	1
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406	417	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	417	1
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.3999	1514.1364	418	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	0.707	418	1
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.16	1255.297	419	NCS1		NCS1	NCS1	0.9369999999999999	419	1
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168	420		NTNG2,MED27	NTNG2	NTNG2	1.0408000000000002	420	1
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8112	421	PIK3CD,C1orf200		C1orf200	C1orf200	0.934	421	1
2_MACS_peak_2042_lociStitched	chr1	17011929	17029339	2	17253	51805.196	3602.129	422	ESPNP	MST1P2	ESPNP	ESPNP	2.4652	422	1
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9625	423	SYT7	RPLP0P2	SYT7	SYT7	0.9410000000000001	423	1
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031	424	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.7231000000000001	424	1
1_MACS_peak_14159_lociStitched	chr17	79076264	79093428	1	17165	28478.5088	1069.3172	425	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	MIR1250	1.2586	425	1
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412	426	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.0249000000000001	426	1
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325	427	MICALL2		MICALL2	MICALL2	0.367	427	1
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5376	428		ECHDC3	ECHDC3	ECHDC3	0.0637	428	1
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585	429	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	0.8637999999999999	429	1
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.971	1556.5284	430	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	MIR3621	1.7446000000000002	430	1
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005	431		FLJ45079	FLJ45079	FLJ45079	0.8101	431	1
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8202	432		IGLL1	IGLL1	IGLL1	0.4624	432	1
6_MACS_peak_11701_lociStitched	chr17	7184975	7204336	6	16903	27819.8209	2178.1125	433	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.3867	433	1
4_MACS_peak_1110_lociStitched	chr1	6554551	6572202	4	16895	27855.0431	1609.7712	434	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.2065	434	1
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8818	435		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	TNNT3	1.224	435	1
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.63	1436.591	436	SEPT5,SEPT5-GP1BB	GP1BB,TBX1	SEPT5	GP1BB	1.2989	436	1
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.272	2958.477	437	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.4608	437	1
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833	438	ARHGEF16		ARHGEF16	ARHGEF16	0.9044	438	1
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.658	439		C20orf135,TPD52L2,ZBTB46	ZBTB46	ZBTB46	0.7124999999999999	439	1
