#22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_ROSE/22_0F28_0229Kronos_MM1S-No-Treatment-2_H3K27me3_hs-dm_i04_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam
#Using cutoff of 13237.2108 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_302_lociStitched	chr1	2302106	2316259	1	14154	20465.238	1258.2017	532	1
9_MACS_peak_13877_lociStitched	chr17	77527839	77546461	9	15279	18258.871	1527.004	533	1
5_MACS_peak_21158_lociStitched	chr21	43853922	43870094	5	14474	20929.8024	2425.8	534	1
6_MACS_peak_15529_lociStitched	chr19	8203940	8220383	6	14718	19312.3035	1562.085	535	1
13_MACS_peak_176_lociStitched	chr1	1914738	1933450	13	15276	17909.2552	1584.9064	536	1
10_MACS_peak_13762_lociStitched	chr17	77272737	77288878	10	15498	16936.7513	1233.1724	537	1
8_MACS_peak_17558_lociStitched	chr19	45714484	45732156	8	15042	18408.9224	1632.8928	538	1
4_MACS_peak_4633_lociStitched	chr1	204975130	204991525	4	14946	19211.661	2229.72	539	1
10_MACS_peak_14995_lociStitched	chr19	4772469	4789582	10	15406	18042.2359	2253.7821	541	1
7_MACS_peak_4966_lociStitched	chr10	71487951	71504509	7	15402	17399.1464	1665.7348	542	1
8_MACS_peak_517_lociStitched	chr1	2986418	3003891	8	15335	16538.1945	758.3282	543	1
5_MACS_peak_2064_lociStitched	chr1	17192339	17206058	5	12815	23958.8616	3130.6758	544	1
7_MACS_peak_19775_lociStitched	chr20	43318430	43335689	7	15411	17588.6469	2153.9232	545	1
1_MACS_peak_26905_lociStitched	chr7	2671711	2686010	1	14300	19134.9218	1152.4994	546	1
15_MACS_peak_30823_lociStitched	chr9	136495734	136513513	15	15180	17037.6157	1178.7477	547	1
10_MACS_peak_29360_lociStitched	chr8	143655052	143673581	10	15113	17146.7366	1234.0314	548	1
9_MACS_peak_30372_lociStitched	chr9	133980418	133996819	9	14710	18659.4177	1800.8298	549	1
13_MACS_peak_30573_lociStitched	chr9	135591450	135610959	13	15142	17288.8758	1525.6038	550	1
19_MACS_peak_16876_lociStitched	chr19	36282952	36304536	19	14960	18182.3616	2015.9456	551	1
9_MACS_peak_31026_lociStitched	chr9	137435125	137451993	9	15215	16454.734	1098.1068	552	1
7_MACS_peak_9590_lociStitched	chr15	79056186	79071805	7	14940	17087.186	1237.0248	553	1
16_MACS_peak_9406_lociStitched	chr15	74615779	74636479	16	14959	17514.27	1763.64	554	1
6_MACS_peak_19304_lociStitched	chr2	220419264	220434551	6	14162	18989.5114	1490.4825	555	1
6_MACS_peak_8177_lociStitched	chr12	49370544	49384835	6	12894	21863.8009	2119.3553	556	1
9_MACS_peak_13701_lociStitched	chr17	77036835	77054821	9	14400	19016.5978	2311.201	557	1
11_MACS_peak_13187_lociStitched	chr17	72334913	72352403	11	14820	17010.774	1367.718	558	1
14_MACS_peak_9353_lociStitched	chr15	74508459	74527462	14	15339	16057.535	1809.0856	559	1
12_MACS_peak_8313_lociStitched	chr12	52698365	52717791	12	14890	17271.6566	1950.3704	560	1
6_MACS_peak_19314_lociStitched	chr2	220490915	220506788	6	14748	16982.5227	1376.1891	561	1
13_MACS_peak_2074_lociStitched	chr1	17381594	17400244	13	15022	16818.57	1969.44	562	1
5_MACS_peak_30423_lociStitched	chr9	134706539	134722364	5	14805	16923.255	1520.7825	563	1
7_MACS_peak_25944_lociStitched	chr5	176299384	176314197	7	13768	18993.2286	1278.3619	564	1
3_MACS_peak_14840_lociStitched	chr19	3452323	3467245	3	14050	18898.713	1845.8514	565	1
3_MACS_peak_4333_lociStitched	chr1	155159068	155173388	3	14214	19135.816	2494.544	566	1
8_MACS_peak_14760_lociStitched	chr19	3214748	3231315	8	14412	17827.7487	1840.5937	567	1
7_MACS_peak_16320_lociStitched	chr19	17700136	17716733	7	14394	17750.4915	1726.088	568	1
7_MACS_peak_16402_lociStitched	chr19	17977405	17994049	7	14493	17314.7532	1529.5836	569	1
5_MACS_peak_7771_lociStitched	chr11	119210386	119224767	5	13536	19467.5597	1612.1101	570	1
15_MACS_peak_23601_lociStitched	chr22	50496845	50517204	15	14340	17478.2015	1486.207	571	1
15_MACS_peak_26514_lociStitched	chr6	44236319	44257110	15	14323	17992.5314	2020.8852	572	1
8_MACS_peak_22080_lociStitched	chr22	30105537	30122698	8	14541	16920.746	1484.4265	573	1
2_MACS_peak_14838_lociStitched	chr19	3437936	3450917	2	12881	20403.5358	1584.9801	574	1
4_MACS_peak_5393_lociStitched	chr10	104165853	104178540	4	12393	21265.9494	1674.684	575	1
7_MACS_peak_9758_lociStitched	chr16	871942	887376	7	13762	17954.3722	1088.097	576	1
7_MACS_peak_8030_lociStitched	chr12	3235727	3252101	7	14566	16365.813	1435.9998	577	1
3_MACS_peak_13542_lociStitched	chr17	75892741	75907072	3	14090	17301.8163	1354.2795	578	1
3_MACS_peak_11341_lociStitched	chr17	1026823	1039227	3	12218	20419.4648	1142.4084	579	1
7_MACS_peak_17566_lociStitched	chr19	45733596	45749676	7	14477	15994.776	1435.944	580	1
4_MACS_peak_14161_lociStitched	chr17	79096710	79110614	4	13331	17925.0368	754.9872	581	1
7_MACS_peak_9875_lociStitched	chr16	1123402	1140824	7	14139	16449.8524	1191.6648	582	1
5_MACS_peak_3004_lociStitched	chr1	21889195	21904450	5	14007	17006.274	1475.1585	583	1
1_MACS_peak_14491_lociStitched	chr19	591109	603344	1	12236	20409.2035	1369.0965	584	1
10_MACS_peak_31514_lociStitched	chr9	138626482	138643558	10	13886	16471.5096	676.2096	585	1
16_MACS_peak_6611_lociStitched	chr11	64146186	64165517	16	14269	16367.5577	1527.149	586	1
3_MACS_peak_12162_lociStitched	chr17	34490681	34504468	3	13250	20887.305	3807.9694	587	1
15_MACS_peak_13779_lociStitched	chr17	77308429	77327081	15	14343	16161.958	1604.072	588	1
4_MACS_peak_13538_lociStitched	chr17	75876068	75891093	4	13453	18581.4175	1962.265	589	1
4_MACS_peak_6693_lociStitched	chr11	64321611	64336605	4	13926	16937.2224	1397.4408	590	1
10_MACS_peak_15978_lociStitched	chr19	14290110	14306170	10	14055	16556.254	1355.464	591	1
4_MACS_peak_12742_lociStitched	chr17	47071074	47085713	4	13555	17666.3452	1553.1979	592	1
9_MACS_peak_18624_lociStitched	chr19	55873100	55887889	9	13222	18319.1343	1504.0413	593	1
10_MACS_peak_31149_lociStitched	chr9	137769645	137786263	10	14165	15679.083	1133.3476	594	1
2_MACS_peak_11746_lociStitched	chr17	7614782	7628055	2	12962	18560.9632	1433.484	595	1
11_MACS_peak_13932_lociStitched	chr17	77685525	77702181	11	14217	15585.0192	1489.0464	596	1
4_MACS_peak_13973_lociStitched	chr17	77813636	77826265	4	11997	19883.0976	1199.755	597	1
5_MACS_peak_5354_lociStitched	chr10	102840635	102855167	5	13358	17592.4392	1572.3624	598	1
10_MACS_peak_2315_lociStitched	chr1	17938528	17954190	10	14251	14918.055	1066.5822	599	1
3_MACS_peak_20675_lociStitched	chr20	61672859	61686807	3	13240	17349.9172	1106.0764	600	1
10_MACS_peak_23325_lociStitched	chr22	46024324	46042504	10	13838	16320.186	1458.036	601	1
7_MACS_peak_17625_lociStitched	chr19	46366532	46381366	7	13529	17008.6644	1459.6656	602	1
1_MACS_peak_6552_lociStitched	chr11	61501617	61514277	1	12661	18460.812	1120.41	603	1
7_MACS_peak_25437_lociStitched	chr4	48037189	48053885	7	13384	17918.1472	2140.4272	604	1
8_MACS_peak_5980_lociStitched	chr11	1463573	1478142	8	13460	16519.7891	958.6402	605	1
12_MACS_peak_30288_lociStitched	chr9	133401707	133419919	12	13439	16889.8088	1289.4096	606	1
19_MACS_peak_24594_lociStitched	chr4	3744784	3763944	19	13904	16006.264	1567.288	607	1
14_MACS_peak_626_lociStitched	chr1	3179278	3197596	14	13781	15810.2658	1078.9302	608	1
6_MACS_peak_31811_lociStitched	chr9	140777149	140789363	6	11357	21282.895	1965.2326	609	1
6_MACS_peak_29659_lociStitched	chr8	145557511	145572254	6	13418	16675.8073	1244.3092	610	1
10_MACS_peak_12728_lociStitched	chr17	47035518	47051226	10	13633	16735.3032	1858.2564	611	1
18_MACS_peak_4941_lociStitched	chr10	71409135	71428450	18	13555	16500.8045	1448.625	612	1
9_MACS_peak_6459_lociStitched	chr11	61312387	61329006	9	13586	16057.2778	1145.0491	613	1
5_MACS_peak_15820_lociStitched	chr19	12943787	12957442	5	12871	18401.478	2011.3815	615	1
6_MACS_peak_28779_lociStitched	chr8	21898228	21912348	6	13154	17006.128	1385.172	616	1
7_MACS_peak_24039_lociStitched	chr3	50416679	50432568	7	13677	15752.3546	1464.9658	617	1
9_MACS_peak_6753_lociStitched	chr11	64432702	64447662	9	13722	15452.184	1320.968	618	1
7_MACS_peak_21106_lociStitched	chr21	43566146	43580616	7	12983	18038.302	2184.97	619	1
8_MACS_peak_30795_lociStitched	chr9	136436579	136451393	8	13270	16258.365	1139.1966	620	1
6_MACS_peak_7940_lociStitched	chr12	154251	169951	6	13838	17927.83	4229.58	621	1
8_MACS_peak_9713_lociStitched	chr16	319187	333850	8	13004	16838.9892	1148.1129	622	1
4_MACS_peak_11825_lociStitched	chr17	7982476	7996747	4	12418	18572.2794	1728.2181	623	1
12_MACS_peak_26406_lociStitched	chr6	34080319	34097381	12	13329	16381.2262	1477.5692	624	1
5_MACS_peak_28789_lociStitched	chr8	21978589	21992343	5	11753	19248.723	1240.6108	625	1
5_MACS_peak_26419_lociStitched	chr6	34101069	34114924	5	13536	15622.898	1364.7175	626	1
12_MACS_peak_24582_lociStitched	chr4	3726808	3743457	12	13560	14909.1795	1108.8234	627	1
16_MACS_peak_20923_lociStitched	chr20	62790916	62810108	16	13517	15591.5808	1696.5728	628	1
11_MACS_peak_13227_lociStitched	chr17	72416628	72433642	11	13345	15598.4352	1318.585	629	1
5_MACS_peak_6852_lociStitched	chr11	66167482	66182951	5	13309	16158.9174	1808.3261	630	1
3_MACS_peak_5988_lociStitched	chr11	1558962	1570919	3	11712	18791.6212	1180.1559	631	1
4_MACS_peak_11419_lociStitched	chr17	1811132	1825647	4	13443	15628.3005	1683.74	632	1
12_MACS_peak_401_lociStitched	chr1	2716281	2733548	12	13228	15409.0708	963.4986	633	1
7_MACS_peak_11771_lociStitched	chr17	7699480	7714038	7	13229	15839.104	1400.4796	634	1
12_MACS_peak_11136_lociStitched	chr17	3	17875	12	13456	15339.5376	1461.9296	635	1
9_MACS_peak_14479_lociStitched	chr19	544750	558273	9	12926	16737.4171	1672.7951	636	1
9_MACS_peak_21012_lociStitched	chr21	38066517	38082442	9	12909	16625.7	1527.2075	637	1
7_MACS_peak_13371_lociStitched	chr17	73579558	73594150	7	12759	17078.4768	1778.7648	638	1
10_MACS_peak_31504_lociStitched	chr9	138607209	138623574	10	13006	15620.3925	906.621	639	1
6_MACS_peak_2036_lociStitched	chr1	16993351	17007850	6	13443	17856.9684	4254.0066	640	1
5_MACS_peak_15422_lociStitched	chr19	7751587	7765833	5	13238	15710.4888	1611.2226	641	1
7_MACS_peak_8210_lociStitched	chr12	50352510	50367209	7	13161	16243.8649	2088.7279	643	1
4_MACS_peak_13967_lociStitched	chr17	77784615	77797514	4	12105	17387.852	951.9462	644	1
6_MACS_peak_12218_lociStitched	chr17	35286424	35299597	6	12161	17448.9558	1152.6375	645	1
1_MACS_peak_12864_lociStitched	chr17	48262894	48275255	1	12362	17168.1929	1304.0855	646	1
6_MACS_peak_20895_lociStitched	chr20	62710685	62724625	6	12580	16868.794	1476.246	647	1
6_MACS_peak_21490_lociStitched	chr21	46664523	46679438	6	12626	17435.635	2144.777	648	1
13_MACS_peak_2923_lociStitched	chr1	20867053	20884300	13	13267	15327.4089	1543.6065	649	1
7_MACS_peak_30740_lociStitched	chr9	136178349	136192617	7	13327	14934.3156	1306.9488	650	1
10_MACS_peak_11811_lociStitched	chr17	7938064	7953661	10	12815	16412.7231	1628.3268	651	1
7_MACS_peak_24268_lociStitched	chr3	184093453	184107807	7	12530	17701.3528	2318.171	652	1
6_MACS_peak_19701_lociStitched	chr20	34958080	34972390	6	13252	14812.281	1196.316	654	1
5_MACS_peak_14613_lociStitched	chr19	2715375	2728867	5	12388	16970.2376	1444.9932	655	1
15_MACS_peak_2339_lociStitched	chr1	17982342	17999998	15	13078	15034.084	1190.0144	656	1
5_MACS_peak_30413_lociStitched	chr9	134681049	134694302	5	12551	16197.8166	1277.5892	658	1
16_MACS_peak_6711_lociStitched	chr11	64364588	64380877	16	12704	15601.6042	1092.9919	659	1
10_MACS_peak_19072_lociStitched	chr2	113384100	113399455	10	12739	16402.211	2006.8985	660	1
4_MACS_peak_4569_lociStitched	chr1	202176807	202190334	4	12548	16730.1936	1927.5975	661	1
6_MACS_peak_16556_lociStitched	chr19	18994066	19008468	6	12842	15653.5338	1561.1768	662	1
10_MACS_peak_31762_lociStitched	chr9	140227296	140242327	10	13115	14785.9947	1384.3551	663	1
3_MACS_peak_336_lociStitched	chr1	2458335	2470160	3	11633	17569.585	999.2125	664	1
7_MACS_peak_11306_lociStitched	chr17	827984	842949	7	12565	15749.166	1122.375	665	1
12_MACS_peak_26288_lociStitched	chr6	33788188	33802974	12	13041	14661.7976	1267.1602	667	1
7_MACS_peak_10460_lociStitched	chr16	31008628	31024162	7	12549	15908.3694	1339.0308	668	1
5_MACS_peak_8602_lociStitched	chr13	100068225	100083540	5	12660	16526.4165	2320.2225	669	1
4_MACS_peak_24123_lociStitched	chr3	50564931	50578791	4	12220	16404.696	1424.808	671	1
8_MACS_peak_29928_lociStitched	chr9	129427328	129440388	8	12674	15171.802	1242.006	672	1
4_MACS_peak_18902_lociStitched	chr2	26829547	26843527	4	12806	14712.552	1374.234	673	1
6_MACS_peak_30866_lociStitched	chr9	136573031	136587266	6	12455	15039.2775	986.4855	674	1
9_MACS_peak_18217_lociStitched	chr19	49853980	49869376	9	12607	15260.5152	1599.6444	675	1
11_MACS_peak_23572_lociStitched	chr22	50443555	50458171	11	11901	16102.4472	1046.5056	678	1
3_MACS_peak_27275_lociStitched	chr7	100195225	100208484	3	12014	16247.5786	1451.8605	679	1
6_MACS_peak_20498_lociStitched	chr20	60472560	60487301	6	12313	14670.2432	856.4521	685	1
11_MACS_peak_31935_lociStitched	chrX	152798650	152816122	11	12391	14475.552	898.0608	686	1
7_MACS_peak_30690_lociStitched	chr9	136074124	136087857	7	12436	14102.4177	741.582	688	1
5_MACS_peak_21069_lociStitched	chr21	43100473	43114019	5	12428	15373.3554	2000.7442	689	1
3_MACS_peak_19535_lociStitched	chr20	3651332	3663578	3	12092	15292.8048	1146.2256	690	1
6_MACS_peak_31778_lociStitched	chr9	140259474	140273894	6	12203	14917.49	1114.666	693	1
7_MACS_peak_27015_lociStitched	chr7	5629146	5643071	7	11359	16970.3975	1459.34	695	1
11_MACS_peak_1579_lociStitched	chr1	9736226	9752499	11	12079	15675.7809	1835.5944	696	1
7_MACS_peak_28240_lociStitched	chr7	157634800	157648998	7	12087	15339.5192	1517.7662	697	1
5_MACS_peak_17601_lociStitched	chr19	46092690	46105950	5	11809	15939.846	1505.01	698	1
5_MACS_peak_21762_lociStitched	chr22	19975691	19989967	5	12276	14557.2372	1286.2676	699	1
6_MACS_peak_6163_lociStitched	chr11	2227637	2240125	6	12025	14827.0024	977.8104	700	1
4_MACS_peak_124_lociStitched	chr1	1383511	1395701	4	12005	15191.178	1298.235	701	1
4_MACS_peak_13612_lociStitched	chr17	76445353	76458173	4	12083	14512.24	965.346	703	1
6_MACS_peak_94_lociStitched	chr1	1172289	1185012	6	11278	16249.8156	997.4832	704	1
6_MACS_peak_29772_lociStitched	chr9	37024431	37036922	6	11304	16664.2431	1465.1943	705	1
3_MACS_peak_19228_lociStitched	chr2	219717620	219729326	3	11613	15579.5154	1156.5528	707	1
6_MACS_peak_21635_lociStitched	chr21	47528499	47542779	6	11631	15696.576	1460.844	709	1
6_MACS_peak_26907_lociStitched	chr7	2691398	2704095	6	11954	13881.6301	637.3894	712	1
4_MACS_peak_20832_lociStitched	chr20	62274700	62287640	4	11492	15388.248	1266.826	717	1
7_MACS_peak_31552_lociStitched	chr9	138884215	138897731	7	11649	14632.4216	873.1336	718	1
6_MACS_peak_20878_lociStitched	chr20	62467859	62480103	6	11589	14582.604	937.8904	723	1
3_MACS_peak_7738_lociStitched	chr11	118019653	118031362	3	11422	15293.1249	1369.953	729	1
4_MACS_peak_11729_lociStitched	chr17	7341330	7353178	4	11587	14460.484	1171.7672	737	1
5_MACS_peak_24454_lociStitched	chr4	1795722	1807916	5	10969	15227.8672	913.3306	743	1
4_MACS_peak_27641_lociStitched	chr7	128468568	128481326	4	11022	16104.4234	1908.5968	744	1
3_MACS_peak_12107_lociStitched	chr17	26831568	26842791	3	11129	15234.1002	1295.1342	746	1
2_MACS_peak_4285_lociStitched	chr1	151680458	151692552	2	11114	16141.8618	2282.1378	751	1
6_MACS_peak_5812_lociStitched	chr11	377517	389063	6	10964	14300.8756	849.7856	767	1
