REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.3188	2455.71	335		SLC19A1	SLC19A1	335	1
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.3272	1910.1939	336	PNMAL2	PNMAL1	PNMAL2	336	1
8_MACS_peak_9650_lociStitched	chr15	91192343	91213812	8	18357	28319.7579	3188.1465	337		BLM	BLM	337	1
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706	338	NR5A1	GPR144	NR5A1	338	1
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968	339	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	339	1
16_MACS_peak_22893_lociStitched	chr22	44700325	44725890	16	20346	22589.234	2017.0785	340	KIAA1644		KIAA1644	340	1
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5	341	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	341	1
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128	342	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	342	1
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413	343	PAX7		PAX7	343	1
7_MACS_peak_9987_lociStitched	chr16	2232473	2252989	7	18025	27241.1448	2014.6712	344	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	344	1
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878	345	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	345	1
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032	346	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	346	1
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128	347	ACE	KCNH6,CYB561	ACE	347	1
15_MACS_peak_9331_lociStitched	chr15	74466780	74491693	15	19984	22822.7993	2015.4617	348	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	348	1
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085	349	COL20A1,CHRNA4	MIR4326	CHRNA4	349	1
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221	350	PRDM16		ARHGEF16	350	1
13_MACS_peak_354_lociStitched	chr1	2520059	2544554	13	19484	23610.7305	1709.751	351	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	351	1
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.5828	1582.947	352	SYT8	TNNI2,LSP1,MIR4298	SYT8	352	1
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454	353	RFPL4A	NLRP9	RFPL4A	353	1
4_MACS_peak_14557_lociStitched	chr19	1491175	1507194	4	15552	31514.1787	2692.7939	354	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	354	1
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.315	355	VENTX,MIR202	UTF1,ADAM8	MIR202	355	1
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374	356		FLJ45079	FLJ45079	356	1
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954	357		DNAH17	DNAH17	357	1
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694	358	ARHGEF10	KBTBD11	KBTBD11	358	1
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232	359	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	359	1
18_MACS_peak_22868_lociStitched	chr22	44662365	44687932	18	19528	22833.8877	1418.9685	360	KIAA1644		KIAA1644	360	1
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408	361		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	361	1
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836	362	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	362	1
3_MACS_peak_4319_lociStitched	chr1	155088785	155104693	3	15461	31539.2008	2868.2124	363	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	363	1
4_MACS_peak_1110_lociStitched	chr1	6554551	6572202	4	16895	27855.0431	1609.7712	364	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	364	1
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393	365	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	365	1
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219	366		KRTAP10-12,C21orf29,UBE2G2	C21orf29	366	1
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194	367	HRH3	GTPBP5,OSBPL2	HRH3	367	1
14_MACS_peak_18006_lociStitched	chr19	48777910	48803056	14	19271	23677.4736	2509.5708	368	ZNF114,CCDC114	EMP3,CARD8	ZNF114	368	1
18_MACS_peak_1716_lociStitched	chr1	11368081	11391974	18	19792	21773.6909	2011.7906	369		UBIAD1,MTOR	UBIAD1	369	1
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448	370	PADI2		PADI2	370	1
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.35	2143.4632	371	PTPRS		PTPRS	371	1
6_MACS_peak_11701_lociStitched	chr17	7184975	7204336	6	16903	27819.8209	2178.1125	372	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	372	1
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.24	2243.44	373			CBX4	373	1
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412	374	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	374	1
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.234	2049.844	375	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	375	1
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.784	376		FCN2,FCN1	FCN1	376	1
17_MACS_peak_10254_lociStitched	chr16	5049162	5073598	17	19746	21449.9208	2211.458	377	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	377	1
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5376	378		ECHDC3	ECHDC3	378	1
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.2465	1621.017	379		LOC100133461	LOC100133461	379	1
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.9822	1955.0106	380	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	380	1
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196	381	PADI1,PADI3	PADI4	PADI3	381	1
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194	382	ASGR2	SLC16A11,CLEC10A	ASGR2	382	1
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.358	383			LOC388906	383	1
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.1478	2320.0532	384		UBE2G2,SUMO3,PTTG1IP	SUMO3	384	1
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.2664	2175.9048	385	CCDC33	CCDC33,CYP11A1	CCDC33	385	1
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537	386	PRDM12	EXOSC2,ABL1	PRDM12	386	1
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0114	387	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	387	1
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766	388		MUC5B	MUC5B	388	1
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585	389	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	389	1
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458	390		METRNL	METRNL	390	1
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.3586	1507.4823	391	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	391	1
1_MACS_peak_12228_lociStitched	chr17	36333567	36350249	1	16683	29877.462	5605.152	392	TBC1D3,TBC1D3F		TBC1D3	392	1
2_MACS_peak_31784_lociStitched	chr9	140317890	140334343	2	16196	26686.766	1628.847	393	NOXA1,ENTPD8	EXD3,NELF	NOXA1	393	1
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9	394		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	394	1
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895	395	FBLN2	LOC285375	LOC285375	395	1
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575	396			PTK2	396	1
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196	397		CBX4	CBX4	397	1
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333	398	FLJ41350,LBX1		LBX1	398	1
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.272	2958.477	399	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	399	1
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695	400	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	400	1
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437	401	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	401	1
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448	402	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	402	1
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658	403	FBLN1		FBLN1	403	1
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.7496	1936.996	404	CCDC40	GAA,TBC1D16	CCDC40	404	1
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52	405			MIR548I3	405	1
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152	406	RIPK4	NCRNA00112,C21orf129	RIPK4	406	1
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297	407	NACC2		NACC2	407	1
17_MACS_peak_22747_lociStitched	chr22	43813411	43837307	17	18209	21377.3616	1710.9536	408	MPPED1		MPPED1	408	1
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.1176	1608.4236	409	COL6A1		COL6A1	409	1
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.1232	1932.4672	410	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	410	1
4_MACS_peak_4361_lociStitched	chr1	156579541	156596574	4	16379	26477.7985	3265.2261	411	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	411	1
2_MACS_peak_12688_lociStitched	chr17	45922455	45939403	2	16502	24861.0212	1937.1564	412	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	412	1
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406	413	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	413	1
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.488	2392.4992	414	KDELR3,KCNJ4	LOC400927,KCNJ4,DDX17	KCNJ4	414	1
1_MACS_peak_14238_lociStitched	chr17	79759021	79772641	1	13621	28551.606	1254.402	415	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	415	1
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864	416		CLDN15,FIS1,RABL5	RABL5	416	1
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6152	417	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	417	1
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997	418	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	418	1
18_MACS_peak_12428_lociStitched	chr17	41723554	41745778	18	18342	19954.9296	2082.3888	419	MEOX1		MEOX1	419	1
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5176	420	CELF5	NFIC	NFIC	420	1
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477	421	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	421	1
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365	422	NRXN2	SLC22A12	NRXN2	422	1
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031	423	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	423	1
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159	424	MCF2L,LOC100289410	MCF2L	MCF2L	424	1
19_MACS_peak_3206_lociStitched	chr1	22939140	22961563	19	18145	20037.1928	2096.5505	425		EPHA8,C1QA,C1QC,C1QB	C1QA	425	1
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.2478	2960.133	426		C17orf77,RAB37,CD300LD,CD300E	CD300E	426	1
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375	427		IGF2AS,MIR483,IGF2	MIR483	427	1
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632	428		TMEM201,PIK3CD,C1orf200	PIK3CD	428	1
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302	429	COL5A1		MIR3689B	429	1
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994	430	PCBP3	COL6A1	COL6A1	430	1
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.52	431	GBGT1	RALGDS,OBP2B	GBGT1	431	1
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.0948	1824.9222	432	CCDC40,TBC1D16	GAA	CCDC40	432	1
1_MACS_peak_27645_lociStitched	chr7	128482642	128498287	1	15646	25013.226	2229.4125	433	FLNC	ATP6V1F,LOC100130705	ATP6V1F	433	1
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.9394	1537.9452	434		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	434	1
2_MACS_peak_27739_lociStitched	chr7	151078264	151094108	2	15522	24719.8088	1841.0728	435	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	435	1
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.971	1556.5284	436	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	436	1
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451	437	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	437	1
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9625	438	SYT7	RPLP0P2	SYT7	438	1
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.3999	1514.1364	439	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	439	1
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8818	440		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	440	1
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833	441	ARHGEF16		ARHGEF16	441	1
14_MACS_peak_5944_lociStitched	chr11	1387060	1406989	14	17637	19649.994	1538.5188	442		BRSK2	BRSK2	442	1
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.16	1255.297	443	NCS1		NCS1	443	1
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.7453	2024.7807	444	GPR142	KIF19,GPRC5C,BTBD17	GPR142	444	1
4_MACS_peak_21641_lociStitched	chr21	47545520	47562536	4	15637	24040.2048	1713.5112	445	COL6A2,FTCD	C21orf56	FTCD	445	1
4_MACS_peak_27259_lociStitched	chr7	99758801	99774634	4	14876	25658.9598	2045.6236	446	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	446	1
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.0191	1947.3433	447	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	447	1
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.4416	1628.8278	448	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	448	1
7_MACS_peak_8230_lociStitched	chr12	52224533	52243886	7	17468	19782.6366	1840.4703	449		ANKRD33,FIGNL2	FIGNL2	449	1
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8112	450	PIK3CD,C1orf200		C1orf200	450	1
13_MACS_peak_15427_lociStitched	chr19	7767309	7788828	13	17559	20096.5941	2433.7989	451		RETN,C19orf59,TRAPPC5,CLEC4M,FCER2,CLEC4G,CD209	FCER2	451	1
6_MACS_peak_25969_lociStitched	chr5	176884863	176902066	6	16017	22735.4848	1634.285	452	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	452	1
4_MACS_peak_21284_lociStitched	chr21	45665389	45681541	4	15709	24077.7864	2461.5648	453	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	453	1
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8202	454		IGLL1	IGLL1	454	1
5_MACS_peak_15454_lociStitched	chr19	7830207	7848932	5	17413	20569.4125	2758.1925	455	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	455	1
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875	456	RTN4RL1		RTN4RL1	456	1
9_MACS_peak_10450_lociStitched	chr16	30028467	30045548	9	16028	22649.406	1762.7592	457	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	457	1
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325	458	MICALL2		MICALL2	458	1
10_MACS_peak_30442_lociStitched	chr9	134999316	135019176	10	17276	19881.846	1962.168	459		NTNG2,MED27	NTNG2	459	1
13_MACS_peak_28644_lociStitched	chr8	7423488	7444406	13	17505	19426.5466	2376.2848	460	FAM90A7		FAM90A7	460	1
2_MACS_peak_13379_lociStitched	chr17	73604750	73619228	2	13950	25657.9116	1544.8026	461	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	461	1
16_MACS_peak_2284_lociStitched	chr1	17884995	17905972	16	17369	19269.4722	2013.792	462	ARHGEF10L	ARHGEF10L	ARHGEF10L	462	1
4_MACS_peak_12166_lociStitched	chr17	34577257	34594283	4	16111	24440.823	4462.5146	463	TBC1D3C	CCL4L1	TBC1D3C	463	1
3_MACS_peak_12170_lociStitched	chr17	34742575	34759297	3	15541	25452.5562	4441.3632	464	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	464	1
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.4131	1822.8704	465	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	465	1
3_MACS_peak_1961_lociStitched	chr1	16383496	16400187	3	15156	23255.5703	1659.0854	466	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	466	1
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433	467	COL5A1	MIR3689B,MIR3689A	MIR3689B	467	1
9_MACS_peak_20869_lociStitched	chr20	62448084	62466744	9	16765	19818.786	1703.658	468		C20orf135,TPD52L2,ZBTB46	ZBTB46	468	1
7_MACS_peak_21175_lociStitched	chr21	44011501	44028615	7	16384	21382.2316	2413.074	469		PDE9A	PDE9A	469	1
6_MACS_peak_10073_lociStitched	chr16	3054909	3071526	6	15429	22803.5091	1847.8104	470	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	470	1
9_MACS_peak_21734_lociStitched	chr22	19689874	19708604	9	16841	19310.63	1436.591	471	SEPT5,SEPT5-GP1BB	GP1BB,TBX1	SEPT5	471	1
6_MACS_peak_88_lociStitched	chr1	1133532	1150063	6	15598	21754.796	1137.3328	472	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	472	1
3_MACS_peak_9642_lociStitched	chr15	89899866	89916790	3	16226	20940.0652	1714.4012	473	MIR9-3	LOC254559,POLG	MIR9-3	473	1
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572	474	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	474	1
11_MACS_peak_13545_lociStitched	chr17	75908568	75928103	11	16952	19531.093	2037.5005	475		FLJ45079	FLJ45079	475	1
5_MACS_peak_21419_lociStitched	chr21	46140525	46157093	5	16248	20892.248	1784.3736	476		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	476	1
7_MACS_peak_5054_lociStitched	chr10	73045083	73062965	7	16749	19627.2832	1886.551	477	UNC5B	SLC29A3	SLC29A3	477	1
2_MACS_peak_15370_lociStitched	chr19	7036587	7053229	2	16593	21825.983	3801.0328	478	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	478	1
10_MACS_peak_23345_lociStitched	chr22	46289825	46308489	10	16507	19539.3416	1313.9456	479			WNT7B	479	1
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921	480		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	480	1
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396	481	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	481	1
12_MACS_peak_20697_lociStitched	chr20	61745393	61765806	12	16573	19478.0846	1633.04	482		HAR1A,MIR124-3,HAR1B	HAR1B	482	1
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681	483	GAA	EIF4A3	GAA	483	1
10_MACS_peak_25270_lociStitched	chr4	8591757	8610506	10	16558	19138.9792	1297.4308	484	CPZ	GPR78	CPZ	484	1
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888	485	MUC2	MUC6	MUC2	485	1
8_MACS_peak_668_lociStitched	chr1	3267804	3286140	8	16597	18361.6704	867.2928	486	PRDM16		ARHGEF16	486	1
7_MACS_peak_13643_lociStitched	chr17	76517865	76536291	7	16453	19533.4026	1689.6642	487	DNAH17		DNAH17	487	1
5_MACS_peak_20688_lociStitched	chr20	61713729	61731408	5	16267	19420.3815	1145.5992	488	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	488	1
4_MACS_peak_8152_lociStitched	chr12	6928497	6943235	4	14140	24414.9708	2019.106	489	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	489	1
8_MACS_peak_26918_lociStitched	chr7	2714032	2732008	8	16220	19854.492	1589.0784	490	AMZ1	TTYH3	AMZ1	490	1
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215	491	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	TMEM88B	491	1
12_MACS_peak_23275_lociStitched	chr22	45906268	45927228	12	16579	18773.872	1555.232	492	FBLN1		FBLN1	492	1
15_MACS_peak_24566_lociStitched	chr4	3702327	3723800	15	16487	19083.0551	1646.9791	493		ADRA2C,LOC100133461	LOC100133461	493	1
5_MACS_peak_8770_lociStitched	chr13	114049257	114065941	5	15502	21315.4784	1723.4572	494		GRTP1,ADPRHL1	GRTP1	494	1
15_MACS_peak_17750_lociStitched	chr19	46958773	46978781	15	16440	18957.58	1560.624	495	PNMAL1	CCDC8,PNMAL2	PNMAL1	495	1
11_MACS_peak_1994_lociStitched	chr1	16492835	16511581	11	16446	19122.7946	1767.7478	496		EPHA2,ARHGEF19	EPHA2	496	1
5_MACS_peak_26683_lociStitched	chr7	1217546	1235657	5	16381	18967.6503	1573.8459	497		UNCX,C7orf50,ZFAND2A	ZFAND2A	497	1
7_MACS_peak_4425_lociStitched	chr1	158121635	158139001	7	16299	20582.1832	3111.9872	498		CD1D,LOC646268	CD1D	498	1
3_MACS_peak_2965_lociStitched	chr1	21044369	21059318	3	14573	22700.0565	1683.2574	499	SH2D5	KIF17	SH2D5	499	1
2_MACS_peak_15368_lociStitched	chr19	7016963	7033778	2	16313	20258.712	2939.262	500	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	500	1
4_MACS_peak_24029_lociStitched	chr3	50302189	50318026	4	13987	23845.7709	1894.1052	501	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	501	1
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192	502	PLCH2	PANK4,HES5,LOC115110	PLCH2	502	1
4_MACS_peak_15947_lociStitched	chr19	13973558	13990669	4	15842	19985.648	1969.4761	503	MIR181C,MIR181D,NANOS3	CC2D1A,LOC284454,MIR24-2,MIR27A,MIR23A,C19orf57	MIR181C	503	1
