REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_9934_lociStitched	chr16	1475771	1493719	4	17155	26485.8636	1469.9412	286	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.0249000000000001	286	1
5_MACS_peak_4871_lociStitched	chr10	11745047	11764426	5	17100	27595.696	2604.5376	287		ECHDC3	ECHDC3	ECHDC3	0.0637	287	1
10_MACS_peak_14812_lociStitched	chr19	3333283	3359402	10	23853	27908.1515	2925.328	288		NFIC	NFIC	NFIC	1.102	288	1
16_MACS_peak_6675_lociStitched	chr11	64285717	64314270	16	22691	27262.4044	2338.4907	289		SLC22A11,SLC22A12	SLC22A11	SLC22A11	0.8425	289	1
3_MACS_peak_14875_lociStitched	chr19	3728203	3746764	3	18146	27342.2091	2435.2032	290	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	0.9365999999999999	290	1
5_MACS_peak_9994_lociStitched	chr16	2325034	2343867	5	18418	26953.7896	2064.0968	291	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.2852	291	1
11_MACS_peak_278_lociStitched	chr1	2131576	2156567	11	22142	27120.2332	2311.6675	292	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	C1orf86	0.6004	292	1
6_MACS_peak_9741_lociStitched	chr16	792438	813787	6	20534	27032.1038	2237.3752	293	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.0886	293	1
14_MACS_peak_16918_lociStitched	chr19	36343823	36370481	14	23168	26769.9636	1999.35	294	KIRREL2,APLP1	HCST,PRODH2,NPHS1,NFKBID,TYROBP	APLP1	APLP1	0.8048000000000001	294	1
1_MACS_peak_14549_lociStitched	chr19	1445165	1455118	1	9954	26367.4876	1606.4142	295	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	REEP6	1.6692	295	1
3_MACS_peak_6076_lociStitched	chr11	1840244	1858758	3	18108	26293.5828	1582.947	296	SYT8	TNNI2,LSP1,MIR4298	SYT8	SYT8	1.1126999999999998	296	1
15_MACS_peak_6028_lociStitched	chr11	1725519	1751881	15	22778	27213.4926	2562.3864	297	MOB2	FAM99A,KRTAP5-6,FAM99B,LOC402778,CTSD	KRTAP5-6	FAM99A	1.3823	297	1
5_MACS_peak_9195_lociStitched	chr15	42152675	42174125	5	19422	26488.605	1866.15	298	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.2216	298	1
5_MACS_peak_1872_lociStitched	chr1	11757316	11777940	5	19328	26631.7712	2037.6512	299	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	C1orf187	1.0435999999999999	299	1
16_MACS_peak_27988_lociStitched	chr7	155591997	155619195	16	22711	27100.0872	2523.9744	300	SHH		SHH	SHH	0.9119	300	1
12_MACS_peak_18249_lociStitched	chr19	50011016	50038368	12	25387	27409.4392	2850.0784	301	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	RCN3	0.791	301	1
5_MACS_peak_21183_lociStitched	chr21	44033057	44054756	5	19646	27833.3073	3302.5878	302		PDE9A	PDE9A	PDE9A	1.3517	302	1
11_MACS_peak_17532_lociStitched	chr19	45367847	45391014	11	20946	26899.2037	2379.2509	303	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.7098000000000001	303	1
13_MACS_peak_9783_lociStitched	chr16	917082	942920	13	22176	26088.6286	1767.3192	304	LMF1		PRR25	PRR25	0.7551	304	1
1_MACS_peak_12228_lociStitched	chr17	36333567	36350249	1	16683	29877.462	5605.152	305	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.1593	305	1
11_MACS_peak_30961_lociStitched	chr9	137166133	137191878	11	21825	26141.473	1912.8535	306		RXRA	RXRA	RXRA	0.06490000000000001	306	1
4_MACS_peak_12704_lociStitched	chr17	46691045	46708677	4	15934	26097.1232	1932.4672	307	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.3977	307	1
8_MACS_peak_22599_lociStitched	chr22	42740500	42765101	8	21683	26305.8493	2150.1274	308			NFAM1	NFAM1	0.8457	308	1
6_MACS_peak_9559_lociStitched	chr15	78180245	78202170	6	20281	26474.4375	2319.665	309		LOC645752	LOC645752	LOC645752	0.2914	309	1
2_MACS_peak_13379_lociStitched	chr17	73604750	73619228	2	13950	25657.9116	1544.8026	310	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	310	1
18_MACS_peak_544_lociStitched	chr1	3035575	3060587	18	23365	25522.2448	1468.2044	311	PRDM16,MIR4251		MIR4251	MIR4251	0.9072	311	1
14_MACS_peak_18059_lociStitched	chr19	49048568	49074490	14	21886	26336.752	2283.7282	312	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	SULT2B1	0.9484000000000001	312	1
19_MACS_peak_26367_lociStitched	chr6	33980957	34009240	19	22773	26464.4031	2452.1361	313	GRM4	MIR1275	MIR1275	MIR1275	0.48050000000000004	313	1
14_MACS_peak_15554_lociStitched	chr19	8266127	8294224	14	24603	26961.8812	3009.1887	314	LASS4		LASS4	LASS4	0.6386999999999999	314	1
13_MACS_peak_23355_lociStitched	chr22	46309670	46334402	13	21481	25439.3352	1506.1788	315	WNT7B		WNT7B	WNT7B	0.9853999999999999	315	1
10_MACS_peak_1594_lociStitched	chr1	10699850	10721105	10	19356	25610.1495	1696.149	316	CASZ1		CASZ1	CASZ1	1.1432	316	1
9_MACS_peak_22584_lociStitched	chr22	42693603	42716454	9	20734	25837.6257	1940.0499	317		LOC388906	LOC388906	LOC388906	0.018200000000000008	317	1
6_MACS_peak_24372_lociStitched	chr3	195528317	195549058	6	19957	26432.3304	2536.6243	318	MUC4		MUC4	MUC4	0.5942	318	1
5_MACS_peak_20556_lociStitched	chr20	60783786	60803943	5	18056	25575.2016	1697.2194	319	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	1.1943	319	1
3_MACS_peak_14595_lociStitched	chr19	2299195	2316840	3	17044	26608.66	2775.5585	320	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	0.8637999999999999	320	1
17_MACS_peak_22517_lociStitched	chr22	40036545	40063260	17	21803	25988.352	2161.2435	321	CACNA1I		CACNA1I	CACNA1I	0.7874	321	1
1_MACS_peak_13966_lociStitched	chr17	77771597	77783489	1	11893	24797.1984	996.5496	322		CBX2,CBX8,CBX4	CBX8	CBX2	1.4022	322	1
8_MACS_peak_15169_lociStitched	chr19	5731762	5757194	8	22915	26751.9208	3056.9264	323	TMEM146	RPL36,LONP1,PRR22,DUS3L	TMEM146	TMEM146	0.7765	323	1
19_MACS_peak_699_lociStitched	chr1	3336646	3362277	19	22295	25133.7586	1514.7921	324	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	0.9044	324	1
4_MACS_peak_27259_lociStitched	chr7	99758801	99774634	4	14876	25658.9598	2045.6236	325	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	GAL3ST4	1.0093	325	1
4_MACS_peak_21428_lociStitched	chr21	46164245	46183232	4	18220	25759.6629	2158.8219	326		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.0037	326	1
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.3272	1910.1939	327	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.1715	327	1
17_MACS_peak_7274_lociStitched	chr11	69970761	69999188	17	23073	25356.884	1896.0809	328	ANO1		ANO1	ANO1	0.699	328	1
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.3188	2455.71	329		SLC19A1	SLC19A1	SLC19A1	0.05089999999999999	329	1
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.272	2958.477	330	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.4608	330	1
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.234	2049.844	331	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.0396	331	1
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416	332	NTNG2		NTNG2	NTNG2	1.0408000000000002	332	1
14_MACS_peak_31559_lociStitched	chr9	138899241	138924930	14	20224	24977.4147	1764.8343	333	NACC2	UBAC1	UBAC1	UBAC1	0.08310000000000001	333	1
4_MACS_peak_4361_lociStitched	chr1	156579541	156596574	4	16379	26477.7985	3265.2261	334	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.321	334	1
21_MACS_peak_2147_lociStitched	chr1	17534873	17562357	21	22569	25518.894	2311.4044	335	PADI1	PADI3	PADI1	PADI1	0.8079	335	1
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393	336	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	SPEG	1.0997	336	1
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128	337	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	CCDC27	0.8695	337	1
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537	338	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	0.7833	338	1
16_MACS_peak_19926_lociStitched	chr20	48889906	48916488	16	21508	25287.4566	2227.5716	339	LOC284751		LOC284751	LOC284751	0.7374	339	1
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.1176	1608.4236	340	COL6A1		COL6A1	COL6A1	0.9784999999999999	340	1
16_MACS_peak_31483_lociStitched	chr9	138572243	138599066	16	21461	24626.1963	1644.2499	341	KCNT1,SOHLH1	LCN9,GLT6D1	SOHLH1	SOHLH1	0.9416	341	1
16_MACS_peak_2230_lociStitched	chr1	17685738	17713020	16	22423	25134.9066	2174.3754	342	PADI4,PADI6		PADI6	PADI6	0.6263	342	1
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.1478	2320.0532	343		UBE2G2,SUMO3,PTTG1IP	SUMO3	SUMO3	0.06310000000000002	343	1
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351	344	CCDC40	GAA,TBC1D16,EIF4A3	GAA	TBC1D16	1.0408	344	1
2_MACS_peak_12688_lociStitched	chr17	45922455	45939403	2	16502	24861.0212	1937.1564	345	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.0581999999999998	345	1
2_MACS_peak_27739_lociStitched	chr7	151078264	151094108	2	15522	24719.8088	1841.0728	346	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.5376000000000001	346	1
9_MACS_peak_30464_lociStitched	chr9	135071789	135094991	9	21310	24826.14	2030.175	347	NTNG2		NTNG2	NTNG2	1.0408000000000002	347	1
1_MACS_peak_27645_lociStitched	chr7	128482642	128498287	1	15646	25013.226	2229.4125	348	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.009899999999999992	348	1
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836	349	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	DKFZP434K028	1.1539000000000001	349	1
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232	350	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	0.7357	350	1
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408	351		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	MIR3186	1.5771	351	1
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997	352	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.2453	352	1
9_MACS_peak_15384_lociStitched	chr19	7543195	7568298	9	22599	26194.9805	3609.8114	353	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.6962	353	1
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.5896	1584.6858	354	WNT7B	LOC730668	WNT7B	WNT7B	0.9853999999999999	354	1
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454	355	RFPL4A	NLRP9	RFPL4A	RFPL4A	1.0636	355	1
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.9822	1955.0106	356	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.006199999999999997	356	1
3_MACS_peak_4393_lociStitched	chr1	156887835	156901093	3	12529	24716.8894	2247.231	357	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	1.3749	357	1
20_MACS_peak_24103_lociStitched	chr3	50536020	50562230	20	21474	25051.518	2621	358	CACNA2D2	HEMK1,C3orf18	CACNA2D2	CACNA2D2	0.7307	358	1
4_MACS_peak_8152_lociStitched	chr12	6928497	6943235	4	14140	24414.9708	2019.106	359	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	LEPREL2	0.8992	359	1
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.8395	1847.407	360		ASS1	ASS1	ASS1	0.4336	360	1
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597	361	RTN4RL1	DPH1,OVCA2	RTN4RL1	RTN4RL1	1.1097000000000001	361	1
4_MACS_peak_21641_lociStitched	chr21	47545520	47562536	4	15637	24040.2048	1713.5112	362	COL6A2,FTCD	C21orf56	FTCD	FTCD	0.9071999999999999	362	1
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7609	363		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	PTGES	1.137	363	1
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9	364		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	TJP3	0.9080999999999999	364	1
1_MACS_peak_12227_lociStitched	chr17	36283804	36297317	1	13514	26266.5694	3991.7402	365	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.1593	365	1
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128	366	ACE	KCNH6,CYB561	ACE	ACE	0.8768	366	1
10_MACS_peak_131_lociStitched	chr1	1512208	1534737	10	20936	24685.0253	2498.4661	367		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.30720000000000003	367	1
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.315	368	VENTX,MIR202	UTF1,ADAM8	MIR202	MIR202	1.1638000000000002	368	1
14_MACS_peak_13498_lociStitched	chr17	75779572	75803555	14	20836	24462.66	2412.6898	369			FLJ45079	FLJ45079	0.8101	369	1
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03	370	TUSC5	BHLHA9	TUSC5	TUSC5	0.9779	370	1
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994	371	UBASH3A	TFF1,TMPRSS3	UBASH3A	TFF1	1.4358	371	1
15_MACS_peak_11986_lociStitched	chr17	19100073	19128617	15	25039	25013.1072	3034.2272	372		EPN2	EPN2	NONE	NONE	372	1
4_MACS_peak_24029_lociStitched	chr3	50302189	50318026	4	13987	23845.7709	1894.1052	373	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	SEMA3B	1.1751	373	1
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333	374	FLJ41350,LBX1		LBX1	LBX1	0.9968	374	1
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5	375	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.4015	375	1
13_MACS_peak_354_lociStitched	chr1	2520059	2544554	13	19484	23610.7305	1709.751	376	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	C1orf93	0.7352	376	1
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766	377		MUC5B	MUC5B	MUC5B	0.685	377	1
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706	378	NR5A1	GPR144	NR5A1	NR5A1	0.8392000000000001	378	1
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878	379	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	0.8912	379	1
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297	380	NACC2		NACC2	NACC2	0.9003	380	1
4_MACS_peak_21284_lociStitched	chr21	45665389	45681541	4	15709	24077.7864	2461.5648	381	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.2563	381	1
3_MACS_peak_1961_lociStitched	chr1	16383496	16400187	3	15156	23255.5703	1659.0854	382	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.3658000000000001	382	1
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085	383	COL20A1,CHRNA4	MIR4326	CHRNA4	CHRNA4	0.8872	383	1
16_MACS_peak_14717_lociStitched	chr19	3094593	3120503	16	20791	23995.251	2489.951	384	GNA11	GNA15,TLE2,AES	GNA11	GNA11	0.7647999999999999	384	1
14_MACS_peak_18128_lociStitched	chr19	49252758	49278001	14	20104	24379.6894	2875.1777	385	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	FGF21	0.8249	385	1
8_MACS_peak_15156_lociStitched	chr19	5544019	5566296	8	20920	23974.5074	2477.2024	386	PLAC2		PLAC2	PLAC2	0.7303	386	1
27_MACS_peak_1305_lociStitched	chr1	7509283	7538104	27	20392	23085.621	1622.6223	387	CAMTA1		VAMP3	VAMP3	NONE	387	1
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694	388	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.5579000000000001	388	1
13_MACS_peak_25280_lociStitched	chr4	8611622	8638882	13	21478	22781.182	1324.836	389	CPZ	GPR78	CPZ	CPZ	0.8976000000000001	389	1
18_MACS_peak_22868_lociStitched	chr22	44662365	44687932	18	19528	22833.8877	1418.9685	390	KIAA1644		KIAA1644	KIAA1644	0.6472	390	1
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.9394	1537.9452	391		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.5693999999999999	391	1
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.4416	1628.8278	392	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.0812	392	1
10_MACS_peak_26393_lociStitched	chr6	34041419	34064897	10	21978	23276.0892	2028.4992	393	GRM4		GRM4	GRM4	0.8816999999999999	393	1
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458	394		METRNL	METRNL	METRNL	0.7202999999999999	394	1
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413	395	PAX7		PAX7	PAX7	0.7666999999999999	395	1
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994	396	PCBP3	COL6A1	COL6A1	COL6A1	0.9784999999999999	396	1
14_MACS_peak_18006_lociStitched	chr19	48777910	48803056	14	19271	23677.4736	2509.5708	397	ZNF114,CCDC114	EMP3,CARD8	ZNF114	ZNF114	0.7322	397	1
3_MACS_peak_14498_lociStitched	chr19	665036	679421	3	14013	23132.5185	1967.868	398	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	1.6941000000000002	398	1
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.3586	1507.4823	399	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	BHLHE23	1.0737999999999999	399	1
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954	400		DNAH17	DNAH17	DNAH17	0.7581	400	1
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575	401			PTK2	PTK2	0.0833	401	1
6_MACS_peak_25969_lociStitched	chr5	176884863	176902066	6	16017	22735.4848	1634.285	402	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	DBN1	0.841	402	1
18_MACS_peak_22192_lociStitched	chr22	36969520	36995005	18	20278	23390.133	2303.844	403	CACNG2	EIF3D	EIF3D	NONE	NONE	403	1
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406	404	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	404	1
3_MACS_peak_2965_lociStitched	chr1	21044369	21059318	3	14573	22700.0565	1683.2574	405	SH2D5	KIF17	SH2D5	SH2D5	1.0475999999999999	405	1
3_MACS_peak_12170_lociStitched	chr17	34742575	34759297	3	15541	25452.5562	4441.3632	406	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3H	1.0433999999999999	406	1
21_MACS_peak_1842_lociStitched	chr1	11666364	11692821	21	20419	23237.1831	2243.5536	407		FBXO44,FBXO6,FBXO2,MAD2L2	FBXO44	FBXO2	0.25989999999999996	407	1
6_MACS_peak_10073_lociStitched	chr16	3054909	3071526	6	15429	22803.5091	1847.8104	408	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	1.5923	408	1
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.358	409			LOC388906	LOC388906	0.018200000000000008	409	1
9_MACS_peak_10450_lociStitched	chr16	30028467	30045548	9	16028	22649.406	1762.7592	410	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	C16orf92	1.2529000000000001	410	1
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658	411	FBLN1		FBLN1	FBLN1	0.7396999999999999	411	1
5_MACS_peak_2064_lociStitched	chr1	17192339	17206058	5	12815	23958.8616	3130.6758	412		CROCC	CROCC	NONE	NONE	412	1
15_MACS_peak_9331_lociStitched	chr15	74466780	74491693	15	19984	22822.7993	2015.4617	413	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	CCDC33	0.7268	413	1
17_MACS_peak_19957_lociStitched	chr20	48956594	48981234	17	20511	23270.016	2491.104	414		LOC284751	LOC284751	LOC284751	0.7374	414	1
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374	415		FLJ45079	FLJ45079	FLJ45079	0.8101	415	1
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.35	2143.4632	416	PTPRS		PTPRS	PTPRS	0.7034	416	1
6_MACS_peak_88_lociStitched	chr1	1133532	1150063	6	15598	21754.796	1137.3328	417	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	1.6553	417	1
1_MACS_peak_4310_lociStitched	chr1	155050588	155057281	1	6694	22146.4677	1530.0198	418	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	EFNA3	1.2985	418	1
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695	419	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	CHRNA4	0.8872	419	1
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.4131	1822.8704	420	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	HS3ST6	1.0803	420	1
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448	421	PADI2		PADI2	PADI2	0.8822	421	1
16_MACS_peak_22893_lociStitched	chr22	44700325	44725890	16	20346	22589.234	2017.0785	422	KIAA1644		KIAA1644	KIAA1644	0.6472	422	1
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.24	2243.44	423			CBX4	CBX4	0.7077	423	1
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448	424	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.0804	424	1
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031	425	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.7231000000000001	425	1
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572	426	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	NOTUM	1.0344	426	1
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196	427		CBX4	CBX4	CBX4	0.7077	427	1
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221	428	PRDM16		ARHGEF16	ARHGEF16	0.9044	428	1
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196	429	PADI1,PADI3	PADI4	PADI3	PADI4	0.7177	429	1
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.0191	1947.3433	430	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	0.9023000000000001	430	1
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0114	431	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	LOC55908	0.7856000000000001	431	1
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.7496	1936.996	432	CCDC40	GAA,TBC1D16	CCDC40	TBC1D16	1.0408	432	1
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194	433	ASGR2	SLC16A11,CLEC10A	ASGR2	ASGR2	0.8357	433	1
