REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X22_0F28_0229Kronos_MM1S.No.Treatment.2_H3K27me3_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
12_MACS_peak_17765_lociStitched	chr19	46980342	47001975	12	19137	25492.3272	1910.1939	327	PNMAL2	PNMAL1	PNMAL2	327	1
17_MACS_peak_7274_lociStitched	chr11	69970761	69999188	17	23073	25356.884	1896.0809	328	ANO1		ANO1	328	1
6_MACS_peak_21546_lociStitched	chr21	46986950	47008304	6	19219	25885.3188	2455.71	329		SLC19A1	SLC19A1	329	1
8_MACS_peak_4560_lociStitched	chr1	202154007	202171797	8	16818	26272.272	2958.477	330	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	330	1
7_MACS_peak_28794_lociStitched	chr8	22003123	22022033	7	18080	25290.234	2049.844	331	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	331	1
4_MACS_peak_30473_lociStitched	chr9	135096382	135116596	4	19734	25330.1634	2110.3416	332	NTNG2		NTNG2	332	1
14_MACS_peak_31559_lociStitched	chr9	138899241	138924930	14	20224	24977.4147	1764.8343	333	NACC2	UBAC1	UBAC1	333	1
4_MACS_peak_4361_lociStitched	chr1	156579541	156596574	4	16379	26477.7985	3265.2261	334	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	334	1
21_MACS_peak_2147_lociStitched	chr1	17534873	17562357	21	22569	25518.894	2311.4044	335	PADI1	PADI3	PADI1	335	1
8_MACS_peak_19285_lociStitched	chr2	220298433	220318960	8	18430	25172.2601	1968.5393	336	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	336	1
9_MACS_peak_773_lociStitched	chr1	3667169	3688673	9	19151	24794.112	1681.6128	337	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	337	1
4_MACS_peak_30310_lociStitched	chr9	133526009	133544550	4	17643	24475.9741	1403.5537	338	PRDM12	EXOSC2,ABL1	PRDM12	338	1
16_MACS_peak_19926_lociStitched	chr20	48889906	48916488	16	21508	25287.4566	2227.5716	339	LOC284751		LOC284751	339	1
8_MACS_peak_21599_lociStitched	chr21	47405073	47423434	8	16574	24633.1176	1608.4236	340	COL6A1		COL6A1	340	1
16_MACS_peak_31483_lociStitched	chr9	138572243	138599066	16	21461	24626.1963	1644.2499	341	KCNT1,SOHLH1	LCN9,GLT6D1	SOHLH1	341	1
16_MACS_peak_2230_lociStitched	chr1	17685738	17713020	16	22423	25134.9066	2174.3754	342	PADI4,PADI6		PADI6	342	1
6_MACS_peak_21434_lociStitched	chr21	46246686	46266248	6	17887	25272.1478	2320.0532	343		UBE2G2,SUMO3,PTTG1IP	SUMO3	343	1
8_MACS_peak_14062_lociStitched	chr17	78053861	78075090	8	19580	25105.4154	2163.2351	344	CCDC40	GAA,TBC1D16,EIF4A3	GAA	344	1
2_MACS_peak_12688_lociStitched	chr17	45922455	45939403	2	16502	24861.0212	1937.1564	345	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	345	1
2_MACS_peak_27739_lociStitched	chr7	151078264	151094108	2	15522	24719.8088	1841.0728	346	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	346	1
9_MACS_peak_30464_lociStitched	chr9	135071789	135094991	9	21310	24826.14	2030.175	347	NTNG2		NTNG2	347	1
1_MACS_peak_27645_lociStitched	chr7	128482642	128498287	1	15646	25013.226	2229.4125	348	FLNC	ATP6V1F,LOC100130705	ATP6V1F	348	1
5_MACS_peak_6553_lociStitched	chr11	61515476	61534569	5	18872	24721.6164	2008.5836	349	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	349	1
9_MACS_peak_21409_lociStitched	chr21	46114899	46135337	9	18973	24680.9288	1970.2232	350	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	350	1
8_MACS_peak_14213_lociStitched	chr17	79452601	79473396	8	18986	24748.1295	2129.408	351		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	351	1
8_MACS_peak_14856_lociStitched	chr19	3581445	3599266	8	16297	24856.7308	2240.0997	352	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	352	1
9_MACS_peak_15384_lociStitched	chr19	7543195	7568298	9	22599	26194.9805	3609.8114	353	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	353	1
6_MACS_peak_23368_lociStitched	chr22	46336016	46357230	6	20413	24107.5896	1584.6858	354	WNT7B	LOC730668	WNT7B	354	1
10_MACS_peak_18711_lociStitched	chr19	56263482	56285745	10	19147	25760.5173	3245.9454	355	RFPL4A	NLRP9	RFPL4A	355	1
11_MACS_peak_11248_lociStitched	chr17	700123	723649	11	18307	24459.9822	1955.0106	356	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	356	1
3_MACS_peak_4393_lociStitched	chr1	156887835	156901093	3	12529	24716.8894	2247.231	357	C1orf92	PEAR1,MIR765	C1orf92	357	1
20_MACS_peak_24103_lociStitched	chr3	50536020	50562230	20	21474	25051.518	2621.0	358	CACNA2D2	HEMK1,C3orf18	CACNA2D2	358	1
4_MACS_peak_8152_lociStitched	chr12	6928497	6943235	4	14140	24414.9708	2019.106	359	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,RPL13P5,CDCA3,SPSB2	LEPREL2	359	1
7_MACS_peak_30253_lociStitched	chr9	133290324	133313359	7	20542	24179.8395	1847.407	360		ASS1	ASS1	360	1
7_MACS_peak_11438_lociStitched	chr17	1877997	1899626	7	19735	24479.7022	2147.7597	361	RTN4RL1	DPH1,OVCA2	RTN4RL1	361	1
4_MACS_peak_21641_lociStitched	chr21	47545520	47562536	4	15637	24040.2048	1713.5112	362	COL6A2,FTCD	C21orf56	FTCD	362	1
13_MACS_peak_30125_lociStitched	chr9	132527793	132551606	13	20451	24898.8728	2602.7609	363		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	363	1
8_MACS_peak_14867_lociStitched	chr19	3707768	3726514	8	17555	25089.6464	2811.9	364		TJP3,MRPL54,PIP5K1C,APBA3,RAX2	TJP3	364	1
1_MACS_peak_12227_lociStitched	chr17	36283804	36297317	1	13514	26266.5694	3991.7402	365	TBC1D3,TBC1D3F	LOC284100	TBC1D3	365	1
10_MACS_peak_12970_lociStitched	chr17	61552053	61573101	10	19406	24076.8072	1810.128	366	ACE	KCNH6,CYB561	ACE	366	1
10_MACS_peak_131_lociStitched	chr1	1512208	1534737	10	20936	24685.0253	2498.4661	367		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	367	1
10_MACS_peak_5736_lociStitched	chr10	135048571	135069621	10	19266	23834.915	1690.315	368	VENTX,MIR202	UTF1,ADAM8	MIR202	368	1
14_MACS_peak_13498_lociStitched	chr17	75779572	75803555	14	20836	24462.66	2412.6898	369			FLJ45079	369	1
5_MACS_peak_11391_lociStitched	chr17	1193344	1215044	5	20469	25200.21	3166.03	370	TUSC5	BHLHA9	TUSC5	370	1
10_MACS_peak_21148_lociStitched	chr21	43830699	43852605	10	20193	25603.7328	3612.2994	371	UBASH3A	TFF1,TMPRSS3	UBASH3A	371	1
15_MACS_peak_11986_lociStitched	chr17	19100073	19128617	15	25039	25013.1072	3034.2272	372		EPN2	EPN2	372	1
4_MACS_peak_24029_lociStitched	chr3	50302189	50318026	4	13987	23845.7709	1894.1052	373	SEMA3B,C3orf45	GNAI2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2	SEMA3B	373	1
6_MACS_peak_5370_lociStitched	chr10	102974495	102994065	6	17596	23810.819	1896.333	374	FLJ41350,LBX1		LBX1	374	1
9_MACS_peak_5992_lociStitched	chr11	1591617	1612867	9	19793	23787.25	1878.5	375	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	375	1
13_MACS_peak_354_lociStitched	chr1	2520059	2544554	13	19484	23610.7305	1709.751	376	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	376	1
5_MACS_peak_5905_lociStitched	chr11	1212736	1232058	5	18053	23632.7382	1744.7766	377		MUC5B	MUC5B	377	1
8_MACS_peak_29881_lociStitched	chr9	127246321	127268622	8	19864	23828.6185	2020.4706	378	NR5A1	GPR144	NR5A1	378	1
7_MACS_peak_15459_lociStitched	chr19	7850239	7870713	7	19621	24761.2556	2962.5878	379	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	379	1
14_MACS_peak_31573_lociStitched	chr9	138934481	138957970	14	17377	22732.6542	1111.0297	380	NACC2		NACC2	380	1
4_MACS_peak_21284_lociStitched	chr21	45665389	45681541	4	15709	24077.7864	2461.5648	381	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	381	1
3_MACS_peak_1961_lociStitched	chr1	16383496	16400187	3	15156	23255.5703	1659.0854	382	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	382	1
12_MACS_peak_20747_lociStitched	chr20	61958287	61980782	12	19645	23581.5085	1986.3085	383	COL20A1,CHRNA4	MIR4326	CHRNA4	383	1
16_MACS_peak_14717_lociStitched	chr19	3094593	3120503	16	20791	23995.251	2489.951	384	GNA11	GNA15,TLE2,AES	GNA11	384	1
14_MACS_peak_18128_lociStitched	chr19	49252758	49278001	14	20104	24379.6894	2875.1777	385	FGF21,FUT1	MAMSTR,RASIP1,IZUMO1,BCAT2	FGF21	385	1
8_MACS_peak_15156_lociStitched	chr19	5544019	5566296	8	20920	23974.5074	2477.2024	386	PLAC2		PLAC2	386	1
27_MACS_peak_1305_lociStitched	chr1	7509283	7538104	27	20392	23085.621	1622.6223	387	CAMTA1		VAMP3	387	1
15_MACS_peak_28542_lociStitched	chr8	1891114	1914753	15	19522	23225.3175	1763.4694	388	ARHGEF10	KBTBD11	KBTBD11	388	1
13_MACS_peak_25280_lociStitched	chr4	8611622	8638882	13	21478	22781.182	1324.836	389	CPZ	GPR78	CPZ	389	1
18_MACS_peak_22868_lociStitched	chr22	44662365	44687932	18	19528	22833.8877	1418.9685	390	KIAA1644		KIAA1644	390	1
7_MACS_peak_6250_lociStitched	chr11	3208874	3226925	7	16367	22913.9394	1537.9452	391		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	391	1
9_MACS_peak_23667_lociStitched	chr22	51034132	51052210	9	16053	22908.4416	1628.8278	392	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	392	1
10_MACS_peak_26393_lociStitched	chr6	34041419	34064897	10	21978	23276.0892	2028.4992	393	GRM4		GRM4	393	1
7_MACS_peak_14304_lociStitched	chr17	81061695	81082484	7	18259	23144.3937	1916.7458	394		METRNL	METRNL	394	1
12_MACS_peak_2588_lociStitched	chr1	18954537	18976826	12	19955	22351.4092	1152.3413	395	PAX7		PAX7	395	1
7_MACS_peak_21574_lociStitched	chr21	47357607	47375099	7	16609	22839.3044	1652.994	396	PCBP3	COL6A1	COL6A1	396	1
14_MACS_peak_18006_lociStitched	chr19	48777910	48803056	14	19271	23677.4736	2509.5708	397	ZNF114,CCDC114	EMP3,CARD8	ZNF114	397	1
3_MACS_peak_14498_lociStitched	chr19	665036	679421	3	14013	23132.5185	1967.868	398	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	398	1
11_MACS_peak_20664_lociStitched	chr20	61651369	61671442	11	18289	22646.3586	1507.4823	399	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	399	1
13_MACS_peak_13679_lociStitched	chr17	76604193	76627013	13	19668	23178.274	2046.954	400		DNAH17	DNAH17	400	1
5_MACS_peak_28994_lociStitched	chr8	142061432	142081257	5	17971	23173.4425	2043.9575	401			PTK2	401	1
6_MACS_peak_25969_lociStitched	chr5	176884863	176902066	6	16017	22735.4848	1634.285	402	DBN1	GRK6,PRR7,F12,PDLIM7,DOK3,DDX41	DBN1	402	1
18_MACS_peak_22192_lociStitched	chr22	36969520	36995005	18	20278	23390.133	2303.844	403	CACNG2	EIF3D	EIF3D	403	1
4_MACS_peak_11778_lociStitched	chr17	7718095	7736541	4	17356	23396.9064	2326.0406	404	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	404	1
3_MACS_peak_2965_lociStitched	chr1	21044369	21059318	3	14573	22700.0565	1683.2574	405	SH2D5	KIF17	SH2D5	405	1
3_MACS_peak_12170_lociStitched	chr17	34742575	34759297	3	15541	25452.5562	4441.3632	406	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	406	1
21_MACS_peak_1842_lociStitched	chr1	11666364	11692821	21	20419	23237.1831	2243.5536	407		FBXO44,FBXO6,FBXO2,MAD2L2	FBXO44	407	1
6_MACS_peak_10073_lociStitched	chr16	3054909	3071526	6	15429	22803.5091	1847.8104	408	CLDN9,TNFRSF12A,CLDN6	KREMEN2,PAQR4,LOC283875,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	408	1
6_MACS_peak_22593_lociStitched	chr22	42719597	42739137	6	18852	22732.836	1811.358	409			LOC388906	409	1
9_MACS_peak_10450_lociStitched	chr16	30028467	30045548	9	16028	22649.406	1762.7592	410	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	C16orf92	410	1
8_MACS_peak_23307_lociStitched	chr22	45969565	45990222	8	17859	22499.6044	1640.1658	411	FBLN1		FBLN1	411	1
5_MACS_peak_2064_lociStitched	chr1	17192339	17206058	5	12815	23958.8616	3130.6758	412		CROCC	CROCC	412	1
15_MACS_peak_9331_lociStitched	chr15	74466780	74491693	15	19984	22822.7993	2015.4617	413	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	413	1
17_MACS_peak_19957_lociStitched	chr20	48956594	48981234	17	20511	23270.016	2491.104	414		LOC284751	LOC284751	414	1
7_MACS_peak_13530_lociStitched	chr17	75848529	75871003	7	19826	23788.729	3036.2374	415		FLJ45079	FLJ45079	415	1
10_MACS_peak_15078_lociStitched	chr19	5319743	5340235	10	19358	22797.35	2143.4632	416	PTPRS		PTPRS	416	1
6_MACS_peak_88_lociStitched	chr1	1133532	1150063	6	15598	21754.796	1137.3328	417	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	417	1
1_MACS_peak_4310_lociStitched	chr1	155050588	155057281	1	6694	22146.4677	1530.0198	418	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	418	1
6_MACS_peak_20741_lociStitched	chr20	61938392	61956805	6	18042	21563.4643	948.2695	419	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	419	1
12_MACS_peak_9953_lociStitched	chr16	1955535	1975178	12	15709	22426.4131	1822.8704	420	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	420	1
12_MACS_peak_2107_lociStitched	chr1	17441177	17464279	12	19464	22958.7676	2365.6448	421	PADI2		PADI2	421	1
16_MACS_peak_22893_lociStitched	chr22	44700325	44725890	16	20346	22589.234	2017.0785	422	KIAA1644		KIAA1644	422	1
15_MACS_peak_13992_lociStitched	chr17	77870469	77893669	15	19364	22810.24	2243.44	423			CBX4	423	1
7_MACS_peak_12343_lociStitched	chr17	39766479	39786021	7	18025	22209.483	1649.3448	424	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	424	1
6_MACS_peak_15581_lociStitched	chr19	8391646	8409967	6	17186	23309.8083	2768.3031	425	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	425	1
9_MACS_peak_14247_lociStitched	chr17	79907578	79926638	9	15639	22284.952	1833.572	426	NOTUM	NPB,LOC92659,ASPSCR1,PCYT2,SIRT7,MAFG,PYCR1,MYADML2	NOTUM	426	1
8_MACS_peak_13977_lociStitched	chr17	77828046	77848284	8	18288	22306.3236	1906.4196	427		CBX4	CBX4	427	1
8_MACS_peak_640_lociStitched	chr1	3198773	3220374	8	20122	21737.0863	1341.4221	428	PRDM16		ARHGEF16	428	1
14_MACS_peak_2168_lociStitched	chr1	17565050	17588871	14	19204	22479.8777	2086.7196	429	PADI1,PADI3	PADI4	PADI3	429	1
6_MACS_peak_23962_lociStitched	chr3	48615514	48632793	6	16579	22340.0191	1947.3433	430	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	430	1
11_MACS_peak_15756_lociStitched	chr19	11391299	11412082	11	18744	22372.8995	1991.0114	431	TSPAN16	LOC55908,CCDC159,DOCK6,RAB3D,TMEM205	TSPAN16	431	1
12_MACS_peak_14050_lociStitched	chr17	78030755	78052519	12	18072	22229.7496	1936.996	432	CCDC40	GAA,TBC1D16	CCDC40	432	1
8_MACS_peak_11637_lociStitched	chr17	6994558	7015244	8	19193	22442.2414	2232.0194	433	ASGR2	SLC16A11,CLEC10A	ASGR2	433	1
8_MACS_peak_6239_lociStitched	chr11	2935405	2951785	8	14441	21651.084	1497.132	434	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	434	1
5_MACS_peak_720_lociStitched	chr1	3369266	3386765	5	16774	21313.782	1167.1833	435	ARHGEF16		ARHGEF16	435	1
7_MACS_peak_9394_lociStitched	chr15	74587958	74608800	7	19045	22284.2664	2175.9048	436	CCDC33	CCDC33,CYP11A1	CCDC33	436	1
3_MACS_peak_12278_lociStitched	chr17	37751255	37765789	3	13900	21283.5896	1196.1482	437	NEUROD2	PPP1R1B,STARD3	NEUROD2	437	1
8_MACS_peak_21085_lociStitched	chr21	43158064	43177342	8	18129	22323.924	2282.5152	438	RIPK4	NCRNA00112,C21orf129	RIPK4	438	1
3_MACS_peak_12173_lociStitched	chr17	34793438	34808514	3	14296	24261.8068	4243.894	439	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	439	1
7_MACS_peak_6092_lociStitched	chr11	1916985	1935531	7	16873	21531.906	1544.8818	440		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	440	1
4_MACS_peak_12166_lociStitched	chr17	34577257	34594283	4	16111	24440.823	4462.5146	441	TBC1D3C	CCL4L1	TBC1D3C	441	1
13_MACS_peak_17132_lociStitched	chr19	39986952	40006930	13	17822	22065.701	2165.6152	442	DLL3,SELV	TIMM50,EID2B,EID2	DLL3	442	1
10_MACS_peak_31729_lociStitched	chr9	140022557	140043146	10	17036	21391.971	1556.5284	443	GRIN1	MAN1B1,SSNA1,LOC100289341,DPP7,MIR3621,LRRC26,ANAPC2	GRIN1	443	1
6_MACS_peak_11432_lociStitched	chr17	1859230	1876775	6	16557	21350.5105	1535.1875	444	RTN4RL1		RTN4RL1	444	1
3_MACS_peak_9749_lociStitched	chr16	819284	834352	3	14401	20817.9488	1005.0356	445	MIR662,MSLNL	FAM173A,HAGHL,MSLN,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	445	1
13_MACS_peak_31173_lociStitched	chr9	137817750	137840130	13	19570	21522.846	1718.784	446		FCN2,FCN1	FCN1	446	1
5_MACS_peak_31693_lociStitched	chr9	139845559	139861103	5	14744	21146.0576	1355.4368	447	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	447	1
18_MACS_peak_1716_lociStitched	chr1	11368081	11391974	18	19792	21773.6909	2011.7906	448		UBIAD1,MTOR	UBIAD1	448	1
6_MACS_peak_8177_lociStitched	chr12	49370544	49384835	6	12894	21863.8009	2119.3553	449	WNT1	ARF3,WNT10B,DDN,PRKAG1	WNT1	449	1
11_MACS_peak_24534_lociStitched	chr4	3642104	3664069	11	19550	21308.2465	1621.017	450		LOC100133461	LOC100133461	450	1
17_MACS_peak_22747_lociStitched	chr22	43813411	43837307	17	18209	21377.3616	1710.9536	451	MPPED1		MPPED1	451	1
3_MACS_peak_14535_lociStitched	chr19	1231050	1240559	3	9109	20925.5054	1326.5055	452	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	452	1
5_MACS_peak_8770_lociStitched	chr13	114049257	114065941	5	15502	21315.4784	1723.4572	453		GRTP1,ADPRHL1	GRTP1	453	1
4_MACS_peak_5393_lociStitched	chr10	104165853	104178540	4	12393	21265.9494	1674.684	454	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	454	1
6_MACS_peak_22457_lociStitched	chr22	38844510	38864734	6	17999	21983.488	2392.4992	455	KDELR3,KCNJ4	LOC400927,KCNJ4,DDX17	KCNJ4	455	1
4_MACS_peak_31128_lociStitched	chr9	137661898	137679860	4	17428	20812.5694	1275.302	456	COL5A1		MIR3689B	456	1
8_MACS_peak_1555_lociStitched	chr1	9683941	9702040	8	17499	21519.711	2113.9632	457		TMEM201,PIK3CD,C1orf200	PIK3CD	457	1
8_MACS_peak_113_lociStitched	chr1	1356475	1374625	8	15682	20783.565	1381.215	458	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	TMEM88B	458	1
9_MACS_peak_6470_lociStitched	chr11	61340197	61359568	9	17194	21087.2706	1694.9625	459	SYT7	RPLP0P2	SYT7	459	1
6_MACS_peak_31811_lociStitched	chr9	140777149	140789363	6	11357	21282.895	1965.2326	460	CACNA1B	MIR602	CACNA1B	460	1
3_MACS_peak_11341_lociStitched	chr17	1026823	1039227	3	12218	20419.4648	1142.4084	461	ABR	ABR	ABR	461	1
17_MACS_peak_10254_lociStitched	chr16	5049162	5073598	17	19746	21449.9208	2211.458	462	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	462	1
3_MACS_peak_9642_lociStitched	chr15	89899866	89916790	3	16226	20940.0652	1714.4012	463	MIR9-3	LOC254559,POLG	MIR9-3	463	1
9_MACS_peak_19250_lociStitched	chr2	219877968	219897791	9	17788	21174.9286	1962.477	464	CCDC108	LOC151300,FEV,CRYBA2,MIR375,CCDC108,MIR3131,IHH	CCDC108	464	1
1_MACS_peak_302_lociStitched	chr1	2302106	2316259	1	14154	20465.238	1258.2017	465	MORN1	RER1,LOC100129534,PEX10	MORN1	465	1
15_MACS_peak_23797_lociStitched	chr3	13668794	13690089	15	18818	20849.9345	1724.895	466	FBLN2	LOC285375	LOC285375	466	1
9_MACS_peak_5872_lociStitched	chr11	1071111	1089415	9	15902	20438.2464	1317.888	467	MUC2	MUC6	MUC2	467	1
5_MACS_peak_21419_lociStitched	chr21	46140525	46157093	5	16248	20892.248	1784.3736	468		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	468	1
1_MACS_peak_14491_lociStitched	chr19	591109	603344	1	12236	20409.2035	1369.0965	469	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	469	1
12_MACS_peak_29642_lociStitched	chr8	145093680	145112327	12	17337	20543.3999	1514.1364	470	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	470	1
13_MACS_peak_21968_lociStitched	chr22	23860461	23880860	13	16940	21045.6483	2035.8202	471		IGLL1	IGLL1	471	1
13_MACS_peak_14037_lociStitched	chr17	78008299	78028712	13	17474	20813.0948	1824.9222	472	CCDC40,TBC1D16	GAA	CCDC40	472	1
7_MACS_peak_21175_lociStitched	chr21	44011501	44028615	7	16384	21382.2316	2413.074	473		PDE9A	PDE9A	473	1
12_MACS_peak_30671_lociStitched	chr9	136038618	136060148	12	17601	20776.45	1808.52	474	GBGT1	RALGDS,OBP2B	GBGT1	474	1
8_MACS_peak_8655_lociStitched	chr13	113606407	113625916	8	17786	20578.0932	1660.2159	475	MCF2L,LOC100289410	MCF2L	MCF2L	475	1
9_MACS_peak_14085_lociStitched	chr17	78148778	78169631	9	18739	20827.9764	1937.2437	476	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	476	1
5_MACS_peak_30164_lociStitched	chr9	132965453	132983463	5	17331	20099.16	1255.297	477	NCS1		NCS1	477	1
19_MACS_peak_28712_lociStitched	chr8	7870196	7892484	19	18633	21124.5664	2284.52	478			MIR548I3	478	1
11_MACS_peak_6736_lociStitched	chr11	64399007	64419732	11	17934	20642.1	1811.365	479	NRXN2	SLC22A12	NRXN2	479	1
7_MACS_peak_31142_lociStitched	chr9	137698979	137717289	7	16504	20186.775	1360.433	480	COL5A1	MIR3689B,MIR3689A	MIR3689B	480	1
2_MACS_peak_14838_lociStitched	chr19	3437936	3450917	2	12881	20403.5358	1584.9801	481	NFIC	C19orf77,DOHH	C19orf77	481	1
11_MACS_peak_325_lociStitched	chr1	2417104	2436080	11	15631	19879.2576	1170.8192	482	PLCH2	PANK4,HES5,LOC115110	PLCH2	482	1
8_MACS_peak_14070_lociStitched	chr17	78080525	78099146	8	16204	20289.4416	1603.2681	483	GAA	EIF4A3	GAA	483	1
4_MACS_peak_13973_lociStitched	chr17	77813636	77826265	4	11997	19883.0976	1199.755	484		CBX8,CBX4	CBX4	484	1
2_MACS_peak_13442_lociStitched	chr17	74905537	74921141	2	15546	20225.9048	1563.5208	485	MGAT5B		MGAT5B	485	1
10_MACS_peak_13308_lociStitched	chr17	72629565	72651411	10	17848	21612.2478	2960.133	486		C17orf77,RAB37,CD300LD,CD300E	CD300E	486	1
9_MACS_peak_14102_lociStitched	chr17	78409352	78427959	9	17527	20361.6401	1730.451	487	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	487	1
6_MACS_peak_27473_lociStitched	chr7	100927639	100946986	6	18362	20788.3515	2166.864	488		CLDN15,FIS1,RABL5	RABL5	488	1
14_MACS_peak_14789_lociStitched	chr19	3288194	3309853	14	18059	20913.9304	2304.5176	489	CELF5	NFIC	NFIC	489	1
5_MACS_peak_21158_lociStitched	chr21	43853922	43870094	5	14474	20929.8024	2425.8	490	UBASH3A	SLC37A1,TMPRSS3,RSPH1	UBASH3A	490	1
8_MACS_peak_27355_lociStitched	chr7	100414400	100432891	8	16340	20271.6833	1767.7396	491	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	491	1
14_MACS_peak_1563_lociStitched	chr1	9707570	9727963	14	17266	20017.7688	1598.8112	492	PIK3CD,C1orf200		C1orf200	492	1
8_MACS_peak_20713_lociStitched	chr20	61779793	61798544	8	16426	19671.6741	1258.1921	493		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	493	1
10_MACS_peak_26795_lociStitched	chr7	1459427	1478772	10	17143	20012.4025	1644.325	494	MICALL2		MICALL2	494	1
12_MACS_peak_6120_lociStitched	chr11	2106029	2126454	12	17941	19916.4175	1582.9375	495		IGF2AS,MIR483,IGF2	MIR483	495	1
13_MACS_peak_13205_lociStitched	chr17	72364749	72386130	13	17522	20339.7453	2024.7807	496	GPR142	KIF19,GPRC5C,BTBD17	GPR142	496	1
7_MACS_peak_11693_lociStitched	chr17	7163899	7179350	7	14846	19781.9153	1495.6568	497	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	497	1
4_MACS_peak_16306_lociStitched	chr19	17634356	17650219	4	14987	19828.75	1552.9877	498	FAM129C	PGLS,GLT25D1	FAM129C	498	1
