REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	326	FAM188A		ITGA8	ITGA8	NONE	326	1
1_MACS_peak_15852_lociStitched	chr2	175457264	175464233	1	6970	26084.967	1421.676	327	WIPF1		WIPF1	WIPF1	0.2741	327	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	328			MIR365-1	MIR365-1	NONE	328	1
8_MACS_peak_27597_lociStitched	chr8	126285365	126315963	8	19016	29750.4354	5112.9258	329	NSMCE2		TRIB1	TRIB1	NONE	329	1
1_MACS_peak_23134_lociStitched	chr5	173168747	173174643	1	5897	25806.2024	1184.5064	330			BOD1	BOD1	NONE	330	1
5_MACS_peak_28932_lociStitched	chr9	134127110	134153357	5	13728	28525.2396	3918.6771	331	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7608	331	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	332	GAB1		GAB1	GAB1	0.24590000000000004	332	1
4_MACS_peak_16038_lociStitched	chr2	197023849	197048510	4	18600	28710.3362	4192.37	333	STK17B		STK17B	STK17B	0.31189999999999996	333	1
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472	334	PDE4B		PDE4B	PDE4B	0.12580000000000002	334	1
4_MACS_peak_21684_lociStitched	chr4	187749089	187775407	4	11409	27731.2766	3321.3316	335			FAT1	FAT1	NONE	335	1
1_MACS_peak_22833_lociStitched	chr5	142774601	142785948	1	11348	26051.5773	1692.9724	336	NR3C1		NR3C1	NR3C1	0.16770000000000002	336	1
1_MACS_peak_14300_lociStitched	chr2	13661695	13666421	1	4727	25206.121	864.3854	337			MIR3125	MIR3125	NONE	337	1
1_MACS_peak_1743_lociStitched	chr1	154830180	154835015	1	4836	25875.953	1553.002	338	KCNN3		KCNN3	KCNN3	0.33299999999999996	338	1
4_MACS_peak_23626_lociStitched	chr6	27094383	27115989	4	11276	27519.5622	3234.4182	339	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.5126999999999999	339	1
2_MACS_peak_1521_lociStitched	chr1	145427271	145441189	2	8105	27323.8176	3100.9304	340	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.6061	340	1
3_MACS_peak_7255_lociStitched	chr12	122227704	122243226	3	7723	25234.1154	1095.8532	341	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0665	341	1
3_MACS_peak_12106_lociStitched	chr17	70582418	70602044	3	14293	27284.0652	3151.9356	342	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.15839999999999999	342	1
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075	343	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	PAN2	0.8111999999999999	343	1
4_MACS_peak_14301_lociStitched	chr2	13680616	13702546	4	14554	27359.868	3280.728	344			MIR3125	MIR3125	NONE	344	1
5_MACS_peak_8454_lociStitched	chr14	77487769	77507845	5	13653	25639.0596	1567.9356	345	C14orf4		C14orf4	C14orf4	1.1795	345	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	346	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1738000000000002	346	1
1_MACS_peak_18159_lociStitched	chr22	38900563	38903745	1	3183	24706.0026	727.087	347	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.6944	347	1
1_MACS_peak_28413_lociStitched	chr9	93702286	93708330	1	6045	25169.0292	1192.4812	348			SYK	SYK	NONE	348	1
1_MACS_peak_25524_lociStitched	chr7	47708066	47712507	1	4442	24896.246	939.7156	349		C7orf65	C7orf65	C7orf65	0.0383	349	1
1_MACS_peak_21635_lociStitched	chr4	185392080	185397313	1	5234	25066.07	1131.3746	350	IRF2		IRF2	IRF2	1.3247	350	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	351	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.9504000000000001	351	1
1_MACS_peak_12052_lociStitched	chr17	65642458	65648909	1	6452	25230.5061	1333.4217	352	PITPNC1		NOL11	NOL11	NONE	352	1
2_MACS_peak_8180_lociStitched	chr14	50465585	50476695	2	7830	24976.391	1172.105	353	C14orf182		C14orf182	C14orf182	0.6704	353	1
5_MACS_peak_9058_lociStitched	chr15	45001882	45029234	5	13415	28380.4352	4606.0768	354	B2M,TRIM69	SPG11,PATL2	B2M	B2M	0.6487999999999999	354	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	355	SPERT		SPERT	SPERT	1.0721	355	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	356	CD48	SLAMF7	CD48	CD48	1.0198	356	1
1_MACS_peak_5786_lociStitched	chr11	129871179	129874570	1	3392	24427.4076	838.5943	357	NCRNA00167,PRDM10		PRDM10	PRDM10	0.18319999999999997	357	1
2_MACS_peak_25542_lociStitched	chr7	50343340	50357900	2	13143	26100.256	2578.576	358	IKZF1		IKZF1	IKZF1	0.16110000000000002	358	1
5_MACS_peak_27777_lociStitched	chr8	145002137	145027954	5	14603	26712.8499	3193.5629	359	PLEC,MIR661	GRINA,PARP10	PLEC	PLEC	0.3854	359	1
3_MACS_peak_16415_lociStitched	chr2	232687328	232714548	3	25818	26896.082	3492.326	360		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.046200000000000005	360	1
3_MACS_peak_24006_lociStitched	chr6	45386778	45402221	3	11183	25476.3171	2137.3112	361	RUNX2	SUPT3H	RUNX2	RUNX2	0.1094	361	1
2_MACS_peak_13448_lociStitched	chr19	16180365	16191352	2	7445	25058.0509	1765.6109	362	TPM4	FLJ25328,RAB8A	TPM4	RAB8A	0.6599	362	1
5_MACS_peak_12276_lociStitched	chr17	76754366	76779779	5	15989	26942.8626	3656.9307	363	CYTH1		CYTH1	CYTH1	0.5524	363	1
4_MACS_peak_16288_lociStitched	chr2	219743183	219763215	4	14055	26832.864	3573.7088	364	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.0105	364	1
3_MACS_peak_15311_lociStitched	chr2	109829175	109843996	3	12434	25782.6116	2549.212	365	SH3RF3		MIR4265	MIR4265	NONE	365	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	366	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2545	366	1
3_MACS_peak_14039_lociStitched	chr19	50369596	50382041	3	7113	25513.4945	2410.5965	367	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.2478	367	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	368	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.3407	368	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	369	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5084	369	1
2_MACS_peak_26356_lociStitched	chr7	134843934	134857370	2	7093	25916.7004	3013.6948	370	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.3331000000000002	370	1
3_MACS_peak_14351_lociStitched	chr2	20615290	20631030	3	11659	25128.91	2288.596	371		RHOB	RHOB	RHOB	0.44610000000000005	371	1
2_MACS_peak_3513_lociStitched	chr10	63803218	63814929	2	11127	25314.4976	2475.7054	372	ARID5B		ARID5B	ARID5B	0.1962	372	1
6_MACS_peak_25403_lociStitched	chr7	38383690	38408547	6	16454	28061.0673	5224.9414	373			TARP	TARP	NONE	373	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	374	LRRC33		LRRC33	LRRC33	0.33999999999999997	374	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	375			CXCR4	CXCR4	NONE	375	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	376	OBFC2A		OBFC2A	OBFC2A	1.0372	376	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	377	C10orf26		C10orf26	C10orf26	0.36839999999999995	377	1
5_MACS_peak_10304_lociStitched	chr16	30193834	30223861	5	15307	28552.6743	5855.265	378	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	0.9323	378	1
2_MACS_peak_26283_lociStitched	chr7	128572291	128582164	2	7262	25188.9849	2522.5515	379	IRF5	KCP	IRF5	IRF5	1.03	379	1
7_MACS_peak_14904_lociStitched	chr2	68936359	68965675	7	14221	27152.4792	4529.322	380	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.25179999999999997	380	1
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	381	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.8379000000000001	381	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	382	IDH2		IDH2	IDH2	0.8003	382	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	383	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.46169999999999994	383	1
1_MACS_peak_14504_lociStitched	chr2	33699930	33705419	1	5490	23771.7612	1237.7695	384	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3021	384	1
1_MACS_peak_293_lociStitched	chr1	21615476	21622676	1	7201	23880.96	1357.92	385	ECE1	ECE1	ECE1	ECE1	0.17869999999999997	385	1
1_MACS_peak_5599_lociStitched	chr11	117877298	117884275	1	6978	23739.9402	1227.2543	386		IL10RA	IL10RA	IL10RA	0.5681	386	1
1_MACS_peak_6853_lociStitched	chr12	92754128	92760327	1	6200	23783.0834	1305.5094	387			CLLU1	CLLU1	NONE	387	1
2_MACS_peak_5685_lociStitched	chr11	122930577	122941648	2	7330	24549.9425	2115.6681	388	HSPA8	LOC341056	HSPA8	HSPA8	1.4075	388	1
1_MACS_peak_21618_lociStitched	chr4	185184647	185191640	1	6994	24027.948	1593.7047	389		ENPP6	ENPP6	NONE	NONE	389	1
1_MACS_peak_9351_lociStitched	chr15	69108941	69114883	1	5943	23366.915	938.2418	390	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.42819999999999997	390	1
1_MACS_peak_14857_lociStitched	chr2	65140194	65146920	1	6727	23829.5454	1426.5846	391	LOC400958		LOC400958	LOC400958	1.1797	391	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	392	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5355000000000001	392	1
2_MACS_peak_20362_lociStitched	chr4	1712589	1724714	2	6535	24151.7875	1766.6125	393	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.4437	393	1
1_MACS_peak_15367_lociStitched	chr2	112249830	112253748	1	3919	23312.8836	944.6298	394	LOC541471		LOC541471	LOC541471	0.3486	394	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	395	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.6326	395	1
6_MACS_peak_8946_lociStitched	chr15	40330234	40358322	6	14063	26231.3832	3991.3048	396	SRP14	BMF	SRP14	BMF	1.3386999999999998	396	1
6_MACS_peak_23754_lociStitched	chr6	31773745	31804710	6	15059	27147.0155	4951.3035	397	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	SNORD52	0.8442999999999999	397	1
1_MACS_peak_29024_lociStitched	chr9	139792729	139798278	1	5550	23287.4883	1112.0196	398	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.6556	398	1
2_MACS_peak_17589_lociStitched	chr21	37905629	37916294	2	7057	24586.0245	2415.6225	399	CLDN14		CLDN14	CLDN14	0.2648	399	1
1_MACS_peak_4311_lociStitched	chr11	267472	271087	1	3616	23026.104	865.0695	400		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	PSMD13	0.0895	400	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	401	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	2.3592	401	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	402	PIM1		PIM1	PIM1	0.9909000000000001	402	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	403	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.27	403	1
2_MACS_peak_19425_lociStitched	chr3	119354804	119362914	2	7503	23935.854	1912.338	404	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.7548	404	1
3_MACS_peak_22669_lociStitched	chr5	131823096	131842312	3	12728	25353.5904	3378.1728	405	IRF1	IL5	IRF1	IRF1	0.40230000000000005	405	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	406			ITGB8	ITGB8	0.34659999999999996	406	1
5_MACS_peak_11703_lociStitched	chr17	43504975	43531532	5	15070	25871.8294	3959.6487	407	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.5051	407	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	408	DPYSL2		DPYSL2	DPYSL2	0.11610000000000001	408	1
3_MACS_peak_5021_lociStitched	chr11	65236142	65246279	3	6444	23230.9629	1425.2622	409		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	7.3893	409	1
1_MACS_peak_6689_lociStitched	chr12	68381089	68387301	1	6213	23059.5652	1311.9744	410			IFNG	IFNG	NONE	410	1
1_MACS_peak_22354_lociStitched	chr5	88635038	88641797	1	6760	23172.5556	1456.5645	411			MEF2C	MEF2C	0.4028999999999999	411	1
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304	412	LOC154860,FEZF1		FEZF1	FEZF1	0.6328	412	1
1_MACS_peak_5205_lociStitched	chr11	72523577	72527724	1	4148	22532.7245	904.8754	413	ATG16L2	STARD10	ATG16L2	ATG16L2	1.0343	413	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	414	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.9769000000000001	414	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	415			MIR1208	MIR1208	NONE	415	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	416	ADRB2		ADRB2	ADRB2	1.0476999999999999	416	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	417		SUB1	SUB1	SUB1	0.9631000000000001	417	1
2_MACS_peak_12171_lociStitched	chr17	73774450	73782514	2	6324	22978.368	1459.584	418	UNK,H3F3B	GALK1	UNK	UNK	0.3629	418	1
2_MACS_peak_22348_lociStitched	chr5	88563890	88570438	2	6277	22646.258	1222.5116	419			MEF2C	MEF2C	0.4028999999999999	419	1
1_MACS_peak_1607_lociStitched	chr1	149855688	149861252	1	5565	23657.0152	2247.2996	420	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	2.0443	420	1
2_MACS_peak_23714_lociStitched	chr6	30683742	30690758	2	6742	22937.4088	1529.488	421	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.4158	421	1
1_MACS_peak_17293_lociStitched	chr20	56192040	56197996	1	5957	22532.7392	1178.6924	422	ZBP1		ZBP1	ZBP1	1.2054	422	1
1_MACS_peak_28418_lociStitched	chr9	93795373	93799693	1	4321	22244.976	901.152	423		LOC100129316	LOC100129316	LOC100129316	0.004299999999999998	423	1
2_MACS_peak_1737_lociStitched	chr1	154755754	154765975	2	7923	23902.8306	2595.1119	424	KCNN3		KCNN3	KCNN3	0.33299999999999996	424	1
4_MACS_peak_17054_lociStitched	chr20	42565312	42585505	4	13217	24556.7073	3257.1309	425	TOX2		TOX2	TOX2	0.44079999999999997	425	1
7_MACS_peak_10572_lociStitched	chr16	67184027	67218842	7	14152	26212.2135	4922.841	426	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	NOL3	0.4899	426	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	427	FOXO3		NCRNA00222	NCRNA00222	NONE	427	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	428	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0539	428	1
1_MACS_peak_13626_lociStitched	chr19	29121078	29125248	1	4171	22202.748	1027.488	429			LOC148145	LOC148145	NONE	429	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	430	BIN2	SMAGP,CELA1	BIN2	CELA1	0.4557	430	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	431	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.44000000000000006	431	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	432	ADA	LOC79015	ADA	ADA	0.48829999999999996	432	1
7_MACS_peak_8590_lociStitched	chr14	95946313	95985826	7	17561	24162.1995	3054.3549	433		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	0.13979999999999998	433	1
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	434	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.7038	434	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	435	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.2752	435	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	436	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.9774	436	1
6_MACS_peak_4032_lociStitched	chr10	105244578	105268331	6	17060	24919.2723	3933.4968	437	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.0026	437	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	438	RGS6		DPF3	DPF3	NONE	438	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	439	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.6527999999999999	439	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	440	TNFAIP3		TNFAIP3	TNFAIP3	0.8074	440	1
1_MACS_peak_28141_lociStitched	chr9	37527698	37533179	1	5482	22261.6296	1310.5071	441	FBXO10	POLR1E	POLR1E	POLR1E	0.024200000000000013	441	1
1_MACS_peak_13799_lociStitched	chr19	41767667	41772089	1	4423	21969.8226	1020.1554	442	AXL,HNRNPUL1	CCDC97	HNRNPUL1	HNRNPUL1	0.5422	442	1
3_MACS_peak_17419_lociStitched	chr21	19151782	19169225	3	13864	23579.4474	2644.3588	443	C21orf91		C21orf91	C21orf91	0.4778	443	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	444	EEF1A1	MTO1	EEF1A1	EEF1A1	1.3571	444	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	445	ABCG1		ABCG1	ABCG1	0.2117	445	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	446			GRIK4	GRIK4	NONE	446	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	447	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.5208999999999999	447	1
1_MACS_peak_20893_lociStitched	chr4	76023290	76029640	1	6351	22183.725	1461.77	448			PARM1	PARM1	NONE	448	1
1_MACS_peak_25996_lociStitched	chr7	101946493	101952135	1	5643	21626.3502	920.2102	449	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.5772	449	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	450	DUSP5		DUSP5	DUSP5	0.8985000000000001	450	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	451	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.9819000000000001	451	1
1_MACS_peak_1483_lociStitched	chr1	143742202	143746225	1	4024	21882.3039	1249.5438	452	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.2436	452	1
1_MACS_peak_7945_lociStitched	chr13	114789302	114794559	1	5258	21701.9474	1114.484	453	RASA3		RASA3	RASA3	0.6193	453	1
5_MACS_peak_29794_lociStitched	chrX	128902351	128921281	5	12621	22589.169	2002.794	454	XPNPEP2,SASH3		SASH3	SASH3	0.485	454	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	455	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.0369	455	1
2_MACS_peak_2805_lociStitched	chr1	230256872	230270034	2	7631	23355.969	2806.1384	456	GALNT2		GALNT2	GALNT2	0.21569999999999998	456	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	457	DUSP6		DUSP6	DUSP6	1.415	457	1
1_MACS_peak_17626_lociStitched	chr21	41384244	41389998	1	5755	22467.0684	1950.606	458	DSCAM		PCP4	PCP4	0.1909	458	1
7_MACS_peak_4974_lociStitched	chr11	63992827	64020261	7	13916	24674.1396	4205.6322	459	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9963	459	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	460	IFNAR1		IFNAR1	IFNAR1	0.47329999999999994	460	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	461	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3472	461	1
2_MACS_peak_2123_lociStitched	chr1	179846146	179853678	2	4925	22531.2248	2099.9216	462	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.3721	462	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	463	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.9814999999999999	463	1
5_MACS_peak_22927_lociStitched	chr5	150512932	150538161	5	15473	24605.8437	4235.9491	464	ANXA6		ANXA6	ANXA6	0.2979	464	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	465	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	0.9517	465	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	466	FLJ44054	GAS6	FLJ44054	GAS6	0.7626000000000001	466	1
1_MACS_peak_2010_lociStitched	chr1	167596326	167601883	1	5558	21966.2653	1630.4238	467	RCSD1		RCSD1	RCSD1	0.22340000000000002	467	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	468	STK4,TOMM34	PABPC1L	STK4	STK4	0.2221	468	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	469	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.3098	469	1
3_MACS_peak_26065_lociStitched	chr7	105984904	105998558	3	7572	22997.4322	2756.7426	470			NAMPT	NAMPT	NONE	470	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	471	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.2966	471	1
2_MACS_peak_12021_lociStitched	chr17	62980051	62986668	2	6434	21495.3245	1266.4938	472		AMZ2P1	AMZ2P1	AMZ2P1	0.47130000000000005	472	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	473	FAM70A		FAM70A	FAM70A	0.33749999999999997	473	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	474		SEC14L1,SEPT9	SEPT9	SEC14L1	0.9409	474	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	475			ARL6IP6	ARL6IP6	NONE	475	1
1_MACS_peak_18165_lociStitched	chr22	39146318	39153232	1	6915	21277.835	1165.009	476	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	0.6404	476	1
1_MACS_peak_17045_lociStitched	chr20	42308719	42312370	1	3652	20887.371	802.8549	477	MYBL2	GTSF1L	MYBL2	MYBL2	0.35810000000000003	477	1
7_MACS_peak_6490_lociStitched	chr12	53845922	53874674	7	24661	25250.0064	5244.3648	478	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	0.513	478	1
3_MACS_peak_6092_lociStitched	chr12	15101004	15116240	3	14975	23010.9308	3024.346	479	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.6756	479	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	480		KCNMB2	KCNMB2	KCNMB2	0.0007999999999999952	480	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	481	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2525	481	1
1_MACS_peak_8711_lociStitched	chr14	106207073	106212055	1	4983	20266.2778	352.7256	482			KIAA0125	KIAA0125	NONE	482	1
