#05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_ROSE/05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam
#Using cutoff of 15067.1378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	isStretch
1_MACS_peak_12660_lociStitched	chr18	34308290	34310265	1	1976	1573.68	360.4375	11333	0
1_MACS_peak_10220_lociStitched	chr16	25883139	25885114	1	1976	2038.99	325.085	11334	0
1_MACS_peak_6206_lociStitched	chr12	29697030	29699005	1	1976	1524.5025	372.485	11335	0
1_MACS_peak_5885_lociStitched	chr12	4646981	4648956	1	1976	5391.5525	512.9075	11336	0
1_MACS_peak_5385_lociStitched	chr11	92929861	92931836	1	1976	5086.02	393.025	11337	0
1_MACS_peak_3277_lociStitched	chr10	29947281	29949256	1	1976	2040.3725	392.63	11338	0
2_MACS_peak_17333_lociStitched	chr20	60981352	60983331	2	1976	1461.6894	196.5147	11339	0
1_MACS_peak_28507_lociStitched	chr9	99774695	99776669	1	1975	2396.436	329.658	11340	0
1_MACS_peak_28089_lociStitched	chr9	35320981	35322955	1	1975	2258.6508	345.45	11341	0
1_MACS_peak_26165_lociStitched	chr7	116311292	116313266	1	1975	2919.546	537.3228	11342	0
1_MACS_peak_23967_lociStitched	chr6	43394547	43396521	1	1975	2758.2702	357.294	11343	0
1_MACS_peak_23902_lociStitched	chr6	38606688	38608662	1	1975	3365.4726	454.8096	11344	0
1_MACS_peak_22509_lociStitched	chr5	112195984	112197958	1	1975	4015.7082	305.5752	11345	0
1_MACS_peak_21822_lociStitched	chr5	14675292	14677266	1	1975	2299.71	277.7418	11346	0
1_MACS_peak_20730_lociStitched	chr4	48271036	48273010	1	1975	2488.4244	312.6816	11347	0
1_MACS_peak_15383_lociStitched	chr2	112640873	112642847	1	1975	4000.311	306.1674	11348	0
1_MACS_peak_12024_lociStitched	chr17	63095746	63097720	1	1975	2331.8862	425.1996	11349	0
1_MACS_peak_11870_lociStitched	chr17	54927518	54929492	1	1975	1647.8952	340.7124	11350	0
1_MACS_peak_11820_lociStitched	chr17	48473513	48475487	1	1975	3489.8346	377.4288	11351	0
1_MACS_peak_905_lociStitched	chr1	54231514	54233488	1	1975	1267.7028	356.8992	11352	0
1_MACS_peak_24416_lociStitched	chr6	106692271	106694244	1	1974	1040.3629	394.7973	11353	0
1_MACS_peak_20952_lociStitched	chr4	80436238	80438211	1	1974	2063.5607	225.9085	11354	0
1_MACS_peak_20142_lociStitched	chr3	184015971	184017944	1	1974	3590.4654	548.2967	11355	0
1_MACS_peak_18421_lociStitched	chr22	51221113	51223086	1	1974	1697.9638	370.7267	11356	0
1_MACS_peak_2392_lociStitched	chr1	203829819	203831792	1	1974	3791.7114	437.0195	11357	0
2_MACS_peak_29989_lociStitched	chrX	154298557	154300595	2	1974	1973.5992	231.5168	11358	0
1_MACS_peak_27890_lociStitched	chr9	5449468	5451440	1	1973	2323.6076	325.38	11359	0
1_MACS_peak_12308_lociStitched	chr17	78427638	78429610	1	1973	4479.0036	358.5096	11360	0
1_MACS_peak_10638_lociStitched	chr16	69165456	69167428	1	1973	2578.39	233.8792	11361	0
1_MACS_peak_9631_lociStitched	chr15	86249577	86251549	1	1973	2431.2788	330.9016	11362	0
1_MACS_peak_9509_lociStitched	chr15	78326611	78328583	1	1973	2150.8604	468.7444	11363	0
1_MACS_peak_3435_lociStitched	chr10	51622486	51624458	1	1973	1873.9916	401.4992	11364	0
2_MACS_peak_11095_lociStitched	chr17	7892961	7901419	2	1973	1926.7324	1157.9002	11365	0
1_MACS_peak_29931_lociStitched	chrX	150564513	150566484	1	1972	2562.6942	170.2944	11366	0
1_MACS_peak_25285_lociStitched	chr7	26437414	26439385	1	1972	2656.1196	394.3971	11367	0
1_MACS_peak_24646_lociStitched	chr6	131934672	131936643	1	1972	2002.1418	236.9142	11368	0
1_MACS_peak_24105_lociStitched	chr6	56910757	56912728	1	1972	3196.3707	407.4057	11369	0
1_MACS_peak_18800_lociStitched	chr3	44378945	44380916	1	1972	6034.4136	371.1393	11370	0
1_MACS_peak_13544_lociStitched	chr19	18698885	18700856	1	1972	4966.7229	443.6721	11371	0
1_MACS_peak_13396_lociStitched	chr19	13371202	13373173	1	1972	1730.1438	258.0039	11372	0
1_MACS_peak_11322_lociStitched	chr17	27716667	27718638	1	1972	2986.2621	296.6355	11373	0
1_MACS_peak_6563_lociStitched	chr12	56841972	56843943	1	1972	5767.146	318.1194	11374	0
1_MACS_peak_1991_lociStitched	chr1	166943682	166945653	1	1972	1981.2492	433.0287	11375	0
1_MACS_peak_28668_lociStitched	chr9	116036798	116038768	1	1971	3840.515	494.47	11376	0
1_MACS_peak_24824_lociStitched	chr6	144415793	144417763	1	1971	1336.842	292.545	11377	0
1_MACS_peak_16442_lociStitched	chr2	234326830	234328800	1	1971	2555.09	217.488	11378	0
1_MACS_peak_10537_lociStitched	chr16	62672265	62674235	1	1971	2575.578	333.127	11379	0
1_MACS_peak_8579_lociStitched	chr14	94546393	94548363	1	1971	2008.809	147.947	11380	0
1_MACS_peak_6020_lociStitched	chr12	11323183	11325153	1	1971	6603.637	381.786	11381	0
1_MACS_peak_25730_lociStitched	chr7	75070956	75072925	1	1970	3484.7362	297.5159	11382	0
1_MACS_peak_20367_lociStitched	chr4	2010040	2012009	1	1970	5891.8387	354.6169	11383	0
1_MACS_peak_15308_lociStitched	chr2	109759530	109761499	1	1970	2026.101	537.7339	11384	0
1_MACS_peak_11945_lociStitched	chr17	58041007	58042976	1	1970	2605.3808	424.5164	11385	0
1_MACS_peak_4459_lociStitched	chr11	9335210	9337179	1	1970	3503.0479	407.3861	11386	0
1_MACS_peak_3916_lociStitched	chr10	98479510	98481479	1	1970	2222.8041	376.6697	11387	0
1_MACS_peak_21035_lociStitched	chr4	89377333	89379301	1	1969	3811.032	324.1296	11388	0
1_MACS_peak_16773_lociStitched	chr20	21283109	21285077	1	1969	3589.0416	395.568	11389	0
1_MACS_peak_8418_lociStitched	chr14	74253028	74254996	1	1969	2081.5536	138.1536	11390	0
1_MACS_peak_4806_lociStitched	chr11	47290363	47292331	1	1969	2467.2816	238.9152	11391	0
1_MACS_peak_2716_lociStitched	chr1	225839844	225841812	1	1969	1809.9696	317.6352	11392	0
1_MACS_peak_28215_lociStitched	chr9	68454275	68456242	1	1968	2066.7269	539.7448	11393	0
1_MACS_peak_26897_lociStitched	chr8	28558123	28560090	1	1968	3422.3833	333.6032	11394	0
1_MACS_peak_23609_lociStitched	chr6	26439526	26441493	1	1968	2230.3813	396.1538	11395	0
1_MACS_peak_16966_lociStitched	chr20	35491219	35493186	1	1968	2390.4951	157.5567	11396	0
1_MACS_peak_16583_lociStitched	chr20	2820277	2822244	1	1968	3390.9113	318.2606	11397	0
1_MACS_peak_15130_lociStitched	chr2	88080858	88082825	1	1968	1399.7172	386.9089	11398	0
1_MACS_peak_11070_lociStitched	chr17	7254291	7256258	1	1968	2587.9819	278.1338	11399	0
1_MACS_peak_9143_lociStitched	chr15	52023103	52025070	1	1968	1996.505	337.3405	11400	0
1_MACS_peak_7648_lociStitched	chr13	50726145	50728112	1	1968	1921.9557	147.1316	11401	0
1_MACS_peak_6478_lociStitched	chr12	53645039	53647006	1	1968	3077.9616	457.5242	11402	0
1_MACS_peak_28953_lociStitched	chr9	135229407	135231373	1	1967	2628.7386	289.985	11403	0
1_MACS_peak_28685_lociStitched	chr9	116327004	116328970	1	1967	2534.7638	329.6982	11404	0
1_MACS_peak_25111_lociStitched	chr7	7297229	7299195	1	1967	1436.9494	381.0108	11405	0
1_MACS_peak_22858_lociStitched	chr5	145561191	145563157	1	1967	2397.3404	321.6376	11406	0
1_MACS_peak_21716_lociStitched	chr5	692608	694574	1	1967	1720.6432	198.1728	11407	0
1_MACS_peak_20044_lociStitched	chr3	177095465	177097431	1	1967	1742.859	359.1882	11408	0
1_MACS_peak_10412_lociStitched	chr16	48569555	48571521	1	1967	2291.5696	376.0958	11409	0
1_MACS_peak_7346_lociStitched	chr12	129294163	129296129	1	1967	2057.6156	163.9644	11410	0
1_MACS_peak_1945_lociStitched	chr1	162254052	162256018	1	1967	1675.8184	478.9176	11411	0
2_MACS_peak_13420_lociStitched	chr19	14200879	14203040	2	1967	1559.3776	176.1215	11412	0
1_MACS_peak_28974_lociStitched	chr9	136856942	136858907	1	1966	1564.7295	111.4155	11413	0
1_MACS_peak_24164_lociStitched	chr6	74018727	74020692	1	1966	7378.182	459.6135	11414	0
1_MACS_peak_20457_lociStitched	chr4	8534908	8536873	1	1966	2192.154	389.2665	11415	0
1_MACS_peak_15651_lociStitched	chr2	152145338	152147303	1	1966	4823.0925	397.9125	11416	0
1_MACS_peak_14684_lociStitched	chr2	47629426	47631391	1	1966	5193.2985	490.464	11417	0
1_MACS_peak_10392_lociStitched	chr16	46645500	46647465	1	1966	2456.4465	422.868	11418	0
1_MACS_peak_25269_lociStitched	chr7	25764562	25766526	1	1965	1784.6868	203.8632	11419	0
1_MACS_peak_22745_lociStitched	chr5	138512822	138514786	1	1965	2551.0396	470.7708	11420	0
1_MACS_peak_22714_lociStitched	chr5	134388297	134390261	1	1965	1758.9584	368.4464	11421	0
1_MACS_peak_20824_lociStitched	chr4	68565778	68567742	1	1965	2742.9224	348.0208	11422	0
1_MACS_peak_19421_lociStitched	chr3	119216329	119218293	1	1965	3403.0228	390.0504	11423	0
1_MACS_peak_12782_lociStitched	chr18	48632447	48634411	1	1965	1750.5132	335.2548	11424	0
1_MACS_peak_11202_lociStitched	chr17	18246720	18248684	1	1965	1524.064	296.9568	11425	0
1_MACS_peak_7924_lociStitched	chr13	113584646	113586610	1	1965	2484.8528	496.4992	11426	0
1_MACS_peak_4832_lociStitched	chr11	57102225	57104189	1	1965	4266.79	421.8672	11427	0
1_MACS_peak_4421_lociStitched	chr11	6410729	6412693	1	1965	2850.3532	319.9356	11428	0
1_MACS_peak_2993_lociStitched	chr10	1033295	1035259	1	1965	2706.1956	365.304	11429	0
1_MACS_peak_2873_lociStitched	chr1	235323645	235325609	1	1965	3938.6056	527.5304	11430	0
1_MACS_peak_2062_lociStitched	chr1	173379298	173381262	1	1965	1441.1832	384.944	11431	0
2_MACS_peak_7922_lociStitched	chr13	113548641	113555200	2	1965	1301.9615	687.3832	11432	0
1_MACS_peak_23168_lociStitched	chr5	175832957	175834920	1	1964	1507.3877	433.4304	11433	0
1_MACS_peak_21436_lociStitched	chr4	150913313	150915276	1	1964	1332.2881	301.7131	11434	0
1_MACS_peak_19175_lociStitched	chr3	75149845	75151808	1	1964	2578.4005	315.4541	11435	0
1_MACS_peak_16529_lociStitched	chr2	242575480	242577443	1	1964	2213.0862	73.2199	11436	0
1_MACS_peak_13939_lociStitched	chr19	47248491	47250454	1	1964	2727.1959	165.4809	11437	0
1_MACS_peak_11720_lociStitched	chr17	44438066	44440029	1	1964	2161.263	316.043	11438	0
1_MACS_peak_7297_lociStitched	chr12	124068111	124070074	1	1964	1786.33	248.5158	11439	0
1_MACS_peak_2606_lociStitched	chr1	213187991	213189954	1	1964	6119.4562	488.1981	11440	0
1_MACS_peak_27384_lociStitched	chr8	99305144	99307106	1	1963	2895.3234	158.5296	11441	0
1_MACS_peak_25902_lociStitched	chr7	97831114	97833076	1	1963	1590.201	334.521	11442	0
1_MACS_peak_24379_lociStitched	chr6	100061199	100063161	1	1963	2362.8366	382.3938	11443	0
1_MACS_peak_18731_lociStitched	chr3	39092557	39094519	1	1963	3580.65	422.4186	11444	0
1_MACS_peak_18108_lociStitched	chr22	37335991	37337953	1	1963	2673.4212	551.5182	11445	0
1_MACS_peak_11722_lociStitched	chr17	44656127	44658089	1	1963	2514.303	273.8952	11446	0
1_MACS_peak_9224_lociStitched	chr15	59835220	59837182	1	1963	2743.4646	390.0456	11447	0
1_MACS_peak_4814_lociStitched	chr11	47586280	47588242	1	1963	3224.7432	302.7366	11448	0
1_MACS_peak_4058_lociStitched	chr10	106013879	106015841	1	1963	3385.8234	378.8622	11449	0
1_MACS_peak_3956_lociStitched	chr10	101491070	101493032	1	1963	3699.7434	468.1332	11450	0
1_MACS_peak_3766_lociStitched	chr10	83353984	83355946	1	1963	1842.1218	222.8832	11451	0
1_MACS_peak_3573_lociStitched	chr10	70804562	70806524	1	1963	2107.7766	342.1728	11452	0
1_MACS_peak_2096_lociStitched	chr1	176659898	176661860	1	1963	1897.4502	574.4736	11453	0
1_MACS_peak_1955_lociStitched	chr1	162759564	162761526	1	1963	3042.081	575.4546	11454	0
1_MACS_peak_1351_lociStitched	chr1	111505442	111507404	1	1963	2630.061	222.4908	11455	0
1_MACS_peak_1057_lociStitched	chr1	68201189	68203151	1	1963	3804.7104	317.4516	11456	0
2_MACS_peak_13568_lociStitched	chr19	19515491	19517497	2	1963	1212.2258	201.603	11457	0
1_MACS_peak_29233_lociStitched	chrX	20158982	20160943	1	1962	1534.0903	146.0945	11458	0
1_MACS_peak_28885_lociStitched	chr9	131709033	131710994	1	1962	3380.5679	350.6268	11459	0
1_MACS_peak_20753_lociStitched	chr4	54243119	54245080	1	1962	4381.8545	364.1577	11460	0
1_MACS_peak_20689_lociStitched	chr4	40764349	40766310	1	1962	1832.5545	348.2736	11461	0
1_MACS_peak_20666_lociStitched	chr4	39183185	39185146	1	1962	2075.9146	402.9855	11462	0
1_MACS_peak_16650_lociStitched	chr20	5930332	5932293	1	1962	2474.3898	382.7872	11463	0
1_MACS_peak_5950_lociStitched	chr12	7260233	7262194	1	1962	3594.1208	354.5488	11464	0
1_MACS_peak_5379_lociStitched	chr11	88680674	88682635	1	1962	1328.1853	416.7125	11465	0
1_MACS_peak_4246_lociStitched	chr10	126479523	126481484	1	1962	3070.3377	467.3063	11466	0
1_MACS_peak_1859_lociStitched	chr1	159208573	159210534	1	1962	1546.8368	675.1723	11467	0
1_MACS_peak_528_lociStitched	chr1	32537482	32539443	1	1962	2858.9419	476.523	11468	0
1_MACS_peak_25867_lociStitched	chr7	92746389	92748349	1	1961	1563.492	312.424	11469	0
1_MACS_peak_25465_lociStitched	chr7	44121150	44123110	1	1961	2516.836	341.824	11470	0
1_MACS_peak_25008_lociStitched	chr7	870633	872593	1	1961	2715.972	234.024	11471	0
1_MACS_peak_24666_lociStitched	chr6	133118919	133120879	1	1961	1788.108	330.652	11472	0
1_MACS_peak_22589_lociStitched	chr5	123788266	123790226	1	1961	1300.068	476.868	11473	0
1_MACS_peak_20406_lociStitched	chr4	4290883	4292843	1	1961	1720.684	382.2	11474	0
1_MACS_peak_13317_lociStitched	chr19	11159144	11161104	1	1961	2072.308	382.592	11475	0
1_MACS_peak_12752_lociStitched	chr18	46985938	46987898	1	1961	2437.456	338.884	11476	0
1_MACS_peak_11966_lociStitched	chr17	60175210	60177170	1	1961	2174.424	381.612	11477	0
1_MACS_peak_5549_lociStitched	chr11	112096257	112098217	1	1961	6081.292	379.848	11478	0
1_MACS_peak_4047_lociStitched	chr10	105540288	105542248	1	1961	1180.9	459.62	11479	0
1_MACS_peak_28623_lociStitched	chr9	112177530	112179489	1	1960	1667.3049	366.9207	11480	0
1_MACS_peak_25629_lociStitched	chr7	66766655	66768614	1	1960	2290.071	310.5015	11481	0
1_MACS_peak_19798_lociStitched	chr3	152807988	152809947	1	1960	2027.7609	312.6564	11482	0
1_MACS_peak_16318_lociStitched	chr2	223724953	223726912	1	1960	1844.9862	273.6723	11483	0
1_MACS_peak_13275_lociStitched	chr19	10277841	10279800	1	1960	1566.8082	435.8775	11484	0
1_MACS_peak_12049_lociStitched	chr17	65361436	65363395	1	1960	3817.6992	451.9413	11485	0
1_MACS_peak_11492_lociStitched	chr17	36570757	36572716	1	1960	6367.1418	376.128	11486	0
1_MACS_peak_4630_lociStitched	chr11	24768157	24770116	1	1960	1878.4851	273.4764	11487	0
2_MACS_peak_6393_lociStitched	chr12	49391909	49394190	2	1960	1360.6165	374.5402	11488	0
1_MACS_peak_29723_lociStitched	chrX	109244958	109246916	1	1959	2658.964	184.052	11489	0
1_MACS_peak_29138_lociStitched	chrX	11256355	11258313	1	1959	1216.3096	204.0236	11490	0
1_MACS_peak_26907_lociStitched	chr8	29264868	29266826	1	1959	1598.3154	380.2436	11491	0
1_MACS_peak_19147_lociStitched	chr3	71612166	71614124	1	1959	1790.0036	323.07	11492	0
1_MACS_peak_18386_lociStitched	chr22	50311176	50313134	1	1959	3534.7774	275.8822	11493	0
1_MACS_peak_11027_lociStitched	chr17	5275729	5277687	1	1959	2645.258	343.629	11494	0
1_MACS_peak_9196_lociStitched	chr15	57178584	57180542	1	1959	5390.5698	363.0132	11495	0
1_MACS_peak_6883_lociStitched	chr12	93808944	93810902	1	1959	1368.4462	369.083	11496	0
1_MACS_peak_4815_lociStitched	chr11	47599587	47601545	1	1959	3673.0122	360.8594	11497	0
1_MACS_peak_2091_lociStitched	chr1	175255881	175257839	1	1959	2239.952	497.332	11498	0
1_MACS_peak_1947_lociStitched	chr1	162376239	162378197	1	1959	1602.4272	427.6272	11499	0
2_MACS_peak_1423_lociStitched	chr1	117882135	117885913	2	1959	1275.4528	287.5058	11500	0
1_MACS_peak_28713_lociStitched	chr9	117797551	117799508	1	1958	1768.9323	466.5488	11501	0
1_MACS_peak_16253_lociStitched	chr2	216945537	216947494	1	1958	2708.0966	331.3201	11502	0
1_MACS_peak_15165_lociStitched	chr2	96067587	96069544	1	1958	2705.1611	479.2693	11503	0
1_MACS_peak_13354_lociStitched	chr19	12550686	12552643	1	1958	2373.2539	342.2793	11504	0
1_MACS_peak_12389_lociStitched	chr17	80673708	80675665	1	1958	2326.2859	298.2468	11505	0
1_MACS_peak_11681_lociStitched	chr17	42784798	42786755	1	1958	2657.9974	328.776	11506	0
1_MACS_peak_11099_lociStitched	chr17	8041169	8043126	1	1958	1717.4632	470.2671	11507	0
1_MACS_peak_2391_lociStitched	chr1	203786576	203788533	1	1958	2209.453	390.6172	11508	0
1_MACS_peak_907_lociStitched	chr1	54302784	54304741	1	1958	8260.3013	350.6944	11509	0
2_MACS_peak_4492_lociStitched	chr11	10952146	10956128	2	1958	1230.8362	582.1684	11510	0
2_MACS_peak_3380_lociStitched	chr10	45373821	45378111	2	1958	1681.251	483.912	11511	0
1_MACS_peak_22306_lociStitched	chr5	81669562	81671518	1	1957	2708.2776	318.2412	11512	0
1_MACS_peak_18357_lociStitched	chr22	47157591	47159547	1	1957	3005.1984	312.3732	11513	0
1_MACS_peak_18230_lociStitched	chr22	40611206	40613162	1	1957	2376.9312	371.4444	11514	0
1_MACS_peak_13666_lociStitched	chr19	35167376	35169332	1	1957	5092.8372	342.8868	11515	0
1_MACS_peak_7285_lociStitched	chr12	123546531	123548487	1	1957	1967.5404	196.9692	11516	0
1_MACS_peak_3946_lociStitched	chr10	100205450	100207406	1	1957	4097.0376	402.3492	11517	0
1_MACS_peak_2718_lociStitched	chr1	225996997	225998953	1	1957	1574.9712	459.4644	11518	0
1_MACS_peak_29448_lociStitched	chrX	53122199	53124154	1	1956	2031.0495	241.8335	11519	0
1_MACS_peak_28971_lociStitched	chr9	136324584	136326539	1	1956	2243.167	280.9335	11520	0
1_MACS_peak_27175_lociStitched	chr8	66556083	66558038	1	1956	1694.0075	368.322	11521	0
1_MACS_peak_22626_lociStitched	chr5	126655519	126657474	1	1956	2212.278	479.366	11522	0
1_MACS_peak_21718_lociStitched	chr5	784017	785972	1	1956	1622.8455	237.9235	11523	0
1_MACS_peak_9966_lociStitched	chr16	4797140	4799095	1	1956	2145.808	283.084	11524	0
1_MACS_peak_8880_lociStitched	chr15	34206976	34208931	1	1956	2464.473	399.602	11525	0
1_MACS_peak_8667_lociStitched	chr14	103850954	103852909	1	1956	1510.433	181.2285	11526	0
1_MACS_peak_7324_lociStitched	chr12	125633441	125635396	1	1956	2205.4355	239.683	11527	0
1_MACS_peak_4384_lociStitched	chr11	3317122	3319077	1	1956	1865.2655	283.084	11528	0
1_MACS_peak_4365_lociStitched	chr11	2720462	2722417	1	1956	2602.496	235.382	11529	0
1_MACS_peak_4005_lociStitched	chr10	104191322	104193277	1	1956	3477.163	464.899	11530	0
1_MACS_peak_3130_lociStitched	chr10	14226391	14228346	1	1956	3437.672	463.1395	11531	0
2_MACS_peak_10465_lociStitched	chr16	54876830	54880965	2	1956	1603.9665	422.1835	11532	0
1_MACS_peak_26200_lociStitched	chr7	120918136	120920090	1	1955	1783.4158	604.3722	11533	0
1_MACS_peak_24428_lociStitched	chr6	107977989	107979943	1	1955	1617.3258	375.168	11534	0
1_MACS_peak_23469_lociStitched	chr6	14785893	14787847	1	1955	1307.6168	285.4794	11535	0
1_MACS_peak_16186_lociStitched	chr2	207109610	207111564	1	1955	2669.164	340.7776	11536	0
1_MACS_peak_15504_lociStitched	chr2	128847887	128849841	1	1955	2791.8752	459.5808	11537	0
1_MACS_peak_10947_lociStitched	chr17	1732257	1734211	1	1955	2735.2092	324.364	11538	0
1_MACS_peak_5287_lociStitched	chr11	77589749	77591703	1	1955	1031.712	408.386	11539	0
1_MACS_peak_1507_lociStitched	chr1	145038832	145040786	1	1955	2080.8146	955.1152	11540	0
1_MACS_peak_1300_lociStitched	chr1	108741859	108743813	1	1955	2759.048	176.2508	11541	0
1_MACS_peak_850_lociStitched	chr1	51668352	51670306	1	1955	1562.0276	270.2382	11542	0
2_MACS_peak_29331_lociStitched	chrX	41301619	41309651	2	1955	1830.4928	661.0336	11543	0
1_MACS_peak_27760_lociStitched	chr8	144608921	144610874	1	1954	1730.7486	283.9662	11544	0
1_MACS_peak_25365_lociStitched	chr7	35733634	35735587	1	1954	5327.5887	339.822	11545	0
1_MACS_peak_22141_lociStitched	chr5	65017179	65019132	1	1954	1970.3817	378.6867	11546	0
1_MACS_peak_10360_lociStitched	chr16	31212971	31214924	1	1954	2385.9801	261.1161	11547	0
1_MACS_peak_10007_lociStitched	chr16	10390350	10392303	1	1954	3579.0678	338.8455	11548	0
1_MACS_peak_9424_lociStitched	chr15	74725445	74727398	1	1954	2013.543	292.95	11549	0
1_MACS_peak_4844_lociStitched	chr11	57478958	57480911	1	1954	2484.9972	402.5133	11550	0
1_MACS_peak_3343_lociStitched	chr10	38264493	38266446	1	1954	2633.4252	352.3212	11551	0
1_MACS_peak_2883_lociStitched	chr1	236319290	236321243	1	1954	1275.1137	372.4371	11552	0
1_MACS_peak_27160_lociStitched	chr8	62626107	62628059	1	1953	2415.9904	405.8208	11553	0
1_MACS_peak_25784_lociStitched	chr7	77893972	77895924	1	1953	1403.488	369.3184	11554	0
1_MACS_peak_21489_lociStitched	chr4	156874023	156875975	1	1953	9894.2976	415.776	11555	0
1_MACS_peak_16922_lociStitched	chr20	33679388	33681340	1	1953	2541.6992	372.4416	11556	0
1_MACS_peak_16910_lociStitched	chr20	33058962	33060914	1	1953	1275.632	401.3312	11557	0
1_MACS_peak_5476_lociStitched	chr11	105568971	105570923	1	1953	1463.4144	269.5712	11558	0
1_MACS_peak_4272_lociStitched	chr10	131031011	131032963	1	1953	2015.2448	292.9952	11559	0
1_MACS_peak_1561_lociStitched	chr1	147752108	147754060	1	1953	1924.672	567.056	11560	0
1_MACS_peak_25969_lociStitched	chr7	100727787	100729738	1	1952	3893.4156	390.0049	11561	0
1_MACS_peak_23126_lociStitched	chr5	172410330	172412281	1	1952	3790.4028	402.8815	11562	0
1_MACS_peak_23065_lociStitched	chr5	163342220	163344171	1	1952	2304.3261	248.5574	11563	0
1_MACS_peak_20515_lociStitched	chr4	13628437	13630388	1	1952	3756.0652	356.8379	11564	0
1_MACS_peak_19751_lociStitched	chr3	148846516	148848467	1	1952	2742.5207	277.8224	11565	0
1_MACS_peak_14872_lociStitched	chr2	65527207	65529158	1	1952	1623.4271	396.4432	11566	0
1_MACS_peak_4745_lociStitched	chr11	43379749	43381700	1	1952	3900.4392	468.4351	11567	0
1_MACS_peak_4136_lociStitched	chr10	116258309	116260260	1	1952	1246.2988	269.8233	11568	0
1_MACS_peak_3804_lociStitched	chr10	89293291	89295242	1	1952	1584.7973	296.552	11569	0
1_MACS_peak_2815_lociStitched	chr1	231003420	231005371	1	1952	2079.766	232.169	11570	0
1_MACS_peak_29170_lociStitched	chrX	13670278	13672228	1	1951	2591.16	195.975	11571	0
1_MACS_peak_28817_lociStitched	chr9	129622073	129624023	1	1951	2618.07	232.44	11572	0
1_MACS_peak_28662_lociStitched	chr9	115248224	115250174	1	1951	1635.465	205.53	11573	0
1_MACS_peak_26126_lociStitched	chr7	111751891	111753841	1	1951	1328.73	396.435	11574	0
1_MACS_peak_24524_lociStitched	chr6	116691318	116693268	1	1951	2171.91	311.805	11575	0
1_MACS_peak_20129_lociStitched	chr3	183532541	183534491	1	1951	2233.14	368.94	11576	0
1_MACS_peak_17987_lociStitched	chr22	30722204	30724154	1	1951	1813.11	305.175	11577	0
1_MACS_peak_11985_lociStitched	chr17	61775370	61777320	1	1951	1123.785	246.09	11578	0
1_MACS_peak_11471_lociStitched	chr17	35715119	35717069	1	1951	2098.395	331.5	11579	0
1_MACS_peak_6406_lociStitched	chr12	49822019	49823969	1	1951	1647.555	360.75	11580	0
1_MACS_peak_5709_lociStitched	chr11	124823266	124825216	1	1951	4868.76	400.335	11581	0
1_MACS_peak_5635_lociStitched	chr11	118991245	118993195	1	1951	2500.485	561.405	11582	0
1_MACS_peak_3792_lociStitched	chr10	88245958	88247908	1	1951	2448.615	280.02	11583	0
1_MACS_peak_28436_lociStitched	chr9	95055082	95057031	1	1950	2084.4555	405.0022	11584	0
1_MACS_peak_28041_lociStitched	chr9	33248451	33250400	1	1950	1474.0287	427.8055	11585	0
1_MACS_peak_27892_lociStitched	chr9	5509532	5511481	1	1950	2329.6397	303.4593	11586	0
1_MACS_peak_25135_lociStitched	chr7	9188263	9190212	1	1950	1617.4751	334.8382	11587	0
1_MACS_peak_23400_lociStitched	chr6	10626074	10628023	1	1950	1857.5919	364.0732	11588	0
1_MACS_peak_22037_lociStitched	chr5	55007278	55009227	1	1950	1999.8689	447.6853	11589	0
1_MACS_peak_20520_lociStitched	chr4	14166549	14168498	1	1950	1582.588	362.3191	11590	0
1_MACS_peak_17655_lociStitched	chr21	43607483	43609432	1	1950	2285.5923	464.2518	11591	0
1_MACS_peak_13313_lociStitched	chr19	11038451	11040400	1	1950	1876.1074	351.9894	11592	0
1_MACS_peak_6014_lociStitched	chr12	10379481	10381430	1	1950	1490.0105	340.1005	11593	0
1_MACS_peak_2322_lociStitched	chr1	201122504	201124453	1	1950	3163.0321	482.5724	11594	0
1_MACS_peak_35_lociStitched	chr1	1509223	1511172	1	1950	3089.7497	322.7544	11595	0
1_MACS_peak_26462_lociStitched	chr7	143597968	143599916	1	1949	3835.2224	502.584	11596	0
1_MACS_peak_24776_lociStitched	chr6	139539903	139541851	1	1949	2076.1784	375.5744	11597	0
1_MACS_peak_21596_lociStitched	chr4	181655434	181657382	1	1949	1500.934	340.7052	11598	0
1_MACS_peak_19674_lociStitched	chr3	138552766	138554714	1	1949	4350.4684	221.8772	11599	0
1_MACS_peak_19488_lociStitched	chr3	123679031	123680979	1	1949	4636.6296	464.7928	11600	0
