REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	394			C8orf75	394	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	395	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	395	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	396	PIM1		PIM1	396	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	397		PRDM1	PRDM1	397	1
1_MACS_peak_20834_lociStitched	chr4	69434569	69443455	1	8887	31906.9602	1695.4488	398		UGT2B15,UGT2B17	UGT2B17	398	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	401	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	401	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	404	GSG1	KIAA1467	GSG1	404	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	405			ARL6IP6	405	1
2_MACS_peak_10196_lociStitched	chr16	23404691	23419578	2	8753	32816.9028	2474.2194	406	COG7		COG7	406	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	407	NUAK1		NUAK1	407	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	409	HIVEP2		HIVEP2	409	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	410	LOC100130275,TFAP2A,C6orf218		TFAP2A	410	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	412	FAM70A		FAM70A	412	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	413			LOC439949	413	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	415	RREB1		RREB1	415	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	416		CTCFL	CTCFL	416	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	417	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	417	1
3_MACS_peak_2317_lociStitched	chr1	200850721	200864132	3	8698	32158.2369	3079.1656	418	C1orf106	GPR25	C1orf106	418	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	420	GAB1		GAB1	420	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	422	TNIP1	ANXA6	TNIP1	422	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	423	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	423	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	424	SPERT		SPERT	424	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	425			MIR365-1	425	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	426	BARX2		BARX2	426	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	427	EEF1A1	MTO1	EEF1A1	427	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	428		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	428	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	429	DUSP6		DUSP6	429	1
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	430	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	430	1
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	431	HES1		HES1	431	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	432	FLJ44054	GAS6	FLJ44054	432	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	433	LRRC33		LRRC33	433	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	434		BCL8	BCL8	434	1
1_MACS_peak_15687_lociStitched	chr2	158295087	158302451	1	7365	36399.5156	1922.004	435	CYTIP		CYTIP	435	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	436	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	436	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	438	RGS6		DPF3	438	1
2_MACS_peak_20260_lociStitched	chr3	193815446	193823412	2	7531	36014.286	2519.6458	439		HES1	HES1	439	1
1_MACS_peak_11527_lociStitched	chr17	37909246	37916380	1	7135	36546.0552	1462.47	440		GRB7,C17orf37	GRB7	440	1
1_MACS_peak_9456_lociStitched	chr15	75334199	75341536	1	7338	35717.9834	1762.3474	442	PPCDC	SCAMP5	PPCDC	442	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	443		ANAPC16,DDIT4,ASCC1	DDIT4	443	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	444	OBFC2A		OBFC2A	444	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	445	CAPN2	CAPN8	CAPN2	445	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	446	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	446	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	447	PLCG2		PLCG2	447	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	448	STK10	EFCAB9	STK10	448	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	449	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	449	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	452	DENND1B		DENND1B	452	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	453	CBFA2T3	CBFA2T3	CBFA2T3	453	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	454	IGF1		IGF1	454	1
1_MACS_peak_3296_lociStitched	chr10	30989334	30997042	1	7709	33229.188	1415.1888	456			LYZL2	456	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	457	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	457	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	461	PIK3CG		PIK3CG	461	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	462	FAM55C	NFKBIZ	FAM55C	462	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	463	BIN2	SMAGP,CELA1	BIN2	463	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	464	CD44		CD44	464	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	465		KCNA2,KCNA3	KCNA2	465	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	467			XRCC5	467	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	468	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	468	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	469	ST3GAL1		ST3GAL1	469	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	471	IDH2		IDH2	471	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	473	SLC1A4	LOC400958	SLC1A4	473	1
2_MACS_peak_15689_lociStitched	chr2	158323779	158337840	2	7717	32981.4816	2452.2384	478		CYTIP	CYTIP	478	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	480	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	480	1
2_MACS_peak_11017_lociStitched	chr17	4842254	4855057	2	8250	29925.7322	2517.0698	481	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	481	1
2_MACS_peak_12316_lociStitched	chr17	78873583	78887506	2	8425	28216.3518	2004.912	483	RPTOR		CHMP6	483	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	484	RAB36,RTDR1	BCR	RTDR1	484	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	485			SNORD17	485	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	486	TNFAIP3		TNFAIP3	486	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	487	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	487	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	488			COQ2	488	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	489	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	489	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	490	RGS1		RGS1	490	1
1_MACS_peak_19887_lociStitched	chr3	160116017	160123670	1	7654	31654.3386	1685.1906	491	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	491	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	492	UTP3	ENAM,RUFY3,IGJ	UTP3	492	1
2_MACS_peak_24692_lociStitched	chr6	135190420	135204032	2	7783	31494.0844	2239.174	493			ALDH8A1	493	1
2_MACS_peak_14672_lociStitched	chr2	47204551	47215093	2	7926	30429.483	2182.194	494	TTC7A	MCFD2	MCFD2	494	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	496	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	496	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	497	ZPBP2,IKZF3	GSDMB	IKZF3	497	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	498	DTNB		DNMT3A	498	1
1_MACS_peak_3161_lociStitched	chr10	15824669	15833159	1	8491	26240.892	1550.274	500	FAM188A		ITGA8	500	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	501			CXCR4	501	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	502			SMNDC1	502	1
2_MACS_peak_1588_lociStitched	chr1	149214034	149225829	2	6214	39019.0395	3867.5805	504			LOC388692	504	1
1_MACS_peak_25191_lociStitched	chr7	20254689	20262549	1	7861	29642.418	1613.658	505	MACC1		MACC1	505	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	507	ARID2,LOC400027		ARID2	507	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	508	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	508	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	513	CADM1		CADM1	513	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	514	UBC	SCARB1	UBC	514	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	515	EDEM3		EDEM3	515	1
1_MACS_peak_24409_lociStitched	chr6	106439102	106446600	1	7499	30049.7346	1423.1204	521			PRDM1	521	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	523	LOC100129269	RAP1A,ADORA3	LOC100129269	523	1
1_MACS_peak_6899_lociStitched	chr12	94597179	94603658	1	6480	34175.4292	1240.0806	524	PLXNC1		PLXNC1	524	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	525	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	525	1
2_MACS_peak_2735_lociStitched	chr1	226308563	226317132	2	7891	28560.477	2530.4257	527			ACBD3	527	1
3_MACS_peak_2480_lociStitched	chr1	207093374	207107015	3	7976	28819.3407	3448.4448	528	FAIM3,PIGR	IL24,FCAMR	FAIM3	528	1
2_MACS_peak_1521_lociStitched	chr1	145427271	145441189	2	8105	27323.8176	3100.9304	534	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	534	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	536	PTPRD		PTPRD	536	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	537	IRF2		IRF2	537	1
3_MACS_peak_13858_lociStitched	chr19	44257428	44271667	3	8240	25362.5068	2303.8702	538	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	538	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	544	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	544	1
1_MACS_peak_18543_lociStitched	chr3	14160504	14168346	1	7843	26927.0754	1667.2092	545	TMEM43,CHCHD4		CHCHD4	545	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	546			MIR1208	546	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	548			LOC150992	548	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	550	DPYSL2		DPYSL2	550	1
1_MACS_peak_1724_lociStitched	chr1	154296608	154302935	1	6328	33999.3999	1948.0833	557	AQP10,ATP8B2		ATP8B2	557	1
1_MACS_peak_1027_lociStitched	chr1	66795613	66803501	1	7889	26158.9744	1727.472	558	PDE4B		PDE4B	558	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	559	MEIS1		MEIS1	559	1
2_MACS_peak_7961_lociStitched	chr13	115039731	115048679	2	7809	26177.374	1411.0996	561	UPF3A	CDC16,ZNF828	UPF3A	561	1
2_MACS_peak_2106_lociStitched	chr1	178544257	178552406	2	7525	28714.6313	2375.4335	563		C1orf220	C1orf220	563	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	564	IFNAR1		IFNAR1	564	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	567	TMC8,TMC6	C17orf99,SYNGR2	TMC6	567	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	568		SEC14L1,SEPT9	SEPT9	568	1
2_MACS_peak_20267_lociStitched	chr3	194021558	194034234	2	7399	29588.3192	2925.6208	569	LOC100131551	CPN2	LOC100131551	569	1
2_MACS_peak_8180_lociStitched	chr14	50465585	50476695	2	7830	24976.391	1172.105	572	C14orf182		C14orf182	572	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	573	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	573	1
1_MACS_peak_7760_lociStitched	chr13	78689051	78696443	1	7393	27298.656	1074.0576	574			EDNRB	574	1
3_MACS_peak_7255_lociStitched	chr12	122227704	122243226	3	7723	25234.1154	1095.8532	576	SETD1B,RHOF,LOC338799		RHOF	576	1
2_MACS_peak_5807_lociStitched	chr11	132218163	132231680	2	8571	19679.4003	2357.3648	581			NTM	581	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	582		RD3,SLC30A1	RD3	582	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	583	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	583	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	587	FAM117A	MYST2,SLC35B1	FAM117A	587	1
2_MACS_peak_7008_lociStitched	chr12	104318406	104325718	2	6348	31793.3072	1441.9264	588	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	588	1
1_MACS_peak_2178_lociStitched	chr1	183808937	183815793	1	6857	29895.588	2078.7392	595	RGL1		APOBEC4	595	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	596	KIAA1370		KIAA1370	596	1
1_MACS_peak_27517_lociStitched	chr8	118450356	118457713	1	7358	26438.8509	1336.0312	597			MED30	597	1
2_MACS_peak_18174_lociStitched	chr22	39377272	39385776	2	8308	19885.7536	1478.8456	598	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	598	1
2_MACS_peak_1737_lociStitched	chr1	154755754	154765975	2	7923	23902.8306	2595.1119	601	KCNN3		KCNN3	601	1
1_MACS_peak_16685_lociStitched	chr20	9489968	9498492	1	8525	17684.7428	1491.7	602	C20orf103		C20orf103	602	1
2_MACS_peak_6895_lociStitched	chr12	94540979	94552956	2	8563	17725.96	1953.4487	604	PLXNC1		PLXNC1	604	1
3_MACS_peak_21312_lociStitched	chr4	129723888	129741278	3	8396	19598.53	2488.509	605	PHF17		PHF17	605	1
2_MACS_peak_9368_lociStitched	chr15	70387100	70396564	2	8562	16915.9536	1640.1112	607	TLE3	MIR629	TLE3	607	1
1_MACS_peak_26321_lociStitched	chr7	130790008	130797064	1	7057	28035.6048	1937.5776	610	MKLN1,FLJ43663		FLJ43663	610	1
3_MACS_peak_594_lociStitched	chr1	36614205	36627343	3	8398	18435.2416	2007.4864	614	MAP7D1,TRAPPC3	COL8A2	MAP7D1	614	1
2_MACS_peak_17234_lociStitched	chr20	52345513	52358305	2	8245	19965.7536	2205.3408	616			SUMO1P1	616	1
3_MACS_peak_28738_lociStitched	chr9	123653143	123667637	3	8307	19259.6272	2208.8856	619	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	619	1
3_MACS_peak_14911_lociStitched	chr2	68988921	69003403	3	8066	21793.9618	2645.8614	620	ARHGAP25		ARHGAP25	620	1
3_MACS_peak_18739_lociStitched	chr3	39248007	39263830	3	8440	18090.4359	2450.9827	621		XIRP1	XIRP1	621	1
2_MACS_peak_4009_lociStitched	chr10	104401125	104412722	2	7975	21303.689	1570.2338	622	TRIM8		TRIM8	622	1
2_MACS_peak_25556_lociStitched	chr7	52774335	52788431	2	8456	17037.8352	1666.1472	623			POM121L12	623	1
2_MACS_peak_13448_lociStitched	chr19	16180365	16191352	2	7445	25058.0509	1765.6109	625	TPM4	FLJ25328,RAB8A	TPM4	625	1
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925	1469.16	628	CDK14		CDK14	628	1
3_MACS_peak_6334_lociStitched	chr12	46776155	46785553	3	8283	18689.8026	1971.7004	629		SLC38A2	SLC38A2	629	1
2_MACS_peak_6559_lociStitched	chr12	56726307	56734172	2	7266	25484.9595	1380.3075	630	IL23A,PAN2	CS,CNPY2,STAT2,APOF	PAN2	630	1
1_MACS_peak_22658_lociStitched	chr5	131434677	131441725	1	7049	26843.7176	1585.8	631		IL3,CSF2	CSF2	631	1
2_MACS_peak_20727_lociStitched	chr4	48194675	48205927	2	8350	17743.2788	2021.9844	633	TEC		TXK	633	1
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304	634	LOC154860,FEZF1		FEZF1	634	1
2_MACS_peak_5802_lociStitched	chr11	130696938	130705902	2	8365	17105.1048	1638.6192	636			SNX19	636	1
4_MACS_peak_17914_lociStitched	chr22	24819800	24831699	4	7990	20412.7345	1649.2014	639	ADORA2A,C22orf45		ADORA2A	639	1
2_MACS_peak_21977_lociStitched	chr5	43007041	43021162	2	8298	18204.7932	2300.3109	640	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	640	1
3_MACS_peak_16196_lociStitched	chr2	207997090	208015071	3	8022	21088.1168	2715.131	641	KLF7	MIR2355	KLF7	641	1
3_MACS_peak_364_lociStitched	chr1	25347199	25364598	3	7992	20958.8354	2352.3448	642			RUNX3	642	1
2_MACS_peak_19425_lociStitched	chr3	119354804	119362914	2	7503	23935.854	1912.338	643	POPDC2	PLA1A,COX17	POPDC2	643	1
2_MACS_peak_21623_lociStitched	chr4	185263662	185277135	2	7936	21066.3828	2260.7694	645			IRF2	645	1
2_MACS_peak_1476_lociStitched	chr1	143461514	143469667	2	7997	21810.0903	3726.7363	647			LOC100130000	647	1
2_MACS_peak_2805_lociStitched	chr1	230256872	230270034	2	7631	23355.969	2806.1384	652	GALNT2		GALNT2	652	1
1_MACS_peak_15852_lociStitched	chr2	175457264	175464233	1	6970	26084.967	1421.676	653	WIPF1		WIPF1	653	1
3_MACS_peak_23798_lociStitched	chr6	33279513	33292765	3	8190	18041.2728	2226.336	654	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	654	1
3_MACS_peak_5751_lociStitched	chr11	128274303	128286644	3	8075	18657.1238	1785.7427	655			ETS1	655	1
3_MACS_peak_2041_lociStitched	chr1	171219574	171228889	3	8164	18135.3735	2135.9295	657	FMO1		FMO1	657	1
2_MACS_peak_5685_lociStitched	chr11	122930577	122941648	2	7330	24549.9425	2115.6681	658	HSPA8	LOC341056	HSPA8	658	1
2_MACS_peak_26283_lociStitched	chr7	128572291	128582164	2	7262	25188.9849	2522.5515	663	IRF5	KCP	IRF5	663	1
2_MACS_peak_2722_lociStitched	chr1	226062472	226071668	2	8057	19070.6648	2407.5128	664	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	664	1
2_MACS_peak_10370_lociStitched	chr16	31879777	31890414	2	8203	16985.1616	1881.6853	666	ZNF267		ZNF267	666	1
2_MACS_peak_21731_lociStitched	chr5	1335508	1346203	2	8130	17803.9665	1990.3395	667	CLPTM1L	TERT	CLPTM1L	667	1
3_MACS_peak_28735_lociStitched	chr9	123630404	123641552	3	7701	21390.7824	1923.03	668	PHF19	LOC253039,PSMD5,TRAF1	PHF19	668	1
2_MACS_peak_18265_lociStitched	chr22	42141685	42150934	2	7986	18747.723	1765.6341	669	MEI1	CCDC134	CCDC134	669	1
3_MACS_peak_26065_lociStitched	chr7	105984904	105998558	3	7572	22997.4322	2756.7426	671			NAMPT	671	1
3_MACS_peak_14039_lociStitched	chr19	50369596	50382041	3	7113	25513.4945	2410.5965	673	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	673	1
1_MACS_peak_293_lociStitched	chr1	21615476	21622676	1	7201	23880.96	1357.92	675	ECE1	ECE1	ECE1	675	1
3_MACS_peak_20470_lociStitched	chr4	9599244	9611026	3	7916	19162.2448	2045.3552	679		MIR548I2	MIR548I2	679	1
2_MACS_peak_3897_lociStitched	chr10	97049439	97057782	2	8035	17280.8559	1340.7201	680	PDLIM1		PDLIM1	680	1
2_MACS_peak_26356_lociStitched	chr7	134843934	134857370	2	7093	25916.7004	3013.6948	682	TMEM140,C7orf49	WDR91	C7orf49	682	1
2_MACS_peak_28913_lociStitched	chr9	132646262	132657555	2	7624	21002.7214	2057.5846	686	FNBP1	USP20,C9orf78	USP20	686	1
2_MACS_peak_27738_lociStitched	chr8	142126464	142140617	2	8003	17310.5343	1913.4856	694	DENND3		DENND3	694	1
1_MACS_peak_25198_lociStitched	chr7	20367253	20373475	1	6223	27944.8686	1241.9112	703	ITGB8		ITGB8	703	1
2_MACS_peak_23651_lociStitched	chr6	27857678	27871329	2	7792	19369.4039	2376.6391	704	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	704	1
2_MACS_peak_20418_lociStitched	chr4	5705352	5715526	2	7916	17606.107	1785.537	706	EVC,EVC2		EVC2	706	1
2_MACS_peak_22511_lociStitched	chr5	112256438	112266857	2	7703	19522.0803	1821.2412	707	REEP5	DCP2	REEP5	707	1
2_MACS_peak_17589_lociStitched	chr21	37905629	37916294	2	7057	24586.0245	2415.6225	709	CLDN14		CLDN14	709	1
3_MACS_peak_18177_lociStitched	chr22	39409229	39422073	3	7845	18594.2588	2332.4704	710	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	710	1
1_MACS_peak_21618_lociStitched	chr4	185184647	185191640	1	6994	24027.948	1593.7047	716		ENPP6	ENPP6	716	1
1_MACS_peak_5599_lociStitched	chr11	117877298	117884275	1	6978	23739.9402	1227.2543	717		IL10RA	IL10RA	717	1
3_MACS_peak_1713_lociStitched	chr1	153929541	153941517	3	7673	21004.7064	3405.9744	718	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	718	1
1_MACS_peak_18620_lociStitched	chr3	23846803	23854704	1	7902	16981.6193	1464.0553	719	UBE2E1		UBE2E1	719	1
3_MACS_peak_19591_lociStitched	chr3	129890695	129900386	3	7797	18036.8892	1954.6747	723		COL6A4P2	COL6A4P2	723	1
3_MACS_peak_9698_lociStitched	chr15	90721606	90736320	3	7525	20799.7104	2401.3248	724	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	724	1
3_MACS_peak_3011_lociStitched	chr10	3798582	3808562	3	7691	18139.648	1327.34	727		KLF6	KLF6	727	1
2_MACS_peak_22484_lociStitched	chr5	109190097	109202252	2	7545	20142.0505	2262.0455	729	MAN2A1	LOC100289673	LOC100289673	729	1
3_MACS_peak_18534_lociStitched	chr3	13455291	13470827	3	7279	22171.4256	2314.864	731	NUP210		NUP210	731	1
2_MACS_peak_5447_lociStitched	chr11	102185953	102193667	2	7703	17894.1658	1614.5402	742	BIRC3	BIRC2	BIRC3	742	1
