REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam	39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_12179_lociStitched	chr17	73891433	73893530	1	2098	4706.2971	373.4757
1_MACS_peak_16741_lociStitched	chr20	18117647	18119744	1	2098	5356.5768	377.66970000000003
1_MACS_peak_19450_lociStitched	chr3	121467510	121469607	1	2098	2993.0481	503.4897
1_MACS_peak_21568_lociStitched	chr4	175203959	175206056	1	2098	8083.935	476.4384
1_MACS_peak_25329_lociStitched	chr7	30543380	30545477	1	2098	3820.734	498.03749999999997
1_MACS_peak_27405_lociStitched	chr8	101474842	101476939	1	2098	2853.5976	242.6229
1_MACS_peak_29301_lociStitched	chrX	39195297	39197394	1	2098	1687.2462	169.6473
1_MACS_peak_1822_lociStitched	chr1	156570096	156572192	1	2097	3608.6832	704.0464
1_MACS_peak_3481_lociStitched	chr10	58479901	58481997	1	2097	1818.2800000000002	361.7696
1_MACS_peak_6756_lociStitched	chr12	76952262	76954358	1	2097	4367.4352	314.8192
1_MACS_peak_7733_lociStitched	chr13	76209228	76211324	1	2097	3250.2672	228.88320000000002
1_MACS_peak_9821_lociStitched	chr15	102500733	102502829	1	2097	7740.3184	560.0512
1_MACS_peak_10130_lociStitched	chr16	18571783	18573879	1	2097	1935.8655999999999	358.2064
1_MACS_peak_10965_lociStitched	chr17	2413946	2416042	1	2097	2417.5263999999997	370.7824
1_MACS_peak_15446_lociStitched	chr2	118942802	118944898	1	2097	7641.8064	430.72799999999995
1_MACS_peak_15875_lociStitched	chr2	177795970	177798066	1	2097	2215.8912	403.6896
1_MACS_peak_18815_lociStitched	chr3	45223995	45226091	1	2097	1745.3392	295.9552
1_MACS_peak_24572_lociStitched	chr6	122719787	122721883	1	2097	2792.0816	364.70399999999995
1_MACS_peak_24631_lociStitched	chr6	130349151	130351247	1	2097	1401.8048	382.52
2_MACS_peak_29228_lociStitched	chrX	19904831	19906927	2	2010	1615.5968	141.0608
1_MACS_peak_593_lociStitched	chr1	36553665	36555760	1	2096	3480.214	377.7285
1_MACS_peak_3242_lociStitched	chr10	25304712	25306807	1	2096	3659.7554999999998	490.649
1_MACS_peak_5734_lociStitched	chr11	126152147	126154242	1	2096	6317.0535	316.764
1_MACS_peak_6304_lociStitched	chr12	42537398	42539493	1	2096	2554.0145	414.6005
1_MACS_peak_11588_lociStitched	chr17	40073954	40076049	1	2096	2855.6945	396.374
1_MACS_peak_11919_lociStitched	chr17	56708115	56710210	1	2096	3779.1705	551.6134999999999
1_MACS_peak_14556_lociStitched	chr2	38603222	38605317	1	2096	4375.407499999999	363.273
1_MACS_peak_15186_lociStitched	chr2	97150949	97153044	1	2096	3169.7349999999997	368.0915
1_MACS_peak_16230_lociStitched	chr2	212794115	212796210	1	2096	1815.527	291.62399999999997
1_MACS_peak_20560_lociStitched	chr4	20252792	20254887	1	2096	1846.952	241.55349999999999
1_MACS_peak_21968_lociStitched	chr5	41869328	41871423	1	2096	3950.9604999999997	367.044
1_MACS_peak_22166_lociStitched	chr5	67583158	67585253	1	2096	2911.4215	444.34950000000003
1_MACS_peak_24040_lociStitched	chr6	52019902	52021997	1	2096	1982.708	444.76849999999996
1_MACS_peak_25231_lociStitched	chr7	22893120	22895215	1	2096	3246.831	320.7445
1_MACS_peak_28321_lociStitched	chr9	80849959	80852054	1	2096	5960.4845	413.553
1_MACS_peak_4011_lociStitched	chr10	104419999	104422093	1	2095	2655.6108	358.074
1_MACS_peak_4572_lociStitched	chr11	18033725	18035819	1	2095	3208.8456	309.7026
1_MACS_peak_5727_lociStitched	chr11	125931571	125933665	1	2095	9949.222199999998	325.8264
1_MACS_peak_7595_lociStitched	chr13	45693560	45695654	1	2095	1260.7974	234.7374
1_MACS_peak_8583_lociStitched	chr14	95622692	95624786	1	2095	2618.3376	185.5284
1_MACS_peak_15422_lociStitched	chr2	114146728	114148822	1	2095	2639.0682	435.55199999999996
1_MACS_peak_18862_lociStitched	chr3	46545749	46547843	1	2095	2238.9048	308.6556
1_MACS_peak_24144_lociStitched	chr6	70840673	70842767	1	2095	1225.4088000000002	339.43739999999997
1_MACS_peak_27267_lociStitched	chr8	77911531	77913625	1	2095	4502.099999999999	442.0434
1_MACS_peak_29889_lociStitched	chrX	138285886	138287980	1	2095	2023.2227999999998	143.2296
1_MACS_peak_39_lociStitched	chr1	1589534	1591627	1	2094	3807.167	479.0877
1_MACS_peak_686_lociStitched	chr1	40722556	40724649	1	2094	3548.8908	435.344
1_MACS_peak_18919_lociStitched	chr3	49157085	49159178	1	2094	3695.1915000000004	414.6233
1_MACS_peak_20942_lociStitched	chr4	78837682	78839775	1	2094	1668.3303	314.15930000000003
1_MACS_peak_21133_lociStitched	chr4	106067112	106069205	1	2094	5193.151599999999	362.089
1_MACS_peak_21237_lociStitched	chr4	120375005	120377098	1	2094	3818.4692	386.9957
1_MACS_peak_25168_lociStitched	chr7	17337522	17339615	1	2094	2238.2542	367.5308
1_MACS_peak_29014_lociStitched	chr9	139659886	139661979	1	2094	1200.7540999999999	487.4597
1_MACS_peak_4198_lociStitched	chr10	123777701	123779793	1	2093	2120.4512	236.39600000000002
1_MACS_peak_6404_lociStitched	chr12	49715975	49718067	1	2093	3500.7528	343.9248
1_MACS_peak_7593_lociStitched	chr13	45491215	45493307	1	2093	1833.638	254.8056
1_MACS_peak_13185_lociStitched	chr19	6372051	6374143	1	2093	3250.9680000000003	548.5224
1_MACS_peak_22656_lociStitched	chr5	131354914	131357006	1	2093	1617.9528	467.77119999999996
1_MACS_peak_24143_lociStitched	chr6	70576027	70578119	1	2093	1687.4071999999999	374.8864
1_MACS_peak_24158_lociStitched	chr6	73091627	73093719	1	2093	2786.5440000000003	214.6392
1_MACS_peak_24623_lociStitched	chr6	130029942	130032034	1	2093	2319.8188	462.332
1_MACS_peak_25500_lociStitched	chr7	45807483	45809575	1	2093	4002.8328	402.50079999999997
1_MACS_peak_29215_lociStitched	chrX	19001693	19003785	1	2093	2342.8307999999997	208.36319999999998
1_MACS_peak_4867_lociStitched	chr11	59135154	59137245	1	2092	2733.7733999999996	459.18359999999996
1_MACS_peak_5422_lociStitched	chr11	95990620	95992711	1	2092	2222.9420999999998	440.78279999999995
1_MACS_peak_5495_lociStitched	chr11	108367867	108369958	1	2092	4786.9263	367.3887
1_MACS_peak_8390_lociStitched	chr14	71373699	71375790	1	2092	2064.2352	121.6962
1_MACS_peak_9410_lociStitched	chr15	73924518	73926609	1	2092	2432.8785	430.3278
1_MACS_peak_14312_lociStitched	chr2	15700357	15702448	1	2092	1650.0081	469.84770000000003
1_MACS_peak_19282_lociStitched	chr3	101404450	101406541	1	2092	3802.0653	592.1712
1_MACS_peak_21668_lociStitched	chr4	186455582	186457673	1	2092	2749.665	375.1254
1_MACS_peak_22167_lociStitched	chr5	67638773	67640864	1	2092	1141.4769000000001	407.9541
1_MACS_peak_24870_lociStitched	chr6	151772574	151774665	1	2092	1695.5919	203.8725
1_MACS_peak_28861_lociStitched	chr9	130952894	130954985	1	2092	3985.8642	408.3723
1_MACS_peak_29088_lociStitched	chrX	3378874	3380965	1	2092	1910.7558	151.1793
1_MACS_peak_29650_lociStitched	chrX	95939116	95941207	1	2092	2207.8869	165.189
1_MACS_peak_583_lociStitched	chr1	36022082	36024172	1	2091	4926.548000000001	463.353
1_MACS_peak_591_lociStitched	chr1	36395596	36397686	1	2091	3725.4249999999997	384.56
1_MACS_peak_671_lociStitched	chr1	40263996	40266086	1	2091	4482.423	531.2779999999999
1_MACS_peak_2141_lociStitched	chr1	181030864	181032954	1	2091	2715.1189999999997	656.4689999999999
1_MACS_peak_6627_lociStitched	chr12	60618766	60620856	1	2091	2000.548	378.499
1_MACS_peak_15428_lociStitched	chr2	114383731	114385821	1	2091	2054.261	342.342
1_MACS_peak_15857_lociStitched	chr2	175628491	175630581	1	2091	1574.8149999999998	340.67
1_MACS_peak_15863_lociStitched	chr2	176174610	176176700	1	2091	1910.887	427.61400000000003
1_MACS_peak_16082_lociStitched	chr2	200775092	200777182	1	2091	3459.786	412.77500000000003
1_MACS_peak_17429_lociStitched	chr21	19839682	19841772	1	2091	2186.349	246.411
2_MACS_peak_19619_lociStitched	chr3	132440420	132442510	2	1834	2120.723	334.609
1_MACS_peak_24904_lociStitched	chr6	157186821	157188911	1	2091	2292.939	235.334
1_MACS_peak_25875_lociStitched	chr7	94138229	94140319	1	2091	5054.874	372.647
1_MACS_peak_737_lociStitched	chr1	43231636	43233725	1	2090	2280.3523999999998	447.4638
1_MACS_peak_8705_lociStitched	chr14	106110786	106112875	1	2090	3466.6955	134.7405
1_MACS_peak_11663_lociStitched	chr17	42187509	42189598	1	2090	2087.1199	360.9792
1_MACS_peak_12388_lociStitched	chr17	80664991	80667080	1	2090	4188.2361	404.43039999999996
1_MACS_peak_15336_lociStitched	chr2	111231712	111233801	1	2090	1427.2048	399.2079
1_MACS_peak_16743_lociStitched	chr20	18267967	18270056	1	2090	4832.2748	413.8309
1_MACS_peak_21729_lociStitched	chr5	1166953	1169042	1	2090	3485.4965	459.1622
1_MACS_peak_22627_lociStitched	chr5	126852415	126854504	1	2090	3298.7399	381.45140000000004
1_MACS_peak_27158_lociStitched	chr8	62277784	62279873	1	2090	1473.3717000000001	557.3452
1_MACS_peak_27261_lociStitched	chr8	75232435	75234524	1	2090	1898.0654	320.4526
1_MACS_peak_28759_lociStitched	chr9	125225724	125227813	1	2090	3709.6462	441.1968
1_MACS_peak_4584_lociStitched	chr11	18547386	18549474	1	2089	4608.4248	455.184
1_MACS_peak_5160_lociStitched	chr11	68933203	68935291	1	2089	2647.3752	424.90799999999996
1_MACS_peak_8982_lociStitched	chr15	41197970	41200058	1	2089	2005.9416	304.84799999999996
1_MACS_peak_10313_lociStitched	chr16	30365618	30367706	1	2089	3197.9808000000003	442.8648
1_MACS_peak_14228_lociStitched	chr2	7805165	7807253	1	2089	1246.1184	394.8408
1_MACS_peak_24314_lociStitched	chr6	90528313	90530401	1	2089	2506.0175999999997	465.83279999999996
1_MACS_peak_26092_lociStitched	chr7	106766215	106768303	1	2089	1865.628	526.5935999999999
1_MACS_peak_28446_lociStitched	chr9	95499102	95501190	1	2089	1927.6416000000002	468.12960000000004
1_MACS_peak_4568_lociStitched	chr11	17297093	17299180	1	2088	5217.7087	419.487
1_MACS_peak_8877_lociStitched	chr15	34071445	34073532	1	2088	1355.7151999999999	369.399
1_MACS_peak_14625_lociStitched	chr2	44222139	44224226	1	2088	4150.625599999999	395.4865
1_MACS_peak_21415_lociStitched	chr4	147019278	147021365	1	2088	1312.723	378.1644
1_MACS_peak_270_lociStitched	chr1	19637597	19639683	1	2087	5127.805200000001	327.9192
2_MACS_peak_1331_lociStitched	chr1	110358365	110360451	2	2079	1169.4116	177.9358
1_MACS_peak_4559_lociStitched	chr11	16967169	16969255	1	2087	2498.8194	454.5394
1_MACS_peak_10327_lociStitched	chr16	30568474	30570560	1	2087	4490.3236	419.4946
1_MACS_peak_13233_lociStitched	chr19	7871534	7873620	1	2087	3111.0604000000003	482.28319999999997
1_MACS_peak_19744_lociStitched	chr3	148230142	148232228	1	2087	1511.0984	191.7034
1_MACS_peak_20546_lociStitched	chr4	17614959	17617045	1	2087	2601.0334	450.78459999999995
1_MACS_peak_20926_lociStitched	chr4	77817989	77820075	1	2087	1791.2482	186.0712
1_MACS_peak_21340_lociStitched	chr4	139162464	139164550	1	2087	2829.659	345.233
1_MACS_peak_26166_lociStitched	chr7	116463656	116465742	1	2087	1529.6637999999998	537.9794
1_MACS_peak_2635_lociStitched	chr1	218517923	218520008	1	2086	2509.7145	474.7545
1_MACS_peak_3896_lociStitched	chr10	97019514	97021599	1	2086	2365.8495000000003	356.535
1_MACS_peak_5191_lociStitched	chr11	71813187	71815272	1	2086	4114.7475	465.9975
1_MACS_peak_14534_lociStitched	chr2	37383021	37385106	1	2086	4175.838000000001	378.636
1_MACS_peak_22042_lociStitched	chr5	55307088	55309173	1	2086	1570.2135	463.70399999999995
1_MACS_peak_22119_lociStitched	chr5	61698717	61700802	1	2086	2845.8165	481.8435
1_MACS_peak_26232_lociStitched	chr7	123698587	123700672	1	2086	2984.6775	409.49399999999997
1_MACS_peak_26691_lociStitched	chr8	11141108	11143193	1	2086	3842.238	520.4159999999999
1_MACS_peak_550_lociStitched	chr1	33206582	33208666	1	2085	2304.904	162.96880000000002
1_MACS_peak_2636_lociStitched	chr1	218549461	218551545	1	2085	1763.2723999999998	518.916
1_MACS_peak_2828_lociStitched	chr1	232053539	232055623	1	2085	1302.5	497.034
1_MACS_peak_4771_lociStitched	chr11	45167406	45169490	1	2085	2846.1187999999997	231.1156
1_MACS_peak_10185_lociStitched	chr16	22525892	22527976	1	2085	1627.1872	460.7724
1_MACS_peak_11467_lociStitched	chr17	35305256	35307340	1	2085	3268.1288	355.9472
1_MACS_peak_11934_lociStitched	chr17	57448598	57450682	1	2085	1697.2096000000001	412.632
2_MACS_peak_12646_lociStitched	chr18	33160462	33162546	2	1838	2352.0024000000003	251.12199999999999
1_MACS_peak_15952_lociStitched	chr2	187349926	187352010	1	2085	3031.178	494.3248
1_MACS_peak_17567_lociStitched	chr21	36598762	36600846	1	2085	2713.9932	603.318
1_MACS_peak_20106_lociStitched	chr3	182642366	182644450	1	2085	2458.4948	661.8783999999999
1_MACS_peak_22172_lociStitched	chr5	68462119	68464203	1	2085	3486.1152	494.7416
1_MACS_peak_24835_lociStitched	chr6	146055440	146057524	1	2085	3447.5612	172.13840000000002
1_MACS_peak_1_lociStitched	chr1	28348	30431	1	2084	6837.864100000001	432.22249999999997
1_MACS_peak_455_lociStitched	chr1	28239932	28242015	1	2084	4078.514	438.6798
1_MACS_peak_2334_lociStitched	chr1	201923506	201925589	1	2084	3581.7185	600.7372
1_MACS_peak_3291_lociStitched	chr10	30817663	30819746	1	2084	3611.2971000000002	446.59520000000003
1_MACS_peak_4532_lociStitched	chr11	13483751	13485834	1	2084	3840.4271	443.0541
1_MACS_peak_5331_lociStitched	chr11	82744165	82746248	1	2084	2186.1085000000003	433.68059999999997
1_MACS_peak_5820_lociStitched	chr12	73369	75452	1	2084	9035.8457	769.8768
1_MACS_peak_8494_lociStitched	chr14	86812589	86814672	1	2084	1498.5102000000002	185.387
1_MACS_peak_8514_lociStitched	chr14	90239027	90241110	1	2084	2781.8464999999997	266.4157
2_MACS_peak_9152_lociStitched	chr15	52392549	52394632	2	1584	811.5368	199.3431
1_MACS_peak_10828_lociStitched	chr16	85935731	85937814	1	2084	1254.1743	178.5131
1_MACS_peak_13333_lociStitched	chr19	11669382	11671465	1	2084	1450.3929	427.8482
1_MACS_peak_18118_lociStitched	chr22	37662354	37664437	1	2084	2649.1594	380.5641
1_MACS_peak_20404_lociStitched	chr4	4146792	4148875	1	2084	1558.2923	299.1188
1_MACS_peak_21467_lociStitched	chr4	154010822	154012905	1	2084	1676.6066999999998	531.9982
1_MACS_peak_22090_lociStitched	chr5	58334188	58336271	1	2084	3686.7017	305.9927
1_MACS_peak_22400_lociStitched	chr5	94889645	94891728	1	2084	3654.8318	525.9575
1_MACS_peak_27148_lociStitched	chr8	61704452	61706535	1	2084	2201.7309999999998	377.02299999999997
1_MACS_peak_3247_lociStitched	chr10	26661153	26663235	1	2083	2431.5678	320.0034
1_MACS_peak_3996_lociStitched	chr10	103892088	103894170	1	2083	3649.3296	384.129
1_MACS_peak_6194_lociStitched	chr12	27932156	27934238	1	2083	4867.716	431.3904
1_MACS_peak_7005_lociStitched	chr12	104234047	104236129	1	2083	2116.9775999999997	371.637
1_MACS_peak_8157_lociStitched	chr14	45602809	45604891	1	2083	2662.8779999999997	256.086
1_MACS_peak_11436_lociStitched	chr17	34206308	34208390	1	2083	2739.2874	441.384
1_MACS_peak_15145_lociStitched	chr2	88990223	88992305	1	2083	2230.863	452.6268
1_MACS_peak_15688_lociStitched	chr2	158309021	158311103	1	2083	3767.1708	441.17580000000004
1_MACS_peak_18560_lociStitched	chr3	15246819	15248901	1	2083	3840.6654	469.28279999999995
1_MACS_peak_22655_lociStitched	chr5	131131612	131133694	1	2083	4274.970600000001	394.539
1_MACS_peak_25466_lociStitched	chr7	44136168	44138250	1	2083	2036.196	307.3032
2_MACS_peak_28539_lociStitched	chr9	101866353	101868435	2	1735	1141.7688	229.8528
1_MACS_peak_4181_lociStitched	chr10	121484427	121486508	1	2082	2246.2313999999997	323.5955
1_MACS_peak_6233_lociStitched	chr12	31880925	31883006	1	2082	3640.0852	459.4848
1_MACS_peak_7069_lociStitched	chr12	108934193	108936274	1	2082	2936.7072	332.96
1_MACS_peak_9933_lociStitched	chr16	3332105	3334186	1	2082	6261.1047	459.901
1_MACS_peak_11584_lociStitched	chr17	39956181	39958262	1	2082	1448.1679	329.2142
1_MACS_peak_16142_lociStitched	chr2	204348104	204350185	1	2082	2067.6816	414.9514
1_MACS_peak_16686_lociStitched	chr20	9595957	9598038	1	2082	2742.3418	465.7278
1_MACS_peak_21839_lociStitched	chr5	16464908	16466989	1	2082	2719.8669999999997	451.577
1_MACS_peak_28982_lociStitched	chr9	137159180	137161261	1	2082	2554.0113	442.2125
1_MACS_peak_5240_lociStitched	chr11	74458963	74461043	1	2081	3286.4	366.704
1_MACS_peak_19237_lociStitched	chr3	98240394	98242474	1	2081	5101.824	474.86400000000003
1_MACS_peak_19888_lociStitched	chr3	160166422	160168502	1	2081	6194.864	670.8000000000001
1_MACS_peak_24109_lociStitched	chr6	57181213	57183293	1	2081	3765.84	601.952
1_MACS_peak_25250_lociStitched	chr7	24772011	24774091	1	2081	1980.992	353.6
1_MACS_peak_28003_lociStitched	chr9	26954994	26957074	1	2081	1452.048	202.8
1_MACS_peak_29854_lociStitched	chrX	134477349	134479429	1	2081	1967.264	246.48
1_MACS_peak_1302_lociStitched	chr1	108824563	108826642	1	2080	2007.8982	196.8813
1_MACS_peak_3883_lociStitched	chr10	95026546	95028625	1	2080	1721.4119999999998	425.7792
2_MACS_peak_8025_lociStitched	chr14	23397733	23399812	2	2054	1160.9136	259.6671
1_MACS_peak_9647_lociStitched	chr15	89009713	89011792	1	2080	8739.9081	546.777
1_MACS_peak_10964_lociStitched	chr17	2393374	2395453	1	2080	3208.1049	354.6774
1_MACS_peak_11684_lociStitched	chr17	42884082	42886161	1	2080	2521.6191000000003	348.2325
1_MACS_peak_17620_lociStitched	chr21	41238885	41240964	1	2080	2314.7585999999997	551.5586999999999
1_MACS_peak_19479_lociStitched	chr3	122919781	122921860	1	2080	3827.8548	339.0849
1_MACS_peak_20416_lociStitched	chr4	5037143	5039222	1	2080	1800.8298	281.4966
1_MACS_peak_21806_lociStitched	chr5	10760197	10762276	1	2080	2739.2904000000003	350.9352
1_MACS_peak_23382_lociStitched	chr6	8063704	8065783	1	2080	3959.6634000000004	452.8062
1_MACS_peak_23401_lociStitched	chr6	10693924	10696003	1	2080	6118.0812000000005	561.33
1_MACS_peak_25962_lociStitched	chr7	100302586	100304665	1	2080	5136.7932	414.1368
1_MACS_peak_26500_lociStitched	chr7	149193466	149195545	1	2080	2404.9872	339.2928
1_MACS_peak_8321_lociStitched	chr14	64910974	64913052	1	2079	2693.5036	224.00840000000002
1_MACS_peak_9918_lociStitched	chr16	3029314	3031392	1	2079	5334.6416	397.3136
1_MACS_peak_10184_lociStitched	chr16	22447626	22449704	1	2079	2790.1306	511.188
1_MACS_peak_12054_lociStitched	chr17	65712976	65715054	1	2079	2828.7814	465.0564
1_MACS_peak_22606_lociStitched	chr5	125312962	125315040	1	2079	1425.9236	179.53920000000002
1_MACS_peak_24095_lociStitched	chr6	56553117	56555195	1	2079	2344.1918	361.9876
1_MACS_peak_26277_lociStitched	chr7	128451736	128453814	1	2079	1995.2956000000001	625.0624
1_MACS_peak_1554_lociStitched	chr1	147399769	147401846	1	2078	2733.3320000000003	620.3999
1_MACS_peak_3638_lociStitched	chr10	74384928	74387005	1	2078	2544.7404	396.49929999999995
1_MACS_peak_5256_lociStitched	chr11	75534404	75536481	1	2078	969.9590000000001	366.59049999999996
1_MACS_peak_5669_lociStitched	chr11	121162347	121164424	1	2078	3073.7523	330.8661
1_MACS_peak_12788_lociStitched	chr18	48972685	48974762	1	2078	2306.0931	419.1386
1_MACS_peak_13733_lociStitched	chr19	39137347	39139424	1	2078	2094.0314	255.05560000000003
1_MACS_peak_16252_lociStitched	chr2	216921635	216923712	1	2078	3379.6944	374.6908
1_MACS_peak_18282_lociStitched	chr22	42485810	42487887	1	2078	4128.6606	511.7728
1_MACS_peak_26608_lociStitched	chr8	181406	183483	1	2078	3101.7918	340.0049
1_MACS_peak_26677_lociStitched	chr8	10696191	10698268	1	2078	2948.0938	509.2804
1_MACS_peak_29884_lociStitched	chrX	136434996	136437073	1	2078	2044.3910999999998	157.852
1_MACS_peak_5042_lociStitched	chr11	65547032	65549108	1	2077	4416.482400000001	251.8188
1_MACS_peak_9781_lociStitched	chr15	99494895	99496971	1	2077	2619.7044	527.0964
1_MACS_peak_15834_lociStitched	chr2	174218488	174220564	1	2077	7109.262000000001	300.6048
1_MACS_peak_17532_lociStitched	chr21	34765649	34767725	1	2077	1925.2824	550.9704
1_MACS_peak_17550_lociStitched	chr21	35444787	35446863	1	2077	2938.1628	369.3204
1_MACS_peak_23432_lociStitched	chr6	12232571	12234647	1	2077	1465.0332	370.77360000000004
1_MACS_peak_25521_lociStitched	chr7	47666464	47668540	1	2077	2894.7744000000002	379.4928
1_MACS_peak_26794_lociStitched	chr8	21965878	21967954	1	2077	3760.6740000000004	341.70959999999997
1_MACS_peak_4177_lociStitched	chr10	121301420	121303495	1	2076	4267.445	262.0725
1_MACS_peak_4284_lociStitched	chr10	132340957	132343032	1	2076	2346.825	117.2375
1_MACS_peak_5126_lociStitched	chr11	67480881	67482956	1	2076	2379.4025	344.86499999999995
1_MACS_peak_6391_lociStitched	chr12	49317944	49320019	1	2076	3480.3975	426.8275
1_MACS_peak_7056_lociStitched	chr12	107486304	107488379	1	2076	3021.8224999999998	432.2225
1_MACS_peak_8670_lociStitched	chr14	104027861	104029936	1	2076	2288.1025	227.42000000000002
1_MACS_peak_13444_lociStitched	chr19	15542380	15544455	1	2076	1808.5700000000002	228.66500000000002
2_MACS_peak_13473_lociStitched	chr19	16682133	16684208	2	2035	1457.6875	404.41749999999996
1_MACS_peak_17459_lociStitched	chr21	27508499	27510574	1	2076	1573.8874999999998	278.2575
1_MACS_peak_17857_lociStitched	chr22	22958429	22960504	1	2076	2901.8875000000003	350.26
1_MACS_peak_17935_lociStitched	chr22	26878792	26880867	1	2076	3379.5525000000002	440.5225
1_MACS_peak_18160_lociStitched	chr22	38965280	38967355	1	2076	4652.3575	426.205
1_MACS_peak_18326_lociStitched	chr22	46067034	46069109	1	2076	4467.89	338.4325
1_MACS_peak_21262_lociStitched	chr4	122616993	122619068	1	2076	3359.425	245.4725
1_MACS_peak_22951_lociStitched	chr5	153417210	153419285	1	2076	3153.17	510.45
1_MACS_peak_28304_lociStitched	chr9	77762380	77764455	1	2076	1269.4850000000001	269.9575
1_MACS_peak_15638_lociStitched	chr2	150989432	150991506	1	2075	1611.2906	315.6628
1_MACS_peak_17471_lociStitched	chr21	30364230	30366304	1	2075	2337.6054	585.2828000000001
1_MACS_peak_25092_lociStitched	chr7	6486625	6488699	1	2075	2570.9304	405.8818
1_MACS_peak_28514_lociStitched	chr9	100173529	100175603	1	2075	2673.5933999999997	328.729
1_MACS_peak_875_lociStitched	chr1	52497766	52499839	1	2074	3298.9721999999997	535.4558999999999
1_MACS_peak_3677_lociStitched	chr10	75935294	75937367	1	2074	4225.8105	518.8719000000001
1_MACS_peak_4798_lociStitched	chr11	46721288	46723361	1	2074	4704.4662	457.0965
1_MACS_peak_7148_lociStitched	chr12	113645152	113647225	1	2074	2135.8119	286.6959
1_MACS_peak_8285_lociStitched	chr14	61945050	61947123	1	2074	1598.2830000000001	241.5045
1_MACS_peak_9199_lociStitched	chr15	58068414	58070487	1	2074	1831.0809	211.0314
2_MACS_peak_11633_lociStitched	chr17	40911602	40913675	2	1703	1134.1383	274.4652
1_MACS_peak_13287_lociStitched	chr19	10490232	10492305	1	2074	3453.8253	521.9814
1_MACS_peak_14333_lociStitched	chr2	18740528	18742601	1	2074	5486.8164	363.3969
1_MACS_peak_16203_lociStitched	chr2	208272343	208274416	1	2074	1724.9433	299.7558
1_MACS_peak_21645_lociStitched	chr4	185667320	185669393	1	2074	2011.2246	462.9009
1_MACS_peak_25441_lociStitched	chr7	42970811	42972884	1	2074	4443.6828000000005	494.6178
1_MACS_peak_25693_lociStitched	chr7	73587727	73589800	1	2074	5342.5356	303.48720000000003
1_MACS_peak_1095_lociStitched	chr1	76189193	76191265	1	2073	4134.676	239.1088
1_MACS_peak_2027_lociStitched	chr1	169336364	169338436	1	2073	5284.2216	614.5551999999999
1_MACS_peak_5230_lociStitched	chr11	73586819	73588891	1	2073	2968.7616000000003	497.6944
1_MACS_peak_18293_lociStitched	chr22	43251832	43253904	1	2073	3305.6688	246.9824
1_MACS_peak_19213_lociStitched	chr3	93780841	93782913	1	2073	3847.0824000000002	465.57840000000004
1_MACS_peak_25425_lociStitched	chr7	40513720	40515792	1	2073	1456.616	335.8712
1_MACS_peak_26327_lociStitched	chr7	131011670	131013742	1	2073	6091.058400000001	605.6456000000001
1_MACS_peak_27186_lociStitched	chr8	67686517	67688589	1	2073	2903.2864	359.6992
1_MACS_peak_1540_lociStitched	chr1	146081356	146083427	1	2072	2716.5307000000003	333.6381
1_MACS_peak_3635_lociStitched	chr10	74113318	74115389	1	2072	4213.4495	447.7502
1_MACS_peak_3647_lociStitched	chr10	75172533	75174604	1	2072	5133.5948	318.93399999999997
1_MACS_peak_11702_lociStitched	chr17	43486706	43488777	1	2072	5299.2748	348.3422
1_MACS_peak_12997_lociStitched	chr18	77034933	77037004	1	2072	1794.3144	438.63779999999997
1_MACS_peak_19319_lociStitched	chr3	107940252	107942323	1	2072	2718.3946	402.8095
1_MACS_peak_22869_lociStitched	chr5	147114160	147116231	1	2072	1981.3257	357.24749999999995
1_MACS_peak_24945_lociStitched	chr6	160182186	160184257	1	2072	2885.9384999999997	199.85150000000002
1_MACS_peak_25871_lociStitched	chr7	93006764	93008835	1	2072	1306.5939	314.1707
1_MACS_peak_732_lociStitched	chr1	42799866	42801936	1	2071	3232.9260000000004	290.421
1_MACS_peak_9384_lociStitched	chr15	71054600	71056670	1	2071	2821.203	318.57300000000004
1_MACS_peak_12670_lociStitched	chr18	36520026	36522096	1	2071	2093.598	426.00600000000003
1_MACS_peak_13839_lociStitched	chr19	42828806	42830876	1	2071	2503.251	439.46099999999996
1_MACS_peak_17124_lociStitched	chr20	45316926	45318996	1	2071	3450.2760000000003	386.88300000000004
1_MACS_peak_23116_lociStitched	chr5	171709763	171711833	1	2071	1458.315	232.047
1_MACS_peak_23209_lociStitched	chr5	177630842	177632912	1	2071	4460.229	345.276
1_MACS_peak_23446_lociStitched	chr6	13327609	13329679	1	2071	4373.289	465.75
1_MACS_peak_24341_lociStitched	chr6	95493947	95496017	1	2071	4202.307	216.936
1_MACS_peak_25067_lociStitched	chr7	5474608	5476678	1	2071	2041.434	404.47799999999995
1_MACS_peak_6089_lociStitched	chr12	14955444	14957513	1	2070	2756.9425	364.144
1_MACS_peak_17260_lociStitched	chr20	53249329	53251398	1	2070	3135.5695	307.6603
1_MACS_peak_18328_lociStitched	chr22	46408678	46410747	1	2070	5820.7177	339.5229
1_MACS_peak_22736_lociStitched	chr5	137688019	137690088	1	2070	3185.2255	391.45480000000003
1_MACS_peak_24241_lociStitched	chr6	83902143	83904212	1	2070	2919.9797	331.4538
