REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_13951_lociStitched	chr19	47728640	47748384	4	12190	25459.888	2843.136	381	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	381	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	382	IDH2		IDH2	382	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	383	HNRNPF	FXYD4,ZNF487P	HNRNPF	383	1
1_MACS_peak_14504_lociStitched	chr2	33699930	33705419	1	5490	23771.7612	1237.7695	384	RASGRP3	RASGRP3	RASGRP3	384	1
1_MACS_peak_293_lociStitched	chr1	21615476	21622676	1	7201	23880.96	1357.92	385	ECE1	ECE1	ECE1	385	1
1_MACS_peak_5599_lociStitched	chr11	117877298	117884275	1	6978	23739.9402	1227.2543	386		IL10RA	IL10RA	386	1
1_MACS_peak_6853_lociStitched	chr12	92754128	92760327	1	6200	23783.0834	1305.5094	387			CLLU1	387	1
2_MACS_peak_5685_lociStitched	chr11	122930577	122941648	2	7330	24549.9425	2115.6681	388	HSPA8	LOC341056	HSPA8	388	1
1_MACS_peak_21618_lociStitched	chr4	185184647	185191640	1	6994	24027.948	1593.7047	389		ENPP6	ENPP6	389	1
1_MACS_peak_9351_lociStitched	chr15	69108941	69114883	1	5943	23366.915	938.2418	390	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	390	1
1_MACS_peak_14857_lociStitched	chr2	65140194	65146920	1	6727	23829.5454	1426.5846	391	LOC400958		LOC400958	391	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	392	ZPBP2,IKZF3	GSDMB	IKZF3	392	1
2_MACS_peak_20362_lociStitched	chr4	1712589	1724714	2	6535	24151.7875	1766.6125	393	TACC3,SLBP,TMEM129	FAM53A	TMEM129	393	1
1_MACS_peak_15367_lociStitched	chr2	112249830	112253748	1	3919	23312.8836	944.6298	394	LOC541471		LOC541471	394	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	395	UTP3	ENAM,RUFY3,IGJ	UTP3	395	1
6_MACS_peak_8946_lociStitched	chr15	40330234	40358322	6	14063	26231.3832	3991.3048	396	SRP14	BMF	SRP14	396	1
6_MACS_peak_23754_lociStitched	chr6	31773745	31804710	6	15059	27147.0155	4951.3035	397	HSPA1A,HSPA1B,C6orf48,SNORD48,LSM2,HSPA1L	C6orf26,SNORD52,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	397	1
1_MACS_peak_29024_lociStitched	chr9	139792729	139798278	1	5550	23287.4883	1112.0196	398	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	398	1
2_MACS_peak_17589_lociStitched	chr21	37905629	37916294	2	7057	24586.0245	2415.6225	399	CLDN14		CLDN14	399	1
1_MACS_peak_4311_lociStitched	chr11	267472	271087	1	3616	23026.104	865.0695	400		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	400	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	401	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	401	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	402	PIM1		PIM1	402	1
3_MACS_peak_13089_lociStitched	chr19	2254933	2271738	3	11024	25851.1315	3794.569	403	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	403	1
2_MACS_peak_19425_lociStitched	chr3	119354804	119362914	2	7503	23935.854	1912.338	404	POPDC2	PLA1A,COX17	POPDC2	404	1
3_MACS_peak_22669_lociStitched	chr5	131823096	131842312	3	12728	25353.5904	3378.1728	405	IRF1	IL5	IRF1	405	1
3_MACS_peak_25201_lociStitched	chr7	20471577	20490632	3	11484	24607.627	2656.267	406			ITGB8	406	1
5_MACS_peak_11703_lociStitched	chr17	43504975	43531532	5	15070	25871.8294	3959.6487	407	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	407	1
2_MACS_peak_26857_lociStitched	chr8	26428063	26437551	2	8324	23693.4336	1832.1328	408	DPYSL2		DPYSL2	408	1
3_MACS_peak_5021_lociStitched	chr11	65236142	65246279	3	6444	23230.9629	1425.2622	409		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	409	1
1_MACS_peak_6689_lociStitched	chr12	68381089	68387301	1	6213	23059.5652	1311.9744	410			IFNG	410	1
1_MACS_peak_22354_lociStitched	chr5	88635038	88641797	1	6760	23172.5556	1456.5645	411			MEF2C	411	1
1_MACS_peak_26214_lociStitched	chr7	121944189	121951805	1	7617	23325.5232	1613.8304	412	LOC154860,FEZF1		FEZF1	412	1
1_MACS_peak_5205_lociStitched	chr11	72523577	72527724	1	4148	22532.7245	904.8754	413	ATG16L2	STARD10	ATG16L2	413	1
3_MACS_peak_18183_lociStitched	chr22	39459146	39474303	3	11309	24101.1457	2496.3579	414	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	414	1
2_MACS_peak_27640_lociStitched	chr8	129664656	129673130	2	8389	23234.8606	1682.089	415			MIR1208	415	1
1_MACS_peak_22881_lociStitched	chr5	148204788	148215927	1	11140	23951.0778	2408.2518	416	ADRB2		ADRB2	416	1
3_MACS_peak_21890_lociStitched	chr5	32530591	32544535	3	11560	24224.9112	2698.164	417		SUB1	SUB1	417	1
2_MACS_peak_12171_lociStitched	chr17	73774450	73782514	2	6324	22978.368	1459.584	418	UNK,H3F3B	GALK1	UNK	418	1
2_MACS_peak_22348_lociStitched	chr5	88563890	88570438	2	6277	22646.258	1222.5116	419			MEF2C	419	1
1_MACS_peak_1607_lociStitched	chr1	149855688	149861252	1	5565	23657.0152	2247.2996	420	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	420	1
2_MACS_peak_23714_lociStitched	chr6	30683742	30690758	2	6742	22937.4088	1529.488	421	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	421	1
1_MACS_peak_17293_lociStitched	chr20	56192040	56197996	1	5957	22532.7392	1178.6924	422	ZBP1		ZBP1	422	1
1_MACS_peak_28418_lociStitched	chr9	93795373	93799693	1	4321	22244.976	901.152	423		LOC100129316	LOC100129316	423	1
2_MACS_peak_1737_lociStitched	chr1	154755754	154765975	2	7923	23902.8306	2595.1119	424	KCNN3		KCNN3	424	1
4_MACS_peak_17054_lociStitched	chr20	42565312	42585505	4	13217	24556.7073	3257.1309	425	TOX2		TOX2	425	1
7_MACS_peak_10572_lociStitched	chr16	67184027	67218842	7	14152	26212.2135	4922.841	426	FBXL8,HSF4,NOL3,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,MIR328,LRRC29	NOL3	426	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	427	FOXO3		NCRNA00222	427	1
3_MACS_peak_17940_lociStitched	chr22	26974810	26992478	3	11338	24203.3932	3017.6944	428	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	428	1
1_MACS_peak_13626_lociStitched	chr19	29121078	29125248	1	4171	22202.748	1027.488	429			LOC148145	429	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	430	BIN2	SMAGP,CELA1	BIN2	430	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	431	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	431	1
2_MACS_peak_17077_lociStitched	chr20	43270414	43282271	2	11292	23502.9454	2357.1716	432	ADA	LOC79015	ADA	432	1
7_MACS_peak_8590_lociStitched	chr14	95946313	95985826	7	17561	24162.1995	3054.3549	433		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	433	1
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	434	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	434	1
4_MACS_peak_7079_lociStitched	chr12	109161772	109181054	4	11085	24127.5666	3081.2636	435	SSH1	CORO1C,SSH1	CORO1C	435	1
4_MACS_peak_13098_lociStitched	chr19	2455446	2480350	4	12437	25875.256	4876.2032	436	GADD45B,LMNB2	TIMM13	GADD45B	436	1
6_MACS_peak_4032_lociStitched	chr10	105244578	105268331	6	17060	24919.2723	3933.4968	437	NEURL	CALHM2,CALHM1,CALHM3	NEURL	437	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	438	RGS6		DPF3	438	1
3_MACS_peak_14843_lociStitched	chr2	64862792	64883410	3	11665	24500.3694	3533.9252	439	SERTAD2	LOC339807	SERTAD2	439	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	440	TNFAIP3		TNFAIP3	440	1
1_MACS_peak_28141_lociStitched	chr9	37527698	37533179	1	5482	22261.6296	1310.5071	441	FBXO10	POLR1E	POLR1E	441	1
1_MACS_peak_13799_lociStitched	chr19	41767667	41772089	1	4423	21969.8226	1020.1554	442	AXL,HNRNPUL1	CCDC97	HNRNPUL1	442	1
3_MACS_peak_17419_lociStitched	chr21	19151782	19169225	3	13864	23579.4474	2644.3588	443	C21orf91		C21orf91	443	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	444	EEF1A1	MTO1	EEF1A1	444	1
4_MACS_peak_17656_lociStitched	chr21	43638711	43657808	4	11375	25041.8961	4220.437	445	ABCG1		ABCG1	445	1
4_MACS_peak_5655_lociStitched	chr11	120368045	120383209	4	11924	22606.4912	1863.6556	446			GRIK4	446	1
3_MACS_peak_17336_lociStitched	chr20	61272854	61291151	3	11332	23193.2772	2451.798	447	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	447	1
1_MACS_peak_20893_lociStitched	chr4	76023290	76029640	1	6351	22183.725	1461.77	448			PARM1	448	1
1_MACS_peak_25996_lociStitched	chr7	101946493	101952135	1	5643	21626.3502	920.2102	449	SH2B2	MIR4285,SPDYE6	MIR4285	449	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	450	DUSP5		DUSP5	450	1
1_MACS_peak_4889_lociStitched	chr11	60601992	60613086	1	11095	23014.503	2356.3656	451	CCDC86	MS4A10,ZP1,GPR44	CCDC86	451	1
1_MACS_peak_1483_lociStitched	chr1	143742202	143746225	1	4024	21882.3039	1249.5438	452	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	452	1
1_MACS_peak_7945_lociStitched	chr13	114789302	114794559	1	5258	21701.9474	1114.484	453	RASA3		RASA3	453	1
5_MACS_peak_29794_lociStitched	chrX	128902351	128921281	5	12621	22589.169	2002.794	454	XPNPEP2,SASH3		SASH3	454	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	455	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	455	1
2_MACS_peak_2805_lociStitched	chr1	230256872	230270034	2	7631	23355.969	2806.1384	456	GALNT2		GALNT2	456	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	457	DUSP6		DUSP6	457	1
1_MACS_peak_17626_lociStitched	chr21	41384244	41389998	1	5755	22467.0684	1950.606	458	DSCAM		PCP4	458	1
7_MACS_peak_4974_lociStitched	chr11	63992827	64020261	7	13916	24674.1396	4205.6322	459	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	459	1
3_MACS_peak_17526_lociStitched	chr21	34696164	34712723	3	8396	24494.0728	4030.4606	460	IFNAR1		IFNAR1	460	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	461	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	461	1
2_MACS_peak_2123_lociStitched	chr1	179846146	179853678	2	4925	22531.2248	2099.9216	462	TOR1AIP1,TOR1AIP2		TOR1AIP1	462	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	463	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	463	1
5_MACS_peak_22927_lociStitched	chr5	150512932	150538161	5	15473	24605.8437	4235.9491	464	ANXA6		ANXA6	464	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	465	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	465	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	466	FLJ44054	GAS6	FLJ44054	466	1
1_MACS_peak_2010_lociStitched	chr1	167596326	167601883	1	5558	21966.2653	1630.4238	467	RCSD1		RCSD1	467	1
3_MACS_peak_17082_lociStitched	chr20	43587395	43608938	3	12432	23921.3472	3638.6127	468	STK4,TOMM34	PABPC1L	STK4	468	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	469	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	469	1
3_MACS_peak_26065_lociStitched	chr7	105984904	105998558	3	7572	22997.4322	2756.7426	470			NAMPT	470	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	471	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	471	1
2_MACS_peak_12021_lociStitched	chr17	62980051	62986668	2	6434	21495.3245	1266.4938	472		AMZ2P1	AMZ2P1	472	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	473	FAM70A		FAM70A	473	1
2_MACS_peak_12230_lociStitched	chr17	75229347	75244042	2	8394	22499.5145	2295.359	474		SEC14L1,SEPT9	SEPT9	474	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	475			ARL6IP6	475	1
1_MACS_peak_18165_lociStitched	chr22	39146318	39153232	1	6915	21277.835	1165.009	476	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	476	1
1_MACS_peak_17045_lociStitched	chr20	42308719	42312370	1	3652	20887.371	802.8549	477	MYBL2	GTSF1L	MYBL2	477	1
7_MACS_peak_6490_lociStitched	chr12	53845922	53874674	7	24661	25250.0064	5244.3648	478	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	478	1
3_MACS_peak_6092_lociStitched	chr12	15101004	15116240	3	14975	23010.9308	3024.346	479	ARHGDIB	PDE6H,ERP27	ARHGDIB	479	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	480		KCNMB2	KCNMB2	480	1
3_MACS_peak_11528_lociStitched	chr17	37924977	37937794	3	11427	22020.8877	2104.5514	481	IKZF3	GRB7,C17orf37	GRB7	481	1
1_MACS_peak_8711_lociStitched	chr14	106207073	106212055	1	4983	20266.2778	352.7256	482			KIAA0125	482	1
3_MACS_peak_18534_lociStitched	chr3	13455291	13470827	3	7279	22171.4256	2314.864	483	NUP210		NUP210	483	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	484	NUAK1		NUAK1	484	1
1_MACS_peak_8364_lociStitched	chr14	69258113	69263988	1	5876	20297.5375	482.3375	485	ZFP36L1,C14orf181		ZFP36L1	485	1
1_MACS_peak_2633_lociStitched	chr1	218336129	218339887	1	3759	20649.8342	842.1678	486			RRP15	486	1
1_MACS_peak_16738_lociStitched	chr20	17945738	17951467	1	5730	21173.8111	1368.6581	487	C20orf72,SNX5	SNORD17	SNX5	487	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	488	CD44		CD44	488	1
1_MACS_peak_17397_lociStitched	chr21	11168029	11172460	1	4432	22110.2469	2341.7835	489			BAGE	489	1
6_MACS_peak_21556_lociStitched	chr4	173896103	173920816	6	15682	23432.8666	3674.8231	490	GALNTL6		GALNT7	490	1
1_MACS_peak_27692_lociStitched	chr8	134244543	134248882	1	4340	20721.7623	965.8614	491		WISP1	WISP1	491	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	492	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	492	1
3_MACS_peak_3384_lociStitched	chr10	45454016	45475202	3	13093	22904.1846	3160.9512	493	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	493	1
1_MACS_peak_9550_lociStitched	chr15	81291397	81295320	1	3924	20401.1692	659.8486	494	MESDC1	MESDC2	MESDC1	494	1
2_MACS_peak_4009_lociStitched	chr10	104401125	104412722	2	7975	21303.689	1570.2338	495	TRIM8		TRIM8	495	1
1_MACS_peak_4227_lociStitched	chr10	125863351	125867820	1	4470	20736.6069	1026.9762	496		CHST15	CHST15	496	1
1_MACS_peak_25838_lociStitched	chr7	90337478	90345428	1	7951	21158.925	1469.16	497	CDK14		CDK14	497	1
2_MACS_peak_24285_lociStitched	chr6	88625618	88640212	2	13257	22123.0446	2510.168	498			SPACA1	498	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	499	LOC100130275,TFAP2A,C6orf218		TFAP2A	499	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	500		ANAPC16,DDIT4,ASCC1	DDIT4	500	1
1_MACS_peak_12875_lociStitched	chr18	56806260	56811898	1	5639	20815.496	1221.1908	501	SEC11C		SEC11C	501	1
2_MACS_peak_29316_lociStitched	chrX	40028240	40037134	2	6509	20367.26	783.5614	502	BCOR		BCOR	502	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	503	UBC	SCARB1	UBC	503	1
1_MACS_peak_3382_lociStitched	chr10	45389411	45395465	1	6055	20586.0216	1081.2444	504	LOC220980	TMEM72	TMEM72	504	1
2_MACS_peak_18156_lociStitched	chr22	38782232	38797113	2	14783	21958.4036	2474.7103	505	LOC400927	KCNJ4	LOC400927	505	1
3_MACS_peak_28735_lociStitched	chr9	123630404	123641552	3	7701	21390.7824	1923.03	506	PHF19	LOC253039,PSMD5,TRAF1	PHF19	506	1
1_MACS_peak_14262_lociStitched	chr2	10259687	10265050	1	5364	20542.4352	1135.3471	507	RRM2	C2orf48,CYS1	RRM2	507	1
1_MACS_peak_19248_lociStitched	chr3	98448514	98455419	1	6906	20878.6485	1478.3605	508	ST3GAL6		ST3GAL6	508	1
2_MACS_peak_14864_lociStitched	chr2	65255129	65261239	2	5733	20390.903	1002.651	509		SLC1A4,CEP68	CEP68	509	1
5_MACS_peak_12127_lociStitched	chr17	72733239	72756808	5	18443	23076.4079	3763.9693	510	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	510	1
1_MACS_peak_28427_lociStitched	chr9	94181265	94192794	1	11530	21159.1737	1887.2973	511	NFIL3		NFIL3	511	1
2_MACS_peak_12254_lociStitched	chr17	76116469	76129389	2	8516	21146.164	1925.08	512	TMC8,TMC6	C17orf99,SYNGR2	TMC6	512	1
3_MACS_peak_25950_lociStitched	chr7	100020434	100034966	3	6327	21399.8232	2182.7064	513	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	513	1
4_MACS_peak_16640_lociStitched	chr20	5570502	5592514	4	17469	22837.45	3640.7848	514	GPCPD1		GPCPD1	514	1
3_MACS_peak_14911_lociStitched	chr2	68988921	69003403	3	8066	21793.9618	2645.8614	515	ARHGAP25		ARHGAP25	515	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	516	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	516	1
3_MACS_peak_10943_lociStitched	chr17	1618334	1628826	3	6111	20925.2448	1821.4112	517	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	517	1
1_MACS_peak_2034_lociStitched	chr1	169861663	169864507	1	2845	19989.054	897.282	518	SCYL3		SCYL3	518	1
1_MACS_peak_13812_lociStitched	chr19	42051477	42062515	1	11039	21197.3752	2142.4758	519		CEACAM21	CEACAM21	519	1
1_MACS_peak_15340_lociStitched	chr2	111431773	111437532	1	5760	20147.2856	1097.6654	520	BUB1		BUB1	520	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	521	LOC100129269	RAP1A,ADORA3	LOC100129269	521	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	522	ITGB5		UMPS	522	1
9_MACS_peak_10735_lociStitched	chr16	78768609	78804938	9	21756	22516.7142	3523.913	523	WWOX		WWOX	523	1
2_MACS_peak_12377_lociStitched	chr17	80405971	80417669	2	6524	21116.0598	2145.4132	524	NARF,C17orf62	HEXDC,C17orf101	C17orf62	524	1
2_MACS_peak_28913_lociStitched	chr9	132646262	132657555	2	7624	21002.7214	2057.5846	525	FNBP1	USP20,C9orf78	USP20	525	1
1_MACS_peak_26396_lociStitched	chr7	139613628	139618367	1	4740	20326.9927	1399.4267	526	TBXAS1		TBXAS1	526	1
2_MACS_peak_20922_lociStitched	chr4	77608745	77625176	2	15350	21922.2402	3010.1592	527	SHROOM3		ANKRD56	527	1
3_MACS_peak_1909_lociStitched	chr1	161122858	161137347	3	6261	22727.4454	3819.3004	528	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	528	1
5_MACS_peak_23808_lociStitched	chr6	33537769	33561578	5	10963	22163.7981	3257.0712	529	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	529	1
1_MACS_peak_883_lociStitched	chr1	53100811	53104911	1	4101	19800.95	898.31	530	FAM159A	GPX7	FAM159A	530	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	531	RGS1		RGS1	531	1
8_MACS_peak_10588_lociStitched	chr16	67547927	67587211	8	14057	24796.0608	5912.242	532	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	532	1
1_MACS_peak_3312_lociStitched	chr10	32634938	32637115	1	2178	19308.6838	429.3044	533	EPC1		EPC1	533	1
1_MACS_peak_15555_lociStitched	chr2	134707712	134714583	1	6872	20331.9761	1458.7133	534			MIR3679	534	1
2_MACS_peak_20294_lociStitched	chr3	195632260	195642421	2	6438	21328.9551	2458.962	535	TNK2	TNK2	TNK2	535	1
2_MACS_peak_12238_lociStitched	chr17	75435019	75442967	2	7315	20105.2608	1252.6048	536	SEPT9	SEPT9,MIR4316	SEPT9	536	1
1_MACS_peak_15971_lociStitched	chr2	188730738	188735805	1	5068	19754.7129	913.5801	537			TFPI	537	1
1_MACS_peak_26484_lociStitched	chr7	148579610	148582847	1	3238	19496.1273	664.5561	538	EZH2		EZH2	538	1
2_MACS_peak_17530_lociStitched	chr21	34746129	34757256	2	7209	21391.6575	2581.464	539		IFNAR1,IFNGR2	IFNGR2	539	1
2_MACS_peak_21623_lociStitched	chr4	185263662	185277135	2	7936	21066.3828	2260.7694	540			IRF2	540	1
3_MACS_peak_9086_lociStitched	chr15	46994483	47008928	3	12271	20848.4685	2075.7465	541			SEMA6D	541	1
2_MACS_peak_6706_lociStitched	chr12	69195720	69206017	2	6516	20374.6739	1608.3914	542	MDM2		MDM2	542	1
4_MACS_peak_17914_lociStitched	chr22	24819800	24831699	4	7990	20412.7345	1649.2014	543	ADORA2A,C22orf45		ADORA2A	543	1
1_MACS_peak_27698_lociStitched	chr8	134508408	134515674	1	7267	20420.3664	1673.3598	544	ST3GAL1		ST3GAL1	544	1
1_MACS_peak_23708_lociStitched	chr6	30582201	30586837	1	4637	19779.0304	1085.2876	545	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	545	1
3_MACS_peak_26272_lociStitched	chr7	128162774	128173706	3	6898	20665.8528	1976.5056	546		METTL2B	METTL2B	546	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	547	SLC1A4	LOC400958	SLC1A4	547	1
1_MACS_peak_17970_lociStitched	chr22	29662555	29666094	1	3540	19312.6769	693.644	548	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	548	1
3_MACS_peak_364_lociStitched	chr1	25347199	25364598	3	7992	20958.8354	2352.3448	549			RUNX3	549	1
2_MACS_peak_9420_lociStitched	chr15	74665527	74679217	2	7316	21105.873	2510.746	550		CYP11A1,SEMA7A	CYP11A1	550	1
3_MACS_peak_14437_lociStitched	chr2	27374765	27389969	3	10758	21001.2852	2423.5176	551	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	551	1
2_MACS_peak_28415_lociStitched	chr9	93732207	93742372	2	7290	20419.452	1841.898	552			LOC100129316	552	1
5_MACS_peak_18407_lociStitched	chr22	50962873	50983173	5	10562	21235.83	2661.33	553	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	553	1
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	554			C8orf75	554	1
4_MACS_peak_25700_lociStitched	chr7	74057122	74076864	4	10790	21275.9534	2740.1896	555	GTF2I		GTF2I	555	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	556	TNIP1	ANXA6	TNIP1	556	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	557			LOC150992	557	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	558	CADM1		CADM1	558	1
1_MACS_peak_21565_lociStitched	chr4	174253698	174257358	1	3661	19060.182	598.044	559	HMGB2	SAP30	HMGB2	559	1
6_MACS_peak_13369_lociStitched	chr19	12885665	12918416	6	13663	23092.7301	4634.2665	560	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	560	1
1_MACS_peak_11938_lociStitched	chr17	57695431	57698613	1	3183	19022.6324	595.9886	561	CLTC		CLTC	561	1
3_MACS_peak_7277_lociStitched	chr12	123371199	123387326	3	14441	20260.3501	1843.3161	562	VPS37B		VPS37B	562	1
2_MACS_peak_18174_lociStitched	chr22	39377272	39385776	2	8308	19885.7536	1478.8456	563	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	563	1
3_MACS_peak_9698_lociStitched	chr15	90721606	90736320	3	7525	20799.7104	2401.3248	564	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	564	1
