REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	372	HES1		HES1	372	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	373	NUAK1		NUAK1	373	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	374	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	374	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	375			ARL6IP6	375	1
4_MACS_peak_27150_lociStitched	chr8	61811797	61830200	4	10162	13434.19	2673.9559	376			LOC100130298	376	1
2_MACS_peak_6180_lociStitched	chr12	27329964	27340815	2	10159	16964.4534	2113.7748	377			STK38L	377	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	378		BCL8	BCL8	378	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	379	HNRNPF	FXYD4,ZNF487P	HNRNPF	379	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	380	LOC100130275,TFAP2A,C6orf218		TFAP2A	380	1
3_MACS_peak_13809_lociStitched	chr19	42027364	42043440	3	10132	14670.9576	2556.084	381		CEACAM21	CEACAM21	381	1
2_MACS_peak_18153_lociStitched	chr22	38701353	38715059	2	10069	17062.5994	2393.0676	382	CSNK1E	TMEM184B	CSNK1E	382	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	383	CD48	SLAMF7	CD48	383	1
3_MACS_peak_26028_lociStitched	chr7	104576290	104586957	3	10062	28821.1673	1792.056	384		LOC723809	LOC723809	384	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	385	PIM1		PIM1	385	1
4_MACS_peak_9689_lociStitched	chr15	90574006	90591930	4	10049	16900.5396	2679.638	386	ZNF710		ZNF710	386	1
4_MACS_peak_14874_lociStitched	chr2	65601155	65622554	4	10032	13958.5677	3124.254	387	SPRED2	SPRED2	SPRED2	387	1
1_MACS_peak_21126_lociStitched	chr4	105407384	105417414	1	10031	31194.303	1811.418	388	CXXC4		CXXC4	388	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	389	FAM70A		FAM70A	389	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	390	PLCG2		PLCG2	390	1
2_MACS_peak_21619_lociStitched	chr4	185200847	185210976	2	10018	58706.6711	2338.7861	391			ENPP6	391	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	392	TNIP1	ANXA6	TNIP1	392	1
2_MACS_peak_20653_lociStitched	chr4	38664293	38675709	2	10007	16386.5264	1569.7	393	KLF3,FLJ13197		FLJ13197	393	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	394	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	394	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	395	BARX2		BARX2	395	1
4_MACS_peak_9559_lociStitched	chr15	81608697	81624586	4	9974	12358.4642	2853.6644	396	STARD5	IL16,TMC3	STARD5	396	1
1_MACS_peak_22482_lociStitched	chr5	109024180	109034144	1	9965	16977.6596	1945.9692	397	MAN2A1		MAN2A1	397	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	398	CAPN2	CAPN8	CAPN2	398	1
3_MACS_peak_25993_lociStitched	chr7	101921917	101935894	3	9946	15788.4192	2000.1087	399	CUX1,SH2B2	MIR4285	SH2B2	399	1
2_MACS_peak_23148_lociStitched	chr5	173696356	173710139	2	9926	29233.743	2378.9458	400			HMP19	400	1
5_MACS_peak_12690_lociStitched	chr18	42288882	42306749	5	9915	10505.796	2596.0751	401	SETBP1		SETBP1	401	1
2_MACS_peak_5570_lociStitched	chr11	115089774	115102523	2	9910	45693.6909	1988.844	402	CADM1		CADM1	402	1
4_MACS_peak_13551_lociStitched	chr19	19050309	19061646	4	9898	16107.6096	1762.9035	403	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	403	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	404	STK10	EFCAB9	STK10	404	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	405	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	405	1
2_MACS_peak_22750_lociStitched	chr5	138719805	138730466	2	9869	32417.9688	2339.0234	406	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	406	1
2_MACS_peak_10750_lociStitched	chr16	79630861	79640762	2	9853	15411.8966	940.595	407	MAF		MAF	407	1
1_MACS_peak_12900_lociStitched	chr18	60821834	60831684	1	9851	73809.005	2303.915	408	BCL2		BCL2	408	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	409	FAM55C	NFKBIZ	FAM55C	409	1
1_MACS_peak_10484_lociStitched	chr16	56943356	56953187	1	9832	46188.9873	1958.3352	410	SLC12A3	HERPUD1,CETP	HERPUD1	410	1
2_MACS_peak_17622_lociStitched	chr21	41295743	41309699	2	9808	29983.0704	3195.924	411	PCP4		PCP4	411	1
3_MACS_peak_28839_lociStitched	chr9	130532303	130550095	3	9801	17968.1408	2978.3808	412	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	412	1
2_MACS_peak_9460_lociStitched	chr15	75396710	75407680	2	9800	9862.03	1807.856	413			PPCDC	413	1
3_MACS_peak_26911_lociStitched	chr8	29404203	29416870	3	9791	30570.5378	2147.0565	414			C8orf75	414	1
2_MACS_peak_2080_lociStitched	chr1	174932035	174942237	2	9789	13451.337	2320.955	415		CACYBP	CACYBP	415	1
3_MACS_peak_20427_lociStitched	chr4	6168625	6187053	3	9775	11119.4552	2843.4404	416	JAKMIP1		JAKMIP1	416	1
3_MACS_peak_22576_lociStitched	chr5	121647058	121660564	3	9750	10526.5764	1758.4812	417	SNCAIP		SNCAIP	417	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	418	FLJ44054	GAS6	FLJ44054	418	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	419	DUSP6		DUSP6	419	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	420	EEF1A1	MTO1	EEF1A1	420	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	421	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	421	1
2_MACS_peak_1680_lociStitched	chr1	152006419	152021892	2	9718	29961.9172	4221.0344	422	S100A11	S100A10,TCHHL1	S100A11	422	1
5_MACS_peak_5091_lociStitched	chr11	66861787	66889047	5	9714	13471.892	3412.952	423	KDM2A	RHOD	KDM2A	423	1
3_MACS_peak_28625_lociStitched	chr9	112668678	112683060	3	9710	31736.7594	2738.3328	424	PALM2,PALM2-AKAP2		PALM2	424	1
5_MACS_peak_2475_lociStitched	chr1	206986922	207007747	5	9707	11307.975	4146.2575	425	IL19	IL20,IL10	IL19	425	1
3_MACS_peak_22956_lociStitched	chr5	153651434	153665622	3	9685	11173.05	2257.3108	426	GALNT10		GALNT10	426	1
4_MACS_peak_5293_lociStitched	chr11	78127175	78139908	4	9684	11755.1056	1806.8127	427	GAB2		GAB2	427	1
1_MACS_peak_25515_lociStitched	chr7	47513132	47522813	1	9682	28763.2191	2195.6508	428	TNS3		TNS3	428	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	429		ANAPC16,DDIT4,ASCC1	DDIT4	429	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	430	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	430	1
3_MACS_peak_25483_lociStitched	chr7	45025203	45042118	3	9661	15303.0005	2714.8575	431	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	431	1
1_MACS_peak_20843_lociStitched	chr4	71525433	71535070	1	9638	14362.9848	1635.3989	432	IGJ	ENAM,UTP3,RUFY3	IGJ	432	1
3_MACS_peak_28046_lociStitched	chr9	33445166	33459785	3	9627	16683.2028	2635.8057	433	AQP3	AQP7,NOL6	AQP3	433	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	434	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	434	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	435	RGS6		DPF3	435	1
4_MACS_peak_25492_lociStitched	chr7	45439775	45451097	4	9605	10844.2116	1425.4398	436			ADCY1	436	1
6_MACS_peak_9052_lociStitched	chr15	44954409	44976587	6	9601	16389.542	3293.433	437	SPG11,PATL2	B2M	PATL2	437	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	438			SNORD17	438	1
5_MACS_peak_22239_lociStitched	chr5	75585781	75600943	5	9583	10257.093	2345.5614	439	SV2C		IQGAP2	439	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	440	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	440	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	441	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	441	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	442	SLC1A4	LOC400958	SLC1A4	442	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	443	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	443	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	444	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	444	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	445	CD44		CD44	445	1
6_MACS_peak_5275_lociStitched	chr11	77147013	77171473	6	9534	12736.322	3815.76	446	PAK1		PAK1	446	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	447	RAB36,RTDR1	BCR	RTDR1	447	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	448	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	448	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	449		PRDM1	PRDM1	449	1
4_MACS_peak_19098_lociStitched	chr3	66533268	66551705	4	9487	10186.4425	2844.8291	450	LRIG1		LRIG1	450	1
2_MACS_peak_7466_lociStitched	chr13	30943629	30957784	2	9484	12689.9575	1248.471	451	LOC100188949		LOC100188949	451	1
5_MACS_peak_10679_lociStitched	chr16	70827025	70850397	5	9473	11751.4416	3386.6028	452	VAC14,HYDIN	LOC100130894	VAC14	452	1
4_MACS_peak_15058_lociStitched	chr2	85150962	85170898	4	9466	13026.1824	2902.6816	453		TMSB10,KCMF1,C2orf89	TMSB10	453	1
4_MACS_peak_21775_lociStitched	chr5	6711578	6737872	4	9452	15573.9362	3731.1186	454	PAPD7	PAPD7	PAPD7	454	1
2_MACS_peak_6728_lociStitched	chr12	72079071	72089179	2	9450	13530.5688	1857.8504	455	TMEM19	THAP2,ZFC3H1	TMEM19	455	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	456	LRRC33		LRRC33	456	1
1_MACS_peak_1523_lociStitched	chr1	145448614	145458052	1	9439	32046.729	3241.0092	457	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	457	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	458			COQ2	458	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	459			SMNDC1	459	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	460	DTNB		DNMT3A	460	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	461	BIN2	SMAGP,CELA1	BIN2	461	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	462	SPERT		SPERT	462	1
2_MACS_peak_23158_lociStitched	chr5	175076925	175086454	2	9377	12089.4423	1702.8323	463	HRH2	HRH2	HRH2	463	1
2_MACS_peak_1164_lociStitched	chr1	87792973	87802576	2	9370	12843.0522	1540.3212	464	LMO4		LMO4	464	1
2_MACS_peak_4719_lociStitched	chr11	35184006	35196878	2	9359	14627.7408	2728.864	465	CD44		CD44	465	1
5_MACS_peak_711_lociStitched	chr1	42126944	42150564	5	9357	12072.182	3261.922	466	HIVEP3		EDN2	466	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	467	GAB1		GAB1	467	1
3_MACS_peak_4517_lociStitched	chr11	12257272	12268324	3	9345	9225.1044	1693.1664	468	MICAL2	MICALCL	MICALCL	468	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	469		CTCFL	CTCFL	469	1
3_MACS_peak_2802_lociStitched	chr1	230238412	230249187	3	9334	18059.9775	3130.1375	470	GALNT2		GALNT2	470	1
5_MACS_peak_422_lociStitched	chr1	27147142	27167135	5	9330	13417.3023	3000.9493	471	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	471	1
2_MACS_peak_25275_lociStitched	chr7	26002319	26012257	2	9322	32427.694	1901.1394	472		MIR148A	MIR148A	472	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	473	RGS1		RGS1	473	1
1_MACS_peak_15090_lociStitched	chr2	86219778	86229096	1	9319	30885.4428	1666.9902	474		LOC90784	LOC90784	474	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	475	OBFC2A		OBFC2A	475	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	476	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	476	1
2_MACS_peak_20209_lociStitched	chr3	186779626	186792502	2	9293	44328.2052	3931.0428	477	ST6GAL1		ST6GAL1	477	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	478	ARID2,LOC400027		ARID2	478	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	479	EDEM3		EDEM3	479	1
2_MACS_peak_16354_lociStitched	chr2	227655503	227666750	2	9286	13738.2105	1655.5584	480	IRS1	RHBDD1	IRS1	480	1
2_MACS_peak_17517_lociStitched	chr21	34600840	34613019	2	9286	32236.5951	2925.3958	481	IFNAR2	IL10RB	IFNAR2	481	1
3_MACS_peak_3068_lociStitched	chr10	6953768	6972785	3	9278	29139.7491	3025.6047	482			LOC439949	482	1
3_MACS_peak_10079_lociStitched	chr16	14486531	14503349	3	9257	27335.9772	2687.5164	483			MIR365-1	483	1
2_MACS_peak_6292_lociStitched	chr12	41153130	41166225	2	9180	15679.953	1833.3	484	CNTN1		CNTN1	484	1
4_MACS_peak_16246_lociStitched	chr2	216764767	216784475	4	9151	11393.1948	2857.66	485			LOC646324	485	1
1_MACS_peak_20033_lociStitched	chr3	176911699	176920848	1	9150	37811.9021	2731.8914	486	TBL1XR1		TBL1XR1	486	1
1_MACS_peak_9695_lociStitched	chr15	90637437	90646580	1	9144	24431.9246	1820.3713	487	IDH2		IDH2	487	1
3_MACS_peak_16273_lociStitched	chr2	219148415	219160900	3	9140	16143.105	2138.6805	488	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	488	1
2_MACS_peak_10994_lociStitched	chr17	4268189	4281308	2	9137	15968.4468	2013.7665	489	UBE2G1		UBE2G1	489	1
3_MACS_peak_13024_lociStitched	chr19	1015264	1029411	3	9137	17733.2645	2880.3292	490	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	490	1
1_MACS_peak_24747_lociStitched	chr6	138186919	138196046	1	9128	22757.2618	1791.6301	491	TNFAIP3		TNFAIP3	491	1
4_MACS_peak_4992_lociStitched	chr11	64611215	64634142	4	9124	17607.936	3237.2924	492	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	492	1
1_MACS_peak_21730_lociStitched	chr5	1311433	1320546	1	9114	63893.9769	1844.4712	493	CLPTM1L	TERT	TERT	493	1
3_MACS_peak_13405_lociStitched	chr19	13949126	13962111	3	9107	27641.1695	2084.0925	494		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	494	1
2_MACS_peak_23712_lociStitched	chr6	30649177	30659479	2	9093	21068.6202	1959.4404	495	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	495	1
4_MACS_peak_25307_lociStitched	chr7	29706320	29726184	4	9092	14083.576	2484.9864	496	DPY19L2P3,LOC646762,LOC100271874		LOC646762	496	1
2_MACS_peak_5572_lociStitched	chr11	115125344	115136890	2	9086	20259.7662	1776.9294	497	CADM1		CADM1	497	1
3_MACS_peak_9261_lociStitched	chr15	63765669	63780122	3	9084	13090.0821	2256.1133	498		USP3	USP3	498	1
5_MACS_peak_25978_lociStitched	chr7	101376429	101398441	5	9082	9788.7364	2471.9476	499			CUX1	499	1
2_MACS_peak_27928_lociStitched	chr9	9605472	9615865	2	9066	17595.349	1488.2776	500	PTPRD		PTPRD	500	1
2_MACS_peak_6547_lociStitched	chr12	56509169	56523999	2	9049	16600.702	2791.006	501	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	501	1
4_MACS_peak_253_lociStitched	chr1	17221336	17241677	4	9045	65542.7702	5736.162	502		CROCC	CROCC	502	1
3_MACS_peak_19515_lociStitched	chr3	125548679	125560570	3	9040	16119.4396	2203.4023	503		MIR548I1	MIR548I1	503	1
2_MACS_peak_10866_lociStitched	chr16	89033361	89046317	2	8974	26102.4532	1280.0528	504	CBFA2T3	CBFA2T3	CBFA2T3	504	1
3_MACS_peak_11813_lociStitched	chr17	48225226	48239458	3	8972	13611.4848	1951.2072	505	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	505	1
2_MACS_peak_20939_lociStitched	chr4	78735996	78749320	2	8966	16698.9692	2380.9988	506	CNOT6L	MRPL1	CNOT6L	506	1
2_MACS_peak_25126_lociStitched	chr7	7998891	8013504	2	8952	14683.1424	2453.5227	507	GLCCI1		GLCCI1	507	1
2_MACS_peak_7318_lociStitched	chr12	125398332	125412421	2	8941	21085.5974	1542.7455	508	UBC	SCARB1	UBC	508	1
2_MACS_peak_17883_lociStitched	chr22	23517398	23526370	2	8936	14833.4076	1961.2792	509	BCR	RAB36,RTDR1	BCR	509	1
3_MACS_peak_24637_lociStitched	chr6	130833620	130847837	3	8933	12118.5708	2071.4169	510			TMEM200A	510	1
1_MACS_peak_6992_lociStitched	chr12	102870387	102879317	1	8931	26649.799	1652.943	511	IGF1		IGF1	511	1
1_MACS_peak_17129_lociStitched	chr20	45978429	45987349	1	8921	37318.604	1824.14	512	ZMYND8	LOC100131496	ZMYND8	512	1
3_MACS_peak_28491_lociStitched	chr9	98267358	98279603	3	8917	14697.6735	1493.89	513	PTCH1		PTCH1	513	1
2_MACS_peak_1362_lociStitched	chr1	112134529	112147967	2	8915	20484.8872	1448.6164	514	LOC100129269	RAP1A,ADORA3	LOC100129269	514	1
2_MACS_peak_20844_lociStitched	chr4	71541965	71554948	2	8898	24414.5315	2083.7715	515	UTP3	ENAM,RUFY3,IGJ	UTP3	515	1
4_MACS_peak_18216_lociStitched	chr22	39910844	39929416	4	8894	20405.0564	3069.9516	516	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	516	1
4_MACS_peak_15093_lociStitched	chr2	86290497	86308572	4	8893	10881.15	3107.0925	517	POLR1A	PTCD3,LOC90784	POLR1A	517	1
1_MACS_peak_2279_lociStitched	chr1	197740067	197748958	1	8892	27855.503	2457.4724	518	DENND1B		DENND1B	518	1
1_MACS_peak_20834_lociStitched	chr4	69434569	69443455	1	8887	31906.9602	1695.4488	519		UGT2B15,UGT2B17	UGT2B17	519	1
4_MACS_peak_21631_lociStitched	chr4	185366644	185381058	4	8885	20493.8252	2571.4576	520	IRF2		IRF2	520	1
3_MACS_peak_16907_lociStitched	chr20	32990829	33005702	3	8881	13208.7113	2190.7929	521	ITCH	MIR644	ITCH	521	1
1_MACS_peak_14884_lociStitched	chr2	66659703	66668578	1	8876	17832.5375	1272.675	522	MEIS1		MEIS1	522	1
4_MACS_peak_23803_lociStitched	chr6	33377098	33396768	4	8869	13021.54	2641.681	523	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	523	1
2_MACS_peak_23846_lociStitched	chr6	35264678	35280028	2	8861	16539.625	2302.5	524	DEF6	ZNF76,PPARD	DEF6	524	1
2_MACS_peak_26084_lociStitched	chr7	106503891	106513667	2	8860	27833.2496	2641.4752	525	PIK3CG		PIK3CG	525	1
2_MACS_peak_21112_lociStitched	chr4	103532871	103542787	2	8859	14860.1176	1900.8972	526	NFKB1		NFKB1	526	1
3_MACS_peak_22488_lociStitched	chr5	109266089	109282575	3	8854	15050.0694	2606.4366	527		LOC100289673	LOC100289673	527	1
3_MACS_peak_10040_lociStitched	chr16	11668517	11681920	3	8845	12259.7241	2283.8712	528	LITAF		LITAF	528	1
1_MACS_peak_11536_lociStitched	chr17	38016270	38025107	1	8838	24039.2911	1648.9842	529	ZPBP2,IKZF3	GSDMB	IKZF3	529	1
1_MACS_peak_16257_lociStitched	chr2	217080032	217088865	1	8834	26895.6017	1756.8837	530			XRCC5	530	1
2_MACS_peak_27699_lociStitched	chr8	134576771	134585888	2	8819	26501.2956	1460.5434	531	ST3GAL1		ST3GAL1	531	1
2_MACS_peak_2320_lociStitched	chr1	200986637	200997146	2	8817	17462.8053	2645.1153	532	KIF21B		KIF21B	532	1
2_MACS_peak_21012_lociStitched	chr4	87855053	87869619	2	8817	15451.6128	2530.1142	533	AFF1	C4orf36	AFF1	533	1
3_MACS_peak_23946_lociStitched	chr6	42737820	42752362	3	8796	35257.079	2293.2734	534		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	534	1
2_MACS_peak_14936_lociStitched	chr2	70310224	70323466	2	8789	62641.281	2484.1992	535	PCBP1,LOC400960	LOC100133985	PCBP1	535	1
3_MACS_peak_26367_lociStitched	chr7	136036495	136046756	3	8779	15193.4627	2402.1001	536			LUZP6	536	1
3_MACS_peak_29144_lociStitched	chrX	11439811	11454073	3	8769	13109.6304	1142.3862	537	ARHGAP6		AMELX	537	1
2_MACS_peak_11700_lociStitched	chr17	43388184	43399106	2	8768	11628.6534	2342.769	538	MAP3K14	LOC100133991,C17orf46	MAP3K14	538	1
3_MACS_peak_28702_lociStitched	chr9	117369429	117380459	3	8766	12638.174	1977.679	539	C9orf91	ATP6V1G1	C9orf91	539	1
3_MACS_peak_25385_lociStitched	chr7	37375187	37393658	3	8765	15288.4467	3169.6236	540	ELMO1		ELMO1	540	1
3_MACS_peak_2555_lociStitched	chr1	211499192	211515509	3	8763	17912.8026	3756.1734	541	TRAF5	TRAF5,C1orf97	TRAF5	541	1
3_MACS_peak_14828_lociStitched	chr2	64497400	64511534	3	8753	20874.5046	2358.9646	542			LOC150992	542	1
2_MACS_peak_10196_lociStitched	chr16	23404691	23419578	2	8753	32816.9028	2474.2194	543	COG7		COG7	543	1
3_MACS_peak_20096_lociStitched	chr3	182098952	182113144	3	8746	10548.9136	3012.9616	544			ATP11B	544	1
2_MACS_peak_15593_lociStitched	chr2	137132630	137142841	2	8735	24878.0804	2059.5587	545			CXCR4	545	1
4_MACS_peak_29948_lociStitched	chrX	153234300	153252441	4	8731	22128.3918	1549.2414	546	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	546	1
2_MACS_peak_11803_lociStitched	chr17	47816199	47827367	2	8728	17200.9536	1983.4368	547	FAM117A	MYST2,SLC35B1	FAM117A	547	1
2_MACS_peak_12064_lociStitched	chr17	66230194	66245347	2	8717	30449.9535	2422.9647	548	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	548	1
3_MACS_peak_2317_lociStitched	chr1	200850721	200864132	3	8698	32158.2369	3079.1656	549	C1orf106	GPR25	C1orf106	549	1
3_MACS_peak_346_lociStitched	chr1	24710072	24720490	3	8697	11905.6904	2129.4392	550	C1orf201	NIPAL3	C1orf201	550	1
3_MACS_peak_2564_lociStitched	chr1	211688144	211703001	3	8689	19006.5601	3038.2565	551		RD3,SLC30A1	RD3	551	1
3_MACS_peak_4891_lociStitched	chr11	60672541	60684063	3	8664	19780.9696	2468.0124	552	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	552	1
3_MACS_peak_26917_lociStitched	chr8	29490627	29505823	3	8658	15974.0352	2366.0172	553			C8orf75	553	1
3_MACS_peak_1798_lociStitched	chr1	156065382	156086109	3	8640	16392.9843	4170.2724	554	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	554	1
4_MACS_peak_16859_lociStitched	chr20	31254906	31270333	4	8638	15482.5372	2343.3613	555		C20orf203	C20orf203	555	1
2_MACS_peak_9170_lociStitched	chr15	52968393	52977069	2	8636	17089.1172	1654.5132	556	KIAA1370		KIAA1370	556	1
3_MACS_peak_23646_lociStitched	chr6	27791039	27808028	3	8633	26689.719	2791.2927	557	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	557	1
1_MACS_peak_1343_lociStitched	chr1	111172853	111181463	1	8611	27726.783	1039.227	558		KCNA2,KCNA3	KCNA2	558	1
3_MACS_peak_18574_lociStitched	chr3	15835583	15851738	3	8610	13121.091	2528.2575	559	ANKRD28	ANKRD28	ANKRD28	559	1
3_MACS_peak_5632_lociStitched	chr11	118964300	118979482	3	8581	19533.1612	2526.2848	560	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	560	1
