REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X05_0EWR_0229Kronos_MM1S.KB.3hr.1_H3K18Ac_hs.dm_i07.bam	X39_0EXR_0229Kronos_MM1S.KB.3hr.1_Input_hs_i82.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_5136_lociStitched	chr11	67760498	67778614	4	11007	23635.9452	2588.7764	318	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.7038	318	1
5_MACS_peak_26121_lociStitched	chr7	111711583	111732751	5	10972	17630.8272	4606.1568	319	DOCK4		DOCK4	DOCK4	0.004699999999999982	319	1
5_MACS_peak_23808_lociStitched	chr6	33537769	33561578	5	10963	22163.7981	3257.0712	320	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7191	320	1
2_MACS_peak_6432_lociStitched	chr12	51311871	51323069	2	10951	19995.1488	2083.9478	321	METTL7A	HIGD1C	METTL7A	METTL7A	0.9180000000000001	321	1
4_MACS_peak_5128_lociStitched	chr11	67644685	67661842	4	10948	27886.9878	2952.7197	322			LOC645332	LOC645332	NONE	322	1
2_MACS_peak_17943_lociStitched	chr22	27004542	27015531	2	10927	27991.1808	2007.6903	323	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.0539	323	1
3_MACS_peak_9289_lociStitched	chr15	65169183	65189700	3	10920	43202.6469	3249.8928	324		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.05729999999999999	324	1
3_MACS_peak_2246_lociStitched	chr1	192561288	192579314	3	10916	14584.8366	4052.2448	325		RGS1,RGS13	RGS1	RGS1	1.3447	325	1
2_MACS_peak_20053_lociStitched	chr3	178230469	178241400	2	10913	22790.0419	2813.6394	326		KCNMB2	KCNMB2	KCNMB2	0.0007999999999999952	326	1
5_MACS_peak_6261_lociStitched	chr12	33037854	33060474	5	10910	14680.38	3501.576	327	PKP2		PKP2	PKP2	0.06190000000000001	327	1
1_MACS_peak_22560_lociStitched	chr5	118667701	118678568	1	10868	25588.5249	2464.6356	328	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.2545	328	1
4_MACS_peak_17120_lociStitched	chr20	45172393	45191555	4	10824	15434.991	2755.4956	329	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	0.5765	329	1
2_MACS_peak_2459_lociStitched	chr1	206727730	206738666	2	10811	37641.712	3243.6176	330	RASSF5	LGTN	RASSF5	RASSF5	0.4407	330	1
4_MACS_peak_13976_lociStitched	chr19	48823926	48838010	4	10799	22976.6376	2535.12	331	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3472	331	1
4_MACS_peak_25700_lociStitched	chr7	74057122	74076864	4	10790	21275.9534	2740.1896	332	GTF2I		GTF2I	GTF2I	0.08170000000000001	332	1
3_MACS_peak_14437_lociStitched	chr2	27374765	27389969	3	10758	21001.2852	2423.5176	333	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.8064	333	1
1_MACS_peak_2516_lociStitched	chr1	209274499	209285254	1	10756	47185.4115	2634.975	334			LOC642587	LOC642587	NONE	334	1
2_MACS_peak_17863_lociStitched	chr22	23087904	23101857	2	10750	20265.3372	2235.2706	335			MIR650	MIR650	0.8635999999999999	335	1
3_MACS_peak_1509_lociStitched	chr1	145126649	145145978	3	10741	22808.22	6498.4098	336		SEC22B	SEC22B	NONE	NONE	336	1
4_MACS_peak_27364_lociStitched	chr8	95987361	96005960	4	10735	9935.5858	1519.5383	337		C8orf38,TP53INP1	TP53INP1	TP53INP1	0.3776	337	1
4_MACS_peak_21657_lociStitched	chr4	186252630	186275224	4	10711	17431.271	3230.942	338	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.4738	338	1
1_MACS_peak_11698_lociStitched	chr17	43298055	43308735	1	10681	54726.456	2153.088	339	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.5987	339	1
5_MACS_peak_10272_lociStitched	chr16	29464432	29487729	5	10632	15005.5977	4575.5308	340	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	LOC606724	1.3809	340	1
4_MACS_peak_11053_lociStitched	chr17	6914999	6940196	4	10632	40509.2169	3850.1016	341	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.9615999999999999	341	1
4_MACS_peak_14123_lociStitched	chr19	56145530	56167785	4	10627	22773.5415	3024.4545	342	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0528	342	1
2_MACS_peak_17230_lociStitched	chr20	52267923	52279267	2	10624	26963.5536	1854.744	343			ZNF217	ZNF217	0.6798	343	1
2_MACS_peak_26145_lociStitched	chr7	114561536	114574119	2	10619	45462.379	3007.337	344	MDFIC		MDFIC	MDFIC	1.7658	344	1
3_MACS_peak_317_lociStitched	chr1	23850189	23866831	3	10614	44825.227	2982.2464	345	E2F2	ASAP3,ID3	E2F2	E2F2	1.1736	345	1
2_MACS_peak_18835_lociStitched	chr3	46129453	46141268	2	10574	19946.083	2191.6825	346			XCR1	XCR1	NONE	346	1
4_MACS_peak_23518_lociStitched	chr6	20197584	20214273	4	10569	15502.4121	2518.3701	347	MBOAT1		MBOAT1	MBOAT1	0.0806	347	1
2_MACS_peak_4101_lociStitched	chr10	112256018	112272896	2	10565	23646.078	2950.2744	348	DUSP5		DUSP5	DUSP5	0.8985000000000001	348	1
2_MACS_peak_25839_lociStitched	chr7	90352261	90368279	2	10564	16860.5468	2622.1466	349	CDK14		CDK14	CDK14	0.0767	349	1
5_MACS_peak_18407_lociStitched	chr22	50962873	50983173	5	10562	21235.83	2661.33	350	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9323000000000001	350	1
4_MACS_peak_24541_lociStitched	chr6	117858980	117877105	4	10558	17503.3125	2557.4375	351	DCBLD1	GOPC	GOPC	GOPC	0.08399999999999999	351	1
3_MACS_peak_20041_lociStitched	chr3	177062557	177080114	3	10557	39338.2142	4375.2044	352			TBL1XR1	TBL1XR1	0.2428	352	1
4_MACS_peak_4014_lociStitched	chr10	104531326	104543771	4	10521	25071.697	2318.5035	353	C10orf26		C10orf26	C10orf26	0.36839999999999995	353	1
4_MACS_peak_6066_lociStitched	chr12	13242216	13256009	4	10501	19030.2021	2230.3281	354	GSG1	KIAA1467	GSG1	GSG1	0.4562	354	1
3_MACS_peak_19498_lociStitched	chr3	124500816	124512325	3	10500	20860.0625	1850.6472	355	ITGB5		UMPS	UMPS	NONE	355	1
1_MACS_peak_26916_lociStitched	chr8	29464580	29475045	1	10466	20100.1255	1559.285	356			C8orf75	C8orf75	0.3914	356	1
2_MACS_peak_21770_lociStitched	chr5	6475930	6487725	2	10457	46367.3245	2237.5115	357	UBE2QL1		UBE2QL1	UBE2QL1	0.9541	357	1
2_MACS_peak_28710_lociStitched	chr9	117660116	117673286	2	10425	13828.5	2366.649	358	TNFSF8		TNFSF8	TNFSF8	0.34450000000000003	358	1
3_MACS_peak_24810_lociStitched	chr6	143162951	143179997	3	10415	18298.881	1566.5274	359	HIVEP2		HIVEP2	HIVEP2	0.13929999999999998	359	1
4_MACS_peak_13981_lociStitched	chr19	48880216	48902453	4	10363	27193.6273	3124.2985	360	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1738000000000002	360	1
4_MACS_peak_11105_lociStitched	chr17	8088553	8104344	4	10354	12727.546	3033.4511	361	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	0.6384	361	1
5_MACS_peak_22337_lociStitched	chr5	87954719	87976678	5	10343	34945.5526	3243.3443	362	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.25029999999999997	362	1
3_MACS_peak_6694_lociStitched	chr12	68752091	68770604	3	10313	28663.6779	3156.4665	363		MDM1	MDM1	NONE	NONE	363	1
4_MACS_peak_23359_lociStitched	chr6	7135100	7147982	4	10288	19200.621	2510.7018	364	RREB1		RREB1	RREB1	0.1729	364	1
1_MACS_peak_2376_lociStitched	chr1	203288024	203298305	1	10282	72884.0652	3297.1167	365		BTG2,LOC730227,FMOD	BTG2	LOC730227	2.8171999999999997	365	1
3_MACS_peak_5874_lociStitched	chr12	4216221	4231172	3	10276	67496.2895	2987.2098	366			CCND2	CCND2	0.7084	366	1
4_MACS_peak_14662_lociStitched	chr2	46788527	46803152	4	10235	14240.3625	2683.6875	367	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.2799	367	1
2_MACS_peak_24451_lociStitched	chr6	108986894	108997136	2	10228	22843.7568	1609.0182	368	FOXO3		NCRNA00222	NCRNA00222	0.2512	368	1
1_MACS_peak_5883_lociStitched	chr12	4377424	4387646	1	10223	32130.8126	1807.2496	369	CCND2	C12orf5	CCND2	CCND2	0.7084	369	1
5_MACS_peak_5650_lociStitched	chr11	120195463	120216701	5	10212	13779.2144	3415.0704	370	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.02919999999999999	370	1
1_MACS_peak_27361_lociStitched	chr8	95952960	95963167	1	10208	13758.0153	1024.7828	371	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.3776	371	1
3_MACS_peak_20262_lociStitched	chr3	193847774	193860489	3	10204	18408.777	2938.4365	372	HES1		HES1	HES1	1.1222	372	1
3_MACS_peak_7040_lociStitched	chr12	106528878	106544046	3	10189	22334.88	2490.5856	373	NUAK1		NUAK1	NUAK1	0.20440000000000003	373	1
4_MACS_peak_13039_lociStitched	chr19	1258501	1277226	4	10189	24793.7725	4394.7575	374	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.9814999999999999	374	1
2_MACS_peak_15668_lociStitched	chr2	153913802	153928899	2	10185	22787.4118	2652.5429	375			ARL6IP6	ARL6IP6	NONE	375	1
4_MACS_peak_27150_lociStitched	chr8	61811797	61830200	4	10162	13434.19	2673.9559	376			LOC100130298	LOC100130298	NONE	376	1
2_MACS_peak_6180_lociStitched	chr12	27329964	27340815	2	10159	16964.4534	2113.7748	377			STK38L	STK38L	NONE	377	1
5_MACS_peak_8732_lociStitched	chr15	20969632	20996151	5	10151	19419.8637	3598.6283	378		BCL8	BCL8	NONE	NONE	378	1
3_MACS_peak_3359_lociStitched	chr10	43890854	43906094	3	10142	24807.672	2203.704	379	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.46169999999999994	379	1
5_MACS_peak_23394_lociStitched	chr6	10403364	10430964	5	10136	22665.12	3066.36	380	LOC100130275,TFAP2A,C6orf218		TFAP2A	TFAP2A	0.5539	380	1
3_MACS_peak_13809_lociStitched	chr19	42027364	42043440	3	10132	14670.9576	2556.084	381		CEACAM21	CEACAM21	NONE	NONE	381	1
2_MACS_peak_18153_lociStitched	chr22	38701353	38715059	2	10069	17062.5994	2393.0676	382	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.39849999999999997	382	1
1_MACS_peak_1891_lociStitched	chr1	160675048	160685115	1	10068	26953.3858	3300.9693	383	CD48	SLAMF7	CD48	CD48	1.0198	383	1
3_MACS_peak_26028_lociStitched	chr7	104576290	104586957	3	10062	28821.1673	1792.056	384		LOC723809	LOC723809	LOC723809	0.2279	384	1
3_MACS_peak_23888_lociStitched	chr6	37121765	37140802	3	10052	25126.9363	2975.4831	385	PIM1		PIM1	PIM1	0.9909000000000001	385	1
4_MACS_peak_9689_lociStitched	chr15	90574006	90591930	4	10049	16900.5396	2679.638	386	ZNF710		ZNF710	ZNF710	0.366	386	1
4_MACS_peak_14874_lociStitched	chr2	65601155	65622554	4	10032	13958.5677	3124.254	387	SPRED2	SPRED2	SPRED2	SPRED2	0.15239999999999998	387	1
1_MACS_peak_21126_lociStitched	chr4	105407384	105417414	1	10031	31194.303	1811.418	388	CXXC4		CXXC4	CXXC4	1.0033	388	1
2_MACS_peak_29767_lociStitched	chrX	119434950	119445549	2	10030	21319.8885	1109.7153	389	FAM70A		FAM70A	FAM70A	0.33749999999999997	389	1
4_MACS_peak_10786_lociStitched	chr16	81841547	81857696	4	10027	16970.9841	1479.2484	390	PLCG2		PLCG2	PLCG2	0.1033	390	1
2_MACS_peak_21619_lociStitched	chr4	185200847	185210976	2	10018	58706.6711	2338.7861	391			ENPP6	NONE	NONE	391	1
4_MACS_peak_22923_lociStitched	chr5	150459510	150475945	4	10013	21054.8785	2534.277	392	TNIP1	ANXA6	TNIP1	ANXA6	0.2979	392	1
2_MACS_peak_20653_lociStitched	chr4	38664293	38675709	2	10007	16386.5264	1569.7	393	KLF3,FLJ13197		FLJ13197	FLJ13197	0.18880000000000002	393	1
2_MACS_peak_1826_lociStitched	chr1	156709230	156722901	2	9994	26378.1945	3461.4972	394	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5084	394	1
3_MACS_peak_5775_lociStitched	chr11	129233581	129249305	3	9984	20963.2368	2614.9012	395	BARX2		BARX2	BARX2	0.312	395	1
4_MACS_peak_9559_lociStitched	chr15	81608697	81624586	4	9974	12358.4642	2853.6644	396	STARD5	IL16,TMC3	STARD5	STARD5	0.4072	396	1
1_MACS_peak_22482_lociStitched	chr5	109024180	109034144	1	9965	16977.6596	1945.9692	397	MAN2A1		MAN2A1	MAN2A1	0.1898	397	1
3_MACS_peak_2688_lociStitched	chr1	223899531	223915785	3	9952	20141.9568	3597.0102	398	CAPN2	CAPN8	CAPN2	CAPN2	0.17650000000000002	398	1
3_MACS_peak_25993_lociStitched	chr7	101921917	101935894	3	9946	15788.4192	2000.1087	399	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.7188	399	1
2_MACS_peak_23148_lociStitched	chr5	173696356	173710139	2	9926	29233.743	2378.9458	400			HMP19	HMP19	NONE	400	1
5_MACS_peak_12690_lociStitched	chr18	42288882	42306749	5	9915	10505.796	2596.0751	401	SETBP1		SETBP1	SETBP1	0.1752	401	1
2_MACS_peak_5570_lociStitched	chr11	115089774	115102523	2	9910	45693.6909	1988.844	402	CADM1		CADM1	CADM1	0.20579999999999998	402	1
4_MACS_peak_13551_lociStitched	chr19	19050309	19061646	4	9898	16107.6096	1762.9035	403	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.2016	403	1
3_MACS_peak_23112_lociStitched	chr5	171601176	171616117	3	9887	19539.8398	2481.7001	404	STK10	EFCAB9	STK10	STK10	0.0998	404	1
4_MACS_peak_4331_lociStitched	chr11	788901	811052	4	9879	18427.4169	2733.4334	405	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	0.5922000000000001	405	1
2_MACS_peak_22750_lociStitched	chr5	138719805	138730466	2	9869	32417.9688	2339.0234	406	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.4475	406	1
2_MACS_peak_10750_lociStitched	chr16	79630861	79640762	2	9853	15411.8966	940.595	407	MAF		MAF	MAF	0.8022	407	1
1_MACS_peak_12900_lociStitched	chr18	60821834	60831684	1	9851	73809.005	2303.915	408	BCL2		BCL2	BCL2	0.5521	408	1
3_MACS_peak_19287_lociStitched	chr3	101495712	101513326	3	9835	19789.329	2980.2888	409	FAM55C	NFKBIZ	FAM55C	FAM55C	0.3636999999999999	409	1
1_MACS_peak_10484_lociStitched	chr16	56943356	56953187	1	9832	46188.9873	1958.3352	410	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.5463	410	1
2_MACS_peak_17622_lociStitched	chr21	41295743	41309699	2	9808	29983.0704	3195.924	411	PCP4		PCP4	PCP4	0.1909	411	1
3_MACS_peak_28839_lociStitched	chr9	130532303	130550095	3	9801	17968.1408	2978.3808	412	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.359	412	1
2_MACS_peak_9460_lociStitched	chr15	75396710	75407680	2	9800	9862.03	1807.856	413			PPCDC	PPCDC	1.2249999999999999	413	1
3_MACS_peak_26911_lociStitched	chr8	29404203	29416870	3	9791	30570.5378	2147.0565	414			C8orf75	C8orf75	0.3914	414	1
2_MACS_peak_2080_lociStitched	chr1	174932035	174942237	2	9789	13451.337	2320.955	415		CACYBP	CACYBP	CACYBP	0.7282	415	1
3_MACS_peak_20427_lociStitched	chr4	6168625	6187053	3	9775	11119.4552	2843.4404	416	JAKMIP1		JAKMIP1	JAKMIP1	0.1631	416	1
3_MACS_peak_22576_lociStitched	chr5	121647058	121660564	3	9750	10526.5764	1758.4812	417	SNCAIP		SNCAIP	SNCAIP	0.028899999999999995	417	1
2_MACS_peak_7940_lociStitched	chr13	114581702	114594842	2	9743	22542.984	2199.636	418	FLJ44054	GAS6	FLJ44054	GAS6	0.7626000000000001	418	1
2_MACS_peak_6823_lociStitched	chr12	89738104	89749534	2	9741	22619.97	2095.119	419	DUSP6		DUSP6	DUSP6	1.415	419	1
3_MACS_peak_24169_lociStitched	chr6	74220363	74234406	3	9726	23505.1734	2675.1915	420	EEF1A1	MTO1	EEF1A1	EEF1A1	1.3571	420	1
3_MACS_peak_1786_lociStitched	chr1	155903051	155917849	3	9725	19090.8998	3313.2722	421	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	0.8256999999999999	421	1
2_MACS_peak_1680_lociStitched	chr1	152006419	152021892	2	9718	29961.9172	4221.0344	422	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.1318	422	1
5_MACS_peak_5091_lociStitched	chr11	66861787	66889047	5	9714	13471.892	3412.952	423	KDM2A	RHOD	KDM2A	KDM2A	0.0685	423	1
3_MACS_peak_28625_lociStitched	chr9	112668678	112683060	3	9710	31736.7594	2738.3328	424	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1469	424	1
5_MACS_peak_2475_lociStitched	chr1	206986922	207007747	5	9707	11307.975	4146.2575	425	IL19	IL20,IL10	IL19	IL10	0.32400000000000007	425	1
3_MACS_peak_22956_lociStitched	chr5	153651434	153665622	3	9685	11173.05	2257.3108	426	GALNT10		GALNT10	GALNT10	0.0629	426	1
4_MACS_peak_5293_lociStitched	chr11	78127175	78139908	4	9684	11755.1056	1806.8127	427	GAB2		GAB2	NONE	NONE	427	1
1_MACS_peak_25515_lociStitched	chr7	47513132	47522813	1	9682	28763.2191	2195.6508	428	TNS3		TNS3	TNS3	0.11259999999999999	428	1
4_MACS_peak_3627_lociStitched	chr10	74006973	74024534	4	9679	22495.641	2901.0772	429		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.24039999999999997	429	1
3_MACS_peak_5735_lociStitched	chr11	126173021	126189804	3	9677	18328.7143	3044.4362	430	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	TIRAP	0.2736	430	1
3_MACS_peak_25483_lociStitched	chr7	45025203	45042118	3	9661	15303.0005	2714.8575	431	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	SNORA9	0.2407	431	1
1_MACS_peak_20843_lociStitched	chr4	71525433	71535070	1	9638	14362.9848	1635.3989	432	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.6326	432	1
3_MACS_peak_28046_lociStitched	chr9	33445166	33459785	3	9627	16683.2028	2635.8057	433	AQP3	AQP7,NOL6	AQP3	AQP3	0.40889999999999993	433	1
3_MACS_peak_13279_lociStitched	chr19	10329342	10348035	3	9616	23841.0522	2693.6613	434	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.44000000000000006	434	1
2_MACS_peak_8401_lociStitched	chr14	72980240	72990146	2	9612	21965.5644	986.6376	435	RGS6		DPF3	DPF3	0.028999999999999998	435	1
4_MACS_peak_25492_lociStitched	chr7	45439775	45451097	4	9605	10844.2116	1425.4398	436			ADCY1	ADCY1	NONE	436	1
6_MACS_peak_9052_lociStitched	chr15	44954409	44976587	6	9601	16389.542	3293.433	437	SPG11,PATL2	B2M	PATL2	B2M	0.6487999999999999	437	1
2_MACS_peak_16734_lociStitched	chr20	17826761	17839347	2	9586	18753.14	2137.1028	438			SNORD17	SNORD17	NONE	438	1
5_MACS_peak_22239_lociStitched	chr5	75585781	75600943	5	9583	10257.093	2345.5614	439	SV2C		IQGAP2	IQGAP2	NONE	439	1
3_MACS_peak_1750_lociStitched	chr1	154942391	154957818	3	9583	26463.4758	4308.7611	440	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	2.3592	440	1
4_MACS_peak_13079_lociStitched	chr19	2040986	2062756	4	9579	24785.145	4515.098	441	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.3098	441	1
2_MACS_peak_14862_lociStitched	chr2	65204869	65220748	2	9575	21042.8508	2389.7895	442	SLC1A4	LOC400958	SLC1A4	LOC400958	1.1797	442	1
3_MACS_peak_8888_lociStitched	chr15	34619287	34635781	3	9571	22905.2178	2672.028	443	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.2966	443	1
3_MACS_peak_23576_lociStitched	chr6	26020298	26034915	3	9569	19390.9122	2897.0894	444	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.0145	444	1
1_MACS_peak_4718_lociStitched	chr11	35159644	35169187	1	9544	22020.4725	2250.2394	445	CD44		CD44	CD44	0.3194	445	1
6_MACS_peak_5275_lociStitched	chr11	77147013	77171473	6	9534	12736.322	3815.76	446	PAK1		PAK1	PAK1	0.0518	446	1
2_MACS_peak_17880_lociStitched	chr22	23477914	23488677	2	9507	19684.4507	2013.7573	447	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2071	447	1
5_MACS_peak_13063_lociStitched	chr19	1847417	1865652	5	9499	23577.855	3229.4185	448	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	0.9517	448	1
2_MACS_peak_24411_lociStitched	chr6	106585312	106596064	2	9488	28707.84	2205.2352	449		PRDM1	PRDM1	PRDM1	2.9951000000000003	449	1
4_MACS_peak_19098_lociStitched	chr3	66533268	66551705	4	9487	10186.4425	2844.8291	450	LRIG1		LRIG1	LRIG1	0.03849999999999999	450	1
2_MACS_peak_7466_lociStitched	chr13	30943629	30957784	2	9484	12689.9575	1248.471	451	LOC100188949		LOC100188949	LOC100188949	0.2409	451	1
5_MACS_peak_10679_lociStitched	chr16	70827025	70850397	5	9473	11751.4416	3386.6028	452	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.0879	452	1
4_MACS_peak_15058_lociStitched	chr2	85150962	85170898	4	9466	13026.1824	2902.6816	453		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.44320000000000004	453	1
4_MACS_peak_21775_lociStitched	chr5	6711578	6737872	4	9452	15573.9362	3731.1186	454	PAPD7	PAPD7	PAPD7	PAPD7	0.21239999999999998	454	1
2_MACS_peak_6728_lociStitched	chr12	72079071	72089179	2	9450	13530.5688	1857.8504	455	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.39590000000000003	455	1
2_MACS_peak_20310_lociStitched	chr3	196357947	196371056	2	9445	25815.5537	2982.2975	456	LRRC33		LRRC33	LRRC33	0.33999999999999997	456	1
1_MACS_peak_1523_lociStitched	chr1	145448614	145458052	1	9439	32046.729	3241.0092	457	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.6061	457	1
2_MACS_peak_20987_lociStitched	chr4	84132381	84144228	2	9434	20142.2694	2210.6502	458			COQ2	COQ2	NONE	458	1
3_MACS_peak_4093_lociStitched	chr10	112146900	112158418	3	9426	18451.836	1833.6656	459			SMNDC1	SMNDC1	0.12680000000000002	459	1
3_MACS_peak_14394_lociStitched	chr2	25624148	25645573	3	9401	20857.2375	3475.135	460	DTNB		DNMT3A	DNMT3A	NONE	460	1
2_MACS_peak_6444_lociStitched	chr12	51711844	51721920	2	9387	23059.9336	1889.25	461	BIN2	SMAGP,CELA1	BIN2	CELA1	0.4557	461	1
3_MACS_peak_7601_lociStitched	chr13	46269327	46281228	3	9382	24706.476	977.0721	462	SPERT		SPERT	SPERT	1.0721	462	1
2_MACS_peak_23158_lociStitched	chr5	175076925	175086454	2	9377	12089.4423	1702.8323	463	HRH2	HRH2	HRH2	HRH2	0.15339999999999998	463	1
2_MACS_peak_1164_lociStitched	chr1	87792973	87802576	2	9370	12843.0522	1540.3212	464	LMO4		LMO4	LMO4	0.35819999999999996	464	1
2_MACS_peak_4719_lociStitched	chr11	35184006	35196878	2	9359	14627.7408	2728.864	465	CD44		CD44	CD44	0.3194	465	1
5_MACS_peak_711_lociStitched	chr1	42126944	42150564	5	9357	12072.182	3261.922	466	HIVEP3		EDN2	EDN2	NONE	466	1
1_MACS_peak_21385_lociStitched	chr4	144272912	144282265	1	9354	26404.4543	1819.1585	467	GAB1		GAB1	GAB1	0.24590000000000004	467	1
3_MACS_peak_4517_lociStitched	chr11	12257272	12268324	3	9345	9225.1044	1693.1664	468	MICAL2	MICALCL	MICALCL	NONE	NONE	468	1
2_MACS_peak_17289_lociStitched	chr20	56047525	56058219	2	9337	27052.6118	1870.3806	469		CTCFL	CTCFL	CTCFL	0.035100000000000006	469	1
3_MACS_peak_2802_lociStitched	chr1	230238412	230249187	3	9334	18059.9775	3130.1375	470	GALNT2		GALNT2	GALNT2	0.21569999999999998	470	1
5_MACS_peak_422_lociStitched	chr1	27147142	27167135	5	9330	13417.3023	3000.9493	471	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.1819	471	1
2_MACS_peak_25275_lociStitched	chr7	26002319	26012257	2	9322	32427.694	1901.1394	472		MIR148A	MIR148A	MIR148A	1.5735000000000001	472	1
1_MACS_peak_2245_lociStitched	chr1	192542428	192551748	1	9321	21576.732	2679.5	473	RGS1		RGS1	RGS1	1.3447	473	1
1_MACS_peak_15090_lociStitched	chr2	86219778	86229096	1	9319	30885.4428	1666.9902	474		LOC90784	LOC90784	LOC90784	0.008700000000000013	474	1
3_MACS_peak_16011_lociStitched	chr2	192531009	192546123	3	9305	25427.7936	2650.9956	475	OBFC2A		OBFC2A	OBFC2A	1.0372	475	1
4_MACS_peak_5910_lociStitched	chr12	6551937	6571985	4	9296	28686.6832	3265.8192	476	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.1235	476	1
2_MACS_peak_20209_lociStitched	chr3	186779626	186792502	2	9293	44328.2052	3931.0428	477	ST6GAL1		ST6GAL1	ST6GAL1	0.5459	477	1
3_MACS_peak_6324_lociStitched	chr12	46119625	46132416	3	9292	19392.4351	1948.0693	478	ARID2,LOC400027		ARID2	ARID2	0.07	478	1
3_MACS_peak_2194_lociStitched	chr1	184711177	184725861	3	9292	19522.378	3453.6768	479	EDEM3		EDEM3	EDEM3	0.19810000000000003	479	1
