#33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_ROSE/33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam
#Using cutoff of 2411.212 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
2_MACS_peak_7417_lociStitched	chr3	129893615	129899328	2	2891	4189.9142	1436.8195	536	1
1_MACS_peak_2460_lociStitched	chr12	32048831	32050728	1	1898	3229.2631	481.4586	537	1
1_MACS_peak_838_lociStitched	chr1	194799097	194801216	1	2120	3387.8572	644.176	538	1
1_MACS_peak_4527_lociStitched	chr17	75720157	75721838	1	1682	3170.8703	427.8145	539	1
2_MACS_peak_589_lociStitched	chr1	154926807	154935023	2	3791	5319.0384	2577.3592	540	1
2_MACS_peak_6613_lociStitched	chr21	36420859	36424169	2	2933	3762.808	1021.466	541	1
1_MACS_peak_534_lociStitched	chr1	149855922	149860626	1	4705	5095.3728	2360.4672	542	1
1_MACS_peak_4640_lociStitched	chr18	10950206	10952424	1	2219	3320.1242	586.661	543	1
2_MACS_peak_8815_lociStitched	chr5	124743923	124748263	2	2728	3662.96	929.628	544	1
1_MACS_peak_8985_lociStitched	chr5	159894049	159895760	1	1712	3290.5952	557.2727	545	1
1_MACS_peak_10542_lociStitched	chr8	27901528	27903062	1	1535	3207.7474	475.0798	546	1
3_MACS_peak_6971_lociStitched	chr3	13455361	13463178	3	3395	4092.1995	1360.9397	547	1
2_MACS_peak_5239_lociStitched	chr2	10547932	10551130	2	3188	3493.4952	762.4032	548	1
3_MACS_peak_10766_lociStitched	chr8	101506407	101515254	3	3227	3740.5116	1009.4427	549	1
2_MACS_peak_7527_lociStitched	chr3	158069814	158074477	2	2351	3778.8952	1048.7087	550	1
2_MACS_peak_5908_lociStitched	chr2	175457917	175463031	2	3178	4143.3628	1416.0666	551	1
1_MACS_peak_11178_lociStitched	chr9	90170499	90171742	1	1244	2933.3557	210.5642	552	1
2_MACS_peak_1034_lociStitched	chr1	226840733	226845195	2	3233	4268.7954	1548.314	553	1
2_MACS_peak_3065_lociStitched	chr13	114913476	114915881	2	2163	3228.7125	509.6195	554	1
1_MACS_peak_114_lociStitched	chr1	25968165	25969890	1	1726	3237.48	520.26	555	1
2_MACS_peak_8325_lociStitched	chr4	185338009	185343700	2	3909	4096.9509	1380.0675	556	1
1_MACS_peak_7216_lociStitched	chr3	71059433	71061459	1	2027	3172.5134	465.5748	557	1
1_MACS_peak_9643_lociStitched	chr6	134567630	134569223	1	1594	3112.2441	406.215	558	1
1_MACS_peak_7610_lociStitched	chr3	176862148	176864221	1	2074	3337.3227	633.7161	559	1
2_MACS_peak_1936_lociStitched	chr11	60605637	60609959	2	2423	4014.2736	1319.0744	560	1
1_MACS_peak_10008_lociStitched	chr7	55575486	55577740	1	2255	3182.4226	488.2164	561	1
2_MACS_peak_6295_lociStitched	chr20	25274961	25279460	2	4447	4009.5088	1317.7571	562	1
2_MACS_peak_8813_lociStitched	chr5	124287005	124293338	2	2534	3934.6929	1243.1679	563	1
1_MACS_peak_11198_lociStitched	chr9	93704032	93706165	1	2134	3525.849	837.4158	564	1
2_MACS_peak_7721_lociStitched	chr3	196365739	196370707	2	3429	4206.9024	1518.7176	565	1
2_MACS_peak_3267_lociStitched	chr14	98664354	98670305	2	2215	3383.7386	696.8621	566	1
2_MACS_peak_989_lociStitched	chr1	218629387	218634094	2	2793	4145.4549	1460.1114	567	1
3_MACS_peak_3927_lociStitched	chr16	31880275	31889402	3	3231	4202.9835	1517.8201	568	1
1_MACS_peak_816_lociStitched	chr1	192485042	192486763	1	1722	3377.4625	693.0467	569	1
3_MACS_peak_3448_lociStitched	chr15	45016316	45021965	3	4002	3999.492	1316.7819	570	1
1_MACS_peak_10891_lociStitched	chr8	134228366	134230777	1	2412	3378.0521	695.8146	571	1
1_MACS_peak_538_lociStitched	chr1	150131831	150134441	1	2611	3918.915	1237.401	572	1
2_MACS_peak_9959_lociStitched	chr7	45034398	45041558	2	2887	4276.668	1598.828	573	1
1_MACS_peak_2250_lociStitched	chr11	129397457	129398827	1	1371	3083.733	405.931	574	1
1_MACS_peak_8812_lociStitched	chr5	124270482	124272349	1	1868	3048.9977	371.9064	575	1
1_MACS_peak_2328_lociStitched	chr12	9917133	9918455	1	1323	3028.9664	353.8994	576	1
2_MACS_peak_9887_lociStitched	chr7	28191179	28195314	2	2154	3353.0715	685.583	577	1
1_MACS_peak_3666_lociStitched	chr15	85277880	85280433	1	2554	3248.6925	581.3181	578	1
2_MACS_peak_1939_lociStitched	chr11	60673682	60678573	2	2698	3986.165	1319.5918	579	1
1_MACS_peak_4759_lociStitched	chr18	46885661	46887624	1	1964	3024.983	358.4438	580	1
3_MACS_peak_3168_lociStitched	chr14	69259537	69263636	3	3565	3137.3746	472.2048	581	1
1_MACS_peak_6899_lociStitched	chr22	48090374	48091973	1	1600	3093.9051	435.8874	582	1
1_MACS_peak_7373_lociStitched	chr3	121310729	121313158	1	2430	3450.1516	793.3114	583	1
2_MACS_peak_8845_lociStitched	chr5	131436011	131440423	2	2932	4255.374	1599.35	584	1
1_MACS_peak_10476_lociStitched	chr8	11388036	11389567	1	1532	2957.4327	302.0663	585	1
1_MACS_peak_6320_lociStitched	chr20	32446000	32447924	1	1925	3292.3488	644.1552	586	1
2_MACS_peak_8557_lociStitched	chr5	55960645	55966655	2	2800	3848.804	1203.803	587	1
1_MACS_peak_8449_lociStitched	chr5	19269754	19271452	1	1699	3043.665	399.3696	588	1
2_MACS_peak_5674_lociStitched	chr2	109829854	109835535	2	3098	4205.0762	1561.1388	589	1
2_MACS_peak_4894_lociStitched	chr19	2255274	2261077	2	4748	4726.5435	2083.277	590	1
1_MACS_peak_1273_lociStitched	chr10	22970737	22973160	1	2424	3303.7605	663.4174	591	1
1_MACS_peak_1054_lociStitched	chr1	228717695	228719395	1	1701	3108.45	468.52	592	1
2_MACS_peak_3949_lociStitched	chr16	50717551	50720183	2	2374	3359.748	720.1152	593	1
1_MACS_peak_2761_lociStitched	chr12	104321603	104323781	1	2179	3106.0458	470.448	594	1
2_MACS_peak_10924_lociStitched	chr8	141601433	141607668	2	1944	3564.5495	930.262	595	1
2_MACS_peak_10678_lociStitched	chr8	66858039	66864927	2	2538	3945.4464	1312.164	596	1
1_MACS_peak_2225_lociStitched	chr11	126057920	126059849	1	1930	3238.791	607.2492	597	1
1_MACS_peak_8682_lociStitched	chr5	88596939	88599733	1	2795	3215.6146	592.328	598	1
1_MACS_peak_1055_lociStitched	chr1	228731304	228732816	1	1513	3198.3336	575.9208	599	1
1_MACS_peak_1925_lociStitched	chr11	58983717	58985080	1	1364	2959.6182	338.5692	600	1
3_MACS_peak_2729_lociStitched	chr12	96894598	96901153	3	3193	3770.436	1151.7135	601	1
1_MACS_peak_8527_lociStitched	chr5	49961384	49964733	1	3350	3169.4936	551.2454	602	1
1_MACS_peak_4114_lociStitched	chr17	3460689	3462844	1	2156	3314.1745	699.082	603	1
2_MACS_peak_7789_lociStitched	chr4	12699292	12703844	2	2655	3480.004	868.0664	604	1
2_MACS_peak_6547_lociStitched	chr21	26829404	26832230	2	1850	2998.386	391.6836	605	1
2_MACS_peak_3520_lociStitched	chr15	58584825	58590448	2	3433	4020.445	1414.1845	606	1
2_MACS_peak_1908_lociStitched	chr11	48128296	48132308	2	2355	3472.7872	866.592	607	1
1_MACS_peak_6008_lociStitched	chr2	201335863	201337306	1	1444	2937.6594	335.6418	608	1
2_MACS_peak_10013_lociStitched	chr7	55636241	55642368	2	3168	3935.9848	1336.9114	609	1
1_MACS_peak_4776_lociStitched	chr18	51735841	51737182	1	1342	2922.4413	323.7174	610	1
1_MACS_peak_10272_lociStitched	chr7	121169916	121171562	1	1647	3347.6348	751.5636	611	1
1_MACS_peak_1955_lociStitched	chr11	62606606	62610179	1	3574	3824.5392	1234.4715	612	1
2_MACS_peak_6495_lociStitched	chr20	62359375	62362739	2	2287	3377.7924	787.8488	613	1
1_MACS_peak_7523_lociStitched	chr3	156876550	156879068	1	2519	3730.6688	1141.913	614	1
3_MACS_peak_5378_lociStitched	chr2	42350882	42356949	3	3257	3830.7038	1246.1618	615	1
2_MACS_peak_8032_lociStitched	chr4	86528285	86532272	2	2537	3274.5231	691.7445	616	1
3_MACS_peak_8563_lociStitched	chr5	56467543	56472659	3	3657	3613.9424	1031.8972	617	1
1_MACS_peak_2411_lociStitched	chr12	26308309	26310672	1	2364	3308.2	726.8588	618	1
1_MACS_peak_1151_lociStitched	chr10	705518	706894	1	1377	2816.672	235.5712	619	1
2_MACS_peak_6678_lociStitched	chr21	43944254	43948878	2	3045	4257.7792	1677.5872	620	1
2_MACS_peak_4350_lociStitched	chr17	46516735	46519793	2	2603	3501.1042	922.9044	621	1
2_MACS_peak_9354_lociStitched	chr6	45645100	45650419	2	2154	3847.7646	1272.3048	622	1
1_MACS_peak_1868_lociStitched	chr11	35061398	35062881	1	1484	2943.9033	377.2752	623	1
1_MACS_peak_3829_lociStitched	chr16	14499445	14500968	1	1524	2905.884	339.4767	624	1
2_MACS_peak_4358_lociStitched	chr17	46582838	46589300	2	2318	3813.8724	1248.4584	625	1
2_MACS_peak_488_lociStitched	chr1	145395042	145399913	2	4697	4312.7834	1748.2019	626	1
1_MACS_peak_10973_lociStitched	chr9	5763886	5765206	1	1321	2887.632	323.796	627	1
1_MACS_peak_3505_lociStitched	chr15	54874697	54876572	1	1876	3005.4375	445.6875	628	1
1_MACS_peak_10126_lociStitched	chr7	95496289	95497474	1	1186	2878.7205	320.3055	629	1
2_MACS_peak_6039_lociStitched	chr2	204663058	204669373	2	3335	3715.1145	1157.5395	630	1
2_MACS_peak_2619_lociStitched	chr12	68874559	68882281	2	3394	4300.3818	1746.7164	631	1
3_MACS_peak_4294_lociStitched	chr17	38019812	38024654	3	4130	3737.0556	1185.3216	632	1
4_MACS_peak_9703_lociStitched	chr6	143166166	143179121	4	2724	3864.4765	1313.637	633	1
1_MACS_peak_2621_lociStitched	chr12	69201000	69203291	1	2292	3267.6533	719.1449	634	1
1_MACS_peak_1535_lociStitched	chr10	91091724	91094501	1	2778	3206.0465	657.8713	635	1
2_MACS_peak_10401_lociStitched	chr7	150074895	150081411	2	5610	4621.1472	2074.6944	636	1
1_MACS_peak_2220_lociStitched	chr11	125383861	125385205	1	1345	2895.9168	351.0528	637	1
1_MACS_peak_8314_lociStitched	chr4	184643322	184645173	1	1852	2908.6614	363.9066	638	1
2_MACS_peak_1411_lociStitched	chr10	64216067	64220741	2	1754	3508.7718	964.7136	639	1
1_MACS_peak_1586_lociStitched	chr10	100099113	100100755	1	1643	3028.0122	484.0616	640	1
2_MACS_peak_8203_lociStitched	chr4	142896837	142899507	2	2091	3075.039	535.335	641	1
1_MACS_peak_8555_lociStitched	chr5	55884158	55885654	1	1497	3057.6744	518.2144	642	1
3_MACS_peak_4165_lociStitched	chr17	9916170	9925072	3	2741	4107.3828	1569.4226	643	1
3_MACS_peak_7973_lociStitched	chr4	77608841	77619253	3	3694	4977.9772	2440.5728	644	1
2_MACS_peak_2833_lociStitched	chr12	123371818	123377380	2	2467	3362.7852	827.6256	645	1
1_MACS_peak_3338_lociStitched	chr15	27868167	27870531	1	2365	2960.91	425.7564	646	1
1_MACS_peak_9286_lociStitched	chr6	32936108	32940534	1	4427	3802.8192	1268.049	647	1
2_MACS_peak_7691_lociStitched	chr3	191756192	191760569	2	2811	3922.6674	1390.5729	648	1
1_MACS_peak_733_lociStitched	chr1	177769142	177770584	1	1443	2977.1532	447.741	649	1
1_MACS_peak_10216_lociStitched	chr7	108055849	108057542	1	1694	3183.0093	653.6673	650	1
1_MACS_peak_914_lociStitched	chr1	206272488	206273878	1	1391	3015.188	490.809	651	1
2_MACS_peak_2000_lociStitched	chr11	67647617	67653399	2	3383	4171.713	1648.4482	652	1
1_MACS_peak_9031_lociStitched	chr5	173170458	173173561	1	3104	3441.227	919.7292	653	1
1_MACS_peak_4998_lociStitched	chr19	13956837	13958882	1	2046	3089.995	576.0765	654	1
1_MACS_peak_6794_lociStitched	chr22	33867987	33869560	1	1574	2821.962	310.9821	655	1
1_MACS_peak_768_lociStitched	chr1	182583573	182585938	1	2366	3227.5155	716.595	656	1
3_MACS_peak_9350_lociStitched	chr6	45388066	45394528	3	3268	3676.878	1166.391	657	1
2_MACS_peak_598_lociStitched	chr1	155435553	155442457	2	2857	4745.8096	2236.2056	658	1
2_MACS_peak_6366_lociStitched	chr20	42578246	42584895	2	2735	3942.857	1434.8542	659	1
1_MACS_peak_1462_lociStitched	chr10	74094339	74095838	1	1500	3075.1985	569.3202	660	1
1_MACS_peak_7561_lociStitched	chr3	169083403	169085511	1	2109	3493.3776	987.8088	661	1
1_MACS_peak_7348_lociStitched	chr3	114009529	114011066	1	1538	2982.7022	479.544	662	1
2_MACS_peak_5177_lociStitched	chr19	55580531	55583145	2	2380	3395.586	894.2494	663	1
1_MACS_peak_9844_lociStitched	chr7	20368700	20371611	1	2912	3245.4739	746.0893	664	1
1_MACS_peak_999_lociStitched	chr1	221927099	221928274	1	1176	2898.6075	400.5575	665	1
1_MACS_peak_2746_lociStitched	chr12	102137163	102138639	1	1477	2963.5128	465.5304	666	1
3_MACS_peak_3250_lociStitched	chr14	94437061	94445344	3	2723	3622.9842	1127.3163	667	1
1_MACS_peak_469_lociStitched	chr1	143999658	144001215	1	1558	3113.3772	619.5303	668	1
2_MACS_peak_466_lociStitched	chr1	143949895	143954368	2	2961	4391.5914	1900.1304	669	1
1_MACS_peak_10204_lociStitched	chr7	106407804	106409631	1	1828	3204.9234	714.5397	670	1
1_MACS_peak_167_lociStitched	chr1	33092669	33094422	1	1754	3034.2677	545.183	671	1
1_MACS_peak_3391_lociStitched	chr15	33308263	33309621	1	1359	2928.527	439.8562	672	1
1_MACS_peak_5820_lociStitched	chr2	150750745	150752113	1	1369	2867.1912	380.304	673	1
2_MACS_peak_7928_lociStitched	chr4	65170820	65174258	2	1762	3088.3554	601.9938	674	1
2_MACS_peak_4456_lociStitched	chr17	66230686	66234527	2	2588	3435.7745	955.6408	675	1
1_MACS_peak_3477_lociStitched	chr15	49763453	49764791	1	1339	2787.5892	311.6202	676	1
1_MACS_peak_7519_lociStitched	chr3	156805349	156808074	1	2726	3469.47	996.26	677	1
1_MACS_peak_48_lociStitched	chr1	11627239	11629585	1	2347	2971.209	501.3402	678	1
1_MACS_peak_9485_lociStitched	chr6	90066281	90068074	1	1794	2891.5711	421.7136	679	1
2_MACS_peak_3421_lociStitched	chr15	40387933	40391720	2	2500	3439.7321	970.6081	680	1
1_MACS_peak_1461_lociStitched	chr10	74079031	74081180	1	2150	3056.9525	590.3303	681	1
1_MACS_peak_4531_lociStitched	chr17	76149289	76152059	1	2771	3264.168	798.591	682	1
1_MACS_peak_6361_lociStitched	chr20	42309466	42311587	1	2122	3249.5841	787.7394	683	1
2_MACS_peak_8315_lociStitched	chr4	185186363	185190050	2	3342	3522.5598	1063.6995	684	1
2_MACS_peak_4666_lociStitched	chr18	20318484	20321967	2	2508	3103.353	644.7033	685	1
1_MACS_peak_5686_lociStitched	chr2	111127951	111130313	1	2363	3222.949	764.8156	686	1
2_MACS_peak_1952_lociStitched	chr11	62318825	62324913	2	3660	3992.5104	1535.3936	687	1
1_MACS_peak_7609_lociStitched	chr3	176777788	176779180	1	1393	2866.824	415.512	688	1
1_MACS_peak_3627_lociStitched	chr15	77479696	77480944	1	1249	2699.6736	249.8496	689	1
2_MACS_peak_833_lociStitched	chr1	193506078	193510548	2	3442	3700.713	1252.941	690	1
2_MACS_peak_1347_lociStitched	chr10	45914233	45917461	2	3229	3332.2644	885.4404	691	1
2_MACS_peak_11294_lociStitched	chr9	112904996	112911353	2	2934	3743.0016	1305.7278	692	1
1_MACS_peak_1528_lociStitched	chr10	90030394	90032426	1	2033	3069.7424	633.1712	693	1
2_MACS_peak_10523_lociStitched	chr8	24224375	24229424	2	1824	3406.0554	969.9129	694	1
2_MACS_peak_6471_lociStitched	chr20	56253294	56257225	2	3743	3465.5696	1031.1013	695	1
1_MACS_peak_3581_lociStitched	chr15	70327820	70329819	1	2000	2982.508	551.3242	696	1
2_MACS_peak_7594_lociStitched	chr3	173449866	173455777	2	2047	3628.7629	1202.2974	697	1
2_MACS_peak_8666_lociStitched	chr5	86412569	86418562	2	3189	3665.9181	1242.3489	698	1
1_MACS_peak_4604_lociStitched	chr18	3585539	3587743	1	2205	3096.3996	673.1016	699	1
1_MACS_peak_5493_lociStitched	chr2	65257987	65259801	1	1815	3017.2262	594.085	700	1
2_MACS_peak_10834_lociStitched	chr8	124553311	124559859	2	2192	3463.2372	1044.406	701	1
1_MACS_peak_3931_lociStitched	chr16	32333147	32335734	1	2588	3415.8748	997.5472	702	1
2_MACS_peak_3417_lociStitched	chr15	40225670	40232682	2	2537	3565.602	1148.5656	703	1
