REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	33_0EX9_0229Kronos_MM1S-No-Treatment-1_p300_hs_i49.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_5805_lociStitched	chr2	145943772	145944744	1	973	795.7764	276.63120000000004
1_MACS_peak_7252_lociStitched	chr3	86217338	86218310	1	973	1246.4928	232.79399999999998
1_MACS_peak_7325_lociStitched	chr3	111328805	111329777	1	973	919.3176	183.0276
1_MACS_peak_8901_lociStitched	chr5	140090271	140091243	1	973	675.6372	312.4008
1_MACS_peak_9400_lociStitched	chr6	56623104	56624076	1	973	736.9704	233.18280000000001
1_MACS_peak_10015_lociStitched	chr7	56165086	56166058	1	973	727.8336	79.50959999999999
1_MACS_peak_11251_lociStitched	chr9	102275769	102276741	1	973	1180.8828	118.6812
1_MACS_peak_960_lociStitched	chr1	212112899	212113870	1	972	1510.4876000000002	270.90900000000005
1_MACS_peak_1200_lociStitched	chr10	10562555	10563526	1	972	649.5019000000001	188.27689999999998
1_MACS_peak_2532_lociStitched	chr12	49454113	49455084	1	972	823.6021999999999	193.5203
1_MACS_peak_2566_lociStitched	chr12	55142906	55143877	1	972	616.8763	204.4926
1_MACS_peak_5168_lociStitched	chr19	54641250	54642221	1	972	777.0913	120.404
1_MACS_peak_7371_lociStitched	chr3	120277333	120278304	1	972	843.7019	191.96669999999997
1_MACS_peak_8102_lociStitched	chr4	109280190	109281161	1	972	1170.6376	277.1234
1_MACS_peak_9182_lociStitched	chr6	18586168	18587139	1	972	1220.2557	278.0944
1_MACS_peak_9433_lociStitched	chr6	74181227	74182198	1	972	929.7325000000001	244.4978
1_MACS_peak_9812_lociStitched	chr7	7999626	8000597	1	972	908.9531000000001	391.8956
1_MACS_peak_10526_lociStitched	chr8	24276243	24277214	1	972	794.8606	233.2342
1_MACS_peak_11683_lociStitched	chrX	153616703	153617674	1	972	545.6048999999999	68.1642
1_MACS_peak_38_lociStitched	chr1	9486167	9487137	1	971	860.099	203.02100000000002
1_MACS_peak_1353_lociStitched	chr10	46222101	46223071	1	971	698.982	298.178
1_MACS_peak_1945_lociStitched	chr11	60928391	60929361	1	971	868.635	240.075
1_MACS_peak_5183_lociStitched	chr19	55918933	55919903	1	971	762.1289999999999	197.88
1_MACS_peak_5612_lociStitched	chr2	97512978	97513948	1	971	970.9699999999999	130.465
1_MACS_peak_6099_lociStitched	chr2	219572510	219573480	1	971	911.315	251.521
1_MACS_peak_7754_lociStitched	chr4	4543404	4544374	1	971	805.488	172.56300000000002
1_MACS_peak_8439_lociStitched	chr5	15366449	15367419	1	971	913.255	206.70700000000002
1_MACS_peak_10064_lociStitched	chr7	74689426	74690396	1	971	704.6080000000001	194.388
1_MACS_peak_10065_lociStitched	chr7	74903711	74904681	1	971	710.2339999999999	172.466
1_MACS_peak_11259_lociStitched	chr9	102860971	102861941	1	971	666.293	265.295
1_MACS_peak_98_lociStitched	chr1	23945869	23946838	1	970	743.6106	231.6879
1_MACS_peak_235_lociStitched	chr1	46015896	46016865	1	970	697.2924	253.19969999999998
1_MACS_peak_422_lociStitched	chr1	114483055	114484024	1	970	919.2903	197.4822
1_MACS_peak_1701_lociStitched	chr10	129572882	129573851	1	970	685.1799	128.6832
1_MACS_peak_4083_lociStitched	chr16	89181405	89182374	1	970	675.5868	167.5401
1_MACS_peak_4219_lociStitched	chr17	25871279	25872248	1	970	825.2004000000001	99.6132
1_MACS_peak_4409_lociStitched	chr17	56582073	56583042	1	970	837.9912	309.01410000000004
1_MACS_peak_4556_lociStitched	chr17	78819819	78820788	1	970	1035.0858	291.9597
1_MACS_peak_4934_lociStitched	chr19	6674625	6675594	1	970	671.4200999999999	235.46699999999998
1_MACS_peak_4945_lociStitched	chr19	7474473	7475442	1	970	590.7993	193.7031
1_MACS_peak_6125_lociStitched	chr2	227737565	227738534	1	970	849.2316	274.4208
1_MACS_peak_6332_lociStitched	chr20	34685917	34686886	1	970	1241.3859	292.7349
1_MACS_peak_7442_lociStitched	chr3	136967925	136968894	1	970	860.8596	193.21859999999998
1_MACS_peak_7707_lociStitched	chr3	194868012	194868981	1	970	833.0493	220.93200000000002
1_MACS_peak_10105_lociStitched	chr7	90032347	90033316	1	970	881.9838	162.3075
1_MACS_peak_10162_lociStitched	chr7	101624815	101625784	1	970	775.9752	209.01330000000002
1_MACS_peak_10968_lociStitched	chr9	5450101	5451070	1	970	601.2645	205.81560000000002
1_MACS_peak_11458_lociStitched	chrX	9430833	9431802	1	970	1608.2493	95.93100000000001
1_MACS_peak_1870_lociStitched	chr11	35140148	35141116	1	969	883.4935999999999	336.7672
1_MACS_peak_1914_lociStitched	chr11	57260775	57261743	1	969	620.1007999999999	198.0528
1_MACS_peak_1987_lociStitched	chr11	65904824	65905792	1	969	1199.5456000000001	245.388
1_MACS_peak_2345_lociStitched	chr12	11960112	11961080	1	969	954.8352000000001	227.7704
1_MACS_peak_4805_lociStitched	chr18	56633209	56634177	1	969	686.4087999999999	131.5512
1_MACS_peak_5572_lociStitched	chr2	86290841	86291809	1	969	788.8231999999999	283.14
1_MACS_peak_5832_lociStitched	chr2	152627630	152628598	1	969	910.0168	254.77759999999998
1_MACS_peak_8829_lociStitched	chr5	128712884	128713852	1	969	621.2624000000001	161.656
1_MACS_peak_9416_lociStitched	chr6	64345467	64346435	1	969	706.9304	177.628
1_MACS_peak_9644_lociStitched	chr6	134609612	134610580	1	969	1503.6912	168.72240000000002
1_MACS_peak_9670_lociStitched	chr6	138028944	138029912	1	969	875.9432	188.6632
1_MACS_peak_9840_lociStitched	chr7	20239741	20240709	1	969	1052.4096	140.7472
1_MACS_peak_10514_lociStitched	chr8	22300920	22301888	1	969	777.5944000000001	211.992
1_MACS_peak_11651_lociStitched	chrX	128893425	128894393	1	969	728.3231999999999	182.5648
1_MACS_peak_668_lociStitched	chr1	161775180	161776147	1	968	1017.8642	286.5221
1_MACS_peak_2221_lociStitched	chr11	125495182	125496149	1	968	645.2791	228.8889
1_MACS_peak_2396_lociStitched	chr12	24858327	24859294	1	968	1146.5719	165.6471
1_MACS_peak_2436_lociStitched	chr12	29256035	29257002	1	968	956.0729	232.2734
1_MACS_peak_2894_lociStitched	chr13	33046106	33047073	1	968	881.5172	143.01930000000002
1_MACS_peak_3850_lociStitched	chr16	18801246	18802213	1	968	765.6705999999999	240.9764
1_MACS_peak_3933_lociStitched	chr16	33111102	33112069	1	968	589.7733	116.81360000000001
1_MACS_peak_4993_lociStitched	chr19	13052769	13053736	1	968	695.0796	178.2181
1_MACS_peak_6208_lociStitched	chr20	7750925	7751892	1	968	2512.6528	156.2672
1_MACS_peak_7529_lociStitched	chr3	158288455	158289422	1	968	614.4318	166.13060000000002
1_MACS_peak_7847_lociStitched	chr4	37684215	37685182	1	968	815.9546	259.0593
1_MACS_peak_8158_lociStitched	chr4	124981292	124982259	1	968	782.9798999999999	201.81289999999998
1_MACS_peak_9904_lociStitched	chr7	31014048	31015015	1	968	1461.0403	240.5896
1_MACS_peak_10527_lociStitched	chr8	24425329	24426296	1	968	871.7505	172.7062
1_MACS_peak_10954_lociStitched	chr9	2241694	2242661	1	968	694.4027	167.0976
1_MACS_peak_11216_lociStitched	chr9	95527220	95528187	1	968	802.4166	268.9227
1_MACS_peak_29_lociStitched	chr1	8703348	8704314	1	967	814.7244000000001	133.30800000000002
1_MACS_peak_63_lociStitched	chr1	14507301	14508267	1	967	1065.4014	241.30679999999998
1_MACS_peak_4319_lociStitched	chr17	40215504	40216470	1	967	661.71	164.4132
1_MACS_peak_5749_lociStitched	chr2	120516887	120517853	1	967	548.5913999999999	247.296
1_MACS_peak_8397_lociStitched	chr5	4015559	4016525	1	967	786.7104	243.14219999999997
1_MACS_peak_9197_lociStitched	chr6	24359838	24360804	1	967	737.2512	183.2502
1_MACS_peak_9745_lociStitched	chr6	159074301	159075267	1	967	1138.0446	140.8428
1_MACS_peak_10412_lociStitched	chr7	152133476	152134442	1	967	733.0008	130.12019999999998
1_MACS_peak_10541_lociStitched	chr8	27278899	27279865	1	967	792.603	349.0158
1_MACS_peak_10566_lociStitched	chr8	30488144	30489110	1	967	1018.9368	135.5298
1_MACS_peak_11219_lociStitched	chr9	95826334	95827300	1	967	886.8846	277.6284
1_MACS_peak_1681_lociStitched	chr10	125795293	125796258	1	966	937.6905	343.733
1_MACS_peak_1927_lociStitched	chr11	59135879	59136844	1	966	734.558	232.4685
1_MACS_peak_2741_lociStitched	chr12	101381500	101382465	1	966	1823.078	371.42850000000004
1_MACS_peak_2828_lociStitched	chr12	121566667	121567632	1	966	773.158	226.67849999999999
1_MACS_peak_5166_lociStitched	chr19	51307793	51308758	1	966	774.509	214.809
1_MACS_peak_6109_lociStitched	chr2	223653785	223654750	1	966	948.595	321.152
1_MACS_peak_6957_lociStitched	chr3	9209633	9210598	1	966	1254.886	224.9415
1_MACS_peak_7638_lociStitched	chr3	181617128	181618093	1	966	1280.2655	358.78700000000003
1_MACS_peak_8247_lociStitched	chr4	156829393	156830358	1	966	637.672	257.462
1_MACS_peak_33_lociStitched	chr1	8907674	8908638	1	965	831.932	143.154
1_MACS_peak_3078_lociStitched	chr14	19933648	19934612	1	965	424.54560000000004	122.04239999999999
1_MACS_peak_6176_lociStitched	chr2	240691737	240692701	1	965	851.8868	115.4872
1_MACS_peak_6819_lociStitched	chr22	37310119	37311083	1	965	709.7932	157.7104
1_MACS_peak_7191_lociStitched	chr3	64181677	64182641	1	965	819.3036	195.5956
1_MACS_peak_9137_lociStitched	chr6	11714318	11715282	1	965	917.3424	180.3644
1_MACS_peak_738_lociStitched	chr1	178069301	178070264	1	964	1379.3048999999999	332.23499999999996
1_MACS_peak_1405_lociStitched	chr10	63697200	63698163	1	964	931.0284	269.35110000000003
1_MACS_peak_2397_lociStitched	chr12	25103092	25104055	1	964	857.1663	293.3298
1_MACS_peak_9387_lociStitched	chr6	52859824	52860787	1	964	765.0072	306.52290000000005
1_MACS_peak_11168_lociStitched	chr9	87324247	87325210	1	964	1071.0486	196.7409
1_MACS_peak_11190_lociStitched	chr9	92168204	92169167	1	964	918.7982999999999	295.641
1_MACS_peak_11632_lociStitched	chrX	109026147	109027110	1	964	651.5658	127.9827
1_MACS_peak_41_lociStitched	chr1	9847321	9848283	1	963	783.068	275.132
1_MACS_peak_1110_lociStitched	chr1	239817963	239818925	1	963	1445.7898	358.5374
1_MACS_peak_1364_lociStitched	chr10	50260942	50261904	1	963	837.8058	111.3034
1_MACS_peak_1583_lociStitched	chr10	99893973	99894935	1	963	643.097	235.59380000000002
1_MACS_peak_2080_lociStitched	chr11	87070114	87071076	1	963	818.0848000000001	333.42920000000004
1_MACS_peak_2807_lociStitched	chr12	112432053	112433015	1	963	808.7534	193.1696
1_MACS_peak_3588_lociStitched	chr15	70751990	70752952	1	963	826.4542	227.994
1_MACS_peak_3636_lociStitched	chr15	78246013	78246975	1	963	945.9345999999999	253.77559999999997
1_MACS_peak_3840_lociStitched	chr16	17375904	17376866	1	963	742.183	174.12199999999999
1_MACS_peak_4012_lociStitched	chr16	69599184	69600146	1	963	623.4722	190.476
1_MACS_peak_5071_lociStitched	chr19	36248359	36249321	1	963	541.2212	197.8834
1_MACS_peak_11502_lociStitched	chrX	19584277	19585239	1	963	717.7482	185.28119999999998
1_MACS_peak_1173_lociStitched	chr10	4163431	4164392	1	962	838.6647	225.35449999999997
1_MACS_peak_2531_lociStitched	chr12	49137739	49138700	1	962	803.1077	243.80569999999997
1_MACS_peak_3027_lociStitched	chr13	103046401	103047362	1	962	574.1014	229.679
1_MACS_peak_3163_lociStitched	chr14	67954797	67955758	1	962	613.8868	136.0776
1_MACS_peak_5514_lociStitched	chr2	68668309	68669270	1	962	985.5055000000001	212.0927
1_MACS_peak_6374_lociStitched	chr20	43150204	43151165	1	962	730.5522	193.5454
1_MACS_peak_6894_lociStitched	chr22	47009802	47010763	1	962	618.4035	180.09140000000002
1_MACS_peak_7545_lociStitched	chr3	161581289	161582250	1	962	701.1456000000001	245.5355
1_MACS_peak_9339_lociStitched	chr6	43738854	43739815	1	962	539.3132	166.1569
1_MACS_peak_32_lociStitched	chr1	8889318	8890278	1	961	1159.392	307.2
1_MACS_peak_2580_lociStitched	chr12	57881344	57882304	1	961	643.776	222.816
1_MACS_peak_3723_lociStitched	chr15	94772625	94773585	1	961	894.6239999999999	171.35999999999999
1_MACS_peak_4919_lociStitched	chr19	4831315	4832275	1	961	717.5039999999999	207.93599999999998
1_MACS_peak_6343_lociStitched	chr20	36155958	36156918	1	961	748.992	227.616
1_MACS_peak_6784_lociStitched	chr22	30838070	30839030	1	961	783.168	229.152
1_MACS_peak_7198_lociStitched	chr3	67050151	67051111	1	961	1116.672	295.68
1_MACS_peak_7769_lociStitched	chr4	8962609	8963569	1	961	721.4399999999999	190.464
1_MACS_peak_7957_lociStitched	chr4	75625236	75626196	1	961	629.472	251.90400000000002
1_MACS_peak_9292_lociStitched	chr6	33557535	33558495	1	961	539.5200000000001	236.832
1_MACS_peak_132_lociStitched	chr1	28498833	28499792	1	960	1115.4129	192.85490000000001
1_MACS_peak_1355_lociStitched	chr10	46913491	46914450	1	960	532.1491	160.63250000000002
1_MACS_peak_2610_lociStitched	chr12	68092315	68093274	1	960	1148.0189	248.57279999999997
1_MACS_peak_3628_lociStitched	chr15	77535844	77536803	1	960	1028.7193	299.7834
1_MACS_peak_3879_lociStitched	chr16	24025297	24026256	1	960	934.5455000000001	306.4005
1_MACS_peak_4101_lociStitched	chr17	1932946	1933905	1	960	672.8344	186.4296
1_MACS_peak_5982_lociStitched	chr2	197024583	197025542	1	960	1002.4427	245.40810000000002
1_MACS_peak_7058_lociStitched	chr3	33278586	33279545	1	960	800.9568	140.7812
1_MACS_peak_9127_lociStitched	chr6	10404477	10405436	1	960	1244.6861000000001	160.7284
1_MACS_peak_10792_lociStitched	chr8	107511950	107512909	1	960	540.7801	173.4831
1_MACS_peak_10884_lociStitched	chr8	132404309	132405268	1	960	645.9824	172.1405
1_MACS_peak_108_lociStitched	chr1	25291162	25292120	1	959	887.9702	236.147
1_MACS_peak_249_lociStitched	chr1	51669098	51670056	1	959	901.6696000000001	166.1172
1_MACS_peak_1120_lociStitched	chr1	243634727	243635685	1	959	1055.2369999999999	238.063
1_MACS_peak_1359_lociStitched	chr10	48132693	48133651	1	959	1079.666	119.46260000000001
1_MACS_peak_2726_lociStitched	chr12	96588969	96589927	1	959	1170.2928	98.8656
1_MACS_peak_5179_lociStitched	chr19	55764890	55765848	1	959	808.1688	329.36039999999997
1_MACS_peak_5473_lociStitched	chr2	63815212	63816170	1	959	763.6218	256.4566
1_MACS_peak_6254_lociStitched	chr20	17829013	17829971	1	959	1090.8746	268.8148
1_MACS_peak_6721_lociStitched	chr22	17784469	17785427	1	959	1015.6716	197.6354
1_MACS_peak_8363_lociStitched	chr4	187773941	187774899	1	959	931.4634000000001	129.0426
1_MACS_peak_9495_lociStitched	chr6	91120825	91121783	1	959	707.0998	314.7988
1_MACS_peak_2256_lociStitched	chr11	130522265	130523222	1	958	1110.7899	205.37220000000002
1_MACS_peak_3108_lociStitched	chr14	38064745	38065702	1	958	679.1829	85.93860000000001
1_MACS_peak_5963_lociStitched	chr2	192058408	192059365	1	958	1042.5557999999999	153.2157
1_MACS_peak_7428_lociStitched	chr3	132856654	132857611	1	958	822.1587	193.1226
1_MACS_peak_7987_lociStitched	chr4	78838473	78839430	1	958	1447.2711	330.0693
1_MACS_peak_9883_lociStitched	chr7	26438347	26439304	1	958	730.9566	193.40970000000002
1_MACS_peak_10090_lociStitched	chr7	82307278	82308235	1	958	661.4784000000001	205.85070000000002
1_MACS_peak_11047_lociStitched	chr9	35897505	35898462	1	958	770.4807000000001	269.2041
1_MACS_peak_27_lociStitched	chr1	8487335	8488291	1	957	831.72	301.8092
1_MACS_peak_1026_lociStitched	chr1	226216324	226217280	1	957	982.4812000000001	240.3384
1_MACS_peak_1294_lociStitched	chr10	30315828	30316784	1	957	866.7095999999999	176.85999999999999
1_MACS_peak_1399_lociStitched	chr10	62332846	62333802	1	957	1183.05	174.47
1_MACS_peak_1563_lociStitched	chr10	95461866	95462822	1	957	828.852	306.30240000000003
1_MACS_peak_2561_lociStitched	chr12	53894788	53895744	1	957	827.9916	315.48
1_MACS_peak_3075_lociStitched	chr14	19068034	19068990	1	957	975.598	176.6688
1_MACS_peak_3178_lociStitched	chr14	72917794	72918750	1	957	812.0264000000001	109.84440000000001
1_MACS_peak_3655_lociStitched	chr15	82152009	82152965	1	957	852.1784	196.26680000000002
1_MACS_peak_4369_lociStitched	chr17	47816727	47817683	1	957	825.8884	222.0788
1_MACS_peak_5146_lociStitched	chr19	48762842	48763798	1	957	737.3628	296.4556
1_MACS_peak_5282_lociStitched	chr2	20624212	20625168	1	957	1086.3984	190.14839999999998
1_MACS_peak_6477_lociStitched	chr20	57579480	57580436	1	957	1693.554	252.76640000000003
1_MACS_peak_8959_lociStitched	chr5	154133862	154134818	1	957	908.1999999999999	172.36679999999998
1_MACS_peak_9426_lociStitched	chr6	72097604	72098560	1	957	905.7144000000001	121.412
1_MACS_peak_9621_lociStitched	chr6	129972121	129973077	1	957	948.83	183.26520000000002
1_MACS_peak_10592_lociStitched	chr8	37962630	37963586	1	957	806.7683999999999	308.11879999999996
1_MACS_peak_10713_lociStitched	chr8	79356904	79357860	1	957	692.3352	260.79679999999996
1_MACS_peak_1690_lociStitched	chr10	125978513	125979468	1	956	761.708	185.9385
1_MACS_peak_2076_lociStitched	chr11	85893897	85894852	1	956	1096.4354999999998	365.001
1_MACS_peak_7695_lociStitched	chr3	192616313	192617268	1	956	680.0554999999999	268.355
1_MACS_peak_8310_lociStitched	chr4	183730039	183730994	1	956	841.4505	79.1695
1_MACS_peak_8586_lociStitched	chr5	64330947	64331902	1	956	543.395	139.9075
1_MACS_peak_8684_lociStitched	chr5	88615941	88616896	1	956	739.552	231.10999999999999
1_MACS_peak_9564_lociStitched	chr6	109404620	109405575	1	956	638.7995000000001	113.645
1_MACS_peak_10447_lociStitched	chr8	2098463	2099418	1	956	677.859	159.485
1_MACS_peak_263_lociStitched	chr1	54873028	54873982	1	955	662.553	154.16639999999998
1_MACS_peak_875_lociStitched	chr1	202534747	202535701	1	955	774.9342	178.875
1_MACS_peak_970_lociStitched	chr1	212872171	212873125	1	955	619.8138	217.035
1_MACS_peak_1067_lociStitched	chr1	231376307	231377261	1	955	570.3012	317.1096
1_MACS_peak_1356_lociStitched	chr10	47295639	47296593	1	955	876.9168	127.6452
1_MACS_peak_5461_lociStitched	chr2	62002866	62003820	1	955	1255.5594	211.311
1_MACS_peak_6723_lociStitched	chr22	18188899	18189853	1	955	776.9376	223.713
1_MACS_peak_6770_lociStitched	chr22	28693253	28694207	1	955	1211.3892	200.62619999999998
1_MACS_peak_7327_lociStitched	chr3	111392798	111393752	1	955	910.4976	347.4468
1_MACS_peak_8249_lociStitched	chr4	159542626	159543580	1	955	1208.0502	173.24640000000002
1_MACS_peak_9683_lociStitched	chr6	139600622	139601576	1	955	1028.412	178.49339999999998
1_MACS_peak_9810_lociStitched	chr7	7959975	7960929	1	955	815.193	155.2158
1_MACS_peak_10077_lociStitched	chr7	77045133	77046087	1	955	500.4684	208.7352
1_MACS_peak_10593_lociStitched	chr8	37991867	37992821	1	955	549.3131999999999	176.6808
1_MACS_peak_11214_lociStitched	chr9	94668155	94669109	1	955	837.135	242.69760000000002
1_MACS_peak_1534_lociStitched	chr10	90923003	90923956	1	954	1145.0295	271.03319999999997
1_MACS_peak_2762_lociStitched	chr12	104457822	104458775	1	954	576.5649999999999	187.3598
1_MACS_peak_3061_lociStitched	chr13	114814190	114815143	1	954	834.9233	218.3323
1_MACS_peak_8608_lociStitched	chr5	69586187	69587140	1	954	421.8931	142.5688
1_MACS_peak_388_lociStitched	chr1	98329804	98330756	1	953	778.4504	153.4624
1_MACS_peak_1046_lociStitched	chr1	228278139	228279091	1	953	949.7152000000001	278.7456
1_MACS_peak_1089_lociStitched	chr1	235062262	235063214	1	953	718.284	233.33520000000001
1_MACS_peak_2077_lociStitched	chr11	85904042	85904994	1	953	696.1976	210.0112
1_MACS_peak_6429_lociStitched	chr20	51833240	51834192	1	953	697.2448	271.1296
1_MACS_peak_7797_lociStitched	chr4	13629110	13630062	1	953	797.1096	169.0752
1_MACS_peak_9596_lociStitched	chr6	119217254	119218206	1	953	853.468	204.9656
1_MACS_peak_10550_lociStitched	chr8	28861718	28862670	1	953	594.524	105.2912
1_MACS_peak_11620_lociStitched	chrX	101186712	101187664	1	953	812.9128	69.496
1_MACS_peak_3724_lociStitched	chr15	95827681	95828632	1	952	786.5721	225.9576
1_MACS_peak_4465_lociStitched	chr17	67385507	67386458	1	952	610.9223999999999	230.90279999999998
1_MACS_peak_5190_lociStitched	chr19	57794254	57795205	1	952	748.3419	262.7613
1_MACS_peak_5214_lociStitched	chr2	7084959	7085910	1	952	854.9490000000001	205.2258
1_MACS_peak_5410_lociStitched	chr2	47103194	47104145	1	952	829.7475000000001	205.5111
1_MACS_peak_7082_lociStitched	chr3	42003321	42004272	1	952	648.6771	288.91380000000004
1_MACS_peak_8686_lociStitched	chr5	88649362	88650313	1	952	777.918	254.1072
1_MACS_peak_9294_lociStitched	chr6	34150210	34151161	1	952	755.4744	293.1933
1_MACS_peak_11103_lociStitched	chr9	69381197	69382148	1	952	610.0664999999999	179.9292
1_MACS_peak_20_lociStitched	chr1	2486975	2487925	1	951	592.61	178.6
1_MACS_peak_504_lociStitched	chr1	147070982	147071932	1	951	575.13	160.645
1_MACS_peak_1069_lociStitched	chr1	232054213	232055163	1	951	765.415	278.16
1_MACS_peak_1360_lociStitched	chr10	48841585	48842535	1	951	465.785	227.335
1_MACS_peak_2288_lociStitched	chr12	4251698	4252648	1	951	973.7499999999999	359.1
1_MACS_peak_2918_lociStitched	chr13	47241776	47242726	1	951	695.305	209.0
1_MACS_peak_3982_lociStitched	chr16	61228117	61229067	1	951	720.5749999999999	93.66999999999999
1_MACS_peak_3991_lociStitched	chr16	66864171	66865121	1	951	584.9150000000001	123.215
1_MACS_peak_7577_lociStitched	chr3	170038983	170039933	1	951	721.715	148.675
1_MACS_peak_9367_lociStitched	chr6	49430566	49431516	1	951	911.335	259.72999999999996
1_MACS_peak_507_lociStitched	chr1	147532660	147533609	1	950	509.7079	203.4656
1_MACS_peak_799_lociStitched	chr1	186163195	186164144	1	950	1204.0911999999998	294.6645
1_MACS_peak_1180_lociStitched	chr10	5945857	5946806	1	950	1228.2907	210.86780000000002
1_MACS_peak_3498_lociStitched	chr15	52860638	52861587	1	950	601.5711	129.7283
1_MACS_peak_3887_lociStitched	chr16	27413048	27413997	1	950	719.4369	212.0066
1_MACS_peak_4553_lociStitched	chr17	78427881	78428830	1	950	657.2774	233.6438
1_MACS_peak_5088_lociStitched	chr19	40447350	40448299	1	950	701.2161	188.1867
1_MACS_peak_7017_lociStitched	chr3	23870699	23871648	1	950	1135.2886999999998	185.3397
1_MACS_peak_8171_lociStitched	chr4	130013934	130014883	1	950	877.7301000000001	259.6464
1_MACS_peak_8539_lociStitched	chr5	54716588	54717537	1	950	642.5679	166.9291
1_MACS_peak_8624_lociStitched	chr5	75394877	75395826	1	950	794.1232	298.4605
1_MACS_peak_9155_lociStitched	chr6	13383436	13384385	1	950	756.4479	258.12800000000004
1_MACS_peak_11489_lociStitched	chrX	13760694	13761643	1	950	863.9696	146.6205
1_MACS_peak_555_lociStitched	chr1	151431821	151432769	1	949	807.1272	276.1524
1_MACS_peak_1449_lociStitched	chr10	72615958	72616906	1	949	715.5504000000001	256.5288
1_MACS_peak_3925_lociStitched	chr16	31276380	31277328	1	949	1102.3344	160.0224
1_MACS_peak_3985_lociStitched	chr16	63652645	63653593	1	949	643.7868000000001	176.9916
1_MACS_peak_4824_lociStitched	chr18	60765411	60766359	1	949	772.7148000000001	269.70599999999996
1_MACS_peak_8806_lociStitched	chr5	123789097	123790045	1	949	985.4460000000001	345.072
1_MACS_peak_11304_lociStitched	chr9	114774327	114775275	1	949	970.9416	228.94199999999998
1_MACS_peak_58_lociStitched	chr1	14247456	14248403	1	948	948.7046	241.485
1_MACS_peak_685_lociStitched	chr1	165866262	165867209	1	948	720.667	326.1468
1_MACS_peak_1008_lociStitched	chr1	223363254	223364201	1	948	657.9756	205.12019999999998
1_MACS_peak_1321_lociStitched	chr10	37989712	37990659	1	948	675.7792000000001	142.33409999999998
1_MACS_peak_2595_lociStitched	chr12	64057924	64058871	1	948	769.1534	192.3357
1_MACS_peak_2709_lociStitched	chr12	93792691	93793638	1	948	893.4945	291.39189999999996
1_MACS_peak_3209_lociStitched	chr14	81951296	81952243	1	948	728.8112	156.91789999999997
1_MACS_peak_4448_lociStitched	chr17	64242249	64243196	1	948	1207.8038000000001	221.4086
1_MACS_peak_4855_lociStitched	chr18	72264398	72265345	1	948	693.6775	145.5539
1_MACS_peak_5826_lociStitched	chr2	151561921	151562868	1	948	799.4574	150.47830000000002
1_MACS_peak_11024_lociStitched	chr9	30075265	30076212	1	948	1041.8894	231.54149999999998
1_MACS_peak_927_lociStitched	chr1	206939349	206940295	1	947	887.5372	230.2564
1_MACS_peak_1386_lociStitched	chr10	56560438	56561384	1	947	588.6958	134.7104
1_MACS_peak_1627_lociStitched	chr10	108414976	108415922	1	947	585.6686	174.34779999999998
1_MACS_peak_2348_lociStitched	chr12	12133750	12134696	1	947	1056.7766	151.36
1_MACS_peak_3516_lociStitched	chr15	56900050	56900996	1	947	804.8568	211.80939999999998
1_MACS_peak_5441_lociStitched	chr2	55588585	55589531	1	947	737.88	198.4708
1_MACS_peak_6731_lociStitched	chr22	19466562	19467508	1	947	621.1436	265.7314
1_MACS_peak_7001_lociStitched	chr3	17783393	17784339	1	947	618.1164	211.431
1_MACS_peak_7647_lociStitched	chr3	182643152	182644098	1	947	935.8778	433.64639999999997
1_MACS_peak_8789_lociStitched	chr5	118873106	118874052	1	947	1355.8072	280.6782
1_MACS_peak_9491_lociStitched	chr6	90928076	90929022	1	947	881.5773999999999	247.5682
1_MACS_peak_10487_lociStitched	chr8	13428795	13429741	1	947	1176.7294	238.48659999999998
1_MACS_peak_10970_lociStitched	chr9	5593646	5594592	1	947	1088.1838	335.2624
1_MACS_peak_11242_lociStitched	chr9	101017713	101018659	1	947	697.8642	180.213
1_MACS_peak_11264_lociStitched	chr9	107537342	107538288	1	947	1027.7344	120.04740000000001
1_MACS_peak_2128_lociStitched	chr11	108491857	108492802	1	946	989.6984999999999	182.385
1_MACS_peak_4003_lociStitched	chr16	68390079	68391024	1	946	1557.0765	258.741
1_MACS_peak_4645_lociStitched	chr18	11637219	11638164	1	946	873.1800000000001	217.917
1_MACS_peak_5549_lociStitched	chr2	79204550	79205495	1	946	878.3774999999999	154.41299999999998
1_MACS_peak_5641_lociStitched	chr2	101840027	101840972	1	946	1223.586	313.551
1_MACS_peak_7022_lociStitched	chr3	25831095	25832040	1	946	731.0519999999999	249.7635
1_MACS_peak_7214_lociStitched	chr3	70820580	70821525	1	946	1057.1715	118.0305
1_MACS_peak_8615_lociStitched	chr5	71761222	71762167	1	946	810.3375000000001	170.0055
1_MACS_peak_8647_lociStitched	chr5	79695081	79696026	1	946	740.5965	235.11599999999999
1_MACS_peak_10115_lociStitched	chr7	92366828	92367773	1	946	959.3640000000001	210.0735
1_MACS_peak_11363_lociStitched	chr9	128094551	128095496	1	946	1247.967	238.707
1_MACS_peak_498_lociStitched	chr1	146081814	146082758	1	945	400.82239999999996	116.3952
1_MACS_peak_1092_lociStitched	chr1	235140391	235141335	1	945	806.7424	238.73760000000001
1_MACS_peak_2039_lociStitched	chr11	75735804	75736748	1	945	1048.1232	216.2704
