REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_6652_lociStitched	chr21	41304039	41308187	2	3479	4991.2884	1640.9488	345			PCP4	PCP4	NONE	345	1
1_MACS_peak_9072_lociStitched	chr6	304150	307201	1	3052	4756.509	1409.8671	346	DUSP22		DUSP22	DUSP22	0.21610000000000007	346	1
1_MACS_peak_2787_lociStitched	chr12	109010321	109012340	1	2020	3976.6224	630.1299	347		TMEM119,SELPLG	SELPLG	SELPLG	0.4574	347	1
2_MACS_peak_6657_lociStitched	chr21	41385074	41389369	2	4094	5074.972	1734.321	348	DSCAM		PCP4	PCP4	NONE	348	1
1_MACS_peak_8135_lociStitched	chr4	121669762	121671820	1	2059	4042.941	704.0418	349	PRDM5		PRDM5	PRDM5	0.03539999999999999	349	1
1_MACS_peak_1091_lociStitched	chr1	235113788	235115320	1	1533	3951.9472	620.7664	350			SNORA14B	SNORA14B	0.07140000000000002	350	1
2_MACS_peak_5375_lociStitched	chr2	42328680	42333864	2	3486	4582.1376	1252.4544	351			PKDCC	PKDCC	NONE	351	1
2_MACS_peak_3822_lociStitched	chr16	12057547	12064757	2	4368	5408.942	2082.248	352	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	0.30249999999999994	352	1
2_MACS_peak_9951_lociStitched	chr7	44672491	44679409	2	3446	5331.0108	2004.8364	353	OGDH		OGDH	OGDH	0.05050000000000002	353	1
2_MACS_peak_6802_lociStitched	chr22	35704209	35707766	2	3129	4190.5017	871.1093	354	TOM1	MIR3909	TOM1	TOM1	0.0897	354	1
2_MACS_peak_4766_lociStitched	chr18	48678177	48681113	2	2909	4079.572	762.1856	355		MEX3C	MEX3C	MEX3C	0.06609999999999999	355	1
1_MACS_peak_10482_lociStitched	chr8	12444356	12446457	1	2102	4415.4616	1101.9745	356			MIR3926-2	MIR3926-2	NONE	356	1
1_MACS_peak_8905_lociStitched	chr5	141243640	141245258	1	1619	3927.2096	614.5164	357	PCDH1	LOC729080	PCDH1	PCDH1	0.11209999999999998	357	1
1_MACS_peak_4845_lociStitched	chr18	69847781	69849288	1	1508	3645.1316	333.4991	358			CBLN2	CBLN2	NONE	358	1
1_MACS_peak_11364_lociStitched	chr9	128394000	128395737	1	1738	3862.7406	552.8871	359	MAPKAP1		MAPKAP1	MAPKAP1	0.024500000000000008	359	1
2_MACS_peak_708_lociStitched	chr1	171220173	171227204	2	3466	5071.4603	1764.781	360	FMO1		FMO1	FMO1	0.055999999999999994	360	1
2_MACS_peak_10404_lociStitched	chr7	150129922	150133548	2	3530	4499.866	1194.767	361	LOC285972	LOC728743,GIMAP8	LOC285972	LOC728743	0.16799999999999998	361	1
2_MACS_peak_2559_lociStitched	chr12	53863150	53869490	2	2585	4602.84	1297.798	362	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	PCBP2	0.1875	362	1
2_MACS_peak_11253_lociStitched	chr9	102581162	102584481	2	2660	3960.2308	656.1663	363	NR4A3	NR4A3	NR4A3	NR4A3	0.07619999999999999	363	1
2_MACS_peak_2703_lociStitched	chr12	92930849	92934291	2	2653	4219.2036	917.6372	364			CLLU1OS	NONE	NONE	364	1
3_MACS_peak_2258_lociStitched	chr11	130670848	130677452	3	3630	4417.4156	1116.7364	365			SNX19	SNX19	NONE	365	1
2_MACS_peak_6775_lociStitched	chr22	29214931	29219782	2	2644	4759.8012	1459.6659	366		CCDC117,XBP1	XBP1	XBP1	0.42850000000000005	366	1
2_MACS_peak_755_lociStitched	chr1	180817911	180822095	2	2450	4412.8648	1113.3624	367	XPR1		KIAA1614	KIAA1614	NONE	367	1
3_MACS_peak_7873_lociStitched	chr4	40303170	40310833	3	3880	5226.166	1931.076	368		CHRNA9	CHRNA9	CHRNA9	0.0059999999999999915	368	1
1_MACS_peak_6954_lociStitched	chr3	8699280	8701030	1	1751	3903.55	644.35	369		C3orf32	C3orf32	NONE	NONE	369	1
1_MACS_peak_10628_lociStitched	chr8	49861603	49862989	1	1387	3636.3096	378.1008	370		SNAI2	SNAI2	SNAI2	0.014000000000000012	370	1
1_MACS_peak_10400_lociStitched	chr7	150064161	150067137	1	2977	4367.28	1110.3456	371	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	0.33840000000000003	371	1
1_MACS_peak_3371_lociStitched	chr15	31547444	31550061	1	2618	3892.2641	638.548	372			KLF13	KLF13	NONE	372	1
2_MACS_peak_8969_lociStitched	chr5	156693123	156700310	2	2880	4540.7466	1289.3478	373	CYFIP2		CYFIP2	CYFIP2	0.017900000000000013	373	1
1_MACS_peak_839_lociStitched	chr1	195164155	195165534	1	1380	3641.5253	392.0497	374				NONE	NONE	374	1
4_MACS_peak_1735_lociStitched	chr11	2793556	2805236	4	4346	5386.816	2143.28	375	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	375	1
2_MACS_peak_7233_lociStitched	chr3	73497465	73501340	2	2321	4160.2	921.475	376	PDZRN3		PDZRN3	PDZRN3	0.010999999999999996	376	1
1_MACS_peak_4471_lociStitched	chr17	70417062	70419722	1	2661	3919.244	683.088	377	LOC100499467		LOC100499467	LOC100499467	0.028399999999999995	377	1
2_MACS_peak_6400_lociStitched	chr20	46386923	46391495	2	3559	4459.986	1233.5256	378	SULF2		SULF2	SULF2	0.017999999999999988	378	1
3_MACS_peak_1505_lociStitched	chr10	81946880	81956999	3	3546	5170.809	1944.8718	379	ANXA11		ANXA11	ANXA11	0.05150000000000002	379	1
2_MACS_peak_10310_lociStitched	chr7	130790775	130795491	2	4348	4847.1048	1621.3608	380	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.036599999999999994	380	1
2_MACS_peak_1082_lociStitched	chr1	234652482	234659922	2	3511	5702.016	2476.776	381		TARBP1	TARBP1	TARBP1	0.00739999999999999	381	1
2_MACS_peak_8330_lociStitched	chr4	185455433	185460337	2	3593	4461.6592	1238.7504	382			IRF2	IRF2	0.1331	382	1
1_MACS_peak_9675_lociStitched	chr6	138248120	138250037	1	1918	3735.4662	514.9062	383			TNFAIP3	TNFAIP3	NONE	383	1
2_MACS_peak_9975_lociStitched	chr7	47514464	47522100	2	3891	5228.3692	2014.3768	384	TNS3		TNS3	TNS3	0.006499999999999992	384	1
1_MACS_peak_10166_lociStitched	chr7	101948282	101950926	1	2645	3867.1144	659.1492	385	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.057099999999999984	385	1
1_MACS_peak_3280_lociStitched	chr14	106047616	106049580	1	1965	4208.2628	1003.2112	386			TMEM121	NONE	NONE	386	1
1_MACS_peak_7728_lociStitched	chr3	197438541	197440646	1	2106	4022.0235	819.0555	387	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.09840000000000002	387	1
2_MACS_peak_10911_lociStitched	chr8	137194177	137200901	2	2946	4767.316	1565.3472	388			KHDRBS3	KHDRBS3	NONE	388	1
2_MACS_peak_431_lociStitched	chr1	118172089	118177019	2	4919	4097.323	899.725	389		FAM46C	FAM46C	FAM46C	0.21770000000000003	389	1
2_MACS_peak_4256_lociStitched	chr17	34427647	34431941	2	3765	4442.143	1255.995	390	CCL4	CCL18,CCL3	CCL4	CCL3	0.7399000000000001	390	1
2_MACS_peak_11394_lociStitched	chr9	132650191	132657404	2	2831	4516.0593	1330.0772	391	FNBP1		USP20	USP20	NONE	391	1
2_MACS_peak_5569_lociStitched	chr2	86220673	86227245	2	2802	4773.9008	1595.0244	392		LOC90784	LOC90784	NONE	NONE	392	1
2_MACS_peak_3727_lociStitched	chr15	96407268	96413703	2	2085	4247.1	1072.071	393			LOC145820	LOC145820	NONE	393	1
2_MACS_peak_10148_lociStitched	chr7	99814672	99819776	2	2957	4509.384	1334.696	394	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	PVRIG	0.2682	394	1
2_MACS_peak_7654_lociStitched	chr3	183228898	183235015	2	3034	5197.0032	2027.1738	395	KLHL6		KLHL6	KLHL6	0.1461	395	1
1_MACS_peak_5296_lociStitched	chr2	25641388	25644764	1	3377	4216.624	1046.8976	396	DTNB		DNMT3A	DNMT3A	NONE	396	1
1_MACS_peak_6744_lociStitched	chr22	23235510	23240178	1	4669	4349.1756	1181.4708	397	IGLL5		IGLL5	IGLL5	0.36160000000000003	397	1
1_MACS_peak_5685_lociStitched	chr2	110756336	110758609	1	2274	3776.5895	614.6192	398			LOC100288570	LOC100288570	NONE	398	1
1_MACS_peak_2113_lociStitched	chr11	102187439	102188948	1	1510	3527.5893	365.6307	399	BIRC3	BIRC2	BIRC3	BIRC3	0.14459999999999998	399	1
1_MACS_peak_11352_lociStitched	chr9	126100750	126103298	1	2549	4123.6832	963.9084	400		CRB2	CRB2	NONE	NONE	400	1
1_MACS_peak_1635_lociStitched	chr10	112173631	112175751	1	2121	3737.984	589.572	401			DUSP5	DUSP5	0.1427	401	1
1_MACS_peak_2257_lociStitched	chr11	130635466	130637228	1	1763	3743.369	602.604	402			SNX19	SNX19	NONE	402	1
2_MACS_peak_9138_lociStitched	chr6	11727664	11733069	2	3933	4529.39	1391.247	403	C6orf105		C6orf105	C6orf105	0.06269999999999998	403	1
3_MACS_peak_8652_lociStitched	chr5	81146946	81151362	3	3643	4012.8192	882.3168	404			SSBP2	SSBP2	NONE	404	1
1_MACS_peak_968_lociStitched	chr1	212779913	212783186	1	3274	4269.6285	1142.9316	405	ATF3	FAM71A	ATF3	ATF3	0.0711	405	1
2_MACS_peak_10895_lociStitched	chr8	134510052	134514369	2	4164	4468.9584	1343.8821	406	ST3GAL1		ST3GAL1	ST3GAL1	0.04440000000000002	406	1
1_MACS_peak_4392_lociStitched	chr17	54863941	54865156	1	1216	3406.9815	282.0015	407		DGKE,C17orf67	C17orf67	C17orf67	0.07300000000000001	407	1
1_MACS_peak_1460_lociStitched	chr10	74056413	74058373	1	1961	3704.008	579.768	408		DDIT4	DDIT4	DDIT4	0.003599999999999992	408	1
2_MACS_peak_10556_lociStitched	chr8	29466701	29473271	2	2666	4345.398	1222.02	409			C8orf75	C8orf75	0.06190000000000001	409	1
1_MACS_peak_4162_lociStitched	chr17	9292068	9293288	1	1221	3326.208	204.106	410	STX8		STX8	STX8	0.01050000000000001	410	1
2_MACS_peak_6804_lociStitched	chr22	35767640	35773686	2	1946	4162.0664	1043.5396	411		MIR3909,HMOX1,MCM5	HMOX1	HMOX1	0.0436	411	1
1_MACS_peak_3748_lociStitched	chr15	101738932	101741207	1	2276	3760.575	646.7825	412	CHSY1		CHSY1	CHSY1	0.06340000000000001	412	1
3_MACS_peak_9042_lociStitched	chr5	175077558	175084217	3	3019	4568.074	1454.3256	413		HRH2	HRH2	HRH2	0.0363	413	1
1_MACS_peak_2158_lociStitched	chr11	115126747	115129314	1	2568	3794.7961	682.5653	414	CADM1		CADM1	CADM1	0.04440000000000001	414	1
2_MACS_peak_150_lociStitched	chr1	31215996	31221503	2	5010	4609.9097	1499.0054	415	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.20229999999999998	415	1
2_MACS_peak_825_lociStitched	chr1	192774815	192780413	2	4347	5035.401	1941.3864	416	RGS2		RGS2	RGS2	0.25930000000000003	416	1
3_MACS_peak_8835_lociStitched	chr5	130710804	130718204	3	4041	4600.58	1509.6	417	CDC42SE2		CDC42SE2	CDC42SE2	0.03309999999999999	417	1
3_MACS_peak_9543_lociStitched	chr6	108879332	108886987	3	4031	4602.186	1514.9245	418	FOXO3		FOXO3	FOXO3	0.184	418	1
1_MACS_peak_5480_lociStitched	chr2	64439809	64442563	1	2755	3777.9372	692.3556	419		LOC150992	LOC150992	LOC150992	0.07220000000000001	419	1
2_MACS_peak_2408_lociStitched	chr12	26266430	26271168	2	3343	4237.1934	1154.1768	420		BHLHE41	BHLHE41	BHLHE41	0.31870000000000004	420	1
3_MACS_peak_3365_lociStitched	chr15	31369147	31376123	3	2978	4303.4944	1224.9856	421	TRPM1	MIR211	MIR211	NONE	NONE	421	1
1_MACS_peak_11372_lociStitched	chr9	129766710	129768790	1	2081	3782.48	713.024	422	RALGPS1		RALGPS1	RALGPS1	0.019600000000000006	422	1
1_MACS_peak_6123_lociStitched	chr2	227636975	227638442	1	1468	3390.6771	324.7938	423	IRS1		IRS1	IRS1	0.06360000000000002	423	1
1_MACS_peak_10821_lociStitched	chr8	120920146	120922647	1	2502	3815.0254	756.8026	424	DEPDC6		DEPDC6	DEPDC6	0.06709999999999999	424	1
1_MACS_peak_9040_lociStitched	chr5	173699500	173701480	1	1981	3777.444	719.334	425			HMP19	HMP19	NONE	425	1
1_MACS_peak_1298_lociStitched	chr10	30817887	30819445	1	1559	3467.9522	413.0258	426			MAP3K8	MAP3K8	NONE	426	1
1_MACS_peak_4603_lociStitched	chr18	3525544	3527596	1	2053	3658.716	604.5192	427	DLGAP1		FLJ35776	FLJ35776	0.00849999999999998	427	1
1_MACS_peak_7608_lociStitched	chr3	176585338	176586943	1	1606	3772.2315	720.1635	428			TBL1XR1	TBL1XR1	0.06810000000000002	428	1
1_MACS_peak_8101_lociStitched	chr4	108956491	108958384	1	1894	3597.6465	552.3774	429		HADH	HADH	HADH	0.0832	429	1
3_MACS_peak_10337_lociStitched	chr7	137665727	137673384	3	3775	5379.8082	2335.385	430	CREB3L2		CREB3L2	CREB3L2	0.04600000000000001	430	1
1_MACS_peak_490_lociStitched	chr1	145453903	145456429	1	2527	4341.1836	1297.6062	431	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	POLR3GL	0.17	431	1
2_MACS_peak_7398_lociStitched	chr3	126629687	126633074	2	2473	3868.2927	837.2664	432	CHCHD6		PLXNA1	PLXNA1	NONE	432	1
1_MACS_peak_837_lociStitched	chr1	194258311	194259400	1	1090	3511.0449	486.4563	433				NONE	NONE	433	1
1_MACS_peak_9314_lociStitched	chr6	37122348	37124271	1	1924	3512.3595	489.2112	434		PIM1	PIM1	PIM1	0.13500000000000004	434	1
2_MACS_peak_7959_lociStitched	chr4	76024180	76028535	2	3449	4262.2385	1241.175	435			PARM1	PARM1	NONE	435	1
2_MACS_peak_6654_lociStitched	chr21	41325408	41332454	2	5644	5559.294	2541.4922	436			PCP4	PCP4	NONE	436	1
1_MACS_peak_3035_lociStitched	chr13	109814236	109815788	1	1553	3524.7472	510.1424	437	MYO16		MYO16	MYO16	0.0012999999999999956	437	1
3_MACS_peak_4352_lociStitched	chr17	46528482	46537051	3	3672	5301.6403	2290.4937	438		SKAP1	SKAP1	NONE	NONE	438	1
2_MACS_peak_6376_lociStitched	chr20	43270979	43276355	2	2900	4193.8176	1182.72	439	ADA	LOC79015	ADA	ADA	0.0907	439	1
3_MACS_peak_4964_lociStitched	chr19	10522655	10531117	3	3954	4653.2538	1642.4742	440		PDE4A,TYK2,MIR1181,CDC37	PDE4A	PDE4A	0.05260000000000001	440	1
2_MACS_peak_9536_lociStitched	chr6	106588626	106594177	2	3732	4353.6493	1345.0073	441		PRDM1	PRDM1	PRDM1	0.21380000000000002	441	1
1_MACS_peak_4007_lociStitched	chr16	68789748	68791868	1	2121	3657	648.508	442	CDH1		CDH1	CDH1	0.027400000000000008	442	1
2_MACS_peak_141_lociStitched	chr1	28925266	28928849	2	2230	3944.5247	939.1043	443		TRNAU1AP,RAB42,RNU11,SNORD99,SNORA61,SNORA44,SNORA16A,SNHG12,TAF12	RAB42	RAB42	0.1848	443	1
2_MACS_peak_1919_lociStitched	chr11	58344691	58347558	2	2721	3792.1809	795.8792	444	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	ZFP91-CNTF	LPXN	0.08360000000000001	444	1
1_MACS_peak_5696_lociStitched	chr2	111807149	111809063	1	1915	3450.3678	454.575	445	ACOXL		BCL2L11	BCL2L11	NONE	445	1
2_MACS_peak_5016_lociStitched	chr19	16545931	16550111	2	2699	3946.756	953.04	446	EPS15L1		EPS15L1	EPS15L1	0.07319999999999999	446	1
1_MACS_peak_5692_lociStitched	chr2	111505513	111506921	1	1409	3551.68	560.384	447	ACOXL		ACOXL	ACOXL	0.0358	447	1
2_MACS_peak_10448_lociStitched	chr8	2109755	2114661	2	2883	3770.7516	780.054	448			MYOM2	MYOM2	0.1312	448	1
1_MACS_peak_1060_lociStitched	chr1	230244840	230246704	1	1865	3684.5688	701.0504	449	GALNT2		GALNT2	GALNT2	0.0532	449	1
1_MACS_peak_10363_lociStitched	chr7	141257186	141259153	1	1968	3685.5679	702.6124	450	AGK		AGK	AGK	0.019700000000000023	450	1
1_MACS_peak_10194_lociStitched	chr7	105817638	105819079	1	1442	3538.2314	555.9378	451			SYPL1	SYPL1	NONE	451	1
2_MACS_peak_208_lociStitched	chr1	40850817	40855610	2	2692	3984.9002	1010.8437	452	SMAP2	SMAP2	SMAP2	SMAP2	0.0809	452	1
1_MACS_peak_876_lociStitched	chr1	202584118	202586010	1	1893	3855.896	882.4288	453	SYT2		SYT2	SYT2	0.0012000000000000066	453	1
2_MACS_peak_7710_lociStitched	chr3	195264434	195270552	2	2453	4766.5338	1796.8566	454	PPP1R2	APOD	PPP1R2	PPP1R2	0.09039999999999998	454	1
1_MACS_peak_1090_lociStitched	chr1	235098004	235099665	1	1662	3534.2758	566.2349	455			SNORA14B	SNORA14B	0.07140000000000002	455	1
1_MACS_peak_10373_lociStitched	chr7	142505981	142507759	1	1779	3664.8136	698.5762	456		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	NONE	NONE	456	1
2_MACS_peak_5498_lociStitched	chr2	65616967	65621931	2	2466	4058.07	1093.5692	457	SPRED2	SPRED2	SPRED2	SPRED2	0.0648	457	1
3_MACS_peak_1682_lociStitched	chr10	125823995	125832376	3	4048	4747.8365	1794.3721	458	CHST15		CHST15	CHST15	0.06940000000000002	458	1
1_MACS_peak_7679_lociStitched	chr3	186781129	186784953	1	3825	4518.056	1570.5168	459	ST6GAL1		ST6GAL1	ST6GAL1	0.05989999999999998	459	1
3_MACS_peak_4502_lociStitched	chr17	75079137	75086261	3	4341	4609.9404	1664.1664	460	C17orf86,SCARNA16		C17orf86	C17orf86	0.28469999999999995	460	1
2_MACS_peak_6333_lociStitched	chr20	34730309	34734458	2	2314	4008.7638	1068.3675	461	EPB41L1	EPB41L1	EPB41L1	EPB41L1	0.007700000000000012	461	1
2_MACS_peak_1187_lociStitched	chr10	6967792	6971241	2	3139	3896.6802	961.9261	462			LOC439949	LOC439949	NONE	462	1
2_MACS_peak_615_lociStitched	chr1	156195190	156199014	2	3169	4341.0048	1411.4384	463	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	PMF1	0.12080000000000002	463	1
3_MACS_peak_7160_lociStitched	chr3	52739392	52745255	3	3659	4337.4474	1411.8104	464	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.16159999999999997	464	1
2_MACS_peak_10855_lociStitched	chr8	126441667	126447627	2	2431	4419.34	1496.556	465	TRIB1		TRIB1	TRIB1	0.20370000000000002	465	1
1_MACS_peak_8069_lociStitched	chr4	101939415	101941708	1	2294	3305.3595	383.3896	466			PPP3CA	PPP3CA	NONE	466	1
1_MACS_peak_7365_lociStitched	chr3	119356615	119358723	1	2109	3612.6904	693.532	467		PLA1A,POPDC2,COX17	POPDC2	POPDC2	0.12539999999999998	467	1
1_MACS_peak_5077_lociStitched	chr19	38538379	38540473	1	2095	3649.6326	731.4342	468	SIPA1L3		SIPA1L3	SIPA1L3	0.007099999999999995	468	1
1_MACS_peak_1558_lociStitched	chr10	94869615	94871325	1	1711	3359.295	442.206	469		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.10709999999999997	469	1
2_MACS_peak_6693_lociStitched	chr21	45136043	45140336	2	3926	4054.3092	1143.6552	470	PDXK		PDXK	PDXK	0.05680000000000002	470	1
2_MACS_peak_1819_lociStitched	chr11	19453670	19457834	2	3254	4130.2716	1221.7176	471	NAV2		NAV2	NONE	NONE	471	1
3_MACS_peak_8677_lociStitched	chr5	88177040	88186117	3	3982	5028.658	2126.7411	472	MEF2C		MEF2C	MEF2C	0.06790000000000002	472	1
3_MACS_peak_2842_lociStitched	chr12	125398922	125406620	3	3225	4142.2938	1240.9176	473	UBC		UBC	UBC	0.18739999999999996	473	1
2_MACS_peak_3310_lociStitched	chr15	22460763	22466463	2	2757	4427.19	1526.46	474		OR4N3P	OR4N3P	OR4N3P	0.046499999999999986	474	1
2_MACS_peak_3277_lociStitched	chr14	106026076	106033925	2	3532	4377.3873	1484.2459	475		TMEM121	TMEM121	NONE	NONE	475	1
3_MACS_peak_4972_lociStitched	chr19	11199604	11207563	3	2813	4570.8537	1677.7572	476	LDLR		LDLR	LDLR	0.0695	476	1
2_MACS_peak_5365_lociStitched	chr2	38890465	38895206	2	2948	4150.7455	1267.2693	477	GALM		GALM	GALM	0.0542	477	1
3_MACS_peak_7043_lociStitched	chr3	30684148	30691700	3	2563	4262.3488	1378.9952	478	TGFBR2		TGFBR2	TGFBR2	0.0681	478	1
1_MACS_peak_6611_lociStitched	chr21	36259574	36262846	1	3273	3926.4	1045.404	479	RUNX1		RUNX1	RUNX1	0.04089999999999999	479	1
1_MACS_peak_646_lociStitched	chr1	160642829	160645921	1	3093	4360.6476	1486.0152	480		SLAMF1,CD48	SLAMF1	CD48	0.1295	480	1
2_MACS_peak_1415_lociStitched	chr10	64412500	64415689	2	2313	3531.8175	658.5285	481	ZNF365		ZNF365	ZNF365	0.0199	481	1
2_MACS_peak_10168_lociStitched	chr7	102064301	102067623	2	3319	4076.094	1209.8724	482	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	0.14559999999999998	482	1
3_MACS_peak_7571_lociStitched	chr3	169845873	169850743	3	3003	4094.696	1238.928	483	PHC3		PHC3	PHC3	0.056499999999999995	483	1
3_MACS_peak_7046_lociStitched	chr3	30696442	30703136	3	3552	4328.3404	1472.68	484	TGFBR2		TGFBR2	TGFBR2	0.0681	484	1
1_MACS_peak_6469_lociStitched	chr20	56192912	56196595	1	3684	3674.1608	824.6237	485	ZBP1		ZBP1	ZBP1	0.15640000000000004	485	1
1_MACS_peak_2276_lociStitched	chr12	1531441	1532937	1	1497	3294.6408	446.4064	486	ERC1		LOC100292680	LOC100292680	NONE	486	1
2_MACS_peak_4117_lociStitched	chr17	3814103	3820212	2	4449	4469.9553	1624.3831	487	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.10160000000000002	487	1
2_MACS_peak_9869_lociStitched	chr7	25002513	25006347	2	2160	3753.486	909.0414	488	OSBPL3		OSBPL3	OSBPL3	0.03359999999999999	488	1
1_MACS_peak_4335_lociStitched	chr17	43303236	43307089	1	3854	3931.6012	1090.0137	489	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.10270000000000001	489	1
1_MACS_peak_6906_lociStitched	chr22	48493071	48495106	1	2036	3282.455	441.188	490			MIR3201	MIR3201	NONE	490	1
1_MACS_peak_7827_lociStitched	chr4	23335115	23336645	1	1531	3313.827	472.923	491			PPARGC1A	PPARGC1A	NONE	491	1
1_MACS_peak_11367_lociStitched	chr9	129158739	129160100	1	1362	3229.1086	389.9265	492	FAM125B		FAM125B	FAM125B	0.029700000000000004	492	1
1_MACS_peak_5950_lociStitched	chr2	188732628	188734726	1	2099	3466.945	628.7706	493			TFPI	TFPI	0.013299999999999992	493	1
1_MACS_peak_7568_lociStitched	chr3	169762008	169763603	1	1596	3401.178	564.1515	494	GPR160		GPR160	GPR160	0.08589999999999998	494	1
2_MACS_peak_10016_lociStitched	chr7	63765130	63768210	2	2141	3537.38	700.7	495		ZNF736	ZNF736	ZNF736	0.019599999999999992	495	1
1_MACS_peak_6512_lociStitched	chr21	11167699	11172494	1	4796	5508.0165	2671.774	496			BAGE	BAGE	NONE	496	1
2_MACS_peak_2986_lociStitched	chr13	83793744	83796870	2	2368	3481.1136	646.1442	497			SLITRK1	SLITRK1	NONE	497	1
1_MACS_peak_10110_lociStitched	chr7	90560596	90562891	1	2296	3525.8085	692.4015	498	CDK14		CDK14	CDK14	0.01369999999999999	498	1
1_MACS_peak_6500_lociStitched	chr21	9651025	9654295	1	3271	4042.374	1213.17	499			MIR3648	MIR3648	NONE	499	1
1_MACS_peak_6324_lociStitched	chr20	33002249	33005171	1	2923	3539.7108	710.6304	500	ITCH	MIR644	MIR644	MIR644	0.013200000000000003	500	1
1_MACS_peak_8253_lociStitched	chr4	159998176	159999727	1	1552	3091.4532	265.9965	501		C4orf45	C4orf45	NONE	NONE	501	1
2_MACS_peak_10533_lociStitched	chr8	26429077	26434853	2	3207	4342.9744	1519.088	502	DPYSL2	DPYSL2	DPYSL2	DPYSL2	0.012999999999999998	502	1
2_MACS_peak_5241_lociStitched	chr2	10585158	10589391	2	3189	3708.9546	891.4698	503	ODC1,SNORA80B		SNORA80B	SNORA80B	0.29569999999999996	503	1
2_MACS_peak_8700_lociStitched	chr5	90675089	90679954	2	3829	4007.3005	1192.898	504	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.07230000000000002	504	1
2_MACS_peak_678_lociStitched	chr1	164685862	164691213	2	3523	4521.0599	1710.1796	505	PBX1		PBX1	PBX1	0.015699999999999992	505	1
2_MACS_peak_4522_lociStitched	chr17	75436424	75442175	2	2767	3853.17	1042.6563	506	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.020900000000000002	506	1
2_MACS_peak_11201_lociStitched	chr9	93861704	93864829	2	2991	3673.75	872.5	507		LOC100129316	LOC100129316	NONE	NONE	507	1
2_MACS_peak_6741_lociStitched	chr22	23204983	23208812	2	2479	3333.5274	534.1455	508		MIR650,IGLL5	IGLL5	IGLL5	0.36160000000000003	508	1
2_MACS_peak_8440_lociStitched	chr5	15441365	15447936	2	2201	4178.4989	1380.5671	509			FBXL7	FBXL7	NONE	509	1
2_MACS_peak_9853_lociStitched	chr7	22484017	22487997	2	3343	3784.184	987.04	510	MGC87042		MGC87042	MGC87042	0.0529	510	1
1_MACS_peak_5948_lociStitched	chr2	188450464	188451798	1	1335	3013.3726	216.9084	511		TFPI	TFPI	TFPI	0.013299999999999992	511	1
1_MACS_peak_4193_lociStitched	chr17	18964272	18968448	1	4177	3997.6848	1202.2704	512		GRAP	GRAP	GRAP	0.007900000000000018	512	1
1_MACS_peak_3293_lociStitched	chr15	20529452	20531976	1	2525	3559.5972	764.772	513			HERC2P3	HERC2P3	NONE	513	1
3_MACS_peak_8186_lociStitched	chr4	140128301	140135809	3	2934	4090.3584	1295.8808	514			C4orf49	C4orf49	NONE	514	1
1_MACS_peak_5708_lociStitched	chr2	112220605	112223011	1	2407	3349.8738	557.2296	515	LOC541471		LOC541471	LOC541471	0.04940000000000003	515	1
2_MACS_peak_5595_lociStitched	chr2	89051042	89055072	2	3199	4052.971	1260.584	516		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.015500000000000014	516	1
2_MACS_peak_10866_lociStitched	chr8	129279338	129286977	2	3298	4678.8875	1887.5969	517			MIR1208	MIR1208	NONE	517	1
2_MACS_peak_7566_lociStitched	chr3	169657739	169663944	2	2786	4723.8665	1934.0985	518	LOC100128164	SAMD7,SEC62	LOC100128164	LOC100128164	0.12280000000000002	518	1
1_MACS_peak_10823_lociStitched	chr8	120945101	120947097	1	1997	3328.5296	539.5188	519	DEPDC6		DEPDC6	DEPDC6	0.06709999999999999	519	1
