REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X33_0EX9_0229Kronos_MM1S.No.Treatment.1_p300_hs_i49.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_11057_lociStitched	chr9	37528019	37532567	2	3134	3511.9656	1241.1492	394	FBXO10	POLR1E	POLR1E	394	1
2_MACS_peak_6802_lociStitched	chr22	35704209	35707766	2	3129	4190.5017	871.1093	395	TOM1	MIR3909	TOM1	395	1
2_MACS_peak_8196_lociStitched	chr4	141663208	141666442	2	3128	2941.6464	877.7076	396	TBC1D9		TBC1D9	396	1
1_MACS_peak_726_lociStitched	chr1	174967343	174970468	1	3126	3185.625	1229.375	397	CACYBP	MRPS14	CACYBP	397	1
2_MACS_peak_8475_lociStitched	chr5	32582568	32586483	2	3124	2718.576	1082.4975	398	SUB1		SUB1	398	1
2_MACS_peak_1435_lociStitched	chr10	70847034	70850427	2	3123	3130.7211	851.643	399	SRGN	VPS26A	SRGN	399	1
2_MACS_peak_10457_lociStitched	chr8	7999512	8005209	2	3118	3556.0674	1591.7418	400			MIR548I3	400	1
2_MACS_peak_6762_lociStitched	chr22	27005567	27011854	2	3117	7546.2861	1617.6451	401	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	401	1
1_MACS_peak_574_lociStitched	chr1	154298069	154301176	1	3108	2909.0841	1173.2032	402	ATP8B2	AQP10	ATP8B2	402	1
1_MACS_peak_1061_lociStitched	chr1	230257710	230260816	1	3107	8210.0898	1602.696	403	GALNT2		GALNT2	403	1
3_MACS_peak_11382_lociStitched	chr9	130673383	130680576	3	3107	3051.2706	1300.4944	404	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	404	1
2_MACS_peak_9622_lociStitched	chr6	130004414	130009101	2	3106	6663.9766	1191.4354	405	ARHGAP18		ARHGAP18	405	1
1_MACS_peak_9031_lociStitched	chr5	173170458	173173561	1	3104	3441.227	919.7292	406			BOD1	406	1
2_MACS_peak_3405_lociStitched	chr15	38376254	38379361	2	3104	2435.888	798.1883	407			TMCO5A	407	1
2_MACS_peak_9121_lociStitched	chr6	7960827	7964678	2	3104	10258.2938	961.5947	408	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	408	1
2_MACS_peak_6639_lociStitched	chr21	39640213	39644867	2	3103	3006.0186	1279.3846	409	KCNJ15		KCNJ15	409	1
2_MACS_peak_10869_lociStitched	chr8	129669157	129672496	2	3101	4269.5793	796.3515	410			MIR1208	410	1
1_MACS_peak_1980_lociStitched	chr11	65263911	65267008	1	3098	4681.7349	873.354	411	MALAT1	SCYL1	MALAT1	411	1
2_MACS_peak_5674_lociStitched	chr2	109829854	109835535	2	3098	4205.0762	1561.1388	412	SH3RF3		MIR4265	412	1
1_MACS_peak_1000_lociStitched	chr1	221949312	221952404	1	3093	5907.8844	1069.832	413		DUSP10	DUSP10	413	1
1_MACS_peak_646_lociStitched	chr1	160642829	160645921	1	3093	4360.6476	1486.0152	414		SLAMF1,CD48	SLAMF1	414	1
2_MACS_peak_2173_lociStitched	chr11	117878417	117883157	2	3092	5902.248	1208.7	415		IL10RA	IL10RA	415	1
1_MACS_peak_3306_lociStitched	chr15	21925612	21928702	1	3091	3660.414	1386.483	416		LOC646214	LOC646214	416	1
2_MACS_peak_1594_lociStitched	chr10	102130216	102134381	2	3081	2814.707	1183.2765	417	NCRNA00263	SCD,PKD2L1	NCRNA00263	417	1
2_MACS_peak_9551_lociStitched	chr6	108992076	108995412	2	3079	4987.6536	708.2328	418	FOXO3		NCRNA00222	418	1
2_MACS_peak_10589_lociStitched	chr8	37755964	37761907	2	3074	4654.5576	1216.5321	419	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	419	1
1_MACS_peak_4398_lociStitched	chr17	55432592	55435660	1	3069	3196.2424	940.6488	420	MSI2		MSI2	420	1
2_MACS_peak_548_lociStitched	chr1	150583351	150586812	2	3057	5129.202	1103.3668	421		MCL1,ENSA	ENSA	421	1
1_MACS_peak_694_lociStitched	chr1	167683113	167686167	1	3055	2561.6952	1106.7696	422		MPZL1	MPZL1	422	1
1_MACS_peak_9072_lociStitched	chr6	304150	307201	1	3052	4756.509	1409.8671	423	DUSP22		DUSP22	423	1
2_MACS_peak_10171_lociStitched	chr7	102081584	102086353	2	3049	3774.6635	1009.1204	424	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	424	1
1_MACS_peak_5854_lociStitched	chr2	158325106	158328153	1	3048	3117.081	788.8683	425		CYTIP	CYTIP	425	1
2_MACS_peak_6678_lociStitched	chr21	43944254	43948878	2	3045	4257.7792	1677.5872	426	SLC37A1	RSPH1	SLC37A1	426	1
2_MACS_peak_10325_lociStitched	chr7	134677264	134681670	2	3043	5398.2312	1383.9246	427	AGBL3		AGBL3	427	1
2_MACS_peak_7654_lociStitched	chr3	183228898	183235015	2	3034	5197.0032	2027.1738	428	KLHL6		KLHL6	428	1
1_MACS_peak_9610_lociStitched	chr6	126067729	126070760	1	3032	2516.9424	684.7029	429	HEY2	NCOA7	HEY2	429	1
2_MACS_peak_1644_lociStitched	chr10	112619539	112625068	2	3031	3097.3458	1206.9807	430		PDCD4,LOC282997	LOC282997	430	1
1_MACS_peak_2263_lociStitched	chr11	130716057	130719082	1	3026	2812.3425	798.6	431			SNX19	431	1
2_MACS_peak_1165_lociStitched	chr10	3824583	3828489	2	3022	2591.2404	858.5388	432	KLF6		KLF6	432	1
1_MACS_peak_9379_lociStitched	chr6	52399933	52402952	1	3020	4304.4902	836.8668	433	TRAM2		TRAM2	433	1
2_MACS_peak_11203_lociStitched	chr9	93909815	93914257	2	3019	5026.123	884.8464	434			LOC100129316	434	1
3_MACS_peak_9042_lociStitched	chr5	175077558	175084217	3	3019	4568.074	1454.3256	435		HRH2	HRH2	435	1
3_MACS_peak_1767_lociStitched	chr11	9587168	9595462	3	3019	2915.341	1312.1108	436	WEE1	WEE1	WEE1	436	1
2_MACS_peak_7901_lociStitched	chr4	48196913	48199991	2	3018	3272.5296	956.0268	437	TEC		TXK	437	1
2_MACS_peak_7274_lociStitched	chr3	98488505	98495130	2	3013	4872.6875	1419.7375	438	ST3GAL6		ST3GAL6	438	1
1_MACS_peak_10983_lociStitched	chr9	6680703	6683711	1	3009	2936.4096	1006.7776	439		KDM4C,GLDC	GLDC	439	1
3_MACS_peak_7571_lociStitched	chr3	169845873	169850743	3	3003	4094.696	1238.928	440	PHC3		PHC3	440	1
1_MACS_peak_5005_lociStitched	chr19	16228343	16231338	1	2996	3065.083	862.8595	441	RAB8A	TPM4,HSH2D	RAB8A	441	1
2_MACS_peak_9273_lociStitched	chr6	31705035	31708349	2	2993	2879.5346	843.0816	442	MSH5	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,CLIC1,C6orf27	MSH5	442	1
2_MACS_peak_6102_lociStitched	chr2	219757122	219762403	2	2993	5862.9662	1133.8307	443	WNT10A	WNT6	WNT10A	443	1
1_MACS_peak_4160_lociStitched	chr17	8150226	8153217	1	2992	2297.3871	728.3085	444	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	444	1
2_MACS_peak_11201_lociStitched	chr9	93861704	93864829	2	2991	3673.75	872.5	445		LOC100129316	LOC100129316	445	1
1_MACS_peak_10299_lociStitched	chr7	128145553	128148542	1	2990	3359.3371	1109.2179	446		C7orf68,METTL2B	METTL2B	446	1
1_MACS_peak_7563_lociStitched	chr3	169480405	169483384	1	2980	2527.6815	932.7249	447	TERC	MYNN,ARPM1,LRRC34	TERC	447	1
1_MACS_peak_9984_lociStitched	chr7	48126411	48129389	1	2979	1965.7778	765.6438	448	UPP1		UPP1	448	1
3_MACS_peak_3365_lociStitched	chr15	31369147	31376123	3	2978	4303.4944	1224.9856	449	TRPM1	MIR211	MIR211	449	1
1_MACS_peak_10400_lociStitched	chr7	150064161	150067137	1	2977	4367.28	1110.3456	450	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	450	1
1_MACS_peak_782_lociStitched	chr1	183879467	183882443	1	2977	6264.7776	1121.0592	451	RGL1		GLT25D2	451	1
2_MACS_peak_4514_lociStitched	chr17	75229657	75232779	2	2976	2987.1296	752.402	452		SEC14L1,SEPT9	SEPT9	452	1
1_MACS_peak_7715_lociStitched	chr3	195632538	195635506	1	2969	2888.4576	1223.4096	453	TNK2	TNK2	TNK2	453	1
2_MACS_peak_5386_lociStitched	chr2	43452827	43456560	2	2964	2052.7767	906.7457	454	LOC100129726,ZFP36L2		LOC100129726	454	1
2_MACS_peak_466_lociStitched	chr1	143949895	143954368	2	2961	4391.5914	1900.1304	455	SRGAP2P2	FAM72D	SRGAP2P2	455	1
2_MACS_peak_10148_lociStitched	chr7	99814672	99819776	2	2957	4509.384	1334.696	456	PVRIG,GATS	STAG3,GAL3ST4,GPC2	PVRIG	456	1
1_MACS_peak_4497_lociStitched	chr17	74476423	74479378	1	2956	3276.7995	923.4375	457	RHBDF2	AANAT,PRCD,UBE2O	RHBDF2	457	1
2_MACS_peak_8630_lociStitched	chr5	76032552	76035730	2	2949	5981.3138	722.0416	458		NCRUPAR,F2R	F2R	458	1
2_MACS_peak_5365_lociStitched	chr2	38890465	38895206	2	2948	4150.7455	1267.2693	459	GALM		GALM	459	1
2_MACS_peak_8519_lociStitched	chr5	43039840	43043401	2	2947	3033.972	883.4841	460	LOC153684,C5orf39	LOC648987,LOC100132356	LOC153684	460	1
2_MACS_peak_9580_lociStitched	chr6	114176871	114180565	2	2946	2300.6232	953.4214	461	MARCKS	FLJ34503	MARCKS	461	1
2_MACS_peak_10911_lociStitched	chr8	137194177	137200901	2	2946	4767.316	1565.3472	462			KHDRBS3	462	1
2_MACS_peak_7657_lociStitched	chr3	183253642	183259897	2	2942	3611.637	2124.8235	463	KLHL6		KLHL6	463	1
2_MACS_peak_2470_lociStitched	chr12	32673969	32677329	2	2936	2127.552	611.184	464	FGD4		FGD4	464	1
1_MACS_peak_10562_lociStitched	chr8	29630536	29633469	1	2934	4852.0619	1052.6537	465		C8orf75	C8orf75	465	1
2_MACS_peak_11294_lociStitched	chr9	112904996	112911353	2	2934	3743.0016	1305.7278	466	PALM2-AKAP2,AKAP2		AKAP2	466	1
3_MACS_peak_8186_lociStitched	chr4	140128301	140135809	3	2934	4090.3584	1295.8808	467			C4orf49	467	1
2_MACS_peak_6613_lociStitched	chr21	36420859	36424169	2	2933	3762.808	1021.466	468	RUNX1	C21orf96	RUNX1	468	1
2_MACS_peak_8845_lociStitched	chr5	131436011	131440423	2	2932	4255.374	1599.35	469		IL3,CSF2	CSF2	469	1
3_MACS_peak_2205_lociStitched	chr11	122614436	122620342	3	2930	3175.6562	1203.0522	470	UBASH3B		UBASH3B	470	1
2_MACS_peak_7773_lociStitched	chr4	9599808	9606965	2	2927	3418.8989	1442.1355	471		MIR548I2	MIR548I2	471	1
1_MACS_peak_6324_lociStitched	chr20	33002249	33005171	1	2923	3539.7108	710.6304	472	ITCH	MIR644	MIR644	472	1
2_MACS_peak_9144_lociStitched	chr6	12008235	12012066	2	2922	2697.7902	748.5774	473		HIVEP1	HIVEP1	473	1
1_MACS_peak_1170_lociStitched	chr10	3915492	3918409	1	2918	5093.6654	815.3015	474			KLF6	474	1
2_MACS_peak_8426_lociStitched	chr5	10352795	10355824	2	2917	2788.1945	675.467	475	MARCH6	CMBL	MARCH6	475	1
1_MACS_peak_867_lociStitched	chr1	200987751	200990663	1	2913	2985.9648	1152.8608	476	KIF21B		KIF21B	476	1
3_MACS_peak_4205_lociStitched	chr17	20206639	20211301	3	2913	3312.351	940.3254	477	SPECC1	CCDC144C	CCDC144C	477	1
1_MACS_peak_9844_lociStitched	chr7	20368700	20371611	1	2912	3245.4739	746.0893	478	ITGB8		ITGB8	478	1
2_MACS_peak_4766_lociStitched	chr18	48678177	48681113	2	2909	4079.572	762.1856	479		MEX3C	MEX3C	479	1
2_MACS_peak_9649_lociStitched	chr6	135190967	135195678	2	2909	5776.1571	1284.2186	480			ALDH8A1	480	1
2_MACS_peak_7983_lociStitched	chr4	78736489	78743439	2	2908	3457.625	1761.13	481	CNOT6L	MRPL1	CNOT6L	481	1
2_MACS_peak_2308_lociStitched	chr12	7061939	7069180	2	2908	5448.8525	1618.3635	482	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	482	1
3_MACS_peak_10778_lociStitched	chr8	103542790	103548892	3	2906	2496.3282	694.4076	483		ODF1	ODF1	483	1
1_MACS_peak_7171_lociStitched	chr3	56949956	56952856	1	2901	2920.01	908.57	484	ARHGEF3		ARHGEF3	484	1
2_MACS_peak_6376_lociStitched	chr20	43270979	43276355	2	2900	4193.8176	1182.72	485	ADA	LOC79015	ADA	485	1
