REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
1_MACS_peak_1603_lociStitched	chr1	160675972	160685346	1	9375	56064.0192	4008.3224	387	CD48	SLAMF7	CD48	387	1
3_MACS_peak_6482_lociStitched	chr13	46269181	46281182	3	10618	53520.8597	1510.9259	388	SPERT		SPERT	388	1
3_MACS_peak_5284_lociStitched	chr12	32608226	32622839	3	10037	54901.041	2972.2842	389		FGD4	FGD4	389	1
1_MACS_peak_17093_lociStitched	chr3	150315132	150324415	1	9284	54122.6749	2376.448	390	SELT		SELT	390	1
4_MACS_peak_12650_lociStitched	chr2	47193894	47215229	4	14496	55509.403	3848.834	391	TTC7A	MCFD2	MCFD2	391	1
4_MACS_peak_3065_lociStitched	chr10	74006659	74024512	4	11812	54881.9073	3238.5342	392		ANAPC16,DDIT4,ASCC1	DDIT4	392	1
1_MACS_peak_6802_lociStitched	chr13	114788929	114794701	1	5773	52819.572	1293.5052	393	RASA3		RASA3	393	1
2_MACS_peak_15038_lociStitched	chr21	16046985	16061134	2	8861	53801.5725	2616.1501	394			SAMSN1	394	1
4_MACS_peak_23264_lociStitched	chr8	19519253	19540478	4	10381	54705.315	3553.065	395	CSGALNACT1		CSGALNACT1	395	1
2_MACS_peak_2962_lociStitched	chr10	63802913	63814769	2	11091	53848.7664	2859.6672	396	ARID5B		ARID5B	396	1
1_MACS_peak_7011_lociStitched	chr14	50436248	50440932	1	4685	51768.9732	861.856	397		C14orf182	C14orf182	397	1
1_MACS_peak_23961_lociStitched	chr8	120885292	120890962	1	5671	52170.237	1537.137	398	DEPDC6	TAF2,DSCC1	DEPDC6	398	1
1_MACS_peak_11385_lociStitched	chr19	6799006	6804120	1	5115	52641.9818	2109.0136	399	VAV1	SH2D3A	VAV1	399	1
1_MACS_peak_21243_lociStitched	chr6	108986117	108998310	1	12194	52522.5668	2194.74	400	FOXO3		NCRNA00222	400	1
4_MACS_peak_14767_lociStitched	chr20	43583242	43609505	4	15625	55094.5214	4806.129	401	STK4,TOMM34	PABPC1L	STK4	401	1
3_MACS_peak_10470_lociStitched	chr17	72733419	72757665	3	21083	54791.1108	4519.4544	402	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	402	1
3_MACS_peak_25001_lociStitched	chr9	123652781	123667714	3	10049	53101.748	2892.5221	403	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	403	1
5_MACS_peak_26029_lociStitched	chrX	128902203	128921510	5	15694	52816.2292	2623.8213	404	XPNPEP2,SASH3		SASH3	404	1
1_MACS_peak_19363_lociStitched	chr5	81145781	81152164	1	6384	51615.4912	1434.8984	405			SSBP2	405	1
1_MACS_peak_25240_lociStitched	chr9	139791835	139798588	1	6754	51586.8423	1713.2361	406	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	406	1
1_MACS_peak_5801_lociStitched	chr12	92600581	92605339	1	4759	50971.5024	1228.9914	407			BTG1	407	1
2_MACS_peak_7652_lociStitched	chr15	33296354	33309916	2	8185	52201.4942	2640.5214	408	FMN1		FMN1	408	1
1_MACS_peak_1259_lociStitched	chr1	143741437	143746240	1	4804	51180.768	1798.7235	409	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	409	1
1_MACS_peak_3043_lociStitched	chr10	72333583	72340931	1	7349	51083.296	1763.52	410		PRF1	PRF1	410	1
3_MACS_peak_7669_lociStitched	chr15	34619122	34635872	3	10222	52157.825	3283.0	411	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	411	1
1_MACS_peak_15699_lociStitched	chr22	38782011	38797434	1	15424	51725.6574	2939.6238	412	LOC400927	KCNJ4	LOC400927	412	1
2_MACS_peak_10552_lociStitched	chr17	75078975	75093284	2	14132	51885.8649	3133.671	413	C17orf86,SCARNA16	SEC14L1	SCARNA16	413	1
2_MACS_peak_24306_lociStitched	chr9	9605295	9615333	2	8657	50560.4022	1812.8628	414	PTPRD		PTPRD	414	1
2_MACS_peak_4797_lociStitched	chr11	122928606	122942031	2	10604	51832.5825	3121.3125	415	HSPA8	LOC341056	HSPA8	415	1
1_MACS_peak_5042_lociStitched	chr12	9799546	9804947	1	5402	49921.9831	1289.7588	416	LOC374443	CLEC2D,KLRB1	LOC374443	416	1
1_MACS_peak_2258_lociStitched	chr1	226062460	226071724	1	9265	51417.9792	2879.2512	417	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	417	1
1_MACS_peak_13787_lociStitched	chr2	187914431	187918924	1	4494	49398.2885	918.8185	418			ZSWIM2	418	1
1_MACS_peak_9942_lociStitched	chr17	36856154	36863748	1	7595	50241.904	1857.4924	419	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	419	1
1_MACS_peak_14890_lociStitched	chr20	52224890	52230213	1	5324	49451.2023	1143.3804	420		ZNF217	ZNF217	420	1
2_MACS_peak_22932_lociStitched	chr7	134843064	134857625	2	8140	51994.4188	3698.494	421	TMEM140,C7orf49	WDR91	C7orf49	421	1
1_MACS_peak_239_lociStitched	chr1	23850138	23858856	1	8719	50391.7836	2157.705	422	E2F2	ASAP3,ID3	E2F2	422	1
2_MACS_peak_22246_lociStitched	chr7	50343662	50357860	2	13364	51419.4768	3343.629	423	IKZF1		IKZF1	423	1
1_MACS_peak_2269_lociStitched	chr1	226308556	226317104	1	8549	50852.052	2782.374	424			ACBD3	424	1
2_MACS_peak_23057_lociStitched	chr7	150125146	150134120	2	6885	50624.1288	2950.6512	425	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	425	1
2_MACS_peak_20080_lociStitched	chr5	171601054	171616128	2	12453	50892.8388	3245.4322	426	STK10	EFCAB9	STK10	426	1
2_MACS_peak_1576_lociStitched	chr1	159035670	159048472	2	7823	51699.5968	4112.0024	427	AIM2		AIM2	427	1
4_MACS_peak_20534_lociStitched	chr6	27094278	27116220	4	14218	52263.6498	4877.7066	428	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	428	1
2_MACS_peak_3473_lociStitched	chr10	112256183	112273478	2	11874	50565.3915	3277.4025	429	DUSP5		DUSP5	429	1
2_MACS_peak_2865_lociStitched	chr10	45949725	45961002	2	8487	49195.9125	2024.2215	430	MARCH8		MARCH8	430	1
2_MACS_peak_16302_lociStitched	chr3	46389293	46396660	2	6432	49003.8106	1841.0133	431	CCR2	CCR5	CCR2	431	1
3_MACS_peak_11227_lociStitched	chr19	1015274	1041950	3	17358	52938.522	5815.368	432	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	432	1
1_MACS_peak_22234_lociStitched	chr7	47708228	47712573	1	4346	48217.7685	1300.4585	433		C7orf65	C7orf65	433	1
1_MACS_peak_5848_lociStitched	chr12	94563612	94570609	1	6998	48506.0028	1631.7004	434	PLXNC1		PLXNC1	434	1
2_MACS_peak_19858_lociStitched	chr5	142771294	142786261	2	14109	49835.6199	2975.4396	435	NR3C1		NR3C1	435	1
6_MACS_peak_25497_lociStitched	chrX	37634560	37666271	6	14838	49405.738	2562.2488	436	CYBB	DYNLT3	CYBB	436	1
2_MACS_peak_9398_lociStitched	chr16	89033442	89046261	2	9827	47972.5437	1189.6032	437	CBFA2T3	CBFA2T3	CBFA2T3	437	1
1_MACS_peak_24091_lociStitched	chr8	134244994	134249195	1	4202	47809.9006	1079.657	438		WISP1	WISP1	438	1
2_MACS_peak_13523_lociStitched	chr2	153914300	153929179	2	10487	49932.4361	3210.8882	439			ARL6IP6	439	1
5_MACS_peak_13918_lociStitched	chr2	202072838	202102216	5	18583	52145.95	5534.8152	440	CASP10,CASP8	CASP8	CASP8	440	1
1_MACS_peak_9198_lociStitched	chr16	68501690	68506239	1	4550	47766.7745	1161.8146	441		SMPD3	SMPD3	441	1
2_MACS_peak_20855_lociStitched	chr6	45386649	45402752	2	11965	49592.4091	3040.2464	442	RUNX2	SUPT3H	RUNX2	442	1
1_MACS_peak_22168_lociStitched	chr7	43685116	43691283	1	6168	48234.5738	1767.4622	443	C7orf44		STK17A	443	1
4_MACS_peak_21575_lociStitched	chr6	143162658	143180143	4	14078	48389.7375	2161.146	444	HIVEP2		HIVEP2	444	1
1_MACS_peak_9972_lociStitched	chr17	38016288	38025020	1	8733	48325.5076	2162.9164	445	ZPBP2,IKZF3	GSDMB	IKZF3	445	1
3_MACS_peak_1604_lociStitched	chr1	160695151	160714964	3	11130	51945.7234	5882.4797	446	SLAMF7	CD48	SLAMF7	446	1
1_MACS_peak_6639_lociStitched	chr13	78689122	78696370	1	7249	47498.3184	1480.0416	447			EDNRB	447	1
2_MACS_peak_12534_lociStitched	chr2	37614931	37624987	2	9843	48698.1912	2749.3104	448		QPCT	QPCT	448	1
4_MACS_peak_13856_lociStitched	chr2	197088623	197107974	4	11400	49414.7136	3618.637	449	HECW2		STK17B	449	1
3_MACS_peak_683_lociStitched	chr1	46789774	46807246	3	9384	48911.1168	3186.8928	450	NSUN4	UQCRH,LRRC41	NSUN4	450	1
8_MACS_peak_7435_lociStitched	chr14	95945724	95986205	8	23910	49079.1644	3509.7027	451		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	451	1
1_MACS_peak_12814_lociStitched	chr2	65139809	65147365	1	7557	47654.1808	2166.3052	452	LOC400958		LOC400958	452	1
1_MACS_peak_12838_lociStitched	chr2	66659446	66668626	1	9181	47149.398	1753.38	453	MEIS1		MEIS1	453	1
2_MACS_peak_19533_lociStitched	chr5	109023870	109036718	2	11955	48532.0352	3181.1648	454	MAN2A1		MAN2A1	454	1
2_MACS_peak_14891_lociStitched	chr20	52236886	52244783	2	5763	46752.6091	1421.46	455		ZNF217	ZNF217	455	1
5_MACS_peak_19981_lociStitched	chr5	156339341	156362352	5	13682	49149.1949	3902.6656	456	LOC100286948,TIMD4		LOC100286948	456	1
5_MACS_peak_20643_lociStitched	chr6	31773676	31805708	5	20887	51308.8576	6102.096	457	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	457	1
1_MACS_peak_3310_lociStitched	chr10	98028636	98034575	1	5940	46789.2237	1627.8799	458	BLNK	DNTT	BLNK	458	1
4_MACS_peak_5072_lociStitched	chr12	11901451	11920242	4	13961	48512.7247	3547.7408	459	ETV6		ETV6	459	1
1_MACS_peak_2179_lociStitched	chr1	218335834	218340226	1	4393	46241.6112	1289.9304	460			RRP15	460	1
1_MACS_peak_2006_lociStitched	chr1	203731910	203736277	1	4368	46694.1475	1892.2211	461	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	461	1
1_MACS_peak_24732_lociStitched	chr9	93952424	93957529	1	5106	46040.4635	1374.7765	462			LOC100129316	462	1
1_MACS_peak_11025_lociStitched	chr18	48677331	48681831	1	4501	45603.9	995.85	463		MEX3C	MEX3C	463	1
2_MACS_peak_10569_lociStitched	chr17	75434366	75443095	2	7452	46273.3019	1685.5699	464	SEPT9	SEPT9,MIR4316	SEPT9	464	1
1_MACS_peak_2450_lociStitched	chr1	244996093	245001438	1	5346	46211.2665	1650.536	465	FAM36A	NCRNA00201,HNRNPU	FAM36A	465	1
1_MACS_peak_5367_lociStitched	chr12	46776135	46787349	1	11215	46826.2998	2334.7548	466		SLC38A2	SLC38A2	466	1
3_MACS_peak_14980_lociStitched	chr20	61273134	61291087	3	11375	46977.6151	2500.8529	467	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	467	1
1_MACS_peak_8383_lociStitched	chr15	90637858	90646582	1	8725	46654.2072	2203.6824	468	IDH2		IDH2	468	1
1_MACS_peak_15707_lociStitched	chr22	39145989	39153244	1	7256	46190.4085	1741.9255	469	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	469	1
1_MACS_peak_5547_lociStitched	chr12	57076247	57083965	1	7719	45990.0184	1615.3774	470	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	470	1
2_MACS_peak_23473_lociStitched	chr8	38792434	38802407	2	7833	46093.2114	1955.7053	471	PLEKHA2	HTRA4	HTRA4	471	1
3_MACS_peak_11562_lociStitched	chr19	13943831	13959368	3	9307	46715.0979	2585.3568	472	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	472	1
1_MACS_peak_17368_lociStitched	chr3	182429745	182436304	1	6560	46448.2144	2359.9282	473			ATP11B	473	1
2_MACS_peak_25151_lociStitched	chr9	132646052	132657672	2	7994	46374.258	2394.882	474	FNBP1	USP20,C9orf78	USP20	474	1
3_MACS_peak_20845_lociStitched	chr6	44213163	44233772	3	11991	47779.9056	3870.3702	475	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	475	1
5_MACS_peak_19539_lociStitched	chr5	109251573	109282363	5	13623	49051.549	5163.483	476		LOC100289673	LOC100289673	476	1
4_MACS_peak_23360_lociStitched	chr8	27930057	27951824	4	14487	48875.6218	5030.3537	477	ELP3,C8orf80		C8orf80	477	1
2_MACS_peak_10579_lociStitched	chr17	76116320	76129778	2	10400	46230.9216	2391.4866	478	TMC8,TMC6	C17orf99,SYNGR2	TMC6	478	1
3_MACS_peak_3155_lociStitched	chr10	81001135	81020704	3	14937	47128.0227	3616.3512	479	ZMIZ1		PPIF	479	1
3_MACS_peak_1155_lociStitched	chr1	112134471	112148297	3	10455	45162.629	1739.3108	480	LOC100129269	RAP1A,ADORA3	LOC100129269	480	1
3_MACS_peak_8928_lociStitched	chr16	30193764	30212239	3	11900	47218.405	3852.0375	481	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	481	1
1_MACS_peak_20891_lociStitched	chr6	52360938	52367178	1	6241	44716.464	1381.536	482	TRAM2		TRAM2	482	1
4_MACS_peak_16688_lociStitched	chr3	101487476	101513655	4	13912	47988.7249	4659.862	483	FAM55C	CEP97,NFKBIZ	FAM55C	483	1
4_MACS_peak_19932_lociStitched	chr5	150512956	150537939	4	16346	48289.6407	5046.566	484	ANXA6		ANXA6	484	1
2_MACS_peak_2520_lociStitched	chr10	3846142	3854566	2	6642	45179.5968	1968.6888	485		KLF6	KLF6	485	1
2_MACS_peak_11607_lociStitched	chr19	16221557	16232472	2	10482	45543.929	2367.4635	486	RAB8A	TPM4,HSH2D	RAB8A	486	1
1_MACS_peak_22907_lociStitched	chr7	130790792	130796861	1	6070	45367.5957	2243.1024	487	MKLN1,FLJ43663		FLJ43663	487	1
3_MACS_peak_20802_lociStitched	chr6	42737866	42752432	3	9841	45630.9082	2565.0726	488		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	488	1
2_MACS_peak_25998_lociStitched	chrX	119434767	119445551	2	10145	44295.28	1236.9248	489	FAM70A		FAM70A	489	1
3_MACS_peak_15296_lociStitched	chr21	45194880	45210786	3	11896	46908.3846	3909.6948	490	RRP1,CSTB	LOC284837	CSTB	490	1
1_MACS_peak_21134_lociStitched	chr6	90992589	90997184	1	4596	44059.617	1090.853	491	BACH2		BACH2	491	1
1_MACS_peak_1909_lociStitched	chr1	193505486	193511842	1	6357	44925.4792	1959.5548	492			B3GALT2	492	1
1_MACS_peak_17099_lociStitched	chr3	151911009	151921721	1	10713	45461.728	2500.1808	493			MBNL1	493	1
1_MACS_peak_537_lociStitched	chr1	39972717	39977464	1	4748	43857.0583	907.6264	494	BMP8A	PPIEL	BMP8A	494	1
2_MACS_peak_17623_lociStitched	chr4	4029611	4037759	2	7105	44753.7048	1883.0028	495			LOC348926	495	1
2_MACS_peak_9535_lociStitched	chr17	4842166	4854657	2	11793	45411.0305	2598.128	496	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	496	1
1_MACS_peak_15260_lociStitched	chr21	43449699	43454058	1	4360	44464.8513	1706.5485	497		C21orf121,UMODL1,ZNF295	C21orf121	497	1
3_MACS_peak_623_lociStitched	chr1	44289654	44305940	3	11281	45770.1744	3200.199	498	ST3GAL3		ARTN	498	1
3_MACS_peak_16130_lociStitched	chr3	30682365	30703612	3	17475	46564.9252	4030.5559	499	TGFBR2		TGFBR2	499	1
4_MACS_peak_3945_lociStitched	chr11	35183558	35205762	4	13894	46621.7388	4101.0788	500	CD44		CD44	500	1
2_MACS_peak_25554_lociStitched	chrX	42792319	42805280	2	7324	43751.1516	1236.4794	501			PPP1R2P9	501	1
4_MACS_peak_18066_lociStitched	chr4	77117786	77136556	4	13877	46598.402	4211.988	502	SCARB2	FAM47E,NUP54	SCARB2	502	1
3_MACS_peak_5105_lociStitched	chr12	13242309	13256190	3	10973	45124.3548	2740.1094	503	GSG1	KIAA1467	GSG1	503	1
5_MACS_peak_13052_lociStitched	chr2	87794923	87821544	5	17505	46733.1655	4445.707	504	NCRNA00152		NCRNA00152	504	1
3_MACS_peak_2851_lociStitched	chr10	45453884	45475323	3	15184	46344.6863	4092.7051	505	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	505	1
1_MACS_peak_2101_lociStitched	chr1	209938961	209944023	1	5063	43997.8916	1818.7766	506	TRAF3IP3	C1orf74,IRF6	TRAF3IP3	506	1
1_MACS_peak_20368_lociStitched	chr6	13354086	13358603	1	4518	43444.0543	1315.3504	507		TBC1D7	TBC1D7	507	1
2_MACS_peak_15634_lociStitched	chr22	36648450	36656745	2	6624	43711.332	1648.2165	508	APOL1	APOL4,APOL2	APOL1	508	1
1_MACS_peak_18755_lociStitched	chr4	185391729	185397313	1	5585	43249.7552	1189.392	509	IRF2		IRF2	509	1
1_MACS_peak_6164_lociStitched	chr12	122236773	122244986	1	8214	42655.0368	632.401	510	SETD1B,LOC338799	RHOF	LOC338799	510	1
3_MACS_peak_11450_lociStitched	chr19	10329495	10347921	3	10218	44858.097	2839.4466	511	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	511	1
5_MACS_peak_8812_lociStitched	chr16	22194949	22219126	5	16885	47017.0119	5014.3098	512	EEF2K		EEF2K	512	1
1_MACS_peak_21409_lociStitched	chr6	130003663	130010311	1	6649	43662.7344	1660.6704	513	ARHGAP18		ARHGAP18	513	1
1_MACS_peak_20511_lociStitched	chr6	26357956	26367429	1	9474	44474.7877	2487.6098	514	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	514	1
3_MACS_peak_20678_lociStitched	chr6	33279327	33292799	3	9904	45013.9936	3041.9776	515	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	515	1
1_MACS_peak_22023_lociStitched	chr7	26048943	26053397	1	4455	43017.1774	1060.9428	516			MIR148A	516	1
2_MACS_peak_16941_lociStitched	chr3	129893134	129900913	2	6995	43679.085	1729.2717	517		COL6A4P2	COL6A4P2	517	1
3_MACS_peak_11888_lociStitched	chr19	40645301	40672008	3	13900	46424.7781	4510.8123	518		MAP3K10,ZNF780A	MAP3K10	518	1
4_MACS_peak_11258_lociStitched	chr19	1847164	1865833	4	10485	45464.6157	3558.3114	519	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	519	1
1_MACS_peak_13452_lociStitched	chr2	135162275	135170700	1	8426	43753.5525	1901.5225	520	MGAT5	LOC151162	LOC151162	520	1
1_MACS_peak_21203_lociStitched	chr6	106439210	106447004	1	7795	43595.739	1775.4732	521			PRDM1	521	1
1_MACS_peak_18757_lociStitched	chr4	185454165	185460960	1	6796	43669.4265	1873.3815	522			IRF2	522	1
2_MACS_peak_16864_lociStitched	chr3	124501754	124512104	2	10201	43936.785	2234.565	523	ITGB5		UMPS	523	1
3_MACS_peak_9573_lociStitched	chr17	7136566	7156668	3	12448	45321.9692	3622.3804	524	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	524	1
1_MACS_peak_3564_lociStitched	chr10	125863275	125867648	1	4374	42914.4355	1374.8712	525		CHST15	CHST15	525	1
1_MACS_peak_5202_lociStitched	chr12	26306060	26312389	1	6330	43402.3833	1888.5736	526		SSPN,BHLHE41	BHLHE41	526	1
2_MACS_peak_21928_lociStitched	chr7	14725214	14731645	2	5560	42661.9678	1162.0817	527	DGKB		DGKB	527	1
2_MACS_peak_22192_lociStitched	chr7	44661542	44680240	2	15088	45273.4674	3784.4752	528	OGDH	DDX56,TMED4	OGDH	528	1
2_MACS_peak_13867_lociStitched	chr2	198072378	198083211	2	7765	43492.3284	2168.7666	529	ANKRD44		ANKRD44	529	1
1_MACS_peak_21419_lociStitched	chr6	130579709	130584135	1	4427	42585.6442	1279.5566	530		SAMD3	SAMD3	530	1
1_MACS_peak_3418_lociStitched	chr10	105229917	105233277	1	3361	42147.504	860.16	531	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	531	1
2_MACS_peak_5799_lociStitched	chr12	92577717	92586061	2	6257	42943.2304	1732.2144	532		BTG1	BTG1	532	1
1_MACS_peak_12499_lociStitched	chr2	33717175	33724389	1	7215	42952.8774	1766.7086	533	RASGRP3	RASGRP3	RASGRP3	533	1
2_MACS_peak_23364_lociStitched	chr8	28195013	28207545	2	9116	43810.6188	2799.6488	534	PNOC,ZNF395		PNOC	534	1
1_MACS_peak_3311_lociStitched	chr10	98045699	98051523	1	5825	42452.8832	1524.7232	535		DNTT,BLNK	DNTT	535	1
3_MACS_peak_7924_lociStitched	chr15	52959382	52977361	3	12699	44440.4922	3525.6819	536	KIAA1370		KIAA1370	536	1
2_MACS_peak_16703_lociStitched	chr3	104237506	104247021	2	8179	42843.1905	1971.508	537			MIR548A3	537	1
1_MACS_peak_26090_lociStitched	chrX	135110405	135116279	1	5875	41834.0406	979.1958	538	SLC9A6		SLC9A6	538	1
1_MACS_peak_20899_lociStitched	chr6	52527533	52536794	1	9262	43310.9187	2525.4747	539	LOC730101,TMEM14A		LOC730101	539	1
1_MACS_peak_8833_lociStitched	chr16	23373978	23379457	1	5480	41851.3415	1097.9916	540	SCNN1B		SCNN1B	540	1
1_MACS_peak_10958_lociStitched	chr18	42681671	42687811	1	6141	42375.21	1681.746	541			MIR4319	541	1
1_MACS_peak_19491_lociStitched	chr5	99278343	99283048	1	4706	41663.716	1010.634	542			LOC100133050	542	1
3_MACS_peak_11054_lociStitched	chr18	52930435	52948561	3	11401	43872.1704	3307.995	543	TCF4		CCDC68	543	1
2_MACS_peak_3469_lociStitched	chr10	112172300	112186208	2	10786	43244.1444	2732.922	544			DUSP5	544	1
2_MACS_peak_24999_lociStitched	chr9	123631288	123641794	2	8899	42684.8274	2188.3998	545	PHF19	LOC253039,PSMD5,TRAF1	PHF19	545	1
1_MACS_peak_14881_lociStitched	chr20	51616711	51620274	1	3564	41260.2526	766.7576	546	TSHZ2		TSHZ2	546	1
1_MACS_peak_24374_lociStitched	chr9	22236982	22245641	1	8660	41616.8858	1291.0569	547			DMRTA1	547	1
5_MACS_peak_25087_lociStitched	chr9	130531776	130566883	5	18209	45895.3811	5574.9916	548	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	548	1
2_MACS_peak_5941_lociStitched	chr12	104318498	104327536	2	8040	42416.2378	2154.6592	549	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	549	1
1_MACS_peak_3602_lociStitched	chr10	130854519	130858413	1	3895	41322.3492	1188.8382	550			MGMT	550	1
4_MACS_peak_11280_lociStitched	chr19	2254707	2274759	4	13822	44497.3932	4367.3256	551	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	551	1
3_MACS_peak_16196_lociStitched	chr3	39247927	39263943	3	8958	42745.1024	2926.1232	552		XIRP1	XIRP1	552	1
4_MACS_peak_4319_lociStitched	chr11	67760634	67781753	4	13415	43566.3851	3799.3081	553	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	553	1
1_MACS_peak_25625_lociStitched	chrX	48767989	48779746	1	11758	41098.9449	1473.1521	554	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	554	1
4_MACS_peak_13068_lociStitched	chr2	88898726	88928445	4	18848	45740.5129	6214.2429	555	EIF2AK3		EIF2AK3	555	1
2_MACS_peak_189_lociStitched	chr1	17065653	17075628	2	4538	43395.24	3871.2975	556		ESPNP,MST1P9	MST1P9	556	1
2_MACS_peak_24961_lociStitched	chr9	117127596	117138063	2	10327	41584.3443	2104.9137	557	AKNA	ORM1,ORM2	AKNA	557	1
2_MACS_peak_5316_lociStitched	chr12	40011149	40023511	2	6516	41468.329	2032.3128	558	C12orf40,ABCD2		C12orf40	558	1
3_MACS_peak_20342_lociStitched	chr6	11713756	11733768	3	11327	42825.68	3436.0604	559	C6orf105		C6orf105	559	1
2_MACS_peak_15444_lociStitched	chr22	23088115	23102014	2	11559	41507.9736	2219.6703	560			MIR650	560	1
1_MACS_peak_18391_lociStitched	chr4	121668605	121672877	1	4273	40044.4464	1015.8816	561	PRDM5		PRDM5	561	1
2_MACS_peak_22711_lociStitched	chr7	106504245	106513537	2	7960	41939.442	2964.148	562	PIK3CG		PIK3CG	562	1
3_MACS_peak_15723_lociStitched	chr22	39459039	39474562	3	12807	41915.2046	2995.939	563	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	563	1
1_MACS_peak_10603_lociStitched	chr17	76884266	76890283	1	6018	40315.1034	1420.6137	564	TIMP2	USP36	TIMP2	564	1
1_MACS_peak_19107_lociStitched	chr5	53940277	53944117	1	3841	39820.032	937.728	565			SNX18	565	1
4_MACS_peak_7573_lociStitched	chr15	23660177	23682882	4	13359	42283.5215	3412.5615	566			MKRN3	566	1
5_MACS_peak_8909_lociStitched	chr16	29815239	29833841	5	15265	42077.724	3331.6182	567	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	567	1
1_MACS_peak_20235_lociStitched	chr6	2987924	2992028	1	4105	40091.5656	1362.1176	568	DKFZP686I15217	NQO2,SERPINB6,LOC401233	DKFZP686I15217	568	1
1_MACS_peak_5674_lociStitched	chr12	69199982	69207648	1	7667	40330.0594	1811.4758	569	MDM2		MDM2	569	1
1_MACS_peak_16011_lociStitched	chr3	13371173	13377536	1	6364	39675.8502	1187.3358	570	NUP210		NUP210	570	1
2_MACS_peak_1824_lociStitched	chr1	183438631	183451443	2	9596	42697.2712	4271.5208	571	SMG7		SMG7	571	1
3_MACS_peak_21330_lociStitched	chr6	117858931	117877459	3	12022	41567.568	3153.4656	572	DCBLD1	GOPC	GOPC	572	1
4_MACS_peak_8448_lociStitched	chr15	99393271	99419449	4	10597	42646.5798	4327.2234	573	IGF1R		PGPEP1L	573	1
1_MACS_peak_268_lociStitched	chr1	24645052	24650668	1	5617	39801.7152	1533.168	574	GRHL3		GRHL3	574	1
2_MACS_peak_1553_lociStitched	chr1	156709104	156722925	2	11580	42096.0018	3912.7251	575	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	575	1
2_MACS_peak_17544_lociStitched	chr3	196357690	196371222	2	9683	42341.628	4180.0348	576	LRRC33		LRRC33	576	1
