REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_23475_lociStitched	chr8	38811450	38824475	2	11957	56051.785	2477.355	349	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1938	349	1
3_MACS_peak_24717_lociStitched	chr9	93670878	93689315	3	10346	76072.9057	3373.971	350			SYK	SYK	NONE	350	1
2_MACS_peak_15460_lociStitched	chr22	23477602	23488911	2	10398	74600.9494	2424.6496	351	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.7463000000000001	351	1
1_MACS_peak_5932_lociStitched	chr12	102870673	102879510	1	8838	87237.9803	2122.6474	353	IGF1		IGF1	IGF1	0.8681000000000001	353	1
3_MACS_peak_26175_lociStitched	chrX	153232562	153252697	3	12840	37243.7095	1769.8665	354	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	2.3679	354	1
1_MACS_peak_10105_lociStitched	chr17	43297718	43308567	1	10850	69151.526	2544.0905	357	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.0776000000000003	357	1
3_MACS_peak_9573_lociStitched	chr17	7136566	7156668	3	12448	45321.9692	3622.3804	359	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	2.0427	359	1
3_MACS_peak_9044_lociStitched	chr16	50713984	50732936	3	12794	36412.4776	3708.9064	360	NOD2,SNX20	CYLD	NOD2	NOD2	0.10890000000000001	360	1
2_MACS_peak_6220_lociStitched	chr12	125397191	125412994	2	11327	61157.61	2157.1095	361	UBC	SCARB1	UBC	UBC	3.5465	361	1
4_MACS_peak_3065_lociStitched	chr10	74006659	74024512	4	11812	54881.9073	3238.5342	363		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.32639999999999997	363	1
1_MACS_peak_20669_lociStitched	chr6	32934504	32943154	1	8651	86453.29	2813.845	364	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.6737	364	1
1_MACS_peak_326_lociStitched	chr1	27018215	27030732	1	12518	40434.9168	2936.4882	365	ARID1A		ARID1A	ARID1A	0.6592	365	1
1_MACS_peak_5449_lociStitched	chr12	51312071	51323445	1	11375	59802.2172	2707.012	366	METTL7A	HIGD1C	METTL7A	METTL7A	3.1488	366	1
2_MACS_peak_19562_lociStitched	chr5	112256236	112267644	2	9957	75223.2112	2781.2704	367	REEP5	DCP2	REEP5	REEP5	0.48819999999999997	367	1
1_MACS_peak_18520_lociStitched	chr4	144272394	144282783	1	10390	70499.754	2399.859	368	GAB1		GAB1	GAB1	0.6583	368	1
2_MACS_peak_17313_lociStitched	chr3	177068556	177080043	2	9180	82530.6489	3546.0369	369			TBL1XR1	TBL1XR1	0.6456	369	1
2_MACS_peak_20855_lociStitched	chr6	45386649	45402752	2	11965	49592.4091	3040.2464	370	RUNX2	SUPT3H	RUNX2	RUNX2	0.19890000000000002	370	1
3_MACS_peak_17281_lociStitched	chr3	175052708	175070821	3	11570	57691.7163	5013.6784	371	NAALADL2		NAALADL2	NAALADL2	0.1551	371	1
2_MACS_peak_3473_lociStitched	chr10	112256183	112273478	2	11874	50565.3915	3277.4025	374	DUSP5		DUSP5	DUSP5	1.9955	374	1
2_MACS_peak_19537_lociStitched	chr5	109187845	109202236	2	10481	68122.6767	2414.8098	375	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	375	1
2_MACS_peak_19533_lociStitched	chr5	109023870	109036718	2	11955	48532.0352	3181.1648	376	MAN2A1		MAN2A1	MAN2A1	0.7042	376	1
1_MACS_peak_14809_lociStitched	chr20	45978221	45987354	1	9134	80098.2366	2174.5673	378	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.5011	378	1
3_MACS_peak_20845_lociStitched	chr6	44213163	44233772	3	11991	47779.9056	3870.3702	379	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5544	379	1
2_MACS_peak_10200_lociStitched	chr17	47815752	47828032	2	10958	61058.616	2894.396	382	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.0166000000000002	382	1
3_MACS_peak_8928_lociStitched	chr16	30193764	30212239	3	11900	47218.405	3852.0375	385	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	2.4909	385	1
3_MACS_peak_15296_lociStitched	chr21	45194880	45210786	3	11896	46908.3846	3909.6948	386	RRP1,CSTB	LOC284837	CSTB	CSTB	1.0359	386	1
2_MACS_peak_6627_lociStitched	chr13	77898786	77914492	2	9940	72147.0816	3226.0124	387	MYCBP2		MYCBP2	MYCBP2	0.132	387	1
3_MACS_peak_8423_lociStitched	chr15	93346276	93364607	3	11050	59421.7696	3455.3935	388		ASB9P1	ASB9P1	NONE	NONE	388	1
3_MACS_peak_21330_lociStitched	chr6	117858931	117877459	3	12022	41567.568	3153.4656	390	DCBLD1	GOPC	GOPC	GOPC	0.1559	390	1
2_MACS_peak_9535_lociStitched	chr17	4842166	4854657	2	11793	45411.0305	2598.128	391	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.6717999999999997	391	1
2_MACS_peak_16439_lociStitched	chr3	52729985	52746165	2	11088	56341.996	2779.724	392	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	2.4468	392	1
5_MACS_peak_11253_lociStitched	chr19	1647638	1672802	5	12063	40707.8028	4562.2332	394	TCF3	UQCR11	TCF3	UQCR11	0.6771	394	1
1_MACS_peak_3246_lociStitched	chr10	91804817	91813376	1	8560	80891.109	1930.0545	395			KIF20B	KIF20B	NONE	395	1
3_MACS_peak_8173_lociStitched	chr15	75352723	75370830	3	10764	60240.1783	3414.9802	397		PPCDC	PPCDC	PPCDC	2.2474	397	1
2_MACS_peak_22668_lociStitched	chr7	104576159	104586756	2	9660	71311.4518	2286.8326	398		LOC723809	LOC723809	LOC723809	0.0963	398	1
1_MACS_peak_1809_lociStitched	chr1	181095534	181105665	1	10132	66757.2114	2891.3874	399		IER5	IER5	IER5	1.0243	399	1
1_MACS_peak_25625_lociStitched	chrX	48767989	48779746	1	11758	41098.9449	1473.1521	400	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	2.5014	400	1
2_MACS_peak_2962_lociStitched	chr10	63802913	63814769	2	11091	53848.7664	2859.6672	401	ARID5B		ARID5B	ARID5B	0.4264	401	1
1_MACS_peak_15513_lociStitched	chr22	27004980	27015296	1	10317	63412.452	2457.2712	402	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.3326000000000002	402	1
4_MACS_peak_13856_lociStitched	chr2	197088623	197107974	4	11400	49414.7136	3618.637	403	HECW2		STK17B	STK17B	1.0454999999999999	403	1
2_MACS_peak_17825_lociStitched	chr4	38124169	38136724	2	10090	66028.0005	2715.6465	404	TBC1D1		PTTG2	PTTG2	NONE	404	1
2_MACS_peak_14905_lociStitched	chr20	52481361	52490974	2	9037	74658.4032	2271.5519	408		SUMO1P1	SUMO1P1	SUMO1P1	3.3931999999999998	408	1
3_MACS_peak_14980_lociStitched	chr20	61273134	61291087	3	11375	46977.6151	2500.8529	409	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.1022999999999998	409	1
2_MACS_peak_16029_lociStitched	chr3	14727070	14741826	2	9731	68817.5572	2965.956	410	C3orf20	C3orf19	C3orf20	C3orf20	0.8423999999999999	410	1
1_MACS_peak_1136_lociStitched	chr1	111172789	111181521	1	8733	75562.362	1405.852	411		KCNA2,KCNA3	KCNA2	KCNA3	0.9929	411	1
2_MACS_peak_10628_lociStitched	chr17	78873396	78887164	2	8744	76057.1856	2207.0104	412	RPTOR		CHMP6	CHMP6	NONE	412	1
2_MACS_peak_13831_lociStitched	chr2	192530781	192546491	2	10287	61796.856	3101.154	413	OBFC2A		OBFC2A	OBFC2A	2.7759	413	1
2_MACS_peak_15444_lociStitched	chr22	23088115	23102014	2	11559	41507.9736	2219.6703	414			MIR650	MIR650	1.9555999999999998	414	1
2_MACS_peak_1553_lociStitched	chr1	156709104	156722925	2	11580	42096.0018	3912.7251	415	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	0.7218	415	1
2_MACS_peak_1138_lociStitched	chr1	111323302	111338362	2	9857	64852.878	1784.61	416			CD53	CD53	NONE	416	1
3_MACS_peak_1604_lociStitched	chr1	160695151	160714964	3	11130	51945.7234	5882.4797	417	SLAMF7	CD48	SLAMF7	CD48	3.0869	417	1
1_MACS_peak_5367_lociStitched	chr12	46776135	46787349	1	11215	46826.2998	2334.7548	418		SLC38A2	SLC38A2	SLC38A2	0.6808	418	1
2_MACS_peak_9078_lociStitched	chr16	56943379	56952879	2	8614	76246.05	2383.55	421	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	3.3837	421	1
3_MACS_peak_11054_lociStitched	chr18	52930435	52948561	3	11401	43872.1704	3307.995	422	TCF4		CCDC68	CCDC68	NONE	422	1
3_MACS_peak_623_lociStitched	chr1	44289654	44305940	3	11281	45770.1744	3200.199	423	ST3GAL3		ARTN	ARTN	NONE	423	1
1_MACS_peak_14421_lociStitched	chr20	9489766	9499849	1	10084	61777.5327	2303.9655	424	C20orf103		C20orf103	C20orf103	2.2837	424	1
2_MACS_peak_20995_lociStitched	chr6	74220344	74234417	2	11580	39160.9371	3117.1695	425	EEF1A1	MTO1	EEF1A1	EEF1A1	2.3586	425	1
1_MACS_peak_9300_lociStitched	chr16	79629440	79640895	1	11456	39533.496	1414.6925	426	MAF		MAF	MAF	2.0873	426	1
3_MACS_peak_6482_lociStitched	chr13	46269181	46281182	3	10618	53520.8597	1510.9259	427	SPERT		SPERT	SPERT	2.2533000000000003	427	1
3_MACS_peak_25004_lociStitched	chr9	123688909	123707685	3	11446	40772.084	3342.128	430	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.2933000000000001	430	1
3_MACS_peak_20342_lociStitched	chr6	11713756	11733768	3	11327	42825.68	3436.0604	431	C6orf105		C6orf105	C6orf105	0.5148	431	1
2_MACS_peak_1648_lociStitched	chr1	161768396	161780161	2	11584	36307.9665	3030.664	432	ATF6	DUSP12	ATF6	DUSP12	0.3315	432	1
1_MACS_peak_4062_lociStitched	chr11	58339867	58348632	1	8766	72193.799	2244.7165	433	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.2149999999999999	433	1
2_MACS_peak_4797_lociStitched	chr11	122928606	122942031	2	10604	51832.5825	3121.3125	436	HSPA8	LOC341056	HSPA8	HSPA8	2.799	436	1
3_MACS_peak_5105_lociStitched	chr12	13242309	13256190	3	10973	45124.3548	2740.1094	437	GSG1	KIAA1467	GSG1	GSG1	1.1441000000000001	437	1
4_MACS_peak_23264_lociStitched	chr8	19519253	19540478	4	10381	54705.315	3553.065	440	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.21809999999999996	440	1
4_MACS_peak_12169_lociStitched	chr19	55460502	55486390	4	11306	37856.0224	3057.3728	441	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.2752	441	1
3_MACS_peak_20291_lociStitched	chr6	7135048	7148008	3	11256	37394.784	2706.048	444	RREB1		RREB1	RREB1	0.2753	444	1
2_MACS_peak_7012_lociStitched	chr14	50465298	50476962	2	8851	68289.2208	1417.176	446	C14orf182		C14orf182	C14orf182	1.8579	446	1
1_MACS_peak_21511_lociStitched	chr6	138186927	138196095	1	9169	65799.6528	2585.376	449	TNFAIP3		TNFAIP3	TNFAIP3	2.4932	449	1
2_MACS_peak_13523_lociStitched	chr2	153914300	153929179	2	10487	49932.4361	3210.8882	450			ARL6IP6	ARL6IP6	NONE	450	1
1_MACS_peak_17099_lociStitched	chr3	151911009	151921721	1	10713	45461.728	2500.1808	451			MBNL1	MBNL1	NONE	451	1
3_MACS_peak_17678_lociStitched	chr4	9598997	9611089	3	9800	58066.9932	2446.2116	452		MIR548I2	MIR548I2	MIR548I2	0.018000000000000002	452	1
3_MACS_peak_10383_lociStitched	chr17	62970255	62986155	3	9366	63224.76	3111.63	454	AMZ2P1		AMZ2P1	AMZ2P1	0.795	454	1
2_MACS_peak_3469_lociStitched	chr10	112172300	112186208	2	10786	43244.1444	2732.922	455			DUSP5	DUSP5	1.9955	455	1
3_MACS_peak_5284_lociStitched	chr12	32608226	32622839	3	10037	54901.041	2972.2842	456		FGD4	FGD4	FGD4	0.34309999999999996	456	1
3_MACS_peak_7669_lociStitched	chr15	34619122	34635872	3	10222	52157.825	3283	458	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6682	458	1
3_MACS_peak_25001_lociStitched	chr9	123652781	123667714	3	10049	53101.748	2892.5221	463	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.2933000000000001	463	1
2_MACS_peak_21295_lociStitched	chr6	113946307	113957110	2	8920	65654.1522	2770.9695	465			MARCKS	MARCKS	NONE	465	1
2_MACS_peak_11607_lociStitched	chr19	16221557	16232472	2	10482	45543.929	2367.4635	466	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.169	466	1
3_MACS_peak_1155_lociStitched	chr1	112134471	112148297	3	10455	45162.629	1739.3108	469	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.8215	469	1
2_MACS_peak_10579_lociStitched	chr17	76116320	76129778	2	10400	46230.9216	2391.4866	471	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.7513	471	1
3_MACS_peak_20484_lociStitched	chr6	26020253	26034966	3	10966	35914.433	2973.4973	473	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	2.2887	473	1
4_MACS_peak_11258_lociStitched	chr19	1847164	1865833	4	10485	45464.6157	3558.3114	477	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.9788	477	1
1_MACS_peak_19782_lociStitched	chr5	138719763	138730455	1	10693	40191.228	2618.4708	479	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.0456	479	1
5_MACS_peak_12859_lociStitched	chr2	68937424	68963967	5	10907	37346.001	4512.31	481	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.3297	481	1
2_MACS_peak_22257_lociStitched	chr7	52774345	52788700	2	9225	60375.6945	2236.509	482			POM121L12	POM121L12	NONE	482	1
4_MACS_peak_8448_lociStitched	chr15	99393271	99419449	4	10597	42646.5798	4327.2234	486	IGF1R		PGPEP1L	PGPEP1L	NONE	486	1
2_MACS_peak_18743_lociStitched	chr4	185263534	185277445	2	8921	62376.924	3031.2069	492			IRF2	IRF2	3.2809999999999997	492	1
3_MACS_peak_12334_lociStitched	chr2	13681062	13701633	3	10611	38414.2854	3620.496	495			MIR3125	MIR3125	NONE	495	1
3_MACS_peak_11450_lociStitched	chr19	10329495	10347921	3	10218	44858.097	2839.4466	496	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.37370000000000003	496	1
1_MACS_peak_959_lociStitched	chr1	87792658	87803349	1	10692	35044.0289	2179.8949	497	LMO4		LMO4	LMO4	1.0679	497	1
2_MACS_peak_25998_lociStitched	chrX	119434767	119445551	2	10145	44295.28	1236.9248	498	FAM70A		FAM70A	FAM70A	0.7288000000000001	498	1
3_MACS_peak_25473_lociStitched	chrX	30578707	30597377	3	10580	36742.56	1840.862	499	CXorf21		CXorf21	CXorf21	1.1933	499	1
2_MACS_peak_14137_lociStitched	chr2	227768981	227782888	2	9439	55050.8595	2387.8319	500	RHBDD1		RHBDD1	RHBDD1	0.4886	500	1
2_MACS_peak_16864_lociStitched	chr3	124501754	124512104	2	10201	43936.785	2234.565	501	ITGB5		UMPS	UMPS	NONE	501	1
2_MACS_peak_13782_lociStitched	chr2	187810419	187821123	2	8461	65101.728	2220.0096	502			ZSWIM2	ZSWIM2	NONE	502	1
2_MACS_peak_24961_lociStitched	chr9	117127596	117138063	2	10327	41584.3443	2104.9137	504	AKNA	ORM1,ORM2	AKNA	AKNA	1.1021999999999998	504	1
3_MACS_peak_19170_lociStitched	chr5	58852816	58866320	3	9294	56175.2896	2410.464	506	PDE4D		PDE4D	PDE4D	0.0723	506	1
2_MACS_peak_9398_lociStitched	chr16	89033442	89046261	2	9827	47972.5437	1189.6032	508	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.4059	508	1
3_MACS_peak_7847_lociStitched	chr15	46994501	47008854	3	10429	39110.4897	2704.1052	511			SEMA6D	SEMA6D	NONE	511	1
2_MACS_peak_12534_lociStitched	chr2	37614931	37624987	2	9843	48698.1912	2749.3104	512		QPCT	QPCT	QPCT	7.4110000000000005	512	1
1_MACS_peak_1603_lociStitched	chr1	160675972	160685346	1	9375	56064.0192	4008.3224	513	CD48	SLAMF7	CD48	CD48	3.0869	513	1
1_MACS_peak_1923_lociStitched	chr1	197740039	197748869	1	8831	61181.304	3044.584	514	DENND1B		DENND1B	DENND1B	0.1882	514	1
4_MACS_peak_10581_lociStitched	chr17	76137511	76152494	4	10497	36566.0115	2750.8788	515	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.7513	515	1
2_MACS_peak_21889_lociStitched	chr7	8164244	8175510	2	10578	33770.9616	1807.0664	516	ICA1		ICA1	ICA1	0.39540000000000003	516	1
2_MACS_peak_24097_lociStitched	chr8	134576819	134585891	2	9035	56744.4528	2030.3136	520	ST3GAL1		ST3GAL1	ST3GAL1	0.8423	520	1
1_MACS_peak_17093_lociStitched	chr3	150315132	150324415	1	9284	54122.6749	2376.448	521	SELT		SELT	SELT	1.3379	521	1
2_MACS_peak_5357_lociStitched	chr12	46119440	46132521	2	10419	36382.1853	2641.0539	523	ARID2,LOC400027		ARID2	ARID2	0.14500000000000002	523	1
1_MACS_peak_4949_lociStitched	chr12	4377661	4387984	1	10324	37019.3103	1869.4953	526	CCND2	C12orf5	CCND2	CCND2	0.8735999999999999	526	1
4_MACS_peak_13099_lociStitched	chr2	96889969	96912540	4	10461	35761.4924	3728.7292	527	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.6077000000000001	527	1
3_MACS_peak_20802_lociStitched	chr6	42737866	42752432	3	9841	45630.9082	2565.0726	530		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9522999999999999	530	1
3_MACS_peak_20678_lociStitched	chr6	33279327	33292799	3	9904	45013.9936	3041.9776	531	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	2.21	531	1
3_MACS_peak_3395_lociStitched	chr10	104401067	104413008	3	10164	39638.1495	2209.085	532	TRIM8		TRIM8	TRIM8	1.7048999999999999	532	1
2_MACS_peak_7969_lociStitched	chr15	59266806	59281252	2	10269	37787.8468	2725.9602	536	RNF111	SLTM	RNF111	SLTM	0.17329999999999998	536	1
3_MACS_peak_4459_lociStitched	chr11	78163173	78178682	3	8877	57251.4735	2515.5598	538	NARS2	GAB2	GAB2	NONE	NONE	538	1
1_MACS_peak_5689_lociStitched	chr12	72078873	72089141	1	10269	36295.3264	2219.9416	539	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.1881	539	1
2_MACS_peak_4827_lociStitched	chr11	126056513	126069279	2	8829	56765.2956	2290.2204	543		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.4727	543	1
1_MACS_peak_2258_lociStitched	chr1	226062460	226071724	1	9265	51417.9792	2879.2512	544	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.3108	544	1
3_MACS_peak_683_lociStitched	chr1	46789774	46807246	3	9384	48911.1168	3186.8928	548	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6291	548	1
2_MACS_peak_19685_lociStitched	chr5	130708579	130719188	2	9860	40357.6969	2888.8307	554	CDC42SE2		CDC42SE2	CDC42SE2	0.3129	554	1
2_MACS_peak_15038_lociStitched	chr21	16046985	16061134	2	8861	53801.5725	2616.1501	559			SAMSN1	SAMSN1	NONE	559	1
2_MACS_peak_5458_lociStitched	chr12	51712036	51722227	2	9882	38408.8599	2342.9109	561	BIN2,CELA1	SMAGP	BIN2	BIN2	0.655	561	1
2_MACS_peak_17865_lociStitched	chr4	40622255	40634311	2	9801	39439.9984	2431.6952	562	RBM47		RBM47	RBM47	0.2667	562	1
2_MACS_peak_24058_lociStitched	chr8	129664751	129673545	2	8460	57066.9042	1982.1676	563			MIR1208	MIR1208	NONE	563	1
3_MACS_peak_20493_lociStitched	chr6	26155265	26174000	3	10030	35943.0975	3750.747	564	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	3.9690999999999996	564	1
3_MACS_peak_15154_lociStitched	chr21	34696113	34712957	3	9918	38961.8564	4606.834	565	IFNAR1		IFNAR1	IFNAR1	0.8075999999999999	565	1
1_MACS_peak_20511_lociStitched	chr6	26357956	26367429	1	9474	44474.7877	2487.6098	566	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.3654000000000002	566	1
3_MACS_peak_11562_lociStitched	chr19	13943831	13959368	3	9307	46715.0979	2585.3568	571	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.0789	571	1
2_MACS_peak_17544_lociStitched	chr3	196357690	196371222	2	9683	42341.628	4180.0348	573	LRRC33		LRRC33	LRRC33	0.6752	573	1
1_MACS_peak_12838_lociStitched	chr2	66659446	66668626	1	9181	47149.398	1753.38	577	MEIS1		MEIS1	MEIS1	0.2728	577	1
2_MACS_peak_1824_lociStitched	chr1	183438631	183451443	2	9596	42697.2712	4271.5208	580	SMG7		SMG7	SMG7	0.379	580	1
2_MACS_peak_21549_lociStitched	chr6	139684025	139698142	2	9803	36945.6007	2714.6991	581	CITED2		CITED2	CITED2	2.7469	581	1
1_MACS_peak_15744_lociStitched	chr22	39860377	39870176	1	9800	34446.4247	1766.7597	586	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.5814000000000001	586	1
2_MACS_peak_15147_lociStitched	chr21	34600908	34613088	2	9704	37789.668	3556.56	587	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.9952000000000001	587	1
1_MACS_peak_20899_lociStitched	chr6	52527533	52536794	1	9262	43310.9187	2525.4747	591	LOC730101,TMEM14A		LOC730101	LOC730101	2.741	591	1
1_MACS_peak_239_lociStitched	chr1	23850138	23858856	1	8719	50391.7836	2157.705	592	E2F2	ASAP3,ID3	E2F2	E2F2	1.4021	592	1
1_MACS_peak_15463_lociStitched	chr22	23517060	23526668	1	9609	37028.2712	2259.8016	593	BCR	RAB36,RTDR1	BCR	RAB36	1.0528000000000002	593	1
2_MACS_peak_24306_lociStitched	chr9	9605295	9615333	2	8657	50560.4022	1812.8628	594	PTPRD		PTPRD	NONE	NONE	594	1
2_MACS_peak_23428_lociStitched	chr8	33409939	33425587	2	9350	40435.9968	3123.3408	600	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.2691999999999999	600	1
2_MACS_peak_23364_lociStitched	chr8	28195013	28207545	2	9116	43810.6188	2799.6488	601	PNOC,ZNF395		PNOC	PNOC	0.8413999999999999	601	1
1_MACS_peak_3944_lociStitched	chr11	35159785	35169083	1	9299	40537.4204	2501.162	603	CD44		CD44	CD44	0.7686	603	1
1_MACS_peak_9972_lociStitched	chr17	38016288	38025020	1	8733	48325.5076	2162.9164	604	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.3962	604	1
3_MACS_peak_11604_lociStitched	chr19	16180351	16198109	3	9562	36059.3948	2978.0166	605	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	2.169	605	1
1_MACS_peak_2269_lociStitched	chr1	226308556	226317104	1	8549	50852.052	2782.374	610			ACBD3	ACBD3	NONE	610	1
2_MACS_peak_18258_lociStitched	chr4	103532236	103543003	2	9545	34835.5518	2327.8254	612	NFKB1		NFKB1	NFKB1	0.34299999999999997	612	1
2_MACS_peak_20608_lociStitched	chr6	30648887	30659482	2	9461	35640.5205	2155.023	615	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	KIAA1949	1.6531	615	1
1_MACS_peak_8383_lociStitched	chr15	90637858	90646582	1	8725	46654.2072	2203.6824	617	IDH2		IDH2	IDH2	1.5842	617	1
3_MACS_peak_16879_lociStitched	chr3	125548613	125560493	3	9187	39833.64	2602.908	620		MIR548I1	MIR548I1	NONE	NONE	620	1
2_MACS_peak_2865_lociStitched	chr10	45949725	45961002	2	8487	49195.9125	2024.2215	621	MARCH8		MARCH8	MARCH8	0.3323	621	1
2_MACS_peak_270_lociStitched	chr1	24710127	24720594	2	9210	39105.7587	2505.7998	622	C1orf201	NIPAL3	C1orf201	C1orf201	0.5736	622	1
2_MACS_peak_366_lociStitched	chr1	28352277	28364295	2	9261	37462.5096	1938.5034	623	EYA3		EYA3	EYA3	0.32499999999999996	623	1
3_MACS_peak_21423_lociStitched	chr6	130833343	130847863	3	9248	38306.664	2853.18	627			TMEM200A	TMEM200A	NONE	627	1
3_MACS_peak_16196_lociStitched	chr3	39247927	39263943	3	8958	42745.1024	2926.1232	632		XIRP1	XIRP1	XIRP1	0.031299999999999994	632	1
2_MACS_peak_24999_lociStitched	chr9	123631288	123641794	2	8899	42684.8274	2188.3998	633	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.2933000000000001	633	1
3_MACS_peak_11241_lociStitched	chr19	1258219	1277480	3	9124	38980.4118	4362.6165	644	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2550999999999999	644	1
1_MACS_peak_24374_lociStitched	chr9	22236982	22245641	1	8660	41616.8858	1291.0569	653			DMRTA1	DMRTA1	NONE	653	1
3_MACS_peak_10675_lociStitched	chr17	80405726	80423813	3	8846	39740.7564	2973.5028	656	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.3326	656	1
2_MACS_peak_5721_lociStitched	chr12	77452967	77464660	2	8756	40446.087	2344.4465	658	E2F7		E2F7	E2F7	0.7090000000000001	658	1
1_MACS_peak_13452_lociStitched	chr2	135162275	135170700	1	8426	43753.5525	1901.5225	665	MGAT5	LOC151162	LOC151162	NONE	NONE	665	1
1_MACS_peak_16983_lociStitched	chr3	133289648	133298583	1	8936	34422.0875	2253.407	670	CDV3		CDV3	CDV3	1.2086999999999999	670	1
2_MACS_peak_11965_lociStitched	chr19	44257134	44271636	2	8906	35206.5054	2565.4038	671	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.39130000000000004	671	1
