REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20_0EX6_0229Kronos_MM1S.KB.24hr.2_H3K27Ac_hs.dm_i43.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_9131_lociStitched	chr16	66549158	66561168	1	12011	181033.936	3344.785	314	TK2	CKLF,CMTM1	TK2	TK2	3.8504	314	1
3_MACS_peak_20845_lociStitched	chr6	44213163	44233772	3	11991	47779.9056	3870.3702	315	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5544	315	1
4_MACS_peak_12436_lociStitched	chr2	27293340	27310855	4	11970	18012.426	2854.945	316	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.6908000000000001	316	1
2_MACS_peak_20855_lociStitched	chr6	45386649	45402752	2	11965	49592.4091	3040.2464	317	RUNX2	SUPT3H	RUNX2	RUNX2	0.19890000000000002	317	1
2_MACS_peak_23475_lociStitched	chr8	38811450	38824475	2	11957	56051.785	2477.355	318	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1938	318	1
2_MACS_peak_19533_lociStitched	chr5	109023870	109036718	2	11955	48532.0352	3181.1648	319	MAN2A1		MAN2A1	MAN2A1	0.7042	319	1
3_MACS_peak_6863_lociStitched	chr14	23023704	23040206	3	11949	29644.1928	1648.5498	320	DAD1	ABHD4	DAD1	DAD1	0.44309999999999994	320	1
3_MACS_peak_8928_lociStitched	chr16	30193764	30212239	3	11900	47218.405	3852.0375	321	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	2.4909	321	1
3_MACS_peak_15296_lociStitched	chr21	45194880	45210786	3	11896	46908.3846	3909.6948	322	RRP1,CSTB	LOC284837	CSTB	CSTB	1.0359	322	1
2_MACS_peak_3473_lociStitched	chr10	112256183	112273478	2	11874	50565.3915	3277.4025	323	DUSP5		DUSP5	DUSP5	1.9955	323	1
3_MACS_peak_21546_lociStitched	chr6	139631958	139649277	3	11873	80684.0253	3250.7763	324		TXLNB,CITED2	TXLNB	CITED2	2.7469	324	1
4_MACS_peak_11290_lociStitched	chr19	2455329	2480350	4	11864	35837.5783	5099.2798	325	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	2.1226	325	1
3_MACS_peak_8027_lociStitched	chr15	65169186	65189860	3	11855	87513.042	3539.3888	326		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.14390000000000003	326	1
3_MACS_peak_16086_lociStitched	chr3	20080184	20098265	3	11846	26192.1366	3028.5675	327	KAT2B	C3orf48	KAT2B	KAT2B	0.1494	327	1
4_MACS_peak_3065_lociStitched	chr10	74006659	74024512	4	11812	54881.9073	3238.5342	328		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.32639999999999997	328	1
2_MACS_peak_9535_lociStitched	chr17	4842166	4854657	2	11793	45411.0305	2598.128	329	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.6717999999999997	329	1
6_MACS_peak_2699_lociStitched	chr10	22604352	22633908	6	11788	27008.2728	4442.2668	330	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.6689	330	1
1_MACS_peak_25625_lociStitched	chrX	48767989	48779746	1	11758	41098.9449	1473.1521	331	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	2.5014	331	1
1_MACS_peak_17323_lociStitched	chr3	178229919	178241655	1	11737	113693.6736	3897.5256	332		KCNMB2	KCNMB2	KCNMB2	0.0021999999999999797	332	1
3_MACS_peak_16313_lociStitched	chr3	46577845	46592053	3	11727	111161.9712	2857.2288	333	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.7905	333	1
2_MACS_peak_18872_lociStitched	chr5	6475500	6487813	2	11701	90690.1702	2767.9624	334	UBE2QL1		UBE2QL1	UBE2QL1	1.7468	334	1
3_MACS_peak_12406_lociStitched	chr2	25623621	25645943	3	11691	81910.579	4031.3532	335	DTNB		DNMT3A	DNMT3A	NONE	335	1
6_MACS_peak_18977_lociStitched	chr5	32275905	32295981	6	11660	16586.7912	3294.4716	336	MTMR12		MTMR12	MTMR12	0.1516	336	1
3_MACS_peak_2255_lociStitched	chr1	226033789	226046229	3	11614	29124.528	3417.268	337	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	2.3108	337	1
1_MACS_peak_19605_lociStitched	chr5	118667331	118678919	1	11589	74426.2476	3063.8672	338	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.5943	338	1
2_MACS_peak_1648_lociStitched	chr1	161768396	161780161	2	11584	36307.9665	3030.664	339	ATF6	DUSP12	ATF6	DUSP12	0.3315	339	1
2_MACS_peak_1553_lociStitched	chr1	156709104	156722925	2	11580	42096.0018	3912.7251	340	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	0.7218	340	1
2_MACS_peak_20995_lociStitched	chr6	74220344	74234417	2	11580	39160.9371	3117.1695	341	EEF1A1	MTO1	EEF1A1	EEF1A1	2.3586	341	1
2_MACS_peak_16292_lociStitched	chr3	46245492	46257622	2	11579	151850.618	3540.747	342	CCR1	CCR3	CCR1	CCR1	6.8146	342	1
3_MACS_peak_17281_lociStitched	chr3	175052708	175070821	3	11570	57691.7163	5013.6784	343	NAALADL2		NAALADL2	NAALADL2	0.1551	343	1
2_MACS_peak_15444_lociStitched	chr22	23088115	23102014	2	11559	41507.9736	2219.6703	344			MIR650	MIR650	1.9555999999999998	344	1
3_MACS_peak_4358_lociStitched	chr11	71414007	71426893	3	11550	93371.956	3132.5866	345			FAM86C	FAM86C	NONE	345	1
3_MACS_peak_9591_lociStitched	chr17	7474960	7488502	3	11548	29306.2422	2558.0838	346	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	1.2662	346	1
3_MACS_peak_1176_lociStitched	chr1	114470562	114490959	3	11507	23750.2668	1868.3652	347	HIPK1	DCLRE1B,HIPK1,OLFML3,BCL2L15,AP4B1	HIPK1	HIPK1	0.3631	347	1
3_MACS_peak_17236_lociStitched	chr3	169755108	169776508	3	11507	23362.38	5358.56	348	GPR160		GPR160	GPR160	0.26880000000000004	348	1
3_MACS_peak_5661_lociStitched	chr12	68751834	68770624	3	11484	97835.772	3878.256	349		MDM1	MDM1	NONE	NONE	349	1
2_MACS_peak_17304_lociStitched	chr3	176908406	176921144	2	11482	101859.417	3609.9492	350	TBL1XR1		TBL1XR1	TBL1XR1	0.6456	350	1
2_MACS_peak_5776_lociStitched	chr12	89737993	89749946	2	11467	85994.6632	2684.6438	351	DUSP6		DUSP6	DUSP6	5.758	351	1
4_MACS_peak_20751_lociStitched	chr6	37122286	37144355	4	11466	28014.3886	3577.3849	352	PIM1		PIM1	PIM1	0.8210000000000001	352	1
1_MACS_peak_9300_lociStitched	chr16	79629440	79640895	1	11456	39533.496	1414.6925	353	MAF		MAF	MAF	2.0873	353	1
5_MACS_peak_18876_lociStitched	chr5	6711561	6738141	5	11451	18611.316	4170.402	354	PAPD7	PAPD7	PAPD7	PAPD7	0.25479999999999997	354	1
3_MACS_peak_25004_lociStitched	chr9	123688909	123707685	3	11446	40772.084	3342.128	355	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.2933000000000001	355	1
6_MACS_peak_23803_lociStitched	chr8	95987071	96010451	6	11415	11806.9	2038.736	356		C8orf38,TP53INP1	TP53INP1	TP53INP1	0.5132	356	1
2_MACS_peak_22224_lociStitched	chr7	47512853	47524746	2	11413	67694.956	2962.5463	357	TNS3		TNS3	TNS3	0.27630000000000005	357	1
2_MACS_peak_22758_lociStitched	chr7	114561629	114574342	2	11406	92779.474	4347.846	358	MDFIC		MDFIC	MDFIC	2.1288	358	1
4_MACS_peak_23717_lociStitched	chr8	80990804	81018238	4	11405	27941.529	4565.0176	359	TPD52	MRPS28	TPD52	TPD52	0.9167	359	1
3_MACS_peak_11054_lociStitched	chr18	52930435	52948561	3	11401	43872.1704	3307.995	360	TCF4		CCDC68	CCDC68	NONE	360	1
4_MACS_peak_13856_lociStitched	chr2	197088623	197107974	4	11400	49414.7136	3618.637	361	HECW2		STK17B	STK17B	1.0454999999999999	361	1
3_MACS_peak_10107_lociStitched	chr17	43372642	43395774	3	11394	31716.2852	3946.3192	362	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.42999999999999994	362	1
1_MACS_peak_19897_lociStitched	chr5	148204698	148216081	1	11384	66405.0071	3233.9103	363	ADRB2		ADRB2	ADRB2	3.4913000000000003	363	1
1_MACS_peak_5449_lociStitched	chr12	51312071	51323445	1	11375	59802.2172	2707.012	364	METTL7A	HIGD1C	METTL7A	METTL7A	3.1488	364	1
3_MACS_peak_14980_lociStitched	chr20	61273134	61291087	3	11375	46977.6151	2500.8529	365	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.1022999999999998	365	1
3_MACS_peak_379_lociStitched	chr1	28827224	28846255	3	11371	23371.9711	3351.3591	366	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.6148	366	1
2_MACS_peak_17232_lociStitched	chr3	169656235	169668475	2	11365	108420.696	4124.88	367	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	3.5871	367	1
2_MACS_peak_6220_lociStitched	chr12	125397191	125412994	2	11327	61157.61	2157.1095	368	UBC	SCARB1	UBC	UBC	3.5465	368	1
3_MACS_peak_20342_lociStitched	chr6	11713756	11733768	3	11327	42825.68	3436.0604	369	C6orf105		C6orf105	C6orf105	0.5148	369	1
4_MACS_peak_12169_lociStitched	chr19	55460502	55486390	4	11306	37856.0224	3057.3728	370	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.2752	370	1
3_MACS_peak_623_lociStitched	chr1	44289654	44305940	3	11281	45770.1744	3200.199	371	ST3GAL3		ARTN	ARTN	NONE	371	1
4_MACS_peak_12190_lociStitched	chr19	56145582	56168067	4	11267	30624.57	3525.648	372	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0254999999999999	372	1
3_MACS_peak_12693_lociStitched	chr2	54777232	54799046	3	11261	27180.244	3706.1986	373	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.24750000000000003	373	1
3_MACS_peak_20291_lociStitched	chr6	7135048	7148008	3	11256	37394.784	2706.048	374	RREB1		RREB1	RREB1	0.2753	374	1
5_MACS_peak_10945_lociStitched	chr18	42288672	42306869	5	11251	14324.6784	3004.3247	375	SETBP1		SETBP1	SETBP1	0.3069	375	1
1_MACS_peak_5367_lociStitched	chr12	46776135	46787349	1	11215	46826.2998	2334.7548	376		SLC38A2	SLC38A2	SLC38A2	0.6808	376	1
1_MACS_peak_3472_lociStitched	chr10	112215038	112226249	1	11212	122271.6504	2539.2915	377		DUSP5	DUSP5	DUSP5	1.9955	377	1
4_MACS_peak_11542_lociStitched	chr19	13043434	13057824	4	11210	18435.029	2741.295	378	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.8713	378	1
3_MACS_peak_10585_lociStitched	chr17	76163717	76184014	3	11207	30559.1632	3551.975	379	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.1658	379	1
3_MACS_peak_372_lociStitched	chr1	28558543	28577170	3	11192	30784.8429	3583.8348	380	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.5760000000000001	380	1
3_MACS_peak_15485_lociStitched	chr22	24535793	24553994	3	11175	26553.4389	3150.5931	381	CABIN1	SUSD2	SUSD2	NONE	NONE	381	1
4_MACS_peak_13023_lociStitched	chr2	86290306	86308522	4	11157	26087.1336	3176.8704	382	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	1.4451	382	1
4_MACS_peak_18751_lociStitched	chr4	185366508	185381490	4	11142	31763.3382	2830.0998	383	IRF2		IRF2	IRF2	3.2809999999999997	383	1
3_MACS_peak_1604_lociStitched	chr1	160695151	160714964	3	11130	51945.7234	5882.4797	384	SLAMF7	CD48	SLAMF7	CD48	3.0869	384	1
4_MACS_peak_25177_lociStitched	chr9	134595288	134615298	4	11129	32092.038	3581.79	385	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.4201	385	1
2_MACS_peak_22274_lociStitched	chr7	55594691	55606235	2	11100	137334.3504	2535.0624	386	VOPP1		VOPP1	VOPP1	2.4972000000000003	386	1
2_MACS_peak_2962_lociStitched	chr10	63802913	63814769	2	11091	53848.7664	2859.6672	387	ARID5B		ARID5B	ARID5B	0.4264	387	1
2_MACS_peak_16439_lociStitched	chr3	52729985	52746165	2	11088	56341.996	2779.724	388	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	2.4468	388	1
4_MACS_peak_327_lociStitched	chr1	27059491	27072819	4	11081	25387.1744	2637.6112	389	ARID1A	PIGV	ARID1A	PIGV	1.4865000000000002	389	1
1_MACS_peak_14944_lociStitched	chr20	56047570	56058649	1	11080	74894.04	2497.2066	390		CTCFL	CTCFL	CTCFL	0.005100000000000007	390	1
3_MACS_peak_8423_lociStitched	chr15	93346276	93364607	3	11050	59421.7696	3455.3935	391		ASB9P1	ASB9P1	NONE	NONE	391	1
2_MACS_peak_18845_lociStitched	chr5	1334993	1346243	2	11004	31916.25	2236.5	392	CLPTM1L	TERT	CLPTM1L	CLPTM1L	3.1803	392	1
3_MACS_peak_16358_lociStitched	chr3	49054314	49067651	3	11001	29017.3109	3011.4946	393	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.8290000000000002	393	1
1_MACS_peak_2051_lociStitched	chr1	206727944	206738935	1	10992	71836.0769	4055.679	394	RASSF5	LGTN	RASSF5	RASSF5	0.7636000000000001	394	1
4_MACS_peak_22120_lociStitched	chr7	37375129	37393969	4	10990	27956.676	3577.716	395	ELMO1		ELMO1	ELMO1	0.022599999999999995	395	1
3_MACS_peak_16746_lociStitched	chr3	111838333	111854382	3	10981	18822.2672	3095.8521	396	GCET2	C3orf52,MIR567	GCET2	GCET2	0.6949	396	1
3_MACS_peak_5105_lociStitched	chr12	13242309	13256190	3	10973	45124.3548	2740.1094	397	GSG1	KIAA1467	GSG1	GSG1	1.1441000000000001	397	1
3_MACS_peak_20484_lociStitched	chr6	26020253	26034966	3	10966	35914.433	2973.4973	398	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	2.2887	398	1
2_MACS_peak_10200_lociStitched	chr17	47815752	47828032	2	10958	61058.616	2894.396	399	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.0166000000000002	399	1
4_MACS_peak_333_lociStitched	chr1	27146972	27167302	4	10953	19185.421	3244.668	400	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	PIGV	1.4865000000000002	400	1
4_MACS_peak_4126_lociStitched	chr11	62307990	62326088	4	10945	22685.843	3259.4498	401	AHNAK	EEF1G,TUT1,MTA2	AHNAK	MTA2	0.7094	401	1
4_MACS_peak_12109_lociStitched	chr19	50165946	50184466	4	10941	31950.704	3522.504	402	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	0.7663	402	1
5_MACS_peak_12859_lociStitched	chr2	68937424	68963967	5	10907	37346.001	4512.31	403	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.3297	403	1
2_MACS_peak_7628_lociStitched	chr15	31546550	31561150	2	10894	105049.92	2865.98	404			KLF13	KLF13	1.8769	404	1
4_MACS_peak_3458_lociStitched	chr10	111966811	111986633	4	10886	23330.494	3532.2804	405	MXI1		MXI1	MXI1	0.1864	405	1
2_MACS_peak_18133_lociStitched	chr4	84132137	84144784	2	10879	108512.5247	3176.9264	406			COQ2	COQ2	NONE	406	1
2_MACS_peak_17462_lociStitched	chr3	186779300	186792518	2	10866	84732.6672	4449.1788	407	ST6GAL1		ST6GAL1	ST6GAL1	1.2354	407	1
1_MACS_peak_10105_lociStitched	chr17	43297718	43308567	1	10850	69151.526	2544.0905	408	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.0776000000000003	408	1
4_MACS_peak_7806_lociStitched	chr15	44579167	44602905	4	10826	24656.6606	3826.5656	409	CASC4		CASC4	CASC4	0.1424	409	1
2_MACS_peak_3469_lociStitched	chr10	112172300	112186208	2	10786	43244.1444	2732.922	410			DUSP5	DUSP5	1.9955	410	1
1_MACS_peak_18271_lociStitched	chr4	105407020	105417787	1	10768	85498.5936	2393.5041	411	CXXC4		CXXC4	CXXC4	2.8194	411	1
3_MACS_peak_8173_lociStitched	chr15	75352723	75370830	3	10764	60240.1783	3414.9802	412		PPCDC	PPCDC	PPCDC	2.2474	412	1
4_MACS_peak_21252_lociStitched	chr6	109186369	109206839	4	10744	33482.779	3788.997	413	ARMC2		ARMC2	ARMC2	0.9958	413	1
5_MACS_peak_1889_lociStitched	chr1	192561062	192579542	5	10740	19716.312	4876.872	414		RGS1,RGS13	RGS1	RGS1	2.2209	414	1
2_MACS_peak_14656_lociStitched	chr20	34677647	34690212	2	10730	16891.1295	2224.005	415		EPB41L1,LOC647979	EPB41L1	LOC647979	0.3186	415	1
1_MACS_peak_13282_lociStitched	chr2	112455374	112466090	1	10717	125480.0736	2701.5036	416			ANAPC1	ANAPC1	NONE	416	1
1_MACS_peak_17099_lociStitched	chr3	151911009	151921721	1	10713	45461.728	2500.1808	417			MBNL1	MBNL1	0.2212	417	1
1_MACS_peak_19782_lociStitched	chr5	138719763	138730455	1	10693	40191.228	2618.4708	418	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.0456	418	1
1_MACS_peak_959_lociStitched	chr1	87792658	87803349	1	10692	35044.0289	2179.8949	419	LMO4		LMO4	LMO4	1.0679	419	1
3_MACS_peak_6482_lociStitched	chr13	46269181	46281182	3	10618	53520.8597	1510.9259	420	SPERT		SPERT	SPERT	2.2533000000000003	420	1
3_MACS_peak_16944_lociStitched	chr3	130557312	130574200	3	10611	21185.996	2943.5784	421	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.0926	421	1
3_MACS_peak_12334_lociStitched	chr2	13681062	13701633	3	10611	38414.2854	3620.496	422			MIR3125	MIR3125	NONE	422	1
2_MACS_peak_4797_lociStitched	chr11	122928606	122942031	2	10604	51832.5825	3121.3125	423	HSPA8	LOC341056	HSPA8	HSPA8	2.799	423	1
4_MACS_peak_8448_lociStitched	chr15	99393271	99419449	4	10597	42646.5798	4327.2234	424	IGF1R		PGPEP1L	PGPEP1L	NONE	424	1
1_MACS_peak_14167_lociStitched	chr2	231729235	231739825	1	10591	81029.385	1099.242	425	ITM2C		ITM2C	ITM2C	3.2957	425	1
3_MACS_peak_25473_lociStitched	chrX	30578707	30597377	3	10580	36742.56	1840.862	426	CXorf21		CXorf21	CXorf21	1.1933	426	1
4_MACS_peak_9612_lociStitched	chr17	8088627	8104487	4	10579	17334.98	3292.536	427	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf44	1.158	427	1
2_MACS_peak_21889_lociStitched	chr7	8164244	8175510	2	10578	33770.9616	1807.0664	428	ICA1		ICA1	ICA1	0.39540000000000003	428	1
2_MACS_peak_4095_lociStitched	chr11	60602381	60613523	2	10545	33673.3524	2260.7118	429	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.581	429	1
2_MACS_peak_19616_lociStitched	chr5	121647186	121660800	2	10544	18897.5934	2093.8332	430	SNCAIP		SNCAIP	SNCAIP	0.06960000000000001	430	1
3_MACS_peak_21716_lociStitched	chr6	160389302	160405225	3	10532	19085.3078	1648.0305	431	IGF2R		IGF2R	IGF2R	0.14079999999999998	431	1
3_MACS_peak_5584_lociStitched	chr12	58224888	58241293	3	10521	18993.709	2808.536	432	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.41700000000000004	432	1
2_MACS_peak_2308_lociStitched	chr1	228268803	228279404	2	10504	17035.807	3196.2015	433	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	0.6537	433	1
4_MACS_peak_10581_lociStitched	chr17	76137511	76152494	4	10497	36566.0115	2750.8788	434	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.7513	434	1
2_MACS_peak_13523_lociStitched	chr2	153914300	153929179	2	10487	49932.4361	3210.8882	435			ARL6IP6	ARL6IP6	NONE	435	1
4_MACS_peak_11258_lociStitched	chr19	1847164	1865833	4	10485	45464.6157	3558.3114	436	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.9788	436	1
2_MACS_peak_11607_lociStitched	chr19	16221557	16232472	2	10482	45543.929	2367.4635	437	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.169	437	1
2_MACS_peak_19537_lociStitched	chr5	109187845	109202236	2	10481	68122.6767	2414.8098	438	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	438	1
2_MACS_peak_4693_lociStitched	chr11	115090178	115102577	2	10479	97095.3291	2613.7092	439	CADM1		CADM1	CADM1	0.3901	439	1
4_MACS_peak_5390_lociStitched	chr12	48276492	48299234	4	10467	17588.6628	3547.752	440	VDR		VDR	VDR	0.2528	440	1
4_MACS_peak_13099_lociStitched	chr2	96889969	96912540	4	10461	35761.4924	3728.7292	441	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.6077000000000001	441	1
3_MACS_peak_23604_lociStitched	chr8	61811770	61830364	3	10459	30754.476	3629.5488	442		LOC100130298	LOC100130298	NONE	NONE	442	1
3_MACS_peak_1155_lociStitched	chr1	112134471	112148297	3	10455	45162.629	1739.3108	443	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.8215	443	1
1_MACS_peak_18740_lociStitched	chr4	185200887	185211316	1	10430	167225.8863	2880.4898	444			ENPP6	ENPP6	NONE	444	1
3_MACS_peak_7847_lociStitched	chr15	46994501	47008854	3	10429	39110.4897	2704.1052	445			SEMA6D	SEMA6D	NONE	445	1
2_MACS_peak_5357_lociStitched	chr12	46119440	46132521	2	10419	36382.1853	2641.0539	446	ARID2,LOC400027		ARID2	ARID2	0.14500000000000002	446	1
2_MACS_peak_10579_lociStitched	chr17	76116320	76129778	2	10400	46230.9216	2391.4866	447	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.7513	447	1
2_MACS_peak_15460_lociStitched	chr22	23477602	23488911	2	10398	74600.9494	2424.6496	448	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.7463000000000001	448	1
1_MACS_peak_18520_lociStitched	chr4	144272394	144282783	1	10390	70499.754	2399.859	449	GAB1		GAB1	GAB1	0.6583	449	1
3_MACS_peak_11797_lociStitched	chr19	35695238	35708270	3	10383	101130.9264	2833.1568	450		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8038	450	1
4_MACS_peak_23264_lociStitched	chr8	19519253	19540478	4	10381	54705.315	3553.065	451	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.21809999999999996	451	1
3_MACS_peak_24905_lociStitched	chr9	112668551	112683448	3	10371	97572.3706	3384.5984	452	PALM2,PALM2-AKAP2		PALM2	PALM2	0.4771	452	1
3_MACS_peak_24717_lociStitched	chr9	93670878	93689315	3	10346	76072.9057	3373.971	453			SYK	SYK	NONE	453	1
3_MACS_peak_24973_lociStitched	chr9	117369698	117382515	3	10343	29467.5647	2403.1875	454	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.7239	454	1
2_MACS_peak_24961_lociStitched	chr9	117127596	117138063	2	10327	41584.3443	2104.9137	455	AKNA	ORM1,ORM2	AKNA	AKNA	1.1021999999999998	455	1
4_MACS_peak_11269_lociStitched	chr19	2040935	2063031	4	10327	34005.744	4341.864	456	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.3601	456	1
1_MACS_peak_4949_lociStitched	chr12	4377661	4387984	1	10324	37019.3103	1869.4953	457	CCND2	C12orf5	CCND2	CCND2	0.8735999999999999	457	1
1_MACS_peak_15513_lociStitched	chr22	27004980	27015296	1	10317	63412.452	2457.2712	458	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.3326000000000002	458	1
2_MACS_peak_13831_lociStitched	chr2	192530781	192546491	2	10287	61796.856	3101.154	459	OBFC2A		OBFC2A	OBFC2A	2.7759	459	1
2_MACS_peak_22942_lociStitched	chr7	136035047	136047356	2	10282	86314.4007	4081.6644	460			LUZP6	LUZP6	NONE	460	1
1_MACS_peak_5689_lociStitched	chr12	72078873	72089141	1	10269	36295.3264	2219.9416	461	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.1881	461	1
2_MACS_peak_7969_lociStitched	chr15	59266806	59281252	2	10269	37787.8468	2725.9602	462	RNF111	SLTM	RNF111	SLTM	0.17329999999999998	462	1
3_MACS_peak_485_lociStitched	chr1	36614052	36628017	3	10260	28108.752	2825.1195	463	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.44759999999999994	463	1
3_MACS_peak_11692_lociStitched	chr19	19050099	19061546	3	10249	28443.5056	2242.4673	464	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3372	464	1
3_MACS_peak_5251_lociStitched	chr12	31238398	31254814	3	10249	29202.4224	2805.4944	465	DDX11		DDX11	DDX11	0.9765	465	1
4_MACS_peak_5998_lociStitched	chr12	109161769	109181216	4	10229	34181.9919	3399.3356	466	SSH1	CORO1C,SSH1	CORO1C	CORO1C	1.0037	466	1
3_MACS_peak_7669_lociStitched	chr15	34619122	34635872	3	10222	52157.825	3283	467	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6682	467	1
3_MACS_peak_11450_lociStitched	chr19	10329495	10347921	3	10218	44858.097	2839.4466	468	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.37370000000000003	468	1
4_MACS_peak_2228_lociStitched	chr1	223899622	223915536	4	10216	16937.2702	3552.0048	469	CAPN2	CAPN8	CAPN2	CAPN2	0.11680000000000001	469	1
3_MACS_peak_19387_lociStitched	chr5	86408211	86420713	3	10209	85807.477	2810.4496	470	MIR4280		MIR4280	MIR4280	0.8355	470	1
4_MACS_peak_13206_lociStitched	chr2	109221269	109239274	4	10208	19162.7215	3375.9375	471	LIMS1	LIMS1	LIMS1	LIMS1	0.1798	471	1
2_MACS_peak_16864_lociStitched	chr3	124501754	124512104	2	10201	43936.785	2234.565	472	ITGB5		UMPS	UMPS	NONE	472	1
2_MACS_peak_1849_lociStitched	chr1	184711482	184725533	2	10186	26179.8232	4296.7958	473	EDEM3		EDEM3	EDEM3	0.2595	473	1
