GENE_ID	locusLine	bin_1_26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam
1_MACS_peak_15759_lociStitched	chr17(.):61606250-61606681	0.8324
1_MACS_peak_15760_lociStitched	chr17(.):61610166-61610787	0.9358
2_MACS_peak_15761_lociStitched	chr17(.):61612042-61613551	0.8208
1_MACS_peak_15763_lociStitched	chr17(.):61615097-61617715	1.1061
2_MACS_peak_15764_lociStitched	chr17(.):61618986-61620948	0.7882
1_MACS_peak_15766_lociStitched	chr17(.):61775959-61777151	0.9071
1_MACS_peak_15767_lociStitched	chr17(.):61778280-61778586	0.63
2_MACS_peak_15768_lociStitched	chr17(.):61954877-61959543	1.0543
1_MACS_peak_15770_lociStitched	chr17(.):61961491-61961850	0.5701
1_MACS_peak_15771_lociStitched	chr17(.):61973691-61974109	0.7007
1_MACS_peak_15772_lociStitched	chr17(.):61988467-61989098	0.9434
1_MACS_peak_15773_lociStitched	chr17(.):61995447-61996064	0.8164
1_MACS_peak_15774_lociStitched	chr17(.):62018820-62019398	0.8186
1_MACS_peak_15775_lociStitched	chr17(.):62022106-62022803	0.8142
1_MACS_peak_15776_lociStitched	chr17(.):62774667-62775753	0.9871
1_MACS_peak_15777_lociStitched	chr17(.):63133730-63134430	0.759
3_MACS_peak_15778_lociStitched	chr17(.):64958888-64961423	0.8566
1_MACS_peak_15781_lociStitched	chr17(.):64962503-64963608	1.269
5_MACS_peak_15782_lociStitched	chr17(.):64969864-64974637	1.0048
1_MACS_peak_15787_lociStitched	chr17(.):64984055-64984554	0.8625
1_MACS_peak_15788_lociStitched	chr17(.):65002879-65003199	0.6215
1_MACS_peak_15789_lociStitched	chr17(.):65019123-65019406	0.7615
1_MACS_peak_15790_lociStitched	chr17(.):65026867-65029074	1.0014
1_MACS_peak_15791_lociStitched	chr17(.):65991574-65992068	0.8297
2_MACS_peak_15792_lociStitched	chr17(.):66192000-66196917	1.9429
2_MACS_peak_15794_lociStitched	chr17(.):70116187-70118148	0.9182
2_MACS_peak_15796_lociStitched	chr17(.):71158976-71162981	1.4645
2_MACS_peak_15798_lociStitched	chr17(.):71320056-71321502	0.9553
1_MACS_peak_15800_lociStitched	chr17(.):71323187-71323658	0.6699
1_MACS_peak_15801_lociStitched	chr17(.):71324887-71325422	0.9367
1_MACS_peak_15802_lociStitched	chr17(.):71340241-71340602	0.8271
3_MACS_peak_15803_lociStitched	chr17(.):71344717-71347645	0.9236
8_MACS_peak_15806_lociStitched	chr17(.):71352655-71365202	1.1096
1_MACS_peak_15814_lociStitched	chr17(.):71375453-71376489	0.91
2_MACS_peak_15815_lociStitched	chr17(.):71377555-71388100	1.2332
5_MACS_peak_15817_lociStitched	chr17(.):71389893-71395446	1.0662
1_MACS_peak_15822_lociStitched	chr17(.):71399382-71399698	0.604
2_MACS_peak_15823_lociStitched	chr17(.):71418387-71420090	0.8102
7_MACS_peak_15825_lociStitched	chr17(.):71424791-71438553	1.0444
6_MACS_peak_15832_lociStitched	chr17(.):71441616-71446950	0.9738
2_MACS_peak_15838_lociStitched	chr17(.):71451068-71454176	0.9265
1_MACS_peak_15840_lociStitched	chr17(.):71462968-71463416	0.8208
5_MACS_peak_15841_lociStitched	chr17(.):71472671-71475402	0.9723
1_MACS_peak_15846_lociStitched	chr17(.):71478251-71479097	0.9244
8_MACS_peak_15847_lociStitched	chr17(.):71485456-71491713	0.8169
1_MACS_peak_15855_lociStitched	chr17(.):71493122-71495567	0.9878
1_MACS_peak_15856_lociStitched	chr17(.):71499684-71500113	1.1044
1_MACS_peak_15857_lociStitched	chr17(.):71504036-71505226	0.8925
4_MACS_peak_15858_lociStitched	chr17(.):71509856-71514000	0.9733
4_MACS_peak_15862_lociStitched	chr17(.):71515037-71519498	0.9037
6_MACS_peak_15866_lociStitched	chr17(.):71520801-71526107	0.8016
1_MACS_peak_15872_lociStitched	chr17(.):71527574-71527970	0.7317
7_MACS_peak_15873_lociStitched	chr17(.):71530336-71536557	0.8795
4_MACS_peak_15880_lociStitched	chr17(.):71539248-71542931	1.0286
2_MACS_peak_15884_lociStitched	chr17(.):71544502-71548008	1.2219
4_MACS_peak_15886_lociStitched	chr17(.):71549554-71552762	0.8242
2_MACS_peak_15890_lociStitched	chr17(.):71556283-71557883	0.7567
2_MACS_peak_15892_lociStitched	chr17(.):71565725-71569786	0.9718
1_MACS_peak_15894_lociStitched	chr17(.):71570960-71571402	0.7259
5_MACS_peak_15895_lociStitched	chr17(.):71578583-71586245	0.8979
2_MACS_peak_15900_lociStitched	chr17(.):71591342-71594027	0.9035
3_MACS_peak_15902_lociStitched	chr17(.):71595833-71598220	0.808
2_MACS_peak_15905_lociStitched	chr17(.):71604556-71605304	0.6983
1_MACS_peak_15907_lociStitched	chr17(.):71608245-71608524	0.5939
1_MACS_peak_15908_lociStitched	chr17(.):71619502-71619959	0.7198
1_MACS_peak_15909_lociStitched	chr17(.):71622161-71622593	0.7628
1_MACS_peak_15910_lociStitched	chr17(.):71624371-71624696	0.7993
1_MACS_peak_15911_lociStitched	chr17(.):71627724-71628696	0.885
11_MACS_peak_15912_lociStitched	chr17(.):71633846-71645848	0.9512
1_MACS_peak_15923_lociStitched	chr17(.):71652296-71652755	0.7473
1_MACS_peak_15924_lociStitched	chr17(.):71655363-71655953	0.8729
1_MACS_peak_15925_lociStitched	chr17(.):71687077-71687657	0.878
2_MACS_peak_15926_lociStitched	chr17(.):71698691-71699832	1.0074
3_MACS_peak_15928_lociStitched	chr17(.):71702581-71705035	0.7559
1_MACS_peak_15931_lociStitched	chr17(.):71707580-71707935	0.5473
1_MACS_peak_15932_lociStitched	chr17(.):71711349-71711953	0.7561
4_MACS_peak_15933_lociStitched	chr17(.):71714714-71718676	1.0853
2_MACS_peak_15937_lociStitched	chr17(.):71719784-71721487	0.6793
3_MACS_peak_15939_lociStitched	chr17(.):71729516-71731456	0.6807
3_MACS_peak_15942_lociStitched	chr17(.):71733287-71739764	1.064
1_MACS_peak_15945_lociStitched	chr17(.):71741065-71741624	1.0625
2_MACS_peak_15946_lociStitched	chr17(.):71742890-71744636	0.882
1_MACS_peak_15948_lociStitched	chr17(.):71746142-71746607	0.7541
6_MACS_peak_15949_lociStitched	chr17(.):71748146-71753823	0.7675
1_MACS_peak_15955_lociStitched	chr17(.):71764010-71764334	0.5729
2_MACS_peak_15956_lociStitched	chr17(.):71771357-71772740	0.7432
1_MACS_peak_15958_lociStitched	chr17(.):71779807-71780298	0.7602
2_MACS_peak_15959_lociStitched	chr17(.):71782056-71783329	0.6996
1_MACS_peak_15961_lociStitched	chr17(.):71793939-71794243	0.4894
1_MACS_peak_15962_lociStitched	chr17(.):71808111-71808476	0.7726
2_MACS_peak_15963_lociStitched	chr17(.):71817296-71818325	0.8477
1_MACS_peak_15965_lociStitched	chr17(.):71840598-71841033	0.819
1_MACS_peak_15966_lociStitched	chr17(.):71842520-71843149	0.8853
2_MACS_peak_15967_lociStitched	chr17(.):71851216-71852828	0.621
2_MACS_peak_15969_lociStitched	chr17(.):71860011-71861039	0.7692
4_MACS_peak_15971_lociStitched	chr17(.):71874775-71878567	0.9464
1_MACS_peak_15975_lociStitched	chr17(.):71894375-71894728	0.8229
1_MACS_peak_15976_lociStitched	chr17(.):71896897-71899355	1.1336
1_MACS_peak_15977_lociStitched	chr17(.):71946460-71947128	0.7991
1_MACS_peak_15978_lociStitched	chr17(.):71948586-71948899	0.5399
2_MACS_peak_15979_lociStitched	chr17(.):71968807-71970489	0.8669
1_MACS_peak_15981_lociStitched	chr17(.):71972863-71973150	0.7581
1_MACS_peak_15982_lociStitched	chr17(.):71978479-71978752	0.859
1_MACS_peak_15983_lociStitched	chr17(.):71980040-71980657	0.8947
4_MACS_peak_15984_lociStitched	chr17(.):71981879-71986285	0.8981
1_MACS_peak_15988_lociStitched	chr17(.):71987460-71987798	0.8928
1_MACS_peak_15989_lociStitched	chr17(.):72001671-72002500	0.8857
3_MACS_peak_15990_lociStitched	chr17(.):72005393-72008345	0.8332
4_MACS_peak_15993_lociStitched	chr17(.):72010326-72013504	0.8144
6_MACS_peak_15997_lociStitched	chr17(.):72026388-72034213	0.9455
1_MACS_peak_16003_lociStitched	chr17(.):72035528-72035876	0.8279
1_MACS_peak_16004_lociStitched	chr17(.):72039424-72039729	0.5546
2_MACS_peak_16005_lociStitched	chr17(.):72040798-72042182	0.6945
4_MACS_peak_16007_lociStitched	chr17(.):72043264-72048066	0.9026
2_MACS_peak_16011_lociStitched	chr17(.):72049141-72051962	0.8537
1_MACS_peak_16013_lociStitched	chr17(.):72076621-72077561	1.0101
2_MACS_peak_16014_lociStitched	chr17(.):72083043-72084681	0.8136
1_MACS_peak_16016_lociStitched	chr17(.):72093948-72094327	0.6453
1_MACS_peak_16017_lociStitched	chr17(.):72097778-72098149	0.8101
1_MACS_peak_16018_lociStitched	chr17(.):72104140-72104625	0.6799
1_MACS_peak_16019_lociStitched	chr17(.):72106722-72107971	1.0102
3_MACS_peak_16020_lociStitched	chr17(.):72109658-72113335	0.902
3_MACS_peak_16023_lociStitched	chr17(.):72114948-72116798	0.6919
1_MACS_peak_16026_lociStitched	chr17(.):72121610-72122108	0.7946
1_MACS_peak_16027_lociStitched	chr17(.):72125643-72126067	0.8633
1_MACS_peak_16028_lociStitched	chr17(.):72128449-72128815	0.5857
2_MACS_peak_16029_lociStitched	chr17(.):72130597-72132484	0.6649
6_MACS_peak_16031_lociStitched	chr17(.):72145872-72150818	0.934
2_MACS_peak_16037_lociStitched	chr17(.):72152566-72154578	0.9431
2_MACS_peak_16039_lociStitched	chr17(.):72155732-72157209	0.8639
1_MACS_peak_16041_lociStitched	chr17(.):72158272-72158851	0.6856
1_MACS_peak_16042_lociStitched	chr17(.):72160065-72160829	0.7749
6_MACS_peak_16043_lociStitched	chr17(.):72169715-72179945	0.984
3_MACS_peak_16049_lociStitched	chr17(.):72181171-72183869	0.8073
3_MACS_peak_16052_lociStitched	chr17(.):72188848-72199722	1.4958
1_MACS_peak_16055_lociStitched	chr17(.):72210495-72211439	0.7841
1_MACS_peak_16056_lociStitched	chr17(.):72213146-72213458	0.6018
1_MACS_peak_16057_lociStitched	chr17(.):72217607-72217956	0.7242
1_MACS_peak_16058_lociStitched	chr17(.):72229637-72230103	0.8351
13_MACS_peak_16059_lociStitched	chr17(.):72236062-72260791	1.0836
5_MACS_peak_16072_lociStitched	chr17(.):72262587-72273388	1.0721
2_MACS_peak_16077_lociStitched	chr17(.):72276472-72277416	0.8296
2_MACS_peak_16079_lociStitched	chr17(.):72280603-72281533	0.7217
3_MACS_peak_16081_lociStitched	chr17(.):72283213-72289173	1.1214
4_MACS_peak_16084_lociStitched	chr17(.):72293220-72297625	1.0202
14_MACS_peak_16088_lociStitched	chr17(.):72300486-72319613	0.9584
8_MACS_peak_16102_lociStitched	chr17(.):72320822-72329518	0.9526
14_MACS_peak_16110_lociStitched	chr17(.):72332441-72386188	1.3558
1_MACS_peak_16124_lociStitched	chr17(.):72388875-72389531	1.1514
1_MACS_peak_16125_lociStitched	chr17(.):72390925-72391695	0.8983
2_MACS_peak_16126_lociStitched	chr17(.):72392793-72394060	0.6015
7_MACS_peak_16128_lociStitched	chr17(.):72395595-72404512	0.9398
1_MACS_peak_16135_lociStitched	chr17(.):72405941-72407314	1.042
2_MACS_peak_16136_lociStitched	chr17(.):72409116-72409975	0.7789
9_MACS_peak_16138_lociStitched	chr17(.):72413441-72433624	1.2654
2_MACS_peak_16147_lociStitched	chr17(.):72434709-72438577	1.0712
6_MACS_peak_16149_lociStitched	chr17(.):72440273-72450031	1.1825
2_MACS_peak_16155_lociStitched	chr17(.):72497034-72498215	0.7245
2_MACS_peak_16157_lociStitched	chr17(.):72499795-72500553	0.7773
3_MACS_peak_16159_lociStitched	chr17(.):72516419-72529471	1.3205
6_MACS_peak_16162_lociStitched	chr17(.):72533179-72549941	1.3207
8_MACS_peak_16168_lociStitched	chr17(.):72552030-72564249	1.0059
2_MACS_peak_16176_lociStitched	chr17(.):72565509-72567523	1.2672
1_MACS_peak_16178_lociStitched	chr17(.):72568828-72569193	0.7794
3_MACS_peak_16179_lociStitched	chr17(.):72572490-72576505	0.9643
2_MACS_peak_16182_lociStitched	chr17(.):72579631-72581052	0.7675
3_MACS_peak_16184_lociStitched	chr17(.):72583018-72586596	0.7864
3_MACS_peak_16187_lociStitched	chr17(.):72588937-72593214	0.966
15_MACS_peak_16190_lociStitched	chr17(.):72594906-72622773	1.2057
10_MACS_peak_16205_lociStitched	chr17(.):72623856-72639635	0.9808
5_MACS_peak_16215_lociStitched	chr17(.):72640759-72650872	1.131
3_MACS_peak_16220_lociStitched	chr17(.):72731492-72733804	0.8714
2_MACS_peak_16223_lociStitched	chr17(.):72845970-72848109	0.81
3_MACS_peak_16225_lociStitched	chr17(.):72849498-72859166	1.6624
11_MACS_peak_16228_lociStitched	chr17(.):72873487-72906897	1.2771
9_MACS_peak_16239_lociStitched	chr17(.):72908257-72953113	1.5168
2_MACS_peak_16248_lociStitched	chr17(.):72955087-72956566	0.8436
3_MACS_peak_16250_lociStitched	chr17(.):72958565-72961657	1.062
1_MACS_peak_16253_lociStitched	chr17(.):72964458-72964947	0.9437
2_MACS_peak_16254_lociStitched	chr17(.):72966471-72972341	1.2339
4_MACS_peak_16256_lociStitched	chr17(.):72973777-72981756	1.2109
3_MACS_peak_16260_lociStitched	chr17(.):72984067-72988300	1.1958
1_MACS_peak_16263_lociStitched	chr17(.):72993997-72994468	0.5812
1_MACS_peak_16264_lociStitched	chr17(.):72997040-73004636	1.4337
1_MACS_peak_16265_lociStitched	chr17(.):73007063-73007371	0.5943
2_MACS_peak_16266_lociStitched	chr17(.):73084249-73085364	0.8346
1_MACS_peak_16268_lociStitched	chr17(.):73087737-73088054	0.6752
1_MACS_peak_16269_lociStitched	chr17(.):73094517-73095081	0.8865
2_MACS_peak_16270_lociStitched	chr17(.):73096260-73097184	0.952
2_MACS_peak_16272_lociStitched	chr17(.):73099834-73101986	0.9
1_MACS_peak_16274_lociStitched	chr17(.):73104538-73104928	0.9536
3_MACS_peak_16275_lociStitched	chr17(.):73576858-73578951	0.8194
4_MACS_peak_16278_lociStitched	chr17(.):73580508-73594095	1.3568
2_MACS_peak_16282_lociStitched	chr17(.):73597659-73599585	0.9255
1_MACS_peak_16284_lociStitched	chr17(.):73600859-73601308	0.7672
3_MACS_peak_16285_lociStitched	chr17(.):73602738-73619868	1.9554
2_MACS_peak_16288_lociStitched	chr17(.):73713873-73714937	0.8205
1_MACS_peak_16290_lociStitched	chr17(.):73835999-73836955	0.9802
3_MACS_peak_16291_lociStitched	chr17(.):74003735-74008821	1.0239
10_MACS_peak_16294_lociStitched	chr17(.):74011126-74025116	1.0488
2_MACS_peak_16304_lociStitched	chr17(.):74069829-74077223	1.6013
1_MACS_peak_16306_lociStitched	chr17(.):74128051-74128540	0.8713
2_MACS_peak_16307_lociStitched	chr17(.):74133269-74137494	1.692
1_MACS_peak_16309_lociStitched	chr17(.):74237007-74237626	0.7932
1_MACS_peak_16310_lociStitched	chr17(.):74380612-74382125	1.5062
1_MACS_peak_16311_lociStitched	chr17(.):74457933-74458504	0.7277
8_MACS_peak_16312_lociStitched	chr17(.):74514861-74542182	1.4696
3_MACS_peak_16320_lociStitched	chr17(.):74580174-74587795	1.4158
2_MACS_peak_16323_lociStitched	chr17(.):74588956-74590668	0.9861
3_MACS_peak_16325_lociStitched	chr17(.):74592295-74594242	0.8901
6_MACS_peak_16328_lociStitched	chr17(.):74605057-74612791	0.8945
1_MACS_peak_16334_lociStitched	chr17(.):74619043-74619471	0.581
2_MACS_peak_16335_lociStitched	chr17(.):74620890-74625740	1.3722
1_MACS_peak_16337_lociStitched	chr17(.):74639500-74639966	0.8462
1_MACS_peak_16338_lociStitched	chr17(.):74678726-74679045	0.4982
3_MACS_peak_16339_lociStitched	chr17(.):74681346-74684097	0.9585
1_MACS_peak_16342_lociStitched	chr17(.):74706015-74706368	0.7907
1_MACS_peak_16343_lociStitched	chr17(.):74848707-74849200	0.9487
1_MACS_peak_16344_lociStitched	chr17(.):74859542-74859838	0.8322
2_MACS_peak_16345_lociStitched	chr17(.):74861086-74862423	0.8775
1_MACS_peak_16347_lociStitched	chr17(.):74864836-74867143	1.3977
9_MACS_peak_16348_lociStitched	chr17(.):74872207-74906533	1.5009
3_MACS_peak_16357_lociStitched	chr17(.):74907607-74932375	1.6168
7_MACS_peak_16360_lociStitched	chr17(.):74934474-74947642	1.0403
1_MACS_peak_16367_lociStitched	chr17(.):74950428-74950723	0.5792
3_MACS_peak_16368_lociStitched	chr17(.):74952197-74956859	1.3367
1_MACS_peak_16371_lociStitched	chr17(.):74958035-74958435	0.6372
7_MACS_peak_16372_lociStitched	chr17(.):74959724-74969033	1.0514
3_MACS_peak_16379_lociStitched	chr17(.):74976891-74979176	0.6027
1_MACS_peak_16382_lociStitched	chr17(.):74983616-74984019	0.727
3_MACS_peak_16383_lociStitched	chr17(.):75031747-75035538	0.8479
3_MACS_peak_16386_lociStitched	chr17(.):75037388-75039869	0.743
4_MACS_peak_16389_lociStitched	chr17(.):75045634-75051469	1.1878
1_MACS_peak_16393_lociStitched	chr17(.):75053988-75054472	0.9304
1_MACS_peak_16394_lociStitched	chr17(.):75251877-75252354	0.9025
5_MACS_peak_16395_lociStitched	chr17(.):75520893-75528782	1.1214
1_MACS_peak_16400_lociStitched	chr17(.):75531391-75531692	0.8155
1_MACS_peak_16401_lociStitched	chr17(.):75544915-75545299	0.8615
2_MACS_peak_16402_lociStitched	chr17(.):75547548-75549071	0.6504
9_MACS_peak_16404_lociStitched	chr17(.):75551849-75563986	1.2024
3_MACS_peak_16413_lociStitched	chr17(.):75565962-75568185	0.8936
5_MACS_peak_16416_lociStitched	chr17(.):75751058-75757683	0.9365
1_MACS_peak_16421_lociStitched	chr17(.):75772074-75772368	0.6822
6_MACS_peak_16422_lociStitched	chr17(.):75773701-75781474	1.0313
8_MACS_peak_16428_lociStitched	chr17(.):75782623-75803798	1.2322
1_MACS_peak_16436_lociStitched	chr17(.):75810203-75810849	0.8204
6_MACS_peak_16437_lociStitched	chr17(.):75817655-75831484	1.2234
3_MACS_peak_16443_lociStitched	chr17(.):75832957-75841305	1.1437
6_MACS_peak_16446_lociStitched	chr17(.):75848232-75870835	1.2648
1_MACS_peak_16452_lociStitched	chr17(.):75873791-75874165	0.8694
6_MACS_peak_16453_lociStitched	chr17(.):75875741-75900065	1.3905
12_MACS_peak_16459_lociStitched	chr17(.):75901129-75927909	1.2168
4_MACS_peak_16471_lociStitched	chr17(.):75929424-75933138	0.7161
4_MACS_peak_16475_lociStitched	chr17(.):75935676-75943282	1.1723
4_MACS_peak_16479_lociStitched	chr17(.):75944641-75953748	1.2655
4_MACS_peak_16483_lociStitched	chr17(.):76224772-76230979	1.4879
3_MACS_peak_16487_lociStitched	chr17(.):76262186-76266868	1.0325
2_MACS_peak_16490_lociStitched	chr17(.):76284618-76285546	0.6418
3_MACS_peak_16492_lociStitched	chr17(.):76287392-76293607	1.1359
12_MACS_peak_16495_lociStitched	chr17(.):76295104-76329336	1.3438
5_MACS_peak_16507_lociStitched	chr17(.):76330591-76340021	1.3139
5_MACS_peak_16512_lociStitched	chr17(.):76341994-76350155	0.937
3_MACS_peak_16517_lociStitched	chr17(.):76353120-76372705	1.6356
8_MACS_peak_16520_lociStitched	chr17(.):76430978-76443349	0.9597
9_MACS_peak_16528_lociStitched	chr17(.):76444651-76465081	1.275
1_MACS_peak_16537_lociStitched	chr17(.):76467527-76468767	0.8761
1_MACS_peak_16538_lociStitched	chr17(.):76470015-76471992	0.9091
1_MACS_peak_16539_lociStitched	chr17(.):76475435-76476061	0.8952
13_MACS_peak_16540_lociStitched	chr17(.):76477157-76511911	1.3657
1_MACS_peak_16553_lociStitched	chr17(.):76512968-76513445	0.6991
7_MACS_peak_16554_lociStitched	chr17(.):76516427-76536326	1.3123
3_MACS_peak_16561_lociStitched	chr17(.):76537627-76540532	1.0638
1_MACS_peak_16564_lociStitched	chr17(.):76542146-76542762	0.8209
1_MACS_peak_16565_lociStitched	chr17(.):76544466-76549216	1.2212
2_MACS_peak_16566_lociStitched	chr17(.):76550552-76573691	1.4953
1_MACS_peak_16568_lociStitched	chr17(.):76575218-76579381	1.3778
19_MACS_peak_16569_lociStitched	chr17(.):76580917-76627663	1.259
3_MACS_peak_16588_lociStitched	chr17(.):76948518-76953494	1.0814
7_MACS_peak_16591_lociStitched	chr17(.):77015612-77047863	1.7314
7_MACS_peak_16598_lociStitched	chr17(.):77049495-77055817	0.7609
1_MACS_peak_16605_lociStitched	chr17(.):77057079-77057604	1.014
2_MACS_peak_16606_lociStitched	chr17(.):77059150-77060494	0.6734
1_MACS_peak_16608_lociStitched	chr17(.):77067197-77067675	0.8173
1_MACS_peak_16609_lociStitched	chr17(.):77069369-77069898	0.9244
1_MACS_peak_16610_lociStitched	chr17(.):77070990-77072043	0.8788
3_MACS_peak_16611_lociStitched	chr17(.):77075195-77077086	0.8756
31_MACS_peak_16614_lociStitched	chr17(.):77078373-77298211	1.77
3_MACS_peak_16645_lociStitched	chr17(.):77302314-77303748	0.8168
9_MACS_peak_16648_lociStitched	chr17(.):77306738-77327790	1.1304
1_MACS_peak_16657_lociStitched	chr17(.):77330046-77330423	0.8469
26_MACS_peak_16658_lociStitched	chr17(.):77345858-77493841	1.5116
1_MACS_peak_16684_lociStitched	chr17(.):77496540-77498063	0.7182
2_MACS_peak_16685_lociStitched	chr17(.):77499157-77500645	0.6176
4_MACS_peak_16687_lociStitched	chr17(.):77502235-77506654	0.7288
8_MACS_peak_16691_lociStitched	chr17(.):77508444-77518972	0.8331
13_MACS_peak_16699_lociStitched	chr17(.):77520048-77546115	1.1886
9_MACS_peak_16712_lociStitched	chr17(.):77598049-77610193	0.8879
2_MACS_peak_16721_lociStitched	chr17(.):77611519-77612611	0.7303
11_MACS_peak_16723_lociStitched	chr17(.):77613715-77629452	0.8601
3_MACS_peak_16734_lociStitched	chr17(.):77630683-77634172	1.0669
9_MACS_peak_16737_lociStitched	chr17(.):77636133-77674294	1.3582
2_MACS_peak_16746_lociStitched	chr17(.):77675616-77682594	1.2598
7_MACS_peak_16748_lociStitched	chr17(.):77684530-77701841	1.2807
10_MACS_peak_16755_lociStitched	chr17(.):77703086-77732332	1.3369
4_MACS_peak_16765_lociStitched	chr17(.):77734043-77738152	1.0374
6_MACS_peak_16769_lociStitched	chr17(.):77739197-77765983	1.7182
1_MACS_peak_16775_lociStitched	chr17(.):77771560-77783608	2.4826
3_MACS_peak_16776_lociStitched	chr17(.):77784671-77797539	1.6912
1_MACS_peak_16779_lociStitched	chr17(.):77799265-77800513	0.952
3_MACS_peak_16780_lociStitched	chr17(.):77802125-77805340	0.745
3_MACS_peak_16783_lociStitched	chr17(.):77813484-77826219	1.9031
8_MACS_peak_16786_lociStitched	chr17(.):77827780-77848503	1.3565
4_MACS_peak_16794_lociStitched	chr17(.):77849768-77854625	0.8981
2_MACS_peak_16798_lociStitched	chr17(.):77858865-77866929	1.5683
3_MACS_peak_16800_lociStitched	chr17(.):77869545-77872105	0.7906
5_MACS_peak_16803_lociStitched	chr17(.):77874663-77892718	1.3438
9_MACS_peak_16808_lociStitched	chr17(.):77898563-77940369	1.5264
12_MACS_peak_16817_lociStitched	chr17(.):77941718-77995859	1.4327
35_MACS_peak_16829_lociStitched	chr17(.):77998947-78074423	1.3136
1_MACS_peak_16864_lociStitched	chr17(.):78075668-78076217	0.903
10_MACS_peak_16865_lociStitched	chr17(.):78079069-78100655	1.3304
1_MACS_peak_16875_lociStitched	chr17(.):78136429-78136755	0.755
1_MACS_peak_16876_lociStitched	chr17(.):78138368-78138703	0.95
7_MACS_peak_16877_lociStitched	chr17(.):78140261-78146449	0.8862
6_MACS_peak_16884_lociStitched	chr17(.):78148528-78169946	1.2918
2_MACS_peak_16890_lociStitched	chr17(.):78373924-78375991	0.6885
1_MACS_peak_16892_lociStitched	chr17(.):78379105-78380033	0.8077
2_MACS_peak_16893_lociStitched	chr17(.):78385503-78388893	1.1694
13_MACS_peak_16895_lociStitched	chr17(.):78395341-78427787	1.4549
4_MACS_peak_16908_lociStitched	chr17(.):78429591-78461777	1.8521
5_MACS_peak_16912_lociStitched	chr17(.):78463670-78477521	1.2187
14_MACS_peak_16917_lociStitched	chr17(.):78478643-78517619	1.3255
6_MACS_peak_16931_lociStitched	chr17(.):78953848-78965204	1.0994
1_MACS_peak_16937_lociStitched	chr17(.):78978327-78978604	0.6431
1_MACS_peak_16938_lociStitched	chr17(.):78981945-78984975	0.9352
3_MACS_peak_16939_lociStitched	chr17(.):78986139-78987970	0.8584
23_MACS_peak_16942_lociStitched	chr17(.):78991249-79160327	2.1096
6_MACS_peak_16965_lociStitched	chr17(.):79272123-79301397	1.7979
5_MACS_peak_16971_lociStitched	chr17(.):79303981-79315572	1.6701
19_MACS_peak_16976_lociStitched	chr17(.):79316943-79451467	1.946
7_MACS_peak_16995_lociStitched	chr17(.):79453133-79473568	1.3501
1_MACS_peak_17002_lociStitched	chr17(.):79490926-79495512	1.1998
6_MACS_peak_17003_lociStitched	chr17(.):79606490-79614795	0.8982
1_MACS_peak_17009_lociStitched	chr17(.):79615906-79616300	0.7953
2_MACS_peak_17010_lociStitched	chr17(.):79618712-79621420	0.7626
2_MACS_peak_17012_lociStitched	chr17(.):79698129-79700351	0.9387
4_MACS_peak_17014_lociStitched	chr17(.):79702459-79709079	1.2186
1_MACS_peak_17018_lociStitched	chr17(.):79759024-79772824	2.551
1_MACS_peak_17019_lociStitched	chr17(.):79775244-79775623	0.7473
1_MACS_peak_17020_lociStitched	chr17(.):79776885-79777542	0.7805
1_MACS_peak_17021_lociStitched	chr17(.):79859097-79861319	1.1672
3_MACS_peak_17022_lociStitched	chr17(.):79895465-79900904	1.1977
2_MACS_peak_17025_lociStitched	chr17(.):79907258-79909024	0.9861
6_MACS_peak_17027_lociStitched	chr17(.):79910414-79926875	1.5521
1_MACS_peak_17033_lociStitched	chr17(.):80171078-80171759	0.8237
1_MACS_peak_17034_lociStitched	chr17(.):80180090-80180432	0.8257
1_MACS_peak_17035_lociStitched	chr17(.):80261386-80261951	0.9756
3_MACS_peak_17036_lociStitched	chr17(.):80265680-80270156	1.214
3_MACS_peak_17039_lociStitched	chr17(.):80271428-80276009	1.4442
1_MACS_peak_17042_lociStitched	chr17(.):80344414-80344750	0.7123
1_MACS_peak_17043_lociStitched	chr17(.):80916117-80916545	0.7552
2_MACS_peak_17044_lociStitched	chr17(.):80918554-80921714	0.9309
4_MACS_peak_17046_lociStitched	chr17(.):80922753-80928488	0.8966
1_MACS_peak_17050_lociStitched	chr17(.):80929684-80930805	1.0082
1_MACS_peak_17051_lociStitched	chr17(.):80940394-80940977	0.9235
7_MACS_peak_17052_lociStitched	chr17(.):80963449-80972545	0.9969
1_MACS_peak_17059_lociStitched	chr17(.):80974897-80975383	0.7177
1_MACS_peak_17060_lociStitched	chr17(.):80976909-80977235	0.582
1_MACS_peak_17061_lociStitched	chr17(.):80979946-80982086	1.1499
2_MACS_peak_17062_lociStitched	chr17(.):80983496-80985138	0.9073
4_MACS_peak_17064_lociStitched	chr17(.):80987400-80990742	0.821
2_MACS_peak_17068_lociStitched	chr17(.):80993927-80995653	0.6271
5_MACS_peak_17070_lociStitched	chr17(.):81010812-81037382	1.5956
5_MACS_peak_17075_lociStitched	chr17(.):81039076-81046780	1.1154
8_MACS_peak_17080_lociStitched	chr17(.):81048500-81060076	0.9843
12_MACS_peak_17088_lociStitched	chr17(.):81061381-81088446	1.3375
1_MACS_peak_17100_lociStitched	chr17(.):81092195-81093917	1.1832
