GENE_ID	locusLine	bin_1_U266.jin.bam
NM_001083885	chr9(.):117159359-117270495	1.0866
NM_020946	chr9(.):126136932-126697417	0.1504
NM_024820	chr9(.):126158869-126697417	0.1522
NM_001171137	chr9(.):125878907-126035855	0.3713
NM_018387	chr9(.):125878907-126035843	0.3714
NM_001011703	chr9(.):129084127-129164912	0.3424
NM_014636	chr9(.):129672052-129990445	0.2646
NM_001190729	chr9(.):129672052-129984724	0.2614
NM_001190728	chr9(.):129719503-129984724	0.2905
NM_001190730	chr9(.):129672052-129945810	0.2782
NM_033446	chr9(.):129084127-129274319	0.2316
NM_175039	chr9(.):130665164-130684305	2.1015
NM_015033	chr9(.):132644465-132810473	0.5017
NM_198679	chr9(.):134447156-134590229	0.4763
NM_005312	chr9(.):134447156-134617925	0.489
NM_012087	chr9(.):135901061-135938890	0.5091
NM_153186	chr9(.):701895-751103	0.6008
NM_004936	chr9(.):21997901-22014312	0.5815
NR_024274	chr9(.):21962137-21972753	0.0339
NM_058197	chr9(.):21962750-21979826	0.0428
NM_000077	chr9(.):21962750-21980132	0.042
NM_058195	chr9(.):21962750-21999490	0.6711
NM_001172415	chr9(.):33247469-33269759	0.4834
NM_001195536	chr9(.):33259876-33287067	0.3508
NM_014471	chr9(.):33235195-33253565	0.1819
NM_001170	chr9(.):33379947-33407517	0.0959
NM_139235	chr9(.):33456350-33478941	0.3268
NM_004925	chr9(.):33436159-33452590	0.4241
NM_012166	chr9(.):37505888-37581250	0.4875
NM_053067	chr9(.):86269877-86328168	0.5409
NM_005384	chr9(.):94166326-94191144	0.7248
NM_001083603	chr9(.):98200263-98284247	0.4513
NM_001083606	chr9(.):98200263-98274699	0.5018
NM_001083607	chr9(.):98200263-98274481	0.503
NM_001083605	chr9(.):98200263-98275322	0.4987
NM_000264	chr9(.):98200263-98275831	0.4964
NM_153695	chr9(.):99143224-99185669	0.4384
NM_173200	chr9(.):102584008-102634173	0.2941
NM_006981	chr9(.):102579136-102634173	0.6552
NM_173199	chr9(.):102579136-102601341	1.404
NM_001136562	chr9(.):112882780-112939791	0.9466
NM_000608	chr9(.):117087068-117100536	0.1093
NM_030767	chr9(.):117091432-117161685	0.5756
NM_000607	chr9(.):117080302-117093759	0.1144
NM_004888	chr9(.):117344993-117366152	0.9705
NM_153045	chr9(.):117368705-117413703	0.4745
NM_005658	chr9(.):123659670-123694173	0.6094
NM_015651	chr9(.):123612930-123644606	0.8082
NM_001190945	chr9(.):123659670-123696451	0.6582
NM_001190947	chr9(.):123659670-123681850	0.3297
NM_173689	chr9(.):126113447-126146032	0.1214
NM_001045476	chr9(.):127610754-127625160	1.039
NM_030978	chr9(.):127626483-127644696	1.9719
NM_007209	chr9(.):127615157-127629240	1.1147
NM_005489	chr9(.):130495595-130538621	0.3281
NM_001142532	chr9(.):130495595-130529697	0.1536
NM_001142533	chr9(.):130495595-130522583	0.1679
NM_001142531	chr9(.):130495595-130529719	0.1535
NM_001142534	chr9(.):130495595-130522561	0.168
NM_170600	chr9(.):130495595-130546048	0.6023
NM_001085347	chr9(.):130488802-130502604	0.2744
NM_001018078	chr9(.):130560507-130581556	0.6644
NM_001261	chr9(.):130543304-130558052	0.9316
NM_004957	chr9(.):130560153-130581556	0.662
NM_013443	chr9(.):130642600-130666871	0.1794
NM_000476	chr9(.):130623758-130645022	0.0988
NR_036055	chr9(.):130543196-130553286	1.2879
NM_001035254	chr9(.):130697860-130747812	1.0494
NM_003863	chr9(.):130692373-130705763	1.0792
NM_203305	chr9(.):130697860-130717993	0.6277
NM_001135219	chr9(.):130678807-130698076	0.7974
NM_173492	chr9(.):130678807-130694770	0.9262
NM_001006641	chr9(.):130825478-130876524	0.9309
NM_197956	chr9(.):130818511-130834599	1.8009
NM_001006643	chr9(.):130855835-130876524	0.1563
NM_001006642	chr9(.):130849127-130876524	0.1415
NM_052901	chr9(.):130855816-130876524	0.1564
NR_033374	chr9(.):130868449-130886013	0.1241
NM_016520	chr9(.):132584563-132602572	0.5494
NM_006676	chr9(.):132592695-132649107	0.3951
NM_001008563	chr9(.):132592756-132649107	0.3955
NM_015046	chr9(.):135131826-135235372	0.2312
NM_001807	chr9(.):135932364-135952248	0.6722
NR_001275	chr9(.):135952925-135967478	0.2051
NM_014811	chr9(.):138366647-138385739	0.2708
NM_001048265	chr9(.):138382025-138396761	1.0312
NM_016034	chr9(.):138387482-138401519	1.207
NM_014582	chr9(.):138432984-138446815	0.0977
NM_002571	chr9(.):138448603-138463622	0.3841
NM_002297	chr9(.):138408285-138423378	0.3703
NR_034016	chr9(.):138461770-138483958	1.7569
NM_178138	chr9(.):139083095-139101955	1.1803
NM_181701	chr9(.):139093181-139142687	0.9964
NM_014564	chr9(.):139083095-139100004	1.1541
NM_178536	chr9(.):139841767-139854949	0.1441
NM_153200	chr9(.):139752232-139765738	0.2626
NM_000606	chr9(.):139834697-139846426	0.3469
NM_021138	chr9(.):139775964-139826067	0.9177
NM_018998	chr9(.):139829886-139844173	0.213
NM_206920	chr9(.):139741818-139760251	0.4799
NM_014172	chr9(.):139738255-139750490	0.6695
NM_001080482	chr9(.):139733866-139746797	0.6875
NM_031892	chrX(.):19547082-19910744	0.3103
NM_001024666	chrX(.):19547082-19822917	0.2567
NM_001123384	chrX(.):39905498-40041582	0.3733
NM_144495	chrX(.):48750194-48765420	0.5712
NM_001167990	chrX(.):48750212-48765420	0.5718
NM_001032384	chrX(.):48750538-48765420	0.5829
NM_001167992	chrX(.):48750774-48765420	0.5923
NM_001042750	chrX(.):123090555-123241505	0.175
NM_001042749	chrX(.):123089474-123241505	0.1742
NM_005629	chrX(.):152948751-152967048	0.1048
NM_001142806	chrX(.):152949965-152967048	0.092
NM_005334	chrX(.):153208007-153241819	1.0375
NM_001012288	chrX(.):1309886-1336527	0.6271
NM_022148	chrX(.):1309893-1336530	0.6272
NR_030727	chrX(.):12915935-12966419	0.0336
NM_021109	chrX(.):12988225-13000346	1.0268
NM_183049	chrX(.):12988224-13000346	1.0267
NM_001098791	chrX(.):38655684-38670783	0.6937
NM_021242	chrX(.):38658072-38670783	0.8193
NM_017745	chrX(.):39905498-39961719	0.2399
NM_001193416	chrX(.):41187650-41214524	0.8691
NM_001167947	chrX(.):48745729-48760426	0.6011
NM_001042498	chrX(.):48755888-48774235	0.68
NM_001136158	chrX(.):48774302-48819893	1.6643
NM_001136159	chrX(.):48774302-48820648	1.6387
NM_006875	chrX(.):48765458-48781413	2.2143
NM_004979	chrX(.):48813638-48833251	0.3861
NM_005660	chrX(.):48755458-48773917	0.6877
NM_001032289	chrX(.):48755889-48773933	0.6599
NM_001130846	chrX(.):129258337-129277015	0.0416
NM_004208	chrX(.):129258337-129304861	0.1396
NM_004794	chrX(.):129300772-129323844	0.9045
NM_145813	chrX(.):129258337-129304808	0.1366
NM_002362	chrX(.):151079708-151098642	1.3027
NM_001011548	chrX(.):151076360-151098642	1.1107
NM_001011549	chrX(.):151080396-151098642	1.3365
NM_001011550	chrX(.):151081759-151098642	1.0692
NR_029973	chrX(.):151123099-151133184	0.0284
NM_001039582	chrX(.):152930187-152944816	0.0561
NM_001135740	chrX(.):152930187-152943743	0.0585
NM_005393	chrX(.):153024650-153049801	0.0563
NM_005745	chrX(.):152960946-152994838	0.6823
NR_024450	chrX(.):152960946-152995201	0.6782
NM_001139441	chrX(.):152960946-152994582	0.6847
NM_000033	chrX(.):152985322-153015216	0.7543
NM_001139457	chrX(.):152960946-152994549	0.6849
NM_000054	chrX(.):153165528-153177620	0.1953
NM_000425	chrX(.):153121970-153146399	0.042
NM_003491	chrX(.):153190376-153205468	1.3878
NM_001666	chrX(.):153167829-153196714	0.7481
NM_002910	chrX(.):153195721-153215232	0.3008
NR_027419	chrX(.):153162984-153177620	0.1717
NM_001025243	chrX(.):153270956-153290342	0.765
NM_003492	chrX(.):153232990-153253646	2.107
NR_031757	chrX(.):153280370-153290440	1.2775
NR_036175	chrX(.):153241548-153251627	1.1423
NR_036174	chrX(.):153241547-153251628	1.1424
NM_001012288	chrY(.):1259886-1286527	0.6005
NM_022148	chrY(.):1259893-1286530	0.601
NM_015892	chr10(.):125762181-125856930	0.4762
NM_014863	chr10(.):125774168-125856930	0.5374
NM_020397	chr10(.):12386582-12873137	0.2836
NM_153498	chr10(.):12386582-12876733	0.2817
NM_001098500	chr10(.):23978674-24841772	0.0662
NM_021641	chr10(.):127724912-128082127	0.0912
NM_014974	chr10(.):315129-740608	0.3108
NM_001083591	chr10(.):11201992-11383672	0.4689
NM_001025077	chr10(.):11042258-11383672	0.2864
NM_006561	chr10(.):11054892-11383672	0.2962
NM_024948	chr10(.):15815174-15907519	0.9642
NM_005028	chr10(.):22818765-23008503	0.3789
NM_019590	chr10(.):24492719-24841772	0.1219
NM_000698	chr10(.):45864628-45946563	0.5441
NM_147156	chr10(.):52060344-52388737	0.1165
NM_018464	chr10(.):60023894-60054019	0.8058
NM_001035260	chr10(.):70878907-70937616	0.1478
NM_001198798	chr10(.):73851273-73980751	0.1403
NM_001198799	chr10(.):73851273-73981183	0.14
NM_004747	chr10(.):79545548-79691348	0.3486
NM_020338	chr10(.):80823791-81081285	0.3699
NM_000314	chr10(.):89618194-89733532	0.2335
NM_032810	chr10(.):89507874-89582917	0.1753
NM_001549	chr10(.):91082601-91105725	0.4755
NM_001031683	chr10(.):91087238-91105725	0.5663
NM_017824	chr10(.):94045919-94118721	0.1957
NM_014912	chr10(.):93803396-94055875	0.2624
NM_001178137	chr10(.):93803396-94008036	0.268
NM_001134363	chr10(.):112399154-112604227	0.3821
NM_007373	chr10(.):112674300-112778425	0.1653
NM_206862	chr10(.):123743688-124019057	0.1527
NM_206860	chr10(.):123918104-124019057	0.0568
NM_001004298	chr10(.):128108573-128215010	1.0299
NM_005539	chr10(.):134346352-134601984	0.1192
NR_027151	chr10(.):690887-703595	0.2843
NR_027152	chr10(.):691016-716109	0.8352
NR_027653	chr10(.):3813187-3832473	1.8243
NM_004412	chr10(.):17179981-17249070	0.1519
NM_003380	chr10(.):17265257-17284592	0.9631
NM_001145373	chr10(.):23723197-23736310	1.597
NM_005204	chr10(.):30717865-30755761	0.5013
NM_001098207	chr10(.):43876064-43897794	0.8677
NM_004966	chr10(.):43876064-43909656	1.3447
NM_173160	chr10(.):43862091-43876783	0.08
NM_001098204	chr10(.):43876064-43909696	1.3431
NM_001098208	chr10(.):43876064-43897279	0.8768
NM_001098205	chr10(.):43876064-43909332	1.3578
NM_001098206	chr10(.):43876064-43908299	1.399
NR_026693	chr10(.):43927573-43983007	0.257
NM_001031746	chr10(.):50217332-50328559	0.9056
NM_001164484	chr10(.):50334200-50347065	0.8644
NM_001010863	chr10(.):50358890-50401407	0.701
NM_152230	chr10(.):59946277-60032694	0.2767
NR_036430	chr10(.):70842827-70869567	0.8493
NM_005041	chr10(.):72352103-72367531	0.097
NM_001042465	chr10(.):73571054-73616082	0.2381
NM_173473	chr10(.):73970805-74000618	0.2911
NM_019058	chr10(.):74028676-74040797	1.4219
NM_017626	chr10(.):74087587-74119907	1.3352
NR_028492	chr10(.):89573069-89610369	0.3276
NM_001126049	chr10(.):89613917-89628194	1.5048
NM_001547	chr10(.):91056705-91074033	0.0851
NM_001010987	chr10(.):91132812-91149962	0.0749
NM_030912	chr10(.):104399251-104423076	1.0375
NM_005962	chr10(.):111980761-112052123	0.2107
NM_001008541	chr10(.):111964988-112052123	0.4046
NM_005871	chr10(.):112047797-112069707	0.3575
NM_130439	chr10(.):111962362-112052123	0.3956
NM_004419	chr10(.):112252624-112276302	1.558
NM_145341	chr10(.):112626595-112664764	0.8187
NM_001195307	chr10(.):112653487-112684124	0.411
NM_001195306	chr10(.):112653487-112683694	0.4092
NR_026932	chr10(.):112623647-112635662	2.248
NM_000922	chr11(.):14660268-14898604	0.3143
NM_012139	chr11(.):17804596-18039637	0.1668
NM_016621	chr11(.):45945869-46147985	0.1276
NM_001098517	chr11(.):115039344-115380241	0.3605
NM_030962	chr11(.):9795213-10320754	0.063
NM_021961	chr11(.):12690968-12971284	0.2336
NM_148976	chr11(.):14521421-14670180	0.4546
NM_173588	chr11(.):18720851-18752777	0.0943
NM_001143830	chr11(.):22683159-22839547	0.1849
NM_177553	chr11(.):22684653-22839547	0.1842
NM_005256	chr11(.):22691318-22839547	0.0912
NM_004811	chr11(.):58289343-58348390	0.6025
NM_001143995	chr11(.):58289343-58350639	0.5858
NM_001012662	chr11(.):62618483-62661355	0.9404
NM_001013251	chr11(.):62643343-62661355	1.3726
NM_001012661	chr11(.):62618517-62661353	0.9412
NR_037193	chr11(.):62644170-62661355	1.4379
NM_005438	chr11(.):65654691-65672997	1.0392
NM_001077241	chr11(.):65137662-65155142	1.1883
NR_002819	chr11(.):65260232-65278939	5.2948
NM_053056	chr11(.):69450872-69474242	1.2992
NM_012309	chr11(.):70308960-70940808	0.1433
NM_014824	chr11(.):72542789-72858143	0.116
NM_176796	chr11(.):72970569-73013850	0.6197
NM_176798	chr11(.):72975938-73013850	0.6768
NM_004154	chr11(.):72978246-73014664	0.6915
NM_153614	chr11(.):73656363-73686332	0.0806
NM_001128620	chr11(.):77028059-77190108	0.3986
NM_001166	chr11(.):102212965-102254401	0.168
NM_032531	chr11(.):126288395-126875766	0.1166
NM_001161707	chr11(.):126295836-126875766	0.1175
NM_012239	chr11(.):210029-241362	0.2206
NM_002817	chr11(.):231807-257984	0.2387
NM_138329	chr11(.):273569-290304	0.137
NM_006435	chr11(.):303106-314410	0.1233
NM_025092	chr11(.):284137-300688	0.243
NM_003641	chr11(.):308990-320272	0.1461
NM_001025295	chr11(.):293202-304526	0.2564
NM_021034	chr11(.):314672-325914	0.0873
NM_001124	chr11(.):10321641-10333923	2.4261
NM_001165416	chr11(.):18410935-18434765	0.8173
NM_002301	chr11(.):18428852-18477793	0.0918
NM_001165414	chr11(.):18412812-18434765	0.8728
NM_032781	chr11(.):18744474-18818389	0.2652
NM_022725	chr11(.):22639078-22652387	0.4395
NM_080654	chr11(.):27365418-27389795	0.7268
NM_030771	chr11(.):27355060-27389795	0.5393
NM_000614	chr11(.):58385145-58398205	0.0655
NR_024091	chr11(.):58341586-58398205	0.5955
NM_053023	chr11(.):58341586-58394023	0.6382
NR_002565	chr11(.):62618036-62628103	1.4324
NM_003164	chr11(.):62569368-62604560	0.5831
NM_018093	chr11(.):62595382-62612628	1.7339
NR_003098	chr11(.):62614459-62628360	1.0684
NR_002561	chr11(.):62616134-62626204	1.4417
NR_002560	chr11(.):62615797-62625865	1.4439
NR_002559	chr11(.):62616375-62626440	1.441
NR_000008	chr11(.):62615381-62625507	1.426
NR_002564	chr11(.):62617763-62627838	1.4419
NR_002563	chr11(.):62617483-62627555	1.4423
NR_002562	chr11(.):62617092-62627167	1.4427
NM_001081491	chr11(.):62554597-62577964	0.7801
NM_001080501	chr11(.):62552786-62564486	0.9713
NM_000244	chr11(.):64565985-64583188	0.151
NM_130803	chr11(.):64565985-64583766	0.1488
NM_017525	chr11(.):64586661-64617041	0.1406
NM_130800	chr11(.):64565985-64583035	0.1523
NM_130802	chr11(.):64565985-64583213	0.1508
NM_015104	chr11(.):64657003-64689722	0.1747
NR_029829	chr11(.):64653826-64663911	0.1522
NM_006795	chr11(.):64615207-64651191	2.6416
NR_029578	chr11(.):64653608-64663718	0.1562
NR_028272	chr11(.):65185268-65199003	6.5435
NR_030343	chr11(.):65206928-65217028	1.6584
NM_031904	chr11(.):65149040-65185995	0.8968
NM_032223	chr11(.):65378782-65409910	0.3966
NM_001098785	chr11(.):65334819-65346669	2.1164
NM_021070	chr11(.):65301029-65330699	0.361
NM_033455	chr11(.):65355325-65368467	1.0488
NM_001099409	chr11(.):65338508-65365116	1.5547
NM_002419	chr11(.):65360225-65386720	0.4477
NM_001048218	chr11(.):65287547-65311182	0.3863
NM_006396	chr11(.):65332942-65344239	1.7766
NM_153253	chr11(.):65402591-65423391	0.3311
NM_006747	chr11(.):65400577-65423391	0.3067
NM_198897	chr11(.):65646210-65661010	1.1476
NM_001335	chr11(.):65642283-65656212	0.3016
NM_025128	chr11(.):65622871-65638914	1.2383
NM_005507	chr11(.):65617284-65630804	1.4433
NM_152760	chr11(.):65596409-65626172	0.3382
NM_016938	chr11(.):65628911-65645340	0.2493
NM_006848	chr11(.):65652874-65664106	1.4944
NM_014578	chr11(.):66819288-66844488	0.3544
NM_177963	chr11(.):66785815-66823334	1.0086
NM_001177880	chr11(.):66785189-66823334	0.9932
NM_153451	chr11(.):69475331-69495165	0.2092
NM_002564	chr11(.):72924343-72952395	0.2569
NM_176071	chr11(.):72924501-72952395	0.2561
NM_014786	chr11(.):73014662-73085425	0.1758
NM_003355	chr11(.):73680715-73698889	0.8722
NM_003356	chr11(.):73706325-73725282	0.066
NM_004268	chr11(.):93512404-93551496	0.2781
NR_003032	chr11(.):93459144-93469265	0.1083
NR_003026	chr11(.):93460169-93470299	0.1132
NR_002959	chr11(.):93461631-93471763	0.2232
NM_024116	chr11(.):93464095-93479703	0.9472
NR_002973	chr11(.):93463275-93473402	0.3904
NM_014039	chr11(.):93469792-93501247	0.4737
NR_003036	chr11(.):93459668-93469739	0.1129
NR_031639	chr11(.):93461839-93471930	0.2359
NR_002569	chr11(.):93449679-93460032	0.0571
NR_003028	chr11(.):93458680-93468812	0.1013
NR_002920	chr11(.):93460526-93470665	0.1225
NR_003033	chr11(.):93461393-93471466	0.1951
NM_001165	chr11(.):102183193-102213465	0.6071
NM_006235	chr11(.):111217980-111255157	0.9709
NM_032966	chr11(.):118759100-118771971	0.0952
NM_001716	chr11(.):118749540-118771971	0.2054
NM_182557	chr11(.):118761850-118786613	0.0719
NM_015645	chr11(.):119204651-119222383	0.1553
NM_032015	chr11(.):119200236-119213022	0.1945
NM_171997	chr11(.):119220924-119239892	0.5259
NM_006500	chr11(.):119174233-119192840	1.3013
NM_012174	chr12(.):117343760-117473953	0.2195
NM_014325	chr12(.):109033886-109130295	0.4876
NM_152641	chr12(.):46118619-46306819	0.1781
NM_002392	chr12(.):69196970-69244212	0.6662
NM_001173982	chr12(.):104845691-105160792	0.2828
NM_001170738	chr12(.):171048-292625	0.498
NM_020375	chr12(.):4425358-4474190	0.1012
NM_016511	chr12(.):10218079-10256605	0.6617
NM_006143	chr12(.):12808994-12854121	0.2033
NM_001113402	chr12(.):31819070-31887108	0.2095
NM_005164	chr12(.):39940021-40018843	0.2957
NM_001031748	chr12(.):40014971-40120720	0.0885
NM_001077484	chr12(.):46571840-46668208	0.3701
NM_001113546	chr12(.):50564562-50682353	0.3577
NM_001113547	chr12(.):50564562-50621488	0.6358
NM_013449	chr12(.):56984379-57035163	0.391
NM_006400	chr12(.):57919093-57945978	0.2497
NM_001142523	chr12(.):66577977-66653394	0.3784
NM_018279	chr12(.):72074877-72102839	0.8496
NM_005761	chr12(.):94537498-94704225	0.5304
NM_005230	chr12(.):96583206-96666606	0.4656
NM_004075	chr12(.):107380142-107492598	0.3353
NM_014706	chr12(.):108910990-108960165	1.2552
NM_018984	chr12(.):109171465-109256359	0.3118
NM_006187	chr12(.):113371248-113416054	0.2723
NM_003806	chr12(.):117294026-117324232	0.173
NM_139015	chr12(.):121196034-121347151	0.3891
NM_001082959	chr12(.):125257173-125353519	0.1215
NM_144669	chr12(.):129333080-129474509	0.0884
NR_033859	chr12(.):241576-263332	0.1402
NM_003044	chr12(.):294251-327492	0.1392
NM_001122848	chr12(.):294249-328371	0.1374
NM_001122847	chr12(.):294249-327834	0.1388
NR_028415	chr12(.):1604656-1618590	0.0391
NM_001759	chr12(.):4377901-4419522	0.2528
NM_001193457	chr12(.):6643693-6670249	0.2313
NM_006170	chr12(.):6661036-6682480	0.1444
NM_002046	chr12(.):6638656-6652536	0.9568
NM_014865	chr12(.):6598297-6646132	0.378
NM_016497	chr12(.):6596315-6607471	0.404
NR_004387	chr12(.):6614387-6624717	0.0262
NR_003012	chr12(.):6685638-6695775	0.0251
NR_036052	chr12(.):9387065-9397147	0.0111
NM_197949	chr12(.):10264375-10287868	0.341
NR_036052	chr12(.):12259885-12269967	0.0295
NM_004064	chr12(.):12865301-12880305	2.6882
NR_030344	chr12(.):12912582-12922677	0.0209
NM_001130415	chr12(.):12873850-12949399	0.3274
NM_006152	chr12(.):25200240-25266269	0.1462
NM_030762	chr12(.):26267958-26283003	1.9201
NM_001013699	chr12(.):31939118-31950175	0.1003
NR_028408	chr12(.):46114502-46126704	1.9854
NM_001098532	chr12(.):48123452-48157181	0.2593
NM_017842	chr12(.):48161966-48181536	0.2194
NM_006105	chr12(.):48123452-48157244	0.2589
NM_001098531	chr12(.):48123452-48157889	0.2556
NM_001098416	chr12(.):48171506-48218763	1.0254
NM_147190	chr12(.):50518580-50566097	0.1795
NR_031625	chr12(.):50622924-50632995	0.1095
NM_181711	chr12(.):52395747-52414671	0.0517
NM_002135	chr12(.):52440190-52458287	1.2518
NM_021934	chr12(.):52458757-52476279	0.5024
NM_001127460	chr12(.):56705006-56732533	1.893
NM_014255	chr12(.):56699212-56715128	0.7709
NM_005419	chr12(.):56730381-56759037	0.9394
NM_014871	chr12(.):56705006-56732837	1.9179
NM_004077	chr12(.):56660482-56699175	0.3644
NM_016584	chr12(.):56727662-56739194	2.9137
NM_001638	chr12(.):56749354-56761583	0.5737
NM_000946	chr12(.):57120363-57151146	0.2582
NR_003046	chr12(.):57032463-57042538	0.9017
NM_001686	chr12(.):57026958-57044852	1.0076
NM_005594	chr12(.):57101210-57124066	1.1398
NR_002737	chr12(.):57033810-57043885	0.8886
NM_001113203	chr12(.):57101210-57124326	1.1272
NM_006601	chr12(.):57052124-57087078	0.8348
NM_003725	chr12(.):57152107-57186574	0.0569
NM_031479	chr12(.):57844095-57856791	1.6217
NM_001080157	chr12(.):57861037-57878424	0.0548
NM_001195056	chr12(.):57905370-57919300	1.6963
NM_052897	chr12(.):57911658-57928931	1.3431
NM_001167609	chr12(.):57848933-57871047	0.4712
NM_001160045	chr12(.):57848917-57871047	0.4727
NM_001080156	chr12(.):57861037-57876728	0.0568
NM_032496	chr12(.):57861037-57878633	0.0541
NM_005538	chr12(.):57823542-57849609	0.8674
NM_004990	chr12(.):57876850-57915433	0.5285
NM_004984	chr12(.):57938846-57983554	0.1627
NM_017440	chr12(.):68683345-68731161	0.4688
NM_031435	chr12(.):72052676-72079428	0.4593
NM_144982	chr12(.):71998378-72062749	0.2151
NM_001946	chr12(.):89736836-89751296	1.3695
NR_030171	chr12(.):95223173-95233289	1.2836
NR_036685	chr12(.):95223229-95233804	1.2296
NM_001111283	chr12(.):102784644-102879378	0.2442
NM_001111284	chr12(.):102784644-102877429	0.1969
NM_001111285	chr12(.):102806453-102879378	0.2741
NM_001033050	chr12(.):107366068-107385929	0.2417
NM_007076	chr12(.):108904050-108918380	0.2835
NM_213595	chr12(.):108951293-108968160	3.357
NM_181724	chr12(.):108978621-108996894	0.1272
NM_003006	chr12(.):109010679-109032670	3.6353
NM_001161331	chr12(.):109180694-109226327	0.0959
NM_032369	chr12(.):111081490-111131946	0.7555
NM_001040107	chr12(.):111081490-111132617	0.7488
NM_002534	chr12(.):113339738-113360831	1.0287
NM_016816	chr12(.):113339738-113362712	1.0337
NM_016817	chr12(.):113411273-113454528	0.44
NM_002535	chr12(.):113411273-113453503	0.4499
NM_001032731	chr12(.):113411273-113431610	0.8739
NM_001168325	chr12(.):117471727-117542251	0.3729
NM_006861	chr12(.):120527898-120559643	0.8027
NR_033956	chr12(.):121565630-121629354	0.3113
NR_033953	chr12(.):121565621-121629354	0.3113
NM_019034	chr12(.):122210659-122236594	0.2592
NR_002809	chr12(.):122228172-122246390	2.0663
NM_015048	chr12(.):122237637-122275562	0.9409
NM_016638	chr12(.):123459879-123472460	0.7607
NM_024623	chr12(.):123454353-123469588	1.0441
NM_019624	chr12(.):123408538-123456056	0.6016
NM_024667	chr12(.):123344874-123385712	1.6256
NM_203444	chr12(.):123408538-123464752	0.6872
NM_021009	chr12(.):125391191-125404587	4.313
NM_145648	chr12(.):129272738-129313541	0.9209
NM_002015	chr13(.):41124800-41245734	0.1511
NM_001079673	chr13(.):49545047-49788915	0.0833
NR_002612	chr13(.):50551687-50704677	0.2671
NM_015057	chr13(.):77613791-77906177	0.094
NM_000115	chr13(.):78464615-78554664	0.2831
NM_001032296	chr13(.):99097454-99234396	0.4111
NM_032436	chr13(.):115074964-115097803	0.4165
NR_002605	chr13(.):50651413-50684433	0.4057
NR_029486	chr13(.):50618108-50628197	0.0356
NR_029485	chr13(.):50618254-50628337	0.0356
NM_003991	chr13(.):78464615-78497966	0.6313
NM_003576	chr13(.):99097454-99179341	0.5563
NM_198217	chr13(.):111360082-111378421	0.6541
NM_024537	chr13(.):111288756-111363480	0.0885
NM_198218	chr13(.):111360609-111378421	0.6712
NM_198219	chr13(.):111360624-111378421	0.6717
NM_005537	chr13(.):111362358-111378421	0.7379
NM_023011	chr13(.):115042077-115076283	0.6333
NM_003903	chr13(.):114995361-115043150	0.2889
NM_001164749	chr14(.):33403458-34278382	0.2238
NM_022060	chr14(.):23062146-23086265	0.6961
NM_006255	chr14(.):61783514-62022698	0.1365
NM_001010854	chr14(.):91001931-91287761	0.1878
NR_027004	chr14(.):94366075-94397718	0.0626
NM_183004	chr14(.):103796235-103816361	2.1061
NM_001969	chr14(.):103795492-103816361	2.0444
NM_020366	chr14(.):21751135-21824460	0.1282
NM_002791	chr14(.):35756573-35791682	0.3643
NM_152329	chr14(.):50060414-50086390	0.5682
NM_001012706	chr14(.):50443429-50479238	1.0249
NM_001437	chr14(.):64694746-64766128	0.3079
NM_001040276	chr14(.):64688750-64810268	0.2487
NM_001040275	chr14(.):64688750-64766128	0.2954
NM_004296	chr14(.):72394785-73038238	0.0722
NM_001043318	chr14(.):74176824-74258896	0.7508
NM_194278	chr14(.):74176824-74232001	0.7591
NM_000369	chr14(.):81416868-81617646	0.2588
NM_001018036	chr14(.):81416868-81580294	0.2954
NM_152446	chr14(.):80957820-81410884	0.0753
NM_005197	chr14(.):89617515-89888454	0.2783
NM_001085471	chr14(.):89617515-90090494	0.3061
NM_001080414	chr14(.):91732666-91889133	1.4847
NM_024515	chr14(.):100837832-101001640	0.3193
NM_001161476	chr14(.):100837754-101001640	0.3192
NM_178586	chr14(.):102271139-102399328	0.8184
NM_001161725	chr14(.):102223134-102399328	0.6719
NM_178587	chr14(.):102271139-102383962	0.9205
NM_001128920	chr14(.):103846700-103975166	0.2122
NM_144568	chr14(.):20921011-20934637	2.1289
NM_017807	chr14(.):20910206-20928267	0.9953
NM_000270	chr14(.):20932537-20951165	0.2798
NM_001641	chr14(.):20918289-20930926	2.2751
NM_001012975	chr14(.):20973630-20984281	0.0768
NM_031314	chr14(.):21672295-21742638	0.2692
NM_001344	chr14(.):23028806-23063143	1.6154
NM_138638	chr14(.):35174587-35189029	1.1242
NR_028132	chr14(.):35174587-35188761	1.1446
NM_021914	chr14(.):35174587-35188023	1.2046
NM_001032	chr14(.):50045289-50058094	0.8332
NM_001001	chr14(.):50080406-50092349	1.3906
NM_001083908	chr14(.):50086891-50106948	1.8144
NM_002408	chr14(.):50082488-50095199	1.3411
NM_004713	chr14(.):50245531-50324539	0.1071
NM_001663	chr14(.):50354735-50368772	1.505
NM_024558	chr14(.):50570349-50588297	0.4729
NM_001014830	chr14(.):50545368-50564361	2.145
NM_182910	chr14(.):64677671-64698167	0.3567
NM_182913	chr14(.):64675858-64698167	0.3328
NM_001123329	chr14(.):64966291-64996669	0.7135
NM_006977	chr14(.):64948554-64975554	0.6197
NM_004857	chr14(.):64927216-64946221	0.1088
NM_014950	chr14(.):64966291-65005408	0.5578
NM_021979	chr14(.):65002185-65014954	0.1397
NM_172365	chr14(.):65011619-65061096	0.0305
NM_207442	chr14(.):69256463-69268190	2.0384
