GENE_ID	locusLine	bin_1_U266_jia.bam
2_MACS_peak_16628_lociStitched	chr19(.):11047063-11053886	1.1844
2_MACS_peak_16630_lociStitched	chr19(.):11070403-11076106	2.8118
4_MACS_peak_16632_lociStitched	chr19(.):11083744-11092755	0.6817
1_MACS_peak_16636_lociStitched	chr19(.):11102687-11103916	0.5607
1_MACS_peak_16637_lociStitched	chr19(.):11146153-11146783	0.4852
1_MACS_peak_16638_lociStitched	chr19(.):11159583-11159976	0.374
1_MACS_peak_16639_lociStitched	chr19(.):11174848-11176282	0.9051
3_MACS_peak_16640_lociStitched	chr19(.):11196064-11207571	1.385
1_MACS_peak_16643_lociStitched	chr19(.):11224682-11225195	0.4229
1_MACS_peak_16644_lociStitched	chr19(.):11247831-11249656	1.2326
1_MACS_peak_16645_lociStitched	chr19(.):11264995-11267390	1.9027
3_MACS_peak_16646_lociStitched	chr19(.):11305764-11314707	0.7811
1_MACS_peak_16649_lociStitched	chr19(.):11353693-11354220	0.6755
1_MACS_peak_16650_lociStitched	chr19(.):11372769-11373535	0.5879
1_MACS_peak_16651_lociStitched	chr19(.):11403997-11405380	1.1998
2_MACS_peak_16652_lociStitched	chr19(.):11428014-11436790	1.3362
2_MACS_peak_16654_lociStitched	chr19(.):11449380-11459039	1.1957
1_MACS_peak_16656_lociStitched	chr19(.):11465323-11466810	1.3614
3_MACS_peak_16657_lociStitched	chr19(.):11484291-11495735	2.1294
1_MACS_peak_16660_lociStitched	chr19(.):11529024-11530329	0.7732
2_MACS_peak_16661_lociStitched	chr19(.):11545085-11547668	1.6543
1_MACS_peak_16663_lociStitched	chr19(.):11592012-11594626	3.365
2_MACS_peak_16664_lociStitched	chr19(.):11615187-11617656	2.5857
2_MACS_peak_16666_lociStitched	chr19(.):11638852-11641418	1.4421
1_MACS_peak_16668_lociStitched	chr19(.):11646290-11647464	1.4837
1_MACS_peak_16669_lociStitched	chr19(.):11668898-11671552	1.5056
2_MACS_peak_16670_lociStitched	chr19(.):11689196-11693184	0.3273
1_MACS_peak_16672_lociStitched	chr19(.):11698577-11699231	0.6032
1_MACS_peak_16673_lociStitched	chr19(.):11707313-11709204	2.7069
1_MACS_peak_16674_lociStitched	chr19(.):11735229-11736216	0.5307
1_MACS_peak_16675_lociStitched	chr19(.):11749933-11751348	1.876
2_MACS_peak_16676_lociStitched	chr19(.):11805014-11808639	0.8307
1_MACS_peak_16678_lociStitched	chr19(.):11848400-11850663	2.4455
1_MACS_peak_16679_lociStitched	chr19(.):11877234-11879130	2.9393
1_MACS_peak_16680_lociStitched	chr19(.):11908008-11910245	1.5453
1_MACS_peak_16681_lociStitched	chr19(.):11924385-11925957	2.137
1_MACS_peak_16682_lociStitched	chr19(.):11958919-11960496	1.7537
1_MACS_peak_16683_lociStitched	chr19(.):11998102-12000020	1.5044
2_MACS_peak_16684_lociStitched	chr19(.):12034192-12043295	1.3433
1_MACS_peak_16686_lociStitched	chr19(.):12074367-12077002	1.379
1_MACS_peak_16687_lociStitched	chr19(.):12097928-12100044	2.3791
1_MACS_peak_16688_lociStitched	chr19(.):12145436-12147360	2.3527
1_MACS_peak_16689_lociStitched	chr19(.):12162795-12164304	2.0462
2_MACS_peak_16690_lociStitched	chr19(.):12169792-12176515	0.966
2_MACS_peak_16692_lociStitched	chr19(.):12193439-12195155	0.5692
1_MACS_peak_16694_lociStitched	chr19(.):12202662-12205123	1.7136
1_MACS_peak_16695_lociStitched	chr19(.):12250360-12252579	1.4848
1_MACS_peak_16696_lociStitched	chr19(.):12266638-12268284	2.8252
1_MACS_peak_16697_lociStitched	chr19(.):12273254-12275025	2.029
1_MACS_peak_16698_lociStitched	chr19(.):12404057-12406603	2.2117
1_MACS_peak_16699_lociStitched	chr19(.):12443545-12445499	1.9707
1_MACS_peak_16700_lociStitched	chr19(.):12475368-12477357	2.1566
1_MACS_peak_16701_lociStitched	chr19(.):12510635-12512780	2.2552
1_MACS_peak_16702_lociStitched	chr19(.):12550330-12552595	2.1452
3_MACS_peak_16703_lociStitched	chr19(.):12588677-12596389	1.1254
1_MACS_peak_16706_lociStitched	chr19(.):12605507-12607013	2.9255
1_MACS_peak_16707_lociStitched	chr19(.):12661108-12664007	2.591
1_MACS_peak_16708_lociStitched	chr19(.):12713666-12715529	0.9416
2_MACS_peak_16709_lociStitched	chr19(.):12720805-12725720	1.7553
1_MACS_peak_16711_lociStitched	chr19(.):12750366-12751601	1.214
2_MACS_peak_16712_lociStitched	chr19(.):12774855-12781849	1.8264
1_MACS_peak_16714_lociStitched	chr19(.):12790975-12793461	2.5433
1_MACS_peak_16715_lociStitched	chr19(.):12806484-12808473	1.2912
1_MACS_peak_16716_lociStitched	chr19(.):12832059-12835343	2.6855
3_MACS_peak_16717_lociStitched	chr19(.):12843503-12849278	2.1466
1_MACS_peak_16720_lociStitched	chr19(.):12868086-12869246	1.1452
9_MACS_peak_16721_lociStitched	chr19(.):12885319-12918338	1.8336
3_MACS_peak_16730_lociStitched	chr19(.):12944226-12952612	1.017
1_MACS_peak_16733_lociStitched	chr19(.):12957784-12959056	0.9843
3_MACS_peak_16734_lociStitched	chr19(.):12977787-12984598	0.3425
4_MACS_peak_16737_lociStitched	chr19(.):12990968-13003274	1.197
1_MACS_peak_16741_lociStitched	chr19(.):13009082-13012546	2.0886
4_MACS_peak_16742_lociStitched	chr19(.):13017970-13030633	1.0412
3_MACS_peak_16746_lociStitched	chr19(.):13043157-13058256	1.5473
2_MACS_peak_16749_lociStitched	chr19(.):13066768-13070575	1.1734
1_MACS_peak_16751_lociStitched	chr19(.):13075715-13077076	2.655
1_MACS_peak_16752_lociStitched	chr19(.):13084110-13086447	1.6605
5_MACS_peak_16753_lociStitched	chr19(.):13093845-13106911	0.4425
4_MACS_peak_16758_lociStitched	chr19(.):13131926-13145503	0.876
1_MACS_peak_16762_lociStitched	chr19(.):13161704-13163324	1.0118
1_MACS_peak_16763_lociStitched	chr19(.):13171706-13172703	0.7425
2_MACS_peak_16764_lociStitched	chr19(.):13189713-13195006	0.9465
1_MACS_peak_16766_lociStitched	chr19(.):13205670-13207463	0.7463
1_MACS_peak_16767_lociStitched	chr19(.):13213054-13216540	1.2715
1_MACS_peak_16768_lociStitched	chr19(.):13226476-13230173	1.7283
1_MACS_peak_16769_lociStitched	chr19(.):13251622-13252039	0.981
2_MACS_peak_16770_lociStitched	chr19(.):13260229-13267677	3.0219
3_MACS_peak_16772_lociStitched	chr19(.):13272948-13283895	0.796
1_MACS_peak_16775_lociStitched	chr19(.):13319189-13319620	0.4251
1_MACS_peak_16776_lociStitched	chr19(.):13326471-13327140	0.633
2_MACS_peak_16777_lociStitched	chr19(.):13371295-13374128	1.0583
2_MACS_peak_16779_lociStitched	chr19(.):13385835-13388584	0.3538
1_MACS_peak_16781_lociStitched	chr19(.):13842067-13843133	0.97
2_MACS_peak_16782_lociStitched	chr19(.):13858645-13863056	0.6732
1_MACS_peak_16784_lociStitched	chr19(.):13874897-13876337	1.8509
1_MACS_peak_16785_lociStitched	chr19(.):13884668-13886473	1.5418
1_MACS_peak_16786_lociStitched	chr19(.):13895663-13896384	0.6862
2_MACS_peak_16787_lociStitched	chr19(.):13905249-13907156	1.8124
4_MACS_peak_16789_lociStitched	chr19(.):13943760-13961855	1.8858
2_MACS_peak_16793_lociStitched	chr19(.):13972327-13977130	0.4079
1_MACS_peak_16795_lociStitched	chr19(.):13983467-13984302	0.7344
3_MACS_peak_16796_lociStitched	chr19(.):13990517-13998582	1.1451
1_MACS_peak_16799_lociStitched	chr19(.):14016484-14018137	1.5644
2_MACS_peak_16800_lociStitched	chr19(.):14062371-14064550	1.3541
1_MACS_peak_16802_lociStitched	chr19(.):14084560-14085612	0.6342
1_MACS_peak_16803_lociStitched	chr19(.):14095977-14098734	2.3147
1_MACS_peak_16804_lociStitched	chr19(.):14115815-14118417	2.2696
1_MACS_peak_16805_lociStitched	chr19(.):14125273-14127873	1.2632
1_MACS_peak_16806_lociStitched	chr19(.):14134462-14134909	0.4033
1_MACS_peak_16807_lociStitched	chr19(.):14142005-14144031	1.9002
1_MACS_peak_16808_lociStitched	chr19(.):14153190-14154055	0.6418
1_MACS_peak_16809_lociStitched	chr19(.):14159189-14159554	0.411
1_MACS_peak_16810_lociStitched	chr19(.):14169602-14169968	0.3877
3_MACS_peak_16811_lociStitched	chr19(.):14182138-14193357	1.5698
1_MACS_peak_16814_lociStitched	chr19(.):14200361-14203258	2.7478
1_MACS_peak_16815_lociStitched	chr19(.):14211779-14214953	1.9273
4_MACS_peak_16816_lociStitched	chr19(.):14224311-14230811	1.2551
4_MACS_peak_16820_lociStitched	chr19(.):14237246-14249205	1.2255
1_MACS_peak_16824_lociStitched	chr19(.):14276647-14277336	0.4437
1_MACS_peak_16825_lociStitched	chr19(.):14316000-14319012	1.5231
2_MACS_peak_16826_lociStitched	chr19(.):14327106-14332953	0.2852
1_MACS_peak_16828_lociStitched	chr19(.):14358126-14360477	1.493
1_MACS_peak_16829_lociStitched	chr19(.):14459024-14459494	0.6793
3_MACS_peak_16830_lociStitched	chr19(.):14474188-14478035	0.3217
2_MACS_peak_16833_lociStitched	chr19(.):14486078-14489751	0.6471
2_MACS_peak_16835_lociStitched	chr19(.):14494353-14496565	0.8563
2_MACS_peak_16837_lociStitched	chr19(.):14516236-14517537	0.4941
2_MACS_peak_16839_lociStitched	chr19(.):14527957-14530988	1.7708
1_MACS_peak_16841_lociStitched	chr19(.):14542939-14545385	1.8385
1_MACS_peak_16842_lociStitched	chr19(.):14550641-14551826	1.2518
1_MACS_peak_16843_lociStitched	chr19(.):14605765-14608320	1.6053
2_MACS_peak_16844_lociStitched	chr19(.):14616460-14619053	0.6742
2_MACS_peak_16846_lociStitched	chr19(.):14626287-14630147	1.7446
2_MACS_peak_16848_lociStitched	chr19(.):14639184-14641362	2.0361
1_MACS_peak_16850_lociStitched	chr19(.):14648033-14648557	0.5239
2_MACS_peak_16851_lociStitched	chr19(.):14661174-14668407	1.3113
2_MACS_peak_16853_lociStitched	chr19(.):14681878-14685269	0.9969
1_MACS_peak_16855_lociStitched	chr19(.):14800005-14801661	1.8791
1_MACS_peak_16856_lociStitched	chr19(.):14891344-14891752	0.4626
1_MACS_peak_16857_lociStitched	chr19(.):15235208-15237283	1.8677
3_MACS_peak_16858_lociStitched	chr19(.):15288100-15295876	0.2969
1_MACS_peak_16861_lociStitched	chr19(.):15334335-15334890	0.5483
2_MACS_peak_16862_lociStitched	chr19(.):15369595-15375391	0.4127
1_MACS_peak_16864_lociStitched	chr19(.):15396553-15397786	0.651
5_MACS_peak_16865_lociStitched	chr19(.):15402819-15413359	0.6364
2_MACS_peak_16870_lociStitched	chr19(.):15441118-15445350	2.1617
3_MACS_peak_16872_lociStitched	chr19(.):15470589-15471938	0.4548
1_MACS_peak_16875_lociStitched	chr19(.):15488573-15492000	2.6925
1_MACS_peak_16876_lociStitched	chr19(.):15528442-15530000	2.1105
1_MACS_peak_16877_lociStitched	chr19(.):15542201-15544844	1.36
1_MACS_peak_16878_lociStitched	chr19(.):15559828-15560906	1.2428
2_MACS_peak_16879_lociStitched	chr19(.):15574138-15578384	0.8598
1_MACS_peak_16881_lociStitched	chr19(.):15666764-15667369	0.5347
1_MACS_peak_16882_lociStitched	chr19(.):15947068-15948147	1.9756
1_MACS_peak_16883_lociStitched	chr19(.):16112388-16113026	0.4301
1_MACS_peak_16884_lociStitched	chr19(.):16186325-16192226	3.1553
4_MACS_peak_16885_lociStitched	chr19(.):16221458-16237617	1.3164
7_MACS_peak_16889_lociStitched	chr19(.):16244294-16272490	0.8788
3_MACS_peak_16896_lociStitched	chr19(.):16293073-16297113	0.9516
2_MACS_peak_16899_lociStitched	chr19(.):16307279-16309736	1.4335
2_MACS_peak_16901_lociStitched	chr19(.):16435411-16442479	1.6806
2_MACS_peak_16903_lociStitched	chr19(.):16449023-16454735	1.0131
1_MACS_peak_16905_lociStitched	chr19(.):16461475-16462930	1.0388
2_MACS_peak_16906_lociStitched	chr19(.):16476161-16484325	1.2538
1_MACS_peak_16908_lociStitched	chr19(.):16492967-16494923	0.703
1_MACS_peak_16909_lociStitched	chr19(.):16527619-16529398	0.7207
2_MACS_peak_16910_lociStitched	chr19(.):16556241-16558469	0.4693
2_MACS_peak_16912_lociStitched	chr19(.):16581982-16583487	1.6208
2_MACS_peak_16914_lociStitched	chr19(.):16606395-16607912	0.977
1_MACS_peak_16916_lociStitched	chr19(.):16652185-16654598	2.2093
2_MACS_peak_16917_lociStitched	chr19(.):16682131-16684216	1.5749
3_MACS_peak_16919_lociStitched	chr19(.):16693633-16706023	1.5846
1_MACS_peak_16922_lociStitched	chr19(.):16716130-16716492	0.3631
2_MACS_peak_16923_lociStitched	chr19(.):16737457-16741352	2.0635
1_MACS_peak_16925_lociStitched	chr19(.):16770042-16773266	2.3317
1_MACS_peak_16926_lociStitched	chr19(.):16939805-16941030	1.7706
1_MACS_peak_16927_lociStitched	chr19(.):16996727-16997836	1.0924
2_MACS_peak_16928_lociStitched	chr19(.):17007322-17008393	0.4152
2_MACS_peak_16930_lociStitched	chr19(.):17184053-17191825	1.2462
1_MACS_peak_16932_lociStitched	chr19(.):17208406-17208860	0.459
1_MACS_peak_16933_lociStitched	chr19(.):17235237-17238236	2.3506
1_MACS_peak_16934_lociStitched	chr19(.):17291055-17293922	1.6682
1_MACS_peak_16935_lociStitched	chr19(.):17300944-17301367	0.3504
1_MACS_peak_16936_lociStitched	chr19(.):17325131-17327089	1.9745
1_MACS_peak_16937_lociStitched	chr19(.):17336016-17338129	1.7771
1_MACS_peak_16938_lociStitched	chr19(.):17345727-17347039	1.1311
1_MACS_peak_16939_lociStitched	chr19(.):17355416-17358187	2.2529
4_MACS_peak_16940_lociStitched	chr19(.):17371821-17379848	0.7312
1_MACS_peak_16944_lociStitched	chr19(.):17393240-17393698	0.5242
1_MACS_peak_16945_lociStitched	chr19(.):17402877-17403818	0.7532
5_MACS_peak_16946_lociStitched	chr19(.):17412753-17421633	1.6693
3_MACS_peak_16951_lociStitched	chr19(.):17444163-17452277	1.5755
1_MACS_peak_16954_lociStitched	chr19(.):17457163-17458761	0.6258
2_MACS_peak_16955_lociStitched	chr19(.):17478955-17486716	1.6217
4_MACS_peak_16957_lociStitched	chr19(.):17493064-17505934	0.6181
1_MACS_peak_16961_lociStitched	chr19(.):17513486-17519587	2.4199
4_MACS_peak_16962_lociStitched	chr19(.):17529793-17538948	1.4686
3_MACS_peak_16966_lociStitched	chr19(.):17563980-17569543	0.2555
2_MACS_peak_16969_lociStitched	chr19(.):17576644-17582127	0.9403
1_MACS_peak_16971_lociStitched	chr19(.):17599408-17600022	0.4812
1_MACS_peak_16972_lociStitched	chr19(.):17621346-17623496	1.763
1_MACS_peak_16973_lociStitched	chr19(.):17650121-17650558	0.5004
1_MACS_peak_16974_lociStitched	chr19(.):17665866-17667583	1.6732
1_MACS_peak_16975_lociStitched	chr19(.):17690273-17691253	0.5938
1_MACS_peak_16976_lociStitched	chr19(.):17716252-17717946	1.3916
1_MACS_peak_16977_lociStitched	chr19(.):17790602-17791586	0.5674
1_MACS_peak_16978_lociStitched	chr19(.):17829095-17831685	1.8977
2_MACS_peak_16979_lociStitched	chr19(.):17858459-17863178	1.1805
4_MACS_peak_16981_lociStitched	chr19(.):17957100-17972580	1.2138
1_MACS_peak_16985_lociStitched	chr19(.):18043014-18044696	1.6726
2_MACS_peak_16986_lociStitched	chr19(.):18058214-18059722	0.6333
1_MACS_peak_16988_lociStitched	chr19(.):18132306-18133581	0.6657
1_MACS_peak_16989_lociStitched	chr19(.):18141270-18141610	0.3933
2_MACS_peak_16990_lociStitched	chr19(.):18197194-18203186	2.1918
1_MACS_peak_16992_lociStitched	chr19(.):18207889-18209274	0.9528
4_MACS_peak_16993_lociStitched	chr19(.):18214672-18231152	0.4942
1_MACS_peak_16997_lociStitched	chr19(.):18262183-18265017	1.8058
1_MACS_peak_16998_lociStitched	chr19(.):18271464-18272618	1.5501
1_MACS_peak_16999_lociStitched	chr19(.):18283244-18286547	1.9078
2_MACS_peak_17000_lociStitched	chr19(.):18302292-18305010	1.1124
2_MACS_peak_17002_lociStitched	chr19(.):18313538-18316814	1.8112
1_MACS_peak_17004_lociStitched	chr19(.):18334662-18336205	1.5697
2_MACS_peak_17005_lociStitched	chr19(.):18389872-18393848	3.1934
1_MACS_peak_17007_lociStitched	chr19(.):18402323-18403971	1.0526
1_MACS_peak_17008_lociStitched	chr19(.):18413564-18416609	2.2771
2_MACS_peak_17009_lociStitched	chr19(.):18432668-18434847	1.9134
1_MACS_peak_17011_lociStitched	chr19(.):18439438-18439865	0.6336
1_MACS_peak_17012_lociStitched	chr19(.):18450672-18452868	1.747
2_MACS_peak_17013_lociStitched	chr19(.):18484591-18491444	0.4304
2_MACS_peak_17015_lociStitched	chr19(.):18496330-18499943	0.7341
2_MACS_peak_17017_lociStitched	chr19(.):18518714-18521620	0.3124
2_MACS_peak_17019_lociStitched	chr19(.):18528127-18530824	0.6889
2_MACS_peak_17021_lociStitched	chr19(.):18536905-18540923	0.3641
1_MACS_peak_17023_lociStitched	chr19(.):18548002-18548433	0.381
1_MACS_peak_17024_lociStitched	chr19(.):18589046-18590515	0.7982
3_MACS_peak_17025_lociStitched	chr19(.):18604380-18609573	0.7327
1_MACS_peak_17028_lociStitched	chr19(.):18617773-18618120	0.3172
5_MACS_peak_17029_lociStitched	chr19(.):18628718-18639484	1.0405
1_MACS_peak_17034_lociStitched	chr19(.):18653222-18655570	2.1275
2_MACS_peak_17035_lociStitched	chr19(.):18667472-18671092	1.3111
1_MACS_peak_17037_lociStitched	chr19(.):18681375-18684429	1.8755
2_MACS_peak_17038_lociStitched	chr19(.):18698998-18705669	0.6462
1_MACS_peak_17040_lociStitched	chr19(.):18723136-18724176	0.6082
3_MACS_peak_17041_lociStitched	chr19(.):18746627-18748736	1.2339
1_MACS_peak_17044_lociStitched	chr19(.):18793686-18795093	2.1195
1_MACS_peak_17045_lociStitched	chr19(.):18942095-18944808	1.7545
1_MACS_peak_17046_lociStitched	chr19(.):18959941-18961357	0.7509
3_MACS_peak_17047_lociStitched	chr19(.):19026163-19031830	1.1082
6_MACS_peak_17050_lociStitched	chr19(.):19042064-19065042	2.4457
2_MACS_peak_17056_lociStitched	chr19(.):19077289-19078878	0.4282
1_MACS_peak_17058_lociStitched	chr19(.):19097279-19097785	0.5475
1_MACS_peak_17059_lociStitched	chr19(.):19143268-19145590	2.8072
3_MACS_peak_17060_lociStitched	chr19(.):19173780-19176276	0.7947
2_MACS_peak_17063_lociStitched	chr19(.):19248422-19250652	1.0105
1_MACS_peak_17065_lociStitched	chr19(.):19256684-19257498	0.557
8_MACS_peak_17066_lociStitched	chr19(.):19264556-19286651	1.0432
2_MACS_peak_17074_lociStitched	chr19(.):19302069-19305182	1.9092
1_MACS_peak_17076_lociStitched	chr19(.):19312995-19314640	1.0772
1_MACS_peak_17077_lociStitched	chr19(.):19335597-19336171	0.6035
1_MACS_peak_17078_lociStitched	chr19(.):19430529-19432877	2.763
2_MACS_peak_17079_lociStitched	chr19(.):19475108-19477815	0.8142
1_MACS_peak_17081_lociStitched	chr19(.):19483329-19484417	0.7817
2_MACS_peak_17082_lociStitched	chr19(.):19495467-19497958	1.6518
1_MACS_peak_17084_lociStitched	chr19(.):19505421-19505786	0.3609
1_MACS_peak_17085_lociStitched	chr19(.):19515679-19518497	1.6565
1_MACS_peak_17086_lociStitched	chr19(.):19584737-19585695	0.5408
1_MACS_peak_17087_lociStitched	chr19(.):19599314-19601447	1.7219
1_MACS_peak_17088_lociStitched	chr19(.):19626232-19628297	2.2577
2_MACS_peak_17089_lociStitched	chr19(.):19634449-19636611	0.5392
2_MACS_peak_17091_lociStitched	chr19(.):19728867-19730117	0.9286
1_MACS_peak_17093_lociStitched	chr19(.):19738257-19739547	1.2202
1_MACS_peak_17094_lociStitched	chr19(.):19753796-19755028	1.4703
2_MACS_peak_17095_lociStitched	chr19(.):19771468-19781001	1.658
1_MACS_peak_17097_lociStitched	chr19(.):19843012-19844490	1.394
1_MACS_peak_17098_lociStitched	chr19(.):19886278-19888429	1.4356
2_MACS_peak_17099_lociStitched	chr19(.):19975916-19978549	1.6133
1_MACS_peak_17101_lociStitched	chr19(.):20010934-20013206	1.4328
1_MACS_peak_17102_lociStitched	chr19(.):20149391-20150908	1.0915
1_MACS_peak_17103_lociStitched	chr19(.):20162266-20164214	1.8764
1_MACS_peak_17104_lociStitched	chr19(.):20188749-20189463	0.6044
1_MACS_peak_17105_lociStitched	chr19(.):20215914-20216558	0.3795
1_MACS_peak_17106_lociStitched	chr19(.):20277545-20278801	1.14
1_MACS_peak_17107_lociStitched	chr19(.):20348177-20350067	1.0879
1_MACS_peak_17108_lociStitched	chr19(.):20606611-20607819	1.4552
1_MACS_peak_17109_lociStitched	chr19(.):20747458-20748661	1.3475
1_MACS_peak_17110_lociStitched	chr19(.):20843559-20844463	1.4277
1_MACS_peak_17111_lociStitched	chr19(.):20959017-20960105	1.3549
1_MACS_peak_17112_lociStitched	chr19(.):21105624-21107228	1.3344
1_MACS_peak_17113_lociStitched	chr19(.):21182667-21183370	0.7828
1_MACS_peak_17114_lociStitched	chr19(.):21202833-21204467	1.5072
1_MACS_peak_17115_lociStitched	chr19(.):21264863-21265780	1.5047
1_MACS_peak_17116_lociStitched	chr19(.):21324701-21325578	1.3024
1_MACS_peak_17117_lociStitched	chr19(.):21511101-21512594	1.668
1_MACS_peak_17118_lociStitched	chr19(.):21541671-21542648	1.6126
2_MACS_peak_17119_lociStitched	chr19(.):21579016-21580628	1.1563
1_MACS_peak_17121_lociStitched	chr19(.):21646004-21646786	0.6447
1_MACS_peak_17122_lociStitched	chr19(.):21657504-21658334	0.9639
1_MACS_peak_17123_lociStitched	chr19(.):21688234-21689357	1.5244
1_MACS_peak_17124_lociStitched	chr19(.):21751505-21752103	0.5401
1_MACS_peak_17125_lociStitched	chr19(.):21949484-21950450	0.9462
1_MACS_peak_17126_lociStitched	chr19(.):22015991-22019858	1.2042
2_MACS_peak_17127_lociStitched	chr19(.):22031559-22034960	0.8745
2_MACS_peak_17129_lociStitched	chr19(.):22048057-22050306	0.4219
1_MACS_peak_17131_lociStitched	chr19(.):22057581-22062562	0.7869
2_MACS_peak_17132_lociStitched	chr19(.):22192550-22193846	0.7164
1_MACS_peak_17134_lociStitched	chr19(.):22235225-22235890	0.5139
1_MACS_peak_17135_lociStitched	chr19(.):22398325-22398548	0.3137
2_MACS_peak_17136_lociStitched	chr19(.):23098453-23100574	0.3928
1_MACS_peak_17138_lociStitched	chr19(.):23431884-23433307	1.0412
1_MACS_peak_17139_lociStitched	chr19(.):23456569-23457035	0.4362
1_MACS_peak_17140_lociStitched	chr19(.):23576993-23578316	1.1391
2_MACS_peak_17141_lociStitched	chr19(.):24097015-24098784	0.7932
1_MACS_peak_17143_lociStitched	chr19(.):28283406-28285954	0.9175
1_MACS_peak_17144_lociStitched	chr19(.):29702702-29704599	1.4644
1_MACS_peak_17145_lociStitched	chr19(.):30096327-30097834	1.979
2_MACS_peak_17146_lociStitched	chr19(.):30112944-30115333	0.3593
3_MACS_peak_17148_lociStitched	chr19(.):30155502-30163875	0.8288
1_MACS_peak_17151_lociStitched	chr19(.):30170779-30172329	1.7905
1_MACS_peak_17152_lociStitched	chr19(.):30181390-30182052	0.9958
1_MACS_peak_17153_lociStitched	chr19(.):30205566-30207678	2.3761
3_MACS_peak_17154_lociStitched	chr19(.):30301523-30307009	0.8913
1_MACS_peak_17157_lociStitched	chr19(.):30328047-30328390	0.403
1_MACS_peak_17158_lociStitched	chr19(.):30335574-30336875	0.9369
1_MACS_peak_17159_lociStitched	chr19(.):30364172-30364665	0.462
1_MACS_peak_17160_lociStitched	chr19(.):30432658-30434362	2.0607
1_MACS_peak_17161_lociStitched	chr19(.):30520612-30521882	0.5865
2_MACS_peak_17162_lociStitched	chr19(.):32085983-32087697	0.5698
1_MACS_peak_17164_lociStitched	chr19(.):32221027-32221386	0.3266
1_MACS_peak_17165_lociStitched	chr19(.):32836146-32837714	1.829
1_MACS_peak_17166_lociStitched	chr19(.):32895420-32897683	2.9863
1_MACS_peak_17167_lociStitched	chr19(.):32948614-32950394	0.6346
1_MACS_peak_17168_lociStitched	chr19(.):33071257-33074227	1.9505
1_MACS_peak_17169_lociStitched	chr19(.):33165048-33167225	1.8018
2_MACS_peak_17170_lociStitched	chr19(.):33182001-33188163	0.9582
1_MACS_peak_17172_lociStitched	chr19(.):33321650-33322176	0.5011
1_MACS_peak_17173_lociStitched	chr19(.):33405981-33406591	0.6068
1_MACS_peak_17174_lociStitched	chr19(.):33421228-33421746	0.5346
2_MACS_peak_17175_lociStitched	chr19(.):33461899-33463627	0.8194
1_MACS_peak_17177_lociStitched	chr19(.):33555100-33556360	1.551
2_MACS_peak_17178_lociStitched	chr19(.):33568782-33572789	0.7286
2_MACS_peak_17180_lociStitched	chr19(.):33666904-33668907	1.3638
1_MACS_peak_17182_lociStitched	chr19(.):33758106-33758933	0.4721
2_MACS_peak_17183_lociStitched	chr19(.):33770372-33772352	0.5668
1_MACS_peak_17185_lociStitched	chr19(.):33793511-33793869	0.3818
2_MACS_peak_17186_lociStitched	chr19(.):33863770-33866407	2.6932
2_MACS_peak_17188_lociStitched	chr19(.):34012015-34015877	0.9431
1_MACS_peak_17190_lociStitched	chr19(.):34151059-34151539	0.533
1_MACS_peak_17191_lociStitched	chr19(.):34249273-34249730	0.4821
1_MACS_peak_17192_lociStitched	chr19(.):34286154-34287493	1.8712
1_MACS_peak_17193_lociStitched	chr19(.):34309909-34312737	3.0207
2_MACS_peak_17194_lociStitched	chr19(.):34320620-34324024	0.5009
1_MACS_peak_17196_lociStitched	chr19(.):34370583-34370928	0.3992
1_MACS_peak_17197_lociStitched	chr19(.):34396642-34397366	0.5271
1_MACS_peak_17198_lociStitched	chr19(.):34624660-34626320	1.4688
1_MACS_peak_17199_lociStitched	chr19(.):34662251-34665349	2.869
1_MACS_peak_17200_lociStitched	chr19(.):34722268-34725317	1.3715
1_MACS_peak_17201_lociStitched	chr19(.):34733811-34736117	1.2064
1_MACS_peak_17202_lociStitched	chr19(.):34743845-34746793	2.5575
1_MACS_peak_17203_lociStitched	chr19(.):34760452-34762053	1.1021
2_MACS_peak_17204_lociStitched	chr19(.):34849343-34857598	1.0168
1_MACS_peak_17206_lociStitched	chr19(.):34894788-34896089	2.2007
2_MACS_peak_17207_lociStitched	chr19(.):34917948-34921157	1.9239
1_MACS_peak_17209_lociStitched	chr19(.):35108792-35109073	0.2815
1_MACS_peak_17210_lociStitched	chr19(.):35157905-35158926	0.6806
1_MACS_peak_17211_lociStitched	chr19(.):35167341-35169223	2.5949
1_MACS_peak_17212_lociStitched	chr19(.):35223939-35226195	2.148
2_MACS_peak_17213_lociStitched	chr19(.):35263194-35264573	1.1727
1_MACS_peak_17215_lociStitched	chr19(.):35350674-35351704	1.024
1_MACS_peak_17216_lociStitched	chr19(.):35367445-35369034	1.0108
1_MACS_peak_17217_lociStitched	chr19(.):35417668-35418636	1.3195
1_MACS_peak_17218_lociStitched	chr19(.):35454360-35455605	1.3077
1_MACS_peak_17219_lociStitched	chr19(.):35464229-35464843	0.5423
2_MACS_peak_17220_lociStitched	chr19(.):35490050-35495531	1.3544
1_MACS_peak_17222_lociStitched	chr19(.):35521103-35521765	0.4983
1_MACS_peak_17223_lociStitched	chr19(.):35531651-35532688	0.5211
1_MACS_peak_17224_lociStitched	chr19(.):35557839-35558261	0.5619
1_MACS_peak_17225_lociStitched	chr19(.):35645301-35646314	0.5646
1_MACS_peak_17226_lociStitched	chr19(.):35697616-35698172	0.5736
