GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
3_MACS_peak_21673_lociStitched	chr19(.):50812235-50814417	0.8447
3_MACS_peak_21676_lociStitched	chr19(.):50817138-50818589	0.9846
1_MACS_peak_21679_lociStitched	chr19(.):50819202-50819477	0.5968
3_MACS_peak_21680_lociStitched	chr19(.):50820766-50823145	0.9022
2_MACS_peak_21683_lociStitched	chr19(.):50823885-50825573	1.0607
1_MACS_peak_21685_lociStitched	chr19(.):50826677-50827986	1.0459
4_MACS_peak_21686_lociStitched	chr19(.):50833002-50835946	0.9854
1_MACS_peak_21690_lociStitched	chr19(.):50847836-50848139	0.6031
1_MACS_peak_21691_lociStitched	chr19(.):50849903-50850272	0.7796
2_MACS_peak_21692_lociStitched	chr19(.):50853506-50855775	1.1332
4_MACS_peak_21694_lociStitched	chr19(.):50856810-50860068	1.0096
3_MACS_peak_21698_lociStitched	chr19(.):50860631-50863875	1.0903
1_MACS_peak_21701_lociStitched	chr19(.):50864972-50866230	1.1584
3_MACS_peak_21702_lociStitched	chr19(.):50866835-50869187	0.9698
1_MACS_peak_21705_lociStitched	chr19(.):50870477-50871017	0.9995
1_MACS_peak_21706_lociStitched	chr19(.):50922370-50922756	0.7485
3_MACS_peak_21707_lociStitched	chr19(.):50930816-50934778	1.2486
9_MACS_peak_21710_lociStitched	chr19(.):50935457-50946160	1.061
6_MACS_peak_21719_lociStitched	chr19(.):50948316-50958720	1.2783
1_MACS_peak_21725_lociStitched	chr19(.):50959762-50961467	1.362
1_MACS_peak_21726_lociStitched	chr19(.):50961979-50962324	0.7754
2_MACS_peak_21727_lociStitched	chr19(.):50964652-50973832	1.4723
1_MACS_peak_21729_lociStitched	chr19(.):51023863-51024327	0.8162
1_MACS_peak_21730_lociStitched	chr19(.):51025172-51025467	0.8998
1_MACS_peak_21731_lociStitched	chr19(.):51026180-51026527	0.9803
2_MACS_peak_21732_lociStitched	chr19(.):51027187-51029001	0.9639
1_MACS_peak_21734_lociStitched	chr19(.):51029618-51030045	0.9059
2_MACS_peak_21735_lociStitched	chr19(.):51031287-51034961	1.3627
1_MACS_peak_21737_lociStitched	chr19(.):51035632-51035951	0.6661
1_MACS_peak_21738_lociStitched	chr19(.):51037276-51037558	0.9385
2_MACS_peak_21739_lociStitched	chr19(.):51038762-51042189	1.1297
3_MACS_peak_21741_lociStitched	chr19(.):51043328-51047516	1.1881
1_MACS_peak_21744_lociStitched	chr19(.):51048250-51048618	0.704
5_MACS_peak_21745_lociStitched	chr19(.):51049629-51060842	1.4365
7_MACS_peak_21750_lociStitched	chr19(.):51061659-51069653	1.1684
2_MACS_peak_21757_lociStitched	chr19(.):51072871-51074386	1.1014
1_MACS_peak_21759_lociStitched	chr19(.):51075080-51075538	1.1566
1_MACS_peak_21760_lociStitched	chr19(.):51076661-51077084	0.8823
2_MACS_peak_21761_lociStitched	chr19(.):51085521-51086782	0.906
1_MACS_peak_21763_lociStitched	chr19(.):51105690-51105941	0.5361
1_MACS_peak_21764_lociStitched	chr19(.):51123630-51124214	0.8479
2_MACS_peak_21765_lociStitched	chr19(.):51125494-51126468	0.7476
3_MACS_peak_21767_lociStitched	chr19(.):51140346-51142787	1.0606
1_MACS_peak_21770_lociStitched	chr19(.):51169402-51169732	0.7991
1_MACS_peak_21771_lociStitched	chr19(.):51173623-51174239	1.0331
2_MACS_peak_21772_lociStitched	chr19(.):51184297-51184892	0.9087
1_MACS_peak_21774_lociStitched	chr19(.):51188309-51188578	0.7075
2_MACS_peak_21775_lociStitched	chr19(.):51189137-51191304	1.0534
4_MACS_peak_21777_lociStitched	chr19(.):51206474-51208220	1.0365
1_MACS_peak_21781_lociStitched	chr19(.):51209550-51210096	0.642
1_MACS_peak_21782_lociStitched	chr19(.):51210882-51211237	0.6223
1_MACS_peak_21783_lociStitched	chr19(.):51211795-51212080	0.445
1_MACS_peak_21784_lociStitched	chr19(.):51215782-51216103	0.7595
1_MACS_peak_21785_lociStitched	chr19(.):51217290-51217782	0.9758
3_MACS_peak_21786_lociStitched	chr19(.):51218578-51222322	0.9368
1_MACS_peak_21789_lociStitched	chr19(.):51240997-51241422	0.7234
1_MACS_peak_21790_lociStitched	chr19(.):51244526-51244919	0.8911
2_MACS_peak_21791_lociStitched	chr19(.):51246625-51247237	0.9105
1_MACS_peak_21793_lociStitched	chr19(.):51247768-51248144	0.8195
1_MACS_peak_21794_lociStitched	chr19(.):51249278-51249623	0.6988
3_MACS_peak_21795_lociStitched	chr19(.):51255417-51259947	1.1993
1_MACS_peak_21798_lociStitched	chr19(.):51261669-51262742	1.1666
3_MACS_peak_21799_lociStitched	chr19(.):51264632-51269104	0.968
2_MACS_peak_21802_lociStitched	chr19(.):51269912-51271559	0.9709
2_MACS_peak_21804_lociStitched	chr19(.):51274162-51275056	0.8863
2_MACS_peak_21806_lociStitched	chr19(.):51276222-51276821	0.7258
1_MACS_peak_21808_lociStitched	chr19(.):51278693-51279163	0.8025
1_MACS_peak_21809_lociStitched	chr19(.):51279825-51280375	0.9824
2_MACS_peak_21810_lociStitched	chr19(.):51280957-51285105	1.2489
1_MACS_peak_21812_lociStitched	chr19(.):51286032-51286489	0.755
1_MACS_peak_21813_lociStitched	chr19(.):51319490-51319917	0.7522
1_MACS_peak_21814_lociStitched	chr19(.):51321848-51323705	1.0292
2_MACS_peak_21815_lociStitched	chr19(.):51324718-51325989	0.9419
1_MACS_peak_21817_lociStitched	chr19(.):51326870-51327332	1.004
2_MACS_peak_21818_lociStitched	chr19(.):51329581-51330779	0.958
2_MACS_peak_21820_lociStitched	chr19(.):51334790-51336113	0.7998
1_MACS_peak_21822_lociStitched	chr19(.):51338183-51340509	1.2409
1_MACS_peak_21823_lociStitched	chr19(.):51351581-51351893	0.6488
1_MACS_peak_21824_lociStitched	chr19(.):51377167-51377550	0.7683
1_MACS_peak_21825_lociStitched	chr19(.):51411664-51411970	0.827
1_MACS_peak_21826_lociStitched	chr19(.):51412493-51412818	0.6212
1_MACS_peak_21827_lociStitched	chr19(.):51414601-51415009	0.8911
1_MACS_peak_21828_lociStitched	chr19(.):51416438-51416694	0.6924
1_MACS_peak_21829_lociStitched	chr19(.):51417319-51417613	0.4901
1_MACS_peak_21830_lociStitched	chr19(.):51422796-51423540	0.9963
1_MACS_peak_21831_lociStitched	chr19(.):51584928-51585204	0.7899
1_MACS_peak_21832_lociStitched	chr19(.):51587351-51587620	0.657
1_MACS_peak_21833_lociStitched	chr19(.):51618731-51619319	0.7718
1_MACS_peak_21834_lociStitched	chr19(.):51620602-51621077	1.0925
1_MACS_peak_21835_lociStitched	chr19(.):51625843-51626352	0.9129
1_MACS_peak_21836_lociStitched	chr19(.):51644406-51644669	0.6859
1_MACS_peak_21837_lociStitched	chr19(.):54411172-54411934	1.1413
1_MACS_peak_21838_lociStitched	chr19(.):54466729-54467019	0.5816
2_MACS_peak_21839_lociStitched	chr19(.):54495001-54496677	0.9179
1_MACS_peak_21841_lociStitched	chr19(.):54515217-54515516	1.142
4_MACS_peak_21842_lociStitched	chr19(.):54565455-54568195	0.9949
2_MACS_peak_21846_lociStitched	chr19(.):54578069-54579277	0.9176
4_MACS_peak_21848_lociStitched	chr19(.):54596775-54599852	0.9411
1_MACS_peak_21852_lociStitched	chr19(.):54601714-54602011	0.8677
1_MACS_peak_21853_lociStitched	chr19(.):54668006-54671002	1.1829
2_MACS_peak_21854_lociStitched	chr19(.):54721163-54722594	0.6859
4_MACS_peak_21856_lociStitched	chr19(.):54724618-54728192	0.8381
1_MACS_peak_21860_lociStitched	chr19(.):54743865-54744162	0.5795
2_MACS_peak_21861_lociStitched	chr19(.):54744680-54748411	1.072
3_MACS_peak_21863_lociStitched	chr19(.):54753574-54764270	1.4633
2_MACS_peak_21866_lociStitched	chr19(.):54775182-54776842	1.0139
3_MACS_peak_21868_lociStitched	chr19(.):54778443-54786621	1.4635
1_MACS_peak_21871_lociStitched	chr19(.):54788754-54790726	1.1677
4_MACS_peak_21872_lociStitched	chr19(.):54791389-54793722	0.986
1_MACS_peak_21876_lociStitched	chr19(.):54794348-54794736	0.7541
1_MACS_peak_21877_lociStitched	chr19(.):54800314-54800651	0.8765
1_MACS_peak_21878_lociStitched	chr19(.):54801704-54802069	0.7834
3_MACS_peak_21879_lociStitched	chr19(.):54802912-54804385	0.9801
2_MACS_peak_21882_lociStitched	chr19(.):54808976-54809993	0.7181
1_MACS_peak_21884_lociStitched	chr19(.):54820440-54820801	0.7885
3_MACS_peak_21885_lociStitched	chr19(.):54821956-54824148	0.9676
1_MACS_peak_21888_lociStitched	chr19(.):54827334-54827853	0.9334
1_MACS_peak_21889_lociStitched	chr19(.):54828451-54830042	1.1667
2_MACS_peak_21890_lociStitched	chr19(.):54830595-54831719	0.8143
1_MACS_peak_21892_lociStitched	chr19(.):54832577-54833085	0.902
1_MACS_peak_21893_lociStitched	chr19(.):54881478-54881904	0.8389
1_MACS_peak_21894_lociStitched	chr19(.):54886987-54887358	0.858
1_MACS_peak_21895_lociStitched	chr19(.):54904327-54906209	1.3263
1_MACS_peak_21896_lociStitched	chr19(.):54908133-54908577	0.7396
3_MACS_peak_21897_lociStitched	chr19(.):54909588-54911743	0.9095
2_MACS_peak_21900_lociStitched	chr19(.):54914569-54915537	0.734
1_MACS_peak_21902_lociStitched	chr19(.):54927042-54928156	0.9549
9_MACS_peak_21903_lociStitched	chr19(.):54930010-54941850	1.1676
1_MACS_peak_21912_lociStitched	chr19(.):54942807-54943073	0.9996
2_MACS_peak_21913_lociStitched	chr19(.):54980443-54983162	1.6151
2_MACS_peak_21915_lociStitched	chr19(.):54984170-54989640	1.4527
3_MACS_peak_21917_lociStitched	chr19(.):54990820-54992240	0.9732
2_MACS_peak_21920_lociStitched	chr19(.):54995508-54997182	1.2707
1_MACS_peak_21922_lociStitched	chr19(.):54998969-54999580	0.9216
2_MACS_peak_21923_lociStitched	chr19(.):55000484-55001446	0.7885
8_MACS_peak_21925_lociStitched	chr19(.):55002692-55011683	1.049
1_MACS_peak_21933_lociStitched	chr19(.):55012380-55012689	0.7545
3_MACS_peak_21934_lociStitched	chr19(.):55013525-55015200	0.8927
1_MACS_peak_21937_lociStitched	chr19(.):55016553-55016906	0.6235
4_MACS_peak_21938_lociStitched	chr19(.):55018502-55021290	0.9314
1_MACS_peak_21942_lociStitched	chr19(.):55036735-55036997	0.7418
1_MACS_peak_21943_lociStitched	chr19(.):55063278-55063546	0.7377
1_MACS_peak_21944_lociStitched	chr19(.):55066220-55066480	0.5283
1_MACS_peak_21945_lociStitched	chr19(.):55069898-55070200	0.8833
3_MACS_peak_21946_lociStitched	chr19(.):55084505-55087002	0.8763
1_MACS_peak_21949_lociStitched	chr19(.):55100109-55100455	0.5836
1_MACS_peak_21950_lociStitched	chr19(.):55105329-55105645	0.8643
3_MACS_peak_21951_lociStitched	chr19(.):55106195-55108854	0.9378
3_MACS_peak_21954_lociStitched	chr19(.):55135157-55136893	0.8087
1_MACS_peak_21957_lociStitched	chr19(.):55141135-55141395	0.8647
6_MACS_peak_21958_lociStitched	chr19(.):55141915-55148185	1.1203
2_MACS_peak_21964_lociStitched	chr19(.):55153994-55155592	0.8001
2_MACS_peak_21966_lociStitched	chr19(.):55157063-55158340	0.9486
1_MACS_peak_21968_lociStitched	chr19(.):55174157-55174657	1.1591
1_MACS_peak_21969_lociStitched	chr19(.):55176407-55176704	0.5749
1_MACS_peak_21970_lociStitched	chr19(.):55177731-55178439	1.2036
1_MACS_peak_21971_lociStitched	chr19(.):55179012-55179309	0.6496
1_MACS_peak_21972_lociStitched	chr19(.):55208806-55209348	0.915
1_MACS_peak_21973_lociStitched	chr19(.):55221699-55221974	0.4989
1_MACS_peak_21974_lociStitched	chr19(.):55250775-55251205	1.1485
1_MACS_peak_21975_lociStitched	chr19(.):55255248-55255769	0.7232
1_MACS_peak_21976_lociStitched	chr19(.):55257688-55257945	0.4344
1_MACS_peak_21977_lociStitched	chr19(.):55273852-55274480	1.0028
1_MACS_peak_21978_lociStitched	chr19(.):55286329-55287478	1.2365
1_MACS_peak_21979_lociStitched	chr19(.):55288072-55288788	1.1193
1_MACS_peak_21980_lociStitched	chr19(.):55292703-55292947	0.6233
1_MACS_peak_21981_lociStitched	chr19(.):55338197-55338473	0.6705
1_MACS_peak_21982_lociStitched	chr19(.):55353320-55353615	0.6404
1_MACS_peak_21983_lociStitched	chr19(.):55356401-55356989	0.699
2_MACS_peak_21984_lociStitched	chr19(.):55358372-55359896	0.991
1_MACS_peak_21986_lociStitched	chr19(.):55364284-55364560	0.6421
1_MACS_peak_21987_lociStitched	chr19(.):55368359-55368773	0.6907
1_MACS_peak_21988_lociStitched	chr19(.):55378818-55379077	0.5044
2_MACS_peak_21989_lociStitched	chr19(.):55383084-55384337	0.8221
1_MACS_peak_21991_lociStitched	chr19(.):55386631-55387045	0.8184
2_MACS_peak_21992_lociStitched	chr19(.):55395256-55396305	1.1156
1_MACS_peak_21994_lociStitched	chr19(.):55399029-55399412	0.8145
1_MACS_peak_21995_lociStitched	chr19(.):55400946-55401522	0.9855
1_MACS_peak_21996_lociStitched	chr19(.):55403443-55403735	0.7589
2_MACS_peak_21997_lociStitched	chr19(.):55404848-55405729	0.8663
1_MACS_peak_21999_lociStitched	chr19(.):55407630-55407957	0.9674
3_MACS_peak_22000_lociStitched	chr19(.):55408552-55411753	1.0715
1_MACS_peak_22003_lociStitched	chr19(.):55417604-55417978	0.7699
8_MACS_peak_22004_lociStitched	chr19(.):55420381-55425052	0.8851
2_MACS_peak_22012_lociStitched	chr19(.):55425993-55427141	0.9436
1_MACS_peak_22014_lociStitched	chr19(.):55494282-55494836	0.8773
1_MACS_peak_22015_lociStitched	chr19(.):55505025-55505409	0.9495
1_MACS_peak_22016_lociStitched	chr19(.):55591786-55592256	0.9667
6_MACS_peak_22017_lociStitched	chr19(.):55594561-55599093	1.1395
5_MACS_peak_22023_lociStitched	chr19(.):55631102-55641662	1.3897
9_MACS_peak_22028_lociStitched	chr19(.):55643101-55662785	1.4248
1_MACS_peak_22037_lociStitched	chr19(.):55666036-55666327	0.6788
1_MACS_peak_22038_lociStitched	chr19(.):55667557-55667988	1.0417
2_MACS_peak_22039_lociStitched	chr19(.):55668704-55671637	1.4097
1_MACS_peak_22041_lociStitched	chr19(.):55673042-55673765	0.9344
2_MACS_peak_22042_lociStitched	chr19(.):55674543-55678050	1.208
1_MACS_peak_22044_lociStitched	chr19(.):55678859-55679440	0.9755
1_MACS_peak_22045_lociStitched	chr19(.):55679962-55680913	1.2762
7_MACS_peak_22046_lociStitched	chr19(.):55681978-55699300	1.593
10_MACS_peak_22053_lociStitched	chr19(.):55702207-55714487	1.2065
1_MACS_peak_22063_lociStitched	chr19(.):55715152-55718687	1.2622
1_MACS_peak_22064_lociStitched	chr19(.):55843172-55843479	0.7329
1_MACS_peak_22065_lociStitched	chr19(.):55847898-55848327	0.7768
4_MACS_peak_22066_lociStitched	chr19(.):55862187-55870047	1.5116
9_MACS_peak_22070_lociStitched	chr19(.):55872554-55886157	1.7152
1_MACS_peak_22079_lociStitched	chr19(.):55887357-55887894	1.1855
1_MACS_peak_22080_lociStitched	chr19(.):55925895-55926414	0.6567
1_MACS_peak_22081_lociStitched	chr19(.):55927363-55927745	0.768
4_MACS_peak_22082_lociStitched	chr19(.):55928934-55932976	1.0603
6_MACS_peak_22086_lociStitched	chr19(.):55934857-55943600	1.1215
1_MACS_peak_22092_lociStitched	chr19(.):55944524-55944835	0.6846
2_MACS_peak_22093_lociStitched	chr19(.):55947206-55948690	0.9696
2_MACS_peak_22095_lociStitched	chr19(.):55949462-55951163	1.1321
1_MACS_peak_22097_lociStitched	chr19(.):55951913-55953839	1.5886
2_MACS_peak_22098_lociStitched	chr19(.):55954343-55959489	1.4066
4_MACS_peak_22100_lociStitched	chr19(.):55960550-55963997	1.0928
4_MACS_peak_22104_lociStitched	chr19(.):55973614-55979505	1.6652
1_MACS_peak_22108_lociStitched	chr19(.):55983337-55983619	0.8207
1_MACS_peak_22109_lociStitched	chr19(.):55984193-55984783	0.8068
3_MACS_peak_22110_lociStitched	chr19(.):55995799-56013522	1.9622
1_MACS_peak_22113_lociStitched	chr19(.):56014517-56015028	0.7727
4_MACS_peak_22114_lociStitched	chr19(.):56015851-56028088	1.4898
3_MACS_peak_22118_lociStitched	chr19(.):56032067-56037474	1.2721
1_MACS_peak_22121_lociStitched	chr19(.):56040805-56041408	0.9118
4_MACS_peak_22122_lociStitched	chr19(.):56042208-56045902	1.0675
2_MACS_peak_22126_lociStitched	chr19(.):56046468-56047688	1.0095
1_MACS_peak_22128_lociStitched	chr19(.):56048930-56049398	0.8768
5_MACS_peak_22129_lociStitched	chr19(.):56050055-56053795	0.9168
3_MACS_peak_22134_lociStitched	chr19(.):56055358-56061943	1.3445
6_MACS_peak_22137_lociStitched	chr19(.):56063634-56069917	1.157
1_MACS_peak_22143_lociStitched	chr19(.):56070664-56071413	1.0781
1_MACS_peak_22144_lociStitched	chr19(.):56072180-56072474	0.966
4_MACS_peak_22145_lociStitched	chr19(.):56073274-56077242	1.154
1_MACS_peak_22149_lociStitched	chr19(.):56077761-56078206	0.7585
1_MACS_peak_22150_lociStitched	chr19(.):56081431-56082168	1.1231
1_MACS_peak_22151_lociStitched	chr19(.):56083284-56083614	0.9775
1_MACS_peak_22152_lociStitched	chr19(.):56086472-56087138	0.9568
1_MACS_peak_22153_lociStitched	chr19(.):56090971-56091566	0.7948
1_MACS_peak_22154_lociStitched	chr19(.):56093887-56094167	0.8367
2_MACS_peak_22155_lociStitched	chr19(.):56095695-56097650	1.1765
1_MACS_peak_22157_lociStitched	chr19(.):56098215-56098755	1.1462
1_MACS_peak_22158_lociStitched	chr19(.):56226093-56226963	0.9959
4_MACS_peak_22159_lociStitched	chr19(.):56228672-56231126	0.9464
2_MACS_peak_22163_lociStitched	chr19(.):56254537-56255300	0.953
1_MACS_peak_22165_lociStitched	chr19(.):56255968-56257136	1.06
1_MACS_peak_22166_lociStitched	chr19(.):56261986-56262329	0.8135
6_MACS_peak_22167_lociStitched	chr19(.):56266389-56271297	0.9473
1_MACS_peak_22173_lociStitched	chr19(.):56271832-56272382	0.7854
7_MACS_peak_22174_lociStitched	chr19(.):56273077-56285716	1.3476
2_MACS_peak_22181_lociStitched	chr19(.):56538449-56540291	1.1584
2_MACS_peak_22183_lociStitched	chr19(.):56543924-56545054	0.7738
2_MACS_peak_22185_lociStitched	chr19(.):56552223-56553402	0.9015
1_MACS_peak_22187_lociStitched	chr19(.):56563810-56564086	0.564
2_MACS_peak_22188_lociStitched	chr19(.):56564919-56565838	0.9657
1_MACS_peak_22190_lociStitched	chr19(.):56679194-56679462	0.4303
1_MACS_peak_22191_lociStitched	chr19(.):56683837-56684134	0.8666
3_MACS_peak_22192_lociStitched	chr19(.):56684697-56689355	1.4057
1_MACS_peak_22195_lociStitched	chr19(.):56689874-56690691	0.8737
2_MACS_peak_22196_lociStitched	chr19(.):56692846-56695639	1.038
1_MACS_peak_22198_lociStitched	chr19(.):56697716-56698078	0.732
1_MACS_peak_22199_lociStitched	chr19(.):56701325-56701849	1.1372
1_MACS_peak_22200_lociStitched	chr19(.):56703551-56703844	0.7191
1_MACS_peak_22201_lociStitched	chr19(.):56704829-56705077	0.7144
1_MACS_peak_22202_lociStitched	chr19(.):56727964-56728330	1.135
1_MACS_peak_22203_lociStitched	chr19(.):56729056-56729326	0.6431
1_MACS_peak_22204_lociStitched	chr19(.):57599060-57599449	2.3252
1_MACS_peak_22205_lociStitched	chr19(.):58960323-58960614	0.6989
1_MACS_peak_22206_lociStitched	chr19(.):59001879-59002150	0.6149
1_MACS_peak_22207_lociStitched	chr19(.):59002677-59003017	0.7013
1_MACS_peak_22208_lociStitched	chr19(.):59009134-59009520	0.9123
1_MACS_peak_22209_lociStitched	chr19(.):59019854-59020278	1.0119
1_MACS_peak_22210_lociStitched	chr19(.):59033878-59034332	0.987
1_MACS_peak_22211_lociStitched	chr19(.):59036240-59036515	0.6773
1_MACS_peak_22212_lociStitched	chr19(.):59044073-59044541	1.0151
1_MACS_peak_22213_lociStitched	chr19(.):59046333-59046661	0.6381
3_MACS_peak_22214_lociStitched	chr19(.):59048986-59054225	1.1408
1_MACS_peak_22217_lociStitched	chr2(.):289055-290368	1.4902
2_MACS_peak_22218_lociStitched	chr2(.):363717-364861	0.9021
2_MACS_peak_22220_lociStitched	chr2(.):465829-468133	0.9951
1_MACS_peak_22222_lociStitched	chr2(.):486371-486802	0.7945
2_MACS_peak_22223_lociStitched	chr2(.):495980-496954	0.8813
1_MACS_peak_22225_lociStitched	chr2(.):523599-524099	0.8863
2_MACS_peak_22226_lociStitched	chr2(.):545825-546875	0.9414
1_MACS_peak_22228_lociStitched	chr2(.):557746-558032	0.7502
1_MACS_peak_22229_lociStitched	chr2(.):586933-587763	0.9153
1_MACS_peak_22230_lociStitched	chr2(.):592685-593021	0.703
1_MACS_peak_22231_lociStitched	chr2(.):596719-597012	0.6643
1_MACS_peak_22232_lociStitched	chr2(.):598157-598547	0.8144
2_MACS_peak_22233_lociStitched	chr2(.):600880-602698	1.015
2_MACS_peak_22235_lociStitched	chr2(.):608912-609725	0.7288
1_MACS_peak_22237_lociStitched	chr2(.):649809-650220	0.8974
1_MACS_peak_22238_lociStitched	chr2(.):817078-817391	0.8494
2_MACS_peak_22239_lociStitched	chr2(.):866705-867841	0.8636
1_MACS_peak_22241_lociStitched	chr2(.):874802-875119	0.5761
2_MACS_peak_22242_lociStitched	chr2(.):924656-926291	0.9146
1_MACS_peak_22244_lociStitched	chr2(.):927276-927918	0.8891
1_MACS_peak_22245_lociStitched	chr2(.):945186-945529	0.6626
1_MACS_peak_22246_lociStitched	chr2(.):1097124-1097418	0.6996
1_MACS_peak_22247_lociStitched	chr2(.):1428945-1429392	0.9141
1_MACS_peak_22248_lociStitched	chr2(.):1498110-1498394	0.6739
1_MACS_peak_22249_lociStitched	chr2(.):1565888-1566157	0.6484
1_MACS_peak_22250_lociStitched	chr2(.):1584358-1584863	0.68
1_MACS_peak_22251_lociStitched	chr2(.):1587859-1588138	0.7306
2_MACS_peak_22252_lociStitched	chr2(.):1709882-1711157	0.9734
1_MACS_peak_22254_lociStitched	chr2(.):1717890-1718377	0.7914
1_MACS_peak_22255_lociStitched	chr2(.):1800418-1800752	0.9401
1_MACS_peak_22256_lociStitched	chr2(.):1817303-1817582	0.5621
1_MACS_peak_22257_lociStitched	chr2(.):1865282-1865774	1.2927
1_MACS_peak_22258_lociStitched	chr2(.):2652776-2653065	0.8186
1_MACS_peak_22259_lociStitched	chr2(.):2654104-2654481	0.4797
1_MACS_peak_22260_lociStitched	chr2(.):2672198-2672479	0.8681
1_MACS_peak_22261_lociStitched	chr2(.):2735895-2736215	0.5725
1_MACS_peak_22262_lociStitched	chr2(.):2737099-2738042	1.0448
1_MACS_peak_22263_lociStitched	chr2(.):2769670-2769952	0.9714
1_MACS_peak_22264_lociStitched	chr2(.):3072326-3072469	0.8714
1_MACS_peak_22265_lociStitched	chr2(.):3717162-3717452	0.8176
1_MACS_peak_22266_lociStitched	chr2(.):3772831-3773631	2.4746
1_MACS_peak_22267_lociStitched	chr2(.):8167085-8167478	0.8757
1_MACS_peak_22268_lociStitched	chr2(.):8168555-8169080	0.7266
2_MACS_peak_22269_lociStitched	chr2(.):8550328-8551603	0.8952
2_MACS_peak_22271_lociStitched	chr2(.):9893967-9895046	0.9103
3_MACS_peak_22273_lociStitched	chr2(.):9911863-9916275	1.1152
1_MACS_peak_22276_lociStitched	chr2(.):10199837-10200524	1.0428
1_MACS_peak_22277_lociStitched	chr2(.):10219628-10219889	0.617
1_MACS_peak_22278_lociStitched	chr2(.):10220555-10221253	1.1933
2_MACS_peak_22279_lociStitched	chr2(.):10375351-10382094	1.359
1_MACS_peak_22281_lociStitched	chr2(.):10397763-10398048	0.8738
1_MACS_peak_22282_lociStitched	chr2(.):10417348-10418649	1.1288
1_MACS_peak_22283_lociStitched	chr2(.):10618469-10618713	0.7304
1_MACS_peak_22284_lociStitched	chr2(.):10640494-10640754	0.5286
1_MACS_peak_22285_lociStitched	chr2(.):10641441-10641724	0.5953
1_MACS_peak_22286_lociStitched	chr2(.):10662908-10663969	0.9953
2_MACS_peak_22287_lociStitched	chr2(.):10664675-10665981	0.8595
2_MACS_peak_22289_lociStitched	chr2(.):10688633-10690545	1.0003
1_MACS_peak_22291_lociStitched	chr2(.):10970185-10971760	1.2102
1_MACS_peak_22292_lociStitched	chr2(.):10973806-10974238	0.9252
1_MACS_peak_22293_lociStitched	chr2(.):10978291-10978611	0.6481
1_MACS_peak_22294_lociStitched	chr2(.):11002695-11003002	0.8254
1_MACS_peak_22295_lociStitched	chr2(.):11082936-11083205	0.7371
1_MACS_peak_22296_lociStitched	chr2(.):11102082-11102562	0.9466
1_MACS_peak_22297_lociStitched	chr2(.):11623270-11623731	0.8531
2_MACS_peak_22298_lociStitched	chr2(.):11971133-11972315	1.0737
2_MACS_peak_22300_lociStitched	chr2(.):11973156-11974860	1.1207
1_MACS_peak_22302_lociStitched	chr2(.):11977632-11977924	0.8685
1_MACS_peak_22303_lociStitched	chr2(.):12858240-12858708	0.8671
1_MACS_peak_22304_lociStitched	chr2(.):18058482-18058979	0.8767
1_MACS_peak_22305_lociStitched	chr2(.):19549472-19550066	0.9258
3_MACS_peak_22306_lociStitched	chr2(.):19550729-19553157	1.0459
1_MACS_peak_22309_lociStitched	chr2(.):19554882-19555352	0.8541
3_MACS_peak_22310_lociStitched	chr2(.):19556404-19558211	1.1326
1_MACS_peak_22313_lociStitched	chr2(.):19558912-19559458	1.005
1_MACS_peak_22314_lociStitched	chr2(.):19561216-19561637	0.9195
2_MACS_peak_22315_lociStitched	chr2(.):20211275-20213050	1.0618
3_MACS_peak_22317_lociStitched	chr2(.):20863654-20868662	1.9224
1_MACS_peak_22320_lociStitched	chr2(.):21284872-21285141	1.0696
3_MACS_peak_22321_lociStitched	chr2(.):23604553-23607802	1.012
1_MACS_peak_22324_lociStitched	chr2(.):23608508-23610287	1.5879
1_MACS_peak_22325_lociStitched	chr2(.):23804908-23805180	0.8975
1_MACS_peak_22326_lociStitched	chr2(.):23849626-23849968	0.6916
1_MACS_peak_22327_lociStitched	chr2(.):24272681-24273118	0.8712
1_MACS_peak_22328_lociStitched	chr2(.):25265438-25266432	1.0866
1_MACS_peak_22329_lociStitched	chr2(.):25352724-25353447	0.8414
1_MACS_peak_22330_lociStitched	chr2(.):25354078-25354653	0.9024
1_MACS_peak_22331_lociStitched	chr2(.):25355492-25356102	0.9763
1_MACS_peak_22332_lociStitched	chr2(.):25390500-25392678	1.3241
1_MACS_peak_22333_lociStitched	chr2(.):25431910-25432396	1.0998
3_MACS_peak_22334_lociStitched	chr2(.):25437697-25439885	0.7798
1_MACS_peak_22337_lociStitched	chr2(.):26396004-26397417	1.3038
1_MACS_peak_22338_lociStitched	chr2(.):26398544-26398872	0.8006
1_MACS_peak_22339_lociStitched	chr2(.):26407884-26408924	1.1997
1_MACS_peak_22340_lociStitched	chr2(.):26684212-26684489	0.785
1_MACS_peak_22341_lociStitched	chr2(.):26698225-26699046	1.0587
1_MACS_peak_22342_lociStitched	chr2(.):26699962-26701630	1.4988
1_MACS_peak_22343_lociStitched	chr2(.):26706332-26706629	0.9797
1_MACS_peak_22344_lociStitched	chr2(.):26712546-26712970	0.9335
1_MACS_peak_22345_lociStitched	chr2(.):26715012-26715485	0.6366
1_MACS_peak_22346_lociStitched	chr2(.):26727168-26727854	1.1147
8_MACS_peak_22347_lociStitched	chr2(.):26732640-26745932	1.2366
