GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_018976	chr12(.):46746970-46771645	0.5567
NM_001098532	chr12(.):48123452-48157181	0.3593
NM_017842	chr12(.):48161966-48181536	0.3366
NM_006105	chr12(.):48123452-48157244	0.3587
NM_001098531	chr12(.):48123452-48157889	0.3522
NM_001098416	chr12(.):48171506-48218763	1.3236
NM_014033	chr12(.):51313533-51331300	1.5882
NM_001109619	chr12(.):51342781-51369289	0.0756
NM_001971	chr12(.):51717226-51745463	0.6539
NM_016293	chr12(.):51669821-51722938	0.5676
NM_001004304	chr12(.):53569534-53589654	0.5064
NM_000889	chr12(.):53580106-53606000	3.4359
NM_015989	chr12(.):53546446-53579430	0.2744
NM_001170790	chr12(.):53640369-53653190	0.335
NM_032889	chr12(.):53640875-53653190	0.3469
NM_015665	chr12(.):53696239-53720412	0.502
NM_152860	chr12(.):53715359-53734537	0.4197
NM_001173467	chr12(.):53715359-53735004	0.4117
NM_001164691	chr12(.):53812638-53830318	0.103
NM_003109	chr12(.):53769427-53815226	0.3363
NM_138473	chr12(.):53768978-53815226	0.3332
NM_001005354	chr12(.):53830432-53845427	0.2335
NM_134324	chr12(.):53890376-53905215	0.6521
NM_006301	chr12(.):53869275-53898444	0.5159
NM_134323	chr12(.):53889704-53905215	0.6298
NM_003717	chr12(.):53895473-53906422	0.1983
NM_001127460	chr12(.):56705006-56732533	0.7083
NM_014255	chr12(.):56699212-56715128	0.3906
NM_005419	chr12(.):56730381-56759037	0.7496
NM_014871	chr12(.):56705006-56732837	0.76
NM_004077	chr12(.):56660482-56699175	0.2
NM_016584	chr12(.):56727662-56739194	1.4862
NM_001638	chr12(.):56749354-56761583	0.6665
NR_003046	chr12(.):57032463-57042538	0.5686
NM_001686	chr12(.):57026958-57044852	0.6983
NM_005594	chr12(.):57101210-57124066	0.4943
NR_002737	chr12(.):57033810-57043885	0.5707
NM_001113203	chr12(.):57101210-57124326	0.4893
NM_006601	chr12(.):57052124-57087078	0.6223
NM_017440	chr12(.):68683345-68731161	0.123
NM_031435	chr12(.):72052676-72079428	0.3305
NM_144982	chr12(.):71998378-72062749	0.1694
NM_203394	chr12(.):77410025-77464360	0.4443
NM_001946	chr12(.):89736836-89751296	2.5966
NM_001025233	chr12(.):92812734-92829730	0.4311
NR_027933	chr12(.):92810306-92829778	0.3916
NM_001025232	chr12(.):92808869-92826924	0.312
NM_153694	chr12(.):102117425-102138250	0.7809
NM_024312	chr12(.):102134274-102229645	0.2877
NM_001111283	chr12(.):102784644-102879378	0.5749
NM_001111284	chr12(.):102784644-102877429	0.468
NM_001111285	chr12(.):102806453-102879378	0.7267
NM_014840	chr12(.):106452124-106538811	0.2697
NM_007076	chr12(.):108904050-108918380	0.2364
NM_213595	chr12(.):108951293-108968160	2.793
NM_181724	chr12(.):108978621-108996894	0.1194
NM_003006	chr12(.):109010679-109032670	4.7742
NM_001161331	chr12(.):109180694-109226327	0.1459
NM_024667	chr12(.):123344874-123385712	0.8699
NM_021009	chr12(.):125391191-125404587	1.6398
NM_015057	chr13(.):77613791-77906177	0.1347
NM_032436	chr13(.):115074964-115097803	0.5019
NM_000820	chr13(.):114518521-114572046	0.9905
NM_152719	chr13(.):46271445-46293693	1.3927
NM_001143945	chr13(.):114518521-114544017	0.1225
NM_001143946	chr13(.):114518521-114541714	0.1253
NR_024609	chr13(.):114581609-114631485	0.4898
NM_023011	chr13(.):115042077-115076283	0.7064
NM_003903	chr13(.):114995361-115043150	0.5226
NM_001012706	chr14(.):50443429-50479238	0.741
NM_004296	chr14(.):72394785-73038238	0.1198
NM_001080414	chr14(.):91732666-91889133	0.9696
NM_024496	chr14(.):77485885-77500034	1.3181
NM_005065	chr14(.):81934238-82005205	0.7977
NM_152592	chr14(.):95878830-95947173	0.2398
NR_003002	chr14(.):95994691-96004966	0.1866
NR_001459	chr14(.):95994248-96006209	0.1656
NM_016417	chr14(.):95996322-96016055	0.1116
NM_025268	chr14(.):105987952-106001539	0.2871
NM_015492	chr15(.):75489220-75509510	0.9425
NM_144508	chr15(.):40881446-40959881	0.1328
NM_001042495	chr15(.):34517196-34635265	0.3003
NM_005135	chr15(.):34517196-34616021	0.0875
NM_001042497	chr15(.):34517196-34634045	0.2936
NM_001042494	chr15(.):34517196-34634961	0.2944
NM_002420	chr15(.):31288550-31398924	0.5135
NM_001211	chr15(.):40448209-40518337	0.1689
NM_019600	chr15(.):52868517-52975820	0.2725
NM_006537	chr15(.):63791809-63888663	0.1996
NM_001004439	chr15(.):68589041-68729492	0.2151
NM_016166	chr15(.):68341571-68485404	0.3091
NM_172217	chr15(.):81512639-81610104	0.6297
NM_001172128	chr15(.):81484218-81610104	0.4994
NM_007011	chr15(.):89626380-89750591	0.5599
NR_027992	chr15(.):20869796-20966480	0.0699
NR_027053	chr15(.):21927513-21945739	0.2818
NR_024387	chr15(.):22009419-22021878	0.0629
NR_029624	chr15(.):31352234-31362344	0.1441
NM_015995	chr15(.):31614082-31675102	1.4536
NM_175741	chr15(.):34633065-34654931	0.121
NM_181077	chr15(.):34666269-34687001	0.056
NM_018648	chr15(.):34628916-34640362	1.0007
NM_153613	chr15(.):34646088-34664395	0.4767
NR_036050	chr15(.):34669269-34679351	0.0512
NR_036050	chr15(.):34815490-34825572	0.0659
NM_003134	chr15(.):40322890-40336389	0.3041
NM_001003942	chr15(.):40375091-40403287	2.6185
NM_033503	chr15(.):40375091-40403639	2.5882
NM_001003940	chr15(.):40375091-40406075	2.4093
NM_001080791	chr15(.):40840297-40862252	1.3226
NM_152260	chr15(.):40856536-40871661	0.3586
NR_002208	chr15(.):40819082-40829749	0.0933
NM_198524	chr15(.):56652643-56743072	0.656
NM_017882	chr15(.):68494329-68527080	0.6263
NM_033429	chr15(.):68478042-68503448	1.3169
NM_015322	chr15(.):68565140-68588640	1.4798
NM_001127190	chr15(.):75069424-75100539	1.3456
NM_000761	chr15(.):75036183-75053941	0.0659
NM_000499	chr15(.):75006882-75022877	0.1375
NM_021819	chr15(.):75100193-75123099	0.1166
NM_001030005	chr15(.):75113950-75129136	0.0672
NM_021823	chr15(.):75310926-75348067	1.3916
NM_138967	chr15(.):75282875-75318836	0.9962
NM_004513	chr15(.):81584253-81610104	1.7555
NM_181900	chr15(.):81600006-81621524	0.6628
NM_022767	chr15(.):89159526-89180512	0.6686
NR_029606	chr15(.):89150055-89160165	0.0546
NM_002201	chr15(.):89177038-89203879	0.7098
NR_031590	chr15(.):89146337-89156428	0.0406
NM_002168	chr15(.):90622211-90650708	0.8188
NM_198925	chr15(.):90739561-90777892	0.1842
NM_001013657	chr15(.):90772486-90790312	0.1693
NM_020210	chr15(.):90723151-90777892	0.5478
NM_006384	chr15(.):90768476-90782279	0.206
NR_033769	chr15(.):93333713-93345338	0.0754
NR_037600	chr15(.):93421072-93446977	0.6582
NR_037602	chr15(.):93421525-93446977	0.6674
NM_015914	chr16(.):11767942-11841648	2.4791
NM_013302	chr16(.):22212591-22305066	0.117
NM_000336	chr16(.):23308590-23397620	1.2752
NM_153603	chr16(.):23394813-23469512	0.655
NM_000078	chr16(.):56990834-57022756	0.1674
NM_004691	chr16(.):67466916-67520089	0.1513
NM_001191022	chr16(.):67591309-67678088	0.2575
NM_012320	chr16(.):68274246-68299961	1.2521
NM_002661	chr16(.):81807929-81996899	0.2111
NM_175931	chr16(.):88936262-89012608	0.0294
NM_005187	chr16(.):88936262-89048504	0.3147
NM_003498	chr16(.):11757288-11778015	1.6675
NM_014153	chr16(.):11839441-11896114	0.3248
NM_001130007	chr16(.):11956984-12015519	0.1335
NM_001130006	chr16(.):11956984-12014825	0.1345
NM_001192	chr16(.):12053963-12066925	7.2252
NM_032167	chr16(.):12065601-12152141	0.2254
NM_001039182	chr16(.):29459913-29471285	0.4983
NM_001017389	chr16(.):29462126-29481280	0.5
NM_003166	chr16(.):29462126-29481301	0.5081
NM_178044	chr16(.):29460821-29474545	0.4824
NR_002454	chr16(.):29455665-29466236	0.4036
NR_002556	chr16(.):29471288-29483899	0.5648
NR_037608	chr16(.):29461411-29481301	0.4914
NM_001017390	chr16(.):29466206-29481301	0.3923
NR_024370	chr16(.):29870003-29884374	0.3225
NM_002383	chr16(.):29812854-29827504	1.358
NR_015396	chr16(.):29870154-29884374	0.3259
NM_145239	chr16(.):29818408-29832202	1.1333
NM_007317	chr16(.):29797057-29821706	0.7598
NM_006319	chr16(.):29864677-29879578	0.3279
NM_024516	chr16(.):29822527-29838816	1.017
NM_152338	chr16(.):29784560-29796840	0.0802
NM_005115	chr16(.):29826714-29864360	0.3758
NM_001039182	chr16(.):30199255-30210627	0.5199
NM_178044	chr16(.):30200163-30213887	0.5055
NM_003166	chr16(.):30201468-30220650	0.4936
NM_001017389	chr16(.):30201468-30220620	0.489
NM_001193333	chr16(.):30189730-30205396	1.2121
NR_002454	chr16(.):30195004-30205575	1.7141
NR_037608	chr16(.):30200753-30220650	0.4788
NR_002556	chr16(.):30210637-30223248	0.497
NR_002555	chr16(.):30229349-30261932	0.1249
NM_001017390	chr16(.):30205548-30220650	0.3671
NM_138447	chr16(.):30609699-30626682	0.4383
NM_024031	chr16(.):30657240-30672734	1.206
NM_001105079	chr16(.):30670777-30687131	0.3075
NR_002966	chr16(.):30716857-30726986	0.0471
NM_006662	chr16(.):30705461-30756450	0.2209
NM_003414	chr16(.):31880078-31933627	0.433
NM_153337	chr16(.):50695210-50720264	0.8274
NM_182854	chr16(.):50701885-50720264	1.089
NM_001042412	chr16(.):50771028-50840846	0.1374
NM_001042355	chr16(.):50770960-50840846	0.1374
NM_022162	chr16(.):50726049-50771987	0.2629
NM_001126108	chr16(.):56894118-56954762	1.2386
NM_001010989	chr16(.):56960747-56982793	1.9124
NM_032206	chr16(.):57018409-57122436	0.1933
NM_018110	chr16(.):57500869-57525385	0.1013
NM_153837	chr16(.):57571600-57616100	0.3381
NM_033212	chr16(.):57541089-57575477	0.3558
NM_001172643	chr16(.):66536905-66589194	1.9059
NM_001172644	chr16(.):66536905-66589315	1.9019
NM_052999	chr16(.):66595349-66618038	0.0711
NM_181641	chr16(.):66581471-66604971	0.8593
NM_181271	chr16(.):66595293-66618038	0.071
NM_001040138	chr16(.):66581465-66605154	0.853
NM_001193524	chr16(.):67566364-67585691	0.8519
NM_001193523	chr16(.):67558539-67585691	0.8688
NM_001193522	chr16(.):67557719-67585691	0.8461
NM_001138	chr16(.):67511473-67522716	0.4818
NM_024519	chr16(.):67557716-67585691	0.846
NM_024939	chr16(.):68257449-68275136	0.3373
NM_001184824	chr16(.):68339876-68396169	0.283
NM_003983	chr16(.):68293422-68340722	0.6465
NM_032178	chr16(.):68329517-68349868	0.2104
NM_001031804	chr16(.):79622744-79639622	1.0889
NM_022066	chr17(.):74380612-74454288	0.1152
NM_020761	chr17(.):78513624-78945173	0.1653
NM_002558	chr17(.):3794884-3824960	0.7003
NM_005022	chr17(.):4843946-4856825	1.9329
NM_153357	chr17(.):6939948-6952242	0.2138
NM_000267	chr17(.):29416944-29709695	0.2304
NM_002544	chr17(.):29616667-29629380	0.0817
NM_015194	chr17(.):30814627-31208902	0.1437
NM_183232	chr17(.):37916198-38025441	0.81
NR_027774	chr17(.):43508265-43573146	0.4041
NM_003726	chr17(.):46205801-46512594	0.1208
NM_030802	chr17(.):47782686-47846518	0.6628
NM_017763	chr17(.):56426037-56499931	0.1643
NM_001433	chr17(.):62115389-62212502	1.2077
NM_181671	chr17(.):65368923-65694647	0.2414
NR_036488	chr17(.):70394462-70593943	0.3762
NM_004252	chr17(.):72739762-72770499	0.7581
NM_052916	chr17(.):74133533-74241390	0.2253
NM_001113492	chr17(.):75278972-75501678	0.3955
NM_006640	chr17(.):75310596-75501678	0.4515
NM_001113491	chr17(.):75272491-75501678	0.3915
NM_001163075	chr17(.):76137433-76167364	0.9692
NM_017456	chr17(.):76665129-76783376	0.7108
NM_024648	chr17(.):80342085-80381513	0.2015
NM_172206	chr17(.):3758616-3799037	0.1651
NM_172207	chr17(.):3763450-3801337	0.1683
NM_174957	chr17(.):3822168-3872736	0.2559
NM_000080	chr17(.):4796063-4811369	0.0966
NM_001145536	chr17(.):4797947-4811227	0.1027
NM_001165417	chr17(.):4835425-4848462	0.6107
NM_000173	chr17(.):4830591-4843325	0.2336
NM_015528	chr17(.):4838629-4853517	1.6594
NM_006612	chr17(.):4896242-4936694	0.1714
NM_015099	chr17(.):4866286-4895960	0.4814
NM_001171168	chr17(.):4866286-4895665	0.4863
NM_053013	chr17(.):4849383-4865426	1.3773
NM_001167985	chr17(.):4886424-4905905	0.4168
NM_004890	chr17(.):4857520-4876132	0.5016
NM_001004333	chr17(.):6910797-6922851	2.3737
NM_001142799	chr17(.):6913072-6925839	2.4044
NM_201566	chr17(.):6934393-6948440	0.3465
NR_029712	chr17(.):6915933-6926020	2.4108
NM_181844	chr17(.):6921368-6937961	0.2618
NM_000697	chr17(.):6894383-6919055	1.0201
NR_030178	chr17(.):6916229-6926341	2.2982
NM_012452	chr17(.):16837397-16880402	1.7736
NR_000010	chr17(.):27044599-27054671	0.8452
NR_000009	chr17(.):27045698-27055772	1.4404
NM_031934	chr17(.):27036298-27049908	0.4498
NM_001142625	chr17(.):27036298-27050286	0.442
NM_000984	chr17(.):27041999-27056374	1.2429
NM_138463	chr17(.):27046365-27058230	1.4956
NR_000014	chr17(.):27045446-27055509	1.2394
NR_000013	chr17(.):27042567-27052634	0.4976
NM_004295	chr17(.):27066022-27082976	0.3824
NM_152465	chr17(.):27025533-27043872	0.1252
NR_024579	chr17(.):27036298-27050251	0.443
NM_001160407	chr17(.):27046365-27058949	1.4113
NM_178170	chr17(.):27050831-27074784	0.8244
NM_006495	chr17(.):29625787-29646130	1.7099
NM_014210	chr17(.):29638427-29653767	2.3081
NM_002981	chr17(.):32682398-32695252	1.7318
NM_005408	chr17(.):32678470-32690629	0.345
NM_005623	chr17(.):32641065-32653421	0.1257
NM_002983	chr17(.):34410602-34422506	3.3176
NM_002988	chr17(.):34386642-34403841	0.129
NM_002984	chr17(.):34426219-34438014	1.562
NM_021006	chr17(.):34517267-34529156	4.555
NM_001001418	chr17(.):34576084-34597027	0.2606
NM_001001435	chr17(.):34533467-34545274	2.3851
NM_001001437	chr17(.):34517267-34529147	4.5564
NM_001001417	chr17(.):34488060-34508988	0.2667
NM_021006	chr17(.):34618841-34630730	3.773
NM_001001437	chr17(.):34618841-34630721	3.7742
NM_001001435	chr17(.):34635033-34646840	2.4104
NM_001001418	chr17(.):34741118-34813091	0.1797
NM_001130677	chr17(.):36822958-36836187	0.2503
NM_005937	chr17(.):36856872-36891056	1.058
NM_007144	chr17(.):36885149-36909558	0.3953
NM_002795	chr17(.):36904001-36925478	0.3328
NM_001136498	chr17(.):36881509-36896858	0.2038
NM_005310	chr17(.):37889186-37908538	0.2958
NM_001030002	chr17(.):37889589-37908538	0.3021
NM_032339	chr17(.):37880408-37891788	0.3486
NM_018530	chr17(.):38055847-38078793	0.0932
NM_001042471	chr17(.):38055847-38079903	0.0927
NM_198844	chr17(.):38019454-38039149	1.1359
NM_021724	chr17(.):38244036-38261973	0.853
NM_001190919	chr17(.):38213445-38255120	0.3312
NM_001190918	chr17(.):38214067-38255120	0.3356
NM_014815	chr17(.):38170349-38215889	0.081
NM_007359	chr17(.):38291506-38333431	0.192
NM_001012241	chr17(.):38273789-38298045	0.5443
NM_001145301	chr17(.):38469472-38518895	1.5718
NM_152219	chr17(.):38511904-38525945	0.1092
NM_000964	chr17(.):38460422-38518895	1.599
NM_001024809	chr17(.):38493270-38518895	0.1053
NM_001254	chr17(.):38439145-38464413	0.2182
NM_152343	chr17(.):43326759-43344479	0.0728
NM_005892	chr17(.):43294291-43329683	1.4674
NR_024434	chr17(.):43320302-43350997	0.2162
NR_024435	chr17(.):43334557-43350997	0.0641
NM_174919	chr17(.):43501717-43515282	0.5932
NM_199282	chr17(.):43466267-43508012	0.2713
NM_001159330	chr17(.):43466267-43488449	0.3278
NR_036199	chr17(.):43547728-43557801	0.0545
NM_002144	chr17(.):46601806-46613272	0.0981
NM_002145	chr17(.):46615018-46627393	0.1417
NM_005827	chr17(.):47773689-47790282	0.3238
NM_001199155	chr17(.):47860980-47911458	0.1583
NM_000250	chr17(.):56342216-56363296	0.0648
NM_004758	chr17(.):56373593-56411152	0.9181
NM_003168	chr17(.):56417538-56434563	1.0181
NR_029683	chr17(.):56403592-56413679	4.2619
NR_004380	chr17(.):62218437-62228517	0.805
NR_002995	chr17(.):62218698-62228831	0.8067
NR_036199	chr17(.):62813147-62823220	0.0561
NR_033876	chr17(.):70589179-70641611	0.3721
NM_001163989	chr17(.):72727958-72748474	1.2608
NM_001006638	chr17(.):72728355-72748474	1.2845
NM_139018	chr17(.):72685451-72714108	0.0879
NM_175738	chr17(.):72662255-72748474	0.3941
NR_037409	chr17(.):72739751-72749838	1.0573
NM_017728	chr17(.):72767621-72840922	0.0865
NM_015654	chr17(.):72761685-72777470	0.1607
NM_032134	chr17(.):74265129-74308761	0.0951
NM_182565	chr17(.):74256285-74272379	1.432
NM_024599	chr17(.):74461974-74502509	0.8132
NM_134268	chr17(.):74518439-74538782	0.0912
NM_001166579	chr17(.):74444432-74471199	0.144
NM_001088	chr17(.):74458629-74471199	0.1154
NM_001005498	chr17(.):74461974-74488991	0.8415
NM_001077620	chr17(.):74531120-74546458	0.0895
NR_033357	chr17(.):74518667-74546458	0.0882
NM_003016	chr17(.):74725198-74738493	0.896
NR_030366	chr17(.):74727531-74737630	1.1532
NM_024311	chr17(.):74728782-74780338	0.5195
NR_027058	chr17(.):75079724-75096068	1.8902
NR_003013	chr17(.):75080388-75090575	1.9719
NM_001143998	chr17(.):75132004-75218181	1.1837
NM_001144001	chr17(.):75176294-75218181	0.7207
NM_001113495	chr17(.):75466324-75501678	0.1656
NM_001113493	chr17(.):75364271-75501678	0.4593
NM_001113496	chr17(.):75441612-75501678	0.2348
NM_001113494	chr17(.):75367164-75501678	0.4496
NR_036200	chr17(.):75388065-75398136	0.0772
NM_152468	chr17(.):76121858-76144049	1.4228
NM_007267	chr17(.):76103998-76133488	0.938
NM_001127198	chr17(.):76103998-76129861	1.0456
NM_001010982	chr17(.):76178436-76208782	0.1219
NM_003258	chr17(.):76165159-76188285	0.6496
NM_004710	chr17(.):76159670-76174009	1.0729
NM_001145526	chr17(.):76178442-76208782	0.1219
NR_027083	chr17(.):76178397-76198641	0.1518
NM_012418	chr17(.):79490416-79509156	0.0699
NM_025161	chr17(.):79501910-79524429	0.1791
NM_001614	chr17(.):79471998-79484827	1.1425
NM_001100407	chr17(.):80395462-80413707	0.7208
NM_001193655	chr17(.):80395462-80412602	0.7657
NM_001038618	chr17(.):80411059-80451143	0.2906
NM_001083608	chr17(.):80411539-80451143	0.2935
NM_173620	chr17(.):80371251-80405516	0.1756
NR_036519	chr17(.):80402590-80413707	1.1453
NM_000633	chr18(.):60785578-60991613	0.7984
NM_001083625	chr18(.):9131757-9290206	0.3422
NM_144662	chr18(.):23708815-23778319	0.681
NM_005640	chr18(.):23801408-23976650	0.1012
NM_003199	chr18(.):52884561-53260860	0.1998
NM_006785	chr18(.):56333617-56422370	0.1243
NM_052947	chr18(.):56143481-56301189	0.1978
NM_021074	chr18(.):9097627-9139343	1.6805
NM_001100619	chr18(.):20710726-20845434	0.5229
NR_023359	chr18(.):20709527-20845434	0.5189
NM_138375	chr18(.):20730788-20845434	0.5003
NM_005904	chr18(.):46441222-46482081	1.6852
NM_001190823	chr18(.):46441222-46474177	1.625
NM_001190822	chr18(.):46441222-46480703	1.7386
NM_030973	chr19(.):50316535-50345237	0.337
NM_001039846	chr19(.):2091867-2104583	1.3302
NM_019112	chr19(.):1035101-1070570	0.7902
NM_003331	chr19(.):10456203-10496248	0.1202
NM_001164605	chr19(.):35640844-35665788	0.3116
NM_018028	chr19(.):39828107-39880537	0.1081
NM_014164	chr19(.):35640624-35665788	0.3096
NR_028406	chr19(.):35640671-35665788	0.3101
NM_020695	chr19(.):1810244-1853452	0.3268
NM_052847	chr19(.):2506217-2707746	0.6793
NM_015318	chr19(.):7454998-7542371	0.1154
NM_032855	chr19(.):16239837-16274377	1.4512
NM_021235	chr19(.):16467407-16587762	0.3713
NM_006387	chr19(.):16623699-16658263	0.1498
NM_001492	chr19(.):18974360-19011953	0.061
NM_001398	chr19(.):39301061-39327497	0.1308
NM_001031749	chr19(.):44295078-44311613	0.0503
NM_006801	chr19(.):48880826-48899810	1.1224
NM_024100	chr19(.):979327-999569	0.2755
NM_004368	chr19(.):1021297-1044064	1.1935
NM_033420	chr19(.):1004649-1026141	0.422
NM_138690	chr19(.):995436-1014723	0.1208
NM_012292	chr19(.):1062173-1091627	0.6827
NM_001280	chr19(.):1264266-1278171	1.0167
NM_017914	chr19(.):1270519-1284243	0.6551
NM_177401	chr19(.):1243551-1264142	0.7276
NM_001001975	chr19(.):1236748-1249824	0.6217
NM_001405	chr19(.):1281167-1304944	0.079
NM_152769	chr19(.):1224946-1242990	0.2214
NR_027271	chr19(.):1262469-1275259	0.5359
NR_023313	chr19(.):1264266-1279809	0.9235
NM_001136139	chr19(.):1604291-1655286	0.6366
NM_003200	chr19(.):1604291-1657326	0.6157
NM_006830	chr19(.):1592153-1610483	0.562
NM_138813	chr19(.):1777073-1817270	0.1182
NM_001178002	chr19(.):1777073-1817199	0.1184
NR_031730	chr19(.):1811157-1821237	0.2343
NR_034114	chr19(.):1817087-1829542	0.0705
NM_031918	chr19(.):1847397-1868564	1.1977
NM_138422	chr19(.):1900416-1918446	0.2956
NM_001130111	chr19(.):1871974-1890518	0.3516
NM_079834	chr19(.):1900372-1931012	0.2719
NM_017572	chr19(.):2032469-2056243	0.6593
NM_017797	chr19(.):1980446-2020702	0.1276
NM_130807	chr19(.):2066034-2101269	2.8958
NM_004152	chr19(.):2264519-2278487	0.6945
NM_018049	chr19(.):2228154-2241328	1.1184
NM_000479	chr19(.):2244112-2257072	0.8403
NM_198532	chr19(.):2269630-2287181	0.4223
NR_031596	chr19(.):2229060-2239148	1.3179
NM_007165	chr19(.):2231815-2253678	0.7174
NM_144616	chr19(.):2247249-2261422	1.5628
NM_001101391	chr19(.):2284773-2313156	0.2443
NR_036207	chr19(.):2245637-2255717	0.256
NM_032737	chr19(.):2423163-2461958	0.4666
NM_012458	chr19(.):2420621-2432875	0.668
NM_015675	chr19(.):2471122-2483257	1.6497
NM_001379	chr19(.):10239021-10310755	0.2054
NM_004230	chr19(.):10327108-10346948	1.3057
NR_036206	chr19(.):10336088-10346161	0.5475
NM_001544	chr19(.):10392649-10404198	0.1544
NM_015956	chr19(.):10357639-10375721	0.2054
NM_000201	chr19(.):10376516-10402291	0.189
NM_007065	chr19(.):10496808-10519271	0.164
NM_001111307	chr19(.):10526332-10585307	0.1913
NM_001111309	chr19(.):10538110-10585307	0.0956
NM_001111308	chr19(.):10536520-10585307	0.099
NR_031592	chr19(.):10509133-10519214	0.2801
NM_006202	chr19(.):10558632-10585307	0.0691
NM_001195800	chr19(.):11195037-11249505	0.4216
NM_023072	chr19(.):13901273-13948044	0.1488
NR_029613	chr19(.):13980512-13990622	0.0754
NR_036515	chr19(.):13940329-13952103	1.2817
NM_001098622	chr19(.):13982949-13996571	0.48
NR_030179	chr19(.):13980688-13990825	0.0835
NR_029497	chr19(.):13942100-13952173	1.5084
NR_029495	chr19(.):13942400-13952473	1.554
NR_029501	chr19(.):13942253-13952331	1.5325
NM_005370	chr19(.):16217489-16249445	0.9396
NM_001145160	chr19(.):16173316-16218813	0.6369
NR_024335	chr19(.):16139522-16157918	0.0764
NR_024336	chr19(.):16140288-16157918	0.0755
NM_003290	chr19(.):16182134-16218813	0.6411
NM_032493	chr19(.):16303664-16351156	0.0771
NM_054113	chr19(.):16267178-16289286	0.4343
NM_014077	chr19(.):16291234-16307857	0.1968
NM_016270	chr19(.):16430650-16443339	0.6118
NM_024881	chr19(.):16655647-16688193	0.1097
NM_004831	chr19(.):16680717-16744015	0.6304
NM_001145724	chr19(.):19035009-19054858	0.3811
NM_001145722	chr19(.):19035009-19056113	0.4574
NM_001145721	chr19(.):19035009-19056161	0.4577
NR_027297	chr19(.):19035009-19055444	0.4103
NM_007263	chr19(.):19005322-19035199	0.1325
NM_004838	chr19(.):19035009-19057041	0.4779
NM_019070	chr19(.):19025483-19044442	0.1845
NM_015925	chr19(.):35734558-35763867	0.5786
NM_152481	chr19(.):35710703-35724628	0.0711
NM_006149	chr19(.):39287310-39308740	0.0502
NM_012237	chr19(.):39364194-39395463	0.3271
NM_001005335	chr19(.):39322027-39347979	0.7471
NM_001001716	chr19(.):39385614-39404534	0.1971
NM_001533	chr19(.):39322027-39345617	0.7537
NM_001193286	chr19(.):39364194-39395502	0.3267
NR_034146	chr19(.):39364194-39389795	0.2942
NM_001195833	chr19(.):39353471-39373919	0.3638
NM_003407	chr19(.):39892486-39905045	3.7792
NM_003169	chr19(.):39931287-39972308	0.2222
NM_001130825	chr19(.):39931185-39972308	0.2266
NM_019088	chr19(.):39871269-39886679	0.3686
NM_017592	chr19(.):39876962-39896203	2.0841
NM_001020	chr19(.):39918846-39931618	0.399
NM_022835	chr19(.):39898749-39924055	0.5359
NM_001142579	chr19(.):40570058-40601845	0.262
NM_001010880	chr19(.):40573898-40601810	0.2881
NM_002446	chr19(.):40692650-40726482	0.1861
NM_001098506	chr19(.):42077530-42098197	0.1184
NM_019612	chr19(.):44215213-44229169	0.0603
NM_019108	chr19(.):44230300-44264142	0.4997
NM_002250	chr19(.):44265684-44290409	1.013
NM_178511	chr19(.):47773141-47783980	0.5245
NM_001127240	chr19(.):47719080-47741023	1.1367
NM_014417	chr19(.):47719078-47739451	1.2146
NM_015603	chr19(.):47754730-47780210	0.4531
NR_036159	chr19(.):47725200-47735276	2.2659
NR_036158	chr19(.):47725198-47735278	2.2652
NM_144577	chr19(.):48794708-48828332	0.2861
NM_018273	chr19(.):48830615-48872186	0.5584
NM_012451	chr19(.):48862650-48884634	0.8589
NM_001425	chr19(.):48823628-48838810	1.4836
NM_153608	chr19(.):48769653-48795863	0.0579
NM_031485	chr19(.):48944029-48962164	0.2007
NM_000836	chr19(.):48893131-48953188	0.2984
NM_001098632	chr19(.):50367296-50385644	1.1949
NM_032375	chr19(.):50367296-50385578	1.1992
NM_001098633	chr19(.):50367296-50385612	1.197
NM_017432	chr19(.):50349415-50368999	0.2392
NM_001168222	chr19(.):50375681-50397007	0.8063
NM_007254	chr19(.):50359459-50375822	0.3721
NM_152899	chr19(.):50387913-50405147	0.3513
NM_012068	chr19(.):50426958-50442193	0.5059
NM_032836	chr19(.):56097736-56115893	0.5854
NM_007279	chr19(.):56160415-56191082	0.5096
NM_207115	chr19(.):56147391-56159836	0.4985
NM_153219	chr19(.):56106729-56119504	1.024
NM_203374	chr19(.):56127106-56140941	0.1571
NM_016535	chr19(.):56149985-56161989	0.5371
NM_013301	chr19(.):56153953-56169526	0.9598
NM_001163423	chr19(.):56148462-56159836	0.5432
NM_016202	chr19(.):56148417-56159836	0.541
NM_001130072	chr19(.):56181560-56212133	0.155
NM_001130071	chr19(.):56182990-56212133	0.1605
NM_001195605	chr19(.):56119958-56134907	0.0525
NM_007050	chr20(.):40696391-41823557	0.0789
NM_001174088	chr20(.):46125600-46290621	0.1185
NM_052865	chr20(.):17944761-17976762	0.6315
NM_001042472	chr20(.):25275849-25376477	0.6268
NM_015600	chr20(.):25270378-25376477	0.6369
NM_001191	chr20(.):30247260-30315656	1.8545
NM_032819	chr20(.):32314807-32385075	0.5043
NM_031483	chr20(.):32946061-33104197	0.3084
NM_015568	chr20(.):37429347-37556667	1.14
NM_032883	chr20(.):42539781-42703254	0.5797
