GENE_ID	locusLine	bin_1_OPM-2.jin.bam
1_MACS_peak_16963_lociStitched	chr2(.):234293316-234295225	1.0235
1_MACS_peak_16964_lociStitched	chr2(.):234295905-234297303	1.8667
1_MACS_peak_16965_lociStitched	chr2(.):234474854-234475571	1.7523
2_MACS_peak_16966_lociStitched	chr2(.):234762039-234763831	2.9833
1_MACS_peak_16968_lociStitched	chr2(.):234776386-234777166	2.4887
1_MACS_peak_16969_lociStitched	chr2(.):234873258-234877960	7.1699
2_MACS_peak_16970_lociStitched	chr2(.):235333436-235336440	3.0542
1_MACS_peak_16972_lociStitched	chr2(.):235399125-235399695	1.5591
3_MACS_peak_16973_lociStitched	chr2(.):235404633-235406357	1.3581
1_MACS_peak_16976_lociStitched	chr2(.):235706012-235706332	0.7782
4_MACS_peak_16977_lociStitched	chr2(.):236178186-236180459	1.0073
1_MACS_peak_16981_lociStitched	chr2(.):236209266-236209903	1.1506
1_MACS_peak_16982_lociStitched	chr2(.):236299479-236300254	1.2987
1_MACS_peak_16983_lociStitched	chr2(.):236403263-236404263	1.3373
1_MACS_peak_16984_lociStitched	chr2(.):236408771-236411321	1.6936
2_MACS_peak_16985_lociStitched	chr2(.):236510144-236511363	1.2377
2_MACS_peak_16987_lociStitched	chr2(.):237273824-237275898	2.6003
1_MACS_peak_16989_lociStitched	chr2(.):237316499-237316888	0.7286
1_MACS_peak_16990_lociStitched	chr2(.):237474385-237474697	0.8148
2_MACS_peak_16991_lociStitched	chr2(.):237966860-237968946	1.4302
2_MACS_peak_16993_lociStitched	chr2(.):237993788-237995234	1.6373
1_MACS_peak_16995_lociStitched	chr2(.):238383594-238384302	2.1021
2_MACS_peak_16996_lociStitched	chr2(.):238582021-238584488	1.6129
2_MACS_peak_16998_lociStitched	chr2(.):238600168-238606618	2.8514
2_MACS_peak_17000_lociStitched	chr2(.):238609682-238614619	2.2719
1_MACS_peak_17002_lociStitched	chr2(.):238876026-238876383	0.6163
2_MACS_peak_17003_lociStitched	chr2(.):238968871-238970388	1.5502
2_MACS_peak_17005_lociStitched	chr2(.):239111681-239112990	1.3838
4_MACS_peak_17007_lociStitched	chr2(.):239147160-239150446	3.4331
1_MACS_peak_17011_lociStitched	chr2(.):239171380-239172207	1.1575
1_MACS_peak_17012_lociStitched	chr2(.):239172714-239173208	0.8973
1_MACS_peak_17013_lociStitched	chr2(.):239183130-239183577	1.0058
1_MACS_peak_17014_lociStitched	chr2(.):239196002-239198224	2.4212
1_MACS_peak_17015_lociStitched	chr2(.):239335040-239336417	1.7847
2_MACS_peak_17016_lociStitched	chr2(.):240039467-240041803	1.6775
1_MACS_peak_17018_lociStitched	chr2(.):240187838-240190514	2.4079
1_MACS_peak_17019_lociStitched	chr2(.):240211107-240211695	1.4184
1_MACS_peak_17020_lociStitched	chr2(.):240240908-240241353	0.7261
1_MACS_peak_17021_lociStitched	chr2(.):240247665-240250383	2.2766
2_MACS_peak_17022_lociStitched	chr2(.):240260708-240262497	1.5101
1_MACS_peak_17024_lociStitched	chr2(.):240266253-240267466	1.551
2_MACS_peak_17025_lociStitched	chr2(.):240322566-240324148	5.8575
1_MACS_peak_17027_lociStitched	chr2(.):240678797-240679414	0.8783
1_MACS_peak_17028_lociStitched	chr2(.):240688926-240689625	1.1725
1_MACS_peak_17029_lociStitched	chr2(.):240691711-240692133	1.0058
1_MACS_peak_17030_lociStitched	chr2(.):240850405-240850759	0.8444
1_MACS_peak_17031_lociStitched	chr2(.):240859625-240859891	0.87
1_MACS_peak_17032_lociStitched	chr2(.):240963996-240965568	3.7732
2_MACS_peak_17033_lociStitched	chr2(.):241075175-241076143	1.0818
1_MACS_peak_17035_lociStitched	chr2(.):241498897-241501245	3.2714
3_MACS_peak_17036_lociStitched	chr2(.):241504514-241508853	2.9383
2_MACS_peak_17039_lociStitched	chr2(.):241518121-241520147	1.7868
1_MACS_peak_17041_lociStitched	chr2(.):241522836-241526802	2.9618
1_MACS_peak_17042_lociStitched	chr2(.):241937611-241938006	0.7962
1_MACS_peak_17043_lociStitched	chr2(.):242040904-242042298	2.0506
2_MACS_peak_17044_lociStitched	chr2(.):242088543-242090477	1.0424
1_MACS_peak_17046_lociStitched	chr2(.):242211060-242212785	2.2642
2_MACS_peak_17047_lociStitched	chr2(.):242218780-242219776	0.9581
2_MACS_peak_17049_lociStitched	chr2(.):242253611-242256699	6.1434
1_MACS_peak_17051_lociStitched	chr2(.):242294663-242295001	0.9467
1_MACS_peak_17052_lociStitched	chr2(.):242295688-242296488	2.0142
1_MACS_peak_17053_lociStitched	chr2(.):242297187-242298057	0.8588
1_MACS_peak_17054_lociStitched	chr2(.):242447764-242448640	0.9023
3_MACS_peak_17055_lociStitched	chr2(.):242575727-242577465	2.5993
1_MACS_peak_17058_lociStitched	chr2(.):242625501-242627146	3.6398
2_MACS_peak_17059_lociStitched	chr2(.):242640376-242642506	3.7383
1_MACS_peak_17061_lociStitched	chr2(.):242674045-242674707	2.1137
1_MACS_peak_17062_lociStitched	chr2(.):242800683-242803200	2.9949
2_MACS_peak_17063_lociStitched	chr2(.):242823004-242824812	1.2075
1_MACS_peak_17065_lociStitched	chr2(.):242957637-242958369	1.5725
2_MACS_peak_17066_lociStitched	chr2(.):243029981-243031322	1.05
1_MACS_peak_17068_lociStitched	chr2(.):243152415-243152693	9.5556
1_MACS_peak_17069_lociStitched	chr20(.):247217-247697	0.8006
1_MACS_peak_17070_lociStitched	chr20(.):270588-271574	1.1152
1_MACS_peak_17071_lociStitched	chr20(.):277627-279490	2.474
2_MACS_peak_17072_lociStitched	chr20(.):304567-308399	1.9214
1_MACS_peak_17074_lociStitched	chr20(.):327403-329350	3.2039
1_MACS_peak_17075_lociStitched	chr20(.):342729-343311	1.5677
1_MACS_peak_17076_lociStitched	chr20(.):352609-353030	0.9222
1_MACS_peak_17077_lociStitched	chr20(.):361213-362651	1.9019
2_MACS_peak_17078_lociStitched	chr20(.):388190-389707	2.2289
1_MACS_peak_17080_lociStitched	chr20(.):418563-419241	1.0354
1_MACS_peak_17081_lociStitched	chr20(.):442212-443219	1.8956
1_MACS_peak_17082_lociStitched	chr20(.):523636-525151	4.0315
1_MACS_peak_17083_lociStitched	chr20(.):632758-634674	2.2407
1_MACS_peak_17084_lociStitched	chr20(.):803375-804426	1.5114
1_MACS_peak_17085_lociStitched	chr20(.):808540-812069	2.7499
2_MACS_peak_17086_lociStitched	chr20(.):813251-815486	2.9532
1_MACS_peak_17088_lociStitched	chr20(.):954617-954875	0.6329
1_MACS_peak_17089_lociStitched	chr20(.):1098406-1100044	1.9504
1_MACS_peak_17090_lociStitched	chr20(.):1125921-1126317	0.7629
1_MACS_peak_17091_lociStitched	chr20(.):1143456-1144550	1.0807
1_MACS_peak_17092_lociStitched	chr20(.):1206670-1207300	0.9773
1_MACS_peak_17093_lociStitched	chr20(.):1305907-1307153	4.4944
1_MACS_peak_17094_lociStitched	chr20(.):1446856-1447630	3.0138
1_MACS_peak_17095_lociStitched	chr20(.):1480479-1481165	0.8849
1_MACS_peak_17096_lociStitched	chr20(.):1515828-1516303	1.0565
1_MACS_peak_17097_lociStitched	chr20(.):1517270-1517610	0.7633
1_MACS_peak_17098_lociStitched	chr20(.):1702250-1702996	1.4633
1_MACS_peak_17099_lociStitched	chr20(.):1712254-1712648	0.8018
2_MACS_peak_17100_lociStitched	chr20(.):1714699-1716012	1.0064
1_MACS_peak_17102_lociStitched	chr20(.):1757516-1758090	1.0757
1_MACS_peak_17103_lociStitched	chr20(.):2081945-2084375	5.2627
1_MACS_peak_17104_lociStitched	chr20(.):2450039-2452160	4.7113
1_MACS_peak_17105_lociStitched	chr20(.):2489362-2490231	1.3644
1_MACS_peak_17106_lociStitched	chr20(.):2505240-2505660	1.305
1_MACS_peak_17107_lociStitched	chr20(.):2632104-2634613	2.1619
1_MACS_peak_17108_lociStitched	chr20(.):2644266-2645456	1.7848
1_MACS_peak_17109_lociStitched	chr20(.):2752291-2752802	0.8721
1_MACS_peak_17110_lociStitched	chr20(.):2820725-2821443	3.4202
2_MACS_peak_17111_lociStitched	chr20(.):2853247-2854729	1.3495
2_MACS_peak_17113_lociStitched	chr20(.):2898772-2900514	1.2599
1_MACS_peak_17115_lociStitched	chr20(.):3025904-3027174	1.5872
1_MACS_peak_17116_lociStitched	chr20(.):3139434-3141069	2.4418
2_MACS_peak_17117_lociStitched	chr20(.):3153745-3154676	1.0012
1_MACS_peak_17119_lociStitched	chr20(.):3183771-3185403	1.9763
1_MACS_peak_17120_lociStitched	chr20(.):3189598-3190736	2.1355
1_MACS_peak_17121_lociStitched	chr20(.):3451061-3451581	1.4022
2_MACS_peak_17122_lociStitched	chr20(.):3747837-3749427	2.2262
1_MACS_peak_17124_lociStitched	chr20(.):3766793-3767209	0.8996
2_MACS_peak_17125_lociStitched	chr20(.):3775791-3779427	2.6081
1_MACS_peak_17127_lociStitched	chr20(.):3791952-3793320	1.7604
1_MACS_peak_17128_lociStitched	chr20(.):3800411-3802359	4.7194
2_MACS_peak_17129_lociStitched	chr20(.):3820190-3821301	0.6275
1_MACS_peak_17131_lociStitched	chr20(.):3826642-3828269	2.675
1_MACS_peak_17132_lociStitched	chr20(.):3869228-3871164	2.3975
1_MACS_peak_17133_lociStitched	chr20(.):3961469-3961776	0.8053
1_MACS_peak_17134_lociStitched	chr20(.):3996269-3996638	0.7398
2_MACS_peak_17135_lociStitched	chr20(.):4062357-4064422	2.5724
1_MACS_peak_17137_lociStitched	chr20(.):4089443-4090075	1.2294
1_MACS_peak_17138_lociStitched	chr20(.):4141233-4141819	1.0286
1_MACS_peak_17139_lociStitched	chr20(.):4152915-4153351	1.0753
1_MACS_peak_17140_lociStitched	chr20(.):4201975-4202393	0.8422
1_MACS_peak_17141_lociStitched	chr20(.):4594460-4594753	0.8491
1_MACS_peak_17142_lociStitched	chr20(.):4666692-4667863	1.1194
2_MACS_peak_17143_lociStitched	chr20(.):4981358-4982570	0.6848
1_MACS_peak_17145_lociStitched	chr20(.):5058590-5060010	1.6252
1_MACS_peak_17146_lociStitched	chr20(.):5061177-5061734	1.2806
1_MACS_peak_17147_lociStitched	chr20(.):5092959-5094401	2.9553
1_MACS_peak_17148_lociStitched	chr20(.):5098772-5101100	4.3542
2_MACS_peak_17149_lociStitched	chr20(.):5106644-5108389	1.5633
2_MACS_peak_17151_lociStitched	chr20(.):5173094-5174989	2.8862
1_MACS_peak_17153_lociStitched	chr20(.):5576546-5577564	1.1017
2_MACS_peak_17154_lociStitched	chr20(.):5590535-5592324	2.5912
1_MACS_peak_17156_lociStitched	chr20(.):5730531-5731384	1.1933
2_MACS_peak_17157_lociStitched	chr20(.):5930658-5932134	1.9297
1_MACS_peak_17159_lociStitched	chr20(.):5986688-5987126	1.3333
2_MACS_peak_17160_lociStitched	chr20(.):6464004-6465223	1.0802
1_MACS_peak_17162_lociStitched	chr20(.):6552867-6553208	0.6562
2_MACS_peak_17163_lociStitched	chr20(.):6555895-6557767	1.5716
1_MACS_peak_17165_lociStitched	chr20(.):6604840-6605218	0.9348
1_MACS_peak_17166_lociStitched	chr20(.):7342493-7342988	0.8251
1_MACS_peak_17167_lociStitched	chr20(.):7439510-7439837	0.7371
2_MACS_peak_17168_lociStitched	chr20(.):7484134-7487910	2.6404
1_MACS_peak_17170_lociStitched	chr20(.):7751551-7751966	1.236
1_MACS_peak_17171_lociStitched	chr20(.):7784084-7784760	1.3593
1_MACS_peak_17172_lociStitched	chr20(.):7975751-7976431	1.1827
1_MACS_peak_17173_lociStitched	chr20(.):7999322-8000927	2.9482
1_MACS_peak_17174_lociStitched	chr20(.):8095098-8095575	0.9404
3_MACS_peak_17175_lociStitched	chr20(.):8107643-8109622	0.8529
1_MACS_peak_17178_lociStitched	chr20(.):8112828-8113610	1.4561
1_MACS_peak_17179_lociStitched	chr20(.):8170922-8171819	1.3091
1_MACS_peak_17180_lociStitched	chr20(.):8380995-8381565	1.1657
1_MACS_peak_17181_lociStitched	chr20(.):8389735-8390085	0.6223
2_MACS_peak_17182_lociStitched	chr20(.):8746761-8748525	0.9414
2_MACS_peak_17184_lociStitched	chr20(.):9368327-9370209	1.1348
1_MACS_peak_17186_lociStitched	chr20(.):9373684-9374041	0.6418
1_MACS_peak_17187_lociStitched	chr20(.):9388971-9389707	0.9314
1_MACS_peak_17188_lociStitched	chr20(.):9390640-9391018	0.8259
2_MACS_peak_17189_lociStitched	chr20(.):9392503-9393555	1.0751
2_MACS_peak_17191_lociStitched	chr20(.):9421160-9424595	2.4238
1_MACS_peak_17193_lociStitched	chr20(.):9437925-9439960	2.0119
2_MACS_peak_17194_lociStitched	chr20(.):9456621-9458139	1.0678
1_MACS_peak_17196_lociStitched	chr20(.):9459200-9459508	0.7084
1_MACS_peak_17197_lociStitched	chr20(.):9489895-9492901	2.3135
1_MACS_peak_17198_lociStitched	chr20(.):9589982-9590768	0.9367
1_MACS_peak_17199_lociStitched	chr20(.):9596213-9597922	1.821
1_MACS_peak_17200_lociStitched	chr20(.):9607922-9608252	0.9808
1_MACS_peak_17201_lociStitched	chr20(.):9686209-9686958	0.8609
1_MACS_peak_17202_lociStitched	chr20(.):10015632-10016460	1.8092
1_MACS_peak_17203_lociStitched	chr20(.):10309186-10309653	1.1285
1_MACS_peak_17204_lociStitched	chr20(.):10414047-10416655	2.7193
1_MACS_peak_17205_lociStitched	chr20(.):10427057-10427544	1.1707
2_MACS_peak_17206_lociStitched	chr20(.):10491603-10493008	1.234
1_MACS_peak_17208_lociStitched	chr20(.):10625258-10625834	1.0505
1_MACS_peak_17209_lociStitched	chr20(.):10650748-10655727	2.4468
1_MACS_peak_17210_lociStitched	chr20(.):11871670-11873107	1.2812
2_MACS_peak_17211_lociStitched	chr20(.):11898610-11900370	1.2208
1_MACS_peak_17213_lociStitched	chr20(.):11959420-11960795	1.4531
1_MACS_peak_17214_lociStitched	chr20(.):11974127-11974458	0.6864
1_MACS_peak_17215_lociStitched	chr20(.):12033294-12034121	1.0991
1_MACS_peak_17216_lociStitched	chr20(.):12094037-12094834	1.3974
2_MACS_peak_17217_lociStitched	chr20(.):12152051-12153880	1.0852
1_MACS_peak_17219_lociStitched	chr20(.):13201552-13202019	0.8744
1_MACS_peak_17220_lociStitched	chr20(.):13227586-13229080	1.3172
2_MACS_peak_17221_lociStitched	chr20(.):13244906-13246379	1.3451
2_MACS_peak_17223_lociStitched	chr20(.):13372493-13374257	1.1168
1_MACS_peak_17225_lociStitched	chr20(.):13618890-13619659	1.1828
2_MACS_peak_17226_lociStitched	chr20(.):13765116-13766494	1.9753
1_MACS_peak_17228_lociStitched	chr20(.):14212880-14213337	1.0986
2_MACS_peak_17229_lociStitched	chr20(.):14940490-14942498	0.9261
1_MACS_peak_17231_lociStitched	chr20(.):15180427-15180782	0.7669
2_MACS_peak_17232_lociStitched	chr20(.):15899013-15900716	1.9165
1_MACS_peak_17234_lociStitched	chr20(.):15959664-15960852	1.9307
1_MACS_peak_17235_lociStitched	chr20(.):15963902-15964627	1.2756
2_MACS_peak_17236_lociStitched	chr20(.):15965160-15969393	3.1513
1_MACS_peak_17238_lociStitched	chr20(.):15988246-15988703	1.1155
1_MACS_peak_17239_lociStitched	chr20(.):16710057-16711399	3.1286
1_MACS_peak_17240_lociStitched	chr20(.):17550294-17551527	1.7036
2_MACS_peak_17241_lociStitched	chr20(.):17661280-17663566	2.6262
3_MACS_peak_17243_lociStitched	chr20(.):17688218-17690248	0.8467
3_MACS_peak_17246_lociStitched	chr20(.):17834885-17838652	2.5769
1_MACS_peak_17249_lociStitched	chr20(.):17884369-17884811	0.8207
2_MACS_peak_17250_lociStitched	chr20(.):17946532-17951087	5.1848
1_MACS_peak_17252_lociStitched	chr20(.):18117967-18119494	2.767
3_MACS_peak_17253_lociStitched	chr20(.):18134427-18137731	1.2304
1_MACS_peak_17256_lociStitched	chr20(.):18268271-18269323	2.1359
1_MACS_peak_17257_lociStitched	chr20(.):18447728-18448524	2.8546
1_MACS_peak_17258_lociStitched	chr20(.):18487496-18489427	2.8542
1_MACS_peak_17259_lociStitched	chr20(.):18547438-18548507	1.954
1_MACS_peak_17260_lociStitched	chr20(.):18568574-18569128	1.3358
1_MACS_peak_17261_lociStitched	chr20(.):18774594-18775435	2.0717
1_MACS_peak_17262_lociStitched	chr20(.):19328307-19328725	1.0565
1_MACS_peak_17263_lociStitched	chr20(.):19446070-19448756	2.1594
1_MACS_peak_17264_lociStitched	chr20(.):19638636-19638948	0.6955
1_MACS_peak_17265_lociStitched	chr20(.):19717512-19717841	0.8601
1_MACS_peak_17266_lociStitched	chr20(.):19758764-19762449	3.6488
1_MACS_peak_17267_lociStitched	chr20(.):19954939-19956258	1.1241
1_MACS_peak_17268_lociStitched	chr20(.):19997938-19998791	2.5171
1_MACS_peak_17269_lociStitched	chr20(.):20003350-20003958	1.2092
2_MACS_peak_17270_lociStitched	chr20(.):20032298-20033563	2.9913
2_MACS_peak_17272_lociStitched	chr20(.):20185792-20189900	2.5206
2_MACS_peak_17274_lociStitched	chr20(.):20190472-20192110	0.9165
2_MACS_peak_17276_lociStitched	chr20(.):20211152-20215787	2.687
1_MACS_peak_17278_lociStitched	chr20(.):20446513-20446934	0.971
1_MACS_peak_17279_lociStitched	chr20(.):20693280-20693767	2.2199
1_MACS_peak_17280_lociStitched	chr20(.):20721737-20722084	0.7599
1_MACS_peak_17281_lociStitched	chr20(.):21106718-21107218	1.1417
1_MACS_peak_17282_lociStitched	chr20(.):21283357-21284814	3.4989
1_MACS_peak_17283_lociStitched	chr20(.):21486478-21486990	1.0216
1_MACS_peak_17284_lociStitched	chr20(.):21662153-21662535	0.748
2_MACS_peak_17285_lociStitched	chr20(.):22301755-22304277	1.3465
1_MACS_peak_17287_lociStitched	chr20(.):23329952-23332512	4.3217
1_MACS_peak_17288_lociStitched	chr20(.):23337269-23338800	3.4998
1_MACS_peak_17289_lociStitched	chr20(.):23341721-23343885	2.9007
1_MACS_peak_17290_lociStitched	chr20(.):23400845-23402230	1.7424
1_MACS_peak_17291_lociStitched	chr20(.):23617832-23618714	1.4716
1_MACS_peak_17292_lociStitched	chr20(.):24128000-24130310	1.5742
1_MACS_peak_17293_lociStitched	chr20(.):24388930-24389359	0.7506
2_MACS_peak_17294_lociStitched	chr20(.):24390000-24391148	0.7115
2_MACS_peak_17296_lociStitched	chr20(.):24442349-24444518	1.6607
2_MACS_peak_17298_lociStitched	chr20(.):24540714-24542540	1.4355
1_MACS_peak_17300_lociStitched	chr20(.):24589014-24590883	1.4895
1_MACS_peak_17301_lociStitched	chr20(.):24822707-24823510	0.9492
1_MACS_peak_17302_lociStitched	chr20(.):24972546-24974055	2.535
2_MACS_peak_17303_lociStitched	chr20(.):25037276-25039356	1.4754
1_MACS_peak_17305_lociStitched	chr20(.):25175385-25178196	2.7196
1_MACS_peak_17306_lociStitched	chr20(.):25228546-25229693	1.7736
1_MACS_peak_17307_lociStitched	chr20(.):25260953-25264364	4.5196
2_MACS_peak_17308_lociStitched	chr20(.):25269078-25270230	0.8709
1_MACS_peak_17310_lociStitched	chr20(.):25272327-25272643	0.5525
2_MACS_peak_17311_lociStitched	chr20(.):25275036-25282578	4.2494
1_MACS_peak_17313_lociStitched	chr20(.):25289118-25293065	5.4703
2_MACS_peak_17314_lociStitched	chr20(.):25370483-25372051	1.9596
1_MACS_peak_17316_lociStitched	chr20(.):25387792-25389176	2.515
1_MACS_peak_17317_lociStitched	chr20(.):25603764-25605465	3.0454
1_MACS_peak_17318_lociStitched	chr20(.):25676611-25677574	1.6625
1_MACS_peak_17319_lociStitched	chr20(.):25990443-25990770	0.7339
1_MACS_peak_17320_lociStitched	chr20(.):26231256-26231887	1.0406
1_MACS_peak_17322_lociStitched	chr20(.):29610957-29612713	4.4266
1_MACS_peak_17323_lociStitched	chr20(.):30102041-30103650	4.0562
1_MACS_peak_17324_lociStitched	chr20(.):30104247-30105184	0.9026
1_MACS_peak_17325_lociStitched	chr20(.):30134436-30135958	2.156
2_MACS_peak_17326_lociStitched	chr20(.):30146941-30148871	1.0477
2_MACS_peak_17328_lociStitched	chr20(.):30153282-30155735	1.5294
1_MACS_peak_17330_lociStitched	chr20(.):30156473-30156976	0.93
1_MACS_peak_17331_lociStitched	chr20(.):30159582-30161903	3.1107
2_MACS_peak_17332_lociStitched	chr20(.):30191693-30193797	1.608
2_MACS_peak_17334_lociStitched	chr20(.):30286075-30287852	1.8326
2_MACS_peak_17336_lociStitched	chr20(.):30293191-30294896	1.0297
2_MACS_peak_17338_lociStitched	chr20(.):30295525-30297357	1.5888
1_MACS_peak_17340_lociStitched	chr20(.):30310231-30311913	4.0165
1_MACS_peak_17341_lociStitched	chr20(.):30327032-30327857	3.271
1_MACS_peak_17342_lociStitched	chr20(.):30538960-30539886	1.6186
1_MACS_peak_17343_lociStitched	chr20(.):30697138-30698407	7.2628
1_MACS_peak_17344_lociStitched	chr20(.):30767338-30767891	0.8912
2_MACS_peak_17345_lociStitched	chr20(.):30791970-30796449	2.7589
2_MACS_peak_17347_lociStitched	chr20(.):30920448-30921775	0.7603
1_MACS_peak_17349_lociStitched	chr20(.):30925970-30926382	0.8065
1_MACS_peak_17350_lociStitched	chr20(.):30945325-30947600	3.3907
1_MACS_peak_17351_lociStitched	chr20(.):31071449-31073066	2.849
1_MACS_peak_17352_lociStitched	chr20(.):31085169-31086165	1.3376
1_MACS_peak_17353_lociStitched	chr20(.):31093852-31094421	1.0837
2_MACS_peak_17354_lociStitched	chr20(.):31096126-31098697	1.5316
2_MACS_peak_17356_lociStitched	chr20(.):31214723-31216154	0.9755
2_MACS_peak_17358_lociStitched	chr20(.):31254829-31256194	0.9712
3_MACS_peak_17360_lociStitched	chr20(.):31257516-31262374	3.874
1_MACS_peak_17363_lociStitched	chr20(.):31268808-31269686	0.9173
4_MACS_peak_17364_lociStitched	chr20(.):31288979-31292651	2.0309
1_MACS_peak_17368_lociStitched	chr20(.):31330840-31331389	0.9966
2_MACS_peak_17369_lociStitched	chr20(.):31349750-31351180	1.0134
2_MACS_peak_17371_lociStitched	chr20(.):31407141-31408840	2.8408
1_MACS_peak_17373_lociStitched	chr20(.):31442867-31443258	0.7843
1_MACS_peak_17374_lociStitched	chr20(.):31988772-31989453	1.8148
1_MACS_peak_17375_lociStitched	chr20(.):32031779-32032232	1.0907
2_MACS_peak_17376_lociStitched	chr20(.):32077322-32078585	1.903
1_MACS_peak_17378_lociStitched	chr20(.):32189891-32190916	1.5498
2_MACS_peak_17379_lociStitched	chr20(.):32234676-32236765	1.4499
1_MACS_peak_17381_lociStitched	chr20(.):32250984-32252193	1.5152
1_MACS_peak_17382_lociStitched	chr20(.):32254189-32255876	1.4979
1_MACS_peak_17383_lociStitched	chr20(.):32260925-32262159	1.3596
2_MACS_peak_17384_lociStitched	chr20(.):32272526-32274965	1.6336
1_MACS_peak_17386_lociStitched	chr20(.):32319297-32320742	1.8212
1_MACS_peak_17387_lociStitched	chr20(.):32366473-32367355	1.6464
1_MACS_peak_17388_lociStitched	chr20(.):32399200-32400322	1.6204
2_MACS_peak_17389_lociStitched	chr20(.):32445676-32448121	1.6648
3_MACS_peak_17391_lociStitched	chr20(.):32468891-32472653	1.7309
1_MACS_peak_17394_lociStitched	chr20(.):32551197-32551610	0.821
2_MACS_peak_17395_lociStitched	chr20(.):32580381-32582701	3.5603
1_MACS_peak_17397_lociStitched	chr20(.):32698757-32700927	5.2853
1_MACS_peak_17398_lociStitched	chr20(.):32889968-32891627	4.2884
1_MACS_peak_17399_lociStitched	chr20(.):32950956-32952243	4.6662
1_MACS_peak_17400_lociStitched	chr20(.):32989145-32989512	0.7128
2_MACS_peak_17401_lociStitched	chr20(.):32991320-32995078	2.9699
2_MACS_peak_17403_lociStitched	chr20(.):33001670-33006215	3.8135
1_MACS_peak_17405_lociStitched	chr20(.):33102577-33105039	3.6717
1_MACS_peak_17406_lociStitched	chr20(.):33110293-33111008	1.5989
2_MACS_peak_17407_lociStitched	chr20(.):33264217-33265876	1.9363
1_MACS_peak_17409_lociStitched	chr20(.):33291360-33293647	5.1039
2_MACS_peak_17410_lociStitched	chr20(.):33358931-33360262	1.1827
1_MACS_peak_17412_lociStitched	chr20(.):33379145-33379597	0.9512
2_MACS_peak_17413_lociStitched	chr20(.):33412260-33413839	2.3335
1_MACS_peak_17415_lociStitched	chr20(.):33539399-33539812	0.8327
1_MACS_peak_17416_lociStitched	chr20(.):33542971-33544036	2.882
1_MACS_peak_17417_lociStitched	chr20(.):33679791-33681130	2.3523
2_MACS_peak_17418_lociStitched	chr20(.):33734508-33735669	1.3309
1_MACS_peak_17420_lociStitched	chr20(.):33864942-33866113	1.957
1_MACS_peak_17421_lociStitched	chr20(.):33871761-33873204	2.2274
1_MACS_peak_17422_lociStitched	chr20(.):33999171-34000426	2.6056
1_MACS_peak_17423_lociStitched	chr20(.):34042162-34043694	3.8484
1_MACS_peak_17424_lociStitched	chr20(.):34129786-34130359	2.9613
4_MACS_peak_17425_lociStitched	chr20(.):34179638-34181576	1.0815
2_MACS_peak_17429_lociStitched	chr20(.):34192824-34195991	1.8626
1_MACS_peak_17431_lociStitched	chr20(.):34197581-34198083	0.7746
1_MACS_peak_17432_lociStitched	chr20(.):34198592-34201263	2.7862
2_MACS_peak_17433_lociStitched	chr20(.):34202987-34205275	4.6898
1_MACS_peak_17435_lociStitched	chr20(.):34251487-34253430	7.3235
1_MACS_peak_17436_lociStitched	chr20(.):34286648-34288059	2.8747
1_MACS_peak_17437_lociStitched	chr20(.):34328814-34331880	7.6268
1_MACS_peak_17438_lociStitched	chr20(.):34355603-34356319	1.0297
1_MACS_peak_17439_lociStitched	chr20(.):34359353-34360752	1.6429
1_MACS_peak_17440_lociStitched	chr20(.):34541079-34543726	5.6664
1_MACS_peak_17441_lociStitched	chr20(.):34637922-34639435	5.6119
1_MACS_peak_17442_lociStitched	chr20(.):34652352-34653372	1.5139
1_MACS_peak_17443_lociStitched	chr20(.):34677606-34679170	1.964
1_MACS_peak_17444_lociStitched	chr20(.):34679925-34682166	2.3805
1_MACS_peak_17445_lociStitched	chr20(.):34684374-34691484	2.4065
1_MACS_peak_17446_lociStitched	chr20(.):34692624-34694703	1.4831
1_MACS_peak_17447_lociStitched	chr20(.):34726761-34727308	1.4424
2_MACS_peak_17448_lociStitched	chr20(.):34730158-34735147	3.5473
1_MACS_peak_17450_lociStitched	chr20(.):34742724-34743121	0.8327
1_MACS_peak_17451_lociStitched	chr20(.):34823856-34825004	1.689
3_MACS_peak_17452_lociStitched	chr20(.):35089132-35091906	1.8835
1_MACS_peak_17455_lociStitched	chr20(.):35159980-35160480	0.8849
2_MACS_peak_17456_lociStitched	chr20(.):35201494-35204119	3.4015
2_MACS_peak_17458_lociStitched	chr20(.):35233118-35235627	2.9635
1_MACS_peak_17460_lociStitched	chr20(.):35401424-35402914	4.3104
2_MACS_peak_17461_lociStitched	chr20(.):35463489-35464886	1.5382
1_MACS_peak_17463_lociStitched	chr20(.):35492342-35492770	1.0883
2_MACS_peak_17464_lociStitched	chr20(.):35502993-35505122	2.1182
1_MACS_peak_17466_lociStitched	chr20(.):35575557-35576113	1.0869
1_MACS_peak_17467_lociStitched	chr20(.):35579445-35580636	1.2228
1_MACS_peak_17468_lociStitched	chr20(.):35699575-35702107	1.9765
1_MACS_peak_17469_lociStitched	chr20(.):35722817-35725250	7.3163
1_MACS_peak_17470_lociStitched	chr20(.):35806354-35808669	6.4018
1_MACS_peak_17471_lociStitched	chr20(.):35917507-35918821	3.9954
1_MACS_peak_17472_lociStitched	chr20(.):35926225-35926603	0.7987
2_MACS_peak_17473_lociStitched	chr20(.):35936300-35938008	1.6703
1_MACS_peak_17475_lociStitched	chr20(.):36155298-36157056	5.594
