#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isStretch
2_MACS_peak_19765_lociStitched	chr6	52527238	52536512	2	7861	20459.3714	611	1
1_MACS_peak_17898_lociStitched	chr5	32581061	32588913	1	7853	47125.3484	612	1
3_MACS_peak_16291_lociStitched	chr3	164168264	164180581	3	7853	13477.2614	613	1
1_MACS_peak_9243_lociStitched	chr17	38017175	38025021	1	7847	18409.8544	614	1
2_MACS_peak_15386_lociStitched	chr3	46245806	46256584	2	7838	25941.5682	615	1
3_MACS_peak_24714_lociStitched	chrX	118887907	118897907	3	7830	10301	616	1
2_MACS_peak_8021_lociStitched	chr16	12052370	12063102	2	7829	39525.956	617	1
1_MACS_peak_24864_lociStitched	chrX	153232058	153239884	1	7827	70282.9582	618	1
2_MACS_peak_20372_lociStitched	chr6	139690201	139698070	2	7822	20118.6723	619	1
2_MACS_peak_12773_lociStitched	chr2	136888873	136898044	2	7816	7952.1741	620	1
3_MACS_peak_23949_lociStitched	chr9	130828295	130836717	3	7795	19810.2284	621	1
1_MACS_peak_6634_lociStitched	chr14	73354407	73362200	1	7794	13731.266	622	1
4_MACS_peak_954_lociStitched	chr1	93416290	93428661	4	7779	23253.7687	623	1
1_MACS_peak_17941_lociStitched	chr5	37909118	37916895	1	7778	15917.1859	624	1
4_MACS_peak_19922_lociStitched	chr6	85284190	85299056	4	7778	13056.8078	625	1
2_MACS_peak_8223_lociStitched	chr16	30661301	30673193	2	7771	64346.4228	626	1
3_MACS_peak_7119_lociStitched	chr15	36783672	36792661	3	7765	7782.6762	627	1
2_MACS_peak_13443_lociStitched	chr2	232570432	232578790	2	7757	43801.7706	628	1
1_MACS_peak_15533_lociStitched	chr3	55515368	55523113	1	7746	20889.814	629	1
3_MACS_peak_7503_lociStitched	chr15	75396903	75407572	3	7742	9428.1953	630	1
4_MACS_peak_11793_lociStitched	chr2	8653739	8666900	4	7731	9264.0279	631	1
2_MACS_peak_17853_lociStitched	chr5	25441153	25449211	2	7723	6677.6646	632	1
1_MACS_peak_20868_lociStitched	chr7	26236699	26244418	1	7720	72620.352	633	1
4_MACS_peak_8663_lociStitched	chr16	89033563	89046153	4	7720	18363.774	634	1
1_MACS_peak_10474_lociStitched	chr18	72162597	72170311	1	7715	23869.4302	635	1
1_MACS_peak_1239_lociStitched	chr1	145206777	145214477	1	7701	81436.74	636	1
3_MACS_peak_9829_lociStitched	chr17	76710778	76720478	3	7692	14169.76	637	1
4_MACS_peak_13797_lociStitched	chr20	30285821	30297375	4	7689	9952.6156	638	1
1_MACS_peak_1219_lociStitched	chr1	143911511	143919189	1	7679	27524.0944	639	1
1_MACS_peak_16195_lociStitched	chr3	150477722	150485392	1	7671	28006.238	640	1
4_MACS_peak_18602_lociStitched	chr5	133872051	133884638	4	7668	9561.0852	641	1
1_MACS_peak_22240_lociStitched	chr8	38237336	38244989	1	7654	31863.2655	642	1
2_MACS_peak_23083_lociStitched	chr8	143741410	143752200	2	7653	27400.126	643	1
2_MACS_peak_22093_lociStitched	chr8	23074693	23084147	2	7646	12051.9592	644	1
1_MACS_peak_24094_lociStitched	chr9	139130237	139137879	1	7643	14102.5468	645	1
4_MACS_peak_6303_lociStitched	chr14	33161551	33176906	4	7643	6839.117	646	1
1_MACS_peak_19453_lociStitched	chr6	31459520	31467160	1	7641	16859.952	647	1
2_MACS_peak_18864_lociStitched	chr5	160169227	160176979	2	7628	9011.7	648	1
1_MACS_peak_593_lociStitched	chr1	44296095	44303718	1	7624	42688.8	649	1
2_MACS_peak_22334_lociStitched	chr8	54926148	54935879	2	7618	27469.6399	650	1
4_MACS_peak_7539_lociStitched	chr15	78368944	78381343	4	7618	13609.1424	651	1
3_MACS_peak_6257_lociStitched	chr14	24604561	24617714	3	7615	20418.7172	652	1
3_MACS_peak_23156_lociStitched	chr8	146011359	146025114	3	7615	27851.124	653	1
2_MACS_peak_17724_lociStitched	chr5	6445981	6454734	2	7613	36366.0891	654	1
1_MACS_peak_19043_lociStitched	chr5	180668309	180675905	1	7597	21796.722	655	1
2_MACS_peak_21617_lociStitched	chr7	120627810	120638935	2	7597	6987.6125	656	1
3_MACS_peak_7571_lociStitched	chr15	81584246	81595151	3	7594	11492.7795	657	1
1_MACS_peak_10419_lociStitched	chr18	60980984	60988568	1	7585	44078.208	658	1
2_MACS_peak_4275_lociStitched	chr11	122930132	122941399	2	7569	35525.9777	659	1
4_MACS_peak_1432_lociStitched	chr1	155210270	155225716	4	7568	24790.83	660	1
2_MACS_peak_12154_lociStitched	chr2	54794851	54804961	2	7561	10765.128	661	1
2_MACS_peak_5146_lociStitched	chr12	89739309	89748925	2	7560	16761.6496	662	1
2_MACS_peak_3319_lociStitched	chr11	2793034	2801168	2	7557	17519.0092	663	1
2_MACS_peak_9980_lociStitched	chr18	3446358	3455025	2	7546	31231.5345	664	1
1_MACS_peak_18386_lociStitched	chr5	100234573	100242116	1	7544	23868.3149	665	1
5_MACS_peak_18698_lociStitched	chr5	141385656	141396271	5	7542	13587.2	666	1
3_MACS_peak_5567_lociStitched	chr12	129301680	129315877	3	7537	13898.863	667	1
2_MACS_peak_3315_lociStitched	chr11	2480141	2489540	2	7535	13508.2428	668	1
3_MACS_peak_5426_lociStitched	chr12	120553641	120562064	3	7533	17278.9422	669	1
3_MACS_peak_8797_lociStitched	chr17	4267849	4280894	3	7518	20025.3795	670	1
1_MACS_peak_17198_lociStitched	chr4	106552881	106560379	1	7499	13389.1786	671	1
1_MACS_peak_24132_lociStitched	chr9	140060732	140068226	1	7495	31507.0242	672	1
1_MACS_peak_6389_lociStitched	chr14	50527101	50534593	1	7493	12892.9828	673	1
3_MACS_peak_19521_lociStitched	chr6	33167125	33177051	3	7492	32125.499	674	1
3_MACS_peak_19040_lociStitched	chr5	180642866	180652568	3	7483	25149.5244	675	1
2_MACS_peak_8760_lociStitched	chr17	2117227	2128540	2	7476	19595.2473	676	1
1_MACS_peak_7302_lociStitched	chr15	52670010	52677480	1	7471	17036.082	677	1
1_MACS_peak_5193_lociStitched	chr12	94950669	94958137	1	7469	24146.2844	678	1
2_MACS_peak_22477_lociStitched	chr8	71125005	71133540	2	7462	11432.6325	679	1
3_MACS_peak_20646_lociStitched	chr7	2858309	2866700	3	7455	9214.1571	680	1
6_MACS_peak_2314_lociStitched	chr10	1772187	1781815	6	7446	7353.8664	681	1
2_MACS_peak_17096_lociStitched	chr4	87854909	87862431	2	7445	13793.0914	682	1
1_MACS_peak_14831_lociStitched	chr22	38571158	38578601	1	7444	23601.753	683	1
3_MACS_peak_3637_lociStitched	chr11	60672538	60683768	3	7433	16279.008	684	1
2_MACS_peak_18210_lociStitched	chr5	76027462	76035972	2	7431	9091.233	685	1
3_MACS_peak_13832_lociStitched	chr20	32250405	32263130	3	7429	22672.1325	686	1
5_MACS_peak_4324_lociStitched	chr11	128275133	128286757	5	7428	7743.9088	687	1
2_MACS_peak_17389_lociStitched	chr4	146401993	146410684	2	7423	24214.8642	688	1
1_MACS_peak_10877_lociStitched	chr19	13260222	13267636	1	7415	46380.5012	689	1
2_MACS_peak_1502_lociStitched	chr1	158978307	158986397	2	7413	14717.328	690	1
3_MACS_peak_14931_lociStitched	chr22	42222477	42232443	3	7411	39852.0408	691	1
2_MACS_peak_4348_lociStitched	chr11	129815084	129822712	2	7408	12099.5336	692	1
3_MACS_peak_10584_lociStitched	chr19	2049352	2062781	3	7406	38334.4234	693	1
1_MACS_peak_15672_lociStitched	chr3	72125516	72132915	1	7400	21159.6602	694	1
3_MACS_peak_3951_lociStitched	chr11	75264556	75274892	3	7396	21065.8016	695	1
1_MACS_peak_7066_lociStitched	chr15	31615442	31622833	1	7392	49036.3286	696	1
2_MACS_peak_11048_lociStitched	chr19	19050190	19061395	2	7391	25157.466	697	1
4_MACS_peak_15622_lociStitched	chr3	66539792	66552289	4	7390	12195.8223	698	1
1_MACS_peak_23080_lociStitched	chr8	142410505	142417878	1	7374	20063.4076	699	1
2_MACS_peak_16635_lociStitched	chr4	2413103	2420660	2	7374	25040.1195	700	1
2_MACS_peak_19684_lociStitched	chr6	44185171	44192951	2	7373	18272.886	701	1
1_MACS_peak_23001_lociStitched	chr8	134082754	134090121	1	7368	20342.4971	702	1
1_MACS_peak_4784_lociStitched	chr12	46776140	46783507	1	7368	28263.4955	703	1
4_MACS_peak_23886_lociStitched	chr9	127047232	127055423	4	7363	18613.2284	704	1
1_MACS_peak_4392_lociStitched	chr12	1637808	1645167	1	7360	42376.0656	705	1
4_MACS_peak_22230_lociStitched	chr8	37748283	37762514	4	7359	11445.9933	706	1
2_MACS_peak_22548_lociStitched	chr8	81073340	81084648	2	7357	15943.1492	707	1
3_MACS_peak_1957_lociStitched	chr1	208033631	208047263	3	7350	18632.2176	708	1
2_MACS_peak_22038_lociStitched	chr8	17546320	17555730	2	7341	10053.644	709	1
4_MACS_peak_793_lociStitched	chr1	68638435	68647721	4	7334	7116.7904	710	1
1_MACS_peak_15046_lociStitched	chr22	50906891	50914220	1	7330	14384.6283	711	1
1_MACS_peak_17022_lociStitched	chr4	78736211	78743536	1	7326	22295.835	712	1
2_MACS_peak_19753_lociStitched	chr6	52360616	52369796	2	7323	15315.912	713	1
1_MACS_peak_3881_lociStitched	chr11	68604791	68612112	1	7322	31157.4439	714	1
3_MACS_peak_8944_lociStitched	chr17	16872410	16883424	3	7322	10368.5796	715	1
2_MACS_peak_10602_lociStitched	chr19	2469005	2480348	2	7321	32034.9006	716	1
1_MACS_peak_12862_lociStitched	chr2	158295251	158302561	1	7311	17209.202	717	1
3_MACS_peak_169_lociStitched	chr1	11984450	11995617	3	7297	17321.1337	718	1
2_MACS_peak_6586_lociStitched	chr14	68866031	68875344	2	7296	17902.3799	719	1
1_MACS_peak_10301_lociStitched	chr18	49917346	49924635	1	7290	15739.8666	720	1
2_MACS_peak_16107_lociStitched	chr3	139251298	139260472	2	7286	18190.2072	721	1
2_MACS_peak_8552_lociStitched	chr16	79311579	79322051	2	7278	9494.9624	722	1
1_MACS_peak_9216_lociStitched	chr17	36856343	36863619	1	7277	44299.926	723	1
3_MACS_peak_10493_lociStitched	chr18	74835840	74844951	3	7277	9943.7454	724	1
2_MACS_peak_13476_lociStitched	chr2	236402079	236411664	2	7265	8819.1585	725	1
1_MACS_peak_10018_lociStitched	chr18	9101317	9108578	1	7262	30049.6485	726	1
1_MACS_peak_20180_lociStitched	chr6	116376025	116383283	1	7259	13270.5272	727	1
3_MACS_peak_22143_lociStitched	chr8	27930535	27941900	3	7259	13053.839	728	1
1_MACS_peak_6629_lociStitched	chr14	72941339	72948592	1	7254	29521.1606	729	1
3_MACS_peak_21720_lociStitched	chr7	134670681	134682526	3	7252	16264.3695	730	1
1_MACS_peak_10016_lociStitched	chr18	9079663	9086905	1	7243	23770.4166	731	1
2_MACS_peak_23174_lociStitched	chr9	621417	630379	2	7242	17941.0278	732	1
1_MACS_peak_13702_lociStitched	chr20	17945746	17952984	1	7239	30849.0798	733	1
2_MACS_peak_12359_lociStitched	chr2	74425008	74435385	2	7239	18951.5151	734	1
2_MACS_peak_8770_lociStitched	chr17	2294819	2306096	2	7235	22737.8151	735	1
3_MACS_peak_19195_lociStitched	chr6	12109505	12121190	3	7229	14304.777	736	1
2_MACS_peak_1416_lociStitched	chr1	154945202	154956895	2	7226	33876.9596	737	1
3_MACS_peak_7684_lociStitched	chr15	91200033	91209803	3	7224	18092.086	738	1
2_MACS_peak_4857_lociStitched	chr12	51312461	51322818	2	7220	15129.5056	739	1
1_MACS_peak_1731_lociStitched	chr1	183773042	183780259	1	7218	24267.1625	740	1
3_MACS_peak_5393_lociStitched	chr12	116989267	117003269	3	7217	17601.9142	741	1
1_MACS_peak_22957_lociStitched	chr8	128745893	128753104	1	7212	43276.0954	742	1
1_MACS_peak_22041_lociStitched	chr8	17779489	17786700	1	7212	18310.8923	743	1
2_MACS_peak_1790_lociStitched	chr1	192507461	192516060	2	7204	14134.1763	744	1
1_MACS_peak_19718_lociStitched	chr6	45676274	45683476	1	7203	14808.0322	745	1
1_MACS_peak_11649_lociStitched	chr19	55764648	55771849	1	7202	16413.2393	746	1
3_MACS_peak_10801_lociStitched	chr19	10978481	10990745	3	7197	15596.1288	747	1
1_MACS_peak_19431_lociStitched	chr6	30683479	30690672	1	7194	33850.258	748	1
3_MACS_peak_8633_lociStitched	chr16	87807475	87814769	3	7194	27018.4348	749	1
2_MACS_peak_3011_lociStitched	chr10	103873532	103881534	2	7190	18535.0326	750	1
1_MACS_peak_1792_lociStitched	chr1	192542938	192550125	1	7188	10916.3343	751	1
3_MACS_peak_6443_lociStitched	chr14	55564066	55571917	3	7187	14620.9173	752	1
2_MACS_peak_21551_lociStitched	chr7	107843156	107854394	2	7186	21098.2212	753	1
3_MACS_peak_762_lociStitched	chr1	66740943	66750073	3	7183	8457.119	754	1
2_MACS_peak_7779_lociStitched	chr15	101737048	101744308	2	7181	20490.624	755	1
2_MACS_peak_471_lociStitched	chr1	36614035	36623608	2	7179	46729.6422	756	1
3_MACS_peak_9821_lociStitched	chr17	76348485	76357414	3	7172	13885.4879	757	1
1_MACS_peak_8326_lociStitched	chr16	56964614	56971781	1	7168	34303.4121	758	1
2_MACS_peak_16072_lociStitched	chr3	133192487	133199986	2	7165	14323.8399	759	1
2_MACS_peak_18880_lociStitched	chr5	164167630	164177083	2	7163	9308.3691	760	1
1_MACS_peak_10642_lociStitched	chr19	3983687	3990848	1	7162	24666.0645	761	1
4_MACS_peak_22175_lociStitched	chr8	29466590	29474871	4	7162	9406.3879	762	1
1_MACS_peak_19190_lociStitched	chr6	12007481	12014640	1	7160	58666.5732	763	1
2_MACS_peak_17578_lociStitched	chr4	185201772	185210611	2	7155	16830.3399	764	1
1_MACS_peak_7324_lociStitched	chr15	55694256	55701408	1	7153	12149.1024	765	1
1_MACS_peak_6934_lociStitched	chr14	103795984	103803135	1	7152	32778.0387	766	1
2_MACS_peak_17938_lociStitched	chr5	37833722	37841632	2	7150	23641.408	767	1
3_MACS_peak_14725_lociStitched	chr22	31884476	31893470	3	7148	27348.0558	768	1
1_MACS_peak_21490_lociStitched	chr7	102250743	102257884	1	7142	12511.032	769	1
2_MACS_peak_13791_lociStitched	chr20	30153250	30162115	2	7139	11188.5165	770	1
1_MACS_peak_8415_lociStitched	chr16	67875065	67882196	1	7132	48557.1183	771	1
2_MACS_peak_20878_lociStitched	chr7	28003558	28012338	2	7121	6843.132	772	1
3_MACS_peak_14017_lociStitched	chr20	46387037	46397754	3	7119	26519.2165	773	1
2_MACS_peak_20787_lociStitched	chr7	20321204	20331507	2	7118	13334.1426	774	1
1_MACS_peak_7312_lociStitched	chr15	54269134	54276239	1	7106	9445.387	775	1
2_MACS_peak_5040_lociStitched	chr12	68751595	68760879	2	7104	15093.9272	776	1
3_MACS_peak_19495_lociStitched	chr6	32551148	32558732	3	7098	14348.1696	777	1
2_MACS_peak_21586_lociStitched	chr7	114561867	114573356	2	7098	17470.1734	778	1
3_MACS_peak_10938_lociStitched	chr19	16244570	16255673	3	7096	11196.2652	779	1
1_MACS_peak_3387_lociStitched	chr11	10323916	10331009	1	7094	11464.4159	780	1
3_MACS_peak_23150_lociStitched	chr8	145741981	145755159	3	7092	39225.6348	781	1
3_MACS_peak_18570_lociStitched	chr5	131824379	131834424	3	7090	23093.455	782	1
1_MACS_peak_21347_lociStitched	chr7	90352468	90359548	1	7081	15867.696	783	1
1_MACS_peak_831_lociStitched	chr1	75599105	75606184	1	7080	17842.6195	784	1
1_MACS_peak_22171_lociStitched	chr8	29203706	29210784	1	7079	27489.5364	785	1
1_MACS_peak_9218_lociStitched	chr17	36902816	36909885	1	7070	19547.1988	786	1
2_MACS_peak_20632_lociStitched	chr7	2438789	2447599	2	7070	18952.072	787	1
1_MACS_peak_20225_lociStitched	chr6	124123324	124130381	1	7058	10931.293	788	1
2_MACS_peak_14143_lociStitched	chr20	58675355	58683362	2	7056	17036.4939	789	1
1_MACS_peak_21705_lociStitched	chr7	130788642	130795692	1	7051	35914.11	790	1
1_MACS_peak_20888_lociStitched	chr7	28850613	28857661	1	7049	23486.0504	791	1
1_MACS_peak_16189_lociStitched	chr3	150124715	150131754	1	7040	25654.3394	792	1
4_MACS_peak_11466_lociStitched	chr19	48892896	48904086	4	7033	20250.543	793	1
1_MACS_peak_4779_lociStitched	chr12	46118671	46125699	1	7029	35596.1172	794	1
2_MACS_peak_22130_lociStitched	chr8	27231432	27239145	2	7027	11690.5941	795	1
2_MACS_peak_19157_lociStitched	chr6	9373803	9382638	2	7012	7354.254	796	1
4_MACS_peak_14000_lociStitched	chr20	45173105	45184695	4	7010	10661.641	797	1
2_MACS_peak_12619_lociStitched	chr2	111873078	111881888	2	7000	19476.267	798	1
1_MACS_peak_4070_lociStitched	chr11	96070207	96077204	1	6998	23821.9862	799	1
1_MACS_peak_8256_lociStitched	chr16	31884288	31891280	1	6993	30622.8624	800	1
2_MACS_peak_19307_lociStitched	chr6	26214770	26225200	2	6993	17224.102	801	1
3_MACS_peak_22682_lociStitched	chr8	97601329	97608789	3	6990	6201.498	802	1
3_MACS_peak_615_lociStitched	chr1	45273036	45286327	3	6990	8183.2687	803	1
4_MACS_peak_15729_lociStitched	chr3	79582756	79593504	4	6977	4996.7452	804	1
2_MACS_peak_18119_lociStitched	chr5	66483593	66493721	2	6974	8678.6832	805	1
1_MACS_peak_17931_lociStitched	chr5	36874465	36881435	1	6971	34212.245	806	1
2_MACS_peak_12470_lociStitched	chr2	89152626	89160568	2	6963	16485.2094	807	1
1_MACS_peak_21487_lociStitched	chr7	102151841	102158800	1	6960	11780.8911	808	1
1_MACS_peak_20791_lociStitched	chr7	20367256	20374207	1	6952	42328.8096	809	1
2_MACS_peak_1595_lociStitched	chr1	167460560	167470716	2	6952	12661.4852	810	1
2_MACS_peak_14653_lociStitched	chr22	26131413	26141176	2	6941	16326.6649	811	1
2_MACS_peak_10936_lociStitched	chr19	16221567	16231077	2	6934	17309.151	812	1
2_MACS_peak_4956_lociStitched	chr12	57076556	57083488	2	6932	22883.2252	813	1
1_MACS_peak_23124_lociStitched	chr8	145046774	145053700	1	6927	16438.1684	814	1
1_MACS_peak_12678_lociStitched	chr2	114642638	114649563	1	6926	26103.7875	815	1
1_MACS_peak_14311_lociStitched	chr21	30604983	30611902	1	6920	9385.6235	816	1
2_MACS_peak_14851_lociStitched	chr22	39146086	39153472	2	6902	19875.726	817	1
3_MACS_peak_20304_lociStitched	chr6	134953787	134963022	3	6902	11206.6725	818	1
2_MACS_peak_18843_lociStitched	chr5	157284468	157295751	2	6902	12339.0888	819	1
2_MACS_peak_17680_lociStitched	chr5	1791264	1802592	2	6900	33349.632	820	1
1_MACS_peak_17508_lociStitched	chr4	175119109	175126001	1	6893	4295.0944	821	1
4_MACS_peak_19506_lociStitched	chr6	32647229	32660090	4	6893	8342.9307	822	1
3_MACS_peak_6828_lociStitched	chr14	94436528	94445692	3	6885	10748.4556	823	1
3_MACS_peak_10731_lociStitched	chr19	7980446	7991129	3	6884	21018.8025	824	1
1_MACS_peak_11433_lociStitched	chr19	47285629	47292509	1	6881	64722.912	825	1
2_MACS_peak_1404_lociStitched	chr1	154756056	154766590	2	6881	12680.8292	826	1
1_MACS_peak_21513_lociStitched	chr7	104651014	104657891	1	6878	52730.0852	827	1
1_MACS_peak_8947_lociStitched	chr17	16888771	16895633	1	6863	30708.1362	828	1
3_MACS_peak_2102_lociStitched	chr1	226308732	226316894	3	6862	23479.6254	829	1
3_MACS_peak_1534_lociStitched	chr1	161122805	161137379	3	6861	34247.4426	830	1
1_MACS_peak_23013_lociStitched	chr8	134508459	134515318	1	6860	31561.0026	831	1
4_MACS_peak_9175_lociStitched	chr17	34409314	34423843	4	6854	11217.8409	832	1
1_MACS_peak_7056_lociStitched	chr15	31278709	31285559	1	6851	22325.52	833	1
3_MACS_peak_11538_lociStitched	chr19	50393285	50404538	3	6850	16700.5773	834	1
2_MACS_peak_22916_lociStitched	chr8	125376158	125385967	2	6843	25870.2566	835	1
2_MACS_peak_11822_lociStitched	chr2	10463866	10472896	2	6842	10148.817	836	1
1_MACS_peak_5854_lociStitched	chr13	50651392	50658232	1	6841	14007.636	837	1
1_MACS_peak_20074_lociStitched	chr6	106439563	106446400	1	6838	24051.8823	838	1
2_MACS_peak_24116_lociStitched	chr9	139792210	139799759	2	6838	25860.6093	839	1
3_MACS_peak_14877_lociStitched	chr22	39539891	39549687	3	6827	13262.8044	840	1
2_MACS_peak_1755_lociStitched	chr1	184828604	184838528	2	6825	10821.1296	841	1
2_MACS_peak_16565_lociStitched	chr3	196358127	196368207	2	6825	27486.144	842	1
2_MACS_peak_8741_lociStitched	chr17	1618313	1629062	2	6825	33378.8697	843	1
1_MACS_peak_20081_lociStitched	chr6	106610438	106617261	1	6824	15008.5531	844	1
1_MACS_peak_21585_lociStitched	chr7	113722095	113728916	1	6822	26773.7892	845	1
1_MACS_peak_22985_lociStitched	chr8	131256352	131263172	1	6821	16443.02	846	1
2_MACS_peak_18780_lociStitched	chr5	150157183	150164236	2	6817	15572.3187	847	1
2_MACS_peak_13998_lociStitched	chr20	45027705	45036711	2	6814	14185.3506	848	1
1_MACS_peak_485_lociStitched	chr1	37939390	37946201	1	6812	41451.746	849	1
1_MACS_peak_14118_lociStitched	chr20	56252783	56259586	1	6804	16903.4141	850	1
2_MACS_peak_1766_lociStitched	chr1	185901549	185908890	2	6804	16032.0099	851	1
1_MACS_peak_19841_lociStitched	chr6	70571671	70578473	1	6803	18162.0202	852	1
2_MACS_peak_3019_lociStitched	chr10	104152962	104159860	2	6799	35572.986	853	1
2_MACS_peak_13816_lociStitched	chr20	31254737	31262802	2	6799	14176.657	854	1
2_MACS_peak_19185_lociStitched	chr6	11729441	11736352	2	6797	11150.8985	855	1
3_MACS_peak_21323_lociStitched	chr7	86772971	86784403	3	6797	23497.3328	856	1
2_MACS_peak_18715_lociStitched	chr5	142539912	142550342	2	6796	7831.887	857	1
2_MACS_peak_13972_lociStitched	chr20	43679507	43688066	2	6788	6680.2995	858	1
1_MACS_peak_19364_lociStitched	chr6	27857527	27864309	1	6783	25958.105	859	1
3_MACS_peak_13306_lociStitched	chr2	219260166	219272378	3	6783	19434.1768	860	1
2_MACS_peak_16996_lociStitched	chr4	77221717	77230104	2	6782	18264.3699	861	1
2_MACS_peak_6728_lociStitched	chr14	81863908	81873681	2	6770	19951.5795	862	1
3_MACS_peak_15645_lociStitched	chr3	69787455	69801257	3	6770	9646.2178	863	1
2_MACS_peak_13211_lociStitched	chr2	204552552	204560147	2	6767	11718.3255	864	1
2_MACS_peak_23970_lociStitched	chr9	131445393	131453280	2	6767	26091.7734	865	1
1_MACS_peak_1301_lociStitched	chr1	149854938	149861701	1	6764	57432.0723	866	1
3_MACS_peak_19488_lociStitched	chr6	32156202	32164684	3	6763	24708.066	867	1
1_MACS_peak_211_lociStitched	chr1	16173051	16179811	1	6761	24047.348	868	1
2_MACS_peak_4227_lociStitched	chr11	118794528	118801572	2	6760	20384.6316	869	1
1_MACS_peak_23657_lociStitched	chr9	98267355	98274112	1	6758	24771.8377	870	1
3_MACS_peak_1358_lociStitched	chr1	152001318	152011492	3	6752	22462.1572	871	1
2_MACS_peak_22374_lociStitched	chr8	60963025	60971658	2	6738	12977.9889	872	1
1_MACS_peak_22602_lociStitched	chr8	89309288	89316024	1	6737	13535.3184	873	1
1_MACS_peak_23007_lociStitched	chr8	134226649	134233384	1	6736	23827.7565	874	1
1_MACS_peak_18404_lociStitched	chr5	108743319	108750053	1	6735	15385.8432	875	1
3_MACS_peak_13119_lociStitched	chr2	197030867	197041818	3	6734	11452.5558	876	1
2_MACS_peak_5886_lociStitched	chr13	53022753	53031244	2	6732	20390.2874	877	1
2_MACS_peak_4560_lociStitched	chr12	14921498	14929099	2	6729	22933.7372	878	1
1_MACS_peak_22872_lociStitched	chr8	119574238	119580963	1	6726	19587.235	879	1
2_MACS_peak_1607_lociStitched	chr1	167682388	167692569	2	6721	21903.4034	880	1
2_MACS_peak_16692_lociStitched	chr4	7752863	7761569	2	6720	14258.6868	881	1
2_MACS_peak_3633_lociStitched	chr11	60605338	60612319	2	6718	8155.9023	882	1
2_MACS_peak_20676_lociStitched	chr7	6047421	6057610	2	6715	25350.232	883	1
3_MACS_peak_19098_lociStitched	chr6	4900864	4908688	3	6712	13102.0704	884	1
3_MACS_peak_14081_lociStitched	chr20	52481721	52490118	3	6708	12939.777	885	1
2_MACS_peak_8583_lociStitched	chr16	81684973	81692166	2	6706	17584.7271	886	1
1_MACS_peak_17509_lociStitched	chr4	175132104	175138807	1	6704	7625.3328	887	1
4_MACS_peak_2718_lociStitched	chr10	64142103	64149016	4	6702	4127.061	888	1
2_MACS_peak_8639_lociStitched	chr16	87898622	87905782	2	6700	14477.52	889	1
1_MACS_peak_17985_lociStitched	chr5	43037091	43043789	1	6699	50055.4936	890	1
1_MACS_peak_102_lociStitched	chr1	7322266	7328963	1	6698	14574.0114	891	1
3_MACS_peak_15226_lociStitched	chr3	20079915	20090822	3	6694	17464.2884	892	1
1_MACS_peak_22720_lociStitched	chr8	101317014	101323686	1	6673	40871.3376	893	1
3_MACS_peak_21336_lociStitched	chr7	89801458	89813805	3	6668	16770.9301	894	1
2_MACS_peak_22680_lociStitched	chr8	97581405	97588476	2	6660	8121.7506	895	1
2_MACS_peak_8601_lociStitched	chr16	84169599	84179073	2	6659	23873.5326	896	1
2_MACS_peak_15725_lociStitched	chr3	78959274	78969263	2	6657	6610.7202	897	1
1_MACS_peak_11443_lociStitched	chr19	47728692	47735347	1	6656	72490.253	898	1
3_MACS_peak_22988_lociStitched	chr8	131362200	131373937	3	6653	22543.2559	899	1
3_MACS_peak_23591_lociStitched	chr9	91924634	91935356	3	6650	20165.9376	900	1
2_MACS_peak_1326_lociStitched	chr1	150592537	150603629	2	6648	23539.4424	901	1
3_MACS_peak_813_lociStitched	chr1	72340785	72348738	3	6645	4901.4339	902	1
1_MACS_peak_7508_lociStitched	chr15	75491344	75497987	1	6644	53208.4371	903	1
3_MACS_peak_18911_lociStitched	chr5	172191599	172205302	3	6641	25036.7513	904	1
1_MACS_peak_18318_lociStitched	chr5	90674249	90680877	1	6629	21955.25	905	1
2_MACS_peak_10627_lociStitched	chr19	3358696	3368832	2	6629	41159.2552	906	1
1_MACS_peak_16665_lociStitched	chr4	5033082	5039706	1	6625	21170.304	907	1
2_MACS_peak_1244_lociStitched	chr1	145434570	145441531	2	6621	26456.6727	908	1
1_MACS_peak_17585_lociStitched	chr4	185337550	185344156	1	6607	14486.958	909	1
2_MACS_peak_20099_lociStitched	chr6	107810579	107817488	2	6604	7814.7699	910	1
1_MACS_peak_15076_lociStitched	chr3	4870579	4877177	1	6599	15069.1722	911	1
3_MACS_peak_751_lociStitched	chr1	65358307	65365238	3	6599	5418.6558	912	1
2_MACS_peak_7991_lociStitched	chr16	11268213	11278195	2	6590	7885.78	913	1
1_MACS_peak_7513_lociStitched	chr15	75742430	75749017	1	6588	23020.2476	914	1
4_MACS_peak_3927_lociStitched	chr11	73086502	73097272	4	6574	11496.975	915	1
2_MACS_peak_15382_lociStitched	chr3	46132781	46141369	2	6571	11101.7076	916	1
3_MACS_peak_9369_lociStitched	chr17	43517158	43531249	3	6571	6969.4086	917	1
1_MACS_peak_11479_lociStitched	chr19	49135680	49142240	1	6561	25458.704	918	1
