REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam
1_MACS_peak_16677_lociStitched	chr4	6641522	6643730	1	2209	4799.088000000001
1_MACS_peak_6260_lociStitched	chr14	24629638	24631845	1	2208	5340.2779
1_MACS_peak_7400_lociStitched	chr15	66124623	66126830	1	2208	2651.7105
1_MACS_peak_10174_lociStitched	chr18	32819907	32822114	1	2208	9299.1945
1_MACS_peak_12108_lociStitched	chr2	46925125	46927332	1	2208	5637.3401
1_MACS_peak_13196_lociStitched	chr2	203498961	203501168	1	2208	3301.2306
1_MACS_peak_14554_lociStitched	chr22	20306579	20308786	1	2208	5829.5698
1_MACS_peak_23803_lociStitched	chr9	116327200	116329407	1	2208	1612.4342000000001
1_MACS_peak_1883_lociStitched	chr1	202975400	202977606	1	2207	5530.221399999999
1_MACS_peak_10249_lociStitched	chr18	44675960	44678166	1	2207	8488.688
1_MACS_peak_11244_lociStitched	chr19	39880710	39882916	1	2207	8869.6642
1_MACS_peak_15001_lociStitched	chr22	46691495	46693701	1	2207	5110.8608
1_MACS_peak_20205_lociStitched	chr6	118971261	118973467	1	2207	5103.8016
1_MACS_peak_20933_lociStitched	chr7	33147454	33149660	1	2207	4831.5812
1_MACS_peak_22263_lociStitched	chr8	41434810	41437016	1	2207	10765.28
1_MACS_peak_24509_lociStitched	chrX	57977317	57979523	1	2207	1639.7197999999999
1_MACS_peak_2834_lociStitched	chr10	76870345	76872550	1	2206	4691.5785
1_MACS_peak_8778_lociStitched	chr17	2906188	2908393	1	2206	1173.942
1_MACS_peak_12063_lociStitched	chr2	42794810	42797015	1	2206	4869.081
1_MACS_peak_20615_lociStitched	chr7	1176587	1178792	1	2206	2949.849
1_MACS_peak_2534_lociStitched	chr10	32343955	32346159	1	2205	12018.191599999998
1_MACS_peak_8244_lociStitched	chr16	31118472	31120676	1	2205	6793.83
1_MACS_peak_13295_lociStitched	chr2	217362442	217364646	1	2205	3685.7491999999997
1_MACS_peak_22422_lociStitched	chr8	66555981	66558185	1	2205	5084.628
1_MACS_peak_3901_lociStitched	chr11	71497287	71499490	1	2204	4982.3048
1_MACS_peak_8817_lociStitched	chr17	4889671	4891874	1	2204	7933.003
1_MACS_peak_12903_lociStitched	chr2	163588190	163590393	1	2204	1451.3364000000001
1_MACS_peak_13597_lociStitched	chr20	3766251	3768454	1	2204	5789.484
1_MACS_peak_17495_lociStitched	chr4	170946852	170949055	1	2204	4215.4405
1_MACS_peak_22614_lociStitched	chr8	91226466	91228669	1	2204	1078.1482
1_MACS_peak_23091_lociStitched	chr8	144348608	144350811	1	2204	6493.3425
1_MACS_peak_2690_lociStitched	chr10	60143866	60146068	1	2203	6787.444799999999
1_MACS_peak_7885_lociStitched	chr16	2826300	2828502	1	2203	15010.813800000002
1_MACS_peak_10918_lociStitched	chr19	14639208	14641410	1	2203	6243.1104
1_MACS_peak_21600_lociStitched	chr7	116501912	116504114	1	2203	9984.088199999998
1_MACS_peak_22072_lociStitched	chr8	22101813	22104015	1	2203	4190.1858
1_MACS_peak_23064_lociStitched	chr8	142098693	142100895	1	2203	4182.4788
1_MACS_peak_23527_lociStitched	chr9	77641813	77644015	1	2203	4372.5114
1_MACS_peak_2159_lociStitched	chr1	231113425	231115626	1	2202	3620.8651
1_MACS_peak_5084_lociStitched	chr12	76115338	76117539	1	2202	1541.8005
1_MACS_peak_8645_lociStitched	chr16	88121960	88124161	1	2202	2243.4793000000004
1_MACS_peak_10384_lociStitched	chr18	57025006	57027207	1	2202	6407.111
1_MACS_peak_13707_lociStitched	chr20	18487224	18489425	1	2202	8698.572100000001
1_MACS_peak_23372_lociStitched	chr9	34328150	34330351	1	2202	3502.4512999999997
1_MACS_peak_24822_lociStitched	chrX	142666604	142668805	1	2202	883.0412
1_MACS_peak_5270_lociStitched	chr12	105036734	105038934	1	2201	4650.14
1_MACS_peak_8828_lociStitched	chr17	5521469	5523669	1	2201	7807.36
1_MACS_peak_10778_lociStitched	chr19	10442818	10445018	1	2201	9983.82
1_MACS_peak_16574_lociStitched	chr3	196754921	196757121	1	2201	4121.48
1_MACS_peak_19059_lociStitched	chr6	380770	382970	1	2201	3989.4799999999996
1_MACS_peak_23573_lociStitched	chr9	88355610	88357810	1	2201	3440.36
1_MACS_peak_10081_lociStitched	chr18	14931975	14934174	1	2200	1348.6467
1_MACS_peak_13872_lociStitched	chr20	34251322	34253521	1	2200	10660.5321
1_MACS_peak_16277_lociStitched	chr3	160166065	160168264	1	2200	3571.3959000000004
1_MACS_peak_18434_lociStitched	chr5	112311542	112313741	1	2200	5876.3877
1_MACS_peak_18493_lociStitched	chr5	123788363	123790562	1	2200	1831.5471
1_MACS_peak_22517_lociStitched	chr8	77219084	77221283	1	2200	5831.5280999999995
1_MACS_peak_1232_lociStitched	chr1	145095957	145098155	1	2199	3843.6425999999997
1_MACS_peak_3573_lociStitched	chr11	47197544	47199742	1	2199	6946.1196
1_MACS_peak_3998_lociStitched	chr11	82995720	82997918	1	2199	7619.5868
1_MACS_peak_4920_lociStitched	chr12	56210407	56212605	1	2199	3368.2152
1_MACS_peak_6265_lociStitched	chr14	24700675	24702873	1	2199	5036.9367999999995
1_MACS_peak_8826_lociStitched	chr17	5370494	5372692	1	2199	3787.8134
1_MACS_peak_12144_lociStitched	chr2	54012986	54015184	1	2199	3912.0004
2_MACS_peak_18812_lociStitched	chr5	153773986	153776184	2	2197	1310.008
1_MACS_peak_21924_lociStitched	chr8	6263081	6265279	1	2199	5233.437999999999
1_MACS_peak_22381_lociStitched	chr8	61692172	61694370	1	2199	1671.3591999999999
1_MACS_peak_2975_lociStitched	chr10	99472746	99474943	1	2198	6388.656300000001
1_MACS_peak_3629_lociStitched	chr11	59521504	59523701	1	2198	2059.9072
1_MACS_peak_8786_lociStitched	chr17	3626158	3628355	1	2198	7392.4655999999995
1_MACS_peak_12948_lociStitched	chr2	172749449	172751646	1	2198	3865.8412000000003
1_MACS_peak_13596_lociStitched	chr20	3747697	3749894	1	2198	4513.9562000000005
1_MACS_peak_19299_lociStitched	chr6	26103158	26105355	1	2198	3892.8643
1_MACS_peak_21178_lociStitched	chr7	72394638	72396835	1	2198	7957.7537
1_MACS_peak_23193_lociStitched	chr9	2620935	2623132	1	2198	2434.0563
1_MACS_peak_13113_lociStitched	chr2	196684190	196686386	1	2197	1190.232
1_MACS_peak_13908_lociStitched	chr20	37376163	37378359	1	2197	4806.1656
1_MACS_peak_14880_lociStitched	chr22	39649379	39651575	1	2197	1914.912
1_MACS_peak_17353_lociStitched	chr4	139936052	139938248	1	2197	6564.7224
1_MACS_peak_1303_lociStitched	chr1	149898716	149900911	1	2196	11996.992
1_MACS_peak_2345_lociStitched	chr10	5726000	5728194	1	2195	4160.0434
1_MACS_peak_22949_lociStitched	chr8	126821925	126824119	1	2195	1355.892
1_MACS_peak_478_lociStitched	chr1	36838832	36841025	1	2194	2921.076
1_MACS_peak_7946_lociStitched	chr16	5146843	5149036	1	2194	4121.0856
1_MACS_peak_8013_lociStitched	chr16	11821153	11823346	1	2194	1642.9956
1_MACS_peak_8314_lociStitched	chr16	56457709	56459902	1	2194	3519.5457
1_MACS_peak_8785_lociStitched	chr17	3613243	3615436	1	2194	1987.9545
1_MACS_peak_11813_lociStitched	chr2	9769218	9771411	1	2194	4353.5436
1_MACS_peak_14527_lociStitched	chr22	18120445	18122638	1	2194	8050.941599999999
1_MACS_peak_20326_lociStitched	chr6	135818008	135820201	1	2194	5804.870999999999
1_MACS_peak_147_lociStitched	chr1	10458283	10460475	1	2193	5041.8192
1_MACS_peak_2302_lociStitched	chr10	1101495	1103687	1	2193	6213.6624
1_MACS_peak_6164_lociStitched	chr14	19648967	19651159	1	2193	9491.7984
1_MACS_peak_10635_lociStitched	chr19	3617073	3619265	1	2193	5252.689600000001
1_MACS_peak_11976_lociStitched	chr2	29116760	29118952	1	2193	2909.0032
1_MACS_peak_16398_lociStitched	chr3	178788283	178790475	1	2193	7232.504
1_MACS_peak_17792_lociStitched	chr5	15638034	15640226	1	2193	1934.4399999999998
1_MACS_peak_22326_lociStitched	chr8	54503539	54505731	1	2193	2521.2383999999997
1_MACS_peak_4025_lociStitched	chr11	88147066	88149257	1	2192	1807.3559
1_MACS_peak_8221_lociStitched	chr16	30620198	30622389	1	2192	15842.9019
1_MACS_peak_11218_lociStitched	chr19	38864518	38866709	1	2192	6280.9397
1_MACS_peak_16363_lociStitched	chr3	174910737	174912928	1	2192	1459.6442
1_MACS_peak_19700_lociStitched	chr6	44944073	44946264	1	2192	1587.5986
1_MACS_peak_1113_lociStitched	chr1	112049582	112051772	1	2191	8520.852
1_MACS_peak_1692_lociStitched	chr1	179333857	179336047	1	2191	12458.472
1_MACS_peak_1952_lociStitched	chr1	207494134	207496324	1	2191	6346.839
1_MACS_peak_2499_lociStitched	chr10	28030708	28032898	1	2191	7909.623
1_MACS_peak_11023_lociStitched	chr19	18432807	18434997	1	2191	6180.618
1_MACS_peak_11259_lociStitched	chr19	40475816	40478006	1	2191	5614.941
1_MACS_peak_15346_lociStitched	chr3	42844450	42846640	1	2191	3695.187
1_MACS_peak_15508_lociStitched	chr3	52488409	52490599	1	2191	4719.888
1_MACS_peak_20671_lociStitched	chr7	5594654	5596844	1	2191	7390.374
1_MACS_peak_21651_lociStitched	chr7	124404101	124406291	1	2191	1899.825
1_MACS_peak_4646_lociStitched	chr12	22777520	22779709	1	2190	5246.1574
1_MACS_peak_5912_lociStitched	chr13	62879063	62881252	1	2190	2192.5024000000003
1_MACS_peak_7515_lociStitched	chr15	75869952	75872141	1	2190	4165.4481000000005
1_MACS_peak_10185_lociStitched	chr18	33766825	33769014	1	2190	2323.4046
1_MACS_peak_15591_lociStitched	chr3	61235700	61237889	1	2190	4360.7069
1_MACS_peak_21992_lociStitched	chr8	11753990	11756179	1	2190	3639.8692
1_MACS_peak_1158_lociStitched	chr1	117112505	117114693	1	2189	7422.3524
1_MACS_peak_1603_lociStitched	chr1	167585886	167588074	1	2189	3104.772
1_MACS_peak_8772_lociStitched	chr17	2393227	2395415	1	2189	5479.6272
1_MACS_peak_10236_lociStitched	chr18	43372214	43374402	1	2189	2193.6888
1_MACS_peak_10337_lociStitched	chr18	53663835	53666023	1	2189	1549.9792
1_MACS_peak_13580_lociStitched	chr20	1372100	1374288	1	2189	2950.0804000000003
1_MACS_peak_21146_lociStitched	chr7	65957493	65959681	1	2189	6893.7316
1_MACS_peak_21353_lociStitched	chr7	90892979	90895167	1	2189	4472.272
1_MACS_peak_1629_lociStitched	chr1	170500149	170502336	1	2188	9423.1269
1_MACS_peak_6609_lociStitched	chr14	70232986	70235173	1	2188	8023.0095
1_MACS_peak_8426_lociStitched	chr16	68278188	68280375	1	2188	3989.9628000000002
1_MACS_peak_8812_lociStitched	chr17	4735730	4737917	1	2188	5640.7104
1_MACS_peak_12046_lociStitched	chr2	39663304	39665491	1	2188	6917.0436
1_MACS_peak_20463_lociStitched	chr6	151772526	151774713	1	2188	4641.2514
1_MACS_peak_24263_lociStitched	chrX	15692222	15694409	1	2188	5748.7482
1_MACS_peak_3456_lociStitched	chr11	22602283	22604469	1	2187	1591.1894
1_MACS_peak_12577_lociStitched	chr2	109149686	109151872	1	2187	4847.455
1_MACS_peak_74_lociStitched	chr1	3772724	3774909	1	2186	5320.475
1_MACS_peak_3690_lociStitched	chr11	62537723	62539908	1	2186	9697.029999999999
1_MACS_peak_14979_lociStitched	chr22	45097346	45099531	1	2186	2021.5620000000001
1_MACS_peak_23134_lociStitched	chr8	145436867	145439052	1	2186	7750.8505
1_MACS_peak_23377_lociStitched	chr9	34636494	34638679	1	2186	6238.175
1_MACS_peak_1028_lociStitched	chr1	104103730	104105914	1	2185	3639.6360000000004
1_MACS_peak_4971_lociStitched	chr12	57823456	57825640	1	2185	9431.604000000001
1_MACS_peak_11233_lociStitched	chr19	39420421	39422605	1	2185	6269.3904
1_MACS_peak_13761_lociStitched	chr20	24972382	24974566	1	2185	7000.1568
1_MACS_peak_13862_lociStitched	chr20	33679191	33681375	1	2185	7486.0968
1_MACS_peak_19341_lociStitched	chr6	27144267	27146451	1	2185	2329.236
1_MACS_peak_21158_lociStitched	chr7	66766501	66768685	1	2185	8183.8848
1_MACS_peak_21499_lociStitched	chr7	102714471	102716655	1	2185	6413.5344
1_MACS_peak_22302_lociStitched	chr8	49861665	49863849	1	2185	1511.7648000000002
1_MACS_peak_23137_lociStitched	chr8	145526002	145528186	1	2185	1951.8408000000002
1_MACS_peak_50_lociStitched	chr1	1689130	1691313	1	2184	3706.2974
1_MACS_peak_3438_lociStitched	chr11	18608895	18611078	1	2184	3538.643
1_MACS_peak_9572_lociStitched	chr17	61522796	61524979	1	2184	4860.449500000001
1_MACS_peak_11188_lociStitched	chr19	37177190	37179373	1	2184	3163.167
1_MACS_peak_11480_lociStitched	chr19	49148117	49150300	1	2184	4453.32
1_MACS_peak_15257_lociStitched	chr3	27524369	27526552	1	2184	2450.8541
1_MACS_peak_15788_lociStitched	chr3	97539723	97541906	1	2184	4929.8689
1_MACS_peak_19380_lociStitched	chr6	28303196	28305379	1	2184	3951.4483
1_MACS_peak_23755_lociStitched	chr9	111695297	111697480	1	2184	4285.0107
1_MACS_peak_8113_lociStitched	chr16	23159330	23161512	1	2183	7925.8968
1_MACS_peak_9013_lociStitched	chr17	19880168	19882350	1	2183	15897.3974
1_MACS_peak_11657_lociStitched	chr19	55987094	55989276	1	2183	9556.5054
1_MACS_peak_18241_lociStitched	chr5	79476358	79478540	1	2183	2482.2432
1_MACS_peak_19208_lociStitched	chr6	13573645	13575827	1	2183	10873.997000000001
1_MACS_peak_22529_lociStitched	chr8	79427664	79429846	1	2183	4423.7868
1_MACS_peak_23269_lociStitched	chr9	15509877	15512059	1	2183	7281.5522
1_MACS_peak_8266_lociStitched	chr16	46863477	46865658	1	2182	6858.3726
1_MACS_peak_8384_lociStitched	chr16	66967278	66969459	1	2182	7136.232
1_MACS_peak_23287_lociStitched	chr9	19126538	19128719	1	2182	7045.2843
1_MACS_peak_1819_lociStitched	chr1	195464470	195466650	1	2181	1667.918
1_MACS_peak_22098_lociStitched	chr8	23385575	23387755	1	2181	4434.556
1_MACS_peak_7196_lociStitched	chr15	42065666	42067845	1	2180	2468.5891
1_MACS_peak_8291_lociStitched	chr16	50299501	50301680	1	2180	4329.8909
1_MACS_peak_21988_lociStitched	chr8	11626349	11628528	1	2180	3356.3137
1_MACS_peak_23773_lociStitched	chr9	114658156	114660335	1	2180	7447.822
1_MACS_peak_1545_lociStitched	chr1	161368245	161370423	1	2179	12963.2382
1_MACS_peak_5468_lociStitched	chr12	122016784	122018962	1	2179	5480.937000000001
1_MACS_peak_6312_lociStitched	chr14	33530826	33533004	1	2179	2090.88
1_MACS_peak_137_lociStitched	chr1	9648211	9650388	1	2178	4565.169
1_MACS_peak_165_lociStitched	chr1	11795719	11797896	1	2178	4548.1884
1_MACS_peak_924_lociStitched	chr1	89989364	89991541	1	2178	7944.0907
1_MACS_peak_6538_lociStitched	chr14	65568145	65570322	1	2178	3024.0707
1_MACS_peak_15994_lociStitched	chr3	125092948	125095125	1	2178	8262.1504
1_MACS_peak_16518_lociStitched	chr3	193547961	193550138	1	2178	1507.1371000000001
1_MACS_peak_18606_lociStitched	chr5	133890066	133892243	1	2178	1434.643
1_MACS_peak_19034_lociStitched	chr5	180286954	180289131	1	2178	7926.6747
1_MACS_peak_24363_lociStitched	chrX	41781662	41783839	1	2178	2469.5888
1_MACS_peak_3162_lociStitched	chr10	121301192	121303368	1	2177	6045.7984
1_MACS_peak_5374_lociStitched	chr12	113659066	113661242	1	2177	2884.7232000000004
1_MACS_peak_8158_lociStitched	chr16	28856518	28858694	1	2177	5632.3584
1_MACS_peak_11421_lociStitched	chr19	46404707	46406883	1	2177	3870.6688
1_MACS_peak_11816_lociStitched	chr2	10090484	10092660	1	2177	4021.4656
1_MACS_peak_18614_lociStitched	chr5	134180804	134182980	1	2177	6519.296
1_MACS_peak_20960_lociStitched	chr7	37533880	37536056	1	2177	2670.6048
1_MACS_peak_1063_lociStitched	chr1	109642011	109644186	1	2176	8973.397500000001
1_MACS_peak_5052_lociStitched	chr12	69632531	69634706	1	2176	5926.4400000000005
1_MACS_peak_14010_lociStitched	chr20	46043051	46045226	1	2176	3398.4375
1_MACS_peak_14791_lociStitched	chr22	37336272	37338447	1	2176	2710.92
1_MACS_peak_22444_lociStitched	chr8	67686656	67688831	1	2176	4541.617499999999
1_MACS_peak_24195_lociStitched	chrX	7064769	7066944	1	2176	5959.7175
1_MACS_peak_2167_lociStitched	chr1	231747482	231749656	1	2175	1784.6365999999998
1_MACS_peak_5532_lociStitched	chr12	125347073	125349247	1	2175	3947.984
1_MACS_peak_7818_lociStitched	chr16	717275	719449	1	2175	5528.6993999999995
1_MACS_peak_11912_lociStitched	chr2	25015245	25017419	1	2175	12163.529999999999
1_MACS_peak_12536_lociStitched	chr2	99224159	99226333	1	2175	6354.384599999999
1_MACS_peak_20141_lociStitched	chr6	109775767	109777941	1	2175	2339.0066
1_MACS_peak_20580_lociStitched	chr6	168580015	168582189	1	2175	1414.187
1_MACS_peak_23902_lociStitched	chr9	128002519	128004693	1	2175	4151.0356
1_MACS_peak_4556_lociStitched	chr12	14409572	14411745	1	2174	2343.5805
1_MACS_peak_6108_lociStitched	chr13	106838606	106840779	1	2174	2413.1165
1_MACS_peak_21375_lociStitched	chr7	92746029	92748202	1	2174	2134.7552
1_MACS_peak_75_lociStitched	chr1	3815993	3818165	1	2173	14448.795600000001
1_MACS_peak_5341_lociStitched	chr12	111019568	111021740	1	2173	8220.8028
1_MACS_peak_11648_lociStitched	chr19	55627632	55629804	1	2173	4859.415599999999
1_MACS_peak_18644_lociStitched	chr5	138088149	138090321	1	2173	3923.718
1_MACS_peak_20760_lociStitched	chr7	16792757	16794929	1	2173	1981.7328
1_MACS_peak_4_lociStitched	chr1	713129	715300	1	2172	6285.2621
1_MACS_peak_45_lociStitched	chr1	1606087	1608258	1	2172	2619.3115
1_MACS_peak_930_lociStitched	chr1	90308017	90310188	1	2172	5447.473199999999
1_MACS_peak_9191_lociStitched	chr17	34957189	34959360	1	2172	3656.3981999999996
1_MACS_peak_9973_lociStitched	chr18	3011919	3014090	1	2172	7328.2105
1_MACS_peak_10328_lociStitched	chr18	53155628	53157799	1	2172	2449.1051
1_MACS_peak_11253_lociStitched	chr19	40249328	40251499	1	2172	2221.5843000000004
1_MACS_peak_14999_lociStitched	chr22	46645214	46647385	1	2172	7028.3954
1_MACS_peak_15953_lociStitched	chr3	120460365	120462536	1	2172	6097.2535
1_MACS_peak_23857_lociStitched	chr9	125026212	125028383	1	2172	5252.0832
1_MACS_peak_23913_lociStitched	chr9	129158552	129160723	1	2172	1625.4277
1_MACS_peak_8739_lociStitched	chr17	1551610	1553780	1	2171	4172.259
1_MACS_peak_15198_lociStitched	chr3	15900153	15902323	1	2171	3909.472
1_MACS_peak_23892_lociStitched	chr9	127421143	127423313	1	2171	1775.4940000000001
1_MACS_peak_6234_lociStitched	chr14	23525420	23527589	1	2170	2176.5915
1_MACS_peak_7806_lociStitched	chr16	430746	432915	1	2170	5851.5282
1_MACS_peak_8803_lociStitched	chr17	4457388	4459557	1	2170	4098.9762
1_MACS_peak_11296_lociStitched	chr19	41914518	41916687	1	2170	1834.974
1_MACS_peak_12539_lociStitched	chr2	99770562	99772731	1	2170	6334.130700000001
1_MACS_peak_15660_lociStitched	chr3	71477547	71479716	1	2170	2374.8381
1_MACS_peak_16047_lociStitched	chr3	129829455	129831624	1	2170	4759.0029
1_MACS_peak_18452_lociStitched	chr5	115176472	115178641	1	2170	6193.7964
1_MACS_peak_24337_lociStitched	chrX	39054878	39057047	1	2170	1686.1806
1_MACS_peak_24697_lociStitched	chrX	118108562	118110731	1	2170	1102.9364999999998
1_MACS_peak_24898_lociStitched	chrX	153880792	153882961	1	2170	2860.2603
1_MACS_peak_3679_lociStitched	chr11	62388160	62390328	1	2169	4328.1952
1_MACS_peak_10135_lociStitched	chr18	25659467	25661635	1	2169	1389.4712
1_MACS_peak_18639_lociStitched	chr5	137799137	137801305	1	2169	4150.852800000001
1_MACS_peak_19131_lociStitched	chr6	7312073	7314241	1	2169	5973.490400000001
1_MACS_peak_23878_lociStitched	chr9	126773192	126775360	1	2169	1811.7976
1_MACS_peak_3757_lociStitched	chr11	65028489	65030656	1	2168	7329.4441
1_MACS_peak_3985_lociStitched	chr11	78284608	78286775	1	2168	4203.5466
1_MACS_peak_13821_lociStitched	chr20	31330250	31332417	1	2168	4270.7236
1_MACS_peak_22388_lociStitched	chr8	61838642	61840809	1	2168	2081.8369
1_MACS_peak_4462_lociStitched	chr12	7045857	7048023	1	2167	5771.740199999999
1_MACS_peak_6325_lociStitched	chr14	35024572	35026738	1	2167	9867.4296
1_MACS_peak_10927_lociStitched	chr19	15528402	15530568	1	2167	7308.9504
1_MACS_peak_14959_lociStitched	chr22	43143403	43145569	1	2167	3332.1744
1_MACS_peak_15959_lociStitched	chr3	121527106	121529272	1	2167	1618.2186
1_MACS_peak_47_lociStitched	chr1	1654769	1656934	1	2166	6501.711499999999
1_MACS_peak_2587_lociStitched	chr10	43132852	43135017	1	2166	5102.2555
1_MACS_peak_3467_lociStitched	chr11	26798639	26800804	1	2166	1106.315
1_MACS_peak_3803_lociStitched	chr11	65728126	65730291	1	2166	7899.8685
1_MACS_peak_10810_lociStitched	chr19	11265292	11267457	1	2166	4850.6825
1_MACS_peak_22659_lociStitched	chr8	95730943	95733108	1	2166	10166.84
1_MACS_peak_1394_lociStitched	chr1	154491812	154493976	1	2165	1417.6364
1_MACS_peak_3153_lociStitched	chr10	120878922	120881086	1	2165	2489.8984
1_MACS_peak_3889_lociStitched	chr11	70048785	70050949	1	2165	5642.1972
1_MACS_peak_7214_lociStitched	chr15	43621251	43623415	1	2165	5720.9668
1_MACS_peak_13831_lociStitched	chr20	32234682	32236846	1	2165	2613.03
1_MACS_peak_16222_lociStitched	chr3	153838784	153840948	1	2165	1416.7707999999998
1_MACS_peak_22516_lociStitched	chr8	76664206	76666370	1	2165	1667.5783999999999
1_MACS_peak_2203_lociStitched	chr1	234979670	234981833	1	2164	2370.648
1_MACS_peak_2816_lociStitched	chr10	75570246	75572409	1	2164	9133.7001
2_MACS_peak_4962_lociStitched	chr12	57471459	57473622	2	2090	4975.1163
1_MACS_peak_8672_lociStitched	chr16	89282644	89284807	1	2164	6223.1673
1_MACS_peak_15337_lociStitched	chr3	42113169	42115332	1	2164	2468.4156
1_MACS_peak_17458_lociStitched	chr4	159689348	159691511	1	2164	6298.2234
1_MACS_peak_18503_lociStitched	chr5	124089146	124091309	1	2164	2087.9439
1_MACS_peak_280_lociStitched	chr1	23345091	23347253	1	2163	4693.9182
1_MACS_peak_4689_lociStitched	chr12	27396599	27398761	1	2163	3618.9718
1_MACS_peak_7107_lociStitched	chr15	34874577	34876739	1	2163	3713.0188000000003
1_MACS_peak_8679_lociStitched	chr16	89573699	89575861	1	2163	10566.1264
1_MACS_peak_9123_lociStitched	chr17	30676222	30678384	1	2163	7061.3081999999995
1_MACS_peak_11437_lociStitched	chr19	47457229	47459391	1	2163	1387.3554000000001
1_MACS_peak_18418_lociStitched	chr5	110847182	110849344	1	2163	3912.139
1_MACS_peak_10068_lociStitched	chr18	14393259	14395420	1	2162	3161.9752000000003
1_MACS_peak_15399_lociStitched	chr3	46967653	46969814	1	2162	1938.4170000000001
1_MACS_peak_19712_lociStitched	chr6	45515245	45517406	1	2162	2453.1672
1_MACS_peak_19911_lociStitched	chr6	82956279	82958440	1	2162	5646.693
1_MACS_peak_19965_lociStitched	chr6	90538288	90540449	1	2162	3565.0017
1_MACS_peak_23703_lociStitched	chr9	103113879	103116040	1	2162	5387.1569
1_MACS_peak_6330_lociStitched	chr14	35514357	35516517	1	2161	4686.768
1_MACS_peak_16684_lociStitched	chr4	6943093	6945253	1	2161	1991.304
1_MACS_peak_19322_lociStitched	chr6	26401051	26403211	1	2161	3205.656
1_MACS_peak_21718_lociStitched	chr7	134330420	134332580	1	2161	2722.68
1_MACS_peak_1147_lociStitched	chr1	115257974	115260133	1	2160	12926.5807
1_MACS_peak_2001_lociStitched	chr1	212661083	212663242	1	2160	3432.81
1_MACS_peak_8178_lociStitched	chr16	29673332	29675491	1	2160	2709.9768000000004
1_MACS_peak_10258_lociStitched	chr18	46327016	46329175	1	2160	1619.0341
1_MACS_peak_18359_lociStitched	chr5	96142623	96144782	1	2160	10043.883899999999
1_MACS_peak_22558_lociStitched	chr8	82022677	82024836	1	2160	2356.5485
1_MACS_peak_23237_lociStitched	chr9	8783642	8785801	1	2160	969.8228
1_MACS_peak_739_lociStitched	chr1	63248732	63250890	1	2159	5966.0068
1_MACS_peak_863_lociStitched	chr1	83646203	83648361	1	2159	1716.9048
1_MACS_peak_3423_lociStitched	chr11	15989785	15991943	1	2159	1568.866
1_MACS_peak_3791_lociStitched	chr11	65547052	65549210	1	2159	6439.0404
1_MACS_peak_15060_lociStitched	chr3	3167772	3169930	1	2159	7531.8516
2_MACS_peak_16339_lociStitched	chr3	171000074	171002232	2	2038	1066.9152
1_MACS_peak_4110_lociStitched	chr11	104914720	104916877	1	2158	3216.3027
1_MACS_peak_5257_lociStitched	chr12	104358566	104360723	1	2158	5899.6107
1_MACS_peak_5405_lociStitched	chr12	117489537	117491694	1	2158	5683.695
1_MACS_peak_6324_lociStitched	chr14	35014842	35016999	1	2158	10006.5387
1_MACS_peak_13789_lociStitched	chr20	30101994	30104151	1	2158	4513.7382
1_MACS_peak_18942_lociStitched	chr5	173266194	173268351	1	2158	1393.8534
1_MACS_peak_21143_lociStitched	chr7	65578748	65580905	1	2158	6467.9802
1_MACS_peak_14420_lociStitched	chr21	43298105	43300261	1	2157	10058.171199999999
1_MACS_peak_15191_lociStitched	chr3	15642306	15644462	1	2157	3575.0791999999997
1_MACS_peak_23958_lociStitched	chr9	131037166	131039322	1	2157	4171.428800000001
1_MACS_peak_3295_lociStitched	chr11	818910	821065	1	2156	4444.472
1_MACS_peak_4683_lociStitched	chr12	27166287	27168442	1	2156	3479.463
1_MACS_peak_24071_lociStitched	chr9	137217245	137219400	1	2156	2696.9825
1_MACS_peak_11914_lociStitched	chr2	25141845	25143999	1	2155	4757.7552000000005
1_MACS_peak_15497_lociStitched	chr3	52187514	52189668	1	2155	4549.4634
1_MACS_peak_17269_lociStitched	chr4	119755825	119757979	1	2155	2604.4014
1_MACS_peak_24842_lociStitched	chrX	150151166	150153320	1	2155	2137.4141999999997
1_MACS_peak_2971_lociStitched	chr10	99257187	99259340	1	2154	4503.6454
2_MACS_peak_15467_lociStitched	chr3	50335669	50337822	2	2145	2470.9981
1_MACS_peak_560_lociStitched	chr1	42203784	42205936	1	2153	2952.9744
1_MACS_peak_5132_lociStitched	chr12	87544350	87546502	1	2153	6332.9056
1_MACS_peak_6955_lociStitched	chr14	105218307	105220459	1	2153	3105.9816
1_MACS_peak_19590_lociStitched	chr6	36841357	36843509	1	2153	9201.3064
1_MACS_peak_4824_lociStitched	chr12	49411469	49413620	1	2152	3978.4896
1_MACS_peak_6900_lociStitched	chr14	102240260	102242411	1	2152	1354.2696
1_MACS_peak_11122_lociStitched	chr19	32895556	32897707	1	2152	10600.3431
1_MACS_peak_21152_lociStitched	chr7	66204722	66206873	1	2152	8656.9146
1_MACS_peak_22204_lociStitched	chr8	33328733	33330884	1	2152	2105.1837
1_MACS_peak_24152_lociStitched	chr9	140483694	140485845	1	2152	3364.5942
1_MACS_peak_3787_lociStitched	chr11	65419397	65421547	1	2151	6796.58
1_MACS_peak_23100_lociStitched	chr8	144512343	144514493	1	2151	4622.285000000001
